InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4
24.0;17.0;593.0;-152.0;147.0;199.0;-433.0
18.0;8.0;594.0;-128.0;146.0;201.0;-419.0
13.0;4.0;594.0;-118.0;144.0;203.0;-415.0
-7.0;-17.0;594.0;-70.0;138.0;218.0;-396.0
-11.0;-26.0;592.0;-48.0;133.0;226.0;-393.0
-16.0;-44.0;584.0;4.0;121.0;250.0;-388.0
-22.0;-80.0;568.0;69.0;98.0;281.0;-372.0
-34.0;-123.0;513.0;215.0;36.0;323.0;-353.0
-39.0;-133.0;496.0;253.0;29.0;327.0;-350.0
-46.0;-139.0;480.0;287.0;22.0;329.0;-344.0
-65.0;-144.0;464.0;320.0;15.0;330.0;-332.0
-89.0;-145.0;447.0;348.0;4.0;331.0;-308.0
-116.0;-142.0;432.0;374.0;-7.0;331.0;-278.0
-145.0;-135.0;416.0;397.0;-19.0;331.0;-242.0
-192.0;-116.0;386.0;438.0;-34.0;329.0;-184.0
-211.0;-108.0;373.0;454.0;-38.0;327.0;-157.0
-302.0;-79.0;324.0;538.0;-35.0;372.0;-56.0
-78.0;388.0;681.0;243.0;-283.0;580.0;646.0
311.0;94.0;324.0;458.0;109.0;370.0;-54.0
312.0;96.0;336.0;450.0;106.0;374.0;-37.0
23.0;257.0;719.0;222.0;-164.0;524.0;292.0
309.0;80.0;350.0;443.0;125.0;376.0;-18.0
306.0;70.0;338.0;455.0;141.0;367.0;-15.0
302.0;73.0;324.0;468.0;153.0;359.0;-14.0
294.0;70.0;309.0;492.0;169.0;350.0;-10.0
290.0;67.0;304.0;503.0;179.0;348.0;-11.0
324.0;79.0;290.0;536.0;187.0;345.0;-36.0
329.0;72.0;303.0;528.0;185.0;353.0;-43.0
241.0;143.0;379.0;464.0;-63.0;382.0;232.0
199.0;351.0;571.0;369.0;-265.0;517.0;142.0
253.0;215.0;499.0;404.0;92.0;477.0;23.0
297.0;46.0;329.0;485.0;125.0;346.0;121.0
339.0;51.0;306.0;505.0;123.0;325.0;122.0
-233.0;-115.0;385.0;494.0;-42.0;419.0;-239.0
-206.0;-123.0;417.0;469.0;-30.0;439.0;-247.0
-189.0;-129.0;433.0;459.0;-25.0;448.0;-256.0
-133.0;-148.0;487.0;423.0;-7.0;476.0;-282.0
-79.0;-176.0;526.0;392.0;16.0;501.0;-317.0
-50.0;-199.0;546.0;376.0;40.0;516.0;-340.0
22.0;-265.0;586.0;338.0;132.0;544.0;-401.0
61.0;-301.0;605.0;319.0;189.0;558.0;-437.0
134.0;-371.0;644.0;259.0;262.0;605.0;-539.0
52.0;-573.0;769.0;17.0;552.0;613.0;-951.0
383.0;28.0;252.0;556.0;164.0;268.0;0.0
379.0;11.0;251.0;556.0;177.0;263.0;-19.0
374.0;-8.0;234.0;561.0;193.0;253.0;-34.0
271.0;-443.0;-46.0;34.0;453.0;-233.0;31.0
115.0;215.0;502.0;421.0;-79.0;460.0;495.0
375.0;46.0;273.0;535.0;134.0;292.0;98.0
153.0;-241.0;-278.0;-53.0;146.0;-245.0;-47.0
500.0;-122.0;68.0;595.0;256.0;130.0;-180.0
-410.0;568.0;-753.0;329.0;-668.0;-521.0;817.0
425.0;-15.0;152.0;567.0;162.0;230.0;0.0
