InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX;Accelerometer LUA^ accZ;Accelerometer LUA^ accX;Accelerometer HIP accZ
86.0;283.0;170.0;285.0;323.0;424.0
178.0;169.0;319.0;262.0;300.0;405.0
255.0;200.0;360.0;94.0;409.0;246.0
218.0;27.0;67.0;292.0;670.0;429.0
218.0;175.0;228.0;296.0;424.0;322.0
237.0;323.0;538.0;-107.0;572.0;252.0
259.0;281.0;299.0;122.0;412.0;189.0
215.0;285.0;284.0;134.0;399.0;420.0
196.0;267.0;221.0;150.0;424.0;453.0
98.0;211.0;297.0;123.0;589.0;680.0
223.0;256.0;211.0;431.0;409.0;325.0
128.0;395.0;287.0;371.0;423.0;291.0
197.0;267.0;210.0;205.0;415.0;465.0
241.0;234.0;227.0;227.0;412.0;534.0
195.0;281.0;189.0;236.0;391.0;416.0
180.0;173.0;196.0;298.0;361.0;267.0
159.0;243.0;185.0;681.0;526.0;350.0
87.0;120.0;279.0;346.0;446.0;567.0
168.0;227.0;217.0;251.0;423.0;388.0
185.0;241.0;199.0;254.0;433.0;406.0
199.0;270.0;164.0;256.0;433.0;415.0
237.0;261.0;142.0;250.0;446.0;395.0
250.0;272.0;153.0;232.0;466.0;406.0
260.0;287.0;150.0;257.0;434.0;409.0
185.0;267.0;315.0;243.0;391.0;409.0
355.0;346.0;65.0;249.0;430.0;434.0
186.0;271.0;317.0;224.0;403.0;431.0
214.0;171.0;386.0;99.0;462.0;415.0
151.0;359.0;124.0;99.0;259.0;281.0
313.0;229.0;75.0;154.0;462.0;422.0
160.0;43.0;280.0;332.0;180.0;308.0
161.0;208.0;237.0;237.0;412.0;258.0
161.0;228.0;290.0;264.0;427.0;196.0
286.0;296.0;186.0;213.0;420.0;428.0
287.0;303.0;186.0;208.0;456.0;414.0
286.0;328.0;193.0;219.0;440.0;408.0
288.0;339.0;191.0;215.0;451.0;405.0
112.0;178.0;77.0;397.0;380.0;528.0
294.0;334.0;203.0;234.0;429.0;423.0
567.0;359.0;133.0;265.0;500.0;369.0
297.0;339.0;220.0;251.0;442.0;384.0
300.0;313.0;221.0;236.0;463.0;382.0
302.0;293.0;211.0;242.0;444.0;366.0
302.0;294.0;211.0;236.0;449.0;402.0
305.0;320.0;225.0;260.0;431.0;374.0
305.0;308.0;226.0;247.0;426.0;387.0
210.0;76.0;199.0;627.0;358.0;358.0
191.0;280.0;305.0;222.0;386.0;425.0
141.0;321.0;285.0;244.0;401.0;317.0
308.0;311.0;226.0;242.0;438.0;401.0
309.0;309.0;222.0;245.0;457.0;408.0
308.0;310.0;225.0;257.0;441.0;385.0
306.0;331.0;231.0;251.0;409.0;376.0
197.0;263.0;295.0;207.0;419.0;407.0
305.0;304.0;212.0;263.0;418.0;385.0
305.0;302.0;230.0;257.0;428.0;415.0
202.0;266.0;280.0;218.0;411.0;434.0
303.0;303.0;243.0;250.0;455.0;388.0
299.0;315.0;235.0;253.0;456.0;375.0
300.0;318.0;234.0;268.0;434.0;388.0
301.0;313.0;237.0;268.0;455.0;406.0
297.0;307.0;223.0;255.0;442.0;393.0
237.0;275.0;259.0;124.0;362.0;426.0
294.0;320.0;254.0;234.0;473.0;399.0
293.0;307.0;261.0;253.0;459.0;398.0
295.0;312.0;242.0;254.0;447.0;403.0
487.0;333.0;393.0;304.0;467.0;150.0
391.0;104.0;29.0;139.0;195.0;349.0
162.0;178.0;267.0;193.0;348.0;297.0
350.0;412.0;129.0;350.0;575.0;339.0
106.0;52.0;300.0;-62.0;494.0;51.0
203.0;279.0;297.0;194.0;408.0;441.0
203.0;279.0;303.0;212.0;410.0;412.0
289.0;306.0;249.0;258.0;453.0;391.0
170.0;243.0;169.0;116.0;533.0;246.0
267.0;330.0;48.0;256.0;487.0;315.0
285.0;302.0;236.0;271.0;460.0;402.0
204.0;271.0;312.0;214.0;390.0;414.0
208.0;278.0;309.0;212.0;401.0;419.0
284.0;312.0;249.0;291.0;459.0;382.0
282.0;315.0;252.0;270.0;462.0;387.0
205.0;274.0;270.0;204.0;420.0;432.0
207.0;276.0;299.0;204.0;415.0;417.0
72.0;259.0;203.0;316.0;361.0;439.0
71.0;274.0;70.0;242.0;428.0;330.0
207.0;271.0;297.0;224.0;390.0;451.0
205.0;271.0;288.0;193.0;408.0;420.0
284.0;312.0;247.0;276.0;452.0;435.0
371.0;627.0;333.0;266.0;394.0;286.0
206.0;276.0;290.0;211.0;410.0;414.0
281.0;297.0;249.0;284.0;447.0;417.0
209.0;273.0;274.0;207.0;399.0;405.0
175.0;298.0;132.0;235.0;435.0;350.0
208.0;277.0;285.0;217.0;397.0;393.0
305.0;315.0;232.0;315.0;436.0;375.0
209.0;270.0;283.0;210.0;407.0;400.0
209.0;271.0;282.0;212.0;396.0;411.0
213.0;264.0;289.0;188.0;393.0;394.0
281.0;306.0;242.0;271.0;439.0;408.0
215.0;273.0;287.0;232.0;417.0;407.0
211.0;276.0;289.0;187.0;400.0;404.0
275.0;379.0;360.0;162.0;306.0;224.0
215.0;270.0;278.0;214.0;399.0;393.0
217.0;266.0;279.0;214.0;400.0;400.0
221.0;278.0;298.0;190.0;394.0;388.0
152.0;113.0;187.0;230.0;269.0;440.0
220.0;277.0;297.0;203.0;394.0;400.0
219.0;277.0;288.0;222.0;414.0;399.0
174.0;202.0;135.0;195.0;338.0;445.0
99.0;285.0;347.0;178.0;328.0;273.0
189.0;202.0;130.0;244.0;355.0;441.0
125.0;147.0;84.0;158.0;318.0;477.0
172.0;214.0;153.0;216.0;341.0;456.0
338.0;254.0;165.0;197.0;320.0;497.0
172.0;226.0;177.0;213.0;330.0;442.0
170.0;217.0;160.0;183.0;390.0;445.0
148.0;210.0;199.0;134.0;344.0;481.0
176.0;216.0;142.0;200.0;360.0;461.0
222.0;279.0;288.0;198.0;419.0;375.0
157.0;216.0;168.0;254.0;355.0;467.0
161.0;210.0;168.0;237.0;338.0;449.0
135.0;204.0;157.0;259.0;357.0;457.0
142.0;193.0;151.0;209.0;350.0;428.0
100.0;159.0;170.0;234.0;388.0;405.0
221.0;278.0;288.0;211.0;410.0;385.0
223.0;273.0;287.0;213.0;394.0;385.0
224.0;276.0;289.0;215.0;408.0;384.0
110.0;191.0;99.0;244.0;333.0;447.0
223.0;280.0;283.0;207.0;401.0;374.0
148.0;233.0;231.0;293.0;422.0;355.0
267.0;227.0;222.0;189.0;324.0;327.0
206.0;230.0;212.0;250.0;336.0;279.0
285.0;306.0;239.0;247.0;442.0;405.0
280.0;301.0;217.0;267.0;448.0;399.0
282.0;301.0;252.0;278.0;467.0;400.0
220.0;287.0;279.0;202.0;405.0;391.0
219.0;288.0;272.0;212.0;410.0;386.0
130.0;252.0;91.0;395.0;436.0;302.0
224.0;281.0;281.0;193.0;428.0;353.0
218.0;287.0;277.0;204.0;409.0;380.0
304.0;339.0;51.0;467.0;558.0;466.0
277.0;298.0;207.0;295.0;428.0;393.0
357.0;289.0;36.0;436.0;440.0;468.0
219.0;275.0;296.0;193.0;399.0;366.0
209.0;278.0;289.0;191.0;413.0;369.0
372.0;303.0;122.0;272.0;360.0;278.0
216.0;286.0;279.0;185.0;435.0;384.0
268.0;278.0;178.0;273.0;399.0;379.0
268.0;271.0;173.0;271.0;423.0;424.0
218.0;291.0;298.0;187.0;402.0;371.0
250.0;328.0;254.0;206.0;431.0;330.0
223.0;297.0;279.0;195.0;458.0;332.0
263.0;262.0;158.0;251.0;429.0;371.0
269.0;291.0;114.0;294.0;408.0;431.0
253.0;318.0;170.0;229.0;410.0;388.0
238.0;287.0;192.0;265.0;390.0;434.0
217.0;262.0;204.0;321.0;369.0;440.0
204.0;233.0;181.0;346.0;354.0;424.0
138.0;243.0;199.0;268.0;450.0;327.0
217.0;297.0;278.0;161.0;420.0;373.0
215.0;270.0;279.0;183.0;412.0;375.0
103.0;335.0;197.0;286.0;446.0;283.0
148.0;311.0;212.0;174.0;402.0;100.0
213.0;255.0;300.0;179.0;413.0;395.0
190.0;276.0;279.0;181.0;436.0;384.0
185.0;265.0;265.0;213.0;425.0;371.0
196.0;289.0;283.0;254.0;409.0;375.0
316.0;222.0;207.0;71.0;371.0;270.0
267.0;296.0;264.0;176.0;390.0;335.0
190.0;301.0;243.0;265.0;371.0;351.0
123.0;255.0;210.0;278.0;344.0;331.0
168.0;203.0;159.0;250.0;324.0;302.0
194.0;294.0;259.0;250.0;417.0;367.0
308.0;105.0;190.0;322.0;192.0;337.0
262.0;348.0;258.0;77.0;429.0;263.0
284.0;279.0;245.0;165.0;402.0;330.0
215.0;276.0;189.0;330.0;434.0;315.0
199.0;237.0;411.0;254.0;473.0;276.0
250.0;197.0;175.0;397.0;109.0;304.0
123.0;333.0;314.0;292.0;401.0;350.0
190.0;267.0;322.0;203.0;436.0;361.0
241.0;208.0;203.0;244.0;345.0;268.0
217.0;195.0;211.0;283.0;388.0;273.0
127.0;262.0;282.0;335.0;328.0;261.0
253.0;311.0;300.0;164.0;428.0;381.0
252.0;344.0;298.0;202.0;441.0;375.0
249.0;346.0;310.0;209.0;426.0;374.0
254.0;329.0;303.0;172.0;449.0;374.0
261.0;326.0;277.0;183.0;456.0;377.0
247.0;307.0;354.0;202.0;449.0;355.0
122.0;323.0;167.0;236.0;436.0;350.0
252.0;326.0;327.0;164.0;447.0;389.0
256.0;186.0;370.0;204.0;409.0;264.0
220.0;320.0;365.0;212.0;449.0;377.0
243.0;317.0;387.0;153.0;447.0;404.0
251.0;431.0;348.0;158.0;492.0;323.0
262.0;342.0;288.0;192.0;447.0;360.0
255.0;329.0;304.0;171.0;436.0;356.0
159.0;189.0;251.0;160.0;347.0;376.0
170.0;231.0;260.0;177.0;370.0;376.0
190.0;234.0;272.0;204.0;338.0;314.0
186.0;207.0;277.0;166.0;340.0;336.0
178.0;186.0;266.0;153.0;380.0;328.0
43.0;84.0;92.0;389.0;251.0;324.0
77.0;183.0;170.0;275.0;314.0;428.0
130.0;302.0;374.0;168.0;500.0;294.0
451.0;311.0;55.0;61.0;480.0;232.0
359.0;137.0;184.0;109.0;309.0;369.0
111.0;168.0;188.0;367.0;401.0;219.0
263.0;351.0;309.0;159.0;459.0;405.0
233.0;381.0;408.0;193.0;443.0;341.0
262.0;367.0;298.0;162.0;436.0;375.0
847.0;345.0;143.0;0.0;407.0;9.0
391.0;263.0;263.0;133.0;374.0;268.0
261.0;367.0;329.0;172.0;476.0;399.0
254.0;342.0;314.0;192.0;422.0;385.0
35.0;134.0;224.0;236.0;384.0;396.0
367.0;470.0;329.0;276.0;358.0;233.0
64.0;259.0;57.0;179.0;349.0;369.0
397.0;398.0;44.0;89.0;327.0;326.0
257.0;330.0;316.0;143.0;466.0;391.0
75.0;257.0;226.0;226.0;354.0;353.0
112.0;258.0;309.0;304.0;249.0;397.0
260.0;358.0;297.0;183.0;455.0;406.0
71.0;251.0;225.0;254.0;352.0;310.0
73.0;262.0;209.0;225.0;367.0;369.0
70.0;269.0;204.0;229.0;346.0;395.0
86.0;338.0;77.0;104.0;295.0;286.0
80.0;245.0;195.0;245.0;340.0;366.0
91.0;179.0;187.0;235.0;293.0;355.0
72.0;182.0;227.0;136.0;485.0;406.0
114.0;197.0;156.0;153.0;302.0;403.0
395.0;441.0;223.0;310.0;587.0;159.0
150.0;266.0;422.0;333.0;379.0;365.0
189.0;266.0;397.0;252.0;445.0;387.0
140.0;6.0;202.0;259.0;183.0;368.0
117.0;358.0;396.0;296.0;406.0;263.0
181.0;281.0;278.0;-1.0;589.0;342.0
217.0;103.0;365.0;300.0;286.0;293.0
164.0;107.0;308.0;254.0;466.0;111.0
182.0;112.0;285.0;334.0;256.0;201.0
85.0;85.0;258.0;244.0;446.0;209.0
132.0;221.0;39.0;133.0;277.0;435.0
144.0;320.0;218.0;252.0;479.0;441.0
130.0;274.0;157.0;145.0;195.0;405.0
262.0;265.0;326.0;274.0;450.0;342.0
111.0;299.0;296.0;291.0;445.0;224.0
293.0;398.0;383.0;108.0;500.0;354.0
165.0;340.0;104.0;-20.0;367.0;375.0
255.0;209.0;545.0;152.0;675.0;-56.0
253.0;80.0;-107.0;234.0;113.0;431.0
394.0;69.0;251.0;739.0;452.0;375.0
169.0;316.0;311.0;-46.0;509.0;210.0
862.0;717.0;526.0;-662.0;524.0;-494.0
63.0;187.0;395.0;-120.0;510.0;154.0
144.0;-76.0;-96.0;489.0;109.0;572.0
178.0;-60.0;111.0;565.0;238.0;463.0
201.0;15.0;174.0;530.0;339.0;454.0
120.0;485.0;123.0;168.0;563.0;419.0
145.0;193.0;202.0;338.0;298.0;257.0
277.0;308.0;304.0;175.0;324.0;196.0
160.0;369.0;260.0;301.0;451.0;198.0
136.0;144.0;372.0;95.0;381.0;344.0
131.0;188.0;144.0;217.0;341.0;474.0
199.0;450.0;127.0;150.0;226.0;325.0
140.0;203.0;181.0;251.0;353.0;470.0
226.0;286.0;-22.0;-77.0;403.0;271.0
120.0;91.0;109.0;141.0;207.0;274.0
69.0;231.0;185.0;315.0;376.0;348.0
140.0;342.0;154.0;346.0;191.0;322.0
183.0;440.0;160.0;125.0;544.0;403.0
51.0;258.0;328.0;321.0;392.0;418.0
88.0;229.0;183.0;250.0;334.0;479.0
99.0;76.0;248.0;362.0;321.0;687.0
304.0;352.0;295.0;9.0;602.0;214.0
123.0;280.0;-69.0;328.0;458.0;268.0
339.0;234.0;19.0;145.0;246.0;433.0
442.0;279.0;41.0;65.0;299.0;325.0
240.0;205.0;22.0;193.0;241.0;441.0
237.0;239.0;-76.0;152.0;235.0;322.0
31.0;473.0;174.0;177.0;557.0;458.0
148.0;197.0;165.0;245.0;341.0;491.0
91.0;339.0;41.0;91.0;433.0;402.0
131.0;182.0;74.0;249.0;208.0;571.0
208.0;153.0;68.0;267.0;296.0;390.0
160.0;182.0;13.0;236.0;305.0;470.0
155.0;97.0;230.0;215.0;256.0;540.0
110.0;148.0;7.0;172.0;266.0;404.0
122.0;114.0;-37.0;192.0;207.0;601.0
152.0;121.0;283.0;11.0;327.0;232.0
407.0;625.0;355.0;428.0;850.0;356.0
194.0;324.0;6.0;251.0;534.0;420.0
283.0;316.0;269.0;272.0;449.0;411.0
165.0;360.0;315.0;284.0;483.0;241.0
281.0;309.0;259.0;281.0;454.0;408.0
285.0;309.0;241.0;305.0;428.0;405.0
132.0;134.0;246.0;306.0;511.0;446.0
105.0;166.0;160.0;239.0;348.0;456.0
74.0;187.0;130.0;312.0;331.0;405.0
84.0;195.0;115.0;268.0;333.0;443.0
79.0;102.0;125.0;304.0;379.0;473.0
128.0;-107.0;140.0;892.0;399.0;419.0
104.0;157.0;140.0;213.0;277.0;478.0
232.0;246.0;251.0;346.0;449.0;98.0
219.0;202.0;218.0;227.0;111.0;284.0
104.0;404.0;133.0;313.0;335.0;337.0
157.0;338.0;168.0;306.0;491.0;349.0
140.0;113.0;68.0;308.0;270.0;385.0
-6.0;91.0;80.0;213.0;264.0;476.0
50.0;182.0;194.0;335.0;360.0;426.0
168.0;327.0;259.0;169.0;423.0;432.0
82.0;115.0;238.0;288.0;331.0;514.0
174.0;89.0;230.0;367.0;272.0;199.0
184.0;261.0;306.0;122.0;314.0;578.0
128.0;47.0;362.0;-21.0;318.0;61.0
289.0;303.0;256.0;272.0;458.0;422.0
67.0;318.0;280.0;336.0;452.0;375.0
284.0;310.0;250.0;305.0;450.0;420.0
172.0;489.0;220.0;134.0;603.0;314.0
332.0;270.0;272.0;100.0;405.0;121.0
44.0;183.0;172.0;297.0;325.0;444.0
363.0;434.0;399.0;59.0;506.0;270.0
299.0;312.0;226.0;275.0;463.0;413.0
300.0;323.0;249.0;263.0;459.0;406.0
453.0;386.0;183.0;421.0;376.0;469.0
188.0;264.0;357.0;223.0;410.0;421.0
536.0;615.0;617.0;-211.0;701.0;-126.0
103.0;181.0;147.0;243.0;337.0;427.0
75.0;74.0;324.0;199.0;651.0;280.0
189.0;266.0;324.0;204.0;408.0;415.0
286.0;345.0;229.0;188.0;463.0;422.0
264.0;254.0;292.0;715.0;651.0;399.0
189.0;294.0;405.0;285.0;408.0;333.0
188.0;406.0;194.0;529.0;617.0;384.0
162.0;305.0;19.0;69.0;428.0;321.0
151.0;265.0;125.0;34.0;391.0;281.0
244.0;400.0;302.0;131.0;572.0;346.0
166.0;385.0;373.0;172.0;355.0;325.0
187.0;259.0;328.0;234.0;410.0;437.0
102.0;87.0;476.0;226.0;230.0;381.0
135.0;59.0;438.0;311.0;188.0;682.0
437.0;349.0;73.0;386.0;529.0;466.0
171.0;182.0;72.0;138.0;496.0;375.0
127.0;114.0;518.0;344.0;255.0;573.0
415.0;365.0;58.0;240.0;488.0;473.0
274.0;314.0;164.0;227.0;455.0;440.0
194.0;264.0;323.0;196.0;419.0;415.0
126.0;169.0;176.0;304.0;305.0;396.0
3.0;169.0;145.0;277.0;311.0;423.0
82.0;169.0;156.0;299.0;321.0;362.0
75.0;177.0;174.0;255.0;333.0;395.0
58.0;220.0;219.0;262.0;376.0;457.0
81.0;225.0;198.0;288.0;401.0;404.0
238.0;170.0;-4.0;82.0;286.0;331.0
169.0;358.0;147.0;310.0;581.0;299.0
-20.0;228.0;161.0;242.0;368.0;468.0
74.0;203.0;296.0;340.0;341.0;308.0
264.0;457.0;323.0;313.0;535.0;267.0
112.0;211.0;262.0;344.0;345.0;243.0
185.0;180.0;358.0;234.0;285.0;222.0
142.0;63.0;133.0;82.0;293.0;387.0
139.0;128.0;394.0;302.0;269.0;528.0
124.0;227.0;-18.0;214.0;165.0;472.0
448.0;539.0;270.0;-175.0;575.0;238.0
214.0;153.0;7.0;153.0;296.0;496.0
215.0;307.0;190.0;310.0;488.0;145.0
145.0;262.0;133.0;322.0;322.0;486.0
351.0;425.0;446.0;52.0;556.0;227.0
186.0;392.0;293.0;242.0;361.0;412.0
106.0;102.0;75.0;304.0;131.0;395.0
89.0;312.0;112.0;276.0;468.0;423.0
228.0;195.0;322.0;138.0;380.0;227.0
239.0;283.0;350.0;-10.0;448.0;341.0
160.0;206.0;349.0;197.0;434.0;344.0
191.0;179.0;132.0;213.0;292.0;402.0
387.0;229.0;31.0;278.0;374.0;95.0
107.0;24.0;88.0;239.0;160.0;497.0
202.0;175.0;136.0;214.0;285.0;396.0
179.0;115.0;64.0;191.0;239.0;446.0
113.0;274.0;29.0;243.0;354.0;359.0
98.0;182.0;131.0;279.0;325.0;412.0
198.0;303.0;125.0;247.0;197.0;466.0
93.0;134.0;144.0;251.0;323.0;424.0
107.0;172.0;182.0;271.0;306.0;427.0
451.0;425.0;537.0;39.0;580.0;98.0
208.0;100.0;94.0;163.0;220.0;430.0
222.0;173.0;107.0;193.0;294.0;411.0
93.0;235.0;278.0;398.0;237.0;396.0
200.0;179.0;94.0;185.0;279.0;453.0
187.0;382.0;143.0;132.0;302.0;495.0
302.0;308.0;-13.0;128.0;372.0;416.0
190.0;42.0;-24.0;171.0;179.0;448.0
116.0;318.0;265.0;394.0;506.0;450.0
164.0;164.0;287.0;209.0;346.0;274.0
142.0;229.0;69.0;76.0;349.0;365.0
236.0;249.0;383.0;32.0;535.0;373.0
282.0;217.0;353.0;265.0;298.0;212.0
141.0;200.0;431.0;200.0;453.0;560.0
401.0;493.0;103.0;151.0;550.0;20.0
289.0;302.0;252.0;301.0;477.0;404.0
26.0;184.0;233.0;325.0;332.0;408.0
145.0;68.0;391.0;294.0;410.0;364.0
280.0;382.0;213.0;62.0;514.0;249.0
111.0;173.0;136.0;270.0;321.0;469.0
206.0;79.0;436.0;177.0;424.0;189.0
-7.0;231.0;168.0;234.0;372.0;450.0
229.0;202.0;446.0;204.0;343.0;189.0
257.0;183.0;18.0;254.0;315.0;407.0
91.0;250.0;553.0;279.0;400.0;616.0
184.0;265.0;594.0;36.0;304.0;285.0
148.0;238.0;291.0;270.0;444.0;516.0
137.0;169.0;309.0;174.0;178.0;603.0
102.0;151.0;98.0;265.0;279.0;531.0
69.0;285.0;190.0;205.0;375.0;360.0
113.0;201.0;134.0;225.0;383.0;433.0
298.0;369.0;113.0;28.0;470.0;406.0
159.0;67.0;152.0;181.0;205.0;487.0
172.0;85.0;126.0;625.0;391.0;478.0
142.0;326.0;365.0;224.0;447.0;385.0
113.0;174.0;128.0;310.0;292.0;467.0
267.0;288.0;522.0;176.0;322.0;259.0
86.0;274.0;130.0;349.0;510.0;250.0
161.0;287.0;119.0;306.0;466.0;59.0
569.0;230.0;-109.0;505.0;388.0;299.0
119.0;141.0;63.0;221.0;422.0;614.0
