InertialMeasurementUnit RLA accZ;Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
456.0;1064.0;-831.0;298.0;276.0;582.0;-971.0;973.0;234.0
457.0;1071.0;-823.0;282.0;272.0;598.0;-959.0;961.0;217.0
455.0;1084.0;-829.0;295.0;286.0;612.0;-969.0;952.0;197.0
462.0;1068.0;-836.0;271.0;278.0;581.0;-967.0;960.0;210.0
462.0;1080.0;-833.0;291.0;278.0;601.0;-974.0;979.0;206.0
463.0;1052.0;-836.0;291.0;267.0;568.0;-978.0;998.0;230.0
476.0;1060.0;-833.0;299.0;286.0;587.0;-978.0;980.0;229.0
478.0;1061.0;-823.0;291.0;278.0;618.0;-966.0;977.0;221.0
480.0;1079.0;-811.0;290.0;307.0;602.0;-955.0;960.0;228.0
484.0;1077.0;-819.0;309.0;276.0;612.0;-967.0;957.0;246.0
480.0;1085.0;-821.0;315.0;293.0;595.0;-964.0;970.0;249.0
478.0;1061.0;-843.0;288.0;283.0;591.0;-987.0;985.0;206.0
450.0;1057.0;-829.0;277.0;290.0;604.0;-962.0;975.0;230.0
476.0;1086.0;-820.0;274.0;279.0;601.0;-958.0;950.0;217.0
478.0;1077.0;-841.0;283.0;264.0;589.0;-979.0;993.0;209.0
474.0;1058.0;-838.0;280.0;284.0;598.0;-974.0;973.0;199.0
476.0;1085.0;-835.0;281.0;272.0;611.0;-975.0;979.0;215.0
473.0;1060.0;-826.0;291.0;307.0;591.0;-969.0;979.0;230.0
474.0;1058.0;-822.0;292.0;335.0;603.0;-968.0;979.0;245.0
465.0;1038.0;-812.0;303.0;315.0;617.0;-960.0;963.0;260.0
460.0;1040.0;-804.0;315.0;312.0;628.0;-953.0;953.0;269.0
469.0;1039.0;-804.0;333.0;281.0;603.0;-951.0;957.0;273.0
471.0;1040.0;-799.0;323.0;292.0;625.0;-944.0;935.0;259.0
472.0;1060.0;-793.0;318.0;314.0;612.0;-932.0;953.0;240.0
445.0;1067.0;-832.0;274.0;278.0;573.0;-960.0;973.0;223.0
455.0;1067.0;-807.0;307.0;300.0;630.0;-956.0;951.0;270.0
457.0;1078.0;-811.0;320.0;308.0;621.0;-959.0;943.0;268.0
467.0;1081.0;-823.0;311.0;305.0;630.0;-974.0;972.0;281.0
452.0;1063.0;-824.0;302.0;272.0;618.0;-957.0;963.0;231.0
487.0;1070.0;-822.0;316.0;306.0;629.0;-972.0;981.0;252.0
491.0;1061.0;-824.0;310.0;306.0;608.0;-970.0;988.0;250.0
497.0;1082.0;-819.0;309.0;291.0;608.0;-965.0;978.0;244.0
488.0;1090.0;-826.0;309.0;265.0;584.0;-969.0;979.0;238.0
453.0;1064.0;-837.0;306.0;256.0;606.0;-971.0;990.0;240.0
460.0;1069.0;-839.0;276.0;246.0;563.0;-972.0;988.0;220.0
459.0;1073.0;-835.0;278.0;266.0;575.0;-968.0;992.0;198.0
448.0;1086.0;-838.0;269.0;260.0;565.0;-969.0;980.0;195.0
456.0;1079.0;-833.0;302.0;274.0;612.0;-971.0;981.0;233.0
455.0;1079.0;-826.0;319.0;269.0;611.0;-961.0;986.0;244.0
450.0;1080.0;-841.0;281.0;288.0;591.0;-977.0;971.0;215.0
456.0;1088.0;-837.0;271.0;268.0;610.0;-980.0;990.0;228.0
464.0;1090.0;-832.0;283.0;276.0;603.0;-975.0;980.0;234.0
472.0;1080.0;-839.0;291.0;286.0;621.0;-981.0;990.0;227.0
480.0;1090.0;-837.0;292.0;274.0;609.0;-981.0;977.0;228.0
488.0;1079.0;-830.0;287.0;252.0;610.0;-972.0;982.0;228.0
477.0;1079.0;-841.0;296.0;271.0;621.0;-982.0;992.0;226.0
476.0;1078.0;-834.0;299.0;265.0;568.0;-974.0;976.0;217.0
450.0;1062.0;-837.0;280.0;267.0;613.0;-973.0;979.0;224.0
439.0;1080.0;-828.0;299.0;274.0;617.0;-962.0;968.0;226.0
441.0;1073.0;-833.0;295.0;286.0;624.0;-967.0;978.0;233.0
439.0;1073.0;-840.0;272.0;259.0;583.0;-976.0;980.0;225.0
448.0;1084.0;-824.0;289.0;270.0;600.0;-962.0;972.0;224.0
452.0;1061.0;-834.0;300.0;286.0;579.0;-967.0;961.0;223.0
449.0;1085.0;-845.0;310.0;270.0;585.0;-984.0;990.0;235.0
461.0;1090.0;-842.0;296.0;286.0;603.0;-984.0;983.0;206.0
456.0;1080.0;-833.0;298.0;277.0;590.0;-970.0;968.0;239.0
467.0;1079.0;-831.0;293.0;274.0;602.0;-969.0;973.0;232.0
454.0;1079.0;-831.0;265.0;287.0;601.0;-966.0;978.0;226.0
468.0;1080.0;-816.0;302.0;271.0;607.0;-954.0;972.0;233.0
468.0;1093.0;-820.0;267.0;279.0;603.0;-953.0;969.0;195.0
463.0;1074.0;-837.0;260.0;289.0;600.0;-974.0;984.0;210.0
463.0;1079.0;-833.0;270.0;270.0;590.0;-967.0;989.0;214.0
458.0;1079.0;-837.0;310.0;286.0;591.0;-978.0;981.0;247.0
468.0;1082.0;-833.0;291.0;268.0;591.0;-970.0;971.0;226.0
473.0;1087.0;-825.0;299.0;269.0;572.0;-965.0;989.0;231.0
470.0;1060.0;-835.0;259.0;256.0;582.0;-971.0;990.0;203.0
463.0;1050.0;-834.0;265.0;236.0;592.0;-968.0;976.0;195.0
454.0;1075.0;-827.0;257.0;254.0;572.0;-956.0;982.0;200.0
449.0;1088.0;-837.0;252.0;272.0;596.0;-971.0;976.0;185.0
443.0;1088.0;-832.0;288.0;262.0;586.0;-970.0;968.0;216.0
459.0;1057.0;-841.0;292.0;241.0;559.0;-979.0;989.0;234.0
461.0;1065.0;-834.0;292.0;232.0;556.0;-973.0;974.0;207.0
468.0;1080.0;-844.0;267.0;217.0;569.0;-976.0;985.0;192.0
469.0;1101.0;-832.0;252.0;235.0;591.0;-965.0;992.0;186.0
455.0;1083.0;-845.0;252.0;267.0;570.0;-977.0;971.0;173.0
457.0;1074.0;-847.0;282.0;273.0;594.0;-978.0;989.0;209.0
441.0;1080.0;-846.0;272.0;257.0;610.0;-981.0;997.0;209.0
454.0;1078.0;-835.0;276.0;274.0;601.0;-967.0;991.0;207.0
440.0;1055.0;-838.0;271.0;257.0;581.0;-967.0;963.0;198.0
442.0;1060.0;-846.0;276.0;252.0;576.0;-974.0;980.0;216.0
453.0;1071.0;-839.0;273.0;241.0;566.0;-968.0;990.0;205.0
430.0;1068.0;-814.0;301.0;266.0;589.0;-956.0;962.0;262.0
448.0;1072.0;-815.0;291.0;276.0;591.0;-953.0;953.0;231.0
462.0;1060.0;-821.0;281.0;259.0;611.0;-958.0;960.0;219.0
478.0;1078.0;-836.0;290.0;289.0;637.0;-976.0;971.0;215.0
479.0;1080.0;-834.0;309.0;277.0;639.0;-977.0;989.0;233.0
455.0;1100.0;-839.0;304.0;257.0;556.0;-976.0;976.0;219.0
445.0;1099.0;-844.0;312.0;236.0;576.0;-975.0;975.0;244.0
466.0;1081.0;-833.0;289.0;267.0;572.0;-971.0;958.0;214.0
459.0;1076.0;-834.0;274.0;276.0;573.0;-974.0;989.0;229.0
454.0;1062.0;-831.0;277.0;280.0;582.0;-970.0;981.0;237.0
453.0;1059.0;-827.0;282.0;260.0;579.0;-964.0;980.0;219.0
458.0;1059.0;-823.0;272.0;272.0;601.0;-961.0;963.0;213.0
460.0;1065.0;-827.0;262.0;269.0;621.0;-962.0;970.0;212.0
457.0;1080.0;-825.0;272.0;275.0;610.0;-963.0;989.0;228.0
474.0;1078.0;-821.0;292.0;283.0;611.0;-960.0;960.0;250.0
453.0;1090.0;-815.0;300.0;315.0;613.0;-960.0;962.0;232.0
451.0;1070.0;-830.0;288.0;306.0;640.0;-969.0;974.0;253.0
478.0;1063.0;-829.0;311.0;252.0;632.0;-970.0;989.0;246.0
478.0;1072.0;-819.0;313.0;292.0;587.0;-959.0;971.0;238.0
460.0;1060.0;-843.0;269.0;267.0;575.0;-975.0;991.0;210.0
455.0;1049.0;-831.0;287.0;258.0;574.0;-965.0;976.0;211.0
452.0;1063.0;-824.0;254.0;274.0;602.0;-955.0;980.0;218.0
444.0;1085.0;-828.0;267.0;281.0;627.0;-964.0;965.0;236.0
440.0;1079.0;-834.0;286.0;291.0;630.0;-973.0;974.0;247.0
439.0;1089.0;-833.0;263.0;279.0;606.0;-965.0;963.0;198.0
481.0;1092.0;-846.0;310.0;263.0;593.0;-988.0;981.0;233.0
439.0;1115.0;-829.0;268.0;265.0;612.0;-953.0;959.0;184.0
470.0;1059.0;-842.0;302.0;225.0;591.0;-974.0;1002.0;215.0
459.0;1095.0;-845.0;281.0;262.0;578.0;-974.0;990.0;201.0
416.0;1068.0;-845.0;282.0;258.0;575.0;-975.0;977.0;232.0
411.0;1089.0;-841.0;294.0;247.0;603.0;-972.0;968.0;233.0
411.0;1100.0;-843.0;282.0;267.0;608.0;-981.0;964.0;232.0
451.0;1085.0;-849.0;300.0;246.0;607.0;-984.0;998.0;209.0
462.0;1074.0;-852.0;293.0;236.0;616.0;-983.0;1002.0;224.0
469.0;1105.0;-836.0;294.0;252.0;582.0;-970.0;987.0;209.0
374.0;1061.0;-807.0;360.0;314.0;667.0;-994.0;982.0;166.0
622.0;1005.0;-746.0;191.0;250.0;551.0;-856.0;1009.0;158.0
448.0;1105.0;-855.0;283.0;215.0;619.0;-975.0;988.0;214.0
499.0;1318.0;-802.0;281.0;231.0;769.0;-916.0;998.0;255.0
442.0;1089.0;-850.0;286.0;232.0;592.0;-979.0;991.0;232.0
476.0;1055.0;-844.0;297.0;276.0;572.0;-987.0;1005.0;250.0
484.0;1102.0;-836.0;300.0;295.0;607.0;-980.0;990.0;241.0
374.0;1108.0;-750.0;438.0;258.0;625.0;-1004.0;792.0;157.0
462.0;1078.0;-851.0;271.0;218.0;566.0;-982.0;999.0;214.0
349.0;1063.0;-784.0;409.0;334.0;693.0;-979.0;952.0;232.0
435.0;1068.0;-847.0;258.0;245.0;560.0;-978.0;986.0;216.0
261.0;988.0;-723.0;422.0;406.0;619.0;-914.0;918.0;204.0
482.0;1103.0;-850.0;279.0;236.0;570.0;-985.0;999.0;192.0
446.0;1079.0;-841.0;233.0;261.0;579.0;-968.0;984.0;202.0
465.0;1090.0;-855.0;282.0;236.0;596.0;-994.0;990.0;206.0
454.0;1087.0;-855.0;262.0;250.0;604.0;-986.0;999.0;213.0
466.0;1076.0;-842.0;285.0;245.0;601.0;-986.0;999.0;243.0
471.0;1118.0;-843.0;275.0;291.0;600.0;-979.0;979.0;221.0
463.0;1077.0;-851.0;283.0;276.0;620.0;-989.0;1000.0;238.0
444.0;1077.0;-850.0;269.0;270.0;559.0;-987.0;991.0;211.0
444.0;1070.0;-851.0;252.0;256.0;553.0;-987.0;989.0;206.0
475.0;1062.0;-843.0;304.0;280.0;575.0;-984.0;1001.0;238.0
483.0;1070.0;-821.0;339.0;316.0;622.0;-969.0;988.0;276.0
461.0;1080.0;-834.0;308.0;296.0;593.0;-983.0;974.0;279.0
415.0;1183.0;-758.0;366.0;332.0;841.0;-931.0;974.0;337.0
478.0;1080.0;-856.0;290.0;283.0;608.0;-995.0;1003.0;210.0
453.0;1087.0;-856.0;259.0;228.0;572.0;-986.0;992.0;171.0
453.0;1085.0;-846.0;252.0;237.0;575.0;-979.0;997.0;178.0
454.0;1056.0;-851.0;278.0;244.0;577.0;-987.0;1005.0;210.0
382.0;981.0;-707.0;455.0;348.0;647.0;-926.0;862.0;305.0
481.0;1112.0;-844.0;250.0;249.0;589.0;-973.0;973.0;144.0
463.0;1057.0;-847.0;285.0;246.0;563.0;-987.0;990.0;220.0
462.0;1089.0;-850.0;278.0;256.0;598.0;-989.0;996.0;225.0
480.0;1060.0;-850.0;291.0;278.0;571.0;-987.0;1000.0;226.0
513.0;1080.0;-843.0;288.0;245.0;618.0;-986.0;1007.0;222.0
438.0;1045.0;-838.0;258.0;273.0;534.0;-964.0;964.0;171.0
313.0;1081.0;-785.0;376.0;242.0;649.0;-970.0;945.0;194.0
490.0;1041.0;-845.0;272.0;229.0;542.0;-963.0;999.0;185.0
532.0;1081.0;-836.0;262.0;243.0;612.0;-976.0;996.0;167.0
404.0;1086.0;-691.0;130.0;263.0;622.0;-761.0;916.0;49.0
242.0;1087.0;-784.0;359.0;232.0;713.0;-993.0;943.0;64.0
431.0;1056.0;-755.0;370.0;388.0;716.0;-932.0;943.0;256.0
404.0;1047.0;-766.0;340.0;379.0;667.0;-946.0;954.0;281.0
443.0;1073.0;-826.0;251.0;175.0;636.0;-1031.0;914.0;224.0
311.0;1057.0;-887.0;373.0;145.0;604.0;-1086.0;992.0;89.0
333.0;1079.0;-806.0;328.0;270.0;672.0;-981.0;970.0;157.0
343.0;1080.0;-811.0;319.0;277.0;662.0;-978.0;972.0;195.0
400.0;965.0;-727.0;200.0;140.0;442.0;-766.0;816.0;89.0
343.0;1079.0;-806.0;331.0;289.0;735.0;-980.0;979.0;152.0
509.0;1010.0;-756.0;371.0;394.0;637.0;-932.0;936.0;277.0
503.0;1078.0;-836.0;271.0;207.0;551.0;-973.0;990.0;187.0
388.0;986.0;-725.0;436.0;339.0;674.0;-928.0;905.0;315.0
369.0;999.0;-816.0;292.0;311.0;652.0;-960.0;927.0;271.0
484.0;956.0;-809.0;290.0;223.0;673.0;-889.0;952.0;114.0
464.0;1072.0;-843.0;258.0;270.0;590.0;-976.0;992.0;224.0
502.0;1103.0;-852.0;275.0;268.0;597.0;-987.0;998.0;204.0
505.0;1103.0;-846.0;280.0;258.0;567.0;-977.0;978.0;214.0
386.0;1081.0;-665.0;564.0;287.0;830.0;-1015.0;907.0;204.0
450.0;1077.0;-843.0;269.0;230.0;571.0;-973.0;999.0;219.0
640.0;1048.0;-701.0;394.0;194.0;692.0;-836.0;934.0;-12.0
339.0;1120.0;-715.0;337.0;228.0;610.0;-997.0;921.0;87.0
633.0;404.0;387.0;847.0;973.0;628.0;-553.0;-166.0;740.0
481.0;1093.0;-831.0;300.0;303.0;615.0;-974.0;976.0;288.0
342.0;1051.0;-766.0;364.0;141.0;673.0;-1020.0;871.0;168.0
462.0;1062.0;-857.0;253.0;254.0;557.0;-971.0;971.0;174.0
537.0;1052.0;-930.0;245.0;175.0;566.0;-1010.0;866.0;87.0
445.0;1072.0;-843.0;269.0;253.0;556.0;-971.0;999.0;205.0
507.0;965.0;-745.0;244.0;353.0;590.0;-904.0;939.0;231.0
543.0;1080.0;-829.0;273.0;247.0;610.0;-955.0;997.0;126.0
526.0;1051.0;-763.0;301.0;359.0;570.0;-918.0;943.0;281.0
446.0;1077.0;-849.0;264.0;272.0;580.0;-977.0;995.0;223.0
726.0;1003.0;-724.0;249.0;268.0;632.0;-892.0;987.0;45.0
532.0;1116.0;-841.0;323.0;216.0;605.0;-957.0;990.0;210.0
415.0;1032.0;-620.0;240.0;389.0;687.0;-753.0;814.0;266.0
461.0;928.0;-719.0;300.0;352.0;610.0;-877.0;862.0;268.0
441.0;953.0;-784.0;246.0;328.0;552.0;-927.0;904.0;230.0
465.0;997.0;-795.0;259.0;305.0;515.0;-916.0;934.0;145.0
517.0;1103.0;-845.0;299.0;278.0;615.0;-990.0;987.0;222.0
419.0;1267.0;-487.0;352.0;28.0;709.0;-790.0;847.0;100.0
498.0;1079.0;-840.0;274.0;240.0;551.0;-966.0;1017.0;181.0
492.0;1056.0;-839.0;299.0;234.0;571.0;-985.0;1007.0;202.0
458.0;1098.0;-842.0;271.0;269.0;604.0;-977.0;998.0;232.0
479.0;1051.0;-852.0;301.0;246.0;581.0;-995.0;1000.0;210.0
448.0;1119.0;-856.0;268.0;257.0;600.0;-992.0;988.0;202.0
407.0;1108.0;-849.0;221.0;215.0;545.0;-962.0;981.0;191.0
441.0;1058.0;-832.0;250.0;220.0;528.0;-946.0;968.0;139.0
341.0;1019.0;-785.0;295.0;354.0;510.0;-842.0;832.0;80.0
441.0;1060.0;-844.0;234.0;225.0;546.0;-965.0;984.0;196.0
401.0;1009.0;-673.0;121.0;142.0;529.0;-690.0;921.0;-2.0
482.0;1068.0;-832.0;260.0;268.0;547.0;-962.0;997.0;223.0
562.0;1091.0;-817.0;345.0;295.0;652.0;-962.0;981.0;222.0
540.0;1071.0;-833.0;319.0;228.0;567.0;-974.0;990.0;200.0
529.0;1107.0;-816.0;359.0;317.0;629.0;-971.0;977.0;260.0
548.0;1084.0;-838.0;301.0;139.0;669.0;-923.0;1027.0;364.0
497.0;1081.0;-830.0;259.0;262.0;556.0;-966.0;995.0;202.0
463.0;1086.0;-855.0;276.0;243.0;596.0;-986.0;1005.0;213.0
465.0;1082.0;-847.0;269.0;239.0;572.0;-978.0;1004.0;205.0
493.0;1060.0;-837.0;252.0;306.0;595.0;-970.0;990.0;198.0
488.0;1071.0;-838.0;242.0;287.0;572.0;-974.0;981.0;197.0
481.0;1066.0;-839.0;243.0;297.0;573.0;-973.0;998.0;198.0
483.0;1084.0;-835.0;239.0;273.0;562.0;-970.0;989.0;189.0
124.0;991.0;-484.0;188.0;339.0;788.0;-866.0;976.0;506.0
487.0;1080.0;-842.0;252.0;277.0;556.0;-972.0;990.0;184.0
491.0;1072.0;-840.0;249.0;267.0;559.0;-971.0;992.0;187.0
488.0;1075.0;-837.0;240.0;272.0;574.0;-975.0;989.0;193.0
487.0;1043.0;-837.0;237.0;283.0;577.0;-975.0;990.0;192.0
305.0;1136.0;-803.0;285.0;124.0;624.0;-950.0;1017.0;269.0
484.0;1046.0;-829.0;253.0;266.0;533.0;-954.0;978.0;148.0
488.0;1079.0;-841.0;251.0;267.0;550.0;-976.0;980.0;200.0
483.0;1081.0;-851.0;271.0;244.0;618.0;-981.0;1001.0;202.0
478.0;1088.0;-854.0;298.0;225.0;592.0;-986.0;994.0;210.0
462.0;1079.0;-861.0;258.0;247.0;589.0;-989.0;1000.0;193.0
409.0;1070.0;-711.0;221.0;268.0;609.0;-826.0;948.0;129.0
444.0;1081.0;-848.0;259.0;226.0;540.0;-974.0;984.0;193.0
448.0;1075.0;-852.0;261.0;245.0;579.0;-976.0;999.0;199.0
451.0;1087.0;-850.0;265.0;237.0;538.0;-977.0;990.0;195.0
490.0;1054.0;-841.0;234.0;276.0;562.0;-970.0;979.0;197.0
487.0;1071.0;-841.0;244.0;277.0;558.0;-968.0;999.0;206.0
496.0;1052.0;-806.0;269.0;237.0;486.0;-940.0;939.0;181.0
439.0;1089.0;-853.0;240.0;258.0;608.0;-978.0;981.0;183.0
446.0;1082.0;-857.0;249.0;246.0;599.0;-982.0;991.0;186.0
378.0;1055.0;-761.0;263.0;356.0;620.0;-876.0;804.0;208.0
491.0;1081.0;-831.0;240.0;293.0;559.0;-961.0;993.0;210.0
463.0;1068.0;-804.0;173.0;277.0;610.0;-922.0;960.0;154.0
408.0;1323.0;-636.0;340.0;294.0;706.0;-761.0;919.0;281.0
535.0;1073.0;-781.0;242.0;300.0;553.0;-937.0;971.0;259.0
566.0;1027.0;-784.0;191.0;304.0;550.0;-852.0;703.0;-3.0
501.0;1061.0;-840.0;265.0;281.0;543.0;-968.0;985.0;200.0
404.0;985.0;-759.0;241.0;346.0;660.0;-879.0;877.0;265.0
314.0;1068.0;-776.0;385.0;283.0;691.0;-968.0;949.0;221.0
257.0;1176.0;-793.0;160.0;66.0;523.0;-900.0;1133.0;183.0
484.0;1068.0;-831.0;244.0;279.0;581.0;-977.0;996.0;186.0
476.0;1072.0;-831.0;264.0;295.0;525.0;-978.0;978.0;189.0
448.0;1109.0;-848.0;250.0;273.0;588.0;-973.0;992.0;218.0
522.0;1074.0;-840.0;277.0;196.0;560.0;-965.0;992.0;166.0
782.0;1042.0;-351.0;707.0;322.0;876.0;-972.0;710.0;73.0
385.0;1213.0;-729.0;272.0;327.0;614.0;-936.0;825.0;86.0
485.0;1101.0;-840.0;302.0;306.0;605.0;-988.0;979.0;241.0
496.0;1077.0;-835.0;239.0;259.0;573.0;-970.0;992.0;173.0
535.0;1009.0;-706.0;270.0;328.0;567.0;-862.0;894.0;284.0
467.0;1064.0;-851.0;285.0;275.0;572.0;-989.0;985.0;228.0
454.0;1080.0;-842.0;267.0;237.0;579.0;-975.0;998.0;229.0
532.0;1046.0;-716.0;239.0;300.0;553.0;-871.0;887.0;282.0
540.0;1087.0;-753.0;199.0;313.0;597.0;-896.0;944.0;217.0
341.0;1081.0;-806.0;355.0;259.0;705.0;-984.0;953.0;218.0
424.0;1054.0;-853.0;207.0;220.0;518.0;-968.0;999.0;103.0
578.0;1039.0;-702.0;207.0;161.0;507.0;-806.0;892.0;89.0
352.0;1030.0;-924.0;105.0;296.0;558.0;-998.0;1003.0;162.0
455.0;1050.0;-833.0;286.0;298.0;519.0;-967.0;969.0;231.0
405.0;1056.0;-820.0;206.0;305.0;611.0;-940.0;944.0;170.0
422.0;1042.0;-812.0;207.0;335.0;646.0;-932.0;949.0;189.0
486.0;1040.0;-832.0;232.0;207.0;535.0;-940.0;992.0;141.0
412.0;1109.0;-802.0;319.0;319.0;610.0;-947.0;940.0;299.0
487.0;1073.0;-820.0;289.0;321.0;586.0;-978.0;978.0;253.0
450.0;1121.0;-847.0;310.0;257.0;670.0;-988.0;983.0;251.0
483.0;1103.0;-849.0;291.0;227.0;649.0;-982.0;1009.0;198.0
160.0;1113.0;-794.0;392.0;93.0;668.0;-987.0;992.0;-102.0
454.0;1077.0;-848.0;271.0;208.0;559.0;-974.0;1006.0;211.0
478.0;1091.0;-810.0;300.0;344.0;614.0;-969.0;990.0;247.0
493.0;1093.0;-862.0;262.0;214.0;611.0;-990.0;1017.0;167.0
533.0;1062.0;-787.0;256.0;290.0;508.0;-923.0;947.0;206.0
462.0;1088.0;-852.0;262.0;222.0;599.0;-989.0;999.0;197.0
526.0;1071.0;-830.0;271.0;221.0;569.0;-945.0;985.0;113.0
344.0;1022.0;-757.0;403.0;277.0;663.0;-983.0;858.0;299.0
479.0;1081.0;-848.0;266.0;247.0;604.0;-981.0;1010.0;190.0
470.0;1060.0;-847.0;265.0;247.0;576.0;-981.0;1000.0;196.0
424.0;1000.0;-776.0;217.0;288.0;531.0;-900.0;895.0;211.0
452.0;1080.0;-837.0;270.0;278.0;552.0;-970.0;987.0;205.0
495.0;1089.0;-846.0;293.0;206.0;550.0;-979.0;991.0;150.0
480.0;1049.0;-811.0;263.0;208.0;497.0;-941.0;957.0;179.0
510.0;1041.0;-837.0;248.0;222.0;550.0;-959.0;987.0;140.0
461.0;964.0;-745.0;246.0;365.0;631.0;-899.0;911.0;256.0
500.0;963.0;-744.0;267.0;367.0;706.0;-893.0;911.0;263.0
520.0;1091.0;-827.0;215.0;366.0;687.0;-888.0;927.0;400.0
549.0;1124.0;-711.0;301.0;304.0;719.0;-863.0;886.0;300.0
396.0;1067.0;-724.0;385.0;415.0;676.0;-936.0;945.0;257.0
522.0;1094.0;-835.0;280.0;262.0;622.0;-975.0;1006.0;191.0
537.0;1043.0;-807.0;264.0;317.0;527.0;-940.0;956.0;216.0
396.0;907.0;-794.0;204.0;247.0;438.0;-863.0;837.0;155.0
338.0;1069.0;-807.0;355.0;295.0;711.0;-977.0;952.0;202.0
510.0;971.0;-746.0;234.0;373.0;661.0;-874.0;907.0;189.0
485.0;1060.0;-834.0;224.0;237.0;570.0;-950.0;971.0;132.0
506.0;798.0;-883.0;214.0;299.0;461.0;-970.0;801.0;41.0
339.0;1070.0;-799.0;391.0;243.0;693.0;-980.0;948.0;220.0
547.0;1060.0;-794.0;291.0;346.0;605.0;-945.0;979.0;258.0
558.0;1108.0;-723.0;306.0;208.0;662.0;-886.0;1016.0;131.0
544.0;1049.0;-805.0;312.0;346.0;643.0;-953.0;962.0;264.0
343.0;1080.0;-795.0;385.0;267.0;693.0;-976.0;960.0;222.0
484.0;1083.0;-843.0;242.0;252.0;554.0;-979.0;996.0;198.0
395.0;1101.0;-895.0;174.0;174.0;566.0;-1014.0;1010.0;115.0
452.0;1392.0;-785.0;181.0;160.0;678.0;-917.0;1293.0;305.0
353.0;1067.0;-895.0;200.0;188.0;528.0;-1003.0;1000.0;132.0
461.0;1089.0;-860.0;269.0;235.0;581.0;-991.0;1007.0;201.0
333.0;1074.0;-776.0;419.0;302.0;720.0;-980.0;961.0;241.0
487.0;1063.0;-852.0;235.0;248.0;569.0;-981.0;1009.0;170.0
503.0;1035.0;-826.0;242.0;286.0;539.0;-952.0;980.0;130.0
471.0;1136.0;-669.0;248.0;4.0;578.0;-820.0;1303.0;268.0
492.0;1089.0;-852.0;246.0;230.0;557.0;-988.0;996.0;162.0
362.0;1105.0;-784.0;361.0;121.0;687.0;-983.0;873.0;272.0
508.0;1041.0;-844.0;213.0;237.0;535.0;-949.0;984.0;111.0
468.0;1199.0;-737.0;138.0;96.0;529.0;-897.0;1130.0;268.0
310.0;1039.0;-717.0;527.0;357.0;410.0;-970.0;877.0;153.0
558.0;1069.0;-827.0;166.0;143.0;509.0;-953.0;1149.0;115.0
475.0;1080.0;-808.0;249.0;55.0;673.0;-935.0;944.0;28.0
289.0;1096.0;-744.0;396.0;261.0;753.0;-916.0;895.0;218.0
378.0;1095.0;-475.0;389.0;-6.0;633.0;-803.0;1040.0;223.0
421.0;886.0;-1048.0;134.0;204.0;415.0;-1101.0;917.0;-19.0
519.0;1092.0;-856.0;271.0;249.0;609.0;-989.0;1009.0;167.0
382.0;1084.0;-837.0;165.0;164.0;490.0;-936.0;925.0;139.0
248.0;1113.0;-644.0;408.0;104.0;783.0;-957.0;820.0;176.0
479.0;1048.0;-850.0;280.0;255.0;581.0;-990.0;1017.0;222.0
471.0;884.0;-803.0;143.0;119.0;446.0;-877.0;945.0;109.0
658.0;1089.0;-834.0;308.0;278.0;593.0;-929.0;968.0;297.0
559.0;1081.0;-795.0;269.0;359.0;577.0;-941.0;978.0;245.0
549.0;1043.0;-811.0;289.0;317.0;566.0;-959.0;988.0;247.0
473.0;1089.0;-863.0;250.0;245.0;570.0;-994.0;1021.0;176.0
591.0;1020.0;-861.0;287.0;336.0;593.0;-996.0;1021.0;399.0
396.0;1121.0;-652.0;264.0;370.0;710.0;-794.0;818.0;285.0
562.0;1026.0;-822.0;259.0;318.0;539.0;-966.0;982.0;231.0
483.0;1033.0;-845.0;231.0;201.0;489.0;-950.0;997.0;136.0
490.0;1062.0;-847.0;261.0;214.0;510.0;-967.0;981.0;141.0
410.0;1063.0;-759.0;390.0;449.0;653.0;-930.0;964.0;168.0
383.0;1067.0;-795.0;246.0;391.0;668.0;-933.0;926.0;166.0
368.0;1028.0;-797.0;502.0;237.0;721.0;-973.0;858.0;203.0
618.0;1379.0;-837.0;251.0;191.0;583.0;-997.0;1068.0;196.0
495.0;1091.0;-848.0;256.0;213.0;532.0;-970.0;1006.0;128.0
459.0;1120.0;-890.0;250.0;138.0;557.0;-992.0;1021.0;121.0
441.0;1054.0;-851.0;233.0;228.0;528.0;-959.0;967.0;167.0
511.0;1087.0;-853.0;255.0;239.0;524.0;-981.0;1000.0;165.0
644.0;1019.0;-1010.0;176.0;127.0;456.0;-1138.0;1229.0;179.0
485.0;1097.0;-450.0;551.0;162.0;676.0;-1057.0;893.0;299.0
503.0;1062.0;-845.0;272.0;216.0;529.0;-975.0;999.0;162.0
407.0;1063.0;-853.0;184.0;66.0;415.0;-926.0;1042.0;27.0
692.0;1235.0;-841.0;-10.0;-85.0;747.0;-1100.0;1023.0;17.0
230.0;1335.0;-806.0;93.0;222.0;580.0;-915.0;1089.0;155.0
542.0;1105.0;-910.0;300.0;197.0;579.0;-1043.0;1045.0;144.0
398.0;1001.0;-712.0;483.0;391.0;677.0;-963.0;899.0;263.0
241.0;1000.0;-721.0;432.0;277.0;653.0;-975.0;929.0;286.0
