Accelerometer LH accX;Accelerometer LUA_ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;Accelerometer LUA_ accY
460.0;224.0;1316.0;-387.0;222.0;54.0;?;1244.0
411.0;?;1171.0;-505.0;234.0;128.0;272.0;1026.0
400.0;200.0;1045.0;-651.0;164.0;154.0;150.0;884.0
248.0;261.0;914.0;-510.0;160.0;52.0;?;783.0
?;326.0;817.0;-457.0;89.0;-27.0;-116.0;745.0
41.0;358.0;766.0;-415.0;130.0;-40.0;-243.0;707.0
31.0;337.0;711.0;-239.0;?;-31.0;-292.0;691.0
23.0;301.0;660.0;-152.0;176.0;3.0;-42.0;665.0
-16.0;348.0;657.0;-128.0;231.0;1.0;-179.0;786.0
-12.0;349.0;751.0;-190.0;257.0;?;-120.0;970.0
85.0;346.0;965.0;-210.0;275.0;-71.0;1.0;1159.0
155.0;299.0;1093.0;?;327.0;-87.0;100.0;1126.0
107.0;395.0;1115.0;-232.0;374.0;-99.0;48.0;1320.0
-75.0;266.0;1367.0;-184.0;176.0;-114.0;182.0;1258.0
103.0;157.0;1297.0;-136.0;162.0;-117.0;535.0;784.0
160.0;280.0;748.0;-156.0;78.0;-117.0;385.0;1085.0
186.0;151.0;1192.0;-169.0;-215.0;-123.0;?;1207.0
263.0;?;1200.0;-125.0;-285.0;-90.0;382.0;1054.0
328.0;306.0;933.0;-42.0;-195.0;9.0;160.0;860.0
495.0;366.0;827.0;-113.0;-122.0;90.0;135.0;738.0
336.0;447.0;697.0;-211.0;-90.0;185.0;127.0;702.0
217.0;423.0;631.0;?;21.0;327.0;63.0;690.0
291.0;446.0;625.0;-234.0;?;312.0;13.0;726.0
355.0;439.0;671.0;-156.0;93.0;146.0;65.0;792.0
406.0;399.0;734.0;-210.0;82.0;192.0;124.0;856.0
430.0;410.0;801.0;-361.0;91.0;197.0;172.0;869.0
392.0;424.0;802.0;-354.0;?;105.0;125.0;950.0
338.0;421.0;888.0;-397.0;29.0;90.0;81.0;1058.0
376.0;404.0;955.0;-412.0;44.0;85.0;59.0;1086.0
388.0;427.0;1005.0;-447.0;120.0;89.0;121.0;1072.0
322.0;484.0;999.0;-441.0;196.0;95.0;-65.0;1286.0
521.0;365.0;1151.0;-389.0;215.0;102.0;-40.0;1130.0
672.0;276.0;979.0;-362.0;105.0;102.0;-69.0;1196.0
616.0;220.0;1072.0;-397.0;105.0;80.0;-1.0;1449.0
555.0;217.0;1343.0;-405.0;232.0;51.0;235.0;1419.0
460.0;215.0;1392.0;-305.0;339.0;5.0;291.0;1271.0
511.0;235.0;1230.0;-439.0;419.0;42.0;325.0;?
464.0;307.0;1132.0;-695.0;450.0;103.0;411.0;930.0
642.0;133.0;1001.0;-522.0;360.0;-10.0;250.0;688.0
719.0;260.0;883.0;-394.0;-53.0;-99.0;-267.0;663.0
672.0;406.0;695.0;?;-277.0;-104.0;-549.0;658.0
371.0;487.0;574.0;-231.0;-9.0;-19.0;-417.0;526.0
-128.0;483.0;476.0;-211.0;181.0;98.0;-219.0;392.0
-225.0;?;488.0;-119.0;117.0;76.0;-212.0;540.0
29.0;546.0;555.0;-8.0;93.0;-116.0;-260.0;762.0
152.0;454.0;739.0;-406.0;?;-384.0;-302.0;1050.0
289.0;393.0;932.0;-784.0;315.0;-339.0;-53.0;1112.0
215.0;495.0;999.0;-680.0;406.0;-74.0;24.0;1072.0
239.0;557.0;1043.0;-353.0;485.0;-17.0;-5.0;1283.0
259.0;324.0;?;-153.0;322.0;-111.0;325.0;929.0
?;422.0;931.0;-204.0;243.0;-189.0;217.0;755.0
3.0;391.0;849.0;-282.0;-160.0;-234.0;174.0;1120.0
418.0;386.0;1236.0;-325.0;-453.0;?;580.0;1103.0
484.0;392.0;1162.0;-294.0;-323.0;-177.0;532.0;929.0
722.0;343.0;983.0;-276.0;-25.0;-71.0;168.0;892.0
507.0;419.0;872.0;-328.0;78.0;49.0;-25.0;792.0
395.0;541.0;668.0;-209.0;187.0;185.0;-1.0;696.0
212.0;552.0;578.0;-285.0;235.0;?;38.0;666.0
266.0;520.0;560.0;-4.0;235.0;214.0;10.0;656.0
378.0;481.0;580.0;-109.0;169.0;40.0;46.0;675.0
469.0;432.0;610.0;-519.0;82.0;44.0;87.0;748.0
514.0;421.0;667.0;-772.0;33.0;63.0;150.0;801.0
473.0;457.0;759.0;-613.0;-22.0;50.0;117.0;872.0
423.0;488.0;838.0;-523.0;34.0;55.0;32.0;1051.0
414.0;?;987.0;-463.0;149.0;59.0;32.0;1105.0
474.0;536.0;979.0;-437.0;230.0;49.0;65.0;1256.0
547.0;445.0;1149.0;-457.0;274.0;42.0;-1.0;1389.0
734.0;299.0;1226.0;-418.0;278.0;40.0;92.0;1053.0
710.0;263.0;885.0;-333.0;161.0;28.0;55.0;1257.0
616.0;216.0;1166.0;-362.0;182.0;26.0;?;1480.0
427.0;292.0;1431.0;-513.0;263.0;28.0;260.0;1399.0
274.0;219.0;1387.0;-516.0;276.0;-1.0;260.0;1184.0
259.0;278.0;1233.0;-618.0;239.0;59.0;263.0;1030.0
303.0;210.0;1078.0;-648.0;168.0;58.0;144.0;916.0
191.0;252.0;?;-408.0;104.0;-70.0;38.0;769.0
25.0;220.0;880.0;-353.0;27.0;-98.0;14.0;690.0
-115.0;73.0;797.0;-274.0;?;-44.0;154.0;506.0
-140.0;399.0;678.0;-197.0;-3.0;33.0;-169.0;619.0
-129.0;?;599.0;-180.0;25.0;49.0;-118.0;571.0
-131.0;417.0;565.0;-216.0;29.0;41.0;-192.0;629.0
-157.0;426.0;621.0;-206.0;91.0;28.0;-217.0;810.0
-82.0;452.0;828.0;-180.0;170.0;-1.0;-128.0;1018.0
72.0;398.0;1056.0;-164.0;235.0;-19.0;96.0;1138.0
198.0;437.0;1165.0;-166.0;349.0;-15.0;152.0;1261.0
358.0;330.0;1359.0;-154.0;293.0;-11.0;177.0;1432.0
610.0;192.0;1494.0;-97.0;217.0;-43.0;530.0;930.0
521.0;216.0;?;-111.0;150.0;-71.0;178.0;1213.0
545.0;159.0;?;-152.0;-157.0;-92.0;165.0;1303.0
280.0;336.0;1282.0;-208.0;-148.0;-79.0;177.0;1100.0
300.0;279.0;931.0;-287.0;-32.0;24.0;125.0;754.0
345.0;308.0;732.0;-470.0;61.0;145.0;30.0;676.0
220.0;?;622.0;-451.0;121.0;135.0;2.0;630.0
?;394.0;569.0;-269.0;122.0;154.0;-32.0;662.0
?;399.0;584.0;-201.0;120.0;131.0;-36.0;703.0
371.0;425.0;642.0;-131.0;131.0;-22.0;46.0;788.0
406.0;423.0;704.0;-192.0;107.0;-32.0;94.0;878.0
447.0;415.0;823.0;-286.0;82.0;28.0;176.0;863.0
429.0;458.0;787.0;-363.0;23.0;14.0;164.0;928.0
378.0;495.0;868.0;-387.0;-62.0;-15.0;95.0;1027.0
388.0;445.0;948.0;-410.0;-78.0;15.0;90.0;?
465.0;457.0;960.0;-418.0;11.0;39.0;100.0;1107.0
368.0;543.0;1048.0;-416.0;?;66.0;9.0;1338.0
440.0;367.0;1257.0;?;125.0;118.0;7.0;1221.0
593.0;368.0;1035.0;-400.0;190.0;141.0;34.0;1083.0
634.0;228.0;951.0;-415.0;104.0;141.0;-38.0;1270.0
535.0;224.0;1179.0;-452.0;150.0;99.0;103.0;1427.0
408.0;198.0;1369.0;-383.0;258.0;59.0;260.0;1247.0
450.0;201.0;1174.0;-426.0;345.0;79.0;255.0;967.0
385.0;210.0;948.0;-636.0;338.0;121.0;145.0;806.0
316.0;264.0;856.0;-532.0;224.0;47.0;-9.0;806.0
249.0;354.0;820.0;-427.0;102.0;-29.0;-157.0;767.0
158.0;368.0;758.0;-316.0;43.0;-88.0;-177.0;655.0
117.0;397.0;697.0;-181.0;49.0;-111.0;-276.0;642.0
145.0;430.0;648.0;-127.0;109.0;-41.0;?;626.0
156.0;454.0;608.0;-214.0;?;1.0;-226.0;697.0
152.0;513.0;618.0;-341.0;156.0;-8.0;-245.0;778.0
119.0;?;689.0;-369.0;168.0;-75.0;-231.0;890.0
233.0;496.0;863.0;-318.0;191.0;-135.0;?;1055.0
307.0;464.0;978.0;-304.0;290.0;?;-9.0;1061.0
87.0;428.0;997.0;-298.0;216.0;-124.0;20.0;1172.0
?;353.0;1178.0;-313.0;9.0;-116.0;138.0;1232.0
158.0;165.0;1254.0;-304.0;-22.0;-136.0;463.0;869.0
284.0;383.0;?;-304.0;27.0;-169.0;194.0;1035.0
393.0;458.0;1140.0;-333.0;?;-153.0;203.0;1364.0
299.0;198.0;1201.0;-346.0;-228.0;-28.0;372.0;973.0
215.0;356.0;992.0;-177.0;-115.0;113.0;188.0;825.0
442.0;305.0;791.0;-217.0;-67.0;146.0;79.0;714.0
392.0;408.0;716.0;-235.0;7.0;147.0;20.0;699.0
269.0;444.0;634.0;-201.0;51.0;265.0;45.0;694.0
233.0;437.0;656.0;-348.0;70.0;369.0;16.0;750.0
336.0;455.0;675.0;-318.0;123.0;233.0;73.0;801.0
424.0;417.0;737.0;-213.0;121.0;145.0;111.0;825.0
469.0;450.0;777.0;-281.0;108.0;147.0;139.0;852.0
447.0;438.0;783.0;-382.0;100.0;94.0;113.0;939.0
396.0;487.0;852.0;-392.0;68.0;56.0;89.0;1098.0
456.0;395.0;1032.0;-378.0;105.0;41.0;111.0;1106.0
497.0;472.0;1027.0;-403.0;?;50.0;155.0;1242.0
470.0;401.0;1202.0;-443.0;223.0;80.0;85.0;1258.0
558.0;266.0;1124.0;-428.0;209.0;82.0;21.0;1005.0
610.0;307.0;832.0;-403.0;117.0;72.0;-78.0;1120.0
495.0;285.0;1051.0;-426.0;36.0;70.0;-68.0;1348.0
373.0;?;1296.0;-461.0;190.0;56.0;115.0;1404.0
444.0;342.0;1341.0;-338.0;296.0;-7.0;148.0;1169.0
490.0;301.0;1072.0;-443.0;317.0;42.0;144.0;939.0
517.0;219.0;912.0;-582.0;212.0;87.0;138.0;851.0
390.0;?;899.0;-471.0;122.0;?;55.0;796.0
243.0;374.0;863.0;-375.0;49.0;-101.0;-173.0;735.0
65.0;?;776.0;-304.0;15.0;-129.0;-225.0;618.0
-12.0;371.0;652.0;-264.0;-18.0;-65.0;-240.0;604.0
-48.0;420.0;599.0;-264.0;32.0;8.0;-239.0;619.0
-48.0;484.0;587.0;-318.0;57.0;4.0;-225.0;714.0
-56.0;490.0;?;-331.0;118.0;-20.0;-252.0;925.0
?;438.0;911.0;-299.0;187.0;-48.0;-72.0;1083.0
76.0;437.0;1063.0;-259.0;269.0;-46.0;2.0;1058.0
-49.0;398.0;1081.0;-251.0;353.0;-52.0;42.0;1277.0
-56.0;257.0;1415.0;-246.0;281.0;-54.0;227.0;1237.0
164.0;96.0;1301.0;-243.0;294.0;-50.0;385.0;?
258.0;45.0;929.0;-227.0;94.0;-78.0;?;1283.0
406.0;105.0;1408.0;-183.0;-149.0;-107.0;375.0;1271.0
314.0;149.0;1241.0;-158.0;-141.0;-78.0;346.0;1097.0
?;139.0;1089.0;?;72.0;0.0;174.0;806.0
535.0;269.0;853.0;-173.0;61.0;62.0;196.0;700.0
276.0;354.0;743.0;-243.0;114.0;?;112.0;747.0
212.0;368.0;642.0;-199.0;122.0;270.0;8.0;655.0
362.0;365.0;615.0;-189.0;115.0;148.0;-6.0;681.0
423.0;381.0;638.0;-23.0;66.0;14.0;-8.0;765.0
?;365.0;708.0;-136.0;90.0;61.0;102.0;844.0
435.0;391.0;743.0;-290.0;108.0;69.0;145.0;879.0
?;427.0;808.0;-370.0;94.0;25.0;99.0;1024.0
443.0;437.0;935.0;-360.0;46.0;0.0;39.0;1144.0
432.0;425.0;1056.0;-360.0;84.0;5.0;78.0;1169.0
375.0;471.0;1063.0;-419.0;177.0;7.0;13.0;1330.0
475.0;435.0;1220.0;-404.0;184.0;27.0;-3.0;1203.0
625.0;262.0;1020.0;-365.0;129.0;58.0;4.0;980.0
623.0;279.0;883.0;-396.0;91.0;80.0;-111.0;1359.0
561.0;197.0;1305.0;-446.0;227.0;65.0;100.0;1471.0
445.0;211.0;1398.0;-403.0;283.0;29.0;281.0;1307.0
340.0;132.0;?;-411.0;293.0;31.0;334.0;?
378.0;140.0;1072.0;-602.0;206.0;97.0;265.0;912.0
279.0;225.0;984.0;-557.0;149.0;38.0;75.0;831.0
?;240.0;898.0;-449.0;127.0;-68.0;20.0;745.0
16.0;?;835.0;-390.0;88.0;?;-406.0;700.0
-72.0;331.0;707.0;-213.0;61.0;-39.0;-218.0;603.0
-86.0;344.0;630.0;-135.0;69.0;14.0;-169.0;585.0
-120.0;369.0;588.0;-137.0;67.0;21.0;-224.0;691.0
-125.0;?;665.0;-189.0;130.0;-3.0;-213.0;824.0
-88.0;449.0;820.0;-207.0;214.0;-20.0;-152.0;1029.0
65.0;397.0;1043.0;-195.0;?;-33.0;44.0;1177.0
237.0;390.0;?;-190.0;380.0;-45.0;?;1211.0
139.0;295.0;1301.0;-175.0;?;?;66.0;1408.0
259.0;173.0;1449.0;-136.0;201.0;-63.0;?;1026.0
203.0;185.0;964.0;-136.0;97.0;-89.0;314.0;961.0
198.0;196.0;1072.0;-161.0;-94.0;-111.0;107.0;1317.0
331.0;?;1343.0;-198.0;-180.0;-105.0;246.0;1105.0
348.0;224.0;1043.0;-168.0;-39.0;-28.0;?;952.0
440.0;236.0;924.0;-164.0;71.0;72.0;43.0;781.0
381.0;405.0;739.0;-270.0;64.0;138.0;145.0;744.0
300.0;403.0;678.0;-109.0;16.0;186.0;93.0;679.0
285.0;367.0;601.0;-127.0;86.0;181.0;-1.0;690.0
364.0;?;?;-150.0;60.0;30.0;10.0;753.0
415.0;389.0;688.0;-214.0;90.0;20.0;46.0;836.0
455.0;381.0;?;-347.0;96.0;96.0;126.0;869.0
430.0;447.0;807.0;-449.0;91.0;80.0;113.0;962.0
403.0;438.0;901.0;-338.0;?;20.0;54.0;1097.0
456.0;429.0;1003.0;-327.0;92.0;22.0;25.0;1155.0
464.0;431.0;1048.0;-388.0;126.0;21.0;115.0;1173.0
427.0;453.0;1081.0;-431.0;165.0;35.0;8.0;1317.0
596.0;353.0;1170.0;-411.0;158.0;53.0;38.0;1113.0
653.0;294.0;933.0;-389.0;63.0;68.0;-59.0;1092.0
612.0;274.0;991.0;-433.0;126.0;70.0;-47.0;1394.0
509.0;269.0;1312.0;-494.0;229.0;61.0;177.0;?
386.0;214.0;1395.0;-394.0;290.0;16.0;255.0;1258.0
?;122.0;1219.0;-452.0;300.0;39.0;286.0;921.0
328.0;172.0;1007.0;-609.0;258.0;90.0;127.0;860.0
256.0;252.0;913.0;-473.0;171.0;4.0;-9.0;800.0
155.0;316.0;837.0;-484.0;101.0;-52.0;-86.0;710.0
50.0;347.0;766.0;-367.0;39.0;?;-201.0;?
-8.0;366.0;704.0;-192.0;11.0;-67.0;-185.0;629.0
-48.0;287.0;602.0;-117.0;66.0;?;-234.0;620.0
-82.0;451.0;612.0;-167.0;133.0;-7.0;-215.0;698.0
-54.0;481.0;692.0;-256.0;182.0;-20.0;-150.0;893.0
20.0;424.0;908.0;-276.0;224.0;-42.0;-74.0;1069.0
138.0;369.0;1060.0;-252.0;298.0;-54.0;87.0;1109.0
163.0;473.0;1077.0;-205.0;331.0;-77.0;41.0;1227.0
96.0;305.0;1301.0;-181.0;146.0;-71.0;76.0;1346.0
284.0;204.0;1283.0;-153.0;132.0;-76.0;456.0;861.0
240.0;247.0;813.0;-183.0;43.0;-91.0;173.0;1138.0
376.0;164.0;1230.0;-200.0;-151.0;-100.0;159.0;1362.0
419.0;278.0;1272.0;-198.0;-203.0;-72.0;387.0;1032.0
352.0;302.0;983.0;-181.0;-40.0;9.0;197.0;884.0
421.0;272.0;850.0;-257.0;-22.0;99.0;56.0;822.0
307.0;389.0;750.0;-247.0;-38.0;127.0;?;718.0
197.0;?;635.0;-203.0;32.0;218.0;63.0;675.0
208.0;409.0;609.0;-331.0;122.0;247.0;-10.0;706.0
293.0;416.0;657.0;-215.0;143.0;100.0;-20.0;759.0
354.0;407.0;722.0;-185.0;108.0;104.0;25.0;812.0
402.0;415.0;739.0;-306.0;?;?;87.0;841.0
375.0;453.0;776.0;-367.0;67.0;56.0;94.0;933.0
374.0;470.0;907.0;-326.0;67.0;16.0;60.0;?
460.0;416.0;1013.0;?;81.0;20.0;79.0;1147.0
477.0;422.0;1042.0;-384.0;100.0;28.0;132.0;1220.0
504.0;395.0;?;-449.0;206.0;54.0;52.0;1278.0
661.0;332.0;1120.0;-398.0;202.0;58.0;42.0;1082.0
703.0;294.0;937.0;-367.0;89.0;65.0;-72.0;1243.0
630.0;266.0;1165.0;-425.0;165.0;67.0;-36.0;1447.0
450.0;254.0;1344.0;-471.0;293.0;57.0;178.0;?
382.0;223.0;1279.0;?;254.0;13.0;293.0;1075.0
342.0;223.0;1039.0;-490.0;256.0;64.0;187.0;921.0
335.0;223.0;905.0;-599.0;163.0;76.0;?;823.0
195.0;204.0;846.0;-498.0;95.0;-24.0;15.0;743.0
94.0;251.0;816.0;-446.0;72.0;-80.0;-97.0;741.0
33.0;312.0;751.0;-315.0;86.0;-59.0;-107.0;697.0
-18.0;316.0;715.0;-163.0;136.0;-20.0;-168.0;694.0
-40.0;377.0;687.0;-164.0;148.0;20.0;-170.0;745.0
-38.0;433.0;684.0;?;180.0;18.0;-141.0;849.0
-41.0;456.0;822.0;-261.0;172.0;-19.0;-105.0;1064.0
58.0;395.0;1049.0;-216.0;213.0;-64.0;42.0;1181.0
112.0;307.0;1114.0;-171.0;252.0;-62.0;81.0;1192.0
-47.0;404.0;1220.0;-156.0;152.0;-65.0;91.0;1470.0
9.0;155.0;1515.0;-158.0;101.0;-72.0;451.0;1034.0
242.0;149.0;895.0;-179.0;193.0;-73.0;370.0;817.0
284.0;191.0;956.0;-205.0;-81.0;-81.0;89.0;?
264.0;200.0;1306.0;-209.0;-235.0;-69.0;239.0;1128.0
278.0;242.0;1094.0;-109.0;-139.0;26.0;187.0;844.0
401.0;316.0;847.0;?;4.0;91.0;136.0;773.0
335.0;359.0;724.0;-210.0;65.0;131.0;87.0;694.0
299.0;?;672.0;?;65.0;237.0;105.0;695.0
373.0;413.0;619.0;-228.0;101.0;320.0;38.0;700.0
410.0;427.0;639.0;-205.0;47.0;160.0;35.0;782.0
443.0;?;711.0;-187.0;59.0;25.0;41.0;844.0
495.0;396.0;755.0;-209.0;33.0;72.0;142.0;831.0
478.0;433.0;757.0;-340.0;86.0;101.0;180.0;901.0
428.0;472.0;838.0;-404.0;101.0;57.0;107.0;1035.0
414.0;422.0;953.0;-408.0;?;45.0;53.0;1138.0
473.0;417.0;1015.0;-439.0;161.0;53.0;93.0;1169.0
415.0;?;1077.0;-486.0;177.0;71.0;52.0;1301.0
501.0;332.0;1219.0;-458.0;?;77.0;61.0;1079.0
603.0;309.0;896.0;-374.0;148.0;73.0;-58.0;1120.0
556.0;289.0;1061.0;-409.0;133.0;83.0;-82.0;1381.0
447.0;238.0;1303.0;-459.0;263.0;55.0;?;1388.0
373.0;228.0;1294.0;-405.0;?;22.0;188.0;1198.0
352.0;?;1145.0;-411.0;229.0;29.0;298.0;1006.0
346.0;191.0;?;-580.0;150.0;83.0;152.0;889.0
249.0;210.0;892.0;-474.0;111.0;9.0;10.0;849.0
123.0;240.0;863.0;-425.0;109.0;-72.0;9.0;712.0
16.0;294.0;759.0;-385.0;63.0;-76.0;38.0;605.0
-71.0;281.0;711.0;-233.0;89.0;-35.0;-197.0;633.0
-89.0;334.0;611.0;-166.0;53.0;-10.0;-133.0;641.0
-89.0;371.0;627.0;-168.0;72.0;-20.0;-201.0;725.0
-123.0;403.0;?;-173.0;126.0;-19.0;-170.0;876.0
-42.0;392.0;926.0;-160.0;217.0;-28.0;-59.0;1119.0
145.0;382.0;1134.0;-135.0;295.0;-42.0;?;1167.0
128.0;400.0;1203.0;?;367.0;-25.0;100.0;1297.0
288.0;271.0;1381.0;-175.0;196.0;-40.0;187.0;1460.0
348.0;196.0;1373.0;-159.0;120.0;-55.0;?;937.0
556.0;251.0;855.0;-143.0;-113.0;-77.0;402.0;1203.0
486.0;?;1367.0;-135.0;-659.0;-91.0;581.0;1327.0
920.0;272.0;1432.0;-171.0;-866.0;-66.0;522.0;1203.0
1019.0;374.0;1186.0;-197.0;-132.0;33.0;?;918.0
500.0;600.0;792.0;-331.0;?;?;-37.0;790.0
311.0;643.0;545.0;-324.0;532.0;263.0;-39.0;527.0
82.0;646.0;422.0;-232.0;503.0;557.0;-175.0;?
176.0;458.0;392.0;?;304.0;532.0;-294.0;451.0
91.0;498.0;426.0;86.0;324.0;-85.0;-241.0;511.0
18.0;464.0;437.0;-764.0;375.0;-309.0;?;494.0
37.0;477.0;441.0;?;306.0;-303.0;-206.0;539.0
144.0;256.0;1388.0;-179.0;702.0;-147.0;258.0;1373.0
213.0;310.0;1269.0;-180.0;857.0;-192.0;?;1402.0
327.0;?;1351.0;-114.0;526.0;-170.0;-18.0;1423.0
278.0;19.0;1269.0;-127.0;341.0;-121.0;295.0;719.0
-11.0;100.0;605.0;-191.0;252.0;?;371.0;833.0
-256.0;27.0;994.0;-197.0;-237.0;-259.0;179.0;1166.0
-313.0;-24.0;1188.0;-205.0;-329.0;-243.0;329.0;851.0
-59.0;189.0;823.0;-257.0;-218.0;-49.0;282.0;675.0
246.0;185.0;722.0;-321.0;-177.0;132.0;84.0;631.0
185.0;308.0;666.0;-152.0;-176.0;141.0;53.0;694.0
146.0;?;650.0;41.0;-93.0;209.0;130.0;689.0
148.0;394.0;674.0;97.0;-41.0;248.0;128.0;759.0
237.0;416.0;767.0;206.0;-27.0;82.0;144.0;873.0
373.0;410.0;857.0;108.0;-13.0;111.0;225.0;963.0
494.0;405.0;939.0;-158.0;2.0;265.0;285.0;?
513.0;402.0;875.0;-313.0;39.0;256.0;212.0;971.0
526.0;438.0;949.0;-271.0;4.0;186.0;177.0;?
584.0;370.0;1079.0;-252.0;47.0;195.0;179.0;1154.0
530.0;408.0;1035.0;-348.0;156.0;?;157.0;1190.0
513.0;410.0;1107.0;-413.0;187.0;220.0;-6.0;1231.0
571.0;339.0;1055.0;-440.0;173.0;206.0;18.0;1107.0
561.0;331.0;967.0;-424.0;203.0;201.0;-60.0;1302.0
481.0;324.0;1238.0;-428.0;291.0;147.0;-7.0;1415.0
407.0;288.0;1338.0;-420.0;356.0;81.0;54.0;1348.0
388.0;289.0;1230.0;-342.0;388.0;24.0;?;1061.0
417.0;261.0;987.0;-480.0;247.0;82.0;?;889.0
351.0;228.0;?;-587.0;92.0;46.0;185.0;777.0
249.0;209.0;837.0;-410.0;40.0;-70.0;49.0;762.0
151.0;295.0;817.0;-350.0;31.0;-97.0;-58.0;744.0
50.0;236.0;750.0;-383.0;72.0;-32.0;-233.0;664.0
53.0;283.0;678.0;-369.0;100.0;35.0;-216.0;619.0
40.0;349.0;598.0;-295.0;125.0;27.0;-147.0;636.0
5.0;408.0;623.0;-213.0;138.0;-19.0;-247.0;785.0
-56.0;400.0;783.0;-173.0;206.0;-65.0;-182.0;1020.0
-139.0;425.0;991.0;-187.0;233.0;-56.0;-119.0;1128.0
-421.0;362.0;1173.0;-226.0;378.0;-51.0;144.0;1080.0
-422.0;397.0;1161.0;-235.0;396.0;-66.0;261.0;1218.0
221.0;184.0;1389.0;-203.0;-69.0;-74.0;382.0;1253.0
337.0;2.0;1217.0;-175.0;-14.0;-106.0;525.0;964.0
248.0;82.0;1032.0;-163.0;?;-128.0;?;1413.0
?;49.0;1544.0;18.0;-364.0;-75.0;706.0;1142.0
97.0;152.0;1136.0;?;-125.0;37.0;460.0;991.0
340.0;221.0;1026.0;-102.0;10.0;277.0;251.0;863.0
284.0;296.0;834.0;-351.0;36.0;403.0;?;818.0
212.0;368.0;749.0;-252.0;137.0;400.0;-27.0;745.0
173.0;437.0;662.0;-48.0;148.0;452.0;34.0;?
144.0;406.0;?;160.0;196.0;?;11.0;726.0
295.0;419.0;673.0;124.0;142.0;253.0;83.0;?
478.0;393.0;708.0;?;118.0;199.0;79.0;793.0
540.0;440.0;716.0;-341.0;104.0;102.0;76.0;890.0
531.0;456.0;?;-448.0;84.0;57.0;70.0;1003.0
518.0;429.0;947.0;-369.0;?;35.0;75.0;1141.0
539.0;410.0;1022.0;-341.0;150.0;?;174.0;1089.0
463.0;507.0;1007.0;-400.0;285.0;63.0;94.0;1328.0
548.0;426.0;1282.0;-456.0;225.0;66.0;0.0;1202.0
602.0;346.0;988.0;-460.0;?;51.0;-30.0;1013.0
614.0;313.0;897.0;-455.0;100.0;48.0;-140.0;?
478.0;283.0;1269.0;-425.0;173.0;19.0;-23.0;1429.0
331.0;274.0;1374.0;-361.0;274.0;-17.0;205.0;1328.0
298.0;211.0;1277.0;-384.0;283.0;1.0;293.0;1029.0
272.0;177.0;1082.0;?;206.0;89.0;251.0;889.0
265.0;206.0;975.0;-590.0;88.0;53.0;107.0;876.0
176.0;248.0;937.0;-522.0;88.0;-35.0;-19.0;801.0
61.0;272.0;889.0;-442.0;62.0;-85.0;?;729.0
-62.0;295.0;776.0;-259.0;28.0;-63.0;-124.0;650.0
-112.0;320.0;674.0;-151.0;21.0;13.0;-133.0;611.0
-90.0;317.0;605.0;-117.0;17.0;31.0;-97.0;634.0
-149.0;441.0;620.0;-172.0;44.0;22.0;-161.0;709.0
-141.0;495.0;717.0;-194.0;119.0;4.0;-201.0;909.0
-10.0;486.0;973.0;-184.0;225.0;5.0;-74.0;1084.0
126.0;498.0;1141.0;-154.0;309.0;-10.0;43.0;1125.0
200.0;501.0;1156.0;-175.0;318.0;-6.0;20.0;1447.0
490.0;269.0;1559.0;-151.0;183.0;-18.0;282.0;1251.0
491.0;199.0;1041.0;?;244.0;-37.0;393.0;846.0
516.0;251.0;951.0;-138.0;-56.0;-72.0;156.0;1336.0
426.0;135.0;1369.0;-180.0;-179.0;-87.0;294.0;?
299.0;318.0;1008.0;-249.0;-106.0;-24.0;224.0;894.0
428.0;295.0;822.0;-296.0;32.0;58.0;77.0;734.0
274.0;330.0;696.0;-473.0;75.0;133.0;-4.0;703.0
177.0;401.0;?;-350.0;?;159.0;14.0;672.0
213.0;387.0;599.0;-273.0;151.0;220.0;-22.0;663.0
349.0;396.0;597.0;-201.0;166.0;117.0;-24.0;724.0
408.0;399.0;677.0;-159.0;143.0;-34.0;47.0;840.0
479.0;397.0;775.0;-194.0;?;8.0;170.0;875.0
438.0;427.0;795.0;-331.0;?;30.0;173.0;945.0
388.0;461.0;901.0;-380.0;-34.0;-6.0;98.0;1060.0
386.0;489.0;1022.0;-377.0;-62.0;-8.0;47.0;1136.0
?;?;1011.0;-380.0;-2.0;14.0;101.0;1113.0
368.0;532.0;1026.0;-431.0;161.0;45.0;-22.0;?
538.0;424.0;1197.0;-445.0;154.0;91.0;-8.0;1114.0
644.0;326.0;911.0;-371.0;110.0;119.0;-66.0;1106.0
696.0;252.0;1021.0;-396.0;99.0;134.0;-69.0;1430.0
583.0;194.0;1347.0;-460.0;243.0;105.0;204.0;1428.0
433.0;151.0;1325.0;-411.0;320.0;55.0;357.0;1194.0
356.0;190.0;1115.0;-454.0;276.0;72.0;258.0;949.0
371.0;164.0;964.0;-651.0;169.0;133.0;176.0;823.0
210.0;227.0;873.0;-580.0;144.0;42.0;16.0;796.0
101.0;249.0;830.0;-511.0;129.0;-66.0;-79.0;741.0
4.0;323.0;782.0;-354.0;107.0;-106.0;-140.0;708.0
-64.0;293.0;737.0;-126.0;111.0;-47.0;-154.0;658.0
-83.0;371.0;664.0;-106.0;85.0;40.0;-193.0;686.0
-117.0;438.0;641.0;-144.0;?;21.0;-137.0;737.0
