InertialMeasurementUnit RLA accZ;Accelerometer RUA^ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
414.0;1092.0;-868.0;145.0;144.0;493.0;-957.0;980.0;68.0
408.0;1062.0;-862.0;?;149.0;494.0;-953.0;980.0;64.0
414.0;1092.0;-856.0;136.0;141.0;519.0;?;981.0;51.0
416.0;1092.0;-859.0;136.0;136.0;499.0;-951.0;989.0;53.0
415.0;1108.0;-856.0;137.0;149.0;519.0;-949.0;994.0;54.0
422.0;1110.0;-869.0;145.0;99.0;497.0;-965.0;1021.0;50.0
429.0;1100.0;-888.0;130.0;120.0;501.0;-986.0;1031.0;49.0
440.0;1100.0;-904.0;110.0;119.0;493.0;-996.0;1030.0;28.0
437.0;1098.0;-900.0;114.0;129.0;496.0;-987.0;1013.0;25.0
431.0;?;-885.0;133.0;116.0;503.0;-972.0;999.0;25.0
433.0;1090.0;?;136.0;123.0;510.0;-968.0;1015.0;24.0
427.0;1085.0;-883.0;136.0;111.0;523.0;-976.0;?;?
421.0;1100.0;-891.0;136.0;95.0;506.0;-982.0;?;29.0
414.0;1106.0;-890.0;?;81.0;503.0;-979.0;1014.0;31.0
402.0;1097.0;-886.0;116.0;100.0;506.0;-975.0;1007.0;31.0
401.0;?;-893.0;125.0;149.0;495.0;-982.0;1010.0;21.0
388.0;1106.0;?;135.0;91.0;494.0;-979.0;999.0;31.0
381.0;1090.0;-879.0;155.0;91.0;508.0;-977.0;999.0;50.0
380.0;1089.0;-883.0;136.0;108.0;509.0;-977.0;?;38.0
375.0;1106.0;-886.0;134.0;118.0;509.0;-973.0;1011.0;32.0
?;1111.0;-880.0;132.0;110.0;519.0;?;1015.0;24.0
375.0;1100.0;-893.0;167.0;119.0;521.0;-987.0;1013.0;39.0
373.0;1110.0;-902.0;151.0;119.0;551.0;-998.0;1023.0;57.0
371.0;1135.0;-894.0;156.0;105.0;549.0;-992.0;?;59.0
369.0;1155.0;-891.0;156.0;81.0;529.0;-989.0;1020.0;59.0
382.0;?;-907.0;148.0;114.0;513.0;-1006.0;1022.0;51.0
388.0;1125.0;-924.0;151.0;106.0;547.0;-1024.0;1052.0;48.0
396.0;1131.0;-925.0;148.0;132.0;528.0;-1025.0;1048.0;55.0
399.0;1135.0;-918.0;152.0;151.0;515.0;-1021.0;1046.0;66.0
394.0;1084.0;-914.0;154.0;168.0;536.0;-1020.0;1038.0;?
392.0;?;-907.0;171.0;180.0;559.0;-1019.0;1029.0;93.0
395.0;1101.0;-895.0;174.0;174.0;566.0;-1014.0;1010.0;115.0
400.0;1124.0;?;183.0;148.0;572.0;-1005.0;1017.0;129.0
403.0;1143.0;-886.0;194.0;129.0;?;-1009.0;1009.0;135.0
414.0;1145.0;-896.0;202.0;127.0;516.0;-1016.0;1029.0;128.0
433.0;1136.0;-906.0;171.0;152.0;578.0;-1021.0;1047.0;105.0
444.0;1108.0;-922.0;151.0;195.0;602.0;-1035.0;1069.0;79.0
454.0;1178.0;-936.0;152.0;198.0;608.0;-1039.0;1070.0;75.0
446.0;1210.0;-915.0;178.0;188.0;579.0;-1024.0;1051.0;98.0
445.0;1173.0;-909.0;214.0;197.0;574.0;-1034.0;1068.0;143.0
459.0;1131.0;-947.0;216.0;173.0;547.0;-1078.0;1124.0;157.0
463.0;1131.0;-992.0;177.0;124.0;521.0;-1096.0;1106.0;148.0
446.0;1080.0;-948.0;184.0;?;470.0;-1049.0;?;147.0
445.0;1040.0;-906.0;157.0;88.0;480.0;-1001.0;1041.0;98.0
457.0;1035.0;-897.0;106.0;76.0;454.0;-974.0;1019.0;19.0
448.0;1069.0;-868.0;73.0;56.0;439.0;-932.0;979.0;-32.0
520.0;994.0;-719.0;229.0;149.0;476.0;-800.0;870.0;141.0
533.0;994.0;-748.0;121.0;186.0;468.0;-826.0;926.0;70.0
539.0;988.0;-786.0;75.0;163.0;436.0;-825.0;923.0;?
542.0;?;-782.0;109.0;110.0;396.0;-846.0;949.0;43.0
561.0;990.0;-785.0;108.0;119.0;393.0;-847.0;?;31.0
566.0;990.0;-783.0;75.0;108.0;345.0;-840.0;922.0;?
550.0;?;-797.0;32.0;111.0;339.0;-839.0;943.0;-12.0
529.0;997.0;-803.0;10.0;119.0;328.0;-841.0;925.0;-36.0
520.0;990.0;-807.0;-6.0;134.0;337.0;-841.0;922.0;-40.0
507.0;1003.0;-815.0;21.0;129.0;359.0;-856.0;934.0;-28.0
498.0;1015.0;-812.0;17.0;109.0;?;-855.0;950.0;-14.0
481.0;1044.0;-812.0;19.0;122.0;456.0;-859.0;946.0;-3.0
488.0;1096.0;-812.0;26.0;114.0;463.0;-863.0;932.0;-7.0
488.0;1138.0;-821.0;46.0;94.0;489.0;-882.0;949.0;-11.0
498.0;1159.0;-849.0;58.0;66.0;?;-912.0;986.0;-25.0
525.0;1157.0;-892.0;39.0;104.0;589.0;-959.0;1065.0;-44.0
544.0;1265.0;-924.0;?;168.0;692.0;-995.0;1062.0;-56.0
537.0;1412.0;-924.0;81.0;114.0;?;-999.0;1039.0;-34.0
523.0;1338.0;-943.0;?;46.0;434.0;?;1146.0;31.0
547.0;1132.0;-1054.0;267.0;29.0;385.0;-1195.0;1317.0;91.0
640.0;1010.0;-1147.0;182.0;128.0;573.0;-1266.0;1321.0;56.0
680.0;1093.0;-1057.0;147.0;154.0;649.0;-1149.0;?;25.0
604.0;1122.0;-895.0;90.0;124.0;551.0;-978.0;978.0;22.0
356.0;1122.0;-839.0;225.0;155.0;550.0;-950.0;985.0;90.0
336.0;1056.0;-907.0;252.0;146.0;588.0;-1017.0;1071.0;244.0
390.0;1039.0;-955.0;210.0;212.0;615.0;-1059.0;1045.0;225.0
332.0;1041.0;-874.0;208.0;218.0;610.0;-985.0;941.0;169.0
283.0;1029.0;-831.0;232.0;226.0;604.0;-936.0;929.0;222.0
303.0;1026.0;-811.0;304.0;213.0;599.0;-940.0;950.0;302.0
313.0;1046.0;-799.0;295.0;227.0;609.0;-926.0;927.0;276.0
292.0;?;-792.0;281.0;251.0;596.0;-919.0;?;249.0
310.0;1049.0;-814.0;281.0;261.0;620.0;-947.0;952.0;274.0
351.0;1016.0;-824.0;272.0;289.0;620.0;-965.0;970.0;277.0
369.0;999.0;-816.0;292.0;311.0;652.0;-960.0;927.0;271.0
381.0;1025.0;-790.0;304.0;351.0;?;-941.0;917.0;291.0
404.0;1049.0;-770.0;334.0;357.0;683.0;-927.0;933.0;324.0
423.0;1040.0;-763.0;343.0;346.0;698.0;-926.0;936.0;350.0
450.0;1053.0;-775.0;383.0;305.0;725.0;-937.0;957.0;390.0
479.0;?;-783.0;375.0;284.0;745.0;-946.0;957.0;380.0
485.0;1228.0;-790.0;353.0;249.0;776.0;-942.0;955.0;330.0
501.0;1282.0;-816.0;341.0;207.0;788.0;-962.0;1028.0;307.0
529.0;1391.0;-897.0;339.0;357.0;799.0;-1043.0;1114.0;283.0
578.0;1385.0;-981.0;279.0;364.0;689.0;-1131.0;1189.0;222.0
599.0;1051.0;-1027.0;312.0;231.0;784.0;-1182.0;1220.0;202.0
602.0;997.0;?;400.0;236.0;719.0;-1291.0;1392.0;326.0
640.0;1144.0;-1074.0;279.0;67.0;562.0;-1158.0;1031.0;381.0
574.0;1163.0;-688.0;343.0;2.0;469.0;-837.0;860.0;314.0
553.0;1045.0;-775.0;262.0;71.0;489.0;-879.0;1084.0;208.0
569.0;924.0;?;80.0;203.0;576.0;-1013.0;1125.0;-5.0
510.0;892.0;-946.0;22.0;?;641.0;-977.0;990.0;-63.0
405.0;934.0;-835.0;108.0;266.0;608.0;-870.0;858.0;47.0
352.0;994.0;-741.0;?;280.0;618.0;-782.0;813.0;199.0
370.0;1039.0;-725.0;312.0;247.0;650.0;-787.0;865.0;290.0
356.0;1061.0;-765.0;325.0;297.0;606.0;-845.0;923.0;307.0
302.0;1053.0;-814.0;318.0;291.0;562.0;-901.0;?;312.0
278.0;997.0;-849.0;297.0;259.0;575.0;?;970.0;316.0
294.0;963.0;-878.0;287.0;293.0;539.0;-953.0;986.0;331.0
364.0;873.0;-849.0;232.0;326.0;572.0;-923.0;936.0;304.0
397.0;876.0;?;244.0;348.0;572.0;-870.0;866.0;261.0
400.0;904.0;-726.0;255.0;363.0;578.0;-809.0;818.0;275.0
424.0;948.0;-679.0;318.0;331.0;603.0;-780.0;793.0;328.0
421.0;1038.0;-648.0;330.0;331.0;723.0;-772.0;815.0;358.0
420.0;1231.0;-662.0;?;295.0;739.0;-802.0;847.0;321.0
380.0;1431.0;-717.0;310.0;188.0;656.0;-855.0;877.0;298.0
346.0;1318.0;-815.0;350.0;66.0;651.0;-948.0;1114.0;308.0
368.0;1357.0;-1117.0;284.0;172.0;590.0;-1243.0;1370.0;291.0
348.0;1254.0;-1211.0;241.0;?;614.0;-1328.0;1293.0;144.0
318.0;1107.0;-1128.0;199.0;95.0;583.0;-1247.0;1272.0;91.0
324.0;1061.0;-1175.0;117.0;134.0;?;?;1177.0;49.0
230.0;1089.0;-981.0;274.0;313.0;439.0;-1104.0;1009.0;59.0
193.0;1011.0;-899.0;336.0;147.0;508.0;-1024.0;1016.0;192.0
45.0;963.0;-881.0;465.0;178.0;559.0;-1005.0;932.0;212.0
52.0;1027.0;-825.0;372.0;80.0;575.0;-1027.0;893.0;339.0
50.0;1119.0;-852.0;264.0;135.0;524.0;-966.0;858.0;204.0
-24.0;1139.0;-833.0;370.0;94.0;683.0;-922.0;938.0;186.0
-9.0;1141.0;-892.0;310.0;152.0;745.0;-997.0;982.0;86.0
21.0;961.0;-944.0;331.0;369.0;624.0;-1048.0;?;123.0
-113.0;983.0;-957.0;361.0;447.0;333.0;-1068.0;1034.0;86.0
11.0;1084.0;-885.0;486.0;178.0;336.0;-1057.0;926.0;204.0
255.0;1053.0;-655.0;572.0;46.0;576.0;-810.0;764.0;388.0
-115.0;1087.0;-837.0;462.0;-8.0;710.0;-979.0;1090.0;480.0
-43.0;1119.0;-977.0;86.0;116.0;610.0;-1057.0;1024.0;262.0
205.0;1111.0;-978.0;107.0;?;658.0;-1033.0;1011.0;63.0
278.0;1045.0;?;164.0;316.0;680.0;-996.0;1034.0;-41.0
330.0;1029.0;-939.0;237.0;297.0;666.0;-1052.0;1051.0;84.0
279.0;1080.0;-850.0;326.0;277.0;661.0;-1001.0;949.0;177.0
223.0;1064.0;-839.0;421.0;263.0;718.0;-962.0;1004.0;294.0
254.0;?;-842.0;431.0;259.0;783.0;-996.0;979.0;336.0
260.0;1067.0;-845.0;258.0;?;767.0;-1019.0;965.0;265.0
383.0;1067.0;-795.0;246.0;391.0;668.0;-933.0;926.0;166.0
410.0;1063.0;-759.0;390.0;449.0;653.0;-930.0;964.0;168.0
423.0;967.0;-802.0;391.0;411.0;640.0;-993.0;995.0;235.0
412.0;941.0;-778.0;438.0;357.0;660.0;?;930.0;235.0
382.0;981.0;-707.0;455.0;348.0;647.0;-926.0;862.0;305.0
377.0;1014.0;-677.0;421.0;331.0;768.0;-867.0;857.0;345.0
331.0;1057.0;-698.0;368.0;341.0;735.0;-874.0;867.0;?
294.0;993.0;-732.0;365.0;393.0;690.0;-916.0;899.0;286.0
327.0;944.0;-775.0;372.0;?;805.0;-953.0;?;272.0
417.0;1093.0;-743.0;432.0;251.0;767.0;-939.0;909.0;273.0
436.0;1068.0;-700.0;316.0;336.0;734.0;?;919.0;313.0
468.0;1068.0;-664.0;345.0;378.0;739.0;-876.0;901.0;240.0
503.0;1030.0;-880.0;?;346.0;701.0;-1035.0;1064.0;149.0
470.0;1020.0;-810.0;358.0;294.0;679.0;-982.0;976.0;195.0
425.0;1023.0;-781.0;409.0;286.0;684.0;-993.0;934.0;294.0
410.0;?;-741.0;388.0;278.0;708.0;-928.0;907.0;259.0
356.0;1070.0;-760.0;?;332.0;743.0;-934.0;927.0;195.0
328.0;1062.0;-781.0;323.0;?;700.0;-952.0;976.0;161.0
359.0;1037.0;?;357.0;284.0;662.0;-974.0;939.0;180.0
348.0;1057.0;-771.0;394.0;323.0;642.0;-966.0;925.0;237.0
376.0;1058.0;-775.0;382.0;316.0;716.0;-966.0;959.0;242.0
386.0;1063.0;-783.0;367.0;326.0;729.0;-965.0;961.0;209.0
383.0;1078.0;-767.0;388.0;313.0;703.0;-966.0;933.0;215.0
372.0;1073.0;-773.0;379.0;354.0;703.0;-971.0;934.0;240.0
349.0;1063.0;-784.0;409.0;334.0;693.0;-979.0;952.0;232.0
337.0;1049.0;-777.0;?;325.0;724.0;-985.0;953.0;232.0
333.0;1074.0;-776.0;419.0;302.0;720.0;-980.0;961.0;241.0
360.0;1090.0;-778.0;364.0;285.0;712.0;-979.0;945.0;220.0
348.0;1080.0;-778.0;383.0;306.0;697.0;-975.0;949.0;205.0
376.0;1069.0;-796.0;388.0;297.0;691.0;-982.0;983.0;188.0
374.0;1061.0;-807.0;360.0;314.0;667.0;-994.0;982.0;166.0
361.0;1055.0;-795.0;386.0;283.0;656.0;-998.0;959.0;185.0
?;1044.0;-779.0;396.0;288.0;678.0;-974.0;943.0;219.0
336.0;1071.0;-778.0;367.0;284.0;661.0;-975.0;954.0;202.0
320.0;1056.0;-792.0;355.0;?;666.0;-978.0;964.0;?
313.0;1081.0;-785.0;376.0;242.0;649.0;-970.0;945.0;194.0
330.0;1086.0;-789.0;354.0;256.0;684.0;-972.0;949.0;189.0
327.0;1072.0;-803.0;321.0;273.0;685.0;-976.0;978.0;150.0
340.0;1070.0;-815.0;339.0;253.0;672.0;-986.0;980.0;145.0
340.0;1066.0;-806.0;348.0;281.0;672.0;-984.0;971.0;?
333.0;1079.0;-806.0;328.0;270.0;672.0;-981.0;970.0;157.0
341.0;1070.0;-800.0;328.0;276.0;687.0;-976.0;?;151.0
343.0;1079.0;-806.0;331.0;289.0;735.0;-980.0;979.0;152.0
338.0;1070.0;-812.0;339.0;337.0;687.0;-987.0;966.0;165.0
350.0;1070.0;?;363.0;278.0;700.0;?;957.0;160.0
312.0;1050.0;-800.0;392.0;376.0;710.0;-996.0;951.0;195.0
321.0;1058.0;-778.0;386.0;317.0;732.0;-969.0;970.0;219.0
366.0;?;-780.0;388.0;281.0;765.0;-976.0;948.0;214.0
267.0;1057.0;-779.0;393.0;311.0;759.0;-980.0;902.0;258.0
344.0;1040.0;-747.0;394.0;328.0;797.0;-931.0;925.0;212.0
317.0;1064.0;-764.0;377.0;364.0;714.0;-947.0;934.0;211.0
327.0;1035.0;-750.0;413.0;396.0;?;?;932.0;209.0
327.0;1009.0;-757.0;471.0;377.0;704.0;?;926.0;266.0
361.0;993.0;-735.0;466.0;346.0;700.0;-942.0;906.0;294.0
388.0;986.0;-725.0;436.0;339.0;674.0;-928.0;905.0;315.0
375.0;993.0;-732.0;387.0;313.0;692.0;-922.0;924.0;297.0
372.0;1001.0;-731.0;411.0;306.0;628.0;-904.0;?;268.0
303.0;1041.0;-728.0;383.0;339.0;678.0;-907.0;896.0;271.0
312.0;1006.0;-734.0;356.0;424.0;716.0;-897.0;868.0;237.0
?;1120.0;?;382.0;260.0;674.0;-919.0;932.0;224.0
297.0;927.0;-726.0;513.0;302.0;704.0;-941.0;786.0;272.0
182.0;1033.0;-644.0;508.0;277.0;749.0;-919.0;870.0;335.0
?;1110.0;-887.0;342.0;284.0;792.0;-1032.0;1028.0;272.0
258.0;1089.0;-754.0;440.0;276.0;667.0;-903.0;892.0;230.0
219.0;1034.0;-784.0;400.0;379.0;798.0;-962.0;989.0;227.0
221.0;1080.0;-828.0;466.0;399.0;782.0;-1024.0;919.0;192.0
274.0;1044.0;-709.0;472.0;390.0;710.0;-944.0;927.0;245.0
322.0;1059.0;-766.0;492.0;338.0;682.0;-976.0;948.0;320.0
338.0;1049.0;-744.0;500.0;312.0;650.0;-1001.0;953.0;340.0
257.0;1014.0;-776.0;456.0;271.0;716.0;-995.0;934.0;287.0
190.0;1041.0;-781.0;455.0;286.0;?;-995.0;933.0;272.0
215.0;1021.0;-783.0;402.0;342.0;805.0;-968.0;931.0;278.0
245.0;1046.0;-764.0;388.0;?;933.0;-952.0;905.0;247.0
256.0;1014.0;-756.0;434.0;498.0;577.0;-963.0;913.0;245.0
279.0;1061.0;-723.0;519.0;456.0;-916.0;-961.0;904.0;305.0
307.0;1026.0;-707.0;506.0;426.0;913.0;-979.0;917.0;321.0
382.0;1453.0;-689.0;739.0;-426.0;414.0;-980.0;911.0;422.0
327.0;908.0;-720.0;136.0;262.0;879.0;-979.0;906.0;418.0
121.0;970.0;-1093.0;-197.0;?;669.0;-1061.0;854.0;213.0
480.0;977.0;-764.0;597.0;498.0;831.0;-995.0;925.0;-509.0
373.0;954.0;-677.0;477.0;524.0;674.0;-942.0;936.0;286.0
374.0;860.0;-704.0;518.0;553.0;660.0;-974.0;824.0;?
398.0;980.0;-606.0;556.0;497.0;835.0;-913.0;761.0;413.0
407.0;739.0;-511.0;624.0;385.0;720.0;-818.0;747.0;496.0
423.0;790.0;-551.0;528.0;353.0;712.0;-845.0;697.0;433.0
133.0;848.0;-554.0;526.0;456.0;830.0;-807.0;651.0;406.0
240.0;954.0;-496.0;611.0;361.0;873.0;-705.0;650.0;371.0
357.0;1008.0;-485.0;477.0;428.0;906.0;-703.0;742.0;370.0
513.0;1104.0;-596.0;398.0;380.0;845.0;-803.0;852.0;322.0
668.0;1111.0;-646.0;442.0;374.0;1032.0;-846.0;874.0;223.0
662.0;1154.0;-693.0;408.0;363.0;817.0;-891.0;965.0;256.0
529.0;1216.0;-783.0;406.0;?;486.0;-989.0;960.0;281.0
401.0;1185.0;-765.0;477.0;386.0;749.0;-1007.0;979.0;284.0
418.0;1170.0;-848.0;549.0;42.0;683.0;-1080.0;1137.0;325.0
354.0;1290.0;-913.0;270.0;49.0;871.0;-1171.0;1057.0;272.0
403.0;1222.0;-948.0;175.0;154.0;786.0;-1102.0;1120.0;185.0
191.0;1166.0;-1033.0;149.0;647.0;773.0;-1154.0;1133.0;-13.0
292.0;1063.0;-1040.0;78.0;541.0;615.0;?;1175.0;-169.0
530.0;1106.0;-914.0;712.0;257.0;667.0;-1104.0;910.0;47.0
137.0;1132.0;-541.0;909.0;145.0;681.0;-1096.0;860.0;594.0
9.0;1102.0;-664.0;548.0;118.0;649.0;-1059.0;969.0;590.0
166.0;1088.0;-825.0;244.0;121.0;622.0;-1021.0;996.0;167.0
222.0;1051.0;-858.0;251.0;172.0;611.0;-1026.0;999.0;?
219.0;1074.0;-859.0;282.0;164.0;631.0;-1027.0;998.0;-50.0
199.0;1126.0;-822.0;328.0;128.0;634.0;-991.0;957.0;6.0
158.0;1078.0;-809.0;365.0;147.0;688.0;-993.0;?;74.0
156.0;1091.0;-848.0;337.0;210.0;713.0;-1044.0;986.0;59.0
133.0;1101.0;-802.0;374.0;244.0;680.0;-1009.0;937.0;10.0
230.0;1117.0;-773.0;385.0;171.0;702.0;-982.0;939.0;17.0
239.0;1140.0;-731.0;425.0;188.0;704.0;-1003.0;921.0;?
200.0;1129.0;-753.0;469.0;107.0;674.0;-1010.0;944.0;11.0
164.0;1131.0;?;408.0;97.0;662.0;-1026.0;951.0;-1.0
98.0;1111.0;-798.0;383.0;69.0;647.0;-1003.0;964.0;-45.0
160.0;1113.0;-794.0;392.0;93.0;668.0;-987.0;992.0;-102.0
154.0;1120.0;-801.0;371.0;84.0;715.0;-997.0;930.0;-108.0
121.0;1060.0;-756.0;368.0;33.0;660.0;-979.0;980.0;-117.0
207.0;1123.0;-830.0;360.0;-33.0;512.0;-1044.0;990.0;-119.0
192.0;1078.0;-788.0;350.0;-42.0;626.0;-977.0;949.0;-138.0
270.0;1124.0;-796.0;292.0;-98.0;562.0;-950.0;1027.0;-222.0
274.0;1123.0;-816.0;211.0;-5.0;?;-946.0;1009.0;-281.0
200.0;1102.0;-833.0;222.0;-73.0;513.0;-934.0;1014.0;-296.0
130.0;1073.0;-898.0;305.0;-67.0;513.0;-974.0;982.0;-296.0
127.0;1047.0;-812.0;239.0;-87.0;577.0;-922.0;1019.0;-222.0
?;1067.0;-874.0;241.0;-133.0;540.0;-940.0;942.0;-311.0
170.0;1088.0;?;186.0;-109.0;589.0;-895.0;959.0;-301.0
138.0;1100.0;-864.0;150.0;-127.0;522.0;?;1014.0;-328.0
179.0;1100.0;-864.0;199.0;-158.0;533.0;-897.0;989.0;-366.0
186.0;1097.0;-881.0;159.0;-156.0;502.0;-922.0;1019.0;?
193.0;1068.0;-881.0;158.0;-136.0;505.0;-920.0;1023.0;-361.0
202.0;1071.0;-905.0;104.0;-157.0;515.0;-917.0;1038.0;-392.0
180.0;1068.0;-901.0;182.0;-177.0;510.0;-919.0;1014.0;-385.0
156.0;1069.0;-881.0;122.0;-202.0;463.0;-901.0;1009.0;-360.0
167.0;1072.0;-895.0;103.0;-186.0;481.0;-900.0;999.0;-390.0
148.0;1084.0;-902.0;99.0;-193.0;?;-894.0;1017.0;-400.0
157.0;1091.0;-904.0;97.0;-221.0;500.0;-895.0;999.0;-409.0
169.0;1088.0;-888.0;106.0;-187.0;490.0;-887.0;1018.0;-397.0
141.0;1083.0;-918.0;88.0;-180.0;522.0;-896.0;?;-415.0
191.0;1045.0;-921.0;83.0;-200.0;564.0;-898.0;1029.0;-420.0
197.0;1103.0;-893.0;86.0;-169.0;?;-877.0;986.0;-425.0
135.0;1117.0;-901.0;103.0;-130.0;516.0;-895.0;1006.0;-399.0
170.0;1090.0;-906.0;96.0;-211.0;493.0;-880.0;1039.0;-404.0
171.0;1072.0;-928.0;147.0;-191.0;462.0;-935.0;1028.0;-393.0
115.0;?;-898.0;90.0;-138.0;549.0;-917.0;1018.0;-383.0
189.0;1060.0;-922.0;74.0;-128.0;563.0;-882.0;1023.0;-441.0
183.0;1064.0;-890.0;100.0;-126.0;584.0;-870.0;952.0;-410.0
168.0;1090.0;-854.0;125.0;-88.0;624.0;?;978.0;-369.0
186.0;1093.0;?;159.0;?;615.0;-884.0;998.0;-359.0
165.0;1113.0;-866.0;173.0;-55.0;664.0;-904.0;1006.0;-344.0
182.0;1138.0;-856.0;198.0;-22.0;555.0;-913.0;994.0;-325.0
192.0;1091.0;-852.0;215.0;59.0;680.0;-930.0;979.0;?
219.0;1159.0;-855.0;251.0;-55.0;596.0;-947.0;990.0;-265.0
181.0;1130.0;-839.0;343.0;-21.0;596.0;-958.0;933.0;-235.0
173.0;1081.0;-783.0;188.0;125.0;657.0;-939.0;1010.0;?
228.0;1101.0;-962.0;263.0;66.0;612.0;-1019.0;1032.0;-279.0
169.0;1119.0;-827.0;324.0;65.0;667.0;-954.0;952.0;-210.0
115.0;1075.0;-823.0;321.0;86.0;704.0;-989.0;988.0;-120.0
191.0;1122.0;-840.0;281.0;105.0;666.0;-992.0;1001.0;-98.0
233.0;1094.0;-843.0;288.0;156.0;?;-1007.0;968.0;-96.0
227.0;?;-814.0;342.0;158.0;715.0;-987.0;955.0;-97.0
206.0;1129.0;-798.0;367.0;170.0;639.0;-989.0;953.0;-101.0
230.0;1131.0;-800.0;361.0;203.0;651.0;-985.0;972.0;-65.0
250.0;1125.0;-829.0;374.0;226.0;737.0;-1040.0;992.0;-26.0
286.0;1106.0;-829.0;392.0;201.0;699.0;-1034.0;992.0;0.0
351.0;?;-794.0;404.0;187.0;678.0;-1031.0;924.0;23.0
252.0;1088.0;-761.0;432.0;203.0;689.0;-1011.0;934.0;67.0
222.0;1076.0;-786.0;411.0;172.0;730.0;-1009.0;971.0;62.0
242.0;1087.0;-784.0;359.0;232.0;713.0;-993.0;943.0;64.0
177.0;1083.0;-802.0;360.0;212.0;702.0;-1003.0;972.0;48.0
236.0;1075.0;-812.0;381.0;261.0;722.0;-1004.0;957.0;36.0
258.0;1064.0;-802.0;383.0;239.0;741.0;-1024.0;931.0;?
274.0;?;-773.0;405.0;315.0;788.0;-998.0;920.0;78.0
286.0;1045.0;-749.0;425.0;?;755.0;-995.0;915.0;113.0
320.0;1106.0;-737.0;433.0;323.0;879.0;-969.0;926.0;139.0
301.0;1036.0;?;406.0;322.0;477.0;-977.0;911.0;138.0
310.0;1039.0;-717.0;527.0;357.0;410.0;-970.0;877.0;153.0
338.0;1167.0;-702.0;395.0;-57.0;850.0;-970.0;909.0;203.0
?;1174.0;-705.0;632.0;116.0;603.0;-962.0;845.0;177.0
281.0;963.0;-692.0;-168.0;381.0;732.0;-956.0;1039.0;203.0
123.0;1026.0;-1180.0;76.0;329.0;669.0;-1147.0;1014.0;-341.0
373.0;924.0;-684.0;?;315.0;710.0;-881.0;850.0;-48.0
359.0;908.0;-708.0;357.0;358.0;502.0;-970.0;859.0;367.0
315.0;948.0;-684.0;407.0;384.0;698.0;-903.0;806.0;130.0
323.0;?;-603.0;445.0;373.0;683.0;?;745.0;184.0
464.0;913.0;-555.0;441.0;351.0;637.0;-832.0;?;270.0
412.0;898.0;-548.0;433.0;?;562.0;-865.0;669.0;201.0
157.0;945.0;-529.0;545.0;207.0;612.0;?;743.0;246.0
126.0;956.0;-619.0;388.0;241.0;655.0;-819.0;807.0;314.0
259.0;971.0;-681.0;300.0;228.0;826.0;?;808.0;?
349.0;1079.0;-707.0;216.0;181.0;726.0;-831.0;837.0;93.0
555.0;1108.0;-694.0;296.0;94.0;747.0;-827.0;872.0;99.0
634.0;1159.0;-704.0;324.0;41.0;615.0;-864.0;933.0;113.0
593.0;1169.0;-826.0;328.0;0.0;597.0;-970.0;1069.0;100.0
512.0;1160.0;-900.0;264.0;?;677.0;-1005.0;1064.0;27.0
464.0;1173.0;-908.0;179.0;9.0;620.0;-1052.0;1057.0;-45.0
?;1209.0;-935.0;149.0;24.0;645.0;-1054.0;1049.0;-68.0
488.0;1265.0;-945.0;204.0;15.0;707.0;-1072.0;1110.0;-64.0
425.0;?;-969.0;236.0;52.0;489.0;-1081.0;1116.0;-84.0
?;1211.0;-1003.0;204.0;73.0;379.0;-1132.0;1111.0;-80.0
436.0;?;-1020.0;163.0;23.0;235.0;-1122.0;1122.0;?
356.0;1205.0;-998.0;420.0;-72.0;330.0;-1123.0;1110.0;-62.0
204.0;1138.0;?;133.0;-169.0;714.0;-1128.0;1097.0;-23.0
89.0;1191.0;-1004.0;?;-315.0;?;-1105.0;1090.0;-70.0
?;1188.0;-1064.0;123.0;?;871.0;?;1077.0;?
16.0;1221.0;-1062.0;-20.0;260.0;569.0;-1094.0;1175.0;-161.0
284.0;1231.0;-1083.0;134.0;78.0;664.0;-1079.0;1083.0;-418.0
481.0;1155.0;-865.0;587.0;159.0;454.0;-1027.0;1005.0;34.0
119.0;1102.0;-810.0;492.0;-113.0;482.0;-1135.0;1078.0;174.0
282.0;1060.0;-930.0;300.0;9.0;510.0;-1117.0;1032.0;105.0
330.0;1081.0;-868.0;242.0;-76.0;549.0;-1070.0;1032.0;69.0
175.0;1080.0;-943.0;82.0;44.0;573.0;-1018.0;984.0;-117.0
156.0;1122.0;-890.0;238.0;-55.0;564.0;-944.0;1000.0;-79.0
48.0;1144.0;-909.0;236.0;29.0;562.0;-987.0;988.0;-1.0
183.0;1114.0;-876.0;197.0;?;538.0;-992.0;1035.0;29.0
253.0;1122.0;-934.0;166.0;?;493.0;-1049.0;1005.0;-61.0
324.0;1117.0;-897.0;193.0;?;500.0;-1037.0;1017.0;-44.0
214.0;1121.0;-900.0;172.0;-22.0;644.0;-1027.0;1008.0;-65.0
252.0;1115.0;-928.0;154.0;-25.0;542.0;-1023.0;1033.0;-68.0
197.0;1138.0;?;146.0;-153.0;502.0;-1025.0;1022.0;-58.0
243.0;1154.0;-909.0;168.0;-76.0;629.0;-1037.0;996.0;-88.0
331.0;1120.0;-927.0;127.0;-169.0;615.0;-1006.0;?;-96.0
