InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Body_Ax
10;786;-164;-158;10;-581.0;-871.0;582.0;119;-196;306
0;799;-180;-159;0;-257.0;-22.0;300.0;1;-15;321
-9;802;-177;-159;-9;33.0;-135.0;-17.0;-9;0;300
-869;1008;-174;-152;-869;-562.0;-501.0;-952.0;-721;16;291
-1274;897;97;-77;-1274;341.0;309.0;-371.0;1171;-98;258
35;783;-207;-167;35;657.0;714.0;-1084.0;-95;2083;199
68;772;-155;-159;68;152.0;455.0;-983.0;-411;97;319
1;798;-178;-159;1;-246.0;-47.0;-193.0;33;-1;307
-855;583;179;-146;-855;-122.0;474.0;532.0;-167;15;411
-874;775;-176;-159;-874;120.0;1454.0;-170.0;-1293;6;331
-426;520;179;-140;-426;-8.0;476.0;-60.0;303;5;502
4;803;-176;-159;4;-92.0;94.0;-20.0;-3;2;307
16;806;-178;-156;16;217.0;-124.0;-1186.0;-8;-1;283
2;796;-176;-157;2;104.0;-513.0;119.0;-10;3;293
-384;1411;88;-155;-384;-457.0;83.0;391.0;342;-45;2726
-6;821;169;-159;-6;-1512.0;-1517.0;609.0;-21;147;261
-670;696;171;-177;-670;236.0;-264.0;-20.0;-696;0;189
-858;509;152;-154;-858;390.0;547.0;-74.0;-196;313;83
46;811;173;-163;46;203.0;264.0;29.0;-10;88;263
16;801;-156;-159;16;-188.0;169.0;410.0;9;3;314
-19;802;-178;-156;-19;-211.0;1261.0;75.0;9;-2;280
-34;799;-174;-161;-34;-348.0;79.0;-46.0;-22;3;294
40;802;-175;-158;40;652.0;643.0;-105.0;4;-3;291
-52;612;-172;-163;-52;173.0;491.0;-538.0;-1396;-17;105
-37;800;-176;-159;-37;297.0;199.0;219.0;14;0;312
12;807;-177;-159;12;-87.0;143.0;92.0;-6;-6;305
-2;803;-176;-159;-2;11.0;128.0;57.0;24;-2;305
-8;804;-176;-159;-8;55.0;91.0;-49.0;-34;-1;309
-13;807;-178;-146;-13;-621.0;100.0;502.0;32;56;264
14;732;177;-163;14;-283.0;-1567.0;136.0;42;-12;289
-6;792;162;-159;-6;1088.0;-162.0;-720.0;-49;84;327
-8;799;-178;-146;-8;-808.0;-391.0;441.0;-21;40;269
-14;787;-176;-156;-14;19.0;-154.0;152.0;-5;7;298
798;879;-178;-77;798;227.0;-383.0;1267.0;646;-32;40
345;673;-176;-95;345;-201.0;-209.0;1119.0;341;153;61
-1346;701;-170;-166;-1346;-63.0;395.0;-333.0;-1598;-33;-93
15;801;-178;-159;15;-615.0;169.0;1600.0;9;1;305
64;795;173;-155;64;793.0;434.0;-219.0;-21;-47;269
-355;713;166;-152;-355;-754.0;-391.0;804.0;-364;22;654
-8;803;166;-153;-8;435.0;199.0;10.0;-35;-4;251
5;799;-177;-156;5;-88.0;39.0;-158.0;21;8;291
53;799;-180;-157;53;-77.0;-645.0;59.0;-22;3;265
-203;681;-173;-159;-203;25.0;187.0;-293.0;146;93;363
23;800;-21;-164;23;68.0;-377.0;322.0;-55;-26;294
-942;530;-3;-152;-942;-176.0;-433.0;579.0;-345;7;316
-749;1188;-176;-76;-749;770.0;761.0;522.0;551;3;-397
-171;689;176;-160;-171;102.0;-179.0;-80.0;84;2;312
1080;1137;-176;-158;1080;-159.0;-393.0;-183.0;-1486;-113;231
-589;768;-177;-15;-589;-158.0;-804.0;856.0;579;-6;8
-559;855;178;-161;-559;433.0;-423.0;129.0;123;-34;181
4;801;-180;-174;4;-737.0;-171.0;130.0;0;-17;264
-37;802;-178;-156;-37;466.0;178.0;1497.0;0;4;278
-35;808;-174;-161;-35;7.0;-127.0;63.0;22;6;279
19;802;-177;-159;19;116.0;252.0;-37.0;-19;-4;297
-8;794;-179;-162;-8;-204.0;-18.0;24.0;-9;-2;274
-19;810;-176;-161;-19;-623.0;135.0;193.0;-29;-3;241
-109;739;-174;-155;-109;-245.0;-188.0;163.0;219;13;265
33;809;-179;-146;33;359.0;-562.0;-247.0;9;-56;259
-6;794;-176;-157;-6;122.0;90.0;-15.0;-14;-3;274
-44;801;-176;-159;-44;87.0;96.0;-59.0;-5;-3;303
14;809;-179;-157;14;-134.0;110.0;67.0;11;5;267
-38;796;-179;-162;-38;-4.0;80.0;-21.0;2;2;275
-5;809;172;-166;-5;-250.0;-73.0;-546.0;18;-125;291
11;805;164;-174;11;1.0;-123.0;59.0;2;2;262
41;810;-176;-161;41;-493.0;556.0;82.0;-30;7;241
248;783;177;-178;248;-515.0;-564.0;563.0;-923;-94;118
1;56;-176;-133;1;-39.0;10.0;31.0;1;-1;223
-4245;509;-179;146;-4245;-747.0;-514.0;267.0;935;-54;51
-48;806;173;-170;-48;-32.0;297.0;12.0;-2;-2;259
316;603;-171;159;316;46.0;-631.0;-335.0;-1605;-618;17
-23;799;-177;-159;-23;-229.0;-441.0;-74.0;-15;-3;310
-48;798;-177;-157;-48;1539.0;329.0;95.0;63;330;295
-25;814;-177;-160;-25;74.0;-21.0;25.0;10;-11;242
103;802;-177;-165;103;-415.0;-287.0;657.0;-17;27;256
-49;773;148;-177;-49;187.0;-133.0;-131.0;-42;7;323
-29;803;-177;-156;-29;35.0;291.0;-60.0;31;-2;264
-1578;894;-185;-156;-1578;-619.0;21.0;262.0;997;28;130
212;854;-173;-172;212;270.0;-428.0;1.0;980;121;-65
7;792;-176;-156;7;394.0;95.0;-123.0;8;-2;295
33;811;-176;-161;33;-320.0;-148.0;-210.0;-17;-145;257
-113;776;173;-155;-113;-144.0;88.0;-35.0;6;-4;235
72;785;-175;-156;72;504.0;-204.0;-345.0;-61;1;315
5;801;-172;-163;5;241.0;-247.0;116.0;-68;-68;237
-11;802;167;-162;-11;-89.0;1340.0;-633.0;5;-43;298
11;784;129;-156;11;1992.0;417.0;-1154.0;-8;-29;248
-26;800;-176;-159;-26;-72.0;72.0;90.0;8;-3;308
-1973;812;-167;-142;-1973;338.0;453.0;-664.0;-24;-315;249
1;44;-177;-132;1;181.0;111.0;-15.0;-20;4;220
32;805;164;-174;32;-382.0;-104.0;-3.0;9;7;257
-35;803;-173;-162;-35;65.0;-104.0;-59.0;-12;5;266
11;808;171;-164;11;13.0;387.0;-411.0;13;12;260
-39;809;-177;-155;-39;-15.0;-116.0;-42.0;-30;-1;263
-11;795;-178;-163;-11;-46.0;317.0;38.0;-23;3;273
-12;758;-176;-160;-12;-201.0;161.0;-16.0;-36;-5;302
888;785;158;-148;888;-586.0;-481.0;517.0;1242;114;503
-2;812;174;-156;-2;-120.0;158.0;-147.0;-5;-2;250
-5;45;-177;-131;-5;-89.0;401.0;46.0;-16;-2;222
55;820;-173;-162;55;364.0;1093.0;-51.0;41;-1;253
