Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay
-90.0;-38;?;337.0;-749.0;27;25;663
-125.0;-41;20;395.0;?;18;30;676
-87.0;-41;7;418.0;-769.0;20;19;669
-107.0;-56;2;382.0;-760.0;25;9;658
?;-39;3;382.0;-781.0;20;52;673
-112.0;?;-26;406.0;-801.0;17;57;674
-113.0;-8;?;350.0;-781.0;16;30;672
-91.0;3;-55;365.0;-765.0;26;27;670
-91.0;-6;-42;394.0;-788.0;32;27;661
-101.0;16;-10;381.0;-768.0;?;27;657
-122.0;25;-4;347.0;-800.0;32;27;647
-157.0;0;72;365.0;-760.0;25;28;649
-137.0;-54;66;355.0;-755.0;12;26;670
-129.0;-83;6;337.0;-848.0;13;31;677
-80.0;-75;32;362.0;-879.0;10;16;677
-40.0;-77;?;382.0;?;12;-46;677
-95.0;-62;0;350.0;-929.0;?;?;670
-105.0;-21;25;345.0;-929.0;18;-71;672
-129.0;14;42;331.0;-940.0;16;-8;675
-85.0;28;48;330.0;-920.0;?;-111;669
-110.0;20;42;376.0;-908.0;18;-232;673
-88.0;-17;23;432.0;-863.0;17;-567;677
-37.0;-23;23;447.0;?;17;-644;676
-44.0;15;16;407.0;-799.0;16;-320;680
-55.0;-10;15;436.0;-743.0;18;-1205;676
-64.0;-20;27;453.0;-763.0;25;-641;?
-74.0;5;20;457.0;-813.0;23;574;683
-82.0;-26;-9;408.0;-742.0;13;514;691
-69.0;-31;-24;436.0;-730.0;12;1917;684
-99.0;11;6;380.0;-687.0;13;2463;681
-121.0;17;9;340.0;-760.0;17;2204;681
-79.0;45;18;387.0;-765.0;21;1713;671
-71.0;?;6;448.0;-734.0;14;236;682
-81.0;-12;-10;484.0;-745.0;10;-186;685
-61.0;84;?;510.0;-642.0;13;-170;673
-39.0;-109;-23;472.0;-649.0;13;-106;692
-54.0;127;-8;456.0;-598.0;18;32;673
?;-263;-137;?;-640.0;0;-28;?
-72.0;-237;-742;420.0;-638.0;-74;10;755
-81.0;-882;-861;339.0;-607.0;-21;-11;797
-99.0;-5177;-444;281.0;-570.0;185;-5;1089
-175.0;-6903;-511;333.0;-537.0;220;20;1241
-161.0;-5007;93;385.0;-527.0;173;14;1086
-65.0;-3743;748;358.0;-510.0;37;32;910
-59.0;?;503;337.0;-515.0;-38;36;830
4.0;-2934;472;212.0;?;30;36;758
7.0;-3020;121;?;-504.0;1;?;700
-64.0;-3615;-247;248.0;-465.0;117;?;809
-164.0;-4270;-261;294.0;-461.0;138;57;635
-231.0;-3770;15;266.0;-414.0;332;66;868
-195.0;-1076;626;204.0;?;?;58;546
-134.0;1878;940;149.0;-403.0;-51;10;398
-79.0;1699;939;127.0;-472.0;-1220;-63;2224
-122.0;415;439;148.0;?;-486;6;1671
-221.0;?;58;84.0;-425.0;210;-168;?
-84.0;66;137;14.0;-481.0;-48;-240;821
-80.0;77;?;152.0;-556.0;37;-548;651
-91.0;37;32;322.0;-486.0;30;-1584;643
-102.0;1;50;500.0;?;-12;-2367;725
-105.0;32;28;669.0;-559.0;42;-2500;620
-51.0;-2;-1;587.0;-531.0;1;-415;703
-33.0;3;-20;416.0;-593.0;25;2072;654
-57.0;13;14;134.0;-579.0;21;2070;668
-87.0;0;36;117.0;?;21;2004;?
-25.0;0;24;11.0;-498.0;14;60;672
162.0;-42;23;?;-504.0;16;60;670
13.0;-48;24;3.0;-519.0;16;35;667
139.0;-68;34;77.0;-508.0;15;27;665
286.0;-221;34;131.0;-505.0;17;-1;?
76.0;-124;35;171.0;-462.0;34;9;651
-9.0;-546;23;171.0;-454.0;-3;5;?
-64.0;-1216;-34;105.0;-458.0;1;-34;673
-28.0;-1270;-115;117.0;-480.0;65;-46;615
19.0;-1323;-95;82.0;-510.0;19;-64;652
-55.0;-1482;-42;59.0;-478.0;-21;-38;716
-60.0;-1795;-184;28.0;-505.0;21;-8;652
38.0;-1807;-339;12.0;-508.0;-35;-29;763
-122.0;-1598;-482;35.0;-555.0;-110;-62;955
-97.0;-1311;-480;68.0;-551.0;-26;-51;890
-109.0;-883;-52;89.0;-551.0;127;-15;745
-40.0;-976;313;58.0;-556.0;167;-30;685
-4.0;-894;344;98.0;-531.0;?;-27;769
1.0;-804;312;129.0;-554.0;-14;-3;786
42.0;-1029;355;124.0;-558.0;30;24;740
70.0;-988;?;155.0;-543.0;19;14;?
57.0;-1082;264;161.0;-552.0;-40;?;735
36.0;-1227;335;185.0;-536.0;-89;71;766
-29.0;?;304;?;-325.0;17;59;648
-56.0;-1601;197;185.0;-384.0;37;-10;585
-64.0;-1623;211;225.0;-603.0;-12;17;632
-81.0;-1505;93;247.0;-620.0;52;?;527
-116.0;-1420;-5;248.0;-509.0;47;14;512
?;-1423;82;268.0;-477.0;40;33;567
-168.0;?;-260;280.0;-472.0;8;-14;515
-155.0;-1573;-605;297.0;-470.0;-65;2;824
-166.0;-1420;-1026;286.0;-469.0;77;-46;680
-175.0;-1333;-1159;322.0;?;175;-63;918
-211.0;-1488;-986;331.0;-541.0;275;-31;1331
-178.0;-913;-841;312.0;-486.0;17;-187;243
-150.0;-745;1655;?;-531.0;-1428;-24;1603
-194.0;-538;2131;358.0;-675.0;-1492;-687;2677
-201.0;132;?;348.0;?;-114;-1429;830
-243.0;61;109;?;-479.0;21;-1724;637
-280.0;134;237;395.0;-552.0;-39;-3002;765
-249.0;206;-42;440.0;-466.0;50;-3207;586
-299.0;112;79;369.0;-531.0;-31;-2342;745
-228.0;106;-89;396.0;-650.0;48;-36;611
-218.0;-42;70;276.0;-746.0;20;1830;655
-258.0;-40;71;250.0;-549.0;25;?;656
-294.0;-43;82;165.0;-547.0;?;1506;641
-283.0;-72;78;128.0;-510.0;9;2613;671
-215.0;-71;-30;93.0;-537.0;15;2589;678
-231.0;-106;-39;58.0;-482.0;14;3114;667
-129.0;-67;-20;155.0;-545.0;16;?;656
-153.0;-17;8;300.0;-495.0;22;4079;653
-144.0;-45;?;187.0;-492.0;?;4143;662
-162.0;-19;89;263.0;-468.0;17;4163;663
-269.0;5;115;341.0;-463.0;30;4375;655
-264.0;-43;139;194.0;-500.0;8;3125;675
-226.0;-78;172;758.0;-518.0;19;1333;666
-237.0;-70;279;430.0;-579.0;14;-92;662
-311.0;-35;627;?;?;-24;-2204;634
-233.0;17;1417;109.0;-680.0;96;-1974;501
?;103;2445;-150.0;-675.0;-17;-1596;649
-300.0;-189;3588;-271.0;-740.0;122;-2150;527
-302.0;-751;5163;-21.0;?;-41;-856;793
-282.0;-586;6173;206.0;-580.0;-1006;-97;1882
-161.0;-121;5833;83.0;-624.0;-1062;-13;2010
?;-399;4634;46.0;-659.0;-600;85;1694
-14.0;-628;1446;-51.0;-638.0;278;-56;884
-72.0;-627;-1568;-82.0;-669.0;1087;20;30
80.0;-880;-1737;-148.0;-593.0;734;-19;385
157.0;-883;-1870;-111.0;-497.0;639;-87;480
?;-430;?;-53.0;-506.0;635;-38;417
-476.0;646;-4190;?;?;296;-97;673
358.0;1375;-4157;-167.0;-466.0;180;-161;679
-96.0;1612;-3510;-110.0;?;-154;-126;1010
-379.0;1676;-3423;-131.0;-450.0;?;-146;1349
?;1500;-3497;-114.0;-443.0;-731;-179;1351
-33.0;1803;-3751;-69.0;-398.0;-988;-273;1948
60.0;1758;-4109;-14.0;-455.0;-1185;-449;2319
256.0;2313;-4013;107.0;-480.0;1641;-526;1864
213.0;1194;?;161.0;-500.0;1956;-844;1793
64.0;-1373;2006;562.0;-504.0;-127;-1074;841
31.0;-615;3832;540.0;-616.0;1235;-1744;-181
-5.0;?;4212;227.0;-713.0;-222;-3773;1271
24.0;-634;2200;23.0;-652.0;-1243;-4945;1578
-110.0;-34;143;-160.0;-563.0;420;?;555
-114.0;?;289;-204.0;-699.0;-85;-6723;783
-66.0;-10;168;-329.0;-715.0;-19;-4830;680
-87.0;?;74;-201.0;-601.0;90;-1860;632
-154.0;1;124;-236.0;-558.0;-66;446;713
-59.0;86;45;-199.0;-550.0;78;1231;627
-5.0;81;95;-173.0;-531.0;-30;2115;704
30.0;67;?;-135.0;-479.0;26;3616;663
5.0;-2;61;-98.0;-490.0;28;3978;667
-90.0;22;69;-104.0;-480.0;28;4202;666
-135.0;37;40;-125.0;-490.0;20;4376;675
-90.0;-9;93;?;-488.0;18;4778;681
-360.0;-32;42;364.0;-449.0;17;4219;676
-280.0;-61;127;812.0;-464.0;24;3763;654
116.0;-95;301;1641.0;-471.0;13;3801;674
-51.0;-106;493;1039.0;-528.0;-5;307;693
-424.0;-135;1236;160.0;-614.0;47;-2456;568
-464.0;-146;1886;927.0;?;-45;-1856;667
-251.0;-184;3426;832.0;-873.0;136;-2386;421
-301.0;-1354;5651;-662.0;-648.0;-56;-2914;697
-363.0;-3171;6627;-272.0;?;?;?;2202
-440.0;-3237;6042;-71.0;-787.0;-1863;-93;2843
-481.0;?;?;3.0;-706.0;-1091;16;2478
-494.0;-779;-1292;-72.0;-692.0;229;13;1220
-441.0;-240;-2019;71.0;-561.0;951;-27;226
-451.0;196;-2809;68.0;-501.0;717;-14;564
-225.0;1009;-3995;72.0;-530.0;593;-31;?
-326.0;1598;-4360;98.0;-519.0;370;-5;576
117.0;1813;-4327;200.0;-504.0;85;19;984
-434.0;1501;-4829;142.0;-467.0;174;-75;741
275.0;?;-4183;112.0;-452.0;217;-88;762
480.0;1659;-3452;82.0;-426.0;-442;-151;1086
333.0;1738;-3970;?;-433.0;-918;-243;1484
-1403.0;3312;-3258;56.0;-471.0;-783;-192;2334
-155.0;1776;-3339;-8.0;-496.0;?;-398;2690
69.0;-285;-2567;86.0;-529.0;2279;-559;3180
-386.0;-1346;-757;131.0;-451.0;1798;-1198;?
-349.0;-1877;-45;916.0;-535.0;-2013;-1784;-1725
7.0;1011;3020;902.0;-760.0;-948;-1679;814
-108.0;722;4542;456.0;-692.0;-1585;-3229;3024
-131.0;-816;1942;-392.0;-757.0;-1643;-5107;1481
-6.0;-69;196;-157.0;-616.0;417;-5242;618
-19.0;-194;223;-299.0;-613.0;-189;-4312;709
-8.0;36;191;-388.0;-656.0;-1;-2268;676
56.0;118;122;-334.0;-601.0;94;-558;673
14.0;0;146;-305.0;-551.0;-88;309;687
35.0;70;62;-235.0;-509.0;101;1634;650
-9.0;3;68;-145.0;-505.0;-19;2118;662
50.0;3;61;-147.0;-496.0;29;2258;660
-32.0;-53;45;-257.0;-458.0;13;3661;677
-233.0;-113;40;-398.0;-430.0;12;3995;677
-105.0;-160;9;-246.0;-401.0;23;?;667
-135.0;-142;53;-346.0;-423.0;9;?;678
-276.0;-13;63;932.0;-401.0;19;?;670
412.0;-30;130;1535.0;-422.0;19;3341;669
522.0;-26;219;1897.0;-455.0;20;3693;669
-85.0;42;?;158.0;-497.0;26;376;644
-722.0;-180;1084;1014.0;-500.0;-2;-2167;598
-306.0;-23;1594;1403.0;-640.0;97;-3116;462
-190.0;-582;3181;130.0;-741.0;-5;-3609;?
-179.0;-1744;5586;-885.0;-661.0;168;-1544;?
-373.0;-2539;6346;-18.0;-716.0;-37;-93;769
-528.0;-3694;6156;116.0;-673.0;-1325;10;?
-536.0;-2729;4384;-33.0;-624.0;-718;23;1804
-338.0;-542;454;1.0;-645.0;849;-26;370
-423.0;16;-1860;79.0;-633.0;1021;-7;147
-518.0;472;-2437;-40.0;-494.0;796;?;372
?;?;-3071;-2.0;-461.0;717;-10;409
-123.0;689;-2970;63.0;-465.0;801;-24;366
-122.0;1723;?;13.0;-472.0;430;15;547
-300.0;2836;-4508;9.0;-447.0;181;-14;733
723.0;2238;-3822;71.0;-412.0;?;-26;1267
552.0;1280;-4359;56.0;-419.0;-1116;-36;1797
-601.0;1469;-3552;117.0;-420.0;-720;-4;1820
-1259.0;2366;-2600;180.0;-409.0;-1040;81;2607
467.0;2320;-4422;146.0;-416.0;817;-85;2766
-303.0;1592;-1238;152.0;-487.0;2604;145;?
-293.0;384;3337;147.0;-423.0;1256;-137;-538
-209.0;-1083;3470;846.0;-489.0;103;-435;-100
-50.0;-979;4080;1773.0;-656.0;-347;?;903
-228.0;-199;1749;357.0;?;-279;-2241;942
8.0;-73;-302;-129.0;-606.0;-48;-3817;771
3.0;-76;448;-35.0;-520.0;-80;-4573;785
-99.0;32;7;-295.0;-620.0;25;-4411;675
11.0;55;132;-312.0;-592.0;14;-3589;687
73.0;?;69;-364.0;-598.0;11;-3827;692
16.0;-1;-53;-378.0;-637.0;25;-940;675
-157.0;16;122;-355.0;-567.0;1;1469;704
-169.0;44;19;-316.0;-521.0;5;1573;697
12.0;68;29;-304.0;-509.0;?;2980;693
39.0;66;24;?;-491.0;15;3326;693
-79.0;52;15;-162.0;-522.0;24;3453;?
-26.0;68;-21;83.0;-536.0;?;4263;683
0.0;9;-55;?;-596.0;17;3271;683
-322.0;-37;-26;1511.0;-598.0;19;1026;680
180.0;9;16;1687.0;-561.0;14;-35;690
437.0;?;24;352.0;-564.0;16;-2;693
-345.0;-29;14;-5.0;-563.0;20;40;683
-747.0;-6;2;1055.0;-509.0;17;-174;685
-585.0;?;-25;331.0;-542.0;18;-376;684
-282.0;-16;-23;-121.0;-556.0;18;-283;680
-362.0;-37;27;-258.0;-594.0;19;-208;678
-427.0;-19;7;-84.0;-477.0;20;-159;675
?;-2;-49;49.0;-570.0;19;164;680
-571.0;-22;9;-76.0;-513.0;24;402;677
-539.0;-19;22;2.0;-542.0;20;388;678
-592.0;-5;-31;-10.0;-533.0;16;404;682
-491.0;-17;-18;-21.0;-530.0;22;485;679
-80.0;-17;0;-18.0;?;18;590;684
-337.0;-8;6;9.0;-481.0;17;686;680
-9.0;3;-16;105.0;-416.0;17;736;678
573.0;21;-15;165.0;-394.0;12;687;685
515.0;?;-31;215.0;-497.0;16;?;680
?;-5;-38;217.0;-424.0;19;691;677
?;21;29;23.0;-473.0;16;266;675
-387.0;?;0;-126.0;-505.0;18;47;673
-171.0;10;-27;-226.0;-398.0;10;81;684
-178.0;42;-1;?;-400.0;15;20;677
-307.0;33;-14;-84.0;-413.0;25;1;664
-11.0;-39;-21;3.0;-392.0;17;5;673
-40.0;-52;-22;-30.0;-380.0;18;-8;674
-99.0;-14;-4;-68.0;-419.0;?;31;672
-126.0;-11;-5;-88.0;-389.0;17;-25;677
-144.0;-34;-27;-98.0;-414.0;20;-60;675
-55.0;-21;-16;-77.0;-402.0;19;-9;677
-15.0;-17;2;-56.0;-375.0;20;-44;671
85.0;-61;18;-51.0;-406.0;20;-50;658
196.0;-60;60;-78.0;-388.0;16;-24;669
233.0;-36;90;-83.0;-391.0;15;-26;681
117.0;-57;68;-45.0;-423.0;15;-22;674
?;-35;87;-23.0;-386.0;16;-25;678
-52.0;24;111;-24.0;-346.0;23;-23;?
-42.0;28;?;-37.0;-373.0;24;0;672
-56.0;17;190;-44.0;-295.0;10;22;697
47.0;15;189;?;-310.0;?;-3;681
62.0;40;165;-78.0;-323.0;26;-26;670
40.0;79;270;-32.0;-270.0;20;-11;699
?;67;268;-32.0;-290.0;?;-22;694
-12.0;73;177;?;-280.0;29;?;704
2.0;120;150;21.0;-293.0;10;-15;728
15.0;67;103;71.0;-304.0;20;-29;712
12.0;49;100;69.0;-341.0;4;-59;718
18.0;3;118;?;-327.0;18;-52;718
21.0;-1;?;116.0;-333.0;20;-53;714
-3.0;?;34;145.0;-348.0;-20;-36;740
19.0;-487;-322;148.0;-344.0;21;12;721
31.0;-943;-1018;143.0;-393.0;-191;5;855
4.0;?;-1382;143.0;-429.0;-8;-14;1016
0.0;-3150;-1076;149.0;-414.0;222;-14;1195
-25.0;-3417;-770;153.0;?;28;-32;1275
-45.0;-2827;-494;170.0;-479.0;247;-26;1002
-48.0;?;272;202.0;-442.0;-189;-14;1065
-60.0;-1870;400;216.0;-440.0;-413;13;998
-53.0;-1456;306;235.0;-437.0;19;8;713
-94.0;-1712;576;283.0;-437.0;-93;-22;802
-99.0;-1433;260;327.0;-482.0;-138;-4;808
-129.0;-1121;148;297.0;-465.0;-123;-25;763
-95.0;-1681;148;309.0;-457.0;29;-22;711
-89.0;-1317;-260;321.0;-449.0;-106;26;739
-78.0;-2108;-361;335.0;-448.0;-248;20;871
-91.0;-3377;-415;310.0;?;1;-4;654
-92.0;-3901;-320;307.0;-456.0;-215;-4;825
-141.0;-4786;380;312.0;-436.0;18;-1;1020
-185.0;1;713;335.0;-461.0;601;-16;66
-209.0;3201;626;310.0;-430.0;0;-25;578
?;509;529;317.0;-506.0;-470;-27;1514
-219.0;291;225;317.0;-402.0;2;-54;647
-199.0;306;130;421.0;-369.0;44;-73;586
-79.0;-56;100;456.0;-421.0;-41;-51;767
-146.0;226;40;473.0;-428.0;54;-3;584
-187.0;23;42;431.0;-411.0;10;33;693
-118.0;30;9;299.0;-432.0;17;102;632
-68.0;24;34;119.0;-432.0;10;109;657
-113.0;39;41;?;?;15;261;666
-117.0;32;12;239.0;-470.0;20;920;647
-94.0;0;27;219.0;-440.0;13;1478;663
-166.0;-26;48;270.0;-421.0;20;1651;654
-269.0;-9;28;240.0;-471.0;14;1746;660
-279.0;24;2;230.0;-469.0;?;1736;666
-238.0;-5;-8;249.0;-437.0;23;?;652
-192.0;-29;-17;158.0;-418.0;18;304;653
-225.0;6;-22;?;-454.0;17;-366;659
-200.0;-11;-19;139.0;-461.0;19;-234;657
-204.0;-34;-21;-156.0;-420.0;12;-76;658
-279.0;?;-10;?;-411.0;12;-73;658
-329.0;-14;-11;?;-416.0;11;-37;655
-349.0;-11;-47;81.0;-406.0;23;?;642
-186.0;-8;?;226.0;-440.0;24;45;648
-226.0;2;27;?;-396.0;17;-34;650
-339.0;?;?;110.0;-395.0;24;-33;647
-363.0;-13;13;88.0;-396.0;23;-7;?
-333.0;-17;-13;79.0;-383.0;13;43;648
-225.0;7;-29;2.0;-383.0;-5;76;?
-188.0;-29;?;-92.0;-390.0;?;94;657
-281.0;-28;?;-139.0;-354.0;18;58;?
-274.0;-7;-47;-1.0;-364.0;25;17;645
-195.0;-17;-29;6.0;-378.0;29;27;636
57.0;5;-54;2.0;-389.0;29;-33;635
26.0;?;-30;-57.0;-380.0;?;-61;649
130.0;6;28;-27.0;-400.0;11;?;650
-259.0;30;24;-73.0;-410.0;13;-34;653
-148.0;-17;-9;-133.0;-411.0;20;-11;650
-117.0;0;19;-141.0;-438.0;19;7;648
?;-6;16;-101.0;-438.0;21;3;646
-85.0;-14;-18;-39.0;-401.0;24;17;639
-65.0;16;13;20.0;-505.0;19;4;645
-35.0;10;49;-3.0;-551.0;16;-28;652
-65.0;-7;33;-42.0;-542.0;18;-12;646
48.0;-16;14;-109.0;-588.0;20;-9;648
52.0;-8;?;-103.0;-596.0;21;-43;646
37.0;-14;16;-96.0;-576.0;16;-17;649
37.0;-32;26;-63.0;-541.0;16;30;651
-20.0;?;5;-33.0;-502.0;21;6;648
-53.0;4;2;54.0;-517.0;19;-23;650
-81.0;6;26;59.0;-540.0;15;0;653
-110.0;-1;-11;-1.0;-529.0;12;20;660
-94.0;16;-13;10.0;-509.0;17;3;659
-29.0;3;-19;8.0;-509.0;24;-24;647
-5.0;-15;-24;21.0;-497.0;24;-45;645
7.0;4;23;-17.0;-489.0;20;-24;648
?;5;-2;-20.0;-487.0;18;9;649
-54.0;5;-8;-9.0;-457.0;16;-23;655
-47.0;-5;2;24.0;-450.0;17;-30;654
?;-16;-8;40.0;-420.0;18;-25;652
-61.0;-5;30;55.0;-452.0;18;-5;654
-77.0;-16;35;68.0;-460.0;?;27;654
-90.0;-12;21;37.0;-453.0;16;-17;654
-72.0;13;31;37.0;-468.0;23;3;643
-74.0;2;2;56.0;-495.0;25;32;642
-73.0;-22;-1;60.0;-493.0;20;-7;652
-82.0;-14;36;49.0;-480.0;17;-12;651
-101.0;-6;15;25.0;-510.0;21;-4;648
-119.0;5;5;6.0;-499.0;22;22;651
-128.0;46;37;-11.0;-503.0;10;5;661
-138.0;48;46;0.0;-539.0;16;-71;660
-145.0;32;45;?;-522.0;26;-37;649
-130.0;34;31;0.0;-497.0;15;2;655
-110.0;34;13;11.0;-538.0;13;-68;658
-77.0;47;15;40.0;-520.0;17;-45;655
-84.0;18;1;29.0;-492.0;14;-1;660
-82.0;-19;15;45.0;-483.0;23;-28;658
-67.0;-10;34;44.0;-482.0;23;-12;654
-50.0;18;11;28.0;-450.0;12;18;660
-56.0;43;21;52.0;-459.0;18;18;656
-81.0;37;36;50.0;?;20;3;655
-81.0;39;36;40.0;-448.0;18;-21;660
-107.0;50;53;30.0;-470.0;24;-39;658
-136.0;75;38;11.0;-472.0;18;-27;661
-146.0;94;48;10.0;-512.0;13;-2;661
-151.0;60;62;4.0;-509.0;23;-2;660
-124.0;49;8;4.0;-527.0;21;4;667
-114.0;68;71;48.0;-541.0;12;47;655
?;72;99;2.0;-555.0;15;49;653
-102.0;13;20;10.0;-533.0;24;23;?
-99.0;-46;24;?;-528.0;?;16;667
-101.0;-13;7;-21.0;-529.0;18;-18;670
-99.0;-6;6;-29.0;-494.0;20;-30;671
-100.0;-26;44;-38.0;-518.0;17;-10;672
-99.0;-28;15;-74.0;-499.0;13;-4;678
-101.0;-37;-9;-47.0;-464.0;17;-17;672
-92.0;-26;13;-43.0;-442.0;17;-3;667
-91.0;-17;15;-56.0;-439.0;21;51;672
-99.0;-4;-3;-52.0;-450.0;19;38;670
-118.0;11;-14;?;-441.0;?;-2;669
-118.0;-3;-3;-33.0;-450.0;17;18;670
-117.0;-4;-1;-43.0;-455.0;23;11;?
-96.0;4;-9;-23.0;-499.0;25;7;661
-93.0;-6;2;-11.0;-469.0;23;61;?
?;8;-15;?;-419.0;18;38;664
-86.0;7;-11;0.0;-427.0;18;-26;661
-84.0;-26;0;-9.0;-449.0;22;-25;659
-80.0;-9;-8;11.0;-440.0;?;24;664
-121.0;14;22;12.0;-454.0;18;18;669
-113.0;-12;28;36.0;-453.0;18;-29;666
-87.0;-11;8;39.0;-457.0;19;32;663
-113.0;-6;-4;60.0;-445.0;18;18;?
-118.0;-1;-10;64.0;-429.0;18;-22;670
-133.0;15;-10;65.0;-440.0;17;30;670
-121.0;5;?;58.0;-440.0;13;-9;675
-100.0;3;-1;52.0;-440.0;15;-26;670
-128.0;8;3;?;-413.0;?;11;671
-125.0;22;2;66.0;-408.0;18;-13;673
-83.0;1;-1;32.0;-427.0;14;-35;674
-98.0;-37;?;55.0;-427.0;11;-22;674
-131.0;-19;?;50.0;-434.0;20;-13;662
?;-12;?;79.0;-445.0;?;-8;660
-109.0;-16;-10;88.0;-447.0;23;14;659
-51.0;?;-3;92.0;-421.0;24;33;658
-100.0;1;17;109.0;-405.0;17;23;?
-82.0;?;11;112.0;-413.0;19;29;663
-101.0;15;2;133.0;-414.0;20;47;661
-65.0;-4;?;101.0;-416.0;18;17;662
-91.0;9;-19;83.0;-439.0;17;-1;664
-146.0;30;-16;107.0;?;17;-5;665
-111.0;23;-10;105.0;-481.0;16;17;668
-126.0;24;-9;89.0;?;18;25;667
-183.0;9;1;107.0;-544.0;23;-4;662
-187.0;-15;-7;136.0;-546.0;14;33;666
-152.0;-9;?;133.0;-526.0;14;1;672
-173.0;-9;3;110.0;-537.0;21;-28;667
-186.0;-17;1;127.0;-572.0;23;40;660
-135.0;-16;-10;?;-551.0;21;?;662
-123.0;15;-22;91.0;-550.0;15;-13;662
-140.0;64;0;127.0;-550.0;19;5;659
-127.0;36;-13;111.0;-542.0;15;29;667
-109.0;-2;-11;128.0;-560.0;16;14;665
-120.0;19;14;121.0;-566.0;23;-34;657
-139.0;14;13;123.0;-597.0;23;-54;657
-149.0;-4;34;117.0;-592.0;34;-13;651
-127.0;?;?;137.0;-590.0;26;9;658
-152.0;-14;8;107.0;-606.0;22;-27;664
-137.0;16;26;116.0;?;38;-4;655
-154.0;-7;24;125.0;-585.0;30;23;661
-124.0;-56;24;136.0;-572.0;17;-32;667
-120.0;-31;?;153.0;-539.0;22;-33;658
-127.0;-33;6;160.0;-537.0;?;-1;665
-139.0;-21;53;140.0;-544.0;15;-16;673
-115.0;8;17;147.0;-526.0;15;-20;676
-141.0;-20;4;139.0;-531.0;17;12;677
-166.0;-27;3;118.0;-521.0;?;27;662
-117.0;-24;-32;107.0;-489.0;30;9;655
-137.0;-29;2;115.0;?;23;13;663
-177.0;-18;23;141.0;-492.0;16;14;669
-166.0;-2;-6;137.0;-508.0;19;5;668
-136.0;-8;?;117.0;-482.0;21;6;?
-138.0;-7;2;102.0;-480.0;17;-3;667
-111.0;14;-1;?;-479.0;16;-12;668
-126.0;1;9;117.0;-494.0;18;-12;669
-127.0;-4;11;96.0;?;15;15;667
-120.0;-12;-3;90.0;-485.0;17;39;666
-135.0;-24;4;120.0;-495.0;20;12;671
-113.0;2;?;93.0;-483.0;19;-21;666
-97.0;-8;-2;122.0;?;25;-3;662
-108.0;-14;0;131.0;-484.0;18;50;672
-128.0;21;38;99.0;-498.0;14;22;668
?;19;9;97.0;-494.0;14;1;664
-114.0;-7;-7;80.0;?;12;26;673
-116.0;-16;31;100.0;-512.0;21;0;668
-99.0;-16;14;86.0;-490.0;17;22;666
-113.0;-16;-10;90.0;-509.0;18;36;664
-113.0;-15;-12;70.0;-490.0;23;?;660
-101.0;-1;-19;76.0;-500.0;16;9;667
-107.0;?;14;71.0;-478.0;14;25;667
?;-6;27;85.0;?;14;-19;665
-73.0;3;-5;93.0;-492.0;13;-14;668
?;-2;0;65.0;-483.0;?;6;668
-59.0;-2;18;85.0;-473.0;19;8;666
-63.0;?;25;?;-496.0;19;3;667
-110.0;-6;12;89.0;-504.0;17;-14;667
-127.0;11;-11;89.0;?;18;2;667
?;17;?;89.0;-478.0;23;15;664
-111.0;14;-8;89.0;-489.0;22;22;662
-125.0;11;-10;91.0;-493.0;20;26;664
-118.0;-9;24;96.0;-520.0;23;14;665
?;?;-9;79.0;-485.0;21;7;663
-123.0;5;2;91.0;-488.0;17;20;666
-123.0;0;33;89.0;-500.0;15;45;669
-108.0;21;-4;106.0;-510.0;18;0;669
-125.0;33;-18;105.0;-509.0;18;-36;669
-119.0;?;5;96.0;-497.0;14;-11;669
?;4;23;107.0;-493.0;14;-32;669
-101.0;-3;36;103.0;-514.0;15;-40;667
-117.0;-4;9;92.0;-504.0;17;-13;667
-109.0;12;-19;86.0;-502.0;19;-20;666
-120.0;-7;0;107.0;-514.0;18;-5;668
-117.0;-25;12;100.0;-497.0;20;-21;668
-118.0;-7;2;109.0;-493.0;19;-54;665
-118.0;3;-1;99.0;-508.0;14;5;669
-115.0;8;15;100.0;-511.0;17;1;665
-103.0;-9;28;109.0;-509.0;18;-34;664
-99.0;-28;19;94.0;-519.0;15;-15;669
-110.0;-15;12;80.0;-501.0;22;10;662
?;-15;13;109.0;?;?;27;663
-112.0;-11;4;101.0;-499.0;15;-1;667
?;4;0;107.0;-492.0;17;7;664
-109.0;-4;2;95.0;-512.0;16;-14;666
-118.0;-34;2;102.0;-508.0;31;-27;659
-108.0;-23;13;97.0;-512.0;42;6;654
-101.0;-4;4;95.0;-506.0;18;-21;666
-109.0;-42;-13;92.0;-516.0;20;4;661
-110.0;-23;7;97.0;-493.0;24;14;661
-105.0;15;2;99.0;-511.0;16;-6;669
-103.0;-1;-24;109.0;-500.0;20;25;666
?;-6;-8;89.0;-501.0;19;?;671
-114.0;-14;-7;99.0;-505.0;17;-38;?
?;-24;-21;88.0;-505.0;20;-47;666
-117.0;-40;-14;89.0;-521.0;25;1;664
-128.0;-97;-9;93.0;-510.0;22;9;669
