InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-636.0;1102.0;373.0;132;134.0;-11;773.0;552.0;487.0;-643.0;751.0
-615.0;1100.0;370.0;135;136.0;-10;766.0;565.0;484.0;-650.0;752.0
-597.0;1094.0;370.0;155;132.0;-10;760.0;579.0;481.0;-658.0;752.0
-577.0;1088.0;367.0;136;142.0;-10;760.0;592.0;479.0;-666.0;750.0
-559.0;1078.0;370.0;205;170.0;?;764.0;601.0;482.0;-677.0;747.0
-543.0;1076.0;370.0;83;221.0;-10;769.0;607.0;486.0;-692.0;745.0
-534.0;1066.0;375.0;?;303.0;-9;775.0;609.0;488.0;-710.0;?
-527.0;1059.0;379.0;-161;396.0;-9;?;612.0;489.0;-726.0;743.0
-527.0;1051.0;379.0;-145;498.0;-9;781.0;613.0;?;-738.0;743.0
-528.0;1043.0;382.0;-170;575.0;-7;?;615.0;491.0;-743.0;741.0
-523.0;1034.0;382.0;-153;631.0;-6;788.0;617.0;495.0;?;740.0
-524.0;1027.0;385.0;-160;675.0;-1;793.0;619.0;501.0;-742.0;738.0
-523.0;1018.0;388.0;-136;705.0;3;798.0;619.0;508.0;?;735.0
-527.0;1003.0;392.0;-130;708.0;3;802.0;618.0;516.0;-732.0;731.0
-533.0;992.0;401.0;-126;697.0;12;805.0;614.0;525.0;-727.0;?
-545.0;981.0;410.0;-115;669.0;16;808.0;608.0;534.0;-722.0;718.0
-563.0;974.0;420.0;-114;620.0;12;809.0;600.0;544.0;-717.0;709.0
-583.0;959.0;425.0;-112;550.0;6;809.0;592.0;555.0;-712.0;700.0
-601.0;947.0;435.0;-116;456.0;-1;810.0;579.0;559.0;-708.0;698.0
-608.0;939.0;440.0;-117;370.0;-8;809.0;574.0;562.0;-704.0;701.0
-628.0;936.0;441.0;?;298.0;-22;806.0;566.0;563.0;-694.0;705.0
-636.0;940.0;443.0;-117;235.0;-40;804.0;557.0;560.0;-683.0;710.0
?;937.0;446.0;-118;193.0;-61;805.0;542.0;555.0;-674.0;712.0
-657.0;946.0;444.0;-116;162.0;-83;807.0;527.0;549.0;-664.0;717.0
-675.0;952.0;440.0;-118;140.0;-88;810.0;511.0;540.0;-653.0;721.0
-690.0;952.0;439.0;-119;?;-75;813.0;495.0;530.0;-641.0;727.0
-708.0;954.0;438.0;-118;111.0;-57;?;482.0;518.0;-628.0;732.0
-721.0;955.0;429.0;-120;93.0;?;816.0;471.0;505.0;-616.0;738.0
-726.0;962.0;424.0;-111;74.0;-60;813.0;464.0;492.0;-604.0;746.0
-733.0;964.0;418.0;-98;54.0;-84;?;460.0;480.0;-593.0;755.0
-743.0;?;412.0;-94;38.0;-88;807.0;460.0;?;-587.0;762.0
-738.0;973.0;405.0;-80;21.0;-104;804.0;466.0;463.0;-584.0;767.0
-733.0;978.0;399.0;-65;5.0;-116;?;478.0;461.0;-586.0;?
-710.0;?;391.0;-62;-8.0;-116;794.0;496.0;465.0;-593.0;774.0
-681.0;989.0;389.0;-40;-15.0;-118;787.0;518.0;471.0;-605.0;774.0
-657.0;990.0;385.0;-46;-11.0;-116;780.0;538.0;476.0;-621.0;774.0
-625.0;989.0;386.0;-39;17.0;-115;771.0;560.0;480.0;-642.0;772.0
?;989.0;389.0;-27;55.0;-115;762.0;582.0;481.0;-662.0;771.0
-563.0;979.0;396.0;-79;124.0;-115;757.0;601.0;481.0;-681.0;769.0
-534.0;975.0;398.0;43;213.0;-116;757.0;614.0;486.0;-697.0;767.0
-513.0;972.0;402.0;?;314.0;-116;761.0;621.0;493.0;-713.0;764.0
-503.0;964.0;404.0;148;441.0;-117;765.0;623.0;499.0;-729.0;762.0
-503.0;956.0;411.0;153;561.0;-118;768.0;621.0;502.0;-741.0;760.0
-508.0;951.0;415.0;157;684.0;-118;772.0;621.0;505.0;-748.0;758.0
-506.0;943.0;420.0;146;764.0;-125;777.0;621.0;506.0;-751.0;756.0
-499.0;936.0;427.0;?;?;-117;781.0;620.0;510.0;-751.0;753.0
-499.0;932.0;435.0;145;845.0;-127;786.0;619.0;514.0;-747.0;750.0
?;921.0;442.0;144;855.0;-122;790.0;616.0;519.0;-741.0;747.0
-496.0;910.0;455.0;141;850.0;-123;791.0;613.0;526.0;-734.0;?
-501.0;894.0;467.0;139;826.0;-155;790.0;608.0;533.0;-728.0;738.0
-512.0;883.0;483.0;138;803.0;-139;789.0;602.0;539.0;-721.0;733.0
-522.0;866.0;494.0;137;750.0;-215;786.0;596.0;546.0;-713.0;726.0
-532.0;?;504.0;137;680.0;-93;785.0;590.0;555.0;-702.0;719.0
-536.0;824.0;519.0;137;584.0;180;786.0;577.0;559.0;-691.0;717.0
-547.0;807.0;525.0;137;496.0;131;785.0;565.0;560.0;-685.0;719.0
-562.0;796.0;530.0;137;425.0;64;776.0;553.0;557.0;-677.0;724.0
-578.0;785.0;529.0;137;360.0;53;765.0;541.0;548.0;-667.0;?
-575.0;779.0;528.0;137;322.0;10;755.0;528.0;537.0;-659.0;735.0
-567.0;776.0;525.0;137;311.0;18;747.0;513.0;528.0;-653.0;738.0
-550.0;772.0;519.0;137;?;5;738.0;498.0;519.0;-644.0;742.0
-528.0;762.0;512.0;137;352.0;0;727.0;484.0;509.0;-635.0;747.0
-503.0;755.0;507.0;137;378.0;1;713.0;472.0;497.0;-625.0;751.0
-476.0;749.0;497.0;138;403.0;-2;?;462.0;482.0;-616.0;754.0
-455.0;741.0;488.0;138;429.0;0;688.0;455.0;468.0;-609.0;?
-434.0;735.0;476.0;140;447.0;1;678.0;448.0;456.0;-605.0;755.0
-411.0;725.0;469.0;140;455.0;4;669.0;442.0;447.0;-604.0;754.0
-390.0;720.0;455.0;138;466.0;4;659.0;442.0;439.0;-605.0;753.0
-370.0;708.0;447.0;141;471.0;7;648.0;446.0;432.0;-607.0;753.0
-354.0;695.0;436.0;144;475.0;9;637.0;455.0;430.0;-609.0;755.0
-323.0;680.0;418.0;145;470.0;8;628.0;467.0;431.0;-612.0;756.0
-293.0;667.0;414.0;145;466.0;8;620.0;480.0;435.0;-616.0;755.0
-272.0;650.0;?;144;463.0;8;615.0;496.0;436.0;-621.0;754.0
-264.0;633.0;402.0;145;450.0;8;610.0;513.0;439.0;-630.0;751.0
-273.0;614.0;404.0;145;431.0;9;?;531.0;439.0;-639.0;750.0
-286.0;595.0;404.0;153;403.0;9;605.0;545.0;438.0;?;750.0
-292.0;581.0;407.0;154;381.0;9;610.0;553.0;440.0;-652.0;752.0
-296.0;559.0;411.0;?;358.0;9;618.0;554.0;445.0;-659.0;755.0
-300.0;543.0;413.0;166;342.0;9;623.0;550.0;449.0;-665.0;757.0
-305.0;520.0;416.0;163;?;9;628.0;546.0;451.0;-669.0;758.0
-309.0;503.0;419.0;182;288.0;10;634.0;542.0;451.0;-669.0;759.0
-310.0;485.0;420.0;147;260.0;10;638.0;543.0;452.0;-666.0;760.0
-311.0;465.0;419.0;210;221.0;13;643.0;543.0;453.0;-662.0;762.0
-311.0;445.0;418.0;130;184.0;14;647.0;543.0;454.0;-658.0;763.0
-305.0;422.0;415.0;-168;144.0;17;652.0;543.0;455.0;-655.0;763.0
-304.0;402.0;416.0;-185;106.0;28;657.0;?;456.0;-656.0;762.0
-312.0;375.0;419.0;-145;71.0;38;664.0;546.0;460.0;-659.0;760.0
-320.0;348.0;421.0;-179;35.0;36;670.0;545.0;466.0;-663.0;758.0
-329.0;319.0;420.0;-156;-2.0;33;674.0;544.0;475.0;-667.0;755.0
-335.0;289.0;424.0;-167;-34.0;30;677.0;541.0;484.0;-669.0;750.0
-344.0;264.0;424.0;-164;-65.0;25;678.0;531.0;488.0;-672.0;747.0
-357.0;245.0;425.0;-162;-91.0;24;673.0;525.0;487.0;-674.0;744.0
-366.0;232.0;423.0;-165;-121.0;16;662.0;519.0;480.0;-672.0;742.0
-374.0;220.0;422.0;-162;-145.0;2;?;509.0;473.0;-667.0;740.0
-378.0;215.0;418.0;-163;-153.0;-11;653.0;499.0;473.0;-663.0;738.0
-380.0;208.0;419.0;-162;-153.0;-29;655.0;488.0;476.0;-658.0;738.0
-387.0;202.0;417.0;-161;-149.0;-54;656.0;477.0;481.0;?;739.0
-387.0;195.0;411.0;-159;-151.0;-80;654.0;466.0;482.0;-643.0;741.0
-393.0;188.0;411.0;-158;-156.0;-97;652.0;457.0;480.0;-636.0;743.0
-395.0;185.0;410.0;-156;-158.0;-106;653.0;?;475.0;-630.0;745.0
-400.0;179.0;408.0;-154;-169.0;-113;656.0;448.0;471.0;-626.0;747.0
-408.0;171.0;404.0;-151;-189.0;-115;661.0;446.0;467.0;-623.0;749.0
-414.0;163.0;402.0;-147;-212.0;-109;670.0;443.0;465.0;-623.0;750.0
-422.0;157.0;396.0;-146;-235.0;-109;679.0;443.0;465.0;-624.0;751.0
-432.0;152.0;394.0;-146;-262.0;?;689.0;?;466.0;-626.0;753.0
-444.0;?;387.0;-143;-293.0;-109;?;455.0;468.0;-628.0;757.0
-457.0;149.0;381.0;-132;-328.0;-110;709.0;467.0;473.0;-634.0;758.0
-476.0;158.0;377.0;-112;-365.0;-110;720.0;486.0;478.0;-640.0;759.0
-493.0;159.0;372.0;-91;-406.0;-110;731.0;506.0;483.0;-646.0;762.0
-507.0;165.0;363.0;-81;-466.0;-110;741.0;530.0;488.0;-652.0;763.0
-511.0;174.0;351.0;-72;-531.0;-110;750.0;556.0;490.0;-655.0;764.0
-506.0;180.0;347.0;-62;-590.0;-109;760.0;579.0;492.0;-655.0;?
-495.0;188.0;339.0;-56;-629.0;-109;773.0;595.0;496.0;-655.0;765.0
-484.0;195.0;334.0;-50;-642.0;-109;785.0;607.0;501.0;-659.0;764.0
-472.0;204.0;324.0;-46;-625.0;-108;796.0;613.0;506.0;-669.0;762.0
-467.0;206.0;318.0;-46;-588.0;-108;803.0;617.0;509.0;-684.0;761.0
-470.0;208.0;313.0;-49;-533.0;-109;809.0;?;513.0;-701.0;758.0
-474.0;211.0;300.0;-51;-461.0;-109;813.0;621.0;517.0;-717.0;754.0
-478.0;211.0;296.0;-54;-389.0;?;816.0;624.0;?;-729.0;750.0
?;207.0;290.0;-57;-317.0;-107;819.0;625.0;528.0;-737.0;746.0
-490.0;203.0;286.0;?;-267.0;-103;820.0;627.0;535.0;-738.0;741.0
-486.0;205.0;285.0;-50;-234.0;-97;820.0;629.0;541.0;-738.0;737.0
-491.0;199.0;280.0;-53;-230.0;-85;?;630.0;548.0;-735.0;731.0
-498.0;201.0;282.0;-51;-246.0;-77;817.0;628.0;555.0;-729.0;725.0
-511.0;199.0;281.0;-51;-302.0;-79;816.0;624.0;561.0;-718.0;?
-521.0;204.0;284.0;-51;-370.0;-78;814.0;619.0;569.0;-701.0;707.0
-531.0;210.0;285.0;-51;-446.0;-73;812.0;612.0;575.0;-678.0;?
-545.0;206.0;289.0;-51;-529.0;-70;814.0;598.0;573.0;-657.0;699.0
-555.0;209.0;293.0;-52;-600.0;-72;815.0;?;569.0;?;702.0
-567.0;225.0;309.0;-52;-659.0;-68;816.0;572.0;564.0;-611.0;707.0
-594.0;240.0;319.0;-52;-687.0;-63;820.0;561.0;556.0;-597.0;?
?;252.0;333.0;-52;-699.0;-65;823.0;552.0;546.0;-598.0;715.0
-672.0;273.0;346.0;-52;-700.0;-66;827.0;547.0;535.0;-603.0;721.0
-710.0;290.0;356.0;-52;-693.0;-65;830.0;542.0;524.0;-609.0;727.0
-747.0;306.0;370.0;-52;-680.0;-60;833.0;539.0;513.0;-613.0;734.0
-771.0;318.0;373.0;-52;-671.0;-50;835.0;538.0;?;-614.0;739.0
-787.0;326.0;377.0;-52;-675.0;-46;839.0;539.0;492.0;-612.0;745.0
-800.0;339.0;378.0;-53;-684.0;-50;842.0;538.0;484.0;-611.0;747.0
-812.0;350.0;382.0;-53;-693.0;-52;846.0;537.0;479.0;-614.0;748.0
-822.0;366.0;377.0;-54;-699.0;-48;849.0;537.0;477.0;-620.0;747.0
-830.0;380.0;370.0;-58;-698.0;-46;851.0;539.0;478.0;-629.0;745.0
-844.0;393.0;372.0;?;-702.0;-48;851.0;543.0;484.0;-638.0;740.0
-849.0;408.0;371.0;-55;-702.0;-49;850.0;552.0;493.0;-646.0;734.0
-849.0;426.0;364.0;-47;-709.0;-49;847.0;563.0;505.0;-652.0;728.0
-836.0;440.0;362.0;-40;-718.0;-49;845.0;572.0;514.0;-653.0;722.0
-816.0;454.0;355.0;-36;-731.0;-48;843.0;581.0;521.0;-650.0;716.0
-786.0;?;345.0;-34;-742.0;-48;842.0;?;526.0;-641.0;711.0
-743.0;487.0;339.0;-30;-740.0;-48;842.0;596.0;528.0;-628.0;704.0
-702.0;?;327.0;-28;?;-48;845.0;599.0;527.0;-619.0;695.0
-678.0;512.0;318.0;-27;-656.0;-48;847.0;?;523.0;-618.0;686.0
-666.0;523.0;?;-27;-580.0;-47;849.0;600.0;519.0;-626.0;678.0
-657.0;531.0;297.0;-36;-494.0;-47;850.0;599.0;514.0;-638.0;671.0
-663.0;538.0;286.0;-43;-399.0;-46;851.0;600.0;510.0;-651.0;666.0
-667.0;542.0;266.0;-59;-312.0;-45;850.0;603.0;508.0;-661.0;660.0
-669.0;541.0;255.0;-68;-229.0;-44;849.0;605.0;507.0;-666.0;653.0
-669.0;543.0;?;-50;-167.0;-39;846.0;607.0;506.0;-665.0;646.0
-672.0;543.0;243.0;-48;-129.0;-33;841.0;609.0;509.0;-662.0;638.0
-671.0;549.0;240.0;-53;-110.0;-24;?;609.0;515.0;-656.0;630.0
-673.0;545.0;244.0;?;-118.0;-18;826.0;605.0;524.0;-650.0;623.0
-680.0;550.0;248.0;-49;-141.0;-17;818.0;597.0;534.0;-647.0;614.0
-692.0;553.0;252.0;-49;-174.0;-17;809.0;589.0;544.0;-643.0;603.0
-691.0;558.0;260.0;-49;-224.0;-21;801.0;579.0;551.0;-637.0;596.0
-697.0;552.0;271.0;-50;-288.0;-26;800.0;562.0;550.0;-629.0;594.0
-704.0;?;285.0;-50;-346.0;?;803.0;559.0;549.0;?;600.0
-713.0;570.0;296.0;-50;-412.0;?;808.0;556.0;548.0;-611.0;610.0
-739.0;582.0;317.0;-50;-451.0;-55;817.0;556.0;542.0;?;620.0
-768.0;599.0;?;-50;-470.0;-65;827.0;554.0;532.0;-607.0;?
-800.0;611.0;350.0;-50;-490.0;-69;836.0;552.0;520.0;-607.0;639.0
-832.0;628.0;361.0;-49;-497.0;-62;845.0;550.0;507.0;-607.0;?
-861.0;637.0;369.0;-49;-507.0;-59;854.0;549.0;493.0;?;658.0
-885.0;646.0;374.0;-49;-513.0;-55;861.0;549.0;480.0;-608.0;668.0
-905.0;655.0;376.0;-50;-520.0;-51;?;547.0;?;-606.0;677.0
-919.0;661.0;374.0;-53;-528.0;-60;874.0;544.0;460.0;-604.0;683.0
-936.0;672.0;372.0;-53;-538.0;-68;878.0;541.0;453.0;-602.0;685.0
-946.0;682.0;369.0;-54;-540.0;-66;879.0;540.0;449.0;-603.0;685.0
-956.0;696.0;364.0;?;-543.0;-67;878.0;541.0;448.0;-603.0;683.0
-962.0;705.0;365.0;-57;-549.0;-71;874.0;545.0;451.0;-605.0;679.0
-964.0;720.0;368.0;-51;-548.0;-71;869.0;?;459.0;-608.0;673.0
-958.0;736.0;362.0;-47;-554.0;-70;863.0;564.0;470.0;-611.0;?
-941.0;745.0;365.0;-43;-566.0;-70;858.0;571.0;480.0;-610.0;665.0
-917.0;755.0;366.0;-42;-580.0;-69;855.0;578.0;487.0;-603.0;661.0
-885.0;771.0;365.0;-44;-593.0;-69;852.0;584.0;494.0;-595.0;660.0
-848.0;779.0;362.0;-46;-591.0;-69;852.0;590.0;497.0;-590.0;?
-817.0;784.0;358.0;-49;-556.0;-69;850.0;597.0;497.0;-598.0;647.0
-789.0;791.0;361.0;-52;-481.0;-70;847.0;601.0;494.0;-615.0;637.0
-782.0;794.0;361.0;-55;-367.0;?;845.0;603.0;491.0;?;631.0
-792.0;801.0;364.0;-64;-221.0;-70;845.0;605.0;488.0;-708.0;627.0
?;800.0;363.0;-83;-50.0;-70;844.0;608.0;488.0;?;624.0
-819.0;796.0;361.0;-97;96.0;-69;843.0;616.0;489.0;-821.0;622.0
-822.0;788.0;362.0;-96;234.0;?;841.0;?;490.0;-839.0;621.0
-819.0;783.0;373.0;-87;?;-66;839.0;631.0;493.0;-838.0;621.0
-810.0;783.0;381.0;-83;394.0;-62;835.0;633.0;497.0;-836.0;620.0
-814.0;777.0;395.0;-86;434.0;-58;831.0;633.0;?;-830.0;617.0
-822.0;773.0;407.0;-85;442.0;-50;826.0;628.0;511.0;-815.0;613.0
-846.0;761.0;418.0;-81;414.0;-52;820.0;613.0;517.0;-792.0;?
-873.0;761.0;428.0;-81;359.0;-75;814.0;598.0;?;-760.0;600.0
-894.0;754.0;438.0;-81;271.0;-97;807.0;586.0;530.0;-719.0;591.0
-921.0;745.0;451.0;-82;138.0;-108;805.0;570.0;532.0;-678.0;588.0
-937.0;735.0;466.0;-82;13.0;-115;806.0;?;531.0;-647.0;?
-953.0;745.0;480.0;-82;-107.0;-120;810.0;563.0;532.0;-622.0;601.0
-965.0;770.0;497.0;-83;-190.0;-122;819.0;?;530.0;-610.0;613.0
-970.0;784.0;?;-84;-211.0;-124;829.0;566.0;523.0;-621.0;623.0
?;805.0;529.0;-85;-188.0;-125;838.0;567.0;512.0;-635.0;632.0
?;826.0;542.0;-84;-154.0;-122;846.0;564.0;499.0;-639.0;640.0
-1034.0;849.0;547.0;-83;-130.0;-112;855.0;558.0;483.0;-635.0;648.0
-1054.0;860.0;548.0;-83;-134.0;-103;863.0;553.0;?;-629.0;655.0
-1073.0;869.0;546.0;-82;-157.0;-90;870.0;551.0;456.0;-621.0;663.0
-1088.0;879.0;544.0;-83;-185.0;-83;876.0;549.0;446.0;-614.0;670.0
-1101.0;891.0;539.0;-84;-218.0;-98;880.0;546.0;439.0;-608.0;675.0
-1112.0;905.0;525.0;-81;-256.0;-107;882.0;543.0;436.0;-604.0;679.0
-1123.0;920.0;516.0;-77;-283.0;-107;883.0;542.0;437.0;-603.0;681.0
-1136.0;935.0;503.0;-77;-307.0;-111;882.0;?;442.0;-607.0;682.0
-1137.0;946.0;496.0;-77;-335.0;-114;879.0;551.0;449.0;?;680.0
-1130.0;962.0;486.0;-72;-367.0;-114;874.0;561.0;461.0;-614.0;?
-1112.0;976.0;477.0;?;-413.0;-114;866.0;572.0;475.0;-617.0;666.0
-1086.0;983.0;482.0;?;-464.0;-113;860.0;579.0;486.0;-619.0;661.0
-1056.0;996.0;480.0;-62;-508.0;-112;854.0;587.0;497.0;-622.0;658.0
-1012.0;1011.0;479.0;-65;-537.0;-112;850.0;594.0;507.0;-624.0;657.0
-959.0;1017.0;476.0;-67;-529.0;-113;848.0;602.0;?;-627.0;652.0
-904.0;1017.0;477.0;-72;-473.0;-113;846.0;609.0;514.0;-636.0;644.0
-865.0;1023.0;480.0;-86;-371.0;-113;843.0;614.0;512.0;-651.0;636.0
-842.0;1025.0;481.0;?;-249.0;-113;841.0;615.0;508.0;-671.0;629.0
-834.0;1026.0;483.0;-132;-100.0;-113;840.0;615.0;505.0;-689.0;?
-836.0;1025.0;480.0;-146;47.0;-114;839.0;617.0;503.0;-703.0;619.0
-848.0;1017.0;475.0;-149;191.0;-113;?;618.0;503.0;-715.0;615.0
-849.0;1014.0;?;-155;295.0;-112;?;620.0;504.0;-722.0;613.0
-845.0;1012.0;484.0;-148;363.0;-111;832.0;622.0;507.0;-726.0;610.0
?;1013.0;490.0;-145;408.0;-107;829.0;625.0;512.0;-724.0;608.0
-850.0;1013.0;505.0;-146;412.0;-106;?;628.0;519.0;-719.0;606.0
-865.0;1014.0;521.0;?;375.0;-114;821.0;629.0;526.0;-711.0;604.0
-870.0;1018.0;536.0;-140;298.0;?;817.0;623.0;533.0;-702.0;600.0
-872.0;1025.0;547.0;?;212.0;-136;812.0;618.0;540.0;-690.0;595.0
-888.0;1027.0;561.0;-139;88.0;-136;808.0;609.0;546.0;-669.0;593.0
-911.0;1019.0;?;-140;-27.0;-135;811.0;592.0;544.0;-651.0;597.0
-941.0;?;593.0;-140;-122.0;-135;815.0;581.0;542.0;-637.0;607.0
-975.0;1039.0;604.0;-141;-186.0;-132;821.0;571.0;539.0;-624.0;619.0
-999.0;1050.0;616.0;?;-208.0;-127;829.0;566.0;530.0;-622.0;631.0
-1028.0;1065.0;?;-142;-203.0;-122;838.0;563.0;517.0;-627.0;639.0
-1052.0;1086.0;628.0;-141;-186.0;-111;845.0;561.0;502.0;-632.0;647.0
?;1108.0;627.0;-142;?;-103;853.0;559.0;486.0;-636.0;656.0
-1085.0;1120.0;626.0;-143;-139.0;-82;859.0;558.0;472.0;-640.0;662.0
-1100.0;1131.0;624.0;-144;-126.0;-57;865.0;558.0;460.0;-642.0;669.0
-1107.0;1142.0;613.0;-144;-128.0;-55;871.0;557.0;451.0;-640.0;674.0
-1111.0;1157.0;601.0;-144;-135.0;-63;875.0;556.0;447.0;-640.0;679.0
-1113.0;1166.0;587.0;-145;-145.0;-77;877.0;553.0;447.0;-639.0;683.0
-1116.0;1179.0;576.0;-131;-150.0;-83;878.0;551.0;449.0;-640.0;685.0
-1122.0;1188.0;567.0;-110;-157.0;-83;877.0;552.0;454.0;-641.0;?
-1116.0;1200.0;558.0;-108;-160.0;-91;874.0;556.0;462.0;-642.0;689.0
-1104.0;1216.0;550.0;-100;-162.0;-94;870.0;563.0;472.0;-644.0;687.0
-1090.0;1231.0;538.0;-82;-166.0;-95;865.0;573.0;484.0;-645.0;681.0
-1059.0;1241.0;532.0;-76;?;-95;861.0;581.0;496.0;-643.0;678.0
-1024.0;1247.0;526.0;-53;?;-94;856.0;587.0;506.0;-640.0;674.0
-990.0;1252.0;519.0;-80;-180.0;?;852.0;593.0;515.0;-635.0;678.0
-957.0;1252.0;520.0;-57;-163.0;-94;851.0;600.0;519.0;-630.0;?
-916.0;1248.0;522.0;-88;-104.0;?;853.0;606.0;517.0;-633.0;679.0
-887.0;1244.0;520.0;-170;-4.0;-95;855.0;611.0;514.0;-648.0;675.0
-871.0;1248.0;518.0;72;121.0;-95;856.0;613.0;512.0;-670.0;668.0
-863.0;1241.0;517.0;220;262.0;-96;855.0;611.0;510.0;-692.0;662.0
-870.0;1239.0;515.0;148;402.0;-96;854.0;611.0;510.0;-710.0;657.0
-875.0;1236.0;507.0;181;544.0;-97;852.0;611.0;510.0;-724.0;654.0
-878.0;1237.0;498.0;173;645.0;-97;851.0;613.0;511.0;-732.0;651.0
-875.0;1237.0;492.0;169;716.0;-95;849.0;615.0;?;-736.0;648.0
?;1236.0;496.0;174;768.0;-96;847.0;617.0;513.0;-737.0;643.0
-864.0;1238.0;499.0;163;?;-98;845.0;619.0;514.0;-734.0;637.0
-862.0;1235.0;513.0;170;800.0;-116;841.0;622.0;518.0;-730.0;630.0
-859.0;1230.0;529.0;167;785.0;-139;837.0;620.0;524.0;-725.0;625.0
-857.0;1229.0;538.0;167;751.0;-150;833.0;612.0;530.0;-719.0;620.0
-861.0;1227.0;554.0;167;695.0;-155;828.0;611.0;537.0;-709.0;613.0
-856.0;?;581.0;166;619.0;-157;823.0;607.0;545.0;-701.0;610.0
-854.0;1203.0;606.0;166;533.0;-170;824.0;601.0;545.0;?;614.0
-845.0;1199.0;620.0;167;474.0;-150;827.0;597.0;543.0;-694.0;628.0
-854.0;1196.0;626.0;?;416.0;-81;831.0;592.0;542.0;-686.0;645.0
-858.0;1202.0;628.0;166;360.0;-47;838.0;587.0;?;-675.0;661.0
-870.0;1204.0;629.0;168;?;-69;845.0;578.0;526.0;-669.0;?
-894.0;1219.0;619.0;163;304.0;-84;851.0;570.0;513.0;-663.0;682.0
-910.0;1225.0;612.0;172;294.0;-72;856.0;562.0;500.0;-657.0;690.0
-918.0;1227.0;608.0;?;288.0;-57;860.0;554.0;489.0;-651.0;696.0
-931.0;1232.0;?;170;276.0;-49;862.0;549.0;480.0;-645.0;?
-937.0;1238.0;588.0;171;263.0;-38;863.0;545.0;475.0;-640.0;702.0
-950.0;1248.0;572.0;?;250.0;-40;864.0;540.0;471.0;-635.0;704.0
-954.0;1252.0;558.0;218;234.0;-56;864.0;536.0;471.0;-631.0;706.0
-951.0;1261.0;548.0;29;216.0;-59;862.0;535.0;474.0;-630.0;709.0
-946.0;1268.0;538.0;-216;198.0;-58;859.0;539.0;481.0;-630.0;715.0
-929.0;1276.0;530.0;-141;182.0;?;854.0;544.0;489.0;-632.0;718.0
-907.0;1286.0;526.0;-124;169.0;-67;848.0;554.0;498.0;-637.0;717.0
-879.0;1293.0;523.0;-132;160.0;-67;841.0;564.0;?;-645.0;715.0
-850.0;1300.0;522.0;-73;?;-66;836.0;573.0;518.0;-653.0;713.0
-828.0;1302.0;523.0;-90;145.0;-64;831.0;583.0;525.0;-659.0;713.0
-812.0;1305.0;523.0;-74;142.0;-64;825.0;594.0;530.0;-663.0;716.0
-792.0;1294.0;527.0;-148;155.0;-65;821.0;604.0;530.0;-667.0;717.0
-764.0;1289.0;?;-196;200.0;-65;821.0;613.0;529.0;-676.0;717.0
-736.0;1286.0;539.0;83;267.0;-66;822.0;619.0;529.0;-691.0;716.0
-716.0;1278.0;547.0;215;369.0;-67;823.0;621.0;530.0;-709.0;714.0
-712.0;1272.0;553.0;149;484.0;-67;824.0;620.0;529.0;-726.0;712.0
-716.0;1263.0;559.0;181;616.0;-70;825.0;?;529.0;-741.0;710.0
-720.0;1255.0;561.0;170;718.0;-69;824.0;618.0;530.0;-751.0;708.0
-726.0;1245.0;567.0;?;793.0;-66;822.0;619.0;532.0;-757.0;708.0
-725.0;1239.0;571.0;174;853.0;-64;819.0;622.0;?;-758.0;706.0
-719.0;1227.0;584.0;164;885.0;-62;816.0;624.0;542.0;-754.0;703.0
-715.0;1218.0;598.0;169;889.0;-103;812.0;623.0;550.0;-746.0;700.0
-720.0;1202.0;611.0;?;870.0;-162;807.0;619.0;558.0;-737.0;697.0
-732.0;1194.0;627.0;165;840.0;-172;?;612.0;565.0;-730.0;693.0
-744.0;1179.0;646.0;165;773.0;-167;797.0;608.0;572.0;-722.0;687.0
-756.0;1164.0;660.0;165;681.0;-170;795.0;599.0;577.0;-714.0;686.0
-768.0;1143.0;675.0;165;562.0;-166;798.0;589.0;574.0;-704.0;691.0
-775.0;1138.0;677.0;?;465.0;-158;798.0;581.0;569.0;-692.0;700.0
-782.0;?;678.0;165;382.0;-117;795.0;573.0;561.0;-677.0;710.0
-781.0;1134.0;680.0;165;?;-54;795.0;562.0;550.0;-668.0;?
-785.0;1142.0;671.0;164;290.0;-27;795.0;549.0;539.0;-662.0;726.0
-787.0;1152.0;658.0;165;272.0;-24;795.0;537.0;528.0;-655.0;734.0
-792.0;1160.0;648.0;160;266.0;-22;792.0;526.0;517.0;-650.0;743.0
-801.0;1159.0;643.0;166;268.0;-23;786.0;516.0;506.0;-645.0;750.0
?;1160.0;632.0;162;274.0;-20;780.0;509.0;495.0;-641.0;?
-799.0;1166.0;618.0;164;278.0;-18;774.0;504.0;484.0;-638.0;763.0
-791.0;1169.0;606.0;172;281.0;-19;769.0;500.0;475.0;-636.0;767.0
-788.0;1173.0;592.0;155;283.0;-19;765.0;497.0;469.0;?;770.0
-783.0;1171.0;581.0;205;283.0;-15;760.0;497.0;466.0;-639.0;771.0
