InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX;Accelerometer LUA^ accZ;Accelerometer LUA^ accX;Accelerometer HIP accZ
253.0;326.0;91.0;268.0;536.0;446.0
424.0;365.0;110.0;224.0;525.0;542.0
360.0;381.0;22.0;-81.0;402.0;395.0
491.0;337.0;4.0;4.0;429.0;296.0
?;261.0;8.0;177.0;434.0;243.0
372.0;197.0;-9.0;176.0;367.0;266.0
247.0;195.0;-58.0;126.0;303.0;285.0
220.0;221.0;-46.0;85.0;343.0;354.0
180.0;243.0;-25.0;62.0;331.0;451.0
153.0;236.0;-11.0;149.0;298.0;462.0
152.0;144.0;-2.0;169.0;?;452.0
155.0;58.0;49.0;230.0;151.0;391.0
127.0;26.0;156.0;294.0;166.0;328.0
80.0;63.0;146.0;316.0;203.0;275.0
55.0;89.0;74.0;344.0;?;460.0
76.0;91.0;441.0;350.0;257.0;635.0
128.0;89.0;564.0;398.0;265.0;553.0
160.0;44.0;469.0;468.0;258.0;?
93.0;21.0;290.0;492.0;297.0;221.0
108.0;50.0;339.0;451.0;271.0;464.0
?;131.0;368.0;628.0;589.0;34.0
395.0;336.0;356.0;402.0;543.0;-30.0
366.0;524.0;336.0;148.0;612.0;180.0
463.0;?;332.0;56.0;608.0;217.0
393.0;556.0;280.0;51.0;531.0;155.0
343.0;436.0;256.0;24.0;523.0;174.0
?;310.0;?;90.0;526.0;153.0
229.0;145.0;355.0;166.0;411.0;235.0
209.0;38.0;321.0;256.0;277.0;232.0
158.0;-13.0;347.0;286.0;143.0;248.0
140.0;3.0;346.0;296.0;141.0;241.0
102.0;67.0;306.0;358.0;220.0;274.0
77.0;168.0;191.0;325.0;323.0;262.0
53.0;285.0;263.0;324.0;429.0;254.0
44.0;370.0;348.0;?;?;225.0
49.0;363.0;234.0;240.0;602.0;345.0
40.0;548.0;79.0;144.0;573.0;403.0
100.0;58.0;143.0;486.0;240.0;301.0
121.0;273.0;69.0;298.0;320.0;-25.0
32.0;529.0;146.0;284.0;581.0;261.0
95.0;338.0;83.0;349.0;511.0;385.0
267.0;225.0;78.0;251.0;311.0;407.0
395.0;300.0;66.0;85.0;366.0;293.0
363.0;340.0;82.0;21.0;340.0;255.0
347.0;226.0;112.0;78.0;306.0;284.0
273.0;155.0;61.0;73.0;332.0;311.0
227.0;163.0;45.0;64.0;366.0;384.0
186.0;192.0;67.0;67.0;407.0;383.0
152.0;205.0;50.0;80.0;380.0;416.0
138.0;?;43.0;116.0;320.0;409.0
166.0;?;192.0;272.0;265.0;375.0
105.0;100.0;217.0;280.0;234.0;371.0
61.0;173.0;276.0;382.0;262.0;280.0
103.0;280.0;270.0;405.0;433.0;297.0
116.0;410.0;283.0;303.0;478.0;295.0
70.0;431.0;?;217.0;512.0;301.0
20.0;368.0;373.0;228.0;479.0;313.0
30.0;278.0;358.0;188.0;398.0;425.0
64.0;223.0;327.0;209.0;354.0;443.0
86.0;207.0;1.0;282.0;349.0;418.0
87.0;239.0;-46.0;292.0;380.0;186.0
39.0;257.0;209.0;295.0;414.0;128.0
38.0;235.0;208.0;372.0;?;?
96.0;179.0;104.0;424.0;336.0;323.0
354.0;95.0;29.0;452.0;244.0;324.0
415.0;212.0;58.0;68.0;211.0;290.0
343.0;405.0;80.0;-80.0;461.0;233.0
331.0;419.0;113.0;87.0;582.0;304.0
242.0;320.0;82.0;35.0;400.0;285.0
261.0;245.0;75.0;3.0;364.0;351.0
209.0;217.0;70.0;36.0;409.0;?
184.0;211.0;86.0;101.0;393.0;386.0
141.0;180.0;76.0;126.0;328.0;431.0
125.0;147.0;84.0;158.0;318.0;477.0
113.0;124.0;56.0;223.0;278.0;443.0
95.0;132.0;146.0;?;239.0;415.0
81.0;172.0;155.0;224.0;236.0;320.0
81.0;206.0;?;213.0;283.0;333.0
91.0;231.0;278.0;205.0;348.0;514.0
87.0;223.0;423.0;223.0;361.0;591.0
?;174.0;442.0;267.0;332.0;376.0
30.0;163.0;362.0;327.0;304.0;365.0
52.0;204.0;178.0;335.0;329.0;340.0
154.0;?;217.0;472.0;372.0;170.0
249.0;134.0;331.0;552.0;507.0;122.0
395.0;260.0;392.0;478.0;626.0;318.0
352.0;502.0;345.0;218.0;487.0;313.0
?;579.0;?;28.0;455.0;290.0
258.0;390.0;364.0;49.0;504.0;214.0
?;268.0;?;93.0;420.0;207.0
256.0;186.0;370.0;204.0;409.0;264.0
266.0;154.0;310.0;251.0;399.0;320.0
198.0;165.0;298.0;229.0;331.0;293.0
140.0;172.0;335.0;286.0;335.0;279.0
145.0;169.0;312.0;340.0;370.0;266.0
143.0;?;291.0;396.0;343.0;305.0
130.0;?;213.0;366.0;343.0;337.0
113.0;251.0;234.0;360.0;384.0;308.0
77.0;252.0;298.0;265.0;407.0;302.0
90.0;?;?;293.0;401.0;344.0
107.0;210.0;268.0;334.0;386.0;414.0
157.0;186.0;143.0;307.0;329.0;503.0
124.0;195.0;37.0;264.0;376.0;341.0
50.0;288.0;168.0;257.0;529.0;349.0
26.0;331.0;52.0;333.0;551.0;213.0
102.0;247.0;17.0;374.0;407.0;299.0
258.0;226.0;-19.0;397.0;348.0;419.0
290.0;228.0;-56.0;310.0;221.0;385.0
222.0;211.0;-48.0;151.0;228.0;430.0
260.0;155.0;14.0;128.0;292.0;388.0
239.0;92.0;73.0;159.0;280.0;379.0
260.0;41.0;52.0;203.0;175.0;346.0
210.0;2.0;-18.0;172.0;125.0;390.0
160.0;4.0;-39.0;141.0;187.0;416.0
147.0;71.0;-30.0;145.0;272.0;433.0
121.0;161.0;45.0;149.0;337.0;407.0
112.0;231.0;45.0;132.0;?;396.0
125.0;228.0;52.0;168.0;324.0;414.0
158.0;164.0;57.0;231.0;254.0;406.0
151.0;126.0;37.0;269.0;241.0;395.0
114.0;127.0;25.0;234.0;309.0;346.0
95.0;150.0;-14.0;227.0;323.0;345.0
73.0;179.0;-3.0;243.0;326.0;368.0
96.0;199.0;8.0;254.0;331.0;379.0
95.0;191.0;189.0;293.0;345.0;359.0
83.0;175.0;326.0;300.0;307.0;378.0
83.0;174.0;365.0;362.0;322.0;405.0
89.0;228.0;259.0;?;413.0;310.0
68.0;341.0;173.0;336.0;567.0;361.0
45.0;466.0;237.0;301.0;438.0;412.0
106.0;340.0;300.0;314.0;397.0;249.0
237.0;225.0;355.0;345.0;288.0;173.0
200.0;157.0;406.0;305.0;365.0;203.0
246.0;127.0;344.0;121.0;234.0;330.0
164.0;89.0;336.0;127.0;262.0;349.0
196.0;-10.0;280.0;311.0;114.0;307.0
203.0;-100.0;308.0;455.0;195.0;298.0
195.0;-79.0;315.0;466.0;193.0;?
184.0;94.0;335.0;408.0;417.0;332.0
85.0;355.0;351.0;339.0;547.0;342.0
63.0;566.0;330.0;205.0;564.0;327.0
61.0;532.0;319.0;167.0;547.0;329.0
64.0;397.0;309.0;187.0;425.0;370.0
74.0;?;289.0;273.0;409.0;364.0
65.0;160.0;269.0;307.0;350.0;382.0
48.0;87.0;276.0;366.0;288.0;346.0
60.0;82.0;240.0;332.0;?;?
68.0;130.0;281.0;354.0;?;349.0
63.0;201.0;342.0;328.0;349.0;304.0
61.0;279.0;349.0;268.0;427.0;406.0
63.0;346.0;346.0;190.0;448.0;383.0
77.0;413.0;208.0;173.0;554.0;384.0
82.0;491.0;75.0;203.0;602.0;361.0
63.0;393.0;-6.0;251.0;460.0;364.0
41.0;?;61.0;276.0;388.0;374.0
42.0;123.0;?;?;305.0;379.0
77.0;107.0;?;324.0;283.0;255.0
187.0;97.0;12.0;334.0;218.0;272.0
191.0;158.0;0.0;206.0;232.0;395.0
231.0;224.0;-18.0;93.0;303.0;514.0
203.0;261.0;-67.0;70.0;383.0;521.0
204.0;286.0;-45.0;40.0;426.0;545.0
217.0;262.0;-42.0;71.0;365.0;454.0
241.0;190.0;-44.0;134.0;265.0;456.0
252.0;104.0;-44.0;201.0;176.0;377.0
233.0;40.0;-38.0;200.0;128.0;436.0
190.0;42.0;-24.0;171.0;179.0;448.0
188.0;105.0;-35.0;160.0;248.0;?
185.0;168.0;-6.0;?;290.0;501.0
193.0;207.0;?;123.0;260.0;483.0
194.0;194.0;28.0;151.0;240.0;395.0
196.0;152.0;23.0;207.0;229.0;429.0
177.0;123.0;3.0;237.0;242.0;367.0
184.0;119.0;-1.0;263.0;242.0;392.0
174.0;129.0;9.0;265.0;228.0;451.0
165.0;124.0;48.0;254.0;228.0;443.0
165.0;119.0;58.0;255.0;220.0;427.0
?;107.0;99.0;275.0;226.0;410.0
150.0;100.0;216.0;278.0;224.0;410.0
145.0;114.0;223.0;280.0;257.0;418.0
129.0;127.0;200.0;286.0;222.0;338.0
107.0;113.0;201.0;290.0;306.0;304.0
88.0;121.0;192.0;216.0;325.0;326.0
84.0;141.0;241.0;268.0;299.0;345.0
122.0;146.0;258.0;301.0;339.0;328.0
133.0;190.0;277.0;268.0;347.0;313.0
141.0;223.0;298.0;219.0;344.0;294.0
165.0;234.0;?;251.0;314.0;288.0
172.0;198.0;411.0;216.0;322.0;284.0
166.0;193.0;429.0;192.0;315.0;275.0
163.0;240.0;407.0;168.0;321.0;251.0
160.0;356.0;336.0;113.0;434.0;269.0
180.0;473.0;317.0;133.0;581.0;329.0
182.0;496.0;319.0;118.0;571.0;349.0
169.0;483.0;340.0;107.0;575.0;274.0
155.0;348.0;357.0;150.0;507.0;322.0
155.0;394.0;314.0;165.0;496.0;239.0
145.0;509.0;275.0;199.0;636.0;243.0
?;514.0;275.0;220.0;?;237.0
134.0;460.0;269.0;174.0;?;340.0
161.0;400.0;255.0;225.0;526.0;314.0
187.0;399.0;220.0;238.0;542.0;294.0
188.0;463.0;193.0;146.0;590.0;298.0
172.0;489.0;220.0;134.0;603.0;314.0
160.0;508.0;236.0;181.0;597.0;283.0
144.0;509.0;203.0;215.0;543.0;326.0
142.0;423.0;211.0;176.0;494.0;381.0
151.0;409.0;182.0;192.0;578.0;349.0
153.0;457.0;174.0;234.0;606.0;333.0
144.0;428.0;171.0;171.0;418.0;370.0
138.0;336.0;165.0;120.0;338.0;360.0
121.0;350.0;191.0;188.0;572.0;344.0
106.0;388.0;198.0;137.0;465.0;361.0
104.0;382.0;176.0;186.0;477.0;375.0
118.0;458.0;176.0;199.0;514.0;365.0
96.0;531.0;189.0;80.0;547.0;385.0
106.0;416.0;188.0;178.0;522.0;374.0
115.0;280.0;170.0;176.0;386.0;375.0
116.0;260.0;153.0;143.0;408.0;376.0
98.0;284.0;169.0;179.0;377.0;370.0
92.0;?;182.0;168.0;366.0;370.0
93.0;214.0;183.0;177.0;347.0;385.0
83.0;219.0;192.0;134.0;384.0;?
81.0;222.0;200.0;172.0;409.0;370.0
89.0;280.0;175.0;215.0;391.0;325.0
96.0;324.0;190.0;222.0;409.0;353.0
95.0;384.0;175.0;202.0;423.0;353.0
90.0;453.0;192.0;169.0;449.0;332.0
?;444.0;164.0;136.0;446.0;344.0
95.0;349.0;164.0;207.0;417.0;353.0
96.0;250.0;165.0;223.0;?;364.0
93.0;197.0;180.0;229.0;285.0;344.0
91.0;179.0;187.0;235.0;293.0;355.0
98.0;196.0;201.0;237.0;316.0;355.0
80.0;245.0;195.0;245.0;340.0;366.0
69.0;285.0;190.0;205.0;375.0;360.0
67.0;?;209.0;243.0;374.0;?
82.0;267.0;204.0;249.0;354.0;353.0
93.0;244.0;173.0;224.0;334.0;333.0
98.0;234.0;193.0;224.0;333.0;?
104.0;239.0;190.0;204.0;342.0;359.0
106.0;257.0;197.0;216.0;355.0;365.0
94.0;269.0;191.0;220.0;355.0;373.0
84.0;275.0;164.0;188.0;337.0;343.0
73.0;276.0;188.0;203.0;363.0;379.0
70.0;269.0;204.0;229.0;346.0;395.0
79.0;256.0;221.0;235.0;340.0;375.0
88.0;246.0;206.0;205.0;352.0;354.0
94.0;249.0;215.0;203.0;357.0;364.0
92.0;253.0;202.0;215.0;356.0;?
73.0;262.0;209.0;225.0;367.0;369.0
69.0;?;211.0;237.0;380.0;325.0
84.0;267.0;211.0;?;371.0;347.0
86.0;271.0;202.0;255.0;381.0;347.0
91.0;267.0;211.0;235.0;345.0;354.0
?;253.0;221.0;244.0;352.0;360.0
76.0;249.0;220.0;244.0;352.0;346.0
71.0;251.0;225.0;254.0;352.0;310.0
75.0;257.0;226.0;226.0;354.0;353.0
89.0;265.0;227.0;206.0;375.0;350.0
92.0;273.0;221.0;215.0;380.0;343.0
89.0;267.0;224.0;234.0;375.0;326.0
92.0;261.0;236.0;236.0;353.0;343.0
90.0;269.0;242.0;227.0;359.0;323.0
94.0;270.0;231.0;234.0;379.0;338.0
97.0;268.0;181.0;242.0;373.0;352.0
102.0;273.0;157.0;214.0;376.0;362.0
97.0;281.0;141.0;181.0;381.0;380.0
104.0;280.0;65.0;238.0;374.0;347.0
113.0;274.0;29.0;243.0;354.0;359.0
117.0;275.0;30.0;246.0;360.0;378.0
?;276.0;82.0;193.0;361.0;445.0
118.0;274.0;92.0;191.0;352.0;409.0
125.0;258.0;78.0;138.0;349.0;426.0
129.0;240.0;83.0;135.0;303.0;492.0
140.0;210.0;42.0;145.0;249.0;471.0
134.0;168.0;7.0;171.0;253.0;423.0
137.0;138.0;-21.0;185.0;?;456.0
141.0;164.0;-32.0;177.0;286.0;407.0
142.0;185.0;0.0;177.0;293.0;404.0
150.0;216.0;125.0;187.0;311.0;333.0
?;232.0;199.0;204.0;324.0;323.0
181.0;236.0;246.0;176.0;320.0;179.0
191.0;224.0;381.0;?;295.0;176.0
203.0;235.0;396.0;66.0;326.0;158.0
225.0;262.0;384.0;35.0;333.0;67.0
244.0;276.0;374.0;2.0;375.0;77.0
271.0;337.0;378.0;-41.0;?;115.0
275.0;393.0;410.0;-81.0;487.0;114.0
301.0;427.0;434.0;-71.0;527.0;83.0
70.0;275.0;176.0;354.0;429.0;?
185.0;?;147.0;281.0;?;377.0
160.0;459.0;70.0;226.0;642.0;333.0
188.0;294.0;33.0;379.0;390.0;283.0
220.0;251.0;36.0;231.0;298.0;344.0
249.0;189.0;46.0;126.0;170.0;360.0
229.0;156.0;76.0;81.0;124.0;353.0
186.0;143.0;67.0;85.0;269.0;341.0
167.0;146.0;66.0;112.0;298.0;369.0
171.0;?;60.0;112.0;?;385.0
168.0;125.0;75.0;124.0;190.0;390.0
147.0;107.0;53.0;?;227.0;390.0
146.0;99.0;45.0;216.0;267.0;374.0
148.0;152.0;56.0;269.0;283.0;358.0
126.0;180.0;46.0;261.0;268.0;438.0
122.0;199.0;48.0;?;246.0;366.0
115.0;172.0;53.0;290.0;280.0;336.0
112.0;159.0;45.0;313.0;277.0;460.0
121.0;140.0;27.0;306.0;260.0;444.0
129.0;157.0;286.0;286.0;282.0;488.0
132.0;163.0;493.0;280.0;283.0;408.0
145.0;165.0;?;279.0;289.0;147.0
144.0;143.0;400.0;290.0;281.0;533.0
135.0;162.0;?;232.0;296.0;316.0
100.0;254.0;342.0;160.0;418.0;123.0
264.0;276.0;328.0;244.0;571.0;85.0
429.0;430.0;321.0;141.0;540.0;?
482.0;?;346.0;153.0;547.0;183.0
522.0;575.0;353.0;-68.0;585.0;204.0
448.0;539.0;270.0;-175.0;575.0;238.0
379.0;458.0;291.0;-62.0;437.0;197.0
339.0;287.0;304.0;52.0;339.0;?
332.0;227.0;298.0;86.0;?;214.0
281.0;216.0;289.0;107.0;319.0;251.0
?;260.0;303.0;156.0;392.0;293.0
217.0;318.0;295.0;147.0;398.0;293.0
172.0;378.0;278.0;112.0;459.0;271.0
168.0;395.0;288.0;127.0;506.0;251.0
144.0;406.0;279.0;133.0;509.0;286.0
136.0;?;342.0;139.0;470.0;260.0
133.0;356.0;402.0;180.0;456.0;277.0
142.0;326.0;365.0;224.0;447.0;385.0
152.0;334.0;184.0;244.0;428.0;491.0
193.0;348.0;23.0;219.0;?;397.0
163.0;408.0;53.0;194.0;547.0;141.0
89.0;462.0;44.0;244.0;643.0;62.0
86.0;408.0;63.0;343.0;545.0;176.0
243.0;301.0;27.0;353.0;425.0;381.0
447.0;268.0;66.0;244.0;361.0;226.0
460.0;382.0;78.0;24.0;314.0;181.0
481.0;440.0;89.0;-26.0;400.0;172.0
481.0;328.0;79.0;42.0;411.0;275.0
399.0;243.0;?;63.0;366.0;327.0
327.0;210.0;47.0;23.0;352.0;350.0
288.0;212.0;58.0;28.0;374.0;312.0
250.0;?;37.0;97.0;359.0;343.0
222.0;234.0;40.0;130.0;315.0;362.0
229.0;206.0;64.0;153.0;?;409.0
213.0;176.0;81.0;187.0;228.0;408.0
174.0;144.0;154.0;235.0;249.0;379.0
169.0;?;104.0;234.0;260.0;339.0
152.0;151.0;20.0;234.0;276.0;377.0
126.0;?;84.0;275.0;267.0;629.0
109.0;152.0;356.0;304.0;290.0;526.0
185.0;126.0;327.0;358.0;258.0;396.0
196.0;124.0;174.0;432.0;296.0;95.0
203.0;182.0;194.0;425.0;396.0;366.0
142.0;225.0;235.0;420.0;424.0;302.0
241.0;281.0;296.0;406.0;568.0;135.0
380.0;443.0;308.0;191.0;635.0;216.0
518.0;597.0;308.0;-72.0;487.0;296.0
508.0;518.0;308.0;-86.0;400.0;232.0
430.0;300.0;295.0;-53.0;359.0;204.0
367.0;?;278.0;-10.0;495.0;236.0
349.0;213.0;295.0;56.0;418.0;?
321.0;226.0;286.0;154.0;294.0;236.0
280.0;213.0;260.0;205.0;279.0;256.0
251.0;218.0;?;?;380.0;228.0
231.0;234.0;272.0;230.0;?;?
198.0;272.0;286.0;248.0;399.0;?
163.0;311.0;251.0;207.0;399.0;263.0
125.0;332.0;371.0;186.0;403.0;254.0
107.0;?;295.0;193.0;445.0;369.0
126.0;299.0;128.0;264.0;441.0;556.0
145.0;254.0;?;334.0;413.0;393.0
231.0;253.0;18.0;286.0;415.0;88.0
86.0;309.0;87.0;291.0;506.0;69.0
186.0;319.0;98.0;390.0;521.0;376.0
234.0;293.0;112.0;342.0;441.0;252.0
380.0;277.0;68.0;203.0;352.0;357.0
431.0;338.0;95.0;24.0;316.0;276.0
438.0;349.0;104.0;19.0;356.0;223.0
465.0;295.0;70.0;29.0;405.0;266.0
347.0;274.0;53.0;-24.0;487.0;318.0
286.0;275.0;42.0;-2.0;457.0;397.0
245.0;287.0;68.0;42.0;394.0;361.0
234.0;266.0;?;98.0;300.0;362.0
196.0;228.0;15.0;165.0;261.0;409.0
178.0;?;87.0;243.0;224.0;480.0
153.0;111.0;231.0;243.0;164.0;420.0
134.0;104.0;162.0;277.0;205.0;296.0
107.0;117.0;144.0;243.0;240.0;514.0
108.0;?;296.0;255.0;271.0;678.0
139.0;128.0;394.0;302.0;269.0;528.0
182.0;112.0;285.0;334.0;256.0;201.0
220.0;135.0;230.0;366.0;334.0;?
194.0;241.0;333.0;348.0;381.0;380.0
?;290.0;289.0;388.0;459.0;201.0
329.0;370.0;277.0;267.0;641.0;164.0
492.0;606.0;268.0;-70.0;635.0;248.0
510.0;625.0;291.0;-184.0;530.0;320.0
422.0;461.0;268.0;-82.0;460.0;200.0
415.0;318.0;253.0;-48.0;491.0;253.0
386.0;315.0;240.0;15.0;487.0;?
326.0;271.0;249.0;91.0;324.0;325.0
277.0;222.0;256.0;119.0;300.0;336.0
248.0;214.0;280.0;151.0;347.0;283.0
224.0;215.0;240.0;211.0;365.0;298.0
?;266.0;205.0;197.0;386.0;317.0
124.0;296.0;292.0;184.0;415.0;273.0
104.0;344.0;449.0;164.0;445.0;271.0
133.0;353.0;281.0;174.0;485.0;381.0
172.0;322.0;5.0;225.0;445.0;391.0
228.0;318.0;-93.0;208.0;441.0;177.0
201.0;357.0;217.0;156.0;519.0;144.0
83.0;453.0;78.0;220.0;620.0;301.0
195.0;400.0;106.0;363.0;565.0;303.0
314.0;356.0;43.0;302.0;375.0;318.0
455.0;312.0;61.0;147.0;202.0;384.0
482.0;241.0;43.0;57.0;138.0;237.0
453.0;150.0;14.0;70.0;199.0;288.0
358.0;140.0;-8.0;26.0;445.0;265.0
261.0;254.0;-19.0;-5.0;503.0;342.0
247.0;346.0;-10.0;-16.0;465.0;393.0
196.0;301.0;-19.0;77.0;351.0;380.0
177.0;213.0;3.0;171.0;298.0;433.0
170.0;134.0;226.0;143.0;214.0;499.0
141.0;84.0;265.0;163.0;181.0;407.0
113.0;72.0;123.0;206.0;180.0;312.0
101.0;76.0;381.0;223.0;186.0;703.0
168.0;116.0;446.0;229.0;226.0;570.0
189.0;137.0;?;254.0;284.0;200.0
212.0;232.0;302.0;206.0;?;135.0
165.0;388.0;?;201.0;555.0;266.0
279.0;421.0;197.0;259.0;587.0;157.0
381.0;413.0;254.0;308.0;?;147.0
484.0;525.0;266.0;-43.0;669.0;251.0
?;634.0;288.0;-128.0;604.0;244.0
?;548.0;259.0;-47.0;487.0;175.0
421.0;459.0;289.0;-165.0;570.0;185.0
366.0;478.0;276.0;-11.0;594.0;283.0
328.0;428.0;270.0;106.0;488.0;263.0
266.0;341.0;254.0;104.0;375.0;270.0
235.0;349.0;285.0;114.0;419.0;253.0
217.0;329.0;262.0;239.0;474.0;266.0
199.0;308.0;219.0;237.0;432.0;305.0
158.0;317.0;252.0;202.0;436.0;312.0
131.0;348.0;411.0;206.0;486.0;324.0
113.0;362.0;319.0;179.0;505.0;367.0
128.0;372.0;-72.0;194.0;481.0;523.0
?;344.0;-23.0;214.0;471.0;368.0
189.0;380.0;77.0;173.0;522.0;139.0
89.0;420.0;66.0;251.0;555.0;346.0
173.0;373.0;86.0;394.0;540.0;456.0
416.0;307.0;48.0;369.0;411.0;353.0
486.0;288.0;50.0;96.0;336.0;455.0
514.0;331.0;55.0;65.0;271.0;218.0
481.0;286.0;23.0;37.0;338.0;272.0
385.0;238.0;-26.0;11.0;461.0;339.0
298.0;291.0;-54.0;-31.0;542.0;477.0
237.0;328.0;0.0;49.0;483.0;432.0
229.0;330.0;15.0;117.0;302.0;378.0
213.0;249.0;64.0;143.0;197.0;457.0
197.0;144.0;34.0;148.0;?;495.0
198.0;75.0;-24.0;223.0;189.0;516.0
203.0;50.0;-40.0;315.0;204.0;576.0
178.0;72.0;178.0;354.0;239.0;712.0
160.0;109.0;145.0;346.0;287.0;461.0
168.0;148.0;171.0;319.0;319.0;700.0
178.0;183.0;80.0;408.0;334.0;592.0
204.0;203.0;323.0;386.0;387.0;163.0
221.0;313.0;436.0;336.0;481.0;-49.0
563.0;384.0;385.0;219.0;619.0;209.0
602.0;481.0;405.0;?;630.0;357.0
634.0;630.0;367.0;-429.0;776.0;194.0
602.0;671.0;315.0;-452.0;586.0;197.0
603.0;520.0;264.0;-199.0;510.0;145.0
646.0;451.0;238.0;-159.0;525.0;179.0
580.0;472.0;257.0;-104.0;499.0;126.0
511.0;414.0;355.0;18.0;489.0;117.0
446.0;380.0;284.0;?;446.0;?
406.0;369.0;293.0;96.0;486.0;57.0
323.0;348.0;357.0;132.0;456.0;124.0
271.0;310.0;558.0;125.0;391.0;?
251.0;292.0;?;137.0;356.0;369.0
238.0;294.0;231.0;218.0;407.0;303.0
273.0;347.0;29.0;206.0;468.0;221.0
338.0;399.0;70.0;176.0;540.0;55.0
411.0;379.0;62.0;276.0;607.0;?
404.0;375.0;17.0;250.0;582.0;401.0
369.0;408.0;-8.0;281.0;572.0;107.0
662.0;350.0;31.0;?;464.0;285.0
534.0;391.0;15.0;73.0;406.0;239.0
602.0;378.0;4.0;-46.0;352.0;311.0
490.0;329.0;30.0;-17.0;312.0;281.0
439.0;285.0;11.0;-75.0;386.0;258.0
378.0;?;-9.0;39.0;491.0;262.0
304.0;256.0;-4.0;113.0;431.0;283.0
225.0;276.0;3.0;128.0;321.0;129.0
186.0;270.0;-3.0;105.0;227.0;217.0
157.0;197.0;3.0;184.0;167.0;606.0
143.0;50.0;-77.0;344.0;105.0;501.0
?;-36.0;-33.0;409.0;77.0;557.0
220.0;-27.0;135.0;?;190.0;684.0
197.0;18.0;234.0;367.0;277.0;605.0
247.0;?;78.0;296.0;383.0;?
268.0;312.0;187.0;225.0;511.0;595.0
299.0;386.0;257.0;244.0;495.0;256.0
314.0;408.0;401.0;196.0;551.0;-50.0
525.0;451.0;380.0;119.0;666.0;-68.0
663.0;484.0;357.0;124.0;635.0;203.0
625.0;557.0;317.0;-131.0;?;200.0
624.0;645.0;278.0;-333.0;612.0;185.0
588.0;586.0;294.0;-221.0;611.0;181.0
474.0;607.0;312.0;-176.0;?;99.0
506.0;595.0;337.0;-77.0;670.0;130.0
411.0;462.0;291.0;25.0;482.0;112.0
371.0;364.0;298.0;135.0;412.0;144.0
321.0;298.0;348.0;155.0;375.0;137.0
331.0;215.0;?;225.0;296.0;112.0
323.0;79.0;385.0;279.0;225.0;120.0
290.0;?;493.0;366.0;207.0;238.0
247.0;211.0;378.0;192.0;?;331.0
239.0;441.0;57.0;81.0;628.0;353.0
232.0;652.0;12.0;84.0;706.0;190.0
278.0;684.0;231.0;170.0;?;?
311.0;583.0;127.0;285.0;696.0;302.0
403.0;481.0;-37.0;321.0;705.0;86.0
570.0;439.0;-34.0;266.0;629.0;153.0
560.0;434.0;-88.0;183.0;504.0;384.0
493.0;?;-44.0;46.0;377.0;216.0
559.0;316.0;49.0;26.0;333.0;300.0
508.0;194.0;-26.0;126.0;?;252.0
410.0;130.0;-57.0;136.0;200.0;319.0
?;116.0;-28.0;?;263.0;266.0
365.0;138.0;-30.0;134.0;328.0;315.0
?;174.0;-23.0;106.0;372.0;147.0
251.0;254.0;39.0;?;311.0;285.0
249.0;283.0;59.0;91.0;277.0;255.0
218.0;195.0;46.0;134.0;198.0;241.0
153.0;123.0;79.0;213.0;152.0;382.0
155.0;65.0;37.0;200.0;191.0;577.0
141.0;49.0;260.0;323.0;245.0;553.0
137.0;157.0;303.0;417.0;334.0;582.0
201.0;261.0;63.0;480.0;477.0;403.0
167.0;269.0;138.0;477.0;477.0;323.0
281.0;343.0;189.0;484.0;499.0;207.0
315.0;430.0;295.0;347.0;648.0;-47.0
384.0;442.0;232.0;124.0;756.0;-51.0
530.0;574.0;368.0;-127.0;782.0;180.0
579.0;597.0;326.0;-162.0;528.0;188.0
563.0;490.0;276.0;-188.0;445.0;150.0
481.0;?;262.0;-65.0;600.0;125.0
409.0;489.0;310.0;-10.0;640.0;81.0
417.0;458.0;319.0;76.0;537.0;133.0
397.0;358.0;319.0;154.0;465.0;144.0
318.0;271.0;277.0;174.0;428.0;159.0
255.0;267.0;367.0;187.0;423.0;93.0
304.0;267.0;346.0;202.0;402.0;92.0
252.0;285.0;407.0;200.0;431.0;93.0
200.0;323.0;?;246.0;450.0;141.0
?;338.0;485.0;260.0;486.0;230.0
112.0;373.0;581.0;293.0;436.0;253.0
178.0;355.0;296.0;331.0;494.0;228.0
240.0;388.0;?;?;589.0;206.0
258.0;468.0;35.0;302.0;671.0;183.0
282.0;539.0;7.0;320.0;754.0;194.0
272.0;538.0;-142.0;334.0;734.0;146.0
348.0;533.0;-102.0;384.0;732.0;206.0
543.0;554.0;-70.0;327.0;757.0;253.0
535.0;517.0;-99.0;168.0;542.0;221.0
486.0;428.0;-110.0;17.0;318.0;223.0
156.0;161.0;94.0;517.0;455.0;557.0
290.0;184.0;240.0;591.0;449.0;485.0
323.0;200.0;321.0;570.0;504.0;169.0
404.0;261.0;336.0;436.0;521.0;-68.0
471.0;329.0;385.0;299.0;?;-9.0
674.0;443.0;?;134.0;651.0;207.0
595.0;?;271.0;-172.0;675.0;173.0
573.0;596.0;258.0;-188.0;697.0;121.0
481.0;705.0;238.0;-25.0;693.0;90.0
425.0;686.0;288.0;27.0;779.0;50.0
448.0;?;328.0;178.0;540.0;79.0
369.0;317.0;327.0;237.0;362.0;81.0
309.0;184.0;357.0;?;318.0;191.0
241.0;140.0;469.0;302.0;333.0;218.0
