Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay
-100.0;-11;19;121.0;-432.0;18;8;660
-129.0;37;-3;143.0;-427.0;14;19;661
-111.0;-14;-12;118.0;-427.0;18;-19;657
-117.0;-11;-15;124.0;-412.0;12;-41;661
-113.0;4;15;122.0;-414.0;11;-32;670
-108.0;-27;-21;114.0;-425.0;24;-8;657
-110.0;9;-16;112.0;-420.0;21;4;651
-114.0;13;55;136.0;-421.0;15;18;658
-120.0;-16;-15;122.0;-428.0;15;-22;657
-115.0;-15;-15;142.0;-411.0;17;-9;657
-136.0;4;20;139.0;-417.0;19;10;656
-128.0;19;-21;119.0;-430.0;19;14;656
-139.0;-8;0;127.0;-431.0;20;20;655
-100.0;-16;5;188.0;-415.0;14;2;671
-82.0;-14;1;189.0;-412.0;21;-14;667
-116.0;17;0;119.0;-425.0;12;0;659
-114.0;0;-30;112.0;-423.0;21;-53;652
-106.0;19;2;134.0;-421.0;21;-4;654
-82.0;-7;11;199.0;-410.0;21;-13;667
-106.0;-8;-3;147.0;-399.0;24;10;650
-117.0;6;-24;138.0;-419.0;25;12;649
-110.0;8;-3;99.0;-420.0;19;-5;656
-81.0;6;2;214.0;-396.0;17;18;669
-104.0;20;25;139.0;-423.0;25;13;652
-109.0;20;8;129.0;-406.0;21;36;657
-109.0;16;19;120.0;-436.0;17;23;655
-118.0;38;44;114.0;-432.0;17;-2;660
-119.0;0;24;100.0;-450.0;19;27;650
-122.0;-24;13;133.0;-409.0;20;26;652
-91.0;22;-10;102.0;-422.0;22;-7;652
-114.0;31;-27;117.0;-433.0;22;-42;657
-102.0;9;3;109.0;-422.0;20;-20;658
-115.0;-13;15;129.0;-428.0;21;-26;653
-93.0;23;0;128.0;-429.0;20;16;654
-93.0;-18;-11;109.0;-439.0;15;40;658
-111.0;-1;23;119.0;-434.0;19;-17;656
-135.0;-13;25;98.0;-439.0;18;-11;656
-118.0;41;9;101.0;-456.0;21;60;650
-100.0;-5;25;96.0;-443.0;16;-5;656
-109.0;-19;2;101.0;-440.0;24;5;652
-92.0;-16;-3;113.0;-447.0;16;-56;661
-120.0;-11;6;148.0;-418.0;17;15;658
-118.0;1;29;141.0;-409.0;17;2;652
-100.0;10;47;140.0;-424.0;20;-23;648
-106.0;-27;26;161.0;-413.0;18;19;653
-108.0;-28;-19;132.0;-432.0;20;-35;654
-128.0;15;12;158.0;-412.0;20;26;649
-115.0;15;39;184.0;-407.0;28;7;647
-100.0;-7;16;128.0;-418.0;18;35;653
-108.0;-8;16;121.0;-430.0;18;-19;658
-69.0;4;20;188.0;-398.0;17;-5;669
-113.0;-10;-6;112.0;-428.0;19;38;658
-116.0;15;30;198.0;-423.0;19;28;654
-106.0;13;23;188.0;-422.0;17;34;656
-93.0;3;-4;198.0;-401.0;22;-12;661
-108.0;8;6;99.0;-430.0;20;-51;659
-154.0;1;9;128.0;-412.0;16;-25;659
-173.0;40;-29;99.0;-460.0;24;-23;644
-128.0;57;-40;131.0;-429.0;19;-35;658
-133.0;15;-10;65.0;-440.0;17;30;670
-103.0;17;18;109.0;-428.0;21;-19;654
-128.0;-7;-3;99.0;-440.0;19;15;658
-132.0;29;8;134.0;-431.0;20;37;655
-118.0;-30;19;99.0;-448.0;15;-15;656
-119.0;-33;-16;98.0;-418.0;21;11;654
-109.0;-16;9;121.0;-425.0;22;28;658
-100.0;8;-6;109.0;-420.0;26;6;654
-102.0;14;34;148.0;-427.0;23;-13;653
-110.0;-39;18;139.0;-446.0;19;-62;659
-127.0;6;12;150.0;-410.0;17;-64;658
-9.0;7;-43;80.0;-525.0;11;-61;652
-132.0;-41;19;150.0;-426.0;25;16;652
-45.0;3;-4;129.0;-447.0;25;-5;654
-145.0;-14;2;141.0;-428.0;22;30;656
-145.0;-12;25;149.0;-431.0;27;37;650
-89.0;-4;1;208.0;-398.0;18;7;670
-127.0;39;11;171.0;-421.0;15;-19;657
-94.0;13;-18;207.0;-401.0;20;-17;668
-66.0;6;-14;196.0;-398.0;25;-31;662
-55.0;-7;1;505.0;-521.0;17;-938;677
-154.0;0;-8;160.0;-411.0;16;-13;662
-154.0;-31;4;161.0;-427.0;21;37;658
-146.0;34;-14;143.0;-423.0;24;1;655
-107.0;-10;-8;119.0;-425.0;21;-22;652
-144.0;10;-3;144.0;-424.0;22;-6;655
-244.0;2;19;266.0;-399.0;18;-55;656
-19.0;-161;-83;14.0;-432.0;30;231;679
-158.0;-45;-28;110.0;-450.0;19;-36;651
-112.0;-4;35;111.0;-435.0;23;-44;650
-154.0;-14;13;360.0;-761.0;15;26;656
-160.0;-6;35;205.0;-738.0;20;34;662
-73.0;14;27;181.0;-401.0;11;3;675
-154.0;26;3;157.0;-421.0;16;24;659
-137.0;-8;-9;128.0;-422.0;17;32;666
-135.0;-38;19;137.0;-419.0;21;6;660
-130.0;19;16;139.0;-430.0;26;-44;656
-92.0;5;-23;194.0;-392.0;18;15;670
-317.0;18;46;135.0;-378.0;25;-19;649
-91.0;-4;-2;200.0;-410.0;13;-15;673
-91.0;11;-11;185.0;-397.0;20;-41;671
-89.0;21;-18;181.0;-404.0;20;-25;668
-113.0;-3;9;98.0;-704.0;18;6;651
-95.0;-14;1;197.0;-396.0;16;7;669
-89.0;8;-8;199.0;-409.0;18;6;667
-92.0;4;-11;198.0;-416.0;18;3;671
-113.0;-6;0;124.0;-420.0;15;-4;659
-190.0;3;17;52.0;-490.0;22;47;662
-119.0;-22;26;81.0;-433.0;21;-23;655
-129.0;-4;-30;28.0;-480.0;13;-8;652
-126.0;11;-2;112.0;-442.0;22;46;656
-82.0;-14;0;210.0;-397.0;18;-11;666
-90.0;5;1;209.0;-400.0;22;17;664
-104.0;-4;18;471.0;-436.0;19;-72;658
-117.0;26;-43;86.0;-669.0;16;19;642
-98.0;-20;-3;196.0;-407.0;22;20;671
-106.0;33;-28;266.0;-428.0;23;15;657
-79.0;-25;-31;191.0;-415.0;19;37;675
-83.0;-34;-20;194.0;-431.0;13;45;679
-73.0;-26;-37;189.0;-405.0;13;6;678
-87.0;-11;8;39.0;-457.0;19;32;663
28.0;-10;6;-29.0;-530.0;16;-12;660
-84.0;-31;-38;198.0;-423.0;12;5;673
-93.0;-3;23;256.0;-410.0;18;-25;667
-75.0;1;0;196.0;-410.0;16;-18;657
-137.0;-39;-59;287.0;-448.0;21;-1;662
-74.0;10;12;266.0;-712.0;21;-88;660
-121.0;-103;-97;119.0;-434.0;32;5;692
-153.0;-14;24;128.0;-415.0;15;-16;701
-100.0;49;-31;107.0;-449.0;18;2;655
-137.0;-25;1;-25.0;-632.0;21;-37;659
-634.0;-29;8;89.0;-579.0;19;25;685
-118.0;9;-16;78.0;-449.0;17;-20;653
-104.0;-9;0;121.0;-411.0;15;-22;702
-15.0;-520;109;-200.0;-628.0;11;-415;499
-93.0;-15;1;107.0;-425.0;22;-4;700
-87.0;-4;-8;98.0;-440.0;24;42;647
-67.0;-27;-14;124.0;-420.0;11;-14;712
15.0;67;103;71.0;-304.0;20;-29;712
-107.0;-8;13;140.0;-411.0;13;52;671
-108.0;59;-6;284.0;-465.0;20;76;658
8.0;7;-11;72.0;-631.0;21;-17;656
-336.0;-538;-135;34.0;-674.0;-86;97;727
-104.0;-1806;194;73.0;-396.0;97;22;758
-90.0;-42;-31;118.0;-453.0;18;52;671
-309.0;-66;-13;94.0;-483.0;24;69;678
-9.0;-30;-12;20.0;-798.0;14;-280;680
15.0;-13;4;110.0;-759.0;19;-160;654
-111.0;25;0;29.0;-642.0;21;48;663
-239.0;27;28;23.0;-771.0;18;133;663
-114.0;16;-32;98.0;-682.0;17;36;658
-116.0;-3;17;84.0;-701.0;16;18;656
-21.0;-28;48;101.0;-545.0;24;2407;649
-15.0;-1;-3;227.0;-696.0;13;-31;660
39.0;403;-83;141.0;-820.0;86;29;636
-16.0;-214;445;-5.0;-572.0;12;2;591
-9.0;17;33;45.0;-546.0;18;-16;662
-59.0;2358;1519;109.0;-480.0;-108;-1;852
-51.0;-18;1;405.0;-532.0;20;-18;650
-114.0;-34;68;112.0;-528.0;22;-1521;650
-113.0;-51;-100;329.0;-726.0;31;57;647
-94.0;-6;18;466.0;-708.0;13;-202;672
-117.0;-690;2649;97.0;-467.0;32;-154;609
-187.0;-56;7;91.0;-636.0;29;2;647
-248.0;-1725;-1341;231.0;-471.0;356;-50;639
-65.0;-3743;748;358.0;-510.0;37;32;910
-208.0;1282;-118;-13.0;-630.0;95;-37;539
-262.0;38;5;219.0;-700.0;16;85;667
-116.0;-146;-10;79.0;-500.0;8;-23;682
-281.0;4;19;314.0;-655.0;17;350;669
-279.0;-22;22;89.0;-677.0;13;-26;672
-234.0;-6;12;96.0;-588.0;17;-36;663
-251.0;25;-18;83.0;-580.0;18;-63;665
-113.0;39;12;115.0;-710.0;27;-19;656
-166.0;1070;-1468;8.0;-578.0;40;45;820
-72.0;-38;-5;35.0;-441.0;18;483;655
-30.0;-9;78;434.0;-695.0;40;1174;668
-243.0;-26;45;60.0;-511.0;20;-306;656
-176.0;3;57;340.0;-530.0;57;6;689
-106.0;5;-8;179.0;-740.0;15;28;667
-6.0;-26;49;24.0;-486.0;15;-17;666
-36.0;-10;18;58.0;-529.0;16;3;672
-117.0;16;0;328.0;-749.0;16;-62;661
-179.0;12;-18;222.0;-893.0;21;-60;652
57.0;-13;-38;258.0;-667.0;13;-139;658
-32.0;4;7;649.0;-674.0;21;-424;662
-264.0;-584;-324;433.0;-511.0;-11;14;551
-12.0;25;-22;281.0;-551.0;22;-94;674
27.0;-16;-9;237.0;-871.0;15;-106;658
-123.0;2;13;91.0;-431.0;16;-2;669
-122.0;77;-53;430.0;-699.0;35;2;661
-185.0;1;713;335.0;-461.0;601;-16;66
-153.0;159;-54;224.0;-705.0;226;51;509
-48.0;-3;-37;117.0;-643.0;20;62;660
8.0;-6;28;69.0;-605.0;18;-21;659
-1.0;-51;11;191.0;-494.0;25;8;701
-8.0;-55;12;203.0;-465.0;26;-4;700
-67.0;2;36;58.0;-581.0;28;51;668
-8.0;0;-7;345.0;-678.0;17;-16;662
-66.0;17;1;89.0;-437.0;14;37;675
-67.0;-4;-32;45.0;-627.0;17;-15;648
-38.0;-7;15;133.0;-708.0;18;39;652
23.0;-36;24;-32.0;-789.0;17;103;666
-121.0;-23;-26;386.0;-852.0;23;5;658
-9.0;0;-3;89.0;-692.0;14;-10;656
18.0;-27;-42;128.0;-760.0;20;-10;670
-44.0;-38;25;158.0;-695.0;13;-20;655
-73.0;-1;7;130.0;-715.0;19;-19;652
-123.0;-8;8;133.0;-713.0;16;32;656
12.0;-5;-4;81.0;-599.0;18;3;663
-391.0;-957;-2890;-346.0;-400.0;1048;-212;210
-438.0;2471;-4948;155.0;-462.0;-1122;-261;2019
-145.0;-26;13;132.0;-708.0;14;9;659
-139.0;17;17;146.0;-715.0;20;11;653
-133.0;-7;-28;171.0;-755.0;19;17;656
-161.0;-5;-23;158.0;-730.0;19;25;656
-164.0;-26;9;151.0;-730.0;16;-10;657
-90.0;-24;81;173.0;-751.0;8;-3;681
-135.0;2;-26;141.0;-751.0;21;1;656
-334.0;-7;-23;123.0;-531.0;19;53;672
-150.0;-25;24;54.0;-559.0;24;15;662
-113.0;26;8;29.0;-551.0;12;17;670
-85.0;14;-8;219.0;-891.0;13;-84;658
1.0;35;1;124.0;-530.0;18;57;667
-2.0;19;16;39.0;-605.0;20;14;659
-159.0;21;17;346.0;-431.0;17;1;659
-76.0;17;-14;46.0;-527.0;18;36;659
6.0;-7;6;-39.0;-506.0;19;19;652
-471.0;32;-10;19.0;-580.0;47;271;684
-50.0;-40;-76;74.0;-460.0;42;26;639
27.0;-13;-2;157.0;-503.0;14;5;679
56.0;26;36;119.0;-518.0;19;1;678
66.0;-80;-60;251.0;-502.0;15;2;662
-53.0;4;2;54.0;-517.0;19;-23;650
-74.0;2;2;56.0;-495.0;25;32;642
-73.0;-22;-1;60.0;-493.0;20;-7;652
-82.0;-14;36;49.0;-480.0;17;-12;651
-101.0;52;-54;150.0;-517.0;22;-188;669
-98.0;-8;8;97.0;-430.0;21;-20;658
-441.0;-17;15;129.0;-528.0;20;-141;671
-91.0;9;-19;83.0;-439.0;17;-1;664
-119.0;5;5;6.0;-499.0;22;22;651
-101.0;15;2;133.0;-414.0;20;47;661
-171.0;46;23;188.0;-730.0;17;-97;660
-109.0;-16;-10;88.0;-447.0;23;14;659
-92.0;-8;25;110.0;-439.0;14;-17;661
-110.0;34;13;11.0;-538.0;13;-68;658
-182.0;-23;40;145.0;-450.0;14;44;674
-84.0;18;1;29.0;-492.0;14;-1;660
-82.0;-19;15;45.0;-483.0;23;-28;658
-423.0;-37;33;256.0;-501.0;16;-4;668
-72.0;13;31;37.0;-468.0;23;3;643
-73.0;-13;3;348.0;-523.0;23;-447;645
142.0;16;-8;65.0;-557.0;14;-16;670
5.0;80;71;407.0;-698.0;56;19;662
-3.0;-51;11;383.0;-769.0;22;-100;660
0.0;-9;23;295.0;-672.0;15;-37;660
-11.0;-24;23;315.0;-658.0;18;-18;659
-6.0;-26;23;319.0;-671.0;18;-6;659
-34.0;-26;23;331.0;-661.0;18;-1;659
-23.0;-17;-8;192.0;-696.0;15;25;665
26.0;3;3;147.0;-651.0;20;-6;663
19.0;-4;8;191.0;-672.0;20;24;662
21.0;-28;25;186.0;-662.0;18;11;659
29.0;-25;23;252.0;-664.0;18;-24;660
22.0;-25;23;247.0;-648.0;18;-15;660
-106.0;36;11;386.0;-826.0;17;154;668
-14.0;-628;1446;-51.0;-638.0;278;-56;884
47.0;-26;24;220.0;-667.0;18;16;659
45.0;-26;12;130.0;-681.0;24;73;657
27.0;-25;23;273.0;-678.0;18;-33;659
227.0;19;-25;299.0;-757.0;17;27;682
378.0;-34;21;534.0;-772.0;17;25;663
35.0;-17;0;79.0;-699.0;21;-19;647
-81.0;12;-2008;126.0;-534.0;-58;-35;677
-91.0;38;-4;99.0;-408.0;17;21;658
98.0;-38;34;394.0;-782.0;21;-15;653
10.0;-22;6;58.0;-609.0;16;-26;665
-33.0;-13;-10;166.0;-1002.0;22;-37;664
-102.0;-7;26;117.0;-409.0;17;36;657
-158.0;-13;14;169.0;-386.0;18;-15;671
56.0;7;3;156.0;-684.0;21;21;663
-107.0;-11;37;121.0;-410.0;18;45;653
75.0;-24;1733;-175.0;-632.0;157;622;650
-151.0;60;62;4.0;-509.0;23;-2;660
-396.0;-35;18;120.0;-734.0;24;-318;657
-94.0;-10;15;117.0;-400.0;19;-18;656
-115.0;-4;19;15.0;-310.0;21;-14;639
-91.0;-3;-12;157.0;-391.0;22;-20;666
-66.0;-14;0;192.0;-388.0;22;-33;669
-99.0;-20;21;133.0;-402.0;24;-20;657
24.0;2;-15;-49.0;-422.0;20;-5;656
29.0;-20;-1;-93.0;-540.0;23;-224;669
-118.0;-3;7;-30.0;-355.0;19;-19;644
-46.0;-35;-10;-43.0;-381.0;17;14;658
-111.0;-40;-23;119.0;-403.0;15;-20;658
-89.0;11;6;119.0;-399.0;17;29;657
-104.0;32;-7;110.0;-400.0;15;42;654
-204.0;-573;3721;341.0;-660.0;71;-3495;638
-108.0;-7;-2;115.0;-399.0;21;27;656
-123.0;-4;-7;14.0;-403.0;17;-9;647
-137.0;-3;-45;1.0;-381.0;20;39;661
-125.0;-13;2;126.0;-393.0;17;-17;658
-49.0;-33;10;127.0;-355.0;15;15;658
-296.0;-1274;5611;524.0;-759.0;-936;62;1673
-83.0;1;-1;32.0;-427.0;14;-35;674
-66.0;112;2357;496.0;-725.0;-86;-1728;690
-98.0;-9;7;130.0;-370.0;17;-9;662
-100.0;8;-9;136.0;-388.0;19;3;658
-102.0;-19;2;157.0;-390.0;17;27;660
7.0;-18;62;140.0;-257.0;16;13;663
-130.0;-6;-5;-40.0;-220.0;20;-1;644
-129.0;5;24;102.0;-394.0;21;-28;653
-99.0;-2;13;187.0;-390.0;10;15;676
26.0;-18;210;67.0;-479.0;22;-1;693
16.0;15;29;-25.0;-535.0;20;49;654
37.0;976;11;10.0;-571.0;-84;-15;742
33.0;22;13;-27.0;-511.0;22;-519;654
8.0;-1;-11;-411.0;-668.0;26;-115;668
-88.0;-14;1;181.0;-392.0;15;-26;669
-110.0;-10;-6;117.0;-402.0;20;-32;658
66.0;-34;-5;88.0;-425.0;14;7;680
27.0;-4;26;7.0;-640.0;17;-27;656
-116.0;-1;33;124.0;-401.0;19;-4;656
9.0;27;-1;54.0;-589.0;16;-25;665
26.0;-10;21;-12.0;-592.0;23;8;657
-427.0;-19;7;-84.0;-477.0;20;-159;675
-60.0;-15;10;186.0;-398.0;13;-6;671
8.0;-16;-25;40.0;-584.0;19;31;658
-100.0;-11;-26;128.0;-409.0;19;57;657
8.0;-23;15;49.0;-599.0;16;-9;661
24.0;-16;1;-39.0;-451.0;14;35;654
-84.0;-26;0;-9.0;-449.0;22;-25;659
17.0;-5;23;-30.0;-420.0;19;5;652
-124.0;0;22;162.0;-380.0;24;-13;650
-141.0;-11;11;167.0;-390.0;13;-10;657
-78.0;25;-6;544.0;-845.0;17;-267;662
-96.0;4;-9;-23.0;-499.0;25;7;661
-90.0;59;-47;-253.0;-477.0;19;30;662
26.0;21;13;-3.0;-607.0;19;33;657
15.0;-11;17;-9.0;-556.0;19;62;660
-6.0;-8;-33;-78.0;-496.0;23;1064;683
-6.0;-24;18;48.0;-588.0;10;40;662
-29.0;114;-100;-38.0;-280.0;2;326;585
31.0;4;-6;9.0;-592.0;19;-31;656
-157.0;-20;11;66.0;-418.0;13;49;657
-90.0;-4;-11;180.0;-389.0;25;38;665
-191.0;-11;-7;146.0;-388.0;16;2;668
27.0;69;-43;-38.0;-620.0;19;13;648
-143.0;-15;2;125.0;-760.0;14;-3;659
-140.0;-20;26;213.0;-396.0;21;-14;654
18.0;14;0;-12.0;-522.0;12;40;661
15.0;-11;-12;-17.0;-548.0;18;68;658
10.0;8;-24;29.0;-596.0;21;-15;657
-465.0;-6;13;-79.0;-711.0;15;39;660
-115.0;3;-19;181.0;-386.0;20;-32;659
-318.0;8;11;479.0;-531.0;23;108;676
-110.0;13;19;113.0;-396.0;18;-2;656
8.0;-16;4;47.0;-584.0;19;6;663
-70.0;-23;0;230.0;-395.0;20;33;660
-244.0;15;-20;-51.0;-669.0;15;-24;670
8.0;-4;5;33.0;-590.0;20;4;661
18.0;-7;12;20.0;-558.0;20;-41;660
-10.0;-36;-16;21.0;-533.0;18;-2;659
-26.0;-14;23;164.0;-874.0;22;0;649
9.0;0;21;19.0;-540.0;14;31;670
-81.0;-4;1;-28.0;-670.0;20;-16;666
58.0;56;34;306.0;-301.0;15;141;676
-21.0;1;3;-54.0;-486.0;19;-12;655
-91.0;-6;2;125.0;-800.0;21;-7;664
-331.0;-19;15;404.0;-411.0;23;3;664
-158.0;-7;-15;114.0;-749.0;20;-13;659
-161.0;-29;0;144.0;-746.0;15;-6;660
-94.0;25;-24;55.0;-803.0;23;-172;664
-178.0;-13;28;47.0;-881.0;17;-123;676
-160.0;-29;6;108.0;-741.0;15;-20;660
-173.0;-13;-13;141.0;-740.0;16;-31;658
-164.0;-11;-10;433.0;-350.0;20;-10;667
-323.0;-11;-6;873.0;-649.0;18;-3;750
-394.0;703;-3553;-98.0;-480.0;715;-98;473
-78.0;15;13;-70.0;-654.0;16;363;674
-253.0;-21;-8;557.0;-850.0;19;16;663
-173.0;-30;31;144.0;-739.0;17;22;655
9.0;15;23;-24.0;-542.0;18;-5;656
102.0;4;5;48.0;-629.0;16;8;658
-15.0;-37;17;79.0;-346.0;18;14;654
-565.0;-10;33;200.0;-783.0;14;-774;669
-25.0;3329;-588;176.0;-448.0;127;3;553
-458.0;-1177;728;478.0;-671.0;-903;-142;1828
-143.0;22;-2;124.0;-383.0;18;-29;703
-151.0;-25;-14;117.0;-405.0;23;-15;697
-157.0;-15;25;113.0;-415.0;17;-24;700
-98.0;4;-77;-19.0;-488.0;20;16;649
18.0;-16;23;-48.0;-440.0;26;79;648
-262.0;155;666;409.0;-519.0;14;-71;661
23.0;13;-4;59.0;-602.0;21;-32;659
-92.0;-26;13;-43.0;-442.0;17;-3;667
-264.0;-240;-13;-305.0;-586.0;54;2;555
41.0;-9;17;77.0;-619.0;18;2;662
-113.0;5;-9;129.0;-392.0;19;4;698
-109.0;-883;-52;89.0;-551.0;127;-15;745
271.0;-817;-751;164.0;-762.0;2880;-1268;1245
-97.0;-25;-9;44.0;-606.0;13;-837;659
-115.0;10;7;102.0;-380.0;18;62;699
-122.0;-63;106;435.0;-822.0;13;45;681
-144.0;6;22;275.0;-322.0;18;-16;645
66.0;13;-26;99.0;-595.0;21;34;666
180.0;-17;0;1.0;-569.0;21;9;674
-11.0;4;-10;139.0;-431.0;18;-4;702
24.0;-9;-5;-53.0;-465.0;16;-24;656
-117.0;-6;15;414.0;-927.0;20;-25;666
13.0;-13;0;20.0;-724.0;19;-21;653
-109.0;-18;-26;5.0;-439.0;18;-8;639
-75.0;-16;-4;493.0;-864.0;18;-21;661
17.0;326;-178;480.0;-437.0;69;-7;577
-290.0;-2;-34;160.0;-458.0;16;45;712
-9.0;-20;4;485.0;-824.0;21;0;685
156.0;65;-6;293.0;-445.0;21;-11;662
136.0;-47;-36;475.0;-600.0;27;-14;644
-155.0;-2508;7858;362.0;-651.0;-941;-2143;1679
-732.0;-7;-10;795.0;-640.0;16;-22;765
-62.0;-11;3;-75.0;-679.0;20;-23;660
-336.0;-13;13;-82.0;-510.0;22;6;645
8.0;-27;1;69.0;-622.0;22;-13;660
-402.0;-54;-34;47.0;-714.0;6;6;681
-206.0;-25;0;68.0;-704.0;21;18;654
10.0;-176;-184;54.0;-705.0;31;-23;597
46.0;12;6;42.0;-630.0;22;0;658
-565.0;-33;27;174.0;-678.0;11;637;679
-100.0;14;-9;378.0;-938.0;18;17;670
-146.0;-21;10;120.0;-740.0;19;8;657
-54.0;-15;0;202.0;-942.0;16;144;652
-24.0;-401;2581;445.0;-546.0;77;-8093;1004
-141.0;1616;-837;416.0;-630.0;4;33;1016
-256.0;34;11;347.0;-879.0;17;-28;667
-283.0;-1;-20;-27.0;-479.0;16;66;654
33.0;-2;230;-167.0;-455.0;30;6003;684
-26.0;-92;52;76.0;-621.0;158;-2782;630
-207.0;2193;-2555;88.0;-396.0;-1;-9;771
-67.0;-181;-1260;200.0;-481.0;165;-2;207
-104.0;-5;12;1156.0;-720.0;21;-14;661
-148.0;41;108;-41.0;-482.0;-19;4266;675
-215.0;-25;-15;-64.0;-474.0;19;-21;657
15.0;15;-9;574.0;-553.0;22;18;649
-146.0;-4;1;79.0;-732.0;18;-14;654
69.0;-202;498;282.0;-567.0;-67;-5126;776
295.0;6;22;132.0;-639.0;17;445;669
-113.0;3;-1;-61.0;-466.0;19;-1;658
28.0;-5;45;-88.0;-626.0;25;-15;652
-117.0;26;18;185.0;-375.0;17;-11;655
54.0;14;23;-77.0;-710.0;25;-119;658
-6.0;165;168;-11.0;-559.0;-49;61;708
-148.0;-17;-9;-133.0;-411.0;20;-11;650
82.0;4;-55;504.0;-385.0;3;-419;662
-45.0;0;-6;407.0;-983.0;21;4;669
-94.0;-66;-26;-325.0;-718.0;75;-776;636
-554.0;8;-24;302.0;-829.0;22;34;673
-137.0;360;-395;-12.0;-461.0;74;51;616
-38.0;9;5;420.0;-420.0;25;-2;655
-122.0;-2;6;-20.0;-116.0;19;-7;639
-99.0;-4;-3;-52.0;-450.0;19;38;670
20.0;-12;-2;-30.0;-566.0;16;-2;659
517.0;-28;-7;98.0;-545.0;6;-99;684
-225.0;-13;6;448.0;-411.0;20;15;651
14.0;-381;-99;7.0;-447.0;39;59;633
