InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Body_Ax
15;805;-176;-159;15;-161.0;6.0;52.0;-28;-2;306
17;799;-177;-160;17;189.0;131.0;16.0;29;4;299
-15;798;-177;-159;-15;88.0;90.0;24.0;-15;-3;299
-13;803;-176;-159;-13;31.0;-103.0;-15.0;-15;-2;307
0;783;-176;-156;0;126.0;-251.0;27.0;10;-1;290
2917;656;176;-180;2917;-1287.0;-696.0;573.0;576;23;974
45;806;133;-164;45;1028.0;-436.0;-524.0;-52;-78;231
-20;807;-178;-157;-20;3.0;63.0;-85.0;-20;2;284
-25;801;-176;-159;-25;-165.0;23.0;103.0;11;-3;307
-37;797;-176;-159;-37;-93.0;61.0;79.0;-3;1;307
-37;806;-176;-159;-37;-41.0;99.0;19.0;-28;-2;308
-28;803;-176;-159;-28;-31.0;101.0;14.0;9;-4;307
4;803;-176;-159;4;-92.0;94.0;-20.0;-3;2;307
-89;756;-173;-155;-89;229.0;-235.0;39.0;527;9;356
-22;798;-178;-162;-22;-202.0;-9.0;-54.0;15;-2;279
-48;787;-175;-157;-48;-127.0;15.0;15.0;28;2;327
5;803;-176;-159;5;52.0;130.0;-2.0;-3;-1;306
-57;782;-175;-157;-57;-51.0;127.0;72.0;-5;2;338
90;786;-176;-158;90;80.0;348.0;-28.0;27;8;276
-14;60;-176;-133;-14;-5.0;6.0;16.0;-3;-6;220
-19;779;-175;-157;-19;-28.0;146.0;64.0;36;-1;338
21;779;-175;-157;21;-83.0;130.0;30.0;43;-3;338
-5;787;-175;-157;-5;-155.0;42.0;-34.0;-2;-4;335
-3;799;-177;-159;-3;70.0;84.0;0.0;32;3;298
-29;801;-177;-159;-29;68.0;97.0;-24.0;9;1;304
26;800;-174;-158;26;-173.0;-137.0;101.0;39;4;298
4;803;-177;-159;4;-33.0;92.0;88.0;-33;-1;299
1;801;-177;-159;1;2.0;114.0;26.0;9;-3;311
4;799;-176;-159;4;42.0;62.0;-22.0;-29;8;316
-8;804;-176;-159;-8;55.0;91.0;-49.0;-34;-1;309
-17;801;-177;-160;-17;256.0;54.0;-11.0;-10;0;299
-12;801;-176;-159;-12;95.0;-34.0;2.0;9;-4;308
4;805;-177;-159;4;91.0;88.0;16.0;31;2;311
-6;801;-176;-159;-6;-2.0;-118.0;98.0;0;0;308
24;799;-176;-159;24;-32.0;-97.0;134.0;22;0;309
14;804;-176;-159;14;-83.0;-79.0;169.0;9;-2;307
-21;797;-178;-159;-21;-22.0;-83.0;216.0;-25;-6;309
-1;801;-176;-159;-1;-80.0;-56.0;191.0;-5;-2;311
-8;802;-177;-159;-8;86.0;58.0;21.0;-23;0;303
-23;801;-177;-159;-23;-125.0;-86.0;116.0;-14;-3;304
-13;800;-177;-159;-13;74.0;77.0;54.0;-9;-6;311
-9;795;-177;-159;-9;-82.0;18.0;-94.0;-7;5;318
30;797;-176;-159;30;75.0;-39.0;-99.0;3;6;314
-19;795;-177;-159;-19;-57.0;48.0;-79.0;20;4;314
-25;794;-177;-159;-25;15.0;136.0;-56.0;-30;-6;319
-29;803;-177;-156;-29;35.0;291.0;-60.0;31;-2;264
-2;803;-176;-159;-2;11.0;128.0;57.0;24;-2;305
-35;796;-177;-159;-35;27.0;-106.0;3.0;20;2;312
-266;682;-192;-167;-266;-162.0;23.0;60.0;146;66;379
-47;810;-177;-160;-47;-48.0;-129.0;43.0;16;-5;303
-1265;649;168;-46;-1265;-469.0;-477.0;706.0;602;38;-261
9;674;-176;-149;9;-259.0;18.0;53.0;21;3;435
-855;877;11;-158;-855;-362.0;-12.0;244.0;469;509;1170
-8;801;-178;-157;-8;-76.0;245.0;26.0;-9;2;283
-18;799;-177;-160;-18;33.0;99.0;7.0;-32;-4;298
-59;798;-177;-159;-59;29.0;88.0;33.0;-12;6;299
-13;787;-176;-156;-13;278.0;17.0;-182.0;-9;1;296
123;791;-172;-157;123;-149.0;-142.0;78.0;-88;-10;356
-9;802;-177;-159;-9;33.0;-135.0;-17.0;-9;0;300
-15;805;-177;-160;-15;121.0;36.0;-47.0;-11;0;301
-9;802;-177;-159;-9;65.0;102.0;30.0;-57;3;295
-54;797;-177;-160;-54;95.0;137.0;47.0;20;-1;300
296;826;204;-142;296;-932.0;-620.0;374.0;-209;819;247
6;809;192;-159;6;-462.0;1547.0;-476.0;5;-145;257
3;801;-177;-159;3;-78.0;152.0;33.0;43;-8;297
13;803;-177;-159;13;-94.0;122.0;5.0;-4;2;298
3;801;-177;-160;3;17.0;132.0;-86.0;-20;2;300
-26;803;-177;-159;-26;15.0;49.0;-115.0;-20;6;292
5;801;-177;-159;5;-63.0;122.0;-90.0;-9;0;302
14;805;-177;-159;14;-30.0;-218.0;-35.0;11;3;313
5;803;-177;-159;5;41.0;-98.0;-11.0;-61;-2;308
9;808;-176;-159;9;103.0;9.0;18.0;-34;-2;305
-12;801;-176;-159;-12;99.0;-11.0;24.0;5;-3;310
-28;804;-176;-159;-28;80.0;-67.0;1.0;52;0;312
19;805;-177;-159;19;-48.0;-56.0;157.0;-10;-1;306
5;800;-177;-163;5;-278.0;-779.0;1421.0;-35;44;242
-21;791;-177;-162;-21;-21.0;116.0;2.0;8;-4;279
5;788;-176;-156;5;-240.0;-26.0;150.0;-12;4;287
-8;804;-177;-157;-8;-44.0;175.0;255.0;-34;1;271
18;793;-177;-163;18;13.0;251.0;-10.0;-3;0;278
11;805;-176;-159;11;-125.0;-58.0;-94.0;-9;-3;303
-9;802;-173;-162;-9;-34.0;-201.0;-154.0;-25;1;257
-28;798;-176;-159;-28;34.0;-66.0;-72.0;-3;0;306
-20;808;-176;-163;-20;98.0;166.0;-28.0;19;-14;266
13;694;-178;-168;13;-98.0;-194.0;-40.0;-41;-3;177
118;848;119;-159;118;-62.0;-252.0;320.0;-156;983;216
-19;799;-178;-162;-19;-38.0;-177.0;14.0;10;-3;291
12;811;179;-154;12;-66.0;15.0;5.0;-1;11;253
13;810;178;-153;13;-63.0;66.0;23.0;1;11;253
-28;805;-174;-158;-28;-147.0;-46.0;71.0;1;-2;289
5;38;-177;-132;5;-76.0;-227.0;-122.0;-53;2;223
11;810;178;-153;11;-70.0;36.0;9.0;-1;10;253
-28;691;-178;-168;-28;-60.0;-42.0;-84.0;1;-11;174
-27;804;-177;-159;-27;-177.0;222.0;133.0;52;-1;312
30;801;-178;-162;30;100.0;211.0;-67.0;-18;-6;283
-28;690;-178;-168;-28;-50.0;68.0;-43.0;-1;-2;174
-18;809;178;-153;-18;-6.0;-6.0;14.0;-25;3;254
17;795;-176;-159;17;50.0;76.0;-72.0;2;-2;306
12;804;-176;-159;12;24.0;126.0;-50.0;-15;-1;301
24;800;-177;-159;24;48.0;211.0;-75.0;15;0;311
-22;798;-177;-162;-22;-34.0;110.0;18.0;9;-7;291
-10;809;-176;-163;-10;33.0;146.0;-11.0;-52;-17;261
-32;798;-176;-159;-32;-65.0;193.0;15.0;26;-2;305
-33;86;-179;-133;-33;509.0;107.0;-398.0;-21;-4;227
16;795;-176;-159;16;-180.0;127.0;35.0;-43;-2;306
-25;795;-177;-162;-25;-20.0;-226.0;50.0;20;3;286
-14;33;-177;-131;-14;114.0;-52.0;-14.0;-19;1;228
259;906;-176;-161;259;-360.0;-421.0;581.0;1058;1;368
16;44;-176;-134;16;-36.0;6.0;-39.0;-6;-3;204
3;678;-178;-169;3;-77.0;-113.0;-6.0;-42;2;158
-8;803;171;-166;-8;-46.0;-45.0;2.0;9;1;259
-26;800;-176;-159;-26;-72.0;72.0;90.0;8;-3;308
5;791;-175;-157;5;-278.0;-185.0;53.0;10;4;334
29;797;-176;-159;29;63.0;27.0;-61.0;-20;-8;306
21;799;-179;-162;21;-86.0;409.0;-104.0;12;-1;276
-27;803;-176;-159;-27;96.0;104.0;-69.0;36;3;299
35;800;-176;-159;35;97.0;25.0;-64.0;18;-1;298
42;797;-176;-159;42;-30.0;103.0;-38.0;1;4;307
49;798;-177;-159;49;-159.0;-171.0;-32.0;-13;-5;310
-38;668;-178;-169;-38;-73.0;117.0;21.0;-11;-4;154
-36;801;-177;-159;-36;172.0;-35.0;23.0;-8;0;297
12;797;-176;-159;12;28.0;-130.0;59.0;-13;2;303
-31;802;-177;-159;-31;12.0;105.0;117.0;-4;14;305
-6;796;-177;-162;-6;-62.0;-212.0;45.0;-24;-4;293
-109;739;-174;-155;-109;-245.0;-188.0;163.0;219;13;265
1736;569;166;-154;1736;-1245.0;-755.0;453.0;2381;39;320
0;799;-178;-162;0;-85.0;-194.0;25.0;-8;-5;293
-31;797;-176;-159;-31;-109.0;80.0;3.0;-14;2;301
26;796;-177;-159;26;92.0;177.0;119.0;-24;-1;306
-30;794;-176;-159;-30;44.0;89.0;-49.0;35;-1;310
-2;794;-176;-159;-2;65.0;42.0;-47.0;17;1;311
-40;809;-177;-159;-40;35.0;-64.0;41.0;54;1;308
5;804;-177;-159;5;25.0;117.0;-60.0;-30;-6;305
-2;802;-177;-159;-2;35.0;81.0;-122.0;-50;0;301
18;821;-173;-159;18;-104.0;-80.0;-251.0;-93;-31;314
-2;806;-177;-159;-2;-168.0;-211.0;-88.0;42;22;303
-26;799;-177;-162;-26;-74.0;127.0;34.0;20;8;287
26;810;178;-153;26;59.0;57.0;-50.0;-36;0;255
-1017;1289;29;-191;-1017;-188.0;-237.0;365.0;-980;862;3031
-24;797;-177;-162;-24;-51.0;132.0;43.0;28;-1;288
2;808;178;-154;2;-33.0;26.0;15.0;-42;-5;253
-6;812;178;-153;-6;-10.0;28.0;18.0;-31;5;258
-11;808;178;-153;-11;3.0;2.0;10.0;7;1;258
-56;796;-177;-162;-56;-59.0;173.0;23.0;10;-2;285
-34;796;-177;-162;-34;-65.0;-150.0;24.0;16;2;281
-13;794;-178;-162;-13;-78.0;110.0;1.0;21;-4;277
9;800;-176;-159;9;-115.0;-165.0;101.0;-32;2;304
12;807;-177;-159;12;-87.0;143.0;92.0;-6;-6;305
3;800;-177;-162;3;-21.0;-280.0;77.0;-18;-9;276
-12;801;-177;-163;-12;-186.0;-273.0;46.0;-9;-9;276
1;677;-178;-169;1;-54.0;-20.0;6.0;-47;0;158
-72;808;-176;-159;-72;97.0;99.0;-35.0;3;3;304
-1303;1164;-164;-163;-1303;1114.0;562.0;-657.0;-829;-93;199
-30;798;-176;-159;-30;111.0;111.0;-23.0;-3;7;313
-19;801;-176;-159;-19;69.0;124.0;-4.0;-1;4;308
23;803;-176;-159;23;67.0;113.0;-16.0;8;-5;307
-3;802;-176;-159;-3;56.0;121.0;-6.0;4;-6;308
197;797;-179;-162;197;-49.0;-9.0;79.0;-135;-5;409
-31;813;-174;-160;-31;-161.0;51.0;-106.0;-43;-1;276
-24;664;-178;-169;-24;-30.0;-233.0;31.0;-16;2;156
9;804;-176;-159;9;-117.0;-105.0;99.0;-45;7;308
38;804;-176;-159;38;-129.0;-184.0;51.0;-47;6;304
-145;773;-171;-178;-145;-261.0;-768.0;-128.0;-1182;-110;216
-9;802;-174;-160;-9;-17.0;-132.0;79.0;-4;-2;277
577;837;-175;-158;577;170.0;353.0;14.0;845;-10;311
6;52;-176;-133;6;-27.0;27.0;21.0;0;4;220
-144;849;-178;-79;-144;111.0;175.0;699.0;-225;8;94
0;809;-180;-157;0;-111.0;77.0;65.0;-12;0;266
-1458;1721;-171;-180;-1458;-544.0;-255.0;195.0;-931;-215;-2897
258;563;-165;-170;258;-575.0;78.0;661.0;116;-57;239
-623;538;169;-161;-623;-418.0;-15.0;310.0;208;-506;-130
12;809;164;-174;12;-283.0;278.0;-31.0;45;-3;253
-33;41;-177;-132;-33;-56.0;-105.0;12.0;20;0;229
-5;792;165;-151;-5;-71.0;-3.0;69.0;-11;-2;289
-23;796;-178;-159;-23;-74.0;-142.0;59.0;22;-6;308
1;798;-178;-159;1;-246.0;-47.0;-193.0;33;-1;307
4;809;-180;-156;4;-122.0;43.0;-111.0;-13;-7;277
14;680;-176;-149;14;-5.0;-35.0;-26.0;-53;3;430
845;1018;137;-167;845;60.0;199.0;582.0;-559;-244;2648
3;808;178;-154;3;-40.0;13.0;69.0;-12;-3;255
39;803;178;176;39;-136.0;104.0;60.0;7;2;265
26;43;-177;-131;26;-308.0;-166.0;57.0;-9;1;228
-432;625;166;-142;-432;-527.0;203.0;874.0;-19;4;520
14;809;-179;-157;14;-134.0;110.0;67.0;11;5;267
-167;915;53;-154;-167;-252.0;30.0;344.0;264;90;346
22;803;178;-154;22;-31.0;17.0;9.0;-21;2;259
-271;738;162;27;-271;-825.0;-586.0;1431.0;1634;-21;93
3;46;-177;-132;3;-67.0;440.0;63.0;-33;-1;228
-6;809;-176;-163;-6;73.0;-72.0;3.0;-63;-3;268
-27;808;-174;-161;-27;20.0;-115.0;41.0;1;-1;279
31;808;178;-153;31;8.0;58.0;11.0;-4;-8;253
0;795;-177;-162;0;36.0;53.0;108.0;-27;24;249
28;808;-180;-157;28;-108.0;123.0;12.0;-9;0;269
-35;808;-174;-161;-35;7.0;-127.0;63.0;22;6;279
-502;659;168;-61;-502;424.0;-1017.0;150.0;1156;106;65
39;800;-174;-159;39;-200.0;-97.0;-71.0;3;4;274
28;805;-174;-159;28;-178.0;-112.0;-7.0;-27;1;278
30;805;-174;-159;30;-90.0;-142.0;-8.0;-61;-3;283
-26;809;-174;-161;-26;11.0;-175.0;96.0;26;-11;278
-17;817;-174;-161;-17;7.0;-180.0;75.0;18;-11;270
3;790;-176;-156;3;0.0;-229.0;104.0;15;4;286
-31;807;-177;-163;-31;71.0;41.0;-2.0;33;-4;270
6;762;-146;-163;6;429.0;232.0;-186.0;-22;-466;296
5;810;-174;-161;5;-127.0;-158.0;82.0;55;10;278
-7;799;-174;-159;-7;-36.0;-149.0;104.0;-8;2;273
5;811;-174;-161;5;-17.0;-168.0;7.0;1;-9;271
-30;807;-180;-163;-30;18.0;171.0;-15.0;-9;-10;264
-8;809;-174;-161;-8;-76.0;-198.0;49.0;35;-1;278
2;809;-190;-163;2;74.0;106.0;-35.0;-41;3;260
36;742;177;-163;36;-68.0;-12.0;4.0;-66;2;303
-54;612;166;-156;-54;-71.0;-120.0;55.0;27;25;320
1;812;-186;-163;1;101.0;74.0;-29.0;-22;2;255
-34;830;-174;-161;-34;109.0;-16.0;71.0;18;4;275
-25;826;-174;-161;-25;109.0;75.0;57.0;18;0;275
-37;800;-176;-159;-37;297.0;199.0;219.0;14;0;312
59;822;-174;-161;59;143.0;63.0;51.0;-47;-9;282
-13;798;-178;-159;-13;92.0;37.0;52.0;-2;0;262
21;808;-173;-159;21;161.0;-64.0;46.0;-21;-2;260
42;811;-174;-161;42;113.0;-95.0;49.0;-19;-6;288
14;801;-178;-156;14;111.0;93.0;-92.0;-1;2;280
-14;795;-177;-159;-14;163.0;293.0;16.0;-2;1;308
-9;795;-177;-162;-9;-42.0;151.0;-8.0;23;-4;281
-45;803;-178;-156;-45;-76.0;120.0;78.0;49;-2;275
0;787;-178;-156;0;-156.0;-57.0;100.0;22;2;283
22;789;-178;-156;22;11.0;-173.0;11.0;-12;-3;291
1;805;-178;-156;1;-138.0;59.0;104.0;-18;3;275
-13;796;-178;-156;-13;-136.0;93.0;100.0;14;-3;280
7;783;-175;-157;7;623.0;-134.0;-165.0;-12;-3;322
-3;805;-185;-159;-3;57.0;20.0;72.0;1;3;263
-111;748;-178;-163;-111;-312.0;-128.0;150.0;41;34;271
-29;800;-174;-161;-29;-140.0;64.0;156.0;31;-3;276
1;804;-178;-157;1;-158.0;102.0;12.0;20;7;278
-8;796;-178;-156;-8;-6.0;170.0;-193.0;-2;5;287
-1;806;-178;-156;-1;-170.0;67.0;77.0;9;6;279
23;808;173;-170;23;40.0;-88.0;-51.0;-9;-6;265
-9;796;-178;-159;-9;-206.0;713.0;-472.0;-2;-6;314
-98;601;-173;-158;-98;186.0;295.0;-353.0;-67;99;318
7;810;-176;-161;7;-496.0;369.0;164.0;-34;-1;241
-33;797;-177;-162;-33;33.0;-101.0;5.0;-54;0;283
-8;800;-177;-162;-8;-24.0;-74.0;399.0;-34;26;244
-6;807;-178;-156;-6;-94.0;-43.0;161.0;-22;-3;280
-29;797;-178;-162;-29;-15.0;-201.0;76.0;-51;-2;283
-48;808;-175;-160;-48;6.0;114.0;-90.0;46;0;298
-24;772;-187;-140;-24;352.0;454.0;-1387.0;-29;1;247
-8;799;-177;-159;-8;-121.0;-142.0;58.0;-27;4;310
-7;795;-178;-157;-7;-85.0;63.0;-151.0;9;2;287
-1;798;-177;-157;-1;-94.0;87.0;-148.0;17;7;290
5;799;-177;-156;5;-88.0;39.0;-158.0;21;8;291
-7;794;-178;-157;-7;-42.0;58.0;-197.0;8;2;287
4;799;-177;-156;4;-52.0;7.0;-131.0;21;7;291
3;799;-177;-157;3;-123.0;-14.0;-94.0;19;1;291
-7;805;-178;-160;-7;-57.0;143.0;-108.0;0;27;303
-3;794;-177;-157;-3;-113.0;-49.0;-78.0;-16;10;294
12;799;-178;-160;12;-145.0;104.0;-100.0;-18;-15;304
-1274;897;97;-77;-1274;341.0;309.0;-371.0;1171;-98;258
-3856;2012;175;-167;-3856;-400.0;-269.0;618.0;1323;-44;177
-21;816;-175;-160;-21;-110.0;-28.0;105.0;-13;-6;279
6;807;-175;-160;6;-85.0;-128.0;129.0;16;-5;282
-16;802;-174;-158;-16;46.0;67.0;-8.0;-19;-1;287
13;804;-176;-159;13;378.0;49.0;24.0;10;-11;268
18;802;-178;-159;18;-221.0;15.0;30.0;29;-48;313
17;807;-179;-157;17;-185.0;294.0;62.0;-28;-1;275
40;796;-174;-160;40;-205.0;-21.0;29.0;-7;-32;316
-12;806;-179;-157;-12;-23.0;112.0;-8.0;-36;2;268
23;804;-177;-160;23;-182.0;-45.0;31.0;0;11;321
3;792;-178;-160;3;-37.0;-73.0;-109.0;-8;9;307
4;793;177;-167;4;-99.0;44.0;39.0;9;4;259
-29;800;-178;-163;-29;-105.0;-7.0;146.0;-26;1;273
-22;795;-177;-162;-22;-118.0;-369.0;85.0;-12;-6;285
-36;808;-179;-157;-36;13.0;79.0;29.0;-26;1;268
-31;802;-179;-157;-31;-13.0;90.0;4.0;21;-1;271
-3;802;-177;-159;-3;-136.0;57.0;-125.0;16;25;305
-10;791;-176;-156;-10;8.0;-106.0;121.0;11;8;298
-14;787;-176;-156;-14;19.0;-154.0;152.0;-5;7;298
36;800;177;-159;36;198.0;-267.0;142.0;-53;46;320
-20;797;-178;-162;-20;38.0;259.0;90.0;-31;1;281
-50;792;-178;-146;-50;-855.0;-222.0;472.0;-63;28;296
-20;802;177;-167;-20;40.0;-232.0;28.0;9;-1;265
-8;793;-176;-157;-8;18.0;-119.0;87.0;9;9;291
-10;798;-178;-162;-10;-26.0;-509.0;81.0;13;-4;284
23;801;-185;-164;23;-107.0;-413.0;726.0;-53;-21;292
-194;814;-174;-163;-194;722.0;-780.0;529.0;14;-69;263
-25;45;-178;-131;-25;6.0;-189.0;28.0;-33;4;216
-34;797;-177;-162;-34;-147.0;-10.0;99.0;-2;-2;282
-15;680;-175;-163;-15;-90.0;-109.0;122.0;18;5;261
-47;808;173;-165;-47;164.0;-389.0;374.0;4;-4;263
-8;803;-177;-162;-8;-91.0;-206.0;123.0;-15;1;276
-23;681;-175;-163;-23;-166.0;69.0;118.0;50;5;258
-13;788;-176;-156;-13;28.0;119.0;41.0;-4;2;282
2;805;164;-174;2;3.0;-123.0;55.0;11;5;259
-90;795;179;-158;-90;67.0;-77.0;8.0;53;3;298
-10;807;164;-174;-10;1.0;-13.0;48.0;-3;5;257
13;805;164;-174;13;-28.0;26.0;6.0;-40;-3;262
3;809;164;-174;3;-3.0;10.0;0.0;-52;-2;259
100;800;-177;-155;100;357.0;-228.0;226.0;-18;-53;297
13;807;164;-174;13;-16.0;53.0;23.0;-9;0;257
-12;805;164;-174;-12;-28.0;35.0;-15.0;1;1;262
757;1076;-179;-101;757;11.0;-268.0;1442.0;488;-139;177
-63;800;-180;-174;-63;53.0;138.0;96.0;-48;3;263
-65;806;-178;-156;-65;-2.0;120.0;27.0;9;-4;278
-511;562;169;-163;-511;-410.0;139.0;303.0;835;-506;-127
-17;793;-177;-163;-17;88.0;97.0;-71.0;-27;-5;271
-18;802;-178;-156;-18;60.0;106.0;-36.0;49;-4;285
-17;806;164;-174;-17;-22.0;27.0;-16.0;-17;1;262
4;804;-173;-162;4;210.0;69.0;-193.0;-29;-5;262
5;805;-178;-156;5;69.0;24.0;-85.0;-32;-1;275
-240;578;-173;-159;-240;241.0;677.0;-816.0;-1564;493;82
-19;806;-174;175;-19;11.0;-243.0;-207.0;35;98;259
-11;772;-176;-160;-11;9.0;-158.0;61.0;-12;2;297
30;797;-178;-163;30;90.0;99.0;-35.0;22;-5;277
-29;800;-176;-156;-29;105.0;82.0;11.0;18;-7;291
-63;792;-176;-156;-63;87.0;65.0;11.0;13;1;301
-46;796;-176;-156;-46;6.0;86.0;-20.0;-10;2;292
-6;794;-176;-157;-6;122.0;90.0;-15.0;-14;-3;274
28;793;-176;-156;28;39.0;85.0;7.0;-35;-4;301
-5;801;-178;-156;-5;-119.0;29.0;121.0;-5;-1;288
-5;813;178;-175;-5;-19.0;-28.0;35.0;-4;-6;279
-7;801;-176;-156;-7;16.0;75.0;-30.0;-71;-3;289
-1;807;174;-156;-1;-9.0;-13.0;52.0;-34;-8;251
0;802;174;-156;0;-47.0;8.0;51.0;-25;-11;251
0;803;174;-156;0;2.0;15.0;24.0;-20;-4;251
1;805;174;-156;1;-21.0;42.0;24.0;-23;-4;251
-8;808;174;-156;-8;-18.0;-20.0;62.0;-16;-5;251
-6;815;178;-175;-6;13.0;-11.0;50.0;-21;-3;281
21;812;179;-175;21;-6.0;-27.0;44.0;-8;-8;276
-8;804;177;-167;-8;-61.0;-11.0;-41.0;-24;5;256
-19;801;-174;-161;-19;-136.0;-118.0;185.0;33;4;286
16;808;164;-174;16;-18.0;38.0;1.0;-28;-4;262
-5;815;164;-174;-5;-37.0;12.0;23.0;-24;-1;256
38;801;177;-167;38;-87.0;21.0;16.0;-12;-1;266
-16;798;177;-167;-16;-76.0;16.0;49.0;-34;-1;257
-1;804;177;-167;-1;-101.0;8.0;23.0;29;-1;267
-1;805;177;-167;-1;-131.0;-18.0;42.0;13;-1;260
4;805;177;-167;4;-82.0;-24.0;34.0;46;-1;260
-29;808;177;-167;-29;-28.0;-59.0;13.0;29;-1;258
-3;800;177;-167;-3;1.0;-71.0;31.0;23;-1;266
-1;804;164;-174;-1;-16.0;42.0;28.0;10;-9;261
-22;807;174;-156;-22;-43.0;-3.0;33.0;17;-5;250
-31;804;177;-167;-31;-45.0;114.0;-19.0;32;-1;259
13;807;164;-174;13;-5.0;74.0;-10.0;-4;-2;263
24;796;-177;-159;24;-59.0;-82.0;153.0;-11;-6;295
-5;804;164;-174;-5;-35.0;42.0;0.0;-40;2;259
-36;794;-177;-159;-36;83.0;-80.0;82.0;-20;-4;301
-4;806;174;-156;-4;38.0;66.0;34.0;-25;0;246
-15;814;164;-174;-15;-69.0;72.0;47.0;-1;-2;257
-23;803;164;-174;-23;-16.0;-5.0;40.0;-12;0;264
18;802;164;-174;18;-11.0;40.0;33.0;3;-2;262
11;806;164;-174;11;-16.0;-1.0;47.0;56;-2;262
-7;804;-176;-159;-7;229.0;-122.0;16.0;-29;2;272
31;800;-177;-159;31;101.0;65.0;-43.0;1;1;292
17;810;164;-174;17;-26.0;14.0;60.0;9;-3;255
-12;758;-176;-160;-12;-201.0;161.0;-16.0;-36;-5;302
-10;796;-177;-163;-10;49.0;163.0;12.0;33;-7;273
-17;803;-177;-162;-17;-198.0;15.0;74.0;34;-4;280
-42;800;-178;-163;-42;-204.0;-183.0;106.0;10;-5;284
110;800;-171;-164;110;2.0;-341.0;119.0;-105;-2;273
13;807;177;-175;13;-75.0;19.0;-41.0;17;2;271
45;811;176;-175;45;-41.0;-13.0;-36.0;-1;-5;270
4;801;-176;-159;4;-263.0;-248.0;194.0;-7;-4;308
-21;786;-178;-162;-21;-226.0;-288.0;106.0;-12;-2;284
2;798;-153;-156;2;283.0;316.0;-546.0;14;-1579;250
-2306;979;169;-53;-2306;282.0;711.0;-582.0;213;-63;5
-16;807;164;-174;-16;-80.0;-12.0;57.0;4;1;258
-8;810;164;-174;-8;-18.0;63.0;37.0;31;-4;254
24;775;-180;-139;24;452.0;-195.0;8.0;-20;384;265
-152;862;-174;-159;-152;-36.0;23.0;-194.0;-63;-44;303
3;809;164;-174;3;-56.0;50.0;6.0;-22;1;257
-36;808;174;-156;-36;-65.0;22.0;12.0;4;0;252
7;808;174;-156;7;-35.0;-8.0;0.0;-46;-5;249
-8;808;174;-156;-8;-48.0;5.0;13.0;-26;1;245
-24;807;173;-159;-24;-60.0;136.0;71.0;25;34;299
33;808;174;-156;33;-47.0;-15.0;0.0;-17;-5;250
8;805;164;-174;8;-64.0;49.0;6.0;8;-5;260
28;806;164;-174;28;-59.0;104.0;8.0;7;0;256
-37;802;-178;-156;-37;466.0;178.0;1497.0;0;4;278
5;809;174;-156;5;-57.0;-20.0;-13.0;-22;13;254
44;805;175;-140;44;-244.0;40.0;-43.0;-54;1;275
2;815;174;-156;2;-92.0;-19.0;73.0;-1;-6;248
-9;810;164;-174;-9;-45.0;63.0;19.0;-22;1;251
-432;665;-174;-153;-432;-192.0;345.0;-309.0;200;36;565
-3;807;-174;-160;-3;-171.0;133.0;164.0;-1;10;270
-29;790;-179;-162;-29;-180.0;-24.0;-15.0;45;3;277
-89;800;-174;-160;-89;-202.0;73.0;-25.0;5;-4;262
479;769;-177;-162;479;-674.0;119.0;231.0;766;1;373
19;792;-179;-162;19;-212.0;25.0;-23.0;-17;2;277
-19;797;-179;-162;-19;-163.0;-21.0;30.0;16;-5;275
-7;803;-177;-159;-7;-76.0;-240.0;-73.0;-14;0;304
-8;794;-179;-162;-8;-204.0;-18.0;24.0;-9;-2;274
-1294;921;-202;-143;-1294;-974.0;-796.0;298.0;-774;-70;-105
13;797;-179;-162;13;-172.0;15.0;86.0;-1;-3;267
-313;678;-155;-155;-313;-697.0;408.0;-53.0;1109;-261;6
-9;794;-179;-162;-9;58.0;37.0;-41.0;-10;4;279
-50;806;-179;-157;-50;-49.0;104.0;14.0;4;1;266
-35;797;-179;-162;-35;28.0;69.0;-30.0;-10;-4;279
7;794;-177;-162;7;-244.0;-41.0;11.0;15;2;278
-38;796;-179;-162;-38;-4.0;80.0;-21.0;2;2;275
12;814;-174;-163;12;-105.0;22.0;-106.0;13;2;271
258;707;176;-164;258;-112.0;-23.0;213.0;235;-8;279
-3;804;-181;-159;-3;-221.0;-7.0;14.0;44;-27;319
13;808;-177;-155;13;60.0;187.0;-81.0;-1;-3;266
24;809;173;-165;24;-70.0;-16.0;156.0;28;-7;258
32;817;174;-156;32;-68.0;59.0;67.0;-16;2;251
8;809;-177;-155;8;91.0;92.0;-31.0;-28;-4;262
0;808;-177;-155;0;97.0;101.0;-24.0;-29;-5;259
-9;805;-177;-156;-9;86.0;119.0;-23.0;-2;-3;263
-59;800;-178;-163;-59;-72.0;-83.0;25.0;36;-7;274
-934;702;-177;-155;-934;699.0;-291.0;-241.0;-1181;-20;306
-21;805;-177;-155;-21;7.0;116.0;-50.0;1;-3;262
-25;814;-177;-160;-25;74.0;-21.0;25.0;10;-11;242
