InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
430.0;529.0;-341.0;109;438.0;-6;-186.0;-60.0;167.0;34.0;256.0
462.0;436.0;-436.0;23;218.0;-105;171.0;89.0;-91.0;18.0;-175.0
548.0;527.0;-549.0;74;333.0;-8;-393.0;-109.0;29.0;19.0;37.0
321.0;632.0;-155.0;168;689.0;10;-160.0;-54.0;-170.0;179.0;-445.0
383.0;494.0;-217.0;115;549.0;-6;155.0;-92.0;-259.0;184.0;-361.0
422.0;500.0;-269.0;71;487.0;-5;301.0;-16.0;-317.0;130.0;-275.0
670.0;508.0;-45.0;135;-62.0;19;560.0;-81.0;-232.0;21.0;-115.0
443.0;470.0;-203.0;102;288.0;-10;416.0;-60.0;-311.0;45.0;-262.0
451.0;483.0;-194.0;102;366.0;-10;390.0;-67.0;-285.0;71.0;-257.0
483.0;493.0;-188.0;106;467.0;-10;334.0;-50.0;-263.0;96.0;-329.0
373.0;396.0;-81.0;141;523.0;-6;458.0;-121.0;-300.0;137.0;-312.0
414.0;512.0;-271.0;71;479.0;-5;217.0;1.0;-353.0;119.0;-335.0
418.0;528.0;-14.0;155;491.0;-10;-179.0;50.0;-289.0;42.0;-641.0
348.0;575.0;-276.0;115;616.0;-15;351.0;-91.0;-292.0;201.0;-400.0
-264.0;507.0;330.0;135;181.0;18;131.0;-241.0;-240.0;374.0;-570.0
526.0;524.0;-480.0;15;389.0;-7;164.0;122.0;-49.0;-24.0;-229.0
526.0;495.0;-470.0;18;428.0;-8;130.0;110.0;-157.0;-84.0;-279.0
412.0;516.0;-472.0;23;102.0;-8;19.0;137.0;-106.0;-13.0;-329.0
512.0;652.0;-590.0;68;206.0;-4;-637.0;-159.0;260.0;102.0;-56.0
489.0;544.0;-434.0;16;293.0;-7;112.0;80.0;-50.0;61.0;-272.0
468.0;444.0;-303.0;114;464.0;-5;203.0;-28.0;-427.0;118.0;-374.0
-82.0;963.0;-5.0;91;306.0;-18;-194.0;41.0;73.0;-146.0;248.0
603.0;488.0;-541.0;31;428.0;-11;-87.0;10.0;-468.0;129.0;-476.0
-292.0;1084.0;-13.0;-128;-17.0;-48;208.0;162.0;-29.0;-82.0;-141.0
-263.0;972.0;-51.0;-60;-16.0;-8;297.0;157.0;-23.0;-108.0;-81.0
189.0;569.0;-71.0;135;-43.0;19;420.0;-173.0;-34.0;260.0;-330.0
189.0;568.0;-72.0;135;-39.0;19;417.0;-173.0;-40.0;262.0;-333.0
188.0;569.0;-72.0;135;-29.0;19;413.0;-173.0;-46.0;265.0;-336.0
-122.0;1122.0;143.0;92;491.0;-1;-87.0;-30.0;539.0;-66.0;295.0
-189.0;663.0;19.0;154;18.0;0;-795.0;-545.0;-299.0;592.0;-391.0
192.0;569.0;-67.0;135;-22.0;19;411.0;-173.0;-50.0;269.0;-339.0
194.0;566.0;-47.0;135;-59.0;19;421.0;-172.0;-123.0;279.0;-351.0
195.0;565.0;-49.0;135;-58.0;19;421.0;-171.0;-123.0;280.0;-350.0
395.0;530.0;-261.0;71;524.0;-4;102.0;0.0;-439.0;97.0;-277.0
-110.0;1046.0;-177.0;87;-65.0;-6;22.0;-224.0;222.0;117.0;336.0
290.0;589.0;-179.0;105;328.0;0;395.0;-167.0;-321.0;200.0;-417.0
191.0;566.0;-47.0;135;-60.0;19;423.0;-171.0;-124.0;281.0;-349.0
191.0;565.0;-42.0;135;-57.0;19;423.0;-172.0;-125.0;286.0;-348.0
238.0;549.0;35.0;135;65.0;19;340.0;-171.0;-255.0;321.0;-472.0
172.0;495.0;56.0;135;-28.0;19;459.0;-214.0;-259.0;270.0;-428.0
192.0;490.0;120.0;135;-42.0;19;407.0;-214.0;-381.0;262.0;-462.0
390.0;521.0;-283.0;80;469.0;-4;823.0;14.0;-417.0;138.0;7.0
416.0;483.0;-342.0;81;424.0;-5;911.0;82.0;-293.0;75.0;151.0
281.0;588.0;-179.0;106;331.0;0;392.0;-173.0;-319.0;195.0;-419.0
304.0;586.0;-188.0;106;308.0;0;379.0;-181.0;-314.0;166.0;-430.0
324.0;584.0;-194.0;106;304.0;0;376.0;-181.0;-314.0;157.0;-433.0
320.0;459.0;-61.0;-190;510.0;1;403.0;-101.0;-209.0;127.0;-120.0
300.0;476.0;-43.0;-166;525.0;1;416.0;-97.0;-228.0;125.0;-129.0
291.0;479.0;-36.0;-149;535.0;1;418.0;-98.0;-236.0;130.0;-139.0
280.0;485.0;-34.0;-162;540.0;0;417.0;-102.0;-245.0;137.0;-152.0
264.0;493.0;-24.0;-163;549.0;0;413.0;-108.0;-251.0;146.0;-167.0
251.0;496.0;-17.0;-160;554.0;-3;406.0;-116.0;-255.0;157.0;-185.0
153.0;581.0;-323.0;14;72.0;-25;463.0;374.0;178.0;-289.0;134.0
-142.0;992.0;-43.0;-104;72.0;-25;163.0;271.0;-78.0;-136.0;-150.0
247.0;464.0;-433.0;35;101.0;-8;501.0;165.0;-242.0;-161.0;-188.0
-186.0;1049.0;99.0;172;165.0;-38;131.0;-9.0;-26.0;113.0;-225.0
-19.0;1175.0;88.0;107;895.0;8;91.0;445.0;-13.0;-309.0;-12.0
-662.0;1080.0;476.0;133;209.0;-7;830.0;558.0;532.0;-658.0;719.0
290.0;549.0;-494.0;15;-2.0;-6;403.0;129.0;54.0;31.0;-39.0
-206.0;1054.0;88.0;158;112.0;-43;166.0;16.0;-19.0;87.0;-203.0
320.0;452.0;-545.0;16;-94.0;-10;373.0;288.0;71.0;-172.0;39.0
389.0;389.0;-201.0;140;437.0;-5;632.0;-152.0;-171.0;185.0;-227.0
453.0;402.0;-170.0;102;590.0;-12;761.0;-68.0;-384.0;196.0;-146.0
403.0;571.0;-280.0;97;369.0;-1;584.0;-24.0;-25.0;6.0;-101.0
387.0;586.0;-244.0;97;455.0;-1;488.0;-59.0;-194.0;61.0;-194.0
448.0;402.0;-150.0;101;598.0;-10;753.0;-69.0;-385.0;201.0;-155.0
389.0;585.0;-240.0;97;469.0;0;425.0;-80.0;-277.0;105.0;-206.0
377.0;589.0;-238.0;101;480.0;0;388.0;-86.0;-308.0;118.0;-198.0
58.0;516.0;-424.0;27;554.0;-7;100.0;660.0;-265.0;-609.0;-439.0
-195.0;760.0;287.0;174;649.0;-7;-95.0;-396.0;-304.0;605.0;-519.0
577.0;484.0;-653.0;40;225.0;-11;539.0;136.0;-188.0;-18.0;-262.0
-102.0;593.0;237.0;-155;564.0;28;-98.0;-296.0;-309.0;360.0;-650.0
480.0;438.0;-337.0;109;343.0;-6;347.0;68.0;-133.0;16.0;-300.0
484.0;433.0;-326.0;108;374.0;-6;310.0;57.0;-195.0;22.0;-327.0
-152.0;1180.0;50.0;71;437.0;3;608.0;541.0;263.0;-489.0;614.0
-77.0;1326.0;-4.0;-22;699.0;-24;165.0;56.0;-13.0;-75.0;-192.0
339.0;582.0;-194.0;106;309.0;0;368.0;-174.0;-310.0;153.0;-441.0
9.0;1217.0;-98.0;21;189.0;-17;245.0;92.0;-3.0;-68.0;-142.0
442.0;485.0;-348.0;103;425.0;-3;274.0;3.0;-297.0;78.0;-127.0
19.0;1223.0;-62.0;17;401.0;-16;163.0;84.0;-27.0;-94.0;-205.0
791.0;406.0;-140.0;166;211.0;-7;17.0;-232.0;85.0;96.0;-345.0
484.0;579.0;-384.0;16;527.0;-7;141.0;4.0;-47.0;104.0;-275.0
458.0;483.0;-312.0;106;459.0;-3;163.0;-25.0;-338.0;96.0;-163.0
264.0;1206.0;-2.0;103;1133.0;-10;-42.0;-48.0;-113.0;42.0;-381.0
57.0;1023.0;-6.0;49;557.0;-15;43.0;-29.0;-59.0;33.0;-276.0
484.0;567.0;-396.0;18;522.0;-7;110.0;-15.0;-42.0;108.0;-302.0
89.0;627.0;74.0;152;647.0;8;-150.0;-157.0;-438.0;356.0;-462.0
456.0;483.0;-315.0;106;457.0;-3;162.0;-20.0;-342.0;94.0;-160.0
441.0;484.0;-330.0;103;442.0;-3;194.0;-8.0;-337.0;88.0;-143.0
436.0;486.0;-343.0;102;434.0;-3;257.0;-2.0;-306.0;83.0;-131.0
156.0;521.0;53.0;-165;578.0;-42;315.0;-159.0;-268.0;237.0;-313.0
448.0;483.0;-352.0;104;411.0;-3;292.0;9.0;-289.0;70.0;-127.0
359.0;452.0;-131.0;141;577.0;-5;267.0;-90.0;-242.0;162.0;-495.0
463.0;480.0;-365.0;109;380.0;-3;319.0;25.0;-283.0;49.0;-140.0
255.0;549.0;-47.0;109;568.0;8;-20.0;-165.0;-497.0;251.0;-496.0
-181.0;1111.0;-166.0;-13;-58.0;-17;490.0;248.0;99.0;-186.0;105.0
480.0;463.0;-384.0;86;361.0;-3;376.0;37.0;-244.0;39.0;-143.0
172.0;1314.0;-187.0;7;643.0;-4;329.0;181.0;28.0;-113.0;-58.0
211.0;1458.0;-298.0;30;407.0;-8;345.0;147.0;4.0;-53.0;-26.0
225.0;633.0;-39.0;110;552.0;11;156.0;-206.0;-371.0;222.0;-407.0
499.0;430.0;-328.0;109;389.0;-7;233.0;15.0;33.0;68.0;-301.0
501.0;428.0;-331.0;109;386.0;-7;265.0;20.0;54.0;65.0;-274.0
293.0;610.0;-131.0;105;426.0;0;315.0;-217.0;-332.0;152.0;-370.0
219.0;510.0;3.0;-162;565.0;-3;388.0;-130.0;-260.0;181.0;-222.0
236.0;503.0;-7.0;-166;560.0;-7;398.0;-123.0;-257.0;168.0;-203.0
-122.0;1107.0;-16.0;102;367.0;4;200.0;104.0;-58.0;-47.0;-148.0
-665.0;-409.0;429.0;150;-350.0;-97;776.0;282.0;471.0;-715.0;653.0
500.0;427.0;-332.0;109;384.0;-7;284.0;23.0;67.0;62.0;-251.0
293.0;613.0;-132.0;104;421.0;0;303.0;-218.0;-338.0;149.0;-374.0
181.0;626.0;-76.0;110;666.0;6;135.0;-332.0;-234.0;424.0;-454.0
374.0;537.0;-332.0;39;389.0;-5;596.0;50.0;-307.0;109.0;-197.0
367.0;506.0;-393.0;26;413.0;-14;571.0;132.0;-225.0;-34.0;-110.0
289.0;611.0;-139.0;105;391.0;0;298.0;-219.0;-348.0;147.0;-386.0
524.0;526.0;-449.0;16;476.0;-7;151.0;65.0;-70.0;57.0;-243.0
290.0;611.0;-131.0;105;417.0;0;312.0;-220.0;-351.0;149.0;-392.0
293.0;615.0;-161.0;105;347.0;0;316.0;-219.0;-352.0;146.0;-393.0
293.0;616.0;-142.0;105;390.0;0;324.0;-218.0;-348.0;145.0;-392.0
299.0;586.0;-224.0;80;428.0;-4;570.0;-6.0;-434.0;155.0;-195.0
107.0;365.0;-168.0;139;646.0;-6;790.0;-189.0;-384.0;440.0;-105.0
301.0;613.0;-141.0;104;396.0;0;323.0;-214.0;-352.0;140.0;-396.0
301.0;612.0;-149.0;105;375.0;0;320.0;-213.0;-357.0;137.0;-398.0
304.0;614.0;-145.0;105;381.0;0;321.0;-212.0;-359.0;134.0;-397.0
306.0;612.0;-153.0;105;366.0;0;322.0;-212.0;-358.0;132.0;-399.0
-438.0;482.0;94.0;17;-142.0;-31;821.0;536.0;418.0;-797.0;603.0
-174.0;847.0;200.0;107;360.0;-1;792.0;506.0;502.0;-723.0;753.0
308.0;616.0;-176.0;104;316.0;0;322.0;-211.0;-357.0;131.0;-399.0
492.0;550.0;-439.0;16;383.0;-7;125.0;41.0;-48.0;67.0;-285.0
308.0;613.0;-143.0;105;381.0;0;324.0;-209.0;-361.0;130.0;-403.0
307.0;615.0;-145.0;104;371.0;0;323.0;-208.0;-361.0;131.0;-403.0
307.0;616.0;-147.0;104;364.0;0;322.0;-207.0;-361.0;130.0;-404.0
307.0;615.0;-140.0;105;379.0;0;321.0;-206.0;-360.0;130.0;-403.0
262.0;1439.0;-187.0;107;1101.0;-8;196.0;85.0;2.0;-38.0;-181.0
308.0;614.0;-146.0;105;366.0;0;321.0;-206.0;-359.0;129.0;-403.0
306.0;615.0;-147.0;104;373.0;0;320.0;-205.0;-359.0;128.0;-404.0
310.0;617.0;-174.0;105;315.0;0;317.0;-202.0;-361.0;127.0;-406.0
308.0;614.0;-142.0;105;382.0;0;314.0;-201.0;-363.0;129.0;-408.0
293.0;597.0;-197.0;103;353.0;0;350.0;-145.0;-330.0;195.0;-381.0
289.0;601.0;-187.0;104;348.0;0;350.0;-149.0;-336.0;195.0;-383.0
224.0;611.0;-200.0;104;48.0;0;344.0;-158.0;-352.0;204.0;-392.0
255.0;608.0;-141.0;104;409.0;-1;341.0;-180.0;-354.0;203.0;-393.0
303.0;401.0;-66.0;148;588.0;-5;413.0;-222.0;-309.0;263.0;-409.0
262.0;615.0;-170.0;104;238.0;-1;336.0;-193.0;-363.0;187.0;-391.0
298.0;618.0;-140.0;105;316.0;-1;331.0;-198.0;-371.0;173.0;-391.0
465.0;493.0;36.0;135;90.0;19;274.0;-153.0;-460.0;202.0;-465.0
285.0;615.0;-126.0;104;366.0;-1;319.0;-205.0;-404.0;155.0;-398.0
266.0;621.0;-164.0;104;323.0;-1;308.0;-213.0;-419.0;151.0;-403.0
309.0;613.0;-148.0;105;380.0;0;312.0;-203.0;-371.0;120.0;-406.0
306.0;611.0;-149.0;105;377.0;0;315.0;-206.0;-371.0;120.0;-405.0
277.0;615.0;-168.0;104;322.0;-1;294.0;-221.0;-423.0;133.0;-412.0
301.0;613.0;-155.0;105;363.0;0;311.0;-209.0;-389.0;120.0;-408.0
469.0;540.0;-502.0;38;342.0;-5;315.0;147.0;120.0;-72.0;-106.0
272.0;643.0;43.0;160;656.0;-8;97.0;233.0;228.0;-397.0;454.0
477.0;432.0;-184.0;102;216.0;-11;428.0;18.0;-471.0;-35.0;-313.0
264.0;615.0;-140.0;104;388.0;-1;300.0;-221.0;-423.0;148.0;-406.0
523.0;551.0;-379.0;16;603.0;-7;112.0;21.0;-90.0;56.0;-281.0
445.0;482.0;-269.0;109;519.0;-3;125.0;-78.0;-383.0;158.0;-232.0
-92.0;1078.0;-140.0;89;305.0;-6;-31.0;-213.0;215.0;257.0;296.0
508.0;525.0;-485.0;15;369.0;-8;141.0;76.0;-33.0;30.0;-267.0
-23.0;1008.0;65.0;112;541.0;19;-43.0;157.0;107.0;-296.0;385.0
520.0;516.0;-442.0;16;516.0;-7;38.0;29.0;-136.0;110.0;-252.0
-149.0;1382.0;34.0;-2;410.0;-13;373.0;38.0;13.0;1.0;-37.0
613.0;524.0;-566.0;20;471.0;4;521.0;161.0;31.0;-150.0;47.0
512.0;547.0;-442.0;13;477.0;-7;113.0;39.0;-53.0;52.0;-303.0
-591.0;393.0;556.0;-170;220.0;-165;-799.0;-579.0;-484.0;685.0;-745.0
527.0;503.0;-421.0;16;542.0;-7;29.0;42.0;-166.0;105.0;-250.0
498.0;363.0;-318.0;139;428.0;-6;830.0;3.0;-133.0;10.0;-11.0
-163.0;996.0;-21.0;-157;99.0;-25;187.0;271.0;-79.0;-122.0;-120.0
423.0;468.0;-266.0;114;520.0;-5;99.0;-45.0;-422.0;127.0;-342.0
500.0;427.0;-397.0;113;331.0;-7;674.0;62.0;-70.0;22.0;-173.0
343.0;581.0;-198.0;106;322.0;0;362.0;-177.0;-305.0;156.0;-446.0
511.0;415.0;-362.0;108;354.0;-7;302.0;45.0;26.0;25.0;-216.0
525.0;510.0;-488.0;16;468.0;-7;72.0;89.0;-112.0;47.0;-228.0
353.0;577.0;-211.0;106;313.0;0;357.0;-177.0;-301.0;142.0;-449.0
267.0;613.0;-138.0;104;388.0;-1;295.0;-224.0;-425.0;142.0;-411.0
489.0;426.0;-318.0;108;395.0;-7;193.0;37.0;-234.0;45.0;-378.0
269.0;440.0;35.0;141;591.0;-6;-3.0;-162.0;-307.0;230.0;-559.0
513.0;414.0;-369.0;108;343.0;-7;315.0;51.0;-2.0;13.0;-204.0
323.0;592.0;-163.0;106;382.0;0;401.0;-163.0;-323.0;174.0;-415.0
472.0;446.0;-350.0;113;352.0;-7;619.0;38.0;-155.0;15.0;-251.0
520.0;488.0;-174.0;131;499.0;-11;143.0;-8.0;-236.0;93.0;-526.0
494.0;548.0;-447.0;15;384.0;-7;123.0;53.0;-44.0;60.0;-282.0
496.0;533.0;-349.0;16;629.0;-7;-28.0;-34.0;-190.0;186.0;-303.0
431.0;476.0;-325.0;113;386.0;-7;257.0;22.0;-406.0;38.0;-285.0
-66.0;938.0;153.0;-175;512.0;-98;162.0;349.0;464.0;-488.0;742.0
500.0;548.0;-438.0;16;410.0;-7;124.0;29.0;-48.0;69.0;-289.0
513.0;556.0;-654.0;17;102.0;-11;667.0;188.0;-101.0;-68.0;141.0
-584.0;829.0;325.0;-112;-100.0;-27;829.0;544.0;479.0;-647.0;736.0
534.0;584.0;-421.0;17;636.0;11;280.0;132.0;37.0;-94.0;-130.0
411.0;568.0;-233.0;106;227.0;1;343.0;-158.0;-300.0;43.0;-446.0
507.0;418.0;-352.0;109;371.0;-7;302.0;37.0;58.0;39.0;-222.0
522.0;512.0;-441.0;16;515.0;-7;65.0;43.0;-142.0;98.0;-232.0
391.0;571.0;-223.0;106;339.0;1;325.0;-160.0;-300.0;128.0;-454.0
534.0;527.0;-467.0;13;437.0;-7;138.0;65.0;-47.0;22.0;-264.0
519.0;510.0;-416.0;16;559.0;-7;29.0;22.0;-159.0;121.0;-256.0
624.0;478.0;-492.0;103;534.0;-2;283.0;104.0;-542.0;-19.0;-220.0
617.0;584.0;-541.0;86;397.0;-6;730.0;56.0;-147.0;46.0;91.0
511.0;419.0;-380.0;108;312.0;-6;388.0;62.0;-23.0;-4.0;-170.0
