InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Body_Ax
?;767;114;-159;52;1248.0;85.0;-621.0;-96;-147;222
-137;784;151;-159;-137;2082.0;38.0;-973.0;2;84;236
-11;775;148;-159;-11;2265.0;833.0;-1095.0;-52;42;309
-145;779;222;-159;-145;1796.0;1114.0;-1073.0;-13;-197;272
-11;761;76;?;-11;1229.0;1020.0;-1148.0;-87;-324;258
-103;808;-196;-158;-103;736.0;860.0;-1182.0;-44;-1041;248
-113;776;-173;-158;-113;455.0;761.0;-1132.0;-40;-855;273
-86;703;-161;-158;-86;260.0;623.0;-1107.0;-333;754;373
31;837;-168;-158;31;248.0;451.0;-1080.0;-705;-685;286
340;624;-174;-157;340;295.0;292.0;-1000.0;-1301;-1623;31
-820;968;-165;-156;-820;197.0;335.0;-900.0;-1404;-255;100
-2464;1026;-189;-142;-2464;146.0;312.0;-837.0;-301;963;154
-163;925;-186;-105;-163;178.0;100.0;-468.0;?;?;566
2963;2384;109;-66;2963;144.0;10.0;249.0;92;437;1216
1397;2004;219;-53;1397;67.0;493.0;713.0;1384;-334;389
264;789;154;-68;264;239.0;493.0;1034.0;1480;93;-239
1304;981;191;-75;1304;-204.0;-204.0;1371.0;526;-166;91
986;869;176;-85;986;-823.0;-750.0;1075.0;374;-89;85
1073;669;177;-122;1073;-329.0;-1155.0;766.0;-11;?;367
1417;764;183;?;1417;-1034.0;-1136.0;1021.0;101;-99;555
1273;1263;176;-149;1273;-1558.0;-854.0;1101.0;219;-73;492
1740;1188;181;-158;1740;-1587.0;-868.0;1045.0;12;-49;592
1438;1431;178;-163;1438;-1500.0;-803.0;1057.0;-961;-99;?
1610;160;178;-166;1610;-1433.0;-584.0;975.0;-247;21;962
1828;-2355;178;-169;1828;-1253.0;-447.0;868.0;1323;12;?
-2535;-354;180;-169;-2535;-778.0;-381.0;721.0;-676;-401;931
-5521;1820;177;-164;-5521;?;-209.0;590.0;-787;-73;-304
-1077;737;177;-159;-1077;-419.0;-109.0;520.0;185;-174;240
684;?;?;-157;684;-356.0;-17.0;463.0;-134;-569;2656
-1597;909;68;-155;-1597;-292.0;-18.0;420.0;724;-20;2220
-167;915;53;-154;-167;-252.0;30.0;344.0;264;90;346
585;825;65;-154;585;-169.0;29.0;207.0;-177;-52;202
50;818;86;-154;50;337.0;-19.0;-61.0;-30;-77;399
360;807;93;-155;360;814.0;177.0;-247.0;-237;-203;198
-19;803;128;-155;-19;1617.0;53.0;-862.0;-17;-82;266
26;794;135;-155;26;2276.0;245.0;-1240.0;25;42;268
76;780;145;-155;76;?;936.0;-1295.0;-12;-17;249
-95;779;215;-155;?;933.0;939.0;-1278.0;103;-124;262
-157;791;?;-155;-157;534.0;928.0;-1178.0;175;-223;225
-125;?;-221;-154;-125;522.0;866.0;-1209.0;64;-523;283
?;814;?;-154;-240;254.0;799.0;-1157.0;101;-400;249
-193;832;-173;-154;-193;166.0;659.0;-1118.0;-228;-693;324
51;771;-169;?;51;225.0;593.0;-1088.0;-742;-602;497
-69;825;-160;-153;?;326.0;559.0;-1015.0;-847;1750;271
-134;507;-180;-151;-134;174.0;615.0;-870.0;-1784;1385;106
-1474;830;-169;-145;-1474;104.0;612.0;-677.0;-1560;-1967;64
-963;?;-175;-110;-963;234.0;224.0;-329.0;-241;-1963;355
1904;1711;-176;-63;1904;323.0;49.0;248.0;-300;-252;399
?;?;-177;-50;1089;485.0;489.0;752.0;322;?;-471
-438;1960;-179;-54;?;238.0;782.0;802.0;1294;-165;-326
-52;476;-179;?;-52;-44.0;236.0;1093.0;913;20;162
160;1045;-179;-77;160;-633.0;-615.0;1455.0;510;-135;33
279;539;-178;-93;279;79.0;-1618.0;1031.0;335;-92;152
316;698;-179;-115;316;99.0;-1750.0;879.0;361;-56;283
798;841;-180;-133;798;-962.0;-945.0;1070.0;?;-102;539
1676;964;-175;-143;1676;-1451.0;-383.0;992.0;488;-60;644
1752;1296;-185;-147;1752;-1562.0;-495.0;924.0;599;-131;467
1812;1322;?;-153;1812;-1653.0;-615.0;860.0;-295;-16;566
826;578;-184;-161;826;-1562.0;-510.0;785.0;-772;-11;603
-214;-1337;-183;-162;-214;-1217.0;-416.0;682.0;381;-13;-245
-390;-1978;-160;-168;?;-730.0;-378.0;591.0;349;298;-1219
-2868;-790;-225;-170;-2868;-341.0;-256.0;505.0;1468;-168;-291
-1586;-109;-23;-163;-1586;-304.0;59.0;460.0;?;-575;2266
874;593;201;-157;874;-455.0;?;411.0;?;-596;4033
-384;1411;88;-155;-384;-457.0;83.0;391.0;342;-45;2726
559;1016;54;-155;?;-468.0;19.0;364.0;368;872;405
651;734;68;-155;651;-496.0;-52.0;299.0;53;261;263
?;838;71;-155;-99;208.0;-425.0;-36.0;39;-72;506
253;778;86;-156;253;822.0;-296.0;-114.0;-209;70;203
5;825;119;-156;5;1546.0;-923.0;-703.0;-78;-65;289
39;806;135;-156;39;2098.0;-224.0;-1045.0;-79;?;257
41;807;?;-156;41;1533.0;1283.0;-1036.0;-88;45;229
12;811;217;-156;12;1004.0;1320.0;-988.0;-86;111;237
10;816;-21;-156;10;936.0;1044.0;-969.0;-50;-28;248
-32;802;-223;-156;-32;850.0;863.0;-1100.0;-5;-111;266
?;830;-156;-156;-28;437.0;811.0;?;-12;-372;270
1;843;-171;-156;1;123.0;641.0;-964.0;8;-1089;280
-21;796;-175;-156;-21;352.0;382.0;-983.0;-5;-651;259
?;?;-158;-156;-86;397.0;238.0;-990.0;-193;-593;313
151;782;-169;-155;151;348.0;219.0;-963.0;?;?;223
-32;823;?;-157;-32;?;263.0;-747.0;-770;690;143
107;?;-175;-155;107;35.0;304.0;-495.0;-1710;295;28
-946;917;-175;-154;-946;-60.0;234.0;-140.0;-1854;-2467;35
-1885;2021;-177;-143;-1885;-26.0;282.0;352.0;-670;-720;442
1342;2121;-180;-93;1342;-63.0;324.0;726.0;-562;299;645
1933;2023;-178;-63;1933;-281.0;346.0;895.0;683;-279;730
354;1344;-182;-76;354;-551.0;-109.0;898.0;2086;130;421
1154;350;-177;-88;1154;-541.0;-1037.0;1377.0;1309;?;-117
771;587;-180;-98;771;404.0;-1076.0;1370.0;1045;-63;?
416;555;-185;-112;416;943.0;-1194.0;472.0;1131;-24;400
499;?;-166;-125;499;?;-965.0;430.0;631;-75;397
221;185;-202;-133;221;-1209.0;-801.0;771.0;33;-31;329
-500;-385;-152;?;-500;-1207.0;-759.0;720.0;-690;-98;213
-1144;-394;-204;-146;-1144;-1194.0;-681.0;721.0;-1138;-53;334
-710;-221;-185;-147;-710;-1013.0;-534.0;626.0;-598;13;305
220;-95;148;-147;220;-749.0;-471.0;512.0;100;39;69
1923;-120;-11;-151;1923;-210.0;?;333.0;-224;0;420
3069;-115;-266;-155;3069;129.0;-214.0;162.0;-619;-57;-18
2128;-319;-128;-160;2128;?;-75.0;6.0;-571;-18;331
1091;-273;-205;?;1091;-118.0;149.0;16.0;?;81;-151
48;-165;?;-165;48;-178.0;380.0;46.0;-611;89;?
-502;-416;123;-165;-502;-140.0;528.0;64.0;?;31;1057
1125;419;202;-161;1125;-101.0;424.0;79.0;-224;-20;-3669
312;869;156;?;312;-143.0;398.0;-11.0;1515;-93;-2844
-1347;617;141;-154;-1347;-340.0;366.0;-128.0;?;-279;1951
-204;930;88;-154;-204;-368.0;327.0;-125.0;?;-334;105
?;812;105;-154;-5;-248.0;138.0;-21.0;27;-44;162
-104;737;122;-153;-104;-11.0;257.0;-84.0;226;?;532
2;824;149;-153;2;831.0;126.0;-527.0;34;335;63
-472;987;?;-158;-472;-792.0;1232.0;44.0;1353;-109;198
-212;882;115;-158;-212;?;990.0;-114.0;430;1275;529
-76;785;78;-158;-76;-1093.0;540.0;-229.0;-154;905;?
-36;723;127;-158;-36;-1198.0;86.0;-666.0;52;-537;469
-72;809;126;-158;-72;-911.0;?;-895.0;51;65;254
-68;799;?;-158;-68;-1202.0;-493.0;-605.0;59;210;290
?;776;169;-158;?;-1159.0;-1289.0;-520.0;-4;-63;329
37;789;140;-158;37;-1230.0;-546.0;-142.0;-13;328;258
15;763;213;-158;15;-1236.0;-48.0;83.0;?;19;306
46;797;86;-158;46;?;612.0;336.0;83;-840;264
64;791;-187;-158;64;-123.0;622.0;150.0;74;-405;309
-137;811;-165;-158;-137;483.0;462.0;-46.0;81;-294;251
-405;872;-139;-157;?;511.0;246.0;-113.0;118;-456;170
-563;801;-163;-156;-563;429.0;-241.0;-280.0;-234;578;432
-494;900;-138;-152;-494;384.0;-674.0;?;-207;-1681;212
-562;723;-164;-153;-562;241.0;-616.0;-409.0;-1128;-1332;-216
-2593;1057;-168;-144;-2593;176.0;-307.0;-151.0;-797;1861;-137
-2937;2265;?;-114;-2937;227.0;-268.0;135.0;1727;-386;230
649;2182;-182;-97;649;325.0;-278.0;336.0;1110;-1040;757
?;1185;-169;-106;819;351.0;77.0;527.0;-361;99;260
-269;725;-193;-112;-269;211.0;655.0;757.0;-407;-180;-253
763;454;-165;-122;763;218.0;302.0;826.0;-665;112;188
1340;890;-188;-133;1340;975.0;-870.0;900.0;715;-69;609
1826;845;-196;-135;1826;2003.0;-407.0;1194.0;1151;-61;456
1713;-284;95;-146;1713;2442.0;465.0;786.0;-1416;1;524
2449;-848;220;-157;2449;1913.0;?;198.0;-2268;34;?
1408;-2257;157;-162;?;1692.0;601.0;-266.0;-1443;37;-459
-1166;26;184;-165;-1166;-229.0;-283.0;429.0;-1009;119;1249
-1324;3987;169;-162;-1324;-1675.0;-343.0;465.0;733;-33;?
-795;1398;158;-161;-795;-1142.0;-121.0;82.0;2176;-159;-196
-50;-335;115;-159;-50;-620.0;276.0;-147.0;1594;632;-188
-184;695;96;-157;-184;50.0;687.0;-372.0;496;365;1210
-475;650;105;-158;-475;707.0;886.0;-546.0;95;-298;119
-71;848;?;-157;-71;1112.0;953.0;-817.0;76;150;387
-300;790;142;-157;-300;1645.0;457.0;-1210.0;156;301;230
-308;761;?;-157;-308;947.0;-145.0;?;157;-143;300
-237;808;213;-155;-237;-616.0;-1282.0;-698.0;-12;-548;389
-512;841;-1;-154;?;-2254.0;-1396.0;220.0;-8;-309;311
-555;825;-205;-153;-555;-2151.0;-890.0;500.0;-112;-613;295
-662;850;-139;-150;-662;?;-510.0;345.0;-276;-294;321
-666;803;-152;-148;-666;-82.0;101.0;164.0;-369;-120;308
-1689;926;-166;-139;-1689;?;556.0;113.0;-737;-1620;160
?;1525;-158;-119;-2917;188.0;424.0;-133.0;-388;?;461
-227;930;-178;-103;-227;170.0;150.0;?;677;21;-207
1149;880;-165;-106;1149;-293.0;156.0;-80.0;539;-530;-344
812;944;-176;-122;812;-382.0;140.0;28.0;204;17;690
2534;121;-173;-136;2534;-607.0;292.0;?;?;50;129
2028;-6;-167;-143;2028;24.0;-576.0;-17.0;-682;25;-127
1799;-794;-186;-151;1799;994.0;-633.0;385.0;-2243;-68;807
1799;?;-150;-160;1799;1999.0;-302.0;491.0;?;24;279
1087;-2661;-207;-164;1087;1338.0;?;221.0;-984;81;108
-1282;-348;-134;-165;-1282;-433.0;690.0;270.0;-1050;104;215
?;6609;169;-163;-3886;-1127.0;400.0;383.0;-145;38;-1343
-1068;2546;198;-161;-1068;-644.0;-188.0;466.0;1854;-278;-1218
269;-173;128;-160;269;-304.0;96.0;301.0;1678;779;406
-559;1582;119;-159;-559;123.0;680.0;3.0;324;277;575
89;448;127;-159;89;606.0;1036.0;-141.0;69;-607;222
-212;875;138;-159;-212;918.0;1023.0;-493.0;140;?;290
-194;831;154;-158;-194;1544.0;356.0;-1014.0;104;285;309
-123;666;203;-158;-123;994.0;-83.0;-815.0;97;146;260
-482;937;-43;-156;-482;-119.0;-594.0;-617.0;168;136;281
-461;629;-218;-156;-461;-862.0;-994.0;-113.0;168;-326;342
-416;857;-137;-154;-416;-932.0;-589.0;103.0;157;68;406
-730;783;-154;-153;-730;-735.0;-262.0;170.0;34;-565;314
-518;?;-154;-150;-518;-479.0;253.0;172.0;?;-316;260
-770;1193;-148;-148;-770;-162.0;232.0;101.0;-165;2405;258
-2586;484;-165;-138;-2586;64.0;-43.0;-99.0;-587;1492;351
-1512;1569;-160;-108;-1512;-83.0;-332.0;-303.0;354;-358;707
719;2776;-171;-97;719;-499.0;?;-237.0;947;123;570
521;1165;-168;-112;521;-618.0;-670.0;34.0;206;-125;79
1228;613;-169;?;1228;-723.0;-568.0;182.0;88;32;256
2011;339;-176;-132;2011;-790.0;-875.0;?;-252;118;46
1978;-1;-162;-136;1978;101.0;-1406.0;449.0;-69;-150;-586
2314;-93;-185;-142;2314;967.0;-338.0;781.0;-1121;140;305
3082;-1819;-160;-165;3082;1338.0;687.0;603.0;-2914;-25;406
-241;?;-180;?;-241;678.0;1048.0;460.0;-588;243;141
-4556;1692;-200;-162;-4556;-165.0;736.0;519.0;2466;485;848
-1490;1394;80;-159;-1490;-826.0;425.0;512.0;2455;-284;-517
103;433;200;-157;103;?;-182.0;459.0;2002;522;-459
-857;1017;83;-156;-857;-453.0;-154.0;271.0;1114;690;760
359;867;141;-155;359;-44.0;130.0;41.0;-21;-474;252
-74;820;144;-155;-74;84.0;582.0;-83.0;127;173;382
-52;823;139;-155;-52;806.0;817.0;-443.0;39;435;366
2;736;217;-154;2;1059.0;84.0;-628.0;-3;-137;200
-359;883;-7;-153;-359;294.0;-767.0;-458.0;155;-316;383
-196;704;-211;?;-196;-577.0;?;-163.0;18;-430;288
-407;?;-144;-152;-407;-720.0;?;125.0;-108;-571;400
-560;838;?;-150;-560;-311.0;245.0;198.0;-54;-537;491
-554;687;-156;-150;-554;-81.0;51.0;153.0;30;-199;462
?;1146;-146;-144;-1200;120.0;129.0;-17.0;-692;?;?
-2827;6;?;-119;-2827;442.0;7.0;-266.0;-608;-1500;207
-1354;3352;-167;-92;-1354;190.0;-134.0;-362.0;510;683;1273
350;5236;-173;-87;350;-352.0;-438.0;-214.0;430;2007;1202
-722;86;?;-99;-722;-432.0;-534.0;-43.0;-549;143;-525
370;84;-175;-116;370;-394.0;-270.0;9.0;-4;-176;211
1838;675;-171;-130;1838;?;-399.0;9.0;1108;67;173
2515;-920;-180;-142;?;280.0;-1210.0;-11.0;-1223;-175;-462
1906;-315;-167;-152;1906;692.0;-90.0;313.0;-3596;74;531
598;-762;-180;-158;?;1138.0;608.0;304.0;-1440;-85;339
1417;-1747;-177;-161;1417;401.0;749.0;115.0;139;-4;57
1284;-1704;-158;-163;1284;-439.0;436.0;?;-534;?;516
?;-253;-226;-160;-8;-678.0;123.0;427.0;1031;59;?
-935;760;-22;-158;-935;-517.0;-235.0;?;2674;339;-257
-768;706;181;-157;-768;-409.0;-152.0;260.0;1769;183;583
-105;830;129;-155;-105;-149.0;165.0;114.0;667;-218;610
-358;824;?;-154;-358;200.0;489.0;18.0;?;186;424
-138;731;151;-154;-138;356.0;?;-170.0;-28;374;397
-158;811;208;-153;-158;818.0;505.0;-600.0;101;-76;275
-441;709;41;-153;-441;?;125.0;-593.0;252;-572;305
-428;838;-216;-152;?;-485.0;-549.0;-270.0;141;-869;388
-721;866;-154;-150;-721;-873.0;-1025.0;179.0;-11;-1007;298
-722;754;-148;?;-722;?;-521.0;250.0;9;-719;394
-529;960;-161;-144;-529;-492.0;-26.0;274.0;-588;-35;576
-1162;717;-149;-139;-1162;-110.0;?;123.0;-1125;-346;311
-2831;1834;-171;-122;-2831;363.0;291.0;-136.0;-27;-684;388
-593;2728;-168;-104;-593;399.0;210.0;-323.0;700;370;142
1953;1849;-171;-106;1953;-273.0;-223.0;-244.0;49;780;-321
565;1420;-172;-118;565;-521.0;-345.0;-97.0;?;-3;395
1755;437;-177;-131;1755;-566.0;-131.0;-7.0;?;-134;518
1794;253;-165;-141;1794;-692.0;-349.0;20.0;469;16;-60
2280;-396;-185;-147;?;219.0;-959.0;13.0;-1491;-96;340
2974;-465;-162;-156;2974;445.0;-170.0;?;-3185;-17;505
?;-1976;-179;-168;?;984.0;224.0;285.0;-1968;70;202
102;?;-197;-170;102;376.0;408.0;62.0;-928;175;474
-3615;4961;78;-164;-3615;-752.0;4.0;175.0;-729;?;244
-2863;4726;224;-159;-2863;-1296.0;-337.0;484.0;1405;-231;-532
-187;-448;115;-155;-187;-961.0;-413.0;546.0;2961;735;-452
-1586;941;132;-153;-1586;?;37.0;398.0;1748;855;257
-558;657;124;-153;-558;-18.0;473.0;188.0;412;-136;561
77;575;139;-152;77;257.0;803.0;3.0;64;228;319
-215;1057;217;-151;-215;480.0;721.0;-205.0;34;320;195
2;541;-9;-152;2;1163.0;-101.0;-610.0;15;-284;171
-429;962;-216;-151;-429;424.0;-194.0;-454.0;183;-1172;315
-594;773;-154;-148;-594;-308.0;-1127.0;81.0;25;-1081;374
-904;?;-155;-145;-904;-685.0;-889.0;290.0;3;-1109;?
-923;?;-159;-141;-923;-127.0;-349.0;289.0;-179;?;443
-1332;395;-154;-135;-1332;-345.0;169.0;468.0;-1338;3166;294
-3551;2638;-172;-111;-3551;-213.0;416.0;406.0;12;2883;480
-1117;3124;?;-89;-1117;-29.0;476.0;44.0;1265;-505;150
2129;960;-171;-96;2129;-410.0;183.0;-170.0;194;140;-101
888;1109;-175;-111;888;-846.0;?;-108.0;511;217;626
2176;337;-178;-122;2176;-825.0;8.0;-93.0;731;-92;386
2390;-2;-167;-131;2390;-396.0;-263.0;-43.0;-218;52;174
1956;-641;-189;-143;1956;833.0;-1462.0;28.0;?;-199;284
3167;-849;-160;-154;3167;870.0;-788.0;318.0;-1836;24;1409
1864;-2074;-190;-159;1864;1097.0;53.0;117.0;-510;-18;-339
50;-1837;-188;-160;50;177.0;437.0;146.0;?;19;116
-958;5201;106;-157;-958;-642.0;143.0;351.0;-338;186;6531
-737;4773;221;?;-737;-884.0;-20.0;465.0;706;-169;2715
-283;384;127;-156;-283;-748.0;-242.0;458.0;1120;687;-1383
-314;1109;?;-153;-314;-368.0;78.0;300.0;667;998;1121
-177;832;110;-153;-177;?;598.0;-43.0;354;-338;-27
-257;762;116;?;?;142.0;898.0;-350.0;165;-225;321
-205;891;149;-152;-205;486.0;532.0;-795.0;123;56;616
-105;687;132;-152;-105;678.0;-754.0;-1040.0;?;-226;101
-128;820;206;-152;-128;160.0;-1647.0;-1035.0;-44;-125;482
-108;749;89;-152;-108;-772.0;-1715.0;-547.0;-50;-287;272
-154;738;-186;-151;-154;-1648.0;-557.0;-68.0;-183;-536;343
-113;717;-181;-151;-113;-1540.0;213.0;183.0;-107;-387;319
-200;781;-151;-150;-200;-75.0;532.0;79.0;72;-52;329
-566;?;-169;-149;-566;197.0;591.0;2.0;192;-174;224
-99;872;-141;-147;-99;295.0;575.0;-155.0;254;-519;?
-335;475;-151;-146;-335;388.0;474.0;-342.0;-96;30;368
-320;648;-149;-144;-320;463.0;325.0;-457.0;-591;-460;313
-247;943;-159;-142;-247;535.0;?;-482.0;-478;-3111;387
-2443;138;-171;-131;-2443;682.0;407.0;-460.0;-227;-3413;-208
-992;3779;-173;-103;-992;739.0;554.0;-448.0;-277;-821;1332
823;3498;-177;-87;823;638.0;608.0;-336.0;70;201;1277
-560;-255;-177;-94;-560;339.0;543.0;-147.0;380;-169;-569
73;?;-177;-100;73;-443.0;277.0;227.0;15;-122;201
462;1119;-178;-108;462;70.0;-630.0;480.0;-217;-126;292
218;622;-176;-124;218;1735.0;-1013.0;412.0;-118;-63;160
813;1190;?;-132;813;1301.0;-1054.0;475.0;71;-31;705
1370;1143;-174;-139;1370;-1695.0;-605.0;823.0;336;-175;366
1770;1504;-180;-149;1770;-2443.0;-350.0;898.0;350;-157;434
2387;1233;-178;-155;2387;-1789.0;-284.0;?;-101;-152;991
2297;1039;-173;-160;2297;-1463.0;-447.0;941.0;-222;-170;952
986;-938;-191;-162;?;-1347.0;-604.0;897.0;474;-142;1148
358;?;-155;-164;358;-1043.0;-510.0;782.0;?;51;1297
-2361;449;-211;-164;?;-553.0;-302.0;616.0;1191;-122;-1151
-2973;1394;-131;-156;-2973;-4.0;-124.0;497.0;379;15;-371
-131;-133;166;-154;-131;195.0;198.0;288.0;-1422;146;2275
-1141;2845;181;-154;-1141;369.0;651.0;82.0;-1631;-409;-338
-707;2114;104;-153;-707;465.0;1061.0;-52.0;-299;44;-360
671;115;117;?;671;640.0;1024.0;-94.0;125;0;1027
-154;1131;?;-153;-154;945.0;763.0;-204.0;-136;-393;83
186;672;104;-154;186;1543.0;298.0;-532.0;?;161;438
176;754;111;-154;176;1740.0;120.0;-1102.0;-153;110;282
55;863;110;?;55;1820.0;-270.0;-1537.0;-140;72;157
165;715;148;?;165;1647.0;12.0;-1710.0;-63;189;339
44;836;126;-155;44;1422.0;?;-1722.0;-37;106;247
62;777;194;-155;62;1193.0;849.0;-1712.0;2;?;256
103;785;140;-156;103;1040.0;983.0;-1708.0;-67;-76;268
111;663;-159;-156;111;797.0;883.0;-1710.0;?;-230;377
83;750;-200;-156;83;594.0;706.0;-1531.0;-83;-265;264
109;805;-148;-156;109;429.0;511.0;-1329.0;-49;-757;231
58;754;-180;-156;58;350.0;340.0;-947.0;35;-1018;253
2;798;-153;-156;2;283.0;316.0;-546.0;14;-1579;250
83;860;-157;-156;83;29.0;271.0;?;-183;-911;269
146;835;-164;-156;146;-220.0;284.0;210.0;-253;1496;235
?;793;-169;-157;384;-441.0;220.0;494.0;-695;1060;269
138;926;-177;-156;138;-613.0;-77.0;781.0;-1623;-863;54
-1577;966;-176;-156;-1577;-795.0;-518.0;995.0;-1394;?;-137
-1595;1342;-177;-141;-1595;-903.0;-688.0;1319.0;-210;12;294
26;1217;-177;-105;26;-1091.0;-424.0;1438.0;558;-103;97
?;238;-177;-80;-73;-1642.0;-620.0;1288.0;1187;-103;-624
30;377;-176;-76;30;-1683.0;-1495.0;1312.0;1471;-91;-287
1;750;-176;-82;1;-1201.0;-1763.0;1241.0;1160;-119;-100
-856;811;-176;-88;-856;-351.0;-1385.0;759.0;761;-87;-324
-682;800;-176;-96;-682;-143.0;-1185.0;299.0;356;-115;-66
-175;651;-175;-112;-175;-725.0;-1334.0;?;?;-93;79
281;749;-175;-126;281;-1390.0;-1153.0;392.0;36;-83;283
1086;701;-176;-137;1086;-1824.0;-693.0;562.0;630;-79;496
1755;1516;-174;-148;1755;-1733.0;-267.0;618.0;556;-36;584
2189;1255;-177;-152;2189;-1356.0;-88.0;615.0;529;-20;332
2074;1946;-173;-154;2074;-879.0;-25.0;619.0;247;-25;552
3224;497;-175;-165;3224;-340.0;9.0;606.0;-146;8;786
4356;-3518;-178;-172;4356;53.0;-58.0;675.0;751;15;1543
-1255;800;-166;-173;-1255;284.0;-56.0;769.0;?;-36;1891
-7823;3190;-189;-171;-7823;63.0;61.0;1029.0;?;64;-1398
-4303;319;-154;-164;-4303;?;148.0;1257.0;-291;201;1278
-427;786;-191;-160;-427;-1069.0;307.0;1142.0;-800;182;3399
-1657;558;-174;-159;-1657;-492.0;369.0;909.0;571;-37;-1917
-106;589;97;?;-106;424.0;545.0;441.0;347;-47;-552
619;918;?;-154;619;287.0;?;45.0;-113;424;982
-168;697;39;-155;-168;671.0;635.0;-254.0;36;341;-228
248;862;104;-155;248;1446.0;737.0;-584.0;-115;-131;546
-11;776;84;-155;-11;1974.0;609.0;-828.0;-62;-52;165
50;791;?;-156;50;2442.0;164.0;-1269.0;-73;79;253
51;790;131;-155;?;2604.0;641.0;-1670.0;-33;88;335
-8;777;112;-156;-8;2236.0;1316.0;-1755.0;-65;150;223
96;789;208;-155;96;1595.0;1594.0;-1740.0;-114;103;304
?;788;77;-156;38;818.0;1564.0;-1681.0;-82;173;252
100;784;-199;-156;100;352.0;1209.0;-1614.0;-104;29;268
1213;1047;179;-151;1213;-2507.0;-584.0;-263.0;-366;-62;168
528;1467;173;-135;528;-2303.0;-415.0;-19.0;-147;-62;?
772;1072;181;-174;772;-1745.0;-327.0;185.0;-52;-39;-45
2253;564;171;-139;2253;-903.0;-365.0;250.0;-444;-45;90
4491;-82;178;-172;4491;-409.0;-534.0;?;-1438;-34;723
5445;-1085;183;-208;5445;27.0;-301.0;?;-1520;-31;449
1393;-765;157;122;1393;-59.0;-34.0;582.0;811;-6;799
-4232;425;223;38;-4232;-167.0;138.0;622.0;942;44;-1560
-5891;2229;62;-243;-5891;-355.0;256.0;686.0;-1306;-13;-861
-4553;2570;-213;-147;-4553;-435.0;261.0;747.0;-930;?;1052
-2231;778;-176;-158;-2231;-337.0;98.0;850.0;391;396;-1683
-280;547;-161;-164;-280;-286.0;-10.0;942.0;236;145;?
282;837;-201;-144;282;-317.0;160.0;940.0;82;69;?
167;697;-74;-165;167;-280.0;446.0;788.0;75;319;64
99;860;11;-150;99;196.0;933.0;475.0;-105;361;440
19;795;35;-157;19;1538.0;1034.0;-80.0;-44;194;249
46;790;77;-156;46;2130.0;774.0;-451.0;-33;?;279
?;802;95;-155;?;2115.0;435.0;?;-34;-28;299
11;784;129;-156;11;1992.0;417.0;-1154.0;-8;-29;248
31;795;120;-156;31;2052.0;966.0;-1291.0;-41;-97;299
19;784;190;-156;19;1691.0;?;?;-44;-140;?
42;782;129;-156;42;1145.0;1712.0;-1601.0;-57;-151;271
39;784;-169;-156;39;654.0;1303.0;?;-84;-158;277
49;779;-201;-156;49;281.0;804.0;?;-79;-289;275
80;773;-150;-155;80;-55.0;552.0;-1596.0;-49;-509;274
31;762;-191;-156;31;-135.0;314.0;-1366.0;-112;-626;249
22;768;-151;-155;22;45.0;115.0;-1113.0;-32;-1356;255
97;742;-167;-156;97;351.0;-52.0;-886.0;-88;-607;273
117;757;-166;-156;117;?;2.0;-641.0;?;1370;279
264;779;-147;-156;264;203.0;223.0;-349.0;-520;?;310
?;692;-221;-157;518;-156.0;386.0;-80.0;-1371;-479;254
374;903;-25;-157;374;-340.0;160.0;218.0;-2055;-303;195
-153;1047;222;-157;-153;-406.0;-11.0;664.0;-1683;-181;66
557;941;172;-152;557;-570.0;89.0;1018.0;-1120;38;26
1511;1114;175;-133;1511;-631.0;11.0;1198.0;175;-52;326
586;1029;189;-115;586;-853.0;-333.0;1245.0;2107;-36;376
140;631;171;-110;140;-727.0;-661.0;1046.0;2688;4;42
540;573;186;-108;540;-53.0;-984.0;705.0;2717;-52;-110
178;668;176;-110;178;16.0;?;?;2271;12;-72
38;737;180;?;38;-623.0;-1685.0;27.0;897;-19;59
?;780;181;-131;378;-1167.0;-1758.0;81.0;401;-38;389
882;?;176;-139;882;-1586.0;-1274.0;236.0;?;?;628
1410;997;186;-147;1410;-1614.0;-833.0;296.0;256;?;430
976;1511;171;-152;976;-1507.0;-527.0;272.0;-145;-8;536
?;1373;?;-156;1263;-1302.0;-429.0;313.0;-785;-6;217
1024;?;177;?;1024;-1022.0;-385.0;435.0;-280;-11;512
961;-654;169;-163;961;-552.0;-343.0;580.0;939;-11;847
3079;-3087;226;-168;3079;-1.0;-213.0;661.0;1164;26;-167
?;589;-22;-167;-568;322.0;-52.0;767.0;1648;-3;1297
-4512;2768;-217;-161;-4512;276.0;83.0;902.0;2017;-12;396
-2039;252;-171;-158;-2039;242.0;201.0;929.0;-812;43;-697
-825;646;-178;-155;-825;310.0;382.0;875.0;-1983;91;2188
-782;991;-172;-155;?;441.0;621.0;724.0;781;143;1383
-18;616;?;-156;-18;364.0;638.0;527.0;493;36;468
