InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
-261.0;19.0;138;398.0;2;849.0;-951.0
-537.0;-132.0;100;601.0;-29;944.0;-378.0
-571.0;-8.0;56;661.0;4;935.0;-374.0
61.0;-758.0;-26;-4.0;-165;820.0;-850.0
-66.0;-887.0;113;214.0;-95;910.0;-472.0
-529.0;57.0;100;469.0;-20;1024.0;-398.0
-466.0;97.0;91;506.0;-6;954.0;-248.0
-600.0;42.0;7;680.0;-23;1309.0;-692.0
-532.0;347.0;47;636.0;-18;847.0;-386.0
-297.0;-542.0;-24;319.0;163;826.0;-810.0
-562.0;-164.0;63;661.0;-21;922.0;-418.0
