Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
97.0;-980.0;-372.0;-1.0;505.0;-1;227.0;-109.0;728;107.0;634.0;875.0
97.0;-986.0;40.0;5.0;455.0;-264;78.0;-107.0;768;303.0;663.0;931.0
112.0;-985.0;-209.0;-49.0;427.0;-6;164.0;-143.0;731;69.0;570.0;876.0
139.0;-980.0;-64.0;-58.0;475.0;4;151.0;-135.0;736;77.0;582.0;890.0
135.0;-984.0;-20.0;-57.0;487.0;4;152.0;-145.0;731;63.0;596.0;889.0
111.0;-983.0;99.0;-53.0;479.0;3;151.0;-143.0;735;82.0;604.0;877.0
137.0;-985.0;114.0;-19.0;460.0;7;128.0;-133.0;742;73.0;585.0;905.0
129.0;-999.0;-32.0;-50.0;458.0;2;118.0;-116.0;730;80.0;630.0;914.0
113.0;-1002.0;-184.0;-46.0;461.0;6;112.0;-101.0;733;105.0;614.0;913.0
48.0;-981.0;-5.0;9.0;509.0;-31;127.0;-200.0;723;32.0;637.0;853.0
40.0;-972.0;-52.0;11.0;460.0;14;234.0;-198.0;711;95.0;625.0;867.0
104.0;-972.0;35.0;18.0;491.0;1;241.0;-185.0;706;68.0;673.0;858.0
115.0;-968.0;78.0;54.0;477.0;-4;218.0;-184.0;715;56.0;672.0;870.0
40.0;-966.0;76.0;59.0;469.0;2;230.0;-173.0;717;50.0;705.0;866.0
18.0;-946.0;292.0;0.0;415.0;-5;202.0;-219.0;722;83.0;702.0;823.0
37.0;-957.0;96.0;49.0;478.0;-4;204.0;-169.0;719;81.0;702.0;849.0
16.0;-1011.0;514.0;33.0;479.0;-4;203.0;-257.0;730;140.0;497.0;837.0
-26.0;-869.0;1192.0;122.0;434.0;-20;158.0;-197.0;723;203.0;587.0;939.0
283.0;-942.0;-101.0;-99.0;414.0;-6;133.0;-77.0;723;-621.0;520.0;727.0
-565.0;-977.0;170.0;117.0;337.0;6;308.0;-309.0;755;-17.0;656.0;867.0
-505.0;-724.0;-218.0;-139.0;385.0;6;228.0;-410.0;712;52.0;857.0;747.0
-389.0;-948.0;72.0;-68.0;606.0;5;157.0;-101.0;649;257.0;754.0;729.0
-369.0;-924.0;3.0;-8.0;652.0;-1;138.0;-138.0;641;-604.0;792.0;658.0
-373.0;-901.0;8.0;0.0;672.0;3;148.0;-131.0;645;-382.0;793.0;655.0
-387.0;-918.0;-193.0;-108.0;569.0;-387;70.0;-98.0;573;221.0;519.0;876.0
-26.0;-944.0;-116.0;-128.0;448.0;2;138.0;-85.0;716;-636.0;539.0;719.0
37.0;-888.0;-200.0;-30.0;395.0;-56;138.0;-207.0;846;190.0;531.0;566.0
53.0;-1010.0;-65.0;2.0;635.0;-68;230.0;-87.0;717;91.0;740.0;826.0
-191.0;-918.0;-83.0;32.0;353.0;7;265.0;-194.0;719;83.0;929.0;799.0
-215.0;-922.0;33.0;26.0;366.0;21;260.0;-209.0;700;70.0;954.0;801.0
-125.0;-944.0;82.0;-10.0;450.0;-3;38.0;-281.0;773;-25.0;834.0;859.0
-530.0;-1121.0;39.0;-131.0;598.0;380;74.0;-90.0;783;54.0;448.0;705.0
-379.0;-915.0;7.0;-59.0;642.0;1;62.0;-64.0;645;169.0;793.0;634.0
-390.0;-910.0;-65.0;-46.0;597.0;-1;49.0;-58.0;650;250.0;792.0;634.0
-649.0;-945.0;270.0;-198.0;538.0;262;33.0;-105.0;573;160.0;449.0;653.0
59.0;-960.0;-935.0;-29.0;477.0;-2;192.0;-140.0;726;258.0;1030.0;867.0
-384.0;-968.0;-155.0;-30.0;729.0;4;51.0;-40.0;647;-363.0;475.0;745.0
-25.0;-896.0;66.0;-131.0;564.0;3;311.0;-236.0;735;266.0;608.0;671.0
-294.0;-979.0;819.0;47.0;486.0;-1;207.0;-200.0;716;-43.0;489.0;867.0
-97.0;-977.0;26.0;23.0;634.0;3;212.0;-201.0;727;80.0;455.0;873.0
-274.0;-1347.0;375.0;-110.0;625.0;8;279.0;-154.0;758;37.0;518.0;668.0
106.0;-854.0;235.0;-55.0;321.0;5;355.0;-352.0;725;704.0;388.0;630.0
4.0;-997.0;-49.0;15.0;770.0;3;182.0;-177.0;712;5.0;402.0;914.0
-66.0;-978.0;50.0;32.0;671.0;-5;181.0;-196.0;725;-81.0;307.0;895.0
-46.0;-979.0;10.0;19.0;674.0;-2;170.0;-185.0;736;-46.0;254.0;899.0
145.0;-988.0;-1.0;39.0;741.0;-2;161.0;-164.0;721;39.0;154.0;925.0
5.0;-980.0;33.0;23.0;644.0;-2;222.0;-198.0;729;117.0;382.0;873.0
1.0;-978.0;43.0;27.0;646.0;-1;225.0;-203.0;733;148.0;395.0;865.0
-31.0;-979.0;25.0;16.0;656.0;3;220.0;-203.0;728;142.0;404.0;871.0
-50.0;-980.0;41.0;15.0;649.0;3;214.0;-205.0;725;133.0;393.0;892.0
-102.0;-793.0;535.0;-37.0;42.0;-3;367.0;-369.0;723;126.0;675.0;630.0
-42.0;-983.0;-46.0;86.0;621.0;3;212.0;-273.0;725;67.0;423.0;910.0
-20.0;-929.0;-107.0;-75.0;563.0;0;188.0;-272.0;724;135.0;670.0;817.0
-31.0;-946.0;-164.0;43.0;500.0;-4;184.0;-323.0;725;135.0;762.0;867.0
35.0;-543.0;118.0;-88.0;758.0;-1;372.0;-554.0;720;477.0;852.0;479.0
-71.0;-965.0;46.0;51.0;493.0;2097;190.0;18.0;-1791;-66.0;798.0;916.0
54.0;-807.0;-113.0;-73.0;342.0;23;293.0;-292.0;668;27.0;391.0;723.0
60.0;-973.0;-131.0;38.0;430.0;-17;181.0;-196.0;684;211.0;679.0;930.0
133.0;-805.0;-145.0;125.0;249.0;-143;260.0;-306.0;803;135.0;549.0;1045.0
75.0;-980.0;-161.0;52.0;435.0;-1;221.0;-184.0;684;135.0;682.0;921.0
42.0;-980.0;-166.0;71.0;441.0;-2;227.0;-185.0;683;117.0;682.0;913.0
62.0;-978.0;-179.0;68.0;437.0;6;226.0;-183.0;689;126.0;693.0;900.0
72.0;-982.0;-162.0;70.0;428.0;2;225.0;-178.0;685;111.0;702.0;893.0
-29.0;-978.0;-335.0;5.0;483.0;3;225.0;-215.0;732;193.0;603.0;897.0
93.0;-997.0;-202.0;59.0;439.0;3;211.0;-190.0;687;130.0;675.0;916.0
29.0;-971.0;-130.0;71.0;461.0;1;215.0;-172.0;687;111.0;680.0;900.0
-29.0;-985.0;-51.0;59.0;439.0;-1;221.0;-164.0;687;133.0;686.0;909.0
-30.0;-977.0;127.0;31.0;455.0;2;173.0;-161.0;690;151.0;684.0;932.0
113.0;-991.0;165.0;115.0;370.0;-99;293.0;-282.0;731;101.0;626.0;1083.0
10.0;-984.0;46.0;55.0;434.0;2;201.0;-163.0;687;154.0;687.0;896.0
22.0;-983.0;456.0;60.0;544.0;-4;164.0;-177.0;687;134.0;679.0;952.0
36.0;-840.0;-142.0;21.0;267.0;-115;252.0;-255.0;752;67.0;647.0;653.0
-39.0;-985.0;-110.0;31.0;637.0;-2;197.0;-185.0;721;-32.0;581.0;924.0
-53.0;-990.0;-371.0;-67.0;459.0;2;443.0;-25.0;723;163.0;1025.0;602.0
-44.0;-909.0;-763.0;-331.0;592.0;-75;483.0;-115.0;726;-485.0;824.0;-307.0
-48.0;-970.0;-73.0;-266.0;632.0;-7;184.0;-148.0;681;81.0;704.0;507.0
155.0;-529.0;8.0;-361.0;473.0;-11;124.0;-113.0;733;-25.0;958.0;42.0
215.0;-485.0;-2.0;-275.0;189.0;-2;375.0;-308.0;718;162.0;563.0;-6.0
-87.0;-792.0;5.0;-4.0;257.0;2;239.0;-434.0;728;123.0;774.0;979.0
-297.0;-985.0;2060.0;-133.0;392.0;194;191.0;39.0;730;-50.0;560.0;887.0
-1.0;-856.0;-389.0;18.0;450.0;-84;232.0;-131.0;709;59.0;403.0;730.0
-389.0;-786.0;102.0;70.0;700.0;63;288.0;-414.0;700;80.0;469.0;594.0
-441.0;-756.0;-532.0;-149.0;696.0;-85;307.0;-56.0;785;81.0;538.0;674.0
-161.0;-947.0;-673.0;-107.0;495.0;-17;320.0;-247.0;715;86.0;421.0;631.0
-372.0;-921.0;16.0;-20.0;491.0;-2;76.0;-67.0;654;-368.0;854.0;638.0
75.0;56.0;-169.0;-442.0;417.0;-2;550.0;-572.0;726;-743.0;784.0;-384.0
20.0;-834.0;81.0;-117.0;72.0;12;500.0;-397.0;725;464.0;692.0;631.0
5.0;-838.0;-71.0;-32.0;496.0;-95;309.0;-266.0;734;-52.0;480.0;768.0
-29.0;-899.0;-119.0;20.0;471.0;45;279.0;-119.0;723;54.0;451.0;850.0
-391.0;-899.0;27.0;-49.0;567.0;2;116.0;-122.0;635;-137.0;814.0;678.0
-638.0;-990.0;-176.0;-82.0;665.0;-309;277.0;-315.0;704;-25.0;966.0;836.0
-407.0;-945.0;257.0;13.0;446.0;272;-1.0;-210.0;280;325.0;643.0;985.0
28.0;-947.0;77.0;-27.0;414.0;9;247.0;-253.0;737;166.0;660.0;752.0
-250.0;-1195.0;436.0;-205.0;566.0;-66;215.0;-115.0;946;-116.0;562.0;669.0
129.0;-976.0;-528.0;-56.0;510.0;-4;154.0;-62.0;735;82.0;555.0;877.0
121.0;-973.0;-232.0;-48.0;489.0;10;96.0;-56.0;734;123.0;592.0;881.0
133.0;-976.0;-111.0;-90.0;498.0;-5;97.0;-89.0;718;81.0;582.0;877.0
141.0;-976.0;-75.0;-76.0;497.0;2;108.0;-88.0;717;121.0;585.0;884.0
116.0;-976.0;-64.0;-80.0;497.0;0;105.0;-87.0;715;88.0;556.0;873.0
116.0;-979.0;-45.0;-62.0;493.0;1;127.0;-87.0;721;110.0;595.0;872.0
-139.0;-1017.0;173.0;-142.0;722.0;-35;231.0;-214.0;742;-293.0;556.0;752.0
121.0;-979.0;10.0;-66.0;481.0;2;124.0;-95.0;723;135.0;573.0;873.0
141.0;-974.0;84.0;-62.0;486.0;-5;113.0;-100.0;723;80.0;580.0;876.0
145.0;-979.0;-2.0;-65.0;484.0;8;138.0;-111.0;723;90.0;557.0;850.0
123.0;-973.0;21.0;-62.0;481.0;5;142.0;-103.0;721;82.0;524.0;868.0
105.0;-975.0;36.0;-67.0;487.0;1;134.0;-110.0;715;93.0;556.0;850.0
-601.0;-903.0;160.0;-213.0;441.0;69;208.0;-311.0;808;119.0;615.0;681.0
-377.0;-929.0;-25.0;-41.0;574.0;5;134.0;-115.0;634;83.0;855.0;612.0
123.0;-975.0;6.0;-57.0;488.0;3;132.0;-106.0;718;91.0;569.0;869.0
130.0;-978.0;29.0;-67.0;488.0;-1;144.0;-106.0;718;114.0;563.0;876.0
106.0;-978.0;-23.0;-50.0;487.0;0;113.0;-104.0;715;81.0;577.0;893.0
111.0;-979.0;-39.0;-47.0;490.0;0;132.0;-105.0;719;59.0;566.0;872.0
144.0;-975.0;-66.0;-62.0;491.0;4;122.0;-99.0;720;80.0;565.0;901.0
138.0;-980.0;-62.0;-41.0;487.0;8;133.0;-103.0;719;56.0;542.0;891.0
147.0;-974.0;24.0;-47.0;498.0;-1;115.0;-106.0;726;129.0;532.0;885.0
260.0;-992.0;159.0;-64.0;504.0;-10;93.0;-69.0;732;139.0;613.0;910.0
132.0;-983.0;136.0;-35.0;463.0;0;122.0;-133.0;724;32.0;538.0;891.0
134.0;-969.0;-241.0;-69.0;464.0;0;142.0;-139.0;721;141.0;501.0;876.0
200.0;-981.0;-271.0;-203.0;578.0;-74;20.0;-197.0;565;177.0;689.0;714.0
-89.0;-962.0;54.0;38.0;552.0;-13;241.0;-151.0;712;76.0;818.0;813.0
273.0;-977.0;-77.0;-139.0;519.0;-123;89.0;-31.0;634;159.0;546.0;766.0
45.0;-452.0;-262.0;-221.0;187.0;10;308.0;-105.0;720;122.0;736.0;485.0
92.0;-971.0;-15.0;-50.0;508.0;5;271.0;-167.0;726;-640.0;619.0;881.0
39.0;-1006.0;50.0;-17.0;547.0;-2;167.0;-66.0;722;-186.0;605.0;941.0
32.0;-963.0;64.0;-101.0;586.0;3;201.0;-116.0;716;133.0;619.0;923.0
32.0;-971.0;-46.0;-49.0;533.0;1;195.0;-195.0;733;-4.0;683.0;875.0
-25.0;-974.0;-263.0;-32.0;534.0;3;152.0;-203.0;735;-50.0;615.0;881.0
-41.0;-970.0;-232.0;-11.0;396.0;7;170.0;-193.0;735;-30.0;652.0;892.0
-67.0;-963.0;4.0;0.0;397.0;2;224.0;-192.0;736;-42.0;553.0;890.0
-38.0;-957.0;-38.0;0.0;379.0;0;216.0;-191.0;733;-42.0;690.0;901.0
-49.0;-952.0;-18.0;-99.0;432.0;-2;194.0;-168.0;734;14.0;947.0;859.0
-70.0;-962.0;21.0;-76.0;449.0;-5;189.0;-165.0;730;75.0;988.0;860.0
-1.0;-942.0;48.0;-79.0;449.0;3;202.0;-190.0;735;88.0;975.0;838.0
-58.0;-1010.0;-123.0;-7.0;391.0;2;170.0;-160.0;736;61.0;984.0;783.0
-382.0;-899.0;9.0;-25.0;564.0;-2;148.0;-130.0;632;-321.0;799.0;675.0
58.0;-865.0;-522.0;-4.0;244.0;58;170.0;-237.0;735;440.0;929.0;912.0
-73.0;-991.0;83.0;98.0;622.0;6;140.0;-131.0;717;40.0;416.0;912.0
-433.0;-1035.0;747.0;-190.0;471.0;-597;78.0;-286.0;673;226.0;537.0;756.0
-135.0;-930.0;-193.0;-79.0;485.0;-16;265.0;202.0;733;360.0;532.0;694.0
156.0;-1072.0;-106.0;-100.0;653.0;9;350.0;-190.0;718;150.0;556.0;718.0
9.0;-1021.0;-131.0;-31.0;655.0;17;196.0;-288.0;731;54.0;560.0;921.0
37.0;-1075.0;-1055.0;-15.0;514.0;-554;109.0;-64.0;756;-139.0;611.0;897.0
160.0;-919.0;-45.0;3.0;422.0;11;193.0;-173.0;729;11.0;646.0;898.0
144.0;-789.0;-294.0;88.0;309.0;6;254.0;-267.0;722;-37.0;479.0;955.0
-148.0;-575.0;-139.0;-185.0;553.0;-16;567.0;-484.0;725;68.0;990.0;201.0
139.0;-173.0;30.0;-413.0;266.0;-3;451.0;-426.0;717;199.0;548.0;-263.0
192.0;-154.0;-516.0;-391.0;288.0;2;471.0;-434.0;719;170.0;560.0;-239.0
22.0;-940.0;-146.0;-29.0;292.0;-5;282.0;-218.0;740;129.0;853.0;790.0
-58.0;-948.0;-495.0;10.0;429.0;11;348.0;-153.0;714;-350.0;392.0;779.0
15.0;-895.0;37.0;-17.0;124.0;-1;357.0;-309.0;729;9.0;789.0;737.0
118.0;-996.0;101.0;87.0;658.0;-7;153.0;-117.0;731;44.0;407.0;923.0
-89.0;-1095.0;-122.0;116.0;634.0;-65;315.0;-160.0;716;-58.0;523.0;723.0
2.0;-1006.0;108.0;68.0;632.0;-2;125.0;-107.0;733;91.0;481.0;913.0
21.0;-1026.0;-9.0;98.0;564.0;-3;146.0;-107.0;735;49.0;592.0;937.0
-24.0;-1012.0;-116.0;96.0;563.0;1;134.0;-82.0;732;60.0;661.0;902.0
60.0;-856.0;-67.0;186.0;351.0;232;179.0;-201.0;732;173.0;532.0;1105.0
-57.0;-987.0;81.0;62.0;380.0;-18;174.0;-172.0;728;127.0;672.0;980.0
-172.0;-836.0;-19.0;140.0;426.0;28;259.0;-197.0;725;63.0;578.0;1045.0
-398.0;-883.0;-94.0;81.0;342.0;-2;293.0;-379.0;724;-58.0;673.0;801.0
22.0;-948.0;-89.0;-28.0;320.0;3;178.0;-128.0;702;102.0;666.0;790.0
10.0;-949.0;-2.0;-39.0;376.0;11;181.0;-127.0;706;55.0;691.0;801.0
19.0;-959.0;56.0;-19.0;348.0;9;183.0;-123.0;703;54.0;697.0;791.0
5.0;-964.0;45.0;-24.0;360.0;24;183.0;-117.0;717;66.0;712.0;781.0
-38.0;-964.0;101.0;-63.0;333.0;50;183.0;-115.0;733;74.0;720.0;773.0
-284.0;-785.0;432.0;-106.0;428.0;-36;156.0;-112.0;724;-49.0;774.0;829.0
74.0;-998.0;595.0;28.0;651.0;456;112.0;-103.0;696;74.0;1025.0;883.0
-505.0;-1070.0;69.0;-17.0;620.0;799;6.0;-114.0;815;218.0;594.0;825.0
-22.0;-948.0;12.0;33.0;549.0;8;301.0;-279.0;733;40.0;1024.0;841.0
-690.0;-967.0;-274.0;-384.0;511.0;37;134.0;-233.0;442;71.0;844.0;387.0
57.0;-1004.0;186.0;-58.0;464.0;1;170.0;-161.0;735;862.0;565.0;917.0
-5.0;-973.0;-2.0;14.0;865.0;2;224.0;-211.0;732;276.0;1030.0;879.0
72.0;-939.0;-2.0;-56.0;498.0;2;250.0;-205.0;724;430.0;783.0;772.0
-49.0;-995.0;-16.0;77.0;562.0;-4;303.0;-275.0;727;43.0;421.0;945.0
98.0;-938.0;7.0;-70.0;493.0;1;235.0;-188.0;723;394.0;761.0;783.0
-36.0;-981.0;29.0;20.0;650.0;0;211.0;-206.0;731;213.0;356.0;876.0
-45.0;-921.0;-399.0;-32.0;285.0;185;86.0;-335.0;694;212.0;518.0;872.0
-39.0;-961.0;203.0;21.0;578.0;4;298.0;-244.0;733;28.0;1015.0;838.0
-8.0;-981.0;-30.0;15.0;635.0;1;221.0;-204.0;725;202.0;367.0;860.0
45.0;-959.0;378.0;-39.0;185.0;3;252.0;-178.0;737;162.0;777.0;749.0
131.0;-989.0;87.0;29.0;772.0;-8;165.0;-163.0;724;30.0;183.0;914.0
-375.0;-952.0;82.0;-19.0;939.0;0;20.0;61.0;641;181.0;754.0;727.0
43.0;-881.0;686.0;-115.0;516.0;1;223.0;-181.0;731;598.0;825.0;713.0
207.0;-997.0;18.0;62.0;662.0;-6;149.0;-127.0;722;157.0;376.0;922.0
-363.0;-915.0;57.0;-53.0;653.0;3;51.0;-72.0;644;282.0;793.0;654.0
53.0;-771.0;-705.0;26.0;369.0;22;289.0;-264.0;718;123.0;403.0;732.0
55.0;-970.0;-405.0;-68.0;753.0;3;177.0;-178.0;721;262.0;919.0;876.0
173.0;-940.0;-131.0;-5.0;364.0;-6;182.0;-227.0;672;-64.0;817.0;923.0
-549.0;-843.0;-352.0;-24.0;534.0;78;75.0;-132.0;407;62.0;559.0;870.0
282.0;-921.0;-413.0;-107.0;382.0;16;178.0;-159.0;727;100.0;468.0;810.0
-357.0;-895.0;-35.0;-20.0;657.0;0;71.0;-111.0;638;159.0;814.0;589.0
-41.0;-866.0;-1100.0;-34.0;478.0;-52;278.0;-215.0;700;51.0;432.0;696.0
-362.0;-930.0;34.0;-24.0;639.0;-1;79.0;-69.0;648;490.0;798.0;673.0
-377.0;-951.0;114.0;-20.0;743.0;7;-18.0;44.0;639;722.0;736.0;738.0
0.0;-960.0;539.0;-158.0;458.0;5;-57.0;-90.0;728;257.0;492.0;811.0
181.0;-1006.0;305.0;61.0;915.0;-60;164.0;-59.0;765;93.0;738.0;884.0
-174.0;-728.0;29.0;-276.0;239.0;-27;128.0;-148.0;735;157.0;870.0;696.0
-140.0;-674.0;614.0;-176.0;324.0;126;540.0;-431.0;719;-137.0;812.0;525.0
258.0;-813.0;-103.0;-137.0;257.0;20;393.0;-269.0;716;81.0;716.0;446.0
304.0;-785.0;276.0;70.0;235.0;27;351.0;-381.0;698;-33.0;316.0;614.0
1013.0;-1056.0;183.0;-4.0;582.0;180;317.0;-107.0;740;223.0;445.0;711.0
-101.0;-995.0;205.0;-61.0;495.0;-125;13.0;-244.0;727;160.0;579.0;842.0
-680.0;-873.0;196.0;-144.0;812.0;12;241.0;6.0;713;54.0;862.0;780.0
-371.0;-955.0;-242.0;-51.0;556.0;-11;106.0;-99.0;651;517.0;804.0;688.0
259.0;-963.0;36.0;-140.0;399.0;2;200.0;-205.0;733;60.0;538.0;848.0
125.0;-990.0;11.0;40.0;647.0;6;171.0;-155.0;733;-106.0;317.0;923.0
2.0;-991.0;221.0;49.0;625.0;5;150.0;-107.0;720;122.0;455.0;918.0
-373.0;-991.0;667.0;-1.0;894.0;-1;95.0;-116.0;639;-106.0;800.0;788.0
-407.0;-924.0;-20.0;30.0;280.0;29;232.0;-262.0;708;83.0;906.0;812.0
101.0;-992.0;682.0;-68.0;316.0;-111;95.0;-65.0;843;140.0;794.0;865.0
-99.0;-178.0;833.0;-439.0;266.0;0;370.0;-363.0;721;240.0;582.0;-219.0
-62.0;-79.0;38.0;-508.0;254.0;0;341.0;-311.0;725;253.0;511.0;-409.0
-465.0;-981.0;602.0;23.0;464.0;1417;223.0;-54.0;1437;-20.0;631.0;1108.0
-363.0;-906.0;-14.0;-27.0;671.0;2;66.0;-107.0;643;-27.0;843.0;574.0
0.0;-934.0;-569.0;-8.0;600.0;-6;322.0;-272.0;730;4.0;919.0;772.0
22.0;-1031.0;752.0;-84.0;976.0;-13;27.0;-184.0;673;29.0;705.0;907.0
-370.0;-920.0;56.0;-85.0;595.0;-4;41.0;-35.0;646;-7.0;815.0;605.0
-406.0;-1199.0;340.0;-176.0;530.0;65;323.0;38.0;681;1.0;534.0;387.0
-7.0;-1029.0;-78.0;-228.0;311.0;-2095;107.0;-248.0;1512;333.0;396.0;713.0
