Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE EuY
-75.0;18;-52;71;355.0;-47.0;-110.0;-150;-71;1369.0;-52;-28
-72.0;-4;-30;13;406.0;59.0;-373.0;0;-13;620.0;-30;-50
-67.0;28;-693;-2481;253.0;57.0;-331.0;-115;2481;761.0;-693;-72
-10.0;-3;-15;-11;403.0;58.0;-363.0;-2;11;620.0;-15;-50
32.0;9;18;20;410.0;52.0;-360.0;-5;-20;618.0;18;-50
0.0;-3;-7;-10;400.0;56.0;-346.0;-5;10;621.0;-7;-50
-93.0;-53;-291;-230;222.0;312.0;-448.0;-753;230;822.0;-291;-74
20.0;-1;-17;36;406.0;51.0;-357.0;-4;-36;618.0;-17;-50
28.0;0;-12;-30;406.0;51.0;-345.0;-9;30;619.0;-12;-50
48.0;-1;0;18;401.0;53.0;-347.0;-4;-18;619.0;0;-50
9.0;-5;9;-15;410.0;53.0;-353.0;2;15;620.0;9;-50
19.0;4;1;-9;426.0;52.0;-360.0;4;9;619.0;1;-50
-19.0;0;22;-40;378.0;51.0;-340.0;0;40;616.0;22;-50
37.0;-151;12;15;157.0;-3.0;-581.0;-97;-15;993.0;12;-39
-3.0;2;-27;22;383.0;39.0;-355.0;-5;-22;610.0;-27;-50
0.0;1;-11;-6;318.0;86.0;-350.0;-3;6;590.0;-11;-50
3.0;-3;-9;23;318.0;99.0;-364.0;-7;-23;586.0;-9;-50
40.0;-12;111;584;377.0;129.0;-350.0;-3;-584;591.0;111;-52
-7.0;1;-15;18;299.0;101.0;-363.0;1;-18;581.0;-15;-50
12.0;3;-10;6;314.0;95.0;-357.0;7;-6;580.0;-10;-50
-1.0;6;-7;40;312.0;97.0;-358.0;-2;-40;581.0;-7;-50
-28.0;2;20;35;304.0;68.0;-357.0;5;-35;580.0;20;-50
-77.0;-6;-8;20;320.0;45.0;-360.0;-9;-20;583.0;-8;-50
130.0;-513;-1536;66;267.0;402.0;-409.0;-604;-66;806.0;-1536;-76
-3.0;-2;-26;-33;329.0;34.0;-363.0;-8;33;584.0;-26;-50
-19.0;1;-10;-19;311.0;42.0;-360.0;-6;19;581.0;-10;-50
-19.0;-2;10;1;325.0;43.0;-339.0;-13;-1;579.0;10;-50
17.0;1;0;-16;292.0;54.0;-328.0;-7;16;576.0;0;-50
-4.0;7;-12;-3;291.0;46.0;-346.0;-13;3;580.0;-12;-50
34.0;133;-9;16;292.0;124.0;-588.0;-7;-16;470.0;-9;-39
107.0;-87;-7;11;251.0;-261.0;-701.0;8;-11;535.0;-7;-39
-19.0;1;-42;14;330.0;-2.0;-385.0;4;-14;596.0;-42;-50
-14.0;14;-30;-20;360.0;-18.0;-353.0;-1;20;606.0;-30;-50
-1.0;-127;-12;-15;350.0;-130.0;-138.0;1;15;1089.0;-12;-39
171.0;85;-4;-15;147.0;-144.0;-448.0;12;15;1087.0;-4;-38
297.0;27;-4;28;531.0;-180.0;-170.0;0;-28;604.0;-4;-38
11.0;3;23;2;352.0;-30.0;-358.0;0;-2;614.0;23;-50
-16.0;-1;-13;9;369.0;-31.0;-362.0;2;-9;619.0;-13;-50
223.0;190;339;347;341.0;102.0;-815.0;-306;-347;1355.0;339;-22
77.0;-52;10;-8;504.0;-143.0;-442.0;338;8;532.0;10;39
2.0;0;-19;-5;358.0;-11.0;-377.0;-1;5;610.0;-19;-50
0.0;-4;-5;20;369.0;-3.0;-349.0;0;-20;600.0;-5;-50
-5.0;0;-12;-24;352.0;24.0;-382.0;-5;24;601.0;-12;-50
1.0;0;22;13;359.0;24.0;-352.0;2;-13;601.0;22;-50
-8.0;1;-2;5;344.0;30.0;-362.0;1;-5;602.0;-2;-50
7.0;3;0;-24;339.0;27.0;-384.0;-1;24;604.0;0;-50
10.0;0;-19;-20;341.0;29.0;-386.0;12;20;602.0;-19;-50
11.0;3;27;26;351.0;23.0;-355.0;4;-26;602.0;27;-50
-9.0;1;12;24;340.0;28.0;-362.0;6;-24;600.0;12;-50
-10.0;0;-29;-20;317.0;37.0;-377.0;0;20;591.0;-29;-50
-26.0;4;-6;3;326.0;38.0;-370.0;4;-3;592.0;-6;-50
-10.0;-5;7;24;333.0;38.0;-360.0;4;-24;590.0;7;-50
-22.0;-3;11;21;291.0;36.0;-360.0;4;-21;580.0;11;-50
-27.0;4;-7;1;299.0;38.0;-369.0;5;-1;577.0;-7;-50
0.0;-2;-15;13;290.0;39.0;-372.0;6;-13;574.0;-15;-50
8.0;-14;375;1017;179.0;-237.0;-209.0;128;-1017;470.0;375;-46
-22.0;3;-7;19;277.0;40.0;-366.0;-2;-19;565.0;-7;-50
-11.0;2;16;-1;274.0;40.0;-355.0;-4;1;561.0;16;-50
-12.0;4;1;-20;267.0;38.0;-355.0;1;20;556.0;1;-50
-19.0;3;16;-14;255.0;40.0;-374.0;4;14;552.0;16;-50
12.0;-3;-30;25;225.0;37.0;-365.0;2;-25;544.0;-30;-50
-28.0;1;12;13;240.0;34.0;-366.0;-5;-13;548.0;12;-50
-133.0;743;10;36;357.0;406.0;-198.0;26;-36;393.0;10;-45
-38.0;0;-4;-14;239.0;35.0;-355.0;4;14;546.0;-4;-50
-9.0;1;8;-7;239.0;38.0;-367.0;1;7;544.0;8;-50
-19.0;7;26;14;218.0;40.0;-363.0;-1;-14;540.0;26;-50
-35.0;1;-2;-3;221.0;37.0;-372.0;3;3;539.0;-2;-50
-44.0;-2;1;2;210.0;41.0;-365.0;1;-2;535.0;1;-50
-20.0;5;4;30;214.0;42.0;-362.0;-4;-30;535.0;4;-50
68.0;1;7;-20;143.0;-108.0;-502.0;7;20;478.0;7;-43
70.0;-1;-11;-31;111.0;-115.0;-367.0;-5;31;463.0;-11;-43
75.0;17;11;-8;144.0;-110.0;-410.0;7;8;480.0;11;-43
-4.0;5;12;8;210.0;34.0;-346.0;-3;-8;534.0;12;-50
2.0;7;25;-4;211.0;37.0;-360.0;4;4;534.0;25;-50
-40.0;6;7;30;221.0;41.0;-376.0;-6;-30;540.0;7;-50
102.0;1;11;127;264.0;150.0;-586.0;138;-127;412.0;11;-47
-15.0;4;23;-2;276.0;49.0;-371.0;-1;2;560.0;23;-50
-20.0;5;21;-12;273.0;50.0;-364.0;-4;12;561.0;21;-50
-18.0;-3;23;-7;277.0;53.0;-359.0;-3;7;563.0;23;-50
-38.0;-1;-11;-6;287.0;49.0;-358.0;0;6;561.0;-11;-50
-48.0;-1;-17;-7;281.0;51.0;-365.0;-1;7;565.0;-17;-50
-49.0;3;7;-1;289.0;36.0;-354.0;0;1;573.0;7;-50
-36.0;-3;25;16;297.0;32.0;-362.0;5;-16;576.0;25;-50
-51.0;-4;-14;-22;307.0;20.0;-354.0;3;22;580.0;-14;-50
-39.0;-1;30;3;307.0;13.0;-363.0;11;-3;583.0;30;-50
-45.0;-1;23;-22;312.0;8.0;-354.0;4;22;585.0;23;-50
21.0;-1;-1;-17;334.0;70.0;-356.0;6;17;601.0;-1;-50
25.0;1;1;-5;338.0;75.0;-360.0;5;5;607.0;1;-50
25.0;5;-8;2;402.0;76.0;-343.0;4;-2;610.0;-8;-50
25.0;2;-23;14;380.0;81.0;-362.0;3;-14;611.0;-23;-50
10.0;3;2;-33;374.0;80.0;-363.0;7;33;611.0;2;-50
36.0;3;9;-5;384.0;78.0;-363.0;5;5;612.0;9;-50
28.0;-1;-20;20;385.0;79.0;-365.0;-6;-20;611.0;-20;-50
29.0;12;-252;1290;194.0;373.0;135.0;-12;-1290;730.0;-252;-40
28.0;-5;11;0;383.0;76.0;-364.0;0;0;613.0;11;-50
26.0;0;9;35;381.0;89.0;-363.0;1;-35;610.0;9;-50
17.0;-1;4;9;367.0;82.0;-350.0;0;-9;604.0;4;-50
75.0;6;12;-37;219.0;22.0;-81.0;-26;37;1075.0;12;-38
18.0;0;6;4;370.0;81.0;-317.0;-6;-4;604.0;6;-50
48.0;1;-22;38;371.0;82.0;-353.0;-1;-38;604.0;-22;-50
39.0;-1;-10;-14;359.0;82.0;-328.0;3;14;603.0;-10;-50
40.0;2;-21;3;366.0;77.0;-344.0;-3;-3;603.0;-21;-50
34.0;3;25;-31;368.0;77.0;-336.0;-1;31;605.0;25;-50
20.0;-6;5;12;371.0;76.0;-353.0;3;-12;604.0;5;-50
29.0;0;-8;0;368.0;79.0;-367.0;4;0;605.0;-8;-50
29.0;-1;-4;4;367.0;76.0;-351.0;4;-4;604.0;-4;-50
32.0;6;17;0;370.0;76.0;-356.0;2;0;604.0;17;-50
32.0;-1;6;-8;373.0;81.0;-352.0;3;8;605.0;6;-50
7.0;1;2;2;368.0;80.0;-353.0;2;-2;607.0;2;-50
18.0;-4;12;13;384.0;82.0;-343.0;-3;-13;611.0;12;-50
2.0;-1;-12;4;372.0;84.0;-359.0;-3;-4;609.0;-12;-50
37.0;3;-10;13;375.0;81.0;-374.0;-5;-13;608.0;-10;-50
12.0;2;-15;14;382.0;85.0;-346.0;-5;-14;609.0;-15;-50
22.0;2;4;9;384.0;86.0;-344.0;-4;-9;608.0;4;-50
27.0;1;10;12;375.0;83.0;-336.0;-7;-12;611.0;10;-50
30.0;8;14;7;378.0;88.0;-358.0;2;-7;612.0;14;-50
28.0;4;12;-19;372.0;85.0;-363.0;2;19;612.0;12;-50
23.0;0;22;9;385.0;86.0;-345.0;2;-9;610.0;22;-50
71.0;521;72;-79;246.0;364.0;23.0;-24;79;801.0;72;-46
187.0;-3;-53;44;238.0;227.0;-74.0;16;-44;445.0;-53;-43
65.0;736;91;53;195.0;-344.0;-95.0;-38;-53;523.0;91;-37
-130.0;-66;1860;-3068;367.0;-287.0;49.0;130;3068;545.0;1860;-27
48.0;-7;-14;11;877.0;413.0;-90.0;1;-11;-328.0;-14;-39
8.0;27;-2842;-2422;303.0;578.0;-432.0;374;2422;450.0;-2842;-37
68.0;23;-833;-4420;371.0;-46.0;-220.0;120;4420;993.0;-833;-74
67.0;3;-26;-30;291.0;90.0;-100.0;-10;30;427.0;-26;-49
89.0;-27;14;11;465.0;376.0;9.0;2;-11;238.0;14;-43
-123.0;30;-92;4008;220.0;146.0;-132.0;226;-4008;921.0;-92;-54
-79.0;4;21;1;422.0;117.0;-352.0;-4;-1;619.0;21;-50
-133.0;4;-13;-5;175.0;93.0;-363.0;0;5;495.0;-13;-51
80.0;-6;-1;11;392.0;61.0;-367.0;1;-11;619.0;-1;-50
-231.0;1;4;14;162.0;101.0;-298.0;5;-14;506.0;4;-52
-337.0;-10;-375;-238;198.0;-130.0;-471.0;21;238;631.0;-375;-44
-117.0;-4;15;-18;418.0;90.0;-353.0;1;18;612.0;15;-50
-308.0;4;-9;14;78.0;492.0;11.0;2;-14;570.0;-9;-39
373.0;4;13;0;313.0;360.0;-300.0;-2;0;501.0;13;-52
100.0;5;12;5;198.0;187.0;-1.0;2;-5;514.0;12;-43
248.0;153;-42;25;526.0;-191.0;-473.0;2;-25;605.0;-42;-25
-110.0;3;-31;-4;412.0;109.0;-356.0;8;4;610.0;-31;-50
-98.0;-4;-1;47;394.0;51.0;-378.0;6;-47;611.0;-1;-50
302.0;-7;13;-19;320.0;55.0;-346.0;-8;19;577.0;13;-50
-49.0;3;8;-28;406.0;120.0;-366.0;-1;28;619.0;8;-50
117.0;2;11;-12;383.0;47.0;-372.0;10;12;606.0;11;-50
-85.0;4;-1;-15;417.0;116.0;-359.0;-4;15;619.0;-1;-50
142.0;2;-2;24;386.0;55.0;-360.0;-3;-24;607.0;-2;-50
-332.0;47;1469;960;482.0;-5.0;-284.0;-25;-960;528.0;1469;-45
-65.0;2;-3;-12;428.0;118.0;-356.0;1;12;622.0;-3;-50
-116.0;2;4;-25;356.0;-24.0;-381.0;1;25;607.0;4;-50
-96.0;-2;-13;1;420.0;117.0;-355.0;2;-1;620.0;-13;-50
-193.0;0;-6;-11;442.0;87.0;-356.0;8;11;612.0;-6;-50
-67.0;2;13;-4;416.0;121.0;-366.0;-3;4;618.0;13;-50
-76.0;-1;10;-31;408.0;119.0;-363.0;0;31;616.0;10;-50
-269.0;2;8;20;328.0;-102.0;-382.0;-2;-20;579.0;8;-50
-77.0;2;16;12;419.0;122.0;-356.0;2;-12;621.0;16;-50
-120.0;7;21;-1;387.0;-30.0;-364.0;5;1;612.0;21;-50
-326.0;5;19;-20;266.0;68.0;-370.0;7;20;544.0;19;-50
-84.0;4;-4;-17;421.0;117.0;-354.0;6;17;624.0;-4;-50
-93.0;0;-22;-21;431.0;121.0;-342.0;8;21;618.0;-22;-50
-126.0;3;-1;2;416.0;91.0;-358.0;0;-2;613.0;-1;-50
-248.0;11;33;11;944.0;-132.0;-134.0;-1;-11;-140.0;33;-41
-155.0;-76;-17;17;831.0;28.0;-206.0;-24;-17;653.0;-17;-39
-77.0;3;-9;5;421.0;117.0;-362.0;0;-5;623.0;-9;-50
-85.0;-1;9;-12;422.0;119.0;-355.0;-1;12;622.0;9;-50
