InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
-1701.0;836.0;?;130;232.0;732;-3401;207;-3401;301
-1763.0;813.0;?;122;?;608;-2672;406;-2672;176
-1743.0;793.0;895.0;34;393.0;-144;?;893;-544;-67
?;?;713.0;?;494.0;-175;-184;806;-184;-139
-1351.0;576.0;748.0;4;?;65;-240;649;-240;-13
?;253.0;970.0;-159;516.0;8;8;659;8;97
-486.0;?;?;47;418.0;69;-74;647;-74;?
-7.0;-684.0;1184.0;546;430.0;14;-20;695;-20;60
599.0;-1105.0;1004.0;505;?;14;-21;687;-21;64
1147.0;-1256.0;874.0;?;405.0;40;-9;?;-9;55
1507.0;-1225.0;?;252;407.0;21;-5;687;-5;47
606.0;-1582.0;1016.0;206;450.0;25;-23;690;-23;47
177.0;-1414.0;1048.0;242;489.0;18;-26;?;-26;63
543.0;-894.0;1016.0;-72;?;12;-85;692;-85;66
688.0;?;1024.0;-990;418.0;18;-1;691;-1;46
582.0;-656.0;983.0;-1193;430.0;20;35;684;?;37
611.0;-563.0;?;-532;501.0;13;-17;?;-17;53
472.0;-482.0;1004.0;-377;519.0;22;-1;683;-1;41
483.0;-282.0;1004.0;-279;489.0;?;13;688;13;36
366.0;-166.0;987.0;126;457.0;11;-5;692;-5;46
361.0;-170.0;1011.0;133;450.0;?;10;674;10;?
393.0;-133.0;?;?;451.0;10;19;678;19;?
492.0;-131.0;979.0;367;429.0;23;-27;670;-27;72
572.0;-60.0;990.0;179;435.0;9;-22;677;-22;75
674.0;6.0;1008.0;29;462.0;-21;18;690;18;100
?;32.0;1015.0;-79;?;20;-16;669;-16;73
696.0;16.0;978.0;-73;438.0;19;-47;677;?;51
787.0;?;?;?;435.0;11;?;677;-29;63
927.0;50.0;1005.0;-52;454.0;20;-25;673;-25;48
937.0;-7.0;988.0;?;448.0;13;-2;678;-2;?
913.0;?;1005.0;-110;456.0;17;10;671;10;66
965.0;128.0;996.0;-181;477.0;15;-45;?;-45;47
1079.0;178.0;979.0;-358;496.0;19;-41;679;-41;47
1090.0;295.0;965.0;-583;493.0;24;31;673;31;54
900.0;359.0;985.0;-513;498.0;14;33;681;33;60
679.0;399.0;938.0;50;508.0;12;-12;674;-12;83
533.0;428.0;1030.0;190;560.0;19;-51;651;-51;90
382.0;332.0;1114.0;-150;495.0;10;-48;669;-48;103
334.0;-95.0;1066.0;-73;440.0;?;?;681;?;112
526.0;-241.0;942.0;17;?;?;-164;618;-164;56
?;-605.0;932.0;-50;?;32;-322;603;-322;0
-1280.0;-219.0;?;6;307.0;17;-407;640;-407;35
?;41.0;859.0;-9;280.0;-59;-706;736;-706;171
-906.0;495.0;769.0;-24;270.0;-303;?;1058;-1242;253
-352.0;761.0;948.0;-21;296.0;-411;-1400;1176;-1400;237
328.0;1236.0;1116.0;-23;290.0;75;-621;?;?;382
529.0;1179.0;1049.0;-14;239.0;451;573;344;573;539
-331.0;-734.0;959.0;0;?;35;86;624;86;68
345.0;-736.0;982.0;-1;347.0;10;2;667;2;48
-249.0;-1236.0;969.0;2;?;2;18;680;18;33
-919.0;-1106.0;1015.0;-6;422.0;19;20;652;20;78
-415.0;-989.0;994.0;-5;470.0;-5;-14;684;-14;27
-827.0;-1407.0;943.0;1;472.0;20;1;656;1;61
-1010.0;-1317.0;1022.0;-8;435.0;21;2;653;2;?
?;-1264.0;1047.0;?;447.0;21;-5;660;-5;49
-601.0;-1460.0;1033.0;-9;423.0;10;20;667;20;51
-453.0;-1304.0;?;-30;416.0;?;?;666;27;?
-461.0;-1163.0;1069.0;-22;437.0;14;-10;655;-10;61
-181.0;-1028.0;1010.0;?;429.0;29;-11;648;?;59
?;-1374.0;1027.0;-31;?;?;-25;655;-25;58
-617.0;-977.0;1019.0;-22;461.0;20;-66;656;-66;52
-434.0;-621.0;1005.0;-27;447.0;25;-27;649;-27;64
-241.0;-344.0;995.0;20;?;23;-13;645;-13;69
-58.0;-44.0;1005.0;-32;462.0;16;-80;649;-80;49
229.0;?;980.0;-84;?;16;-110;?;-110;44
506.0;323.0;959.0;-71;531.0;17;-95;655;-95;53
605.0;?;987.0;-71;504.0;17;-97;656;-97;?
661.0;418.0;983.0;?;479.0;17;-100;655;-100;53
864.0;451.0;?;-148;449.0;16;-91;655;-91;50
776.0;293.0;1039.0;-110;445.0;?;-108;654;-108;58
662.0;63.0;1089.0;-307;476.0;16;-73;657;-73;41
683.0;?;1067.0;-749;475.0;16;-12;660;-12;17
860.0;-180.0;1024.0;-740;485.0;17;-44;663;-44;?
?;-387.0;989.0;-716;456.0;18;-79;665;-79;23
1099.0;?;984.0;-854;436.0;21;-64;655;-64;18
695.0;-979.0;1061.0;-502;427.0;13;-83;663;-83;25
424.0;-1379.0;1080.0;-133;?;11;-96;671;?;3
533.0;-1403.0;1052.0;-122;357.0;18;-88;?;-88;-12
926.0;-1316.0;932.0;-50;298.0;?;-97;665;-97;-2
1620.0;-1087.0;956.0;-103;271.0;?;-116;669;?;-7
2562.0;-392.0;1017.0;-143;262.0;10;-161;665;-161;-15
3251.0;342.0;1041.0;-31;284.0;20;-132;?;-132;-10
3668.0;663.0;1021.0;185;321.0;?;-196;629;-196;-40
3711.0;1330.0;1006.0;-105;?;-22;-231;682;-231;?
2801.0;1065.0;966.0;?;527.0;-9;?;682;-185;-33
2615.0;1093.0;977.0;773;533.0;6;-311;?;-311;-66
2637.0;1149.0;1067.0;929;?;-59;-314;748;-314;-40
1651.0;757.0;1119.0;1747;408.0;125;?;485;-354;-82
690.0;682.0;1107.0;1531;338.0;-208;91;909;91;93
?;?;965.0;-350;258.0;-874;1639;1471;?;484
184.0;956.0;928.0;-168;199.0;-443;2799;1269;?;1155
-133.0;1039.0;1142.0;-82;190.0;?;4065;1878;4065;1702
?;?;1041.0;-413;207.0;402;7029;1558;7029;526
-546.0;1203.0;822.0;-173;242.0;121;8464;761;8464;-420
-378.0;932.0;727.0;-271;233.0;-79;6298;850;6298;?
-1.0;?;780.0;-256;226.0;57;?;523;3498;-204
393.0;873.0;924.0;-308;207.0;76;1867;466;1867;-73
566.0;783.0;1042.0;-299;145.0;4;891;613;891;422
566.0;656.0;1045.0;-260;78.0;16;475;573;475;461
567.0;470.0;910.0;-265;93.0;3;1031;619;1031;549
676.0;462.0;872.0;-251;129.0;56;2009;564;2009;544
739.0;493.0;913.0;?;242.0;-98;2119;645;2119;128
810.0;472.0;962.0;-231;324.0;-378;1430;918;1430;-93
847.0;?;946.0;-231;288.0;-376;955;1007;955;-50
980.0;186.0;892.0;-245;?;?;1003;1098;1003;-51
?;54.0;?;-248;266.0;-190;1109;948;1109;-116
999.0;-57.0;?;-260;244.0;304;2650;975;2650;-623
930.0;-205.0;1015.0;-282;175.0;251;2091;1038;2091;-725
853.0;?;1062.0;-373;169.0;?;-1388;954;-1388;-680
830.0;-192.0;1179.0;-391;251.0;1343;-1619;1290;-1619;-1132
786.0;?;1369.0;-414;299.0;176;-2845;87;?;397
791.0;-170.0;1407.0;?;?;-499;-2425;?;-2425;1141
842.0;-124.0;999.0;-533;375.0;-517;521;1448;521;?
840.0;-67.0;885.0;-538;376.0;-950;-542;?;-542;-867
712.0;51.0;931.0;-729;379.0;-337;-467;957;-467;-99
577.0;213.0;1177.0;-1131;424.0;70;146;775;146;-46
?;?;?;-1462;?;-84;-169;669;-169;-39
-155.0;389.0;889.0;-1086;360.0;59;209;685;209;7
-656.0;362.0;662.0;-596;512.0;2;-17;678;-17;36
-872.0;663.0;804.0;-620;546.0;13;-4;670;?;20
-697.0;1013.0;957.0;-549;446.0;35;13;661;13;12
-667.0;1127.0;912.0;-348;342.0;20;-31;655;-31;6
?;1147.0;925.0;-139;402.0;31;-53;652;-53;?
-743.0;?;848.0;217;380.0;?;-72;651;-72;-7
-592.0;982.0;916.0;359;?;32;-68;652;-68;3
-494.0;880.0;926.0;992;354.0;17;-128;667;-128;25
-463.0;707.0;?;1531;404.0;19;-160;662;-160;-9
-559.0;599.0;1060.0;1048;446.0;7;-349;655;-349;16
-549.0;486.0;1073.0;1697;428.0;66;-53;?;-53;-72
-445.0;318.0;1220.0;683;427.0;?;-483;612;-483;-96
-370.0;135.0;1378.0;-2259;413.0;17;-380;?;?;61
-240.0;63.0;1274.0;-669;483.0;?;-438;504;-438;101
-130.0;-104.0;917.0;1280;500.0;-321;-3216;1100;-3216;215
-69.0;-431.0;742.0;-1124;387.0;?;-3113;2095;-3113;225
-50.0;-847.0;?;-1348;327.0;-2039;-2240;?;-2240;98
204.0;-827.0;1059.0;293;261.0;-1014;-2177;2163;-2177;257
513.0;-726.0;996.0;-172;156.0;1524;-1396;-59;-1396;953
640.0;-669.0;873.0;-191;200.0;?;-1505;-80;?;?
559.0;-580.0;713.0;4;285.0;617;1477;246;1477;-141
211.0;-260.0;686.0;-171;248.0;791;3329;?;3329;-538
?;-132.0;838.0;-42;139.0;316;2002;299;2002;-346
-599.0;-156.0;829.0;?;?;365;1884;309;1884;-860
-604.0;-250.0;815.0;-81;139.0;120;1512;401;1512;-664
-546.0;-252.0;770.0;-62;155.0;?;744;881;744;-427
-424.0;-186.0;715.0;-94;158.0;-855;899;1617;899;-672
-276.0;-163.0;814.0;-110;163.0;-3046;1796;2729;1796;67
-100.0;-244.0;1180.0;-93;215.0;1135;1148;2213;?;-1792
?;-291.0;1147.0;-84;208.0;2637;-3674;1857;-3674;-2799
226.0;-304.0;1203.0;?;237.0;-1968;-6146;1234;?;520
332.0;-308.0;1732.0;-93;289.0;2038;-2081;-1086;-2081;439
406.0;-337.0;1298.0;-41;322.0;1013;?;189;-318;-1680
471.0;-291.0;621.0;-87;398.0;?;-824;1595;-824;-1745
?;-181.0;799.0;271;609.0;-469;-503;?;-503;-2071
504.0;-164.0;1151.0;?;846.0;?;-554;1158;-554;-1602
583.0;-235.0;1034.0;-87;569.0;7;90;689;90;-51
519.0;-46.0;969.0;92;282.0;214;154;607;154;120
60.0;54.0;792.0;212;317.0;-126;-23;738;-23;-60
-272.0;215.0;795.0;230;588.0;187;104;606;104;88
?;440.0;855.0;393;434.0;-10;6;688;6;-12
?;598.0;892.0;347;?;90;38;627;38;46
-590.0;569.0;937.0;435;407.0;51;47;663;47;14
-689.0;498.0;897.0;492;442.0;30;33;670;33;-7
-764.0;?;887.0;640;391.0;69;?;632;81;24
-775.0;443.0;864.0;?;334.0;59;12;635;12;26
?;369.0;1005.0;461;347.0;31;126;674;126;29
-581.0;251.0;1082.0;-1150;358.0;42;18;657;?;33
-426.0;?;1084.0;-1673;371.0;54;-106;649;?;48
-236.0;33.0;1235.0;-587;354.0;51;6;666;6;50
?;-78.0;1413.0;58;343.0;86;-374;552;-374;?
155.0;-92.0;1346.0;1600;371.0;?;215;453;215;-144
366.0;-180.0;834.0;1937;518.0;155;?;538;-714;?
531.0;?;?;88;455.0;-3;-2391;956;-2391;419
685.0;-678.0;964.0;-69;322.0;-935;-795;2290;-795;-6
792.0;-553.0;1193.0;47;315.0;-1414;?;2854;-267;-141
844.0;-390.0;1080.0;-189;?;460;-1247;787;-1247;248
466.0;-514.0;878.0;49;213.0;?;-910;-199;-910;527
-78.0;-287.0;758.0;14;258.0;794;-83;424;-83;353
-328.0;177.0;783.0;12;400.0;647;1077;339;1077;46
?;244.0;898.0;54;334.0;219;1924;604;1924;-155
-798.0;61.0;867.0;52;326.0;12;2123;787;2123;-375
-672.0;-28.0;838.0;45;266.0;-326;2231;?;?;-63
-562.0;?;810.0;39;203.0;-830;2395;1630;?;-56
-434.0;301.0;844.0;33;197.0;?;1939;?;1939;113
-328.0;406.0;962.0;34;202.0;-755;2495;1948;2495;387
?;331.0;870.0;34;255.0;-283;2982;1980;2982;-28
-76.0;179.0;1049.0;36;266.0;-254;2045;1608;2045;169
-123.0;-13.0;933.0;22;274.0;2401;?;1985;2442;?
15.0;-46.0;1393.0;24;243.0;1198;-1063;393;-1063;39
61.0;-33.0;1580.0;74;227.0;-1675;-3062;?;-3062;460
153.0;9.0;1262.0;168;265.0;-662;-196;?;?;703
205.0;115.0;689.0;231;367.0;-1408;?;3673;-1761;1942
235.0;153.0;2209.0;228;571.0;?;-1216;1694;-1216;852
?;334.0;908.0;268;772.0;443;499;?;499;-285
269.0;523.0;837.0;317;623.0;-220;-369;826;-369;139
98.0;519.0;983.0;?;761.0;102;86;630;86;?
-186.0;?;1036.0;419;880.0;27;-40;674;-40;43
-426.0;313.0;996.0;368;605.0;?;?;702;-126;25
-661.0;?;960.0;37;?;56;44;657;44;?
-727.0;106.0;932.0;119;453.0;?;-40;709;-40;33
-713.0;?;999.0;-374;410.0;41;14;653;14;-20
-873.0;395.0;987.0;-935;462.0;28;1;685;1;10
-979.0;574.0;972.0;-424;495.0;22;-25;689;-25;-5
-1219.0;482.0;1039.0;-354;494.0;17;-18;682;-18;-21
-1508.0;449.0;1044.0;-350;502.0;?;36;658;36;-18
-1626.0;423.0;1017.0;?;571.0;30;15;660;15;-10
-1399.0;514.0;1007.0;96;?;18;?;680;32;?
-973.0;498.0;1002.0;-184;?;19;49;685;49;5
-380.0;?;1021.0;-81;595.0;16;?;687;?;9
43.0;367.0;1023.0;?;?;18;19;679;19;9
-228.0;-312.0;1042.0;-119;573.0;21;?;675;10;-3
13.0;?;1012.0;-51;594.0;23;-7;677;-7;-3
86.0;-187.0;?;-72;617.0;24;-14;677;-14;0
-13.0;-272.0;1015.0;-78;?;20;-32;681;-32;-11
164.0;-209.0;1052.0;9;558.0;16;?;?;21;-10
19.0;-92.0;1042.0;59;561.0;11;35;684;35;1
120.0;38.0;1036.0;57;577.0;13;60;684;60;2
303.0;-169.0;1024.0;65;563.0;17;98;682;98;0
265.0;-292.0;1038.0;55;533.0;16;78;683;78;1
?;-393.0;1048.0;63;553.0;16;89;683;89;0
?;-589.0;1048.0;64;562.0;16;89;683;89;0
461.0;-740.0;1036.0;-33;572.0;14;?;677;42;6
586.0;?;1021.0;-123;552.0;13;40;666;40;9
676.0;-780.0;1003.0;-139;549.0;?;39;658;39;15
637.0;?;1021.0;-115;573.0;33;22;658;22;24
505.0;-545.0;1009.0;-118;548.0;21;13;666;13;30
361.0;-514.0;968.0;?;?;?;-5;671;-5;28
281.0;-351.0;947.0;?;466.0;17;-7;666;-7;22
213.0;-179.0;?;-96;472.0;16;-38;668;?;30
121.0;-89.0;968.0;-114;437.0;16;-12;669;-12;27
-10.0;?;974.0;-76;426.0;26;9;659;9;13
-131.0;-140.0;?;-87;428.0;24;-25;662;-25;15
-244.0;-179.0;977.0;-86;436.0;12;26;670;26;16
-276.0;-152.0;?;-72;?;23;31;660;31;14
-106.0;-136.0;965.0;-71;?;27;-1;?;-1;18
-19.0;-65.0;968.0;?;386.0;11;11;?;11;16
-107.0;-79.0;950.0;-79;352.0;?;17;?;17;16
-174.0;62.0;964.0;-64;348.0;18;35;667;35;17
-277.0;85.0;954.0;-62;331.0;17;29;666;29;11
-163.0;16.0;942.0;-81;334.0;23;7;661;7;19
?;12.0;950.0;-70;371.0;23;9;659;9;33
-166.0;-12.0;934.0;-52;383.0;18;17;659;17;33
-122.0;6.0;982.0;-57;374.0;?;14;660;?;34
-142.0;87.0;938.0;-56;374.0;22;15;667;15;30
-166.0;58.0;939.0;-55;387.0;16;9;672;9;?
-213.0;94.0;963.0;-58;398.0;15;2;675;2;34
-193.0;74.0;948.0;-56;373.0;23;?;665;?;36
-217.0;80.0;951.0;-71;376.0;?;14;663;14;28
-129.0;53.0;937.0;-57;382.0;20;-26;673;-26;30
-113.0;55.0;943.0;-15;352.0;26;-25;664;-25;30
-96.0;44.0;926.0;-16;371.0;28;-58;656;-58;32
-83.0;67.0;965.0;-21;?;21;-5;669;-5;25
-59.0;80.0;?;-11;384.0;19;26;678;?;21
-90.0;100.0;958.0;-7;376.0;?;-11;675;-11;?
-95.0;111.0;955.0;-12;?;20;?;677;21;32
-68.0;108.0;955.0;-22;372.0;?;26;677;?;32
-47.0;102.0;956.0;-8;382.0;17;2;672;2;27
-53.0;80.0;948.0;-4;374.0;14;-13;679;-13;19
-66.0;134.0;962.0;0;346.0;18;26;675;26;44
-66.0;71.0;977.0;?;353.0;?;-37;687;-37;15
-29.0;46.0;?;-13;356.0;10;2;696;?;13
?;81.0;?;-12;356.0;-13;16;712;16;-10
-24.0;95.0;?;-2;362.0;-45;-29;721;-29;-123
80.0;133.0;851.0;-3;361.0;37;16;617;16;-199
42.0;178.0;863.0;1;?;90;-1481;559;-1481;-574
60.0;250.0;989.0;1;352.0;141;-2682;459;-2682;?
-7.0;213.0;986.0;?;352.0;251;-2090;235;-2090;435
-41.0;206.0;947.0;-3;333.0;158;-1262;368;-1262;231
89.0;131.0;?;-8;369.0;?;424;676;424;?
82.0;111.0;908.0;-8;?;?;1116;653;?;32
44.0;102.0;879.0;-4;402.0;-27;755;746;755;20
7.0;106.0;868.0;-6;388.0;145;1088;?;?;-173
-56.0;149.0;904.0;-8;367.0;98;941;697;941;-43
-132.0;165.0;946.0;-8;327.0;-109;589;1120;589;?
-8.0;128.0;1129.0;-6;305.0;-172;573;262;573;653
64.0;102.0;1110.0;0;?;-42;?;211;191;148
?;77.0;?;1;373.0;44;50;808;50;115
210.0;28.0;902.0;-4;428.0;27;209;591;209;48
297.0;186.0;963.0;-3;492.0;9;61;674;61;76
300.0;-8.0;1008.0;-4;522.0;9;57;688;?;82
301.0;-173.0;999.0;2;515.0;?;?;?;9;32
565.0;-38.0;999.0;0;496.0;13;-45;695;?;6
474.0;-113.0;1016.0;14;486.0;12;23;654;23;6
360.0;-170.0;983.0;-31;525.0;14;-15;670;-15;20
306.0;-149.0;956.0;-13;557.0;23;?;661;?;15
404.0;-47.0;1033.0;6;579.0;27;11;654;11;?
463.0;33.0;?;-96;554.0;16;-11;660;-11;26
?;26.0;1037.0;137;555.0;21;7;659;7;25
332.0;115.0;1019.0;-125;563.0;14;-6;?;-6;15
?;150.0;1005.0;304;582.0;17;?;658;-28;13
-22.0;51.0;1005.0;1195;606.0;24;-46;659;-46;?
-168.0;147.0;1012.0;715;582.0;13;-46;670;-46;9
-241.0;266.0;1043.0;779;?;58;16;627;16;27
-285.0;?;1053.0;?;558.0;32;0;666;0;4
-209.0;672.0;1029.0;-809;606.0;-10;-19;?;-19;-13
-207.0;809.0;1007.0;85;613.0;29;28;651;28;15
-166.0;786.0;1024.0;-148;600.0;16;6;?;6;7
400.0;523.0;?;-159;563.0;11;8;676;8;13
348.0;-94.0;1031.0;96;552.0;23;?;662;18;19
-29.0;-176.0;1026.0;?;534.0;21;-14;664;-14;15
-245.0;139.0;1008.0;-27;?;?;-7;659;-7;16
-190.0;157.0;1023.0;?;556.0;20;17;662;17;9
-81.0;190.0;1005.0;-52;538.0;18;25;665;25;18
-13.0;207.0;?;-79;534.0;18;28;666;?;22
-2.0;109.0;988.0;?;527.0;18;7;662;7;13
72.0;-41.0;996.0;?;525.0;19;-13;663;-13;18
238.0;-236.0;1016.0;?;?;19;-16;665;-16;24
347.0;-400.0;986.0;-67;?;19;-15;663;-15;21
558.0;?;?;-57;485.0;19;-15;663;-15;21
598.0;-653.0;1005.0;-46;475.0;20;-19;663;-19;22
330.0;-853.0;1005.0;-46;468.0;?;-1;666;?;18
114.0;-1010.0;992.0;-51;?;10;-3;671;-3;13
-200.0;-1043.0;985.0;-56;459.0;10;-34;?;-34;14
?;-1075.0;997.0;-51;447.0;16;-33;669;?;19
-1252.0;-994.0;970.0;-45;436.0;18;18;664;18;18
?;-756.0;964.0;-55;407.0;23;53;659;53;15
?;-371.0;987.0;-50;388.0;19;?;663;13;16
-2777.0;4.0;985.0;-28;394.0;17;23;663;23;19
-2782.0;331.0;967.0;-31;410.0;24;56;659;56;25
?;?;962.0;-32;409.0;20;24;664;24;28
-2461.0;965.0;989.0;-21;?;20;23;664;?;28
-2113.0;1087.0;961.0;?;446.0;21;28;663;28;27
-1631.0;1146.0;961.0;-18;458.0;19;27;?;?;28
?;1057.0;976.0;-17;450.0;21;40;663;40;27
?;945.0;966.0;-27;441.0;19;31;663;31;28
-860.0;787.0;976.0;-13;424.0;15;?;664;15;30
-555.0;580.0;956.0;-12;414.0;15;14;664;?;29
?;420.0;979.0;-14;429.0;16;19;661;19;31
-245.0;254.0;982.0;-9;401.0;?;0;670;0;26
24.0;135.0;978.0;-5;417.0;15;-22;?;?;29
306.0;122.0;983.0;0;418.0;19;-26;661;-26;33
517.0;-31.0;972.0;-2;419.0;?;-26;?;-26;21
566.0;?;?;-3;426.0;20;-25;660;-25;20
461.0;-123.0;987.0;?;407.0;20;-28;658;-28;26
438.0;-168.0;1000.0;4;424.0;18;-16;663;-16;21
334.0;-155.0;972.0;4;419.0;19;-3;667;-3;17
223.0;-153.0;973.0;-2;396.0;24;-6;665;-6;20
89.0;-192.0;960.0;1;424.0;?;-5;665;-5;?
76.0;-186.0;?;6;435.0;17;-13;669;-13;19
53.0;-196.0;978.0;-6;?;16;?;666;-10;20
26.0;-138.0;983.0;?;?;21;25;659;?;17
54.0;-150.0;?;8;410.0;25;11;661;11;22
111.0;-89.0;966.0;5;424.0;19;-27;668;-27;?
?;-39.0;997.0;-1;428.0;14;-16;666;-16;19
87.0;-69.0;?;0;?;?;-7;660;-7;25
75.0;-47.0;986.0;-2;419.0;20;3;659;?;22
98.0;-33.0;981.0;-5;418.0;18;0;663;0;21
17.0;-30.0;992.0;?;418.0;21;-6;661;-6;26
152.0;33.0;984.0;3;430.0;23;-18;658;-18;23
388.0;25.0;985.0;3;424.0;19;-18;663;?;?
443.0;?;989.0;-3;420.0;12;31;666;31;20
241.0;230.0;?;-7;426.0;14;8;663;8;19
15.0;?;969.0;-1;417.0;16;-20;664;-20;19
-65.0;68.0;963.0;-6;442.0;18;-2;?;-2;20
-164.0;15.0;994.0;?;463.0;19;-17;660;-17;24
-269.0;-59.0;979.0;1;463.0;13;-7;667;-7;23
-189.0;-40.0;957.0;-2;441.0;18;-6;663;-6;24
-148.0;?;965.0;-5;?;24;-27;659;-27;23
-79.0;-166.0;976.0;-6;436.0;?;6;663;6;26
?;-315.0;974.0;-11;438.0;21;6;663;6;27
341.0;-511.0;946.0;-2;419.0;18;?;666;-25;28
702.0;-722.0;987.0;0;428.0;?;1;669;1;30
1082.0;-906.0;980.0;1;438.0;?;8;668;8;22
1665.0;-960.0;?;9;454.0;19;-6;663;-6;24
2262.0;?;1008.0;7;425.0;?;-40;660;-40;17
2530.0;-828.0;962.0;13;417.0;20;10;662;10;?
2905.0;-581.0;946.0;?;421.0;14;63;664;63;28
3467.0;-266.0;967.0;?;426.0;15;-33;659;-33;28
3615.0;-67.0;957.0;-16;437.0;23;-23;654;?;10
?;20.0;1001.0;-26;467.0;18;20;661;20;4
3002.0;163.0;961.0;5;?;?;?;662;-24;19
2537.0;248.0;957.0;-15;?;23;-21;657;-21;27
1954.0;314.0;977.0;-4;562.0;22;?;658;-26;28
1295.0;?;975.0;33;550.0;17;-38;664;-38;23
600.0;192.0;1014.0;?;510.0;12;-23;672;-23;-2
309.0;224.0;1041.0;-91;553.0;?;-43;664;-43;16
170.0;176.0;1028.0;17;572.0;25;-54;656;-54;26
120.0;171.0;?;20;570.0;?;-34;?;-34;11
?;293.0;1062.0;10;609.0;18;-56;662;-56;25
-410.0;174.0;1022.0;-33;609.0;22;-63;661;-63;7
-580.0;245.0;1025.0;-69;?;18;-22;664;-22;-8
-358.0;452.0;1080.0;-101;?;17;-25;662;?;9
-141.0;272.0;1063.0;-201;689.0;17;-36;666;-36;7
-145.0;113.0;1020.0;-220;701.0;17;-38;672;-38;-5
-329.0;27.0;?;-224;656.0;17;-36;672;-36;-4
-594.0;-43.0;1040.0;-249;632.0;12;-5;673;-5;2
-833.0;18.0;1043.0;-52;647.0;18;-29;668;-29;-1
-670.0;-174.0;1015.0;?;669.0;23;?;660;-16;-1
-701.0;-329.0;1007.0;23;?;16;18;670;18;15
-200.0;?;1004.0;?;715.0;15;-7;674;-7;12
348.0;88.0;1014.0;124;727.0;?;13;664;13;-1
591.0;253.0;1016.0;121;719.0;18;29;672;29;10
288.0;115.0;1052.0;114;662.0;15;?;675;25;11
91.0;137.0;1006.0;-39;?;20;50;666;50;10
256.0;-17.0;?;-117;609.0;19;33;666;?;12
?;-192.0;1030.0;-28;620.0;?;-6;665;-6;?
261.0;-400.0;1044.0;-44;625.0;16;12;662;12;11
-43.0;-449.0;1036.0;-83;610.0;13;24;?;24;?
?;-382.0;?;-95;611.0;19;-14;658;-14;13
-394.0;?;1004.0;-39;569.0;23;-22;657;-22;17
-607.0;-679.0;1006.0;-89;575.0;18;2;658;2;8
-739.0;-738.0;1026.0;-203;560.0;17;4;?;4;16
-1035.0;-908.0;990.0;-95;552.0;18;-13;658;?;14
-757.0;-816.0;957.0;-50;542.0;21;-24;658;-24;10
-363.0;-427.0;962.0;-76;528.0;24;-26;657;-26;?
-131.0;-56.0;993.0;-68;?;22;-25;658;-25;10
97.0;345.0;985.0;-78;534.0;24;-26;657;-26;12
112.0;578.0;985.0;-62;540.0;22;-25;658;-25;?
76.0;550.0;986.0;-66;526.0;15;-17;665;-17;5
43.0;209.0;993.0;-61;504.0;14;-13;666;?;?
-147.0;133.0;972.0;-58;513.0;14;-19;665;-19;4
-141.0;71.0;983.0;-60;494.0;16;-8;665;-8;8
-59.0;177.0;1010.0;-58;494.0;?;7;663;7;?
60.0;-22.0;992.0;-64;486.0;20;5;664;5;15
-60.0;81.0;975.0;-52;512.0;20;5;?;5;?
-60.0;154.0;999.0;?;521.0;21;6;663;?;15
-69.0;5.0;1024.0;-46;506.0;20;4;?;4;15
-41.0;23.0;1005.0;-33;493.0;20;6;663;6;15
-78.0;36.0;991.0;-37;519.0;20;5;663;5;15
-35.0;60.0;996.0;-30;510.0;?;5;664;5;15
-5.0;100.0;986.0;-17;504.0;?;6;663;6;15
-35.0;67.0;984.0;-14;495.0;20;3;663;3;15
-51.0;?;994.0;-12;503.0;21;9;663;9;15
-32.0;?;?;-17;487.0;?;-4;662;-4;14
-19.0;126.0;996.0;-21;494.0;18;-28;659;?;13
-83.0;120.0;1002.0;-10;495.0;18;?;660;-26;13
?;112.0;974.0;-4;?;18;-24;660;?;13
?;89.0;?;-5;514.0;18;-26;659;-26;?
-32.0;29.0;996.0;-7;523.0;?;-25;659;-25;13
?;-2.0;1007.0;?;511.0;18;-26;659;-26;13
-27.0;?;999.0;-9;?;18;-25;660;-25;13
15.0;-13.0;997.0;-2;535.0;18;-25;660;-25;13
11.0;-23.0;1009.0;-8;508.0;18;-25;659;-25;13
20.0;-36.0;985.0;-8;501.0;?;-25;659;-25;13
-6.0;-20.0;972.0;-1;513.0;18;-25;659;?;13
12.0;-20.0;988.0;-1;493.0;18;-25;659;-25;13
19.0;-17.0;1011.0;3;503.0;18;-25;660;-25;13
32.0;-30.0;999.0;2;502.0;?;-25;660;-25;13
75.0;-5.0;977.0;-6;519.0;18;-25;659;-25;13
103.0;12.0;976.0;-9;523.0;18;-26;659;-26;13
102.0;28.0;985.0;-4;523.0;?;?;659;-25;13
?;-26.0;984.0;0;505.0;18;-26;659;-26;13
37.0;-8.0;987.0;-4;496.0;18;-25;660;-25;13
23.0;-13.0;994.0;-2;515.0;18;-25;660;-25;13
12.0;3.0;997.0;3;522.0;18;-26;?;-26;13
7.0;-3.0;984.0;0;510.0;18;-24;659;-24;12
8.0;?;?;2;504.0;19;-33;659;-33;14
