Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE EuY
571.0;-464;1158;4218;142.0;-59.0;-588.0;-2377;-4218;1011.0;1158;-23
407.0;-478;491;?;190.0;-54.0;-1252.0;-762;-2638;1013.0;491;-31
466.0;-758;1296;707;142.0;-39.0;-8.0;?;-707;1018.0;1296;-34
354.0;-1074;-52;?;225.0;-30.0;-153.0;1;-431;1019.0;-52;-35
149.0;-885;243;?;381.0;-15.0;-609.0;4;?;1023.0;243;-35
-55.0;-621;-164;150;493.0;-6.0;?;33;-150;1023.0;-164;-35
50.0;-425;-77;95;560.0;7.0;-62.0;?;-95;1027.0;-77;-35
39.0;-537;33;1;339.0;5.0;-179.0;14;-1;1027.0;33;-36
21.0;-233;-90;84;404.0;-6.0;-65.0;?;-84;1025.0;-90;-36
47.0;?;-37;42;300.0;-16.0;-76.0;7;-42;?;?;-36
?;?;-56;123;255.0;-31.0;-38.0;21;?;1031.0;-56;-36
193.0;92;-32;?;215.0;-45.0;41.0;33;-148;1033.0;-32;-36
109.0;801;4;245;206.0;-57.0;?;?;-245;1029.0;4;-37
37.0;2094;-69;484;193.0;-71.0;90.0;-19;-484;1031.0;-69;-38
150.0;2053;-237;646;176.0;-84.0;166.0;-122;-646;?;-237;-39
239.0;2881;-242;1694;128.0;-102.0;72.0;-83;-1694;1027.0;-242;-41
?;-1046;?;700;115.0;-115.0;?;-162;?;1025.0;-295;-39
-105.0;-3092;-260;1763;157.0;-127.0;-191.0;-92;-1763;1023.0;-260;-42
-142.0;3790;412;7083;205.0;?;?;344;?;1023.0;412;-60
-153.0;2783;1464;8399;232.0;-156.0;552.0;339;?;1015.0;1464;-74
108.0;-921;1767;8587;67.0;-169.0;25.0;?;?;1015.0;1767;-81
327.0;261;157;4968;155.0;-186.0;-517.0;277;-4968;1010.0;157;-76
511.0;-316;-58;?;?;-154.0;-226.0;63;-158;?;-58;-35
226.0;-118;-45;140;382.0;-166.0;1.0;-55;-140;982.0;-45;-35
?;?;-23;174;291.0;-171.0;25.0;32;-174;984.0;-23;-35
-328.0;99;-42;236;253.0;-189.0;-78.0;-26;?;981.0;-42;-36
?;710;-81;390;253.0;-198.0;83.0;-26;-390;981.0;-81;-37
-932.0;1529;?;598;?;-214.0;16.0;?;-598;974.0;-134;-38
-912.0;2470;-127;618;86.0;-230.0;39.0;-53;-618;977.0;-127;-39
-409.0;2274;-199;1712;61.0;?;71.0;-36;-1712;968.0;-199;?
-464.0;-599;-199;2727;50.0;-265.0;49.0;?;-2727;967.0;-199;-46
-374.0;-729;84;4709;89.0;-276.0;-194.0;-32;-4709;963.0;84;-52
-621.0;2535;1086;7593;180.0;-298.0;-307.0;927;-7593;958.0;1086;-64
-809.0;1916;1655;7867;231.0;-312.0;-105.0;730;-7867;954.0;1655;?
49.0;-317;-121;199;522.0;?;-75.0;-73;-199;1098.0;-121;-36
67.0;-324;?;119;?;-103.0;-154.0;-23;-119;1097.0;-44;-36
4.0;-220;-97;185;369.0;-107.0;-100.0;-122;-185;1097.0;-97;-36
145.0;?;-58;118;329.0;-112.0;160.0;-61;-118;1102.0;-58;-37
247.0;-8;-127;173;265.0;-126.0;42.0;-89;-173;1104.0;-127;-37
213.0;119;-158;235;207.0;-131.0;91.0;-109;?;1103.0;-158;-37
115.0;609;-205;407;174.0;-144.0;44.0;?;-407;1102.0;-205;-38
?;1371;-213;614;151.0;-153.0;37.0;-26;-614;1103.0;-213;-40
?;1661;-269;784;140.0;-166.0;29.0;-79;-784;1100.0;-269;-41
73.0;1257;-252;1591;118.0;-177.0;-30.0;-67;-1591;1101.0;-252;-42
-57.0;253;-512;2693;91.0;-184.0;-99.0;-42;?;1100.0;-512;-47
37.0;-1243;-326;?;118.0;?;-91.0;18;-5087;1101.0;?;-56
-104.0;-218;1204;8452;149.0;-199.0;-110.0;422;-8452;1103.0;1204;-70
88.0;2841;1739;8749;191.0;-210.0;92.0;781;-8749;1101.0;?;-86
237.0;1863;298;6248;?;-216.0;143.0;813;-6248;1107.0;298;-81
328.0;-276;-1141;1097;286.0;-226.0;-410.0;731;-1097;1109.0;-1141;-70
358.0;253;-1872;-2887;395.0;-236.0;-778.0;543;2887;1120.0;-1872;-71
287.0;151;-1429;-2890;502.0;-242.0;-391.0;609;2890;1123.0;-1429;-72
65.0;27;-38;-3944;427.0;-246.0;-304.0;852;3944;1133.0;-38;?
-31.0;216;196;-4916;471.0;-246.0;-533.0;558;4916;1141.0;196;-72
-98.0;?;-210;-5193;340.0;-243.0;-519.0;470;5193;?;-210;-69
-129.0;156;-476;-5451;231.0;-236.0;?;382;5451;1161.0;-476;-62
-84.0;91;0;-5317;?;-232.0;-430.0;585;5317;?;0;-52
-135.0;50;824;-5136;184.0;-222.0;-355.0;406;5136;1177.0;?;-42
?;67;-176;?;157.0;-215.0;-589.0;-1198;5349;1182.0;-176;-30
-35.0;95;-1132;-6805;138.0;-212.0;365.0;?;6805;1194.0;-1132;-26
17.0;40;193;-3331;103.0;?;-794.0;-1354;3331;1197.0;193;-20
51.0;73;4346;1437;94.0;-214.0;-34.0;?;-1437;1204.0;4346;-12
368.0;6;?;2708;92.0;-218.0;1133.0;296;-2708;1209.0;5091;-18
470.0;-137;1264;5062;135.0;-217.0;460.0;-3079;-5062;1216.0;1264;-28
112.0;11;1152;?;102.0;-213.0;-907.0;1465;?;1226.0;1152;-34
257.0;-109;1504;1495;131.0;-211.0;-706.0;2130;-1495;1235.0;1504;-39
210.0;-368;185;323;179.0;?;205.0;-634;-323;?;?;-40
36.0;-328;159;108;356.0;?;-522.0;532;-108;1260.0;?;-40
-29.0;?;-45;?;444.0;-156.0;-426.0;102;?;1272.0;-45;-41
-51.0;-248;-84;109;560.0;-131.0;31.0;119;-109;1278.0;-84;-41
-26.0;-272;-23;?;316.0;-122.0;-59.0;300;-87;1284.0;-23;?
-86.0;-207;-105;136;329.0;-124.0;?;77;?;1289.0;-105;-41
-32.0;-131;-108;107;297.0;-125.0;-108.0;238;-107;1301.0;-108;-41
?;-155;?;?;247.0;-128.0;-28.0;168;-149;1308.0;?;-41
122.0;-186;51;?;166.0;-141.0;5.0;?;-182;1314.0;51;-42
94.0;-246;25;179;174.0;-150.0;34.0;161;-179;1321.0;25;-42
75.0;122;-171;507;134.0;-165.0;29.0;203;?;1321.0;-171;-43
185.0;1265;-236;919;98.0;-177.0;128.0;95;-919;1329.0;?;-44
?;2070;-290;1809;62.0;-194.0;108.0;281;?;1333.0;-290;-46
8.0;?;-394;3163;80.0;?;-50.0;332;-3163;1341.0;-394;-52
-151.0;1063;-214;5294;123.0;-221.0;-135.0;489;-5294;1345.0;-214;-59
-162.0;2362;1184;7890;180.0;?;-447.0;972;-7890;1351.0;1184;-68
-4.0;-15;2400;8677;?;-247.0;484.0;753;-8677;1356.0;2400;-72
171.0;-835;?;?;102.0;-259.0;?;1410;-6781;?;249;-66
269.0;426;-2089;1193;237.0;-265.0;-487.0;1620;-1193;1366.0;-2089;-58
198.0;7;-2215;-3140;393.0;-283.0;-652.0;464;3140;1369.0;-2215;-57
101.0;?;-2071;-2998;542.0;-290.0;-317.0;458;2998;1376.0;-2071;-57
-147.0;134;-1306;-3483;447.0;-296.0;-319.0;719;3483;1376.0;-1306;-58
-128.0;?;-1106;-4255;479.0;-296.0;-452.0;?;4255;1389.0;-1106;-59
-208.0;174;-1925;-4732;?;?;-420.0;419;4732;1398.0;-1925;?
-302.0;58;-1752;-5054;?;-290.0;-459.0;334;?;1406.0;-1752;-55
?;77;-1866;-4943;209.0;-283.0;?;357;4943;1414.0;-1866;-49
-199.0;?;-1487;-5146;135.0;-269.0;-349.0;331;5146;?;-1487;-44
-153.0;42;-427;-5822;130.0;?;-371.0;-716;5822;1429.0;-427;-32
-29.0;51;-3016;-6107;147.0;-244.0;-298.0;?;?;1434.0;?;-16
-203.0;141;-591;-5267;176.0;-194.0;?;890;5267;1546.0;-591;-57
-194.0;105;-1173;-5349;157.0;?;-552.0;425;5349;1545.0;-1173;-52
-193.0;77;939;-5074;141.0;-163.0;-360.0;-71;5074;1548.0;939;-37
?;95;1108;-5647;126.0;-154.0;-434.0;?;?;1543.0;1108;-29
-50.0;130;-8858;-6915;128.0;-145.0;498.0;-4651;6915;1548.0;-8858;-16
?;139;-1475;117;101.0;-140.0;?;-2727;-117;1548.0;-1475;-7
8.0;-91;6798;3068;97.0;-130.0;537.0;1357;-3068;1551.0;6798;-8
?;-5;-950;1078;122.0;-127.0;?;-463;-1078;1553.0;-950;-13
352.0;-95;200;4837;195.0;-116.0;-207.0;-2176;-4837;1557.0;200;?
?;-191;1693;?;234.0;-103.0;-1149.0;-1487;-2986;1557.0;1693;-32
308.0;370;192;?;171.0;-85.0;-664.0;-274;-180;1556.0;192;-33
149.0;-897;464;540;296.0;-62.0;118.0;183;-540;1557.0;464;-35
-12.0;?;-200;-76;407.0;-45.0;-521.0;-76;76;1551.0;-200;-35
-196.0;70;8;205;628.0;-24.0;?;15;-205;1547.0;8;-35
?;-213;-52;105;478.0;?;-111.0;26;-105;?;-52;-36
-137.0;-144;-120;72;382.0;-32.0;-10.0;-21;-72;1539.0;-120;-36
-87.0;222;-48;137;323.0;-55.0;-98.0;-4;-137;1531.0;-48;?
-31.0;214;-34;178;263.0;-79.0;95.0;13;-178;1527.0;-34;-36
61.0;64;-41;119;?;-105.0;48.0;-8;-119;1521.0;-41;-36
73.0;-59;-72;384;206.0;-134.0;-43.0;3;-384;1515.0;?;?
81.0;17;-48;362;142.0;-150.0;150.0;-11;-362;1509.0;-48;?
183.0;-184;?;377;121.0;-177.0;?;10;-377;1499.0;-41;-39
324.0;-395;-231;1930;88.0;?;102.0;110;-1930;1497.0;-231;-42
53.0;-1737;-94;1464;53.0;-214.0;-1.0;138;-1464;1489.0;-94;-43
-17.0;?;-327;3305;57.0;-231.0;-93.0;169;-3305;1487.0;-327;-45
?;1164;165;?;69.0;-248.0;-214.0;?;-7783;1479.0;165;-57
-168.0;-2189;1886;9122;164.0;-262.0;-194.0;173;-9122;1474.0;?;-69
46.0;-944;1443;8988;16.0;-277.0;483.0;887;-8988;1465.0;1443;-74
242.0;708;-513;3260;135.0;-298.0;233.0;2712;-3260;1458.0;-513;-70
287.0;-114;-1643;-2678;344.0;-304.0;-346.0;1901;2678;1455.0;?;-66
145.0;315;-1957;-2506;?;?;-876.0;414;2506;1445.0;-1957;-66
-59.0;239;-1889;-3094;419.0;-310.0;-148.0;745;3094;1441.0;-1889;-65
-136.0;249;-1557;-4771;438.0;?;-344.0;?;4771;1428.0;-1557;-65
-151.0;230;-1394;-4984;327.0;-285.0;-412.0;237;?;?;-1394;-64
-248.0;165;-2214;-5064;226.0;-269.0;?;174;?;1425.0;-2214;-57
-159.0;?;-1306;-5243;173.0;?;?;168;5243;1418.0;-1306;-49
-93.0;143;-1987;-5226;139.0;-228.0;?;-204;5226;1415.0;-1987;-42
-100.0;139;359;-6003;?;-203.0;-378.0;-1345;6003;1407.0;359;-29
189.0;198;2661;-5845;113.0;-177.0;-257.0;-2717;5845;?;2661;-13
217.0;338;-5327;-2335;104.0;?;-388.0;-2767;2335;1403.0;-5327;-5
195.0;74;-3645;2127;84.0;-129.0;-827.0;741;-2127;1404.0;-3645;-6
420.0;85;2268;4132;153.0;-109.0;1447.0;-842;-4132;1398.0;2268;-15
?;103;107;4660;133.0;-88.0;955.0;-2200;?;1397.0;107;-25
106.0;114;971;3508;183.0;-67.0;-777.0;1557;-3508;1389.0;971;-31
255.0;?;753;827;157.0;-38.0;-1307.0;25;-827;1384.0;753;-35
293.0;-1028;56;157;349.0;-4.0;-526.0;-648;-157;1377.0;56;-36
175.0;-795;378;359;421.0;22.0;?;390;-359;?;378;-36
183.0;65;-189;?;615.0;51.0;-796.0;-295;-10;1361.0;-189;?
76.0;?;-40;118;497.0;56.0;-122.0;121;-118;1353.0;-40;-37
0.0;-190;-79;86;456.0;57.0;-45.0;-23;-86;1349.0;-79;-37
-13.0;-54;-78;67;385.0;41.0;-174.0;-75;-67;1337.0;-78;-37
?;-35;?;87;289.0;21.0;-218.0;29;-87;1333.0;?;-37
155.0;67;-82;70;232.0;-6.0;8.0;-64;?;1325.0;-82;-37
?;?;-193;127;196.0;-29.0;-41.0;?;-127;1320.0;-193;-38
17.0;622;-78;259;171.0;-44.0;?;10;-259;1312.0;?;-38
23.0;426;-95;495;141.0;-62.0;177.0;44;-495;1305.0;-95;-39
135.0;-667;-398;1102;79.0;-73.0;125.0;39;-1102;1302.0;?;-41
61.0;1173;-417;2312;52.0;?;140.0;39;-2312;1295.0;-417;-44
61.0;240;-1035;3895;105.0;-102.0;136.0;277;?;1293.0;-1035;-50
-81.0;-1303;?;6920;133.0;-114.0;-9.0;271;-6920;1283.0;-220;-61
-121.0;-154;1152;9790;210.0;-126.0;?;652;-9790;1278.0;1152;-77
31.0;-649;332;?;?;-138.0;-343.0;1008;-8546;1272.0;332;?
302.0;13;-691;3447;193.0;-154.0;570.0;280;-3447;1267.0;-691;-74
388.0;445;-1784;-1563;372.0;-168.0;-389.0;?;?;1259.0;-1784;-69
258.0;-32;-2021;-3216;405.0;-173.0;-886.0;848;3216;1249.0;-2021;-72
-122.0;252;-2251;-2579;443.0;-172.0;-706.0;597;?;1244.0;-2251;-70
-302.0;89;?;-2994;401.0;-168.0;-323.0;709;2994;1235.0;-1819;-71
?;129;?;-4606;323.0;-151.0;-542.0;435;4606;1233.0;-650;-73
-211.0;171;-1366;-5270;229.0;-138.0;-523.0;255;5270;?;?;-67
-246.0;?;-730;-4799;160.0;-126.0;-488.0;?;4799;?;-730;-61
-301.0;122;?;?;141.0;-108.0;?;-499;5778;1217.0;-1322;-47
-362.0;?;989;-4818;98.0;-90.0;?;-433;?;1215.0;?;-43
-261.0;115;-1071;-5736;95.0;-69.0;-447.0;-1018;5736;1212.0;-1071;-40
15.0;139;-4928;-5499;82.0;-55.0;126.0;-3341;5499;1208.0;-4928;-18
129.0;255;4487;2078;55.0;-34.0;-472.0;-860;-2078;1210.0;4487;-13
?;103;2181;1319;65.0;-23.0;682.0;970;-1319;1206.0;2181;-16
439.0;65;-3769;1237;140.0;-12.0;1142.0;?;-1237;1211.0;-3769;-22
210.0;13;1247;5375;189.0;-2.0;-419.0;-2381;-5375;1206.0;1247;-35
179.0;157;957;1629;179.0;11.0;-1659.0;-887;-1629;1206.0;957;-38
320.0;687;442;230;247.0;31.0;-641.0;87;-230;1199.0;442;-40
134.0;?;491;440;308.0;53.0;1092.0;-96;-440;1194.0;491;?
-41.0;57;?;-148;403.0;68.0;-670.0;-186;?;1185.0;-144;?
143.0;-214;-114;147;254.0;-115.0;-102.0;?;-147;453.0;-114;-39
146.0;-305;-113;195;185.0;-129.0;21.0;-72;-195;451.0;-113;-39
39.0;29;-91;126;158.0;-139.0;41.0;?;-126;453.0;-91;-39
-31.0;?;-15;585;128.0;-146.0;362.0;?;-585;446.0;-15;-41
99.0;250;-484;976;?;-149.0;130.0;-40;-976;?;-484;-41
47.0;-716;-347;1954;34.0;-153.0;157.0;-96;-1954;441.0;-347;-45
-10.0;418;-314;3944;?;-158.0;5.0;-14;-3944;439.0;-314;-51
-23.0;4640;-933;5920;85.0;?;25.0;7;-5920;436.0;-933;-58
-176.0;?;?;8559;157.0;-169.0;-537.0;18;-8559;433.0;910;-73
195.0;-1180;879;8890;84.0;-173.0;67.0;479;-8890;430.0;879;-80
300.0;286;-1189;5227;192.0;-176.0;435.0;345;-5227;?;-1189;-73
279.0;124;-1031;1886;?;-181.0;-260.0;143;-1886;?;?;-69
103.0;149;-1537;-494;455.0;-190.0;?;715;494;448.0;-1537;-68
20.0;172;-2126;-3222;437.0;-192.0;-548.0;544;3222;463.0;-2126;-72
-99.0;-13;-1650;-4323;381.0;-194.0;?;354;4323;?;-1650;-74
-183.0;206;-990;-4831;353.0;-194.0;-386.0;400;?;?;-990;?
-82.0;98;-1186;-4890;287.0;-194.0;-442.0;-74;?;510.0;-1186;-69
-342.0;132;-1690;-5345;230.0;-196.0;-475.0;97;?;528.0;-1690;-61
-124.0;102;-1407;-5373;151.0;-195.0;-426.0;190;?;547.0;-1407;-55
-89.0;148;-856;?;?;-195.0;-385.0;-252;4549;561.0;-856;?
36.0;?;528;-7552;127.0;-190.0;-481.0;185;7552;577.0;528;-26
136.0;164;-1556;-4037;115.0;-189.0;-13.0;-280;4037;590.0;-1556;-14
101.0;364;-7606;?;84.0;-188.0;-997.0;-529;-428;605.0;-7606;-5
?;150;-5890;411;96.0;-189.0;-193.0;-683;-411;620.0;-5890;-7
487.0;-98;1472;6442;158.0;-187.0;1663.0;-1462;-6442;637.0;1472;-17
218.0;?;1691;5758;155.0;?;-68.0;689;-5758;652.0;1691;-27
257.0;?;312;1221;188.0;-176.0;-907.0;979;-1221;670.0;?;-34
351.0;140;1056;1125;263.0;-167.0;-1084.0;-582;-1125;?;1056;-36
209.0;535;231;92;380.0;-160.0;469.0;?;-92;709.0;231;-37
148.0;-120;71;157;498.0;-151.0;-253.0;-218;-157;734.0;?;-37
61.0;-141;-5;244;631.0;-137.0;-554.0;-253;-244;749.0;-5;-38
49.0;-147;-115;47;455.0;-133.0;-83.0;-106;-47;765.0;?;-38
6.0;-179;17;134;462.0;-135.0;9.0;-215;?;780.0;17;-38
?;31;-85;64;350.0;-134.0;-141.0;-142;?;796.0;-85;-38
50.0;69;-40;111;263.0;-135.0;-86.0;-175;-111;807.0;-40;-38
?;-58;-96;?;230.0;-141.0;113.0;-192;-100;819.0;-96;-39
54.0;-181;-49;147;191.0;-145.0;-80.0;-147;-147;835.0;?;-39
10.0;231;?;291;166.0;-150.0;194.0;-77;?;?;-35;-39
95.0;148;-166;510;139.0;-150.0;137.0;-248;-510;855.0;-166;-40
170.0;772;-443;1501;82.0;-161.0;134.0;-41;-1501;861.0;-443;-42
92.0;?;-478;2385;97.0;-168.0;145.0;130;-2385;874.0;-478;-45
33.0;-846;-494;4406;151.0;-174.0;-74.0;27;-4406;884.0;-494;-52
-50.0;4315;149;7962;163.0;?;-123.0;522;-7962;897.0;149;-65
-17.0;4373;?;8856;189.0;-190.0;-316.0;516;-8856;905.0;1366;-81
124.0;661;-293;8075;169.0;-197.0;251.0;208;-8075;915.0;-293;?
271.0;554;?;3456;?;-202.0;105.0;691;-3456;927.0;-1970;-72
219.0;606;-663;-2767;385.0;-217.0;-669.0;729;2767;935.0;-663;-70
89.0;403;-442;-3694;447.0;-220.0;?;299;3694;?;-442;-75
?;339;?;?;401.0;-224.0;-359.0;494;?;958.0;-1128;-80
-95.0;292;-853;-4912;419.0;-222.0;-340.0;?;4912;973.0;-853;-81
-128.0;377;206;-4851;336.0;-215.0;-474.0;608;4851;985.0;?;-77
-150.0;364;-743;-5076;248.0;-212.0;?;159;5076;996.0;-744;-70
-52.0;354;-545;-5379;202.0;-204.0;-440.0;453;5379;1004.0;-545;-57
-116.0;345;490;-5377;169.0;-203.0;-449.0;373;5377;1013.0;490;-45
-110.0;354;-75;-5389;142.0;-195.0;-372.0;-1169;5389;1024.0;-75;-37
-5.0;341;?;-6457;129.0;?;-424.0;-900;6457;1027.0;1333;-22
120.0;352;-5931;-5816;?;-186.0;234.0;-3863;5816;1035.0;-5931;-12
53.0;?;-6758;-3034;88.0;-181.0;-307.0;-2661;3034;1040.0;-6758;-10
328.0;118;3884;1365;103.0;-178.0;1050.0;-9;-1365;1049.0;3884;-12
502.0;?;1930;4880;145.0;-172.0;165.0;-4562;-4880;?;1930;?
149.0;685;346;2835;172.0;-164.0;-159.0;-1427;-2835;1060.0;346;-29
315.0;741;1471;536;147.0;-147.0;-1655.0;911;-536;1068.0;1471;-32
208.0;591;-296;482;320.0;-137.0;513.0;-1278;-482;1074.0;-296;-33
61.0;627;292;60;384.0;-115.0;87.0;94;-60;?;292;-33
-12.0;351;-112;183;630.0;-101.0;-573.0;-237;-183;1082.0;-112;-34
77.0;-16;-203;201;583.0;-89.0;-383.0;-232;-201;1086.0;?;-34
-3.0;-79;?;130;398.0;-88.0;-155.0;-38;-130;?;-58;-34
?;129;-161;238;373.0;-85.0;-124.0;-324;-238;1086.0;-161;-35
-40.0;361;-134;292;325.0;-87.0;-86.0;-169;-292;1090.0;-134;-35
68.0;?;-257;492;207.0;-93.0;-23.0;?;-492;1093.0;-257;-36
103.0;456;-202;399;216.0;-99.0;-68.0;-166;-399;1095.0;-202;-37
33.0;850;-109;408;168.0;-105.0;32.0;-161;-408;1096.0;-109;-37
57.0;379;-68;702;156.0;-112.0;224.0;-72;-702;1099.0;-68;-39
124.0;-1592;-111;1024;?;-118.0;215.0;-274;-1024;1098.0;-111;-39
46.0;?;-70;2560;53.0;-125.0;?;?;-2560;1102.0;-70;-46
86.0;2514;-163;4079;110.0;-132.0;30.0;?;-4079;?;-163;-48
51.0;1438;-161;4286;125.0;-142.0;-108.0;-52;-4286;1105.0;-161;-51
-50.0;-2687;945;7505;?;-151.0;-392.0;967;-7505;?;945;-68
117.0;-1814;1630;10024;111.0;-160.0;284.0;1306;-10024;1108.0;1630;-70
236.0;309;?;3296;252.0;-166.0;360.0;958;-3296;1111.0;-37;-75
191.0;234;-1650;-2632;427.0;-176.0;-120.0;690;2632;1109.0;-1650;-83
?;360;-1707;-2160;561.0;-176.0;-814.0;?;2160;1120.0;-1707;?
?;220;-1465;-3134;406.0;-175.0;-719.0;?;3134;1121.0;-1465;-72
-37.0;227;-799;-4206;435.0;-173.0;-239.0;455;4206;1130.0;-799;-67
-162.0;341;?;-4667;355.0;-166.0;?;187;4667;1136.0;-519;-59
-145.0;261;-1709;-5219;300.0;-155.0;-491.0;-93;?;1147.0;-1709;-51
-154.0;265;-703;-5587;179.0;?;-459.0;8;5587;1153.0;-703;?
-149.0;233;-985;-5273;147.0;-138.0;-457.0;-392;5273;1156.0;-985;-29
-153.0;241;-15;-5324;113.0;-126.0;-241.0;-1267;5324;1161.0;-15;-16
-3.0;255;1518;-6634;118.0;-117.0;-525.0;?;6634;1166.0;1518;-3
123.0;352;-6742;-4169;49.0;?;-23.0;-2172;?;1174.0;-6742;8
?;760;63;357;132.0;?;13.0;-109;-357;1227.0;63;?
68.0;880;-109;771;123.0;-18.0;112.0;-108;-771;1226.0;-109;-35
99.0;?;-509;1215;75.0;-33.0;182.0;-157;-1215;1223.0;-509;-35
71.0;-919;-4;3464;100.0;-46.0;130.0;-66;-3464;1220.0;-4;-44
98.0;1333;?;5061;75.0;-54.0;-13.0;167;?;1220.0;-708;-46
-47.0;1034;526;6921;94.0;-71.0;-149.0;77;?;1216.0;526;-58
30.0;9;1991;9248;145.0;-81.0;-273.0;-33;-9248;1215.0;1991;-80
153.0;483;-1014;6504;?;-93.0;575.0;1065;-6504;1211.0;-1014;-78
248.0;375;-1537;979;315.0;-104.0;-7.0;2122;-979;1212.0;-1537;-72
174.0;74;-629;-2430;349.0;-115.0;-422.0;1039;2430;1210.0;-629;-74
72.0;175;-1439;-3619;417.0;-118.0;-679.0;?;3619;1210.0;-1439;-74
-69.0;92;-936;-3997;?;-115.0;-225.0;769;3997;1212.0;-936;-75
-152.0;164;-208;-4974;?;-110.0;-399.0;455;4974;1212.0;-208;-72
-193.0;?;-857;-5359;245.0;-98.0;-444.0;176;5359;1217.0;-857;-64
-228.0;107;?;?;160.0;-90.0;-511.0;115;5057;1219.0;-1469;-60
?;128;-503;-5720;?;-77.0;-475.0;20;5720;1222.0;-503;-46
-109.0;164;-1209;-4942;120.0;-62.0;-504.0;-545;4942;?;-1209;-36
-53.0;154;?;-6293;116.0;-45.0;-367.0;-857;6293;1223.0;6;-28
163.0;193;-599;?;115.0;?;-621.0;-1930;6206;1224.0;-599;-11
?;291;-3958;-413;?;-20.0;-70.0;-1958;413;1227.0;-3958;-3
279.0;91;2079;563;48.0;-6.0;-1415.0;254;-563;1230.0;2079;-3
481.0;66;4239;?;99.0;5.0;1487.0;-2207;-2290;1229.0;4239;-10
349.0;7;-396;5466;107.0;18.0;?;-2292;?;1231.0;-396;-20
264.0;-411;92;2750;153.0;27.0;?;1489;-2750;1230.0;92;-24
497.0;-251;569;648;102.0;39.0;-708.0;333;?;1236.0;?;-28
252.0;215;377;377;391.0;51.0;-272.0;-371;-377;1237.0;377;-29
93.0;70;213;?;492.0;64.0;241.0;12;-172;1240.0;213;-29
17.0;-128;-167;?;535.0;83.0;-831.0;?;-202;1240.0;-167;-30
51.0;-23;18;103;417.0;89.0;-270.0;-77;-103;1241.0;18;-30
5.0;-19;-10;98;344.0;85.0;18.0;-179;-98;1241.0;-10;-30
10.0;?;-36;100;?;69.0;31.0;?;-100;1243.0;-36;-30
36.0;157;-23;79;275.0;58.0;-223.0;-159;-79;1249.0;-23;?
58.0;?;40;147;173.0;37.0;51.0;-137;-147;1254.0;40;-31
80.0;105;-56;144;?;27.0;47.0;-125;-144;1260.0;-56;-31
23.0;?;?;559;133.0;19.0;66.0;-148;-559;1260.0;67;-32
114.0;66;-127;?;109.0;?;187.0;-190;-617;1262.0;-127;-34
147.0;523;?;1651;72.0;-3.0;79.0;-140;-1651;1267.0;-311;-37
22.0;-390;-258;2983;69.0;-17.0;76.0;76;-2983;1269.0;?;-40
95.0;-1132;-703;1990;74.0;-28.0;-17.0;75;-1990;1273.0;-703;-39
-4.0;9;807;5760;98.0;-38.0;-156.0;230;?;1276.0;807;-46
38.0;-122;1983;9234;161.0;-48.0;-210.0;549;-9234;1282.0;1983;-67
194.0;-808;-134;6688;52.0;-60.0;230.0;1104;-6688;1283.0;-134;?
178.0;120;-1488;3294;253.0;?;293.0;1526;-3294;1291.0;-1488;-81
91.0;270;?;-1987;398.0;-81.0;-384.0;?;1987;1295.0;-1429;-78
44.0;30;?;-3780;450.0;-82.0;-956.0;590;3780;1298.0;-1426;?
-72.0;152;-1353;-3449;358.0;-80.0;-375.0;760;3449;1301.0;-1353;-71
-59.0;?;?;?;375.0;-76.0;-254.0;536;4513;1306.0;?;-67
-114.0;?;-1054;-4508;265.0;-67.0;-462.0;140;4508;1312.0;-1054;-58
?;80;-1483;-5133;202.0;-58.0;-476.0;17;5133;1315.0;-1483;-50
-90.0;40;-716;-5184;155.0;-48.0;?;?;5184;1322.0;-716;-40
-161.0;78;-1640;-5100;130.0;-31.0;-427.0;-914;5100;1324.0;?;-26
-61.0;25;1096;?;122.0;?;-428.0;-1509;5554;1329.0;1096;-18
114.0;?;-3331;-6139;120.0;-4.0;-478.0;-3022;6139;1326.0;-3331;-6
140.0;153;-7326;-3314;94.0;11.0;-178.0;-2588;3314;1330.0;-7326;6
126.0;24;4988;2719;60.0;25.0;133.0;1689;-2719;1336.0;4988;7
463.0;-82;7139;4905;129.0;36.0;867.0;2665;-4905;1340.0;7139;1
331.0;-291;81;4730;142.0;51.0;?;642;-4730;1344.0;81;-9
145.0;?;474;3585;201.0;?;-882.0;-1254;-3585;1347.0;474;-18
277.0;37;994;1133;193.0;83.0;-1162.0;?;-1133;1354.0;994;-19
223.0;190;339;347;341.0;102.0;-815.0;-306;-347;1355.0;339;-22
29.0;125;47;197;423.0;126.0;1038.0;-159;?;1361.0;47;-22
49.0;-58;?;126;613.0;?;-723.0;-348;-126;1359.0;?;-22
12.0;-151;-73;173;?;158.0;-336.0;?;-173;1361.0;-73;-23
