Accelerometer LUA_ accX;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE EuY
-72.0;-4;-30;13;406.0;59.0;-373.0;0;-13;620.0;-30;-50
33.0;3;-28;-34;405.0;57.0;-345.0;-4;34;619.0;-28;-50
-10.0;-3;-15;-11;403.0;58.0;-363.0;-2;11;620.0;-15;-50
32.0;9;18;20;410.0;52.0;-360.0;-5;-20;618.0;18;-50
0.0;-3;-7;-10;400.0;56.0;-346.0;-5;10;621.0;-7;-50
-5.0;0;-38;4;400.0;53.0;-374.0;-11;-4;619.0;-38;-50
20.0;-1;-17;36;406.0;51.0;-357.0;-4;-36;618.0;-17;-50
28.0;0;-12;-30;406.0;51.0;-345.0;-9;30;619.0;-12;-50
48.0;-1;0;18;401.0;53.0;-347.0;-4;-18;619.0;0;-50
9.0;-5;9;-15;410.0;53.0;-353.0;2;15;620.0;9;-50
19.0;4;1;-9;426.0;52.0;-360.0;4;9;619.0;1;-50
-19.0;0;22;-40;378.0;51.0;-340.0;0;40;616.0;22;-50
-58.0;-56;9;-6;185.0;77.0;-277.0;-3;6;943.0;9;-43
-3.0;2;-27;22;383.0;39.0;-355.0;-5;-22;610.0;-27;-50
0.0;1;-11;-6;318.0;86.0;-350.0;-3;6;590.0;-11;-50
3.0;-3;-9;23;318.0;99.0;-364.0;-7;-23;586.0;-9;-50
1.0;-2;2;45;311.0;99.0;-354.0;-9;-45;581.0;2;-50
-7.0;1;-15;18;299.0;101.0;-363.0;1;-18;581.0;-15;-50
12.0;3;-10;6;314.0;95.0;-357.0;7;-6;580.0;-10;-50
-1.0;6;-7;40;312.0;97.0;-358.0;-2;-40;581.0;-7;-50
-28.0;2;20;35;304.0;68.0;-357.0;5;-35;580.0;20;-50
-77.0;-6;-8;20;320.0;45.0;-360.0;-9;-20;583.0;-8;-50
5.0;3;-55;-5;335.0;34.0;-356.0;-12;5;583.0;-55;-50
-3.0;-2;-26;-33;329.0;34.0;-363.0;-8;33;584.0;-26;-50
-19.0;1;-10;-19;311.0;42.0;-360.0;-6;19;581.0;-10;-50
-19.0;-2;10;1;325.0;43.0;-339.0;-13;-1;579.0;10;-50
17.0;1;0;-16;292.0;54.0;-328.0;-7;16;576.0;0;-50
-4.0;7;-12;-3;291.0;46.0;-346.0;-13;3;580.0;-12;-50
-16.0;4;-11;18;302.0;33.0;-401.0;4;-18;583.0;-11;-50
-114.0;-271;-113;-33;157.0;-14.0;-674.0;-66;33;970.0;-113;-39
-19.0;1;-42;14;330.0;-2.0;-385.0;4;-14;596.0;-42;-50
-14.0;14;-30;-20;360.0;-18.0;-353.0;-1;20;606.0;-30;-50
2.0;-21;15;4;373.0;-27.0;-338.0;1;-4;610.0;15;-50
48.0;10;37;11;187.0;-44.0;-419.0;-10;-11;1086.0;37;-38
18.0;-5;3;1;377.0;-27.0;-355.0;-5;-1;616.0;3;-50
-19.0;10;16;3;377.0;-32.0;-356.0;1;-3;617.0;16;-50
-16.0;-1;-13;9;369.0;-31.0;-362.0;2;-9;619.0;-13;-50
7.0;-3;41;0;366.0;-23.0;-377.0;-3;0;615.0;41;-50
67.0;-53;9;-9;495.0;-141.0;-621.0;334;9;532.0;9;39
2.0;0;-19;-5;358.0;-11.0;-377.0;-1;5;610.0;-19;-50
0.0;-4;-5;20;369.0;-3.0;-349.0;0;-20;600.0;-5;-50
-5.0;0;-12;-24;352.0;24.0;-382.0;-5;24;601.0;-12;-50
1.0;0;22;13;359.0;24.0;-352.0;2;-13;601.0;22;-50
-8.0;1;-2;5;344.0;30.0;-362.0;1;-5;602.0;-2;-50
7.0;3;0;-24;339.0;27.0;-384.0;-1;24;604.0;0;-50
10.0;0;-19;-20;341.0;29.0;-386.0;12;20;602.0;-19;-50
11.0;3;27;26;351.0;23.0;-355.0;4;-26;602.0;27;-50
-9.0;1;12;24;340.0;28.0;-362.0;6;-24;600.0;12;-50
-10.0;0;-29;-20;317.0;37.0;-377.0;0;20;591.0;-29;-50
-26.0;4;-6;3;326.0;38.0;-370.0;4;-3;592.0;-6;-50
-10.0;-5;7;24;333.0;38.0;-360.0;4;-24;590.0;7;-50
-22.0;-3;11;21;291.0;36.0;-360.0;4;-21;580.0;11;-50
-27.0;4;-7;1;299.0;38.0;-369.0;5;-1;577.0;-7;-50
0.0;-2;-15;13;290.0;39.0;-372.0;6;-13;574.0;-15;-50
-38.0;-11;1;55;288.0;38.0;-377.0;-5;-55;568.0;1;-50
-22.0;3;-7;19;277.0;40.0;-366.0;-2;-19;565.0;-7;-50
-11.0;2;16;-1;274.0;40.0;-355.0;-4;1;561.0;16;-50
-12.0;4;1;-20;267.0;38.0;-355.0;1;20;556.0;1;-50
-19.0;3;16;-14;255.0;40.0;-374.0;4;14;552.0;16;-50
-9.0;5;-28;17;243.0;35.0;-370.0;-3;-17;549.0;-28;-50
-28.0;1;12;13;240.0;34.0;-366.0;-5;-13;548.0;12;-50
72.0;442;-43;-16;427.0;189.0;-173.0;40;16;383.0;-43;-50
-38.0;0;-4;-14;239.0;35.0;-355.0;4;14;546.0;-4;-50
-9.0;1;8;-7;239.0;38.0;-367.0;1;7;544.0;8;-50
-19.0;7;26;14;218.0;40.0;-363.0;-1;-14;540.0;26;-50
-35.0;1;-2;-3;221.0;37.0;-372.0;3;3;539.0;-2;-50
-44.0;-2;1;2;210.0;41.0;-365.0;1;-2;535.0;1;-50
-20.0;5;4;30;214.0;42.0;-362.0;-4;-30;535.0;4;-50
39.0;1;-7;-66;287.0;94.0;-398.0;17;66;423.0;-7;-49
-10.0;-1;31;-38;211.0;39.0;-355.0;1;38;537.0;31;-50
2.0;7;25;-4;211.0;37.0;-360.0;4;4;534.0;25;-50
-4.0;5;12;8;210.0;34.0;-346.0;-3;-8;534.0;12;-50
0.0;0;31;-3;219.0;40.0;-347.0;-3;3;540.0;31;-50
-40.0;6;7;30;221.0;41.0;-376.0;-6;-30;540.0;7;-50
12.0;-3;-30;25;225.0;37.0;-365.0;2;-25;544.0;-30;-50
-15.0;4;23;-2;276.0;49.0;-371.0;-1;2;560.0;23;-50
-20.0;5;21;-12;273.0;50.0;-364.0;-4;12;561.0;21;-50
-18.0;-3;23;-7;277.0;53.0;-359.0;-3;7;563.0;23;-50
-38.0;-1;-11;-6;287.0;49.0;-358.0;0;6;561.0;-11;-50
-48.0;-1;-17;-7;281.0;51.0;-365.0;-1;7;565.0;-17;-50
-49.0;3;7;-1;289.0;36.0;-354.0;0;1;573.0;7;-50
-36.0;-3;25;16;297.0;32.0;-362.0;5;-16;576.0;25;-50
-51.0;-4;-14;-22;307.0;20.0;-354.0;3;22;580.0;-14;-50
-39.0;-1;30;3;307.0;13.0;-363.0;11;-3;583.0;30;-50
-45.0;-1;23;-22;312.0;8.0;-354.0;4;22;585.0;23;-50
21.0;-1;-1;-17;334.0;70.0;-356.0;6;17;601.0;-1;-50
25.0;1;1;-5;338.0;75.0;-360.0;5;5;607.0;1;-50
25.0;5;-8;2;402.0;76.0;-343.0;4;-2;610.0;-8;-50
25.0;2;-23;14;380.0;81.0;-362.0;3;-14;611.0;-23;-50
10.0;3;2;-33;374.0;80.0;-363.0;7;33;611.0;2;-50
36.0;3;9;-5;384.0;78.0;-363.0;5;5;612.0;9;-50
28.0;-1;-20;20;385.0;79.0;-365.0;-6;-20;611.0;-20;-50
69.0;-24;127;937;310.0;151.0;-360.0;-6;-937;585.0;127;-56
28.0;-5;11;0;383.0;76.0;-364.0;0;0;613.0;11;-50
21.0;-5;-10;24;369.0;81.0;-363.0;0;-24;606.0;-10;-50
17.0;-1;4;9;367.0;82.0;-350.0;0;-9;604.0;4;-50
25.0;3;9;-23;370.0;78.0;-313.0;-1;23;603.0;9;-50
18.0;0;6;4;370.0;81.0;-317.0;-6;-4;604.0;6;-50
48.0;1;-22;38;371.0;82.0;-353.0;-1;-38;604.0;-22;-50
39.0;-1;-10;-14;359.0;82.0;-328.0;3;14;603.0;-10;-50
40.0;2;-21;3;366.0;77.0;-344.0;-3;-3;603.0;-21;-50
34.0;3;25;-31;368.0;77.0;-336.0;-1;31;605.0;25;-50
20.0;-6;5;12;371.0;76.0;-353.0;3;-12;604.0;5;-50
29.0;0;-8;0;368.0;79.0;-367.0;4;0;605.0;-8;-50
29.0;-1;-4;4;367.0;76.0;-351.0;4;-4;604.0;-4;-50
32.0;6;17;0;370.0;76.0;-356.0;2;0;604.0;17;-50
32.0;-1;6;-8;373.0;81.0;-352.0;3;8;605.0;6;-50
7.0;1;2;2;368.0;80.0;-353.0;2;-2;607.0;2;-50
18.0;-4;12;13;384.0;82.0;-343.0;-3;-13;611.0;12;-50
2.0;-1;-12;4;372.0;84.0;-359.0;-3;-4;609.0;-12;-50
37.0;3;-10;13;375.0;81.0;-374.0;-5;-13;608.0;-10;-50
12.0;2;-15;14;382.0;85.0;-346.0;-5;-14;609.0;-15;-50
22.0;2;4;9;384.0;86.0;-344.0;-4;-9;608.0;4;-50
27.0;1;10;12;375.0;83.0;-336.0;-7;-12;611.0;10;-50
30.0;8;14;7;378.0;88.0;-358.0;2;-7;612.0;14;-50
28.0;4;12;-19;372.0;85.0;-363.0;2;19;612.0;12;-50
23.0;0;22;9;385.0;86.0;-345.0;2;-9;610.0;22;-50
56.0;87;-2;-17;180.0;137.0;-192.0;19;17;498.0;-2;-40
162.0;28;-4;48;201.0;141.0;-166.0;29;-48;481.0;-4;-40
44.0;94;42;-11;265.0;77.0;-235.0;13;11;437.0;42;-43
-252.0;75;3312;-1790;192.0;173.0;-26.0;167;1790;453.0;3312;-68
109.0;0;5;42;346.0;166.0;-106.0;-12;-42;402.0;5;-46
68.0;2;-41;-64;281.0;101.0;-153.0;3;64;423.0;-41;-48
-43.0;-19;252;-1003;398.0;442.0;-303.0;474;1003;235.0;252;-45
67.0;3;-26;-30;291.0;90.0;-100.0;-10;30;427.0;-26;-49
45.0;2;-29;-17;292.0;90.0;-37.0;-1;17;429.0;-29;-49
31.0;0;-10;61;285.0;130.0;-162.0;26;-61;424.0;-10;-48
-79.0;4;21;1;422.0;117.0;-352.0;-4;-1;619.0;21;-50
-294.0;7;-24;-8;414.0;124.0;-135.0;0;8;421.0;-24;-40
-147.0;-1;-15;21;320.0;-61.0;-373.0;-3;-21;574.0;-15;-50
-180.0;-11;139;-68;396.0;294.0;-74.0;-123;68;500.0;139;-46
-136.0;3;-22;-18;324.0;-62.0;-373.0;1;18;577.0;-22;-50
-117.0;-4;15;-18;418.0;90.0;-353.0;1;18;612.0;15;-50
-88.0;5;-12;-19;438.0;110.0;-353.0;-2;19;611.0;-12;-50
-126.0;3;-1;2;416.0;91.0;-358.0;0;-2;613.0;-1;-50
-128.0;1;8;-8;415.0;94.0;-352.0;-2;8;614.0;8;-50
-107.0;1;-5;-3;416.0;95.0;-372.0;-3;3;610.0;-5;-50
-110.0;3;-31;-4;412.0;109.0;-356.0;8;4;610.0;-31;-50
-98.0;-4;-1;47;394.0;51.0;-378.0;6;-47;611.0;-1;-50
-77.0;1;-21;-19;418.0;119.0;-363.0;1;19;618.0;-21;-50
-49.0;3;8;-28;406.0;120.0;-366.0;-1;28;619.0;8;-50
-120.0;7;21;-1;387.0;-30.0;-364.0;5;1;612.0;21;-50
-85.0;4;-1;-15;417.0;116.0;-359.0;-4;15;619.0;-1;-50
-77.0;3;-9;5;421.0;117.0;-362.0;0;-5;623.0;-9;-50
-87.0;6;10;24;423.0;117.0;-354.0;-2;-24;623.0;10;-50
-84.0;4;-4;-17;421.0;117.0;-354.0;6;17;624.0;-4;-50
-96.0;-2;-13;1;420.0;117.0;-355.0;2;-1;620.0;-13;-50
-85.0;-1;9;-12;422.0;119.0;-355.0;-1;12;622.0;9;-50
-65.0;2;-3;-12;428.0;118.0;-356.0;1;12;622.0;-3;-50
-67.0;2;13;-4;416.0;121.0;-366.0;-3;4;618.0;13;-50
-76.0;-1;10;-31;408.0;119.0;-363.0;0;31;616.0;10;-50
-81.0;0;4;-26;413.0;118.0;-363.0;7;26;619.0;4;-50
-77.0;2;16;12;419.0;122.0;-356.0;2;-12;621.0;16;-50
-66.0;-2;-7;7;426.0;120.0;-364.0;-3;-7;620.0;-7;-50
-93.0;0;-22;-21;431.0;121.0;-342.0;8;21;618.0;-22;-50
-116.0;2;4;-25;356.0;-24.0;-381.0;1;25;607.0;4;-50
-189.0;-3;10;-29;208.0;96.0;-336.0;-2;29;495.0;10;-51
-133.0;4;-13;-5;175.0;93.0;-363.0;0;5;495.0;-13;-51
-200.0;7;-22;24;190.0;54.0;-328.0;-4;-24;500.0;-22;-52
-204.0;1;30;-7;216.0;53.0;-335.0;-7;7;507.0;30;-52
113.0;2;1;22;384.0;53.0;-353.0;-6;-22;607.0;1;-50
103.0;6;13;-10;384.0;50.0;-360.0;3;10;604.0;13;-50
120.0;1;0;-9;376.0;47.0;-354.0;0;9;604.0;0;-50
112.0;6;-19;-13;386.0;48.0;-352.0;13;13;607.0;-19;-50
119.0;5;-44;8;323.0;70.0;-364.0;1;-8;595.0;-44;-50
160.0;-94;-17;-35;216.0;142.0;-162.0;-1;35;477.0;-17;-43
-150.0;2;4;22;177.0;171.0;-299.0;5;-22;489.0;4;-52
44.0;-2;-35;-18;399.0;39.0;-380.0;-1;18;618.0;-35;-50
-199.0;-2;9;12;177.0;104.0;-295.0;7;-12;506.0;9;-52
81.0;6;8;4;404.0;54.0;-366.0;3;-4;619.0;8;-50
80.0;-6;-1;11;392.0;61.0;-367.0;1;-11;619.0;-1;-50
-2.0;-12;-15;33;197.0;156.0;-15.0;1;-33;938.0;-15;-43
78.0;10;-19;-11;189.0;151.0;-23.0;5;11;523.0;-19;-43
67.0;-5;-3;-9;201.0;164.0;-9.0;0;9;524.0;-3;-43
16.0;2;67;-7;391.0;85.0;-363.0;2;7;607.0;67;-50
109.0;-60;-26;-10;258.0;-193.0;-117.0;1;10;457.0;-26;-42
-158.0;-1;24;29;321.0;-72.0;-357.0;1;-29;575.0;24;-50
20.0;2;-8;-9;104.0;-415.0;-107.0;4;9;514.0;-8;-41
107.0;4;13;3;204.0;197.0;14.0;5;-3;512.0;13;-43
-299.0;1;-46;14;311.0;100.0;-101.0;3;-14;468.0;-46;-40
-151.0;-1;-28;-27;331.0;-91.0;-362.0;-10;27;577.0;-28;-50
-233.0;1;-5;1;333.0;-108.0;-382.0;-4;-1;580.0;-5;-50
-227.0;-6;-24;22;352.0;-108.0;-354.0;-5;-22;584.0;-24;-50
-218.0;-4;-2;-13;353.0;-109.0;-363.0;-6;13;590.0;-2;-50
-169.0;27;9;13;479.0;-132.0;-322.0;248;-13;530.0;9;39
-233.0;2;15;24;333.0;-105.0;-356.0;0;-24;591.0;15;-50
-249.0;2;-2;2;321.0;-92.0;-357.0;7;-2;589.0;-2;-50
-242.0;13;5;3;309.0;-81.0;-353.0;10;-3;587.0;5;-50
-156.0;5;29;-31;329.0;-69.0;-372.0;0;31;577.0;29;-50
132.0;9;-54;44;157.0;138.0;-95.0;-43;-44;414.0;-54;-43
229.0;12;-33;35;184.0;153.0;-129.0;-40;-35;429.0;-33;-43
26.0;-5;13;214;247.0;-457.0;-176.0;40;-214;538.0;13;-14
397.0;-84;-7;-26;165.0;91.0;77.0;27;26;441.0;-7;-46
213.0;-103;6;3;306.0;301.0;-29.0;2;-3;374.0;6;-32
557.0;-148;-62;35;759.0;249.0;-132.0;-43;-35;539.0;-62;-24
-157.0;3;-8;-11;324.0;-67.0;-371.0;0;11;578.0;-8;-50
119.0;-457;-44;34;392.0;420.0;-463.0;0;-34;353.0;-44;-42
190.0;42;11;-7;554.0;180.0;-414.0;-4;7;474.0;11;-43
-271.0;7;26;-25;299.0;-66.0;-354.0;-5;25;585.0;26;-50
-185.0;-3;-45;9;329.0;-65.0;-377.0;-3;-9;575.0;-45;-50
-214.0;-2;11;-8;315.0;-65.0;-352.0;3;8;574.0;11;-50
-254.0;-3;-3;-9;268.0;-28.0;-354.0;0;9;570.0;-3;-50
173.0;36;30;-2;491.0;190.0;111.0;4;2;458.0;30;-43
-223.0;7;8;-20;316.0;-64.0;-363.0;-6;20;573.0;8;-50
-236.0;-5;7;-32;313.0;-60.0;-374.0;3;32;573.0;7;-50
-326.0;-9;-388;-14;240.0;-119.0;-489.0;9;14;607.0;-388;-44
-221.0;1;-2;11;356.0;32.0;-350.0;6;-11;591.0;-2;-50
-181.0;-2;-37;17;399.0;83.0;-345.0;6;-17;610.0;-37;-50
201.0;1;9;2;271.0;13.0;-368.0;6;-2;559.0;9;-50
6.0;-45;-69;-13;-51.0;172.0;-59.0;0;13;348.0;-69;-35
228.0;115;-19;16;265.0;103.0;-620.0;5;-16;435.0;-19;-43
-267.0;82;-4;12;793.0;-64.0;-337.0;-70;-12;629.0;-4;-30
10.0;3;-104;-575;170.0;-488.0;-180.0;80;575;527.0;-104;-15
-127.0;-8;-7;-20;412.0;91.0;-375.0;3;20;613.0;-7;-50
-125.0;13;1;-42;436.0;95.0;-361.0;2;42;613.0;1;-50
245.0;60;105;-55;222.0;-132.0;149.0;11;55;504.0;105;-43
89.0;-44;26;33;36.0;117.0;-208.0;0;-33;380.0;26;-40
301.0;-4;-9;1;293.0;56.0;-366.0;-4;-1;578.0;-9;-50
53.0;-58;-7;11;37.0;120.0;-184.0;1;-11;380.0;-7;-40
40.0;-64;6;-13;63.0;141.0;-140.0;8;13;396.0;6;-40
-112.0;-4;28;1;435.0;94.0;-357.0;3;-1;613.0;28;-50
-226.0;1;14;16;234.0;37.0;-365.0;-2;-16;555.0;14;-50
-106.0;2;10;-5;416.0;88.0;-374.0;-13;5;615.0;10;-50
-300.0;3;0;8;268.0;42.0;-356.0;3;-8;557.0;0;-50
-181.0;-1;22;1;253.0;49.0;-372.0;-5;-1;573.0;22;-50
-287.0;2;10;-28;307.0;56.0;-364.0;-2;28;576.0;10;-50
-156.0;1;-37;1;438.0;93.0;-356.0;-1;-1;613.0;-37;-50
-202.0;6;-7;43;407.0;104.0;-373.0;-2;-43;615.0;-7;-50
-124.0;3;10;3;413.0;88.0;-372.0;-9;-3;614.0;10;-50
70.0;0;19;-8;405.0;116.0;-363.0;3;8;613.0;19;-50
65.0;1;13;-10;389.0;115.0;-372.0;5;10;613.0;13;-50
-117.0;5;-20;-50;411.0;88.0;-354.0;4;50;617.0;-20;-50
-93.0;-6;-13;-20;417.0;90.0;-377.0;2;20;614.0;-13;-50
56.0;-1;19;33;426.0;110.0;-344.0;0;-33;620.0;19;-50
26.0;-2;-20;9;186.0;-267.0;-217.0;1;-9;480.0;-20;-45
157.0;-342;-4;125;233.0;-269.0;2.0;-4;-125;561.0;-4;-38
317.0;18;-30;36;522.0;-181.0;-176.0;1;-36;605.0;-30;-38
147.0;2;-19;-4;420.0;101.0;-360.0;1;4;621.0;-19;-50
-339.0;-2;2;13;371.0;170.0;-145.0;-4;-13;418.0;2;-40
-87.0;-5;22;-18;418.0;93.0;-383.0;0;18;615.0;22;-50
-135.0;-4;1;24;418.0;89.0;-353.0;3;-24;613.0;1;-50
172.0;10;-3;1;345.0;86.0;-119.0;-6;-1;1115.0;-3;-40
326.0;-289;-113;-578;808.0;188.0;-631.0;119;578;789.0;-113;-54
117.0;1;-21;3;420.0;80.0;-370.0;1;-3;622.0;-21;-50
142.0;3;-24;-3;419.0;79.0;-355.0;-1;3;622.0;-24;-50
60.0;3;-26;-7;422.0;81.0;-372.0;-1;7;624.0;-26;-50
165.0;4;-22;10;402.0;97.0;-362.0;5;-10;617.0;-22;-50
-202.0;2;-21;13;397.0;100.0;-353.0;5;-13;615.0;-21;-50
-300.0;2;-43;9;303.0;97.0;-113.0;1;-9;474.0;-43;-41
-117.0;-5;6;41;424.0;95.0;-361.0;-2;-41;613.0;6;-50
-287.0;2;-35;-29;305.0;94.0;-93.0;-3;29;482.0;-35;-41
-111.0;4;-28;2;406.0;67.0;-383.0;1;-2;612.0;-28;-50
-117.0;5;40;2;386.0;-30.0;-371.0;-3;-2;613.0;40;-50
-67.0;-7;0;2;412.0;117.0;-381.0;0;-2;616.0;0;-50
16.0;-18;51;8;412.0;-200.0;24.0;12;-8;496.0;51;-43
-125.0;269;-13;53;652.0;237.0;-508.0;-34;-53;52.0;-13;-50
-114.0;1;-21;-20;419.0;116.0;-359.0;-1;20;616.0;-21;-50
-205.0;4;7;-10;416.0;120.0;-353.0;7;10;616.0;7;-50
-78.0;3;4;5;405.0;117.0;-381.0;2;-5;618.0;4;-50
-98.0;-1;26;-35;408.0;118.0;-384.0;1;35;618.0;26;-50
-116.0;-7;-18;29;417.0;118.0;-363.0;-1;-29;619.0;-18;-50
-253.0;-6;-8;4;274.0;21.0;-369.0;-5;-4;552.0;-8;-50
-51.0;619;-55;176;301.0;-253.0;52.0;-147;-176;567.0;-55;-36
91.0;129;-20;12;476.0;-116.0;-184.0;-7;-12;517.0;-20;-43
260.0;190;-5;21;472.0;-230.0;-159.0;-4;-21;600.0;-5;-43
187.0;118;-22;12;481.0;-79.0;-64.0;-7;-12;524.0;-22;-43
-176.0;-2;-12;-39;283.0;-22.0;-373.0;4;39;562.0;-12;-50
-206.0;-3;-2;-36;288.0;-27.0;-363.0;4;36;562.0;-2;-50
-96.0;-7;30;4;417.0;117.0;-363.0;-1;-4;623.0;30;-50
9.0;6;34;36;122.0;324.0;-20.0;32;-36;816.0;34;-46
72.0;33;40;-2;167.0;207.0;-67.0;3;2;521.0;40;-45
-100.0;-2;-32;-33;413.0;117.0;-357.0;-1;33;620.0;-32;-50
-241.0;1;-11;8;296.0;-42.0;-373.0;-1;-8;567.0;-11;-50
-191.0;-7;5;14;298.0;-40.0;-389.0;2;-14;566.0;5;-50
72.0;-13;15;-42;210.0;231.0;-12.0;-5;42;491.0;15;-45
97.0;-18;7;-11;229.0;226.0;-53.0;-11;11;480.0;7;-45
141.0;-86;40;3;210.0;210.0;-107.0;-15;-3;473.0;40;-45
-227.0;3;58;-29;312.0;-72.0;-346.0;1;29;568.0;58;-50
-213.0;0;-32;-16;282.0;-57.0;-379.0;-3;16;564.0;-32;-50
-221.0;1;6;3;274.0;-49.0;-369.0;-3;-3;560.0;6;-50
-192.0;-3;29;2;262.0;-41.0;-357.0;-2;-2;560.0;29;-50
-137.0;-1;-168;240;139.0;-182.0;-65.0;-63;-240;438.0;-168;-42
-93.0;-1;30;-33;399.0;116.0;-363.0;7;33;617.0;30;-50
35.0;-3;-63;141;277.0;92.0;-20.0;-4;-141;429.0;-63;-49
191.0;-550;292;2933;168.0;4.0;-76.0;115;-2933;624.0;292;-33
248.0;153;-42;25;526.0;-191.0;-473.0;2;-25;605.0;-42;-25
320.0;111;-162;-243;441.0;10.0;36.0;-20;243;597.0;-162;-36
-61.0;0;-22;-21;432.0;118.0;-358.0;7;21;621.0;-22;-50
40.0;0;-4;1;43.0;-160.0;-173.0;4;-1;372.0;-4;-41
228.0;28;-45;22;464.0;-34.0;-311.0;-10;-22;527.0;-45;-43
199.0;165;-12;11;480.0;-71.0;-334.0;-5;-11;526.0;-12;-43
75.0;6;12;-37;219.0;22.0;-81.0;-26;37;1075.0;12;-38
299.0;-1;-13;21;380.0;-32.0;-97.0;-25;-21;470.0;-13;-43
206.0;19;-14;13;303.0;-27.0;14.0;-23;-13;450.0;-14;-43
-207.0;2;-21;-12;135.0;97.0;-280.0;0;12;491.0;-21;-51
20.0;3;-10;-15;56.0;-156.0;-253.0;1;15;375.0;-10;-41
-7.0;3;-3;-12;56.0;-152.0;-185.0;3;12;376.0;-3;-41
-252.0;0;-40;-8;170.0;113.0;-333.0;1;8;484.0;-40;-51
-211.0;5;-26;-19;155.0;110.0;-311.0;0;19;481.0;-26;-51
19.0;-4;4;-33;35.0;-161.0;-362.0;3;33;369.0;4;-41
-234.0;-1;-31;-15;124.0;117.0;-344.0;1;15;479.0;-31;-51
-214.0;0;-2;-7;147.0;114.0;-329.0;0;7;480.0;-2;-51
-133.0;1;8;-7;161.0;99.0;-385.0;1;7;484.0;8;-51
-228.0;0;-29;-2;176.0;99.0;-346.0;6;2;487.0;-29;-51
-213.0;8;-6;25;201.0;104.0;-315.0;0;-25;493.0;-6;-51
-197.0;-11;-105;171;488.0;-189.0;-6.0;188;-171;492.0;-105;-41
36.0;1;-23;3;-23.0;-346.0;-91.0;1;-3;481.0;-23;-43
59.0;135;-4;-48;342.0;136.0;-571.0;-1;48;468.0;-4;-40
-213.0;-1;2;3;156.0;84.0;-313.0;-3;-3;490.0;2;-51
-117.0;-8;11;-83;151.0;-171.0;-49.0;-46;83;457.0;11;-42
-260.0;-1;-13;-2;170.0;83.0;-273.0;2;2;486.0;-13;-51
-225.0;3;31;1;151.0;57.0;-310.0;9;-1;495.0;31;-52
135.0;-261;-494;-2756;178.0;27.0;-89.0;-76;2756;580.0;-494;-82
189.0;-80;16;6;175.0;84.0;-124.0;11;-6;568.0;16;-43
35.0;-1;-7;848;205.0;-466.0;-174.0;7;-848;526.0;-7;-17
31.0;-22;11;67;276.0;-220.0;7.0;-10;-67;486.0;11;-43
113.0;-3;-2;6;313.0;-317.0;37.0;0;-6;481.0;-2;-42
-202.0;-6;6;25;155.0;50.0;-309.0;1;-25;497.0;6;-52
55.0;-373;-35;124;288.0;129.0;-99.0;41;-124;1130.0;-35;-38
-221.0;-8;13;-14;175.0;46.0;-318.0;3;14;504.0;13;-52
-236.0;-4;-2;34;219.0;42.0;-326.0;-2;-34;504.0;-2;-52
-243.0;0;-22;25;215.0;52.0;-323.0;-11;-25;511.0;-22;-52
-194.0;5;39;2;174.0;54.0;-310.0;-6;-2;505.0;39;-52
-213.0;-10;-21;-8;196.0;53.0;-326.0;1;8;500.0;-21;-52
-200.0;-2;-70;-3;158.0;110.0;-315.0;3;3;490.0;-70;-52
-182.0;1;-8;15;171.0;117.0;-318.0;6;-15;490.0;-8;-52
-140.0;-2;-53;35;168.0;120.0;-336.0;-2;-35;493.0;-53;-52
-101.0;-2;-48;-25;159.0;122.0;-374.0;-2;25;491.0;-48;-52
-139.0;1;-40;-32;164.0;118.0;-348.0;-3;32;490.0;-40;-52
-401.0;-4;-5;2;880.0;-187.0;-62.0;5;-2;589.0;-5;-44
-253.0;-3;0;3;140.0;118.0;-336.0;4;-3;488.0;0;-52
-139.0;1;-33;-30;136.0;115.0;-335.0;-1;30;486.0;-33;-52
-186.0;86;3;43;490.0;171.0;-27.0;-3;-43;548.0;3;-32
-136.0;4;-29;-32;148.0;105.0;-354.0;0;32;486.0;-29;-52
-203.0;1;-41;12;168.0;33.0;-309.0;9;-12;494.0;-41;-52
-221.0;1;-47;15;161.0;34.0;-319.0;11;-15;494.0;-47;-52
-214.0;-2;1;-23;138.0;151.0;-327.0;5;23;498.0;1;-52
105.0;-11;-4;-24;268.0;325.0;-297.0;-2;24;493.0;-4;-52
-2.0;129;107;56;97.0;484.0;-274.0;-16;-56;550.0;107;-8
-35.0;9;-2;13;214.0;301.0;-287.0;-8;-13;488.0;-2;-52
58.0;7;-22;25;80.0;-153.0;4.0;3;-25;460.0;-22;-43
46.0;-88;-51;76;339.0;616.0;-67.0;54;-76;1050.0;-51;-35
179.0;-2;-59;39;167.0;208.0;-65.0;707;-39;453.0;-59;-42
242.0;183;4734;1824;216.0;-567.0;-10.0;263;-1824;443.0;4734;-30
46.0;-135;-29;47;263.0;119.0;28.0;-5;-47;274.0;-29;-41
