InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-743.0;-191.0;273.0;268.0;-769.0;603.0;150.0
-303.0;-901.0;547.0;155.0;-625.0;255.0;392.0
-679.0;-263.0;483.0;187.0;-757.0;28.0;681.0
-696.0;545.0;-300.0;218.0;-757.0;293.0;617.0
-203.0;-290.0;-389.0;262.0;-376.0;404.0;319.0
-219.0;-250.0;187.0;116.0;-462.0;370.0;221.0
-334.0;-309.0;3.0;108.0;-499.0;530.0;131.0
-637.0;-106.0;-480.0;320.0;-530.0;318.0;53.0
-270.0;-519.0;-1.0;422.0;-545.0;546.0;738.0
-806.0;-76.0;-488.0;105.0;-544.0;404.0;69.0
-179.0;-324.0;29.0;311.0;-466.0;461.0;210.0
-634.0;-307.0;-105.0;60.0;-629.0;125.0;420.0
-112.0;-970.0;-436.0;58.0;-352.0;286.0;1089.0
-725.0;-310.0;468.0;213.0;-762.0;18.0;301.0
-265.0;-389.0;150.0;115.0;-436.0;453.0;202.0
291.0;-148.0;-28.0;78.0;403.0;-494.0;144.0
-221.0;-171.0;-207.0;143.0;-345.0;348.0;-73.0
-389.0;-455.0;505.0;505.0;-700.0;157.0;770.0
129.0;-372.0;269.0;241.0;-102.0;192.0;297.0
-352.0;-451.0;-233.0;252.0;-477.0;558.0;469.0
-607.0;-682.0;-8.0;-217.0;-500.0;636.0;435.0
-252.0;-524.0;660.0;454.0;-802.0;-98.0;876.0
-275.0;-407.0;41.0;152.0;-545.0;541.0;593.0
-292.0;-190.0;547.0;613.0;-790.0;92.0;205.0
-380.0;-684.0;342.0;318.0;-642.0;-5.0;907.0
-168.0;-103.0;147.0;147.0;-174.0;224.0;-144.0
-331.0;-301.0;402.0;133.0;-458.0;521.0;320.0
-342.0;-341.0;-242.0;64.0;-465.0;579.0;293.0
-98.0;127.0;-335.0;45.0;-262.0;276.0;-69.0
-342.0;-355.0;243.0;268.0;-553.0;55.0;682.0
-508.0;-249.0;-57.0;602.0;-443.0;35.0;840.0
-39.0;-531.0;77.0;14.0;-264.0;194.0;211.0
-23.0;-685.0;55.0;144.0;-253.0;158.0;346.0
-62.0;-153.0;-997.0;53.0;-8.0;-125.0;647.0
-259.0;-351.0;-224.0;-111.0;-233.0;455.0;300.0
-332.0;-852.0;388.0;331.0;-685.0;53.0;328.0
-509.0;-762.0;-416.0;196.0;-226.0;377.0;585.0
-189.0;-185.0;-410.0;200.0;-261.0;312.0;-125.0
-18.0;-674.0;51.0;79.0;-248.0;143.0;407.0
-75.0;-383.0;-429.0;85.0;-219.0;378.0;429.0
-269.0;-434.0;164.0;801.0;-876.0;-29.0;324.0
-513.0;-440.0;555.0;60.0;-641.0;592.0;485.0
-286.0;-427.0;-159.0;-6.0;-309.0;465.0;198.0
387.0;-856.0;-542.0;161.0;328.0;-327.0;381.0
-69.0;-420.0;-360.0;-201.0;-208.0;255.0;638.0
220.0;-357.0;-482.0;-29.0;-38.0;131.0;430.0
-766.0;-360.0;-33.0;148.0;-707.0;552.0;412.0
-71.0;-788.0;-384.0;-192.0;-249.0;247.0;638.0
-454.0;-780.0;-648.0;319.0;-472.0;390.0;433.0
-240.0;-503.0;48.0;754.0;-854.0;18.0;848.0
51.0;-187.0;-688.0;243.0;25.0;64.0;30.0
-297.0;-144.0;209.0;47.0;-421.0;346.0;-60.0
-318.0;-489.0;516.0;168.0;-621.0;258.0;868.0
-760.0;-304.0;326.0;45.0;-738.0;633.0;146.0
-236.0;-227.0;250.0;363.0;-620.0;24.0;547.0
-256.0;-294.0;-150.0;-10.0;-312.0;348.0;115.0
-190.0;-297.0;-355.0;-15.0;-208.0;379.0;403.0
-377.0;-304.0;521.0;336.0;-685.0;172.0;676.0
-318.0;-507.0;-146.0;249.0;-490.0;581.0;422.0
-342.0;-403.0;-292.0;92.0;-485.0;560.0;388.0
-361.0;-211.0;513.0;520.0;-730.0;154.0;843.0
-324.0;-487.0;97.0;174.0;-557.0;30.0;856.0
110.0;-389.0;-616.0;50.0;-92.0;210.0;524.0
372.0;-321.0;-751.0;170.0;247.0;-100.0;276.0
-695.0;-292.0;-382.0;257.0;-657.0;448.0;207.0
-333.0;-494.0;236.0;303.0;-617.0;38.0;850.0
-55.0;-562.0;272.0;399.0;-603.0;62.0;941.0
-690.0;-290.0;342.0;282.0;-724.0;532.0;494.0
