InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-162;-5.0;-26;23;-6.0;14.0;-4.0;71;-10;10;-26;23
-160;5.0;40;13;-48.0;-23.0;4.0;70;-29;29;40;13
-160;6.0;-24;-3;-59.0;-8.0;-42.0;72;19;-19;-24;-3
-155;9.0;-27;-12;-10.0;-10.0;13.0;65;5;-5;-27;-12
-157;-16.0;-18;-12;-63.0;-29.0;-21.0;69;13;-13;-18;-12
-155;-5.0;8;26;-38.0;26.0;34.0;68;1;-1;8;26
-157;0.0;-9;-31;-74.0;-23.0;-42.0;71;14;-14;-9;-31
-166;67.0;-57;-65;-156.0;79.0;-188.0;85;-123;123;-57;-65
-162;-12.0;15;-16;-108.0;-39.0;-47.0;70;-2;2;15;-16
-162;-12.0;-20;-24;-51.0;-36.0;-74.0;73;18;-18;-20;-24
-162;-52.0;-3;4;-112.0;-18.0;-64.0;68;3;-3;-3;4
-163;99.0;-16;-39;95.0;-126.0;-94.0;69;12;-12;-16;-39
-159;-18.0;-15;0;59.0;46.0;91.0;69;0;0;-15;0
-135;-12.0;-19;-17;101.0;-90.0;-297.0;135;-22;22;-19;-17
-160;45.0;-31;3;-57.0;-53.0;-70.0;72;4;-4;-31;3
-152;-387.0;16;-6;-160.0;-228.0;42.0;89;-43;43;16;-6
-171;-1372.0;20;-71;-297.0;-188.0;253.0;113;-110;110;20;-71
-135;30.0;-17;17;5.0;7.0;-9.0;129;22;-22;-17;17
-161;-591.0;-22;4;-456.0;-844.0;-371.0;74;-5;5;-22;4
-135;-29.0;8;-1;-16.0;15.0;29.0;136;31;-31;8;-1
-181;-1.0;-989;-1197;-248.0;-272.0;-192.0;252;948;-948;-989;-1197
-156;-277.0;-174;-90;43.0;58.0;179.0;77;271;-271;-174;-90
-165;377.0;190;-62;277.0;-112.0;363.0;58;-11;11;190;-62
-169;-93.0;-20;110;-64.0;5.0;-65.0;114;89;-89;-20;110
-173;301.0;-73;144;41.0;81.0;-634.0;273;1326;-1326;-73;144
-163;-184.0;7;-41;-42.0;210.0;3.0;84;-1;1;7;-41
120;-82.0;-468;-917;-301.0;-346.0;-434.0;106;118;-118;-468;-917
-158;-152.0;-156;16;-134.0;-162.0;-93.0;97;-281;281;-156;16
-131;-24.0;7;2;118.0;-40.0;15.0;133;-23;23;7;2
-134;-59.0;-31;-21;-63.0;9.0;-30.0;134;-20;20;-31;-21
-156;-57.0;28;-25;-77.0;-81.0;-42.0;68;25;-25;28;-25
-153;901.0;29;-15;326.0;338.0;147.0;78;47;-47;29;-15
-142;-217.0;544;159;-1287.0;-853.0;-1245.0;336;3326;-3326;544;159
-134;-1.0;0;-5;-47.0;1.0;-49.0;138;50;-50;0;-5
-158;53.0;8;26;-548.0;-142.0;-485.0;79;39;-39;8;26
-159;21.0;16;-42;61.0;27.0;247.0;73;-3;3;16;-42
-134;16.0;-29;-29;-71.0;22.0;-49.0;130;0;0;-29;-29
-156;-197.0;-820;-1404;293.0;17.0;197.0;175;-7535;7535;-820;-1404
-162;6.0;3;-45;-68.0;-59.0;-81.0;72;-14;14;3;-45
-122;515.0;184;-280;337.0;-401.0;345.0;-700;-624;624;184;-280
-175;-228.0;-31;13;-166.0;-25.0;-1.0;64;6;-6;-31;13
-149;-149.0;-148;-804;-664.0;-192.0;-498.0;58;-68;68;-148;-804
-161;-12.0;-8;35;-4.0;9.0;-76.0;70;6;-6;-8;35
-163;47.0;13;14;111.0;146.0;128.0;73;-16;16;13;14
-153;-44.0;101;-31;-464.0;251.0;-183.0;92;-62;62;101;-31
-134;53.0;15;-15;-100.0;-30.0;-73.0;131;13;-13;15;-15
-154;1652.0;14;4;-587.0;-421.0;-570.0;86;33;-33;14;4
-159;16.0;-7;-14;-65.0;-209.0;-76.0;67;18;-18;-7;-14
-159;-11.0;-1598;-2342;162.0;256.0;220.0;100;359;-359;-1598;-2342
-119;162.0;-898;541;348.0;206.0;679.0;716;930;-930;-898;541
-164;24.0;-40;-1;-274.0;290.0;-127.0;71;-5;5;-40;-1
-162;249.0;32;-8;1.0;15.0;-53.0;71;42;-42;32;-8
-156;-16.0;-38;-41;-69.0;-47.0;-5.0;67;2;-2;-38;-41
-132;-83.0;28;3;313.0;-425.0;-114.0;135;-19;19;28;3
-153;23.0;1400;-71;-1831.0;-891.0;-1868.0;-869;6586;-6586;1400;-71
-163;359.0;5;-68;-262.0;-606.0;241.0;75;14;-14;5;-68
-235;-16.0;-2403;-153;-509.0;-6.0;-638.0;-1548;-1646;1646;-2403;-153
-156;-69.0;0;-30;-201.0;-227.0;-197.0;69;-1;1;0;-30
-133;3.0;-25;-15;-78.0;-53.0;-79.0;133;23;-23;-25;-15
-52;90.0;1531;330;-66.0;49.0;330.0;6;-2494;2494;1531;330
-155;-51.0;11;-42;-90.0;-24.0;1.0;72;21;-21;11;-42
-162;9.0;-29;-51;-27.0;-7.0;-15.0;70;3;-3;-29;-51
-161;-182.0;114;-1410;112.0;3.0;-14.0;415;-4093;4093;114;-1410
-156;103.0;15;-22;271.0;-57.0;-30.0;66;-17;17;15;-22
-228;17.0;-4332;-996;-905.0;-298.0;-763.0;460;-3129;3129;-4332;-996
-156;17.0;-9;-7;-154.0;-28.0;249.0;72;31;-31;-9;-7
-147;-118.0;-95;-286;1055.0;1014.0;925.0;-19;-999;999;-95;-286
-160;167.0;-48;46;-98.0;224.0;6.0;68;28;-28;-48;46
-162;-125.0;-87;-179;165.0;176.0;349.0;119;-866;866;-87;-179
-153;-151.0;-755;-141;-357.0;-406.0;-355.0;82;22;-22;-755;-141
-133;0.0;-21;-14;-112.0;81.0;224.0;130;-16;16;-21;-14
-164;-14.0;-497;-595;-43.0;-60.0;-44.0;156;490;-490;-497;-595
-168;-11.0;184;320;-110.0;106.0;-84.0;106;191;-191;184;320
-134;30.0;-7;-21;-21.0;-12.0;-17.0;135;34;-34;-7;-21
-162;22.0;2;2;-34.0;-56.0;10.0;69;44;-44;2;2
-156;33.0;1;-11;-148.0;-136.0;36.0;68;16;-16;1;-11
-163;46.0;-10;20;-249.0;-78.0;-192.0;73;-4;4;-10;20
-132;11.0;13;-5;-545.0;25.0;-77.0;133;-28;28;13;-5
-131;22.0;-33;3;-251.0;105.0;129.0;132;-15;15;-33;3
-159;-62.0;3;-3;-172.0;-86.0;-93.0;71;0;0;3;-3
-162;1738.0;-30;-1;-39.0;937.0;-220.0;69;63;-63;-30;-1
-163;227.0;22;-52;-101.0;444.0;8.0;75;-5;5;22;-52
-146;244.0;-544;-342;14.0;23.0;-122.0;65;-81;81;-544;-342
-155;152.0;-934;-1181;594.0;634.0;699.0;94;404;-404;-934;-1181
176;-25.0;-12;-1;-173.0;-25.0;-166.0;77;-19;19;-12;-1
-167;-15.0;3;-5;-2442.0;-98.0;-554.0;77;26;-26;3;-5
-135;51.0;-14;-16;-37.0;-28.0;-34.0;132;29;-29;-14;-16
-162;104.0;1906;-1007;-768.0;-245.0;-678.0;94;361;-361;1906;-1007
-131;-73.0;-39;1;13.0;-181.0;-75.0;132;21;-21;-39;1
197;-174.0;-189;-253;231.0;-17.0;81.0;206;-19;19;-189;-253
88;424.0;-291;345;619.0;244.0;563.0;998;2265;-2265;-291;345
-156;89.0;49;-79;156.0;482.0;281.0;74;-237;237;49;-79
-160;-332.0;-7;7;174.0;98.0;336.0;70;7;-7;-7;7
-168;833.0;-55;1;-397.0;8.0;-507.0;66;2;-2;-55;1
-150;242.0;-637;-124;245.0;105.0;147.0;233;582;-582;-637;-124
-133;129.0;-7;9;-47.0;5.0;-70.0;130;-11;11;-7;9
-160;-63.0;-54;20;146.0;103.0;95.0;70;-73;73;-54;20
-155;-82.0;-782;781;500.0;186.0;441.0;-367;77;-77;-782;781
-174;248.0;-27;-3;-143.0;-173.0;-263.0;75;-4;4;-27;-3
-170;-141.0;-1655;626;21.0;-40.0;210.0;77;-1000;1000;-1655;626
-163;22.0;-15;-10;-72.0;-64.0;-56.0;73;32;-32;-15;-10
-158;-32.0;23;-20;-504.0;936.0;33.0;81;-62;62;23;-20
-141;-7.0;103;-1556;162.0;-24.0;-120.0;33;625;-625;103;-1556
-162;-82.0;-11;-28;-180.0;117.0;-15.0;70;1;-1;-11;-28
-118;-251.0;935;-758;-554.0;-145.0;-240.0;234;1928;-1928;935;-758
186;-29.0;-2614;1305;-434.0;-494.0;-746.0;755;-2268;2268;-2614;1305
-162;-286.0;-213;504;478.0;11.0;280.0;96;-262;262;-213;504
-135;-28.0;0;-29;263.0;-22.0;93.0;129;15;-15;0;-29
-156;-85.0;171;-695;323.0;258.0;319.0;108;-2368;2368;171;-695
-135;63.0;2;9;-39.0;-16.0;-43.0;135;27;-27;2;9
-136;-16.0;2534;507;-487.0;475.0;-607.0;182;4423;-4423;2534;507
-134;-25.0;-8;-34;1586.0;1.0;-128.0;132;16;-16;-8;-34
-162;25.0;-356;-33;-95.0;14.0;-47.0;652;-497;497;-356;-33
-146;253.0;-14;-84;-899.0;-46.0;-1057.0;73;5705;-5705;-14;-84
-135;-30.0;-68;8;-135.0;-50.0;19.0;139;-37;37;-68;8
-175;-29.0;-35;8;-141.0;-88.0;-180.0;74;4;-4;-35;8
-134;1.0;-16;-14;-308.0;-7.0;-30.0;130;5;-5;-16;-14
-134;155.0;8;-10;-150.0;-23.0;-116.0;132;-36;36;8;-10
-140;-222.0;-465;530;-689.0;-383.0;-876.0;237;-376;376;-465;530
-168;-32.0;-14;-9;-1055.0;20.0;-203.0;73;2;-2;-14;-9
-166;58.0;-3;-19;-64.0;185.0;-35.0;78;27;-27;-3;-19
-107;-128.0;426;1532;-152.0;-357.0;-16.0;1019;1810;-1810;426;1532
-170;50.0;79;-45;2112.0;658.0;2008.0;86;-189;189;79;-45
-153;-13.0;-3;-5;-226.0;-164.0;-219.0;72;9;-9;-3;-5
-156;-31.0;29;6;336.0;-161.0;561.0;35;-7;7;29;6
-157;-56.0;-36;-25;-98.0;-19.0;-38.0;66;15;-15;-36;-25
-133;-3.0;-38;-28;-60.0;16.0;-39.0;136;3;-3;-38;-28
-134;-34.0;-36;-46;-102.0;26.0;-39.0;136;63;-63;-36;-46
-143;-192.0;-58;19;-110.0;17.0;42.0;89;-32;32;-58;19
-151;238.0;108;-67;-52.0;96.0;15.0;86;37;-37;108;-67
-159;41.0;-29;-39;-61.0;6.0;-58.0;67;-11;11;-29;-39
-146;-84.0;1;-24;-501.0;-509.0;-510.0;48;-14;14;1;-24
-160;-7.0;-16;-32;-107.0;-33.0;-81.0;67;17;-17;-16;-32
-112;-191.0;593;782;-575.0;-322.0;-619.0;711;4280;-4280;593;782
-133;-1.0;-23;-34;-47.0;17.0;-36.0;137;14;-14;-23;-34
-135;124.0;-2;6;-97.0;227.0;-41.0;130;-17;17;-2;6
-135;1.0;8;-5;-157.0;-3.0;37.0;130;31;-31;8;-5
-168;-68.0;176;-76;-1542.0;-1227.0;-1358.0;95;-15;15;176;-76
-133;13.0;-26;-34;-155.0;89.0;-51.0;128;24;-24;-26;-34
-167;101.0;32;-24;619.0;526.0;661.0;101;7;-7;32;-24
-176;-3.0;125;-18;-1019.0;-593.0;-973.0;86;21;-21;125;-18
-164;-218.0;-58;-113;59.0;-211.0;-153.0;73;-51;51;-58;-113
-135;96.0;-1;27;77.0;-293.0;73.0;127;0;0;-1;27
-154;-129.0;75;-75;416.0;124.0;6.0;-389;3796;-3796;75;-75
-155;67.0;-1901;-4200;-84.0;76.0;-44.0;68;768;-768;-1901;-4200
-145;75.0;-46;26;55.0;-74.0;17.0;102;-100;100;-46;26
-163;66.0;-59;36;-149.0;-33.0;-72.0;72;44;-44;-59;36
-165;-363.0;58;-29;195.0;-84.0;322.0;78;0;0;58;-29
-156;83.0;-4;-41;-70.0;145.0;-263.0;71;-9;9;-4;-41
-166;246.0;-2;-17;132.0;518.0;206.0;69;32;-32;-2;-17
-169;31.0;-33;-64;1398.0;238.0;1206.0;110;-130;130;-33;-64
-148;159.0;-1546;-1758;-448.0;873.0;647.0;43;1966;-1966;-1546;-1758
-170;293.0;37;-25;104.0;-473.0;-725.0;79;-13;13;37;-25
-163;-236.0;-4;-54;-58.0;-441.0;-178.0;64;2;-2;-4;-54
-156;13.0;14;-11;259.0;267.0;356.0;73;-10;10;14;-11
-135;11.0;-9;-1;629.0;12.0;51.0;136;19;-19;-9;-1
-153;-23.0;26;-74;-417.0;-93.0;-302.0;76;-36;36;26;-74
-160;-376.0;-7;-25;-358.0;-377.0;-265.0;74;-21;21;-7;-25
-157;53.0;-107;330;-36.0;-447.0;-67.0;249;202;-202;-107;330
