InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
?;-818.0;153.0;128.0;?;-496.0;932.0
503.0;-830.0;201.0;?;587.0;-509.0;1027.0
517.0;-842.0;248.0;110.0;605.0;-522.0;962.0
530.0;-821.0;304.0;100.0;624.0;-536.0;1018.0
545.0;-784.0;357.0;116.0;643.0;-551.0;1000.0
561.0;-739.0;401.0;134.0;661.0;-564.0;938.0
576.0;-678.0;441.0;118.0;677.0;-577.0;?
592.0;-624.0;?;123.0;691.0;-589.0;785.0
609.0;-630.0;510.0;166.0;703.0;-598.0;792.0
627.0;-527.0;528.0;151.0;715.0;-606.0;?
646.0;-418.0;539.0;134.0;726.0;-612.0;608.0
666.0;-282.0;537.0;126.0;?;-618.0;407.0
686.0;-179.0;523.0;88.0;742.0;-624.0;242.0
707.0;-44.0;500.0;88.0;?;-628.0;210.0
?;33.0;468.0;91.0;?;-631.0;-25.0
755.0;111.0;440.0;63.0;758.0;-634.0;107.0
780.0;122.0;409.0;54.0;760.0;?;-12.0
803.0;152.0;376.0;93.0;762.0;-638.0;23.0
823.0;167.0;332.0;160.0;764.0;-638.0;?
903.0;496.0;146.0;?;771.0;-604.0;-610.0
903.0;403.0;124.0;239.0;769.0;-605.0;-489.0
902.0;366.0;108.0;245.0;766.0;?;-606.0
900.0;?;82.0;240.0;763.0;-607.0;-570.0
900.0;406.0;55.0;244.0;760.0;-609.0;-678.0
?;438.0;34.0;225.0;757.0;-612.0;-592.0
899.0;333.0;21.0;208.0;755.0;-614.0;-528.0
899.0;327.0;17.0;221.0;753.0;-616.0;-611.0
?;376.0;17.0;?;751.0;?;-911.0
901.0;?;11.0;251.0;749.0;-614.0;-797.0
901.0;372.0;3.0;243.0;748.0;-611.0;-472.0
902.0;282.0;-6.0;230.0;747.0;-606.0;-368.0
903.0;94.0;-25.0;220.0;746.0;-601.0;36.0
903.0;-129.0;-41.0;204.0;744.0;-595.0;?
902.0;-255.0;-54.0;212.0;744.0;-588.0;709.0
901.0;-366.0;-66.0;216.0;743.0;-581.0;451.0
897.0;-513.0;-70.0;212.0;742.0;?;323.0
889.0;-603.0;-67.0;?;742.0;-568.0;265.0
880.0;-424.0;-64.0;177.0;741.0;-561.0;-40.0
870.0;-337.0;-58.0;174.0;738.0;-554.0;134.0
859.0;-733.0;-54.0;208.0;735.0;?;1647.0
846.0;-1249.0;-61.0;223.0;730.0;-538.0;2418.0
828.0;-1412.0;-71.0;220.0;?;?;1748.0
805.0;-826.0;-80.0;211.0;719.0;-522.0;1060.0
775.0;-567.0;-88.0;222.0;715.0;-516.0;836.0
742.0;-438.0;-94.0;240.0;713.0;-511.0;428.0
?;-309.0;?;251.0;710.0;-506.0;?
704.0;-231.0;-94.0;305.0;707.0;-499.0;34.0
697.0;-217.0;-107.0;323.0;702.0;-490.0;259.0
702.0;?;-139.0;286.0;697.0;-483.0;375.0
707.0;-369.0;?;242.0;692.0;-479.0;396.0
?;-402.0;?;242.0;688.0;-477.0;352.0
?;-437.0;-230.0;261.0;683.0;-475.0;397.0
718.0;-409.0;-256.0;280.0;677.0;-473.0;310.0
719.0;-379.0;-277.0;291.0;670.0;-472.0;240.0
720.0;-389.0;-296.0;296.0;663.0;-472.0;245.0
721.0;-365.0;-318.0;300.0;655.0;-472.0;270.0
723.0;-437.0;-337.0;292.0;645.0;?;408.0
723.0;-563.0;-356.0;276.0;635.0;-472.0;616.0
725.0;-520.0;?;282.0;624.0;-470.0;766.0
727.0;?;-399.0;?;614.0;-469.0;650.0
730.0;-314.0;-421.0;132.0;607.0;-468.0;333.0
739.0;-368.0;-447.0;161.0;599.0;-461.0;68.0
753.0;-294.0;-472.0;160.0;590.0;-448.0;166.0
767.0;-118.0;-490.0;61.0;584.0;-434.0;61.0
779.0;-74.0;-497.0;-31.0;583.0;?;97.0
786.0;54.0;-482.0;-85.0;584.0;-413.0;67.0
791.0;86.0;-481.0;?;586.0;-407.0;-149.0
796.0;30.0;-499.0;-13.0;587.0;-402.0;-92.0
798.0;38.0;-527.0;25.0;585.0;-395.0;28.0
797.0;?;-546.0;46.0;585.0;-390.0;4.0
797.0;-124.0;-549.0;26.0;590.0;-392.0;86.0
?;-155.0;-543.0;?;599.0;-400.0;173.0
799.0;-117.0;-527.0;-16.0;608.0;-409.0;180.0
801.0;-164.0;-512.0;1.0;613.0;-416.0;236.0
804.0;-248.0;-491.0;59.0;617.0;-420.0;?
806.0;-311.0;-491.0;98.0;618.0;?;?
808.0;-334.0;-503.0;122.0;618.0;-421.0;295.0
?;-252.0;-516.0;108.0;617.0;-422.0;189.0
808.0;-257.0;-522.0;91.0;617.0;-425.0;126.0
?;-370.0;-525.0;61.0;?;-430.0;213.0
805.0;-472.0;-517.0;70.0;619.0;-436.0;435.0
804.0;-524.0;-503.0;78.0;?;-444.0;?
801.0;-417.0;?;65.0;621.0;-452.0;?
795.0;-436.0;-468.0;110.0;?;?;382.0
?;-408.0;-451.0;194.0;609.0;-457.0;305.0
776.0;-368.0;-457.0;281.0;601.0;-456.0;278.0
761.0;-323.0;-470.0;265.0;597.0;-453.0;346.0
?;-272.0;-477.0;217.0;596.0;-447.0;394.0
705.0;-241.0;-479.0;181.0;594.0;-437.0;325.0
?;-261.0;-494.0;142.0;590.0;-426.0;233.0
?;-274.0;-516.0;134.0;585.0;-416.0;129.0
?;-258.0;-531.0;?;582.0;-409.0;56.0
586.0;-211.0;?;218.0;579.0;-402.0;-14.0
571.0;-204.0;-559.0;203.0;577.0;-397.0;-68.0
560.0;-152.0;-570.0;192.0;?;-393.0;-121.0
554.0;-83.0;?;194.0;573.0;-392.0;-117.0
550.0;-46.0;-567.0;?;571.0;-392.0;-122.0
548.0;-106.0;-563.0;206.0;567.0;?;-36.0
550.0;-144.0;-561.0;208.0;563.0;-395.0;45.0
553.0;-193.0;-557.0;?;560.0;?;99.0
559.0;?;-549.0;218.0;557.0;-402.0;268.0
566.0;-521.0;-537.0;200.0;557.0;-408.0;593.0
?;-596.0;-519.0;?;560.0;-415.0;779.0
591.0;-451.0;-501.0;178.0;561.0;-420.0;841.0
607.0;?;-486.0;197.0;561.0;-424.0;422.0
627.0;-163.0;-479.0;137.0;563.0;-430.0;87.0
650.0;?;-472.0;120.0;569.0;-438.0;22.0
676.0;-139.0;-459.0;132.0;578.0;-448.0;-96.0
698.0;-251.0;-441.0;51.0;592.0;-458.0;0.0
718.0;-325.0;-421.0;-66.0;611.0;-471.0;61.0
742.0;-409.0;-387.0;-123.0;631.0;-483.0;74.0
765.0;?;-350.0;-102.0;650.0;?;191.0
783.0;-306.0;-314.0;-50.0;666.0;-499.0;236.0
797.0;-326.0;-285.0;-25.0;681.0;?;235.0
808.0;-315.0;-250.0;-10.0;695.0;-504.0;335.0
?;-254.0;-226.0;-4.0;707.0;-505.0;342.0
821.0;-235.0;-205.0;-13.0;718.0;-505.0;403.0
825.0;-311.0;-184.0;-21.0;727.0;-506.0;448.0
828.0;-388.0;-164.0;-2.0;733.0;?;499.0
?;-395.0;-147.0;38.0;738.0;?;485.0
832.0;-269.0;-135.0;84.0;741.0;-510.0;378.0
833.0;-361.0;-125.0;?;742.0;-512.0;?
833.0;-493.0;-119.0;152.0;741.0;-515.0;652.0
?;-448.0;-120.0;180.0;738.0;-519.0;499.0
828.0;-413.0;-127.0;151.0;735.0;-527.0;355.0
823.0;-382.0;-130.0;149.0;728.0;-537.0;276.0
?;-375.0;-130.0;258.0;720.0;-546.0;356.0
812.0;-294.0;-131.0;?;711.0;-552.0;379.0
802.0;-267.0;-136.0;325.0;708.0;-559.0;326.0
?;-229.0;-126.0;248.0;708.0;-563.0;193.0
766.0;-231.0;-112.0;198.0;?;-563.0;?
746.0;-272.0;-112.0;193.0;703.0;-560.0;14.0
730.0;-281.0;-126.0;163.0;701.0;-557.0;6.0
717.0;-248.0;-143.0;168.0;701.0;-555.0;-4.0
707.0;-192.0;-152.0;206.0;702.0;-553.0;-13.0
701.0;-106.0;-146.0;239.0;703.0;-550.0;-103.0
696.0;-68.0;-141.0;247.0;704.0;-548.0;-121.0
692.0;-105.0;-138.0;233.0;704.0;-545.0;-47.0
690.0;-183.0;-139.0;207.0;705.0;-543.0;134.0
691.0;-215.0;-140.0;174.0;?;-541.0;161.0
693.0;-173.0;-141.0;189.0;704.0;-538.0;200.0
695.0;-391.0;-145.0;192.0;703.0;-537.0;423.0
698.0;-428.0;-144.0;179.0;702.0;-538.0;577.0
705.0;-523.0;-144.0;175.0;700.0;-540.0;813.0
716.0;?;-138.0;170.0;697.0;-544.0;690.0
729.0;-239.0;-136.0;100.0;695.0;-551.0;313.0
747.0;?;-123.0;95.0;694.0;-562.0;103.0
762.0;-68.0;?;110.0;695.0;-572.0;127.0
780.0;?;-100.0;157.0;?;-579.0;65.0
797.0;-259.0;-89.0;72.0;705.0;-587.0;100.0
812.0;-388.0;-82.0;-17.0;712.0;-595.0;?
827.0;?;-79.0;-69.0;?;-603.0;?
?;-333.0;-78.0;-87.0;724.0;-609.0;360.0
843.0;?;-76.0;?;728.0;-613.0;380.0
846.0;-236.0;-80.0;-30.0;731.0;-614.0;?
847.0;-247.0;-86.0;2.0;?;-614.0;?
?;-231.0;-94.0;11.0;738.0;-613.0;376.0
?;-228.0;-103.0;-17.0;?;-614.0;366.0
842.0;-287.0;-109.0;-26.0;745.0;?;436.0
?;-306.0;-110.0;-38.0;746.0;-615.0;466.0
837.0;-292.0;-112.0;-42.0;747.0;-615.0;417.0
833.0;-330.0;?;?;746.0;-616.0;469.0
828.0;?;?;9.0;744.0;-618.0;?
824.0;-446.0;-114.0;92.0;?;-619.0;627.0
820.0;-306.0;-111.0;107.0;743.0;-621.0;425.0
815.0;-246.0;-101.0;91.0;742.0;-626.0;223.0
810.0;-245.0;-78.0;143.0;739.0;-631.0;181.0
808.0;?;-53.0;298.0;738.0;-633.0;217.0
809.0;-257.0;-29.0;302.0;739.0;-634.0;?
809.0;-259.0;-9.0;?;741.0;-635.0;177.0
?;-241.0;18.0;199.0;742.0;-635.0;156.0
803.0;-261.0;35.0;212.0;743.0;-631.0;?
798.0;-264.0;32.0;213.0;744.0;-627.0;-16.0
794.0;-247.0;?;221.0;746.0;-621.0;?
791.0;-195.0;4.0;193.0;?;-614.0;-73.0
791.0;-131.0;1.0;196.0;752.0;-607.0;-8.0
792.0;?;0.0;209.0;756.0;-598.0;12.0
793.0;-162.0;5.0;242.0;760.0;-588.0;56.0
794.0;-221.0;7.0;?;?;-579.0;122.0
?;-304.0;16.0;225.0;768.0;-571.0;?
794.0;-379.0;15.0;217.0;771.0;-562.0;344.0
794.0;-405.0;10.0;192.0;773.0;-555.0;492.0
793.0;-524.0;15.0;?;772.0;-550.0;639.0
792.0;-424.0;25.0;174.0;770.0;-546.0;617.0
792.0;-279.0;35.0;?;769.0;-542.0;605.0
793.0;-179.0;39.0;211.0;?;-541.0;539.0
796.0;-214.0;41.0;137.0;761.0;-543.0;?
801.0;-253.0;43.0;174.0;759.0;-546.0;378.0
?;-287.0;51.0;227.0;758.0;-548.0;313.0
819.0;-304.0;66.0;176.0;759.0;-549.0;205.0
828.0;?;92.0;46.0;758.0;-552.0;206.0
832.0;?;130.0;-51.0;756.0;-556.0;209.0
833.0;-264.0;169.0;?;753.0;-559.0;239.0
832.0;-198.0;203.0;48.0;749.0;-563.0;?
831.0;-223.0;237.0;147.0;744.0;-567.0;255.0
830.0;-213.0;254.0;158.0;?;-571.0;232.0
829.0;-215.0;252.0;105.0;740.0;-577.0;238.0
827.0;-197.0;239.0;?;?;-587.0;262.0
825.0;-146.0;204.0;-32.0;729.0;-597.0;188.0
823.0;-93.0;?;198.0;725.0;-603.0;117.0
822.0;?;?;296.0;727.0;-602.0;?
821.0;-167.0;235.0;270.0;730.0;-598.0;195.0
823.0;-228.0;258.0;298.0;736.0;-589.0;245.0
825.0;-268.0;268.0;148.0;742.0;-582.0;?
827.0;-263.0;300.0;90.0;748.0;-577.0;328.0
827.0;-228.0;322.0;107.0;754.0;-569.0;296.0
?;-205.0;339.0;72.0;760.0;?;275.0
824.0;-261.0;?;48.0;?;-553.0;283.0
825.0;-275.0;380.0;218.0;773.0;-543.0;317.0
825.0;-262.0;459.0;537.0;782.0;-520.0;336.0
826.0;-301.0;507.0;324.0;798.0;-496.0;377.0
826.0;-330.0;558.0;291.0;807.0;-475.0;404.0
825.0;-299.0;625.0;512.0;821.0;-438.0;393.0
823.0;-278.0;679.0;214.0;833.0;-411.0;341.0
820.0;-247.0;744.0;182.0;844.0;-381.0;237.0
817.0;-267.0;800.0;168.0;853.0;-352.0;160.0
?;-315.0;827.0;-87.0;857.0;-336.0;171.0
810.0;-357.0;817.0;243.0;872.0;-329.0;232.0
806.0;-331.0;833.0;?;871.0;-333.0;243.0
803.0;-273.0;838.0;262.0;867.0;?;277.0
800.0;-269.0;?;501.0;861.0;-344.0;328.0
797.0;-262.0;839.0;472.0;?;-351.0;350.0
794.0;-302.0;824.0;469.0;?;-357.0;353.0
790.0;-321.0;813.0;565.0;824.0;-359.0;337.0
?;-306.0;792.0;488.0;814.0;-361.0;304.0
783.0;-291.0;779.0;475.0;811.0;-360.0;291.0
779.0;-311.0;783.0;432.0;811.0;-359.0;286.0
777.0;-291.0;779.0;544.0;813.0;-352.0;280.0
775.0;-282.0;779.0;422.0;815.0;?;?
774.0;-298.0;775.0;403.0;817.0;-345.0;270.0
?;-337.0;?;385.0;819.0;-342.0;276.0
772.0;-338.0;770.0;463.0;820.0;?;325.0
772.0;-364.0;760.0;483.0;821.0;-336.0;339.0
772.0;-376.0;756.0;369.0;823.0;-335.0;378.0
772.0;-373.0;751.0;352.0;823.0;-334.0;389.0
771.0;-384.0;744.0;346.0;823.0;-333.0;425.0
770.0;-390.0;741.0;350.0;819.0;-334.0;424.0
768.0;-341.0;?;390.0;?;-336.0;340.0
767.0;-343.0;698.0;348.0;804.0;-340.0;340.0
765.0;-358.0;663.0;337.0;793.0;-345.0;314.0
763.0;-401.0;629.0;359.0;782.0;-346.0;352.0
761.0;-428.0;606.0;443.0;777.0;-348.0;375.0
760.0;-418.0;593.0;467.0;776.0;-349.0;?
758.0;-407.0;593.0;414.0;780.0;-347.0;428.0
757.0;-364.0;593.0;326.0;787.0;-344.0;433.0
754.0;-356.0;595.0;?;790.0;-344.0;391.0
751.0;-360.0;598.0;204.0;790.0;-344.0;?
747.0;-312.0;596.0;201.0;788.0;?;299.0
743.0;-294.0;598.0;192.0;788.0;-341.0;291.0
739.0;-308.0;?;202.0;790.0;-339.0;282.0
733.0;-329.0;604.0;?;793.0;-336.0;272.0
727.0;-334.0;608.0;266.0;797.0;-332.0;?
719.0;?;611.0;233.0;799.0;-328.0;343.0
711.0;-418.0;611.0;189.0;800.0;-326.0;378.0
701.0;-399.0;612.0;166.0;800.0;-325.0;349.0
692.0;-356.0;604.0;200.0;797.0;-322.0;286.0
683.0;-325.0;595.0;270.0;794.0;-318.0;263.0
674.0;-302.0;581.0;342.0;790.0;-312.0;218.0
666.0;-302.0;562.0;332.0;786.0;-303.0;180.0
657.0;-314.0;541.0;294.0;783.0;-296.0;175.0
649.0;-325.0;532.0;291.0;781.0;-289.0;168.0
642.0;-282.0;525.0;228.0;777.0;-284.0;183.0
636.0;-318.0;510.0;212.0;771.0;?;220.0
630.0;-303.0;494.0;?;764.0;-278.0;278.0
625.0;-304.0;469.0;270.0;756.0;-275.0;292.0
621.0;-296.0;449.0;276.0;748.0;-272.0;?
616.0;-291.0;431.0;287.0;741.0;-268.0;282.0
613.0;-295.0;416.0;314.0;736.0;-263.0;308.0
610.0;-324.0;403.0;310.0;732.0;-260.0;374.0
608.0;-356.0;398.0;308.0;730.0;-258.0;453.0
?;-299.0;?;255.0;727.0;-257.0;400.0
607.0;-253.0;387.0;273.0;724.0;-254.0;307.0
608.0;?;383.0;208.0;721.0;-252.0;305.0
610.0;-207.0;379.0;165.0;718.0;-250.0;260.0
613.0;-175.0;379.0;181.0;718.0;-245.0;235.0
615.0;-196.0;376.0;167.0;718.0;-240.0;264.0
617.0;-193.0;375.0;102.0;718.0;-240.0;245.0
617.0;-200.0;372.0;103.0;717.0;-241.0;318.0
618.0;-176.0;367.0;88.0;717.0;-246.0;252.0
620.0;-104.0;367.0;133.0;717.0;-250.0;180.0
621.0;-137.0;365.0;79.0;715.0;-253.0;?
622.0;-211.0;363.0;49.0;?;-256.0;350.0
624.0;-269.0;353.0;?;712.0;-259.0;373.0
627.0;-246.0;342.0;61.0;709.0;-260.0;384.0
629.0;-256.0;326.0;57.0;704.0;-258.0;346.0
628.0;-263.0;307.0;60.0;701.0;-254.0;336.0
625.0;-282.0;296.0;49.0;699.0;-249.0;359.0
?;-326.0;282.0;34.0;696.0;-245.0;445.0
?;-366.0;263.0;?;691.0;-240.0;466.0
611.0;-371.0;245.0;?;687.0;-235.0;405.0
605.0;?;229.0;116.0;684.0;-227.0;324.0
599.0;-294.0;210.0;127.0;681.0;?;299.0
592.0;-301.0;193.0;108.0;679.0;-206.0;283.0
585.0;-304.0;182.0;?;678.0;-194.0;270.0
579.0;-294.0;171.0;71.0;676.0;-185.0;243.0
574.0;-266.0;149.0;83.0;674.0;-178.0;261.0
570.0;-279.0;?;117.0;675.0;-173.0;235.0
565.0;-274.0;111.0;?;674.0;?;184.0
559.0;-252.0;90.0;113.0;671.0;-164.0;122.0
553.0;-234.0;62.0;?;668.0;-162.0;125.0
550.0;-234.0;29.0;149.0;661.0;-159.0;200.0
?;-229.0;-16.0;27.0;648.0;-157.0;286.0
549.0;-257.0;-105.0;?;634.0;-149.0;341.0
550.0;-271.0;?;133.0;622.0;-136.0;401.0
550.0;-290.0;?;131.0;610.0;-122.0;445.0
547.0;-310.0;-381.0;88.0;602.0;-117.0;488.0
543.0;-330.0;-424.0;50.0;601.0;-118.0;468.0
540.0;-289.0;-431.0;22.0;602.0;-119.0;346.0
538.0;-284.0;?;-107.0;614.0;-125.0;282.0
537.0;-295.0;-356.0;-6.0;613.0;-129.0;276.0
538.0;-301.0;-341.0;-23.0;613.0;-135.0;299.0
539.0;-307.0;-343.0;77.0;?;-144.0;318.0
541.0;-326.0;-337.0;112.0;612.0;-154.0;349.0
541.0;-334.0;-339.0;142.0;604.0;-158.0;319.0
539.0;-311.0;-352.0;27.0;596.0;-157.0;248.0
536.0;-276.0;-357.0;18.0;596.0;-158.0;224.0
531.0;-274.0;-358.0;77.0;596.0;?;233.0
527.0;-295.0;?;71.0;?;-154.0;215.0
523.0;-260.0;-369.0;4.0;598.0;-151.0;193.0
520.0;-252.0;?;27.0;601.0;-148.0;234.0
519.0;-253.0;-387.0;26.0;603.0;-145.0;255.0
?;-281.0;-393.0;16.0;?;-140.0;285.0
?;-292.0;-407.0;?;608.0;?;350.0
517.0;?;-419.0;20.0;611.0;-130.0;479.0
516.0;-334.0;-428.0;?;612.0;-124.0;577.0
515.0;?;-443.0;-2.0;614.0;-119.0;?
?;-425.0;-457.0;61.0;618.0;-114.0;?
516.0;-485.0;-475.0;66.0;621.0;-108.0;744.0
518.0;-517.0;?;96.0;627.0;-104.0;?
522.0;-577.0;-518.0;108.0;631.0;?;839.0
?;-611.0;-534.0;158.0;632.0;-102.0;945.0
532.0;-666.0;-545.0;226.0;625.0;-98.0;1030.0
535.0;-748.0;-557.0;119.0;618.0;-101.0;1077.0
535.0;-807.0;-573.0;84.0;613.0;-112.0;1075.0
?;-853.0;-593.0;12.0;607.0;-130.0;1134.0
529.0;-912.0;-611.0;13.0;599.0;-150.0;1190.0
526.0;-938.0;-625.0;21.0;587.0;-175.0;1192.0
521.0;-1070.0;?;31.0;?;-197.0;1084.0
516.0;-934.0;-658.0;76.0;?;-216.0;822.0
508.0;-767.0;-672.0;52.0;522.0;-236.0;636.0
497.0;-610.0;-680.0;88.0;500.0;?;?
483.0;?;-684.0;99.0;480.0;-269.0;749.0
?;-531.0;-675.0;108.0;459.0;-278.0;497.0
440.0;-385.0;-662.0;147.0;437.0;-277.0;?
411.0;-371.0;-646.0;118.0;418.0;-271.0;370.0
380.0;-319.0;-642.0;70.0;400.0;-260.0;482.0
347.0;-211.0;-642.0;?;386.0;-245.0;763.0
317.0;-272.0;-643.0;41.0;374.0;-227.0;504.0
289.0;-262.0;-650.0;19.0;365.0;-209.0;329.0
266.0;?;-659.0;20.0;357.0;-191.0;1825.0
247.0;-726.0;-674.0;51.0;349.0;-173.0;1137.0
236.0;-563.0;-695.0;?;341.0;-158.0;670.0
234.0;-427.0;-714.0;112.0;?;-144.0;760.0
241.0;?;-734.0;117.0;323.0;-132.0;914.0
251.0;-369.0;-755.0;112.0;313.0;-121.0;828.0
258.0;?;-766.0;99.0;?;-112.0;780.0
257.0;-549.0;?;91.0;295.0;-106.0;957.0
252.0;-530.0;-777.0;?;?;-102.0;1030.0
244.0;?;?;144.0;291.0;?;1015.0
235.0;?;-777.0;164.0;289.0;-102.0;899.0
228.0;-494.0;?;?;288.0;?;914.0
220.0;-472.0;-770.0;193.0;286.0;?;?
209.0;-635.0;-764.0;204.0;285.0;-105.0;1576.0
199.0;-991.0;-757.0;205.0;283.0;-107.0;1744.0
189.0;-1099.0;-750.0;?;281.0;-108.0;1487.0
181.0;-906.0;-747.0;188.0;?;-108.0;1078.0
173.0;-754.0;-742.0;181.0;278.0;-108.0;1221.0
165.0;-800.0;-739.0;182.0;277.0;?;1539.0
161.0;-968.0;-738.0;172.0;274.0;-102.0;1640.0
158.0;-922.0;-739.0;163.0;272.0;?;1211.0
155.0;-753.0;-744.0;?;269.0;-89.0;?
145.0;-466.0;-748.0;139.0;265.0;-82.0;594.0
127.0;-196.0;-752.0;123.0;?;-79.0;670.0
98.0;-11.0;?;137.0;266.0;-78.0;632.0
64.0;142.0;-751.0;161.0;271.0;-80.0;635.0
27.0;76.0;-750.0;173.0;275.0;-82.0;600.0
-6.0;-4.0;-749.0;182.0;277.0;-82.0;?
-33.0;-144.0;-748.0;191.0;277.0;-81.0;676.0
-47.0;-247.0;-750.0;?;275.0;-78.0;772.0
-55.0;-326.0;-754.0;187.0;272.0;-73.0;743.0
-59.0;-323.0;-756.0;187.0;270.0;-69.0;758.0
-60.0;-244.0;-756.0;188.0;268.0;-67.0;627.0
-60.0;-193.0;-754.0;174.0;268.0;-66.0;?
-59.0;-253.0;-752.0;?;?;?;628.0
-60.0;-224.0;-749.0;?;267.0;-64.0;646.0
?;-242.0;-748.0;183.0;266.0;-63.0;689.0
-60.0;?;-745.0;185.0;265.0;-63.0;680.0
-60.0;?;-743.0;?;?;?;784.0
-60.0;?;-740.0;177.0;264.0;-63.0;649.0
-60.0;-255.0;?;181.0;263.0;-64.0;711.0
-59.0;-200.0;-739.0;182.0;262.0;-64.0;377.0
-57.0;?;-739.0;182.0;262.0;-65.0;636.0
?;-4.0;-741.0;177.0;?;-66.0;142.0
-51.0;13.0;-742.0;192.0;263.0;-67.0;208.0
-46.0;-50.0;-743.0;192.0;264.0;?;187.0
-39.0;-99.0;-747.0;181.0;263.0;-69.0;301.0
?;-167.0;?;171.0;262.0;-68.0;272.0
-4.0;?;?;163.0;261.0;-67.0;454.0
26.0;-570.0;-756.0;165.0;?;-65.0;?
64.0;-859.0;-757.0;167.0;258.0;-64.0;1037.0
106.0;-1220.0;?;174.0;255.0;?;1029.0
150.0;-1165.0;-761.0;170.0;250.0;-61.0;1021.0
191.0;-1197.0;-764.0;148.0;243.0;-59.0;1370.0
227.0;-905.0;-764.0;127.0;?;-56.0;661.0
259.0;-617.0;-766.0;116.0;229.0;-53.0;491.0
288.0;?;-764.0;112.0;223.0;-51.0;946.0
318.0;-1092.0;-761.0;115.0;217.0;-49.0;1685.0
341.0;?;-755.0;107.0;212.0;-48.0;1479.0
360.0;-586.0;-748.0;113.0;208.0;-47.0;840.0
370.0;-297.0;-742.0;121.0;205.0;-46.0;326.0
381.0;-158.0;-734.0;129.0;202.0;-46.0;467.0
396.0;-306.0;-728.0;131.0;201.0;-47.0;453.0
414.0;?;-725.0;136.0;201.0;-49.0;401.0
431.0;-406.0;-725.0;148.0;?;-49.0;215.0
440.0;?;-724.0;129.0;200.0;-49.0;180.0
446.0;-321.0;-726.0;99.0;202.0;-50.0;208.0
451.0;-311.0;-729.0;96.0;206.0;-53.0;226.0
453.0;-303.0;-729.0;120.0;213.0;-58.0;221.0
450.0;-322.0;-730.0;147.0;219.0;-63.0;221.0
442.0;-306.0;-735.0;161.0;226.0;-68.0;?
431.0;-293.0;-741.0;156.0;233.0;-75.0;157.0
421.0;-285.0;-744.0;142.0;240.0;-80.0;109.0
?;-274.0;?;133.0;245.0;-84.0;133.0
402.0;-281.0;-755.0;135.0;251.0;?;136.0
393.0;-292.0;-761.0;140.0;256.0;-89.0;147.0
385.0;-298.0;-763.0;?;260.0;-91.0;191.0
379.0;-295.0;-768.0;144.0;?;-93.0;275.0
?;-308.0;-769.0;145.0;265.0;-95.0;327.0
368.0;-325.0;?;143.0;266.0;-96.0;362.0
362.0;-332.0;-774.0;136.0;266.0;-96.0;393.0
355.0;-337.0;-775.0;?;264.0;-95.0;387.0
350.0;-359.0;-775.0;129.0;262.0;-94.0;388.0
348.0;-350.0;-774.0;139.0;259.0;-92.0;362.0
?;-331.0;-772.0;140.0;255.0;-91.0;345.0
352.0;?;-769.0;139.0;251.0;?;359.0
355.0;-347.0;-765.0;139.0;247.0;-87.0;358.0
359.0;-344.0;-762.0;134.0;243.0;-84.0;376.0
362.0;-361.0;-755.0;134.0;239.0;-82.0;379.0
364.0;-363.0;-752.0;130.0;236.0;-80.0;380.0
365.0;-368.0;?;134.0;232.0;-77.0;351.0
?;-361.0;-742.0;134.0;230.0;-76.0;330.0
?;-376.0;-739.0;135.0;229.0;-75.0;309.0
362.0;?;-737.0;138.0;227.0;-74.0;287.0
359.0;-333.0;-737.0;137.0;226.0;-73.0;273.0
357.0;-323.0;-738.0;130.0;226.0;-72.0;282.0
355.0;-320.0;-739.0;131.0;227.0;?;268.0
353.0;-321.0;-741.0;134.0;227.0;-71.0;278.0
350.0;-312.0;-743.0;141.0;228.0;-71.0;278.0
348.0;-302.0;-747.0;141.0;229.0;?;269.0
347.0;-320.0;-750.0;139.0;230.0;-73.0;283.0
346.0;-312.0;-753.0;135.0;231.0;?;297.0
345.0;-319.0;-755.0;?;232.0;-74.0;274.0
345.0;-314.0;-757.0;151.0;233.0;?;286.0
?;-315.0;-759.0;143.0;235.0;-76.0;301.0
345.0;-307.0;-761.0;139.0;235.0;-76.0;301.0
346.0;-319.0;-762.0;144.0;236.0;-77.0;?
348.0;-320.0;-759.0;146.0;236.0;-77.0;340.0
349.0;-353.0;-758.0;142.0;236.0;-78.0;341.0
351.0;-340.0;-757.0;138.0;236.0;-78.0;350.0
354.0;-353.0;-757.0;136.0;236.0;-78.0;352.0
356.0;-369.0;-755.0;139.0;235.0;-78.0;341.0
357.0;-362.0;-754.0;143.0;?;-78.0;?
359.0;-359.0;-754.0;143.0;234.0;-78.0;345.0
360.0;-370.0;-752.0;141.0;?;-78.0;313.0
360.0;-360.0;-750.0;142.0;233.0;-78.0;329.0
361.0;?;-750.0;140.0;233.0;-78.0;336.0
361.0;-346.0;-749.0;141.0;233.0;-79.0;325.0
360.0;-332.0;-750.0;140.0;232.0;-79.0;304.0
359.0;?;-751.0;139.0;232.0;?;309.0
359.0;-313.0;-752.0;138.0;232.0;-79.0;303.0
357.0;-336.0;-752.0;142.0;232.0;-79.0;301.0
356.0;-324.0;-752.0;154.0;232.0;-79.0;292.0
355.0;?;-753.0;151.0;232.0;-80.0;301.0
