InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-162;-5.0;-26;23;-6.0;14.0;-4.0;71;-10;10;-26;23
-160;5.0;40;13;-48.0;-23.0;4.0;70;-29;29;40;13
-160;6.0;-24;-3;-59.0;-8.0;-42.0;72;19;-19;-24;-3
-155;9.0;-27;-12;-10.0;-10.0;13.0;65;5;-5;-27;-12
-157;-16.0;-18;-12;-63.0;-29.0;-21.0;69;13;-13;-18;-12
-155;-5.0;8;26;-38.0;26.0;34.0;68;1;-1;8;26
-157;0.0;-9;-31;-74.0;-23.0;-42.0;71;14;-14;-9;-31
-163;0.0;-18;9;-118.0;2.0;-19.0;74;-37;37;-18;9
-162;-12.0;15;-16;-108.0;-39.0;-47.0;70;-2;2;15;-16
-162;-12.0;-20;-24;-51.0;-36.0;-74.0;73;18;-18;-20;-24
-162;-52.0;-3;4;-112.0;-18.0;-64.0;68;3;-3;-3;4
-156;30.0;-4;-16;-8.0;-48.0;-63.0;71;-35;35;-4;-16
-167;-22.0;-20;9;-36.0;20.0;40.0;70;16;-16;-20;9
-159;41.0;-29;-39;-61.0;6.0;-58.0;67;-11;11;-29;-39
-134;99.0;17;-6;-89.0;7.0;-67.0;130;3;-3;17;-6
-167;-92.0;14;-25;-64.0;-22.0;-28.0;72;-18;18;14;-25
-167;-84.0;-21;18;-91.0;-34.0;-36.0;70;-19;19;-21;18
-162;15.0;-2;-37;16.0;12.0;29.0;67;22;-22;-2;-37
-167;-71.0;19;9;-124.0;-60.0;-68.0;75;-23;23;19;9
-167;-83.0;52;-21;-125.0;-38.0;-78.0;74;-27;27;52;-21
-162;16.0;8;19;84.0;-10.0;-19.0;73;12;-12;8;19
-162;25.0;-34;16;-115.0;-87.0;-65.0;71;33;-33;-34;16
-160;30.0;-22;-3;23.0;100.0;13.0;60;-5;5;-22;-3
-160;11.0;-36;-7;26.0;4.0;-86.0;64;-16;16;-36;-7
-162;63.0;-1;-37;-4.0;-11.0;-51.0;67;-42;42;-1;-37
-167;17.0;-1;13;-135.0;-63.0;-131.0;70;-17;17;-1;13
-162;-17.0;-18;-42;-102.0;-16.0;-62.0;73;6;-6;-18;-42
-162;-19.0;-39;21;-101.0;-43.0;-82.0;74;-8;8;-39;21
-162;69.0;-32;-35;104.0;64.0;122.0;72;-20;20;-32;-35
-162;-23.0;24;-32;46.0;6.0;58.0;71;19;-19;24;-32
-152;-144.0;-363;-24;223.0;135.0;118.0;132;63;-63;-363;-24
-156;-67.0;-18;19;74.0;-39.0;39.0;61;-34;34;-18;19
-162;29.0;2;11;-91.0;-59.0;-85.0;72;40;-40;2;11
-162;4.0;-12;-13;52.0;-9.0;44.0;66;0;0;-12;-13
-163;-29.0;-39;-11;7.0;-84.0;30.0;74;-24;24;-39;-11
-162;-51.0;11;-31;-58.0;-124.0;-121.0;74;-37;37;11;-31
-169;54.0;71;-26;-61.0;61.0;-42.0;83;32;-32;71;-26
-162;5.0;8;26;-50.0;-171.0;-38.0;77;-9;9;8;26
-156;-11.0;22;-12;-131.0;-44.0;11.0;71;67;-67;22;-12
-154;-15.0;23;-43;-17.0;-51.0;3.0;72;-26;26;23;-43
-162;26.0;11;18;-63.0;-135.0;-61.0;75;-17;17;11;18
-153;-47.0;-10;-11;71.0;-95.0;79.0;69;-18;18;-10;-11
-164;-72.0;-28;12;-17.0;72.0;9.0;71;6;-6;-28;12
-153;26.0;16;-1;1.0;33.0;29.0;78;16;-16;16;-1
-159;81.0;-41;-15;-54.0;-23.0;28.0;67;-6;6;-41;-15
-153;-13.0;-4;-8;72.0;-5.0;37.0;68;36;-36;-4;-8
-153;-13.0;-25;-51;-6.0;-16.0;7.0;71;12;-12;-25;-51
-162;5.0;1;5;-98.0;-96.0;-60.0;70;14;-14;1;5
-162;9.0;-29;-51;-27.0;-7.0;-15.0;70;3;-3;-29;-51
-157;19.0;11;-21;-170.0;-92.0;-76.0;71;17;-17;11;-21
-156;-22.0;11;-23;-133.0;-38.0;-101.0;71;17;-17;11;-23
-159;66.0;26;5;-13.0;11.0;-23.0;72;23;-23;26;5
-154;19.0;22;-51;-112.0;52.0;-71.0;69;15;-15;22;-51
-172;18.0;-71;-18;-28.0;2.0;7.0;108;21;-21;-71;-18
-153;20.0;-18;-33;-137.0;-93.0;-11.0;83;-34;34;-18;-33
-153;-32.0;7;-18;-69.0;-107.0;10.0;77;-32;32;7;-18
-155;24.0;-47;-2;-112.0;-24.0;-32.0;70;-33;33;-47;-2
-155;39.0;-49;1;-86.0;-83.0;-72.0;69;-33;33;-49;1
-155;7.0;-48;1;-2.0;-126.0;-19.0;69;-35;35;-48;1
-167;72.0;-31;32;-28.0;-19.0;-45.0;75;-21;21;-31;32
-155;-51.0;11;-42;-90.0;-24.0;1.0;72;21;-21;11;-42
-156;-36.0;-34;-33;-25.0;-24.0;-27.0;62;4;-4;-34;-33
-156;-277.0;-174;-90;43.0;58.0;179.0;77;271;-271;-174;-90
-156;-77.0;12;-8;-21.0;-50.0;52.0;72;-2;2;12;-8
-151;-99.0;-11;-8;-54.0;-76.0;-95.0;67;-41;41;-11;-8
-156;-80.0;-23;-5;-75.0;-35.0;47.0;72;-33;33;-23;-5
-156;-86.0;-6;1;-71.0;-41.0;55.0;70;25;-25;-6;1
-156;-64.0;-2;-20;-94.0;-20.0;45.0;71;38;-38;-2;-20
-156;-57.0;20;-55;-100.0;-50.0;-20.0;63;25;-25;20;-55
-157;-19.0;-50;4;-94.0;-52.0;-49.0;73;-13;13;-50;4
-159;12.0;-15;12;-36.0;10.0;-60.0;58;-77;77;-15;12
-156;-34.0;-40;-20;-83.0;-87.0;-36.0;73;-3;3;-40;-20
-159;27.0;-23;44;-57.0;12.0;-115.0;63;19;-19;-23;44
-157;27.0;22;29;-126.0;-122.0;-64.0;70;6;-6;22;29
-162;22.0;2;2;-34.0;-56.0;10.0;69;44;-44;2;2
-162;44.0;-23;10;-76.0;-56.0;-18.0;71;25;-25;-23;10
-162;36.0;-33;2;-109.0;-28.0;-55.0;67;-8;8;-33;2
-156;-21.0;-3;16;-144.0;-57.0;-50.0;70;31;-31;-3;16
-147;-36.0;-461;406;-131.0;-21.0;-199.0;110;-603;603;-461;406
-131;22.0;42;-21;-149.0;25.0;-24.0;121;43;-43;42;-21
-162;82.0;12;-4;-56.0;-41.0;-65.0;74;11;-11;12;-4
-131;-19.0;0;-42;-54.0;-51.0;-91.0;127;63;-63;0;-42
-131;-7.0;-45;-5;-30.0;-7.0;-62.0;123;24;-24;-45;-5
-162;9.0;-41;-24;-6.0;5.0;9.0;66;-13;13;-41;-24
-131;-1.0;-21;-3;-124.0;-6.0;-55.0;130;34;-34;-21;-3
-131;38.0;0;-34;-3.0;22.0;58.0;127;1;-1;0;-34
-135;0.0;-5;-7;176.0;90.0;27.0;134;-22;22;-5;-7
-131;7.0;-31;15;53.0;27.0;-13.0;127;-25;25;-31;15
-131;-27.0;-8;11;-52.0;-109.0;-28.0;129;-2;2;-8;11
-134;-44.0;-26;-45;-44.0;-6.0;-19.0;134;3;-3;-26;-45
-134;-46.0;-19;15;-76.0;-1.0;-8.0;138;46;-46;-19;15
-133;-34.0;7;22;-21.0;73.0;-10.0;119;-37;37;7;22
-174;-58.0;-22;6;-31.0;14.0;52.0;65;-18;18;-22;6
-174;-56.0;-1;-10;-44.0;19.0;34.0;63;39;-39;-1;-10
-131;-34.0;-15;43;-113.0;129.0;156.0;133;-7;7;-15;43
-134;-65.0;-6;-8;-144.0;-22.0;17.0;131;1;-1;-6;-8
-159;38.0;10;3;92.0;-36.0;-9.0;72;-6;6;10;3
-133;-18.0;12;-36;-33.0;-70.0;-72.0;125;39;-39;12;-36
-163;23.0;32;9;6.0;47.0;50.0;69;6;-6;32;9
-134;-38.0;-19;30;-50.0;-89.0;-36.0;134;37;-37;-19;30
-174;-43.0;22;-38;-90.0;22.0;10.0;72;45;-45;22;-38
-166;65.0;-2;15;-93.0;-123.0;-13.0;60;35;-35;-2;15
-174;-8.0;3;-52;-19.0;-33.0;-3.0;71;7;-7;3;-52
-159;-49.0;13;25;-119.0;33.0;-16.0;65;-17;17;13;25
-132;-21.0;-37;-11;-56.0;-110.0;-65.0;133;-16;16;-37;-11
-157;64.0;22;-29;-5.0;12.0;47.0;68;-23;23;22;-29
-157;-8.0;32;-18;-167.0;-13.0;-8.0;66;-11;11;32;-18
-131;-34.0;8;-37;40.0;-44.0;46.0;128;-11;11;8;-37
-163;58.0;18;-3;-40.0;62.0;13.0;73;-57;57;18;-3
-157;57.0;-4;16;-111.0;-39.0;-153.0;71;7;-7;-4;16
-135;-17.0;31;4;280.0;3.0;-49.0;130;15;-15;31;4
-131;-28.0;-19;-7;36.0;-13.0;-22.0;134;-27;27;-19;-7
-131;22.0;-34;-11;-107.0;-39.0;8.0;128;-38;38;-34;-11
-155;20.0;-36;-26;-56.0;-105.0;-90.0;68;-17;17;-36;-26
-163;-4.0;-51;35;-150.0;3.0;-79.0;72;-23;23;-51;35
-163;-37.0;-20;21;-110.0;-55.0;-90.0;69;-5;5;-20;21
-131;17.0;-9;-9;-145.0;-16.0;-30.0;130;-22;22;-9;-9
-174;25.0;-19;-23;-64.0;-64.0;-93.0;71;10;-10;-19;-23
-131;6.0;-33;28;-101.0;-50.0;-71.0;137;-22;22;-33;28
-157;22.0;20;31;-131.0;-79.0;-147.0;71;-12;12;20;31
-159;35.0;-7;-40;-123.0;-2.0;-106.0;70;-10;10;-7;-40
-155;18.0;-22;-33;-18.0;-104.0;-56.0;71;-16;16;-22;-33
-131;-9.0;1;-8;29.0;-2.0;38.0;126;19;-19;1;-8
-131;10.0;5;12;-84.0;-73.0;-99.0;135;23;-23;5;12
-131;-30.0;-2;-13;-169.0;48.0;-35.0;136;26;-26;-2;-13
-157;-56.0;-36;-25;-98.0;-19.0;-38.0;66;15;-15;-36;-25
-156;-9.0;-44;-42;-129.0;-1.0;-19.0;65;16;-16;-44;-42
-159;36.0;37;-1;75.0;29.0;-20.0;66;-2;2;37;-1
-132;-68.0;-33;15;-83.0;13.0;12.0;130;7;-7;-33;15
-159;-56.0;5;-30;30.0;1.0;25.0;66;24;-24;5;-30
-137;-303.0;704;1116;906.0;-658.0;-235.0;-20;-559;559;704;1116
-158;-50.0;35;14;3.0;-100.0;23.0;71;-24;24;35;14
-158;-43.0;49;4;-74.0;-129.0;-34.0;74;-1;1;49;4
-158;-43.0;46;11;-25.0;-127.0;5.0;71;-31;31;46;11
-132;-75.0;-14;-19;12.0;-3.0;35.0;129;21;-21;-14;-19
-132;-77.0;-15;-41;-42.0;-41.0;-41.0;132;-4;4;-15;-41
-132;-65.0;8;-43;-100.0;5.0;-9.0;133;6;-6;8;-43
-159;16.0;-33;25;-192.0;-18.0;-42.0;63;3;-3;-33;25
-132;20.0;-36;-20;-149.0;-26.0;61.0;137;27;-27;-36;-20
-162;11.0;19;-49;-59.0;-54.0;-15.0;63;58;-58;19;-49
-132;47.0;-27;51;-12.0;-95.0;-44.0;132;9;-9;-27;51
-132;-68.0;11;-5;-14.0;-125.0;-92.0;134;36;-36;11;-5
-169;240.0;-1616;-4006;-186.0;-205.0;93.0;-130;-1273;1273;-1616;-4006
-133;-14.0;3;7;-14.0;6.0;-25.0;125;60;-60;3;7
-133;-1.0;-23;-34;-47.0;17.0;-36.0;137;14;-14;-23;-34
-133;-5.0;11;19;-67.0;-9.0;10.0;129;59;-59;11;19
-160;-7.0;-16;-32;-107.0;-33.0;-81.0;67;17;-17;-16;-32
-160;-1.0;-28;1;-145.0;-27.0;-95.0;73;34;-34;-28;1
-160;26.0;19;13;-103.0;-55.0;-118.0;67;1;-1;19;13
-133;-24.0;-43;-16;-92.0;74.0;1.0;134;10;-10;-43;-16
-159;16.0;19;-10;63.0;-49.0;-48.0;63;18;-18;19;-10
-133;-18.0;-49;-22;-124.0;49.0;-5.0;133;-13;13;-49;-22
-133;10.0;-12;-11;-120.0;41.0;-31.0;135;24;-24;-12;-11
-160;19.0;17;-7;-148.0;-70.0;-118.0;68;-3;3;17;-7
-133;-3.0;11;-19;-71.0;95.0;-41.0;135;-17;17;11;-19
-160;69.0;3;-20;-42.0;18.0;17.0;67;2;-2;3;-20
-136;238.0;113;144;-117.0;185.0;-254.0;157;-117;117;113;144
-160;6.0;1;-15;-138.0;-126.0;-124.0;71;2;-2;1;-15
-159;38.0;12;-5;-5.0;55.0;42.0;69;-18;18;12;-5
-148;23.0;149;203;-50.0;-77.0;-86.0;103;210;-210;149;203
-156;-55.0;-1;-10;51.0;28.0;169.0;68;-61;61;-1;-10
-133;-3.0;-38;-28;-60.0;16.0;-39.0;136;3;-3;-38;-28
-159;-65.0;-9;-9;-110.0;28.0;33.0;64;28;-28;-9;-9
-159;-11.0;-68;-11;-30.0;76.0;16.0;70;-7;7;-68;-11
-133;10.0;25;-16;-171.0;-16.0;-66.0;131;-8;8;25;-16
-133;-27.0;-17;-19;-189.0;-6.0;-94.0;135;-3;3;-17;-19
-159;-10.0;5;14;-90.0;19.0;-125.0;68;28;-28;5;14
-160;27.0;22;-20;-38.0;56.0;-43.0;65;19;-19;22;-20
-160;39.0;-13;-21;-84.0;72.0;-45.0;68;37;-37;-13;-21
-168;-161.0;-160;-1001;330.0;458.0;192.0;243;-3510;3510;-160;-1001
-134;-43.0;-2;2;-146.0;-96.0;-144.0;134;17;-17;-2;2
-134;-18.0;-36;7;-116.0;-54.0;-133.0;136;0;0;-36;7
-132;21.0;-18;20;-219.0;50.0;-218.0;132;-14;14;-18;20
-155;39.0;-23;-40;-18.0;-11.0;-11.0;71;21;-21;-23;-40
-134;56.0;33;-6;-61.0;100.0;-41.0;135;-9;9;33;-6
-159;-16.0;-13;21;57.0;55.0;93.0;67;13;-13;-13;21
-134;-40.0;-11;42;-29.0;-15.0;53.0;130;-14;14;-11;42
-134;16.0;-23;-7;77.0;5.0;-35.0;135;-28;28;-23;-7
-160;-29.0;-27;8;-26.0;83.0;48.0;65;-7;7;-27;8
-163;2.0;4;-22;-189.0;-19.0;-102.0;72;-15;15;4;-22
-134;-35.0;20;-31;-67.0;-7.0;-30.0;136;46;-46;20;-31
-159;-8.0;23;-34;-41.0;65.0;-1.0;68;1;-1;23;-34
-159;-49.0;-3;1;-159.0;-24.0;57.0;70;6;-6;-3;1
-155;37.0;-19;-17;9.0;6.0;69.0;69;-14;14;-19;-17
-163;22.0;-15;-10;-72.0;-64.0;-56.0;73;32;-32;-15;-10
-163;25.0;-6;11;-143.0;-51.0;-97.0;72;-26;26;-6;11
-163;29.0;-12;16;-142.0;-88.0;-64.0;71;-1;1;-12;16
-157;-2.0;-55;43;-71.0;-9.0;-43.0;66;-18;18;-55;43
-175;11.0;-33;12;40.0;-22.0;-62.0;71;-17;17;-33;12
-175;13.0;4;4;-8.0;-33.0;-160.0;73;9;-9;4;4
-175;-54.0;6;10;-98.0;-31.0;-127.0;72;41;-41;6;10
-175;-40.0;-28;7;-101.0;-32.0;-164.0;74;10;-10;-28;7
-157;5.0;-50;41;-41.0;4.0;-37.0;66;-14;14;-50;41
176;-68.0;-18;17;-86.0;-138.0;-55.0;69;16;-16;-18;17
-165;-14.0;-60;-69;7.0;51.0;148.0;82;-335;335;-60;-69
-163;2.0;-18;-36;22.0;50.0;22.0;73;5;-5;-18;-36
-163;-49.0;-31;33;44.0;15.0;71.0;70;-9;9;-31;33
-134;8.0;11;-13;49.0;-11.0;70.0;130;5;-5;11;-13
-156;-14.0;-12;-29;-76.0;-27.0;-102.0;69;49;-49;-12;-29
-134;-35.0;-56;27;35.0;-43.0;-9.0;131;-8;8;-56;27
-134;-23.0;-34;-10;-35.0;3.0;10.0;130;27;-27;-34;-10
-159;72.0;-9;-7;-62.0;36.0;-11.0;71;35;-35;-9;-7
-159;78.0;-19;20;-66.0;-10.0;-57.0;72;20;-20;-19;20
-159;-6.0;47;-11;-104.0;-61.0;-52.0;64;25;-25;47;-11
-134;-19.0;14;21;-146.0;-30.0;-73.0;130;22;-22;14;21
-159;-18.0;44;21;-150.0;-134.0;-86.0;65;5;-5;44;21
-159;38.0;-13;-2;-99.0;12.0;92.0;79;-5;5;-13;-2
-131;-24.0;7;2;118.0;-40.0;15.0;133;-23;23;7;2
-160;69.0;-47;41;-3.0;73.0;-11.0;80;-3;3;-47;41
-159;-45.0;-23;-14;-145.0;-99.0;-125.0;68;-4;4;-23;-14
-159;-34.0;12;-3;-136.0;-61.0;-60.0;67;9;-9;12;-3
-159;-34.0;-8;-23;25.0;43.0;86.0;69;24;-24;-8;-23
-152;7.0;-70;226;7.0;51.0;100.0;3;208;-208;-70;226
-159;50.0;20;24;19.0;-42.0;-2.0;65;30;-30;20;24
-175;93.0;4;8;-4.0;21.0;-1.0;72;-60;60;4;8
-175;32.0;-12;-11;17.0;54.0;50.0;71;31;-31;-12;-11
-175;61.0;0;17;-47.0;50.0;-12.0;69;10;-10;0;17
-175;-11.0;-22;11;6.0;-1.0;41.0;69;-40;40;-22;11
-159;-38.0;13;2;-44.0;-34.0;65.0;66;-2;2;13;2
-134;24.0;-32;-38;-78.0;-26.0;-47.0;132;-21;21;-32;-38
-175;19.0;0;5;74.0;-4.0;73.0;69;8;-8;0;5
-159;-16.0;-5;-23;-161.0;-39.0;-90.0;65;12;-12;-5;-23
-175;-41.0;-7;-19;-97.0;-125.0;-108.0;39;-12;12;-7;-19
-159;-29.0;15;23;-130.0;-68.0;-139.0;66;-22;22;15;23
-159;-54.0;37;-3;-27.0;-11.0;25.0;71;-48;48;37;-3
-134;-28.0;-41;12;-109.0;41.0;-47.0;134;32;-32;-41;12
-134;-3.0;-32;-2;-97.0;57.0;-41.0;134;26;-26;-32;-2
-134;-23.0;-32;-37;-75.0;4.0;-72.0;132;-43;43;-32;-37
-161;-82.0;26;-5;-6.0;120.0;145.0;72;-52;52;26;-5
-134;34.0;1;-33;-16.0;0.0;57.0;134;-32;32;1;-33
-134;9.0;6;50;-148.0;-102.0;-85.0;135;-29;29;6;50
-162;-5.0;-19;-22;-126.0;-74.0;-79.0;71;-6;6;-19;-22
-134;192.0;-13;6;14.0;-71.0;-177.0;143;-18;18;-13;6
-162;1.0;-21;-18;-128.0;-59.0;-117.0;70;-4;4;-21;-18
-159;-59.0;14;15;-114.0;34.0;-25.0;62;-36;36;14;15
-159;-37.0;13;0;-102.0;81.0;-47.0;69;-15;15;13;0
-134;54.0;14;0;-60.0;68.0;-43.0;133;28;-28;14;0
-134;84.0;-14;12;-75.0;97.0;-26.0;131;16;-16;-14;12
-134;67.0;10;9;-93.0;92.0;-31.0;135;-6;6;10;9
-162;10.0;-35;-10;-25.0;-28.0;28.0;71;39;-39;-35;-10
-134;26.0;-32;35;3.0;14.0;-22.0;118;13;-13;-32;35
-156;-14.0;4;21;65.0;-4.0;-52.0;66;-46;46;4;21
-134;59.0;-20;-16;-2.0;-52.0;-68.0;132;-20;20;-20;-16
-134;85.0;7;-20;-64.0;8.0;-82.0;138;-15;15;7;-20
-134;22.0;5;-62;-69.0;-3.0;-77.0;131;-25;25;5;-62
-134;46.0;-28;-26;-49.0;-12.0;-79.0;138;5;-5;-28;-26
-134;38.0;27;-21;-60.0;-23.0;-90.0;137;-15;15;27;-21
-134;53.0;15;-15;-100.0;-30.0;-73.0;131;13;-13;15;-15
-161;-29.0;18;7;-141.0;18.0;-69.0;67;-5;5;18;7
-161;-12.0;-8;35;-4.0;9.0;-76.0;70;6;-6;-8;35
-162;15.0;1;-55;-87.0;-40.0;-74.0;72;-17;17;1;-55
-161;-41.0;10;26;-168.0;-36.0;-77.0;69;29;-29;10;26
-161;-43.0;34;-30;-138.0;-18.0;-78.0;69;12;-12;34;-30
-161;-72.0;13;0;-119.0;-7.0;-4.0;68;17;-17;13;0
-162;6.0;3;-45;-68.0;-59.0;-81.0;72;-14;14;3;-45
-175;-211.0;-26;17;-154.0;13.0;18.0;65;-10;10;-26;17
-134;22.0;-2;-17;-80.0;13.0;-74.0;133;-59;59;-2;-17
-134;23.0;-3;-19;-97.0;-19.0;-81.0;133;-67;67;-3;-19
-134;28.0;3;-30;-133.0;-29.0;-119.0;127;-35;35;3;-30
-134;71.0;15;-12;-139.0;-5.0;-59.0;128;-13;13;15;-12
-134;16.0;-29;-29;-71.0;22.0;-49.0;130;0;0;-29;-29
-159;21.0;13;21;-135.0;-51.0;-76.0;65;10;-10;13;21
-134;-1.0;0;-5;-47.0;1.0;-49.0;138;50;-50;0;-5
-159;-26.0;-8;-27;-107.0;-133.0;-121.0;68;20;-20;-8;-27
-168;99.0;24;-30;7.0;15.0;-16.0;108;-20;20;24;-30
-159;-18.0;37;9;-79.0;-62.0;-125.0;64;-33;33;37;9
-159;61.0;24;-25;-131.0;-69.0;-77.0;67;-36;36;24;-25
-134;-59.0;-31;-21;-63.0;9.0;-30.0;134;-20;20;-31;-21
-134;-51.0;-11;-14;-58.0;56.0;-22.0;136;-15;15;-11;-14
-134;43.0;17;-15;-71.0;111.0;-51.0;127;18;-18;17;-15
-159;25.0;22;-19;-106.0;-64.0;-149.0;66;17;-17;22;-19
-162;-27.0;-793;-1449;-55.0;-25.0;-46.0;5;-61;61;-793;-1449
-135;-79.0;38;11;-144.0;-93.0;-84.0;130;8;-8;38;11
-159;-18.0;28;26;-159.0;-101.0;-109.0;63;23;-23;28;26
-134;-11.0;-48;7;-84.0;-6.0;-40.0;133;25;-25;-48;7
-159;66.0;-37;-28;-59.0;-15.0;-41.0;67;11;-11;-37;-28
-159;76.0;36;14;-77.0;-80.0;-73.0;68;29;-29;36;14
-159;51.0;9;20;-11.0;5.0;46.0;71;5;-5;9;20
-157;19.0;-7;9;11.0;64.0;-85.0;73;-23;23;-7;9
-135;-52.0;39;-54;-92.0;-39.0;-35.0;128;9;-9;39;-54
-135;-44.0;-4;-4;-64.0;-18.0;45.0;129;40;-40;-4;-4
-152;62.0;30;-7;50.0;1.0;-1.0;102;-17;17;30;-7
-160;25.0;24;11;-125.0;-32.0;-139.0;75;-25;25;24;11
-134;4.0;8;-30;-13.0;-29.0;-129.0;139;23;-23;8;-30
-135;-14.0;2;3;122.0;-6.0;-163.0;129;17;-17;2;3
-135;-10.0;30;-26;-160.0;39.0;56.0;128;-8;8;30;-26
-157;16.0;-7;8;79.0;65.0;-42.0;73;-22;22;-7;8
-135;-50.0;7;0;56.0;-10.0;-33.0;130;21;-21;7;0
-135;-29.0;8;-1;-16.0;15.0;29.0;136;31;-31;8;-1
-134;-69.0;4;-17;-77.0;-111.0;-38.0;132;12;-12;4;-17
-135;30.0;-17;17;5.0;7.0;-9.0;129;22;-22;-17;17
-134;-31.0;41;-25;-161.0;-22.0;-77.0;135;26;-26;41;-25
-160;45.0;-31;3;-57.0;-53.0;-70.0;72;4;-4;-31;3
-135;8.0;-33;23;6.0;20.0;27.0;135;22;-22;-33;23
-159;0.0;-18;-36;-57.0;-24.0;-56.0;67;29;-29;-18;-36
-135;-2.0;12;-32;-98.0;-10.0;-149.0;132;15;-15;12;-32
-135;-22.0;39;-32;-196.0;-10.0;-78.0;128;13;-13;39;-32
-135;-23.0;26;50;-152.0;-5.0;-53.0;134;15;-15;26;50
-160;74.0;-11;-28;19.0;12.0;53.0;74;-12;12;-11;-28
-162;-7.0;-46;15;57.0;5.0;43.0;70;9;-9;-46;15
-135;1.0;8;-5;-157.0;-3.0;37.0;130;31;-31;8;-5
-134;18.0;-7;-28;-186.0;-19.0;38.0;131;3;-3;-7;-28
-135;-28.0;-17;-18;-124.0;36.0;-95.0;130;30;-30;-17;-18
-134;-182.0;-5;12;-126.0;-12.0;-37.0;133;-11;11;-5;12
-133;-94.0;7;11;-76.0;-18.0;-47.0;129;51;-51;7;11
-159;2.0;2;11;-57.0;-40.0;-74.0;67;69;-69;2;11
-134;-16.0;-65;19;-51.0;-20.0;-54.0;124;50;-50;-65;19
-162;50.0;-11;-1;-42.0;-42.0;-56.0;67;40;-40;-11;-1
-162;20.0;-6;-24;-95.0;-84.0;-62.0;71;39;-39;-6;-24
-162;30.0;0;-8;-148.0;-49.0;-85.0;65;15;-15;0;-8
-162;11.0;-26;20;-126.0;-36.0;-74.0;67;31;-31;-26;20
-158;21.0;-28;-22;-143.0;-20.0;-100.0;71;-9;9;-28;-22
-162;-135.0;-344;-67;-14.0;-35.0;105.0;616;-383;383;-344;-67
-135;-44.0;-64;5;-142.0;-40.0;24.0;139;-37;37;-64;5
-158;-25.0;9;-6;-120.0;-35.0;-59.0;69;40;-40;9;-6
-133;3.0;-25;-15;-78.0;-53.0;-79.0;133;23;-23;-25;-15
-135;-26.0;0;-26;-192.0;3.0;-48.0;132;7;-7;0;-26
-134;2.0;-19;52;-163.0;-43.0;-58.0;139;-55;55;-19;52
-158;11.0;-53;-34;-41.0;-12.0;-23.0;67;-9;9;-53;-34
-133;69.0;-12;6;-3.0;-15.0;-40.0;129;17;-17;-12;6
-159;7.0;-28;32;-131.0;-21.0;-84.0;66;15;-15;-28;32
-159;19.0;4;-22;-113.0;-37.0;-93.0;62;-34;34;4;-22
-159;-33.0;-5;-10;-63.0;5.0;64.0;64;-24;24;-5;-10
-134;30.0;-7;-21;-21.0;-12.0;-17.0;135;34;-34;-7;-21
-133;64.0;-2;-1;-32.0;39.0;-47.0;132;-42;42;-2;-1
-133;63.0;30;33;-69.0;57.0;-9.0;130;23;-23;30;33
-133;105.0;9;-13;-55.0;-8.0;-56.0;132;20;-20;9;-13
-133;80.0;3;18;-37.0;-19.0;-51.0;131;-6;6;3;18
-133;76.0;-16;6;-32.0;-27.0;-61.0;130;-19;19;-16;6
-133;129.0;-7;9;-47.0;5.0;-70.0;130;-11;11;-7;9
-135;-3.0;10;5;-45.0;-19.0;-32.0;136;71;-71;10;5
-159;-100.0;16;-3;2.0;8.0;37.0;64;18;-18;16;-3
-158;108.0;-26;-3;-69.0;61.0;-57.0;75;-23;23;-26;-3
-159;-125.0;24;22;-142.0;-76.0;-32.0;68;-7;7;24;22
-135;10.0;-26;38;-86.0;5.0;-39.0;133;-48;48;-26;38
-159;-70.0;-7;-13;-189.0;-47.0;-100.0;67;-39;39;-7;-13
-159;-24.0;16;20;-140.0;-26.0;-116.0;69;22;-22;16;20
-159;-43.0;-17;12;31.0;-1.0;6.0;69;8;-8;-17;12
-159;-2.0;-5;-38;-16.0;23.0;27.0;68;-41;41;-5;-38
-134;-32.0;-7;-3;-82.0;-12.0;-52.0;125;52;-52;-7;-3
-133;116.0;-11;-17;-60.0;9.0;-33.0;136;19;-19;-11;-17
-133;89.0;-10;45;-73.0;-9.0;-30.0;133;-29;29;-10;45
-133;65.0;8;-1;-116.0;-7.0;-47.0;136;-38;38;8;-1
-133;88.0;16;-26;-98.0;5.0;-41.0;137;-44;44;16;-26
-160;-38.0;3;-8;-68.0;-127.0;-37.0;79;-31;31;3;-8
-157;42.0;14;-5;-150.0;79.0;-14.0;70;-13;13;14;-5
-159;-7.0;-15;11;-19.0;54.0;39.0;66;26;-26;-15;11
-159;4.0;-10;32;-58.0;-12.0;-16.0;63;48;-48;-10;32
-159;-26.0;3;-18;8.0;35.0;88.0;66;-4;4;3;-18
-135;-13.0;-22;-17;-86.0;12.0;-34.0;135;32;-32;-22;-17
-156;6.0;-6;8;56.0;-97.0;26.0;72;3;-3;-6;8
