InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-53.0;-405.0;218.0;334.0;206.0;207.0;-240.0
-55.0;-407.0;218.0;335.0;208.0;204.0;-245.0
-58.0;-407.0;219.0;339.0;216.0;206.0;-248.0
-61.0;-406.0;219.0;341.0;220.0;208.0;-248.0
-63.0;-405.0;220.0;343.0;218.0;209.0;-248.0
-64.0;-405.0;221.0;349.0;216.0;209.0;-250.0
-57.0;-406.0;224.0;351.0;228.0;202.0;-259.0
-179.0;-81.0;219.0;274.0;354.0;104.0;-444.0
-179.0;-83.0;221.0;270.0;350.0;94.0;-445.0
-45.0;-206.0;167.0;614.0;121.0;138.0;-556.0
75.0;-369.0;262.0;326.0;320.0;-47.0;-311.0
-158.0;-86.0;222.0;227.0;343.0;43.0;-446.0
-150.0;-86.0;222.0;227.0;342.0;37.0;-446.0
-138.0;-83.0;222.0;254.0;339.0;55.0;-445.0
-156.0;-16.0;-23.0;107.0;453.0;296.0;-431.0
-151.0;-17.0;-24.0;104.0;449.0;293.0;-434.0
-143.0;-19.0;-26.0;100.0;445.0;287.0;-437.0
-96.0;-28.0;-29.0;-22.0;414.0;211.0;-458.0
-147.0;-6.0;2.0;-106.0;170.0;337.0;-354.0
-147.0;-6.0;2.0;-107.0;182.0;336.0;-352.0
-83.0;-33.0;-76.0;-1.0;231.0;288.0;-496.0
-86.0;-34.0;-76.0;25.0;226.0;299.0;-497.0
-89.0;-34.0;-76.0;36.0;221.0;303.0;-497.0
-147.0;-5.0;2.0;-108.0;191.0;336.0;-350.0
-92.0;-34.0;-76.0;36.0;215.0;304.0;-499.0
-108.0;-29.0;-78.0;38.0;207.0;306.0;-502.0
-135.0;-19.0;-76.0;65.0;197.0;317.0;-512.0
-135.0;-17.0;-75.0;74.0;194.0;319.0;-515.0
-139.0;-15.0;-72.0;77.0;188.0;308.0;-525.0
-139.0;-15.0;-71.0;79.0;186.0;306.0;-528.0
-141.0;-15.0;-69.0;87.0;182.0;305.0;-532.0
-141.0;-17.0;-65.0;100.0;179.0;305.0;-536.0
-139.0;-20.0;-60.0;109.0;178.0;304.0;-539.0
-139.0;-21.0;-59.0;112.0;177.0;304.0;-539.0
-139.0;-22.0;-58.0;114.0;177.0;305.0;-540.0
-138.0;-23.0;-56.0;116.0;176.0;305.0;-541.0
-138.0;-24.0;-55.0;118.0;176.0;306.0;-542.0
-138.0;-26.0;-52.0;108.0;175.0;300.0;-544.0
-139.0;-26.0;-51.0;110.0;174.0;299.0;-545.0
-139.0;-26.0;-52.0;106.0;173.0;296.0;-545.0
-139.0;-26.0;-51.0;98.0;172.0;293.0;-545.0
-140.0;-26.0;-50.0;99.0;171.0;292.0;-546.0
-141.0;-25.0;-52.0;99.0;170.0;286.0;-546.0
-144.0;-22.0;-56.0;102.0;169.0;283.0;-543.0
-144.0;-21.0;-58.0;94.0;168.0;273.0;-542.0
-142.0;-20.0;-59.0;70.0;168.0;254.0;-538.0
1.0;-65.0;-56.0;-105.0;141.0;133.0;-587.0
-146.0;-2.0;1.0;-108.0;222.0;336.0;-353.0
-146.0;-1.0;0.0;-108.0;233.0;335.0;-356.0
-162.0;-15.0;6.0;-50.0;93.0;330.0;-411.0
-148.0;-79.0;219.0;319.0;334.0;108.0;-448.0
-161.0;-78.0;216.0;339.0;330.0;130.0;-451.0
-102.0;-35.0;-44.0;-38.0;428.0;220.0;-418.0
-104.0;-37.0;-44.0;21.0;428.0;249.0;-417.0
-110.0;-43.0;-43.0;90.0;429.0;289.0;-418.0
-112.0;-46.0;-43.0;102.0;429.0;299.0;-417.0
-113.0;-48.0;-42.0;103.0;430.0;305.0;-416.0
-105.0;-58.0;-40.0;92.0;431.0;319.0;-409.0
-100.0;-62.0;-40.0;92.0;429.0;331.0;-407.0
-106.0;-61.0;-41.0;115.0;432.0;349.0;-408.0
-153.0;1.0;-67.0;198.0;389.0;364.0;-421.0
-152.0;-3.0;-66.0;197.0;389.0;361.0;-420.0
-148.0;-7.0;-63.0;191.0;389.0;356.0;-419.0
-150.0;-7.0;-62.0;198.0;388.0;358.0;-420.0
-132.0;-28.0;-74.0;56.0;157.0;346.0;-516.0
-148.0;-14.0;-35.0;115.0;434.0;431.0;-452.0
-158.0;-6.0;-61.0;104.0;377.0;345.0;-424.0
-162.0;-7.0;-59.0;54.0;373.0;334.0;-427.0
-173.0;-8.0;-20.0;-31.0;171.0;344.0;-441.0
-172.0;-12.0;-17.0;-32.0;155.0;344.0;-427.0
-171.0;-19.0;-12.0;-32.0;134.0;343.0;-402.0
-171.0;-21.0;-10.0;-30.0;128.0;343.0;-391.0
-171.0;-24.0;-8.0;-32.0;120.0;344.0;-375.0
-170.0;-25.0;-8.0;-30.0;121.0;344.0;-374.0
-170.0;-26.0;-7.0;-30.0;117.0;345.0;-374.0
-171.0;-26.0;-6.0;-28.0;114.0;345.0;-374.0
-171.0;-24.0;-6.0;-27.0;119.0;346.0;-372.0
-172.0;-24.0;-6.0;-29.0;120.0;345.0;-373.0
-172.0;-24.0;-7.0;-27.0;120.0;345.0;-372.0
-173.0;-23.0;-7.0;-28.0;120.0;344.0;-372.0
-173.0;-23.0;-7.0;-32.0;121.0;344.0;-371.0
-173.0;-22.0;-8.0;-34.0;124.0;343.0;-371.0
-160.0;-79.0;213.0;343.0;326.0;134.0;-454.0
-160.0;-80.0;211.0;339.0;325.0;128.0;-454.0
-152.0;-81.0;209.0;333.0;321.0;118.0;-456.0
-150.0;-82.0;207.0;332.0;319.0;117.0;-456.0
-173.0;-20.0;-8.0;-33.0;125.0;343.0;-370.0
-172.0;-15.0;-10.0;-38.0;139.0;341.0;-369.0
-172.0;-13.0;-12.0;-36.0;149.0;341.0;-370.0
-172.0;-10.0;-14.0;-37.0;160.0;340.0;-372.0
-173.0;12.0;-35.0;-40.0;257.0;339.0;-407.0
-173.0;14.0;-37.0;-41.0;274.0;339.0;-412.0
-172.0;16.0;-39.0;-40.0;292.0;339.0;-415.0
161.0;-120.0;59.0;591.0;74.0;-284.0;462.0
157.0;-204.0;108.0;463.0;50.0;-1.0;-239.0
-161.0;-2.0;-20.0;-54.0;125.0;329.0;-442.0
-162.0;-11.0;-3.0;-54.0;108.0;330.0;-419.0
-90.0;-92.0;2.0;-73.0;534.0;44.0;-152.0
-163.0;-21.0;21.0;-49.0;80.0;331.0;-400.0
-163.0;-22.0;22.0;-48.0;82.0;331.0;-399.0
-163.0;-24.0;22.0;-48.0;82.0;331.0;-398.0
-163.0;-24.0;22.0;-49.0;82.0;332.0;-397.0
-164.0;-23.0;19.0;-47.0;90.0;333.0;-401.0
-164.0;-22.0;17.0;-47.0;102.0;333.0;-406.0
-164.0;-21.0;15.0;-45.0;111.0;333.0;-409.0
-165.0;-20.0;13.0;-44.0;123.0;333.0;-413.0
-165.0;-19.0;12.0;-43.0;138.0;333.0;-418.0
-166.0;-17.0;8.0;-43.0;176.0;335.0;-425.0
-166.0;-14.0;3.0;-41.0;221.0;335.0;-431.0
-166.0;-12.0;0.0;-40.0;246.0;335.0;-432.0
-166.0;-10.0;-3.0;-38.0;272.0;335.0;-431.0
173.0;-230.0;142.0;386.0;125.0;-13.0;-207.0
-91.0;-92.0;-6.0;-64.0;536.0;58.0;-152.0
-84.0;-92.0;-22.0;-60.0;541.0;85.0;-155.0
-81.0;-70.0;-100.0;-53.0;461.0;172.0;-250.0
-86.0;-54.0;-126.0;-52.0;418.0;196.0;-288.0
-90.0;-43.0;-141.0;-58.0;397.0;206.0;-308.0
-92.0;-33.0;-154.0;-50.0;375.0;218.0;-329.0
-99.0;-15.0;-178.0;-34.0;319.0;247.0;-374.0
-104.0;-6.0;-188.0;-39.0;283.0;257.0;-396.0
389.0;-250.0;150.0;627.0;163.0;-204.0;-8.0
286.0;45.0;33.0;394.0;-110.0;-388.0;452.0
-17.0;-268.0;229.0;158.0;-133.0;-87.0;294.0
74.0;-184.0;98.0;200.0;-140.0;-137.0;286.0
-68.0;-215.0;132.0;-81.0;70.0;-19.0;-230.0
-79.0;-218.0;134.0;-118.0;87.0;2.0;-230.0
-89.0;-222.0;137.0;-156.0;108.0;22.0;-228.0
-100.0;-265.0;194.0;-128.0;215.0;80.0;-184.0
-137.0;-93.0;-867.0;125.0;-533.0;330.0;-80.0
50.0;96.0;-842.0;-70.0;-588.0;-110.0;-165.0
-198.0;-99.0;-171.0;-12.0;28.0;46.0;-365.0
463.0;-301.0;480.0;385.0;545.0;-551.0;759.0
-69.0;-306.0;244.0;-14.0;243.0;80.0;-149.0
-18.0;-342.0;281.0;136.0;287.0;63.0;-93.0
271.0;-286.0;234.0;99.0;187.0;-122.0;-120.0
192.0;-258.0;210.0;143.0;114.0;-128.0;-216.0
62.0;-333.0;304.0;409.0;222.0;-43.0;-137.0
68.0;-341.0;307.0;383.0;261.0;-42.0;-105.0
132.0;-462.0;434.0;499.0;443.0;-94.0;4.0
142.0;-427.0;404.0;269.0;520.0;-59.0;87.0
530.0;-347.0;485.0;590.0;302.0;-690.0;768.0
596.0;-427.0;594.0;248.0;744.0;-708.0;770.0
68.0;-355.0;303.0;375.0;349.0;-27.0;-27.0
46.0;-394.0;316.0;417.0;368.0;69.0;-17.0
-71.0;-319.0;234.0;492.0;273.0;128.0;-110.0
-212.0;-359.0;388.0;849.0;-164.0;-26.0;196.0
139.0;-241.0;187.0;260.0;49.0;-92.0;-270.0
126.0;-229.0;170.0;333.0;26.0;-86.0;-287.0
-4.0;-362.0;285.0;426.0;245.0;47.0;-114.0
91.0;-398.0;361.0;579.0;263.0;-53.0;-121.0
35.0;-266.0;212.0;558.0;-125.0;-192.0;208.0
80.0;-374.0;333.0;323.0;181.0;-78.0;-196.0
26.0;-187.0;-14.0;608.0;-171.0;116.0;-591.0
45.0;-335.0;264.0;96.0;138.0;36.0;-272.0
46.0;-335.0;256.0;137.0;106.0;32.0;-304.0
60.0;-332.0;253.0;174.0;89.0;22.0;-321.0
76.0;-322.0;250.0;194.0;82.0;8.0;-328.0
57.0;-259.0;313.0;210.0;-18.0;-104.0;-446.0
88.0;-290.0;233.0;131.0;64.0;-30.0;-354.0
65.0;-278.0;220.0;4.0;70.0;-25.0;-355.0
40.0;-166.0;60.0;654.0;-46.0;-41.0;-314.0
-14.0;-251.0;148.0;-112.0;79.0;119.0;-310.0
-62.0;-235.0;122.0;-51.0;17.0;176.0;-352.0
-383.0;-548.0;675.0;-595.0;-568.0;235.0;-218.0
-456.0;-446.0;876.0;-404.0;-761.0;607.0;-591.0
-6.0;-311.0;221.0;641.0;204.0;112.0;-199.0
81.0;-357.0;332.0;661.0;172.0;-26.0;-188.0
-39.0;-185.0;72.0;297.0;48.0;135.0;-267.0
44.0;-239.0;143.0;70.0;198.0;58.0;-183.0
74.0;-250.0;161.0;37.0;222.0;28.0;-164.0
115.0;-269.0;195.0;-1.0;244.0;-18.0;-130.0
154.0;-285.0;233.0;-18.0;224.0;-67.0;-127.0
114.0;-268.0;233.0;314.0;135.0;-91.0;-236.0
-66.0;-193.0;80.0;607.0;30.0;131.0;-276.0
-49.0;-216.0;120.0;471.0;106.0;135.0;-250.0
51.0;-251.0;167.0;380.0;189.0;34.0;-193.0
73.0;-259.0;180.0;363.0;202.0;5.0;-174.0
110.0;-165.0;110.0;345.0;58.0;-242.0;417.0
77.0;-203.0;114.0;486.0;-81.0;-204.0;330.0
108.0;-270.0;211.0;387.0;191.0;-52.0;-151.0
67.0;-248.0;201.0;489.0;123.0;-15.0;-230.0
-9.0;-296.0;214.0;142.0;140.0;55.0;-222.0
18.0;-310.0;233.0;108.0;180.0;27.0;-197.0
47.0;-322.0;250.0;84.0;215.0;-3.0;-175.0
125.0;-352.0;301.0;20.0;284.0;-79.0;-112.0
197.0;-433.0;447.0;-73.0;345.0;-142.0;-93.0
37.0;-356.0;315.0;288.0;217.0;31.0;-142.0
22.0;-334.0;294.0;353.0;145.0;38.0;-183.0
122.0;-343.0;319.0;187.0;216.0;-93.0;-121.0
101.0;-332.0;291.0;193.0;254.0;-64.0;-121.0
91.0;-329.0;283.0;203.0;261.0;-53.0;-125.0
81.0;-324.0;273.0;219.0;263.0;-41.0;-133.0
64.0;-321.0;263.0;235.0;258.0;-25.0;-145.0
16.0;-315.0;245.0;269.0;226.0;19.0;-168.0
-25.0;-302.0;223.0;317.0;175.0;74.0;-194.0
-39.0;-296.0;212.0;353.0;146.0;92.0;-209.0
-38.0;-285.0;192.0;490.0;57.0;55.0;-267.0
330.0;-52.0;941.0;-430.0;758.0;-687.0;601.0
74.0;-332.0;296.0;238.0;106.0;-78.0;-242.0
118.0;-353.0;335.0;205.0;145.0;-106.0;-220.0
312.0;-432.0;436.0;163.0;162.0;-473.0;-216.0
-214.0;-410.0;455.0;730.0;-252.0;-87.0;125.0
136.0;-417.0;425.0;89.0;315.0;-48.0;-79.0
121.0;-370.0;321.0;131.0;257.0;-80.0;-84.0
-26.0;-324.0;253.0;415.0;134.0;58.0;-192.0
102.0;-383.0;369.0;198.0;200.0;7.0;-151.0
-147.0;12.0;-14.0;-110.0;309.0;337.0;-381.0
-121.0;-171.0;202.0;555.0;440.0;243.0;-274.0
107.0;-349.0;326.0;304.0;116.0;-102.0;-246.0
127.0;-354.0;328.0;76.0;163.0;-110.0;-184.0
93.0;-328.0;296.0;596.0;80.0;-128.0;-257.0
404.0;-603.0;667.0;-129.0;585.0;-340.0;255.0
-115.0;-417.0;393.0;290.0;-663.0;38.0;-48.0
-11.0;-249.0;178.0;446.0;-34.0;201.0;-374.0
-338.0;-131.0;109.0;666.0;148.0;430.0;-447.0
26.0;-313.0;325.0;377.0;70.0;31.0;-340.0
-144.0;-210.0;102.0;418.0;657.0;173.0;-214.0
-140.0;-160.0;46.0;591.0;-68.0;288.0;-466.0
-8.0;18.0;112.0;499.0;143.0;93.0;-526.0
-200.0;-31.0;-69.0;-11.0;433.0;268.0;-466.0
-188.0;-24.0;-78.0;57.0;383.0;275.0;-482.0
-239.0;-4.0;-102.0;-9.0;286.0;203.0;-563.0
-251.0;-28.0;-83.0;-32.0;395.0;151.0;-417.0
-258.0;-33.0;-70.0;-37.0;426.0;155.0;-390.0
-185.0;-20.0;-78.0;98.0;322.0;293.0;-522.0
-184.0;-21.0;-77.0;100.0;313.0;294.0;-524.0
-184.0;-22.0;-76.0;100.0;305.0;294.0;-527.0
-181.0;-28.0;-73.0;91.0;255.0;292.0;-536.0
-174.0;-41.0;-65.0;83.0;198.0;293.0;-547.0
-173.0;-43.0;-66.0;84.0;196.0;293.0;-548.0
9.0;-372.0;284.0;626.0;284.0;104.0;-110.0
54.0;-280.0;238.0;-383.0;158.0;35.0;-275.0
183.0;-455.0;518.0;16.0;410.0;-127.0;-7.0
-260.0;4.0;-155.0;2.0;155.0;313.0;-601.0
-85.0;-34.0;-66.0;-237.0;273.0;172.0;-504.0
230.0;-485.0;498.0;51.0;535.0;-164.0;132.0
160.0;-436.0;414.0;237.0;350.0;-49.0;-49.0
105.0;314.0;-332.0;323.0;91.0;-36.0;-306.0
115.0;-428.0;398.0;379.0;326.0;-15.0;-70.0
129.0;248.0;-171.0;153.0;-294.0;-290.0;272.0
594.0;533.0;-736.0;142.0;825.0;-663.0;716.0
97.0;324.0;-317.0;414.0;116.0;13.0;-261.0
-141.0;-18.0;-33.0;-75.0;421.0;346.0;-456.0
-139.0;31.0;-28.0;-123.0;174.0;336.0;-493.0
-160.0;6.0;-45.0;-49.0;119.0;332.0;-494.0
95.0;322.0;-316.0;406.0;114.0;17.0;-263.0
56.0;298.0;-330.0;427.0;129.0;30.0;-274.0
54.0;300.0;-336.0;444.0;134.0;31.0;-275.0
28.0;-267.0;300.0;329.0;314.0;-59.0;-439.0
67.0;-337.0;326.0;384.0;325.0;-22.0;-286.0
87.0;-348.0;337.0;424.0;323.0;-59.0;-255.0
208.0;-420.0;426.0;206.0;220.0;-111.0;-136.0
-172.0;20.0;-44.0;-39.0;357.0;339.0;-416.0
83.0;-351.0;335.0;437.0;308.0;-76.0;-193.0
50.0;-404.0;337.0;298.0;187.0;-40.0;-232.0
48.0;300.0;-343.0;415.0;132.0;39.0;-281.0
45.0;-403.0;329.0;301.0;213.0;-24.0;-225.0
48.0;-351.0;321.0;1284.0;154.0;-69.0;-190.0
90.0;-236.0;190.0;682.0;62.0;-104.0;-279.0
62.0;331.0;-315.0;410.0;121.0;51.0;-278.0
61.0;328.0;-316.0;400.0;122.0;53.0;-279.0
57.0;324.0;-315.0;393.0;123.0;56.0;-281.0
64.0;-389.0;380.0;155.0;235.0;89.0;-143.0
28.0;294.0;-286.0;496.0;124.0;67.0;-286.0
-243.0;-29.0;-88.0;649.0;-152.0;387.0;-559.0
35.0;299.0;-284.0;485.0;129.0;64.0;-283.0
43.0;303.0;-282.0;475.0;135.0;60.0;-279.0
52.0;322.0;-259.0;468.0;144.0;59.0;-267.0
44.0;321.0;-254.0;485.0;139.0;62.0;-271.0
42.0;320.0;-248.0;511.0;130.0;64.0;-272.0
23.0;338.0;-265.0;559.0;28.0;121.0;-256.0
40.0;349.0;-296.0;519.0;60.0;98.0;-233.0
19.0;307.0;-257.0;519.0;109.0;108.0;-281.0
29.0;301.0;-267.0;472.0;104.0;100.0;-288.0
1.0;270.0;-275.0;495.0;109.0;103.0;-300.0
-33.0;253.0;-274.0;552.0;101.0;120.0;-310.0
-20.0;262.0;-270.0;530.0;113.0;119.0;-305.0
-9.0;269.0;-270.0;517.0;123.0;111.0;-296.0
-6.0;273.0;-269.0;519.0;132.0;108.0;-290.0
-133.0;-29.0;-76.0;-33.0;156.0;329.0;-515.0
23.0;312.0;-258.0;565.0;119.0;91.0;-278.0
-132.0;-29.0;-74.0;-23.0;158.0;329.0;-516.0
-261.0;-38.0;-108.0;739.0;59.0;390.0;-391.0
-158.0;-255.0;158.0;555.0;291.0;214.0;-256.0
-185.0;-224.0;141.0;533.0;288.0;225.0;-303.0
-159.0;5.0;-50.0;-75.0;331.0;327.0;-420.0
-158.0;2.0;-48.0;-80.0;335.0;325.0;-415.0
-157.0;-1.0;-47.0;-87.0;340.0;323.0;-410.0
-201.0;-207.0;130.0;509.0;297.0;228.0;-322.0
-335.0;-47.0;-4.0;414.0;290.0;314.0;-455.0
-410.0;70.0;98.0;538.0;396.0;657.0;-210.0
-286.0;-55.0;64.0;610.0;7.0;322.0;-320.0
-25.0;-319.0;219.0;585.0;615.0;139.0;56.0
-188.0;-196.0;25.0;621.0;280.0;269.0;-395.0
71.0;335.0;-278.0;448.0;128.0;114.0;-265.0
104.0;359.0;-355.0;351.0;152.0;14.0;-256.0
-104.0;-243.0;121.0;554.0;270.0;193.0;-364.0
-92.0;-268.0;126.0;549.0;155.0;184.0;-361.0
-132.0;-29.0;-74.0;-11.0;158.0;330.0;-516.0
-132.0;-29.0;-74.0;7.0;158.0;334.0;-516.0
-132.0;-29.0;-73.0;23.0;157.0;337.0;-516.0
-89.0;-273.0;125.0;546.0;127.0;183.0;-352.0
21.0;-341.0;239.0;384.0;490.0;66.0;-278.0
-237.0;30.0;-218.0;181.0;141.0;372.0;-565.0
-238.0;28.0;-216.0;208.0;144.0;391.0;-564.0
-136.0;-28.0;-74.0;213.0;157.0;402.0;-517.0
-388.0;-70.0;-771.0;172.0;-731.0;651.0;-710.0
-168.0;11.0;-55.0;250.0;415.0;419.0;-456.0
-162.0;11.0;-64.0;196.0;400.0;369.0;-434.0
-163.0;11.0;-64.0;195.0;400.0;370.0;-435.0
-164.0;10.0;-60.0;213.0;406.0;391.0;-442.0
-14.0;-294.0;189.0;437.0;433.0;74.0;-378.0
-80.0;-193.0;48.0;620.0;684.0;230.0;-222.0
-127.0;-125.0;37.0;531.0;484.0;140.0;-313.0
-123.0;-128.0;36.0;527.0;475.0;138.0;-312.0
-235.0;-76.0;39.0;587.0;415.0;276.0;-437.0
-219.0;-47.0;-42.0;680.0;91.0;328.0;-600.0
-168.0;-62.0;172.0;439.0;399.0;165.0;-420.0
-161.0;-317.0;0.0;654.0;-151.0;358.0;-462.0
-34.0;-256.0;137.0;606.0;-13.0;222.0;-376.0
30.0;-353.0;324.0;413.0;-125.0;105.0;-457.0
36.0;-193.0;210.0;322.0;-151.0;-49.0;-533.0
-137.0;-6.0;-85.0;-24.0;299.0;241.0;-512.0
-138.0;-9.0;-80.0;-27.0;287.0;243.0;-525.0
-144.0;-13.0;-65.0;-24.0;262.0;250.0;-550.0
-171.0;0.0;-40.0;149.0;437.0;296.0;-482.0
-168.0;7.0;-55.0;67.0;432.0;251.0;-466.0
-160.0;-1.0;-56.0;2.0;427.0;236.0;-455.0
-160.0;-6.0;-55.0;-5.0;427.0;240.0;-451.0
-162.0;-9.0;-53.0;-20.0;428.0;236.0;-449.0
-233.0;-4.0;-108.0;-9.0;247.0;203.0;-618.0
-172.0;-39.0;24.0;-62.0;421.0;277.0;-351.0
-171.0;-41.0;21.0;-60.0;424.0;282.0;-349.0
-172.0;-41.0;19.0;-57.0;423.0;286.0;-348.0
-239.0;29.0;-214.0;268.0;143.0;417.0;-567.0
-590.0;484.0;-705.0;-16.0;-814.0;702.0;-731.0
-241.0;35.0;-221.0;181.0;131.0;374.0;-570.0
-253.0;51.0;-211.0;77.0;134.0;375.0;-568.0
-135.0;-27.0;-75.0;-16.0;159.0;331.0;-517.0
-74.0;-251.0;207.0;507.0;401.0;249.0;-25.0
-170.0;3.0;-29.0;-50.0;674.0;335.0;-269.0
-146.0;-15.0;71.0;-59.0;478.0;266.0;-322.0
-48.0;-405.0;228.0;351.0;263.0;192.0;-268.0
-157.0;-5.0;45.0;175.0;480.0;410.0;-380.0
-158.0;-10.0;-19.0;97.0;460.0;304.0;-425.0
-164.0;-9.0;-22.0;102.0;458.0;303.0;-425.0
-163.0;-9.0;-22.0;105.0;458.0;301.0;-425.0
-141.0;7.0;-6.0;-118.0;120.0;336.0;-391.0
-140.0;-1.0;1.0;-118.0;89.0;335.0;-376.0
-139.0;-4.0;4.0;-117.0;73.0;334.0;-372.0
-139.0;-7.0;6.0;-116.0;61.0;334.0;-368.0
-138.0;-10.0;8.0;-113.0;54.0;334.0;-368.0
-138.0;-12.0;9.0;-114.0;50.0;335.0;-368.0
-138.0;-15.0;9.0;-113.0;52.0;333.0;-369.0
-138.0;-16.0;9.0;-112.0;55.0;334.0;-369.0
-138.0;-19.0;10.0;-114.0;66.0;334.0;-367.0
-138.0;-20.0;11.0;-113.0;69.0;334.0;-366.0
-135.0;-23.0;15.0;-114.0;74.0;334.0;-364.0
-130.0;-23.0;20.0;-126.0;69.0;331.0;-365.0
-131.0;-22.0;20.0;-132.0;69.0;329.0;-365.0
-131.0;-22.0;19.0;-136.0;70.0;328.0;-365.0
-126.0;-24.0;17.0;-136.0;72.0;326.0;-364.0
-124.0;-26.0;17.0;-134.0;72.0;325.0;-362.0
-123.0;-27.0;16.0;-133.0;75.0;325.0;-361.0
-123.0;-29.0;16.0;-133.0;78.0;326.0;-361.0
-161.0;-11.0;-23.0;101.0;458.0;301.0;-425.0
-84.0;-31.0;-31.0;-60.0;401.0;189.0;-462.0
-40.0;-403.0;230.0;357.0;315.0;185.0;-272.0
15.0;-427.0;330.0;291.0;154.0;93.0;-218.0
9.0;-422.0;323.0;291.0;172.0;100.0;-221.0
5.0;-420.0;319.0;288.0;179.0;106.0;-230.0
4.0;-418.0;318.0;289.0;180.0;108.0;-233.0
1.0;-416.0;314.0;281.0;176.0;117.0;-236.0
-1.0;-413.0;312.0;294.0;195.0;121.0;-251.0
-1.0;-411.0;312.0;306.0;201.0;120.0;-252.0
-1.0;-410.0;313.0;312.0;203.0;119.0;-253.0
-2.0;-405.0;311.0;330.0;200.0;122.0;-253.0
-3.0;-403.0;310.0;333.0;202.0;124.0;-254.0
-3.0;-402.0;309.0;337.0;207.0;126.0;-254.0
-1.0;-402.0;308.0;342.0;212.0;126.0;-256.0
-124.0;-29.0;16.0;-133.0;79.0;326.0;-359.0
2.0;-402.0;308.0;342.0;215.0;125.0;-258.0
6.0;-402.0;309.0;344.0;221.0;124.0;-262.0
16.0;-404.0;311.0;346.0;229.0;120.0;-273.0
-37.0;-400.0;231.0;363.0;346.0;183.0;-274.0
-124.0;-30.0;17.0;-133.0;77.0;327.0;-358.0
-125.0;-31.0;18.0;-133.0;70.0;326.0;-357.0
-125.0;-32.0;19.0;-130.0;73.0;326.0;-364.0
-126.0;-32.0;17.0;-130.0;81.0;326.0;-370.0
-128.0;-28.0;9.0;-125.0;138.0;328.0;-398.0
-130.0;-25.0;-2.0;-123.0;269.0;329.0;-417.0
-152.0;-30.0;-66.0;-132.0;136.0;254.0;-575.0
-520.0;554.0;-811.0;-351.0;-798.0;602.0;-600.0
-238.0;9.0;-123.0;5.0;217.0;237.0;-586.0
-148.0;14.0;-17.0;-111.0;331.0;337.0;-387.0
-248.0;-4.0;-73.0;10.0;395.0;226.0;-464.0
-41.0;-234.0;179.0;463.0;-76.0;214.0;-406.0
-202.0;-26.0;-71.0;-36.0;461.0;267.0;-371.0
35.0;-435.0;350.0;282.0;137.0;66.0;-216.0
-201.0;-27.0;-71.0;-34.0;465.0;266.0;-369.0
-199.0;-26.0;-72.0;-34.0;465.0;265.0;-368.0
-198.0;-26.0;-72.0;-35.0;461.0;265.0;-375.0
-6.0;20.0;102.0;505.0;122.0;95.0;-544.0
-215.0;-29.0;-94.0;-47.0;435.0;265.0;-459.0
459.0;390.0;-340.0;-137.0;177.0;-318.0;-235.0
93.0;330.0;-325.0;448.0;134.0;2.0;-246.0
184.0;-432.0;409.0;730.0;313.0;-125.0;-65.0
-80.0;-211.0;120.0;1127.0;-51.0;89.0;-394.0
1.0;266.0;-300.0;519.0;109.0;75.0;-304.0
-167.0;-245.0;19.0;615.0;-257.0;269.0;-497.0
-136.0;-28.0;-77.0;-37.0;154.0;330.0;-517.0
-133.0;-29.0;-75.0;-35.0;157.0;328.0;-516.0
-151.0;-238.0;144.0;685.0;438.0;403.0;-311.0
-160.0;-1.0;43.0;-26.0;430.0;324.0;-400.0
-118.0;-223.0;230.0;581.0;171.0;247.0;-217.0
-61.0;-274.0;235.0;629.0;474.0;187.0;-274.0
-166.0;16.0;-41.0;-41.0;324.0;339.0;-490.0
-166.0;-7.0;-55.0;-84.0;357.0;297.0;-432.0
-157.0;-11.0;-44.0;-119.0;355.0;305.0;-411.0
-153.0;-4.0;71.0;-137.0;500.0;218.0;-250.0
-144.0;-10.0;-29.0;-104.0;418.0;297.0;-448.0
65.0;364.0;-311.0;507.0;76.0;80.0;-231.0
57.0;336.0;-297.0;461.0;119.0;58.0;-256.0
-13.0;-232.0;86.0;492.0;515.0;89.0;-299.0
-65.0;-192.0;224.0;517.0;534.0;128.0;-463.0
101.0;-341.0;314.0;405.0;97.0;-110.0;-255.0
-170.0;-3.0;-37.0;152.0;439.0;302.0;-483.0
279.0;-451.0;501.0;-194.0;428.0;-233.0;11.0
-29.0;290.0;-220.0;626.0;-31.0;179.0;-303.0
-155.0;9.0;23.0;354.0;463.0;442.0;-439.0
-138.0;-21.0;-78.0;-59.0;18.0;326.0;-526.0
-148.0;-37.0;-61.0;58.0;136.0;328.0;-573.0
-281.0;5.0;-127.0;67.0;-61.0;283.0;-663.0
-221.0;-26.0;-53.0;-4.0;464.0;276.0;-415.0
30.0;289.0;-333.0;470.0;118.0;49.0;-291.0
-165.0;4.0;-42.0;-42.0;592.0;334.0;-337.0
31.0;289.0;-332.0;473.0;117.0;48.0;-292.0
-151.0;-15.0;-45.0;-186.0;422.0;210.0;-452.0
-188.0;-184.0;79.0;647.0;783.0;442.0;-102.0
