InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-90.0;-92.0;2.0;-73.0;534.0;44.0;-152.0
-18.0;-284.0;173.0;452.0;378.0;80.0;-374.0
-219.0;-83.0;32.0;591.0;415.0;258.0;-396.0
63.0;-280.0;233.0;-360.0;159.0;30.0;-251.0
-1.0;-321.0;211.0;414.0;299.0;93.0;-351.0
-171.0;-37.0;44.0;-46.0;430.0;252.0;-320.0
-169.0;2.0;-29.0;-52.0;677.0;334.0;-270.0
-75.0;390.0;-383.0;237.0;-93.0;41.0;209.0
-153.0;-4.0;71.0;-137.0;500.0;218.0;-250.0
-164.0;-36.0;40.0;-59.0;417.0;242.0;-324.0
-144.0;-25.0;-22.0;-182.0;433.0;279.0;-454.0
132.0;-421.0;403.0;291.0;515.0;-64.0;82.0
64.0;-367.0;278.0;300.0;696.0;-11.0;-115.0
37.0;344.0;-292.0;529.0;52.0;98.0;-240.0
-38.0;-294.0;217.0;591.0;42.0;230.0;-320.0
-19.0;-307.0;179.0;428.0;255.0;43.0;-409.0
-55.0;-201.0;159.0;621.0;99.0;150.0;-562.0
28.0;-270.0;298.0;343.0;306.0;-57.0;-453.0
45.0;-403.0;329.0;301.0;213.0;-24.0;-225.0
-173.0;-68.0;175.0;331.0;392.0;195.0;-419.0
-107.0;-238.0;118.0;553.0;272.0;196.0;-367.0
30.0;-353.0;324.0;413.0;-125.0;105.0;-457.0
-178.0;-75.0;193.0;327.0;359.0;153.0;-448.0
-152.0;-30.0;-66.0;-132.0;136.0;254.0;-575.0
-11.0;-249.0;178.0;446.0;-34.0;201.0;-374.0
-125.0;-186.0;242.0;515.0;346.0;234.0;-256.0
4.0;-317.0;291.0;512.0;89.0;117.0;-519.0
-284.0;-98.0;-128.0;648.0;-316.0;408.0;-647.0
-136.0;-25.0;-77.0;-55.0;150.0;325.0;-521.0
-139.0;-15.0;-72.0;77.0;188.0;308.0;-525.0
-148.0;-37.0;-61.0;58.0;136.0;328.0;-573.0
-251.0;56.0;-210.0;57.0;125.0;373.0;-564.0
-191.0;-215.0;68.0;513.0;514.0;269.0;-180.0
115.0;-428.0;398.0;379.0;326.0;-15.0;-70.0
217.0;-475.0;467.0;113.0;654.0;-179.0;119.0
527.0;-423.0;578.0;287.0;702.0;-679.0;764.0
-136.0;-28.0;-74.0;213.0;157.0;402.0;-517.0
-149.0;-15.0;-35.0;116.0;436.0;434.0;-452.0
-164.0;10.0;-60.0;213.0;406.0;391.0;-442.0
-51.0;-302.0;143.0;497.0;101.0;156.0;-338.0
-85.0;-277.0;125.0;544.0;106.0;181.0;-340.0
67.0;-337.0;326.0;384.0;325.0;-22.0;-286.0
-620.0;576.0;-775.0;-88.0;-836.0;747.0;-633.0
-177.0;-80.0;202.0;313.0;357.0;142.0;-449.0
-271.0;3.0;-119.0;41.0;-88.0;255.0;-667.0
-175.0;-38.0;-65.0;85.0;198.0;293.0;-545.0
-267.0;-77.0;50.0;648.0;51.0;386.0;-381.0
556.0;543.0;-730.0;-124.0;820.0;-654.0;738.0
-489.0;162.0;-327.0;499.0;-520.0;559.0;-707.0
-84.0;-90.0;13.0;-74.0;540.0;25.0;-142.0
-96.0;-316.0;190.0;532.0;215.0;272.0;-207.0
-138.0;-21.0;-78.0;-59.0;18.0;326.0;-526.0
-388.0;-70.0;-771.0;172.0;-731.0;651.0;-710.0
-139.0;-22.0;-58.0;114.0;177.0;305.0;-540.0
-272.0;-2.0;-141.0;36.0;146.0;297.0;-616.0
-239.0;31.0;-212.0;271.0;147.0;420.0;-570.0
-39.0;-310.0;156.0;509.0;93.0;129.0;-334.0
52.0;-326.0;289.0;595.0;39.0;92.0;-333.0
-241.0;35.0;-221.0;181.0;131.0;374.0;-570.0
