Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
-106.0;-979.0;-1315.0;-27.0;?;-3;333.0;-281.0;728;331.0;1225.0;839.0
-86.0;-959.0;-796.0;-22.0;655.0;-15;273.0;-344.0;725;?;1182.0;835.0
-241.0;-959.0;-782.0;25.0;633.0;?;365.0;?;?;474.0;?;844.0
-92.0;-948.0;-1544.0;?;419.0;-1;344.0;?;733;504.0;891.0;843.0
361.0;-950.0;-2416.0;58.0;291.0;0;354.0;-408.0;731;488.0;?;851.0
327.0;-941.0;-2482.0;58.0;365.0;9;393.0;-355.0;730;344.0;549.0;778.0
154.0;-940.0;-1918.0;?;302.0;-22;437.0;-253.0;743;234.0;518.0;799.0
51.0;-957.0;-2537.0;74.0;623.0;?;383.0;-240.0;763;168.0;447.0;827.0
116.0;-959.0;-3811.0;60.0;775.0;20;354.0;-195.0;747;142.0;550.0;969.0
-19.0;-950.0;-3640.0;49.0;352.0;-11;224.0;-259.0;748;162.0;573.0;998.0
15.0;-947.0;-2993.0;14.0;407.0;?;8.0;-271.0;779;167.0;520.0;932.0
8.0;-957.0;-3575.0;-68.0;784.0;-53;-40.0;-256.0;693;196.0;533.0;967.0
23.0;-917.0;-3077.0;-153.0;545.0;238;67.0;-283.0;874;121.0;492.0;998.0
-1.0;?;-2841.0;-167.0;393.0;813;82.0;-340.0;1318;112.0;545.0;897.0
41.0;-923.0;-2623.0;-52.0;408.0;1438;49.0;-336.0;?;157.0;517.0;809.0
64.0;-942.0;-2391.0;48.0;477.0;1967;58.0;-268.0;207;205.0;440.0;764.0
54.0;-1162.0;-2065.0;9.0;493.0;574;95.0;-206.0;-65;166.0;368.0;817.0
6.0;-1101.0;-1715.0;7.0;466.0;-457;134.0;9.0;375;129.0;293.0;886.0
8.0;-1089.0;-1516.0;2.0;436.0;102;132.0;113.0;730;115.0;361.0;892.0
-9.0;-1111.0;-1883.0;-29.0;404.0;105;130.0;61.0;778;171.0;474.0;884.0
-40.0;-1053.0;-2134.0;-83.0;421.0;226;109.0;-15.0;830;234.0;?;904.0
-26.0;-967.0;-2000.0;-163.0;400.0;458;?;-15.0;886;245.0;520.0;890.0
13.0;?;-1858.0;-180.0;332.0;412;123.0;2.0;?;213.0;529.0;?
22.0;-832.0;-1724.0;-79.0;269.0;?;124.0;-10.0;878;110.0;?;?
?;-904.0;-1633.0;-23.0;261.0;330;?;?;801;42.0;467.0;842.0
?;-998.0;-1589.0;-28.0;326.0;65;160.0;-120.0;883;?;483.0;829.0
42.0;-1027.0;-1525.0;17.0;410.0;-148;158.0;-117.0;1049;-90.0;490.0;837.0
53.0;-994.0;-1512.0;-19.0;417.0;-274;107.0;-109.0;997;-95.0;?;865.0
43.0;?;-1414.0;-17.0;423.0;-338;135.0;-119.0;1034;-88.0;565.0;914.0
39.0;-973.0;?;54.0;458.0;-351;134.0;-114.0;850;21.0;640.0;916.0
50.0;-962.0;-1054.0;50.0;481.0;-778;?;-110.0;447;86.0;670.0;996.0
76.0;-938.0;-819.0;-9.0;472.0;-797;205.0;-126.0;534;149.0;?;1084.0
?;-922.0;-674.0;-27.0;462.0;-930;493.0;-153.0;0;171.0;747.0;1086.0
108.0;-916.0;-558.0;27.0;498.0;-1599;501.0;-146.0;?;189.0;779.0;?
36.0;-939.0;?;-198.0;523.0;440;?;?;933;202.0;674.0;577.0
20.0;-1000.0;-411.0;?;524.0;1273;295.0;-127.0;1666;154.0;475.0;518.0
9.0;-1047.0;-461.0;-282.0;558.0;-720;191.0;-120.0;910;-17.0;447.0;540.0
?;-1103.0;-595.0;-230.0;611.0;-580;270.0;-138.0;1181;0.0;487.0;703.0
-24.0;-1160.0;-606.0;-62.0;649.0;-95;129.0;-167.0;877;?;602.0;796.0
-16.0;-1239.0;-354.0;-56.0;694.0;-130;185.0;-335.0;604;402.0;574.0;727.0
-21.0;-1200.0;-320.0;-136.0;730.0;84;170.0;-468.0;812;306.0;?;707.0
31.0;-827.0;-338.0;-107.0;680.0;-6;139.0;-358.0;674;91.0;446.0;739.0
4.0;-777.0;-176.0;-146.0;516.0;39;213.0;?;726;-81.0;462.0;779.0
-11.0;-848.0;-123.0;-69.0;383.0;42;279.0;-103.0;725;-155.0;515.0;754.0
0.0;-842.0;-183.0;23.0;358.0;37;250.0;-182.0;710;-219.0;?;793.0
37.0;-924.0;?;11.0;403.0;46;245.0;-223.0;724;-187.0;480.0;793.0
34.0;-892.0;-889.0;9.0;393.0;51;246.0;-170.0;721;-139.0;468.0;758.0
178.0;-859.0;-1096.0;35.0;330.0;46;329.0;-196.0;724;-106.0;?;813.0
269.0;-819.0;-779.0;66.0;278.0;44;247.0;-165.0;717;-39.0;?;?
473.0;?;?;109.0;306.0;41;114.0;-178.0;724;-15.0;541.0;1032.0
128.0;?;-636.0;?;344.0;25;215.0;-250.0;724;43.0;531.0;1035.0
-194.0;-862.0;-277.0;22.0;354.0;72;213.0;?;750;55.0;511.0;1146.0
-469.0;-879.0;154.0;245.0;337.0;64;95.0;-235.0;728;77.0;?;1093.0
-559.0;-845.0;219.0;105.0;336.0;152;50.0;-228.0;781;117.0;692.0;929.0
-480.0;-864.0;261.0;-277.0;358.0;366;-22.0;-293.0;904;149.0;692.0;?
-378.0;-968.0;353.0;-430.0;379.0;404;?;-295.0;911;152.0;668.0;753.0
-349.0;-1087.0;515.0;?;409.0;541;160.0;-195.0;923;242.0;?;767.0
-287.0;?;?;-231.0;447.0;998;14.0;-193.0;?;391.0;520.0;818.0
-293.0;-1268.0;1260.0;-243.0;464.0;1393;-36.0;-288.0;1283;493.0;389.0;792.0
-318.0;-1375.0;?;?;448.0;1115;-67.0;?;1044;481.0;?;?
-302.0;-1182.0;1560.0;-190.0;533.0;681;-49.0;-59.0;428;380.0;522.0;831.0
-275.0;-1062.0;1097.0;-65.0;611.0;685;-81.0;77.0;410;405.0;608.0;866.0
-173.0;-978.0;167.0;-76.0;?;?;-111.0;-98.0;716;457.0;?;816.0
-33.0;-926.0;493.0;-89.0;749.0;505;?;-182.0;660;437.0;542.0;?
-2.0;-912.0;1585.0;-17.0;?;714;-34.0;-55.0;1045;360.0;526.0;819.0
138.0;-893.0;2166.0;-19.0;412.0;390;?;40.0;804;347.0;540.0;790.0
105.0;-891.0;2044.0;22.0;345.0;491;-75.0;41.0;1019;?;?;840.0
233.0;-907.0;1683.0;132.0;385.0;479;42.0;54.0;?;186.0;560.0;1012.0
355.0;-937.0;1430.0;?;441.0;-380;108.0;?;1126;133.0;634.0;1080.0
459.0;-943.0;?;142.0;470.0;-255;93.0;85.0;?;?;?;1100.0
209.0;-894.0;1110.0;-126.0;471.0;?;124.0;93.0;-1437;66.0;755.0;1457.0
455.0;-897.0;856.0;135.0;453.0;-3838;448.0;?;-2592;-93.0;813.0;966.0
820.0;-877.0;638.0;445.0;459.0;571;250.0;?;2711;-101.0;854.0;664.0
159.0;-862.0;621.0;-37.0;?;444;192.0;82.0;-552;-92.0;654.0;687.0
-460.0;-1003.0;722.0;-543.0;494.0;-1300;288.0;14.0;-316;?;541.0;666.0
-580.0;?;624.0;-363.0;525.0;-977;288.0;-117.0;2243;-535.0;613.0;?
-209.0;-1146.0;292.0;-190.0;?;?;227.0;-62.0;826;-284.0;609.0;795.0
-217.0;-1274.0;?;-62.0;601.0;-983;241.0;-106.0;?;?;543.0;?
-224.0;-1414.0;596.0;-130.0;629.0;221;286.0;?;752;143.0;483.0;784.0
-116.0;-929.0;166.0;-15.0;732.0;336;?;-268.0;601;143.0;445.0;770.0
-72.0;-786.0;-129.0;-152.0;617.0;222;209.0;-160.0;869;215.0;449.0;784.0
-56.0;-892.0;-283.0;-98.0;443.0;305;214.0;-178.0;623;234.0;455.0;?
?;-927.0;-642.0;10.0;428.0;240;226.0;-247.0;778;188.0;?;840.0
76.0;-881.0;-798.0;90.0;465.0;273;230.0;-245.0;714;175.0;415.0;832.0
171.0;-888.0;-727.0;129.0;441.0;230;217.0;-185.0;720;177.0;437.0;795.0
173.0;-877.0;-604.0;80.0;406.0;205;266.0;-239.0;732;?;?;?
20.0;?;-426.0;167.0;?;238;236.0;-252.0;727;183.0;432.0;1008.0
60.0;-856.0;-67.0;186.0;351.0;232;179.0;-201.0;732;173.0;532.0;1105.0
?;-871.0;83.0;-17.0;313.0;221;?;-191.0;734;?;579.0;1051.0
29.0;-908.0;-39.0;-50.0;294.0;229;315.0;-200.0;734;244.0;641.0;1093.0
162.0;-899.0;-16.0;30.0;?;249;142.0;-211.0;734;215.0;753.0;1127.0
353.0;?;108.0;74.0;274.0;?;124.0;-223.0;724;178.0;?;817.0
825.0;-882.0;?;-105.0;?;274;?;-206.0;810;?;608.0;771.0
418.0;-991.0;?;?;320.0;273;138.0;?;908;162.0;454.0;708.0
-753.0;?;288.0;?;358.0;414;82.0;-208.0;757;246.0;508.0;874.0
-766.0;?;244.0;?;408.0;802;-16.0;-125.0;778;240.0;416.0;780.0
-353.0;-1171.0;184.0;-296.0;?;1440;7.0;-213.0;1545;221.0;447.0;788.0
-515.0;-1359.0;-18.0;-128.0;511.0;1690;?;-275.0;1855;247.0;504.0;756.0
-505.0;-1070.0;69.0;-17.0;620.0;799;6.0;-114.0;815;218.0;594.0;825.0
?;-964.0;?;-17.0;632.0;522;?;-54.0;443;?;625.0;866.0
-443.0;-879.0;488.0;-35.0;483.0;731;-39.0;-132.0;729;222.0;563.0;923.0
?;-978.0;701.0;-39.0;468.0;393;-53.0;-120.0;596;201.0;519.0;884.0
-494.0;-995.0;1380.0;-20.0;438.0;322;-70.0;-13.0;738;230.0;587.0;?
-549.0;-936.0;1772.0;22.0;365.0;151;-42.0;10.0;759;234.0;654.0;936.0
-648.0;-864.0;1493.0;107.0;383.0;244;-33.0;-6.0;924;213.0;681.0;895.0
-311.0;-882.0;817.0;117.0;470.0;15;24.0;-21.0;1047;197.0;695.0;923.0
102.0;?;426.0;136.0;534.0;-86;57.0;2.0;1265;?;696.0;913.0
589.0;-952.0;?;151.0;512.0;-224;107.0;21.0;835;54.0;755.0;913.0
743.0;-965.0;288.0;151.0;?;-828;?;56.0;468;58.0;784.0;1215.0
136.0;-945.0;156.0;99.0;560.0;-636;615.0;53.0;601;?;873.0;1294.0
1070.0;-964.0;?;58.0;603.0;-1401;558.0;50.0;-1899;215.0;1012.0;747.0
113.0;-954.0;-11.0;-90.0;?;-117;337.0;35.0;-267;400.0;943.0;1025.0
-522.0;-947.0;-123.0;-403.0;605.0;1577;464.0;-1.0;3280;259.0;800.0;560.0
-385.0;-978.0;?;-106.0;609.0;140;265.0;?;1201;9.0;687.0;553.0
-225.0;-979.0;-376.0;-440.0;620.0;162;304.0;-82.0;322;-263.0;?;?
-145.0;-1071.0;-554.0;302.0;601.0;292;428.0;-89.0;694;-305.0;597.0;534.0
-212.0;-1505.0;-785.0;-38.0;600.0;-120;537.0;-351.0;486;-164.0;?;540.0
-95.0;-1090.0;-1351.0;-199.0;661.0;159;?;-657.0;824;-18.0;539.0;538.0
10.0;-1222.0;-1658.0;-160.0;632.0;54;533.0;-332.0;684;82.0;456.0;559.0
-9.0;-974.0;?;-94.0;?;121;531.0;-321.0;716;209.0;508.0;523.0
-6.0;-830.0;-321.0;-64.0;513.0;100;574.0;-296.0;729;251.0;484.0;503.0
-7.0;-747.0;89.0;-56.0;489.0;64;577.0;-235.0;699;163.0;512.0;545.0
59.0;-731.0;?;-76.0;382.0;108;557.0;-354.0;729;67.0;375.0;565.0
-28.0;-766.0;-358.0;-94.0;348.0;80;561.0;-454.0;711;-14.0;716.0;600.0
-1.0;-756.0;-357.0;-92.0;?;86;584.0;-472.0;700;-61.0;266.0;546.0
68.0;-755.0;-62.0;-94.0;267.0;71;472.0;-457.0;703;-88.0;377.0;582.0
7.0;-769.0;423.0;-96.0;344.0;54;501.0;-461.0;712;-108.0;707.0;612.0
-1.0;-716.0;1217.0;?;314.0;53;509.0;?;713;-100.0;614.0;640.0
167.0;-727.0;1555.0;-107.0;187.0;44;525.0;-522.0;712;-62.0;822.0;614.0
478.0;-772.0;2093.0;-85.0;53.0;?;?;-493.0;709;-43.0;748.0;603.0
607.0;-796.0;2116.0;-54.0;?;27;497.0;-488.0;704;-41.0;702.0;576.0
576.0;-802.0;?;-70.0;-12.0;26;419.0;-494.0;707;-46.0;853.0;606.0
-627.0;-782.0;-298.0;-125.0;?;26;397.0;-468.0;710;-68.0;?;635.0
-910.0;-807.0;-825.0;-110.0;319.0;17;477.0;-418.0;709;-56.0;748.0;?
-666.0;-825.0;90.0;?;341.0;12;510.0;-470.0;704;-5.0;455.0;627.0
-531.0;-850.0;413.0;?;436.0;12;525.0;-451.0;703;40.0;572.0;?
-658.0;-838.0;?;-40.0;311.0;-1;521.0;-475.0;705;73.0;592.0;583.0
-576.0;-808.0;?;?;218.0;-3;510.0;-472.0;709;85.0;635.0;576.0
-512.0;-805.0;-257.0;-44.0;358.0;8;471.0;-390.0;714;14.0;621.0;?
-454.0;-821.0;136.0;-52.0;232.0;4;490.0;-369.0;711;28.0;830.0;586.0
-518.0;-870.0;215.0;-49.0;187.0;-1;453.0;?;707;59.0;725.0;608.0
-393.0;-853.0;-172.0;-68.0;230.0;1;422.0;-416.0;?;88.0;867.0;?
?;-838.0;?;-62.0;264.0;0;406.0;-448.0;709;93.0;860.0;700.0
-356.0;-830.0;-264.0;-57.0;278.0;0;375.0;-433.0;709;105.0;777.0;742.0
174.0;-813.0;?;-27.0;?;3;?;?;716;89.0;779.0;747.0
164.0;-793.0;-49.0;-26.0;267.0;9;289.0;-419.0;728;79.0;784.0;775.0
741.0;-799.0;-208.0;-23.0;316.0;10;275.0;-404.0;719;82.0;672.0;?
485.0;-826.0;-360.0;-34.0;398.0;7;256.0;-399.0;708;81.0;619.0;772.0
400.0;-850.0;-412.0;-42.0;389.0;12;249.0;-367.0;718;?;622.0;794.0
1091.0;-887.0;-300.0;7.0;?;9;250.0;-347.0;723;32.0;655.0;767.0
-147.0;-918.0;-70.0;?;242.0;2;250.0;-329.0;723;49.0;769.0;782.0
-1034.0;-923.0;-152.0;-21.0;269.0;9;249.0;-303.0;722;51.0;?;801.0
-274.0;-946.0;-128.0;-8.0;326.0;5;259.0;-259.0;721;42.0;759.0;800.0
-215.0;-934.0;76.0;-14.0;304.0;-7;241.0;-252.0;717;49.0;652.0;818.0
-143.0;-937.0;207.0;-17.0;261.0;-4;231.0;-240.0;718;28.0;619.0;858.0
?;-951.0;311.0;-12.0;284.0;-4;239.0;-223.0;727;33.0;747.0;855.0
-88.0;-938.0;271.0;?;289.0;-6;203.0;-211.0;721;?;753.0;850.0
-36.0;-937.0;185.0;-20.0;?;?;174.0;-216.0;715;100.0;692.0;855.0
0.0;?;216.0;-15.0;370.0;-5;198.0;-214.0;721;97.0;736.0;846.0
17.0;-937.0;38.0;?;440.0;-5;201.0;-214.0;721;86.0;709.0;829.0
18.0;-946.0;292.0;0.0;415.0;-5;202.0;-219.0;722;83.0;702.0;823.0
-30.0;-974.0;5.0;21.0;432.0;?;202.0;?;723;111.0;702.0;845.0
3.0;-973.0;405.0;11.0;403.0;-3;197.0;-205.0;720;126.0;?;847.0
20.0;-978.0;428.0;24.0;437.0;9;190.0;?;720;112.0;692.0;?
20.0;-980.0;259.0;?;408.0;9;194.0;-161.0;727;113.0;692.0;854.0
50.0;-971.0;219.0;58.0;446.0;10;189.0;-165.0;723;85.0;663.0;851.0
88.0;-955.0;78.0;59.0;482.0;4;208.0;-177.0;?;80.0;705.0;846.0
37.0;-957.0;96.0;49.0;478.0;-4;204.0;-169.0;719;81.0;702.0;849.0
55.0;?;202.0;47.0;431.0;8;201.0;-161.0;717;61.0;716.0;838.0
58.0;-980.0;204.0;28.0;410.0;8;211.0;-165.0;715;70.0;723.0;848.0
42.0;-976.0;?;44.0;406.0;?;211.0;-157.0;717;48.0;698.0;867.0
-5.0;-975.0;?;27.0;404.0;1;212.0;-161.0;712;55.0;667.0;865.0
1.0;-966.0;78.0;19.0;?;1;223.0;-171.0;713;43.0;679.0;858.0
40.0;-966.0;76.0;59.0;469.0;2;230.0;-173.0;717;50.0;705.0;866.0
115.0;-968.0;78.0;54.0;477.0;-4;218.0;-184.0;715;56.0;672.0;870.0
143.0;-968.0;?;?;487.0;-6;228.0;-187.0;?;60.0;650.0;869.0
104.0;-972.0;35.0;18.0;491.0;1;241.0;-185.0;706;68.0;673.0;858.0
65.0;-976.0;52.0;0.0;459.0;4;240.0;-185.0;?;64.0;683.0;868.0
68.0;-979.0;?;14.0;455.0;3;?;-180.0;713;74.0;705.0;866.0
63.0;-979.0;-55.0;21.0;451.0;?;215.0;-189.0;717;63.0;700.0;868.0
41.0;-974.0;-82.0;20.0;463.0;-8;244.0;-195.0;?;60.0;704.0;894.0
40.0;-972.0;-52.0;11.0;460.0;14;234.0;-198.0;711;95.0;625.0;867.0
50.0;-971.0;?;10.0;?;-9;180.0;-201.0;710;113.0;780.0;848.0
51.0;-975.0;40.0;20.0;474.0;-9;156.0;-202.0;705;?;?;831.0
48.0;-981.0;-5.0;9.0;509.0;-31;127.0;-200.0;723;32.0;637.0;853.0
58.0;-979.0;-13.0;16.0;511.0;-138;154.0;-204.0;761;66.0;729.0;904.0
78.0;-983.0;-34.0;82.0;482.0;-237;200.0;?;750;124.0;736.0;895.0
44.0;?;-54.0;104.0;512.0;-581;174.0;?;741;179.0;801.0;894.0
101.0;-993.0;-158.0;65.0;?;-353;193.0;-213.0;744;152.0;807.0;881.0
109.0;-983.0;-318.0;29.0;545.0;246;?;-178.0;776;37.0;797.0;844.0
87.0;-958.0;-135.0;17.0;493.0;119;197.0;-136.0;801;-20.0;731.0;818.0
92.0;-951.0;-168.0;2.0;378.0;64;185.0;?;829;?;732.0;809.0
90.0;-989.0;41.0;10.0;459.0;60;187.0;-122.0;961;54.0;680.0;791.0
96.0;?;-113.0;33.0;545.0;?;200.0;-161.0;719;89.0;752.0;837.0
112.0;-1008.0;-95.0;40.0;565.0;-70;275.0;?;633;127.0;671.0;893.0
108.0;-1006.0;-18.0;-30.0;582.0;86;387.0;-164.0;585;204.0;?;?
149.0;-984.0;42.0;-57.0;521.0;944;357.0;-163.0;554;216.0;684.0;774.0
131.0;-957.0;36.0;-11.0;448.0;483;284.0;-159.0;1416;186.0;755.0;728.0
162.0;-944.0;-42.0;-28.0;420.0;?;274.0;-154.0;?;97.0;?;696.0
171.0;-938.0;-233.0;0.0;?;200;395.0;-151.0;562;?;625.0;715.0
169.0;-958.0;-281.0;11.0;481.0;?;395.0;-154.0;781;3.0;693.0;706.0
179.0;-1022.0;-61.0;56.0;?;98;442.0;-174.0;730;35.0;611.0;696.0
197.0;-1039.0;-125.0;86.0;467.0;109;430.0;-305.0;718;41.0;871.0;656.0
168.0;-945.0;208.0;31.0;323.0;43;435.0;-356.0;755;-37.0;852.0;640.0
185.0;?;500.0;-15.0;314.0;38;443.0;-266.0;702;?;800.0;638.0
182.0;?;-187.0;-9.0;443.0;24;470.0;-237.0;741;-153.0;861.0;643.0
198.0;-871.0;-93.0;-31.0;295.0;41;496.0;-287.0;724;-105.0;821.0;648.0
208.0;-881.0;83.0;-37.0;363.0;35;518.0;-349.0;721;-63.0;785.0;636.0
213.0;-895.0;-107.0;?;314.0;43;554.0;?;?;-7.0;803.0;618.0
205.0;-875.0;-351.0;-30.0;?;40;559.0;-383.0;731;10.0;819.0;567.0
192.0;-851.0;-427.0;-39.0;347.0;?;508.0;-350.0;724;-29.0;809.0;563.0
191.0;-847.0;-442.0;?;310.0;26;510.0;-367.0;728;-67.0;860.0;603.0
191.0;-843.0;-432.0;-2.0;359.0;18;532.0;-390.0;732;-65.0;846.0;639.0
202.0;-864.0;-255.0;33.0;381.0;25;568.0;-408.0;?;-25.0;239.0;589.0
191.0;?;-65.0;41.0;332.0;15;595.0;-440.0;725;10.0;618.0;?
205.0;-848.0;112.0;-9.0;380.0;24;571.0;-459.0;703;-10.0;?;533.0
194.0;-821.0;125.0;-90.0;370.0;10;502.0;-471.0;?;-21.0;847.0;?
179.0;-782.0;-15.0;?;317.0;-3;491.0;-464.0;?;-45.0;939.0;604.0
215.0;-805.0;?;-44.0;345.0;?;508.0;-432.0;722;-45.0;979.0;634.0
244.0;-827.0;-253.0;-25.0;-14.0;10;500.0;-454.0;723;?;893.0;637.0
347.0;-831.0;-118.0;-8.0;-114.0;17;496.0;-489.0;723;112.0;796.0;634.0
418.0;-822.0;-343.0;-13.0;173.0;19;460.0;-483.0;718;139.0;666.0;636.0
466.0;-788.0;-42.0;-24.0;?;14;454.0;-507.0;719;?;622.0;635.0
289.0;-771.0;474.0;-29.0;404.0;14;445.0;-461.0;719;80.0;486.0;657.0
70.0;-798.0;780.0;-30.0;418.0;5;446.0;-397.0;724;78.0;460.0;?
-152.0;-828.0;344.0;-19.0;?;14;412.0;?;724;82.0;599.0;717.0
-91.0;-848.0;-331.0;0.0;446.0;18;369.0;-415.0;722;63.0;661.0;733.0
-57.0;-857.0;-528.0;-7.0;390.0;6;382.0;-410.0;725;38.0;750.0;730.0
-146.0;-866.0;-297.0;-18.0;305.0;?;345.0;-392.0;?;20.0;826.0;763.0
-152.0;-851.0;-193.0;-13.0;?;?;334.0;-371.0;721;20.0;1028.0;767.0
-162.0;-853.0;?;9.0;245.0;9;330.0;-366.0;723;30.0;1153.0;?
-78.0;-880.0;-186.0;0.0;250.0;9;308.0;-347.0;723;9.0;1252.0;?
163.0;-885.0;?;-10.0;404.0;9;?;-362.0;722;12.0;1205.0;791.0
-64.0;-894.0;65.0;-19.0;542.0;?;286.0;-320.0;720;33.0;1149.0;792.0
151.0;-917.0;679.0;-11.0;644.0;-1;246.0;?;727;41.0;1178.0;800.0
623.0;-906.0;1326.0;-33.0;751.0;0;235.0;-309.0;728;43.0;?;?
436.0;-920.0;1746.0;-36.0;908.0;7;247.0;-292.0;721;57.0;980.0;817.0
232.0;-935.0;1962.0;?;984.0;3;229.0;-291.0;723;103.0;800.0;811.0
132.0;-939.0;1987.0;-18.0;1044.0;-1;225.0;-279.0;721;115.0;825.0;?
159.0;-945.0;2187.0;-24.0;931.0;-1;212.0;-275.0;723;101.0;747.0;823.0
60.0;-950.0;2368.0;2.0;746.0;1;220.0;-266.0;724;113.0;637.0;828.0
11.0;-950.0;2279.0;29.0;586.0;6;205.0;-234.0;720;70.0;651.0;831.0
3.0;-956.0;1973.0;70.0;475.0;8;226.0;-209.0;722;65.0;759.0;813.0
?;-973.0;1409.0;57.0;439.0;8;?;-214.0;722;75.0;843.0;827.0
58.0;-959.0;1056.0;77.0;332.0;8;212.0;-214.0;720;45.0;877.0;840.0
50.0;?;922.0;55.0;?;6;225.0;-200.0;722;31.0;925.0;837.0
82.0;-963.0;721.0;56.0;344.0;3;258.0;-194.0;720;20.0;873.0;822.0
121.0;-961.0;642.0;60.0;275.0;5;250.0;-190.0;?;20.0;940.0;810.0
81.0;-961.0;507.0;49.0;?;?;269.0;-188.0;728;21.0;1003.0;819.0
11.0;-959.0;325.0;?;274.0;4;249.0;-180.0;727;30.0;924.0;809.0
-13.0;-971.0;?;19.0;304.0;5;277.0;-193.0;728;30.0;988.0;810.0
-2.0;-973.0;132.0;6.0;309.0;2;304.0;-198.0;723;27.0;?;807.0
27.0;?;-2.0;-14.0;249.0;4;290.0;-199.0;719;21.0;1015.0;?
33.0;-967.0;-261.0;?;267.0;5;294.0;-219.0;724;35.0;1036.0;814.0
40.0;-970.0;-511.0;-21.0;335.0;?;296.0;-214.0;726;44.0;1042.0;817.0
7.0;-965.0;-474.0;-15.0;456.0;?;?;-222.0;725;33.0;1054.0;801.0
-22.0;-955.0;-424.0;?;473.0;-1;?;-230.0;725;27.0;996.0;787.0
-6.0;-946.0;-251.0;?;440.0;-3;299.0;-239.0;?;5.0;976.0;794.0
8.0;-947.0;-230.0;-4.0;603.0;-4;277.0;-245.0;719;?;1004.0;780.0
24.0;-949.0;-180.0;-28.0;586.0;0;281.0;-255.0;714;76.0;1000.0;802.0
66.0;-954.0;?;-14.0;583.0;?;276.0;-262.0;715;60.0;968.0;?
81.0;-959.0;12.0;-10.0;?;-1;288.0;-248.0;720;79.0;1020.0;809.0
50.0;?;11.0;7.0;546.0;0;271.0;-267.0;724;101.0;975.0;802.0
19.0;-938.0;-74.0;?;538.0;-3;269.0;-251.0;?;80.0;986.0;801.0
23.0;-945.0;-26.0;-1.0;522.0;4;280.0;-249.0;?;71.0;1056.0;801.0
54.0;-942.0;-12.0;28.0;495.0;?;320.0;-249.0;719;71.0;1297.0;801.0
43.0;-942.0;-65.0;0.0;484.0;-2;323.0;-237.0;727;70.0;894.0;799.0
?;?;-80.0;-4.0;488.0;3;293.0;?;724;55.0;703.0;789.0
36.0;-948.0;?;-30.0;484.0;0;?;-243.0;724;12.0;?;776.0
12.0;-944.0;-67.0;-35.0;470.0;1;278.0;-247.0;?;-11.0;887.0;778.0
14.0;-944.0;-42.0;-60.0;461.0;7;?;-241.0;721;14.0;917.0;808.0
24.0;-943.0;-12.0;-25.0;474.0;2;236.0;-245.0;723;34.0;875.0;810.0
?;-950.0;?;-25.0;522.0;3;225.0;?;723;-5.0;?;828.0
-5.0;-941.0;-236.0;-28.0;481.0;-1;249.0;-299.0;730;?;862.0;820.0
-22.0;-937.0;-512.0;2.0;?;-4;211.0;-277.0;730;36.0;?;825.0
19.0;-949.0;-83.0;38.0;?;-2;206.0;-253.0;725;7.0;795.0;833.0
49.0;-948.0;10.0;37.0;720.0;-3;206.0;-249.0;725;20.0;732.0;855.0
50.0;-944.0;113.0;48.0;668.0;0;?;-238.0;726;57.0;734.0;834.0
30.0;?;331.0;48.0;621.0;1;248.0;-218.0;728;122.0;732.0;828.0
30.0;-959.0;264.0;68.0;511.0;1;240.0;-217.0;723;121.0;?;829.0
16.0;-961.0;270.0;50.0;523.0;0;250.0;-208.0;719;96.0;831.0;819.0
-10.0;-964.0;210.0;?;494.0;3;251.0;-196.0;722;54.0;890.0;818.0
19.0;-974.0;194.0;?;?;4;273.0;-172.0;?;23.0;866.0;820.0
42.0;-966.0;63.0;36.0;386.0;5;258.0;?;722;12.0;891.0;830.0
40.0;?;-44.0;-6.0;396.0;6;212.0;-178.0;729;37.0;1043.0;844.0
?;-971.0;-321.0;?;332.0;?;216.0;-197.0;723;16.0;1093.0;879.0
46.0;-964.0;-681.0;-1.0;?;1;?;-209.0;722;24.0;992.0;903.0
?;-965.0;?;-22.0;?;-6;?;-209.0;725;52.0;840.0;?
-7.0;-952.0;-1567.0;-23.0;416.0;-12;284.0;-214.0;723;82.0;680.0;836.0
10.0;-953.0;-1786.0;-35.0;366.0;4;274.0;?;730;83.0;660.0;?
16.0;-951.0;-1939.0;-28.0;426.0;3;381.0;-235.0;732;52.0;643.0;768.0
8.0;?;-2298.0;61.0;653.0;?;375.0;-210.0;726;52.0;651.0;716.0
11.0;-980.0;-2725.0;51.0;785.0;-16;442.0;-198.0;?;50.0;735.0;657.0
18.0;-1001.0;-2910.0;20.0;798.0;1;?;-207.0;726;61.0;672.0;579.0
20.0;?;-2918.0;?;801.0;8;496.0;-236.0;723;30.0;648.0;567.0
11.0;-1030.0;-2611.0;?;819.0;8;586.0;-276.0;724;-23.0;757.0;452.0
18.0;-974.0;-1892.0;-22.0;833.0;6;623.0;-252.0;725;-9.0;504.0;393.0
13.0;?;-842.0;?;773.0;-16;585.0;-297.0;724;49.0;567.0;343.0
