InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-565.0;-594.0;800.0;-234.0;-755.0;648.0;-544.0
-564.0;-594.0;?;-240.0;?;642.0;-543.0
-562.0;-594.0;800.0;-258.0;-755.0;634.0;-542.0
-560.0;?;800.0;?;-754.0;626.0;-542.0
-559.0;-594.0;800.0;-306.0;-753.0;?;-541.0
-558.0;-594.0;800.0;-325.0;-753.0;610.0;-541.0
-557.0;-594.0;800.0;-344.0;-753.0;604.0;-541.0
-556.0;-593.0;801.0;-361.0;-753.0;599.0;-542.0
-555.0;-593.0;801.0;-377.0;?;595.0;-543.0
-555.0;?;801.0;-393.0;-753.0;593.0;-544.0
-555.0;?;?;-399.0;-753.0;592.0;-544.0
-555.0;-592.0;801.0;-402.0;-753.0;593.0;-544.0
-555.0;-592.0;801.0;-408.0;-753.0;594.0;-544.0
-555.0;-592.0;801.0;-406.0;-753.0;?;-545.0
-556.0;-592.0;801.0;-402.0;-753.0;598.0;-545.0
-557.0;-593.0;801.0;-406.0;-752.0;?;-545.0
-558.0;-593.0;801.0;-401.0;-753.0;602.0;-545.0
-560.0;-594.0;800.0;-398.0;-752.0;604.0;-544.0
-561.0;-594.0;800.0;-395.0;-750.0;607.0;-543.0
-563.0;?;800.0;-389.0;-749.0;609.0;-544.0
-564.0;-595.0;800.0;-382.0;-750.0;?;?
-565.0;-596.0;799.0;-379.0;-746.0;612.0;-546.0
-565.0;-596.0;799.0;-372.0;-745.0;614.0;-548.0
-566.0;-596.0;?;-365.0;-747.0;616.0;-551.0
?;-595.0;800.0;?;-748.0;615.0;-554.0
-565.0;-594.0;800.0;-363.0;-749.0;?;-557.0
-564.0;?;?;-361.0;-750.0;614.0;?
-564.0;-591.0;802.0;-364.0;?;613.0;-567.0
-562.0;-590.0;803.0;-358.0;-755.0;614.0;-573.0
-560.0;?;804.0;-352.0;?;615.0;?
-558.0;-586.0;805.0;-349.0;-759.0;617.0;-582.0
-556.0;-583.0;806.0;?;-761.0;618.0;-583.0
-554.0;-579.0;808.0;-344.0;-762.0;618.0;-583.0
-552.0;-575.0;811.0;-352.0;-758.0;?;-580.0
-547.0;?;814.0;-360.0;-749.0;613.0;?
-541.0;-561.0;?;-369.0;-740.0;610.0;?
-534.0;-553.0;822.0;?;-732.0;606.0;-567.0
-527.0;-545.0;?;-394.0;-727.0;604.0;-565.0
-520.0;-535.0;832.0;-397.0;-727.0;603.0;-564.0
-513.0;-526.0;?;-405.0;-731.0;603.0;-564.0
-505.0;-516.0;842.0;-406.0;-735.0;602.0;-566.0
-498.0;-506.0;847.0;-409.0;-741.0;602.0;-570.0
-490.0;-496.0;853.0;-415.0;-746.0;601.0;-573.0
-483.0;-486.0;857.0;-413.0;-747.0;601.0;-576.0
-476.0;-477.0;862.0;-409.0;-749.0;601.0;-579.0
-468.0;-466.0;867.0;?;-752.0;?;-582.0
-462.0;-456.0;871.0;-406.0;-755.0;605.0;-585.0
-456.0;-446.0;876.0;-404.0;-761.0;607.0;-591.0
-450.0;-436.0;880.0;-407.0;-766.0;608.0;-598.0
-445.0;-427.0;884.0;-411.0;-772.0;609.0;-607.0
-441.0;-418.0;887.0;-416.0;-779.0;608.0;-616.0
-437.0;-410.0;890.0;-423.0;-782.0;607.0;-629.0
-433.0;-406.0;892.0;-427.0;?;606.0;-617.0
-432.0;-401.0;895.0;-431.0;-787.0;607.0;-617.0
-431.0;-398.0;897.0;-440.0;?;606.0;-623.0
?;-396.0;898.0;-452.0;-807.0;602.0;-622.0
-425.0;-393.0;899.0;-459.0;-825.0;?;-623.0
-421.0;-389.0;901.0;-465.0;-841.0;597.0;-631.0
-416.0;-383.0;903.0;-470.0;-841.0;597.0;-638.0
-410.0;-373.0;907.0;-469.0;-842.0;597.0;-643.0
-403.0;-362.0;911.0;-478.0;?;594.0;-648.0
?;-348.0;914.0;-484.0;-852.0;590.0;-650.0
-383.0;-333.0;919.0;-496.0;-848.0;?;-645.0
-369.0;-316.0;923.0;-513.0;-839.0;578.0;-634.0
-357.0;-299.0;927.0;-528.0;-822.0;573.0;-625.0
?;-280.0;931.0;-536.0;-802.0;569.0;-616.0
-332.0;-264.0;934.0;-548.0;?;564.0;-612.0
-321.0;-249.0;937.0;-559.0;-777.0;561.0;-615.0
-312.0;?;940.0;-567.0;-775.0;558.0;-616.0
-305.0;-225.0;942.0;-581.0;-769.0;557.0;-613.0
-300.0;-217.0;944.0;-590.0;-758.0;557.0;-608.0
-298.0;-212.0;947.0;-592.0;-737.0;558.0;-589.0
-297.0;-211.0;948.0;-596.0;-709.0;560.0;-574.0
-299.0;?;950.0;-595.0;-703.0;564.0;?
-302.0;-212.0;950.0;-591.0;-708.0;568.0;?
-306.0;-214.0;951.0;-586.0;-709.0;574.0;-569.0
-309.0;-216.0;951.0;-577.0;?;580.0;-566.0
-311.0;-219.0;?;?;-711.0;586.0;-561.0
-313.0;-221.0;952.0;-560.0;-710.0;591.0;-554.0
-315.0;-223.0;952.0;-546.0;?;594.0;-548.0
-317.0;-225.0;953.0;-538.0;-712.0;597.0;-543.0
-319.0;?;?;-533.0;-715.0;598.0;-536.0
-320.0;?;953.0;-530.0;-715.0;598.0;-530.0
?;-231.0;953.0;-530.0;-711.0;597.0;-524.0
-322.0;-232.0;954.0;-535.0;-710.0;595.0;-518.0
-321.0;-233.0;954.0;-539.0;-708.0;?;-514.0
-321.0;-235.0;?;-540.0;-712.0;591.0;-512.0
-321.0;-236.0;954.0;-545.0;-717.0;589.0;-510.0
-320.0;-237.0;954.0;-544.0;-721.0;587.0;-508.0
-320.0;?;954.0;-548.0;-724.0;586.0;-506.0
-320.0;-240.0;953.0;-554.0;-725.0;583.0;-505.0
?;-242.0;953.0;-556.0;-726.0;582.0;?
-322.0;-243.0;953.0;-554.0;-727.0;581.0;-498.0
-323.0;-245.0;953.0;-559.0;-724.0;582.0;-492.0
-323.0;-245.0;953.0;-558.0;?;582.0;-488.0
-323.0;-246.0;953.0;-557.0;-715.0;582.0;-484.0
-324.0;-247.0;953.0;-560.0;-712.0;583.0;-479.0
-324.0;-248.0;953.0;-558.0;-709.0;?;-473.0
-325.0;-249.0;953.0;-556.0;-703.0;585.0;-469.0
-326.0;-249.0;953.0;-557.0;-700.0;586.0;-464.0
-327.0;-250.0;?;-556.0;-697.0;?;-459.0
-328.0;-250.0;953.0;-553.0;-694.0;587.0;-455.0
-328.0;-251.0;953.0;-555.0;-691.0;587.0;?
?;-250.0;953.0;-553.0;-688.0;588.0;-447.0
-329.0;-251.0;953.0;-553.0;?;588.0;?
-329.0;-251.0;?;-555.0;-683.0;588.0;?
-329.0;-251.0;953.0;-553.0;?;588.0;-438.0
-329.0;-251.0;953.0;-553.0;-679.0;587.0;-437.0
?;-251.0;953.0;-558.0;-678.0;586.0;-436.0
-328.0;-251.0;953.0;-559.0;-676.0;586.0;-436.0
-328.0;?;953.0;-560.0;-677.0;585.0;-436.0
-328.0;-252.0;953.0;-564.0;-678.0;584.0;-436.0
-328.0;-252.0;953.0;-565.0;-676.0;585.0;?
-328.0;-251.0;953.0;-565.0;-678.0;585.0;-438.0
-328.0;-251.0;953.0;-568.0;-679.0;585.0;-440.0
-328.0;-250.0;954.0;-567.0;-679.0;585.0;-443.0
-326.0;-249.0;954.0;-568.0;-681.0;584.0;-447.0
-326.0;-248.0;954.0;-573.0;-685.0;583.0;-449.0
-325.0;-248.0;954.0;-575.0;-687.0;582.0;-451.0
-324.0;-248.0;954.0;-572.0;-690.0;580.0;-454.0
-324.0;-248.0;954.0;-575.0;-693.0;580.0;-457.0
-324.0;-247.0;?;-572.0;-696.0;579.0;-460.0
-323.0;-247.0;955.0;-570.0;-700.0;579.0;?
?;-248.0;954.0;-569.0;?;579.0;-470.0
-323.0;-248.0;954.0;-567.0;-707.0;579.0;-475.0
-323.0;-249.0;?;-564.0;-710.0;578.0;-481.0
-324.0;-250.0;953.0;-562.0;-710.0;578.0;-486.0
-324.0;-249.0;953.0;-558.0;-707.0;578.0;-489.0
-324.0;-249.0;953.0;-555.0;-702.0;579.0;-495.0
-324.0;-249.0;952.0;-554.0;?;579.0;-500.0
-324.0;-249.0;952.0;-552.0;-704.0;579.0;-505.0
-324.0;-248.0;952.0;?;-708.0;580.0;-512.0
-324.0;-247.0;952.0;-551.0;-713.0;579.0;-519.0
-323.0;-246.0;952.0;-550.0;-719.0;579.0;-526.0
?;-245.0;952.0;-551.0;-722.0;578.0;?
?;-243.0;953.0;-556.0;-725.0;578.0;?
-321.0;-240.0;953.0;-557.0;-730.0;577.0;-544.0
-320.0;-237.0;953.0;-558.0;-732.0;577.0;-551.0
-318.0;-234.0;954.0;-563.0;-735.0;578.0;-558.0
-316.0;-230.0;955.0;-565.0;-739.0;577.0;-565.0
-315.0;?;955.0;-570.0;?;577.0;-572.0
-313.0;-224.0;956.0;-577.0;?;?;-577.0
-313.0;-221.0;956.0;-582.0;-744.0;576.0;-581.0
-311.0;-218.0;957.0;-585.0;-747.0;576.0;-587.0
-310.0;-214.0;958.0;-589.0;-750.0;577.0;-591.0
-309.0;-211.0;959.0;-593.0;-754.0;577.0;?
-309.0;-208.0;960.0;-590.0;-759.0;577.0;-604.0
-308.0;-204.0;?;-595.0;-764.0;578.0;-611.0
-308.0;-200.0;962.0;-592.0;-771.0;579.0;-619.0
-308.0;-196.0;962.0;-590.0;-779.0;580.0;-627.0
-307.0;-192.0;963.0;-585.0;-785.0;581.0;-636.0
-305.0;?;964.0;-580.0;-780.0;583.0;-644.0
-304.0;-185.0;965.0;-572.0;-781.0;586.0;-637.0
-303.0;-183.0;966.0;-574.0;-793.0;587.0;-645.0
-303.0;-180.0;966.0;-574.0;-801.0;?;-647.0
-302.0;-177.0;?;-575.0;-811.0;584.0;-646.0
?;?;967.0;?;-823.0;581.0;-647.0
-299.0;-169.0;968.0;-585.0;-830.0;579.0;?
-295.0;-164.0;968.0;?;-826.0;?;-651.0
-290.0;-159.0;969.0;-596.0;-825.0;571.0;-654.0
-283.0;-151.0;970.0;?;-827.0;?;-656.0
-275.0;-142.0;971.0;-619.0;-826.0;556.0;?
-265.0;-131.0;971.0;-632.0;-821.0;549.0;-644.0
-254.0;-119.0;971.0;?;?;?;-633.0
-242.0;-104.0;971.0;?;-801.0;536.0;-623.0
-228.0;-86.0;971.0;-664.0;-793.0;?;-618.0
-215.0;-68.0;970.0;?;-789.0;537.0;-617.0
-208.0;-50.0;968.0;-657.0;-789.0;543.0;-617.0
?;-35.0;966.0;-652.0;-789.0;548.0;-617.0
-196.0;-21.0;965.0;-644.0;?;554.0;-616.0
?;-13.0;963.0;-636.0;-786.0;558.0;-614.0
-190.0;-8.0;963.0;-638.0;-781.0;?;-610.0
-189.0;-4.0;962.0;-639.0;-768.0;566.0;-605.0
-188.0;?;962.0;-637.0;-748.0;563.0;-600.0
-184.0;5.0;961.0;-644.0;-726.0;?;-594.0
-180.0;?;961.0;?;-712.0;555.0;-589.0
-175.0;15.0;961.0;-639.0;-706.0;?;-588.0
-171.0;21.0;961.0;-644.0;-710.0;555.0;-584.0
-167.0;26.0;?;-643.0;-707.0;558.0;-576.0
-163.0;31.0;961.0;-646.0;-700.0;562.0;-575.0
-161.0;36.0;962.0;-651.0;-703.0;566.0;-581.0
-158.0;41.0;962.0;-657.0;-706.0;568.0;-586.0
-158.0;44.0;962.0;-663.0;-713.0;567.0;-592.0
?;47.0;?;-673.0;-713.0;565.0;-592.0
-158.0;49.0;962.0;-677.0;-711.0;561.0;-591.0
-157.0;51.0;962.0;-677.0;-711.0;558.0;-590.0
-154.0;?;962.0;?;-713.0;554.0;?
?;54.0;962.0;-680.0;-715.0;551.0;-590.0
-149.0;53.0;962.0;-685.0;-714.0;549.0;-589.0
-147.0;52.0;963.0;-689.0;-713.0;549.0;-587.0
-147.0;50.0;964.0;-689.0;-710.0;550.0;-584.0
-151.0;48.0;965.0;-690.0;-710.0;551.0;-582.0
-155.0;45.0;966.0;-692.0;-710.0;?;-580.0
-160.0;42.0;967.0;-688.0;-710.0;557.0;-575.0
-165.0;39.0;968.0;-686.0;-708.0;561.0;-571.0
-170.0;34.0;970.0;-685.0;-709.0;563.0;-563.0
-174.0;29.0;971.0;-681.0;-713.0;565.0;-554.0
-179.0;24.0;972.0;-680.0;-715.0;566.0;-544.0
-183.0;?;974.0;-676.0;?;567.0;-530.0
-187.0;13.0;974.0;-675.0;-694.0;567.0;-517.0
-191.0;7.0;?;-669.0;-684.0;568.0;-510.0
-195.0;3.0;975.0;-669.0;-683.0;568.0;?
-198.0;-2.0;975.0;-664.0;-685.0;?;-510.0
-201.0;-7.0;975.0;-660.0;-689.0;567.0;-515.0
?;-11.0;974.0;-661.0;-694.0;567.0;-520.0
-207.0;-16.0;973.0;-658.0;-700.0;567.0;?
-209.0;-20.0;973.0;-656.0;-707.0;566.0;-527.0
?;-25.0;972.0;-658.0;-716.0;564.0;-531.0
-211.0;?;971.0;-658.0;-724.0;562.0;-535.0
-210.0;-35.0;971.0;-655.0;-724.0;?;-533.0
-210.0;-40.0;970.0;?;-722.0;556.0;?
-210.0;-45.0;970.0;-665.0;-719.0;553.0;-521.0
-210.0;-49.0;970.0;-669.0;-718.0;550.0;-514.0
-209.0;-53.0;970.0;-673.0;?;547.0;-509.0
-208.0;-54.0;970.0;-676.0;-711.0;547.0;-506.0
-206.0;-54.0;970.0;-669.0;?;549.0;-502.0
-205.0;-55.0;970.0;-672.0;-704.0;551.0;-499.0
-205.0;-56.0;971.0;-672.0;-699.0;?;-497.0
-206.0;-57.0;?;-672.0;-696.0;552.0;-493.0
?;-58.0;972.0;-675.0;-694.0;553.0;-492.0
-209.0;-59.0;972.0;?;-692.0;555.0;-491.0
-210.0;-59.0;973.0;-669.0;-693.0;558.0;-490.0
?;-57.0;974.0;?;-694.0;560.0;-489.0
?;-55.0;974.0;-667.0;-693.0;560.0;-488.0
-208.0;?;975.0;-665.0;-692.0;561.0;-486.0
-206.0;-52.0;?;-672.0;?;560.0;-484.0
-205.0;-51.0;976.0;-671.0;-690.0;560.0;-483.0
-204.0;-49.0;?;-674.0;-690.0;559.0;-483.0
-203.0;-48.0;977.0;?;-691.0;?;-484.0
?;-48.0;977.0;-682.0;-692.0;557.0;-487.0
-203.0;-47.0;978.0;-682.0;-696.0;557.0;-494.0
-203.0;-47.0;?;-685.0;-699.0;556.0;-499.0
-203.0;?;978.0;-685.0;-700.0;557.0;-507.0
-203.0;-46.0;978.0;-684.0;-704.0;557.0;-511.0
-202.0;?;978.0;-684.0;-706.0;557.0;-512.0
?;-45.0;978.0;-685.0;-704.0;556.0;-515.0
-203.0;-45.0;978.0;-684.0;-706.0;556.0;?
-203.0;-45.0;978.0;-686.0;?;556.0;-521.0
-203.0;-44.0;978.0;-686.0;-710.0;557.0;-525.0
-204.0;-44.0;?;-683.0;-714.0;558.0;-528.0
?;-44.0;978.0;-685.0;-717.0;559.0;-532.0
-204.0;-44.0;978.0;-681.0;-721.0;560.0;?
-205.0;-44.0;978.0;?;-725.0;560.0;-542.0
-205.0;-44.0;978.0;-686.0;-729.0;560.0;-546.0
-206.0;-43.0;978.0;-686.0;-730.0;561.0;-552.0
-206.0;?;978.0;-689.0;-734.0;561.0;?
-207.0;?;978.0;-692.0;-740.0;562.0;-557.0
-208.0;-42.0;978.0;-693.0;-743.0;563.0;-561.0
-209.0;-41.0;978.0;-692.0;-748.0;564.0;-565.0
-209.0;-39.0;979.0;-694.0;-751.0;566.0;?
-210.0;-37.0;979.0;-693.0;-754.0;568.0;-572.0
-211.0;-35.0;979.0;-690.0;-758.0;?;-575.0
-211.0;-32.0;978.0;-685.0;-764.0;572.0;-579.0
-211.0;-29.0;978.0;-680.0;?;575.0;-581.0
-210.0;-25.0;978.0;-674.0;-771.0;577.0;-583.0
-209.0;-22.0;977.0;-669.0;-782.0;578.0;-588.0
-209.0;-18.0;977.0;-664.0;-798.0;579.0;-594.0
-209.0;-15.0;976.0;-660.0;-813.0;579.0;-602.0
-208.0;-12.0;976.0;-660.0;-820.0;580.0;-609.0
-207.0;-9.0;975.0;-658.0;-820.0;?;?
-208.0;-6.0;?;-654.0;-821.0;?;-621.0
-207.0;-3.0;973.0;-656.0;-820.0;579.0;?
-207.0;0.0;?;-654.0;-820.0;580.0;-628.0
?;2.0;972.0;?;-822.0;581.0;-631.0
-208.0;5.0;971.0;-657.0;-824.0;582.0;-634.0
-210.0;6.0;971.0;-656.0;-823.0;584.0;-636.0
-211.0;?;970.0;-654.0;-821.0;585.0;-636.0
-213.0;9.0;970.0;-654.0;-815.0;587.0;-635.0
-217.0;9.0;970.0;-652.0;-813.0;588.0;-634.0
-221.0;9.0;969.0;-657.0;-814.0;589.0;-636.0
?;10.0;968.0;-657.0;?;589.0;-639.0
-226.0;9.0;967.0;-655.0;-816.0;589.0;-642.0
-229.0;?;967.0;-647.0;-816.0;592.0;-643.0
-231.0;8.0;967.0;-637.0;-810.0;596.0;-643.0
-233.0;8.0;966.0;-621.0;-799.0;598.0;-643.0
-235.0;8.0;965.0;-606.0;-792.0;600.0;-646.0
-235.0;8.0;?;-594.0;-795.0;602.0;-652.0
-235.0;8.0;962.0;-584.0;-797.0;603.0;-655.0
-234.0;9.0;960.0;-573.0;-793.0;604.0;-656.0
-233.0;11.0;959.0;?;-794.0;604.0;-657.0
-231.0;12.0;958.0;-559.0;-797.0;602.0;-662.0
-227.0;15.0;957.0;?;-796.0;601.0;-665.0
-223.0;15.0;956.0;-556.0;-795.0;598.0;-669.0
-220.0;14.0;956.0;-558.0;-797.0;595.0;-673.0
-217.0;?;957.0;-562.0;-799.0;592.0;?
?;13.0;957.0;-571.0;-803.0;589.0;-677.0
-212.0;13.0;958.0;-579.0;-802.0;?;-675.0
-211.0;14.0;958.0;-588.0;-800.0;583.0;-671.0
-212.0;14.0;960.0;-597.0;-789.0;582.0;-661.0
-215.0;13.0;961.0;-603.0;-763.0;582.0;-649.0
-218.0;14.0;962.0;-608.0;-748.0;584.0;-638.0
-221.0;16.0;963.0;-617.0;?;586.0;-633.0
-221.0;?;963.0;-621.0;-714.0;589.0;-632.0
-220.0;21.0;962.0;?;-700.0;593.0;-639.0
-214.0;?;962.0;-619.0;-698.0;599.0;-644.0
-209.0;28.0;961.0;-611.0;-693.0;604.0;-642.0
?;29.0;?;-603.0;-689.0;606.0;?
-207.0;32.0;959.0;-598.0;-696.0;606.0;?
-207.0;34.0;?;-593.0;-705.0;606.0;-641.0
-208.0;35.0;959.0;-583.0;-707.0;605.0;-640.0
-213.0;33.0;959.0;-578.0;-713.0;604.0;-640.0
-220.0;?;?;?;-717.0;603.0;-640.0
-233.0;18.0;961.0;-565.0;-729.0;603.0;-636.0
-249.0;4.0;962.0;-567.0;-750.0;602.0;-635.0
?;-13.0;963.0;-570.0;-770.0;600.0;-639.0
-289.0;-35.0;962.0;-569.0;-782.0;600.0;-641.0
-310.0;-60.0;960.0;?;-781.0;601.0;-642.0
-329.0;-87.0;?;-564.0;-782.0;605.0;-640.0
-345.0;-114.0;954.0;-548.0;-783.0;612.0;-637.0
-360.0;-145.0;?;-530.0;-785.0;620.0;-637.0
-375.0;-178.0;946.0;-505.0;-788.0;629.0;-639.0
-390.0;-212.0;940.0;-474.0;-791.0;636.0;-641.0
-405.0;-245.0;934.0;-448.0;-792.0;637.0;-643.0
-419.0;-277.0;928.0;-419.0;-795.0;644.0;-645.0
-431.0;-307.0;922.0;-392.0;-799.0;649.0;?
-443.0;-336.0;916.0;-373.0;-804.0;649.0;-647.0
-453.0;-364.0;908.0;-359.0;?;646.0;-646.0
-465.0;-392.0;900.0;-347.0;-815.0;641.0;-643.0
-477.0;-417.0;892.0;-344.0;-822.0;635.0;-638.0
-489.0;-441.0;884.0;-343.0;-829.0;629.0;-630.0
?;-462.0;?;-342.0;-833.0;622.0;-620.0
-509.0;-480.0;869.0;-347.0;-833.0;611.0;-607.0
-516.0;-496.0;862.0;-364.0;-828.0;?;-591.0
-520.0;-508.0;857.0;-390.0;?;574.0;-574.0
-517.0;-518.0;852.0;-428.0;?;548.0;-554.0
-509.0;-527.0;846.0;-459.0;?;521.0;-535.0
-501.0;-535.0;840.0;-475.0;-782.0;498.0;-518.0
-494.0;-541.0;833.0;-486.0;?;482.0;-500.0
-489.0;-547.0;826.0;-483.0;-754.0;473.0;-479.0
-488.0;-552.0;818.0;-466.0;-738.0;468.0;-457.0
-488.0;?;809.0;-443.0;-717.0;465.0;-431.0
-489.0;-561.0;801.0;?;-690.0;464.0;-404.0
?;-564.0;792.0;-347.0;-659.0;464.0;-376.0
-496.0;?;782.0;-273.0;-627.0;468.0;-348.0
-501.0;-571.0;770.0;-170.0;-597.0;?;-323.0
?;?;758.0;-55.0;-570.0;476.0;-297.0
-513.0;-576.0;746.0;62.0;-547.0;475.0;?
-517.0;-577.0;733.0;196.0;-525.0;?;-247.0
-521.0;-576.0;720.0;?;-504.0;455.0;-222.0
-520.0;-572.0;708.0;417.0;-485.0;438.0;?
-515.0;-564.0;696.0;495.0;-469.0;412.0;-171.0
-504.0;-556.0;683.0;557.0;-455.0;375.0;-150.0
-486.0;-547.0;?;603.0;-444.0;329.0;-132.0
-462.0;-537.0;653.0;627.0;-434.0;281.0;-114.0
-436.0;?;638.0;633.0;-423.0;235.0;-95.0
-190.0;-400.0;492.0;618.0;-227.0;-128.0;133.0
-189.0;-401.0;485.0;645.0;?;-122.0;?
-194.0;-404.0;478.0;661.0;-239.0;-108.0;?
-204.0;-406.0;472.0;683.0;-243.0;?;132.0
-210.0;-409.0;466.0;701.0;-246.0;-91.0;131.0
-215.0;-410.0;?;726.0;-249.0;-88.0;128.0
-214.0;-410.0;455.0;730.0;-252.0;-87.0;125.0
-217.0;-408.0;450.0;730.0;-255.0;-86.0;123.0
-217.0;?;444.0;?;-256.0;-87.0;?
-215.0;?;437.0;751.0;-252.0;-88.0;130.0
-212.0;-396.0;430.0;764.0;-245.0;-89.0;138.0
-210.0;-390.0;422.0;777.0;?;-89.0;148.0
-207.0;-383.0;412.0;786.0;-219.0;?;159.0
-206.0;-375.0;403.0;804.0;-202.0;-72.0;171.0
-205.0;-367.0;395.0;825.0;-184.0;-54.0;183.0
-212.0;-359.0;388.0;849.0;-164.0;-26.0;196.0
-227.0;-350.0;381.0;876.0;-144.0;9.0;208.0
-243.0;?;?;?;-124.0;50.0;221.0
-255.0;-330.0;363.0;902.0;-102.0;86.0;234.0
?;?;353.0;895.0;-79.0;113.0;247.0
-259.0;-309.0;343.0;?;-53.0;125.0;263.0
-252.0;-296.0;334.0;?;-28.0;126.0;280.0
-241.0;-284.0;327.0;760.0;-5.0;110.0;295.0
-225.0;-275.0;321.0;705.0;14.0;78.0;308.0
-202.0;-266.0;?;?;?;46.0;318.0
-154.0;-258.0;307.0;536.0;39.0;20.0;325.0
-110.0;-250.0;299.0;484.0;43.0;-3.0;332.0
-81.0;-239.0;287.0;483.0;44.0;-20.0;342.0
-64.0;-225.0;274.0;519.0;48.0;-20.0;354.0
-59.0;-217.0;265.0;566.0;51.0;-13.0;365.0
-60.0;-212.0;256.0;648.0;53.0;-17.0;373.0
-59.0;?;244.0;724.0;?;-26.0;378.0
-53.0;-200.0;229.0;765.0;55.0;-39.0;382.0
-42.0;-193.0;215.0;802.0;57.0;-53.0;386.0
-30.0;-186.0;200.0;823.0;61.0;-66.0;391.0
-20.0;?;186.0;?;65.0;-82.0;397.0
-11.0;-172.0;172.0;857.0;69.0;-98.0;403.0
-4.0;-165.0;159.0;859.0;74.0;-115.0;?
4.0;-158.0;145.0;?;?;-136.0;419.0
15.0;-150.0;130.0;850.0;91.0;-158.0;427.0
26.0;-143.0;117.0;834.0;104.0;-180.0;433.0
37.0;-139.0;?;808.0;125.0;-199.0;435.0
48.0;-135.0;87.0;769.0;152.0;-213.0;442.0
?;-121.0;67.0;727.0;173.0;-226.0;455.0
64.0;-108.0;49.0;?;186.0;-241.0;464.0
?;-99.0;35.0;654.0;193.0;-262.0;469.0
96.0;-98.0;26.0;637.0;197.0;?;469.0
110.0;-101.0;22.0;629.0;214.0;?;?
?;-102.0;17.0;617.0;235.0;-312.0;?
?;-104.0;16.0;607.0;250.0;-313.0;473.0
116.0;-104.0;16.0;595.0;251.0;?;475.0
121.0;-105.0;17.0;581.0;240.0;-307.0;470.0
123.0;?;19.0;569.0;222.0;-304.0;461.0
121.0;-111.0;20.0;563.0;203.0;-300.0;450.0
120.0;-109.0;20.0;560.0;187.0;-295.0;441.0
117.0;-107.0;?;557.0;174.0;-290.0;434.0
116.0;-105.0;17.0;558.0;165.0;?;431.0
115.0;?;16.0;?;?;-288.0;429.0
114.0;-98.0;17.0;561.0;148.0;-288.0;428.0
111.0;-95.0;18.0;?;139.0;-287.0;427.0
109.0;-93.0;19.0;570.0;132.0;-284.0;424.0
109.0;-93.0;22.0;580.0;125.0;-280.0;421.0
108.0;-93.0;25.0;592.0;119.0;-278.0;420.0
105.0;-92.0;27.0;605.0;118.0;-275.0;419.0
104.0;?;?;619.0;121.0;-272.0;?
108.0;-81.0;24.0;630.0;133.0;-273.0;430.0
119.0;-74.0;20.0;636.0;150.0;-281.0;441.0
136.0;-64.0;14.0;643.0;161.0;-301.0;453.0
163.0;-55.0;8.0;663.0;165.0;-332.0;462.0
196.0;-47.0;?;679.0;167.0;-367.0;472.0
229.0;-42.0;-3.0;699.0;174.0;-397.0;?
254.0;-41.0;-6.0;707.0;184.0;-415.0;489.0
266.0;-39.0;-11.0;715.0;194.0;-422.0;495.0
268.0;-38.0;-15.0;732.0;200.0;-419.0;501.0
264.0;-37.0;-18.0;754.0;204.0;-410.0;505.0
260.0;-35.0;-20.0;776.0;206.0;-398.0;508.0
255.0;-35.0;-20.0;798.0;210.0;-386.0;511.0
251.0;-35.0;-20.0;?;214.0;-375.0;?
248.0;?;-18.0;815.0;218.0;-367.0;516.0
?;?;-15.0;818.0;222.0;-364.0;519.0
243.0;-43.0;-11.0;814.0;225.0;-363.0;522.0
241.0;?;-6.0;811.0;228.0;-365.0;524.0
241.0;-56.0;-1.0;816.0;227.0;?;522.0
?;-65.0;2.0;819.0;223.0;-374.0;517.0
239.0;-73.0;?;821.0;219.0;-378.0;?
239.0;-80.0;6.0;816.0;216.0;-380.0;509.0
237.0;-89.0;?;805.0;211.0;-380.0;503.0
231.0;-98.0;10.0;786.0;199.0;-379.0;?
224.0;-108.0;18.0;760.0;177.0;-378.0;483.0
220.0;-118.0;31.0;740.0;149.0;-382.0;467.0
212.0;-134.0;47.0;724.0;117.0;?;445.0
193.0;-152.0;64.0;721.0;87.0;-375.0;418.0
?;-169.0;82.0;726.0;60.0;-350.0;390.0
138.0;-183.0;?;718.0;36.0;-312.0;365.0
113.0;-197.0;119.0;699.0;14.0;-270.0;343.0
89.0;-210.0;137.0;?;-8.0;-234.0;323.0
69.0;-221.0;153.0;636.0;-30.0;-210.0;304.0
55.0;?;169.0;610.0;-50.0;-200.0;286.0
49.0;-241.0;183.0;586.0;-69.0;-201.0;269.0
49.0;-248.0;196.0;563.0;-86.0;-207.0;254.0
49.0;-254.0;206.0;541.0;?;-213.0;243.0
46.0;-258.0;214.0;516.0;-110.0;-216.0;234.0
42.0;-259.0;219.0;486.0;-121.0;-217.0;230.0
43.0;-257.0;?;459.0;-129.0;-215.0;231.0
45.0;-258.0;236.0;438.0;-135.0;?;237.0
43.0;-257.0;241.0;425.0;-136.0;-212.0;242.0
37.0;?;244.0;422.0;-135.0;?;247.0
36.0;-249.0;247.0;420.0;?;-198.0;257.0
