InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RLA gyroX;Accelerometer HIP accZ;Accelerometer LWR accZ
-18.0;122.0;-139.0;-130.0;319.0;119.0;-360.0;-594.0;503.0;610.0
451.0;130.0;10.0;325.0;-70.0;304.0;-584.0;14.0;356.0;547.0
-88.0;658.0;82.0;322.0;154.0;453.0;-725.0;-340.0;391.0;582.0
-148.0;596.0;-13.0;264.0;-88.0;148.0;-621.0;-602.0;210.0;112.0
-492.0;353.0;-95.0;87.0;-653.0;181.0;-762.0;-1526.0;454.0;275.0
224.0;-1134.0;-82.0;155.0;267.0;-1424.0;-616.0;359.0;473.0;301.0
-224.0;133.0;0.0;166.0;-71.0;141.0;-447.0;75.0;556.0;346.0
-253.0;452.0;-14.0;275.0;-277.0;728.0;-713.0;86.0;258.0;450.0
-20.0;161.0;68.0;-99.0;-77.0;42.0;-189.0;-3.0;425.0;323.0
387.0;-889.0;-56.0;71.0;1163.0;-1974.0;-149.0;-98.0;386.0;290.0
25.0;8.0;113.0;469.0;-15.0;46.0;-376.0;60.0;436.0;640.0
123.0;-38.0;-16.0;186.0;335.0;-165.0;-370.0;1010.0;536.0;325.0
-339.0;140.0;57.0;-207.0;-445.0;196.0;-103.0;-5.0;564.0;625.0
16.0;9.0;118.0;478.0;42.0;42.0;-387.0;-117.0;455.0;641.0
96.0;-250.0;-3.0;390.0;96.0;38.0;-554.0;-220.0;213.0;189.0
22.0;-12.0;127.0;473.0;48.0;48.0;-400.0;-218.0;458.0;639.0
12.0;31.0;125.0;478.0;-26.0;47.0;-410.0;-111.0;441.0;624.0
20.0;12.0;122.0;473.0;21.0;42.0;-414.0;-185.0;432.0;613.0
2.0;30.0;119.0;473.0;-14.0;74.0;-427.0;-78.0;454.0;620.0
-30.0;58.0;124.0;487.0;24.0;79.0;-430.0;39.0;463.0;651.0
-57.0;-134.0;59.0;302.0;-207.0;143.0;-485.0;-493.0;363.0;472.0
-19.0;81.0;120.0;474.0;-61.0;38.0;-429.0;27.0;442.0;619.0
-257.0;-155.0;115.0;319.0;-581.0;-199.0;-854.0;-163.0;415.0;423.0
3.0;22.0;116.0;480.0;-13.0;39.0;-426.0;-88.0;473.0;606.0
10.0;62.0;112.0;480.0;-95.0;46.0;-437.0;-221.0;440.0;647.0
-11.0;73.0;117.0;479.0;-69.0;76.0;-442.0;-269.0;447.0;632.0
-23.0;65.0;107.0;490.0;-80.0;78.0;-449.0;-174.0;435.0;601.0
-13.0;69.0;89.0;489.0;-57.0;98.0;-452.0;-229.0;445.0;612.0
20.0;-14.0;95.0;488.0;38.0;137.0;-462.0;-140.0;426.0;590.0
62.0;-32.0;127.0;549.0;-13.0;149.0;-469.0;-163.0;464.0;643.0
249.0;180.0;74.0;515.0;-451.0;668.0;-442.0;-217.0;315.0;401.0
140.0;98.0;121.0;479.0;-52.0;250.0;-477.0;-133.0;488.0;588.0
895.0;-1039.0;-72.0;145.0;854.0;-714.0;-220.0;108.0;232.0;246.0
-163.0;137.0;84.0;291.0;-235.0;115.0;-571.0;-243.0;303.0;421.0
79.0;122.0;286.0;102.0;-281.0;33.0;-264.0;35.0;431.0;867.0
27.0;30.0;58.0;43.0;-25.0;23.0;-77.0;-710.0;668.0;754.0
-9.0;-66.0;10.0;249.0;-124.0;-89.0;-543.0;-157.0;469.0;379.0
8.0;70.0;-172.0;52.0;-39.0;148.0;-180.0;-231.0;464.0;642.0
-21.0;24.0;62.0;274.0;16.0;49.0;-377.0;350.0;432.0;413.0
35.0;39.0;52.0;273.0;85.0;17.0;-408.0;692.0;405.0;432.0
31.0;-14.0;-109.0;-73.0;85.0;107.0;-230.0;-239.0;573.0;582.0
414.0;-480.0;-89.0;80.0;116.0;359.0;-174.0;177.0;431.0;288.0
44.0;25.0;51.0;267.0;39.0;30.0;-361.0;-789.0;436.0;418.0
180.0;-83.0;-11.0;151.0;534.0;-288.0;-908.0;154.0;467.0;311.0
32.0;-37.0;108.0;353.0;92.0;-81.0;-428.0;-2589.0;426.0;452.0
12.0;20.0;56.0;179.0;50.0;62.0;304.0;459.0;512.0;787.0
-21.0;20.0;24.0;-4.0;30.0;68.0;20.0;133.0;607.0;770.0
100.0;-11.0;117.0;330.0;458.0;329.0;-421.0;352.0;278.0;470.0
338.0;12.0;38.0;202.0;567.0;104.0;-427.0;633.0;350.0;426.0
401.0;-465.0;-24.0;114.0;643.0;-637.0;-449.0;1488.0;437.0;305.0
315.0;-55.0;11.0;234.0;225.0;167.0;-448.0;-399.0;417.0;424.0
-41.0;52.0;-8.0;310.0;171.0;178.0;-254.0;476.0;342.0;433.0
-7.0;-7.0;42.0;270.0;-1.0;5.0;-360.0;-490.0;393.0;424.0
444.0;-157.0;59.0;377.0;444.0;-340.0;-1.0;-589.0;243.0;421.0
-356.0;294.0;37.0;396.0;-227.0;451.0;-115.0;1043.0;192.0;394.0
-40.0;8.0;61.0;-15.0;31.0;132.0;-105.0;20.0;481.0;595.0
15.0;-6.0;24.0;-4.0;28.0;50.0;3.0;-81.0;607.0;780.0
81.0;-86.0;83.0;308.0;25.0;-95.0;-258.0;230.0;366.0;479.0
-39.0;-43.0;20.0;225.0;-54.0;2.0;-499.0;-367.0;453.0;410.0
68.0;-628.0;24.0;273.0;-132.0;-454.0;-121.0;492.0;378.0;234.0
-92.0;29.0;17.0;13.0;-5.0;48.0;-126.0;200.0;439.0;716.0
-10.0;2.0;81.0;154.0;15.0;56.0;-424.0;-13.0;664.0;795.0
-15.0;67.0;-25.0;164.0;52.0;134.0;-540.0;511.0;435.0;361.0
77.0;-120.0;40.0;267.0;-209.0;68.0;-869.0;173.0;327.0;397.0
-172.0;3.0;-14.0;49.0;77.0;-209.0;-796.0;70.0;228.0;511.0
-692.0;526.0;-488.0;386.0;-1288.0;-600.0;-429.0;-529.0;203.0;296.0
-21.0;18.0;-288.0;-64.0;93.0;126.0;-254.0;552.0;584.0;100.0
31.0;-34.0;-238.0;-58.0;146.0;-58.0;121.0;2.0;439.0;201.0
-224.0;1191.0;72.0;563.0;-469.0;2173.0;-155.0;250.0;170.0;397.0
109.0;5.0;28.0;461.0;310.0;-180.0;-546.0;206.0;154.0;325.0
84.0;42.0;-12.0;136.0;145.0;-159.0;114.0;-2.0;456.0;154.0
-348.0;-297.0;-693.0;53.0;-195.0;-540.0;341.0;-243.0;488.0;-44.0
100.0;-28.0;70.0;177.0;-38.0;9.0;-227.0;-105.0;711.0;825.0
-32.0;36.0;97.0;81.0;33.0;57.0;-206.0;279.0;658.0;802.0
6.0;62.0;94.0;77.0;39.0;60.0;-205.0;-44.0;690.0;816.0
17.0;60.0;10.0;190.0;50.0;40.0;-862.0;-49.0;408.0;410.0
207.0;511.0;138.0;356.0;505.0;538.0;-693.0;-264.0;318.0;431.0
-88.0;391.0;69.0;250.0;126.0;312.0;-425.0;-545.0;52.0;626.0
299.0;402.0;53.0;304.0;368.0;562.0;-148.0;102.0;180.0;507.0
31.0;35.0;-415.0;335.0;1.0;35.0;-516.0;-53.0;12.0;463.0
23.0;27.0;-663.0;81.0;925.0;-110.0;-217.0;4.0;587.0;155.0
39.0;-64.0;18.0;347.0;310.0;-288.0;-29.0;1144.0;265.0;431.0
295.0;-723.0;-135.0;352.0;21.0;-471.0;-560.0;-590.0;304.0;423.0
18.0;52.0;-394.0;259.0;-6.0;57.0;-99.0;-169.0;256.0;280.0
17.0;18.0;192.0;179.0;37.0;48.0;-217.0;-3.0;586.0;871.0
-19.0;24.0;58.0;49.0;7.0;64.0;-194.0;-155.0;667.0;784.0
261.0;-3.0;-152.0;499.0;403.0;116.0;-446.0;2550.0;291.0;378.0
-19.0;10.0;187.0;82.0;3.0;54.0;-239.0;104.0;506.0;891.0
343.0;119.0;155.0;538.0;28.0;-245.0;-629.0;-728.0;189.0;385.0
64.0;6.0;57.0;105.0;154.0;185.0;-264.0;-47.0;558.0;760.0
326.0;442.0;11.0;224.0;86.0;467.0;-689.0;-893.0;305.0;166.0
-610.0;872.0;68.0;394.0;-965.0;1252.0;-337.0;-1426.0;203.0;505.0
27.0;655.0;-49.0;199.0;336.0;242.0;203.0;-1156.0;345.0;502.0
67.0;-12.0;6.0;0.0;48.0;4.0;-75.0;-218.0;638.0;788.0
-966.0;248.0;-189.0;440.0;-910.0;-116.0;189.0;122.0;-52.0;684.0
804.0;-55.0;64.0;423.0;784.0;-103.0;-130.0;251.0;331.0;419.0
299.0;31.0;-80.0;229.0;415.0;-205.0;-620.0;-207.0;432.0;462.0
37.0;128.0;-247.0;233.0;534.0;-778.0;-480.0;-951.0;424.0;427.0
111.0;85.0;-164.0;390.0;225.0;-100.0;-587.0;-578.0;447.0;581.0
10.0;-66.0;151.0;97.0;-55.0;213.0;-199.0;-34.0;595.0;999.0
13.0;134.0;-3.0;159.0;149.0;141.0;-555.0;-95.0;491.0;338.0
12.0;22.0;73.0;149.0;42.0;65.0;-240.0;6.0;587.0;771.0
24.0;8.0;356.0;167.0;97.0;91.0;-154.0;3.0;569.0;935.0
21.0;-4.0;10.0;131.0;111.0;89.0;-250.0;-34.0;577.0;755.0
53.0;-13.0;193.0;117.0;511.0;298.0;-194.0;-13.0;585.0;578.0
48.0;-11.0;-44.0;135.0;90.0;89.0;-250.0;-47.0;598.0;756.0
29.0;14.0;97.0;128.0;-31.0;140.0;-211.0;71.0;592.0;371.0
8.0;37.0;-255.0;169.0;37.0;-9.0;-226.0;113.0;575.0;594.0
-40.0;71.0;-395.0;-27.0;-49.0;36.0;-272.0;9.0;562.0;114.0
-577.0;404.0;-611.0;74.0;166.0;-280.0;38.0;-69.0;399.0;357.0
29.0;22.0;-141.0;541.0;27.0;101.0;-7.0;-72.0;-322.0;2.0
40.0;120.0;-13.0;-49.0;-84.0;-68.0;-183.0;17.0;540.0;372.0
-55.0;91.0;-396.0;246.0;-65.0;211.0;-73.0;80.0;282.0;322.0
6.0;15.0;-225.0;174.0;0.0;-37.0;-223.0;21.0;587.0;578.0
215.0;-485.0;37.0;307.0;623.0;-1120.0;-205.0;273.0;357.0;306.0
-29.0;28.0;-195.0;162.0;101.0;127.0;-223.0;-27.0;600.0;577.0
-18.0;18.0;195.0;173.0;23.0;32.0;-212.0;4.0;596.0;287.0
-395.0;768.0;88.0;243.0;-507.0;832.0;-76.0;-693.0;327.0;598.0
-33.0;-3.0;199.0;174.0;22.0;41.0;-210.0;-11.0;590.0;474.0
16.0;41.0;-229.0;155.0;-5.0;97.0;-222.0;-68.0;567.0;574.0
86.0;-58.0;-79.0;335.0;-29.0;290.0;-583.0;168.0;408.0;495.0
272.0;-105.0;-204.0;314.0;54.0;724.0;-455.0;387.0;440.0;483.0
-15.0;12.0;-185.0;231.0;-23.0;83.0;-373.0;333.0;402.0;598.0
93.0;-98.0;-277.0;225.0;28.0;147.0;-306.0;782.0;425.0;652.0
16.0;0.0;-218.0;198.0;24.0;125.0;-371.0;-38.0;447.0;729.0
-86.0;19.0;-243.0;257.0;44.0;159.0;-379.0;-276.0;442.0;661.0
-828.0;933.0;27.0;267.0;-1040.0;1508.0;-392.0;-447.0;93.0;536.0
-420.0;573.0;-29.0;272.0;-679.0;411.0;-799.0;-414.0;279.0;452.0
366.0;159.0;-423.0;248.0;423.0;334.0;-105.0;-356.0;272.0;280.0
-57.0;102.0;-252.0;225.0;12.0;244.0;-340.0;-154.0;404.0;617.0
-1.0;463.0;-430.0;182.0;-102.0;283.0;-322.0;68.0;435.0;523.0
-212.0;193.0;-444.0;309.0;-202.0;-354.0;-510.0;678.0;201.0;314.0
6.0;3.0;-286.0;172.0;-213.0;-99.0;-329.0;104.0;443.0;632.0
-347.0;320.0;-434.0;294.0;107.0;-705.0;-250.0;-159.0;131.0;353.0
20.0;17.0;-247.0;162.0;222.0;200.0;-225.0;-41.0;565.0;531.0
61.0;-194.0;-9.0;251.0;372.0;-668.0;-1113.0;-33.0;281.0;361.0
368.0;-487.0;77.0;279.0;306.0;-382.0;-920.0;500.0;281.0;277.0
-49.0;-9.0;-11.0;162.0;-100.0;108.0;-527.0;372.0;415.0;374.0
-4.0;-28.0;-160.0;634.0;29.0;52.0;160.0;-363.0;-334.0;168.0
46.0;36.0;8.0;163.0;160.0;124.0;-872.0;173.0;429.0;464.0
-3.0;-15.0;9.0;240.0;100.0;-31.0;-565.0;185.0;396.0;350.0
5.0;54.0;22.0;173.0;57.0;81.0;-871.0;44.0;415.0;403.0
-209.0;-174.0;-52.0;170.0;-161.0;192.0;-582.0;815.0;379.0;204.0
-31.0;-383.0;-74.0;124.0;142.0;-386.0;-467.0;839.0;460.0;340.0
36.0;34.0;-273.0;155.0;38.0;139.0;-222.0;-57.0;567.0;560.0
57.0;-109.0;-157.0;640.0;83.0;80.0;98.0;-830.0;-348.0;153.0
-32.0;76.0;9.0;229.0;-41.0;190.0;-553.0;133.0;589.0;412.0
2.0;26.0;-264.0;150.0;1.0;115.0;-222.0;-105.0;578.0;514.0
-13.0;242.0;-15.0;149.0;81.0;327.0;-916.0;35.0;344.0;429.0
495.0;-497.0;-607.0;359.0;943.0;629.0;166.0;727.0;490.0;456.0
-160.0;-139.0;-118.0;1.0;-145.0;342.0;-1001.0;-132.0;477.0;390.0
-269.0;162.0;-602.0;195.0;-99.0;-246.0;-107.0;-1054.0;243.0;-84.0
-277.0;480.0;67.0;287.0;-23.0;463.0;-460.0;429.0;356.0;402.0
338.0;-206.0;275.0;794.0;115.0;-179.0;332.0;363.0;-382.0;758.0
-87.0;542.0;-11.0;147.0;-33.0;350.0;-599.0;-817.0;439.0;414.0
-52.0;250.0;102.0;259.0;31.0;38.0;-472.0;174.0;350.0;477.0
52.0;-72.0;90.0;191.0;-146.0;53.0;-630.0;-1127.0;351.0;424.0
150.0;-54.0;66.0;645.0;422.0;-308.0;-75.0;-116.0;-131.0;174.0
27.0;38.0;103.0;546.0;15.0;86.0;-430.0;11.0;192.0;311.0
-97.0;206.0;-3.0;356.0;-95.0;7.0;-341.0;59.0;60.0;314.0
-219.0;231.0;234.0;536.0;209.0;308.0;-400.0;271.0;130.0;304.0
8.0;39.0;75.0;509.0;-52.0;-15.0;-444.0;-282.0;142.0;306.0
72.0;41.0;-112.0;587.0;71.0;79.0;-11.0;-402.0;-395.0;34.0
241.0;0.0;191.0;593.0;166.0;-150.0;-602.0;-306.0;166.0;286.0
-221.0;151.0;71.0;297.0;-365.0;393.0;-544.0;121.0;316.0;420.0
-15.0;4.0;94.0;336.0;42.0;210.0;-531.0;531.0;323.0;465.0
136.0;131.0;3.0;170.0;461.0;-88.0;-54.0;-619.0;504.0;433.0
243.0;-114.0;193.0;526.0;216.0;-191.0;-43.0;-318.0;188.0;313.0
-18.0;-13.0;-154.0;604.0;35.0;102.0;175.0;72.0;-363.0;137.0
-81.0;49.0;-447.0;433.0;-92.0;-71.0;91.0;1082.0;-224.0;32.0
-113.0;79.0;78.0;395.0;-95.0;273.0;-33.0;256.0;348.0;345.0
-14.0;42.0;99.0;425.0;13.0;81.0;-63.0;-84.0;234.0;375.0
39.0;68.0;105.0;437.0;126.0;-1.0;-45.0;-158.0;276.0;391.0
-324.0;267.0;157.0;859.0;22.0;289.0;599.0;15.0;-474.0;613.0
283.0;44.0;-183.0;638.0;231.0;23.0;238.0;-367.0;143.0;260.0
36.0;179.0;6.0;226.0;295.0;30.0;7.0;-140.0;107.0;187.0
-80.0;-93.0;-487.0;461.0;-32.0;-35.0;46.0;308.0;-224.0;58.0
-32.0;-9.0;11.0;672.0;99.0;24.0;48.0;396.0;-180.0;147.0
-150.0;161.0;164.0;97.0;-182.0;-268.0;-111.0;123.0;598.0;138.0
2.0;21.0;44.0;178.0;6.0;36.0;145.0;-6.0;436.0;791.0
-270.0;591.0;147.0;328.0;-121.0;729.0;17.0;-335.0;283.0;384.0
11.0;28.0;44.0;7.0;-1.0;42.0;-243.0;34.0;596.0;779.0
8.0;-2.0;91.0;163.0;16.0;26.0;-422.0;10.0;646.0;792.0
6.0;16.0;82.0;160.0;20.0;54.0;-421.0;16.0;648.0;773.0
9.0;34.0;90.0;167.0;57.0;0.0;-422.0;-79.0;648.0;769.0
-2.0;34.0;46.0;22.0;5.0;41.0;-186.0;-203.0;601.0;801.0
-243.0;511.0;57.0;298.0;-423.0;966.0;-931.0;-514.0;107.0;504.0
