InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
-510.0;89.0;83;555.0;-1;1096.0;-687.0
-611.0;7.0;128;676.0;0;1065.0;-428.0
-293.0;-566.0;-66;295.0;-2;941.0;-763.0
-208.0;-535.0;116;307.0;10;998.0;-588.0
-594.0;130.0;156;739.0;16;979.0;-503.0
-130.0;-559.0;36;228.0;-76;932.0;-571.0
-219.0;-657.0;18;218.0;-75;924.0;-590.0
-578.0;16.0;100;639.0;-27;905.0;-623.0
-176.0;53.0;74;192.0;-7;1040.0;-305.0
-511.0;100.0;48;640.0;-8;1008.0;-597.0
-599.0;91.0;-1;684.0;-7;1018.0;-525.0
-439.0;-325.0;129;409.0;105;908.0;-430.0
-433.0;-365.0;72;416.0;133;904.0;-525.0
-242.0;-469.0;-87;122.0;-170;1041.0;-497.0
-428.0;-380.0;26;405.0;152;953.0;-544.0
-364.0;-428.0;-92;234.0;-206;1055.0;-618.0
-366.0;-381.0;-94;255.0;-168;998.0;-470.0
-331.0;-327.0;-94;228.0;-179;743.0;-413.0
-266.0;-458.0;-6;139.0;-171;1170.0;-722.0
-470.0;229.0;54;605.0;-9;1027.0;-535.0
-570.0;-67.0;85;445.0;18;295.0;-588.0
-114.0;-549.0;23;210.0;-76;979.0;-725.0
-150.0;-514.0;65;435.0;-30;540.0;-450.0
-48.0;-568.0;-10;171.0;0;2015.0;-525.0
-287.0;-444.0;-83;196.0;-167;792.0;-585.0
-240.0;-332.0;20;355.0;-67;1140.0;-868.0
-235.0;-339.0;15;353.0;-58;843.0;-954.0
-159.0;-416.0;-12;286.0;-121;989.0;-933.0
-249.0;-343.0;-26;132.0;-154;1306.0;-886.0
-249.0;-309.0;-28;72.0;-153;870.0;-921.0
-246.0;-323.0;-28;81.0;-153;875.0;-896.0
-170.0;-540.0;-25;154.0;-142;1009.0;-780.0
-235.0;-573.0;-42;199.0;-144;1017.0;-738.0
-206.0;-521.0;-26;200.0;-156;895.0;-761.0
-248.0;-528.0;-2;144.0;-18;613.0;-433.0
-453.0;202.0;54;593.0;-9;772.0;-389.0
-277.0;-398.0;-63;164.0;-4;764.0;-403.0
-83.0;-672.0;-64;-58.0;20;1009.0;-463.0
-605.0;166.0;121;752.0;0;792.0;-723.0
-542.0;25.0;72;660.0;-11;923.0;-601.0
-569.0;-12.0;30;651.0;-7;815.0;-572.0
-272.0;-402.0;-61;425.0;-32;1008.0;-425.0
-524.0;285.0;72;658.0;-3;941.0;-681.0
-475.0;248.0;78;536.0;1;952.0;-783.0
-208.0;-237.0;71;411.0;-8;850.0;-1016.0
-132.0;-596.0;-6;139.0;-84;933.0;-761.0
-308.0;-415.0;135;285.0;2;1064.0;-764.0
-178.0;-526.0;-6;186.0;-84;953.0;-751.0
-279.0;-663.0;10;310.0;-74;932.0;-768.0
-261.0;-502.0;34;352.0;-66;935.0;-785.0
-259.0;-514.0;33;338.0;-67;915.0;-763.0
-535.0;388.0;78;669.0;1;972.0;-914.0
-166.0;-543.0;25;201.0;-52;1071.0;-578.0
-171.0;-537.0;26;205.0;-49;1069.0;-639.0
-367.0;-286.0;-218;414.0;-157;1013.0;-587.0
-375.0;-261.0;-156;424.0;-154;1092.0;-630.0
-175.0;-528.0;29;208.0;-33;1048.0;-537.0
-164.0;-535.0;13;193.0;-30;1023.0;-572.0
-158.0;-543.0;9;186.0;-31;1031.0;-553.0
-99.0;-675.0;-8;28.0;-117;709.0;-804.0
-107.0;-619.0;8;45.0;-90;1058.0;-867.0
-457.0;219.0;71;627.0;-4;983.0;-687.0
-453.0;216.0;72;626.0;-4;1008.0;-665.0
-475.0;237.0;72;637.0;-3;1093.0;-716.0
-453.0;216.0;68;629.0;-4;1031.0;-710.0
-5.0;-531.0;56;165.0;-73;1578.0;-535.0
-459.0;223.0;64;636.0;-5;981.0;-657.0
-440.0;-132.0;-155;537.0;17;1016.0;-448.0
-501.0;247.0;47;674.0;-8;1014.0;-700.0
-465.0;233.0;62;640.0;-6;1002.0;-673.0
-289.0;-350.0;96;243.0;-8;604.0;-542.0
-338.0;-416.0;97;357.0;-8;1065.0;-434.0
-467.0;48.0;-200;434.0;-179;1057.0;-666.0
-510.0;-48.0;49;678.0;-14;966.0;-937.0
-499.0;-88.0;-17;604.0;-2;1075.0;-699.0
-492.0;-113.0;-16;605.0;-3;993.0;-488.0
-489.0;82.0;38;617.0;-13;1016.0;-440.0
-491.0;76.0;38;612.0;-13;1025.0;-441.0
-497.0;78.0;38;609.0;-13;1027.0;-451.0
-564.0;174.0;35;668.0;-11;1027.0;-809.0
126.0;-611.0;92;21.0;-19;752.0;-720.0
106.0;-641.0;148;-4.0;-6;812.0;-445.0
-506.0;87.0;39;635.0;-12;1024.0;-618.0
-465.0;15.0;45;610.0;-9;1085.0;-500.0
-362.0;-316.0;-94;262.0;-178;247.0;-389.0
-324.0;-234.0;-107;376.0;-18;600.0;-551.0
-350.0;-215.0;-107;404.0;-18;594.0;-491.0
-393.0;-195.0;-107;441.0;-19;659.0;-489.0
-490.0;203.0;142;630.0;5;1155.0;-820.0
-80.0;-819.0;127;113.0;-69;959.0;-660.0
-404.0;131.0;155;549.0;-3;703.0;-749.0
-296.0;-417.0;-160;261.0;53;811.0;-683.0
-453.0;-17.0;43;641.0;-61;1031.0;-751.0
-449.0;-8.0;48;642.0;-54;1030.0;-511.0
-578.0;60.0;-2;691.0;-7;1025.0;-493.0
-507.0;113.0;55;689.0;-10;982.0;-574.0
-243.0;-457.0;1;396.0;-33;1038.0;-745.0
-205.0;-499.0;1;368.0;-35;1030.0;-752.0
-201.0;-499.0;1;368.0;-35;1012.0;-756.0
-541.0;231.0;126;522.0;-13;1037.0;-631.0
-202.0;-490.0;1;374.0;-37;1020.0;-712.0
-206.0;-481.0;1;379.0;-38;1022.0;-720.0
-211.0;-474.0;1;383.0;-38;1019.0;-719.0
-308.0;-313.0;1;403.0;-53;1471.0;-570.0
-455.0;-172.0;-15;586.0;-3;1060.0;-516.0
-468.0;14.0;58;635.0;-25;1061.0;-734.0
-513.0;174.0;67;653.0;-17;978.0;-679.0
-593.0;185.0;21;756.0;-16;906.0;-856.0
-316.0;17.0;112;661.0;-16;1026.0;-721.0
-330.0;51.0;89;683.0;-52;1060.0;-613.0
-563.0;-165.0;70;665.0;-19;859.0;-513.0
-415.0;-131.0;76;589.0;-28;932.0;-398.0
-426.0;-30.0;-6;575.0;-39;1063.0;-847.0
-499.0;-211.0;91;602.0;-22;630.0;-412.0
-496.0;-135.0;-17;625.0;-4;1039.0;-593.0
-550.0;196.0;-163;840.0;12;1410.0;-606.0
-441.0;6.0;19;574.0;-80;1089.0;-773.0
-495.0;-38.0;113;548.0;2;1425.0;-799.0
-170.0;-389.0;52;317.0;-43;1314.0;-426.0
-505.0;-120.0;-17;638.0;-4;926.0;-737.0
-206.0;-587.0;-36;171.0;-132;1103.0;-799.0
-449.0;-10.0;81;632.0;-26;1106.0;-622.0
-550.0;-83.0;87;655.0;-4;1359.0;-390.0
-450.0;-6.0;86;631.0;-24;967.0;-420.0
-391.0;-360.0;52;610.0;-14;928.0;-958.0
-432.0;-258.0;21;518.0;-23;773.0;-794.0
-447.0;-210.0;21;545.0;-22;622.0;-805.0
-469.0;-198.0;52;642.0;-14;913.0;-929.0
-141.0;-547.0;52;322.0;-46;920.0;-540.0
-199.0;-573.0;-81;57.0;-136;903.0;-591.0
287.0;-322.0;6;81.0;-25;787.0;-593.0
556.0;-47.0;11;-650.0;-6;1049.0;-541.0
-469.0;-18.0;-121;534.0;27;970.0;-438.0
-413.0;-102.0;7;586.0;-13;1014.0;-394.0
-462.0;-92.0;-121;483.0;28;1125.0;-657.0
-433.0;-203.0;-119;489.0;17;824.0;-834.0
-524.0;42.0;-131;764.0;24;699.0;-945.0
-338.0;-349.0;36;500.0;-67;1032.0;-428.0
-465.0;-297.0;-160;566.0;25;975.0;-431.0
-223.0;-462.0;52;399.0;-45;1008.0;-473.0
-216.0;-492.0;52;394.0;-45;1010.0;-567.0
-204.0;-506.0;52;386.0;-45;1027.0;-590.0
338.0;-262.0;3;-421.0;-17;638.0;-620.0
-457.0;-220.0;-87;514.0;-54;961.0;-413.0
-376.0;-557.0;-7;406.0;-91;1284.0;-840.0
-191.0;-527.0;52;380.0;-46;1018.0;-569.0
-590.0;248.0;139;740.0;-1;988.0;-845.0
-368.0;-301.0;47;480.0;-34;1133.0;-669.0
-197.0;-621.0;1;294.0;-33;1066.0;-746.0
-450.0;-70.0;107;638.0;-4;904.0;-464.0
-449.0;-71.0;106;643.0;-4;919.0;-472.0
-516.0;41.0;106;673.0;-4;872.0;-509.0
-182.0;-548.0;-37;32.0;-22;951.0;-400.0
-236.0;-545.0;-37;163.0;-16;1008.0;-730.0
-325.0;-212.0;47;396.0;-39;524.0;-701.0
-189.0;-533.0;53;384.0;-45;966.0;-580.0
-446.0;-304.0;80;368.0;19;283.0;-679.0
-505.0;-11.0;115;575.0;2;942.0;-804.0
-193.0;-630.0;32;386.0;-56;687.0;-773.0
-501.0;-10.0;100;451.0;-20;1021.0;-363.0
70.0;-622.0;87;108.0;-14;1109.0;-670.0
-261.0;19.0;138;398.0;2;849.0;-951.0
-185.0;-169.0;154;497.0;-15;1533.0;-865.0
-446.0;-27.0;-103;550.0;5;897.0;-849.0
-529.0;57.0;100;469.0;-20;1024.0;-398.0
-540.0;79.0;100;475.0;-20;1007.0;-372.0
54.0;-350.0;57;328.0;-18;1092.0;-675.0
-432.0;-23.0;-103;524.0;5;1004.0;-842.0
-421.0;-17.0;-102;505.0;5;1067.0;-843.0
-270.0;-460.0;-4;144.0;-164;1006.0;-769.0
-507.0;299.0;63;640.0;-4;966.0;-509.0
-246.0;-540.0;-41;107.0;-155;1190.0;-617.0
-231.0;-486.0;-7;113.0;-169;986.0;-504.0
-205.0;-532.0;-7;94.0;-169;880.0;-476.0
-254.0;67.0;93;491.0;-127;1006.0;-348.0
-294.0;120.0;93;525.0;-131;1036.0;-346.0
-352.0;204.0;94;574.0;-135;900.0;-435.0
-610.0;57.0;42;665.0;-15;2023.0;-455.0
-549.0;106.0;100;484.0;-20;1033.0;-417.0
-506.0;45.0;128;609.0;2;955.0;-806.0
-525.0;-4.0;49;659.0;-14;982.0;-955.0
-596.0;52.0;158;734.0;14;914.0;-983.0
-487.0;146.0;23;637.0;-124;966.0;-599.0
19.0;-376.0;53;371.0;-28;1112.0;-608.0
-452.0;-16.0;42;642.0;-62;831.0;-903.0
-228.0;-435.0;23;381.0;-127;1125.0;-637.0
-223.0;-474.0;22;378.0;-128;1005.0;-669.0
-401.0;-112.0;69;569.0;-12;1009.0;-899.0
-475.0;46.0;-142;609.0;-44;948.0;-618.0
-121.0;-461.0;54;273.0;-45;1113.0;-481.0
-527.0;-312.0;78;357.0;19;302.0;-598.0
-466.0;251.0;63;619.0;-4;982.0;-509.0
-175.0;-542.0;30;264.0;-18;1030.0;-700.0
-541.0;-35.0;-3;631.0;-9;983.0;-532.0
-501.0;-113.0;-122;430.0;99;1020.0;-413.0
-507.0;-90.0;-121;442.0;99;1031.0;-428.0
-165.0;-546.0;80;251.0;0;1021.0;-654.0
-543.0;39.0;-122;494.0;109;1020.0;-647.0
-550.0;61.0;-118;508.0;121;934.0;-687.0
-118.0;-434.0;49;436.0;-16;942.0;-474.0
-52.0;-571.0;76;244.0;-71;936.0;-515.0
-544.0;-31.0;-5;614.0;-10;1002.0;-630.0
-544.0;-28.0;-7;612.0;-12;1065.0;-620.0
34.0;-630.0;-100;-167.0;-112;1019.0;-429.0
-566.0;274.0;158;601.0;-3;956.0;-653.0
-167.0;-473.0;62;455.0;-28;953.0;-512.0
-536.0;242.0;129;580.0;-2;974.0;-593.0
-532.0;240.0;121;583.0;-2;939.0;-589.0
-544.0;328.0;70;592.0;2;1051.0;-617.0
-543.0;-26.0;-15;619.0;-13;1016.0;-544.0
-484.0;246.0;92;602.0;-5;951.0;-507.0
203.0;-502.0;-26;-357.0;-82;1006.0;-519.0
136.0;-644.0;-11;-283.0;-91;995.0;-667.0
-11.0;-628.0;14;-162.0;-136;981.0;-674.0
-595.0;53.0;-1;661.0;-7;1042.0;-516.0
-546.0;469.0;49;666.0;-7;1734.0;-568.0
-15.0;-601.0;-64;-52.0;-147;941.0;-510.0
-548.0;135.0;84;651.0;-17;682.0;-741.0
-14.0;-552.0;-25;136.0;-45;1334.0;-602.0
-436.0;281.0;-13;589.0;-15;937.0;-617.0
10.0;-604.0;52;159.0;-47;1080.0;-445.0
-66.0;-489.0;62;228.0;-35;1043.0;-756.0
-149.0;-377.0;55;493.0;-13;821.0;-778.0
-168.0;-350.0;58;453.0;-23;962.0;-889.0
-229.0;-328.0;59;437.0;-24;952.0;-309.0
-459.0;110.0;91;541.0;-6;917.0;-325.0
-503.0;132.0;-152;532.0;-62;842.0;-499.0
-497.0;134.0;-152;528.0;-62;846.0;-507.0
-523.0;141.0;-151;565.0;-63;1023.0;-695.0
-558.0;171.0;-154;662.0;-38;989.0;-478.0
-460.0;72.0;91;488.0;-6;943.0;-310.0
-459.0;70.0;91;486.0;-6;887.0;-331.0
-458.0;66.0;91;484.0;-6;907.0;-316.0
-490.0;-48.0;112;542.0;3;1168.0;-805.0
-144.0;-563.0;142;231.0;33;988.0;-508.0
-449.0;301.0;118;581.0;-11;1000.0;-813.0
-489.0;260.0;41;656.0;-12;1009.0;-606.0
-230.0;30.0;160;498.0;-5;981.0;-290.0
-441.0;-335.0;118;421.0;107;1020.0;-462.0
-301.0;-447.0;-21;438.0;-42;1037.0;-468.0
-127.0;-550.0;-133;211.0;-25;967.0;-606.0
-220.0;-548.0;-68;103.0;-2;977.0;-683.0
-124.0;-678.0;-16;274.0;-137;900.0;-742.0
-205.0;-557.0;-58;379.0;-32;1012.0;-381.0
-41.0;-571.0;47;213.0;-2;1108.0;-413.0
-132.0;-651.0;-59;134.0;-143;1011.0;-445.0
-138.0;-579.0;18;170.0;-84;1005.0;-547.0
-232.0;-557.0;-32;101.0;-154;1058.0;-954.0
-182.0;-616.0;-111;125.0;-62;1007.0;-752.0
-510.0;138.0;37;638.0;-13;1011.0;-417.0
-583.0;61.0;74;663.0;-29;1194.0;-365.0
-52.0;-608.0;49;223.0;-45;818.0;-398.0
64.0;-631.0;60;9.0;59;971.0;-401.0
30.0;-744.0;-23;-216.0;-132;653.0;-547.0
-246.0;268.0;74;222.0;-7;1049.0;-410.0
-583.0;-10.0;79;675.0;8;1612.0;-420.0
-125.0;-624.0;-48;174.0;-163;558.0;-890.0
-294.0;-434.0;-7;457.0;-39;901.0;-430.0
-449.0;-23.0;35;596.0;-15;1094.0;-356.0
-531.0;26.0;5;647.0;60;909.0;-467.0
-563.0;-246.0;86;576.0;18;276.0;-664.0
-218.0;-563.0;-17;133.0;-144;894.0;-609.0
-247.0;-537.0;-36;88.0;-154;873.0;-594.0
-182.0;-591.0;-16;62.0;-140;972.0;-557.0
-267.0;-564.0;-105;187.0;-38;1044.0;-407.0
-341.0;-422.0;-109;261.0;4;1011.0;-404.0
-524.0;124.0;151;647.0;0;964.0;-796.0
-533.0;84.0;106;672.0;-4;839.0;-514.0
-534.0;266.0;165;525.0;-14;903.0;-511.0
-235.0;-475.0;10;315.0;-138;947.0;-841.0
-509.0;-82.0;51;665.0;-14;999.0;-951.0
-517.0;75.0;-155;659.0;-32;1011.0;-679.0
-91.0;-861.0;133;280.0;-59;669.0;-583.0
-544.0;392.0;-178;670.0;-4;953.0;-588.0
-53.0;-468.0;-56;15.0;-141;1014.0;-625.0
-374.0;536.0;74;381.0;-7;1033.0;-270.0
-518.0;249.0;96;627.0;-1;991.0;-602.0
-564.0;274.0;88;696.0;-6;1011.0;-599.0
140.0;-617.0;93;-28.0;-23;479.0;-415.0
-210.0;-536.0;36;393.0;-71;1022.0;-605.0
-490.0;-245.0;-103;665.0;4;971.0;-870.0
-566.0;326.0;171;709.0;0;1299.0;-644.0
-44.0;-579.0;65;222.0;-16;1346.0;-366.0
314.0;-314.0;4;-406.0;-18;1555.0;-639.0
-534.0;307.0;120;828.0;0;951.0;-991.0
-203.0;-38.0;58;504.0;7;1701.0;-367.0
217.0;-346.0;3;-265.0;-14;971.0;-956.0
-472.0;30.0;148;460.0;6;1414.0;-420.0
381.0;-545.0;-90;-431.0;-81;885.0;-838.0
-47.0;-752.0;-1;221.0;-72;578.0;-524.0
113.0;-421.0;-64;-47.0;-137;1012.0;-774.0
-635.0;212.0;82;581.0;18;315.0;-769.0
-638.0;542.0;74;714.0;-7;692.0;-480.0
-516.0;-32.0;-123;753.0;170;976.0;-563.0
-613.0;443.0;73;660.0;-1;1011.0;-441.0
173.0;-617.0;-15;-315.0;-71;992.0;-784.0
-542.0;-96.0;81;663.0;-10;604.0;-501.0
-419.0;-287.0;-103;597.0;4;1004.0;-727.0
-553.0;-39.0;132;647.0;-26;874.0;-480.0
-543.0;-52.0;138;643.0;-33;766.0;-552.0
-417.0;-292.0;-102;596.0;0;1010.0;-610.0
-419.0;-296.0;-104;597.0;7;993.0;-641.0
172.0;-665.0;101;-27.0;-87;1002.0;-437.0
154.0;-574.0;-4;-303.0;-83;929.0;-630.0
-499.0;-42.0;-121;738.0;174;993.0;-429.0
-193.0;-602.0;-6;123.0;37;1300.0;-733.0
-51.0;-873.0;28;99.0;-75;1694.0;-670.0
-432.0;-299.0;-94;602.0;-3;970.0;-590.0
-55.0;-153.0;150;419.0;6;782.0;-294.0
-564.0;-28.0;122;657.0;-14;844.0;-501.0
-111.0;-109.0;121;467.0;10;904.0;-271.0
-43.0;-727.0;-27;88.0;-157;963.0;-847.0
-241.0;-513.0;-21;363.0;-41;932.0;-797.0
-206.0;-538.0;135;298.0;19;1040.0;-599.0
-282.0;-449.0;-7;438.0;-39;929.0;-413.0
-530.0;-109.0;140;631.0;-25;1217.0;-330.0
-633.0;497.0;74;675.0;-7;1023.0;-476.0
-430.0;-295.0;-31;624.0;-53;894.0;-490.0
-517.0;-95.0;-19;651.0;-5;922.0;-777.0
-615.0;499.0;75;692.0;-7;1010.0;-539.0
-555.0;259.0;88;690.0;-6;1007.0;-631.0
-534.0;-91.0;125;635.0;-25;540.0;-705.0
-471.0;-234.0;21;715.0;-21;879.0;-778.0
-239.0;-390.0;58;463.0;-24;1037.0;-391.0
-537.0;-132.0;100;601.0;-29;944.0;-378.0
-300.0;-697.0;-7;220.0;-97;884.0;-872.0
-552.0;-68.0;123;637.0;-25;705.0;-438.0
-574.0;310.0;171;704.0;1;973.0;-712.0
-285.0;-525.0;-9;319.0;-124;925.0;-809.0
-707.0;70.0;83;725.0;19;324.0;-790.0
-239.0;-362.0;59;456.0;-24;1179.0;-397.0
-422.0;-526.0;-13;436.0;-83;948.0;-857.0
-582.0;196.0;-147;710.0;-11;978.0;-414.0
28.0;-762.0;-60;125.0;-131;816.0;-731.0
-523.0;159.0;51;676.0;-36;960.0;-468.0
-386.0;-363.0;52;609.0;-14;1016.0;-904.0
-737.0;670.0;78;888.0;19;295.0;-609.0
-559.0;319.0;63;665.0;-5;1010.0;-694.0
-618.0;62.0;75;686.0;-9;1316.0;-579.0
-577.0;390.0;119;766.0;-1;1017.0;-787.0
-101.0;-594.0;27;293.0;-59;1029.0;-398.0
-443.0;-461.0;-13;477.0;-83;885.0;-825.0
-402.0;-463.0;-160;495.0;17;954.0;-484.0
-76.0;-422.0;48;373.0;-12;833.0;-361.0
-89.0;-598.0;17;416.0;-7;874.0;-352.0
-240.0;-502.0;-7;379.0;-38;1191.0;-540.0
-614.0;161.0;103;728.0;-5;1018.0;-598.0
-309.0;46.0;143;394.0;3;1262.0;-979.0
-606.0;112.0;-1;700.0;-7;1021.0;-527.0
-643.0;141.0;-1;692.0;-6;901.0;-454.0
-438.0;-480.0;-14;468.0;-84;855.0;-797.0
-518.0;128.0;148;520.0;5;727.0;-411.0
-547.0;254.0;176;599.0;-10;1009.0;-504.0
-63.0;-680.0;48;248.0;-34;1018.0;-461.0
-598.0;352.0;88;793.0;-6;1010.0;-488.0
-194.0;-538.0;-3;311.0;-34;1014.0;-820.0
-495.0;-139.0;-122;420.0;99;992.0;-378.0
-497.0;-217.0;21;741.0;-17;1050.0;-818.0
-379.0;-314.0;35;521.0;-18;1106.0;-784.0
-596.0;27.0;63;686.0;-26;952.0;-551.0
-522.0;-153.0;21;747.0;-16;868.0;-820.0
-411.0;-332.0;19;482.0;-32;1054.0;-926.0
-587.0;216.0;57;566.0;-7;974.0;-403.0
-538.0;244.0;33;708.0;-114;952.0;-468.0
-593.0;174.0;65;689.0;-4;866.0;-357.0
-395.0;-428.0;-98;307.0;157;979.0;-507.0
-528.0;148.0;35;712.0;-11;982.0;-581.0
-650.0;241.0;81;688.0;18;320.0;-719.0
-635.0;593.0;74;585.0;-7;1016.0;-124.0
-455.0;-292.0;-122;343.0;102;993.0;-354.0
-495.0;190.0;194;564.0;-2;1023.0;-781.0
-455.0;-172.0;-15;589.0;-3;1125.0;-495.0
-466.0;97.0;91;506.0;-6;954.0;-248.0
-116.0;-376.0;-108;149.0;-18;-163.0;-970.0
-567.0;71.0;21;746.0;-16;960.0;-823.0
-562.0;419.0;91;664.0;-5;1022.0;-610.0
-530.0;231.0;-143;605.0;-2;1027.0;-795.0
-619.0;86.0;39;700.0;-151;962.0;-435.0
-491.0;179.0;146;768.0;-1;996.0;-840.0
-601.0;-3.0;80;696.0;-16;846.0;-682.0
-502.0;-84.0;101;708.0;-3;956.0;-778.0
-19.0;-745.0;-58;200.0;-106;1116.0;-409.0
412.0;-321.0;150;-354.0;-16;1028.0;-508.0
211.0;-493.0;137;-62.0;-110;1357.0;-482.0
-145.0;-674.0;19;-54.0;-108;1017.0;-702.0
-663.0;172.0;81;593.0;19;314.0;-661.0
-130.0;-539.0;-125;211.0;-16;1049.0;-488.0
-524.0;182.0;37;656.0;-13;991.0;-379.0
-231.0;-550.0;-27;100.0;-151;1060.0;-632.0
-516.0;300.0;84;599.0;-5;624.0;-387.0
-203.0;-598.0;-9;222.0;-115;1023.0;-862.0
-234.0;-545.0;-28;96.0;-151;1053.0;-631.0
-128.0;-470.0;3;139.0;-70;972.0;-883.0
-263.0;-550.0;120;190.0;8;992.0;-541.0
-192.0;-554.0;-36;104.0;-162;299.0;-641.0
-297.0;-460.0;-84;217.0;-161;714.0;-542.0
-201.0;-552.0;-136;97.0;40;743.0;-612.0
-197.0;-376.0;-20;334.0;-76;992.0;-1079.0
-239.0;-491.0;30;376.0;-86;892.0;-415.0
-559.0;450.0;84;587.0;17;277.0;-638.0
-243.0;-325.0;-26;94.0;-154;628.0;-902.0
-208.0;-566.0;-84;73.0;-141;815.0;-614.0
-239.0;-584.0;-54;212.0;-157;860.0;-787.0
-563.0;-32.0;-5;679.0;3;886.0;-700.0
-550.0;-8.0;21;768.0;-16;831.0;-861.0
-482.0;-45.0;-103;604.0;5;907.0;-826.0
-248.0;-538.0;-41;103.0;-155;1065.0;-618.0
116.0;-563.0;34;-63.0;12;1828.0;-702.0
-106.0;-614.0;-29;273.0;-118;756.0;-578.0
-569.0;472.0;62;671.0;-7;1014.0;-579.0
-245.0;-543.0;-41;110.0;-155;1053.0;-589.0
-534.0;-37.0;102;797.0;-4;961.0;-552.0
-520.0;367.0;23;635.0;-57;1007.0;-686.0
-563.0;-35.0;-10;664.0;2;923.0;-704.0
182.0;-598.0;76;-145.0;-6;958.0;-482.0
-580.0;-23.0;22;653.0;-4;864.0;-474.0
-563.0;-160.0;76;669.0;-16;732.0;-570.0
-545.0;264.0;65;707.0;-25;1152.0;-729.0
-393.0;1.0;-55;529.0;-30;1020.0;-295.0
-409.0;69.0;-42;542.0;-26;986.0;-306.0
-241.0;-548.0;-41;116.0;-155;1038.0;-605.0
-544.0;438.0;71;703.0;-2;1057.0;-818.0
-592.0;272.0;54;575.0;-11;1020.0;-310.0
-239.0;-549.0;-41;119.0;-154;1040.0;-616.0
-176.0;-670.0;-58;152.0;-142;1015.0;-506.0
63.0;-742.0;-45;125.0;-165;953.0;-886.0
-414.0;-452.0;-14;380.0;-82;769.0;-831.0
-475.0;299.0;35;594.0;-23;1011.0;-715.0
-525.0;350.0;78;585.0;1;751.0;-923.0
-368.0;230.0;94;592.0;-135;877.0;-392.0
-638.0;526.0;74;695.0;-7;1016.0;-434.0
-257.0;-534.0;-61;155.0;-143;1013.0;-510.0
-135.0;-634.0;-67;-9.0;-124;869.0;-468.0
-216.0;22.0;93;455.0;-128;1125.0;-298.0
-250.0;-536.0;-42;96.0;-156;1511.0;-600.0
-649.0;139.0;41;591.0;15;325.0;-324.0
-176.0;-680.0;-113;32.0;-73;1023.0;-461.0
-601.0;407.0;104;794.0;-1;980.0;-626.0
-80.0;-657.0;-59;53.0;-142;1029.0;-479.0
60.0;-604.0;89;114.0;-19;941.0;-932.0
56.0;-581.0;77;148.0;-101;887.0;-380.0
-449.0;257.0;160;599.0;-7;1009.0;-767.0
-423.0;-46.0;64;598.0;-5;930.0;-321.0
-476.0;292.0;47;594.0;-8;1050.0;-714.0
-66.0;-716.0;153;222.0;-4;974.0;-495.0
-82.0;-726.0;-9;-71.0;-127;993.0;-568.0
-554.0;-23.0;52;634.0;-121;976.0;-452.0
-164.0;-639.0;-38;72.0;-163;1001.0;-723.0
-201.0;-550.0;-39;69.0;-153;892.0;-710.0
-68.0;-657.0;-82;35.0;-162;949.0;-755.0
-99.0;-654.0;-66;-86.0;-137;1021.0;-724.0
-147.0;-609.0;1;195.0;-31;1028.0;-553.0
-13.0;-729.0;-29;27.0;-111;993.0;-1153.0
-114.0;-597.0;-26;173.0;-157;950.0;-917.0
-571.0;282.0;166;586.0;-14;1014.0;-592.0
-577.0;248.0;147;640.0;5;1116.0;-507.0
-552.0;-28.0;52;637.0;-119;962.0;-471.0
-587.0;402.0;91;669.0;-6;1032.0;-507.0
-70.0;-651.0;-7;109.0;-102;1003.0;-630.0
-471.0;-41.0;-103;594.0;5;871.0;-853.0
12.0;-734.0;-44;-141.0;-156;1268.0;-366.0
554.0;243.0;120;-618.0;-6;1026.0;-529.0
-649.0;497.0;79;724.0;2;857.0;-737.0
-144.0;-599.0;1;183.0;-31;1037.0;-670.0
-145.0;-607.0;1;192.0;-31;1028.0;-647.0
-153.0;-595.0;1;190.0;-31;1039.0;-634.0
-394.0;-527.0;-13;432.0;-82;896.0;-757.0
-542.0;355.0;55;649.0;-18;998.0;-499.0
-601.0;519.0;-12;711.0;7;1309.0;-414.0
-313.0;-528.0;-12;409.0;-82;921.0;-622.0
-162.0;-607.0;1;201.0;-31;1038.0;-600.0
-166.0;-603.0;1;204.0;-31;1047.0;-611.0
-136.0;-633.0;1;167.0;-31;1036.0;-590.0
-63.0;-990.0;114;222.0;-94;1141.0;-503.0
-285.0;-445.0;37;456.0;-69;985.0;-404.0
-404.0;-256.0;-122;646.0;178;960.0;-480.0
-420.0;-131.0;4;534.0;-30;1577.0;-710.0
-139.0;-629.0;-39;259.0;-20;985.0;-602.0
-449.0;268.0;90;700.0;-2;1017.0;-608.0
-597.0;136.0;90;674.0;-19;787.0;-489.0
-470.0;290.0;48;587.0;-8;875.0;-736.0
-495.0;134.0;-152;526.0;-62;693.0;-526.0
-498.0;8.0;107;671.0;-4;932.0;-445.0
-225.0;-522.0;37;406.0;-70;1020.0;-512.0
36.0;-984.0;166;139.0;-57;462.0;-803.0
-300.0;-530.0;-12;406.0;-82;938.0;-609.0
-484.0;-214.0;97;647.0;-8;990.0;-526.0
-66.0;-887.0;113;214.0;-95;910.0;-472.0
-584.0;-437.0;37;669.0;-8;1174.0;-513.0
