InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
4.0;32.0;927.0;-4;326.0;19;28;660;28;-3
35.0;-28.0;803.0;-1;525.0;10;25;746;25;28
79.0;-34.0;832.0;-3;491.0;16;-8;743;-8;16
27.0;21.0;860.0;-3;534.0;13;0;750;0;15
27.0;25.0;853.0;3;521.0;14;9;748;9;22
1531.0;226.0;944.0;-3;421.0;8;-8;758;-8;12
-12.0;-15.0;956.0;1;322.0;21;-8;654;-8;13
29.0;-19.0;839.0;-6;537.0;21;-22;739;-22;20
41.0;-93.0;938.0;-3;614.0;13;0;754;0;10
-397.0;297.0;1128.0;-594;402.0;-1230;-1217;1996;-1217;280
24.0;16.0;863.0;-2;536.0;13;5;749;5;17
8.0;2.0;845.0;-5;536.0;19;9;741;9;24
18.0;-14.0;923.0;1;544.0;14;-14;749;-14;32
-71.0;99.0;937.0;-3;626.0;11;-16;754;-16;8
-11.0;12.0;860.0;4;523.0;17;8;741;8;26
61.0;1.0;958.0;-1;336.0;20;-13;651;-13;13
3.0;65.0;938.0;4;321.0;20;10;656;10;5
2.0;42.0;872.0;2;521.0;13;22;745;22;22
135.0;-235.0;850.0;-1;571.0;22;-1;742;-1;26
-834.0;-850.0;957.0;8;431.0;23;-1;653;-1;11
-1105.0;-131.0;901.0;2;320.0;13;5;757;5;13
-15.0;-34.0;965.0;1;637.0;9;-13;755;-13;6
56.0;86.0;937.0;0;313.0;19;5;664;5;24
1113.0;-604.0;985.0;108;522.0;29;4;658;4;45
23.0;-11.0;934.0;-1;551.0;9;5;750;5;29
8.0;2.0;800.0;-3;540.0;13;-10;748;-10;24
64.0;-76.0;933.0;-1;315.0;20;-9;650;-9;21
4.0;32.0;944.0;-3;285.0;19;-17;663;-17;15
28.0;157.0;1122.0;-61;389.0;24;-47;656;-47;45
-200.0;-233.0;951.0;47;395.0;-50;-730;568;-730;118
-37.0;-27.0;851.0;-8;504.0;17;14;741;14;18
26.0;-10.0;950.0;-2;303.0;22;10;654;10;14
60.0;117.0;907.0;10;253.0;27;-12;626;-12;6
-3.0;57.0;762.0;-1;441.0;15;11;741;11;15
28.0;-58.0;999.0;2;408.0;15;-24;660;-24;3
-29.0;-55.0;968.0;-28;325.0;18;8;665;8;19
37.0;6.0;854.0;1;523.0;15;19;746;19;15
520.0;-555.0;688.0;-4;359.0;608;732;424;732;153
15.0;-13.0;907.0;-1;328.0;14;32;659;32;17
-249.0;-233.0;809.0;-1;361.0;16;2;745;2;26
257.0;-155.0;1021.0;877;551.0;18;-29;653;-29;-2
3.0;21.0;854.0;-3;554.0;16;10;744;10;22
3.0;10.0;860.0;1;536.0;16;-3;744;-3;21
15.0;16.0;862.0;3;533.0;6;-7;752;-7;21
438.0;-168.0;1000.0;4;424.0;18;-16;663;-16;21
462.0;524.0;810.0;2;439.0;72;1110;785;1110;-36
-202.0;-126.0;945.0;64;241.0;25;989;1096;989;-381
1.0;4.0;924.0;-1;544.0;12;-8;751;-8;28
263.0;-113.0;946.0;-9;386.0;60;2036;645;2036;-15
-26.0;2.0;930.0;7;328.0;18;-11;655;-11;5
63.0;-203.0;968.0;-12;369.0;12;-265;709;-265;14
88.0;25.0;945.0;-3;627.0;15;-23;752;-23;7
389.0;-39.0;1064.0;383;673.0;54;123;630;123;-66
79.0;54.0;848.0;2;515.0;15;5;744;5;17
36.0;-9.0;853.0;0;556.0;16;-12;747;-12;20
9.0;3.0;851.0;0;552.0;18;-24;741;-24;18
-79.0;64.0;947.0;4;323.0;13;-7;660;-7;10
-210.0;-23.0;934.0;-3;659.0;15;-54;754;-54;9
154.0;53.0;860.0;0;522.0;19;0;740;0;17
