Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA^ accZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA accY;InertialMeasurementUnit RLA Quaternion3;Accelerometer RUA^ accY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
1341.0;142;630.0;-250.0;118.0;442.0;-257.0;95.0;?;-138.0;-757.0;-151.0
1639.0;145;627.0;-242.0;91.0;440.0;-274.0;?;1385.0;-142.0;?;-158.0
950.0;144;626.0;-226.0;?;440.0;-269.0;100.0;1201.0;-146.0;-761.0;-167.0
823.0;145;632.0;-211.0;?;440.0;-271.0;102.0;971.0;-146.0;?;-177.0
?;145;640.0;-205.0;?;434.0;52.0;?;?;-139.0;-760.0;?
1256.0;?;646.0;-203.0;91.0;435.0;-169.0;133.0;?;-123.0;-756.0;-183.0
1003.0;145;642.0;-195.0;105.0;436.0;?;161.0;799.0;-106.0;-747.0;-189.0
995.0;143;637.0;-194.0;137.0;432.0;77.0;186.0;854.0;-91.0;-737.0;-192.0
?;147;631.0;-194.0;192.0;?;-62.0;198.0;933.0;-85.0;-732.0;-197.0
951.0;141;624.0;-188.0;205.0;424.0;?;197.0;990.0;-84.0;-730.0;-209.0
1021.0;?;618.0;-182.0;183.0;420.0;-205.0;189.0;1030.0;-82.0;-728.0;-220.0
916.0;?;615.0;-178.0;267.0;417.0;-274.0;180.0;1179.0;-80.0;-725.0;-239.0
882.0;138;613.0;-181.0;285.0;?;-342.0;169.0;1307.0;-80.0;?;-262.0
967.0;158;?;?;154.0;413.0;-352.0;161.0;1342.0;-82.0;-724.0;-291.0
1106.0;122;605.0;-174.0;69.0;412.0;-329.0;156.0;1483.0;?;-727.0;-323.0
1142.0;174;601.0;-170.0;-27.0;413.0;-315.0;151.0;1286.0;-94.0;-733.0;-356.0
1189.0;116;599.0;-162.0;21.0;415.0;-397.0;146.0;?;-104.0;?;-392.0
1438.0;-157;599.0;?;101.0;417.0;-438.0;144.0;1144.0;-112.0;-743.0;-430.0
1598.0;-143;597.0;?;-46.0;415.0;?;146.0;1299.0;-114.0;-744.0;-449.0
1647.0;?;595.0;-153.0;-9.0;419.0;-269.0;148.0;1098.0;-110.0;-743.0;-447.0
1345.0;-129;598.0;-139.0;216.0;428.0;-255.0;149.0;862.0;?;-741.0;-426.0
964.0;-99;602.0;-129.0;236.0;432.0;-162.0;143.0;738.0;-106.0;-742.0;-417.0
645.0;-159;608.0;-126.0;?;437.0;-241.0;126.0;711.0;-116.0;-750.0;-413.0
371.0;-179;618.0;-102.0;264.0;446.0;-115.0;108.0;777.0;-128.0;?;-427.0
323.0;102;628.0;-88.0;277.0;452.0;34.0;88.0;838.0;-147.0;-765.0;-457.0
339.0;199;634.0;-79.0;320.0;456.0;91.0;64.0;908.0;-164.0;-775.0;-474.0
269.0;130;640.0;-67.0;314.0;459.0;-20.0;43.0;?;-172.0;?;-485.0
305.0;157;?;-54.0;484.0;464.0;-177.0;28.0;1075.0;-179.0;-792.0;-490.0
585.0;?;654.0;-47.0;500.0;468.0;-175.0;20.0;1141.0;?;-798.0;?
1066.0;134;659.0;-44.0;281.0;?;-141.0;16.0;1336.0;-191.0;-803.0;-503.0
1391.0;140;663.0;-43.0;230.0;?;?;15.0;1403.0;-195.0;-807.0;-506.0
388.0;136;664.0;-46.0;308.0;471.0;-148.0;18.0;1635.0;-196.0;-808.0;-503.0
679.0;144;667.0;-49.0;196.0;471.0;-151.0;28.0;?;-194.0;-806.0;-494.0
?;140;671.0;-54.0;152.0;470.0;-202.0;47.0;1176.0;-187.0;-798.0;-485.0
1181.0;140;?;-54.0;198.0;469.0;-263.0;?;1306.0;-177.0;-788.0;-472.0
1617.0;?;676.0;-47.0;166.0;468.0;-259.0;116.0;1355.0;-171.0;-779.0;-460.0
884.0;141;683.0;-35.0;117.0;472.0;-260.0;136.0;1142.0;-172.0;-774.0;-455.0
1136.0;141;688.0;?;106.0;472.0;-246.0;145.0;1004.0;-172.0;?;-454.0
894.0;141;699.0;-25.0;?;466.0;168.0;154.0;904.0;?;?;-448.0
1179.0;141;705.0;-31.0;138.0;467.0;?;158.0;?;-164.0;-772.0;-447.0
?;141;701.0;?;113.0;471.0;80.0;162.0;825.0;-159.0;-771.0;-455.0
864.0;141;694.0;-19.0;123.0;469.0;146.0;161.0;845.0;-155.0;?;-467.0
1080.0;140;687.0;-18.0;?;467.0;-48.0;?;843.0;-153.0;-767.0;-477.0
931.0;143;679.0;-11.0;165.0;466.0;-162.0;149.0;933.0;-147.0;-765.0;-490.0
949.0;138;670.0;0.0;158.0;464.0;?;140.0;971.0;-140.0;-762.0;?
963.0;144;664.0;5.0;204.0;462.0;-262.0;132.0;1142.0;-136.0;-757.0;-509.0
914.0;141;?;4.0;119.0;460.0;-338.0;124.0;1269.0;?;-752.0;-527.0
978.0;136;655.0;1.0;165.0;460.0;-381.0;116.0;1329.0;-138.0;-751.0;-552.0
1072.0;153;?;2.0;261.0;459.0;-310.0;107.0;1477.0;-143.0;-753.0;-579.0
1084.0;116;650.0;4.0;271.0;460.0;-255.0;?;1497.0;-151.0;-758.0;-608.0
1128.0;178;647.0;10.0;18.0;463.0;-300.0;83.0;1007.0;-161.0;-765.0;-639.0
1242.0;122;645.0;20.0;9.0;467.0;-304.0;72.0;1126.0;-167.0;-770.0;-666.0
2050.0;-107;639.0;26.0;?;467.0;-217.0;62.0;1252.0;-169.0;-775.0;-674.0
1491.0;-102;638.0;37.0;?;?;-264.0;?;1119.0;-166.0;-779.0;-663.0
1608.0;-98;?;58.0;150.0;479.0;-426.0;51.0;932.0;-160.0;-781.0;-643.0
1105.0;-109;646.0;66.0;168.0;479.0;-298.0;?;813.0;-156.0;-781.0;-622.0
869.0;-160;?;74.0;196.0;482.0;-307.0;63.0;766.0;-157.0;-783.0;-610.0
415.0;-121;659.0;104.0;286.0;488.0;?;67.0;792.0;-163.0;-787.0;?
?;163;667.0;126.0;283.0;494.0;-28.0;?;?;-178.0;-793.0;-628.0
297.0;183;674.0;145.0;283.0;?;35.0;48.0;?;-192.0;-802.0;-654.0
289.0;123;680.0;166.0;265.0;506.0;-21.0;29.0;969.0;-208.0;-809.0;-672.0
195.0;152;687.0;187.0;?;512.0;-73.0;15.0;?;-220.0;-814.0;-690.0
550.0;123;695.0;200.0;367.0;516.0;-82.0;6.0;1182.0;-230.0;-818.0;-709.0
?;128;701.0;211.0;331.0;520.0;-106.0;2.0;1335.0;-239.0;-820.0;?
1739.0;126;707.0;?;267.0;524.0;-122.0;0.0;1386.0;-246.0;-822.0;-743.0
872.0;124;711.0;228.0;331.0;526.0;-110.0;-1.0;1515.0;-251.0;-821.0;-751.0
?;130;715.0;232.0;296.0;527.0;-110.0;1.0;1452.0;-255.0;-818.0;-753.0
818.0;127;716.0;234.0;?;526.0;-169.0;7.0;1170.0;-259.0;-814.0;-751.0
?;127;717.0;248.0;209.0;525.0;?;21.0;1330.0;-256.0;-810.0;?
2094.0;129;717.0;263.0;155.0;526.0;-49.0;38.0;1465.0;-253.0;-808.0;-754.0
882.0;129;718.0;286.0;?;?;-338.0;?;1276.0;-259.0;-807.0;-768.0
?;?;718.0;307.0;?;526.0;?;45.0;1087.0;-267.0;?;-792.0
805.0;?;721.0;325.0;65.0;518.0;-5.0;47.0;904.0;-270.0;-812.0;-814.0
1127.0;129;725.0;324.0;101.0;513.0;-265.0;52.0;866.0;-266.0;-816.0;-833.0
1012.0;130;721.0;325.0;95.0;512.0;-26.0;?;814.0;?;-817.0;-854.0
1008.0;129;713.0;343.0;155.0;513.0;77.0;75.0;838.0;-249.0;-817.0;-869.0
1050.0;129;705.0;356.0;141.0;512.0;-67.0;81.0;879.0;-240.0;?;-880.0
969.0;?;697.0;357.0;166.0;?;-143.0;80.0;896.0;-232.0;-818.0;-888.0
901.0;120;739.0;497.0;100.0;541.0;?;-3.0;950.0;-328.0;-816.0;-804.0
1224.0;119;?;480.0;151.0;533.0;?;-6.0;953.0;-323.0;-819.0;-784.0
990.0;120;748.0;460.0;84.0;531.0;-59.0;-2.0;892.0;-312.0;-820.0;-757.0
1093.0;119;742.0;443.0;109.0;529.0;180.0;8.0;888.0;-296.0;-818.0;-727.0
981.0;120;736.0;429.0;138.0;524.0;?;18.0;874.0;-279.0;-817.0;-689.0
1036.0;120;731.0;412.0;?;520.0;-115.0;26.0;943.0;-264.0;-815.0;-659.0
951.0;119;?;393.0;125.0;516.0;-199.0;29.0;961.0;-251.0;-815.0;-628.0
?;122;721.0;374.0;117.0;?;-270.0;28.0;1041.0;-241.0;-814.0;-603.0
857.0;116;717.0;352.0;104.0;506.0;-319.0;26.0;1212.0;-236.0;-814.0;-592.0
971.0;124;713.0;334.0;78.0;501.0;-364.0;25.0;1258.0;-234.0;-815.0;-583.0
996.0;118;708.0;?;200.0;498.0;-350.0;?;1361.0;-235.0;-817.0;-582.0
1058.0;117;705.0;310.0;272.0;497.0;-323.0;22.0;1419.0;-239.0;-821.0;-587.0
1161.0;?;702.0;301.0;245.0;496.0;?;19.0;1304.0;-243.0;-825.0;-594.0
1156.0;102;698.0;298.0;129.0;498.0;-352.0;14.0;887.0;-247.0;-827.0;-597.0
1808.0;176;695.0;?;242.0;500.0;?;7.0;1041.0;-248.0;-829.0;-599.0
1599.0;121;690.0;294.0;133.0;502.0;-246.0;-2.0;1127.0;-246.0;-828.0;-598.0
1459.0;-147;687.0;298.0;?;507.0;-328.0;-12.0;1098.0;-241.0;-826.0;-591.0
?;-155;685.0;311.0;?;514.0;-416.0;-14.0;944.0;-235.0;-824.0;-577.0
889.0;-116;688.0;319.0;236.0;517.0;-300.0;-11.0;879.0;-231.0;-821.0;-561.0
509.0;-224;691.0;321.0;241.0;520.0;-269.0;-13.0;883.0;-232.0;-821.0;-549.0
412.0;-42;?;?;?;523.0;-120.0;-9.0;949.0;?;-818.0;-536.0
464.0;184;698.0;340.0;307.0;525.0;26.0;2.0;968.0;-230.0;-817.0;-527.0
189.0;?;700.0;345.0;297.0;529.0;31.0;5.0;1016.0;-236.0;-819.0;-523.0
257.0;114;703.0;350.0;260.0;532.0;?;-1.0;986.0;-242.0;-821.0;-520.0
291.0;117;708.0;352.0;272.0;533.0;-104.0;-8.0;1004.0;-250.0;-823.0;-518.0
644.0;90;712.0;351.0;?;?;-127.0;-11.0;1039.0;-256.0;-824.0;-516.0
852.0;98;?;351.0;335.0;536.0;-138.0;-9.0;1142.0;-261.0;-824.0;-516.0
1646.0;86;721.0;342.0;280.0;538.0;-163.0;-5.0;1275.0;-266.0;-824.0;-513.0
172.0;88;725.0;332.0;?;?;?;?;1318.0;-269.0;-822.0;-505.0
704.0;92;729.0;319.0;305.0;536.0;-175.0;2.0;1461.0;-269.0;-820.0;-491.0
690.0;92;732.0;302.0;161.0;534.0;-195.0;3.0;1372.0;-267.0;-819.0;-476.0
1393.0;94;734.0;285.0;36.0;531.0;-238.0;8.0;1103.0;?;-817.0;-457.0
1159.0;95;734.0;270.0;144.0;529.0;-229.0;15.0;1249.0;-259.0;-814.0;?
1013.0;96;736.0;261.0;79.0;530.0;?;24.0;1308.0;-258.0;?;-429.0
804.0;97;737.0;249.0;12.0;530.0;-271.0;28.0;1227.0;?;-811.0;-421.0
1105.0;97;738.0;238.0;2.0;525.0;-282.0;27.0;1121.0;-267.0;?;?
1146.0;?;744.0;?;100.0;?;?;?;1056.0;?;-810.0;-412.0
891.0;97;747.0;198.0;79.0;510.0;-159.0;33.0;973.0;-255.0;-810.0;-400.0
1012.0;97;744.0;?;82.0;510.0;46.0;44.0;1011.0;-244.0;-807.0;-392.0
1048.0;97;737.0;177.0;96.0;508.0;?;56.0;971.0;-231.0;-804.0;-382.0
937.0;97;731.0;170.0;151.0;507.0;-25.0;62.0;?;-221.0;-803.0;-375.0
980.0;98;?;160.0;141.0;505.0;-187.0;60.0;927.0;-218.0;-804.0;-371.0
966.0;96;720.0;148.0;148.0;502.0;-255.0;51.0;940.0;-217.0;-805.0;-370.0
900.0;99;717.0;136.0;218.0;499.0;-303.0;39.0;1059.0;-219.0;-807.0;-366.0
961.0;94;714.0;121.0;?;498.0;-407.0;26.0;1185.0;-223.0;-808.0;-365.0
972.0;100;712.0;104.0;183.0;496.0;?;15.0;1210.0;-229.0;-810.0;-366.0
1074.0;99;711.0;?;233.0;494.0;-377.0;?;1334.0;-235.0;-812.0;-370.0
1116.0;89;711.0;69.0;312.0;491.0;-294.0;?;?;-240.0;?;-366.0
1300.0;116;710.0;53.0;208.0;491.0;?;-14.0;1097.0;-246.0;?;?
?;81;?;?;207.0;496.0;-390.0;-21.0;904.0;?;-817.0;-358.0
1529.0;172;711.0;23.0;330.0;503.0;-375.0;-25.0;1115.0;-258.0;-819.0;-351.0
?;137;715.0;0.0;222.0;504.0;?;-33.0;1162.0;-267.0;-822.0;?
1351.0;-149;722.0;-31.0;236.0;?;-502.0;-43.0;1083.0;?;-824.0;-337.0
754.0;-176;730.0;-55.0;293.0;521.0;-395.0;-52.0;926.0;?;-825.0;-326.0
573.0;-198;740.0;-87.0;348.0;527.0;-181.0;-59.0;898.0;-294.0;-826.0;-302.0
396.0;-54;749.0;-117.0;363.0;535.0;-113.0;-62.0;865.0;-296.0;-827.0;?
485.0;208;758.0;-154.0;506.0;545.0;-31.0;-50.0;932.0;-298.0;-828.0;-261.0
236.0;139;764.0;-185.0;387.0;555.0;4.0;-40.0;949.0;-310.0;-831.0;-251.0
468.0;123;769.0;-219.0;?;562.0;-17.0;-43.0;?;-318.0;-835.0;-243.0
345.0;127;771.0;-249.0;315.0;571.0;-42.0;-47.0;?;-321.0;?;-231.0
707.0;97;772.0;-281.0;378.0;576.0;-100.0;-45.0;977.0;-321.0;-842.0;-220.0
615.0;?;774.0;-311.0;445.0;577.0;-98.0;-39.0;988.0;?;-844.0;-210.0
1841.0;88;774.0;-343.0;436.0;579.0;-91.0;-29.0;1076.0;-323.0;-845.0;-204.0
73.0;87;774.0;-367.0;457.0;581.0;-102.0;?;1193.0;-324.0;-845.0;-194.0
674.0;80;773.0;-390.0;426.0;582.0;-109.0;-5.0;1174.0;-320.0;-844.0;-186.0
543.0;78;771.0;-408.0;504.0;?;-127.0;7.0;1251.0;-313.0;-844.0;?
1410.0;82;769.0;-419.0;399.0;581.0;-152.0;15.0;1246.0;-306.0;-842.0;-165.0
1722.0;83;766.0;-429.0;265.0;?;-189.0;?;1180.0;-297.0;-841.0;-152.0
833.0;87;763.0;-439.0;231.0;571.0;-226.0;?;1323.0;-286.0;?;-134.0
980.0;88;759.0;-445.0;135.0;567.0;-223.0;40.0;1322.0;-276.0;-835.0;-122.0
957.0;89;754.0;-451.0;68.0;559.0;-301.0;45.0;1280.0;-267.0;-831.0;-108.0
?;89;749.0;-456.0;?;545.0;5.0;49.0;1107.0;-254.0;-825.0;-95.0
910.0;?;748.0;-471.0;136.0;525.0;?;61.0;1086.0;-231.0;-819.0;-67.0
1077.0;89;736.0;-489.0;101.0;510.0;121.0;78.0;984.0;-201.0;-810.0;-33.0
1063.0;89;716.0;-506.0;?;496.0;170.0;100.0;?;-164.0;-794.0;15.0
948.0;89;697.0;-523.0;176.0;478.0;61.0;124.0;979.0;-122.0;-776.0;72.0
1003.0;90;677.0;-543.0;151.0;461.0;-129.0;144.0;939.0;-82.0;-755.0;135.0
928.0;89;656.0;-558.0;188.0;444.0;-252.0;156.0;982.0;-47.0;-734.0;193.0
?;92;637.0;-576.0;?;425.0;-275.0;?;1022.0;-20.0;-714.0;238.0
987.0;89;619.0;-598.0;184.0;407.0;-290.0;161.0;1133.0;-4.0;-697.0;281.0
968.0;93;602.0;-617.0;147.0;391.0;-400.0;156.0;1276.0;3.0;-686.0;?
866.0;92;585.0;?;168.0;374.0;?;152.0;1258.0;2.0;-679.0;328.0
?;-10;?;-695.0;164.0;-270.0;-109.0;562.0;968.0;580.0;27.0;?
954.0;-10;-197.0;-676.0;154.0;-281.0;204.0;552.0;960.0;579.0;51.0;562.0
993.0;-10;-209.0;-653.0;150.0;-294.0;202.0;542.0;975.0;578.0;?;534.0
933.0;-10;-223.0;-627.0;164.0;-307.0;33.0;530.0;980.0;579.0;89.0;505.0
1219.0;-10;-238.0;?;172.0;-320.0;-120.0;518.0;1007.0;577.0;102.0;473.0
1398.0;-10;-256.0;-571.0;185.0;-333.0;-191.0;509.0;?;574.0;113.0;?
1421.0;?;-274.0;-539.0;188.0;-346.0;?;501.0;1040.0;?;126.0;?
1283.0;-9;-292.0;-506.0;193.0;-359.0;-186.0;494.0;1074.0;570.0;141.0;374.0
?;-9;-310.0;-473.0;221.0;-371.0;-162.0;?;1096.0;572.0;161.0;?
1192.0;-9;-328.0;-439.0;213.0;-384.0;-183.0;489.0;1195.0;576.0;184.0;302.0
732.0;-9;-345.0;-403.0;246.0;?;-235.0;488.0;1306.0;582.0;212.0;260.0
?;-10;?;-366.0;271.0;-406.0;-240.0;489.0;1577.0;588.0;240.0;210.0
493.0;?;-376.0;-334.0;40.0;?;-204.0;491.0;1169.0;595.0;268.0;166.0
405.0;?;?;-300.0;180.0;?;-269.0;493.0;1032.0;604.0;296.0;122.0
368.0;8;-406.0;-266.0;?;-437.0;-347.0;496.0;1166.0;613.0;321.0;81.0
363.0;48;-422.0;?;84.0;-445.0;?;499.0;1272.0;?;345.0;44.0
315.0;81;-435.0;-201.0;120.0;-449.0;-292.0;502.0;1155.0;629.0;368.0;8.0
?;96;-455.0;?;?;-458.0;-311.0;506.0;907.0;640.0;395.0;-36.0
287.0;88;-476.0;?;285.0;-470.0;?;?;860.0;645.0;430.0;?
336.0;99;-491.0;-79.0;252.0;-483.0;-160.0;506.0;882.0;647.0;472.0;-115.0
460.0;88;-507.0;-42.0;195.0;-494.0;-74.0;498.0;943.0;647.0;520.0;-170.0
578.0;9;-527.0;6.0;183.0;-504.0;?;480.0;980.0;?;568.0;?
653.0;-26;-548.0;54.0;127.0;-517.0;9.0;466.0;974.0;642.0;602.0;-275.0
963.0;-25;-565.0;98.0;94.0;-530.0;-58.0;461.0;1022.0;640.0;621.0;-311.0
992.0;-45;-581.0;143.0;65.0;-543.0;-28.0;459.0;1105.0;640.0;634.0;-347.0
1319.0;-62;-598.0;189.0;58.0;?;-49.0;453.0;1077.0;?;648.0;-388.0
564.0;-63;-616.0;238.0;59.0;?;-75.0;443.0;1076.0;635.0;664.0;-424.0
?;-60;-635.0;285.0;69.0;-573.0;-110.0;431.0;1108.0;631.0;679.0;-466.0
929.0;?;-654.0;326.0;69.0;-582.0;-52.0;418.0;1223.0;627.0;693.0;-507.0
1650.0;-118;-670.0;?;44.0;?;-17.0;406.0;1395.0;623.0;704.0;-543.0
913.0;-111;-685.0;?;-25.0;-598.0;-19.0;393.0;1348.0;618.0;715.0;-574.0
1118.0;-113;-699.0;447.0;-26.0;-605.0;-38.0;380.0;?;613.0;?;?
913.0;?;-709.0;481.0;35.0;-613.0;-58.0;367.0;1053.0;607.0;740.0;-622.0
1029.0;-120;-717.0;511.0;?;-621.0;-96.0;355.0;1077.0;603.0;753.0;-649.0
996.0;-124;-725.0;531.0;167.0;-624.0;-139.0;343.0;?;597.0;767.0;-670.0
1003.0;-121;-733.0;544.0;173.0;?;-205.0;330.0;1024.0;590.0;780.0;-688.0
957.0;?;-740.0;552.0;284.0;-625.0;-249.0;319.0;1035.0;580.0;793.0;-698.0
1014.0;-122;-747.0;555.0;300.0;-622.0;-435.0;308.0;?;569.0;807.0;-707.0
968.0;-122;-752.0;556.0;367.0;-620.0;-710.0;299.0;1159.0;561.0;818.0;-717.0
?;-122;-753.0;557.0;255.0;-620.0;-693.0;294.0;1124.0;558.0;825.0;-720.0
?;-122;-756.0;558.0;131.0;-620.0;-504.0;294.0;1084.0;560.0;827.0;-721.0
969.0;-122;-760.0;556.0;156.0;-618.0;-268.0;297.0;1093.0;?;824.0;-714.0
971.0;-122;-763.0;557.0;184.0;?;?;?;1046.0;569.0;818.0;-714.0
919.0;-123;-766.0;565.0;205.0;-619.0;-179.0;296.0;1046.0;?;811.0;-714.0
878.0;-124;-766.0;568.0;257.0;-624.0;-172.0;283.0;1210.0;561.0;807.0;-709.0
974.0;-125;-764.0;?;203.0;-629.0;-118.0;261.0;1231.0;549.0;805.0;-705.0
1074.0;-124;-762.0;582.0;193.0;-633.0;-166.0;234.0;1062.0;?;806.0;-694.0
972.0;-124;-760.0;586.0;229.0;-636.0;?;209.0;1005.0;520.0;807.0;-685.0
?;-123;-757.0;586.0;204.0;-639.0;?;193.0;1069.0;509.0;?;-681.0
1663.0;-123;-755.0;585.0;163.0;-639.0;-339.0;185.0;1168.0;500.0;810.0;-673.0
1638.0;-123;-754.0;581.0;192.0;-637.0;-399.0;179.0;1170.0;493.0;811.0;-665.0
1338.0;?;-756.0;570.0;209.0;-632.0;-306.0;172.0;1141.0;484.0;815.0;-658.0
1264.0;-122;-758.0;556.0;206.0;-626.0;-272.0;166.0;1126.0;473.0;820.0;-650.0
800.0;-122;-756.0;551.0;207.0;-625.0;-191.0;158.0;1076.0;462.0;827.0;-645.0
587.0;-122;-751.0;549.0;203.0;-627.0;-99.0;149.0;1101.0;454.0;834.0;-639.0
368.0;?;-746.0;546.0;184.0;-629.0;-129.0;143.0;1068.0;449.0;840.0;-638.0
323.0;-122;-742.0;543.0;175.0;?;-283.0;141.0;?;448.0;845.0;-641.0
185.0;-122;-738.0;541.0;195.0;-631.0;?;145.0;1095.0;449.0;848.0;-644.0
96.0;-122;-735.0;540.0;205.0;-633.0;-323.0;?;1051.0;448.0;851.0;-649.0
202.0;-122;-733.0;539.0;243.0;-633.0;-291.0;156.0;1031.0;446.0;852.0;-650.0
499.0;-122;-730.0;542.0;?;-635.0;-326.0;156.0;?;442.0;854.0;-649.0
499.0;-122;-728.0;543.0;327.0;-636.0;-355.0;155.0;1019.0;441.0;856.0;-650.0
654.0;-122;-727.0;545.0;334.0;-638.0;-342.0;156.0;1021.0;443.0;858.0;-652.0
1078.0;-122;-726.0;552.0;?;-640.0;-306.0;?;?;447.0;859.0;-656.0
950.0;-122;-726.0;553.0;342.0;-642.0;-283.0;171.0;998.0;451.0;858.0;-662.0
640.0;-121;-726.0;557.0;295.0;-643.0;-261.0;?;1021.0;453.0;856.0;?
938.0;?;-726.0;559.0;324.0;-644.0;-244.0;189.0;1060.0;453.0;853.0;-673.0
1621.0;-121;-726.0;561.0;328.0;-645.0;-239.0;191.0;1100.0;451.0;851.0;-671.0
1209.0;-121;-725.0;563.0;339.0;-645.0;-239.0;188.0;1169.0;446.0;848.0;-667.0
659.0;-121;-725.0;563.0;332.0;-646.0;-269.0;180.0;1183.0;441.0;846.0;?
1139.0;-121;?;564.0;344.0;-645.0;-276.0;171.0;1102.0;437.0;844.0;-662.0
909.0;-121;?;566.0;345.0;-645.0;-275.0;160.0;996.0;431.0;843.0;-657.0
982.0;-120;-726.0;566.0;341.0;-644.0;-255.0;149.0;1007.0;426.0;842.0;-653.0
984.0;-118;-727.0;565.0;327.0;-642.0;-229.0;?;1155.0;419.0;?;-649.0
1012.0;-117;-727.0;564.0;280.0;?;-201.0;131.0;1217.0;412.0;839.0;-645.0
969.0;-113;-727.0;562.0;259.0;-639.0;-159.0;126.0;1204.0;406.0;838.0;-643.0
1041.0;-120;-727.0;?;247.0;-636.0;-132.0;126.0;1093.0;?;838.0;-636.0
993.0;-127;-728.0;550.0;237.0;-633.0;-66.0;129.0;?;388.0;838.0;-630.0
1006.0;?;-728.0;543.0;310.0;?;-12.0;131.0;?;379.0;838.0;-623.0
959.0;-133;-729.0;536.0;433.0;-626.0;-53.0;130.0;1069.0;371.0;838.0;?
982.0;-144;-729.0;531.0;461.0;-624.0;-119.0;128.0;1046.0;366.0;841.0;-612.0
888.0;-174;-728.0;528.0;516.0;?;-170.0;130.0;1010.0;363.0;844.0;-611.0
1017.0;-141;?;523.0;544.0;?;-195.0;137.0;?;363.0;848.0;-610.0
987.0;-205;-726.0;520.0;606.0;-621.0;-179.0;151.0;?;363.0;852.0;-614.0
1006.0;-133;-725.0;516.0;621.0;-620.0;-168.0;173.0;939.0;365.0;855.0;-616.0
979.0;169;?;512.0;634.0;-618.0;-180.0;195.0;929.0;370.0;857.0;-622.0
1009.0;?;-727.0;506.0;660.0;-615.0;-201.0;210.0;838.0;375.0;860.0;-628.0
984.0;154;-727.0;496.0;640.0;-611.0;-187.0;219.0;?;380.0;?;-636.0
994.0;?;-727.0;?;693.0;-606.0;-198.0;225.0;784.0;?;869.0;?
955.0;160;-726.0;473.0;697.0;-602.0;-207.0;231.0;735.0;386.0;873.0;-645.0
981.0;181;-725.0;462.0;?;-596.0;-199.0;237.0;721.0;392.0;878.0;-650.0
1003.0;176;?;445.0;?;-591.0;-197.0;243.0;702.0;400.0;882.0;-660.0
980.0;152;-720.0;431.0;759.0;-586.0;?;246.0;699.0;412.0;888.0;-672.0
992.0;219;?;419.0;771.0;-581.0;-299.0;251.0;?;424.0;892.0;-684.0
993.0;22;-715.0;406.0;?;-575.0;-340.0;257.0;1123.0;438.0;896.0;-698.0
979.0;-220;-713.0;394.0;654.0;-570.0;-327.0;270.0;1157.0;455.0;899.0;?
987.0;?;-711.0;380.0;446.0;-565.0;-308.0;291.0;1043.0;474.0;899.0;-730.0
998.0;-169;-709.0;372.0;326.0;-561.0;-298.0;313.0;879.0;493.0;897.0;-748.0
979.0;-182;-707.0;366.0;336.0;-558.0;-302.0;337.0;919.0;?;894.0;-762.0
980.0;-165;-707.0;365.0;416.0;?;-316.0;360.0;971.0;531.0;891.0;-776.0
988.0;-178;-708.0;364.0;496.0;-552.0;-364.0;?;1022.0;546.0;888.0;-789.0
?;-170;-714.0;372.0;706.0;-547.0;-405.0;407.0;1236.0;553.0;883.0;-798.0
1005.0;-173;-722.0;372.0;?;-541.0;-328.0;439.0;?;548.0;?;-808.0
996.0;-173;-729.0;371.0;730.0;-536.0;-156.0;470.0;967.0;534.0;852.0;-813.0
991.0;-172;-733.0;370.0;544.0;?;0.0;483.0;922.0;519.0;838.0;-813.0
?;-173;-732.0;370.0;502.0;-531.0;?;473.0;?;499.0;838.0;-811.0
997.0;-172;-735.0;367.0;419.0;-526.0;-124.0;479.0;911.0;481.0;?;-798.0
917.0;-172;-742.0;363.0;490.0;-520.0;-255.0;487.0;909.0;475.0;831.0;-794.0
911.0;-172;?;?;455.0;-519.0;-263.0;496.0;939.0;469.0;823.0;-792.0
989.0;-172;-753.0;379.0;534.0;-521.0;-245.0;502.0;930.0;458.0;817.0;-786.0
1179.0;-172;-757.0;392.0;552.0;?;-227.0;505.0;951.0;?;?;-776.0
1265.0;-172;-761.0;408.0;555.0;-528.0;-139.0;509.0;945.0;434.0;807.0;-770.0
1079.0;-172;-764.0;424.0;577.0;-534.0;-82.0;513.0;903.0;427.0;802.0;-765.0
1000.0;-172;-765.0;442.0;?;-540.0;-45.0;518.0;907.0;425.0;796.0;-760.0
?;-172;-768.0;460.0;548.0;-546.0;-33.0;523.0;931.0;426.0;791.0;-759.0
1026.0;-172;-770.0;?;521.0;-552.0;-40.0;529.0;932.0;427.0;785.0;-760.0
959.0;-172;-771.0;491.0;570.0;-557.0;-43.0;534.0;943.0;427.0;780.0;-761.0
?;-172;-772.0;506.0;590.0;-562.0;-44.0;537.0;961.0;426.0;775.0;-761.0
988.0;-172;-773.0;514.0;575.0;-566.0;-59.0;539.0;958.0;?;769.0;-756.0
1012.0;-172;-773.0;525.0;549.0;-570.0;-59.0;541.0;915.0;422.0;?;-755.0
1029.0;-172;-774.0;531.0;608.0;-572.0;-38.0;?;902.0;420.0;?;-752.0
