InertialMeasurementUnit RUA accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accY;Accelerometer RWR accX;Accelerometer RUA^ accX
?;1298.0;?;-772.0;102.0;952.0;1659.0;29.0;-1021.0;156.0;-464.0;-237.0
-1172.0;1283.0;-400.0;-1043.0;170.0;1467.0;-780.0;45.0;-1012.0;230.0;-407.0;-248.0
-1305.0;1162.0;-604.0;-1199.0;184.0;-410.0;1069.0;48.0;-934.0;223.0;-645.0;-97.0
-1307.0;?;-668.0;-1172.0;88.0;-388.0;1608.0;55.0;-1035.0;184.0;-678.0;-201.0
-1190.0;1011.0;-789.0;-1084.0;184.0;201.0;-357.0;70.0;-1239.0;161.0;?;-280.0
-913.0;1229.0;-591.0;-860.0;142.0;-65.0;-327.0;90.0;-1085.0;15.0;-358.0;-189.0
-893.0;1125.0;-284.0;-789.0;?;?;-472.0;95.0;-987.0;78.0;-297.0;-45.0
-1066.0;920.0;-182.0;-987.0;-37.0;436.0;-189.0;87.0;-1189.0;62.0;-266.0;85.0
-1095.0;757.0;25.0;-1042.0;114.0;469.0;-256.0;60.0;-1311.0;-163.0;-252.0;80.0
-946.0;743.0;14.0;-890.0;242.0;248.0;-78.0;40.0;-1210.0;-49.0;-386.0;?
-787.0;745.0;-140.0;-696.0;337.0;?;-21.0;32.0;-949.0;102.0;-395.0;-41.0
-721.0;774.0;-247.0;-598.0;328.0;308.0;182.0;40.0;?;240.0;-379.0;?
-721.0;803.0;-374.0;-579.0;297.0;316.0;137.0;59.0;-739.0;287.0;-390.0;-61.0
-754.0;?;-468.0;-595.0;227.0;452.0;185.0;?;-739.0;314.0;-386.0;?
-786.0;816.0;-508.0;-627.0;195.0;479.0;70.0;79.0;-774.0;?;-450.0;?
-800.0;915.0;-462.0;-662.0;300.0;460.0;?;79.0;-804.0;291.0;-442.0;52.0
-796.0;1077.0;-387.0;-664.0;385.0;551.0;221.0;65.0;-835.0;224.0;-456.0;-189.0
-853.0;?;-381.0;-706.0;393.0;385.0;246.0;47.0;-886.0;287.0;-340.0;79.0
-995.0;1191.0;-549.0;-836.0;204.0;429.0;471.0;19.0;-1075.0;388.0;-205.0;272.0
-1104.0;1215.0;-819.0;-962.0;244.0;567.0;588.0;-3.0;-1172.0;372.0;-211.0;226.0
-1162.0;?;-972.0;-1058.0;360.0;?;2491.0;-18.0;-1187.0;243.0;-360.0;107.0
-1172.0;1151.0;-870.0;-1017.0;341.0;724.0;330.0;-21.0;-1196.0;294.0;-449.0;-179.0
-1211.0;1353.0;?;-1116.0;202.0;?;-377.0;-25.0;-1330.0;446.0;-452.0;-220.0
-1037.0;1361.0;-862.0;-970.0;-19.0;?;-17.0;?;-850.0;261.0;-346.0;-6.0
-1145.0;1191.0;?;-1062.0;-94.0;?;-281.0;16.0;-878.0;160.0;?;-37.0
-1370.0;?;559.0;-1263.0;-57.0;27.0;-321.0;36.0;?;46.0;-230.0;14.0
-1234.0;918.0;1426.0;-1179.0;83.0;39.0;-345.0;36.0;-993.0;-50.0;-173.0;58.0
-1066.0;828.0;1957.0;-1056.0;136.0;-59.0;-402.0;32.0;-866.0;-36.0;-151.0;201.0
-889.0;819.0;2153.0;-906.0;158.0;61.0;?;42.0;-840.0;?;-152.0;254.0
-780.0;798.0;2174.0;-798.0;200.0;-51.0;-377.0;47.0;-774.0;64.0;-211.0;166.0
-747.0;823.0;2082.0;-766.0;222.0;-144.0;-431.0;50.0;?;82.0;-226.0;112.0
-763.0;858.0;1862.0;?;195.0;-283.0;-779.0;48.0;-774.0;153.0;-250.0;66.0
-808.0;868.0;1455.0;-736.0;?;-223.0;78.0;46.0;-800.0;217.0;-414.0;-111.0
-879.0;980.0;959.0;-756.0;155.0;274.0;215.0;29.0;-815.0;238.0;-417.0;-177.0
-887.0;1149.0;438.0;-761.0;79.0;-348.0;2012.0;16.0;?;194.0;-415.0;?
?;1179.0;46.0;-841.0;32.0;1228.0;1339.0;-5.0;-788.0;194.0;-506.0;-267.0
-1135.0;1308.0;-238.0;-1025.0;147.0;1480.0;353.0;-15.0;-913.0;167.0;-482.0;-269.0
-1176.0;?;-269.0;-1082.0;?;-232.0;-1394.0;-19.0;-1062.0;92.0;-556.0;-149.0
-1260.0;1001.0;-194.0;-1146.0;6.0;-39.0;1673.0;-24.0;-1138.0;134.0;-500.0;-196.0
-1252.0;1116.0;-389.0;-1167.0;?;-298.0;-57.0;?;-1203.0;112.0;-359.0;-144.0
-931.0;1206.0;-290.0;?;-14.0;344.0;-725.0;-2.0;-982.0;-153.0;-263.0;-73.0
-968.0;?;-36.0;-924.0;?;-560.0;-538.0;20.0;-1073.0;-129.0;?;?
-1107.0;941.0;5.0;-1065.0;82.0;634.0;?;38.0;-1204.0;-158.0;-217.0;28.0
-1174.0;760.0;-185.0;-1110.0;216.0;206.0;-353.0;51.0;-1285.0;-114.0;-284.0;55.0
-992.0;?;-552.0;-917.0;283.0;231.0;-78.0;59.0;-1173.0;71.0;-301.0;24.0
?;685.0;-668.0;-684.0;290.0;193.0;-49.0;60.0;-912.0;188.0;-368.0;-18.0
-688.0;710.0;-649.0;-547.0;?;398.0;126.0;67.0;-776.0;265.0;?;-64.0
-659.0;747.0;-593.0;-519.0;255.0;332.0;?;81.0;?;286.0;?;-13.0
-694.0;781.0;-753.0;-558.0;206.0;402.0;197.0;100.0;-779.0;293.0;-366.0;119.0
-728.0;870.0;-881.0;-610.0;265.0;506.0;29.0;117.0;-819.0;287.0;-486.0;16.0
-755.0;1082.0;-962.0;?;311.0;436.0;12.0;131.0;-833.0;258.0;-507.0;-77.0
-798.0;1275.0;?;-688.0;309.0;?;140.0;135.0;?;254.0;-382.0;157.0
-971.0;1311.0;-908.0;-843.0;174.0;421.0;456.0;132.0;-992.0;343.0;-228.0;?
?;?;-1059.0;?;181.0;538.0;431.0;121.0;-1264.0;331.0;-150.0;192.0
-1218.0;1416.0;-1020.0;-1135.0;204.0;563.0;1125.0;113.0;-1211.0;217.0;-331.0;?
-1288.0;1150.0;-714.0;-1178.0;243.0;666.0;897.0;111.0;-1307.0;207.0;-383.0;13.0
-1421.0;1248.0;?;-1307.0;215.0;558.0;501.0;113.0;-1529.0;315.0;-315.0;16.0
-1138.0;1229.0;-367.0;-1010.0;176.0;195.0;24.0;109.0;-738.0;179.0;-251.0;39.0
-1143.0;1124.0;?;-1050.0;100.0;-76.0;61.0;93.0;-845.0;253.0;-222.0;?
-1202.0;1024.0;595.0;-1124.0;79.0;-9.0;-319.0;69.0;-1053.0;165.0;-160.0;12.0
-1122.0;?;1025.0;-1038.0;99.0;41.0;-335.0;40.0;-1016.0;113.0;-198.0;143.0
-1015.0;?;1285.0;-952.0;117.0;?;-309.0;36.0;-924.0;88.0;?;?
-918.0;809.0;1352.0;-872.0;133.0;-114.0;-386.0;35.0;-827.0;?;?;155.0
-841.0;771.0;?;-798.0;153.0;?;-326.0;21.0;-764.0;99.0;-235.0;108.0
-781.0;841.0;1307.0;-735.0;131.0;-222.0;?;5.0;-692.0;?;?;59.0
-760.0;895.0;1058.0;?;119.0;?;-508.0;-9.0;-690.0;102.0;-282.0;45.0
-801.0;919.0;799.0;-726.0;99.0;-207.0;-804.0;-24.0;-743.0;133.0;?;?
-886.0;1016.0;473.0;-794.0;?;?;760.0;-42.0;-761.0;130.0;?;-46.0
?;1198.0;134.0;-830.0;45.0;699.0;966.0;-49.0;-750.0;86.0;-338.0;137.0
-972.0;1157.0;-140.0;-891.0;15.0;?;2338.0;-50.0;-779.0;100.0;-505.0;-172.0
-1108.0;1234.0;-285.0;-1031.0;?;1757.0;617.0;-40.0;-878.0;87.0;-479.0;-296.0
-1206.0;1266.0;-314.0;-1125.0;208.0;238.0;-755.0;-29.0;-986.0;96.0;-651.0;-188.0
-1213.0;942.0;-136.0;-1086.0;?;468.0;1495.0;-20.0;-1041.0;167.0;-589.0;-293.0
-1326.0;1072.0;-331.0;-1193.0;-31.0;-790.0;40.0;6.0;-1244.0;254.0;-393.0;-227.0
-963.0;1307.0;-319.0;-902.0;-83.0;887.0;-780.0;36.0;-1059.0;-46.0;-287.0;-143.0
-904.0;1182.0;-56.0;-869.0;-203.0;-914.0;-461.0;70.0;-1123.0;-110.0;-272.0;-54.0
-1130.0;944.0;?;-1105.0;?;550.0;-285.0;88.0;-1415.0;-233.0;-290.0;-9.0
-1183.0;783.0;111.0;-1182.0;118.0;-23.0;-195.0;?;-1442.0;-309.0;-263.0;5.0
-1006.0;697.0;-114.0;-970.0;223.0;483.0;-132.0;100.0;-1240.0;-39.0;-343.0;-14.0
-821.0;678.0;-336.0;?;232.0;236.0;-5.0;108.0;-992.0;?;-352.0;?
-705.0;715.0;-393.0;-598.0;211.0;397.0;?;116.0;-839.0;184.0;-333.0;-88.0
?;732.0;-469.0;-543.0;173.0;443.0;186.0;140.0;-756.0;212.0;-366.0;?
-681.0;781.0;-478.0;-559.0;169.0;363.0;159.0;165.0;-739.0;238.0;-446.0;102.0
-713.0;865.0;-631.0;-612.0;232.0;398.0;172.0;175.0;-733.0;235.0;-476.0;36.0
-744.0;1013.0;-678.0;-647.0;252.0;338.0;54.0;?;?;?;-476.0;-53.0
-803.0;1161.0;?;-689.0;?;449.0;41.0;181.0;-769.0;222.0;-446.0;-30.0
-914.0;1251.0;?;-778.0;243.0;379.0;?;174.0;-924.0;277.0;-359.0;134.0
?;1223.0;-721.0;-930.0;?;633.0;386.0;158.0;-1146.0;311.0;-280.0;154.0
-1163.0;1299.0;-771.0;-1046.0;256.0;418.0;1062.0;140.0;-1224.0;257.0;-335.0;227.0
-1162.0;1206.0;-710.0;-1078.0;253.0;814.0;1789.0;129.0;-1178.0;146.0;?;54.0
-1224.0;1192.0;-686.0;-1106.0;?;835.0;53.0;117.0;-1372.0;254.0;?;?
-1219.0;1416.0;-768.0;-1108.0;133.0;336.0;?;104.0;-1296.0;307.0;-317.0;-184.0
-1050.0;1368.0;?;?;-23.0;-217.0;-1.0;71.0;-805.0;?;-261.0;17.0
-1215.0;?;?;-1149.0;-46.0;?;-336.0;49.0;-857.0;114.0;-199.0;10.0
-1396.0;?;445.0;-1296.0;101.0;18.0;-333.0;29.0;-1081.0;44.0;-216.0;44.0
-1201.0;868.0;962.0;-1129.0;146.0;-131.0;-326.0;9.0;-937.0;-28.0;-201.0;?
-952.0;820.0;?;-913.0;206.0;?;-399.0;12.0;?;44.0;-174.0;188.0
-831.0;815.0;1617.0;?;195.0;-128.0;-358.0;32.0;-711.0;177.0;-242.0;151.0
-791.0;799.0;1704.0;-752.0;234.0;-175.0;-389.0;43.0;-682.0;148.0;-258.0;110.0
?;843.0;1707.0;-733.0;173.0;-301.0;-491.0;45.0;-701.0;?;-285.0;73.0
-767.0;?;1401.0;-713.0;136.0;-265.0;-769.0;44.0;-742.0;?;-372.0;-6.0
-830.0;947.0;999.0;?;?;-165.0;27.0;?;-831.0;?;?;-150.0
-874.0;?;571.0;-773.0;91.0;742.0;1411.0;51.0;-859.0;177.0;-387.0;?
-894.0;1266.0;318.0;-796.0;17.0;-661.0;2766.0;61.0;-828.0;160.0;-440.0;-36.0
-1037.0;1244.0;31.0;-943.0;43.0;1796.0;?;86.0;-904.0;149.0;-485.0;-367.0
-1226.0;1331.0;-95.0;-1140.0;133.0;983.0;-251.0;115.0;-1028.0;100.0;?;-209.0
-1224.0;1135.0;-47.0;-1139.0;7.0;-553.0;?;139.0;-1067.0;?;-588.0;-111.0
-1334.0;880.0;-118.0;-1226.0;-106.0;-295.0;2083.0;160.0;-1191.0;160.0;-444.0;-179.0
-1234.0;1103.0;-232.0;-1169.0;?;139.0;-865.0;182.0;-1159.0;-13.0;-298.0;-146.0
-875.0;1212.0;-118.0;-839.0;-46.0;541.0;-484.0;200.0;-906.0;-203.0;?;-113.0
-928.0;1089.0;-112.0;-908.0;-33.0;-1019.0;-322.0;185.0;-1025.0;-117.0;-303.0;-27.0
-1113.0;877.0;-295.0;-1077.0;65.0;580.0;-219.0;141.0;-1281.0;-166.0;-256.0;-48.0
-1103.0;779.0;-459.0;-1061.0;?;350.0;-208.0;75.0;-1368.0;-113.0;-283.0;?
-925.0;729.0;-685.0;?;198.0;386.0;-205.0;?;-1174.0;39.0;?;8.0
-773.0;711.0;-735.0;?;225.0;91.0;27.0;?;-944.0;?;-334.0;65.0
-722.0;731.0;-742.0;-619.0;252.0;477.0;?;-29.0;-814.0;177.0;?;-106.0
-705.0;748.0;-822.0;-590.0;257.0;335.0;232.0;12.0;-765.0;221.0;-439.0;184.0
?;788.0;-971.0;-604.0;353.0;407.0;257.0;51.0;-764.0;261.0;-465.0;179.0
-731.0;900.0;-1037.0;-622.0;416.0;?;115.0;71.0;-772.0;303.0;-574.0;-127.0
-734.0;1104.0;-1106.0;?;419.0;433.0;-108.0;67.0;-755.0;?;-594.0;-267.0
-793.0;1319.0;-1153.0;-658.0;324.0;511.0;187.0;56.0;-811.0;412.0;-388.0;-65.0
-933.0;1348.0;-1221.0;-826.0;70.0;421.0;385.0;47.0;-976.0;446.0;-194.0;107.0
-1112.0;1472.0;-1364.0;-1035.0;-2.0;543.0;292.0;45.0;-1170.0;376.0;-141.0;189.0
-1281.0;1442.0;-1144.0;-1206.0;140.0;455.0;1297.0;42.0;-1190.0;175.0;-255.0;104.0
-1394.0;1089.0;-485.0;-1256.0;265.0;552.0;1621.0;43.0;-1239.0;69.0;-378.0;-37.0
-1476.0;1234.0;13.0;-1349.0;240.0;732.0;-106.0;38.0;-1497.0;248.0;-410.0;?
-1134.0;1276.0;?;-993.0;132.0;226.0;76.0;36.0;-924.0;229.0;-350.0;-27.0
-968.0;836.0;1609.0;-933.0;143.0;-36.0;-420.0;157.0;-882.0;-28.0;?;163.0
-901.0;827.0;?;?;169.0;-130.0;-394.0;145.0;-787.0;70.0;-221.0;?
-819.0;?;1579.0;-803.0;196.0;-196.0;-410.0;128.0;?;70.0;-201.0;74.0
-803.0;847.0;1491.0;-779.0;202.0;-231.0;-536.0;104.0;-717.0;91.0;-262.0;58.0
-798.0;856.0;1275.0;-758.0;123.0;?;-818.0;80.0;-723.0;164.0;-240.0;-17.0
?;902.0;1032.0;-764.0;107.0;-53.0;-266.0;58.0;-789.0;201.0;-317.0;-126.0
-869.0;1050.0;687.0;-773.0;77.0;611.0;1911.0;31.0;-809.0;195.0;-326.0;-10.0
-868.0;1195.0;440.0;-773.0;24.0;117.0;2555.0;?;-772.0;154.0;-343.0;107.0
-992.0;1119.0;244.0;-897.0;40.0;1338.0;1047.0;-8.0;-874.0;144.0;-460.0;-280.0
-1143.0;?;48.0;-1060.0;?;1087.0;-742.0;-14.0;-1002.0;65.0;-505.0;-224.0
-1183.0;1146.0;-93.0;-1099.0;164.0;-292.0;-602.0;-16.0;-1059.0;70.0;-631.0;-175.0
-1241.0;892.0;-260.0;-1093.0;?;-550.0;1818.0;-13.0;-1140.0;192.0;-526.0;-266.0
-1250.0;1151.0;-655.0;-1125.0;48.0;540.0;-723.0;-3.0;-1210.0;155.0;-371.0;-206.0
-881.0;1286.0;-695.0;-850.0;-33.0;15.0;?;28.0;-916.0;-130.0;-289.0;-155.0
-934.0;1192.0;-512.0;-891.0;-76.0;-470.0;-497.0;67.0;-1018.0;?;-240.0;-48.0
?;919.0;-493.0;-1106.0;47.0;451.0;-156.0;110.0;?;-178.0;-251.0;14.0
-1182.0;780.0;-470.0;-1157.0;198.0;319.0;-302.0;137.0;-1311.0;-189.0;-318.0;63.0
-1013.0;710.0;-573.0;-945.0;255.0;321.0;-113.0;150.0;?;35.0;-380.0;?
?;697.0;-654.0;-703.0;314.0;223.0;-48.0;?;-912.0;122.0;-392.0;-28.0
-702.0;748.0;-623.0;-578.0;290.0;337.0;209.0;180.0;-791.0;208.0;-410.0;-77.0
-670.0;793.0;-643.0;-533.0;269.0;380.0;150.0;196.0;-766.0;255.0;-409.0;-106.0
-693.0;875.0;-746.0;-561.0;254.0;395.0;364.0;?;?;286.0;-387.0;48.0
-732.0;879.0;-864.0;-614.0;224.0;591.0;144.0;230.0;-766.0;279.0;-469.0;53.0
?;1000.0;-888.0;-685.0;302.0;474.0;32.0;231.0;-785.0;265.0;-475.0;-123.0
-856.0;1145.0;-812.0;-723.0;308.0;475.0;67.0;221.0;-836.0;226.0;-432.0;23.0
-889.0;1247.0;-732.0;-763.0;222.0;441.0;434.0;206.0;-942.0;269.0;-315.0;239.0
-1032.0;1338.0;-722.0;-909.0;174.0;428.0;225.0;192.0;-1159.0;?;-213.0;145.0
-1158.0;1419.0;-678.0;-1053.0;242.0;546.0;1746.0;182.0;-1222.0;243.0;-348.0;119.0
?;1238.0;-471.0;-1098.0;220.0;784.0;1881.0;171.0;-1159.0;128.0;-414.0;-42.0
-1378.0;1352.0;?;-1237.0;210.0;740.0;-154.0;166.0;-1424.0;279.0;-385.0;?
-1245.0;1351.0;-281.0;?;80.0;110.0;-192.0;160.0;-1077.0;185.0;-291.0;-104.0
-1175.0;?;27.0;-1085.0;3.0;-111.0;-51.0;157.0;?;?;?;8.0
-1342.0;1003.0;526.0;-1261.0;-28.0;-40.0;?;?;-1038.0;167.0;-217.0;54.0
-1205.0;947.0;1105.0;-1129.0;66.0;47.0;-381.0;162.0;-1023.0;46.0;-239.0;158.0
-982.0;870.0;1492.0;-957.0;126.0;28.0;-364.0;159.0;-913.0;-33.0;-174.0;136.0
-914.0;?;?;-891.0;?;?;-380.0;166.0;-846.0;40.0;-184.0;142.0
-865.0;819.0;?;-845.0;173.0;-191.0;-346.0;179.0;-753.0;98.0;-163.0;105.0
-800.0;829.0;1594.0;-778.0;174.0;-189.0;-368.0;179.0;?;77.0;-189.0;90.0
-785.0;811.0;1400.0;-752.0;?;-260.0;-560.0;182.0;-714.0;121.0;-316.0;122.0
-798.0;814.0;1149.0;-741.0;147.0;-387.0;-692.0;183.0;-744.0;170.0;-324.0;48.0
-816.0;894.0;823.0;-727.0;165.0;-132.0;-77.0;177.0;-783.0;180.0;-391.0;-105.0
-830.0;1090.0;515.0;-728.0;145.0;673.0;1905.0;172.0;-802.0;187.0;?;-3.0
-871.0;1177.0;239.0;?;?;-495.0;2063.0;166.0;-809.0;201.0;-499.0;-99.0
-1033.0;1170.0;-52.0;-901.0;86.0;1622.0;1404.0;165.0;-912.0;215.0;-519.0;-371.0
?;1371.0;-268.0;-1064.0;181.0;350.0;-706.0;160.0;-1010.0;145.0;-527.0;-161.0
?;1127.0;-366.0;-1051.0;49.0;?;791.0;?;?;101.0;-628.0;-133.0
-1324.0;974.0;-604.0;-1170.0;43.0;-110.0;841.0;163.0;?;201.0;-447.0;-173.0
-1213.0;1186.0;-825.0;-1162.0;128.0;829.0;-927.0;?;-1205.0;26.0;-352.0;-116.0
-879.0;1214.0;-584.0;-846.0;24.0;-483.0;?;188.0;-934.0;-133.0;-285.0;-42.0
-1004.0;995.0;-414.0;-916.0;16.0;-172.0;-365.0;201.0;-1106.0;8.0;-229.0;20.0
?;831.0;-382.0;-1064.0;177.0;529.0;-228.0;211.0;-1329.0;-108.0;-277.0;61.0
-1051.0;745.0;-446.0;-990.0;254.0;162.0;-180.0;208.0;-1258.0;-64.0;-243.0;31.0
-892.0;741.0;-739.0;-779.0;305.0;304.0;-40.0;209.0;-1011.0;104.0;-323.0;-5.0
-747.0;790.0;-863.0;-631.0;?;311.0;-34.0;218.0;-822.0;183.0;-376.0;?
-699.0;811.0;-838.0;-574.0;261.0;368.0;124.0;242.0;-766.0;233.0;-386.0;5.0
-734.0;818.0;-874.0;-599.0;233.0;389.0;158.0;261.0;-776.0;289.0;-413.0;-74.0
-771.0;922.0;-909.0;-648.0;243.0;448.0;178.0;276.0;-829.0;?;-392.0;98.0
-787.0;932.0;?;-662.0;255.0;414.0;131.0;287.0;-837.0;297.0;-455.0;60.0
-824.0;1015.0;-675.0;-707.0;278.0;502.0;21.0;285.0;-853.0;303.0;-453.0;-98.0
-894.0;1165.0;-567.0;-768.0;304.0;533.0;82.0;277.0;-887.0;276.0;-394.0;-64.0
-921.0;1258.0;-485.0;-782.0;?;493.0;457.0;259.0;-953.0;?;-283.0;117.0
?;1283.0;-539.0;-926.0;173.0;365.0;?;249.0;-1114.0;336.0;?;?
-1162.0;1306.0;-506.0;-1042.0;239.0;608.0;1836.0;237.0;-1161.0;276.0;-322.0;235.0
?;?;-300.0;-1092.0;281.0;856.0;1391.0;226.0;-1165.0;167.0;-326.0;125.0
-1289.0;1237.0;-92.0;-1143.0;282.0;850.0;-154.0;215.0;?;276.0;-318.0;?
-1153.0;1391.0;?;-1036.0;201.0;68.0;-199.0;193.0;-989.0;227.0;-278.0;-163.0
-1072.0;1171.0;255.0;-948.0;107.0;-19.0;-90.0;167.0;-688.0;247.0;-209.0;25.0
-1303.0;992.0;538.0;-1221.0;27.0;-36.0;-280.0;147.0;?;311.0;-189.0;25.0
-1249.0;?;899.0;?;?;?;-348.0;133.0;-1060.0;174.0;?;?
-1013.0;850.0;1165.0;-954.0;96.0;-86.0;-296.0;131.0;-912.0;32.0;-189.0;?
-902.0;801.0;1346.0;?;127.0;-156.0;-272.0;?;?;57.0;-172.0;170.0
-861.0;790.0;1454.0;-811.0;164.0;-150.0;-303.0;160.0;-730.0;?;-109.0;161.0
-791.0;777.0;1465.0;-752.0;158.0;-244.0;?;172.0;?;69.0;-187.0;124.0
-767.0;?;1301.0;-716.0;186.0;-359.0;-456.0;178.0;-726.0;107.0;-253.0;173.0
-796.0;812.0;952.0;-715.0;172.0;-372.0;-727.0;181.0;-763.0;154.0;-369.0;134.0
-838.0;859.0;514.0;?;214.0;?;102.0;181.0;-773.0;180.0;-406.0;5.0
-858.0;1043.0;102.0;-734.0;236.0;683.0;1433.0;177.0;-769.0;189.0;-493.0;-33.0
-874.0;1260.0;-183.0;?;148.0;-220.0;1977.0;183.0;-759.0;221.0;-492.0;-63.0
-986.0;?;-517.0;-845.0;107.0;1707.0;1651.0;190.0;-857.0;281.0;-497.0;-331.0
-1186.0;1318.0;-781.0;-1062.0;132.0;320.0;-998.0;204.0;-1041.0;268.0;-429.0;-311.0
-1236.0;1324.0;-916.0;?;20.0;774.0;1007.0;211.0;-1083.0;194.0;-570.0;-139.0
-1225.0;986.0;-810.0;?;-54.0;-586.0;545.0;233.0;-1063.0;90.0;-476.0;-174.0
-1274.0;1041.0;978.0;-1213.0;106.0;93.0;-375.0;382.0;-1104.0;117.0;-174.0;?
-1122.0;1008.0;1342.0;-1073.0;178.0;59.0;-377.0;366.0;-909.0;?;-107.0;-66.0
-1017.0;977.0;1527.0;-971.0;81.0;?;-427.0;363.0;?;91.0;-31.0;117.0
-959.0;893.0;1528.0;-917.0;94.0;10.0;-392.0;?;-761.0;146.0;20.0;?
-901.0;829.0;1584.0;-884.0;154.0;-188.0;-447.0;376.0;?;9.0;?;278.0
-858.0;?;1678.0;-858.0;239.0;-283.0;-402.0;381.0;-679.0;-50.0;-188.0;?
-849.0;?;1689.0;-819.0;323.0;-345.0;-829.0;374.0;-783.0;67.0;-280.0;?
-814.0;772.0;1627.0;-755.0;379.0;?;113.0;377.0;-819.0;173.0;-283.0;58.0
-785.0;872.0;1484.0;-679.0;347.0;215.0;?;418.0;?;227.0;-317.0;9.0
-844.0;984.0;1256.0;-654.0;295.0;?;2373.0;481.0;-612.0;265.0;-409.0;-14.0
-972.0;1014.0;793.0;-696.0;309.0;1494.0;1394.0;600.0;-851.0;289.0;-569.0;-380.0
-1081.0;1147.0;166.0;-790.0;?;1722.0;-71.0;731.0;-953.0;260.0;-583.0;-349.0
-1031.0;1191.0;1188.0;-951.0;61.0;-100.0;46.0;328.0;-655.0;146.0;-274.0;-37.0
-1254.0;?;1561.0;-1235.0;-10.0;80.0;?;324.0;-979.0;214.0;-233.0;-13.0
?;995.0;1805.0;-1181.0;-8.0;77.0;-323.0;313.0;?;74.0;-233.0;54.0
?;906.0;1858.0;-1059.0;?;-110.0;-310.0;?;-871.0;0.0;-171.0;108.0
-958.0;867.0;1877.0;-970.0;76.0;-47.0;-320.0;?;-800.0;11.0;-170.0;98.0
-905.0;843.0;1829.0;-923.0;111.0;-91.0;-318.0;297.0;-750.0;40.0;-173.0;77.0
?;783.0;1742.0;?;179.0;-123.0;-323.0;287.0;-740.0;41.0;-269.0;121.0
?;687.0;1569.0;-819.0;331.0;-438.0;?;274.0;-755.0;68.0;?;?
-792.0;749.0;1277.0;-753.0;418.0;-322.0;-652.0;257.0;-779.0;?;-467.0;116.0
-789.0;845.0;1014.0;-652.0;362.0;-134.0;1.0;240.0;-796.0;261.0;?;21.0
-786.0;934.0;791.0;-568.0;309.0;870.0;1745.0;224.0;-804.0;421.0;-481.0;?
-832.0;1041.0;498.0;-632.0;217.0;-309.0;?;211.0;-833.0;465.0;?;-201.0
-963.0;1148.0;30.0;-743.0;162.0;1694.0;683.0;197.0;-918.0;440.0;-377.0;-411.0
-1054.0;?;-617.0;-878.0;132.0;551.0;-185.0;181.0;?;352.0;-328.0;-255.0
-1074.0;1177.0;-1207.0;-970.0;-31.0;-277.0;1631.0;163.0;-978.0;289.0;-367.0;-123.0
-1246.0;?;-1590.0;-1187.0;-48.0;-494.0;893.0;145.0;-1102.0;170.0;-410.0;-129.0
-1246.0;1212.0;-1946.0;-1258.0;91.0;-182.0;-885.0;124.0;-1099.0;8.0;-462.0;-118.0
-931.0;1226.0;-1641.0;-918.0;62.0;1225.0;-346.0;112.0;-821.0;-109.0;-407.0;-133.0
-968.0;1105.0;?;-961.0;141.0;-687.0;-130.0;105.0;-928.0;-32.0;-306.0;0.0
-1148.0;847.0;-497.0;-1110.0;173.0;734.0;?;?;-1203.0;115.0;-302.0;?
-1163.0;737.0;95.0;-1087.0;215.0;169.0;-187.0;127.0;-1373.0;127.0;-350.0;53.0
-939.0;761.0;328.0;?;255.0;388.0;-67.0;157.0;-1084.0;162.0;?;-10.0
-721.0;778.0;302.0;-635.0;283.0;266.0;-28.0;198.0;-852.0;160.0;-381.0;-66.0
-707.0;807.0;63.0;?;295.0;395.0;39.0;256.0;-787.0;222.0;-419.0;-81.0
-754.0;801.0;-176.0;?;264.0;352.0;163.0;327.0;-783.0;280.0;-475.0;-4.0
-785.0;793.0;-425.0;-640.0;270.0;408.0;105.0;394.0;-754.0;288.0;-482.0;21.0
-779.0;831.0;-545.0;?;310.0;386.0;81.0;457.0;-756.0;296.0;-489.0;-8.0
-745.0;1006.0;-572.0;-635.0;337.0;396.0;41.0;508.0;-713.0;?;-431.0;-190.0
?;1125.0;-510.0;?;304.0;557.0;?;548.0;-765.0;296.0;-359.0;56.0
-842.0;1202.0;-495.0;?;194.0;473.0;436.0;566.0;-951.0;318.0;-228.0;?
-990.0;1179.0;-527.0;-871.0;194.0;435.0;512.0;571.0;-1160.0;278.0;-169.0;190.0
-1137.0;1316.0;-582.0;-1014.0;336.0;495.0;1547.0;565.0;-1196.0;251.0;-437.0;177.0
-1115.0;1147.0;-462.0;-996.0;326.0;908.0;?;556.0;-1196.0;207.0;-471.0;-20.0
?;1343.0;?;-1084.0;?;?;-594.0;537.0;?;360.0;?;-234.0
-1154.0;1455.0;-467.0;-1044.0;136.0;?;-98.0;504.0;-1148.0;?;-312.0;-208.0
-1099.0;1271.0;-156.0;-965.0;19.0;-24.0;-186.0;478.0;?;289.0;-262.0;-25.0
-1360.0;1081.0;132.0;-1270.0;-46.0;?;?;456.0;-1094.0;265.0;-212.0;2.0
-1354.0;987.0;684.0;-1263.0;7.0;63.0;-401.0;418.0;?;65.0;-150.0;69.0
