Accelerometer LUA_ accZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LLA Quaternion1;Accelerometer RUA_ accZ
428.0;589.0;167.0;269.0;652.0;-323.0;?;-103.0;147.0;-1.0
440.0;617.0;174.0;270.0;662.0;-348.0;-705.0;-115.0;115.0;-31.0
547.0;709.0;171.0;260.0;672.0;-371.0;-697.0;-141.0;76.0;-68.0
647.0;799.0;167.0;?;681.0;?;-688.0;-174.0;31.0;-68.0
?;832.0;158.0;277.0;689.0;-407.0;-673.0;?;-22.0;-70.0
?;?;145.0;284.0;691.0;-420.0;-652.0;-215.0;-84.0;-114.0
503.0;480.0;?;?;684.0;-428.0;-624.0;-387.0;-149.0;-105.0
483.0;132.0;110.0;179.0;670.0;-429.0;-590.0;-426.0;-207.0;?
402.0;-64.0;87.0;?;?;-428.0;-565.0;-430.0;-255.0;-147.0
370.0;-179.0;68.0;147.0;641.0;-427.0;-551.0;-581.0;-293.0;-204.0
381.0;-108.0;56.0;183.0;633.0;-426.0;-542.0;-691.0;-323.0;-168.0
421.0;-51.0;43.0;220.0;632.0;-427.0;-534.0;-733.0;-345.0;-128.0
450.0;36.0;43.0;287.0;636.0;-433.0;-522.0;-598.0;-363.0;-84.0
482.0;200.0;?;378.0;634.0;-446.0;-507.0;-421.0;-383.0;-43.0
430.0;332.0;88.0;464.0;624.0;-466.0;-491.0;-359.0;?;51.0
362.0;359.0;114.0;?;?;-490.0;-472.0;-413.0;-433.0;90.0
340.0;484.0;144.0;393.0;595.0;-511.0;-449.0;-476.0;-454.0;49.0
?;386.0;?;273.0;582.0;-528.0;-428.0;-533.0;-468.0;2.0
377.0;290.0;179.0;203.0;570.0;-538.0;-411.0;-508.0;-478.0;57.0
369.0;267.0;188.0;?;561.0;-543.0;-396.0;-457.0;-484.0;67.0
371.0;274.0;194.0;344.0;552.0;-547.0;-386.0;-482.0;-490.0;59.0
417.0;270.0;196.0;371.0;549.0;-547.0;-382.0;-493.0;-491.0;22.0
459.0;251.0;195.0;289.0;551.0;-544.0;-381.0;-384.0;-486.0;-9.0
439.0;240.0;187.0;268.0;552.0;-539.0;-380.0;-288.0;-481.0;44.0
437.0;196.0;?;252.0;550.0;-532.0;-375.0;-267.0;-477.0;30.0
439.0;184.0;164.0;254.0;543.0;-524.0;-365.0;-251.0;-477.0;-1.0
460.0;?;149.0;214.0;533.0;-514.0;?;-256.0;-481.0;-42.0
462.0;209.0;131.0;206.0;524.0;-506.0;-343.0;-339.0;-486.0;-67.0
440.0;238.0;117.0;233.0;519.0;-498.0;-337.0;-394.0;-491.0;-43.0
430.0;251.0;101.0;274.0;?;-491.0;-330.0;-365.0;-497.0;?
402.0;166.0;90.0;269.0;508.0;-484.0;-323.0;-345.0;-505.0;8.0
397.0;93.0;76.0;211.0;501.0;-478.0;-318.0;-385.0;-513.0;19.0
398.0;59.0;65.0;160.0;497.0;-472.0;-315.0;-427.0;-521.0;19.0
380.0;6.0;52.0;165.0;493.0;-469.0;-312.0;-440.0;?;-43.0
418.0;?;42.0;189.0;490.0;-468.0;?;-420.0;-534.0;-60.0
?;?;34.0;218.0;?;-469.0;-308.0;-400.0;-538.0;-73.0
389.0;?;26.0;249.0;485.0;-474.0;-306.0;-376.0;-540.0;-62.0
399.0;-187.0;29.0;290.0;483.0;-480.0;?;-383.0;-542.0;-34.0
375.0;-236.0;40.0;321.0;481.0;-487.0;-300.0;-381.0;-542.0;?
359.0;-189.0;53.0;354.0;478.0;-494.0;-296.0;-378.0;-541.0;-19.0
341.0;-234.0;66.0;380.0;?;-503.0;-295.0;-377.0;?;-43.0
291.0;-259.0;80.0;414.0;477.0;-510.0;-294.0;-369.0;-535.0;-16.0
312.0;-296.0;93.0;442.0;478.0;?;-295.0;-344.0;-531.0;10.0
354.0;-370.0;108.0;506.0;479.0;-522.0;-296.0;-318.0;?;68.0
354.0;-414.0;?;571.0;480.0;-526.0;?;-334.0;-526.0;?
321.0;-383.0;?;590.0;481.0;-529.0;-300.0;-323.0;-523.0;?
297.0;?;140.0;?;484.0;-528.0;-303.0;-291.0;?;22.0
355.0;-276.0;?;524.0;488.0;-525.0;-306.0;-282.0;-520.0;47.0
369.0;?;135.0;505.0;489.0;-520.0;?;-250.0;-522.0;161.0
398.0;107.0;129.0;498.0;487.0;-513.0;?;?;-528.0;190.0
?;142.0;115.0;462.0;481.0;-502.0;-298.0;-283.0;-537.0;?
420.0;98.0;93.0;?;?;-486.0;-292.0;-311.0;-544.0;167.0
349.0;-43.0;66.0;317.0;472.0;-468.0;-287.0;?;-547.0;114.0
370.0;-190.0;29.0;?;469.0;-446.0;-283.0;-329.0;-549.0;?
396.0;-220.0;-13.0;332.0;466.0;-423.0;-279.0;-350.0;-548.0;222.0
424.0;-242.0;-56.0;413.0;461.0;-399.0;-274.0;-363.0;-549.0;246.0
437.0;-304.0;-102.0;463.0;456.0;-372.0;-270.0;-375.0;-551.0;270.0
499.0;?;-143.0;414.0;?;-343.0;-265.0;-379.0;-552.0;225.0
509.0;-452.0;-186.0;409.0;448.0;-312.0;-260.0;-375.0;-553.0;230.0
502.0;-497.0;?;366.0;444.0;-281.0;-254.0;-365.0;-552.0;269.0
464.0;?;-266.0;?;440.0;-252.0;-248.0;-362.0;-549.0;?
462.0;-613.0;-307.0;456.0;?;-224.0;?;-353.0;-547.0;?
474.0;-628.0;-346.0;474.0;427.0;-196.0;-226.0;-368.0;-548.0;316.0
494.0;-585.0;-380.0;469.0;418.0;-168.0;-214.0;-396.0;-552.0;255.0
457.0;-519.0;-420.0;479.0;?;-140.0;-203.0;-410.0;-560.0;230.0
395.0;-486.0;-460.0;432.0;403.0;-113.0;-193.0;-405.0;-573.0;?
?;-321.0;-506.0;501.0;395.0;-89.0;-184.0;-388.0;-590.0;161.0
?;-202.0;-547.0;531.0;385.0;-66.0;-174.0;-379.0;-611.0;79.0
239.0;-7.0;-582.0;520.0;371.0;-47.0;?;-369.0;-632.0;105.0
202.0;?;-612.0;537.0;355.0;-36.0;-151.0;?;-655.0;34.0
200.0;490.0;-634.0;693.0;336.0;?;-139.0;-370.0;-676.0;-76.0
227.0;641.0;-651.0;817.0;319.0;-50.0;?;-463.0;-693.0;-341.0
304.0;?;-653.0;?;311.0;-69.0;-124.0;-525.0;-702.0;?
380.0;252.0;-647.0;969.0;316.0;-92.0;-127.0;-416.0;-704.0;437.0
371.0;123.0;-643.0;1037.0;324.0;-112.0;-131.0;-266.0;-700.0;165.0
307.0;24.0;-630.0;271.0;329.0;-130.0;-131.0;-172.0;-694.0;36.0
282.0;253.0;-611.0;689.0;329.0;-140.0;-130.0;-170.0;-686.0;-50.0
254.0;-270.0;-608.0;1170.0;329.0;-144.0;-131.0;-223.0;-677.0;?
245.0;-698.0;-604.0;?;335.0;-151.0;-137.0;-296.0;-663.0;-179.0
250.0;-456.0;-594.0;932.0;344.0;-159.0;-145.0;-331.0;-648.0;-191.0
300.0;-220.0;-589.0;?;357.0;-166.0;-158.0;-317.0;-631.0;-230.0
300.0;-388.0;-581.0;875.0;370.0;-175.0;-175.0;-288.0;-614.0;-194.0
282.0;-241.0;?;?;385.0;?;-193.0;-276.0;-598.0;-127.0
278.0;-95.0;-565.0;947.0;401.0;-188.0;-212.0;-245.0;-582.0;?
290.0;124.0;-560.0;948.0;417.0;?;?;-212.0;-565.0;-176.0
303.0;184.0;-557.0;893.0;432.0;-196.0;-244.0;-210.0;-550.0;-180.0
?;183.0;-553.0;915.0;446.0;-200.0;-259.0;-222.0;-535.0;-202.0
310.0;149.0;-547.0;943.0;458.0;-205.0;-272.0;-218.0;-523.0;?
286.0;139.0;-540.0;948.0;468.0;-210.0;-284.0;-200.0;?;-212.0
325.0;152.0;-533.0;?;?;?;-295.0;-189.0;-508.0;-212.0
344.0;224.0;?;935.0;482.0;-221.0;-304.0;-191.0;-505.0;-206.0
334.0;154.0;-516.0;917.0;486.0;-227.0;-310.0;-181.0;-504.0;-232.0
358.0;100.0;-507.0;969.0;488.0;-235.0;?;-176.0;-506.0;-229.0
348.0;87.0;?;939.0;486.0;-242.0;-313.0;-184.0;-510.0;-216.0
390.0;146.0;-479.0;927.0;483.0;-250.0;-311.0;-215.0;-516.0;?
416.0;145.0;-463.0;938.0;479.0;?;-308.0;-237.0;?;?
409.0;42.0;-445.0;918.0;473.0;-265.0;-304.0;-248.0;-533.0;-100.0
358.0;-39.0;-424.0;941.0;466.0;-272.0;-297.0;-259.0;-543.0;-104.0
313.0;-153.0;-404.0;889.0;457.0;-278.0;-289.0;-281.0;-553.0;-109.0
?;-432.0;-383.0;911.0;448.0;-280.0;-280.0;?;-563.0;?
387.0;-727.0;-366.0;971.0;438.0;-278.0;-270.0;-318.0;-572.0;-407.0
363.0;-976.0;-350.0;986.0;429.0;-275.0;-259.0;-386.0;-582.0;-280.0
398.0;-1071.0;-339.0;1083.0;421.0;-270.0;-249.0;-431.0;-591.0;102.0
362.0;-1074.0;-334.0;1229.0;414.0;-262.0;-238.0;-400.0;-599.0;?
355.0;-972.0;-325.0;1358.0;405.0;-237.0;?;-307.0;-605.0;?
281.0;-778.0;-330.0;361.0;394.0;-189.0;-209.0;-270.0;-610.0;235.0
217.0;-973.0;-351.0;364.0;382.0;?;-195.0;?;-614.0;403.0
223.0;-1162.0;-388.0;495.0;373.0;-95.0;-183.0;-363.0;-618.0;112.0
274.0;-1100.0;-415.0;306.0;365.0;-51.0;-173.0;-337.0;-622.0;151.0
304.0;-696.0;-429.0;305.0;358.0;-20.0;?;-317.0;-628.0;266.0
307.0;-440.0;-433.0;600.0;353.0;-13.0;-164.0;?;-634.0;311.0
?;-349.0;?;565.0;?;?;-161.0;?;-640.0;?
193.0;-164.0;-217.0;-390.0;200.0;-4.0;1.0;-253.0;?;393.0
208.0;473.0;-217.0;-234.0;197.0;-32.0;2.0;-261.0;-689.0;270.0
221.0;1094.0;-226.0;1122.0;194.0;-75.0;3.0;-256.0;-694.0;360.0
?;1141.0;-242.0;45.0;190.0;-84.0;4.0;-260.0;-698.0;489.0
220.0;1389.0;-257.0;604.0;185.0;-118.0;6.0;-261.0;-702.0;?
271.0;1468.0;-273.0;823.0;183.0;-146.0;7.0;-285.0;-704.0;321.0
331.0;856.0;-304.0;370.0;184.0;-165.0;8.0;?;-703.0;237.0
307.0;1327.0;-317.0;?;?;-195.0;13.0;-170.0;-700.0;-102.0
?;1201.0;-332.0;893.0;184.0;-210.0;19.0;?;-696.0;-93.0
373.0;585.0;?;931.0;184.0;-225.0;25.0;-239.0;-691.0;35.0
381.0;741.0;-362.0;?;185.0;-235.0;32.0;-197.0;-685.0;-38.0
359.0;1108.0;-365.0;941.0;184.0;-253.0;41.0;-177.0;-681.0;-69.0
357.0;1131.0;-377.0;1111.0;?;-258.0;47.0;-240.0;?;66.0
276.0;580.0;-400.0;?;179.0;-254.0;51.0;-284.0;-677.0;?
264.0;?;-417.0;1015.0;?;-256.0;55.0;-244.0;-677.0;-60.0
259.0;692.0;-426.0;967.0;174.0;-251.0;55.0;-283.0;-679.0;-126.0
269.0;465.0;-431.0;1075.0;175.0;-252.0;52.0;-378.0;-683.0;-120.0
280.0;467.0;-429.0;?;179.0;-255.0;47.0;-362.0;-689.0;-148.0
288.0;221.0;-421.0;970.0;183.0;-257.0;40.0;-328.0;-695.0;-104.0
301.0;?;?;?;188.0;-262.0;31.0;-325.0;?;?
275.0;16.0;?;985.0;?;-267.0;27.0;-263.0;-708.0;-183.0
255.0;-116.0;-362.0;909.0;195.0;-275.0;26.0;-218.0;-712.0;-207.0
293.0;?;-340.0;976.0;195.0;-282.0;29.0;-231.0;-715.0;-165.0
334.0;-209.0;-322.0;896.0;194.0;?;35.0;-237.0;-716.0;-158.0
337.0;-360.0;-304.0;957.0;190.0;-290.0;44.0;?;-716.0;?
287.0;-584.0;-286.0;936.0;185.0;-289.0;55.0;-221.0;-717.0;?
?;-774.0;-260.0;657.0;178.0;-287.0;68.0;?;-717.0;123.0
339.0;-896.0;-230.0;?;168.0;?;86.0;?;-715.0;100.0
360.0;-832.0;-205.0;993.0;155.0;-266.0;107.0;-171.0;-712.0;192.0
370.0;-1028.0;-193.0;520.0;138.0;-241.0;131.0;-212.0;-710.0;?
391.0;-1053.0;-181.0;593.0;118.0;-227.0;158.0;-237.0;-711.0;176.0
353.0;-995.0;-175.0;?;92.0;-222.0;193.0;?;-712.0;27.0
361.0;-875.0;-155.0;?;58.0;-242.0;232.0;-115.0;-713.0;-544.0
337.0;-729.0;-106.0;431.0;16.0;-282.0;273.0;-176.0;-714.0;-302.0
187.0;-598.0;-38.0;372.0;-30.0;-341.0;315.0;-215.0;-714.0;?
185.0;-725.0;38.0;903.0;-81.0;-402.0;?;-234.0;-716.0;-98.0
210.0;-437.0;125.0;1237.0;-134.0;-432.0;386.0;-250.0;-718.0;-26.0
?;533.0;194.0;1115.0;-190.0;-423.0;416.0;-274.0;-718.0;60.0
?;?;244.0;777.0;-244.0;-407.0;444.0;-287.0;?;10.0
413.0;739.0;308.0;796.0;-293.0;-398.0;475.0;-252.0;-707.0;59.0
383.0;808.0;387.0;365.0;-335.0;-389.0;505.0;-235.0;-694.0;12.0
333.0;877.0;464.0;155.0;-370.0;-387.0;536.0;-248.0;?;-11.0
296.0;564.0;?;196.0;-399.0;-387.0;564.0;?;-658.0;-29.0
262.0;273.0;560.0;171.0;?;-386.0;590.0;-294.0;-638.0;70.0
?;71.0;603.0;175.0;-445.0;-381.0;611.0;-320.0;-617.0;211.0
227.0;-24.0;?;221.0;-464.0;-368.0;628.0;?;-598.0;?
273.0;43.0;659.0;124.0;-480.0;-354.0;640.0;?;-582.0;125.0
282.0;116.0;680.0;166.0;-491.0;-349.0;?;?;-571.0;52.0
350.0;156.0;700.0;176.0;-500.0;-350.0;658.0;-334.0;-560.0;67.0
313.0;46.0;717.0;228.0;-508.0;-349.0;?;-294.0;-548.0;?
323.0;?;734.0;232.0;-514.0;?;675.0;-302.0;-533.0;13.0
345.0;-110.0;744.0;187.0;-517.0;-325.0;683.0;-286.0;-519.0;-37.0
353.0;-185.0;754.0;130.0;-517.0;-312.0;690.0;-286.0;-504.0;33.0
?;-86.0;765.0;96.0;-515.0;-299.0;694.0;?;-491.0;61.0
377.0;?;767.0;106.0;-513.0;-286.0;697.0;-293.0;-479.0;?
429.0;371.0;762.0;170.0;-514.0;-271.0;699.0;-276.0;-469.0;135.0
475.0;453.0;743.0;215.0;-516.0;-257.0;701.0;-247.0;-457.0;107.0
459.0;383.0;737.0;231.0;-520.0;-244.0;705.0;-244.0;-444.0;103.0
464.0;316.0;734.0;189.0;-522.0;-230.0;709.0;-282.0;?;90.0
448.0;245.0;726.0;134.0;-523.0;-216.0;715.0;?;-420.0;80.0
429.0;217.0;718.0;117.0;-523.0;-203.0;722.0;-363.0;-414.0;61.0
461.0;200.0;702.0;139.0;-525.0;-195.0;728.0;-371.0;-411.0;97.0
408.0;261.0;691.0;176.0;-531.0;-188.0;734.0;-364.0;-405.0;131.0
398.0;314.0;?;207.0;-540.0;-180.0;739.0;-436.0;-399.0;133.0
210.0;329.0;673.0;222.0;-550.0;-170.0;743.0;-473.0;-395.0;?
153.0;290.0;660.0;?;-560.0;-159.0;747.0;-493.0;-395.0;127.0
34.0;288.0;?;268.0;?;-147.0;752.0;-460.0;?;138.0
-95.0;399.0;634.0;271.0;-582.0;-134.0;758.0;?;-398.0;204.0
-55.0;438.0;630.0;258.0;-595.0;-124.0;766.0;-370.0;-394.0;117.0
-40.0;425.0;?;264.0;-609.0;-120.0;774.0;-357.0;-388.0;-26.0
83.0;181.0;?;245.0;-618.0;-125.0;782.0;-401.0;-387.0;-108.0
199.0;-178.0;633.0;162.0;-621.0;-136.0;?;?;-395.0;-111.0
186.0;-419.0;641.0;?;-623.0;-147.0;784.0;-55.0;-405.0;-53.0
214.0;-396.0;641.0;242.0;-630.0;?;784.0;135.0;-406.0;23.0
?;-98.0;647.0;347.0;-639.0;?;785.0;283.0;-391.0;31.0
338.0;86.0;651.0;308.0;-644.0;-150.0;786.0;113.0;-372.0;20.0
359.0;131.0;656.0;291.0;?;-147.0;787.0;-94.0;-362.0;-3.0
405.0;75.0;664.0;250.0;-644.0;-142.0;?;-118.0;-358.0;?
447.0;-63.0;665.0;245.0;-645.0;-141.0;789.0;-51.0;-351.0;?
466.0;-63.0;664.0;264.0;-649.0;-142.0;790.0;-74.0;-342.0;1.0
475.0;2.0;663.0;238.0;-656.0;-144.0;791.0;-124.0;-334.0;1.0
449.0;95.0;662.0;?;-664.0;-150.0;794.0;-192.0;-327.0;-22.0
?;112.0;660.0;231.0;?;-157.0;797.0;-243.0;?;-15.0
293.0;86.0;661.0;234.0;-682.0;-165.0;802.0;-288.0;-315.0;47.0
258.0;169.0;662.0;242.0;-689.0;?;805.0;-397.0;-312.0;10.0
276.0;157.0;667.0;242.0;?;-171.0;807.0;-544.0;-315.0;-51.0
306.0;88.0;666.0;214.0;-692.0;-172.0;807.0;-546.0;-325.0;59.0
273.0;56.0;?;138.0;-687.0;-175.0;803.0;-450.0;-337.0;169.0
206.0;100.0;688.0;213.0;-680.0;-177.0;796.0;-529.0;-349.0;281.0
177.0;?;699.0;?;-667.0;-176.0;787.0;-559.0;-369.0;251.0
?;538.0;705.0;334.0;-648.0;-175.0;778.0;-430.0;-397.0;146.0
257.0;438.0;705.0;304.0;-624.0;?;764.0;-348.0;-430.0;70.0
245.0;?;?;170.0;-602.0;-164.0;747.0;-295.0;-462.0;36.0
259.0;-561.0;715.0;71.0;-582.0;-160.0;730.0;-290.0;-488.0;-9.0
269.0;?;723.0;45.0;-560.0;-166.0;715.0;-254.0;?;58.0
304.0;-465.0;732.0;118.0;-534.0;?;698.0;-275.0;-530.0;146.0
333.0;?;733.0;276.0;-505.0;-203.0;681.0;-299.0;-551.0;149.0
403.0;-143.0;739.0;?;-472.0;?;665.0;-273.0;-571.0;114.0
480.0;-195.0;739.0;274.0;-439.0;?;?;-214.0;-588.0;103.0
563.0;-165.0;740.0;221.0;-409.0;-230.0;638.0;-197.0;-597.0;115.0
571.0;-75.0;742.0;222.0;-380.0;-235.0;627.0;-219.0;-599.0;113.0
601.0;-9.0;741.0;239.0;?;-238.0;617.0;-234.0;-599.0;?
?;49.0;738.0;264.0;-324.0;-239.0;608.0;-248.0;-600.0;88.0
424.0;60.0;735.0;228.0;-302.0;-241.0;600.0;-228.0;?;102.0
375.0;208.0;729.0;260.0;-288.0;-243.0;595.0;-204.0;-594.0;65.0
256.0;?;724.0;340.0;-284.0;-244.0;595.0;-220.0;-586.0;15.0
389.0;412.0;719.0;348.0;-289.0;-245.0;597.0;-305.0;-579.0;116.0
379.0;467.0;714.0;341.0;-306.0;-250.0;603.0;-346.0;-573.0;10.0
413.0;380.0;712.0;399.0;-329.0;-254.0;613.0;-380.0;-566.0;-59.0
?;177.0;718.0;348.0;?;-256.0;628.0;-382.0;-563.0;?
?;129.0;733.0;?;-367.0;-260.0;641.0;-418.0;-561.0;21.0
383.0;3.0;757.0;335.0;-392.0;-262.0;656.0;-360.0;-564.0;29.0
424.0;?;774.0;298.0;-425.0;-260.0;?;-153.0;-557.0;56.0
?;-40.0;786.0;228.0;-462.0;-258.0;694.0;-206.0;?;-11.0
366.0;-47.0;804.0;184.0;?;-258.0;713.0;-368.0;-525.0;-22.0
393.0;-199.0;818.0;174.0;-532.0;-259.0;730.0;?;-512.0;-69.0
416.0;?;841.0;169.0;-562.0;?;745.0;-368.0;?;-82.0
442.0;-370.0;851.0;186.0;-589.0;-270.0;758.0;-379.0;-486.0;?
391.0;-336.0;858.0;216.0;-614.0;-274.0;769.0;-377.0;-471.0;?
379.0;-318.0;866.0;219.0;-634.0;-274.0;777.0;-422.0;?;-18.0
422.0;-205.0;872.0;201.0;-648.0;-272.0;784.0;-428.0;-446.0;-44.0
353.0;-165.0;?;176.0;-657.0;-266.0;790.0;-406.0;-438.0;?
?;-145.0;878.0;190.0;-661.0;-260.0;793.0;-409.0;-429.0;-35.0
252.0;-170.0;890.0;241.0;-661.0;-251.0;792.0;?;-423.0;-80.0
272.0;-135.0;890.0;272.0;-654.0;-239.0;787.0;?;-424.0;138.0
316.0;-88.0;887.0;?;-640.0;-229.0;777.0;-468.0;-430.0;186.0
245.0;84.0;875.0;336.0;-621.0;-216.0;765.0;-409.0;-436.0;136.0
78.0;?;864.0;384.0;-596.0;?;747.0;-567.0;-449.0;59.0
172.0;10.0;862.0;247.0;-561.0;-195.0;726.0;-509.0;-472.0;66.0
150.0;-131.0;863.0;135.0;-516.0;?;699.0;-372.0;-501.0;67.0
?;-293.0;869.0;182.0;-468.0;-204.0;667.0;-358.0;?;33.0
219.0;-359.0;877.0;?;-419.0;-216.0;633.0;-310.0;-570.0;52.0
242.0;-338.0;885.0;172.0;-376.0;-241.0;602.0;-211.0;-600.0;66.0
249.0;-156.0;890.0;276.0;-339.0;-270.0;575.0;-173.0;-625.0;112.0
289.0;-20.0;895.0;339.0;-307.0;-291.0;?;-99.0;-642.0;163.0
311.0;34.0;901.0;?;-280.0;-298.0;535.0;?;-653.0;195.0
315.0;19.0;913.0;276.0;-259.0;-298.0;526.0;-81.0;-659.0;170.0
337.0;15.0;919.0;197.0;-244.0;-297.0;522.0;-77.0;?;?
413.0;71.0;923.0;204.0;?;-297.0;520.0;-71.0;?;153.0
607.0;136.0;?;280.0;?;-300.0;523.0;-63.0;-648.0;120.0
579.0;103.0;939.0;313.0;?;-303.0;532.0;-52.0;-637.0;95.0
523.0;94.0;944.0;325.0;-261.0;-306.0;547.0;-64.0;-622.0;61.0
436.0;191.0;951.0;358.0;-284.0;-308.0;565.0;-96.0;-605.0;-140.0
?;291.0;958.0;403.0;-314.0;-309.0;585.0;-145.0;-587.0;-249.0
207.0;406.0;963.0;437.0;-350.0;-310.0;607.0;?;-568.0;-125.0
142.0;544.0;969.0;510.0;-398.0;-310.0;631.0;-219.0;-545.0;149.0
113.0;?;971.0;655.0;-457.0;-304.0;655.0;-278.0;-514.0;302.0
145.0;815.0;971.0;646.0;-511.0;?;673.0;-562.0;-484.0;-122.0
332.0;356.0;?;477.0;-550.0;-294.0;?;-884.0;-466.0;-42.0
?;?;967.0;336.0;-565.0;-300.0;703.0;-845.0;-476.0;-168.0
376.0;-556.0;965.0;213.0;-573.0;-312.0;723.0;-222.0;-487.0;-129.0
401.0;-582.0;959.0;365.0;?;-329.0;743.0;46.0;-480.0;-129.0
355.0;-553.0;?;396.0;-600.0;?;762.0;-92.0;-464.0;-71.0
324.0;?;948.0;315.0;-612.0;-342.0;779.0;-256.0;-449.0;-65.0
328.0;?;945.0;263.0;-616.0;-346.0;792.0;-369.0;-440.0;-21.0
321.0;-276.0;943.0;225.0;-616.0;-358.0;801.0;-357.0;-435.0;-109.0
321.0;1.0;?;236.0;-614.0;-384.0;806.0;-379.0;-431.0;?
353.0;87.0;934.0;343.0;-610.0;-430.0;808.0;-351.0;-431.0;-156.0
390.0;-17.0;935.0;385.0;-605.0;-485.0;808.0;-299.0;-433.0;-96.0
385.0;?;934.0;670.0;-598.0;-526.0;806.0;-292.0;-437.0;121.0
379.0;40.0;?;577.0;-591.0;-545.0;805.0;-269.0;?;230.0
374.0;?;929.0;30.0;-585.0;-537.0;805.0;-216.0;-444.0;157.0
?;760.0;931.0;428.0;-580.0;-519.0;804.0;-225.0;-445.0;38.0
?;?;933.0;467.0;-576.0;-512.0;803.0;?;-446.0;-58.0
326.0;-82.0;936.0;525.0;-573.0;-515.0;803.0;-312.0;-447.0;54.0
333.0;67.0;935.0;724.0;-570.0;-530.0;?;-342.0;-450.0;31.0
362.0;15.0;935.0;652.0;-567.0;?;802.0;-314.0;-456.0;-92.0
?;195.0;938.0;727.0;-565.0;-539.0;801.0;-284.0;-460.0;-26.0
326.0;-26.0;935.0;626.0;-564.0;-540.0;800.0;-313.0;-466.0;-2.0
301.0;-14.0;935.0;657.0;?;-548.0;801.0;-284.0;-471.0;-11.0
?;213.0;937.0;329.0;-568.0;-548.0;801.0;-238.0;-473.0;55.0
311.0;256.0;938.0;?;?;-545.0;800.0;-264.0;-472.0;30.0
311.0;135.0;942.0;348.0;-577.0;-536.0;798.0;-322.0;-473.0;24.0
303.0;?;945.0;325.0;-579.0;?;794.0;-343.0;-475.0;54.0
318.0;-251.0;949.0;567.0;-579.0;-524.0;790.0;-312.0;?;-48.0
286.0;-525.0;952.0;699.0;-577.0;-514.0;784.0;-288.0;-482.0;-93.0
295.0;-715.0;957.0;525.0;-574.0;-496.0;?;-287.0;?;-136.0
303.0;-769.0;962.0;632.0;-568.0;-483.0;771.0;?;-490.0;-98.0
?;-764.0;962.0;837.0;-559.0;-473.0;?;-307.0;-495.0;-55.0
305.0;-747.0;?;693.0;-548.0;-460.0;756.0;-283.0;-501.0;-82.0
307.0;-691.0;969.0;650.0;-535.0;-448.0;748.0;-286.0;-506.0;-70.0
335.0;-593.0;969.0;646.0;?;-437.0;741.0;-266.0;-512.0;-79.0
343.0;?;971.0;?;-509.0;-431.0;734.0;-248.0;-518.0;-4.0
360.0;-218.0;975.0;490.0;-498.0;-431.0;727.0;-228.0;-522.0;31.0
?;-133.0;975.0;511.0;-489.0;-428.0;721.0;-217.0;?;2.0
?;-130.0;?;551.0;-481.0;-423.0;716.0;-226.0;-527.0;75.0
359.0;-121.0;972.0;605.0;?;-421.0;712.0;-223.0;-529.0;?
387.0;-150.0;970.0;622.0;-472.0;-418.0;709.0;-220.0;-530.0;99.0
378.0;-58.0;?;?;-470.0;-416.0;707.0;-246.0;-531.0;99.0
347.0;-19.0;968.0;479.0;-470.0;?;705.0;-267.0;-531.0;90.0
?;-5.0;965.0;427.0;-472.0;-408.0;704.0;-287.0;-532.0;107.0
347.0;-130.0;960.0;417.0;-475.0;?;703.0;-294.0;-533.0;141.0
342.0;-135.0;960.0;458.0;-481.0;-403.0;702.0;-292.0;-533.0;112.0
342.0;-126.0;?;491.0;-487.0;-403.0;701.0;-312.0;-532.0;109.0
313.0;-107.0;?;557.0;-495.0;-404.0;700.0;-327.0;-531.0;97.0
330.0;-145.0;?;468.0;-501.0;-400.0;?;?;-531.0;100.0
345.0;-159.0;950.0;?;-507.0;-398.0;700.0;-321.0;-531.0;80.0
349.0;-124.0;949.0;?;-511.0;-396.0;700.0;-322.0;-531.0;134.0
349.0;-98.0;947.0;468.0;-513.0;-396.0;700.0;-328.0;-530.0;163.0
344.0;-47.0;944.0;494.0;-514.0;?;701.0;?;?;128.0
338.0;?;944.0;484.0;-513.0;-397.0;?;-329.0;-530.0;155.0
342.0;42.0;942.0;457.0;-511.0;-396.0;700.0;-317.0;-530.0;?
321.0;34.0;940.0;446.0;-509.0;-396.0;700.0;?;-530.0;129.0
339.0;-8.0;940.0;433.0;-505.0;-395.0;698.0;-326.0;-530.0;160.0
340.0;-50.0;939.0;432.0;-501.0;-394.0;696.0;-317.0;-531.0;119.0
360.0;-22.0;936.0;460.0;-496.0;-393.0;?;-305.0;-532.0;110.0
357.0;-30.0;936.0;454.0;-491.0;-392.0;692.0;?;-534.0;126.0
363.0;-3.0;937.0;435.0;-486.0;-392.0;690.0;?;-536.0;165.0
363.0;23.0;934.0;411.0;-482.0;-393.0;689.0;-286.0;-537.0;154.0
333.0;?;934.0;408.0;-478.0;-392.0;688.0;-283.0;-537.0;152.0
351.0;42.0;935.0;398.0;-475.0;-391.0;687.0;-283.0;-538.0;168.0
?;-2.0;934.0;389.0;-473.0;-389.0;687.0;-278.0;-538.0;183.0
