InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
27.0;21.0;860.0;-3;534.0;13;0;750;0;15
27.0;25.0;853.0;3;521.0;14;9;748;9;22
32.0;10.0;848.0;-5;533.0;17;10;744;10;24
36.0;-1.0;840.0;-1;535.0;14;-14;747;-14;21
36.0;-15.0;852.0;-4;525.0;12;-2;745;-2;15
-17.0;12.0;850.0;-5;532.0;16;6;743;6;25
-8.0;-15.0;851.0;-6;523.0;13;6;746;6;22
24.0;16.0;863.0;-2;536.0;13;5;749;5;17
8.0;2.0;851.0;-1;525.0;17;11;742;11;20
41.0;-11.0;928.0;4;541.0;8;33;754;33;20
-28.0;119.0;932.0;-4;625.0;9;7;758;7;6
-50.0;10.0;862.0;-4;533.0;15;-1;748;-1;19
-10.0;35.0;908.0;3;524.0;12;-1;752;-1;32
-1.0;5.0;848.0;0;544.0;14;8;743;8;21
-7.0;-15.0;856.0;1;540.0;17;-4;741;-4;21
2.0;-55.0;955.0;-2;637.0;9;-13;756;-13;7
4.0;4.0;939.0;1;529.0;10;22;753;22;26
-1.0;-11.0;915.0;0;528.0;15;6;748;6;24
7.0;-9.0;910.0;2;551.0;15;-6;748;-6;21
-8.0;-9.0;843.0;2;529.0;18;-17;742;-17;18
3.0;33.0;820.0;-5;507.0;10;-8;750;-8;24
33.0;-19.0;935.0;1;543.0;12;7;752;7;31
9.0;25.0;841.0;-5;517.0;23;-11;741;-11;22
8.0;-29.0;939.0;0;524.0;12;6;750;6;21
-15.0;381.0;684.0;420;521.0;9;-23;685;-23;29
61.0;-30.0;938.0;-5;542.0;14;37;749;37;29
-262.0;-68.0;903.0;0;459.0;16;182;656;182;-73
-13.0;-34.0;840.0;-1;494.0;11;-1;750;-1;23
40.0;-62.0;860.0;-1;476.0;17;-8;744;-8;22
-90.0;45.0;792.0;3;441.0;11;18;744;18;16
-8.0;37.0;828.0;-5;480.0;23;10;734;10;22
11.0;0.0;843.0;-2;459.0;22;0;740;0;22
-19.0;-6.0;850.0;-7;479.0;21;14;741;14;27
0.0;25.0;846.0;-4;540.0;24;2;739;2;18
225.0;32.0;1099.0;-245;487.0;-390;1087;1838;1087;236
6.0;37.0;860.0;1;549.0;13;-7;751;-7;25
39.0;-9.0;938.0;-3;525.0;13;10;749;10;29
19.0;-23.0;869.0;-2;540.0;15;-11;746;-11;21
3.0;10.0;860.0;1;536.0;16;-3;744;-3;21
3.0;7.0;860.0;2;530.0;14;5;745;5;24
15.0;16.0;862.0;3;533.0;6;-7;752;-7;21
94.0;-62.0;947.0;-2;476.0;-40;-151;751;-151;-13
42.0;-13.0;860.0;1;551.0;13;0;745;0;16
44.0;-16.0;911.0;-5;517.0;8;-1;752;-1;24
1.0;4.0;924.0;-1;544.0;12;-8;751;-8;28
11.0;12.0;918.0;-3;558.0;11;9;753;9;28
19.0;-19.0;930.0;-2;532.0;10;3;752;3;27
91.0;2.0;957.0;-14;375.0;23;-25;697;-25;49
32.0;0.0;936.0;-4;546.0;11;-12;748;-12;23
8.0;2.0;845.0;-5;536.0;19;9;741;9;24
15.0;4.0;926.0;3;520.0;15;-1;747;-1;28
38.0;0.0;927.0;2;541.0;5;38;753;38;25
9.0;-5.0;869.0;-5;527.0;21;-24;741;-24;18
-15.0;-4.0;928.0;-3;537.0;22;11;740;11;31
7.0;18.0;868.0;10;552.0;14;0;746;0;19
0.0;3.0;862.0;-1;534.0;12;-6;747;-6;25
-8.0;16.0;872.0;4;543.0;14;-23;742;-23;19
-29.0;8.0;917.0;2;533.0;10;-23;751;-23;26
2.0;8.0;858.0;-1;544.0;15;-2;742;-2;17
-17.0;-28.0;870.0;-1;542.0;11;-2;747;-2;21
32.0;4.0;860.0;4;533.0;13;-1;749;-1;24
72.0;-1.0;929.0;0;544.0;21;-30;740;-30;27
17.0;-17.0;860.0;3;545.0;9;8;748;8;19
528.0;-218.0;1002.0;1955;587.0;-19;-80;705;-80;40
69.0;-15.0;1001.0;25;469.0;22;32;662;32;-5
210.0;28.0;902.0;-4;428.0;27;209;591;209;48
111.0;-15.0;985.0;-6;434.0;0;-8;700;-8;-16
19.0;-7.0;909.0;-2;552.0;12;2;749;2;23
-6.0;-26.0;918.0;0;522.0;15;-18;749;-18;22
23.0;-11.0;934.0;-1;551.0;9;5;750;5;29
-19.0;-22.0;898.0;7;540.0;11;-16;750;-16;18
112.0;-21.0;977.0;5;375.0;15;-14;701;-14;44
1.0;7.0;958.0;-1;554.0;23;9;641;9;21
20.0;-14.0;939.0;-1;300.0;20;-25;668;-25;44
30.0;-6.0;956.0;10;306.0;15;0;669;0;39
-24.0;11.0;957.0;-2;306.0;18;11;667;11;37
-20.0;79.0;943.0;18;401.0;16;-20;666;-20;41
-206.0;-314.0;885.0;5;291.0;81;-981;564;-981;-223
37.0;6.0;854.0;1;523.0;15;19;746;19;15
28.0;-58.0;999.0;2;408.0;15;-24;660;-24;3
93.0;-15.0;977.0;1;397.0;13;-31;655;-31;9
-96.0;-74.0;931.0;-2;446.0;27;-15;644;-15;5
-9.0;-11.0;917.0;1;496.0;14;-9;672;-9;39
174.0;119.0;946.0;4;427.0;16;-5;656;-5;3
29.0;21.0;901.0;-3;454.0;20;6;646;6;6
-28.0;-57.0;908.0;0;416.0;19;0;649;0;9
-67.0;36.0;943.0;-5;481.0;18;24;667;24;36
-22.0;-31.0;939.0;-1;446.0;17;30;665;30;40
45.0;11.0;919.0;2;435.0;18;-4;662;-4;46
89.0;-43.0;918.0;1;407.0;20;15;661;15;39
39.0;-43.0;918.0;-2;414.0;17;1;664;1;34
222.0;-87.0;937.0;-1;471.0;13;-21;647;-21;14
-4.0;64.0;915.0;6;430.0;21;-10;650;-10;11
82.0;-26.0;913.0;2;458.0;11;-37;674;-37;36
30.0;-21.0;938.0;1;446.0;14;1;674;1;29
-61.0;-49.0;948.0;-1;472.0;15;3;670;3;38
-111.0;76.0;928.0;4;396.0;18;-16;659;-16;5
-1.0;-57.0;886.0;11;477.0;14;0;744;0;14
-32.0;19.0;929.0;4;368.0;21;-9;664;-9;35
-47.0;45.0;961.0;-5;385.0;18;-3;651;-3;7
52.0;-12.0;937.0;2;538.0;20;33;653;33;18
91.0;-145.0;860.0;-1;480.0;9;1;754;1;24
-21.0;5.0;851.0;0;536.0;16;-3;744;-3;24
2.0;42.0;872.0;2;521.0;13;22;745;22;22
-29.0;101.0;986.0;-7;390.0;16;-14;654;-14;9
35.0;35.0;874.0;5;512.0;10;-8;747;-8;23
56.0;-12.0;870.0;3;510.0;21;30;734;30;23
-11.0;12.0;860.0;4;523.0;17;8;741;8;26
59.0;73.0;990.0;-6;394.0;19;-15;649;-15;10
18.0;-14.0;923.0;1;544.0;14;-14;749;-14;32
22.0;-24.0;880.0;3;521.0;16;6;740;6;20
26.0;-37.0;865.0;-1;536.0;17;1;742;1;21
35.0;-31.0;922.0;3;537.0;14;-5;745;-5;18
289.0;35.0;1033.0;-285;517.0;-359;-159;1514;-159;599
32.0;-58.0;859.0;2;513.0;13;-11;748;-11;28
49.0;-34.0;847.0;-1;491.0;15;-12;744;-12;18
55.0;-56.0;857.0;-1;462.0;15;-21;738;-21;11
43.0;3.0;869.0;3;469.0;16;-4;748;-4;28
8.0;-30.0;834.0;-4;427.0;12;4;745;4;26
5.0;1.0;855.0;-1;400.0;12;6;746;6;19
-14.0;-16.0;850.0;-3;460.0;17;-4;740;-4;21
-9.0;30.0;861.0;-3;464.0;20;0;738;0;21
-59.0;8.0;857.0;1;476.0;15;9;743;9;14
-27.0;59.0;847.0;1;485.0;15;-15;742;-15;16
40.0;96.0;974.0;-15;365.0;21;-17;647;-17;13
104.0;12.0;878.0;2;435.0;14;-17;743;-17;24
55.0;18.0;853.0;-10;497.0;12;7;748;7;26
113.0;-49.0;934.0;-1;467.0;17;-13;662;-13;15
76.0;2.0;840.0;-6;494.0;13;19;745;19;22
70.0;42.0;847.0;-4;514.0;16;11;744;11;18
-1.0;0.0;933.0;-2;541.0;19;-7;652;-7;15
-21.0;102.0;947.0;6;470.0;14;16;658;16;-2
77.0;140.0;929.0;9;470.0;15;6;655;6;4
53.0;4.0;839.0;-1;365.0;13;-11;745;-11;23
13.0;99.0;977.0;4;361.0;25;-7;645;-7;7
-5.0;-24.0;917.0;-4;383.0;22;0;663;0;15
72.0;-36.0;967.0;-13;431.0;19;-36;652;-36;27
186.0;-47.0;894.0;-4;420.0;20;59;658;59;-10
-17.0;20.0;923.0;-7;392.0;18;8;667;8;12
45.0;-49.0;976.0;1;375.0;17;49;684;49;15
28.0;-2.0;976.0;3;378.0;18;-3;682;-3;11
72.0;-15.0;917.0;0;380.0;13;-24;756;-24;11
104.0;-6.0;979.0;-6;409.0;17;3;676;3;21
82.0;-41.0;990.0;4;388.0;4;35;709;35;12
456.0;-525.0;1225.0;216;336.0;1084;-1467;144;-1467;443
4.0;8.0;856.0;1;488.0;17;-7;746;-7;21
9.0;20.0;853.0;0;535.0;14;-3;744;-3;21
-31.0;-17.0;917.0;2;546.0;22;-27;653;-27;17
-22.0;5.0;917.0;3;383.0;16;-14;669;-14;21
30.0;41.0;918.0;2;367.0;21;-16;668;-16;15
30.0;35.0;926.0;2;374.0;22;3;661;3;14
63.0;-19.0;943.0;-4;542.0;17;5;652;5;11
45.0;10.0;939.0;-1;565.0;16;8;656;8;12
1.0;31.0;916.0;4;373.0;13;-15;671;-15;10
-2.0;32.0;900.0;-1;366.0;18;-28;668;-28;17
2.0;4.0;961.0;0;552.0;18;2;656;2;17
44.0;52.0;934.0;1;522.0;19;15;655;15;13
27.0;40.0;904.0;-2;350.0;16;-35;675;-35;23
71.0;8.0;843.0;0;504.0;15;-25;744;-25;21
25.0;25.0;925.0;3;474.0;14;0;654;0;12
49.0;9.0;921.0;2;488.0;18;21;653;21;11
75.0;35.0;849.0;-2;504.0;10;2;747;2;17
23.0;39.0;921.0;-1;379.0;17;-5;671;-5;9
7.0;47.0;898.0;6;370.0;21;-14;667;-14;11
2.0;39.0;936.0;-3;371.0;15;-4;669;-4;11
-52.0;88.0;935.0;-4;380.0;19;1;668;1;11
133.0;67.0;800.0;-1;542.0;17;2;738;2;22
-5.0;19.0;926.0;11;437.0;20;-8;649;-8;11
-17.0;39.0;901.0;2;409.0;19;-4;654;-4;15
-19.0;21.0;850.0;4;498.0;17;-2;739;-2;19
4.0;33.0;843.0;-1;519.0;20;-3;743;-3;29
33.0;33.0;852.0;0;503.0;13;-29;741;-29;17
24.0;6.0;860.0;3;522.0;15;1;739;1;17
-50.0;7.0;851.0;-3;500.0;14;-4;747;-4;23
-58.0;5.0;860.0;-1;522.0;14;0;747;0;19
-21.0;70.0;928.0;-3;383.0;19;-5;664;-5;15
-41.0;-23.0;931.0;-1;426.0;21;1;655;1;22
15.0;-20.0;947.0;-5;449.0;20;-18;651;-18;16
-2.0;88.0;926.0;-3;365.0;24;3;663;3;14
8.0;113.0;928.0;-2;378.0;20;20;669;20;17
180.0;-166.0;1046.0;785;542.0;24;29;701;29;45
-35.0;86.0;929.0;4;378.0;19;-13;669;-13;19
64.0;-45.0;993.0;-3;503.0;16;15;674;15;13
46.0;5.0;869.0;0;511.0;13;-1;748;-1;19
77.0;14.0;864.0;-5;502.0;11;7;747;7;20
-37.0;-27.0;851.0;-8;504.0;17;14;741;14;18
-179.0;-177.0;811.0;7;513.0;19;35;662;35;3
17.0;107.0;860.0;0;364.0;15;-24;748;-24;24
-60.0;-27.0;870.0;-1;462.0;16;-22;744;-22;22
-2.0;-15.0;851.0;-3;499.0;14;-22;747;-22;21
153.0;-230.0;937.0;1;286.0;89;-233;192;-233;35
-36.0;6.0;844.0;3;352.0;14;-1;747;-1;19
32.0;72.0;901.0;-1;365.0;19;24;657;24;19
37.0;-2.0;918.0;2;352.0;15;-23;656;-23;18
31.0;-3.0;908.0;-1;398.0;14;-28;657;-28;20
72.0;-20.0;845.0;-4;471.0;11;9;750;9;21
25.0;-5.0;867.0;-1;470.0;10;10;750;10;22
90.0;-14.0;846.0;1;448.0;11;13;750;13;21
46.0;6.0;863.0;1;506.0;14;-13;744;-13;19
76.0;-11.0;860.0;3;485.0;12;-15;745;-15;20
52.0;20.0;841.0;0;497.0;16;4;741;4;22
43.0;33.0;860.0;-2;528.0;25;4;733;4;17
-69.0;36.0;843.0;1;356.0;13;5;748;5;16
85.0;4.0;847.0;2;498.0;17;-9;747;-9;24
4.0;26.0;917.0;-2;373.0;11;32;661;32;22
7.0;18.0;917.0;1;399.0;15;12;659;12;20
-19.0;-4.0;934.0;2;391.0;25;-6;656;-6;21
-57.0;7.0;933.0;6;380.0;10;-13;661;-13;23
-29.0;11.0;916.0;0;370.0;23;-11;657;-11;24
-47.0;-39.0;919.0;-4;385.0;16;4;659;4;23
-21.0;3.0;924.0;0;378.0;14;-5;658;-5;16
2.0;56.0;847.0;5;346.0;11;20;752;20;20
16.0;0.0;835.0;1;497.0;18;-3;742;-3;20
50.0;6.0;851.0;1;522.0;20;-2;740;-2;18
4.0;23.0;935.0;4;396.0;18;14;660;14;17
-15.0;19.0;917.0;4;380.0;20;3;657;3;21
-6.0;35.0;835.0;-1;340.0;19;9;746;9;23
2.0;17.0;846.0;3;334.0;11;3;748;3;18
15.0;29.0;858.0;-1;509.0;13;1;742;1;19
-15.0;12.0;822.0;4;359.0;14;-17;749;-17;21
34.0;22.0;795.0;-5;416.0;21;-8;681;-8;30
22.0;0.0;909.0;1;393.0;20;11;655;11;22
-9.0;94.0;926.0;-2;362.0;13;2;674;2;14
57.0;-44.0;831.0;17;493.0;19;-20;676;-20;42
24.0;125.0;906.0;-1;370.0;17;-4;669;-4;17
11.0;25.0;841.0;2;345.0;10;-21;748;-21;20
23.0;-57.0;823.0;3;361.0;18;1;746;1;24
17.0;189.0;937.0;1;354.0;15;-2;659;-2;11
140.0;189.0;914.0;0;385.0;21;9;656;9;20
39.0;89.0;925.0;11;330.0;18;9;682;9;38
-1.0;81.0;930.0;4;319.0;22;11;675;11;33
-15.0;-12.0;851.0;0;414.0;17;-3;744;-3;28
41.0;-27.0;931.0;4;383.0;21;-11;656;-11;27
64.0;37.0;851.0;5;510.0;8;4;748;4;21
5.0;2.0;922.0;1;404.0;25;-4;657;-4;24
73.0;-18.0;861.0;-1;451.0;15;-1;744;-1;21
3.0;-31.0;684.0;-43;347.0;16;31;681;31;19
79.0;-34.0;832.0;-3;491.0;16;-8;743;-8;16
-78.0;-17.0;879.0;24;419.0;14;38;666;38;-18
9.0;-20.0;929.0;-7;382.0;24;-34;650;-34;14
8.0;44.0;733.0;4;483.0;21;-10;673;-10;34
18.0;59.0;943.0;-1;389.0;17;-10;650;-10;9
44.0;42.0;907.0;0;373.0;18;5;656;5;19
61.0;-45.0;843.0;1;479.0;16;-24;747;-24;26
1.0;-2.0;922.0;-2;381.0;20;-30;656;-30;19
36.0;-8.0;894.0;-3;383.0;17;1;659;1;18
4.0;-399.0;1026.0;17;268.0;-161;-2012;854;-2012;50
26.0;4.0;933.0;0;374.0;17;4;658;4;16
10.0;24.0;865.0;1;502.0;19;-30;742;-30;16
26.0;9.0;920.0;-2;382.0;16;15;656;15;15
100.0;121.0;873.0;3;381.0;428;259;-113;259;-60
114.0;-49.0;847.0;-1;460.0;16;2;743;2;14
-8.0;-40.0;849.0;-3;522.0;8;-8;750;-8;17
-168.0;-100.0;789.0;6;315.0;207;726;512;726;153
-43.0;19.0;850.0;0;516.0;16;-11;742;-11;30
13.0;17.0;862.0;-3;526.0;9;-7;749;-7;19
-46.0;-16.0;846.0;-2;471.0;12;9;746;9;15
73.0;89.0;988.0;-349;438.0;16;-2;660;-2;34
29.0;-69.0;898.0;7;379.0;19;14;657;14;31
-10.0;-37.0;858.0;-2;468.0;20;3;742;3;24
-73.0;48.0;880.0;2;379.0;14;0;743;0;23
20.0;10.0;844.0;2;479.0;15;-26;740;-26;26
-31.0;14.0;875.0;-2;504.0;14;11;744;11;23
12.0;-17.0;872.0;-2;444.0;16;30;747;30;22
5.0;26.0;857.0;-1;443.0;17;25;744;25;20
11.0;13.0;831.0;4;488.0;18;1;747;1;23
-94.0;21.0;902.0;-2;375.0;12;-19;763;-19;4
12.0;-35.0;931.0;5;552.0;15;27;658;27;-9
-37.0;-50.0;1042.0;1;560.0;13;33;669;33;3
94.0;-17.0;947.0;3;329.0;12;8;759;8;14
-194.0;-9.0;942.0;-3;407.0;23;-15;656;-15;7
90.0;70.0;911.0;3;333.0;11;0;760;0;9
-109.0;340.0;865.0;-440;510.0;22;10;678;10;-35
98.0;105.0;1015.0;-1212;405.0;14;66;670;66;13
-33.0;-57.0;853.0;-3;508.0;8;12;752;12;19
-274.0;-60.0;879.0;-4;531.0;13;-16;748;-16;23
-3.0;-30.0;936.0;7;297.0;14;-2;759;-2;8
422.0;-724.0;1031.0;-40;361.0;-476;-735;1659;-735;33
-647.0;79.0;974.0;-86;663.0;13;3;758;3;-12
-88.0;0.0;954.0;2;333.0;16;-23;657;-23;-9
101.0;-303.0;1003.0;-12;572.0;29;-2;651;-2;7
56.0;86.0;937.0;0;313.0;19;5;664;5;24
296.0;-455.0;1046.0;-72;410.0;728;310;332;310;278
137.0;-212.0;1303.0;33;113.0;2404;381;1815;381;-1262
72.0;582.0;980.0;-27;513.0;21;1;660;1;14
-630.0;-533.0;946.0;34;390.0;21;6;656;6;11
-38.0;-32.0;830.0;0;509.0;11;14;746;14;17
1342.0;-965.0;930.0;5;458.0;17;-13;675;-13;20
44.0;145.0;859.0;2;411.0;18;2;678;2;41
212.0;-192.0;1285.0;407;454.0;-1612;-536;2597;-536;1733
341.0;443.0;925.0;0;358.0;12;-3;763;-3;5
70.0;77.0;909.0;9;292.0;18;11;686;11;41
34.0;118.0;833.0;6;411.0;19;11;674;11;38
-17.0;8.0;931.0;6;290.0;18;-26;675;-26;19
36.0;-7.0;804.0;0;528.0;15;7;745;7;22
-12.0;-10.0;812.0;5;504.0;20;9;738;9;17
-25.0;-17.0;795.0;3;536.0;13;-8;746;-8;21
-141.0;71.0;983.0;-60;494.0;16;-8;665;-8;8
-51.0;-16.0;950.0;2;304.0;22;-3;662;-3;15
4.0;32.0;944.0;-3;285.0;19;-17;663;-17;15
15.0;38.0;935.0;-4;298.0;21;-28;662;-28;11
82.0;-171.0;840.0;-3;275.0;16;-3;750;-3;26
-47.0;-16.0;823.0;5;374.0;15;-18;743;-18;24
-228.0;177.0;970.0;38;584.0;20;27;666;27;25
94.0;74.0;852.0;3;366.0;9;-32;752;-32;15
157.0;-196.0;692.0;-17;447.0;24;-23;669;-23;-16
208.0;-460.0;984.0;-72;620.0;20;40;653;40;38
-15.0;-121.0;830.0;-3;299.0;13;-21;750;-21;24
52.0;-91.0;697.0;41;334.0;31;18;658;18;54
-12.0;-40.0;828.0;3;353.0;18;10;746;10;23
-30.0;154.0;854.0;-29;732.0;20;-18;667;-18;-9
46.0;6.0;817.0;-1;514.0;10;-20;744;-20;19
183.0;-9.0;897.0;0;534.0;10;-23;751;-23;26
81.0;2.0;847.0;1;532.0;13;3;743;3;25
306.0;122.0;983.0;0;418.0;19;-26;661;-26;33
-56.0;32.0;841.0;3;348.0;17;-41;748;-41;28
-270.0;-191.0;956.0;-4;344.0;21;6;650;6;-3
-65.0;14.0;805.0;-1;339.0;13;21;746;21;19
-97.0;40.0;825.0;-1;351.0;12;-10;752;-10;21
17.0;2.0;798.0;-1;522.0;15;4;742;4;25
-151.0;89.0;849.0;-2;341.0;15;-11;748;-11;30
336.0;-180.0;923.0;-2;386.0;20;0;658;0;1
-7.0;109.0;834.0;-1;367.0;14;12;748;12;25
-89.0;-55.0;983.0;1;324.0;-71;-269;725;-269;50
-52.0;-48.0;856.0;-2;512.0;21;-22;737;-22;22
-182.0;106.0;921.0;-68;352.0;14;15;664;15;18
-14.0;112.0;840.0;-3;374.0;16;-5;745;-5;22
-80.0;50.0;935.0;-3;327.0;19;6;653;6;10
85.0;-249.0;1035.0;-196;581.0;23;-35;660;-35;34
202.0;-183.0;1015.0;-1;624.0;20;-6;662;-6;26
195.0;-180.0;924.0;10;331.0;23;20;650;20;12
209.0;171.0;942.0;1;371.0;8;-14;765;-14;9
39.0;102.0;833.0;0;379.0;19;0;741;0;19
25.0;8.0;948.0;-1;282.0;23;9;648;9;15
586.0;230.0;977.0;-232;419.0;20;-16;657;-16;46
73.0;72.0;810.0;1;379.0;13;8;746;8;22
187.0;161.0;783.0;-90;581.0;19;-1;654;-1;-46
-65.0;92.0;965.0;2;346.0;22;-10;653;-10;9
52.0;92.0;830.0;-2;367.0;10;-13;748;-13;28
82.0;109.0;839.0;0;365.0;11;-13;747;-13;28
-779.0;391.0;936.0;-7;304.0;-29;1972;683;1972;77
-98.0;118.0;946.0;-2;305.0;17;9;653;9;9
39.0;-68.0;1017.0;-245;253.0;28;-11;658;-11;29
721.0;-378.0;934.0;-2;478.0;15;-11;662;-11;13
63.0;261.0;966.0;-1;578.0;17;2;665;2;-7
31.0;20.0;936.0;2;571.0;17;-11;656;-11;11
24.0;-69.0;951.0;-16;568.0;20;4;673;4;50
55.0;0.0;937.0;-10;570.0;17;-10;656;-10;16
-5.0;23.0;942.0;1;566.0;16;-3;653;-3;13
-14.0;2.0;937.0;-1;561.0;15;-35;658;-35;13
263.0;-113.0;946.0;-9;386.0;60;2036;645;2036;-15
505.0;-545.0;1009.0;-118;548.0;21;13;666;13;30
-5.0;-273.0;933.0;3;409.0;19;-9;671;-9;-3
209.0;130.0;791.0;-176;242.0;-237;3094;818;3094;-152
-541.0;671.0;954.0;15;451.0;13;-7;664;-7;30
52.0;-211.0;991.0;32;836.0;19;-55;660;-55;6
29.0;-31.0;945.0;0;289.0;18;20;656;20;7
-250.0;12.0;875.0;331;393.0;34;35;641;35;81
-253.0;-17.0;895.0;39;51.0;47;-3378;708;-3378;138
-197.0;170.0;960.0;6;404.0;22;20;664;20;38
42.0;-17.0;971.0;-190;494.0;6;-65;650;-65;37
5.0;-16.0;920.0;-4;279.0;18;13;656;13;9
13.0;-76.0;989.0;-9;344.0;24;2;644;2;19
-50.0;-38.0;906.0;1;313.0;19;-1;656;-1;5
-31.0;-50.0;903.0;-8;312.0;20;-6;650;-6;13
-20.0;-12.0;962.0;2;570.0;23;-26;651;-26;18
-151.0;-64.0;935.0;6;287.0;47;4;174;4;74
-148.0;-14.0;908.0;-2;420.0;16;-17;745;-17;24
-102.0;-39.0;869.0;-3;503.0;14;-15;747;-15;23
37.0;0.0;939.0;-2;573.0;20;5;650;5;20
27.0;17.0;897.0;1;291.0;22;-21;652;-21;17
101.0;-99.0;937.0;-2;314.0;44;199;200;199;80
44.0;-5.0;942.0;-2;573.0;20;5;650;5;20
7.0;-117.0;963.0;-3;406.0;21;-10;656;-10;0
-507.0;263.0;738.0;-1;443.0;23;-30;660;-30;-6
44.0;45.0;1003.0;58;612.0;17;31;667;31;23
61.0;-23.0;917.0;-4;288.0;15;-6;659;-6;10
206.0;-132.0;949.0;4;546.0;10;7;751;7;5
98.0;-32.0;926.0;-6;536.0;16;-34;746;-34;25
-47.0;-31.0;889.0;4;561.0;16;5;745;5;23
-169.0;492.0;743.0;64;574.0;5;-20;679;-20;37
-263.0;570.0;867.0;576;400.0;39;-27;658;-27;95
-79.0;64.0;947.0;4;323.0;13;-7;660;-7;10
-46.0;63.0;938.0;-7;314.0;14;-10;660;-10;15
80.0;-16.0;948.0;-6;565.0;18;36;655;36;14
-19.0;-4.0;946.0;1;570.0;17;-17;653;-17;13
-554.0;103.0;882.0;2;259.0;105;-992;549;-992;11
-7.0;172.0;960.0;4;426.0;14;-22;661;-22;23
-372.0;-38.0;956.0;-65;418.0;48;225;630;225;128
-8.0;2.0;948.0;1;563.0;21;0;649;0;14
-338.0;258.0;869.0;5;387.0;28;1316;726;1316;192
-129.0;76.0;863.0;-29;308.0;10;23;693;23;9
-917.0;1197.0;956.0;41;441.0;22;3;662;3;-3
-69.0;14.0;933.0;3;561.0;27;-13;646;-13;-10
-27.0;82.0;895.0;1;322.0;17;6;657;6;3
-325.0;-275.0;934.0;6;433.0;18;-21;672;-21;21
21.0;125.0;940.0;-1;310.0;17;-21;665;-21;13
1531.0;226.0;944.0;-3;421.0;8;-8;758;-8;12
121.0;-47.0;982.0;1;553.0;25;14;658;14;31
-49.0;-94.0;1008.0;114;725.0;20;0;676;0;40
-112.0;54.0;938.0;5;408.0;14;13;656;13;1
-99.0;109.0;968.0;-6;601.0;16;16;661;16;36
183.0;348.0;937.0;6;456.0;21;-7;646;-7;8
157.0;-380.0;868.0;-140;414.0;-1302;2663;2893;2663;-112
28.0;157.0;1122.0;-61;389.0;24;-47;656;-47;45
-78.0;-32.0;996.0;-2;390.0;14;-22;656;-22;9
398.0;198.0;953.0;562;464.0;21;-14;654;-14;3
43.0;318.0;1045.0;235;354.0;20;-27;666;-27;43
1704.0;1128.0;931.0;2;283.0;13;-8;756;-8;25
22.0;0.0;811.0;-1;534.0;14;-7;743;-7;22
38.0;17.0;808.0;2;514.0;20;3;742;3;24
-64.0;-51.0;973.0;36;497.0;22;-22;658;-22;13
2.0;0.0;958.0;1;276.0;15;-4;667;-4;43
-38.0;79.0;943.0;4;314.0;19;-27;667;-27;19
82.0;-229.0;752.0;29;225.0;1879;1966;2635;1966;-1228
204.0;698.0;834.0;-54;225.0;-994;115;1415;115;-637
85.0;-128.0;950.0;0;360.0;18;-14;672;-14;42
-196.0;-68.0;963.0;-1;451.0;20;-6;654;-6;14
-69.0;24.0;950.0;1;303.0;14;-6;665;-6;35
-40.0;19.0;939.0;4;295.0;13;3;668;3;32
4.0;101.0;869.0;6;340.0;16;-3;750;-3;22
-23.0;7.0;949.0;2;292.0;20;11;664;11;42
-83.0;144.0;998.0;-36;656.0;15;3;667;3;9
40.0;-6.0;957.0;5;287.0;18;21;669;21;41
-33.0;10.0;920.0;-4;556.0;16;18;653;18;-8
8.0;-12.0;961.0;-1;292.0;19;12;666;12;36
-331.0;-300.0;1087.0;312;466.0;21;0;667;0;14
-20.0;-2.0;930.0;2;285.0;14;3;669;3;35
17.0;-3.0;956.0;1;293.0;22;-15;662;-15;40
124.0;-66.0;819.0;6;373.0;11;-6;747;-6;25
-8.0;0.0;948.0;5;279.0;17;4;664;4;38
73.0;54.0;944.0;-7;243.0;94;-404;473;-404;441
43.0;-24.0;941.0;-1;277.0;-9;-3;703;-3;109
71.0;-35.0;925.0;5;292.0;24;-23;661;-23;38
-613.0;647.0;908.0;-2470;289.0;21;-39;639;-39;-9
993.0;-247.0;1003.0;26;538.0;23;3;656;3;5
69.0;-40.0;869.0;-2;542.0;24;-31;738;-31;24
-72.0;93.0;773.0;-4;418.0;20;-6;681;-6;30
489.0;-171.0;1206.0;-206;478.0;-59;-634;837;-634;253
409.0;-155.0;1052.0;11;359.0;29;-1;665;-1;151
77.0;-85.0;826.0;-3;450.0;18;4;681;4;44
54.0;41.0;875.0;0;567.0;16;20;742;20;19
-129.0;-11.0;924.0;-3;527.0;16;3;747;3;21
-50.0;-24.0;860.0;6;538.0;11;18;749;18;25
41.0;-40.0;879.0;4;546.0;10;-22;750;-22;25
55.0;-23.0;866.0;4;552.0;14;-21;748;-21;21
0.0;14.0;841.0;2;549.0;16;-18;747;-18;20
-25.0;8.0;854.0;2;553.0;15;-11;743;-11;21
-27.0;8.0;843.0;-6;540.0;18;-9;743;-9;17
-27.0;11.0;842.0;1;540.0;15;-14;745;-14;22
