InertialMeasurementUnit LUA magneticY;Accelerometer LUA^ accY;Accelerometer LUA_ accY;InertialMeasurementUnit L-SHOE Compass;Accelerometer LWR accY;Accelerometer RWR accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit R-SHOE Body_Ay
496.0;876.0;795.0;168;869.0;778.0;-853.0;240
155.0;929.0;996.0;16;912.0;732.0;-1004.0;379
134.0;997.0;1038.0;27;1084.0;886.0;-1052.0;411
285.0;926.0;1072.0;110;1027.0;778.0;-903.0;446
136.0;930.0;962.0;15;836.0;781.0;-939.0;370
364.0;852.0;536.0;-166;166.0;242.0;-443.0;815
195.0;915.0;959.0;16;894.0;751.0;-952.0;373
-309.0;926.0;853.0;-27;853.0;460.0;-1048.0;402
220.0;919.0;960.0;16;877.0;775.0;-973.0;368
89.0;917.0;933.0;113;862.0;175.0;-958.0;384
242.0;930.0;970.0;16;879.0;745.0;-944.0;370
136.0;930.0;964.0;16;862.0;765.0;-957.0;364
163.0;936.0;959.0;16;860.0;766.0;-949.0;367
47.0;764.0;962.0;18;943.0;1008.0;-876.0;2640
187.0;919.0;954.0;16;872.0;769.0;-937.0;368
-20.0;976.0;1091.0;-64;1123.0;971.0;-1071.0;291
91.0;901.0;1007.0;17;921.0;782.0;-982.0;369
20.0;803.0;1256.0;-145;1141.0;1027.0;-840.0;-428
146.0;937.0;986.0;16;847.0;766.0;-928.0;370
245.0;912.0;929.0;16;882.0;762.0;-964.0;369
423.0;940.0;976.0;72;846.0;-217.0;-999.0;404
-118.0;1146.0;965.0;-26;935.0;635.0;-1144.0;407
172.0;930.0;962.0;16;866.0;769.0;-945.0;370
154.0;970.0;864.0;13;1184.0;914.0;-911.0;366
672.0;1057.0;991.0;-176;965.0;750.0;-608.0;414
486.0;833.0;884.0;8;814.0;794.0;-998.0;356
-669.0;693.0;1012.0;127;990.0;849.0;-1010.0;383
-319.0;830.0;1269.0;16;1237.0;938.0;-901.0;319
-335.0;914.0;962.0;20;866.0;694.0;-1216.0;412
291.0;989.0;946.0;171;964.0;1052.0;-954.0;275
171.0;875.0;907.0;160;1064.0;90.0;-1068.0;375
445.0;816.0;948.0;-2;921.0;588.0;-973.0;594
328.0;1040.0;965.0;172;1080.0;839.0;-1029.0;370
334.0;1168.0;1209.0;-1;1047.0;657.0;-935.0;366
185.0;929.0;971.0;16;866.0;756.0;-960.0;367
166.0;921.0;961.0;16;861.0;769.0;-956.0;364
83.0;1089.0;1197.0;-96;1146.0;811.0;-1160.0;452
175.0;931.0;960.0;16;877.0;763.0;-951.0;367
-200.0;1167.0;1109.0;43;984.0;466.0;-1048.0;408
