InertialMeasurementUnit LUA magneticY;Accelerometer LUA^ accY;Accelerometer LUA_ accY;InertialMeasurementUnit L-SHOE Compass;Accelerometer LWR accY;Accelerometer RWR accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit R-SHOE Body_Ay
104.0;736.0;860.0;153;811.0;915.0;-1270.0;307
223.0;900.0;1021.0;124;833.0;744.0;-1013.0;518
-35.0;871.0;1054.0;60;806.0;520.0;-960.0;391
110.0;775.0;1039.0;147;750.0;729.0;-877.0;427
299.0;926.0;1177.0;126;1023.0;491.0;-872.0;299
356.0;921.0;972.0;114;927.0;532.0;-970.0;385
451.0;865.0;962.0;100;852.0;639.0;-949.0;338
75.0;827.0;842.0;-142;648.0;613.0;-991.0;406
326.0;930.0;946.0;110;847.0;589.0;-958.0;375
413.0;987.0;986.0;106;927.0;570.0;-1010.0;385
320.0;932.0;942.0;109;867.0;543.0;-948.0;376
319.0;918.0;956.0;110;883.0;529.0;-954.0;375
316.0;921.0;971.0;109;899.0;499.0;-977.0;368
309.0;945.0;945.0;110;856.0;490.0;-962.0;372
308.0;942.0;963.0;110;877.0;469.0;-953.0;378
305.0;950.0;965.0;110;880.0;481.0;-964.0;375
154.0;970.0;864.0;13;1184.0;914.0;-911.0;366
302.0;958.0;970.0;109;890.0;498.0;-955.0;381
304.0;933.0;958.0;109;886.0;421.0;-958.0;374
305.0;933.0;946.0;109;865.0;512.0;-962.0;377
305.0;941.0;942.0;109;883.0;519.0;-962.0;370
307.0;935.0;965.0;109;896.0;537.0;-953.0;371
308.0;950.0;963.0;109;885.0;560.0;-948.0;376
310.0;931.0;979.0;109;877.0;536.0;-955.0;367
315.0;960.0;939.0;109;886.0;498.0;-967.0;371
312.0;944.0;969.0;108;883.0;484.0;-959.0;373
313.0;945.0;983.0;108;893.0;536.0;-948.0;381
311.0;957.0;972.0;108;884.0;544.0;-964.0;378
308.0;944.0;977.0;108;883.0;551.0;-972.0;376
303.0;932.0;979.0;107;911.0;521.0;-978.0;376
297.0;930.0;963.0;107;877.0;538.0;-996.0;372
288.0;945.0;963.0;107;885.0;495.0;-972.0;380
278.0;987.0;975.0;107;878.0;488.0;-983.0;375
244.0;912.0;981.0;106;907.0;547.0;-1019.0;379
239.0;933.0;961.0;106;899.0;544.0;-982.0;369
238.0;965.0;965.0;106;880.0;628.0;-949.0;382
263.0;1212.0;1015.0;171;873.0;579.0;-999.0;375
-312.0;977.0;763.0;32;615.0;679.0;-1042.0;393
132.0;912.0;949.0;86;928.0;632.0;-1116.0;374
106.0;957.0;925.0;83;842.0;623.0;-993.0;400
84.0;1200.0;861.0;-86;997.0;508.0;-1313.0;427
-94.0;1226.0;1262.0;14;891.0;929.0;-931.0;900
104.0;864.0;890.0;108;832.0;477.0;-903.0;469
675.0;866.0;679.0;93;617.0;635.0;-1142.0;380
158.0;799.0;931.0;147;796.0;757.0;-864.0;339
214.0;870.0;1029.0;132;786.0;761.0;-953.0;16
188.0;930.0;1084.0;142;844.0;700.0;-859.0;395
175.0;940.0;1009.0;108;917.0;595.0;-917.0;422
120.0;906.0;922.0;109;877.0;255.0;-930.0;407
270.0;854.0;864.0;147;811.0;714.0;-829.0;429
-66.0;921.0;919.0;24;846.0;-205.0;-974.0;500
141.0;822.0;895.0;107;820.0;418.0;-887.0;439
315.0;819.0;772.0;164;764.0;598.0;-944.0;766
283.0;846.0;951.0;107;886.0;299.0;-910.0;375
188.0;607.0;1196.0;192;1081.0;985.0;-758.0;446
440.0;762.0;980.0;155;1020.0;830.0;-836.0;533
-22.0;1286.0;956.0;-112;1077.0;929.0;-891.0;469
-81.0;1074.0;1054.0;-114;941.0;726.0;-773.0;739
-100.0;973.0;845.0;-114;701.0;680.0;-779.0;571
-136.0;977.0;936.0;-117;794.0;727.0;-611.0;544
94.0;937.0;1062.0;26;883.0;676.0;-918.0;388
-192.0;1442.0;1519.0;76;404.0;512.0;-759.0;428
-135.0;990.0;901.0;-53;814.0;792.0;-892.0;732
48.0;852.0;840.0;-165;625.0;622.0;-805.0;343
61.0;1109.0;1289.0;54;938.0;668.0;-891.0;380
47.0;753.0;890.0;-160;651.0;492.0;-867.0;345
-36.0;532.0;849.0;-173;661.0;316.0;-779.0;390
30.0;825.0;847.0;-148;643.0;360.0;-846.0;358
-349.0;768.0;629.0;-52;244.0;195.0;-631.0;390
14.0;748.0;905.0;-136;697.0;504.0;-883.0;354
13.0;850.0;838.0;-135;680.0;666.0;-821.0;349
11.0;835.0;899.0;-136;726.0;761.0;-852.0;367
-46.0;849.0;873.0;-137;719.0;855.0;-770.0;381
167.0;999.0;914.0;-148;826.0;650.0;-779.0;383
53.0;976.0;1059.0;27;869.0;687.0;-876.0;386
189.0;998.0;946.0;-149;856.0;609.0;-779.0;380
8.0;956.0;948.0;23;858.0;693.0;-865.0;389
232.0;952.0;964.0;-156;873.0;612.0;-820.0;386
-89.0;901.0;924.0;16;895.0;824.0;-923.0;369
333.0;834.0;982.0;-206;929.0;604.0;-923.0;438
261.0;988.0;880.0;-168;708.0;573.0;-937.0;384
-38.0;844.0;839.0;-135;692.0;704.0;-882.0;588
325.0;982.0;905.0;-143;821.0;593.0;-1037.0;392
40.0;813.0;1023.0;21;839.0;620.0;-1015.0;388
-35.0;921.0;884.0;-136;752.0;727.0;-860.0;565
137.0;913.0;944.0;164;861.0;626.0;-902.0;709
532.0;758.0;934.0;116;756.0;665.0;-986.0;-45
-21.0;731.0;889.0;35;865.0;526.0;-869.0;527
-25.0;719.0;936.0;34;920.0;593.0;-814.0;516
-207.0;470.0;991.0;115;880.0;907.0;-735.0;473
-9.0;661.0;935.0;34;963.0;656.0;-809.0;501
17.0;674.0;846.0;34;896.0;621.0;-813.0;433
250.0;931.0;953.0;71;880.0;177.0;-987.0;375
-122.0;809.0;766.0;31;916.0;811.0;-821.0;-281
-32.0;884.0;907.0;-138;860.0;705.0;-745.0;54
269.0;825.0;886.0;72;811.0;666.0;-1008.0;471
316.0;826.0;884.0;125;802.0;713.0;-922.0;492
276.0;876.0;962.0;199;684.0;526.0;-928.0;372
-278.0;1031.0;887.0;54;1038.0;238.0;-988.0;1004
-115.0;912.0;802.0;-128;937.0;468.0;-812.0;539
52.0;865.0;1005.0;135;849.0;736.0;-986.0;390
50.0;886.0;1003.0;135;876.0;678.0;-1007.0;392
48.0;905.0;1004.0;135;905.0;685.0;-1010.0;406
44.0;898.0;1011.0;135;907.0;647.0;-1025.0;407
-22.0;1014.0;1085.0;173;1003.0;708.0;-980.0;432
29.0;921.0;1057.0;135;913.0;613.0;-935.0;407
235.0;829.0;850.0;72;818.0;670.0;-994.0;367
48.0;886.0;973.0;143;1017.0;653.0;-975.0;415
212.0;850.0;879.0;73;877.0;670.0;-984.0;502
77.0;891.0;981.0;137;900.0;674.0;-970.0;396
-173.0;1163.0;1006.0;-38;931.0;727.0;-1123.0;426
-332.0;942.0;789.0;-38;560.0;229.0;-770.0;414
496.0;876.0;795.0;168;869.0;778.0;-853.0;240
-176.0;823.0;646.0;34;494.0;120.0;-544.0;366
-21.0;983.0;886.0;-152;850.0;293.0;-847.0;395
455.0;978.0;963.0;-175;934.0;-294.0;-977.0;378
449.0;867.0;690.0;141;550.0;562.0;-692.0;353
550.0;935.0;837.0;-149;892.0;741.0;-841.0;331
672.0;1057.0;991.0;-176;965.0;750.0;-608.0;414
518.0;1091.0;935.0;111;891.0;632.0;-862.0;726
511.0;1000.0;1107.0;94;1139.0;974.0;-1011.0;1622
199.0;809.0;919.0;73;868.0;668.0;-969.0;454
126.0;835.0;912.0;73;813.0;684.0;-902.0;420
-111.0;864.0;1042.0;17;1186.0;870.0;-817.0;420
11.0;776.0;949.0;17;936.0;696.0;-917.0;367
112.0;790.0;1061.0;13;884.0;810.0;-977.0;834
113.0;834.0;901.0;73;809.0;665.0;-893.0;403
194.0;1009.0;917.0;-89;723.0;215.0;-907.0;397
84.0;800.0;896.0;72;855.0;645.0;-924.0;353
45.0;846.0;973.0;72;894.0;777.0;-937.0;613
-108.0;756.0;1151.0;-5;1029.0;1088.0;-855.0;910
227.0;735.0;882.0;171;926.0;622.0;-947.0;416
230.0;802.0;869.0;172;886.0;570.0;-1007.0;372
498.0;966.0;865.0;142;939.0;355.0;-1237.0;370
241.0;960.0;838.0;173;800.0;584.0;-1072.0;387
297.0;815.0;1020.0;52;938.0;519.0;-958.0;615
617.0;631.0;1223.0;161;779.0;423.0;-749.0;742
-637.0;595.0;1082.0;108;1045.0;849.0;-954.0;365
-304.0;1009.0;942.0;-10;757.0;720.0;-1044.0;377
532.0;1035.0;956.0;11;934.0;763.0;-777.0;401
-105.0;1136.0;1247.0;-130;1076.0;739.0;-838.0;488
-394.0;475.0;995.0;-162;774.0;756.0;-943.0;644
225.0;940.0;930.0;-48;870.0;623.0;-949.0;408
-133.0;854.0;939.0;-42;913.0;288.0;-830.0;480
-236.0;943.0;995.0;36;890.0;108.0;-1018.0;394
-234.0;843.0;908.0;4;848.0;377.0;-946.0;462
-163.0;894.0;952.0;19;892.0;316.0;-1044.0;602
-237.0;886.0;954.0;19;890.0;652.0;-918.0;506
356.0;763.0;640.0;3;800.0;963.0;-1146.0;424
115.0;902.0;981.0;142;911.0;688.0;-942.0;391
125.0;902.0;975.0;143;907.0;688.0;-954.0;396
222.0;951.0;942.0;-46;849.0;613.0;-943.0;409
364.0;883.0;918.0;-169;756.0;391.0;-931.0;406
403.0;995.0;1065.0;-172;945.0;448.0;-960.0;405
159.0;904.0;972.0;143;926.0;585.0;-987.0;410
62.0;1044.0;938.0;82;886.0;371.0;-989.0;410
213.0;948.0;962.0;-54;839.0;580.0;-918.0;403
206.0;946.0;957.0;-67;848.0;418.0;-877.0;395
57.0;948.0;1017.0;143;919.0;404.0;-1034.0;416
1.0;1025.0;1365.0;156;1415.0;730.0;-775.0;337
75.0;774.0;996.0;144;863.0;641.0;-983.0;412
89.0;814.0;1003.0;145;887.0;606.0;-1002.0;412
192.0;1052.0;1132.0;-136;927.0;218.0;-910.0;391
-348.0;792.0;741.0;4;690.0;760.0;-1023.0;390
-314.0;809.0;915.0;-10;752.0;832.0;-1397.0;214
-110.0;805.0;874.0;37;837.0;592.0;-1243.0;376
81.0;1092.0;908.0;90;850.0;548.0;-1081.0;453
105.0;829.0;989.0;144;906.0;575.0;-1001.0;426
-376.0;930.0;864.0;17;713.0;522.0;-713.0;391
153.0;845.0;961.0;144;973.0;658.0;-1044.0;424
205.0;850.0;1003.0;150;918.0;630.0;-954.0;413
-171.0;734.0;790.0;-2;731.0;435.0;-1075.0;259
58.0;892.0;949.0;38;976.0;867.0;-1243.0;630
265.0;1112.0;914.0;33;855.0;847.0;-837.0;491
227.0;997.0;912.0;7;767.0;749.0;-904.0;415
220.0;1000.0;980.0;8;729.0;435.0;-884.0;413
231.0;995.0;937.0;10;710.0;339.0;-917.0;404
320.0;1251.0;844.0;105;935.0;198.0;-759.0;429
177.0;771.0;824.0;-65;881.0;259.0;-1358.0;388
-125.0;740.0;840.0;-17;721.0;800.0;-817.0;382
-193.0;784.0;820.0;-144;769.0;761.0;-866.0;288
-58.0;752.0;815.0;-17;727.0;763.0;-846.0;376
-53.0;777.0;822.0;-17;738.0;772.0;-854.0;378
-53.0;762.0;806.0;-17;748.0;756.0;-856.0;383
-55.0;758.0;803.0;-17;753.0;784.0;-870.0;381
288.0;1027.0;917.0;12;708.0;370.0;-921.0;411
297.0;893.0;539.0;139;243.0;-173.0;-454.0;430
252.0;814.0;926.0;33;939.0;575.0;-1231.0;535
367.0;1035.0;879.0;10;648.0;583.0;-894.0;414
162.0;908.0;886.0;-63;791.0;369.0;-1032.0;382
-45.0;740.0;817.0;-17;760.0;777.0;-838.0;385
-44.0;731.0;782.0;-17;750.0;764.0;-852.0;401
-330.0;936.0;933.0;27;674.0;516.0;-1009.0;374
-34.0;758.0;804.0;-17;754.0;798.0;-828.0;384
-66.0;811.0;1015.0;-56;981.0;638.0;-892.0;405
-45.0;760.0;838.0;-17;796.0;794.0;-836.0;398
-101.0;727.0;907.0;-174;735.0;964.0;-906.0;435
-160.0;769.0;778.0;-17;748.0;826.0;-809.0;493
-45.0;759.0;826.0;-17;739.0;800.0;-866.0;428
480.0;895.0;793.0;106;365.0;308.0;-508.0;387
495.0;914.0;860.0;-5;682.0;119.0;-899.0;613
411.0;1119.0;764.0;77;706.0;615.0;-1098.0;273
216.0;572.0;810.0;76;862.0;434.0;-1086.0;537
-27.0;695.0;896.0;54;876.0;435.0;-878.0;307
-172.0;717.0;888.0;54;840.0;330.0;-868.0;597
-257.0;798.0;920.0;18;862.0;706.0;-959.0;781
254.0;675.0;714.0;1;689.0;669.0;-885.0;399
359.0;1060.0;965.0;40;903.0;348.0;-584.0;380
206.0;800.0;1049.0;91;998.0;926.0;-875.0;1348
137.0;662.0;808.0;23;691.0;714.0;-998.0;370
-426.0;549.0;1009.0;72;975.0;1021.0;-1040.0;962
-27.0;650.0;931.0;44;970.0;501.0;-928.0;729
10.0;763.0;943.0;39;950.0;548.0;-959.0;506
262.0;766.0;929.0;52;929.0;457.0;-1014.0;541
23.0;769.0;951.0;39;953.0;509.0;-983.0;516
-4.0;757.0;963.0;39;934.0;782.0;-942.0;452
41.0;792.0;939.0;39;931.0;485.0;-960.0;518
44.0;796.0;948.0;39;934.0;474.0;-986.0;501
47.0;795.0;965.0;39;927.0;462.0;-999.0;503
51.0;781.0;969.0;39;955.0;481.0;-1001.0;490
51.0;781.0;956.0;39;959.0;492.0;-989.0;466
52.0;771.0;935.0;39;965.0;501.0;-990.0;455
53.0;800.0;945.0;39;933.0;514.0;-963.0;427
54.0;829.0;994.0;39;926.0;553.0;-976.0;410
-115.0;934.0;1189.0;33;1141.0;546.0;-1012.0;413
57.0;873.0;971.0;39;973.0;491.0;-1005.0;379
63.0;906.0;936.0;39;949.0;452.0;-1015.0;382
69.0;922.0;989.0;39;926.0;429.0;-942.0;381
73.0;930.0;1012.0;39;909.0;388.0;-963.0;380
213.0;752.0;941.0;51;937.0;490.0;-1018.0;524
87.0;733.0;572.0;34;618.0;538.0;-998.0;482
626.0;850.0;544.0;-175;467.0;922.0;-382.0;441
-52.0;709.0;680.0;-6;707.0;644.0;-936.0;426
106.0;1023.0;806.0;-53;856.0;593.0;-963.0;308
204.0;712.0;842.0;41;774.0;682.0;-1371.0;785
116.0;761.0;1047.0;32;795.0;648.0;-1016.0;606
166.0;678.0;698.0;-7;673.0;660.0;-906.0;437
128.0;766.0;682.0;-3;691.0;659.0;-1086.0;384
-1.0;787.0;727.0;-39;689.0;793.0;-854.0;398
-88.0;879.0;731.0;-80;668.0;780.0;-985.0;13
1.0;769.0;851.0;-39;757.0;773.0;-796.0;375
183.0;714.0;692.0;130;695.0;692.0;-942.0;493
-48.0;809.0;824.0;-10;648.0;758.0;-674.0;333
166.0;754.0;950.0;51;970.0;446.0;-942.0;540
101.0;761.0;823.0;-39;680.0;790.0;-712.0;386
117.0;839.0;1129.0;-155;1183.0;1034.0;-861.0;393
95.0;867.0;751.0;-88;619.0;540.0;-1041.0;836
149.0;741.0;733.0;-38;677.0;782.0;-787.0;385
152.0;672.0;724.0;-38;582.0;810.0;-822.0;573
-21.0;1260.0;892.0;-81;983.0;890.0;-1406.0;107
-29.0;949.0;956.0;-104;988.0;630.0;-1013.0;407
147.0;753.0;792.0;-38;615.0;777.0;-779.0;396
126.0;734.0;767.0;-38;603.0;764.0;-858.0;384
131.0;733.0;727.0;-38;632.0;740.0;-851.0;388
205.0;593.0;629.0;-43;654.0;597.0;-733.0;344
91.0;570.0;749.0;-176;504.0;826.0;-710.0;402
152.0;773.0;953.0;51;991.0;433.0;-936.0;537
208.0;728.0;778.0;220;618.0;594.0;-865.0;370
323.0;661.0;679.0;172;678.0;630.0;-989.0;502
385.0;731.0;768.0;112;703.0;847.0;-917.0;22
90.0;1170.0;1089.0;-17;1070.0;845.0;-908.0;1469
-337.0;963.0;957.0;2;862.0;567.0;-861.0;396
-35.0;1105.0;916.0;-62;1078.0;606.0;-899.0;402
204.0;1042.0;562.0;2;700.0;596.0;-1163.0;403
408.0;693.0;1064.0;180;822.0;709.0;-852.0;429
-79.0;845.0;863.0;-177;787.0;254.0;-945.0;508
-61.0;870.0;959.0;-177;802.0;442.0;-906.0;539
-50.0;876.0;936.0;-177;820.0;597.0;-842.0;535
218.0;708.0;791.0;36;794.0;692.0;-987.0;409
-46.0;872.0;956.0;-177;810.0;532.0;-822.0;537
-41.0;826.0;933.0;-177;765.0;314.0;-871.0;540
560.0;853.0;897.0;151;754.0;730.0;-884.0;777
-29.0;848.0;888.0;-177;829.0;301.0;-887.0;551
-26.0;870.0;972.0;-177;862.0;337.0;-873.0;553
-46.0;854.0;943.0;-177;792.0;478.0;-871.0;559
-52.0;844.0;942.0;-177;787.0;491.0;-901.0;560
-55.0;825.0;940.0;-177;800.0;425.0;-918.0;563
-55.0;825.0;914.0;-177;817.0;436.0;-903.0;563
-49.0;839.0;939.0;-177;792.0;361.0;-872.0;562
-45.0;847.0;941.0;-177;812.0;454.0;-856.0;563
-46.0;848.0;955.0;-177;831.0;379.0;-854.0;561
-45.0;845.0;929.0;-177;824.0;315.0;-864.0;576
-43.0;864.0;957.0;-178;815.0;345.0;-863.0;581
-41.0;866.0;963.0;-177;796.0;545.0;-875.0;589
-44.0;862.0;943.0;-177;832.0;448.0;-887.0;581
-45.0;863.0;950.0;-177;815.0;470.0;-891.0;575
-40.0;843.0;924.0;-177;778.0;438.0;-891.0;575
-250.0;949.0;989.0;15;892.0;767.0;-934.0;370
-323.0;781.0;839.0;16;795.0;-39.0;-898.0;771
-120.0;1127.0;823.0;-39;964.0;544.0;-1100.0;411
-26.0;873.0;950.0;-177;844.0;655.0;-857.0;585
-26.0;862.0;981.0;-177;784.0;417.0;-829.0;588
-24.0;864.0;922.0;-177;810.0;430.0;-856.0;596
-23.0;874.0;939.0;-177;827.0;411.0;-883.0;597
-9.0;1057.0;854.0;135;894.0;601.0;-922.0;351
-3.0;1011.0;924.0;129;813.0;594.0;-915.0;374
-8.0;945.0;861.0;125;708.0;600.0;-909.0;440
-182.0;877.0;631.0;54;554.0;549.0;-806.0;340
-230.0;951.0;729.0;-39;467.0;193.0;-927.0;377
-25.0;888.0;947.0;-177;794.0;410.0;-906.0;585
-26.0;877.0;940.0;-177;785.0;509.0;-873.0;580
-23.0;875.0;918.0;-178;822.0;565.0;-878.0;581
155.0;958.0;890.0;148;981.0;717.0;-1004.0;452
-25.0;917.0;911.0;-177;821.0;571.0;-876.0;576
-55.0;829.0;941.0;83;738.0;618.0;-972.0;357
-291.0;951.0;1136.0;-3;1144.0;810.0;-1111.0;1099
-15.0;788.0;934.0;86;908.0;732.0;-938.0;311
283.0;529.0;342.0;56;286.0;757.0;-609.0;391
345.0;900.0;619.0;83;599.0;606.0;-910.0;403
-36.0;995.0;934.0;-114;907.0;656.0;-900.0;610
422.0;669.0;794.0;152;620.0;721.0;-860.0;426
444.0;772.0;783.0;153;727.0;664.0;-937.0;393
340.0;839.0;977.0;172;962.0;865.0;-907.0;391
78.0;632.0;936.0;79;933.0;547.0;-861.0;605
142.0;773.0;971.0;51;972.0;552.0;-905.0;506
185.0;892.0;911.0;146;823.0;724.0;-854.0;394
387.0;876.0;780.0;84;698.0;614.0;-1041.0;364
375.0;930.0;740.0;55;692.0;568.0;-1009.0;393
242.0;784.0;745.0;18;761.0;682.0;-1024.0;360
433.0;776.0;811.0;102;772.0;700.0;-819.0;1124
631.0;776.0;836.0;173;749.0;622.0;-1336.0;861
251.0;808.0;1187.0;113;1126.0;952.0;-905.0;670
291.0;832.0;792.0;77;826.0;700.0;-971.0;360
156.0;728.0;964.0;51;924.0;684.0;-987.0;440
159.0;1044.0;937.0;74;1009.0;645.0;-867.0;349
461.0;888.0;484.0;-159;158.0;272.0;-457.0;1178
2.0;883.0;646.0;4;408.0;679.0;-640.0;398
-90.0;547.0;910.0;-174;731.0;940.0;-893.0;450
-155.0;1035.0;1067.0;37;999.0;759.0;-948.0;395
333.0;927.0;1046.0;52;853.0;383.0;-947.0;402
-25.0;888.0;994.0;-147;831.0;622.0;-891.0;394
-19.0;927.0;994.0;-150;849.0;649.0;-922.0;393
-18.0;939.0;987.0;-141;849.0;717.0;-934.0;391
58.0;830.0;544.0;180;642.0;614.0;-971.0;374
-13.0;939.0;935.0;-152;767.0;679.0;-935.0;391
-9.0;937.0;888.0;-151;784.0;665.0;-916.0;394
164.0;741.0;904.0;51;923.0;551.0;-973.0;364
250.0;782.0;833.0;41;799.0;655.0;-954.0;334
-14.0;895.0;903.0;-154;817.0;706.0;-898.0;401
-16.0;916.0;969.0;-154;824.0;740.0;-929.0;376
-20.0;913.0;954.0;-154;830.0;738.0;-914.0;378
-17.0;903.0;968.0;-154;830.0;749.0;-912.0;398
-27.0;918.0;918.0;-154;808.0;680.0;-910.0;385
-28.0;936.0;931.0;-154;794.0;707.0;-916.0;399
-27.0;917.0;928.0;-154;818.0;717.0;-906.0;379
-34.0;927.0;925.0;-154;813.0;719.0;-924.0;373
-54.0;918.0;944.0;-154;807.0;692.0;-910.0;385
-54.0;922.0;947.0;-154;808.0;704.0;-910.0;379
-60.0;915.0;924.0;-153;830.0;715.0;-913.0;384
305.0;951.0;894.0;-8;791.0;580.0;-989.0;553
-59.0;931.0;929.0;-153;822.0;680.0;-935.0;370
-73.0;920.0;947.0;-153;831.0;688.0;-902.0;388
-75.0;929.0;943.0;-154;839.0;701.0;-910.0;387
302.0;932.0;1022.0;-8;756.0;701.0;-978.0;552
-75.0;925.0;924.0;-153;798.0;696.0;-890.0;385
-77.0;920.0;926.0;-153;807.0;699.0;-868.0;387
-237.0;891.0;669.0;-38;425.0;431.0;-678.0;402
-114.0;585.0;869.0;-174;660.0;642.0;-827.0;413
-9.0;885.0;1012.0;-153;799.0;525.0;-872.0;395
7.0;808.0;965.0;-153;890.0;685.0;-913.0;399
48.0;843.0;905.0;-153;839.0;631.0;-968.0;486
45.0;885.0;948.0;-154;799.0;733.0;-973.0;352
47.0;824.0;894.0;-153;866.0;746.0;-854.0;431
-8.0;809.0;841.0;-154;773.0;598.0;-882.0;599
296.0;931.0;943.0;-8;775.0;561.0;-905.0;553
1.0;957.0;924.0;-119;854.0;684.0;-991.0;423
-11.0;941.0;903.0;-84;847.0;695.0;-959.0;422
-58.0;848.0;900.0;-44;880.0;744.0;-908.0;408
-177.0;848.0;1004.0;-126;931.0;810.0;-861.0;344
125.0;927.0;627.0;-3;575.0;651.0;-1274.0;408
-246.0;986.0;999.0;-45;937.0;586.0;-831.0;396
-282.0;895.0;955.0;15;930.0;714.0;-974.0;393
-163.0;869.0;767.0;-10;651.0;768.0;-701.0;-50
222.0;673.0;876.0;139;741.0;706.0;-877.0;413
76.0;1008.0;932.0;-97;899.0;664.0;-1015.0;396
71.0;911.0;866.0;-48;905.0;609.0;-890.0;387
59.0;822.0;902.0;-37;887.0;575.0;-843.0;385
37.0;865.0;915.0;-45;903.0;635.0;-903.0;387
-76.0;936.0;958.0;-33;903.0;734.0;-1009.0;406
119.0;1008.0;877.0;40;680.0;629.0;-798.0;403
324.0;896.0;1312.0;112;1034.0;820.0;-858.0;403
298.0;948.0;920.0;-8;812.0;433.0;-897.0;554
164.0;942.0;1244.0;13;689.0;700.0;-976.0;364
355.0;895.0;960.0;33;685.0;327.0;-891.0;389
533.0;898.0;888.0;141;682.0;248.0;-832.0;382
386.0;940.0;875.0;113;826.0;-104.0;-989.0;394
31.0;783.0;933.0;-147;822.0;787.0;-899.0;521
-52.0;905.0;895.0;-165;818.0;795.0;-1050.0;427
20.0;803.0;1256.0;-145;1141.0;1027.0;-840.0;-428
166.0;773.0;897.0;52;891.0;408.0;-922.0;457
212.0;897.0;832.0;121;887.0;607.0;-875.0;391
172.0;817.0;913.0;51;842.0;286.0;-936.0;452
214.0;932.0;889.0;115;741.0;616.0;-885.0;398
304.0;911.0;884.0;-156;855.0;-326.0;-1036.0;416
166.0;760.0;905.0;51;906.0;495.0;-980.0;411
236.0;852.0;942.0;-139;859.0;-524.0;-911.0;616
14.0;873.0;855.0;-171;668.0;581.0;-1228.0;398
176.0;817.0;918.0;51;899.0;202.0;-982.0;536
-167.0;798.0;794.0;13;768.0;727.0;-901.0;883
130.0;866.0;812.0;68;676.0;597.0;-951.0;395
25.0;963.0;875.0;-132;841.0;236.0;-895.0;492
-36.0;981.0;877.0;-126;731.0;351.0;-851.0;457
68.0;883.0;716.0;26;504.0;658.0;-770.0;385
197.0;835.0;795.0;-148;705.0;651.0;-950.0;386
-565.0;1018.0;966.0;-23;805.0;741.0;-1007.0;367
325.0;912.0;733.0;85;653.0;901.0;-698.0;358
206.0;858.0;809.0;90;699.0;678.0;-862.0;403
195.0;912.0;901.0;89;582.0;646.0;-805.0;397
2.0;655.0;903.0;44;885.0;238.0;-946.0;574
-265.0;828.0;822.0;-21;737.0;988.0;-816.0;379
415.0;1080.0;882.0;-172;974.0;609.0;-1231.0;396
479.0;882.0;958.0;81;721.0;577.0;-894.0;449
553.0;882.0;848.0;141;707.0;622.0;-865.0;388
-347.0;954.0;390.0;-11;181.0;746.0;-460.0;401
-310.0;890.0;1247.0;-85;1113.0;757.0;-850.0;333
355.0;1087.0;1412.0;40;863.0;631.0;-929.0;212
-116.0;808.0;720.0;32;719.0;710.0;-1211.0;381
-190.0;950.0;1037.0;59;921.0;-252.0;-986.0;393
-238.0;1288.0;1046.0;-10;1008.0;693.0;-980.0;382
8.0;915.0;1048.0;-155;985.0;713.0;-949.0;397
-8.0;850.0;921.0;-55;760.0;809.0;-756.0;358
149.0;936.0;965.0;31;909.0;-65.0;-948.0;395
402.0;693.0;778.0;-160;667.0;709.0;-821.0;73
417.0;802.0;967.0;-2;904.0;561.0;-959.0;600
-77.0;940.0;962.0;-154;812.0;710.0;-941.0;386
-308.0;891.0;989.0;-12;924.0;506.0;-1253.0;391
265.0;921.0;939.0;61;875.0;-718.0;-937.0;387
429.0;804.0;789.0;102;804.0;726.0;-1343.0;388
-20.0;1011.0;1016.0;-197;842.0;670.0;-961.0;388
380.0;832.0;1096.0;130;1078.0;1019.0;-874.0;390
378.0;1004.0;967.0;160;1013.0;713.0;-946.0;392
255.0;940.0;971.0;16;894.0;780.0;-951.0;367
451.0;859.0;717.0;108;640.0;613.0;-1237.0;431
263.0;942.0;961.0;16;885.0;780.0;-955.0;365
10.0;902.0;1038.0;-177;814.0;377.0;-933.0;357
275.0;913.0;988.0;16;894.0;761.0;-966.0;367
317.0;930.0;967.0;16;900.0;763.0;-966.0;367
-200.0;821.0;1010.0;-73;845.0;783.0;-1067.0;-67
330.0;920.0;943.0;16;885.0;738.0;-964.0;371
452.0;945.0;1017.0;80;881.0;755.0;-1012.0;369
570.0;817.0;1244.0;-179;1006.0;836.0;-867.0;321
274.0;1301.0;666.0;136;808.0;499.0;-1349.0;390
324.0;950.0;943.0;16;889.0;735.0;-955.0;369
-70.0;1017.0;220.0;19;210.0;644.0;-912.0;398
309.0;933.0;974.0;16;853.0;762.0;-939.0;370
365.0;772.0;1258.0;150;1202.0;1093.0;-826.0;-1621
533.0;957.0;430.0;106;227.0;374.0;-735.0;445
235.0;1166.0;844.0;-112;849.0;612.0;-940.0;402
76.0;712.0;1016.0;131;737.0;665.0;-818.0;269
209.0;287.0;697.0;-171;250.0;734.0;-580.0;644
-58.0;770.0;843.0;-174;625.0;819.0;-735.0;386
-57.0;938.0;853.0;-141;857.0;638.0;-1022.0;133
68.0;921.0;978.0;135;835.0;823.0;-1004.0;404
-60.0;686.0;667.0;35;657.0;636.0;-960.0;423
541.0;858.0;794.0;141;676.0;473.0;-851.0;382
438.0;1132.0;776.0;119;1009.0;728.0;-1158.0;40
