Accelerometer LUA^ accZ;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK gyroZ
271.0;302.0;344.0;798;527.0;1015.0;-24;-176;313;-400.0;21.0
293.0;303.0;348.0;795;528.0;1006.0;-24;-176;317;-402.0;8.0
279.0;303.0;348.0;801;?;1013.0;-24;-176;306;-402.0;8.0
256.0;300.0;351.0;802;?;?;-24;-176;302;?;?
254.0;300.0;352.0;800;532.0;986.0;-24;-176;308;-403.0;-11.0
284.0;301.0;353.0;801;531.0;?;-24;?;304;?;17.0
242.0;298.0;?;801;529.0;997.0;-24;-176;303;-401.0;10.0
277.0;299.0;350.0;802;528.0;990.0;-24;-176;314;-401.0;-10.0
298.0;?;350.0;808;527.0;986.0;-24;-176;307;-401.0;6.0
275.0;302.0;349.0;802;528.0;985.0;-24;-176;304;-400.0;13.0
?;301.0;347.0;797;526.0;?;-24;-176;314;-401.0;13.0
?;301.0;343.0;803;525.0;995.0;-24;?;308;-401.0;35.0
252.0;302.0;341.0;800;523.0;1006.0;-24;-176;304;-403.0;-75.0
245.0;302.0;337.0;798;523.0;988.0;-24;-176;310;-403.0;-2.0
258.0;301.0;335.0;804;?;1006.0;-24;-176;306;-402.0;-36.0
249.0;300.0;?;803;?;1016.0;-24;-176;305;-401.0;1.0
?;298.0;334.0;801;521.0;1013.0;-24;-176;308;-399.0;-36.0
260.0;?;333.0;803;519.0;1010.0;-24;-176;307;-398.0;-12.0
251.0;297.0;333.0;803;521.0;1005.0;-24;-176;312;-397.0;?
275.0;295.0;334.0;799;519.0;977.0;-24;-176;310;-395.0;2.0
?;295.0;335.0;799;?;982.0;?;-176;308;-394.0;-21.0
274.0;297.0;334.0;802;519.0;993.0;-24;-176;310;-394.0;11.0
232.0;295.0;336.0;808;517.0;?;-24;-176;?;-395.0;3.0
252.0;296.0;336.0;809;518.0;974.0;-24;-176;310;-394.0;-15.0
288.0;295.0;334.0;802;518.0;988.0;?;-176;317;-395.0;-15.0
280.0;296.0;?;802;518.0;?;?;?;308;-393.0;-26.0
274.0;294.0;336.0;806;518.0;1007.0;-24;-176;304;-395.0;?
256.0;295.0;335.0;800;518.0;1007.0;-24;-176;310;-393.0;-17.0
263.0;296.0;335.0;800;519.0;980.0;-24;-176;308;-392.0;-11.0
250.0;?;337.0;805;520.0;1004.0;-24;?;?;-395.0;-41.0
257.0;297.0;335.0;?;519.0;?;-24;-176;310;?;-2.0
262.0;?;337.0;802;520.0;?;-24;-176;310;-396.0;-12.0
295.0;297.0;337.0;802;519.0;?;?;-176;310;-396.0;-51.0
?;?;338.0;800;520.0;995.0;-24;-176;310;-393.0;-28.0
274.0;299.0;338.0;801;520.0;1001.0;-24;-176;310;-394.0;21.0
275.0;?;340.0;?;521.0;999.0;-24;-176;310;-395.0;-37.0
?;299.0;339.0;802;522.0;990.0;-24;-176;313;-391.0;-9.0
284.0;298.0;339.0;803;521.0;?;-24;-176;315;-392.0;-13.0
274.0;298.0;340.0;802;521.0;990.0;-24;-176;308;-393.0;-7.0
264.0;301.0;342.0;803;521.0;975.0;-24;-176;305;-390.0;-26.0
267.0;301.0;343.0;803;521.0;1011.0;-24;-176;311;-392.0;-9.0
274.0;301.0;342.0;801;522.0;995.0;-24;-176;314;-391.0;-42.0
262.0;300.0;343.0;?;522.0;991.0;-24;-176;316;-392.0;4.0
287.0;300.0;343.0;?;523.0;1006.0;-24;-176;313;?;13.0
260.0;300.0;341.0;801;522.0;1005.0;-24;-176;309;-389.0;-11.0
235.0;300.0;342.0;?;523.0;1016.0;-24;-176;311;-388.0;27.0
274.0;302.0;342.0;801;523.0;1006.0;-24;-176;310;-389.0;26.0
270.0;300.0;342.0;802;?;996.0;-24;-176;309;-390.0;26.0
287.0;301.0;342.0;805;523.0;987.0;-24;?;308;-389.0;-2.0
267.0;300.0;?;799;522.0;999.0;-24;-176;309;-390.0;4.0
274.0;300.0;?;797;523.0;?;?;-176;311;-391.0;-37.0
274.0;299.0;339.0;804;?;999.0;?;-176;309;?;27.0
305.0;300.0;339.0;803;520.0;986.0;-24;-176;306;-388.0;-3.0
264.0;?;?;804;522.0;1004.0;?;-176;305;?;27.0
?;302.0;?;808;522.0;1003.0;-24;-176;305;-386.0;36.0
?;?;341.0;801;522.0;1009.0;-24;-176;?;-386.0;40.0
281.0;300.0;?;804;521.0;990.0;-24;-176;312;-387.0;44.0
?;?;338.0;805;521.0;994.0;-24;-176;308;-390.0;21.0
244.0;302.0;338.0;797;519.0;989.0;?;-176;309;-392.0;49.0
237.0;306.0;336.0;800;519.0;994.0;-24;-176;310;-393.0;34.0
219.0;304.0;337.0;797;518.0;989.0;-24;-176;308;?;39.0
237.0;306.0;338.0;796;520.0;968.0;-24;?;304;-399.0;47.0
239.0;305.0;338.0;802;522.0;988.0;?;-176;305;-402.0;4.0
225.0;305.0;339.0;800;523.0;997.0;-24;-176;304;-403.0;45.0
237.0;305.0;340.0;801;522.0;997.0;-24;-176;305;-403.0;25.0
240.0;302.0;342.0;800;524.0;1011.0;-24;-176;?;-405.0;6.0
245.0;301.0;347.0;797;526.0;1024.0;?;-176;317;?;-19.0
243.0;301.0;349.0;801;526.0;1030.0;-24;-176;306;-403.0;23.0
274.0;301.0;351.0;801;?;1035.0;-24;?;305;-399.0;51.0
283.0;301.0;351.0;799;?;955.0;?;-176;307;-401.0;38.0
241.0;301.0;351.0;803;526.0;931.0;-24;-176;?;-402.0;25.0
237.0;297.0;?;805;521.0;947.0;-24;-176;303;-403.0;-7.0
241.0;295.0;343.0;800;520.0;997.0;?;-176;300;-404.0;21.0
236.0;295.0;?;799;517.0;1012.0;-24;-176;?;-405.0;-1.0
246.0;295.0;333.0;801;516.0;953.0;-24;-176;307;-410.0;4.0
264.0;296.0;328.0;798;515.0;?;-24;-176;306;-410.0;15.0
275.0;294.0;324.0;799;513.0;1013.0;-24;-176;305;-412.0;4.0
281.0;293.0;322.0;802;514.0;1025.0;-24;-176;304;-411.0;-22.0
278.0;292.0;325.0;799;515.0;986.0;-24;-176;306;-410.0;-50.0
285.0;293.0;?;795;518.0;988.0;-24;-176;?;?;-67.0
306.0;292.0;335.0;801;521.0;1026.0;-24;-176;308;-405.0;-62.0
297.0;294.0;345.0;?;527.0;1044.0;-24;-176;312;-400.0;-103.0
294.0;296.0;351.0;795;528.0;1021.0;-24;-176;307;-398.0;-105.0
296.0;300.0;356.0;798;531.0;1029.0;-24;-176;304;-394.0;-99.0
245.0;?;362.0;797;534.0;935.0;?;-176;305;-390.0;-82.0
247.0;307.0;?;?;?;?;-24;-176;307;-385.0;-67.0
280.0;308.0;370.0;808;537.0;911.0;-24;-176;302;-381.0;-75.0
218.0;310.0;370.0;?;?;973.0;-24;-176;301;-376.0;-49.0
230.0;312.0;?;800;538.0;1010.0;?;?;305;-370.0;-86.0
231.0;310.0;369.0;802;534.0;989.0;-24;-176;?;-368.0;?
220.0;311.0;367.0;797;533.0;986.0;-24;-176;?;-363.0;-79.0
?;311.0;361.0;802;?;?;?;-176;310;-360.0;-17.0
234.0;308.0;357.0;801;525.0;1004.0;-24;-176;305;-359.0;-25.0
244.0;309.0;?;799;523.0;1054.0;-24;-176;305;-356.0;-29.0
206.0;307.0;350.0;805;518.0;1059.0;-24;-176;303;-355.0;-19.0
195.0;306.0;344.0;796;516.0;992.0;-24;-176;303;?;-53.0
216.0;?;337.0;799;514.0;?;-24;-176;307;-355.0;-54.0
204.0;306.0;330.0;803;?;970.0;-24;-176;308;?;-38.0
213.0;304.0;325.0;795;508.0;990.0;-24;-176;306;-352.0;-62.0
186.0;?;323.0;799;506.0;985.0;-24;-176;307;-350.0;?
183.0;?;316.0;799;504.0;1007.0;-24;-176;307;-348.0;-70.0
192.0;304.0;315.0;802;502.0;1015.0;-24;-176;302;-347.0;-58.0
200.0;?;313.0;804;502.0;?;-24;-176;301;-344.0;-47.0
?;302.0;311.0;795;501.0;990.0;?;-176;312;-341.0;-50.0
230.0;302.0;310.0;796;502.0;989.0;-24;-176;315;-336.0;-64.0
237.0;303.0;312.0;801;500.0;964.0;-24;?;302;-331.0;-55.0
247.0;298.0;314.0;798;499.0;979.0;-24;-176;305;-328.0;?
209.0;299.0;314.0;794;498.0;990.0;-24;-176;311;-323.0;-4.0
?;298.0;319.0;795;499.0;985.0;-24;-176;306;-320.0;?
259.0;297.0;321.0;797;499.0;1016.0;-24;-176;301;?;4.0
231.0;298.0;325.0;799;498.0;977.0;-24;-176;303;?;13.0
237.0;296.0;326.0;799;500.0;1012.0;?;-176;305;?;-10.0
?;296.0;327.0;797;501.0;?;-24;-176;304;-320.0;8.0
255.0;296.0;328.0;798;?;1023.0;-24;-176;?;-320.0;?
236.0;294.0;326.0;803;501.0;1020.0;-24;-176;304;-320.0;14.0
234.0;296.0;326.0;801;?;976.0;-24;-176;302;-326.0;30.0
?;296.0;320.0;799;499.0;?;-24;-176;302;-328.0;-19.0
253.0;297.0;320.0;807;501.0;1008.0;-24;-176;?;?;17.0
223.0;297.0;?;805;502.0;1008.0;-24;-176;305;-330.0;?
250.0;296.0;322.0;797;504.0;980.0;-24;-176;308;-332.0;?
269.0;295.0;?;799;505.0;1004.0;-24;-176;308;-329.0;?
303.0;296.0;326.0;800;504.0;1016.0;-24;-176;308;-329.0;-17.0
262.0;295.0;330.0;796;504.0;988.0;-24;-176;306;-327.0;-33.0
276.0;295.0;332.0;?;506.0;977.0;-24;-176;305;-328.0;-16.0
272.0;294.0;331.0;797;505.0;1005.0;-24;-176;306;-327.0;-9.0
249.0;293.0;331.0;798;503.0;978.0;-24;-176;307;-323.0;45.0
255.0;293.0;334.0;803;503.0;1015.0;-24;-176;299;-323.0;-27.0
221.0;289.0;333.0;800;501.0;974.0;-24;-176;298;-321.0;27.0
270.0;292.0;331.0;797;501.0;991.0;-24;-176;307;-321.0;30.0
260.0;?;327.0;804;498.0;982.0;-24;-176;300;-317.0;-19.0
243.0;291.0;323.0;805;497.0;1012.0;-24;?;295;-318.0;-4.0
264.0;293.0;319.0;796;494.0;1032.0;-24;-176;308;-318.0;-10.0
234.0;?;317.0;795;495.0;1003.0;?;-176;307;-317.0;0.0
249.0;291.0;317.0;797;?;1002.0;-24;?;306;-319.0;11.0
286.0;291.0;314.0;797;494.0;1023.0;-24;-176;?;-320.0;22.0
217.0;?;315.0;799;495.0;995.0;-24;?;299;-320.0;30.0
284.0;289.0;316.0;797;495.0;1015.0;-24;-176;303;-323.0;22.0
?;290.0;316.0;796;497.0;?;-24;-176;308;-326.0;30.0
259.0;290.0;317.0;797;?;996.0;-24;-176;306;-327.0;52.0
247.0;290.0;319.0;800;498.0;969.0;-24;-176;309;-332.0;1.0
245.0;290.0;320.0;801;499.0;1022.0;?;-176;304;-334.0;41.0
242.0;?;322.0;797;500.0;1015.0;-24;-176;304;-336.0;40.0
251.0;292.0;325.0;804;502.0;999.0;-24;-176;306;-336.0;?
245.0;290.0;324.0;806;?;1015.0;-24;-176;300;-337.0;-9.0
214.0;292.0;?;796;502.0;1003.0;-24;-176;304;-336.0;5.0
237.0;291.0;328.0;796;503.0;977.0;?;-176;310;-330.0;26.0
254.0;?;326.0;799;501.0;?;-24;?;302;-331.0;-11.0
245.0;289.0;327.0;797;?;997.0;-24;-176;301;-328.0;-13.0
254.0;289.0;330.0;798;501.0;984.0;-24;-176;309;-327.0;?
285.0;288.0;331.0;?;500.0;1007.0;-24;-176;311;?;-26.0
?;287.0;328.0;794;501.0;995.0;-24;-176;310;-325.0;41.0
255.0;285.0;324.0;?;499.0;1010.0;-24;-176;311;-324.0;45.0
268.0;284.0;324.0;795;499.0;1019.0;-24;-176;311;-323.0;?
257.0;286.0;?;?;498.0;1043.0;-24;-176;308;?;21.0
266.0;284.0;320.0;798;499.0;1005.0;-24;-176;310;-323.0;?
278.0;285.0;?;801;?;986.0;-24;-176;303;-326.0;?
242.0;288.0;317.0;800;?;987.0;-24;-176;306;-325.0;-58.0
?;290.0;314.0;?;495.0;?;-24;?;312;-330.0;-32.0
221.0;292.0;311.0;801;494.0;979.0;-24;-176;305;-332.0;8.0
237.0;296.0;?;799;494.0;998.0;-24;-176;304;-335.0;?
203.0;304.0;303.0;802;495.0;996.0;-24;-176;303;-340.0;51.0
198.0;305.0;298.0;800;494.0;998.0;-24;-176;302;-349.0;96.0
223.0;?;296.0;800;496.0;1012.0;-24;-176;302;-357.0;110.0
233.0;313.0;297.0;807;498.0;1029.0;-24;-176;301;-364.0;75.0
244.0;312.0;301.0;?;500.0;1034.0;-24;-176;306;-371.0;98.0
266.0;311.0;303.0;802;502.0;1005.0;-24;?;307;-376.0;105.0
274.0;308.0;314.0;801;507.0;1006.0;-24;-176;308;-380.0;117.0
263.0;305.0;?;797;510.0;1013.0;-24;-176;307;-384.0;57.0
248.0;303.0;331.0;803;?;990.0;-24;-176;304;-390.0;66.0
233.0;301.0;340.0;802;521.0;985.0;-24;-176;305;-397.0;35.0
?;297.0;347.0;799;524.0;1003.0;-24;-176;306;-403.0;6.0
252.0;297.0;357.0;805;527.0;990.0;-24;-176;310;-408.0;26.0
263.0;296.0;362.0;806;532.0;978.0;-24;-176;308;-415.0;21.0
?;293.0;367.0;799;535.0;1016.0;-24;-176;307;-419.0;51.0
266.0;294.0;372.0;803;538.0;1002.0;-24;-176;310;-421.0;-16.0
272.0;294.0;376.0;807;540.0;987.0;-24;-176;306;-427.0;-11.0
268.0;?;378.0;?;541.0;?;-24;-176;?;-431.0;11.0
270.0;296.0;382.0;799;543.0;982.0;-24;-176;305;-432.0;-2.0
294.0;298.0;381.0;805;544.0;998.0;-24;-176;305;-433.0;-19.0
277.0;299.0;380.0;806;544.0;?;-24;-176;308;-435.0;15.0
265.0;302.0;379.0;?;545.0;994.0;-24;-176;308;-437.0;13.0
264.0;?;377.0;803;543.0;1008.0;-24;-176;307;-436.0;22.0
?;304.0;?;803;542.0;?;-24;-176;308;-438.0;9.0
295.0;304.0;?;799;543.0;1011.0;-24;-176;306;?;8.0
265.0;305.0;370.0;801;541.0;1010.0;-24;-176;?;-436.0;-10.0
258.0;303.0;370.0;808;540.0;997.0;-24;-176;?;-436.0;-2.0
261.0;301.0;366.0;798;537.0;988.0;-24;-176;313;-434.0;30.0
257.0;299.0;363.0;791;537.0;986.0;?;-176;318;-433.0;22.0
264.0;298.0;361.0;?;535.0;1006.0;-24;-176;308;-433.0;16.0
243.0;?;361.0;803;535.0;1025.0;-24;-176;307;?;-20.0
262.0;296.0;359.0;802;534.0;1015.0;-24;-176;308;-429.0;13.0
276.0;295.0;357.0;?;533.0;1002.0;-24;?;303;-428.0;-8.0
230.0;296.0;355.0;794;530.0;?;?;-176;309;-427.0;-3.0
231.0;296.0;?;799;531.0;1012.0;-24;-176;310;-425.0;-4.0
234.0;298.0;356.0;803;?;993.0;-24;-176;301;-427.0;-9.0
243.0;?;355.0;802;?;995.0;?;-176;?;-425.0;-6.0
244.0;301.0;356.0;804;536.0;982.0;?;-176;308;-428.0;21.0
243.0;304.0;356.0;804;534.0;?;?;-176;?;-433.0;32.0
247.0;309.0;359.0;806;537.0;1034.0;-24;-176;310;-434.0;40.0
260.0;312.0;361.0;809;540.0;1061.0;-24;-176;308;-439.0;60.0
217.0;313.0;367.0;801;543.0;1080.0;-24;-176;298;?;84.0
232.0;317.0;372.0;?;546.0;?;-24;-176;297;-455.0;119.0
226.0;320.0;380.0;805;550.0;1021.0;-24;-176;302;?;?
210.0;324.0;386.0;804;?;1043.0;-24;-176;291;-477.0;127.0
194.0;329.0;?;801;559.0;1054.0;-24;?;291;-490.0;?
167.0;334.0;398.0;805;567.0;1003.0;-25;-176;299;-499.0;97.0
130.0;336.0;406.0;805;572.0;?;-25;-176;288;-510.0;110.0
131.0;340.0;416.0;800;577.0;?;-25;-176;293;-524.0;158.0
160.0;344.0;426.0;793;582.0;989.0;-25;-176;292;-537.0;?
177.0;344.0;440.0;799;583.0;948.0;-25;-176;286;-555.0;234.0
204.0;344.0;449.0;797;586.0;955.0;-25;-177;287;-569.0;213.0
166.0;341.0;455.0;795;590.0;959.0;-25;?;312;-589.0;219.0
153.0;337.0;464.0;810;592.0;1002.0;-26;-177;354;-605.0;241.0
165.0;329.0;471.0;800;597.0;980.0;-27;-177;347;-615.0;269.0
209.0;322.0;?;842;?;1030.0;-28;-177;406;-628.0;234.0
236.0;317.0;?;887;604.0;1054.0;-28;-177;356;-641.0;249.0
231.0;?;500.0;842;605.0;1029.0;-29;-177;?;-652.0;219.0
242.0;309.0;509.0;789;606.0;?;-28;-177;45;-661.0;?
251.0;303.0;517.0;776;608.0;1146.0;-28;-177;-16;-670.0;154.0
244.0;301.0;527.0;816;607.0;1165.0;-28;-177;335;-676.0;112.0
240.0;297.0;?;808;603.0;1196.0;-28;-177;719;-684.0;?
267.0;295.0;551.0;793;601.0;1175.0;-27;-177;703;-689.0;117.0
292.0;296.0;566.0;830;592.0;?;-26;-177;?;-691.0;95.0
315.0;299.0;576.0;804;583.0;1080.0;-25;-177;537;-692.0;126.0
337.0;302.0;589.0;788;577.0;1058.0;-25;-177;542;-693.0;124.0
321.0;310.0;599.0;830;?;973.0;-23;?;497;-693.0;?
296.0;315.0;604.0;827;568.0;941.0;-21;-177;478;-691.0;100.0
315.0;319.0;606.0;841;560.0;954.0;?;-177;513;-690.0;?
275.0;326.0;601.0;858;557.0;1009.0;-18;?;435;-689.0;31.0
268.0;329.0;?;906;550.0;1004.0;-16;-176;368;-689.0;41.0
294.0;?;587.0;975;545.0;996.0;-16;-179;379;-689.0;63.0
332.0;337.0;575.0;847;537.0;1032.0;-14;-173;336;-687.0;104.0
348.0;340.0;568.0;?;?;1071.0;-12;-182;393;-685.0;98.0
263.0;343.0;566.0;?;?;1109.0;-11;?;239;-686.0;111.0
274.0;342.0;564.0;572;526.0;1102.0;-9;-179;236;-685.0;156.0
242.0;340.0;561.0;656;522.0;1075.0;-9;-183;290;-687.0;170.0
225.0;336.0;557.0;-429;523.0;1085.0;-10;-156;-440;-692.0;156.0
231.0;330.0;559.0;279;525.0;1294.0;-14;-225;-214;-694.0;153.0
190.0;321.0;560.0;1948;527.0;1419.0;-16;-58;819;-700.0;163.0
220.0;310.0;566.0;1364;529.0;1514.0;?;209;943;-706.0;?
202.0;300.0;572.0;666;533.0;1350.0;-24;172;683;-711.0;?
161.0;287.0;579.0;766;537.0;1101.0;-25;148;396;?;?
?;275.0;?;812;542.0;1051.0;-24;148;?;-725.0;63.0
?;268.0;595.0;793;552.0;1099.0;?;121;354;-730.0;88.0
153.0;267.0;608.0;796;563.0;1065.0;-24;135;315;-733.0;41.0
?;270.0;625.0;811;576.0;927.0;-25;129;314;-733.0;15.0
-51.0;276.0;?;813;584.0;888.0;-25;132;?;-731.0;24.0
-31.0;281.0;656.0;802;598.0;868.0;-25;135;300;-728.0;63.0
-20.0;286.0;680.0;801;618.0;?;?;145;280;-727.0;-4.0
42.0;292.0;697.0;814;?;890.0;-25;137;?;-722.0;0.0
?;295.0;711.0;809;648.0;899.0;-25;165;272;?;48.0
76.0;298.0;?;813;661.0;930.0;-25;?;248;-719.0;32.0
147.0;298.0;722.0;790;671.0;891.0;?;167;289;-718.0;7.0
148.0;?;721.0;783;678.0;905.0;-25;211;303;-717.0;-58.0
170.0;294.0;714.0;807;?;946.0;-25;-50;256;-721.0;-100.0
167.0;294.0;706.0;792;692.0;1013.0;-25;-219;312;-720.0;-148.0
213.0;289.0;690.0;762;693.0;1114.0;-25;-146;296;-720.0;?
217.0;289.0;676.0;873;694.0;1255.0;-27;-169;?;-723.0;-162.0
238.0;?;661.0;871;692.0;1364.0;-28;-166;255;-721.0;-173.0
284.0;294.0;646.0;765;691.0;1681.0;-30;-164;317;-720.0;-239.0
275.0;297.0;631.0;832;689.0;1499.0;-33;?;363;-719.0;-295.0
256.0;?;622.0;665;688.0;823.0;-27;-169;?;-717.0;-428.0
297.0;315.0;619.0;1064;?;1140.0;?;-180;417;-713.0;-545.0
277.0;327.0;618.0;2375;679.0;1427.0;-65;-178;591;-706.0;-679.0
233.0;?;631.0;2386;671.0;?;-68;-178;319;-698.0;-581.0
244.0;354.0;641.0;1270;?;?;-63;-180;101;?;-449.0
361.0;365.0;657.0;1138;660.0;?;?;-177;10;-693.0;-364.0
231.0;369.0;667.0;1028;?;837.0;-57;?;-130;-694.0;-205.0
-40.0;366.0;680.0;719;669.0;788.0;-48;-176;-7;-693.0;-168.0
58.0;364.0;690.0;868;672.0;800.0;-39;-180;-41;-688.0;-59.0
119.0;358.0;705.0;1063;674.0;809.0;-30;?;-57;-684.0;10.0
92.0;352.0;721.0;1132;679.0;725.0;-20;-171;-142;-682.0;-28.0
203.0;?;726.0;-386;684.0;762.0;-10;-192;-1312;-679.0;15.0
?;342.0;733.0;-2074;688.0;780.0;-6;-158;-1433;-679.0;56.0
140.0;333.0;?;-2444;690.0;1145.0;-6;-203;-614;-681.0;39.0
190.0;327.0;726.0;-2412;695.0;1485.0;-6;-162;-763;-682.0;-5.0
224.0;322.0;716.0;-2395;696.0;?;-6;142;-769;-680.0;-24.0
245.0;318.0;702.0;-2524;695.0;1394.0;-6;205;-740;-673.0;-54.0
257.0;316.0;?;-2211;694.0;1574.0;-6;127;-719;-662.0;-74.0
259.0;311.0;671.0;-2761;686.0;1457.0;-6;162;-833;-651.0;-78.0
202.0;310.0;647.0;-1842;672.0;1148.0;?;131;-577;-638.0;-91.0
216.0;309.0;603.0;?;651.0;968.0;-10;146;308;?;-137.0
157.0;316.0;553.0;950;633.0;843.0;-10;166;354;?;-353.0
-11.0;318.0;502.0;627;617.0;797.0;-10;144;261;-601.0;-468.0
-12.0;?;438.0;916;602.0;807.0;-10;222;362;-576.0;-404.0
111.0;327.0;?;717;585.0;856.0;-10;?;291;-551.0;-464.0
189.0;331.0;307.0;814;573.0;1005.0;-10;-201;329;-526.0;-524.0
232.0;334.0;258.0;787;558.0;1151.0;-10;-166;316;-496.0;-597.0
268.0;339.0;222.0;793;546.0;1186.0;-10;-152;304;-470.0;-634.0
271.0;346.0;194.0;771;537.0;1233.0;-12;-169;345;-440.0;-685.0
226.0;356.0;182.0;827;523.0;1332.0;?;-157;367;?;-724.0
234.0;362.0;194.0;758;512.0;1315.0;?;-181;363;-375.0;?
214.0;377.0;209.0;768;503.0;1098.0;-21;?;102;-343.0;-814.0
198.0;?;219.0;988;496.0;1025.0;-29;-177;48;-314.0;-921.0
90.0;?;235.0;856;502.0;1343.0;-49;?;?;-284.0;-1082.0
67.0;431.0;258.0;866;511.0;1283.0;-54;-176;?;?;-1112.0
112.0;448.0;309.0;556;527.0;1158.0;-55;-178;?;-234.0;-1050.0
126.0;461.0;363.0;?;533.0;?;-63;-177;1197;-213.0;-919.0
240.0;472.0;396.0;201;535.0;1129.0;-60;-177;956;-191.0;-730.0
139.0;473.0;427.0;612;537.0;1036.0;-59;-177;428;-177.0;-603.0
-340.0;?;449.0;519;539.0;1015.0;-57;-177;421;-158.0;-534.0
?;465.0;458.0;513;542.0;1030.0;?;-177;180;-138.0;?
-139.0;466.0;459.0;649;538.0;1045.0;-35;-177;-239;-114.0;-538.0
-210.0;462.0;453.0;762;536.0;?;-27;-177;-316;?;-498.0
?;457.0;438.0;659;530.0;927.0;?;-177;-336;-73.0;-525.0
-84.0;453.0;421.0;537;518.0;918.0;-16;-177;-23;-55.0;-556.0
-79.0;450.0;392.0;928;502.0;?;-11;-177;500;-49.0;-645.0
36.0;447.0;371.0;1081;488.0;901.0;-5;?;297;-42.0;-671.0
51.0;446.0;361.0;658;479.0;?;-1;-177;13;-32.0;-725.0
64.0;448.0;349.0;212;466.0;881.0;-1;-177;838;-26.0;-785.0
77.0;453.0;338.0;-141;454.0;1079.0;-3;-177;1489;-19.0;-869.0
49.0;463.0;334.0;-151;443.0;?;-4;-177;1181;-8.0;-912.0
50.0;?;334.0;-60;434.0;1042.0;-3;-177;1108;6.0;-990.0
36.0;509.0;336.0;-368;429.0;993.0;-9;-177;1091;20.0;-941.0
-26.0;528.0;?;-241;420.0;825.0;-16;-177;885;?;-839.0
-154.0;544.0;343.0;107;415.0;797.0;-16;-176;1182;-1.0;-759.0
-254.0;568.0;?;241;?;905.0;-18;-176;1050;-25.0;-737.0
-393.0;577.0;343.0;468;424.0;915.0;-23;-176;790;-77.0;-780.0
-408.0;571.0;343.0;469;427.0;793.0;-24;-176;1047;-131.0;-728.0
-243.0;553.0;?;452;?;654.0;-26;-176;114;?;-610.0
-24.0;537.0;357.0;?;434.0;593.0;-32;-175;-525;-191.0;-399.0
113.0;524.0;?;-2976;433.0;691.0;-34;-175;-1670;-185.0;-155.0
132.0;525.0;367.0;-2448;429.0;767.0;-34;-174;-1092;-152.0;102.0
95.0;537.0;367.0;?;425.0;1272.0;-40;-173;2285;-117.0;302.0
52.0;549.0;?;867;424.0;1565.0;-41;-171;1055;-97.0;472.0
91.0;558.0;364.0;751;428.0;?;-39;?;-293;-93.0;616.0
63.0;566.0;365.0;733;431.0;722.0;?;?;723;-105.0;753.0
109.0;571.0;370.0;729;433.0;833.0;-39;-154;253;-132.0;809.0
45.0;573.0;372.0;754;432.0;1322.0;-39;?;390;-160.0;885.0
-209.0;579.0;373.0;768;434.0;1124.0;-39;-159;430;?;905.0
-523.0;585.0;371.0;742;435.0;?;-39;-178;362;-206.0;867.0
-750.0;590.0;367.0;756;436.0;981.0;-40;-145;458;-230.0;?
-873.0;591.0;362.0;778;434.0;1309.0;-40;-203;269;-242.0;1240.0
-825.0;589.0;357.0;780;434.0;1296.0;-40;-118;303;-251.0;1434.0
-656.0;585.0;349.0;763;433.0;1250.0;-40;171;363;-266.0;1332.0
-656.0;579.0;343.0;761;432.0;?;-40;188;367;?;?
-677.0;568.0;343.0;768;430.0;1678.0;-40;154;351;-319.0;838.0
-423.0;553.0;343.0;753;425.0;1280.0;-40;184;371;-338.0;543.0
-370.0;531.0;347.0;760;424.0;1269.0;-40;161;323;-352.0;104.0
-296.0;509.0;352.0;769;?;1350.0;-40;?;314;-358.0;-32.0
-386.0;489.0;351.0;732;425.0;?;-40;170;?;-363.0;0.0
-302.0;469.0;351.0;722;429.0;?;-39;167;385;-357.0;-63.0
-284.0;453.0;345.0;745;429.0;942.0;-39;172;375;-359.0;?
-148.0;?;?;?;421.0;794.0;-39;167;336;-363.0;?
-71.0;406.0;322.0;771;414.0;761.0;-38;171;423;?;-435.0
-68.0;381.0;319.0;730;409.0;856.0;-38;167;600;-340.0;-605.0
-418.0;355.0;328.0;738;415.0;1138.0;-38;?;525;-299.0;-660.0
-475.0;326.0;?;783;424.0;955.0;-38;151;400;-242.0;-551.0
-538.0;?;335.0;761;433.0;857.0;-38;154;404;-182.0;-516.0
-447.0;?;319.0;797;?;856.0;-38;152;460;?;-425.0
-457.0;238.0;305.0;710;421.0;807.0;-38;153;420;-111.0;-365.0
-432.0;202.0;?;784;408.0;969.0;-38;152;441;-93.0;-267.0
-234.0;168.0;260.0;784;404.0;934.0;-38;152;?;-88.0;-182.0
-679.0;134.0;248.0;328;401.0;1038.0;-37;154;213;-91.0;-146.0
-629.0;106.0;229.0;?;?;1183.0;-37;146;656;?;-138.0
-422.0;77.0;208.0;1398;?;798.0;-37;140;1201;-81.0;-99.0
-357.0;44.0;181.0;1051;?;761.0;-37;142;826;-75.0;-42.0
-404.0;15.0;156.0;769;350.0;845.0;-38;141;382;-68.0;25.0
-339.0;-11.0;139.0;714;340.0;1014.0;?;139;500;-67.0;97.0
