Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
-656.0;-1048.0;936.0;-140.0;520.0;-17;6.0;-33.0;930;73.0;488.0;771.0
72.0;-939.0;-2.0;-56.0;498.0;2;250.0;-205.0;724;430.0;783.0;772.0
22.0;-940.0;-146.0;-29.0;292.0;-5;282.0;-218.0;740;129.0;853.0;790.0
16.0;-951.0;-1939.0;-28.0;426.0;3;381.0;-235.0;732;52.0;643.0;768.0
2.0;-467.0;98.0;-353.0;483.0;4;170.0;-72.0;717;124.0;888.0;-26.0
-9.0;-748.0;-93.0;-68.0;347.0;-11;499.0;-456.0;719;101.0;730.0;497.0
240.0;-1006.0;224.0;-80.0;528.0;-16;104.0;-95.0;752;152.0;662.0;909.0
-1.0;-942.0;48.0;-79.0;449.0;3;202.0;-190.0;735;88.0;975.0;838.0
34.0;-902.0;634.0;-179.0;431.0;1;276.0;-145.0;725;617.0;551.0;620.0
97.0;-954.0;39.0;6.0;472.0;10;221.0;-244.0;720;-38.0;926.0;838.0
91.0;-704.0;-504.0;38.0;327.0;-75;266.0;-281.0;732;23.0;404.0;815.0
-24.0;-971.0;169.0;-14.0;687.0;4;255.0;-222.0;735;55.0;1014.0;845.0
-383.0;-913.0;49.0;-91.0;584.0;5;67.0;-37.0;645;-60.0;822.0;672.0
-21.0;-952.0;-17.0;12.0;550.0;-3;298.0;-276.0;732;11.0;1002.0;819.0
-1.0;-963.0;-141.0;-47.0;448.0;348;39.0;-51.0;1033;1.0;569.0;813.0
399.0;-964.0;-700.0;-103.0;466.0;-218;285.0;-103.0;740;-314.0;568.0;784.0
98.0;-1001.0;-441.0;-55.0;501.0;-3;156.0;-47.0;731;122.0;655.0;881.0
-28.0;-956.0;39.0;2.0;574.0;8;305.0;-269.0;733;20.0;1001.0;816.0
