InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RLA gyroX;Accelerometer HIP accZ;Accelerometer LWR accZ
837.0;-1917.0;-44.0;336.0;-168.0;-2112.0;-819.0;523.0;355.0;218.0
621.0;-1817.0;-43.0;366.0;?;-2418.0;-816.0;354.0;?;221.0
328.0;?;-58.0;312.0;355.0;-2567.0;-814.0;-26.0;316.0;177.0
?;-1212.0;-69.0;237.0;548.0;-2535.0;-812.0;-205.0;394.0;200.0
7.0;-921.0;-49.0;172.0;656.0;-2374.0;-810.0;-171.0;423.0;200.0
-42.0;-714.0;-30.0;137.0;565.0;-2061.0;-810.0;-72.0;484.0;262.0
-119.0;-528.0;3.0;145.0;451.0;-1619.0;-808.0;-2.0;416.0;338.0
-280.0;-292.0;?;121.0;248.0;-1113.0;-803.0;?;359.0;393.0
-382.0;-56.0;?;93.0;-26.0;?;-798.0;?;486.0;334.0
?;88.0;12.0;33.0;-299.0;235.0;-795.0;61.0;261.0;443.0
-330.0;269.0;-1.0;?;-749.0;1003.0;?;-32.0;?;512.0
-436.0;608.0;?;151.0;-1154.0;1597.0;-785.0;-160.0;177.0;670.0
-562.0;940.0;9.0;173.0;?;?;-782.0;-179.0;316.0;606.0
-654.0;1248.0;?;298.0;-1750.0;2352.0;-781.0;-263.0;106.0;432.0
-780.0;1661.0;-30.0;551.0;-1622.0;2620.0;-780.0;?;-152.0;371.0
-642.0;1524.0;75.0;676.0;-1254.0;2426.0;?;-864.0;89.0;266.0
-1049.0;1061.0;226.0;661.0;-941.0;1822.0;-775.0;-1128.0;222.0;244.0
-1209.0;596.0;136.0;498.0;-805.0;1021.0;-770.0;-1260.0;?;206.0
-1385.0;531.0;-6.0;?;-640.0;478.0;-764.0;-1342.0;148.0;249.0
-1323.0;830.0;-66.0;318.0;-436.0;281.0;-760.0;-1326.0;116.0;304.0
-1097.0;1008.0;?;187.0;-363.0;297.0;-758.0;-1163.0;152.0;335.0
-898.0;?;-52.0;123.0;-374.0;346.0;?;-994.0;181.0;?
-646.0;1058.0;-60.0;115.0;-496.0;485.0;-761.0;-789.0;223.0;412.0
-358.0;1005.0;-51.0;176.0;-591.0;659.0;-763.0;-605.0;252.0;445.0
-115.0;896.0;0.0;277.0;-577.0;763.0;-767.0;-495.0;184.0;?
-27.0;855.0;33.0;353.0;-394.0;819.0;-772.0;?;187.0;537.0
8.0;855.0;76.0;376.0;-175.0;834.0;-776.0;-505.0;175.0;553.0
?;850.0;108.0;362.0;-25.0;789.0;-782.0;?;200.0;586.0
93.0;857.0;112.0;360.0;149.0;731.0;-786.0;-306.0;232.0;597.0
124.0;813.0;142.0;342.0;257.0;657.0;-789.0;-246.0;354.0;684.0
?;739.0;164.0;318.0;262.0;633.0;-792.0;-207.0;304.0;770.0
202.0;618.0;166.0;362.0;247.0;568.0;-797.0;-194.0;127.0;560.0
276.0;489.0;162.0;369.0;300.0;?;-804.0;-358.0;-14.0;385.0
338.0;?;165.0;353.0;304.0;246.0;-808.0;-683.0;322.0;466.0
?;45.0;179.0;362.0;254.0;151.0;-813.0;-962.0;383.0;494.0
528.0;-264.0;137.0;479.0;224.0;?;-822.0;-912.0;340.0;425.0
441.0;-561.0;91.0;456.0;457.0;-820.0;?;-574.0;313.0;326.0
375.0;-998.0;66.0;304.0;537.0;-1189.0;-835.0;-739.0;203.0;197.0
411.0;?;52.0;212.0;362.0;-1429.0;-840.0;-955.0;316.0;?
487.0;-1265.0;-4.0;216.0;95.0;-1608.0;-843.0;-364.0;334.0;215.0
496.0;-1142.0;-36.0;295.0;?;-1824.0;-847.0;345.0;372.0;149.0
438.0;-930.0;-47.0;?;64.0;-1972.0;-849.0;621.0;328.0;185.0
246.0;-790.0;-34.0;389.0;366.0;-2026.0;-851.0;459.0;340.0;?
12.0;-634.0;-17.0;345.0;601.0;-1918.0;-851.0;?;385.0;?
-165.0;-457.0;-25.0;282.0;695.0;-1666.0;-854.0;-102.0;392.0;210.0
-194.0;-432.0;-46.0;?;601.0;?;-853.0;-45.0;359.0;235.0
-174.0;-329.0;-49.0;164.0;440.0;-813.0;-853.0;64.0;311.0;244.0
-218.0;-136.0;-50.0;137.0;145.0;-344.0;-855.0;?;272.0;316.0
-216.0;?;-37.0;114.0;?;?;-853.0;302.0;?;351.0
-201.0;260.0;-38.0;97.0;-429.0;647.0;-853.0;290.0;?;503.0
?;398.0;?;96.0;-796.0;1115.0;-851.0;94.0;308.0;743.0
-133.0;631.0;-66.0;156.0;?;1594.0;?;47.0;230.0;?
-153.0;857.0;-60.0;276.0;-1344.0;1962.0;-845.0;279.0;290.0;582.0
-234.0;966.0;-17.0;350.0;-1323.0;2214.0;-845.0;373.0;362.0;541.0
-313.0;903.0;84.0;461.0;?;2390.0;?;360.0;49.0;493.0
-522.0;?;145.0;555.0;-1101.0;2057.0;-844.0;315.0;-133.0;466.0
-852.0;?;?;553.0;-799.0;1397.0;-845.0;115.0;19.0;375.0
-1003.0;529.0;171.0;416.0;-555.0;854.0;?;-113.0;314.0;338.0
-900.0;221.0;125.0;327.0;-458.0;412.0;-850.0;-585.0;202.0;419.0
-679.0;?;29.0;316.0;-384.0;65.0;-848.0;-950.0;121.0;453.0
-459.0;178.0;12.0;?;-273.0;-278.0;-846.0;-893.0;115.0;?
-264.0;238.0;26.0;346.0;-74.0;-477.0;?;-786.0;130.0;375.0
-108.0;211.0;59.0;349.0;118.0;-554.0;-834.0;-498.0;?;365.0
22.0;119.0;92.0;367.0;332.0;-616.0;-833.0;-265.0;157.0;387.0
?;0.0;116.0;?;?;-663.0;-839.0;320.0;111.0;490.0
215.0;-100.0;121.0;357.0;618.0;-621.0;-845.0;890.0;102.0;519.0
287.0;?;100.0;377.0;693.0;-568.0;-856.0;1222.0;175.0;467.0
397.0;-90.0;105.0;420.0;756.0;-458.0;-860.0;47.0;237.0;?
440.0;-74.0;?;460.0;826.0;-296.0;-857.0;-985.0;157.0;441.0
390.0;-2.0;177.0;512.0;809.0;-183.0;-850.0;-1117.0;182.0;418.0
190.0;31.0;208.0;501.0;803.0;-191.0;-843.0;?;212.0;383.0
47.0;-14.0;188.0;405.0;?;-208.0;-840.0;-379.0;198.0;435.0
14.0;-214.0;165.0;299.0;619.0;-110.0;-836.0;-789.0;183.0;486.0
108.0;-262.0;130.0;276.0;332.0;41.0;-829.0;-765.0;205.0;447.0
226.0;-134.0;82.0;339.0;110.0;181.0;-822.0;-818.0;253.0;438.0
295.0;-235.0;83.0;395.0;-6.0;344.0;-815.0;-596.0;244.0;424.0
?;-241.0;112.0;470.0;41.0;385.0;-806.0;-1424.0;239.0;?
174.0;-207.0;107.0;474.0;?;282.0;-766.0;-2482.0;220.0;391.0
33.0;-192.0;96.0;417.0;130.0;237.0;-744.0;-1233.0;266.0;452.0
64.0;-235.0;68.0;332.0;136.0;221.0;-710.0;-2759.0;258.0;472.0
136.0;-213.0;54.0;302.0;62.0;255.0;-657.0;-2099.0;242.0;449.0
239.0;-218.0;48.0;304.0;16.0;264.0;-616.0;?;315.0;407.0
?;?;53.0;300.0;-36.0;290.0;-551.0;-2896.0;312.0;351.0
420.0;-413.0;54.0;?;-33.0;214.0;?;-2453.0;305.0;309.0
453.0;-406.0;41.0;382.0;39.0;31.0;-445.0;?;314.0;306.0
476.0;-382.0;18.0;384.0;158.0;-235.0;-461.0;432.0;295.0;347.0
403.0;-270.0;15.0;368.0;308.0;?;?;-1451.0;288.0;380.0
274.0;-85.0;-2.0;311.0;419.0;?;-411.0;-726.0;329.0;399.0
247.0;66.0;-13.0;267.0;539.0;-386.0;-405.0;164.0;345.0;418.0
279.0;100.0;9.0;243.0;602.0;-116.0;-406.0;689.0;321.0;411.0
338.0;12.0;38.0;202.0;567.0;104.0;-427.0;633.0;350.0;426.0
365.0;-111.0;35.0;198.0;468.0;251.0;-431.0;-108.0;?;459.0
375.0;-118.0;?;203.0;?;255.0;-450.0;421.0;401.0;?
272.0;-89.0;?;216.0;273.0;220.0;-463.0;269.0;388.0;414.0
315.0;-55.0;11.0;234.0;225.0;167.0;-448.0;-399.0;417.0;424.0
282.0;-39.0;27.0;258.0;?;126.0;?;-220.0;418.0;392.0
?;-34.0;38.0;262.0;161.0;28.0;-442.0;-204.0;414.0;?
91.0;-38.0;?;229.0;115.0;-24.0;-443.0;-459.0;415.0;339.0
37.0;-95.0;21.0;206.0;72.0;?;-436.0;-151.0;404.0;367.0
31.0;-113.0;11.0;?;29.0;6.0;-434.0;?;396.0;365.0
-27.0;-85.0;2.0;179.0;-32.0;4.0;?;102.0;420.0;363.0
-77.0;-31.0;-20.0;168.0;-115.0;60.0;-445.0;-162.0;417.0;391.0
-73.0;9.0;-22.0;153.0;-125.0;163.0;-448.0;-184.0;391.0;394.0
-5.0;-21.0;-20.0;146.0;-174.0;265.0;-449.0;-74.0;400.0;422.0
27.0;-66.0;-32.0;144.0;-163.0;331.0;-446.0;164.0;431.0;430.0
71.0;-45.0;-47.0;154.0;-181.0;349.0;-461.0;763.0;442.0;404.0
85.0;-20.0;-44.0;168.0;-106.0;369.0;-481.0;996.0;433.0;383.0
120.0;-8.0;-39.0;171.0;-67.0;281.0;-507.0;1334.0;434.0;365.0
168.0;-29.0;-32.0;178.0;11.0;255.0;-532.0;1183.0;432.0;364.0
?;-9.0;-29.0;170.0;120.0;151.0;-547.0;668.0;393.0;392.0
81.0;76.0;-38.0;149.0;177.0;66.0;-551.0;290.0;383.0;424.0
81.0;199.0;-39.0;116.0;264.0;110.0;-551.0;10.0;377.0;474.0
120.0;270.0;-29.0;?;332.0;236.0;-545.0;-62.0;356.0;447.0
150.0;292.0;-20.0;84.0;407.0;337.0;-537.0;168.0;324.0;441.0
203.0;?;-13.0;82.0;475.0;452.0;?;213.0;356.0;457.0
224.0;124.0;-15.0;93.0;505.0;?;-524.0;133.0;362.0;414.0
228.0;85.0;-13.0;113.0;?;436.0;-518.0;54.0;?;399.0
189.0;95.0;-15.0;?;552.0;324.0;-510.0;-107.0;?;396.0
184.0;?;1.0;132.0;553.0;229.0;-498.0;-196.0;403.0;379.0
135.0;-149.0;9.0;118.0;581.0;152.0;-487.0;-106.0;411.0;363.0
127.0;-270.0;-8.0;98.0;461.0;56.0;-481.0;40.0;425.0;350.0
117.0;-364.0;-22.0;72.0;381.0;-24.0;-477.0;-116.0;406.0;317.0
?;-467.0;-39.0;63.0;179.0;?;-470.0;-22.0;410.0;315.0
121.0;-528.0;-70.0;80.0;-12.0;-131.0;-470.0;193.0;416.0;315.0
?;-551.0;-75.0;109.0;-89.0;-149.0;-462.0;34.0;418.0;299.0
?;-570.0;-93.0;153.0;-159.0;-203.0;-460.0;329.0;428.0;286.0
87.0;-626.0;-96.0;203.0;-75.0;-265.0;-464.0;600.0;436.0;?
72.0;-665.0;-90.0;221.0;41.0;-415.0;-464.0;252.0;435.0;235.0
83.0;?;-82.0;211.0;115.0;-518.0;-459.0;76.0;434.0;?
47.0;-613.0;-75.0;180.0;195.0;-574.0;-459.0;286.0;445.0;270.0
5.0;-554.0;-74.0;146.0;?;-600.0;?;353.0;406.0;274.0
-12.0;-486.0;?;129.0;213.0;-481.0;-462.0;575.0;470.0;302.0
-31.0;-383.0;-74.0;124.0;142.0;-386.0;-467.0;839.0;460.0;340.0
15.0;-284.0;-60.0;131.0;137.0;-235.0;-468.0;590.0;450.0;?
43.0;-193.0;?;128.0;110.0;-66.0;-467.0;389.0;482.0;?
21.0;-137.0;-46.0;138.0;?;99.0;-462.0;394.0;?;367.0
?;-69.0;-33.0;151.0;53.0;185.0;-459.0;143.0;428.0;398.0
11.0;-26.0;-28.0;170.0;-4.0;224.0;-457.0;141.0;369.0;437.0
-26.0;24.0;-28.0;173.0;4.0;242.0;-452.0;128.0;309.0;397.0
-53.0;81.0;-19.0;174.0;-22.0;261.0;-449.0;67.0;349.0;486.0
-55.0;150.0;-21.0;178.0;?;308.0;?;10.0;?;499.0
9.0;241.0;6.0;267.0;-4.0;296.0;-443.0;-198.0;?;436.0
35.0;264.0;35.0;341.0;149.0;168.0;-436.0;-172.0;308.0;454.0
17.0;219.0;81.0;338.0;308.0;-6.0;-433.0;-236.0;302.0;?
-60.0;143.0;?;275.0;372.0;-150.0;-430.0;-321.0;247.0;508.0
-44.0;137.0;102.0;237.0;306.0;-243.0;-428.0;-226.0;252.0;525.0
3.0;143.0;99.0;278.0;201.0;-253.0;-427.0;-106.0;263.0;?
78.0;183.0;116.0;348.0;223.0;-226.0;?;-156.0;283.0;604.0
147.0;164.0;168.0;383.0;278.0;?;-430.0;-214.0;270.0;607.0
?;135.0;181.0;389.0;297.0;-131.0;-431.0;-220.0;220.0;595.0
72.0;184.0;182.0;386.0;?;-25.0;-436.0;-269.0;223.0;578.0
16.0;238.0;225.0;350.0;273.0;13.0;-435.0;-172.0;341.0;467.0
27.0;237.0;246.0;310.0;171.0;107.0;-436.0;159.0;327.0;456.0
31.0;19.0;250.0;311.0;48.0;250.0;?;-19.0;290.0;486.0
50.0;-168.0;207.0;303.0;-48.0;293.0;-431.0;-321.0;269.0;472.0
16.0;-264.0;141.0;291.0;-113.0;268.0;-425.0;-106.0;315.0;482.0
16.0;-311.0;80.0;254.0;-153.0;274.0;-418.0;-55.0;328.0;483.0
40.0;-277.0;?;222.0;-217.0;310.0;-410.0;-229.0;298.0;474.0
77.0;-233.0;64.0;224.0;-287.0;331.0;-401.0;-118.0;334.0;443.0
166.0;-215.0;54.0;260.0;-243.0;291.0;-394.0;-227.0;354.0;441.0
?;-281.0;59.0;302.0;-161.0;223.0;-386.0;-482.0;338.0;397.0
222.0;-301.0;48.0;338.0;-64.0;72.0;-375.0;-483.0;305.0;371.0
150.0;-330.0;34.0;314.0;132.0;-211.0;-368.0;-232.0;334.0;364.0
?;?;24.0;254.0;226.0;-381.0;-367.0;-172.0;376.0;365.0
112.0;-228.0;24.0;204.0;328.0;-411.0;-371.0;-391.0;387.0;361.0
160.0;-219.0;20.0;188.0;316.0;-417.0;-371.0;-373.0;392.0;322.0
228.0;-229.0;12.0;200.0;327.0;-370.0;-368.0;-83.0;371.0;310.0
289.0;-189.0;17.0;227.0;324.0;-356.0;-366.0;186.0;359.0;342.0
216.0;-92.0;23.0;259.0;382.0;-317.0;-359.0;989.0;343.0;385.0
119.0;54.0;28.0;?;469.0;?;-343.0;2048.0;385.0;434.0
-35.0;194.0;25.0;?;555.0;-139.0;-312.0;3667.0;404.0;460.0
-137.0;298.0;38.0;187.0;573.0;99.0;-252.0;4615.0;386.0;478.0
-108.0;349.0;59.0;?;434.0;?;-173.0;5668.0;382.0;528.0
13.0;322.0;68.0;126.0;282.0;633.0;-91.0;5069.0;?;561.0
63.0;267.0;71.0;140.0;112.0;830.0;-31.0;3343.0;368.0;?
119.0;203.0;65.0;185.0;-58.0;880.0;-24.0;-285.0;344.0;466.0
140.0;206.0;65.0;241.0;-149.0;827.0;-66.0;-1878.0;?;446.0
89.0;?;82.0;297.0;-186.0;672.0;-103.0;-1503.0;378.0;432.0
17.0;89.0;91.0;?;-132.0;451.0;-117.0;211.0;364.0;389.0
-136.0;?;72.0;329.0;-55.0;154.0;-124.0;60.0;375.0;396.0
-218.0;3.0;55.0;281.0;38.0;-25.0;-124.0;-311.0;349.0;387.0
-180.0;-48.0;54.0;223.0;47.0;-137.0;-113.0;634.0;?;339.0
-112.0;-121.0;35.0;192.0;-31.0;-184.0;-89.0;565.0;298.0;335.0
-48.0;-264.0;22.0;191.0;-87.0;-233.0;-82.0;-72.0;317.0;?
96.0;-316.0;10.0;219.0;?;-229.0;?;-245.0;328.0;321.0
103.0;-350.0;1.0;260.0;-96.0;-298.0;?;-280.0;331.0;320.0
124.0;-330.0;-13.0;284.0;-1.0;-391.0;-78.0;-288.0;326.0;319.0
94.0;-246.0;?;276.0;70.0;-457.0;-77.0;-306.0;334.0;?
122.0;-166.0;0.0;260.0;185.0;-441.0;-77.0;-303.0;307.0;364.0
79.0;-111.0;3.0;241.0;247.0;-348.0;-72.0;-208.0;311.0;?
85.0;-43.0;?;230.0;265.0;-279.0;?;-160.0;?;437.0
102.0;0.0;18.0;218.0;272.0;-202.0;?;?;350.0;508.0
?;50.0;30.0;215.0;227.0;-51.0;-57.0;-108.0;337.0;551.0
118.0;68.0;37.0;?;?;52.0;-51.0;?;359.0;595.0
81.0;115.0;45.0;240.0;170.0;149.0;-44.0;-113.0;365.0;608.0
70.0;134.0;51.0;255.0;?;191.0;-41.0;-236.0;344.0;635.0
-2.0;150.0;61.0;278.0;124.0;?;-44.0;-492.0;366.0;661.0
-94.0;?;60.0;279.0;?;-39.0;-57.0;-1189.0;?;737.0
-148.0;?;?;253.0;156.0;-271.0;-84.0;-1948.0;?;721.0
?;112.0;5.0;216.0;226.0;-452.0;-123.0;-2078.0;370.0;755.0
-213.0;93.0;2.0;186.0;224.0;-667.0;-168.0;-1510.0;358.0;812.0
?;-90.0;-12.0;167.0;239.0;-829.0;-213.0;-1092.0;369.0;747.0
-44.0;-240.0;?;154.0;191.0;-1065.0;-266.0;-884.0;342.0;748.0
?;-351.0;-87.0;176.0;222.0;-1335.0;-311.0;-1079.0;376.0;715.0
-21.0;-489.0;-102.0;210.0;?;?;-356.0;-1242.0;339.0;647.0
?;?;-128.0;?;428.0;-1917.0;-395.0;-783.0;349.0;474.0
24.0;-675.0;-196.0;220.0;?;?;-424.0;?;339.0;414.0
28.0;-785.0;-247.0;209.0;844.0;-2369.0;-449.0;17.0;341.0;415.0
93.0;-946.0;-301.0;193.0;1125.0;-2514.0;-459.0;?;322.0;?
214.0;-1028.0;-373.0;139.0;1474.0;-2600.0;-466.0;-90.0;311.0;417.0
361.0;-1260.0;-409.0;115.0;1676.0;-2468.0;?;-47.0;342.0;426.0
442.0;-1418.0;-411.0;100.0;1843.0;-2364.0;-485.0;376.0;324.0;531.0
643.0;-1572.0;-370.0;?;1969.0;?;-486.0;803.0;?;563.0
816.0;?;-317.0;41.0;2062.0;?;-473.0;1116.0;353.0;520.0
947.0;-1553.0;-275.0;33.0;2091.0;-1471.0;-453.0;1125.0;?;653.0
1034.0;-1366.0;-223.0;34.0;1980.0;-1237.0;?;1109.0;?;452.0
1070.0;?;-127.0;54.0;1796.0;-1023.0;-412.0;1142.0;340.0;1071.0
?;-827.0;-121.0;89.0;1554.0;-744.0;-389.0;1211.0;336.0;?
1125.0;-504.0;-42.0;130.0;1377.0;-341.0;-363.0;1377.0;347.0;1081.0
1057.0;-127.0;105.0;178.0;?;?;-334.0;1369.0;335.0;984.0
?;?;-7.0;430.0;964.0;276.0;-305.0;1331.0;355.0;957.0
?;733.0;?;273.0;911.0;279.0;-274.0;1223.0;380.0;877.0
502.0;865.0;297.0;?;207.0;80.0;-243.0;1140.0;362.0;910.0
273.0;548.0;?;242.0;186.0;-273.0;-217.0;956.0;387.0;893.0
156.0;114.0;90.0;303.0;419.0;-184.0;-197.0;598.0;382.0;830.0
?;-100.0;76.0;259.0;681.0;-76.0;-189.0;238.0;394.0;894.0
162.0;-241.0;159.0;96.0;667.0;35.0;-187.0;-23.0;404.0;949.0
?;-367.0;125.0;?;385.0;12.0;-187.0;?;405.0;962.0
?;-427.0;-5.0;55.0;?;44.0;-190.0;-188.0;385.0;950.0
240.0;-427.0;-70.0;68.0;?;34.0;-196.0;?;385.0;887.0
361.0;-497.0;?;57.0;267.0;-38.0;-203.0;-220.0;401.0;856.0
396.0;-502.0;15.0;73.0;193.0;-177.0;-209.0;-186.0;422.0;709.0
380.0;-527.0;?;97.0;?;?;-215.0;-161.0;405.0;772.0
317.0;-521.0;52.0;96.0;9.0;-388.0;-221.0;-167.0;?;935.0
253.0;-524.0;?;91.0;-1.0;-433.0;-224.0;-95.0;?;915.0
190.0;-507.0;-127.0;106.0;20.0;-524.0;-225.0;?;418.0;755.0
46.0;-363.0;-379.0;177.0;303.0;?;-222.0;211.0;369.0;591.0
27.0;?;-333.0;121.0;737.0;-1372.0;-217.0;351.0;398.0;385.0
106.0;-160.0;-307.0;37.0;1176.0;?;-209.0;428.0;433.0;518.0
222.0;-420.0;-294.0;-30.0;1770.0;-1817.0;-197.0;440.0;421.0;508.0
466.0;-825.0;-385.0;-82.0;2478.0;-1828.0;-189.0;234.0;413.0;?
?;?;-491.0;?;?;?;-189.0;-90.0;423.0;600.0
1070.0;-1452.0;-502.0;-157.0;3894.0;-1507.0;-191.0;-282.0;418.0;523.0
1315.0;-1614.0;-262.0;?;4139.0;-1475.0;-198.0;?;?;437.0
1330.0;-1636.0;-96.0;-87.0;4080.0;-1302.0;-204.0;-103.0;?;422.0
1357.0;-1477.0;141.0;9.0;?;-1110.0;-205.0;42.0;417.0;430.0
1038.0;-1025.0;339.0;57.0;2687.0;-986.0;-202.0;174.0;445.0;427.0
738.0;-572.0;323.0;96.0;1732.0;-788.0;-196.0;244.0;434.0;422.0
472.0;-288.0;229.0;70.0;990.0;-529.0;-191.0;192.0;431.0;437.0
?;-47.0;157.0;0.0;560.0;-262.0;-190.0;74.0;415.0;426.0
272.0;104.0;?;-47.0;333.0;-183.0;-188.0;21.0;426.0;415.0
203.0;142.0;57.0;-79.0;131.0;-202.0;-188.0;-5.0;426.0;381.0
166.0;77.0;?;-100.0;138.0;-165.0;-190.0;58.0;416.0;405.0
191.0;95.0;77.0;-106.0;138.0;-219.0;-188.0;60.0;432.0;345.0
?;37.0;135.0;?;100.0;?;-187.0;-5.0;441.0;399.0
67.0;65.0;?;-114.0;-23.0;?;?;-14.0;439.0;400.0
62.0;81.0;?;-120.0;-8.0;-30.0;-187.0;-36.0;434.0;423.0
53.0;?;59.0;-107.0;-53.0;-6.0;-191.0;-11.0;419.0;379.0
?;?;63.0;-115.0;-63.0;?;-191.0;42.0;445.0;427.0
-5.0;175.0;42.0;-135.0;-89.0;63.0;-190.0;18.0;417.0;388.0
-20.0;161.0;68.0;-99.0;-77.0;42.0;-189.0;-3.0;425.0;323.0
-98.0;161.0;72.0;-89.0;-210.0;48.0;-190.0;-36.0;425.0;427.0
-169.0;211.0;64.0;-65.0;-353.0;91.0;-187.0;8.0;433.0;382.0
-319.0;287.0;109.0;26.0;-492.0;?;-188.0;60.0;402.0;317.0
-582.0;454.0;186.0;120.0;-904.0;470.0;-184.0;113.0;?;219.0
-983.0;731.0;?;156.0;?;959.0;-181.0;199.0;432.0;186.0
-1434.0;1133.0;193.0;159.0;-2231.0;1370.0;-175.0;227.0;441.0;220.0
-1787.0;1497.0;38.0;120.0;-3007.0;1818.0;-167.0;244.0;417.0;294.0
-1956.0;?;-108.0;64.0;-3528.0;2402.0;-161.0;278.0;423.0;403.0
-1949.0;2159.0;-202.0;?;-4057.0;?;-154.0;?;432.0;401.0
-1898.0;2432.0;-463.0;-58.0;-4345.0;3601.0;-146.0;401.0;388.0;645.0
-1483.0;?;-490.0;-103.0;-4311.0;4140.0;-133.0;412.0;?;633.0
-993.0;2603.0;-638.0;-89.0;-4294.0;4367.0;-124.0;348.0;413.0;616.0
-589.0;2538.0;-694.0;?;-4017.0;?;-118.0;289.0;417.0;752.0
-256.0;2399.0;-713.0;1.0;-3691.0;4851.0;-114.0;191.0;?;1022.0
90.0;2230.0;-621.0;101.0;-3044.0;5030.0;-110.0;124.0;413.0;966.0
577.0;2119.0;-426.0;68.0;-2579.0;5275.0;-109.0;?;?;752.0
1083.0;1727.0;-312.0;130.0;-1973.0;5581.0;?;76.0;385.0;802.0
914.0;1600.0;-202.0;427.0;-1514.0;5482.0;-105.0;42.0;384.0;706.0
576.0;1562.0;-50.0;?;-1223.0;4330.0;-106.0;-100.0;?;601.0
230.0;1448.0;-20.0;658.0;-765.0;2467.0;-110.0;-148.0;?;619.0
-417.0;970.0;?;583.0;140.0;1135.0;-111.0;-66.0;392.0;593.0
?;599.0;?;298.0;572.0;337.0;-112.0;21.0;414.0;530.0
-486.0;418.0;40.0;122.0;727.0;-120.0;-114.0;-106.0;?;459.0
-329.0;229.0;38.0;44.0;725.0;-318.0;?;-336.0;398.0;395.0
-170.0;-36.0;72.0;40.0;511.0;-614.0;-126.0;?;394.0;353.0
9.0;-282.0;71.0;95.0;287.0;-892.0;-132.0;-399.0;422.0;312.0
211.0;-479.0;46.0;?;167.0;-1045.0;-141.0;-326.0;?;265.0
251.0;-601.0;?;216.0;171.0;-1097.0;-148.0;-336.0;385.0;242.0
228.0;-640.0;28.0;236.0;223.0;-1123.0;-154.0;-362.0;384.0;260.0
?;-661.0;7.0;?;255.0;-1141.0;-161.0;-286.0;386.0;217.0
206.0;-638.0;-23.0;244.0;283.0;-1095.0;-163.0;-186.0;366.0;216.0
199.0;-611.0;-41.0;233.0;299.0;-1018.0;-168.0;-105.0;392.0;229.0
178.0;-522.0;?;207.0;287.0;-859.0;-170.0;-92.0;415.0;260.0
173.0;-419.0;-43.0;189.0;244.0;-650.0;-170.0;-119.0;373.0;312.0
162.0;-325.0;-47.0;185.0;168.0;-410.0;-172.0;-97.0;?;357.0
169.0;-233.0;-52.0;174.0;167.0;-144.0;-171.0;-26.0;374.0;381.0
165.0;-183.0;-45.0;164.0;62.0;143.0;-171.0;42.0;361.0;389.0
218.0;-93.0;-44.0;162.0;50.0;405.0;-169.0;117.0;373.0;430.0
237.0;-5.0;-39.0;183.0;-19.0;625.0;-168.0;61.0;400.0;425.0
204.0;130.0;-22.0;?;?;671.0;-166.0;77.0;384.0;443.0
154.0;207.0;-14.0;233.0;-25.0;652.0;-165.0;96.0;377.0;423.0
?;261.0;-7.0;245.0;16.0;571.0;-163.0;150.0;385.0;437.0
6.0;277.0;8.0;240.0;68.0;519.0;-160.0;102.0;355.0;439.0
-69.0;269.0;?;214.0;95.0;406.0;-158.0;83.0;375.0;421.0
-82.0;236.0;?;189.0;74.0;340.0;?;75.0;386.0;414.0
-97.0;?;12.0;170.0;74.0;218.0;-157.0;86.0;400.0;430.0
-61.0;119.0;13.0;159.0;-15.0;250.0;-154.0;57.0;?;403.0
-53.0;101.0;7.0;153.0;-50.0;166.0;-155.0;50.0;384.0;362.0
-44.0;27.0;-1.0;166.0;-79.0;158.0;-153.0;32.0;?;373.0
-14.0;-36.0;-10.0;178.0;-83.0;87.0;-152.0;?;381.0;?
25.0;-92.0;-21.0;189.0;-74.0;28.0;-150.0;70.0;361.0;344.0
4.0;-85.0;-22.0;193.0;-15.0;?;-149.0;58.0;402.0;?
0.0;-103.0;-26.0;188.0;14.0;-89.0;-150.0;37.0;390.0;340.0
62.0;?;-27.0;184.0;47.0;-143.0;-149.0;-3.0;412.0;333.0
57.0;-111.0;-27.0;181.0;105.0;-126.0;-146.0;9.0;382.0;345.0
81.0;-74.0;-26.0;177.0;107.0;-159.0;-147.0;-12.0;415.0;335.0
52.0;-56.0;-26.0;181.0;114.0;-126.0;-148.0;29.0;386.0;365.0
90.0;?;-27.0;188.0;?;-100.0;-147.0;13.0;374.0;366.0
79.0;9.0;?;189.0;153.0;-35.0;-145.0;-36.0;378.0;372.0
?;23.0;-17.0;181.0;151.0;-37.0;-147.0;-40.0;396.0;?
66.0;24.0;-13.0;180.0;145.0;0.0;-146.0;-51.0;384.0;?
37.0;67.0;-3.0;179.0;?;?;-148.0;-31.0;?;376.0
23.0;92.0;1.0;187.0;80.0;94.0;-149.0;-18.0;396.0;395.0
30.0;135.0;1.0;189.0;67.0;122.0;-150.0;-16.0;413.0;376.0
?;?;?;188.0;60.0;173.0;-150.0;-43.0;386.0;374.0
-22.0;140.0;4.0;184.0;24.0;162.0;-150.0;-42.0;386.0;386.0
?;117.0;-4.0;177.0;-32.0;164.0;-152.0;-21.0;413.0;389.0
