InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-173;-5.0;322;-273;247.0;-571.0;-202.0;195;-1258;1258;322;-273
-173;-116.0;52;-995;-331.0;-591.0;-560.0;-316;-3758;?;52;-995
-175;-285.0;571;-388;-932.0;-389.0;-651.0;-814;-3825;?;571;-388
-175;-422.0;972;1124;?;-201.0;-395.0;-182;?;1314;?;1124
-173;-193.0;645;1597;-738.0;-376.0;?;297;?;1179;645;?
-164;-110.0;564;2598;293.0;-580.0;-185.0;393;-297;297;564;2598
-151;-214.0;504;2473;947.0;-694.0;?;735;564;-564;504;2473
-147;-203.0;732;946;438.0;-771.0;-1186.0;313;1307;-1307;732;946
-149;-219.0;371;676;-994.0;-737.0;-1188.0;681;2187;?;371;676
-152;-220.0;710;-1025;-1703.0;-688.0;-1171.0;-198;2255;-2255;?;?
-160;-215.0;1471;-1856;?;-600.0;-1109.0;-1257;2248;-2248;1471;-1856
-166;-261.0;730;?;-1283.0;-566.0;-1087.0;489;2203;-2203;730;1017
?;-150.0;479;1559;-1159.0;-506.0;-1110.0;233;1885;-1885;479;1559
-165;-57.0;173;1173;-950.0;-432.0;?;-167;522;-522;173;1173
-163;36.0;891;1815;-738.0;-337.0;-719.0;323;22;-22;891;1815
-163;163.0;1068;1139;-469.0;-102.0;-540.0;-133;285;-285;1068;1139
-163;97.0;-550;500;-388.0;29.0;-377.0;169;?;208;-550;500
-162;54.0;-116;22;-284.0;111.0;-172.0;114;-233;233;-116;22
-162;8.0;165;-276;22.0;306.0;21.0;9;-301;301;165;-276
-162;132.0;-201;-199;310.0;438.0;355.0;152;-503;503;-201;?
?;161.0;5;-63;?;437.0;551.0;?;-246;246;5;-63
-162;135.0;-109;44;?;509.0;680.0;101;-162;162;-109;44
-162;46.0;-53;71;706.0;397.0;734.0;96;-117;117;-53;71
-161;66.0;-16;68;623.0;357.0;718.0;90;104;-104;-16;68
-161;62.0;?;2;473.0;204.0;697.0;99;?;-183;37;2
-161;12.0;82;2;305.0;153.0;630.0;91;135;?;?;2
-161;84.0;25;53;308.0;123.0;579.0;90;119;-119;25;53
-162;?;38;12;271.0;106.0;534.0;93;46;-46;38;12
-162;?;14;-43;224.0;154.0;?;84;-35;35;14;-43
-162;?;-40;-28;187.0;85.0;344.0;90;-63;63;-40;-28
-162;-1.0;-42;-14;204.0;17.0;?;93;-66;66;-42;-14
-162;-47.0;-43;-9;141.0;?;?;86;-99;?;-43;-9
?;-90.0;-77;-3;77.0;-173.0;-115.0;89;-141;141;-77;-3
-161;-123.0;-73;-30;-95.0;-277.0;-247.0;86;-225;225;-73;-30
-161;-199.0;-94;-44;-270.0;-336.0;-338.0;76;-295;295;?;-44
-161;-230.0;-145;-15;-328.0;-400.0;-316.0;83;-349;349;-145;-15
-160;-373.0;?;-37;?;-405.0;-294.0;91;-425;425;-76;-37
-160;-396.0;66;-110;-357.0;-493.0;-423.0;75;-261;261;66;?
-160;-459.0;136;-168;-428.0;-587.0;-456.0;51;-269;269;136;-168
-160;-471.0;95;?;-486.0;-711.0;-366.0;61;-156;156;95;-161
-160;-461.0;-232;-347;-551.0;-757.0;-632.0;72;421;?;?;-347
-160;-487.0;-361;-464;-708.0;-809.0;-761.0;?;499;-499;-361;-464
-160;-447.0;348;327;-879.0;-881.0;-826.0;107;363;-363;348;327
-160;-389.0;833;1208;-987.0;-860.0;-962.0;?;298;?;833;1208
?;-402.0;581;1171;-1064.0;-856.0;-1072.0;117;-71;71;581;1171
-159;-379.0;488;1003;-1217.0;-825.0;-1202.0;197;-234;?;488;1003
-159;-326.0;487;1007;-1387.0;-836.0;-1291.0;193;-231;231;487;?
-158;-174.0;355;857;-1504.0;-869.0;-1423.0;43;-427;427;355;857
-157;-148.0;438;960;-1529.0;-881.0;-1380.0;?;-444;444;438;960
-156;-156.0;622;?;-1517.0;-981.0;-1155.0;100;-426;426;622;1107
-155;-134.0;737;1251;-1665.0;-1065.0;-1501.0;104;-366;366;737;1251
-155;?;868;1322;-2136.0;?;-1692.0;59;-224;224;868;1322
-155;-139.0;869;1313;-2375.0;-1178.0;-1748.0;57;-230;?;869;?
-154;-193.0;811;1609;-2190.0;-1029.0;-1662.0;162;-54;54;811;1609
-154;-198.0;967;1550;-1727.0;-890.0;-1442.0;98;?;-40;967;1550
-154;-284.0;922;1982;-1407.0;-796.0;-1234.0;201;-15;15;922;1982
-154;-297.0;1426;2052;-1224.0;-800.0;-1155.0;167;-135;135;1426;2052
-154;-272.0;1108;2531;-1223.0;-820.0;-1190.0;352;?;512;1108;2531
-154;-236.0;1004;?;-1353.0;-823.0;-1250.0;399;-525;525;1004;?
-159;-203.0;3026;-611;-1460.0;-842.0;-1367.0;-554;?;302;3026;-611
-163;-125.0;1633;-1232;-1476.0;-985.0;-1379.0;-72;-510;510;1633;-1232
-164;-60.0;-117;61;-1358.0;-1090.0;?;479;-318;?;-117;61
-166;11.0;777;-484;-1272.0;?;-1415.0;-98;170;-170;777;-484
?;-1.0;267;-89;-1190.0;-1236.0;-1274.0;97;138;-138;267;-89
?;-215.0;194;-32;-975.0;-1259.0;?;99;76;-76;194;?
-167;-218.0;?;-211;?;-1372.0;-758.0;21;12;-12;375;-211
-167;43.0;121;-45;-381.0;-1157.0;-546.0;117;-38;38;121;-45
-168;187.0;184;-123;-71.0;-982.0;-348.0;46;4;-4;184;-123
-168;-40.0;?;-124;249.0;-635.0;-84.0;84;-46;46;?;-124
?;-155.0;129;-125;335.0;-458.0;349.0;72;?;35;129;-125
-169;-144.0;124;-86;398.0;-207.0;710.0;?;?;26;124;-86
-169;-98.0;?;-116;577.0;-1.0;910.0;77;-89;89;104;-116
-169;-137.0;76;-78;?;135.0;705.0;?;-122;122;76;-78
-169;-256.0;58;-61;411.0;?;555.0;65;-117;117;58;-61
-169;-304.0;-18;-49;346.0;?;460.0;44;?;169;-18;-49
-169;-246.0;-126;?;345.0;99.0;532.0;77;-254;?;-126;59
?;?;-66;-38;412.0;21.0;536.0;117;-516;516;-66;-38
-167;-179.0;63;-216;348.0;-165.0;434.0;82;-929;929;63;-216
-170;-151.0;49;-255;87.0;-299.0;198.0;56;?;1124;49;-255
-166;-148.0;243;-625;18.0;-368.0;135.0;218;-1721;1721;243;-625
-172;-174.0;32;-1105;120.0;-495.0;236.0;115;-3639;3639;32;-1105
-171;-164.0;-118;-1582;301.0;-614.0;174.0;306;-4643;4643;-118;-1582
-166;-152.0;-8;-1733;417.0;-597.0;107.0;?;-4436;4436;-8;-1733
-176;-18.0;-152;-897;388.0;-604.0;-1.0;?;-6298;6298;-152;?
-81;191.0;1942;-596;167.0;-639.0;-345.0;-1493;-6787;6787;1942;-596
10;294.0;2108;-139;-229.0;-530.0;-615.0;-70;-2782;2782;2108;-139
?;?;-584;771;-550.0;-204.0;-512.0;856;856;-856;-584;771
-15;114.0;-589;579;-461.0;-224.0;-158.0;988;2041;-2041;-589;?
-33;69.0;-594;640;-277.0;-241.0;-112.0;765;2889;-2889;-594;640
-87;299.0;?;867;-59.0;-283.0;-207.0;740;3914;-3914;-1193;867
-127;?;-1016;770;-586.0;-250.0;-1397.0;455;4594;-4594;-1016;770
-153;283.0;-518;645;-1823.0;-247.0;-2283.0;225;5543;?;-518;645
-159;140.0;142;310;-2388.0;-209.0;-2166.0;-64;5718;-5718;142;310
-163;168.0;?;192;-2447.0;-200.0;-1883.0;-539;5896;-5896;330;192
?;52.0;556;-170;-2166.0;-160.0;-1671.0;-1084;6554;?;556;-170
-170;-99.0;441;-643;-1557.0;-120.0;-1362.0;-2384;5129;-5129;441;-643
-171;-167.0;1060;7;-970.0;16.0;-1084.0;-201;5264;-5264;1060;7
-174;?;2878;865;-708.0;123.0;-758.0;2858;3806;?;2878;865
-179;-38.0;4428;1630;-600.0;137.0;-527.0;3927;895;-895;4428;1630
-179;?;4467;1671;-518.0;?;-478.0;4019;1014;-1014;4467;1671
-174;232.0;1781;-178;-535.0;206.0;-586.0;267;-2197;2197;1781;-178
-172;?;-1106;-420;-447.0;268.0;-376.0;-744;-3168;3168;?;-420
-171;-99.0;-840;659;-113.0;302.0;54.0;509;-299;299;-840;659
-169;-8.0;176;?;488.0;174.0;606.0;-232;14;?;176;409
-169;43.0;-64;109;893.0;316.0;924.0;?;3;-3;-64;109
-169;172.0;-30;44;1235.0;261.0;1169.0;88;16;-16;-30;44
-169;55.0;36;-31;1657.0;314.0;1635.0;-31;-67;?;36;-31
-169;240.0;-58;-32;2134.0;654.0;2295.0;?;2;-2;-58;-32
-169;444.0;34;-24;2402.0;763.0;?;36;-75;75;?;-24
-169;32.0;30;-31;2293.0;895.0;2231.0;94;-89;89;30;-31
-169;35.0;57;-53;1992.0;?;1786.0;77;?;?;57;-53
-169;122.0;59;-48;1833.0;796.0;1569.0;73;-114;114;59;-48
-169;84.0;42;-91;1503.0;813.0;1068.0;83;-94;94;?;-91
-169;41.0;13;-42;1077.0;828.0;?;74;-74;74;13;-42
-169;-30.0;17;?;?;793.0;516.0;90;?;201;17;-47
?;-75.0;54;-129;432.0;718.0;629.0;81;-184;184;?;-129
-169;-53.0;81;?;372.0;611.0;717.0;80;-373;373;81;-178
?;-24.0;86;-193;378.0;469.0;669.0;88;?;460;86;-193
-169;15.0;?;-101;381.0;266.0;440.0;53;-61;?;?;?
-170;149.0;172;-625;303.0;156.0;252.0;170;-1796;1796;172;-625
-172;272.0;?;-1706;140.0;-9.0;-7.0;?;-4818;?;76;-1706
-174;120.0;-703;-1456;-160.0;?;-96.0;-125;-6176;6176;-703;-1456
-172;-150.0;-812;-268;-406.0;?;-42.0;-662;?;5580;-812;-268
-169;-66.0;542;-246;-374.0;43.0;147.0;-950;-3838;3838;542;-246
?;-124.0;1331;-167;-109.0;47.0;541.0;?;-2626;2626;1331;-167
-154;-163.0;909;1334;564.0;211.0;669.0;1036;-550;550;909;1334
-139;-282.0;345;1900;1172.0;150.0;561.0;895;1872;-1872;345;1900
-140;-274.0;-424;1211;1767.0;-41.0;?;678;2289;-2289;-424;?
-142;-365.0;-491;828;1439.0;-252.0;189.0;?;2823;-2823;-491;828
-147;-484.0;105;304;-413.0;-278.0;-492.0;149;3842;-3842;105;304
-157;-483.0;-688;-656;?;-195.0;-642.0;198;3869;?;-688;?
-162;?;-1175;-2148;-961.0;-131.0;-463.0;-613;?;-4282;-1175;-2148
-166;-427.0;-1010;-2221;-708.0;?;-334.0;-750;4027;-4027;-1010;-2221
-169;-309.0;-1470;-1161;-419.0;78.0;-95.0;307;2751;-2751;-1470;-1161
?;-201.0;-1457;?;-13.0;224.0;191.0;-16;2503;-2503;-1457;-1107
-166;-89.0;-1020;-681;476.0;329.0;466.0;?;?;-2030;-1020;-681
-166;-3.0;-173;-516;754.0;442.0;?;330;1376;-1376;-173;-516
-167;?;194;-1242;741.0;516.0;714.0;284;1134;-1134;194;-1242
-168;152.0;-679;-1629;703.0;673.0;691.0;244;602;-602;?;?
-169;227.0;-1025;-2908;740.0;806.0;752.0;155;651;-651;-1025;-2908
-170;248.0;-1015;-3885;844.0;965.0;1029.0;299;1067;?;-1015;-3885
-170;203.0;-1168;-3687;1143.0;924.0;1224.0;?;1071;-1071;-1168;-3687
-170;233.0;-748;?;1314.0;855.0;1129.0;315;1184;-1184;-748;-4422
-168;254.0;-1832;-2154;1342.0;809.0;1167.0;234;629;-629;-1832;-2154
-163;312.0;-2454;1077;1392.0;831.0;?;-137;-740;740;-2454;1077
?;446.0;-366;443;1489.0;953.0;1372.0;-260;-871;871;-366;443
?;548.0;523;105;1583.0;1124.0;1555.0;?;-97;97;523;105
-162;609.0;?;178;1648.0;1216.0;1747.0;69;38;-38;181;178
-162;603.0;99;35;1692.0;1220.0;1915.0;69;-80;80;?;?
-162;526.0;-23;195;1756.0;1225.0;2046.0;81;16;-16;-23;195
-162;357.0;-45;42;1683.0;1401.0;1894.0;52;-1;1;-45;42
-162;282.0;-36;74;1496.0;1469.0;1753.0;67;?;20;?;74
-162;286.0;-2;43;1205.0;1468.0;1762.0;63;24;-24;-2;43
-162;292.0;8;12;1175.0;1403.0;1741.0;58;22;-22;8;12
-162;196.0;1;47;1401.0;1331.0;?;?;40;?;1;47
?;180.0;1;12;1316.0;1295.0;1273.0;63;-7;7;1;12
?;259.0;-19;0;1126.0;1264.0;1155.0;71;?;52;-19;0
-162;338.0;16;18;914.0;1229.0;1127.0;71;-2;?;16;?
-162;510.0;30;18;?;1214.0;1087.0;71;0;0;30;18
-161;501.0;-95;15;760.0;1119.0;1021.0;?;-15;?;-95;15
-161;512.0;-52;-5;632.0;1029.0;949.0;67;-42;42;-52;-5
-161;473.0;-22;15;497.0;857.0;885.0;74;-26;?;?;15
-161;502.0;-92;35;133.0;843.0;844.0;62;6;-6;-92;35
-161;465.0;-57;-13;-688.0;794.0;700.0;65;-24;24;-57;-13
-161;421.0;-92;-10;-1065.0;?;357.0;68;16;-16;-92;-10
-161;317.0;-61;1;?;724.0;318.0;56;18;-18;-61;1
-161;306.0;-44;-65;-1534.0;795.0;163.0;92;-57;57;-44;-65
-161;158.0;-79;-67;-1624.0;779.0;-111.0;42;-25;25;-79;-67
-161;40.0;-41;-109;-381.0;741.0;-607.0;65;68;-68;-41;-109
-161;51.0;-27;-87;791.0;671.0;-849.0;71;77;-77;-27;-87
-161;60.0;-159;-65;115.0;485.0;-1158.0;51;16;-16;-159;-65
-160;175.0;-658;-661;-911.0;208.0;-871.0;271;46;-46;-658;?
-159;?;-1224;-1615;?;104.0;-598.0;-143;205;-205;-1224;-1615
-158;-172.0;-1518;-2579;?;27.0;-718.0;-498;234;?;-1518;-2579
-158;-91.0;-849;-1801;89.0;-37.0;-740.0;-115;258;-258;-849;-1801
-158;-29.0;125;194;-18.0;-83.0;-881.0;-47;310;-310;125;194
-158;?;30;?;93.0;-54.0;?;-10;97;-97;30;228
?;-7.0;?;-176;65.0;20.0;-555.0;74;-22;22;31;-176
-158;-135.0;?;-41;-241.0;102.0;-492.0;25;?;-6;?;-41
-158;-103.0;-150;-219;75.0;120.0;-471.0;58;-25;25;-150;-219
-158;66.0;-217;-209;-92.0;-46.0;-568.0;66;?;26;-217;-209
-158;140.0;-228;-169;-234.0;-18.0;-665.0;70;-61;?;-228;?
-158;?;-120;-36;-220.0;27.0;-729.0;73;-36;36;-120;-36
-158;68.0;5;99;-333.0;35.0;-575.0;48;?;?;5;99
-158;?;-12;116;-409.0;75.0;?;28;?;-151;-12;116
-158;180.0;18;98;125.0;?;?;42;129;-129;18;98
-158;133.0;30;12;82.0;217.0;-73.0;?;104;?;?;12
-158;81.0;-22;-14;-124.0;223.0;-121.0;68;54;-54;-22;-14
-158;108.0;-27;6;8.0;177.0;-99.0;73;-10;10;-27;6
-158;117.0;3;4;488.0;185.0;142.0;68;-39;39;3;4
-158;98.0;?;-7;378.0;154.0;261.0;67;-52;52;?;-7
-158;69.0;-19;-14;177.0;111.0;?;?;-83;83;-19;-14
-158;29.0;-15;-12;300.0;43.0;-112.0;72;-70;70;-15;-12
-158;-8.0;-6;-12;369.0;?;?;65;-9;9;-6;-12
-158;-25.0;-6;-15;382.0;-47.0;151.0;65;-6;6;-6;-15
-158;?;30;0;196.0;-77.0;117.0;73;-23;23;30;0
?;-14.0;20;?;22.0;-107.0;-32.0;74;-25;25;20;?
-158;-29.0;9;11;-151.0;-134.0;-143.0;67;-20;20;9;11
-158;-6.0;45;29;-14.0;-124.0;-60.0;65;-3;3;45;29
-158;?;28;31;107.0;-136.0;17.0;?;-19;19;28;?
-158;-50.0;35;14;3.0;-100.0;23.0;71;-24;24;35;14
-158;-43.0;49;4;-74.0;-129.0;-34.0;74;-1;1;49;4
-158;-43.0;46;11;-25.0;-127.0;5.0;71;-31;31;46;11
-158;-48.0;?;-12;43.0;?;-9.0;?;-22;22;55;-12
-158;-54.0;34;-43;-33.0;-71.0;-39.0;?;26;-26;34;?
-158;-13.0;16;-2;-56.0;-12.0;-29.0;67;-14;14;16;-2
-158;-40.0;6;20;?;-49.0;?;72;-21;21;6;20
?;-26.0;?;-16;-45.0;-12.0;-1.0;71;10;?;7;-16
-158;-20.0;18;?;-14.0;52.0;-11.0;71;-41;41;18;-16
-158;-42.0;27;-2;-17.0;?;-22.0;76;-75;75;27;-2
-158;-7.0;35;-2;-71.0;?;-58.0;69;-74;74;35;?
-158;-15.0;33;?;-43.0;-5.0;-16.0;?;-80;80;33;1
?;-26.0;55;-30;-97.0;-31.0;-35.0;69;-23;23;55;-30
?;-51.0;62;-46;-249.0;-34.0;-136.0;66;28;-28;62;-46
-158;-32.0;13;-25;-304.0;?;-207.0;65;42;-42;13;-25
-158;-23.0;-18;-10;-346.0;-99.0;-159.0;67;42;-42;-18;-10
?;-14.0;-17;-2;-302.0;?;-199.0;68;-2;2;-17;-2
-158;1.0;-29;-7;-279.0;-125.0;-154.0;71;14;-14;-29;-7
?;17.0;-52;20;-196.0;-120.0;-54.0;?;55;-55;-52;20
-158;-7.0;-41;?;150.0;-65.0;70.0;75;3;-3;-41;34
-158;?;-91;43;233.0;-42.0;288.0;70;-88;88;-91;43
-158;-88.0;-90;53;-107.0;-34.0;67.0;65;?;91;-90;53
-158;-70.0;-93;107;-81.0;-94.0;-10.0;64;?;119;-93;107
-158;4.0;-127;128;-43.0;-49.0;16.0;65;-143;143;?;128
-158;-10.0;-33;71;-231.0;-67.0;-99.0;61;-72;72;-33;71
-157;2.0;-250;288;-179.0;-10.0;-116.0;64;-353;353;-250;?
-156;22.0;?;720;-149.0;13.0;-14.0;44;-936;936;-259;?
-155;11.0;-572;?;?;56.0;-37.0;?;?;835;-572;849
-148;15.0;-2085;1755;13.0;41.0;-20.0;109;-729;729;-2085;1755
-148;51.0;-2504;2353;223.0;39.0;-33.0;68;-924;924;-2504;2353
?;41.0;-1394;-264;-327.0;61.0;?;237;99;-99;-1394;-264
-143;29.0;-1019;-2070;-654.0;67.0;-372.0;147;760;-760;-1019;-2070
-144;45.0;-782;-1237;-148.0;67.0;-249.0;-52;630;-630;-782;-1237
-144;70.0;-255;-955;99.0;33.0;171.0;7;1008;-1008;-255;-955
-144;59.0;-266;-956;52.0;28.0;313.0;3;1007;-1007;?;-956
-147;69.0;-15;-993;109.0;51.0;301.0;84;897;-897;-15;-993
-149;78.0;233;?;-113.0;77.0;?;30;914;-914;?;-1171
-150;67.0;42;-1293;-85.0;124.0;325.0;-32;1017;-1017;42;-1293
-153;83.0;76;-1424;-36.0;131.0;?;24;1260;-1260;76;-1424
-155;115.0;53;-1305;-230.0;222.0;529.0;?;?;-1142;53;-1305
-156;102.0;-67;-1173;-310.0;333.0;362.0;53;967;-967;-67;-1173
?;53.0;?;-1121;-492.0;361.0;394.0;56;994;-994;31;-1121
?;62.0;-24;-1069;-423.0;365.0;473.0;56;942;-942;-24;-1069
-159;59.0;-260;-1065;-840.0;394.0;440.0;217;788;-788;-260;-1065
?;49.0;-297;-1048;-945.0;421.0;258.0;157;753;-753;-297;-1048
-159;-10.0;-365;-1021;-781.0;409.0;310.0;215;713;-713;-365;?
-159;-16.0;?;-1078;-497.0;431.0;374.0;360;372;?;-324;-1078
?;-45.0;-176;-1188;459.0;454.0;587.0;317;108;-108;-176;-1188
-159;-86.0;?;-1120;?;522.0;928.0;?;-160;160;-817;-1120
-158;-31.0;-1517;-284;3227.0;618.0;1186.0;-162;-1656;1656;-1517;-284
-156;-54.0;-792;?;3087.0;613.0;875.0;-1200;-2008;2008;-792;285
-156;8.0;142;-4;2425.0;565.0;582.0;-342;-313;313;142;-4
-156;105.0;31;104;1277.0;658.0;687.0;83;77;?;31;104
-155;?;-88;229;-1609.0;629.0;?;10;-98;98;-88;229
-155;14.0;-6;?;-1505.0;577.0;-155.0;113;89;-89;-6;58
-155;-201.0;0;?;-2338.0;581.0;306.0;39;?;-2;0;38
-155;-163.0;35;65;-1047.0;572.0;?;83;-11;11;35;65
?;7.0;4;71;-56.0;486.0;434.0;70;-23;23;4;71
-155;116.0;?;-13;2398.0;459.0;357.0;61;19;-19;65;?
-156;35.0;?;60;-417.0;-97.0;-117.0;70;-20;20;36;?
?;?;55;55;-340.0;-140.0;-415.0;71;?;?;55;55
-156;-31.0;40;11;-509.0;-256.0;-255.0;76;-23;23;40;11
-156;-100.0;-2;-6;-206.0;-240.0;-3.0;75;-23;23;-2;-6
-156;?;11;-24;57.0;-319.0;?;74;-17;17;11;-24
-156;-139.0;21;-15;-35.0;-212.0;113.0;76;12;-12;21;-15
-156;-166.0;6;-2;506.0;-174.0;224.0;74;15;-15;6;-2
-156;-160.0;24;9;813.0;-90.0;381.0;74;7;-7;24;?
-156;-173.0;-2;28;857.0;-13.0;613.0;76;23;-23;-2;28
-156;-154.0;-11;13;591.0;?;521.0;74;18;-18;-11;13
-156;-133.0;?;-10;229.0;69.0;177.0;?;-35;35;-26;-10
?;-87.0;?;74;-219.0;122.0;-6.0;81;4;-4;-34;74
-156;-41.0;-178;58;255.0;147.0;182.0;84;-125;125;-178;58
-156;22.0;-343;40;697.0;198.0;529.0;63;-333;?;-343;40
-155;84.0;-625;6;782.0;289.0;904.0;31;-952;952;-625;6
-154;200.0;-862;-127;1145.0;349.0;?;37;-1412;1412;-862;-127
-157;?;-395;105;1405.0;390.0;862.0;15;-553;553;-395;105
-151;386.0;-1480;-22;1208.0;?;584.0;57;-2468;2468;-1480;-22
-132;470.0;-3549;1955;841.0;579.0;673.0;18;-5455;5455;-3549;1955
-114;?;-3531;3270;1103.0;748.0;669.0;-123;-2923;2923;-3531;3270
-104;437.0;-2722;-789;1747.0;918.0;980.0;238;1040;-1040;-2722;-789
-103;458.0;-2334;-2743;1911.0;1138.0;1587.0;?;1608;-1608;-2334;-2743
-103;255.0;-2011;-1970;2097.0;1061.0;2142.0;521;1554;-1554;-2011;-1970
-106;235.0;?;-1740;2491.0;1141.0;2441.0;261;2483;-2483;-1295;?
-113;333.0;-243;-1252;2556.0;1160.0;2506.0;409;3205;?;?;-1252
-118;398.0;260;-1285;2178.0;999.0;2068.0;324;3442;-3442;260;-1285
-129;323.0;458;-680;1435.0;760.0;1388.0;23;3681;-3681;458;-680
-139;196.0;879;-348;795.0;619.0;820.0;?;4025;-4025;?;-348
-144;187.0;1199;-881;605.0;738.0;754.0;-186;3804;-3804;1199;-881
?;67.0;1248;-1561;743.0;763.0;?;-469;3578;-3578;1248;?
-156;24.0;916;-1853;906.0;722.0;914.0;-688;3740;-3740;916;-1853
-161;17.0;952;-1634;751.0;735.0;689.0;-436;3505;-3505;952;-1634
-165;26.0;1577;?;274.0;720.0;455.0;34;2810;-2810;1577;-792
-169;15.0;1614;1140;7.0;661.0;463.0;510;1883;-1883;1614;1140
-169;?;1951;1220;?;631.0;490.0;849;1610;-1610;1951;1220
-170;-89.0;1364;2064;325.0;561.0;340.0;?;1408;-1408;1364;2064
-174;-150.0;801;3646;?;?;292.0;839;-253;253;801;3646
-173;-217.0;386;3605;249.0;332.0;203.0;870;-532;532;386;3605
-169;?;-2962;3274;154.0;249.0;166.0;-595;490;-490;?;3274
-163;-146.0;-3528;-1230;8.0;131.0;-10.0;-915;-1682;1682;-3528;?
-159;-62.0;-962;-2292;-148.0;94.0;-203.0;-87;-2895;2895;?;?
-158;-7.0;-306;823;-299.0;?;-416.0;?;-2052;2052;-306;823
-158;200.0;-283;48;-560.0;141.0;-599.0;66;-2242;2242;-283;48
-158;244.0;-280;63;-702.0;64.0;?;65;-2222;?;-280;63
-158;496.0;-375;379;-825.0;-26.0;-625.0;46;-2421;?;-375;?
-157;-228.0;?;-198;-711.0;-520.0;-259.0;73;-1009;1009;-3;-198
-157;225.0;243;-102;-280.0;-876.0;-169.0;70;330;-330;243;-102
?;358.0;148;-96;-329.0;-820.0;-347.0;82;-109;109;?;-96
-158;244.0;174;-74;-935.0;?;-836.0;60;24;-24;174;?
-158;121.0;?;-76;-1757.0;-1396.0;-1143.0;60;33;-33;179;-76
-158;64.0;101;-10;-1943.0;?;-1024.0;?;-32;?;101;-10
-158;133.0;111;-12;-1611.0;-1637.0;-1109.0;75;22;-22;111;-12
?;103.0;114;-29;-1255.0;-1737.0;-1313.0;70;-86;86;114;-29
-159;-77.0;72;-13;?;-1738.0;-1182.0;69;-56;56;?;-13
-159;-323.0;46;22;-885.0;-1784.0;-1023.0;73;-55;55;46;22
-159;-416.0;48;81;-894.0;-1918.0;-1003.0;78;-44;44;48;81
-159;-410.0;44;38;-936.0;-1959.0;-1023.0;?;?;20;?;38
-159;?;116;118;?;-1959.0;-1277.0;?;-102;102;116;118
-159;-437.0;-6;-21;-984.0;-1952.0;-1512.0;72;101;-101;-6;-21
-159;-552.0;?;186;-1169.0;-1934.0;-1746.0;71;-174;174;21;186
-159;-618.0;-135;?;-1274.0;-1949.0;-1937.0;68;-243;243;-135;120
-159;-580.0;-241;-29;-1330.0;-1885.0;-2044.0;?;-78;78;-241;-29
-158;?;655;907;?;-1765.0;?;110;-1867;1867;655;?
-159;-701.0;710;196;-1485.0;-1681.0;-2003.0;?;-2725;2725;710;196
-156;-564.0;1313;2082;-1647.0;?;-1880.0;86;-2606;2606;1313;2082
-154;?;2521;4306;-1807.0;-1284.0;?;-132;-3346;3346;2521;4306
-154;-1276.0;2420;4251;-2116.0;-1002.0;?;-91;-3241;3241;2420;4251
-148;-930.0;2828;6023;-2168.0;-1110.0;?;287;-2411;2411;2828;6023
-148;-737.0;3407;2650;-1395.0;-753.0;-345.0;245;-894;?;3407;2650
-150;-758.0;4036;-519;-144.0;-679.0;-657.0;187;-163;163;4036;-519
-152;-719.0;2861;386;52.0;-704.0;-553.0;248;-57;57;2861;?
-162;-628.0;1187;-324;270.0;-775.0;-493.0;144;?;?;1187;-324
-166;-467.0;1990;19;-60.0;-793.0;-233.0;143;99;-99;1990;19
-167;-327.0;2013;497;-444.0;-731.0;-214.0;83;43;-43;2013;497
-170;-298.0;1694;905;-495.0;-721.0;?;123;-118;118;1694;905
-171;-228.0;?;1337;?;?;-230.0;240;-197;197;1984;?
-172;-116.0;1548;1139;-465.0;-692.0;-264.0;232;-109;109;1548;1139
-173;-56.0;1186;1327;?;-597.0;-413.0;77;-600;600;1186;1327
-173;4.0;1038;1129;-616.0;-519.0;?;-51;?;669;1038;1129
-173;24.0;854;394;-639.0;-456.0;-365.0;219;-635;635;854;394
-173;?;817;64;-545.0;-543.0;-330.0;398;-1071;1071;817;64
-174;85.0;866;636;-392.0;-603.0;-402.0;?;101;-101;866;636
-174;110.0;?;?;-455.0;-615.0;?;-62;1428;-1428;?;1418
?;88.0;934;1133;-738.0;-546.0;-758.0;-18;1168;-1168;934;1133
-174;121.0;327;254;-915.0;-538.0;-725.0;60;1010;-1010;327;254
-174;237.0;180;?;-879.0;-502.0;-760.0;94;637;-637;180;130
-174;264.0;262;229;-808.0;?;?;82;367;-367;262;229
-174;265.0;182;17;-860.0;-531.0;-921.0;66;240;-240;182;17
-175;147.0;142;-37;-948.0;-565.0;-876.0;82;-46;46;142;-37
-175;?;24;-39;-981.0;-529.0;-825.0;89;35;-35;24;-39
-175;?;?;-76;-916.0;-315.0;-815.0;92;25;-25;?;-76
-175;49.0;4;-13;-903.0;-250.0;-710.0;100;35;?;?;-13
-175;-92.0;-18;17;-844.0;-152.0;-577.0;95;57;-57;-18;17
