Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
105.0;-972.0;-248.0;-72.0;472.0;-4;148.0;-130.0;736;85.0;588.0;891.0
58.0;-979.0;-13.0;16.0;511.0;-138;154.0;-204.0;761;66.0;729.0;904.0
112.0;-985.0;-209.0;-49.0;427.0;-6;164.0;-143.0;731;69.0;570.0;876.0
139.0;-980.0;-64.0;-58.0;475.0;4;151.0;-135.0;736;77.0;582.0;890.0
135.0;-984.0;-20.0;-57.0;487.0;4;152.0;-145.0;731;63.0;596.0;889.0
111.0;-983.0;99.0;-53.0;479.0;3;151.0;-143.0;735;82.0;604.0;877.0
137.0;-985.0;114.0;-19.0;460.0;7;128.0;-133.0;742;73.0;585.0;905.0
129.0;-999.0;-32.0;-50.0;458.0;2;118.0;-116.0;730;80.0;630.0;914.0
113.0;-1002.0;-184.0;-46.0;461.0;6;112.0;-101.0;733;105.0;614.0;913.0
48.0;-981.0;-5.0;9.0;509.0;-31;127.0;-200.0;723;32.0;637.0;853.0
40.0;-972.0;-52.0;11.0;460.0;14;234.0;-198.0;711;95.0;625.0;867.0
104.0;-972.0;35.0;18.0;491.0;1;241.0;-185.0;706;68.0;673.0;858.0
115.0;-968.0;78.0;54.0;477.0;-4;218.0;-184.0;715;56.0;672.0;870.0
40.0;-966.0;76.0;59.0;469.0;2;230.0;-173.0;717;50.0;705.0;866.0
58.0;-980.0;204.0;28.0;410.0;8;211.0;-165.0;715;70.0;723.0;848.0
37.0;-957.0;96.0;49.0;478.0;-4;204.0;-169.0;719;81.0;702.0;849.0
50.0;-971.0;219.0;58.0;446.0;10;189.0;-165.0;723;85.0;663.0;851.0
58.0;-968.0;438.0;39.0;429.0;0;210.0;-258.0;725;62.0;581.0;863.0
92.0;-926.0;-95.0;46.0;459.0;1;302.0;-246.0;738;-158.0;557.0;756.0
-215.0;-934.0;76.0;-14.0;304.0;-7;241.0;-252.0;717;49.0;652.0;818.0
-274.0;-946.0;-128.0;-8.0;326.0;5;259.0;-259.0;721;42.0;759.0;800.0
-363.0;-938.0;-37.0;-28.0;621.0;2;206.0;-64.0;645;213.0;779.0;717.0
-377.0;-987.0;-167.0;-4.0;593.0;10;173.0;-128.0;635;-289.0;819.0;762.0
-359.0;-940.0;9.0;9.0;615.0;-5;142.0;-155.0;645;-118.0;760.0;695.0
-350.0;-938.0;15.0;-32.0;617.0;-4;123.0;-146.0;647;141.0;785.0;702.0
-11.0;-848.0;-123.0;-69.0;383.0;42;279.0;-103.0;725;-155.0;515.0;754.0
37.0;-888.0;-200.0;-30.0;395.0;-56;138.0;-207.0;846;190.0;531.0;566.0
53.0;-1010.0;-65.0;2.0;635.0;-68;230.0;-87.0;717;91.0;740.0;826.0
-191.0;-918.0;-83.0;32.0;353.0;7;265.0;-194.0;719;83.0;929.0;799.0
-215.0;-922.0;33.0;26.0;366.0;21;260.0;-209.0;700;70.0;954.0;801.0
-125.0;-944.0;82.0;-10.0;450.0;-3;38.0;-281.0;773;-25.0;834.0;859.0
-643.0;-1115.0;-283.0;-109.0;583.0;55;39.0;-207.0;651;109.0;425.0;679.0
-344.0;-909.0;20.0;-48.0;635.0;5;73.0;-74.0;639;141.0;775.0;628.0
-347.0;-914.0;-25.0;-53.0;634.0;-2;76.0;-70.0;646;177.0;795.0;650.0
-385.0;-915.0;16.0;-58.0;636.0;0;69.0;-72.0;644;113.0;770.0;641.0
40.0;-968.0;-262.0;24.0;528.0;-48;208.0;-78.0;716;143.0;800.0;835.0
-369.0;-924.0;24.0;-32.0;504.0;-1;56.0;-70.0;660;-371.0;269.0;757.0
-25.0;-896.0;66.0;-131.0;564.0;3;311.0;-236.0;735;266.0;608.0;671.0
-85.0;-972.0;130.0;7.0;627.0;-2;231.0;-216.0;730;92.0;408.0;885.0
-92.0;-985.0;-24.0;14.0;632.0;3;209.0;-206.0;726;131.0;471.0;892.0
-97.0;-977.0;26.0;23.0;634.0;3;212.0;-201.0;727;80.0;455.0;873.0
37.0;-885.0;208.0;-135.0;723.0;6;190.0;-292.0;733;723.0;692.0;710.0
-10.0;-987.0;15.0;29.0;675.0;-3;211.0;-197.0;730;59.0;428.0;876.0
-25.0;-982.0;60.0;23.0;655.0;-1;229.0;-196.0;730;86.0;403.0;877.0
18.0;-978.0;78.0;29.0;645.0;4;221.0;-211.0;725;54.0;405.0;867.0
31.0;-977.0;41.0;39.0;647.0;-5;221.0;-201.0;734;117.0;387.0;876.0
5.0;-980.0;33.0;23.0;644.0;-2;222.0;-198.0;729;117.0;382.0;873.0
1.0;-978.0;43.0;27.0;646.0;-1;225.0;-203.0;733;148.0;395.0;865.0
-31.0;-979.0;25.0;16.0;656.0;3;220.0;-203.0;728;142.0;404.0;871.0
-50.0;-980.0;41.0;15.0;649.0;3;214.0;-205.0;725;133.0;393.0;892.0
-143.0;-937.0;207.0;-17.0;261.0;-4;231.0;-240.0;718;28.0;619.0;858.0
-42.0;-983.0;-46.0;86.0;621.0;3;212.0;-273.0;725;67.0;423.0;910.0
-20.0;-929.0;-107.0;-75.0;563.0;0;188.0;-272.0;724;135.0;670.0;817.0
-31.0;-946.0;-164.0;43.0;500.0;-4;184.0;-323.0;725;135.0;762.0;867.0
35.0;-543.0;118.0;-88.0;758.0;-1;372.0;-554.0;720;477.0;852.0;479.0
-26.0;-982.0;21.0;-65.0;557.0;103;94.0;-117.0;699;83.0;517.0;905.0
54.0;-807.0;-113.0;-73.0;342.0;23;293.0;-292.0;668;27.0;391.0;723.0
60.0;-973.0;-131.0;38.0;430.0;-17;181.0;-196.0;684;211.0;679.0;930.0
76.0;-978.0;-129.0;59.0;437.0;-9;242.0;-195.0;683;207.0;667.0;917.0
75.0;-980.0;-161.0;52.0;435.0;-1;221.0;-184.0;684;135.0;682.0;921.0
42.0;-980.0;-166.0;71.0;441.0;-2;227.0;-185.0;683;117.0;682.0;913.0
62.0;-978.0;-179.0;68.0;437.0;6;226.0;-183.0;689;126.0;693.0;900.0
72.0;-982.0;-162.0;70.0;428.0;2;225.0;-178.0;685;111.0;702.0;893.0
68.0;-980.0;-231.0;52.0;449.0;2;221.0;-177.0;688;126.0;669.0;903.0
93.0;-997.0;-202.0;59.0;439.0;3;211.0;-190.0;687;130.0;675.0;916.0
29.0;-971.0;-130.0;71.0;461.0;1;215.0;-172.0;687;111.0;680.0;900.0
-29.0;-985.0;-51.0;59.0;439.0;-1;221.0;-164.0;687;133.0;686.0;909.0
-30.0;-977.0;127.0;31.0;455.0;2;173.0;-161.0;690;151.0;684.0;932.0
-6.0;-984.0;133.0;71.0;449.0;-4;204.0;-159.0;686;130.0;705.0;941.0
10.0;-984.0;46.0;55.0;434.0;2;201.0;-163.0;687;154.0;687.0;896.0
26.0;-988.0;194.0;36.0;547.0;-2;200.0;-154.0;684;109.0;674.0;914.0
42.0;-848.0;-49.0;117.0;323.0;-363;246.0;-185.0;774;180.0;534.0;689.0
-39.0;-985.0;-110.0;31.0;637.0;-2;197.0;-185.0;721;-32.0;581.0;924.0
-51.0;-968.0;-243.0;-264.0;532.0;11;188.0;-100.0;727;52.0;842.0;548.0
-44.0;-920.0;-359.0;-230.0;580.0;-2;91.0;-70.0;786;-361.0;649.0;348.0
-82.0;-957.0;532.0;-335.0;433.0;-62;27.0;-40.0;728;426.0;664.0;130.0
106.0;-526.0;15.0;-338.0;509.0;-4;128.0;-115.0;725;-319.0;937.0;18.0
-43.0;-828.0;30.0;-334.0;372.0;10;183.0;-206.0;591;58.0;827.0;520.0
-191.0;-872.0;54.0;104.0;349.0;23;243.0;-322.0;735;146.0;672.0;904.0
-106.0;-878.0;687.0;-217.0;332.0;34;323.0;-26.0;799;-53.0;716.0;457.0
44.0;-910.0;-246.0;-3.0;454.0;-10;269.0;-203.0;691;13.0;418.0;706.0
-237.0;-822.0;-110.0;28.0;673.0;-32;285.0;-288.0;729;95.0;459.0;616.0
-299.0;-846.0;-153.0;-58.0;666.0;-72;354.0;-199.0;725;62.0;495.0;651.0
-65.0;-896.0;-250.0;-19.0;532.0;11;337.0;-244.0;695;72.0;507.0;637.0
-376.0;-901.0;7.0;-39.0;560.0;-1;155.0;-122.0;632;-206.0;821.0;681.0
-26.0;-869.0;-51.0;-104.0;730.0;-9;249.0;-337.0;703;-13.0;508.0;600.0
29.0;-954.0;152.0;-19.0;338.0;7;287.0;-253.0;742;168.0;687.0;731.0
5.0;-838.0;-71.0;-32.0;496.0;-95;309.0;-266.0;734;-52.0;480.0;768.0
-29.0;-899.0;-119.0;20.0;471.0;45;279.0;-119.0;723;54.0;451.0;850.0
-387.0;-904.0;-7.0;-63.0;561.0;5;117.0;-124.0;638;-134.0;825.0;697.0
-394.0;-911.0;10.0;-36.0;567.0;-5;144.0;-120.0;642;7.0;843.0;698.0
-389.0;-901.0;40.0;-40.0;562.0;-1;134.0;-122.0;642;-57.0;815.0;687.0
28.0;-947.0;77.0;-27.0;414.0;9;247.0;-253.0;737;166.0;660.0;752.0
-101.0;-1037.0;167.0;-1.0;534.0;-94;303.0;-123.0;805;-152.0;535.0;760.0
121.0;-973.0;-232.0;-48.0;489.0;10;96.0;-56.0;734;123.0;592.0;881.0
100.0;-975.0;-176.0;-33.0;488.0;2;95.0;-64.0;732;100.0;601.0;895.0
133.0;-976.0;-111.0;-90.0;498.0;-5;97.0;-89.0;718;81.0;582.0;877.0
141.0;-976.0;-75.0;-76.0;497.0;2;108.0;-88.0;717;121.0;585.0;884.0
116.0;-976.0;-64.0;-80.0;497.0;0;105.0;-87.0;715;88.0;556.0;873.0
116.0;-979.0;-45.0;-62.0;493.0;1;127.0;-87.0;721;110.0;595.0;872.0
-56.0;-859.0;105.0;-148.0;703.0;2;159.0;-231.0;686;-103.0;592.0;710.0
121.0;-979.0;10.0;-66.0;481.0;2;124.0;-95.0;723;135.0;573.0;873.0
141.0;-974.0;84.0;-62.0;486.0;-5;113.0;-100.0;723;80.0;580.0;876.0
145.0;-979.0;-2.0;-65.0;484.0;8;138.0;-111.0;723;90.0;557.0;850.0
123.0;-973.0;21.0;-62.0;481.0;5;142.0;-103.0;721;82.0;524.0;868.0
105.0;-975.0;36.0;-67.0;487.0;1;134.0;-110.0;715;93.0;556.0;850.0
-380.0;-913.0;33.0;-33.0;591.0;11;116.0;-114.0;635;81.0;786.0;603.0
-377.0;-929.0;-25.0;-41.0;574.0;5;134.0;-115.0;634;83.0;855.0;612.0
123.0;-975.0;6.0;-57.0;488.0;3;132.0;-106.0;718;91.0;569.0;869.0
130.0;-978.0;29.0;-67.0;488.0;-1;144.0;-106.0;718;114.0;563.0;876.0
106.0;-978.0;-23.0;-50.0;487.0;0;113.0;-104.0;715;81.0;577.0;893.0
111.0;-979.0;-39.0;-47.0;490.0;0;132.0;-105.0;719;59.0;566.0;872.0
144.0;-975.0;-66.0;-62.0;491.0;4;122.0;-99.0;720;80.0;565.0;901.0
138.0;-980.0;-62.0;-41.0;487.0;8;133.0;-103.0;719;56.0;542.0;891.0
147.0;-974.0;24.0;-47.0;498.0;-1;115.0;-106.0;726;129.0;532.0;885.0
144.0;-973.0;120.0;-49.0;503.0;-4;135.0;-103.0;722;104.0;575.0;885.0
132.0;-983.0;136.0;-35.0;463.0;0;122.0;-133.0;724;32.0;538.0;891.0
134.0;-969.0;-241.0;-69.0;464.0;0;142.0;-139.0;721;141.0;501.0;876.0
148.0;-961.0;-181.0;-75.0;477.0;5;156.0;-91.0;721;195.0;561.0;811.0
-89.0;-962.0;54.0;38.0;552.0;-13;241.0;-151.0;712;76.0;818.0;813.0
142.0;-954.0;-13.0;-47.0;488.0;5;156.0;-68.0;709;156.0;540.0;817.0
37.0;-687.0;-206.0;-83.0;382.0;29;429.0;-209.0;740;19.0;574.0;727.0
39.0;-1006.0;50.0;-17.0;547.0;-2;167.0;-66.0;722;-186.0;605.0;941.0
10.0;-985.0;59.0;-12.0;526.0;3;156.0;-44.0;719;-144.0;570.0;923.0
32.0;-963.0;64.0;-101.0;586.0;3;201.0;-116.0;716;133.0;619.0;923.0
32.0;-971.0;-46.0;-49.0;533.0;1;195.0;-195.0;733;-4.0;683.0;875.0
-25.0;-974.0;-263.0;-32.0;534.0;3;152.0;-203.0;735;-50.0;615.0;881.0
-41.0;-970.0;-232.0;-11.0;396.0;7;170.0;-193.0;735;-30.0;652.0;892.0
-67.0;-963.0;4.0;0.0;397.0;2;224.0;-192.0;736;-42.0;553.0;890.0
-38.0;-957.0;-38.0;0.0;379.0;0;216.0;-191.0;733;-42.0;690.0;901.0
-49.0;-952.0;-18.0;-99.0;432.0;-2;194.0;-168.0;734;14.0;947.0;859.0
-70.0;-962.0;21.0;-76.0;449.0;-5;189.0;-165.0;730;75.0;988.0;860.0
-1.0;-942.0;48.0;-79.0;449.0;3;202.0;-190.0;735;88.0;975.0;838.0
-58.0;-1010.0;-123.0;-7.0;391.0;2;170.0;-160.0;736;61.0;984.0;783.0
-391.0;-899.0;27.0;-49.0;567.0;2;116.0;-122.0;635;-137.0;814.0;678.0
23.0;-943.0;-296.0;-36.0;325.0;-1;247.0;-226.0;738;122.0;754.0;795.0
-73.0;-991.0;83.0;98.0;622.0;6;140.0;-131.0;717;40.0;416.0;912.0
-70.0;-965.0;177.0;-57.0;469.0;-336;8.0;-244.0;630;205.0;611.0;849.0
-32.0;-952.0;-50.0;-78.0;663.0;-89;146.0;-70.0;770;232.0;546.0;756.0
298.0;-1087.0;-270.0;-8.0;595.0;-19;361.0;-215.0;711;204.0;438.0;740.0
9.0;-1021.0;-131.0;-31.0;655.0;17;196.0;-288.0;731;54.0;560.0;921.0
-10.0;-842.0;-346.0;-56.0;576.0;-80;87.0;-134.0;806;29.0;551.0;849.0
160.0;-919.0;-45.0;3.0;422.0;11;193.0;-173.0;729;11.0;646.0;898.0
132.0;-925.0;-272.0;67.0;405.0;-9;204.0;-226.0;720;-31.0;611.0;858.0
-166.0;-744.0;-122.0;-87.0;405.0;-5;531.0;-464.0;722;35.0;832.0;467.0
90.0;-790.0;-181.0;-102.0;525.0;-3;394.0;-372.0;718;136.0;688.0;567.0
108.0;-469.0;-246.0;-323.0;568.0;60;389.0;-301.0;713;407.0;862.0;140.0
22.0;-940.0;-146.0;-29.0;292.0;-5;282.0;-218.0;740;129.0;853.0;790.0
-35.0;-976.0;-433.0;-107.0;449.0;-2;381.0;-113.0;722;-268.0;413.0;783.0
29.0;-938.0;87.0;-29.0;293.0;7;288.0;-231.0;731;97.0;780.0;791.0
-3.0;-994.0;71.0;62.0;636.0;2;154.0;-111.0;723;59.0;436.0;901.0
-89.0;-1095.0;-122.0;116.0;634.0;-65;315.0;-160.0;716;-58.0;523.0;723.0
2.0;-1006.0;108.0;68.0;632.0;-2;125.0;-107.0;733;91.0;481.0;913.0
21.0;-1026.0;-9.0;98.0;564.0;-3;146.0;-107.0;735;49.0;592.0;937.0
-24.0;-1012.0;-116.0;96.0;563.0;1;134.0;-82.0;732;60.0;661.0;902.0
13.0;-1016.0;-52.0;89.0;441.0;-15;183.0;-126.0;736;119.0;659.0;969.0
-57.0;-987.0;81.0;62.0;380.0;-18;174.0;-172.0;728;127.0;672.0;980.0
-148.0;-956.0;-8.0;75.0;361.0;-33;190.0;-190.0;747;104.0;683.0;999.0
-191.0;-946.0;-78.0;-38.0;340.0;-21;178.0;-142.0;699;7.0;672.0;787.0
22.0;-948.0;-89.0;-28.0;320.0;3;178.0;-128.0;702;102.0;666.0;790.0
10.0;-949.0;-2.0;-39.0;376.0;11;181.0;-127.0;706;55.0;691.0;801.0
19.0;-959.0;56.0;-19.0;348.0;9;183.0;-123.0;703;54.0;697.0;791.0
5.0;-964.0;45.0;-24.0;360.0;24;183.0;-117.0;717;66.0;712.0;781.0
-38.0;-964.0;101.0;-63.0;333.0;50;183.0;-115.0;733;74.0;720.0;773.0
-284.0;-785.0;432.0;-106.0;428.0;-36;156.0;-112.0;724;-49.0;774.0;829.0
-89.0;-964.0;214.0;-35.0;349.0;19;167.0;-108.0;724;15.0;693.0;790.0
-55.0;-972.0;-49.0;-139.0;503.0;122;154.0;-95.0;738;153.0;701.0;744.0
-20.0;-946.0;0.0;15.0;551.0;7;289.0;-280.0;730;41.0;1014.0;832.0
51.0;-994.0;60.0;84.0;653.0;3;163.0;-111.0;723;31.0;440.0;922.0
-30.0;-987.0;-53.0;68.0;625.0;-10;281.0;-197.0;731;170.0;360.0;873.0
-22.0;-948.0;12.0;33.0;549.0;8;301.0;-279.0;733;40.0;1024.0;841.0
-17.0;-984.0;-31.0;19.0;628.0;-1;197.0;-207.0;731;219.0;375.0;883.0
-49.0;-995.0;-16.0;77.0;562.0;-4;303.0;-275.0;727;43.0;421.0;945.0
-46.0;-977.0;4.0;39.0;646.0;3;212.0;-201.0;728;204.0;386.0;894.0
-30.0;-978.0;38.0;29.0;630.0;-9;210.0;-206.0;736;208.0;383.0;873.0
-36.0;-978.0;-14.0;19.0;656.0;-3;216.0;-202.0;726;238.0;384.0;872.0
-10.0;-955.0;131.0;19.0;566.0;4;299.0;-242.0;732;3.0;982.0;828.0
-8.0;-981.0;-30.0;15.0;635.0;1;221.0;-204.0;725;202.0;367.0;860.0
0.0;-982.0;-1.0;10.0;660.0;4;219.0;-204.0;719;217.0;368.0;863.0
11.0;-979.0;82.0;30.0;657.0;2;208.0;-204.0;726;109.0;383.0;880.0
-375.0;-952.0;82.0;-19.0;939.0;0;20.0;61.0;641;181.0;754.0;727.0
-353.0;-916.0;-102.0;-51.0;635.0;0;75.0;-62.0;648;217.0;813.0;640.0
-379.0;-915.0;7.0;-59.0;642.0;1;62.0;-64.0;645;169.0;793.0;634.0
-374.0;-918.0;-6.0;-57.0;632.0;0;57.0;-61.0;642;193.0;757.0;649.0
33.0;-811.0;-268.0;-9.0;392.0;76;298.0;-275.0;726;141.0;456.0;785.0
-28.0;-976.0;341.0;59.0;549.0;1;165.0;-162.0;689;154.0;685.0;933.0
173.0;-940.0;-131.0;-5.0;364.0;-6;182.0;-227.0;672;-64.0;817.0;923.0
61.0;-956.0;-456.0;58.0;478.0;203;223.0;3.0;704;276.0;659.0;971.0
152.0;-988.0;-293.0;-53.0;426.0;-4;160.0;-141.0;732;71.0;520.0;887.0
129.0;-988.0;-552.0;40.0;547.0;-7;85.0;-157.0;744;-81.0;701.0;920.0
80.0;-763.0;-493.0;4.0;387.0;0;479.0;-453.0;724;-8.0;793.0;610.0
-347.0;-907.0;77.0;-30.0;640.0;0;155.0;-42.0;647;238.0;761.0;706.0
-362.0;-921.0;10.0;-45.0;638.0;5;179.0;-58.0;652;244.0;793.0;709.0
115.0;-971.0;217.0;-56.0;431.0;7;125.0;-121.0;729;212.0;614.0;876.0
103.0;-963.0;93.0;0.0;759.0;-3;217.0;-212.0;731;190.0;803.0;856.0
-261.0;-751.0;2.0;-258.0;344.0;-32;162.0;-142.0;743;61.0;822.0;809.0
95.0;-871.0;131.0;-29.0;305.0;4;396.0;-307.0;721;24.0;713.0;663.0
235.0;-834.0;-64.0;-128.0;338.0;26;423.0;-270.0;720;81.0;650.0;462.0
233.0;-895.0;69.0;10.0;384.0;8;305.0;-321.0;736;113.0;648.0;694.0
149.0;-945.0;-1.0;64.0;414.0;60;220.0;-176.0;717;48.0;937.0;851.0
-16.0;-984.0;-270.0;-62.0;727.0;-4;246.0;-200.0;713;15.0;957.0;818.0
-102.0;-868.0;-192.0;-205.0;260.0;-153;241.0;-263.0;856;41.0;566.0;623.0
-53.0;-984.0;35.0;49.0;657.0;-3;203.0;-184.0;720;-13.0;317.0;864.0
-42.0;-976.0;-336.0;46.0;580.0;-7;202.0;-205.0;738;-9.0;835.0;969.0
225.0;-967.0;-245.0;-79.0;529.0;-5;222.0;-174.0;727;6.0;541.0;937.0
-354.0;-580.0;256.0;-185.0;816.0;-2;239.0;-500.0;726;316.0;966.0;591.0
-372.0;-994.0;198.0;29.0;799.0;1;127.0;-99.0;632;-182.0;764.0;780.0
-403.0;-910.0;5.0;-22.0;678.0;-3;116.0;-135.0;639;80.0;825.0;595.0
140.0;-494.0;12.0;-403.0;465.0;-2;84.0;-38.0;721;131.0;938.0;-11.0
151.0;-2.0;1024.0;-422.0;229.0;15;404.0;-388.0;699;193.0;681.0;-385.0
126.0;-30.0;310.0;-675.0;112.0;13;-184.0;182.0;715;141.0;309.0;-603.0
-18.0;-1197.0;249.0;-17.0;626.0;44;340.0;-452.0;709;28.0;448.0;957.0
-393.0;-920.0;33.0;-69.0;588.0;4;56.0;-42.0;641;16.0;823.0;607.0
215.0;-978.0;-122.0;14.0;327.0;103;112.0;-110.0;786;69.0;764.0;806.0
86.0;-1036.0;499.0;-199.0;488.0;-47;82.0;-82.0;713;-297.0;625.0;546.0
-383.0;-913.0;49.0;-91.0;584.0;5;67.0;-37.0;645;-60.0;822.0;672.0
-641.0;-856.0;-38.0;-271.0;630.0;23;-82.0;187.0;723;44.0;684.0;816.0
-442.0;-749.0;-263.0;-404.0;447.0;-23;78.0;-198.0;329;59.0;849.0;446.0
-369.0;-941.0;81.0;-68.0;595.0;4;59.0;-49.0;650;-5.0;791.0;576.0
-372.0;-923.0;-2.0;-49.0;606.0;-3;-2.0;-54.0;648;55.0;815.0;584.0
-363.0;-906.0;-14.0;-27.0;671.0;2;66.0;-107.0;643;-27.0;843.0;574.0
35.0;-950.0;49.0;-40.0;396.0;303;-52.0;-49.0;1237;173.0;459.0;827.0
-31.0;-1005.0;297.0;3.0;503.0;-229;48.0;-143.0;1088;213.0;912.0;874.0
-274.0;-970.0;-12.0;-13.0;306.0;-3;211.0;-158.0;735;45.0;891.0;857.0
232.0;-971.0;36.0;9.0;319.0;-1;168.0;-167.0;736;118.0;755.0;861.0
211.0;-985.0;153.0;-29.0;496.0;85;149.0;-165.0;787;43.0;573.0;934.0
10.0;-976.0;36.0;7.0;208.0;-1;211.0;-168.0;725;53.0;871.0;838.0
289.0;-949.0;-7.0;-56.0;487.0;-27;171.0;-184.0;725;29.0;560.0;893.0
297.0;-959.0;-138.0;-140.0;414.0;-3;174.0;-168.0;726;69.0;551.0;832.0
-357.0;-895.0;-35.0;-20.0;657.0;0;71.0;-111.0;638;159.0;814.0;589.0
-3.0;-951.0;131.0;-235.0;487.0;85;91.0;-73.0;931;72.0;540.0;834.0
472.0;-1170.0;-46.0;-119.0;354.0;-503;75.0;-288.0;1389;186.0;411.0;790.0
-538.0;-1026.0;194.0;-143.0;532.0;30;10.0;-156.0;468;257.0;489.0;736.0
-3.0;-977.0;384.0;25.0;770.0;-2;200.0;-201.0;736;-554.0;988.0;902.0
262.0;-972.0;68.0;-127.0;479.0;77;143.0;-132.0;706;139.0;597.0;885.0
161.0;-973.0;-116.0;44.0;691.0;9;183.0;-159.0;711;41.0;507.0;934.0
43.0;-881.0;686.0;-115.0;516.0;1;223.0;-181.0;731;598.0;825.0;713.0
245.0;-1044.0;280.0;-127.0;302.0;-1;195.0;-227.0;717;-16.0;509.0;754.0
98.0;-938.0;7.0;-70.0;493.0;1;235.0;-188.0;723;394.0;761.0;783.0
80.0;-937.0;7.0;-77.0;502.0;3;261.0;-200.0;730;405.0;767.0;773.0
143.0;-932.0;369.0;-130.0;449.0;3;-27.0;-120.0;719;1130.0;589.0;678.0
72.0;-939.0;-2.0;-56.0;498.0;2;250.0;-205.0;724;430.0;783.0;772.0
89.0;-939.0;-25.0;-59.0;501.0;-1;259.0;-201.0;725;394.0;751.0;782.0
-29.0;-950.0;4.0;29.0;552.0;6;317.0;-283.0;733;23.0;1016.0;829.0
70.0;-933.0;-45.0;-60.0;504.0;-4;252.0;-216.0;727;385.0;835.0;792.0
61.0;-970.0;-204.0;-45.0;712.0;3;158.0;-172.0;719;92.0;911.0;895.0
241.0;-918.0;-216.0;144.0;706.0;6;282.0;-378.0;703;-71.0;868.0;848.0
81.0;-980.0;-107.0;-3.0;667.0;2;153.0;-148.0;708;253.0;879.0;895.0
-389.0;-937.0;-168.0;121.0;535.0;-2;250.0;-227.0;634;23.0;679.0;782.0
-376.0;-957.0;91.0;141.0;834.0;1;288.0;-187.0;639;-358.0;720.0;735.0
243.0;-972.0;127.0;-137.0;531.0;32;49.0;-26.0;1007;-1.0;575.0;853.0
97.0;-827.0;-314.0;6.0;422.0;19;274.0;-245.0;692;93.0;425.0;740.0
423.0;-949.0;108.0;-235.0;525.0;7;274.0;-2.0;730;154.0;699.0;702.0
-363.0;-908.0;5.0;-49.0;559.0;-3;153.0;-123.0;630;-280.0;819.0;698.0
40.0;-1043.0;-11.0;1.0;613.0;-36;347.0;-144.0;693;225.0;437.0;839.0
286.0;-1034.0;39.0;-146.0;542.0;-18;214.0;-171.0;890;63.0;579.0;854.0
256.0;-977.0;-21.0;-118.0;454.0;-85;212.0;-157.0;791;93.0;558.0;911.0
247.0;-963.0;77.0;-130.0;428.0;21;208.0;-152.0;733;98.0;518.0;881.0
-158.0;-1011.0;-266.0;2.0;907.0;-136;378.0;-234.0;734;4.0;819.0;666.0
259.0;-963.0;36.0;-140.0;399.0;2;200.0;-205.0;733;60.0;538.0;848.0
273.0;-963.0;-143.0;-103.0;409.0;6;225.0;-207.0;734;77.0;520.0;831.0
-356.0;-1024.0;-218.0;-4.0;479.0;-410;105.0;-150.0;1301;168.0;756.0;803.0
-13.0;-1006.0;209.0;72.0;643.0;4;115.0;-108.0;728;98.0;544.0;931.0
-35.0;-947.0;-288.0;-19.0;638.0;-2;397.0;-301.0;730;-1.0;872.0;775.0
-2.0;-944.0;232.0;10.0;658.0;1;300.0;-216.0;725;94.0;922.0;792.0
-16.0;-947.0;232.0;-9.0;639.0;-3;288.0;-242.0;730;53.0;942.0;816.0
-121.0;-803.0;-409.0;-37.0;486.0;-17;160.0;-168.0;764;100.0;480.0;789.0
231.0;-971.0;-18.0;-80.0;407.0;-16;88.0;-72.0;728;60.0;582.0;924.0
-4.0;-944.0;-32.0;-15.0;794.0;0;281.0;-247.0;731;56.0;943.0;816.0
40.0;-1002.0;225.0;70.0;622.0;2;133.0;-139.0;724;122.0;521.0;922.0
5.0;-995.0;173.0;50.0;596.0;-3;136.0;-112.0;723;120.0;474.0;939.0
-402.0;-1018.0;-542.0;-228.0;408.0;-1713;105.0;-333.0;1610;410.0;583.0;804.0
132.0;-969.0;-351.0;-41.0;500.0;-8;107.0;-48.0;735;89.0;596.0;894.0
-132.0;-866.0;-613.0;-77.0;533.0;-72;259.0;-180.0;740;97.0;396.0;801.0
-371.0;-921.0;-85.0;-46.0;591.0;5;125.0;-110.0;631;175.0;859.0;623.0
-403.0;-923.0;64.0;-59.0;603.0;-2;127.0;-83.0;635;72.0;840.0;631.0
31.0;-970.0;134.0;-44.0;537.0;-5;38.0;-191.0;739;140.0;433.0;906.0
162.0;-982.0;253.0;-54.0;484.0;-2;132.0;-121.0;713;23.0;581.0;888.0
128.0;-963.0;-355.0;-85.0;478.0;-5;143.0;-143.0;713;123.0;537.0;882.0
8.0;-978.0;61.0;-29.0;547.0;4;106.0;-77.0;719;-322.0;544.0;906.0
-158.0;-757.0;108.0;-50.0;274.0;-211;136.0;-328.0;977;160.0;360.0;1015.0
93.0;-954.0;1.0;48.0;700.0;-23;128.0;-297.0;729;-81.0;634.0;982.0
45.0;-959.0;378.0;-39.0;185.0;3;252.0;-178.0;737;162.0;777.0;749.0
-55.0;-968.0;-154.0;-14.0;1036.0;7;64.0;-87.0;709;30.0;424.0;931.0
14.0;-987.0;-50.0;20.0;750.0;2;191.0;-181.0;710;5.0;392.0;904.0
