InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
39.0;786.0;34.0;-143.0;-49.0;177;-253.0;-87.0
40.0;523.0;-886.0;-132.0;-80.0;177;-118.0;?
-80.0;-94.0;-175.0;-71.0;-97.0;177;-343.0;?
-20.0;-176.0;50.0;147.0;-27.0;177;-42.0;?
181.0;139.0;-152.0;259.0;135.0;177;474.0;?
396.0;157.0;-108.0;320.0;343.0;177;780.0;?
467.0;190.0;-42.0;292.0;332.0;177;344.0;?
338.0;207.0;63.0;234.0;307.0;177;-331.0;?
232.0;109.0;63.0;264.0;260.0;177;-528.0;?
127.0;-41.0;248.0;297.0;?;177;-297.0;?
162.0;-236.0;315.0;285.0;?;177;-193.0;148.0
126.0;-400.0;251.0;295.0;?;177;-154.0;150.0
80.0;-554.0;-75.0;277.0;?;177;-186.0;191.0
-7.0;-653.0;-397.0;337.0;?;177;-257.0;221.0
-46.0;-853.0;-709.0;291.0;?;177;65.0;212.0
-37.0;-1010.0;-923.0;275.0;?;177;679.0;236.0
28.0;-1043.0;-1009.0;287.0;?;177;1326.0;211.0
23.0;-1075.0;-1030.0;280.0;?;177;1746.0;204.0
62.0;-994.0;-759.0;292.0;?;177;1962.0;180.0
146.0;-756.0;-446.0;376.0;?;177;1987.0;135.0
222.0;-371.0;-135.0;387.0;?;177;2187.0;124.0
286.0;4.0;124.0;425.0;?;177;2368.0;90.0
345.0;331.0;565.0;482.0;365.0;177;2279.0;107.0
401.0;636.0;1083.0;430.0;412.0;177;1973.0;58.0
341.0;965.0;1374.0;404.0;326.0;177;1409.0;83.0
232.0;1087.0;1334.0;333.0;256.0;177;1056.0;60.0
143.0;1146.0;1270.0;282.0;271.0;177;922.0;53.0
154.0;1057.0;1095.0;270.0;237.0;177;721.0;36.0
74.0;945.0;691.0;178.0;154.0;177;642.0;27.0
-9.0;787.0;278.0;88.0;-7.0;177;507.0;23.0
-170.0;580.0;19.0;12.0;-120.0;177;325.0;33.0
-276.0;420.0;-10.0;-109.0;-223.0;177;201.0;27.0
-302.0;254.0;19.0;-187.0;-282.0;177;132.0;?
-351.0;135.0;216.0;-275.0;-333.0;177;-2.0;?
-436.0;122.0;370.0;-287.0;-392.0;177;-261.0;?
-467.0;-31.0;477.0;-361.0;-425.0;177;-511.0;?
-474.0;-91.0;520.0;-369.0;-450.0;177;-474.0;?
-492.0;-123.0;438.0;-406.0;-462.0;177;-424.0;?
-458.0;-168.0;328.0;-376.0;-478.0;177;-251.0;?
-457.0;-155.0;297.0;-361.0;-480.0;177;-230.0;?
-448.0;-153.0;186.0;-320.0;-476.0;177;-180.0;16.0
-414.0;-192.0;130.0;-297.0;-421.0;177;-97.0;14.0
-368.0;-186.0;94.0;-247.0;-368.0;177;12.0;27.0
-350.0;-196.0;146.0;-191.0;-381.0;177;11.0;18.0
-269.0;-138.0;196.0;-147.0;-277.0;177;-74.0;20.0
-182.0;-150.0;160.0;-124.0;-253.0;177;-26.0;18.0
-203.0;-89.0;62.0;-123.0;-225.0;177;-12.0;1.0
-181.0;-39.0;146.0;-87.0;-198.0;177;-65.0;-1.0
-127.0;-69.0;164.0;-77.0;-119.0;177;-80.0;24.0
-114.0;-47.0;140.0;-89.0;-161.0;177;-94.0;15.0
-169.0;-33.0;160.0;-89.0;-137.0;177;-67.0;20.0
-151.0;-30.0;?;-53.0;-113.0;177;-42.0;35.0
-112.0;33.0;?;-64.0;-68.0;177;-12.0;18.0
-42.0;25.0;?;-37.0;1.0;177;-74.0;27.0
82.0;166.0;?;58.0;92.0;177;-236.0;-3.0
152.0;230.0;?;152.0;255.0;177;-512.0;2.0
281.0;47.0;?;236.0;366.0;177;-83.0;8.0
350.0;68.0;?;266.0;425.0;177;10.0;-26.0
375.0;15.0;-71.0;301.0;433.0;177;113.0;-45.0
325.0;-59.0;-235.0;257.0;442.0;177;331.0;-67.0
309.0;-40.0;-341.0;245.0;410.0;177;264.0;-37.0
273.0;-90.0;-377.0;235.0;302.0;177;270.0;-48.0
180.0;-166.0;-583.0;129.0;278.0;177;210.0;-39.0
176.0;-315.0;-766.0;32.0;243.0;177;194.0;-57.0
148.0;-511.0;-867.0;-81.0;130.0;177;63.0;-37.0
-68.0;-722.0;-954.0;-206.0;-30.0;177;-44.0;-32.0
-211.0;-906.0;-1002.0;-251.0;-189.0;177;-321.0;-8.0
-287.0;-960.0;-1102.0;-301.0;-209.0;177;-681.0;-17.0
-288.0;-967.0;-1070.0;-279.0;-197.0;177;-1176.0;-9.0
-286.0;-828.0;?;-369.0;-283.0;177;-1567.0;-51.0
-373.0;-581.0;?;-346.0;-362.0;177;-1786.0;-46.0
-414.0;-266.0;?;-419.0;-395.0;177;-1939.0;-72.0
-383.0;-67.0;?;-437.0;-367.0;177;-2298.0;?
-321.0;20.0;?;-514.0;-323.0;177;-2725.0;?
-274.0;163.0;?;-504.0;-305.0;177;-2910.0;?
-374.0;248.0;?;-542.0;-225.0;177;-2918.0;?
-315.0;314.0;?;-596.0;-207.0;177;-2611.0;?
-278.0;303.0;?;-709.0;-120.0;177;-1892.0;?
-399.0;192.0;?;-734.0;-308.0;177;-842.0;?
-576.0;224.0;?;-723.0;-414.0;177;-169.0;?
-681.0;176.0;?;-635.0;-420.0;177;-250.0;?
-544.0;171.0;?;-633.0;-341.0;177;-601.0;?
-418.0;293.0;?;-611.0;-124.0;177;-1382.0;?
-279.0;174.0;992.0;-514.0;-118.0;177;-1547.0;?
-320.0;245.0;734.0;-470.0;-147.0;177;-462.0;-488.0
-361.0;452.0;285.0;-370.0;22.0;177;334.0;-428.0
-198.0;272.0;-121.0;-348.0;163.0;177;-68.0;-368.0
-105.0;113.0;-127.0;-342.0;125.0;177;-484.0;-320.0
-136.0;27.0;457.0;-228.0;164.0;177;-280.0;-247.0
-142.0;-43.0;730.0;-112.0;99.0;177;-71.0;-151.0
-102.0;18.0;469.0;58.0;102.0;176;264.0;-103.0
-26.0;-174.0;141.0;180.0;201.0;176;686.0;-6.0
118.0;-329.0;213.0;241.0;268.0;176;407.0;44.0
114.0;-51.0;-95.0;244.0;329.0;176;660.0;83.0
56.0;88.0;-410.0;171.0;265.0;176;339.0;104.0
54.0;253.0;-475.0;116.0;249.0;176;137.0;188.0
155.0;115.0;-458.0;14.0;295.0;176;-189.0;162.0
121.0;137.0;-175.0;7.0;133.0;176;-80.0;173.0
-80.0;-17.0;-281.0;71.0;-165.0;176;230.0;271.0
-357.0;-192.0;-389.0;78.0;-280.0;176;-48.0;323.0
-540.0;-400.0;-393.0;75.0;-327.0;177;-30.0;354.0
-434.0;-449.0;-375.0;25.0;-250.0;177;571.0;379.0
-189.0;-382.0;-315.0;67.0;-167.0;177;676.0;374.0
-59.0;-478.0;-335.0;76.0;-106.0;177;590.0;360.0
-131.0;-679.0;-612.0;55.0;-162.0;177;620.0;411.0
-202.0;-738.0;-1070.0;49.0;-284.0;177;741.0;394.0
-310.0;-908.0;-1317.0;4.0;-361.0;177;1039.0;413.0
-366.0;-816.0;-1050.0;26.0;-402.0;177;1428.0;395.0
-323.0;-427.0;-678.0;41.0;?;177;1334.0;362.0
-228.0;-56.0;64.0;63.0;?;177;535.0;321.0
-125.0;345.0;368.0;64.0;?;177;-434.0;272.0
-47.0;578.0;20.0;40.0;?;177;-899.0;233.0
52.0;550.0;-462.0;-27.0;?;177;-766.0;161.0
-26.0;209.0;-488.0;-93.0;?;177;-422.0;165.0
-165.0;133.0;-327.0;-58.0;?;177;252.0;130.0
-350.0;71.0;-41.0;-65.0;?;177;515.0;80.0
-296.0;177.0;-200.0;45.0;?;177;145.0;47.0
-79.0;-22.0;39.0;7.0;?;177;44.0;44.0
78.0;81.0;-37.0;20.0;?;177;-150.0;32.0
114.0;154.0;-198.0;-7.0;?;177;-196.0;21.0
19.0;5.0;-77.0;-56.0;?;177;131.0;23.0
-67.0;23.0;-65.0;-74.0;-56.0;177;44.0;17.0
-114.0;36.0;7.0;-107.0;-94.0;177;5.0;21.0
-112.0;60.0;-48.0;-93.0;-109.0;177;6.0;-7.0
-69.0;100.0;21.0;-99.0;-83.0;177;-46.0;-12.0
-60.0;67.0;50.0;-69.0;-39.0;177;-15.0;-20.0
-84.0;92.0;60.0;-73.0;-61.0;177;-11.0;14.0
-56.0;124.0;16.0;-36.0;-39.0;177;-1.0;7.0
-56.0;126.0;-22.0;-38.0;-69.0;177;31.0;-7.0
-68.0;120.0;-2.0;-9.0;-66.0;177;45.0;-5.0
-65.0;112.0;-33.0;-6.0;-44.0;177;76.0;23.0
-28.0;89.0;-28.0;-19.0;-45.0;177;114.0;-7.0
-44.0;29.0;10.0;-38.0;-42.0;177;-6.0;8.0
-74.0;-2.0;55.0;-30.0;-67.0;177;3.0;0.0
-76.0;-12.0;23.0;-59.0;-87.0;177;21.0;-6.0
-126.0;-13.0;26.0;-64.0;-76.0;177;16.0;5.0
-131.0;-23.0;24.0;-74.0;-78.0;177;-3.0;-5.0
-131.0;-36.0;0.0;-46.0;-101.0;177;8.0;1.0
-135.0;-20.0;-43.0;-63.0;-131.0;177;-18.0;-15.0
-109.0;-20.0;-19.0;-63.0;-82.0;177;-24.0;63.0
-125.0;-17.0;-14.0;-38.0;-74.0;177;15.0;15.0
-38.0;-30.0;-23.0;-44.0;-28.0;177;-59.0;17.0
25.0;-5.0;82.0;-8.0;1.0;177;-71.0;37.0
-7.0;12.0;131.0;12.0;22.0;?;-167.0;44.0
-36.0;28.0;91.0;20.0;40.0;?;-232.0;31.0
-29.0;-26.0;65.0;2.0;2.0;?;-139.0;48.0
-72.0;-8.0;-30.0;-4.0;-13.0;?;-16.0;44.0
-62.0;-13.0;-49.0;8.0;19.0;?;0.0;35.0
-63.0;3.0;-44.0;-26.0;-3.0;?;-42.0;29.0
-64.0;-3.0;-34.0;-22.0;-28.0;?;-93.0;37.0
-91.0;-51.0;24.0;-34.0;-36.0;177;-85.0;12.0
-124.0;-64.0;26.0;-60.0;-68.0;177;-123.0;45.0
-125.0;-44.0;17.0;-38.0;-78.0;177;-166.0;14.0
-70.0;-81.0;65.0;-78.0;-108.0;177;-138.0;10.0
-118.0;-69.0;80.0;-73.0;-151.0;176;-187.0;15.0
-189.0;-77.0;73.0;-77.0;-151.0;179;-142.0;-3.0
-141.0;-98.0;39.0;-39.0;-115.0;174;24.0;49.0
-73.0;-16.0;39.0;42.0;-66.0;180;121.0;-27.0
-25.0;-8.0;-13.0;83.0;-32.0;176;116.0;-2.0
35.0;23.0;20.0;87.0;40.0;173;87.0;10.0
6.0;7.0;-8.0;81.0;78.0;189;69.0;-1.0
94.0;-2.0;72.0;67.0;161.0;154;55.0;-25.0
115.0;?;56.0;147.0;152.0;215;91.0;-48.0
98.0;?;117.0;125.0;175.0;117;41.0;-116.0
86.0;?;179.0;58.0;126.0;-184;136.0;-72.0
57.0;?;154.0;-90.0;44.0;-196;-61.0;-92.0
-23.0;?;201.0;-182.0;-32.0;-162;-24.0;-63.0
-186.0;?;208.0;-264.0;-231.0;-194;-211.0;-46.0
-348.0;?;250.0;-343.0;-388.0;-171;-253.0;-5.0
-417.0;?;325.0;-436.0;-447.0;-182;-503.0;35.0
-421.0;?;201.0;-432.0;-354.0;-178;?;11.0
-393.0;?;-24.0;-342.0;-221.0;-177;?;-34.0
-352.0;?;149.0;-385.0;-155.0;-180;?;-59.0
-363.0;?;629.0;-471.0;-190.0;-177;?;-21.0
-344.0;?;724.0;-548.0;-306.0;-179;?;-17.0
-459.0;?;458.0;-496.0;-383.0;-178;?;-3.0
-633.0;?;172.0;-579.0;-486.0;-178;?;-32.0
-732.0;14.0;84.0;-627.0;-540.0;-178;-387.0;-4.0
-594.0;166.0;96.0;-735.0;-594.0;-178;-429.0;0.0
-624.0;288.0;87.0;-683.0;-611.0;-178;-467.0;32.0
-615.0;260.0;104.0;-632.0;-577.0;-178;-547.0;18.0
-598.0;321.0;200.0;-553.0;-583.0;-178;-408.0;77.0
-547.0;426.0;-9.0;-511.0;-605.0;-178;-456.0;84.0
-552.0;390.0;-14.0;-437.0;-552.0;-178;-514.0;82.0
-518.0;215.0;-138.0;-446.0;-543.0;-178;-429.0;105.0
-1239.0;-24.0;308.0;-583.0;-1203.0;-183;-763.0;585.0
-1156.0;34.0;325.0;-609.0;-1152.0;-171;-733.0;542.0
-1073.0;90.0;286.0;-584.0;-1178.0;-184;-684.0;478.0
-1100.0;129.0;225.0;-614.0;-1154.0;-178;-635.0;408.0
-999.0;151.0;104.0;-530.0;-1080.0;-166;-489.0;297.0
-796.0;181.0;56.0;-491.0;-987.0;-221;-226.0;243.0
-685.0;150.0;79.0;-553.0;-893.0;-16;122.0;202.0
-486.0;157.0;42.0;-647.0;-709.0;197;535.0;179.0
-264.0;114.0;37.0;-577.0;-588.0;125;762.0;178.0
-108.0;140.0;-34.0;-531.0;-173.0;131;620.0;126.0
303.0;157.0;151.0;-544.0;348.0;149;268.0;123.0
716.0;88.0;512.0;-356.0;704.0;126;-228.0;183.0
918.0;200.0;823.0;-182.0;900.0;172;-587.0;196.0
928.0;299.0;970.0;-80.0;1014.0;145;-427.0;152.0
844.0;236.0;890.0;21.0;933.0;185;-215.0;129.0
761.0;129.0;698.0;118.0;710.0;183;-72.0;108.0
552.0;16.0;551.0;154.0;458.0;-111;5.0;61.0
417.0;-46.0;404.0;170.0;531.0;-209;42.0;44.0
461.0;-90.0;273.0;255.0;604.0;-152;230.0;-1.0
235.0;-94.0;47.0;340.0;438.0;-172;285.0;-72.0
-60.0;-144.0;-173.0;360.0;298.0;-168;266.0;-101.0
1013.0;450.0;430.0;302.0;665.0;162;1495.0;73.0
890.0;431.0;229.0;335.0;403.0;131;1425.0;4.0
631.0;496.0;-152.0;430.0;525.0;93;1389.0;-17.0
949.0;463.0;-298.0;231.0;981.0;97;1095.0;-24.0
1233.0;707.0;-122.0;131.0;1005.0;104;877.0;15.0
1225.0;1012.0;-57.0;456.0;1001.0;116;612.0;2.0
1100.0;1109.0;-81.0;701.0;1180.0;130;501.0;-37.0
1151.0;1072.0;-325.0;522.0;1110.0;121;369.0;8.0
1128.0;907.0;-581.0;371.0;834.0;129;512.0;49.0
1122.0;769.0;-669.0;405.0;670.0;148;924.0;58.0
964.0;799.0;-840.0;448.0;506.0;148;1562.0;52.0
521.0;826.0;-861.0;366.0;251.0;159;1633.0;52.0
2.0;902.0;-645.0;272.0;72.0;170;1137.0;7.0
-187.0;1098.0;-496.0;18.0;113.0;166;112.0;17.0
-133.0;1353.0;-341.0;-228.0;167.0;168;-664.0;11.0
18.0;1572.0;-256.0;-585.0;106.0;170;-1063.0;-8.0
16.0;1635.0;-378.0;-925.0;21.0;169;?;1.0
-333.0;1777.0;-703.0;-953.0;-443.0;170;?;50.0
-933.0;1728.0;-755.0;-784.0;-1093.0;169;?;-62.0
-1490.0;1441.0;-661.0;-595.0;-1200.0;170;-339.0;-157.0
-1465.0;1218.0;-320.0;-678.0;-752.0;170;-225.0;-217.0
-736.0;935.0;-73.0;-651.0;-404.0;170;373.0;-208.0
142.0;723.0;83.0;-596.0;-241.0;169;374.0;-124.0
369.0;682.0;72.0;-441.0;-410.0;169;139.0;-119.0
-14.0;606.0;35.0;-394.0;-510.0;169;71.0;-87.0
-395.0;433.0;-116.0;-219.0;-418.0;169;-15.0;1.0
-511.0;206.0;-244.0;-97.0;-412.0;170;?;-1.0
-414.0;139.0;-452.0;-99.0;-354.0;169;?;45.0
-369.0;74.0;-414.0;-116.0;-399.0;170;?;33.0
-352.0;-15.0;-333.0;-70.0;-431.0;169;?;44.0
-397.0;-3.0;-277.0;-47.0;-432.0;170;?;68.0
-381.0;-54.0;-107.0;18.0;-318.0;169;?;42.0
-281.0;-111.0;-136.0;46.0;-200.0;166;?;27.0
-162.0;-191.0;-67.0;102.0;-140.0;166;?;72.0
-128.0;-86.0;-166.0;92.0;33.0;166;?;53.0
-9.0;-169.0;-109.0;107.0;107.0;166;?;78.0
31.0;-197.0;-40.0;66.0;176.0;166;?;74.0
44.0;-257.0;-93.0;25.0;163.0;166;160.0;85.0
19.0;-328.0;90.0;46.0;128.0;166;277.0;37.0
-43.0;-444.0;665.0;68.0;171.0;166;39.0;12.0
6.0;-523.0;1211.0;76.0;214.0;166;-175.0;-46.0
12.0;-674.0;1319.0;37.0;207.0;166;-178.0;-96.0
43.0;-773.0;1271.0;58.0;179.0;166;16.0;-108.0
-4.0;-735.0;1252.0;-37.0;175.0;166;-2.0;-135.0
-38.0;-705.0;1377.0;-94.0;157.0;166;-8.0;-123.0
-116.0;-647.0;?;-132.0;47.0;166;5.0;-84.0
-161.0;-536.0;?;-224.0;-59.0;166;-10.0;-50.0
-324.0;-542.0;?;-294.0;-258.0;166;47.0;4.0
-458.0;-430.0;?;-398.0;-297.0;166;-1.0;6.0
-549.0;-493.0;?;-544.0;-450.0;166;-90.0;107.0
-654.0;-330.0;?;-620.0;-556.0;166;-23.0;62.0
-860.0;-381.0;?;-806.0;-813.0;166;-268.0;143.0
-1066.0;-341.0;?;-973.0;-1062.0;166;-517.0;194.0
-1243.0;-468.0;?;-1198.0;-1245.0;166;-755.0;267.0
-1454.0;-676.0;?;-1408.0;-1472.0;166;-1068.0;316.0
-1673.0;-687.0;?;-1559.0;-1620.0;166;-1051.0;321.0
-1811.0;-805.0;?;-1646.0;-1732.0;166;-1269.0;385.0
-1837.0;-837.0;4.0;-1740.0;-1864.0;166;-1128.0;376.0
-1887.0;-795.0;?;-1746.0;-1959.0;166;-1328.0;351.0
-1959.0;-787.0;?;-1808.0;-2030.0;167;-1419.0;314.0
-1963.0;-737.0;?;-1802.0;-2080.0;167;-1492.0;300.0
-1927.0;-722.0;-293.0;?;-2030.0;169;-1576.0;294.0
-63.0;-37.0;-33.0;?;144.0;173;-240.0;3.0
33.0;118.0;46.0;?;126.0;173;-382.0;-7.0
48.0;7.0;27.0;?;31.0;173;-48.0;18.0
-61.0;41.0;-7.0;?;-42.0;173;240.0;31.0
-71.0;179.0;20.0;?;-29.0;173;283.0;29.0
6.0;164.0;28.0;?;58.0;173;88.0;38.0
46.0;152.0;18.0;?;94.0;173;10.0;54.0
114.0;159.0;-17.0;?;45.0;173;21.0;77.0
57.0;56.0;175.0;?;-11.0;173;83.0;62.0
21.0;-159.0;324.0;?;-113.0;?;282.0;124.0
-131.0;-250.0;461.0;38.0;-258.0;?;482.0;186.0
-242.0;-325.0;581.0;57.0;-239.0;?;300.0;165.0
-220.0;-465.0;958.0;-6.0;-144.0;?;477.0;185.0
-156.0;-113.0;1176.0;56.0;-178.0;?;767.0;173.0
-111.0;458.0;1239.0;160.0;-58.0;?;722.0;156.0
38.0;805.0;1287.0;215.0;151.0;?;324.0;156.0
228.0;1045.0;1208.0;263.0;313.0;?;108.0;109.0
273.0;1197.0;1055.0;204.0;219.0;173;?;100.0
106.0;?;849.0;133.0;117.0;173;?;76.0
-51.0;?;553.0;43.0;40.0;173;?;83.0
-81.0;?;237.0;-44.0;-20.0;173;-406.0;42.0
-161.0;892.0;50.0;-59.0;-101.0;173;-592.0;55.0
-214.0;671.0;-128.0;-103.0;-94.0;173;-465.0;12.0
-199.0;469.0;-116.0;-162.0;-105.0;173;-270.0;12.0
-136.0;170.0;-112.0;-148.0;-149.0;173;-75.0;-3.0
-179.0;-14.0;-52.0;-163.0;-126.0;173;300.0;2.0
-186.0;-163.0;46.0;-132.0;-165.0;173;302.0;18.0
-173.0;-215.0;7.0;-69.0;-72.0;173;48.0;-2.0
-74.0;-273.0;-143.0;-42.0;-2.0;173;104.0;-14.0
46.0;-303.0;-135.0;-76.0;-32.0;173;297.0;-48.0
-42.0;-202.0;-74.0;-37.0;-83.0;173;166.0;-29.0
-382.0;306.0;-264.0;-573.0;-157.0;172;311.0;-239.0
-610.0;325.0;-233.0;-606.0;-346.0;175;65.0;-306.0
-659.0;387.0;-96.0;-636.0;-431.0;175;-61.0;-359.0
-580.0;414.0;-7.0;-702.0;-438.0;173;47.0;-346.0
-468.0;330.0;25.0;-891.0;-439.0;172;39.0;-322.0
-392.0;229.0;-20.0;-1038.0;-458.0;175;-13.0;-298.0
-291.0;215.0;-1.0;-1166.0;-519.0;176;-111.0;-286.0
-254.0;245.0;27.0;-1282.0;-633.0;175;-423.0;-296.0
-337.0;215.0;7.0;-1333.0;-649.0;176;-554.0;-356.0
-535.0;227.0;15.0;-1213.0;-906.0;176;-451.0;-341.0
-876.0;222.0;-28.0;-1086.0;-1086.0;176;-576.0;-309.0
-1147.0;33.0;-71.0;-870.0;-1075.0;176;-609.0;-350.0
-1007.0;-97.0;97.0;-721.0;-1008.0;176;-283.0;-303.0
-451.0;-161.0;225.0;-603.0;-686.0;176;-306.0;-271.0
274.0;-193.0;193.0;-421.0;-340.0;176;-280.0;-266.0
610.0;-177.0;193.0;-382.0;-346.0;176;-128.0;-194.0
396.0;-107.0;73.0;-330.0;-313.0;176;-58.0;-124.0
0.0;-89.0;-53.0;-336.0;-312.0;176;-95.0;4.0
-403.0;-137.0;-108.0;-466.0;-396.0;176;-172.0;94.0
-752.0;-155.0;-212.0;-571.0;-612.0;176;-349.0;79.0
-971.0;-283.0;-154.0;-628.0;-697.0;176;-557.0;95.0
-955.0;-347.0;-218.0;-635.0;-560.0;176;-610.0;103.0
-775.0;-579.0;118.0;-501.0;-428.0;176;-426.0;158.0
-559.0;?;382.0;-309.0;-234.0;176;-131.0;181.0
-328.0;?;166.0;-135.0;-36.0;176;-64.0;228.0
-196.0;-340.0;182.0;-94.0;190.0;176;?;282.0
128.0;-295.0;454.0;-6.0;116.0;-155;?;210.0
-113.0;-214.0;365.0;76.0;101.0;-189;-130.0;146.0
-243.0;-105.0;145.0;47.0;69.0;-167;-191.0;71.0
-200.0;-100.0;-94.0;-49.0;181.0;-175;-205.0;36.0
-63.0;-174.0;-289.0;-133.0;164.0;-171;-194.0;28.0
-132.0;-221.0;-333.0;-304.0;27.0;-166;-289.0;-10.0
-323.0;-258.0;-262.0;-533.0;-157.0;-170;-523.0;-66.0
-496.0;-268.0;-152.0;-577.0;-274.0;-169;-658.0;-116.0
-539.0;-191.0;-43.0;-557.0;-319.0;-175;-667.0;-188.0
-482.0;-150.0;6.0;-600.0;-326.0;-174;-610.0;-178.0
-397.0;-49.0;21.0;-576.0;-356.0;-175;-575.0;-185.0
-890.0;277.0;-1056.0;-1473.0;-1263.0;-169;551.0;-189.0
?;176.0;-743.0;-1308.0;-1339.0;-176;712.0;-166.0
?;36.0;-88.0;-1247.0;-1271.0;-186;15.0;-93.0
?;-159.0;443.0;-1057.0;-1364.0;-170;-692.0;-7.0
?;-249.0;125.0;-883.0;-1423.0;-184;-690.0;-7.0
?;-14.0;54.0;237.0;262.0;-214;-129.0;-9.0
?;64.0;84.0;343.0;438.0;-115;-138.0;-38.0
?;87.0;56.0;440.0;548.0;185;-48.0;-33.0
?;46.0;144.0;382.0;511.0;195;153.0;-3.0
?;-136.0;141.0;287.0;367.0;160;263.0;-13.0
?;-362.0;318.0;242.0;146.0;192;389.0;-37.0
?;-335.0;327.0;169.0;-7.0;169;484.0;-26.0
?;-314.0;226.0;72.0;9.0;181;149.0;-67.0
?;-353.0;-91.0;52.0;39.0;177;323.0;-88.0
?;-471.0;-160.0;-17.0;111.0;173;46.0;-127.0
-5.0;-621.0;135.0;-2.0;-27.0;176;115.0;-135.0
-34.0;-475.0;128.0;32.0;22.0;174;300.0;-189.0
32.0;-472.0;-2.0;118.0;73.0;175;265.0;-140.0
56.0;30.0;-27.0;53.0;121.0;176;576.0;16.0
62.0;89.0;11.0;36.0;119.0;176;162.0;-20.0
40.0;82.0;-87.0;84.0;108.0;176;-86.0;8.0
34.0;-2.0;-80.0;66.0;141.0;176;-167.0;28.0
78.0;-35.0;48.0;91.0;147.0;176;-92.0;33.0
87.0;-87.0;143.0;82.0;143.0;176;5.0;60.0
36.0;-191.0;134.0;129.0;104.0;176;-73.0;110.0
-16.0;-300.0;36.0;76.0;102.0;176;-179.0;109.0
60.0;-389.0;-185.0;67.0;95.0;176;-224.0;131.0
11.0;-471.0;-495.0;117.0;68.0;176;-123.0;137.0
16.0;-515.0;-698.0;83.0;43.0;176;-115.0;167.0
-11.0;-527.0;-848.0;53.0;33.0;176;-148.0;169.0
-884.0;255.0;1009.0;-348.0;-846.0;155;-955.0;-308.0
-715.0;341.0;1444.0;-265.0;-415.0;190;-1128.0;-343.0
-28.0;296.0;1950.0;-271.0;424.0;168;-1017.0;-260.0
404.0;449.0;2178.0;-629.0;194.0;178;-1042.0;-60.0
-652.0;776.0;1983.0;-637.0;-1076.0;176;-1550.0;71.0
-2239.0;1094.0;1658.0;-695.0;-2230.0;173;-1947.0;132.0
-2845.0;1265.0;1407.0;-649.0;-2375.0;177;-1752.0;149.0
-2466.0;1298.0;1067.0;-484.0;-1582.0;174;-1199.0;207.0
-1596.0;1044.0;953.0;-454.0;-748.0;176;-714.0;187.0
-474.0;?;1095.0;-517.0;-520.0;175;-381.0;190.0
-64.0;?;1221.0;-514.0;-597.0;176;-523.0;221.0
-363.0;?;1226.0;-351.0;-677.0;176;-680.0;238.0
-694.0;?;999.0;-157.0;-700.0;176;-614.0;243.0
-800.0;?;722.0;-4.0;-886.0;179;-463.0;235.0
-871.0;?;438.0;44.0;-969.0;177;-112.0;252.0
-901.0;?;-13.0;102.0;-843.0;179;35.0;269.0
-653.0;?;-686.0;129.0;-456.0;177;-155.0;316.0
-194.0;?;-1229.0;5.0;-266.0;126;-43.0;328.0
76.0;?;-1690.0;-143.0;-89.0;73;60.0;331.0
33.0;?;-1880.0;-37.0;-216.0;54;30.0;426.0
-282.0;?;-1950.0;147.0;-156.0;47;54.0;?
-24.0;-718.0;-1660.0;-158.0;355.0;63;348.0;?
714.0;-800.0;-905.0;-305.0;774.0;73;604.0;?
1314.0;-517.0;-389.0;115.0;1279.0;74;298.0;?
1584.0;-63.0;28.0;410.0;1577.0;115;-151.0;?
1815.0;122.0;236.0;338.0;1714.0;114;405.0;?
1794.0;47.0;201.0;32.0;1456.0;138;996.0;?
1456.0;0.0;221.0;-7.0;1118.0;168;1056.0;?
1006.0;135.0;332.0;82.0;751.0;160;452.0;?
633.0;287.0;574.0;192.0;488.0;212;3.0;?
337.0;390.0;807.0;184.0;346.0;11;119.0;?
87.0;396.0;928.0;59.0;303.0;-230;240.0;?
-91.0;310.0;1030.0;-85.0;359.0;-144;236.0;?
-163.0;264.0;1046.0;-218.0;186.0;-170;28.0;?
-364.0;273.0;1046.0;-271.0;-204.0;-210;-137.0;?
-592.0;255.0;1094.0;-422.0;-417.0;70;-180.0;-395.0
-723.0;359.0;1056.0;-473.0;-564.0;218;2.0;-441.0
-810.0;379.0;996.0;-538.0;-760.0;158;92.0;-475.0
-1012.0;392.0;884.0;-407.0;-887.0;177;79.0;-439.0
-1295.0;386.0;641.0;-312.0;-1131.0;172;42.0;-414.0
-1323.0;376.0;329.0;-152.0;-400.0;167;-256.0;-624.0
-264.0;146.0;581.0;369.0;377.0;175;-151.0;-519.0
1455.0;148.0;530.0;313.0;826.0;167;-178.0;-295.0
2525.0;62.0;373.0;-64.0;508.0;173;-195.0;-156.0
1332.0;-21.0;348.0;-253.0;-32.0;171;210.0;-131.0
-448.0;-184.0;-22.0;-119.0;-327.0;171;309.0;-90.0
-1324.0;-237.0;-312.0;-133.0;-622.0;171;614.0;-100.0
-1483.0;-171.0;-501.0;-72.0;-626.0;171;614.0;-87.0
-1196.0;-186.0;-671.0;-44.0;-498.0;171;366.0;-114.0
