InertialMeasurementUnit BACK accY;InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;InertialMeasurementUnit LUA accZ;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
-114.0;125.0;314.0;-952.0;1062.0;289.0;976.0;-781.0;693.0;328.0;53.0;161.0
-124.0;92.0;332.0;-934.0;1070.0;307.0;927.0;-760.0;713.0;356.0;82.0;195.0
0.0;218.0;312.0;-889.0;1000.0;324.0;903.0;-747.0;637.0;414.0;122.0;195.0
-125.0;205.0;360.0;-859.0;1023.0;190.0;847.0;-780.0;723.0;428.0;151.0;142.0
-21.0;329.0;-19.0;-866.0;1104.0;54.0;972.0;-720.0;717.0;504.0;-17.0;18.0
-101.0;98.0;293.0;-964.0;1085.0;169.0;970.0;-821.0;715.0;480.0;60.0;249.0
60.0;238.0;-7.0;-742.0;1193.0;236.0;1101.0;-596.0;960.0;415.0;-46.0;253.0
-139.0;122.0;286.0;-993.0;1023.0;261.0;934.0;-781.0;742.0;425.0;83.0;294.0
-144.0;60.0;269.0;-983.0;1086.0;168.0;986.0;-841.0;744.0;485.0;61.0;229.0
-149.0;70.0;264.0;-965.0;1082.0;174.0;989.0;-824.0;727.0;476.0;50.0;217.0
-115.0;154.0;237.0;-973.0;1028.0;210.0;858.0;-797.0;690.0;368.0;146.0;203.0
13.0;195.0;118.0;-767.0;1114.0;257.0;956.0;-676.0;687.0;433.0;228.0;45.0
-156.0;203.0;286.0;-1092.0;900.0;219.0;1100.0;-1048.0;550.0;532.0;151.0;-137.0
-121.0;68.0;315.0;-960.0;1038.0;181.0;963.0;-812.0;725.0;465.0;81.0;260.0
-126.0;65.0;312.0;-953.0;1040.0;169.0;953.0;-804.0;706.0;460.0;54.0;269.0
-120.0;61.0;281.0;-951.0;1039.0;162.0;957.0;-804.0;707.0;469.0;51.0;273.0
-29.0;367.0;79.0;-818.0;1117.0;307.0;1070.0;-734.0;602.0;464.0;112.0;-7.0
-138.0;53.0;314.0;-932.0;1060.0;172.0;953.0;-793.0;749.0;472.0;63.0;240.0
-147.0;58.0;306.0;-937.0;1088.0;155.0;939.0;-790.0;725.0;464.0;67.0;236.0
-99.0;202.0;249.0;-983.0;1057.0;331.0;1003.0;-848.0;758.0;524.0;95.0;220.0
-107.0;258.0;297.0;-971.0;1141.0;258.0;950.0;-815.0;649.0;455.0;68.0;165.0
-156.0;228.0;188.0;-1116.0;1257.0;471.0;949.0;-1023.0;922.0;492.0;51.0;66.0
-123.0;213.0;167.0;-987.0;1090.0;434.0;1050.0;-925.0;779.0;518.0;126.0;43.0
-208.0;42.0;153.0;-1170.0;1001.0;569.0;1138.0;-1108.0;663.0;461.0;77.0;104.0
-259.0;107.0;254.0;-1038.0;1109.0;369.0;1109.0;-806.0;580.0;440.0;-43.0;340.0
-267.0;27.0;85.0;-1006.0;1188.0;375.0;1043.0;-932.0;960.0;437.0;-4.0;53.0
-99.0;37.0;341.0;-874.0;1057.0;290.0;867.0;-698.0;698.0;331.0;10.0;291.0
-278.0;102.0;67.0;-935.0;1179.0;257.0;939.0;-817.0;908.0;334.0;-84.0;125.0
-141.0;55.0;331.0;-867.0;1014.0;291.0;857.0;-677.0;631.0;377.0;60.0;345.0
-122.0;266.0;725.0;-755.0;808.0;131.0;-121.0;504.0;-547.0;559.0;344.0;595.0
-224.0;40.0;339.0;-919.0;1003.0;272.0;828.0;-778.0;825.0;294.0;22.0;258.0
-211.0;133.0;214.0;-984.0;990.0;581.0;836.0;-858.0;683.0;624.0;49.0;29.0
-24.0;184.0;258.0;-768.0;844.0;373.0;761.0;-650.0;595.0;370.0;41.0;241.0
-202.0;177.0;195.0;-972.0;1107.0;281.0;992.0;-793.0;739.0;424.0;-41.0;161.0
-167.0;221.0;209.0;-968.0;1051.0;276.0;971.0;-787.0;689.0;442.0;-50.0;182.0
-357.0;17.0;169.0;-961.0;1004.0;163.0;945.0;-866.0;635.0;309.0;236.0;46.0
-158.0;210.0;252.0;-958.0;1096.0;253.0;962.0;-774.0;692.0;453.0;-49.0;181.0
-9.0;187.0;288.0;-900.0;1000.0;251.0;895.0;-776.0;654.0;424.0;126.0;211.0
-168.0;220.0;241.0;-964.0;1087.0;246.0;962.0;-783.0;715.0;453.0;-33.0;187.0
-205.0;123.0;174.0;-1000.0;1067.0;186.0;1029.0;-902.0;732.0;399.0;-29.0;83.0
-132.0;67.0;269.0;-962.0;1065.0;184.0;970.0;-827.0;727.0;460.0;80.0;212.0
-163.0;233.0;252.0;-961.0;1071.0;269.0;961.0;-782.0;707.0;431.0;-26.0;189.0
-167.0;234.0;258.0;-957.0;1068.0;276.0;972.0;-785.0;680.0;446.0;-30.0;180.0
-22.0;338.0;353.0;-1013.0;1041.0;243.0;919.0;-841.0;443.0;566.0;87.0;101.0
-160.0;274.0;254.0;-927.0;1097.0;453.0;1018.0;-720.0;707.0;508.0;-26.0;179.0
-162.0;239.0;266.0;-963.0;1080.0;269.0;964.0;-787.0;678.0;458.0;-16.0;181.0
-474.0;-93.0;240.0;-972.0;1000.0;471.0;699.0;-500.0;315.0;520.0;-156.0;336.0
-394.0;-54.0;215.0;-1153.0;1001.0;467.0;640.0;-526.0;299.0;26.0;-208.0;-83.0
-301.0;130.0;420.0;-1020.0;948.0;336.0;755.0;-687.0;378.0;255.0;15.0;22.0
-159.0;231.0;277.0;-966.0;1080.0;257.0;966.0;-788.0;681.0;470.0;-28.0;172.0
-196.0;200.0;250.0;-1004.0;1051.0;275.0;998.0;-830.0;679.0;461.0;-11.0;130.0
-203.0;189.0;52.0;-1052.0;1079.0;620.0;1194.0;-909.0;728.0;657.0;-12.0;-30.0
-44.0;123.0;375.0;-841.0;1002.0;228.0;1021.0;-683.0;575.0;437.0;45.0;214.0
-64.0;249.0;296.0;-817.0;830.0;350.0;758.0;-709.0;571.0;475.0;107.0;160.0
-136.0;227.0;145.0;-873.0;1068.0;58.0;976.0;-636.0;718.0;500.0;176.0;173.0
-103.0;373.0;103.0;-932.0;1012.0;104.0;958.0;-846.0;672.0;661.0;272.0;66.0
-162.0;54.0;267.0;-960.0;1080.0;168.0;963.0;-828.0;723.0;458.0;49.0;229.0
-36.0;156.0;118.0;-764.0;680.0;186.0;756.0;-640.0;451.0;448.0;94.0;149.0
-166.0;355.0;429.0;-903.0;790.0;249.0;439.0;-775.0;295.0;630.0;472.0;364.0
-163.0;112.0;129.0;-986.0;1102.0;227.0;912.0;-633.0;633.0;159.0;-237.0;12.0
-41.0;68.0;-59.0;-855.0;1052.0;297.0;620.0;-641.0;773.0;229.0;-133.0;299.0
-122.0;77.0;315.0;-960.0;1090.0;176.0;962.0;-815.0;737.0;453.0;65.0;232.0
-95.0;149.0;269.0;-1073.0;1389.0;143.0;1245.0;-935.0;823.0;595.0;129.0;308.0
-149.0;71.0;273.0;-971.0;1083.0;189.0;980.0;-838.0;780.0;461.0;53.0;209.0
-346.0;1.0;237.0;-976.0;1080.0;432.0;960.0;-801.0;745.0;353.0;10.0;222.0
-183.0;167.0;243.0;-875.0;1072.0;271.0;1039.0;-730.0;634.0;588.0;77.0;341.0
-203.0;183.0;278.0;-929.0;1089.0;250.0;968.0;-834.0;734.0;658.0;-3.0;297.0
-156.0;48.0;278.0;-960.0;1067.0;170.0;973.0;-832.0;731.0;445.0;53.0;223.0
-113.0;-8.0;99.0;-980.0;1068.0;335.0;608.0;-327.0;215.0;470.0;-261.0;-152.0
-146.0;50.0;277.0;-964.0;1072.0;160.0;980.0;-827.0;729.0;454.0;61.0;240.0
-146.0;43.0;294.0;-964.0;1067.0;160.0;966.0;-826.0;716.0;459.0;52.0;248.0
50.0;299.0;327.0;-927.0;983.0;114.0;937.0;-767.0;584.0;612.0;285.0;226.0
-30.0;193.0;286.0;-1106.0;809.0;264.0;905.0;-1070.0;504.0;590.0;202.0;-152.0
-153.0;42.0;275.0;-963.0;1064.0;168.0;962.0;-830.0;746.0;446.0;58.0;241.0
-223.0;60.0;-12.0;-839.0;1104.0;312.0;1187.0;-687.0;739.0;334.0;121.0;241.0
-234.0;197.0;331.0;-948.0;1083.0;263.0;873.0;-844.0;694.0;511.0;118.0;356.0
-181.0;257.0;538.0;-880.0;935.0;194.0;430.0;-82.0;-31.0;687.0;24.0;380.0
-145.0;48.0;262.0;-963.0;1068.0;162.0;974.0;-824.0;738.0;470.0;62.0;241.0
-236.0;194.0;319.0;-937.0;1091.0;251.0;874.0;-839.0;666.0;564.0;-5.0;313.0
-156.0;225.0;98.0;-877.0;1230.0;159.0;950.0;-402.0;796.0;533.0;-124.0;317.0
-157.0;42.0;282.0;-963.0;1062.0;169.0;976.0;-826.0;758.0;454.0;52.0;243.0
59.0;419.0;246.0;-837.0;1074.0;205.0;999.0;-771.0;603.0;548.0;165.0;-61.0
-275.0;152.0;341.0;-988.0;1046.0;289.0;626.0;-418.0;253.0;667.0;-79.0;152.0
-13.0;171.0;250.0;-693.0;855.0;248.0;639.0;-578.0;634.0;465.0;82.0;170.0
-144.0;41.0;273.0;-963.0;1049.0;169.0;971.0;-825.0;733.0;441.0;55.0;247.0
-107.0;231.0;336.0;-853.0;1038.0;185.0;884.0;-755.0;741.0;425.0;160.0;66.0
-195.0;175.0;231.0;-1031.0;1083.0;294.0;894.0;-721.0;290.0;636.0;-98.0;-204.0
-464.0;46.0;37.0;-1034.0;1108.0;617.0;1000.0;-884.0;774.0;250.0;42.0;-14.0
31.0;237.0;101.0;-845.0;1253.0;107.0;1409.0;-723.0;956.0;497.0;148.0;280.0
-11.0;361.0;230.0;-942.0;1072.0;173.0;943.0;-818.0;581.0;589.0;129.0;70.0
28.0;184.0;281.0;-854.0;1228.0;91.0;898.0;-717.0;998.0;484.0;125.0;272.0
-3.0;226.0;53.0;-871.0;1117.0;52.0;1009.0;-744.0;856.0;460.0;103.0;284.0
10.0;178.0;277.0;-922.0;1068.0;100.0;960.0;-804.0;769.0;463.0;112.0;154.0
-69.0;183.0;325.0;-957.0;1051.0;-114.0;971.0;-807.0;733.0;547.0;130.0;261.0
-155.0;332.0;211.0;-966.0;1066.0;197.0;974.0;-830.0;697.0;463.0;-6.0;179.0
-120.0;65.0;275.0;-963.0;1080.0;170.0;989.0;-825.0;746.0;457.0;70.0;228.0
-138.0;73.0;258.0;-965.0;1049.0;169.0;976.0;-831.0;747.0;455.0;66.0;211.0
-147.0;55.0;238.0;-968.0;1088.0;183.0;963.0;-832.0;749.0;466.0;47.0;242.0
-63.0;145.0;271.0;-970.0;1075.0;134.0;944.0;-821.0;730.0;473.0;50.0;254.0
-48.0;328.0;268.0;-888.0;928.0;155.0;834.0;-857.0;602.0;597.0;126.0;-67.0
-120.0;70.0;306.0;-967.0;1076.0;169.0;990.0;-826.0;741.0;469.0;87.0;251.0
-264.0;230.0;237.0;-930.0;1190.0;349.0;851.0;-393.0;647.0;419.0;-131.0;310.0
-111.0;135.0;267.0;-976.0;1079.0;188.0;980.0;-841.0;741.0;488.0;100.0;200.0
50.0;194.0;122.0;-640.0;783.0;12.0;703.0;-481.0;539.0;430.0;140.0;310.0
-102.0;151.0;285.0;-966.0;1079.0;181.0;981.0;-832.0;755.0;493.0;77.0;197.0
-48.0;281.0;299.0;-970.0;798.0;308.0;801.0;-883.0;532.0;506.0;161.0;41.0
-42.0;215.0;223.0;-962.0;1065.0;141.0;999.0;-845.0;712.0;484.0;90.0;127.0
-277.0;193.0;418.0;-1007.0;1002.0;369.0;935.0;-772.0;551.0;330.0;96.0;226.0
54.0;293.0;137.0;-933.0;1094.0;76.0;828.0;-727.0;812.0;594.0;49.0;243.0
-104.0;72.0;271.0;-954.0;1080.0;169.0;972.0;-816.0;752.0;468.0;61.0;233.0
-151.0;47.0;283.0;-974.0;1067.0;175.0;982.0;-837.0;737.0;455.0;52.0;242.0
-110.0;248.0;22.0;-942.0;1230.0;105.0;1058.0;-832.0;839.0;551.0;164.0;169.0
169.0;321.0;211.0;-845.0;982.0;136.0;807.0;-759.0;503.0;319.0;78.0;-310.0
-142.0;63.0;306.0;-972.0;1070.0;189.0;981.0;-822.0;732.0;487.0;75.0;252.0
-146.0;56.0;266.0;-969.0;1088.0;188.0;991.0;-838.0;766.0;454.0;61.0;221.0
-76.0;66.0;393.0;-916.0;993.0;277.0;899.0;-732.0;586.0;294.0;64.0;286.0
-287.0;26.0;191.0;-942.0;1394.0;347.0;1257.0;-838.0;715.0;248.0;25.0;151.0
-110.0;60.0;308.0;-959.0;1078.0;179.0;943.0;-811.0;745.0;457.0;60.0;268.0
-105.0;139.0;294.0;-971.0;1070.0;179.0;988.0;-835.0;757.0;490.0;99.0;192.0
-154.0;54.0;264.0;-973.0;1090.0;191.0;983.0;-839.0;742.0;461.0;60.0;219.0
-137.0;55.0;300.0;-956.0;1067.0;178.0;951.0;-807.0;735.0;455.0;62.0;270.0
-130.0;62.0;306.0;-959.0;1056.0;171.0;955.0;-817.0;744.0;457.0;77.0;243.0
-138.0;68.0;319.0;-971.0;1047.0;190.0;982.0;-827.0;733.0;453.0;62.0;243.0
-104.0;144.0;283.0;-975.0;1043.0;187.0;990.0;-837.0;759.0;487.0;92.0;192.0
-126.0;61.0;292.0;-944.0;1040.0;165.0;935.0;-799.0;757.0;471.0;68.0;259.0
-277.0;2.0;175.0;-931.0;1002.0;176.0;925.0;-890.0;701.0;255.0;-70.0;106.0
-140.0;55.0;257.0;-981.0;1082.0;192.0;990.0;-846.0;761.0;439.0;62.0;232.0
-330.0;196.0;36.0;-987.0;1121.0;506.0;651.0;-799.0;570.0;422.0;-432.0;0.0
-139.0;67.0;250.0;-981.0;1090.0;194.0;993.0;-850.0;747.0;471.0;72.0;208.0
-135.0;250.0;167.0;-964.0;1140.0;148.0;715.0;-574.0;674.0;564.0;40.0;100.0
-174.0;217.0;134.0;-978.0;1097.0;319.0;915.0;-707.0;623.0;506.0;-120.0;45.0
-133.0;74.0;335.0;-968.0;1058.0;176.0;979.0;-822.0;725.0;474.0;94.0;245.0
-140.0;58.0;250.0;-986.0;1087.0;187.0;999.0;-855.0;781.0;454.0;61.0;213.0
-142.0;73.0;307.0;-969.0;1060.0;175.0;979.0;-826.0;727.0;473.0;64.0;230.0
-159.0;63.0;305.0;-972.0;1060.0;168.0;980.0;-833.0;725.0;475.0;51.0;229.0
-131.0;44.0;274.0;-872.0;992.0;230.0;930.0;-876.0;683.0;416.0;55.0;129.0
-145.0;103.0;283.0;-987.0;1061.0;177.0;985.0;-843.0;733.0;478.0;86.0;206.0
-165.0;80.0;72.0;-1089.0;1033.0;289.0;1146.0;-1044.0;838.0;386.0;-3.0;43.0
-168.0;216.0;226.0;-1115.0;1227.0;254.0;1143.0;-1001.0;973.0;571.0;174.0;267.0
-106.0;94.0;276.0;-967.0;1077.0;174.0;957.0;-819.0;748.0;484.0;101.0;246.0
-62.0;171.0;133.0;-1109.0;1231.0;174.0;1316.0;-994.0;976.0;576.0;15.0;305.0
-99.0;245.0;80.0;-888.0;1193.0;175.0;1243.0;-711.0;857.0;534.0;53.0;235.0
171.0;45.0;-470.0;-903.0;1000.0;330.0;979.0;-970.0;970.0;57.0;-290.0;-523.0
-123.0;95.0;296.0;-966.0;1080.0;174.0;961.0;-826.0;752.0;454.0;81.0;213.0
-18.0;187.0;356.0;-888.0;1435.0;43.0;1142.0;-743.0;1042.0;490.0;98.0;240.0
-424.0;147.0;364.0;-1023.0;1110.0;555.0;972.0;-723.0;588.0;428.0;134.0;103.0
-224.0;106.0;140.0;-1056.0;1168.0;39.0;1088.0;-872.0;705.0;577.0;140.0;260.0
-212.0;128.0;159.0;-962.0;1066.0;130.0;1197.0;-859.0;801.0;416.0;76.0;136.0
-155.0;89.0;259.0;-976.0;1043.0;163.0;994.0;-844.0;735.0;460.0;78.0;203.0
-114.0;92.0;268.0;-957.0;1078.0;168.0;961.0;-819.0;773.0;458.0;70.0;214.0
-558.0;56.0;5.0;-1053.0;1154.0;847.0;1017.0;-857.0;811.0;512.0;60.0;59.0
-130.0;67.0;252.0;-962.0;1063.0;149.0;967.0;-826.0;764.0;431.0;77.0;226.0
-166.0;62.0;200.0;-961.0;1127.0;231.0;981.0;-856.0;858.0;391.0;-2.0;190.0
-87.0;272.0;374.0;-952.0;1123.0;158.0;921.0;-697.0;625.0;256.0;-60.0;227.0
-112.0;193.0;149.0;-1231.0;1348.0;449.0;1329.0;-1100.0;983.0;539.0;21.0;322.0
-105.0;107.0;246.0;-987.0;1057.0;187.0;990.0;-847.0;762.0;463.0;53.0;220.0
-88.0;265.0;104.0;-959.0;1156.0;193.0;985.0;-810.0;656.0;468.0;-128.0;-45.0
-182.0;69.0;-100.0;-1011.0;1092.0;310.0;868.0;-611.0;914.0;407.0;-160.0;-218.0
-123.0;132.0;268.0;-1022.0;1121.0;171.0;1046.0;-886.0;755.0;567.0;150.0;157.0
-273.0;198.0;67.0;-1369.0;1298.0;413.0;1141.0;-1242.0;792.0;584.0;12.0;157.0
-108.0;136.0;275.0;-968.0;1082.0;177.0;982.0;-833.0;744.0;487.0;83.0;190.0
-132.0;73.0;211.0;-995.0;1000.0;32.0;1028.0;-847.0;780.0;287.0;105.0;249.0
-117.0;168.0;110.0;-962.0;1086.0;267.0;1026.0;-858.0;746.0;323.0;169.0;126.0
-54.0;346.0;104.0;-923.0;1040.0;216.0;948.0;-834.0;748.0;503.0;241.0;6.0
-152.0;61.0;272.0;-973.0;1069.0;204.0;974.0;-835.0;741.0;454.0;51.0;253.0
-148.0;65.0;269.0;-970.0;1068.0;207.0;984.0;-832.0;746.0;453.0;35.0;232.0
-115.0;140.0;233.0;-958.0;1052.0;169.0;981.0;-838.0;751.0;469.0;99.0;148.0
-110.0;131.0;232.0;-950.0;1064.0;174.0;988.0;-828.0;754.0;482.0;100.0;174.0
-135.0;51.0;262.0;-968.0;1044.0;196.0;970.0;-835.0;739.0;443.0;60.0;242.0
-56.0;505.0;609.0;-861.0;910.0;305.0;451.0;-613.0;-161.0;818.0;78.0;96.0
-47.0;231.0;178.0;-944.0;1066.0;197.0;958.0;-825.0;804.0;462.0;121.0;152.0
-218.0;-27.0;374.0;-1004.0;1406.0;195.0;1076.0;-891.0;905.0;316.0;-13.0;229.0
-266.0;72.0;219.0;-882.0;1231.0;316.0;934.0;-776.0;1041.0;291.0;-10.0;177.0
-128.0;120.0;267.0;-978.0;1056.0;312.0;964.0;-792.0;740.0;320.0;-1.0;183.0
-159.0;117.0;432.0;-938.0;1029.0;233.0;820.0;-582.0;519.0;295.0;-20.0;331.0
-41.0;217.0;240.0;-921.0;1045.0;174.0;951.0;-799.0;749.0;473.0;92.0;145.0
-219.0;72.0;141.0;-973.0;1148.0;498.0;1082.0;-924.0;907.0;343.0;-23.0;87.0
-142.0;80.0;222.0;-989.0;1088.0;187.0;999.0;-852.0;753.0;462.0;70.0;197.0
-154.0;38.0;278.0;-975.0;1083.0;181.0;990.0;-834.0;765.0;465.0;40.0;255.0
-222.0;142.0;23.0;-1153.0;1209.0;178.0;1293.0;-1024.0;1124.0;577.0;150.0;227.0
-282.0;-1.0;144.0;-895.0;1282.0;352.0;1087.0;-764.0;983.0;229.0;-58.0;209.0
-106.0;140.0;246.0;-970.0;1080.0;171.0;1000.0;-839.0;768.0;490.0;91.0;186.0
-102.0;146.0;278.0;-976.0;1078.0;174.0;1002.0;-846.0;760.0;498.0;101.0;181.0
-69.0;171.0;224.0;-919.0;1403.0;154.0;1118.0;-782.0;875.0;487.0;151.0;236.0
-199.0;238.0;1008.0;-242.0;320.0;222.0;-424.0;720.0;-790.0;650.0;642.0;926.0
-172.0;43.0;235.0;-992.0;1108.0;198.0;1015.0;-869.0;752.0;449.0;48.0;234.0
-154.0;72.0;258.0;-978.0;1068.0;197.0;991.0;-848.0;733.0;456.0;56.0;197.0
-162.0;67.0;245.0;-970.0;1069.0;198.0;977.0;-840.0;752.0;457.0;69.0;201.0
3.0;245.0;299.0;-793.0;745.0;346.0;646.0;-642.0;535.0;503.0;150.0;248.0
180.0;368.0;149.0;-894.0;992.0;-16.0;1199.0;-864.0;734.0;479.0;57.0;284.0
-134.0;142.0;223.0;-964.0;1069.0;150.0;980.0;-832.0;781.0;531.0;40.0;191.0
-399.0;13.0;352.0;-1025.0;1025.0;444.0;933.0;-774.0;677.0;398.0;-136.0;320.0
-352.0;246.0;597.0;-847.0;938.0;432.0;839.0;-589.0;353.0;864.0;372.0;511.0
-153.0;58.0;274.0;-993.0;1072.0;193.0;1012.0;-850.0;748.0;461.0;46.0;244.0
14.0;250.0;656.0;-783.0;826.0;164.0;700.0;-487.0;242.0;714.0;169.0;426.0
-61.0;151.0;288.0;-954.0;1059.0;180.0;972.0;-811.0;768.0;511.0;92.0;234.0
-42.0;187.0;351.0;-934.0;1029.0;96.0;925.0;-791.0;694.0;528.0;119.0;254.0
-10.0;175.0;117.0;-963.0;1390.0;151.0;1048.0;-827.0;974.0;533.0;128.0;298.0
-103.0;547.0;741.0;-583.0;665.0;149.0;373.0;90.0;-73.0;1001.0;631.0;642.0
-201.0;200.0;463.0;-944.0;1018.0;251.0;961.0;-777.0;656.0;476.0;183.0;246.0
-84.0;163.0;454.0;-829.0;970.0;293.0;842.0;-506.0;431.0;736.0;143.0;452.0
-106.0;120.0;250.0;-995.0;1215.0;82.0;1191.0;-836.0;1027.0;523.0;136.0;388.0
-66.0;209.0;214.0;-967.0;1062.0;167.0;981.0;-847.0;724.0;490.0;80.0;141.0
37.0;226.0;241.0;-976.0;1012.0;119.0;943.0;-873.0;720.0;548.0;60.0;40.0
-124.0;199.0;306.0;-787.0;840.0;383.0;700.0;-675.0;614.0;422.0;99.0;152.0
-145.0;95.0;250.0;-983.0;1082.0;171.0;985.0;-846.0;769.0;487.0;80.0;186.0
-79.0;248.0;233.0;-956.0;953.0;176.0;896.0;-920.0;645.0;464.0;128.0;-149.0
-331.0;-13.0;160.0;-938.0;1057.0;301.0;975.0;-892.0;775.0;219.0;-70.0;116.0
-182.0;33.0;271.0;-872.0;945.0;191.0;868.0;-766.0;611.0;317.0;-22.0;271.0
-103.0;90.0;283.0;-969.0;1083.0;181.0;962.0;-829.0;731.0;472.0;62.0;245.0
-74.0;101.0;266.0;-978.0;1069.0;180.0;976.0;-834.0;713.0;477.0;103.0;248.0
64.0;58.0;313.0;-916.0;941.0;204.0;944.0;-978.0;663.0;373.0;230.0;327.0
-93.0;170.0;291.0;-972.0;1071.0;158.0;993.0;-821.0;714.0;515.0;69.0;274.0
-220.0;130.0;263.0;-928.0;957.0;345.0;1032.0;-799.0;618.0;340.0;130.0;138.0
-264.0;8.0;223.0;-810.0;890.0;209.0;788.0;-756.0;693.0;369.0;-41.0;186.0
-232.0;38.0;149.0;-985.0;818.0;368.0;840.0;-909.0;615.0;488.0;12.0;77.0
-130.0;139.0;178.0;-997.0;1093.0;232.0;850.0;-740.0;728.0;358.0;-161.0;153.0
-318.0;75.0;-131.0;-977.0;1132.0;622.0;1002.0;-920.0;837.0;198.0;3.0;-241.0
9.0;330.0;240.0;-838.0;997.0;96.0;862.0;-689.0;605.0;545.0;284.0;98.0
-207.0;24.0;174.0;-1030.0;1123.0;298.0;1053.0;-918.0;850.0;381.0;-65.0;175.0
-176.0;156.0;99.0;-1140.0;1129.0;213.0;1077.0;-1040.0;777.0;464.0;80.0;39.0
-252.0;7.0;341.0;-927.0;1024.0;351.0;887.0;-713.0;631.0;304.0;-4.0;224.0
0.0;344.0;142.0;-822.0;1128.0;220.0;1082.0;-565.0;725.0;740.0;162.0;237.0
-156.0;111.0;284.0;-969.0;1059.0;163.0;977.0;-829.0;759.0;479.0;35.0;221.0
-97.0;241.0;268.0;-817.0;919.0;307.0;692.0;-735.0;647.0;459.0;92.0;33.0
-146.0;113.0;286.0;-965.0;1075.0;172.0;973.0;-818.0;765.0;468.0;23.0;240.0
-173.0;36.0;346.0;-926.0;1040.0;290.0;936.0;-763.0;734.0;423.0;19.0;350.0
-141.0;48.0;291.0;-969.0;1079.0;175.0;960.0;-827.0;735.0;468.0;61.0;264.0
-23.0;286.0;70.0;-943.0;1144.0;81.0;969.0;-843.0;818.0;407.0;-26.0;-68.0
-62.0;261.0;319.0;-871.0;983.0;48.0;913.0;-798.0;593.0;484.0;169.0;69.0
-130.0;108.0;262.0;-966.0;1072.0;138.0;985.0;-832.0;760.0;506.0;91.0;206.0
-158.0;53.0;248.0;-972.0;1075.0;195.0;985.0;-841.0;744.0;444.0;41.0;218.0
-100.0;161.0;272.0;-1049.0;1484.0;57.0;1223.0;-908.0;876.0;529.0;109.0;267.0
-57.0;218.0;169.0;-980.0;1070.0;204.0;1037.0;-883.0;744.0;493.0;70.0;77.0
-174.0;98.0;332.0;-965.0;986.0;244.0;902.0;-788.0;767.0;345.0;176.0;210.0
0.0;174.0;374.0;-851.0;1079.0;121.0;848.0;-712.0;711.0;516.0;170.0;220.0
-127.0;57.0;283.0;-960.0;1078.0;171.0;960.0;-821.0;754.0;474.0;68.0;250.0
-108.0;115.0;308.0;-972.0;1065.0;1.0;994.0;-820.0;791.0;497.0;66.0;254.0
-106.0;141.0;260.0;-971.0;1067.0;176.0;974.0;-839.0;772.0;493.0;92.0;187.0
-104.0;143.0;269.0;-975.0;1065.0;176.0;1003.0;-842.0;773.0;488.0;84.0;193.0
-45.0;331.0;272.0;-1111.0;948.0;201.0;812.0;-1063.0;594.0;596.0;117.0;44.0
