InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accX;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit RLA accY;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax
-16.0;15.0;-36.0;332.0;-294.0;36.0;291.0;192.0;18;18;1
1.0;-3.0;-32.0;334.0;-352.0;12.0;285.0;183.0;6;6;4
-10.0;6.0;-18.0;332.0;-324.0;9.0;296.0;190.0;17;17;11
-57.0;-179.0;-64.0;320.0;-268.0;-1.0;275.0;85.0;-26;-26;10
-17.0;-83.0;-69.0;318.0;-340.0;22.0;309.0;140.0;-12;-12;8
-33.0;-80.0;-53.0;327.0;-304.0;20.0;307.0;139.0;-1;-1;10
30.0;68.0;-10.0;285.0;-357.0;0.0;286.0;162.0;-13;-13;10
32.0;-4.0;2.0;343.0;-337.0;-6.0;272.0;170.0;12;12;7
72.0;-2.0;8.0;319.0;-292.0;0.0;291.0;164.0;-12;-12;14
102.0;-39.0;20.0;333.0;-281.0;34.0;287.0;185.0;-18;-18;14
329.0;4.0;95.0;331.0;-358.0;-16.0;195.0;221.0;-17;-17;16
84.0;-83.0;4.0;316.0;-292.0;29.0;300.0;139.0;16;16;9
100.0;-98.0;6.0;305.0;-298.0;19.0;305.0;111.0;22;22;9
87.0;-72.0;-6.0;295.0;-301.0;28.0;305.0;96.0;22;22;15
1340.0;-570.0;-522.0;229.0;-317.0;-25.0;438.0;21.0;1169;1169;97
130.0;-79.0;-28.0;323.0;-263.0;51.0;316.0;154.0;14;14;10
90.0;3.0;-38.0;321.0;-266.0;63.0;320.0;156.0;-2;-2;5
72.0;-17.0;31.0;328.0;-319.0;43.0;319.0;172.0;3;3;14
78.0;-16.0;25.0;324.0;-275.0;33.0;320.0;161.0;2;2;15
84.0;-20.0;3.0;303.0;-264.0;36.0;316.0;145.0;2;2;17
93.0;-88.0;-3.0;318.0;-205.0;65.0;315.0;126.0;-1;-1;16
92.0;-41.0;-27.0;330.0;-308.0;39.0;332.0;149.0;21;21;8
65.0;27.0;-16.0;322.0;-268.0;30.0;335.0;118.0;34;34;8
17.0;31.0;36.0;313.0;-246.0;51.0;317.0;131.0;18;18;5
3.0;24.0;-2.0;312.0;-266.0;59.0;305.0;146.0;12;12;6
-55.0;148.0;46.0;298.0;-300.0;38.0;329.0;163.0;-13;-13;16
-17.0;131.0;40.0;323.0;-258.0;47.0;326.0;163.0;-24;-24;16
-18.0;91.0;36.0;331.0;-341.0;46.0;321.0;163.0;-16;-16;6
-34.0;31.0;16.0;300.0;-281.0;35.0;289.0;179.0;5;5;14
-37.0;2.0;3.0;308.0;-240.0;36.0;283.0;167.0;4;4;14
-62.0;-7.0;-5.0;328.0;-266.0;47.0;284.0;163.0;-18;-18;8
-89.0;28.0;7.0;326.0;-292.0;26.0;282.0;161.0;-15;-15;10
-34.0;43.0;24.0;330.0;-340.0;44.0;276.0;161.0;25;25;11
-22.0;58.0;9.0;326.0;-323.0;41.0;277.0;141.0;12;12;13
-58.0;52.0;4.0;322.0;-318.0;37.0;285.0;157.0;21;21;13
-47.0;35.0;-13.0;323.0;-337.0;39.0;290.0;133.0;2;2;13
-21.0;67.0;-33.0;323.0;-292.0;38.0;294.0;182.0;-6;-6;12
-40.0;55.0;-26.0;332.0;-321.0;43.0;293.0;125.0;-2;-2;7
-16.0;40.0;-40.0;324.0;-287.0;14.0;299.0;165.0;-19;-19;7
-8.0;26.0;-27.0;332.0;-301.0;42.0;312.0;150.0;-9;-9;9
-27.0;-71.0;-71.0;337.0;-296.0;10.0;302.0;147.0;-10;-10;7
14.0;-58.0;-98.0;331.0;-284.0;43.0;318.0;156.0;12;12;8
-11.0;-43.0;-75.0;302.0;-307.0;42.0;317.0;162.0;19;19;15
6.0;-59.0;-64.0;318.0;-271.0;56.0;317.0;151.0;-4;-4;16
11.0;-20.0;-49.0;314.0;-268.0;49.0;319.0;158.0;4;4;10
-27.0;-27.0;-42.0;332.0;-285.0;52.0;324.0;169.0;2;2;9
-8.0;-15.0;-31.0;331.0;-280.0;26.0;310.0;162.0;-8;-8;12
28.0;-10.0;4.0;340.0;-313.0;36.0;317.0;131.0;-4;-4;12
50.0;23.0;24.0;342.0;-276.0;49.0;320.0;187.0;13;13;9
0.0;16.0;-1.0;335.0;-294.0;63.0;309.0;155.0;22;22;9
-18.0;12.0;15.0;323.0;-264.0;21.0;317.0;157.0;-1;-1;9
17.0;27.0;42.0;333.0;-305.0;62.0;314.0;141.0;0;0;7
-18.0;42.0;-17.0;314.0;-342.0;57.0;297.0;133.0;32;32;9
-4.0;52.0;16.0;345.0;-331.0;57.0;301.0;182.0;10;10;8
-37.0;-1.0;-34.0;336.0;-295.0;38.0;293.0;124.0;-1;-1;8
-36.0;39.0;-29.0;338.0;-306.0;10.0;311.0;114.0;3;3;11
-29.0;27.0;-27.0;308.0;-286.0;24.0;297.0;152.0;3;3;11
-29.0;11.0;-18.0;303.0;-334.0;22.0;297.0;151.0;-1;-1;10
-54.0;21.0;-23.0;319.0;-412.0;-38.0;305.0;176.0;35;35;45
-127.0;-72.0;-194.0;323.0;-394.0;-130.0;172.0;23.0;87;87;46
85.0;-361.0;-218.0;266.0;-388.0;-207.0;43.0;-86.0;-11;-11;25
-30.0;-14.0;22.0;460.0;-113.0;216.0;504.0;67.0;-8;-8;21
-9.0;20.0;16.0;533.0;-121.0;84.0;533.0;148.0;-1;-1;22
-28.0;12.0;64.0;475.0;-134.0;202.0;510.0;77.0;-13;-13;22
42.0;-84.0;-138.0;256.0;-277.0;-12.0;204.0;104.0;-14;-14;23
40.0;5.0;-54.0;279.0;-304.0;43.0;282.0;125.0;-12;-12;9
30.0;-7.0;-39.0;325.0;-302.0;21.0;278.0;115.0;-5;-5;9
71.0;17.0;5.0;341.0;-352.0;26.0;275.0;144.0;-16;-16;12
77.0;33.0;-10.0;341.0;-311.0;35.0;296.0;128.0;-40;-40;13
76.0;54.0;-1.0;351.0;-286.0;26.0;312.0;133.0;-30;-30;9
55.0;23.0;-44.0;343.0;-305.0;37.0;313.0;144.0;-5;-5;9
59.0;5.0;-29.0;333.0;-288.0;47.0;319.0;144.0;16;16;8
38.0;-34.0;-31.0;323.0;-292.0;47.0;334.0;144.0;18;18;2
26.0;-33.0;-19.0;323.0;-316.0;45.0;335.0;144.0;-5;-5;6
-5.0;-58.0;-26.0;325.0;-298.0;20.0;343.0;144.0;-7;-7;13
-17.0;-35.0;-73.0;334.0;-311.0;39.0;346.0;142.0;2;2;6
-15.0;-60.0;-9.0;333.0;-275.0;25.0;321.0;134.0;-1;-1;3
18.0;-62.0;-33.0;332.0;-261.0;30.0;303.0;135.0;13;13;9
6.0;-56.0;-33.0;338.0;-334.0;27.0;298.0;135.0;-1;-1;11
-13.0;-132.0;-243.0;305.0;-376.0;32.0;358.0;97.0;0;0;7
8.0;-50.0;-69.0;313.0;-359.0;25.0;272.0;135.0;36;36;5
41.0;-71.0;-62.0;321.0;-319.0;11.0;281.0;130.0;30;30;8
47.0;-42.0;-60.0;317.0;-322.0;14.0;271.0;121.0;-28;-28;13
55.0;-31.0;-93.0;312.0;-324.0;31.0;262.0;129.0;-1;-1;13
30.0;-60.0;-86.0;329.0;-275.0;49.0;282.0;112.0;1;1;17
20.0;-35.0;-42.0;343.0;-281.0;30.0;292.0;152.0;-16;-16;13
8.0;-29.0;-63.0;232.0;-171.0;-10.0;294.0;25.0;0;0;112
42.0;-65.0;-70.0;324.0;-266.0;55.0;342.0;115.0;-5;-5;11
35.0;-13.0;-89.0;341.0;-270.0;85.0;341.0;127.0;-3;-3;8
49.0;10.0;-17.0;342.0;-309.0;58.0;352.0;135.0;0;0;4
55.0;20.0;-23.0;332.0;-281.0;36.0;347.0;163.0;-19;-19;13
87.0;6.0;-28.0;331.0;-278.0;30.0;343.0;142.0;6;6;22
90.0;-34.0;4.0;333.0;-228.0;49.0;333.0;126.0;13;13;17
27.0;-33.0;7.0;310.0;-314.0;18.0;330.0;134.0;-12;-12;18
27.0;-27.0;4.0;340.0;-293.0;49.0;341.0;119.0;2;2;14
2.0;-40.0;9.0;325.0;-269.0;38.0;301.0;149.0;24;24;12
-42.0;27.0;3.0;291.0;-294.0;7.0;303.0;121.0;12;12;17
21.0;56.0;0.0;306.0;-294.0;14.0;311.0;147.0;0;0;13
-6.0;57.0;40.0;378.0;-305.0;46.0;274.0;165.0;7;7;11
-23.0;20.0;21.0;321.0;-310.0;33.0;274.0;136.0;-11;-11;20
-26.0;55.0;22.0;303.0;-286.0;10.0;291.0;144.0;3;3;19
-18.0;59.0;55.0;314.0;-302.0;26.0;268.0;75.0;7;7;12
-51.0;79.0;24.0;323.0;-267.0;28.0;270.0;82.0;-19;-19;15
-18.0;63.0;47.0;324.0;-297.0;28.0;289.0;145.0;16;16;20
8.0;72.0;66.0;318.0;-248.0;28.0;288.0;139.0;1;1;16
6.0;74.0;66.0;308.0;-232.0;55.0;292.0;115.0;-24;-24;16
-24.0;117.0;29.0;320.0;-284.0;69.0;293.0;159.0;-2;-2;17
-17.0;181.0;40.0;339.0;-281.0;50.0;318.0;160.0;13;13;13
45.0;129.0;62.0;325.0;-313.0;69.0;308.0;191.0;0;0;15
-79.0;386.0;78.0;347.0;-332.0;-12.0;315.0;251.0;22;22;2
0.0;127.0;56.0;334.0;-241.0;67.0;330.0;176.0;9;9;15
-24.0;239.0;57.0;344.0;-303.0;27.0;314.0;211.0;-3;-3;17
13.0;96.0;22.0;333.0;-223.0;33.0;347.0;115.0;19;19;13
32.0;89.0;28.0;345.0;-207.0;16.0;359.0;155.0;0;0;13
62.0;3.0;15.0;324.0;-272.0;48.0;333.0;155.0;10;10;13
52.0;-42.0;-1.0;339.0;-230.0;58.0;310.0;181.0;27;27;16
29.0;4.0;-11.0;361.0;-278.0;58.0;317.0;173.0;-9;-9;9
56.0;30.0;45.0;352.0;-280.0;47.0;296.0;204.0;-30;-30;9
36.0;64.0;37.0;342.0;-285.0;84.0;296.0;208.0;2;2;5
-57.0;300.0;211.0;277.0;-443.0;27.0;298.0;44.0;-267;-267;-19
171.0;75.0;-11.0;281.0;-362.0;-23.0;195.0;22.0;-1229;-1229;66
-13.0;173.0;47.0;340.0;-254.0;43.0;279.0;197.0;-102;-102;37
-34.0;95.0;14.0;359.0;-277.0;26.0;316.0;183.0;2;2;29
15.0;89.0;11.0;333.0;-286.0;55.0;329.0;179.0;20;20;23
9.0;1.0;-15.0;360.0;-304.0;60.0;330.0;219.0;13;13;21
4.0;14.0;-43.0;333.0;-275.0;5.0;304.0;141.0;31;31;7
1.0;10.0;-19.0;342.0;-295.0;35.0;293.0;145.0;11;11;10
-20.0;-17.0;-20.0;332.0;-252.0;28.0;289.0;172.0;29;29;11
-22.0;-17.0;-5.0;324.0;-302.0;43.0;290.0;146.0;17;17;11
-14.0;10.0;-10.0;323.0;-292.0;27.0;284.0;168.0;-15;-15;10
38.0;-11.0;7.0;337.0;-354.0;48.0;307.0;150.0;1;1;15
-16.0;-41.0;-5.0;311.0;-279.0;70.0;298.0;177.0;7;7;10
22.0;2.0;10.0;315.0;-350.0;62.0;302.0;177.0;11;11;12
6.0;7.0;20.0;325.0;-313.0;37.0;303.0;172.0;1;1;15
7.0;51.0;28.0;329.0;-300.0;39.0;307.0;174.0;19;19;12
10.0;47.0;9.0;351.0;-272.0;43.0;299.0;163.0;15;15;11
8.0;14.0;-3.0;342.0;-321.0;50.0;308.0;154.0;-9;-9;13
10.0;28.0;-10.0;333.0;-270.0;37.0;327.0;164.0;-21;-21;9
6.0;-1.0;-7.0;333.0;-319.0;64.0;323.0;160.0;-17;-17;7
31.0;19.0;-40.0;332.0;-301.0;66.0;321.0;170.0;0;0;9
4.0;15.0;-26.0;334.0;-272.0;65.0;327.0;176.0;1;1;8
0.0;-11.0;-20.0;328.0;-306.0;58.0;324.0;154.0;9;9;8
2.0;-19.0;-13.0;327.0;-332.0;64.0;322.0;180.0;6;6;14
0.0;6.0;-32.0;329.0;-288.0;46.0;323.0;160.0;-10;-10;11
7.0;32.0;-16.0;324.0;-289.0;61.0;326.0;159.0;3;3;7
-30.0;21.0;-2.0;311.0;-304.0;53.0;316.0;159.0;12;12;12
19.0;27.0;-11.0;313.0;-295.0;64.0;313.0;150.0;23;23;12
-15.0;4.0;-6.0;322.0;-320.0;57.0;316.0;170.0;42;42;10
-5.0;37.0;0.0;303.0;-343.0;45.0;317.0;159.0;14;14;7
-31.0;48.0;19.0;311.0;-333.0;48.0;321.0;158.0;-8;-8;8
-44.0;32.0;-31.0;322.0;-287.0;46.0;323.0;201.0;12;12;13
5.0;7.0;-19.0;332.0;-262.0;48.0;325.0;173.0;-3;-3;11
11.0;11.0;-28.0;333.0;-278.0;46.0;324.0;184.0;-16;-16;13
-16.0;26.0;-10.0;324.0;-292.0;56.0;309.0;181.0;8;8;16
-6.0;12.0;-32.0;330.0;-276.0;48.0;312.0;172.0;9;9;15
-9.0;18.0;-24.0;303.0;-280.0;38.0;323.0;161.0;15;15;15
-100.0;50.0;-33.0;328.0;-322.0;48.0;308.0;176.0;-12;-12;6
-107.0;32.0;-18.0;347.0;-316.0;19.0;313.0;183.0;-5;-5;5
-90.0;76.0;-33.0;310.0;-324.0;39.0;312.0;162.0;-11;-11;9
-95.0;35.0;-55.0;344.0;-316.0;38.0;297.0;155.0;-19;-19;11
-125.0;56.0;-49.0;335.0;-248.0;37.0;291.0;146.0;7;7;9
-94.0;46.0;-65.0;334.0;-319.0;26.0;295.0;156.0;7;7;8
-100.0;-2.0;-44.0;331.0;-235.0;28.0;297.0;159.0;4;4;7
-70.0;19.0;-30.0;339.0;-293.0;14.0;291.0;158.0;11;11;13
-32.0;46.0;-54.0;333.0;-269.0;31.0;296.0;165.0;-10;-10;15
-45.0;53.0;-42.0;311.0;-303.0;32.0;296.0;170.0;-19;-19;11
-38.0;2.0;-15.0;331.0;-304.0;35.0;298.0;183.0;-12;-12;16
-24.0;6.0;-27.0;324.0;-311.0;30.0;291.0;163.0;-4;-4;14
-6.0;14.0;-32.0;339.0;-263.0;41.0;294.0;173.0;-16;-16;7
15.0;3.0;-20.0;342.0;-290.0;54.0;305.0;144.0;5;5;10
21.0;7.0;14.0;341.0;-320.0;41.0;305.0;155.0;-19;-19;9
10.0;23.0;-19.0;334.0;-285.0;46.0;312.0;156.0;-9;-9;13
4.0;18.0;2.0;329.0;-308.0;57.0;310.0;163.0;-17;-17;11
-21.0;29.0;17.0;329.0;-282.0;56.0;305.0;170.0;-7;-7;3
1.0;12.0;18.0;339.0;-282.0;36.0;300.0;186.0;3;3;7
-8.0;3.0;-14.0;341.0;-288.0;42.0;306.0;182.0;-13;-13;14
-16.0;41.0;24.0;342.0;-292.0;57.0;305.0;177.0;6;6;13
4.0;22.0;14.0;317.0;-306.0;41.0;298.0;177.0;3;3;13
19.0;60.0;14.0;331.0;-322.0;42.0;293.0;181.0;-16;-16;10
21.0;33.0;14.0;334.0;-296.0;47.0;301.0;153.0;28;28;10
-11.0;20.0;28.0;325.0;-324.0;45.0;289.0;181.0;4;4;18
-22.0;18.0;-7.0;330.0;-289.0;27.0;284.0;156.0;-27;-27;17
-49.0;54.0;-20.0;341.0;-248.0;47.0;289.0;173.0;15;15;8
-7.0;-14.0;-30.0;316.0;-311.0;39.0;309.0;161.0;13;13;9
4.0;-26.0;-8.0;342.0;-327.0;48.0;305.0;161.0;22;22;11
-7.0;-10.0;-17.0;333.0;-295.0;46.0;297.0;139.0;11;11;15
-26.0;9.0;-16.0;322.0;-318.0;42.0;304.0;129.0;3;3;10
-71.0;29.0;-33.0;305.0;-329.0;28.0;300.0;141.0;-3;-3;9
-86.0;40.0;-19.0;326.0;-304.0;38.0;291.0;146.0;18;18;9
-164.0;59.0;-17.0;319.0;-317.0;28.0;291.0;174.0;13;13;13
-98.0;52.0;-28.0;331.0;-312.0;38.0;289.0;160.0;5;5;14
-176.0;30.0;-11.0;455.0;-351.0;-18.0;221.0;139.0;162;162;-529
-83.0;50.0;-30.0;338.0;-342.0;20.0;274.0;154.0;-8;-8;12
-119.0;49.0;-74.0;351.0;-361.0;-101.0;271.0;157.0;-180;-180;-13
-62.0;40.0;-66.0;327.0;-309.0;10.0;300.0;157.0;-3;-3;17
-33.0;15.0;-57.0;328.0;-318.0;26.0;284.0;165.0;-11;-11;17
-9.0;32.0;-64.0;339.0;-326.0;41.0;276.0;155.0;-27;-27;10
-12.0;21.0;-23.0;344.0;-256.0;31.0;283.0;145.0;-9;-9;15
16.0;-28.0;-32.0;326.0;-293.0;36.0;295.0;144.0;-17;-17;19
-163.0;302.0;-39.0;285.0;-413.0;-124.0;255.0;64.0;123;123;42
-262.0;80.0;-97.0;300.0;-327.0;3.0;281.0;74.0;-63;-63;25
-175.0;81.0;-74.0;323.0;-309.0;29.0;278.0;151.0;3;3;12
-62.0;-105.0;-183.0;304.0;-382.0;-62.0;149.0;238.0;27;27;-793
4.0;-40.0;-96.0;335.0;-372.0;29.0;285.0;135.0;-15;-15;8
-14.0;0.0;-56.0;342.0;-225.0;8.0;344.0;176.0;-1;-1;11
15.0;-17.0;-65.0;332.0;-201.0;19.0;347.0;163.0;3;3;11
65.0;-29.0;-85.0;330.0;-261.0;47.0;320.0;147.0;-3;-3;12
506.0;-140.0;-351.0;217.0;-198.0;59.0;359.0;148.0;-89;-89;190
106.0;-66.0;-43.0;370.0;-299.0;12.0;339.0;113.0;-14;-14;12
24.0;-20.0;-3.0;355.0;-346.0;16.0;312.0;130.0;14;14;13
6.0;-26.0;6.0;339.0;-337.0;9.0;292.0;158.0;30;30;12
39.0;-27.0;-11.0;338.0;-295.0;-13.0;283.0;135.0;36;36;6
-31.0;-17.0;1.0;330.0;-314.0;32.0;307.0;157.0;-19;-19;13
-70.0;27.0;-44.0;328.0;-313.0;54.0;302.0;135.0;-8;-8;17
-59.0;3.0;-20.0;334.0;-307.0;33.0;297.0;203.0;11;11;13
-50.0;65.0;-20.0;333.0;-308.0;33.0;305.0;179.0;-9;-9;6
-13.0;81.0;10.0;332.0;-339.0;12.0;301.0;178.0;15;15;12
30.0;62.0;-16.0;352.0;-370.0;61.0;292.0;174.0;30;30;17
4.0;3.0;-7.0;353.0;-288.0;-6.0;282.0;158.0;-7;-7;9
32.0;62.0;9.0;359.0;-313.0;-31.0;289.0;171.0;-25;-25;9
15.0;26.0;11.0;357.0;-320.0;72.0;281.0;165.0;12;12;18
8.0;-25.0;-36.0;364.0;-282.0;48.0;305.0;151.0;-35;-35;16
2.0;-24.0;-16.0;332.0;-304.0;66.0;284.0;169.0;43;43;12
-32.0;7.0;-53.0;349.0;-255.0;41.0;301.0;163.0;13;13;17
-6.0;-3.0;-46.0;330.0;-298.0;44.0;322.0;164.0;-20;-20;11
39.0;29.0;1.0;335.0;-300.0;66.0;296.0;161.0;22;22;15
65.0;-9.0;-25.0;362.0;-295.0;25.0;321.0;166.0;-11;-11;16
33.0;17.0;-9.0;323.0;-289.0;15.0;338.0;171.0;-19;-19;11
3.0;27.0;9.0;381.0;-266.0;46.0;325.0;162.0;18;18;14
-24.0;20.0;-25.0;337.0;-315.0;22.0;332.0;163.0;0;0;15
-20.0;24.0;12.0;352.0;-326.0;18.0;290.0;162.0;-4;-4;19
-38.0;38.0;-11.0;352.0;-319.0;28.0;276.0;169.0;-8;-8;19
-38.0;38.0;4.0;350.0;-354.0;18.0;275.0;168.0;4;4;16
-23.0;54.0;-38.0;335.0;-338.0;0.0;269.0;160.0;-14;-14;19
-29.0;33.0;-10.0;341.0;-319.0;9.0;260.0;165.0;5;5;19
49.0;43.0;-2.0;316.0;-308.0;1.0;289.0;112.0;13;13;18
-8.0;21.0;68.0;436.0;-103.0;31.0;183.0;-71.0;-10;-10;21
-9.0;47.0;37.0;329.0;-316.0;38.0;296.0;157.0;-11;-11;15
-94.0;77.0;17.0;336.0;-285.0;51.0;288.0;156.0;22;22;16
-127.0;140.0;18.0;324.0;-285.0;76.0;289.0;197.0;18;18;17
-266.0;710.0;242.0;453.0;-391.0;52.0;219.0;300.0;106;106;-44
-31.0;473.0;320.0;378.0;-331.0;-32.0;217.0;298.0;3;3;-23
150.0;808.0;269.0;491.0;-272.0;39.0;361.0;238.0;-45;-45;59
-17.0;329.0;24.0;463.0;-348.0;-22.0;311.0;232.0;19;19;-1
8.0;536.0;150.0;388.0;-291.0;23.0;405.0;71.0;376;376;393
-3.0;51.0;-12.0;361.0;-311.0;-12.0;310.0;151.0;12;12;18
-45.0;13.0;-22.0;361.0;-289.0;11.0;315.0;162.0;1;1;15
-44.0;-68.0;-31.0;348.0;-309.0;16.0;309.0;148.0;5;5;11
-82.0;-27.0;-22.0;322.0;-340.0;-16.0;315.0;146.0;-5;-5;3
-79.0;-4.0;-29.0;322.0;-280.0;-11.0;300.0;165.0;13;13;8
-86.0;3.0;26.0;312.0;-269.0;17.0;274.0;178.0;29;29;15
-91.0;-1.0;22.0;316.0;-312.0;28.0;259.0;188.0;-7;-7;11
-38.0;-13.0;27.0;329.0;-308.0;19.0;266.0;160.0;-5;-5;9
-33.0;22.0;39.0;330.0;-357.0;16.0;265.0;160.0;3;3;8
-32.0;35.0;52.0;345.0;-338.0;-11.0;247.0;164.0;-19;-19;10
-66.0;73.0;53.0;342.0;-334.0;-7.0;246.0;172.0;4;4;6
22.0;-204.0;-112.0;373.0;-301.0;16.0;237.0;77.0;657;657;335
-48.0;60.0;58.0;309.0;-331.0;19.0;241.0;164.0;14;14;13
-63.0;76.0;48.0;302.0;-353.0;5.0;240.0;169.0;-13;-13;10
-58.0;250.0;87.0;295.0;-324.0;27.0;252.0;113.0;-27;-27;13
-53.0;159.0;137.0;300.0;-360.0;-20.0;241.0;187.0;21;21;8
-89.0;217.0;-34.0;290.0;-392.0;-117.0;196.0;99.0;72;72;-53
-12.0;95.0;17.0;324.0;-355.0;-8.0;264.0;152.0;-9;-9;15
-22.0;57.0;4.0;333.0;-334.0;-9.0;274.0;147.0;8;8;12
-2.0;29.0;-5.0;321.0;-311.0;-3.0;269.0;150.0;20;20;7
10.0;8.0;-53.0;326.0;-313.0;17.0;274.0;148.0;29;29;10
4.0;7.0;-227.0;297.0;-310.0;-67.0;154.0;201.0;24;24;56
-24.0;-77.0;-78.0;311.0;-322.0;9.0;284.0;136.0;9;9;20
7.0;-36.0;-101.0;339.0;-297.0;20.0;283.0;128.0;11;11;23
-1.0;-87.0;-88.0;292.0;-291.0;37.0;274.0;128.0;-21;-21;9
-2.0;-26.0;-76.0;328.0;-285.0;29.0;290.0;134.0;-18;-18;5
2.0;-27.0;-61.0;338.0;-275.0;41.0;291.0;135.0;-29;-29;5
-99.0;-99.0;-174.0;317.0;-392.0;-67.0;234.0;115.0;-319;-319;-5
4.0;23.0;-36.0;339.0;-280.0;36.0;299.0;126.0;-36;-36;13
-41.0;71.0;-20.0;352.0;-271.0;59.0;305.0;122.0;1;1;5
-17.0;70.0;-12.0;327.0;-303.0;33.0;304.0;119.0;-26;-26;6
-42.0;94.0;-1.0;322.0;-300.0;5.0;310.0;118.0;-22;-22;14
-130.0;149.0;11.0;342.0;-324.0;22.0;316.0;112.0;-17;-17;18
-431.0;369.0;27.0;307.0;-306.0;-65.0;273.0;57.0;20;20;15
-287.0;244.0;63.0;496.0;-213.0;129.0;243.0;384.0;-48;-48;32
-142.0;152.0;151.0;597.0;-292.0;-20.0;368.0;233.0;47;47;91
9.0;91.0;127.0;426.0;-357.0;67.0;309.0;327.0;15;15;30
-1466.0;277.0;547.0;712.0;-77.0;195.0;550.0;422.0;64;64;11
32.0;21.0;-70.0;310.0;-431.0;-14.0;255.0;155.0;-11;-11;13
-450.0;-57.0;-234.0;465.0;-230.0;70.0;491.0;306.0;-20;-20;51
69.0;225.0;142.0;454.0;-75.0;31.0;484.0;346.0;-12;-12;-2
11.0;-75.0;34.0;386.0;-263.0;161.0;477.0;305.0;-35;-35;11
15.0;-1.0;-18.0;541.0;-169.0;85.0;529.0;142.0;13;13;25
64.0;-145.0;127.0;456.0;-129.0;212.0;619.0;74.0;9;9;21
-8.0;-136.0;109.0;587.0;-494.0;103.0;329.0;301.0;-22;-22;7
25.0;-187.0;-152.0;749.0;-458.0;126.0;417.0;410.0;37;37;13
55.0;629.0;268.0;333.0;-362.0;-10.0;321.0;253.0;88;88;-55
-70.0;7.0;159.0;474.0;-218.0;101.0;76.0;240.0;-32;-32;34
-35.0;-3.0;-50.0;501.0;-141.0;196.0;537.0;81.0;-1;-1;23
-19.0;49.0;-3.0;651.0;-378.0;171.0;335.0;292.0;-23;-23;7
11.0;-142.0;-41.0;410.0;-325.0;152.0;603.0;303.0;-17;-17;6
-9.0;46.0;-80.0;438.0;-156.0;202.0;529.0;66.0;11;11;23
-44.0;40.0;-41.0;476.0;-108.0;180.0;527.0;63.0;-30;-30;22
-11.0;28.0;-22.0;495.0;-79.0;203.0;528.0;62.0;-40;-40;26
69.0;-503.0;149.0;409.0;-247.0;104.0;233.0;307.0;-48;-48;24
6.0;-13.0;3.0;494.0;-101.0;193.0;519.0;64.0;-10;-10;23
-15.0;-8.0;0.0;528.0;-132.0;188.0;529.0;57.0;-26;-26;17
-11.0;29.0;-12.0;537.0;-158.0;198.0;538.0;57.0;-16;-16;20
-15.0;9.0;16.0;517.0;-108.0;198.0;535.0;65.0;0;0;22
-1.0;3.0;-22.0;561.0;-101.0;189.0;535.0;62.0;-20;-20;28
14.0;21.0;-6.0;505.0;-150.0;188.0;523.0;76.0;-20;-20;24
-24.0;16.0;0.0;544.0;-172.0;91.0;530.0;150.0;8;8;25
21.0;8.0;-42.0;770.0;-108.0;203.0;579.0;488.0;21;21;-20
-315.0;-49.0;42.0;725.0;-160.0;260.0;703.0;640.0;-33;-33;40
2.0;23.0;-15.0;535.0;-180.0;95.0;524.0;153.0;-9;-9;22
-487.0;66.0;698.0;401.0;-187.0;168.0;545.0;314.0;414;414;-25
-14.0;-15.0;57.0;464.0;-139.0;201.0;564.0;77.0;-27;-27;24
92.0;-1543.0;-559.0;329.0;-279.0;-31.0;514.0;240.0;-8;-8;7
122.0;-316.0;-222.0;380.0;-251.0;178.0;690.0;151.0;4;4;22
-3.0;-635.0;-296.0;351.0;-393.0;17.0;453.0;75.0;9;9;11
129.0;-59.0;-50.0;384.0;-252.0;11.0;432.0;228.0;-14;-14;21
20.0;22.0;12.0;532.0;-190.0;179.0;539.0;68.0;-34;-34;24
22.0;121.0;-54.0;305.0;-461.0;-16.0;257.0;154.0;12;12;16
196.0;-127.0;-88.0;504.0;-399.0;53.0;382.0;303.0;-21;-21;13
204.0;-277.0;-5.0;331.0;-191.0;-18.0;427.0;202.0;-39;-39;11
23.0;-66.0;-2.0;353.0;-253.0;43.0;389.0;180.0;-14;-14;15
23.0;-29.0;-16.0;356.0;-244.0;27.0;390.0;156.0;-3;-3;13
-9.0;3.0;0.0;507.0;-86.0;195.0;529.0;67.0;-46;-46;24
2.0;-8.0;-30.0;356.0;-162.0;-30.0;429.0;127.0;-47;-47;-10
9.0;-21.0;56.0;371.0;-139.0;195.0;708.0;259.0;7;7;17
5.0;-8.0;-6.0;529.0;-178.0;186.0;532.0;61.0;-22;-22;18
-2.0;22.0;-6.0;509.0;-92.0;187.0;526.0;75.0;-42;-42;18
-10.0;-15.0;4.0;378.0;-190.0;199.0;512.0;221.0;8;8;14
-26.0;15.0;-445.0;321.0;-651.0;-248.0;261.0;-9.0;-31;-31;174
-1.0;-4.0;-29.0;420.0;-183.0;200.0;692.0;270.0;-35;-35;10
