Accelerometer RKN_ accY;Accelerometer LUA_ accX;InertialMeasurementUnit LLA accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Nav_Ax
970.0;22.0;28.0;11.0;27;-83.0;662;-1;712;-43;-5
978.0;20.0;23.0;141.0;17;-116.0;658;-1;731;-41;1
980.0;8.0;22.0;122.0;22;-110.0;652;2;730;-41;-1
965.0;10.0;27.0;128.0;24;-116.0;649;4;728;-41;2
970.0;21.0;22.0;131.0;18;-106.0;653;4;733;-41;1
989.0;28.0;23.0;132.0;14;-97.0;657;2;735;-41;-2
980.0;-21.0;18.0;113.0;19;-109.0;657;-2;728;-41;0
979.0;-32.0;7.0;119.0;22;-92.0;653;1;728;-41;-2
963.0;0.0;13.0;154.0;23;-71.0;619;29;754;-42;-27
979.0;29.0;18.0;140.0;17;-118.0;652;7;736;-41;-3
979.0;10.0;12.0;122.0;16;-118.0;655;4;734;-41;-3
978.0;10.0;15.0;130.0;21;-116.0;651;6;731;-41;0
980.0;10.0;6.0;120.0;19;-110.0;653;5;732;-41;1
974.0;8.0;2.0;120.0;17;-120.0;658;0;731;-41;-2
975.0;-3.0;11.0;106.0;21;-114.0;658;-1;725;-41;6
960.0;-1.0;9.0;132.0;19;-109.0;654;3;731;-41;-4
961.0;-10.0;22.0;128.0;18;-96.0;656;2;732;-41;-2
966.0;3.0;19.0;133.0;17;-109.0;656;3;733;-41;-6
986.0;-21.0;16.0;98.0;17;-120.0;656;3;732;-41;1
989.0;-3.0;15.0;114.0;20;-114.0;654;5;730;-41;7
981.0;11.0;16.0;126.0;18;-97.0;654;5;732;-41;4
993.0;34.0;8.0;157.0;24;-90.0;641;11;737;-41;4
989.0;-28.0;1.0;101.0;22;-110.0;652;3;729;-41;3
976.0;-8.0;-9.0;115.0;17;-115.0;661;-6;728;-41;1
972.0;16.0;5.0;146.0;18;-104.0;660;-5;727;-41;1
952.0;84.0;-11.0;212.0;24;-118.0;663;2;716;-46;2
963.0;23.0;12.0;146.0;20;-106.0;653;1;729;-41;-1
971.0;6.0;1.0;105.0;15;-117.0;658;2;734;-41;0
985.0;-2.0;-6.0;116.0;15;-133.0;660;-1;731;-41;0
982.0;8.0;-1.0;114.0;16;-130.0;660;-3;730;-41;-3
969.0;28.0;-4.0;110.0;24;-109.0;652;1;726;-41;-4
979.0;10.0;0.0;121.0;22;-100.0;656;-3;725;-41;-4
961.0;10.0;3.0;130.0;14;-83.0;659;0;734;-41;-11
980.0;-12.0;0.0;125.0;16;-100.0;656;2;733;-41;-8
977.0;-4.0;8.0;148.0;18;-92.0;660;-2;727;-41;2
981.0;20.0;7.0;99.0;20;-101.0;653;4;731;-41;-7
989.0;5.0;9.0;96.0;21;-118.0;650;6;732;-41;-10
989.0;0.0;7.0;99.0;18;-135.0;656;4;731;-41;-3
1002.0;2.0;11.0;107.0;18;-126.0;657;4;730;-41;-2
978.0;18.0;6.0;107.0;22;-119.0;655;2;726;-41;-4
959.0;5.0;6.0;100.0;19;-111.0;656;2;730;-41;-7
984.0;-17.0;-3.0;100.0;16;-118.0;658;3;732;-41;-4
983.0;12.0;-4.0;112.0;20;-93.0;654;6;730;-41;0
969.0;9.0;-4.0;132.0;20;-97.0;650;11;733;-41;-1
984.0;-6.0;7.0;108.0;19;-120.0;654;7;731;-41;3
991.0;28.0;12.0;82.0;18;-146.0;657;4;730;-41;1
970.0;2.0;18.0;99.0;19;-119.0;650;11;736;-41;-6
979.0;18.0;24.0;121.0;22;-118.0;649;10;732;-41;-4
979.0;29.0;16.0;120.0;19;-101.0;655;3;730;-41;-5
978.0;-7.0;29.0;124.0;25;-126.0;653;3;724;-41;1
969.0;-28.0;26.0;138.0;21;-109.0;657;1;726;-41;2
970.0;55.0;8.0;122.0;13;-129.0;661;1;734;-41;-10
975.0;-7.0;19.0;163.0;28;-104.0;647;3;724;-41;11
985.0;-22.0;3.0;100.0;18;-140.0;656;5;731;-41;6
998.0;10.0;-5.0;106.0;16;-153.0;659;1;730;-41;3
972.0;3.0;3.0;115.0;20;-139.0;655;3;728;-41;4
966.0;10.0;8.0;127.0;19;-136.0;656;3;729;-41;0
989.0;16.0;-14.0;132.0;22;-131.0;653;5;729;-41;-3
975.0;17.0;-2.0;123.0;22;-120.0;652;7;730;-41;2
968.0;38.0;10.0;129.0;18;-118.0;655;4;731;-41;-3
964.0;-7.0;-2.0;108.0;17;-118.0;656;4;732;-41;-4
958.0;14.0;18.0;130.0;17;-118.0;659;2;729;-41;6
987.0;20.0;9.0;104.0;21;-126.0;655;3;727;-41;4
979.0;10.0;12.0;101.0;16;-136.0;657;3;732;-41;-2
989.0;-18.0;21.0;132.0;8;-118.0;668;-3;734;-41;2
967.0;33.0;17.0;140.0;20;-119.0;656;2;728;-41;6
966.0;34.0;33.0;116.0;25;-129.0;645;11;730;-41;0
988.0;4.0;17.0;118.0;17;-133.0;653;8;734;-41;1
961.0;7.0;3.0;142.0;17;-114.0;655;4;732;-41;3
970.0;33.0;1.0;126.0;19;-108.0;656;1;729;-41;2
991.0;23.0;23.0;119.0;18;-113.0;660;-3;728;-41;3
988.0;-4.0;14.0;124.0;22;-114.0;654;1;727;-41;0
991.0;5.0;37.0;111.0;11;-113.0;670;-16;728;-41;-9
993.0;32.0;32.0;101.0;14;-129.0;661;0;732;-41;11
950.0;-14.0;45.0;218.0;36;-74.0;581;48;760;-35;250
998.0;24.0;24.0;10.0;20;-101.0;673;4;713;-43;0
1007.0;57.0;21.0;-22.0;10;-135.0;674;-6;725;-43;-3
1004.0;30.0;10.0;-3.0;13;-107.0;671;-7;724;-43;-2
990.0;39.0;8.0;4.0;21;-96.0;673;3;712;-43;3
982.0;37.0;30.0;97.0;21;-115.0;656;-7;727;-41;-8
975.0;26.0;44.0;115.0;18;-105.0;655;-2;731;-41;-10
986.0;6.0;25.0;123.0;14;-113.0;658;1;733;-41;5
983.0;41.0;31.0;110.0;14;-95.0;666;-10;726;-41;3
996.0;40.0;-2.0;14.0;22;-68.0;673;5;710;-43;2
984.0;17.0;10.0;128.0;17;-109.0;654;5;734;-41;-1
999.0;28.0;45.0;118.0;15;-109.0;659;-1;732;-41;-5
957.0;98.0;7.0;231.0;16;-118.0;667;3;723;-46;3
970.0;18.0;42.0;101.0;16;-100.0;656;4;733;-41;0
970.0;-1.0;23.0;132.0;15;-99.0;657;2;733;-41;-4
981.0;3.0;25.0;118.0;19;-102.0;653;5;733;-41;-7
988.0;20.0;20.0;125.0;22;-105.0;652;3;729;-41;-7
991.0;21.0;21.0;131.0;22;-94.0;657;-1;725;-41;-2
979.0;27.0;31.0;81.0;21;-118.0;656;1;727;-41;6
989.0;4.0;22.0;101.0;21;-108.0;656;2;727;-41;6
987.0;36.0;27.0;113.0;18;-112.0;658;1;730;-41;4
979.0;-4.0;25.0;119.0;17;-125.0;658;2;731;-41;4
973.0;28.0;27.0;125.0;17;-102.0;660;0;730;-41;6
969.0;26.0;30.0;116.0;16;-121.0;660;1;730;-41;8
994.0;9.0;32.0;104.0;20;-123.0;657;-1;727;-41;2
985.0;24.0;27.0;99.0;21;-116.0;659;-3;724;-41;3
976.0;24.0;26.0;114.0;16;-119.0;658;0;730;-41;-1
999.0;18.0;12.0;93.0;24;-123.0;652;0;727;-41;0
984.0;22.0;5.0;118.0;20;-131.0;656;0;729;-41;1
993.0;38.0;15.0;155.0;20;-117.0;652;4;733;-41;-6
972.0;22.0;24.0;146.0;21;-118.0;654;-2;728;-41;-2
960.0;6.0;27.0;123.0;13;-106.0;660;-3;733;-41;-2
976.0;22.0;29.0;129.0;20;-126.0;655;0;729;-41;4
1004.0;46.0;-6.0;29.0;20;-77.0;675;4;710;-43;7
968.0;-3.0;35.0;132.0;17;-121.0;658;0;732;-41;1
973.0;16.0;39.0;125.0;24;-106.0;655;-2;724;-41;7
987.0;6.0;37.0;81.0;21;-131.0;653;2;729;-41;3
988.0;5.0;32.0;121.0;16;-123.0;653;5;737;-41;-6
983.0;29.0;33.0;125.0;22;-110.0;653;3;728;-41;5
960.0;19.0;27.0;120.0;18;-100.0;660;-2;728;-41;4
988.0;38.0;19.0;130.0;16;-117.0;659;-3;731;-41;-9
961.0;9.0;15.0;140.0;21;-100.0;655;-1;727;-41;-1
962.0;35.0;11.0;123.0;18;-111.0;657;0;730;-41;3
972.0;43.0;2.0;135.0;12;-117.0;661;-1;734;-41;1
983.0;20.0;10.0;133.0;14;-115.0;660;-2;733;-41;-2
978.0;44.0;23.0;139.0;20;-116.0;656;-3;726;-41;2
978.0;39.0;24.0;117.0;24;-124.0;652;0;726;-41;-2
983.0;7.0;39.0;114.0;20;-122.0;652;2;732;-41;-8
965.0;10.0;20.0;133.0;22;-91.0;652;2;728;-41;-3
987.0;30.0;18.0;127.0;22;-114.0;657;-3;724;-41;1
967.0;1.0;22.0;141.0;20;-115.0;655;0;728;-41;0
982.0;24.0;29.0;138.0;19;-105.0;654;3;731;-41;-1
976.0;22.0;24.0;110.0;20;-102.0;658;-2;727;-41;1
983.0;26.0;25.0;127.0;21;-115.0;654;2;729;-41;-1
992.0;23.0;30.0;135.0;21;-115.0;653;3;729;-41;-1
973.0;24.0;28.0;113.0;19;-97.0;654;2;731;-41;-3
981.0;31.0;27.0;133.0;15;-93.0;658;0;733;-41;-7
990.0;28.0;29.0;122.0;17;-116.0;659;-2;730;-41;-2
988.0;21.0;28.0;108.0;21;-111.0;654;3;730;-41;3
989.0;10.0;24.0;105.0;20;-109.0;657;-1;728;-41;-2
989.0;38.0;28.0;90.0;20;-101.0;659;-5;725;-41;-2
970.0;11.0;19.0;131.0;17;-100.0;655;3;732;-41;-3
971.0;29.0;18.0;139.0;18;-100.0;653;7;734;-41;0
999.0;19.0;17.0;98.0;23;-120.0;652;4;728;-41;2
970.0;33.0;18.0;137.0;18;-93.0;656;1;732;-41;2
969.0;79.0;40.0;102.0;21;-100.0;656;-5;727;-40;0
996.0;40.0;24.0;129.0;22;-112.0;651;4;729;-41;4
991.0;-15.0;21.0;107.0;28;-106.0;647;6;725;-41;2
982.0;6.0;20.0;131.0;24;-118.0;650;4;728;-41;0
962.0;19.0;17.0;136.0;20;-102.0;658;0;727;-41;10
969.0;-10.0;9.0;129.0;21;-100.0;656;2;727;-41;11
979.0;-21.0;10.0;122.0;18;-100.0;653;5;733;-41;-3
997.0;-24.0;11.0;103.0;18;-109.0;656;2;730;-41;-1
977.0;-2.0;33.0;135.0;20;-108.0;659;-2;726;-41;1
965.0;20.0;-1.0;109.0;18;-97.0;658;0;729;-41;0
976.0;17.0;12.0;115.0;18;-97.0;658;2;729;-41;7
993.0;43.0;15.0;105.0;16;-94.0;655;6;735;-41;-1
979.0;33.0;0.0;139.0;22;-97.0;652;4;729;-41;-1
987.0;-10.0;-17.0;108.0;28;-101.0;651;0;721;-41;4
988.0;33.0;7.0;95.0;16;-125.0;660;-1;730;-41;-2
997.0;19.0;46.0;121.0;20;-108.0;656;2;729;-41;1
991.0;29.0;-3.0;5.0;17;-66.0;676;5;714;-43;6
1590.0;179.0;96.0;546.0;15;-346.0;673;-2;720;-43;0
977.0;15.0;23.0;97.0;18;-119.0;660;-1;728;-41;-2
993.0;24.0;28.0;106.0;17;-128.0;660;-2;728;-41;-2
981.0;31.0;18.0;110.0;13;-123.0;662;0;731;-41;-2
975.0;56.0;0.0;34.0;18;-70.0;668;-1;720;-43;-2
967.0;46.0;8.0;135.0;26;-94.0;654;1;722;-41;1
975.0;53.0;0.0;130.0;24;-123.0;654;2;725;-41;0
976.0;11.0;1.0;105.0;21;-118.0;652;8;731;-41;1
986.0;-9.0;-1.0;118.0;19;-137.0;654;4;730;-41;-2
953.0;162.0;-29.0;203.0;17;-182.0;652;-17;737;-38;-5
988.0;28.0;19.0;116.0;18;-136.0;659;-1;728;-41;-1
968.0;-9.0;-13.0;222.0;15;-164.0;672;-4;719;-32;0
981.0;52.0;0.0;40.0;19;-57.0;668;-1;719;-43;0
976.0;51.0;7.0;33.0;13;-27.0;677;5;719;-43;3
991.0;37.0;20.0;-8.0;16;-62.0;672;4;719;-43;0
969.0;-5.0;72.0;154.0;22;-127.0;665;3;716;-40;-6
997.0;24.0;41.0;111.0;21;-108.0;657;0;726;-41;-3
962.0;157.0;191.0;212.0;22;-145.0;660;1;722;-42;0
980.0;0.0;22.0;131.0;23;-115.0;657;-2;723;-41;0
977.0;34.0;35.0;133.0;14;-114.0;659;1;733;-41;-8
979.0;51.0;8.0;123.0;18;-140.0;654;7;732;-41;3
977.0;8.0;-1.0;115.0;24;-132.0;653;3;725;-41;3
980.0;8.0;2.0;118.0;20;-120.0;657;1;728;-41;-1
973.0;35.0;-4.0;140.0;22;-102.0;657;0;725;-41;4
972.0;39.0;7.0;131.0;23;-104.0;652;4;729;-41;-4
986.0;40.0;15.0;111.0;16;-119.0;658;4;732;-41;0
989.0;30.0;3.0;125.0;17;-136.0;661;-1;727;-41;4
981.0;29.0;32.0;132.0;18;-124.0;662;-5;724;-41;-1
998.0;34.0;26.0;-22.0;19;-80.0;666;-4;720;-43;-2
971.0;38.0;44.0;151.0;21;-110.0;658;-3;724;-41;-4
978.0;0.0;38.0;141.0;17;-126.0;660;0;729;-41;0
1005.0;33.0;41.0;-33.0;17;-100.0;668;-5;720;-43;1
970.0;12.0;23.0;131.0;22;-109.0;651;7;731;-41;2
981.0;0.0;15.0;117.0;26;-108.0;652;1;724;-41;0
977.0;18.0;19.0;116.0;16;-116.0;659;-2;731;-41;-7
988.0;10.0;18.0;131.0;18;-126.0;655;3;731;-41;-1
980.0;22.0;7.0;122.0;21;-119.0;655;2;728;-41;1
970.0;39.0;6.0;111.0;12;-118.0;660;2;736;-41;-4
988.0;55.0;12.0;101.0;18;-144.0;658;0;729;-41;4
969.0;59.0;3.0;116.0;22;-126.0;656;-1;726;-41;6
980.0;9.0;2.0;139.0;16;-112.0;654;3;734;-41;-1
963.0;30.0;10.0;135.0;17;-94.0;654;4;734;-41;1
970.0;17.0;23.0;131.0;18;-108.0;656;1;731;-41;4
1002.0;16.0;18.0;98.0;21;-121.0;656;-1;728;-41;4
972.0;17.0;33.0;115.0;22;-123.0;655;-1;727;-41;4
963.0;25.0;26.0;112.0;16;-109.0;658;0;731;-41;4
973.0;-6.0;35.0;124.0;17;-145.0;653;4;733;-41;-4
988.0;7.0;38.0;122.0;26;-122.0;650;2;725;-41;1
975.0;-7.0;38.0;139.0;23;-112.0;657;-1;724;-41;11
969.0;8.0;36.0;110.0;17;-114.0;658;1;731;-41;3
968.0;1.0;38.0;130.0;16;-120.0;657;2;733;-41;0
987.0;10.0;33.0;105.0;12;-109.0;660;0;736;-41;-4
980.0;8.0;24.0;118.0;17;-117.0;657;-2;732;-41;-12
989.0;-12.0;11.0;112.0;20;-118.0;653;1;730;-41;-7
979.0;-17.0;6.0;132.0;13;-118.0;659;3;736;-41;1
1311.0;1.0;-11.0;654.0;25;-316.0;631;47;736;-42;27
996.0;18.0;-5.0;142.0;17;-106.0;656;0;732;-41;-3
962.0;45.0;-34.0;259.0;15;-50.0;664;4;727;-39;8
965.0;17.0;-8.0;121.0;20;-105.0;651;1;733;-41;-6
969.0;9.0;-5.0;112.0;19;-115.0;656;-4;731;-41;-6
992.0;-5.0;1.0;76.0;24;-93.0;652;-1;727;-41;2
987.0;16.0;5.0;82.0;21;-113.0;651;2;731;-41;-1
980.0;13.0;4.0;123.0;23;-109.0;651;0;728;-41;2
963.0;9.0;13.0;131.0;20;-95.0;653;1;730;-41;8
986.0;10.0;15.0;139.0;13;-115.0;658;0;736;-41;4
989.0;30.0;10.0;120.0;18;-100.0;650;3;735;-41;-3
979.0;29.0;13.0;111.0;17;-118.0;653;1;735;-41;3
988.0;28.0;10.0;112.0;16;-89.0;652;3;737;-41;7
981.0;134.0;35.0;169.0;27;-56.0;591;115;781;-43;50
986.0;35.0;44.0;-28.0;23;-133.0;666;3;715;-43;-3
983.0;34.0;8.0;128.0;18;-80.0;655;-6;732;-41;-5
999.0;-81.0;-90.0;-20.0;422;26.0;1019;847;446;-21;-824
957.0;13.0;14.0;134.0;24;-87.0;647;2;731;-41;4
963.0;-3.0;22.0;131.0;25;-87.0;651;-4;726;-41;4
971.0;107.0;106.0;10.0;19;18.0;661;2;725;-42;0
1014.0;39.0;48.0;-47.0;25;-144.0;666;8;713;-43;-4
983.0;35.0;5.0;15.0;20;-137.0;669;4;715;-43;0
999.0;36.0;7.0;0.0;18;-158.0;671;0;716;-43;2
978.0;48.0;4.0;83.0;15;-133.0;671;0;721;-43;-2
979.0;24.0;29.0;140.0;22;-80.0;655;6;726;-43;-14
1007.0;47.0;35.0;101.0;19;-119.0;670;-4;716;-43;4
985.0;31.0;22.0;135.0;16;-90.0;671;-4;719;-43;1
924.0;46.0;20.0;11.0;35;7.0;686;101;696;-35;-117
1007.0;-436.0;-351.0;336.0;21;330.0;651;-4;731;-45;-2
984.0;42.0;22.0;124.0;14;-99.0;672;-1;720;-43;1
1443.0;131.0;-22.0;334.0;19;-192.0;650;37;735;-45;-57
968.0;46.0;24.0;134.0;21;-89.0;666;0;718;-43;-3
980.0;42.0;13.0;118.0;18;-80.0;669;-5;719;-43;1
971.0;50.0;139.0;-51.0;34;-86.0;683;-175;709;-38;58
954.0;-9.0;347.0;-102.0;-29;-78.0;666;-58;784;-39;31
978.0;30.0;28.0;135.0;21;-82.0;667;1;715;-43;2
977.0;21.0;33.0;152.0;13;-91.0;673;-4;721;-43;1
967.0;201.0;50.0;193.0;21;-55.0;657;-14;728;-42;-47
1060.0;29.0;205.0;-105.0;-33;-151.0;680;2;731;-43;-10
979.0;51.0;27.0;158.0;17;-81.0;669;1;720;-43;-1
898.0;113.0;80.0;139.0;85;39.0;638;73;683;-36;-95
868.0;-51.0;-30.0;-56.0;2506;95.0;1983;1679;-1797;-10;-1547
988.0;43.0;17.0;97.0;21;-47.0;660;-19;724;-40;34
989.0;40.0;20.0;132.0;11;-73.0;675;2;722;-43;0
1116.0;37.0;84.0;299.0;-32;-94.0;682;18;757;-41;-188
987.0;27.0;26.0;151.0;18;-92.0;670;3;718;-43;1
1018.0;63.0;29.0;39.0;21;36.0;666;10;716;-45;1
988.0;45.0;26.0;141.0;22;-98.0;671;1;712;-43;2
989.0;99.0;45.0;423.0;25;179.0;661;-55;726;-39;-24
970.0;93.0;95.0;20.0;19;27.0;656;-3;728;-42;-4
996.0;86.0;56.0;-13.0;16;-15.0;661;7;728;-43;5
972.0;33.0;29.0;136.0;16;-78.0;681;-3;711;-43;12
981.0;22.0;32.0;131.0;12;-84.0;673;1;723;-43;0
992.0;25.0;32.0;130.0;12;-74.0;672;7;724;-43;3
973.0;78.0;31.0;101.0;141;19.0;459;4;744;-39;-353
1074.0;-24.0;49.0;250.0;34;7.0;586;68;774;-40;-44
992.0;63.0;46.0;11.0;15;-20.0;664;3;727;-43;4
961.0;11.0;16.0;-39.0;44;-30.0;651;-36;710;-44;8
952.0;142.0;5.0;229.0;17;-89.0;673;-3;717;-38;-8
974.0;123.0;-377.0;4.0;12;-77.0;676;-2;720;-43;-8
727.0;96.0;-36.0;475.0;2;767.0;670;-95;750;-37;69
991.0;-42.0;-11.0;107.0;22;1.0;673;-4;709;-43;4
972.0;-9.0;-193.0;132.0;21;98.0;653;12;729;-50;-4
1301.0;39.0;105.0;-728.0;20;-345.0;683;-7;703;-48;-48
979.0;-17.0;9.0;20.0;61;165.0;635;-147;708;-42;49
757.0;-105.0;-413.0;309.0;42;172.0;654;-33;702;-40;40
984.0;-28.0;-83.0;73.0;15;4.0;663;-2;728;-45;0
977.0;-9.0;-81.0;86.0;21;3.0;660;4;724;-45;-5
990.0;-18.0;-82.0;59.0;23;-1.0;665;11;716;-45;0
990.0;0.0;-80.0;49.0;18;-5.0;664;7;723;-45;-2
1203.0;-168.0;-45.0;-74.0;-940;-120.0;1561;137;1234;-47;-95
946.0;-86.0;114.0;112.0;-140;-319.0;618;-68;935;-36;138
1004.0;-11.0;-85.0;53.0;10;-6.0;662;-6;735;-45;-2
1008.0;-377.0;-282.0;-11.0;12;-5.0;661;-8;733;-40;-8
998.0;-389.0;-484.0;-19.0;26;-45.0;687;-353;753;-61;-30
973.0;-10.0;-87.0;98.0;24;41.0;655;-7;723;-45;1
1004.0;0.0;-80.0;60.0;24;-10.0;657;4;721;-45;-7
1001.0;-54.0;-174.0;37.0;-64;40.0;957;257;756;-26;-554
978.0;-2.0;-77.0;81.0;20;25.0;658;-7;725;-45;2
975.0;-98.0;-110.0;79.0;17;-4.0;660;-6;729;-45;1
978.0;86.0;11.0;-43.0;6;18.0;797;7;591;-52;10
987.0;66.0;-11.0;-49.0;17;16.0;732;31;655;-46;4
991.0;205.0;12.0;-23.0;12;-51.0;666;-45;731;-40;58
985.0;98.0;29.0;80.0;12;-126.0;665;-19;727;-40;34
975.0;178.0;3.0;-117.0;0;176.0;699;42;721;-39;-86
1013.0;257.0;7.0;-41.0;15;184.0;675;6;717;-43;3
963.0;17.0;-21.0;78.0;21;12.0;660;-88;725;-38;-21
1001.0;184.0;10.0;-73.0;113;17.0;585;26;668;-45;228
951.0;-134.0;-14.0;44.0;-70;9.0;788;8;777;-29;324
978.0;65.0;2.0;-51.0;15;9.0;666;-5;727;-42;11
989.0;19.0;12.0;-40.0;14;9.0;654;-13;738;-42;-2
989.0;25.0;23.0;-60.0;13;0.0;659;-11;735;-42;4
988.0;381.0;450.0;-7.0;16;-60.0;666;1;726;-40;1
996.0;-28.0;39.0;-40.0;14;10.0;658;-9;735;-42;0
962.0;-10.0;78.0;-18.0;15;27.0;654;39;735;-35;-29
977.0;87.0;143.0;76.0;13;-26.0;696;-158;715;-34;21
974.0;193.0;115.0;2.0;33;-47.0;671;-113;713;-55;-92
997.0;22.0;53.0;-63.0;13;9.0;660;-9;735;-42;8
978.0;10.0;86.0;-61.0;18;15.0;644;-15;742;-42;3
995.0;138.0;-55.0;59.0;477;52.0;2220;1147;-269;-19;2110
1009.0;131.0;83.0;32.0;16;-168.0;678;-9;710;-45;7
988.0;224.0;213.0;103.0;29;-96.0;652;4;719;-38;1
901.0;-1.0;-59.0;-173.0;-8;-141.0;876;76;605;-37;340
1001.0;-34.0;-119.0;-54.0;63;-39.0;624;81;729;-46;91
979.0;18.0;53.0;-52.0;23;19.0;647;-10;732;-42;7
972.0;24.0;43.0;-52.0;22;18.0;645;-11;735;-42;5
968.0;6.0;14.0;-21.0;50;33.0;671;-229;710;-25;-13
992.0;35.0;33.0;-40.0;22;-29.0;651;-62;732;-45;-26
996.0;51.0;49.0;-52.0;16;4.0;658;-7;732;-43;0
978.0;68.0;45.0;-57.0;13;18.0;662;-2;731;-43;1
1020.0;313.0;-115.0;-191.0;175;-125.0;422;-42;631;-5;-443
981.0;26.0;9.0;-41.0;24;12.0;680;-5;700;-41;-52
981.0;-48.0;-119.0;-51.0;-735;-27.0;1695;-1135;1236;-28;-691
983.0;-18.0;-67.0;56.0;18;8.0;659;-4;727;-45;-1
988.0;165.0;211.0;-44.0;14;-73.0;682;-15;711;-43;18
970.0;49.0;50.0;-41.0;19;7.0;658;0;728;-43;0
990.0;66.0;47.0;-46.0;19;-3.0;658;1;727;-43;1
965.0;59.0;109.0;-38.0;-14;-25.0;641;-61;782;-55;-28
998.0;20.0;56.0;-25.0;29;-24.0;645;-64;729;-45;-26
997.0;19.0;57.0;-39.0;17;-42.0;651;-58;739;-45;-33
1000.0;18.0;28.0;-15.0;19;-40.0;654;-64;736;-45;-19
991.0;58.0;51.0;-46.0;20;3.0;654;-5;729;-43;-1
989.0;58.0;48.0;-20.0;22;-11.0;653;-6;728;-43;-2
971.0;48.0;72.0;-38.0;17;44.0;658;-2;731;-41;1
988.0;29.0;22.0;17.0;24;-27.0;654;-52;727;-45;-14
997.0;60.0;51.0;-50.0;8;10.0;666;-7;735;-43;6
1007.0;56.0;54.0;-50.0;14;0.0;664;2;730;-43;-1
1016.0;106.0;41.0;24.0;822;-159.0;432;531;737;-70;813
996.0;62.0;51.0;-51.0;15;10.0;663;3;728;-43;-2
1008.0;112.0;14.0;-83.0;23;68.0;642;-47;732;-45;52
994.0;61.0;57.0;-39.0;18;11.0;659;0;728;-43;-3
991.0;42.0;56.0;-46.0;11;-12.0;660;-5;736;-43;-2
998.0;68.0;46.0;-41.0;11;12.0;666;-1;732;-43;3
1001.0;70.0;43.0;-67.0;20;-12.0;658;1;725;-43;0
996.0;59.0;47.0;-37.0;20;-9.0;656;0;727;-43;-3
986.0;58.0;43.0;-42.0;19;10.0;658;1;728;-43;-3
988.0;5.0;-132.0;-13.0;24;16.0;652;2;726;-45;1
968.0;68.0;44.0;-54.0;15;1.0;662;1;730;-43;1
995.0;-8.0;-93.0;12.0;20;34.0;661;4;722;-45;-4
857.0;-107.0;-198.0;-372.0;15;-355.0;743;2;646;-50;3
1016.0;4.0;-202.0;21.0;12;18.0;662;7;733;-45;-3
965.0;95.0;-201.0;8.0;8;-67.0;670;-5;732;-44;-19
987.0;31.0;-129.0;49.0;18;13.0;661;0;725;-50;6
972.0;0.0;-150.0;244.0;19;-62.0;663;6;724;-38;3
998.0;70.0;-64.0;91.0;6;27.0;681;-2;725;-50;-19
982.0;-164.0;-73.0;297.0;2443;82.0;1610;-1817;-1838;-21;1415
942.0;92.0;-28.0;-211.0;927;22.0;12;-425;240;-88;-151
982.0;229.0;26.0;-117.0;17;-129.0;680;-40;710;-43;71
917.0;-173.0;9.0;35.0;22;-338.0;674;5;708;-32;60
999.0;57.0;48.0;-10.0;18;19.0;659;-3;728;-43;4
992.0;71.0;51.0;-38.0;22;20.0;654;-3;728;-43;-2
977.0;71.0;49.0;-45.0;19;-1.0;656;-3;729;-43;-3
981.0;57.0;42.0;-73.0;15;-26.0;660;-7;732;-43;5
989.0;59.0;40.0;-89.0;16;-81.0;663;2;727;-43;3
984.0;99.0;83.0;-106.0;19;-102.0;670;-46;716;-37;31
968.0;54.0;39.0;-78.0;17;-78.0;658;-2;729;-43;-1
969.0;-19.0;33.0;-91.0;30;-144.0;665;0;710;-41;56
381.0;-133.0;13.0;-598.0;-420;-469.0;1140;70;879;-52;119
968.0;245.0;180.0;199.0;15;-57.0;677;-3;713;-43;8
989.0;107.0;56.0;101.0;14;-91.0;665;0;728;-40;6
995.0;109.0;76.0;129.0;16;-121.0;663;-3;727;-40;8
980.0;85.0;12.0;154.0;35;-121.0;635;16;726;-41;18
989.0;10.0;-27.0;121.0;14;-109.0;657;-12;734;-40;10
989.0;5.0;-23.0;100.0;19;-117.0;653;-13;732;-40;2
987.0;0.0;-15.0;103.0;27;-110.0;651;-12;724;-40;-1
966.0;-6.0;-19.0;126.0;8;-116.0;682;13;720;-40;-11
977.0;-39.0;-75.0;145.0;-248;-78.0;871;154;910;-42;-100
984.0;-24.0;-25.0;114.0;22;-128.0;669;6;713;-40;0
966.0;-24.0;-25.0;134.0;25;-117.0;664;3;712;-40;-2
972.0;0.0;-39.0;161.0;17;-120.0;666;-4;722;-40;-1
979.0;-10.0;-36.0;123.0;19;-118.0;665;-5;721;-40;5
977.0;-10.0;-37.0;105.0;20;-117.0;668;3;715;-40;1
986.0;-10.0;-29.0;123.0;18;-120.0;668;0;718;-40;3
990.0;-10.0;-29.0;102.0;19;-109.0;666;-3;719;-40;7
972.0;-9.0;-24.0;136.0;17;-117.0;667;-2;720;-40;2
969.0;5.0;-17.0;142.0;15;-101.0;667;-3;724;-40;-1
979.0;-13.0;-10.0;121.0;14;-100.0;669;-3;724;-40;5
