InertialMeasurementUnit BACK accY;InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;InertialMeasurementUnit LUA accZ;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
-22.0;268.0;244.0;-866.0;?;372.0;771.0;-782.0;601.0;473.0;?;86.0
-51.0;200.0;253.0;-746.0;?;367.0;742.0;-639.0;628.0;426.0;?;181.0
-54.0;133.0;278.0;-726.0;?;279.0;745.0;-610.0;631.0;413.0;?;183.0
-53.0;104.0;322.0;-722.0;?;131.0;765.0;-607.0;663.0;381.0;?;194.0
-25.0;118.0;391.0;-744.0;?;22.0;817.0;-636.0;763.0;374.0;126.0;213.0
11.0;168.0;397.0;-785.0;1069.0;-6.0;829.0;-679.0;886.0;392.0;160.0;220.0
13.0;219.0;365.0;-824.0;1218.0;37.0;870.0;-703.0;938.0;407.0;148.0;241.0
-21.0;223.0;330.0;-850.0;1255.0;75.0;974.0;-708.0;?;447.0;74.0;292.0
-47.0;194.0;395.0;-913.0;1330.0;106.0;1111.0;-748.0;?;529.0;81.0;351.0
-129.0;145.0;467.0;-1040.0;1521.0;129.0;1184.0;-898.0;?;601.0;150.0;335.0
-168.0;163.0;205.0;-1144.0;1437.0;202.0;1230.0;-1003.0;?;602.0;170.0;275.0
-26.0;195.0;99.0;-1162.0;1151.0;319.0;1422.0;-1040.0;?;588.0;88.0;234.0
-92.0;139.0;45.0;-1310.0;1303.0;325.0;1426.0;-1172.0;?;579.0;15.0;354.0
-358.0;76.0;-4.0;-1419.0;1357.0;402.0;1118.0;-1292.0;?;693.0;49.0;387.0
-328.0;129.0;-11.0;-1083.0;1129.0;650.0;1191.0;-960.0;?;743.0;-1.0;91.0
-64.0;115.0;96.0;-1082.0;1019.0;570.0;1268.0;-995.0;?;529.0;18.0;77.0
-193.0;104.0;153.0;-1190.0;944.0;495.0;?;-1152.0;?;442.0;84.0;-111.0
-225.0;118.0;164.0;-1094.0;922.0;468.0;?;-1071.0;?;409.0;48.0;-164.0
-187.0;127.0;180.0;-966.0;910.0;397.0;?;-930.0;?;371.0;35.0;-40.0
-216.0;74.0;152.0;-865.0;920.0;304.0;?;-817.0;?;373.0;-29.0;82.0
-289.0;8.0;157.0;-811.0;931.0;232.0;?;-758.0;724.0;357.0;-77.0;113.0
-317.0;-37.0;155.0;-798.0;958.0;180.0;?;-738.0;740.0;303.0;-110.0;123.0
-268.0;-63.0;213.0;-807.0;935.0;171.0;?;-740.0;836.0;264.0;-68.0;137.0
-246.0;-44.0;237.0;-838.0;1050.0;203.0;?;-764.0;?;248.0;-27.0;151.0
-219.0;10.0;280.0;-876.0;1207.0;255.0;?;-798.0;?;267.0;3.0;131.0
-229.0;84.0;213.0;-878.0;1204.0;324.0;917.0;-796.0;?;265.0;-6.0;136.0
-276.0;125.0;262.0;-914.0;1207.0;347.0;1074.0;-814.0;?;258.0;-23.0;205.0
-250.0;121.0;219.0;-1038.0;1259.0;328.0;1147.0;-923.0;?;280.0;-31.0;237.0
-185.0;171.0;156.0;-1171.0;1161.0;356.0;1119.0;-1050.0;?;272.0;-10.0;235.0
-110.0;192.0;141.0;-1103.0;1028.0;399.0;1232.0;-993.0;?;347.0;-10.0;240.0
-291.0;116.0;121.0;-1230.0;1239.0;356.0;1080.0;-1115.0;?;420.0;148.0;329.0
-182.0;211.0;27.0;-1141.0;1358.0;327.0;929.0;-1047.0;801.0;498.0;306.0;93.0
-37.0;326.0;124.0;-847.0;1217.0;277.0;1110.0;-791.0;557.0;558.0;118.0;-182.0
-135.0;251.0;213.0;-957.0;960.0;199.0;1310.0;-882.0;489.0;549.0;76.0;0.0
-110.0;200.0;272.0;-1180.0;822.0;170.0;1224.0;-1136.0;483.0;586.0;160.0;-45.0
-104.0;271.0;279.0;-1192.0;781.0;205.0;951.0;-1136.0;520.0;547.0;188.0;-51.0
-21.0;287.0;290.0;-970.0;807.0;337.0;763.0;-892.0;570.0;500.0;190.0;113.0
-69.0;235.0;281.0;-769.0;829.0;344.0;699.0;-659.0;580.0;473.0;161.0;179.0
-62.0;164.0;305.0;-694.0;861.0;302.0;709.0;-574.0;587.0;438.0;78.0;204.0
-34.0;110.0;347.0;-689.0;879.0;179.0;757.0;-565.0;698.0;397.0;52.0;223.0
-14.0;85.0;410.0;-721.0;969.0;92.0;784.0;-606.0;821.0;382.0;89.0;263.0
8.0;116.0;390.0;-755.0;1128.0;55.0;794.0;-640.0;889.0;398.0;151.0;286.0
4.0;171.0;376.0;-777.0;1209.0;48.0;842.0;-660.0;904.0;415.0;148.0;287.0
-16.0;205.0;365.0;-808.0;1209.0;56.0;1007.0;-675.0;1087.0;433.0;98.0;311.0
-29.0;168.0;446.0;-926.0;1417.0;64.0;1147.0;-794.0;1152.0;481.0;89.0;363.0
-97.0;144.0;342.0;-1069.0;1507.0;158.0;1167.0;-947.0;803.0;536.0;104.0;356.0
-161.0;154.0;180.0;-1129.0;1234.0;323.0;1230.0;-1010.0;1059.0;557.0;133.0;332.0
-61.0;171.0;239.0;-1159.0;1153.0;433.0;1492.0;-1028.0;1045.0;554.0;37.0;309.0
-242.0;102.0;129.0;-1329.0;1349.0;457.0;1271.0;-1205.0;915.0;591.0;37.0;343.0
-453.0;32.0;84.0;-1333.0;1256.0;618.0;1132.0;-1251.0;799.0;699.0;-45.0;291.0
-232.0;59.0;120.0;-1039.0;1108.0;661.0;1269.0;-880.0;720.0;612.0;-49.0;200.0
-15.0;55.0;156.0;-1152.0;1000.0;450.0;1220.0;-1096.0;686.0;489.0;39.0;200.0
-248.0;92.0;184.0;-1207.0;947.0;295.0;1088.0;-1135.0;635.0;471.0;116.0;?
-228.0;121.0;166.0;-1063.0;911.0;350.0;973.0;-999.0;614.0;463.0;82.0;?
-203.0;99.0;196.0;-957.0;891.0;352.0;902.0;-898.0;675.0;440.0;28.0;?
-255.0;24.0;240.0;-866.0;936.0;291.0;837.0;-822.0;736.0;423.0;-23.0;?
-309.0;-44.0;194.0;-803.0;965.0;256.0;825.0;-755.0;751.0;416.0;-45.0;?
-305.0;-99.0;140.0;-766.0;965.0;240.0;816.0;-727.0;821.0;400.0;-70.0;?
-289.0;-89.0;172.0;-787.0;987.0;260.0;889.0;-711.0;971.0;324.0;-41.0;?
-279.0;-56.0;199.0;-857.0;1164.0;314.0;923.0;-758.0;934.0;310.0;-24.0;?
-289.0;-12.0;179.0;-894.0;1191.0;368.0;899.0;-816.0;883.0;343.0;16.0;?
-289.0;84.0;277.0;-872.0;1198.0;351.0;1028.0;-806.0;984.0;306.0;4.0;?
-224.0;127.0;378.0;-977.0;1319.0;258.0;?;-893.0;759.0;263.0;7.0;?
-236.0;130.0;277.0;-1149.0;1305.0;210.0;?;-1056.0;661.0;309.0;69.0;?
-144.0;157.0;158.0;-1150.0;906.0;224.0;1169.0;-1017.0;925.0;323.0;-7.0;?
-299.0;138.0;230.0;-1162.0;1208.0;197.0;1239.0;-991.0;985.0;371.0;-12.0;?
-248.0;114.0;127.0;-1312.0;1323.0;246.0;880.0;-1128.0;763.0;428.0;218.0;?
17.0;336.0;85.0;-884.0;1203.0;418.0;965.0;-796.0;570.0;467.0;216.0;?
-104.0;403.0;168.0;-879.0;934.0;435.0;1243.0;-763.0;470.0;472.0;176.0;?
-182.0;304.0;294.0;-1108.0;857.0;405.0;1173.0;-1010.0;438.0;554.0;258.0;?
-69.0;254.0;?;-1131.0;806.0;367.0;925.0;-1075.0;474.0;644.0;269.0;?
-36.0;280.0;?;-947.0;823.0;349.0;766.0;-869.0;514.0;596.0;227.0;?
-80.0;271.0;?;-783.0;850.0;325.0;724.0;-673.0;611.0;481.0;193.0;?
-66.0;204.0;?;-724.0;900.0;245.0;741.0;-572.0;606.0;469.0;139.0;?
-68.0;134.0;?;-717.0;946.0;130.0;754.0;-548.0;628.0;513.0;124.0;?
-56.0;123.0;?;-738.0;960.0;28.0;796.0;-566.0;698.0;501.0;185.0;?
-4.0;178.0;?;-773.0;1021.0;1.0;865.0;-619.0;827.0;?;228.0;?
12.0;223.0;?;-824.0;1188.0;11.0;884.0;-695.0;941.0;?;232.0;218.0
10.0;261.0;?;-863.0;1274.0;34.0;913.0;-733.0;964.0;?;210.0;189.0
3.0;257.0;?;-865.0;?;59.0;1038.0;-723.0;1070.0;?;138.0;214.0
-73.0;197.0;374.0;-975.0;?;51.0;1191.0;-813.0;923.0;?;109.0;?
-172.0;155.0;262.0;-1112.0;?;141.0;1226.0;-964.0;771.0;?;135.0;?
-39.0;203.0;134.0;-1157.0;?;313.0;1263.0;-1030.0;1078.0;590.0;141.0;227.0
-132.0;219.0;194.0;-1271.0;?;351.0;1461.0;-1126.0;997.0;553.0;42.0;306.0
-341.0;102.0;107.0;-1358.0;1300.0;442.0;1025.0;-1206.0;856.0;638.0;89.0;333.0
-264.0;60.0;116.0;-1078.0;1187.0;694.0;1140.0;-978.0;769.0;703.0;-27.0;161.0
-244.0;57.0;136.0;-1010.0;1043.0;648.0;1259.0;-881.0;723.0;532.0;3.0;140.0
-208.0;42.0;153.0;-1170.0;1001.0;569.0;1138.0;-1108.0;663.0;461.0;77.0;104.0
-279.0;93.0;195.0;-1155.0;931.0;442.0;1001.0;-1065.0;629.0;490.0;139.0;12.0
-165.0;134.0;202.0;-995.0;894.0;394.0;946.0;-918.0;650.0;465.0;71.0;24.0
-245.0;95.0;221.0;-919.0;879.0;285.0;897.0;-844.0;640.0;422.0;7.0;139.0
-317.0;35.0;247.0;-863.0;907.0;186.0;837.0;-794.0;679.0;396.0;-4.0;155.0
-288.0;-2.0;237.0;-806.0;920.0;180.0;805.0;-743.0;653.0;372.0;3.0;136.0
-258.0;-18.0;248.0;-789.0;933.0;163.0;823.0;-712.0;799.0;341.0;-30.0;167.0
-231.0;-19.0;267.0;-809.0;1034.0;196.0;867.0;-715.0;938.0;318.0;-22.0;205.0
-241.0;-3.0;238.0;-853.0;1170.0;266.0;843.0;-745.0;903.0;316.0;16.0;214.0
-261.0;41.0;205.0;-865.0;?;334.0;885.0;-749.0;983.0;318.0;20.0;207.0
-270.0;65.0;231.0;-886.0;?;364.0;1049.0;-752.0;1107.0;315.0;-32.0;215.0
-275.0;50.0;280.0;-1019.0;?;341.0;1158.0;-876.0;788.0;335.0;36.0;251.0
-256.0;95.0;105.0;-1135.0;?;305.0;1121.0;-1012.0;677.0;393.0;88.0;189.0
-198.0;144.0;90.0;-1139.0;?;323.0;1329.0;-1010.0;929.0;424.0;-22.0;148.0
-341.0;111.0;139.0;-1300.0;?;283.0;1337.0;-1151.0;941.0;458.0;103.0;256.0
-191.0;159.0;35.0;-1345.0;?;288.0;863.0;-1255.0;782.0;526.0;308.0;149.0
-3.0;394.0;112.0;-894.0;1194.0;350.0;988.0;?;634.0;524.0;156.0;-112.0
-192.0;347.0;231.0;-867.0;1005.0;288.0;1178.0;?;512.0;475.0;120.0;20.0
-206.0;176.0;292.0;-1071.0;879.0;286.0;1156.0;?;490.0;551.0;158.0;-52.0
-47.0;179.0;306.0;-1119.0;814.0;316.0;984.0;?;481.0;552.0;137.0;-103.0
-36.0;208.0;296.0;-1001.0;799.0;384.0;818.0;?;548.0;475.0;140.0;74.0
-113.0;200.0;306.0;-849.0;839.0;426.0;735.0;?;596.0;437.0;122.0;220.0
-79.0;175.0;286.0;-755.0;851.0;353.0;719.0;?;637.0;431.0;97.0;258.0
-51.0;112.0;297.0;-713.0;916.0;249.0;726.0;?;665.0;424.0;72.0;253.0
-59.0;76.0;314.0;-718.0;942.0;141.0;767.0;?;743.0;412.0;101.0;260.0
-55.0;97.0;389.0;-753.0;1032.0;68.0;814.0;?;853.0;415.0;124.0;266.0
-54.0;147.0;383.0;-780.0;1166.0;39.0;879.0;?;960.0;453.0;177.0;243.0
-44.0;191.0;355.0;-839.0;1260.0;60.0;913.0;?;926.0;479.0;143.0;242.0
-21.0;215.0;284.0;?;1306.0;115.0;1053.0;?;1097.0;484.0;96.0;269.0
-54.0;189.0;425.0;?;1490.0;120.0;1169.0;?;921.0;505.0;69.0;347.0
-198.0;163.0;305.0;?;1378.0;216.0;1216.0;?;906.0;559.0;147.0;304.0
-148.0;145.0;134.0;?;1186.0;338.0;1309.0;-1046.0;1161.0;580.0;128.0;230.0
-115.0;166.0;173.0;?;1343.0;355.0;1406.0;-1136.0;1017.0;566.0;89.0;252.0
-220.0;105.0;82.0;?;1359.0;367.0;1077.0;-1198.0;840.0;606.0;19.0;335.0
-447.0;62.0;94.0;?;1176.0;614.0;1250.0;-968.0;729.0;695.0;-69.0;170.0
-197.0;5.0;139.0;?;1015.0;603.0;1301.0;-1013.0;700.0;572.0;-1.0;139.0
-95.0;50.0;194.0;?;926.0;580.0;1169.0;-1185.0;621.0;442.0;67.0;109.0
-234.0;103.0;217.0;?;881.0;457.0;982.0;-1099.0;594.0;455.0;128.0;16.0
-175.0;117.0;198.0;?;861.0;410.0;890.0;-923.0;619.0;468.0;64.0;17.0
-204.0;78.0;198.0;?;897.0;313.0;830.0;-816.0;668.0;425.0;2.0;139.0
-264.0;8.0;223.0;-810.0;890.0;209.0;788.0;-756.0;693.0;369.0;-41.0;186.0
-322.0;-34.0;201.0;-765.0;963.0;201.0;782.0;-700.0;754.0;330.0;-53.0;169.0
-283.0;-64.0;185.0;-763.0;972.0;178.0;793.0;-680.0;917.0;295.0;-47.0;185.0
-258.0;-63.0;231.0;-803.0;1093.0;186.0;874.0;-701.0;1035.0;271.0;-48.0;202.0
-248.0;-39.0;141.0;-867.0;1252.0;241.0;885.0;-756.0;1020.0;277.0;5.0;195.0
-247.0;15.0;152.0;-889.0;1292.0;312.0;959.0;-781.0;1097.0;287.0;-25.0;163.0
-308.0;63.0;224.0;-931.0;1342.0;327.0;1117.0;-811.0;935.0;280.0;-41.0;172.0
-293.0;78.0;258.0;-1078.0;1485.0;342.0;1216.0;-969.0;605.0;316.0;54.0;166.0
-241.0;159.0;116.0;-1200.0;1027.0;338.0;1237.0;-1117.0;785.0;374.0;91.0;73.0
-218.0;198.0;120.0;-1203.0;980.0;332.0;1362.0;-1085.0;1055.0;400.0;5.0;97.0
-238.0;152.0;33.0;-1355.0;1274.0;339.0;1048.0;-1214.0;934.0;436.0;191.0;248.0
-59.0;261.0;-15.0;-1133.0;1268.0;401.0;811.0;-1082.0;750.0;506.0;257.0;44.0
-82.0;408.0;132.0;-758.0;1099.0;351.0;1145.0;-678.0;619.0;494.0;112.0;-57.0
-251.0;225.0;262.0;-914.0;964.0;273.0;1284.0;-863.0;500.0;524.0;142.0;-22.0
-85.0;168.0;336.0;-1172.0;869.0;219.0;1078.0;-1133.0;455.0;569.0;207.0;-192.0
-31.0;261.0;333.0;-1097.0;788.0;281.0;906.0;-1052.0;481.0;499.0;206.0;-82.0
-15.0;288.0;291.0;-921.0;795.0;356.0;809.0;-831.0;489.0;434.0;186.0;124.0
-38.0;256.0;266.0;-832.0;820.0;325.0;701.0;-694.0;544.0;446.0;141.0;271.0
-26.0;221.0;285.0;-708.0;823.0;246.0;701.0;-558.0;602.0;483.0;120.0;263.0
-25.0;162.0;299.0;-683.0;873.0;162.0;735.0;-539.0;710.0;466.0;133.0;275.0
18.0;125.0;372.0;-697.0;1016.0;77.0;738.0;-579.0;834.0;465.0;167.0;227.0
17.0;157.0;389.0;-719.0;1103.0;39.0;805.0;-600.0;893.0;437.0;170.0;211.0
11.0;196.0;341.0;-743.0;1223.0;60.0;874.0;-632.0;993.0;455.0;161.0;197.0
-3.0;212.0;345.0;-819.0;1341.0;105.0;1021.0;-690.0;1178.0;475.0;140.0;249.0
-18.0;206.0;421.0;-945.0;1483.0;132.0;1101.0;-797.0;957.0;494.0;104.0;334.0
-154.0;201.0;267.0;-1050.0;1425.0;189.0;1227.0;-902.0;946.0;522.0;61.0;335.0
-138.0;168.0;171.0;-1158.0;1277.0;278.0;1355.0;-1033.0;1110.0;535.0;80.0;331.0
-65.0;170.0;152.0;-1259.0;1346.0;321.0;1426.0;-1128.0;976.0;528.0;56.0;324.0
-319.0;122.0;92.0;-1381.0;1325.0;393.0;1215.0;-1243.0;855.0;594.0;56.0;353.0
-454.0;85.0;70.0;-1197.0;1130.0;696.0;1201.0;-1113.0;798.0;715.0;-33.0;?
-231.0;57.0;128.0;-1125.0;1060.0;680.0;1297.0;-986.0;737.0;623.0;-44.0;?
-111.0;71.0;230.0;-1216.0;1016.0;539.0;1093.0;-1156.0;654.0;487.0;104.0;?
-259.0;110.0;245.0;-1116.0;952.0;487.0;993.0;-1049.0;656.0;466.0;99.0;?
-224.0;103.0;223.0;-973.0;905.0;454.0;954.0;-920.0;612.0;455.0;37.0;?
-232.0;47.0;204.0;-937.0;897.0;358.0;912.0;-875.0;674.0;417.0;-32.0;?
-278.0;-5.0;209.0;-874.0;890.0;289.0;834.0;-822.0;708.0;386.0;?;?
-309.0;?;166.0;-826.0;921.0;263.0;793.0;-751.0;717.0;?;?;?
-284.0;?;162.0;-791.0;928.0;234.0;799.0;-708.0;830.0;?;?;?
-287.0;?;203.0;-796.0;1020.0;190.0;856.0;-704.0;1033.0;?;?;?
-258.0;?;216.0;-829.0;1234.0;217.0;876.0;-740.0;985.0;?;?;?
-259.0;-1.0;137.0;-860.0;1264.0;250.0;887.0;-776.0;1071.0;?;?;?
-296.0;48.0;259.0;-872.0;1376.0;307.0;1103.0;-773.0;1069.0;?;?;?
-292.0;52.0;217.0;-1024.0;1395.0;330.0;1215.0;-906.0;685.0;?;?;?
-279.0;104.0;52.0;-1205.0;1155.0;288.0;1204.0;-1109.0;730.0;?;?;?
-173.0;196.0;109.0;-1180.0;1027.0;325.0;1410.0;-1083.0;994.0;390.0;?;121.0
-338.0;174.0;114.0;-1312.0;1185.0;337.0;1191.0;-1199.0;970.0;434.0;?;214.0
-249.0;180.0;40.0;-1234.0;1300.0;370.0;905.0;-1163.0;727.0;522.0;?;?
-46.0;311.0;125.0;-856.0;1136.0;365.0;1080.0;-796.0;573.0;547.0;?;?
-146.0;337.0;251.0;-918.0;898.0;264.0;1254.0;-836.0;518.0;513.0;?;?
-100.0;257.0;336.0;-1142.0;856.0;184.0;1164.0;-1088.0;508.0;563.0;?;?
5.0;250.0;298.0;-1134.0;827.0;224.0;898.0;-1089.0;530.0;572.0;188.0;?
-10.0;275.0;277.0;-945.0;845.0;290.0;755.0;-862.0;545.0;493.0;178.0;118.0
-20.0;230.0;242.0;-791.0;848.0;329.0;726.0;-659.0;506.0;437.0;128.0;235.0
-32.0;171.0;292.0;-745.0;830.0;300.0;742.0;-599.0;516.0;428.0;74.0;236.0
-29.0;131.0;324.0;-731.0;843.0;229.0;763.0;-593.0;592.0;407.0;88.0;225.0
-9.0;130.0;360.0;-747.0;882.0;141.0;773.0;-617.0;725.0;393.0;151.0;223.0
11.0;160.0;420.0;-754.0;1026.0;92.0;765.0;-634.0;820.0;410.0;170.0;221.0
-14.0;179.0;464.0;-750.0;1138.0;89.0;787.0;-629.0;952.0;434.0;182.0;234.0
-60.0;178.0;419.0;-757.0;1281.0;97.0;894.0;-618.0;1018.0;473.0;129.0;231.0
-49.0;159.0;399.0;-836.0;1300.0;93.0;1054.0;-686.0;1036.0;488.0;101.0;306.0
-60.0;127.0;341.0;-990.0;1402.0;69.0;1136.0;-840.0;898.0;523.0;103.0;422.0
-167.0;145.0;414.0;-1087.0;1277.0;135.0;1254.0;-947.0;716.0;581.0;113.0;415.0
-128.0;157.0;289.0;-1174.0;1142.0;272.0;1269.0;-1062.0;1007.0;585.0;179.0;371.0
-3.0;221.0;325.0;-1232.0;1106.0;339.0;1381.0;-1110.0;983.0;592.0;101.0;323.0
-117.0;190.0;194.0;-1291.0;1318.0;431.0;1089.0;-1151.0;904.0;639.0;99.0;327.0
-379.0;103.0;164.0;-1146.0;1233.0;526.0;1080.0;-1031.0;812.0;696.0;?;317.0
-253.0;29.0;177.0;-955.0;1126.0;541.0;1283.0;-812.0;704.0;592.0;?;271.0
-13.0;-33.0;197.0;-1121.0;1012.0;476.0;1162.0;-1065.0;681.0;516.0;?;305.0
-244.0;50.0;221.0;-1161.0;938.0;390.0;1077.0;-1061.0;642.0;514.0;?;104.0
-222.0;118.0;209.0;-1041.0;894.0;395.0;997.0;-964.0;604.0;491.0;?;31.0
-209.0;112.0;219.0;-979.0;852.0;332.0;917.0;-895.0;618.0;472.0;?;108.0
-253.0;60.0;249.0;-890.0;874.0;271.0;846.0;-822.0;656.0;437.0;?;176.0
-274.0;3.0;253.0;-821.0;934.0;267.0;789.0;-762.0;676.0;398.0;-39.0;158.0
-259.0;-11.0;220.0;-754.0;920.0;208.0;787.0;-706.0;807.0;350.0;-28.0;163.0
-263.0;-24.0;292.0;-750.0;1005.0;167.0;838.0;-676.0;998.0;310.0;-35.0;195.0
-228.0;-37.0;262.0;-804.0;1160.0;202.0;842.0;-717.0;1046.0;309.0;-31.0;218.0
-221.0;-15.0;218.0;-851.0;1325.0;237.0;872.0;-748.0;1052.0;311.0;-33.0;205.0
-252.0;30.0;122.0;-852.0;1244.0;267.0;1037.0;-745.0;1055.0;300.0;-76.0;197.0
-241.0;35.0;303.0;-992.0;1484.0;266.0;1243.0;-867.0;746.0;298.0;-31.0;263.0
-210.0;86.0;66.0;-1191.0;1173.0;246.0;1227.0;-1059.0;788.0;339.0;80.0;244.0
-112.0;182.0;87.0;-1228.0;1089.0;300.0;1293.0;-1141.0;965.0;414.0;84.0;162.0
-273.0;244.0;104.0;-1243.0;1211.0;325.0;1208.0;-1129.0;967.0;459.0;105.0;132.0
-194.0;272.0;84.0;-1278.0;1344.0;324.0;962.0;-1174.0;766.0;491.0;266.0;189.0
-45.0;?;88.0;-893.0;1153.0;349.0;1096.0;-840.0;555.0;574.0;141.0;-132.0
-267.0;?;263.0;-963.0;908.0;310.0;1277.0;-894.0;449.0;560.0;?;-58.0
-188.0;?;306.0;-1175.0;788.0;300.0;1134.0;-1106.0;469.0;525.0;190.0;-116.0
-31.0;?;347.0;-1153.0;780.0;315.0;912.0;-1095.0;499.0;502.0;170.0;-101.0
-40.0;?;298.0;-948.0;822.0;339.0;732.0;-872.0;523.0;450.0;169.0;83.0
-39.0;?;336.0;-775.0;796.0;311.0;691.0;-640.0;555.0;421.0;116.0;250.0
-17.0;?;214.0;-695.0;899.0;226.0;705.0;-533.0;631.0;416.0;75.0;277.0
-14.0;?;283.0;-703.0;929.0;121.0;739.0;-540.0;728.0;386.0;93.0;295.0
-8.0;?;423.0;-713.0;1004.0;67.0;719.0;-581.0;848.0;384.0;111.0;269.0
17.0;?;387.0;-734.0;1134.0;22.0;726.0;-618.0;907.0;390.0;104.0;277.0
17.0;?;376.0;-751.0;1238.0;25.0;916.0;-649.0;905.0;419.0;152.0;255.0
-21.0;?;366.0;-836.0;1271.0;59.0;1020.0;-716.0;1061.0;456.0;101.0;285.0
-45.0;?;437.0;-952.0;1352.0;114.0;1148.0;-829.0;1129.0;501.0;103.0;336.0
-93.0;?;452.0;-1060.0;1501.0;162.0;1189.0;-941.0;877.0;547.0;101.0;343.0
-182.0;?;164.0;-1119.0;1237.0;256.0;1210.0;-1010.0;1041.0;575.0;123.0;339.0
-76.0;154.0;270.0;-1121.0;1213.0;395.0;1427.0;-1026.0;990.0;590.0;81.0;318.0
-153.0;126.0;191.0;-1265.0;1328.0;449.0;1348.0;-1168.0;841.0;598.0;36.0;344.0
-449.0;69.0;164.0;-1382.0;1206.0;535.0;1109.0;-1314.0;815.0;706.0;54.0;345.0
-199.0;120.0;156.0;-1057.0;1127.0;646.0;1261.0;-889.0;744.0;666.0;-6.0;150.0
105.0;116.0;?;-1145.0;1013.0;470.0;1157.0;-1079.0;654.0;504.0;66.0;224.0
-196.0;113.0;?;-1171.0;935.0;487.0;1064.0;-1093.0;629.0;482.0;88.0;119.0
-235.0;78.0;?;-1032.0;871.0;515.0;999.0;-943.0;655.0;504.0;30.0;83.0
-201.0;4.0;?;-964.0;884.0;512.0;902.0;-901.0;698.0;476.0;11.0;162.0
-281.0;-30.0;?;-883.0;902.0;371.0;825.0;-822.0;796.0;419.0;-28.0;204.0
-340.0;?;?;-811.0;968.0;287.0;819.0;-750.0;839.0;389.0;-31.0;152.0
-326.0;?;?;-777.0;1030.0;211.0;840.0;-716.0;920.0;346.0;-74.0;122.0
-288.0;?;?;-792.0;1109.0;173.0;883.0;-737.0;1007.0;309.0;-58.0;123.0
-271.0;?;?;-832.0;1212.0;181.0;942.0;-774.0;1027.0;293.0;-51.0;106.0
-288.0;?;?;-904.0;1280.0;218.0;1019.0;-857.0;1093.0;290.0;-42.0;79.0
-326.0;?;?;-964.0;1292.0;263.0;1107.0;-914.0;1017.0;295.0;-13.0;58.0
-337.0;?;?;-1048.0;1396.0;262.0;1186.0;-1000.0;740.0;284.0;35.0;46.0
-289.0;?;?;-1143.0;1070.0;279.0;1177.0;-1082.0;897.0;276.0;63.0;28.0
-158.0;?;?;-1163.0;1112.0;339.0;1287.0;-1095.0;1048.0;286.0;-2.0;88.0
-200.0;?;15.0;-1284.0;1268.0;336.0;1081.0;-1173.0;951.0;310.0;146.0;180.0
-40.0;279.0;20.0;-1195.0;1298.0;420.0;935.0;-1122.0;706.0;341.0;225.0;89.0
-18.0;429.0;81.0;?;1100.0;397.0;1142.0;-810.0;577.0;365.0;170.0;-63.0
-125.0;350.0;191.0;?;932.0;344.0;1262.0;-975.0;544.0;440.0;211.0;-57.0
-95.0;300.0;262.0;?;846.0;288.0;1121.0;-1137.0;498.0;501.0;253.0;-180.0
-27.0;300.0;256.0;?;808.0;286.0;901.0;-1084.0;478.0;481.0;265.0;-127.0
6.0;309.0;241.0;?;796.0;305.0;797.0;-855.0;535.0;471.0;208.0;38.0
-26.0;275.0;270.0;?;806.0;298.0;756.0;-693.0;538.0;457.0;159.0;133.0
0.0;229.0;292.0;?;832.0;226.0;720.0;-622.0;620.0;445.0;138.0;?
7.0;194.0;322.0;?;873.0;138.0;716.0;-583.0;685.0;448.0;141.0;?
15.0;165.0;353.0;?;952.0;24.0;762.0;-584.0;809.0;437.0;166.0;?
41.0;188.0;404.0;?;1078.0;10.0;808.0;-624.0;924.0;435.0;176.0;?
52.0;217.0;382.0;?;1216.0;11.0;871.0;-650.0;997.0;459.0;175.0;?
31.0;219.0;335.0;?;1346.0;29.0;964.0;-690.0;1040.0;481.0;161.0;?
8.0;218.0;338.0;?;1362.0;77.0;1154.0;-766.0;1049.0;506.0;116.0;?
-30.0;201.0;355.0;?;1451.0;95.0;1231.0;-908.0;877.0;543.0;152.0;?
-116.0;195.0;232.0;?;1298.0;195.0;1273.0;-1049.0;841.0;592.0;177.0;?
-41.0;217.0;138.0;-1184.0;1099.0;317.0;1315.0;-1078.0;1026.0;603.0;148.0;?
-76.0;193.0;157.0;-1274.0;1219.0;391.0;1380.0;-1168.0;970.0;603.0;71.0;?
-210.0;131.0;82.0;-1320.0;1247.0;419.0;1035.0;-1199.0;869.0;655.0;78.0;?
-288.0;141.0;95.0;-1078.0;1176.0;673.0;1158.0;-935.0;756.0;673.0;-22.0;?
-88.0;116.0;176.0;-1010.0;1068.0;607.0;1202.0;-928.0;702.0;528.0;4.0;?
-135.0;88.0;235.0;-1115.0;1011.0;544.0;1143.0;-1062.0;670.0;463.0;33.0;?
-204.0;64.0;166.0;-1125.0;900.0;388.0;1045.0;-1071.0;660.0;459.0;108.0;51.0
-167.0;40.0;172.0;-1032.0;880.0;380.0;922.0;-994.0;670.0;450.0;21.0;43.0
-250.0;39.0;?;-934.0;893.0;273.0;865.0;-871.0;718.0;398.0;?;159.0
