InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accX;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit RLA accY;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax
61.0;-188.0;26.0;285.0;-421.0;132.0;288.0;192.0;-90;-90;19
21.0;-129.0;49.0;308.0;-402.0;188.0;263.0;209.0;-93;-93;9
-62.0;-185.0;115.0;345.0;-398.0;199.0;303.0;261.0;-44;-44;26
-233.0;-129.0;15.0;369.0;-387.0;228.0;253.0;314.0;-6;-6;-10
-268.0;-12.0;-8.0;423.0;-398.0;197.0;296.0;375.0;-38;-38;4
-271.0;-10.0;135.0;430.0;-383.0;149.0;299.0;396.0;-50;-50;5
-254.0;2.0;220.0;395.0;-395.0;188.0;396.0;393.0;-13;-13;-4
-303.0;-16.0;267.0;380.0;-479.0;253.0;362.0;387.0;-4;-4;10
-358.0;14.0;165.0;436.0;-560.0;235.0;401.0;358.0;-6;-6;1
?;107.0;45.0;486.0;-434.0;180.0;310.0;360.0;?;-6;-6
?;284.0;-58.0;518.0;-351.0;192.0;311.0;327.0;?;?;2
?;257.0;-101.0;551.0;-439.0;230.0;399.0;321.0;-2;?;-2
?;3.0;-123.0;545.0;-460.0;252.0;352.0;346.0;-35;?;-2
?;-160.0;-219.0;519.0;-343.0;226.0;254.0;329.0;-9;?;4
?;-133.0;-313.0;470.0;-491.0;262.0;398.0;298.0;9;?;5
?;-118.0;-405.0;456.0;-550.0;265.0;?;279.0;-26;?;3
?;-202.0;-381.0;464.0;-458.0;160.0;?;265.0;-2;?;-5
?;-256.0;-385.0;415.0;-384.0;131.0;?;226.0;1;?;-2
?;-310.0;-324.0;407.0;-431.0;179.0;421.0;206.0;21;?;-4
?;-306.0;-345.0;370.0;-483.0;191.0;327.0;189.0;6;?;-6
257.0;-286.0;-394.0;370.0;-381.0;221.0;303.0;176.0;-46;?;3
?;-304.0;-543.0;409.0;-602.0;208.0;376.0;182.0;0;?;-1
?;-187.0;-544.0;441.0;-548.0;169.0;368.0;194.0;9;?;-4
?;-135.0;-415.0;457.0;-588.0;115.0;222.0;223.0;-8;?;-6
?;38.0;-260.0;461.0;-388.0;144.0;245.0;216.0;-62;-62;-14
?;168.0;-252.0;447.0;-653.0;99.0;406.0;230.0;-77;-77;-5
?;13.0;-194.0;361.0;-983.0;95.0;270.0;241.0;9;9;7
?;-118.0;-265.0;325.0;-514.0;133.0;289.0;242.0;16;16;0
?;-285.0;-258.0;334.0;-214.0;147.0;345.0;190.0;8;8;-6
-55.0;-394.0;-352.0;370.0;332.0;181.0;495.0;172.0;12;12;-6
-80.0;-724.0;-292.0;353.0;700.0;227.0;-182.0;154.0;-27;-27;-8
-133.0;-1144.0;-372.0;379.0;1492.0;331.0;420.0;167.0;-33;-33;-1
-169.0;?;-539.0;370.0;666.0;395.0;406.0;176.0;-28;-28;7
-157.0;?;-520.0;338.0;160.0;551.0;670.0;136.0;-54;-54;11
-110.0;?;-283.0;312.0;-205.0;449.0;864.0;149.0;-53;-53;9
-117.0;?;-115.0;299.0;-42.0;255.0;1322.0;95.0;-39;-39;9
-57.0;?;-114.0;288.0;-111.0;254.0;1612.0;176.0;-34;-34;8
-82.0;642.0;30.0;328.0;-221.0;160.0;1202.0;201.0;-23;-23;6
-72.0;339.0;499.0;370.0;201.0;114.0;577.0;182.0;-5;-5;5
-107.0;462.0;542.0;416.0;259.0;122.0;391.0;170.0;21;21;3
-221.0;170.0;415.0;434.0;186.0;353.0;948.0;183.0;32;32;2
-211.0;-223.0;263.0;434.0;180.0;301.0;687.0;212.0;40;40;3
-137.0;-291.0;96.0;410.0;127.0;218.0;841.0;168.0;40;40;-2
-100.0;-276.0;12.0;365.0;89.0;251.0;1002.0;162.0;6;6;-3
-30.0;-231.0;-1.0;319.0;172.0;300.0;959.0;163.0;5;5;1
1.0;-220.0;-63.0;312.0;120.0;277.0;893.0;182.0;26;26;-3
15.0;-151.0;-157.0;348.0;146.0;266.0;915.0;202.0;-6;-6;-3
6.0;-163.0;-155.0;361.0;137.0;286.0;875.0;189.0;-17;-17;5
-10.0;-243.0;-162.0;344.0;214.0;265.0;878.0;175.0;-19;-19;2
18.0;-264.0;-135.0;388.0;111.0;273.0;922.0;194.0;4;4;-1
19.0;-252.0;-105.0;335.0;136.0;292.0;884.0;189.0;34;34;5
39.0;-266.0;-83.0;338.0;103.0;308.0;915.0;196.0;-12;-12;-3
63.0;-324.0;-61.0;339.0;107.0;238.0;?;207.0;10;10;-7
30.0;-309.0;-37.0;345.0;-8.0;187.0;?;222.0;7;7;1
67.0;-367.0;28.0;334.0;-90.0;140.0;?;173.0;-52;-52;2
49.0;-303.0;8.0;345.0;-55.0;154.0;?;216.0;-29;-29;1
61.0;-151.0;-86.0;368.0;-87.0;2.0;?;224.0;-6;-6;-1
83.0;-46.0;-130.0;380.0;-50.0;34.0;?;170.0;-5;-5;-7
82.0;-72.0;-273.0;405.0;-111.0;193.0;?;152.0;-18;-18;-5
66.0;-133.0;-399.0;404.0;1.0;207.0;?;195.0;-30;-30;-3
78.0;376.0;-744.0;382.0;-146.0;227.0;?;187.0;-25;-25;-4
37.0;888.0;-666.0;381.0;-335.0;287.0;?;182.0;-39;-39;-1
54.0;1248.0;-561.0;354.0;-275.0;154.0;?;231.0;-38;-38;-3
20.0;1458.0;-401.0;342.0;-401.0;175.0;?;210.0;-29;-29;-5
18.0;1749.0;-243.0;342.0;-422.0;159.0;585.0;213.0;-64;-64;1
-2.0;1757.0;-145.0;378.0;-471.0;175.0;575.0;239.0;-47;-47;2
-40.0;1819.0;?;405.0;-545.0;114.0;404.0;256.0;-30;-30;4
17.0;2122.0;?;392.0;-542.0;19.0;502.0;240.0;-57;-57;6
9.0;2018.0;?;397.0;-536.0;38.0;565.0;269.0;-29;-29;-1
-8.0;1891.0;?;424.0;-507.0;-42.0;553.0;262.0;-28;-28;0
45.0;1667.0;?;382.0;-330.0;-58.0;563.0;264.0;-44;-44;11
38.0;1299.0;?;407.0;-265.0;77.0;511.0;271.0;-32;-32;12
51.0;980.0;?;416.0;-262.0;61.0;460.0;258.0;-56;-56;8
93.0;548.0;?;288.0;-283.0;102.0;441.0;222.0;-42;-42;12
147.0;87.0;?;360.0;-281.0;92.0;449.0;199.0;-6;-6;22
156.0;-183.0;?;363.0;-254.0;89.0;496.0;205.0;-46;-46;26
175.0;-429.0;?;356.0;-295.0;88.0;453.0;164.0;-58;-58;16
196.0;-571.0;?;303.0;-289.0;46.0;428.0;163.0;-65;-65;24
200.0;-710.0;?;309.0;-317.0;38.0;388.0;105.0;-59;-59;31
202.0;-794.0;-534.0;389.0;-196.0;23.0;361.0;119.0;-38;-38;23
148.0;-774.0;-458.0;409.0;-297.0;54.0;325.0;136.0;-57;-57;27
125.0;-740.0;-376.0;400.0;-243.0;153.0;306.0;143.0;-25;-25;28
163.0;-670.0;-243.0;507.0;-269.0;152.0;260.0;116.0;-69;-69;37
124.0;-662.0;-309.0;588.0;-328.0;103.0;247.0;121.0;-76;-76;37
71.0;-451.0;-271.0;550.0;-342.0;49.0;245.0;122.0;22;22;30
54.0;-298.0;-129.0;556.0;-342.0;32.0;233.0;140.0;12;12;38
25.0;-85.0;13.0;488.0;-358.0;71.0;255.0;152.0;0;0;38
0.0;75.0;73.0;599.0;-390.0;-39.0;254.0;139.0;17;17;39
13.0;187.0;108.0;456.0;-403.0;-36.0;218.0;157.0;3;3;34
27.0;292.0;124.0;372.0;-417.0;-66.0;221.0;178.0;13;13;34
3.0;373.0;145.0;389.0;-436.0;-46.0;232.0;191.0;36;36;39
33.0;384.0;124.0;386.0;-444.0;-59.0;250.0;208.0;13;13;30
43.0;391.0;94.0;360.0;-396.0;-68.0;255.0;239.0;-24;-24;27
62.0;333.0;32.0;403.0;-439.0;-57.0;262.0;201.0;-10;-10;29
90.0;222.0;16.0;417.0;-414.0;-29.0;266.0;142.0;13;13;31
80.0;78.0;-2.0;437.0;-363.0;-43.0;252.0;135.0;-7;-7;28
101.0;-33.0;-49.0;419.0;-324.0;-27.0;254.0;150.0;-14;-14;32
138.0;-126.0;-54.0;399.0;-322.0;33.0;262.0;176.0;3;3;44
140.0;-266.0;-123.0;?;-321.0;83.0;253.0;171.0;-12;-12;30
144.0;-301.0;-204.0;?;-390.0;73.0;239.0;174.0;-12;-12;19
78.0;-262.0;-199.0;?;-428.0;-5.0;250.0;166.0;21;21;28
25.0;-172.0;-173.0;?;-429.0;-50.0;278.0;142.0;-1;-1;36
39.0;-32.0;-109.0;?;-429.0;-70.0;299.0;127.0;-13;-13;35
46.0;-11.0;-61.0;?;-363.0;-89.0;?;86.0;4;4;28
71.0;-39.0;-71.0;?;-382.0;-73.0;?;87.0;-31;-31;28
73.0;-90.0;-95.0;?;-357.0;-23.0;?;106.0;-22;-22;32
46.0;-128.0;-97.0;?;-370.0;-20.0;?;106.0;2;2;30
108.0;-152.0;-142.0;?;-368.0;7.0;?;114.0;6;6;31
90.0;-153.0;-153.0;?;-394.0;-10.0;?;143.0;-1;-1;34
83.0;-99.0;-121.0;?;-362.0;-11.0;?;143.0;-36;-36;36
37.0;-61.0;-86.0;?;-360.0;-29.0;?;137.0;-8;-8;38
52.0;16.0;-46.0;?;-412.0;-32.0;220.0;156.0;10;10;31
59.0;35.0;-30.0;448.0;-381.0;-35.0;218.0;164.0;1;1;22
58.0;30.0;11.0;446.0;-385.0;-23.0;222.0;146.0;1;1;29
24.0;82.0;-16.0;458.0;-364.0;-8.0;?;156.0;-30;-30;36
10.0;70.0;1.0;440.0;-381.0;-28.0;?;167.0;-39;-39;38
-11.0;122.0;-20.0;442.0;-412.0;-29.0;?;156.0;-13;-13;42
-17.0;79.0;-1.0;422.0;-336.0;-25.0;?;156.0;1;1;39
-30.0;74.0;35.0;399.0;-400.0;-13.0;?;140.0;6;6;34
-1.0;39.0;8.0;414.0;-411.0;-58.0;?;146.0;17;17;34
-34.0;53.0;30.0;420.0;-416.0;-60.0;?;149.0;12;12;34
-60.0;89.0;52.0;407.0;-424.0;-43.0;?;163.0;-5;-5;39
-46.0;45.0;75.0;435.0;-359.0;-34.0;?;162.0;-13;-13;46
-44.0;6.0;34.0;450.0;-373.0;-24.0;?;164.0;-30;-30;44
-83.0;-22.0;1.0;446.0;-409.0;-16.0;?;154.0;?;-36;40
-20.0;-20.0;45.0;446.0;-372.0;-31.0;?;142.0;?;-25;35
-33.0;-67.0;29.0;481.0;-295.0;-46.0;?;129.0;?;-27;36
-20.0;-56.0;70.0;523.0;-384.0;-43.0;209.0;162.0;?;-28;42
-39.0;-53.0;87.0;521.0;-353.0;-1.0;218.0;145.0;?;-20;37
-97.0;-9.0;81.0;496.0;-314.0;36.0;207.0;180.0;?;?;39
-184.0;-12.0;32.0;525.0;-344.0;55.0;196.0;132.0;?;?;46
-212.0;24.0;52.0;452.0;-341.0;66.0;204.0;166.0;?;?;41
-194.0;80.0;13.0;333.0;-374.0;39.0;213.0;170.0;?;?;40
-186.0;105.0;17.0;373.0;-369.0;57.0;221.0;124.0;?;?;41
-162.0;173.0;2.0;342.0;-347.0;46.0;238.0;158.0;-26;?;39
-111.0;216.0;-1.0;354.0;-345.0;46.0;245.0;204.0;-6;-6;53
-168.0;266.0;-2.0;409.0;-342.0;35.0;258.0;171.0;-15;-15;64
-86.0;256.0;24.0;366.0;-378.0;20.0;280.0;74.0;-41;-41;51
-118.0;151.0;-27.0;396.0;-372.0;-14.0;285.0;91.0;-37;-37;55
-91.0;170.0;-3.0;382.0;-292.0;-28.0;304.0;115.0;-9;-9;77
-80.0;178.0;-11.0;446.0;-288.0;34.0;327.0;135.0;-13;-13;60
-102.0;108.0;-37.0;643.0;-266.0;84.0;316.0;132.0;-11;-11;41
-135.0;10.0;-99.0;724.0;-292.0;76.0;282.0;120.0;9;9;46
-133.0;-51.0;-168.0;629.0;-332.0;25.0;276.0;156.0;2;2;43
-75.0;-37.0;-118.0;456.0;-313.0;-23.0;300.0;156.0;13;13;40
-54.0;21.0;-23.0;319.0;-412.0;-38.0;305.0;176.0;35;35;45
-60.0;21.0;55.0;309.0;-342.0;-29.0;273.0;172.0;15;15;49
-16.0;36.0;46.0;237.0;-379.0;?;252.0;170.0;-6;-6;45
18.0;3.0;78.0;183.0;-372.0;?;256.0;162.0;-25;-25;42
108.0;-6.0;90.0;244.0;-362.0;?;250.0;160.0;-34;-34;42
113.0;-14.0;61.0;307.0;-340.0;?;229.0;146.0;11;11;40
84.0;-68.0;70.0;351.0;-350.0;?;214.0;143.0;23;23;43
66.0;-118.0;80.0;357.0;-370.0;?;205.0;145.0;-19;-19;38
77.0;-122.0;77.0;346.0;-323.0;?;207.0;142.0;-17;-17;41
67.0;-120.0;69.0;340.0;-422.0;?;207.0;162.0;9;9;46
64.0;-55.0;63.0;334.0;-282.0;?;206.0;155.0;2;2;42
82.0;-20.0;48.0;308.0;-321.0;?;192.0;144.0;-6;-6;44
61.0;13.0;22.0;313.0;-366.0;13.0;187.0;136.0;-7;-7;?
91.0;26.0;27.0;287.0;-362.0;7.0;181.0;143.0;-7;-7;?
49.0;2.0;-6.0;276.0;-362.0;11.0;193.0;122.0;-2;-2;43
32.0;72.0;3.0;278.0;-354.0;0.0;208.0;130.0;19;19;43
15.0;74.0;-3.0;326.0;-353.0;16.0;213.0;132.0;-13;-13;46
13.0;94.0;-4.0;334.0;-379.0;20.0;216.0;123.0;-40;-40;44
-4.0;72.0;-78.0;343.0;-309.0;19.0;229.0;126.0;32;32;47
-20.0;85.0;-84.0;360.0;-321.0;28.0;243.0;123.0;23;23;42
-17.0;83.0;-71.0;361.0;-369.0;18.0;253.0;131.0;-14;-14;37
11.0;73.0;-86.0;323.0;-345.0;21.0;261.0;135.0;11;11;38
-3.0;53.0;-96.0;322.0;-334.0;11.0;271.0;141.0;25;25;38
1.0;56.0;-75.0;298.0;-324.0;-5.0;280.0;139.0;27;27;44
-9.0;36.0;-93.0;275.0;-351.0;24.0;286.0;124.0;-11;-11;42
-12.0;41.0;-73.0;285.0;-321.0;18.0;284.0;135.0;-2;-2;45
-1.0;-1.0;-56.0;276.0;-317.0;34.0;283.0;125.0;9;9;45
-15.0;-36.0;-35.0;291.0;-314.0;12.0;285.0;134.0;-20;-20;40
3.0;11.0;-16.0;295.0;-304.0;-2.0;278.0;115.0;5;5;42
-1.0;-69.0;-7.0;303.0;-352.0;1.0;270.0;139.0;17;17;35
57.0;-40.0;-9.0;295.0;-363.0;4.0;258.0;141.0;-4;-4;32
-3.0;-44.0;12.0;296.0;-375.0;19.0;248.0;134.0;-3;-3;43
16.0;-40.0;2.0;314.0;-381.0;11.0;240.0;136.0;6;6;41
-40.0;-35.0;23.0;301.0;-372.0;1.0;232.0;133.0;3;3;33
14.0;-35.0;17.0;296.0;-373.0;-9.0;229.0;138.0;4;4;36
-16.0;-24.0;40.0;306.0;-395.0;0.0;222.0;122.0;-2;-2;37
-7.0;10.0;44.0;297.0;-400.0;-1.0;214.0;124.0;-36;-36;44
-35.0;2.0;-7.0;281.0;-309.0;-9.0;209.0;144.0;-44;-44;47
-25.0;-23.0;-15.0;292.0;-327.0;5.0;211.0;132.0;4;4;42
-45.0;-4.0;2.0;293.0;-375.0;18.0;213.0;113.0;8;8;43
-37.0;22.0;-31.0;301.0;-347.0;5.0;216.0;134.0;-17;-17;46
-33.0;59.0;-36.0;303.0;-362.0;-3.0;228.0;125.0;2;2;45
-43.0;30.0;?;306.0;-301.0;-11.0;231.0;154.0;-15;-15;39
-66.0;40.0;?;287.0;-341.0;-8.0;234.0;135.0;-25;-25;41
-33.0;38.0;?;293.0;-348.0;-7.0;244.0;144.0;3;3;44
-32.0;54.0;?;286.0;-304.0;15.0;248.0;133.0;14;14;37
-66.0;34.0;?;285.0;-352.0;13.0;249.0;136.0;5;5;38
-43.0;57.0;-21.0;296.0;-338.0;8.0;250.0;134.0;-31;-31;44
-70.0;-2.0;-10.0;304.0;-386.0;2.0;254.0;133.0;-29;-29;41
-48.0;8.0;-8.0;292.0;-370.0;7.0;254.0;121.0;-10;-10;36
-9.0;28.0;-26.0;285.0;-372.0;10.0;249.0;132.0;-22;-22;40
-30.0;20.0;13.0;300.0;-364.0;-19.0;243.0;134.0;-26;-26;44
-31.0;27.0;2.0;284.0;-370.0;-9.0;239.0;142.0;-8;-8;38
-13.0;-20.0;11.0;285.0;-333.0;-8.0;238.0;138.0;5;5;35
-4.0;-9.0;23.0;290.0;-312.0;1.0;240.0;140.0;-2;-2;40
-9.0;64.0;7.0;291.0;-377.0;-2.0;230.0;145.0;18;18;43
-31.0;21.0;11.0;287.0;-336.0;-12.0;224.0;136.0;18;18;41
10.0;17.0;2.0;293.0;-321.0;-3.0;222.0;135.0;5;5;40
2.0;-9.0;35.0;285.0;-346.0;-8.0;223.0;135.0;23;23;44
-11.0;-18.0;-13.0;302.0;-356.0;-11.0;221.0;113.0;15;15;44
1.0;-8.0;-21.0;279.0;-392.0;23.0;221.0;108.0;19;19;38
12.0;-9.0;-11.0;293.0;-353.0;3.0;225.0;113.0;-4;-4;45
-12.0;-5.0;-40.0;295.0;-341.0;3.0;228.0;109.0;-8;-8;50
-13.0;7.0;-38.0;295.0;-326.0;-10.0;235.0;127.0;35;35;44
-18.0;7.0;-32.0;285.0;-341.0;15.0;241.0;109.0;17;17;42
-53.0;29.0;-46.0;297.0;-339.0;4.0;246.0;124.0;12;12;37
-37.0;71.0;-50.0;292.0;-348.0;-1.0;243.0;117.0;1;1;38
-62.0;88.0;-13.0;281.0;?;0.0;240.0;127.0;-21;-21;38
-57.0;45.0;-51.0;277.0;?;9.0;245.0;126.0;-1;-1;36
-57.0;37.0;-20.0;288.0;?;8.0;245.0;105.0;-8;-8;40
-78.0;70.0;-4.0;281.0;?;-3.0;244.0;108.0;-18;-18;38
-89.0;88.0;-25.0;294.0;?;-23.0;248.0;97.0;-12;?;43
-72.0;101.0;-6.0;285.0;-342.0;-27.0;253.0;87.0;-22;?;41
-90.0;82.0;-16.0;300.0;-293.0;-14.0;250.0;77.0;47;?;37
-59.0;88.0;11.0;284.0;-319.0;-10.0;238.0;77.0;123;?;52
-82.0;87.0;-2.0;273.0;-348.0;-7.0;236.0;79.0;114;?;47
-49.0;115.0;31.0;285.0;-391.0;-17.0;236.0;97.0;100;100;24
-69.0;120.0;17.0;277.0;-334.0;-4.0;232.0;95.0;46;46;16
-89.0;101.0;57.0;276.0;-324.0;15.0;235.0;96.0;3;3;7
-73.0;196.0;80.0;304.0;-300.0;-1.0;243.0;98.0;-15;-15;16
-70.0;210.0;83.0;294.0;-327.0;15.0;243.0;107.0;-26;-26;27
-58.0;250.0;87.0;295.0;-324.0;27.0;252.0;113.0;-27;-27;13
-90.0;260.0;98.0;295.0;-282.0;45.0;261.0;157.0;-40;-40;18
-86.0;235.0;135.0;294.0;-325.0;47.0;273.0;154.0;-3;-3;25
-93.0;232.0;151.0;298.0;-252.0;29.0;282.0;174.0;-19;-19;15
-102.0;290.0;139.0;304.0;-237.0;47.0;286.0;177.0;-46;-46;22
-151.0;301.0;188.0;308.0;-254.0;39.0;297.0;198.0;-12;-12;21
-188.0;314.0;204.0;318.0;-243.0;64.0;294.0;233.0;-26;-26;11
-218.0;294.0;197.0;332.0;-207.0;93.0;294.0;220.0;-45;-45;28
-274.0;323.0;191.0;325.0;-150.0;117.0;288.0;259.0;-46;-46;29
-307.0;360.0;225.0;330.0;-255.0;110.0;281.0;251.0;-12;-12;12
-269.0;388.0;179.0;333.0;-247.0;117.0;272.0;291.0;1;1;9
-315.0;370.0;230.0;349.0;-186.0;97.0;275.0;313.0;-15;-15;12
-320.0;414.0;252.0;370.0;-226.0;86.0;290.0;336.0;-6;-6;21
-374.0;407.0;258.0;390.0;-175.0;121.0;299.0;327.0;-18;-18;25
-374.0;429.0;283.0;411.0;-203.0;183.0;305.0;336.0;10;10;17
-408.0;417.0;283.0;437.0;-165.0;161.0;319.0;324.0;22;22;15
-372.0;386.0;226.0;427.0;-161.0;141.0;346.0;328.0;1;1;14
-266.0;351.0;212.0;443.0;-163.0;134.0;344.0;326.0;16;16;11
-234.0;318.0;219.0;457.0;-104.0;141.0;338.0;331.0;15;15;15
-270.0;229.0;139.0;439.0;-186.0;159.0;340.0;345.0;15;15;15
-259.0;211.0;154.0;446.0;-96.0;144.0;343.0;350.0;41;41;8
-222.0;174.0;152.0;452.0;-126.0;185.0;333.0;382.0;44;44;12
-150.0;156.0;121.0;450.0;-137.0;194.0;354.0;360.0;112;112;8
-209.0;137.0;81.0;457.0;-126.0;193.0;345.0;346.0;71;71;10
-334.0;200.0;43.0;456.0;-142.0;193.0;328.0;336.0;52;52;14
-355.0;238.0;35.0;449.0;-249.0;171.0;313.0;345.0;156;156;1
-454.0;343.0;91.0;446.0;-251.0;118.0;327.0;288.0;3;3;10
-471.0;393.0;110.0;447.0;-332.0;60.0;361.0;191.0;335;335;-2
-410.0;429.0;121.0;430.0;-285.0;100.0;365.0;85.0;119;119;103
-309.0;459.0;104.0;409.0;-382.0;45.0;323.0;46.0;548;548;146
-204.0;387.0;-2.0;438.0;-272.0;-13.0;280.0;104.0;2678;2678;161
-88.0;329.0;-70.0;450.0;-365.0;-64.0;258.0;105.0;3620;3620;557
-143.0;196.0;-92.0;464.0;-489.0;-40.0;242.0;47.0;4679;4679;608
-180.0;84.0;-38.0;442.0;-459.0;-127.0;235.0;32.0;4255;4255;144
-42.0;62.0;82.0;414.0;-444.0;-172.0;243.0;69.0;1583;1583;-50
210.0;81.0;225.0;353.0;-381.0;-93.0;260.0;89.0;357;357;-81
164.0;7.0;178.0;337.0;-353.0;-65.0;258.0;93.0;-56;-56;-103
-33.0;-224.0;-77.0;307.0;-279.0;-57.0;163.0;82.0;-59;-59;88
77.0;-373.0;-158.0;317.0;-354.0;-38.0;112.0;59.0;-17;-17;279
130.0;-416.0;-105.0;305.0;-314.0;-12.0;116.0;66.0;-340;-340;313
91.0;-356.0;-89.0;253.0;-297.0;-41.0;180.0;66.0;-495;-495;281
62.0;-279.0;-82.0;240.0;-321.0;16.0;214.0;51.0;-457;-457;107
-10.0;-177.0;-68.0;223.0;-293.0;16.0;212.0;73.0;-521;-521;-61
-88.0;-64.0;-37.0;209.0;-323.0;21.0;214.0;39.0;-909;-909;-175
-151.0;32.0;16.0;218.0;-302.0;10.0;238.0;71.0;-530;-530;-428
-204.0;84.0;17.0;238.0;-291.0;-12.0;244.0;53.0;73;73;-418
-248.0;130.0;43.0;287.0;-325.0;22.0;265.0;71.0;893;893;-387
-219.0;157.0;80.0;295.0;-282.0;41.0;272.0;21.0;1642;1642;-304
-205.0;222.0;115.0;308.0;-337.0;44.0;281.0;134.0;1027;1027;183
-191.0;307.0;160.0;307.0;-309.0;-14.0;300.0;412.0;858;858;62
-114.0;373.0;268.0;262.0;-279.0;99.0;307.0;255.0;671;671;-227
-58.0;364.0;375.0;245.0;-234.0;311.0;328.0;104.0;88;88;-117
47.0;368.0;468.0;232.0;-253.0;143.0;332.0;205.0;283;283;-177
235.0;402.0;522.0;260.0;-250.0;-101.0;328.0;274.0;238;238;-161
182.0;503.0;668.0;323.0;-341.0;-8.0;434.0;377.0;-14;-14;-24
-168.0;502.0;762.0;461.0;-185.0;310.0;544.0;349.0;29;29;36
-344.0;477.0;588.0;495.0;-130.0;287.0;490.0;289.0;53;53;24
-213.0;389.0;412.0;458.0;-41.0;181.0;359.0;328.0;12;12;0
150.0;292.0;357.0;430.0;13.0;258.0;331.0;328.0;5;5;9
258.0;92.0;385.0;509.0;-94.0;332.0;378.0;348.0;5;5;15
109.0;26.0;192.0;424.0;-155.0;274.0;413.0;329.0;-10;-10;14
-1.0;-36.0;135.0;371.0;-103.0;211.0;384.0;352.0;-30;-30;24
-21.0;-96.0;306.0;331.0;-196.0;195.0;418.0;373.0;-7;-7;24
-81.0;-125.0;321.0;348.0;-204.0;219.0;418.0;371.0;16;16;19
-112.0;-71.0;390.0;401.0;-201.0;198.0;407.0;372.0;28;28;8
-104.0;-11.0;446.0;424.0;-157.0;130.0;427.0;281.0;28;28;-8
-23.0;19.0;385.0;430.0;-222.0;130.0;427.0;307.0;-33;-33;7
41.0;-39.0;349.0;465.0;?;132.0;404.0;366.0;-6;-6;9
105.0;-108.0;273.0;389.0;?;113.0;?;342.0;16;16;28
77.0;-65.0;156.0;342.0;?;151.0;?;312.0;46;46;-2
253.0;-59.0;106.0;364.0;-298.0;221.0;?;298.0;130;130;-10
222.0;-8.0;17.0;322.0;-287.0;185.0;?;279.0;21;21;-1
158.0;-14.0;-120.0;?;-315.0;192.0;?;280.0;-30;-30;-170
112.0;-7.0;-184.0;?;-309.0;179.0;?;184.0;209;209;-107
37.0;73.0;-209.0;?;-371.0;191.0;?;38.0;406;406;177
46.0;110.0;-334.0;?;-498.0;255.0;?;159.0;1188;1188;189
46.0;210.0;-444.0;?;-446.0;97.0;?;146.0;1546;1546;-160
-27.0;219.0;-509.0;?;-330.0;50.0;?;215.0;1032;1032;-407
286.0;258.0;-597.0;?;-426.0;-74.0;?;84.0;1394;1394;-120
-193.0;455.0;-514.0;?;-540.0;-231.0;?;31.0;1282;1282;233
-526.0;451.0;-293.0;?;-389.0;-342.0;?;63.0;1020;1020;324
192.0;326.0;-151.0;?;-314.0;-252.0;366.0;105.0;1146;1146;151
130.0;-90.0;-373.0;?;-215.0;-71.0;375.0;99.0;352;352;-83
233.0;-445.0;-661.0;?;-173.0;91.0;177.0;80.0;-130;-130;-14
184.0;-768.0;-837.0;?;-121.0;102.0;25.0;110.0;-299;-299;10
188.0;-893.0;-712.0;336.0;-226.0;66.0;72.0;133.0;-732;-732;1
181.0;-788.0;-598.0;226.0;-330.0;51.0;139.0;144.0;-902;-902;47
96.0;-629.0;-421.0;199.0;-392.0;11.0;265.0;144.0;-1162;-1162;45
43.0;-385.0;-288.0;197.0;-439.0;-34.0;305.0;123.0;-1823;-1823;-230
98.0;-144.0;-80.0;110.0;-435.0;-68.0;297.0;90.0;-2556;-2556;-286
57.0;116.0;39.0;?;-402.0;-57.0;225.0;41.0;-2380;-2380;67
-56.0;338.0;175.0;?;-450.0;-94.0;192.0;41.0;-1710;-1710;-646
-238.0;396.0;178.0;?;-441.0;-100.0;171.0;0.0;-3671;-3671;-702
-309.0;469.0;146.0;?;-463.0;-94.0;183.0;77.0;-1943;-1943;-1062
-320.0;485.0;198.0;?;-433.0;-66.0;189.0;209.0;841;841;-2141
-336.0;507.0;187.0;?;-466.0;-8.0;179.0;245.0;-3023;-3023;-1275
-330.0;599.0;199.0;?;-580.0;-70.0;197.0;143.0;-1339;-1339;-984
-296.0;605.0;236.0;?;-564.0;-76.0;200.0;445.0;2317;2317;8
-190.0;655.0;277.0;?;-542.0;-183.0;239.0;499.0;819;819;403
-127.0;702.0;383.0;?;-479.0;-28.0;284.0;293.0;426;426;-806
89.0;556.0;399.0;?;-321.0;63.0;300.0;261.0;72;72;-62
215.0;257.0;493.0;?;-112.0;-61.0;207.0;252.0;-152;-152;198
-11.0;128.0;492.0;?;-236.0;4.0;155.0;378.0;36;36;-34
79.0;135.0;365.0;?;-240.0;124.0;326.0;520.0;?;17;150
-87.0;-74.0;199.0;?;-237.0;182.0;353.0;522.0;?;83;1
-37.0;-319.0;-82.0;644.0;-270.0;213.0;296.0;418.0;?;24;59
215.0;-370.0;-251.0;561.0;-245.0;76.0;280.0;348.0;63;63;29
471.0;-445.0;?;568.0;-255.0;-43.0;230.0;338.0;43;43;22
403.0;-545.0;?;553.0;-244.0;-52.0;245.0;347.0;37;37;51
