InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit R-SHOE EuY
-52;506.0;525.0;-14;483.0;-10
-52;504.0;530.0;2;480.0;-21
-52;502.0;533.0;4;479.0;-37
-52;500.0;534.0;-13;474.0;-36
-52;478.0;499.0;130;467.0;-84
-52;458.0;469.0;42;490.0;-82
-52;456.0;463.0;15;494.0;-73
-52;453.0;459.0;-1;499.0;-66
-52;450.0;457.0;-25;500.0;-53
-52;446.0;455.0;-49;502.0;-41
-53;443.0;453.0;-56;501.0;-35
-54;440.0;452.0;-61;503.0;-31
-57;436.0;452.0;-62;505.0;-29
-57;433.0;452.0;-63;507.0;-27
-55;430.0;453.0;-63;510.0;-26
-55;428.0;454.0;-63;512.0;-26
-54;426.0;454.0;-63;514.0;-26
-52;423.0;455.0;-63;514.0;-26
-50;416.0;455.0;-64;514.0;-26
-46;407.0;455.0;-64;511.0;-26
-40;400.0;454.0;-65;509.0;-26
-33;393.0;451.0;-65;508.0;-26
-30;385.0;448.0;-66;508.0;-25
-24;376.0;447.0;-68;507.0;-26
-16;365.0;442.0;-69;507.0;-26
-12;354.0;434.0;-69;508.0;-26
0;344.0;424.0;-70;506.0;-25
26;306.0;403.0;-73;491.0;-25
14;297.0;396.0;-75;488.0;-25
3;286.0;388.0;-76;485.0;-25
-6;275.0;381.0;-78;482.0;-25
-14;263.0;373.0;-79;481.0;-25
-15;251.0;365.0;-84;483.0;-24
-18;239.0;357.0;-91;480.0;-22
-19;229.0;350.0;-93;482.0;-21
-19;218.0;341.0;-97;482.0;-22
-20;208.0;331.0;-102;485.0;-23
-20;197.0;319.0;-105;485.0;-25
-20;158.0;273.0;-110;500.0;-27
-21;94.0;205.0;-112;519.0;-32
-21;-12.0;143.0;-111;500.0;-29
-157;762.0;637.0;18;501.0;-69
-179;948.0;247.0;0;596.0;-26
82;769.0;581.0;-4;646.0;-39
-172;857.0;453.0;-8;536.0;-39
67;337.0;274.0;-167;390.0;-36
67;321.0;256.0;-158;391.0;-36
59;312.0;245.0;-163;359.0;-25
67;296.0;227.0;-161;393.0;-36
67;284.0;216.0;-158;397.0;-36
67;274.0;207.0;-160;401.0;-36
67;265.0;200.0;-159;404.0;-36
67;256.0;194.0;-159;410.0;-36
67;230.0;180.0;-163;422.0;-39
67;206.0;188.0;-164;421.0;-40
67;233.0;253.0;-165;406.0;-38
67;247.0;264.0;-165;402.0;-37
67;256.0;268.0;-165;401.0;-35
67;264.0;271.0;-164;402.0;-34
67;268.0;271.0;-164;397.0;-34
67;271.0;271.0;-164;397.0;-34
67;273.0;271.0;-164;397.0;-33
67;276.0;272.0;-164;393.0;-28
67;279.0;275.0;-164;392.0;-25
67;283.0;277.0;-164;395.0;-26
67;289.0;280.0;-164;393.0;-25
67;296.0;284.0;-164;394.0;-24
67;302.0;288.0;-163;397.0;-22
67;311.0;290.0;-163;392.0;-19
67;322.0;291.0;-163;395.0;-15
67;331.0;293.0;-163;391.0;-13
68;337.0;295.0;-163;386.0;-14
68;344.0;297.0;-163;380.0;-13
70;356.0;299.0;-163;371.0;-13
81;357.0;295.0;-164;347.0;-13
77;362.0;291.0;-164;301.0;-13
67;477.0;496.0;55;468.0;-64
58;461.0;461.0;-16;518.0;-28
56;461.0;455.0;-20;525.0;-23
55;460.0;451.0;-20;535.0;-23
59;459.0;449.0;-21;543.0;-21
51;460.0;448.0;-21;547.0;-21
74;460.0;448.0;-22;555.0;-21
71;460.0;449.0;-22;564.0;-21
46;484.0;454.0;-22;603.0;-17
-123;422.0;440.0;-23;579.0;-20
67;403.0;448.0;-33;537.0;-10
82;402.0;449.0;-41;530.0;-10
73;400.0;448.0;-58;525.0;-23
77;397.0;446.0;-54;521.0;-30
77;390.0;442.0;-53;516.0;-29
75;384.0;437.0;-101;512.0;-51
77;377.0;433.0;-144;502.0;-61
76;369.0;428.0;-99;494.0;-55
76;362.0;419.0;-155;486.0;-66
76;356.0;408.0;-149;479.0;-78
76;335.0;385.0;85;477.0;-83
75;331.0;379.0;68;477.0;-85
109;463.0;486.0;-151;564.0;-35
109;435.0;425.0;-144;539.0;-29
110;417.0;386.0;-141;516.0;-22
109;407.0;375.0;-140;512.0;-21
112;397.0;369.0;-140;509.0;-21
117;388.0;369.0;-140;509.0;-21
105;381.0;372.0;-140;509.0;-21
144;374.0;386.0;-140;511.0;-21
44;371.0;404.0;-139;515.0;-21
36;367.0;406.0;-140;521.0;-22
99;412.0;441.0;-84;532.0;-27
98;415.0;444.0;-85;535.0;-28
106;418.0;452.0;-85;540.0;-27
115;413.0;462.0;-87;539.0;-27
112;494.0;506.0;-155;596.0;-36
113;354.0;434.0;-99;527.0;-27
110;350.0;423.0;-112;518.0;-25
108;344.0;419.0;-110;513.0;-21
105;336.0;416.0;-107;506.0;-18
95;327.0;413.0;-93;494.0;-18
92;585.0;374.0;-19;506.0;-3
154;826.0;388.0;-7;542.0;-27
99;-690.0;-570.0;-7;515.0;-24
-44;183.0;70.0;-24;474.0;-6
-29;206.0;101.0;-23;508.0;-6
42;189.0;-1.0;-47;540.0;-25
-11;233.0;145.0;-18;578.0;-6
-9;235.0;148.0;-18;586.0;-6
-7;236.0;150.0;-18;592.0;-6
-5;237.0;152.0;-18;599.0;-6
-2;237.0;155.0;-18;607.0;-6
-1;237.0;157.0;-18;608.0;-6
-42;221.0;260.0;-19;945.0;-21
-50;166.0;271.0;-47;779.0;-17
-122;342.0;338.0;-56;741.0;-24
-65;270.0;288.0;-11;702.0;-57
-18;317.0;332.0;-28;1121.0;-38
-48;330.0;366.0;-28;697.0;-23
-49;392.0;390.0;-83;946.0;-26
77;413.0;406.0;-17;843.0;-15
5;368.0;390.0;-26;656.0;-26
-23;382.0;391.0;-23;641.0;-31
-49;394.0;390.0;-18;631.0;-44
-58;403.0;390.0;-19;631.0;-47
-60;408.0;393.0;-23;624.0;-37
-63;395.0;399.0;15;685.0;-54
-63;416.0;415.0;-30;626.0;-37
-27;413.0;396.0;-118;783.0;-39
-71;499.0;473.0;-21;591.0;-54
-78;506.0;478.0;-31;591.0;-42
-81;516.0;484.0;-36;580.0;-33
-75;527.0;486.0;-37;578.0;-29
-66;537.0;491.0;-38;570.0;-24
-45;551.0;513.0;-38;567.0;-21
-173;789.0;579.0;-4;836.0;-57
-179;754.0;588.0;-151;694.0;-50
-38;579.0;521.0;9;581.0;-21
-11;572.0;527.0;-36;541.0;-22
56;606.0;534.0;-24;511.0;-18
-19;749.0;562.0;-6;498.0;-32
-98;650.0;601.0;-5;481.0;-31
-4;227.0;238.0;-67;1079.0;-41
-62;260.0;289.0;-22;805.0;-21
-53;270.0;288.0;-71;774.0;-24
15;315.0;318.0;-69;697.0;-22
77;318.0;336.0;-73;637.0;-21
-10;326.0;348.0;-61;596.0;-19
-62;333.0;356.0;-63;577.0;-15
-58;340.0;364.0;-56;565.0;-3
-67;346.0;371.0;-46;552.0;7
-63;352.0;376.0;-56;543.0;7
-64;355.0;381.0;-65;530.0;3
-66;359.0;384.0;-82;520.0;-5
-65;362.0;385.0;-98;508.0;-20
-66;364.0;382.0;-101;491.0;-32
-66;364.0;378.0;-69;479.0;-48
-66;358.0;375.0;-27;468.0;-63
-66;362.0;374.0;-20;458.0;-66
-66;363.0;375.0;-12;451.0;-70
-66;362.0;376.0;0;456.0;-74
-66;372.0;378.0;5;458.0;-74
-66;385.0;381.0;11;464.0;-76
-66;397.0;382.0;10;467.0;-79
-67;413.0;386.0;3;475.0;-74
-67;423.0;389.0;-7;488.0;-59
-67;432.0;392.0;-15;494.0;-43
-68;438.0;396.0;-18;509.0;-32
-70;445.0;402.0;-19;515.0;-26
-21;495.0;451.0;-21;572.0;-19
86;554.0;512.0;8;680.0;-18
166;712.0;538.0;4;746.0;-36
81;500.0;462.0;-119;764.0;-26
-8;472.0;448.0;-25;625.0;-12
-50;470.0;449.0;-26;637.0;-6
-63;472.0;450.0;-26;643.0;2
-63;465.0;451.0;-23;663.0;5
-114;751.0;568.0;-16;968.0;-27
-162;752.0;564.0;-7;1145.0;-22
144;667.0;471.0;0;1334.0;-48
-24;500.0;449.0;-64;817.0;-20
-123;651.0;467.0;-19;1414.0;-17
-43;427.0;427.0;-12;855.0;-20
-76;575.0;525.0;1;932.0;-35
-63;362.0;375.0;36;773.0;-84
-121;-770.0;-541.0;-8;509.0;-21
2;31.0;124.0;-94;604.0;-26
2;56.0;127.0;21;574.0;-59
-39;98.0;186.0;-17;553.0;-71
-41;150.0;192.0;-39;543.0;-41
-37;193.0;230.0;-47;531.0;-24
-33;207.0;239.0;-47;523.0;-23
-29;220.0;247.0;-48;512.0;-22
-22;233.0;255.0;-48;503.0;-21
97;284.0;302.0;-48;393.0;-18
25;284.0;304.0;-46;380.0;-17
-45;288.0;310.0;-48;366.0;-13
-46;294.0;315.0;-52;350.0;-5
-55;302.0;325.0;-60;306.0;-7
-57;360.0;329.0;-97;205.0;-50
17;26.0;221.0;-75;-355.0;-43
-10;572.0;555.0;-56;292.0;-27
-49;559.0;505.0;14;445.0;-34
-66;622.0;548.0;-32;488.0;-44
-40;684.0;620.0;103;504.0;-28
-88;714.0;571.0;154;501.0;-75
-104;755.0;608.0;4;529.0;-24
-55;746.0;568.0;-14;783.0;-17
-28;53.0;105.0;-45;822.0;-25
-71;158.0;237.0;4;675.0;-67
-36;130.0;211.0;-55;646.0;0
12;188.0;213.0;-4;617.0;-28
86;251.0;263.0;-4;617.0;-27
102;252.0;268.0;-5;620.0;-27
112;252.0;271.0;-5;616.0;-27
103;263.0;279.0;-4;606.0;-27
1;266.0;284.0;-5;605.0;-26
-30;273.0;292.0;-7;594.0;-21
-28;282.0;299.0;-11;589.0;-14
-35;290.0;308.0;-14;585.0;-5
-31;298.0;316.0;-15;578.0;-3
-34;306.0;325.0;-14;575.0;-3
-35;313.0;333.0;-11;567.0;-12
27;-58.0;-152.0;-84;406.0;-28
43;102.0;-69.0;-31;510.0;-25
-34;322.0;340.0;-9;564.0;-32
-35;329.0;346.0;-8;556.0;-35
-35;338.0;353.0;-10;550.0;-38
-35;344.0;359.0;-14;538.0;-49
-35;348.0;364.0;-16;532.0;-51
-35;354.0;370.0;-16;526.0;-55
-35;365.0;376.0;-13;520.0;-56
-35;371.0;380.0;-10;521.0;-54
-34;378.0;384.0;-6;518.0;-53
-34;394.0;389.0;-3;519.0;-51
-34;409.0;391.0;-2;516.0;-54
-35;424.0;395.0;-6;517.0;-56
-37;440.0;399.0;-13;518.0;-48
-35;454.0;402.0;-17;518.0;-39
-35;465.0;407.0;-19;519.0;-32
-37;478.0;415.0;-22;519.0;-24
-39;490.0;425.0;-22;522.0;-21
-40;504.0;438.0;-23;521.0;-19
-39;519.0;451.0;-23;525.0;-19
-36;535.0;465.0;-23;523.0;-19
-33;551.0;477.0;-23;525.0;-18
-25;577.0;500.0;-23;526.0;-18
-67;676.0;472.0;-8;527.0;-30
104;677.0;574.0;-11;488.0;-27
-108;479.0;297.0;-15;600.0;-49
-108;455.0;279.0;-14;592.0;-49
-108;432.0;260.0;-26;582.0;-43
-108;407.0;242.0;-46;570.0;-37
-108;384.0;225.0;-55;559.0;-34
-108;359.0;208.0;-57;544.0;-30
-108;335.0;192.0;-57;536.0;-26
-108;312.0;177.0;-54;520.0;-24
-108;293.0;160.0;-52;503.0;-23
-106;253.0;129.0;-50;472.0;-23
-130;114.0;8.0;-46;378.0;-24
32;-196.0;-182.0;-98;-151.0;-29
-1;237.0;159.0;-18;614.0;-6
0;237.0;161.0;-18;622.0;-6
2;238.0;164.0;-18;625.0;-6
-45;106.0;229.0;-33;774.0;-34
12;253.0;200.0;-18;663.0;-6
13;253.0;200.0;-18;662.0;-6
13;254.0;199.0;-18;666.0;-6
13;256.0;200.0;-18;665.0;-6
13;260.0;202.0;-18;666.0;-6
13;260.0;203.0;-18;667.0;-6
14;260.0;204.0;-18;666.0;-6
15;259.0;205.0;-18;668.0;-6
-24;144.0;238.0;-59;836.0;-23
16;257.0;202.0;-18;668.0;-6
16;254.0;198.0;-18;663.0;-6
-29;109.0;165.0;-66;783.0;-37
116;-202.0;-71.0;-1;687.0;-30
11;243.0;168.0;-18;645.0;-6
99;-512.0;-357.0;-9;418.0;-25
11;245.0;82.0;-18;550.0;-7
101;-745.0;-569.0;-42;1020.0;-7
119;326.0;221.0;-35;571.0;-24
118;345.0;236.0;-35;567.0;-24
-68;386.0;266.0;-36;557.0;-23
-140;390.0;271.0;-36;555.0;-24
-40;400.0;271.0;-37;554.0;-21
-104;412.0;271.0;-38;546.0;-17
-47;415.0;263.0;-38;539.0;-18
148;419.0;256.0;-38;532.0;-18
142;422.0;250.0;-38;527.0;-18
104;423.0;246.0;-38;524.0;-15
129;424.0;244.0;-37;520.0;-11
115;424.0;241.0;-31;520.0;-9
121;423.0;238.0;-25;521.0;-8
121;420.0;235.0;-24;521.0;-8
118;415.0;230.0;-22;518.0;-12
121;409.0;224.0;-21;517.0;-13
117;330.0;179.0;-14;489.0;-43
-178;792.0;324.0;-3;597.0;-34
-133;725.0;648.0;-12;402.0;-26
121;455.0;446.0;-23;576.0;-21
176;378.0;261.0;-36;564.0;-24
-151;769.0;545.0;-5;456.0;-27
-30;440.0;484.0;-142;579.0;-44
155;775.0;585.0;-9;975.0;-29
76;351.0;397.0;95;470.0;-82
119;135.0;66.0;-66;478.0;-26
-30;438.0;483.0;-147;568.0;-43
80;542.0;432.0;-162;379.0;-11
137;301.0;152.0;-26;577.0;-45
-180;555.0;446.0;-11;485.0;-28
166;242.0;201.0;-20;529.0;-32
150;376.0;461.0;-90;538.0;-27
-1;456.0;421.0;-110;174.0;-18
145;671.0;487.0;-6;562.0;-37
67;216.0;224.0;-164;414.0;-39
