InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
103.0;994.0;-436.0;174;906.0;927.0;826.0;132.0;114.0
78.0;991.0;-434.0;172;907.0;924.0;820.0;75.0;103.0
65.0;987.0;-422.0;175;893.0;911.0;804.0;30.0;85.0
64.0;987.0;-409.0;172;885.0;902.0;799.0;-6.0;67.0
68.0;985.0;-401.0;173;871.0;884.0;785.0;-25.0;55.0
76.0;983.0;-382.0;176;860.0;872.0;779.0;-35.0;39.0
80.0;979.0;-369.0;163;847.0;852.0;766.0;-45.0;24.0
83.0;977.0;-370.0;187;842.0;835.0;759.0;-54.0;10.0
87.0;971.0;?;153;832.0;816.0;748.0;-61.0;-9.0
84.0;966.0;?;191;825.0;800.0;741.0;-76.0;-31.0
74.0;963.0;?;179;816.0;787.0;736.0;-85.0;-54.0
65.0;955.0;?;-112;808.0;774.0;728.0;-100.0;-65.0
55.0;951.0;?;-184;808.0;775.0;729.0;-112.0;-66.0
47.0;947.0;?;-124;800.0;771.0;728.0;-124.0;-58.0
35.0;949.0;?;-138;798.0;770.0;733.0;-135.0;-32.0
26.0;941.0;?;-149;786.0;771.0;734.0;-143.0;5.0
15.0;942.0;?;-176;781.0;780.0;747.0;-156.0;38.0
1.0;941.0;-391.0;77;780.0;784.0;755.0;-166.0;65.0
-16.0;940.0;-391.0;254;789.0;793.0;765.0;-172.0;81.0
-30.0;940.0;-399.0;-27;803.0;800.0;779.0;-172.0;83.0
-31.0;937.0;-405.0;-171;?;806.0;785.0;-154.0;89.0
-10.0;941.0;-410.0;-39;?;814.0;804.0;-123.0;97.0
17.0;936.0;-419.0;-41;?;819.0;819.0;-78.0;103.0
52.0;939.0;-435.0;-54;?;825.0;828.0;-14.0;98.0
79.0;939.0;-454.0;-48;?;822.0;824.0;52.0;92.0
112.0;940.0;-475.0;-86;?;825.0;814.0;130.0;87.0
118.0;933.0;-500.0;-78;?;820.0;802.0;190.0;97.0
117.0;930.0;-525.0;-70;?;821.0;795.0;232.0;118.0
107.0;925.0;-548.0;-73;904.0;822.0;789.0;255.0;150.0
98.0;916.0;-566.0;-75;913.0;831.0;784.0;250.0;182.0
73.0;910.0;-589.0;-75;940.0;844.0;791.0;217.0;212.0
38.0;905.0;-601.0;-74;960.0;858.0;788.0;164.0;240.0
4.0;908.0;-611.0;-74;968.0;879.0;785.0;106.0;262.0
-39.0;904.0;-620.0;-74;973.0;891.0;780.0;27.0;291.0
-85.0;908.0;-628.0;-74;982.0;906.0;780.0;-51.0;312.0
-120.0;912.0;?;-74;984.0;915.0;781.0;-133.0;318.0
-135.0;922.0;?;-74;978.0;934.0;775.0;-192.0;315.0
-137.0;932.0;?;-75;965.0;946.0;764.0;-231.0;310.0
-136.0;940.0;?;-75;953.0;964.0;750.0;-264.0;310.0
-126.0;951.0;?;-74;946.0;981.0;741.0;-284.0;314.0
-110.0;960.0;?;-73;934.0;1001.0;726.0;-296.0;308.0
-95.0;973.0;?;-74;930.0;1021.0;717.0;-304.0;299.0
-84.0;982.0;?;-74;920.0;1030.0;707.0;-314.0;286.0
-78.0;1000.0;?;-74;921.0;1052.0;?;-330.0;264.0
-74.0;1014.0;?;-72;913.0;1066.0;?;-344.0;241.0
-61.0;1033.0;?;-73;913.0;1084.0;?;-348.0;213.0
-51.0;1049.0;?;-77;920.0;1098.0;?;-355.0;193.0
-46.0;1057.0;?;-73;923.0;1113.0;?;-364.0;181.0
-46.0;1069.0;-574.0;-73;931.0;1125.0;?;-369.0;186.0
-41.0;1073.0;-565.0;-65;939.0;1130.0;?;-372.0;200.0
-42.0;1080.0;-554.0;-51;956.0;1140.0;?;-370.0;208.0
-48.0;1084.0;-551.0;-45;977.0;1143.0;?;-364.0;209.0
-62.0;1095.0;-546.0;-40;1013.0;1151.0;?;-362.0;199.0
-79.0;1099.0;-545.0;-40;1047.0;1150.0;869.0;-347.0;182.0
-82.0;1105.0;-544.0;-26;1087.0;1150.0;904.0;-310.0;174.0
-73.0;1109.0;-541.0;-51;1122.0;1145.0;934.0;-239.0;171.0
-46.0;1109.0;-537.0;-107;1153.0;1140.0;954.0;-138.0;173.0
-12.0;1116.0;-538.0;-158;1186.0;1144.0;974.0;-24.0;175.0
26.0;1116.0;-546.0;-176;1192.0;1143.0;978.0;97.0;176.0
66.0;1120.0;-554.0;-148;1187.0;1153.0;985.0;213.0;174.0
107.0;1122.0;-565.0;-220;1159.0;1157.0;981.0;323.0;175.0
144.0;1127.0;-573.0;-86;1142.0;1167.0;987.0;401.0;180.0
177.0;1128.0;-570.0;191;1121.0;1178.0;992.0;447.0;188.0
206.0;1133.0;-572.0;178;1111.0;1189.0;992.0;?;188.0
214.0;1136.0;-573.0;158;1107.0;1200.0;990.0;?;191.0
201.0;1136.0;-566.0;182;1116.0;1206.0;985.0;?;191.0
174.0;1139.0;-562.0;162;1131.0;1213.0;986.0;?;196.0
140.0;1136.0;-560.0;176;1131.0;1211.0;971.0;343.0;198.0
120.0;1139.0;-559.0;169;1145.0;1207.0;966.0;283.0;191.0
105.0;1137.0;-546.0;170;1145.0;1197.0;956.0;223.0;172.0
92.0;1138.0;-531.0;174;1152.0;1190.0;948.0;151.0;148.0
93.0;1132.0;?;165;1138.0;1167.0;935.0;100.0;129.0
101.0;1129.0;?;174;1124.0;1142.0;923.0;71.0;110.0
102.0;1128.0;?;160;1113.0;1117.0;915.0;43.0;88.0
109.0;1123.0;?;167;1098.0;1088.0;902.0;19.0;62.0
115.0;1123.0;?;168;1092.0;1059.0;895.0;-5.0;31.0
118.0;1116.0;?;148;1078.0;1026.0;883.0;-23.0;-4.0
114.0;1114.0;?;214;1073.0;1003.0;876.0;-47.0;-40.0
112.0;1106.0;?;50;1064.0;979.0;867.0;-66.0;-72.0
109.0;1103.0;-446.0;-179;1064.0;966.0;860.0;-74.0;-96.0
106.0;1094.0;-443.0;-92;1055.0;947.0;851.0;-83.0;-110.0
106.0;1090.0;-434.0;-83;1049.0;938.0;853.0;-87.0;-103.0
109.0;1093.0;-421.0;-127;1042.0;935.0;861.0;-91.0;-83.0
111.0;1088.0;-412.0;43;1030.0;938.0;872.0;-95.0;-51.0
105.0;1089.0;-407.0;185;1021.0;951.0;888.0;-95.0;-16.0
98.0;1078.0;-398.0;131;1008.0;957.0;897.0;-88.0;13.0
89.0;1080.0;-391.0;162;1010.0;968.0;909.0;-81.0;20.0
89.0;1072.0;-392.0;198;1016.0;975.0;919.0;?;21.0
107.0;1071.0;-392.0;-60;1027.0;983.0;927.0;?;37.0
130.0;1066.0;-387.0;-171;1029.0;983.0;928.0;?;53.0
155.0;1061.0;-389.0;-101;1018.0;986.0;925.0;?;68.0
182.0;1058.0;-395.0;-131;1012.0;987.0;918.0;?;78.0
210.0;1054.0;-399.0;-124;1001.0;988.0;909.0;?;83.0
239.0;1053.0;-411.0;-127;979.0;993.0;902.0;?;87.0
260.0;1048.0;-420.0;-125;951.0;991.0;888.0;?;95.0
284.0;1047.0;-431.0;-88;933.0;994.0;881.0;?;104.0
302.0;1039.0;-436.0;-92;919.0;995.0;873.0;?;119.0
312.0;1037.0;-446.0;-99;924.0;1003.0;872.0;?;138.0
302.0;1032.0;-449.0;-93;938.0;1009.0;868.0;?;149.0
277.0;1029.0;-449.0;-89;964.0;1016.0;868.0;?;156.0
240.0;1024.0;-449.0;-88;1009.0;1019.0;879.0;393.0;166.0
208.0;1018.0;-448.0;-86;1030.0;1025.0;877.0;319.0;174.0
176.0;1021.0;-452.0;-88;1040.0;1032.0;875.0;255.0;172.0
143.0;1020.0;-452.0;-89;1049.0;1026.0;875.0;188.0;153.0
114.0;1027.0;-452.0;-88;1060.0;1026.0;874.0;123.0;123.0
95.0;1031.0;-450.0;-88;1054.0;1024.0;867.0;66.0;91.0
95.0;1034.0;-439.0;-87;1050.0;1016.0;860.0;37.0;68.0
98.0;1029.0;-421.0;-86;1044.0;993.0;850.0;18.0;53.0
108.0;1027.0;-408.0;-85;1037.0;975.0;842.0;7.0;39.0
118.0;1025.0;-403.0;-82;1035.0;956.0;836.0;-2.0;18.0
132.0;1024.0;-397.0;-81;1028.0;932.0;826.0;-9.0;-7.0
134.0;1027.0;-399.0;-84;1032.0;?;828.0;-25.0;-37.0
126.0;1018.0;-398.0;-87;1026.0;?;824.0;-46.0;-69.0
117.0;1023.0;-399.0;-81;1033.0;?;829.0;-64.0;-93.0
112.0;1021.0;-396.0;-71;1036.0;?;830.0;-83.0;-103.0
110.0;1022.0;-392.0;-69;1047.0;887.0;838.0;-93.0;-106.0
107.0;1023.0;-386.0;-65;1054.0;894.0;844.0;-99.0;-92.0
108.0;1033.0;-376.0;-47;1062.0;908.0;858.0;-105.0;-68.0
110.0;1039.0;-375.0;-33;1071.0;932.0;881.0;-115.0;-32.0
101.0;1037.0;-379.0;-24;1073.0;954.0;900.0;-120.0;1.0
94.0;1041.0;-381.0;-11;1088.0;978.0;925.0;-118.0;32.0
84.0;1038.0;-370.0;-2;1099.0;988.0;942.0;-106.0;24.0
86.0;1044.0;-370.0;14;1127.0;999.0;970.0;-77.0;12.0
102.0;1040.0;-371.0;45;1139.0;?;980.0;-17.0;14.0
120.0;1040.0;-369.0;71;1153.0;?;992.0;63.0;24.0
144.0;1036.0;-362.0;76;1147.0;?;992.0;162.0;29.0
173.0;1035.0;-359.0;102;1139.0;?;990.0;260.0;34.0
204.0;1036.0;-363.0;123;1134.0;?;994.0;353.0;35.0
232.0;1031.0;-364.0;112;1105.0;?;985.0;443.0;29.0
263.0;1037.0;-369.0;130;1087.0;?;987.0;515.0;23.0
294.0;1032.0;-371.0;?;1060.0;960.0;?;571.0;15.0
324.0;1036.0;-371.0;?;1061.0;965.0;?;608.0;14.0
345.0;1031.0;-367.0;?;1061.0;965.0;?;624.0;18.0
361.0;1032.0;-363.0;?;1082.0;969.0;971.0;621.0;14.0
360.0;1029.0;-356.0;?;1107.0;974.0;972.0;604.0;15.0
346.0;1029.0;-346.0;?;1145.0;980.0;983.0;569.0;14.0
327.0;1028.0;-340.0;?;1183.0;985.0;986.0;534.0;15.0
308.0;1021.0;-331.0;?;1205.0;985.0;976.0;494.0;14.0
288.0;1023.0;-335.0;?;1242.0;991.0;978.0;422.0;2.0
242.0;1016.0;-346.0;?;1262.0;975.0;980.0;339.0;-9.0
211.0;1019.0;-350.0;?;1290.0;963.0;986.0;264.0;-28.0
198.0;1011.0;-353.0;?;1288.0;936.0;976.0;221.0;-45.0
199.0;1007.0;-348.0;?;1285.0;911.0;971.0;209.0;-57.0
199.0;999.0;-337.0;?;1278.0;878.0;962.0;214.0;-63.0
203.0;993.0;-327.0;?;1274.0;843.0;953.0;223.0;-75.0
214.0;987.0;-320.0;63;1272.0;816.0;948.0;244.0;-92.0
215.0;975.0;-318.0;63;1268.0;778.0;?;252.0;-118.0
208.0;974.0;-325.0;66;1282.0;754.0;?;252.0;-142.0
204.0;963.0;-321.0;70;1283.0;727.0;?;253.0;-167.0
203.0;964.0;-314.0;71;1291.0;710.0;?;271.0;-194.0
210.0;957.0;-303.0;69;1286.0;691.0;?;?;-220.0
219.0;954.0;-289.0;71;1283.0;678.0;?;?;-238.0
221.0;952.0;-274.0;71;1274.0;668.0;?;?;-245.0
228.0;952.0;-254.0;66;1256.0;665.0;?;387.0;-243.0
235.0;960.0;-234.0;52;1230.0;673.0;?;424.0;-232.0
249.0;956.0;-209.0;23;1184.0;680.0;?;472.0;-215.0
269.0;967.0;-194.0;1;1149.0;706.0;?;520.0;-197.0
281.0;966.0;-175.0;6;1107.0;732.0;1073.0;560.0;-187.0
296.0;972.0;-164.0;13;1064.0;761.0;1091.0;603.0;-182.0
317.0;969.0;-159.0;18;1020.0;785.0;1096.0;625.0;-182.0
290.0;922.0;-111.0;63;868.0;712.0;953.0;499.0;-242.0
298.0;923.0;-98.0;50;856.0;713.0;948.0;519.0;-240.0
316.0;923.0;-82.0;45;835.0;709.0;942.0;549.0;-233.0
344.0;924.0;-63.0;59;802.0;705.0;937.0;589.0;-227.0
381.0;916.0;-56.0;73;775.0;703.0;918.0;610.0;-231.0
411.0;919.0;-55.0;85;763.0;711.0;917.0;632.0;-230.0
437.0;913.0;-64.0;106;731.0;714.0;903.0;648.0;-229.0
455.0;915.0;-65.0;117;709.0;725.0;899.0;662.0;-230.0
460.0;910.0;-59.0;125;672.0;720.0;889.0;659.0;-227.0
456.0;909.0;-49.0;139;647.0;710.0;890.0;659.0;-226.0
449.0;906.0;-38.0;141;627.0;689.0;886.0;663.0;-224.0
445.0;902.0;-38.0;140;615.0;673.0;876.0;673.0;-219.0
442.0;902.0;-43.0;139;615.0;660.0;870.0;685.0;-215.0
442.0;894.0;-49.0;138;620.0;641.0;855.0;698.0;-213.0
448.0;894.0;-44.0;141;630.0;635.0;850.0;707.0;?
457.0;882.0;-35.0;136;628.0;620.0;834.0;701.0;?
463.0;879.0;-31.0;128;644.0;607.0;828.0;695.0;?
461.0;868.0;-25.0;128;652.0;587.0;820.0;677.0;?
454.0;860.0;-17.0;127;673.0;570.0;824.0;655.0;?
439.0;848.0;-8.0;126;682.0;551.0;825.0;634.0;-258.0
420.0;835.0;-1.0;126;684.0;527.0;826.0;611.0;-271.0
400.0;829.0;-13.0;126;698.0;507.0;838.0;581.0;-287.0
374.0;808.0;-23.0;126;708.0;494.0;844.0;534.0;-310.0
333.0;797.0;-34.0;126;740.0;492.0;865.0;464.0;-344.0
289.0;779.0;-47.0;126;748.0;492.0;867.0;385.0;-361.0
263.0;783.0;-57.0;127;749.0;499.0;871.0;341.0;-360.0
255.0;780.0;-64.0;128;744.0;499.0;857.0;324.0;-340.0
244.0;782.0;-64.0;127;741.0;511.0;854.0;304.0;-314.0
?;779.0;-66.0;126;723.0;512.0;847.0;306.0;-283.0
?;779.0;-63.0;123;716.0;501.0;838.0;327.0;-265.0
?;777.0;-54.0;110;727.0;498.0;?;340.0;-266.0
?;760.0;-37.0;102;719.0;481.0;826.0;351.0;-275.0
?;756.0;-24.0;107;719.0;469.0;819.0;360.0;-289.0
?;741.0;-13.0;112;701.0;438.0;795.0;381.0;-299.0
?;732.0;-14.0;120;689.0;422.0;779.0;402.0;-313.0
?;714.0;-13.0;130;669.0;402.0;762.0;417.0;-311.0
?;705.0;-17.0;133;648.0;394.0;746.0;433.0;-315.0
?;698.0;-21.0;126;630.0;388.0;736.0;440.0;-303.0
?;689.0;-20.0;110;603.0;378.0;728.0;450.0;-284.0
?;686.0;-14.0;92;588.0;365.0;729.0;449.0;-271.0
?;674.0;-16.0;80;567.0;348.0;717.0;440.0;-265.0
?;674.0;-28.0;82;557.0;338.0;712.0;433.0;-257.0
319.0;657.0;-28.0;91;534.0;321.0;694.0;429.0;-248.0
321.0;653.0;-24.0;98;520.0;311.0;682.0;423.0;-247.0
320.0;637.0;-21.0;102;500.0;297.0;663.0;413.0;-245.0
318.0;627.0;-6.0;103;484.0;287.0;656.0;405.0;-243.0
314.0;610.0;-2.0;104;462.0;271.0;641.0;390.0;-246.0
310.0;586.0;-5.0;104;440.0;261.0;625.0;367.0;-251.0
296.0;568.0;-15.0;106;435.0;255.0;615.0;333.0;-263.0
270.0;547.0;-26.0;106;426.0;254.0;604.0;293.0;-268.0
250.0;550.0;-39.0;109;428.0;265.0;602.0;265.0;-258.0
234.0;540.0;-43.0;110;417.0;260.0;589.0;247.0;-239.0
226.0;542.0;-45.0;111;416.0;271.0;586.0;242.0;-220.0
209.0;536.0;-36.0;114;405.0;275.0;580.0;229.0;-196.0
195.0;532.0;-29.0;106;402.0;277.0;576.0;211.0;-183.0
184.0;525.0;-24.0;119;396.0;274.0;566.0;188.0;-178.0
174.0;513.0;-22.0;71;388.0;270.0;553.0;162.0;-173.0
164.0;507.0;-17.0;-19;388.0;269.0;545.0;136.0;-169.0
159.0;494.0;-14.0;-26;377.0;261.0;523.0;106.0;-166.0
157.0;490.0;-18.0;-19;383.0;273.0;515.0;86.0;-160.0
156.0;477.0;-30.0;-23;378.0;270.0;500.0;63.0;-145.0
153.0;481.0;-38.0;-17;389.0;285.0;499.0;46.0;-131.0
146.0;479.0;-46.0;-23;392.0;293.0;494.0;37.0;-111.0
138.0;482.0;-53.0;-27;402.0;314.0;499.0;31.0;-96.0
127.0;482.0;-63.0;-34;411.0;326.0;499.0;25.0;-81.0
113.0;479.0;-69.0;-39;421.0;327.0;494.0;17.0;-65.0
104.0;478.0;-80.0;-38;435.0;340.0;494.0;10.0;-50.0
95.0;470.0;-83.0;-36;440.0;344.0;482.0;2.0;-37.0
88.0;475.0;-92.0;-35;452.0;357.0;481.0;-3.0;-33.0
83.0;467.0;-94.0;-34;450.0;366.0;470.0;-20.0;-22.0
75.0;468.0;-97.0;-34;455.0;386.0;468.0;-31.0;-11.0
62.0;459.0;-108.0;-34;452.0;397.0;456.0;-54.0;2.0
45.0;457.0;-125.0;-33;451.0;415.0;452.0;-86.0;12.0
14.0;458.0;-148.0;-33;448.0;425.0;454.0;-119.0;23.0
-16.0;459.0;-167.0;-33;443.0;435.0;449.0;-152.0;33.0
-42.0;466.0;-185.0;-33;445.0;451.0;453.0;-179.0;43.0
-62.0;461.0;-196.0;-34;446.0;454.0;446.0;-200.0;56.0
-77.0;464.0;-208.0;-35;458.0;468.0;453.0;-214.0;74.0
-88.0;460.0;-213.0;-42;459.0;468.0;447.0;-239.0;93.0
-99.0;470.0;-216.0;-47;465.0;477.0;454.0;-263.0;101.0
-113.0;471.0;-220.0;-43;465.0;483.0;453.0;-285.0;109.0
-124.0;478.0;-230.0;-41;480.0;492.0;461.0;-300.0;114.0
-137.0;481.0;-242.0;-41;496.0;500.0;466.0;-313.0;124.0
-150.0;482.0;-251.0;-32;515.0;508.0;471.0;-320.0;134.0
-158.0;490.0;-264.0;-26;545.0;530.0;485.0;-316.0;150.0
-159.0;492.0;-276.0;-26;566.0;541.0;491.0;-313.0;163.0
-154.0;508.0;-286.0;-37;593.0;563.0;503.0;-305.0;168.0
-159.0;509.0;-293.0;-54;608.0;573.0;502.0;-300.0;178.0
-161.0;519.0;-306.0;-59;629.0;598.0;513.0;-286.0;182.0
-170.0;521.0;-314.0;-71;646.0;608.0;516.0;-282.0;194.0
-176.0;528.0;-327.0;-73;666.0;621.0;528.0;-277.0;202.0
-183.0;534.0;-335.0;-58;683.0;633.0;535.0;-268.0;209.0
-183.0;542.0;-339.0;-51;697.0;644.0;542.0;-260.0;212.0
-180.0;558.0;-347.0;-48;713.0;661.0;551.0;-253.0;216.0
-185.0;560.0;-353.0;-47;718.0;670.0;548.0;-249.0;221.0
-188.0;576.0;-363.0;-48;736.0;691.0;561.0;-243.0;223.0
-197.0;583.0;-375.0;-47;738.0;699.0;563.0;-250.0;220.0
-213.0;603.0;-390.0;-46;744.0;712.0;581.0;-262.0;209.0
-231.0;608.0;-404.0;-45;743.0;710.0;590.0;-274.0;205.0
-242.0;610.0;-415.0;-42;745.0;710.0;603.0;-273.0;206.0
-251.0;612.0;-422.0;-39;748.0;713.0;606.0;-263.0;213.0
-253.0;608.0;-425.0;?;749.0;710.0;606.0;-260.0;221.0
-259.0;615.0;-427.0;-39;757.0;715.0;614.0;-270.0;226.0
-259.0;614.0;-422.0;-39;752.0;707.0;616.0;-279.0;227.0
-260.0;628.0;-422.0;-33;757.0;711.0;629.0;-290.0;221.0
-266.0;631.0;-420.0;-26;748.0;705.0;633.0;-303.0;219.0
-266.0;637.0;-421.0;-23;755.0;710.0;648.0;-299.0;218.0
-264.0;634.0;-423.0;-14;760.0;711.0;661.0;-290.0;217.0
-256.0;638.0;-432.0;-5;772.0;722.0;670.0;-275.0;219.0
-245.0;647.0;-447.0;-3;781.0;734.0;681.0;-267.0;223.0
-237.0;655.0;-451.0;-2;786.0;737.0;685.0;-272.0;231.0
-231.0;667.0;-457.0;-4;794.0;753.0;692.0;-270.0;238.0
-228.0;666.0;-452.0;-10;793.0;756.0;687.0;-268.0;245.0
-228.0;672.0;-455.0;-12;805.0;769.0;693.0;-264.0;248.0
-231.0;667.0;-454.0;-11;804.0;765.0;689.0;-261.0;250.0
-230.0;677.0;-453.0;-10;?;774.0;699.0;-253.0;244.0
-227.0;682.0;-456.0;-10;?;771.0;700.0;?;243.0
-218.0;695.0;-448.0;-9;?;774.0;701.0;?;238.0
-211.0;705.0;-448.0;-9;?;779.0;704.0;?;232.0
-206.0;711.0;-450.0;-9;?;779.0;703.0;?;226.0
-206.0;723.0;-458.0;-9;?;787.0;715.0;?;214.0
-221.0;726.0;-470.0;-8;?;780.0;717.0;?;199.0
-238.0;741.0;-484.0;-7;?;781.0;731.0;?;190.0
-252.0;733.0;-493.0;-6;?;771.0;735.0;?;194.0
-252.0;734.0;-498.0;-6;?;774.0;744.0;?;206.0
-253.0;?;-497.0;-8;?;774.0;739.0;?;223.0
-253.0;?;-492.0;-12;?;775.0;739.0;?;233.0
-258.0;?;-486.0;-13;?;771.0;742.0;-264.0;232.0
-264.0;?;-479.0;-11;?;760.0;743.0;-284.0;222.0
-268.0;?;-475.0;-8;?;761.0;751.0;-291.0;215.0
-276.0;?;-473.0;-6;909.0;746.0;755.0;-295.0;204.0
-278.0;730.0;-478.0;-2;924.0;753.0;771.0;-300.0;196.0
-280.0;724.0;-490.0;2;931.0;756.0;775.0;-304.0;196.0
-271.0;732.0;-501.0;3;947.0;773.0;788.0;-309.0;200.0
-268.0;727.0;-512.0;2;950.0;787.0;786.0;-320.0;224.0
-271.0;729.0;-515.0;0;956.0;798.0;791.0;-332.0;240.0
-279.0;723.0;-517.0;-2;964.0;810.0;791.0;-343.0;249.0
-291.0;712.0;-520.0;-4;970.0;812.0;788.0;-353.0;255.0
-296.0;715.0;-521.0;-4;982.0;814.0;794.0;-359.0;259.0
-295.0;714.0;-518.0;-4;984.0;805.0;795.0;-359.0;255.0
-285.0;733.0;-516.0;-4;1009.0;814.0;812.0;-353.0;253.0
-275.0;734.0;-513.0;-3;1021.0;807.0;811.0;-345.0;255.0
-269.0;743.0;-525.0;-3;1046.0;818.0;826.0;-337.0;257.0
-278.0;752.0;?;-3;1059.0;817.0;835.0;-342.0;263.0
-300.0;767.0;?;-3;1068.0;818.0;849.0;-348.0;265.0
-323.0;775.0;?;-2;1076.0;822.0;863.0;-359.0;268.0
-335.0;773.0;?;-1;1081.0;822.0;872.0;-364.0;268.0
-337.0;775.0;?;-1;1093.0;835.0;881.0;-366.0;274.0
-343.0;767.0;?;0;1096.0;837.0;876.0;-379.0;290.0
-348.0;?;?;-2;1107.0;851.0;885.0;-399.0;299.0
-354.0;?;?;-5;1108.0;849.0;879.0;-423.0;300.0
-355.0;?;?;-6;1126.0;856.0;895.0;-427.0;283.0
-353.0;791.0;?;-5;1144.0;858.0;912.0;-416.0;266.0
-340.0;798.0;?;-3;1168.0;860.0;939.0;-393.0;247.0
-316.0;805.0;?;0;1197.0;870.0;974.0;-347.0;251.0
-282.0;813.0;-544.0;1;1220.0;880.0;1008.0;-292.0;272.0
-240.0;839.0;-547.0;2;1238.0;905.0;1034.0;-221.0;288.0
-204.0;844.0;-545.0;7;1225.0;916.0;1034.0;-130.0;296.0
-174.0;864.0;-540.0;9;1193.0;940.0;1044.0;-25.0;302.0
-165.0;860.0;-539.0;10;1143.0;941.0;1030.0;70.0;304.0
-157.0;867.0;-535.0;14;1103.0;949.0;1030.0;158.0;299.0
-151.0;869.0;-533.0;17;1040.0;949.0;1024.0;243.0;300.0
-134.0;872.0;-528.0;23;982.0;949.0;1022.0;318.0;302.0
-116.0;879.0;-527.0;27;921.0;950.0;1023.0;378.0;309.0
-97.0;880.0;-523.0;24;880.0;950.0;1020.0;414.0;312.0
-72.0;889.0;-521.0;25;860.0;957.0;1029.0;435.0;311.0
-56.0;885.0;-518.0;25;842.0;952.0;1017.0;435.0;315.0
-39.0;894.0;-516.0;22;853.0;962.0;1019.0;435.0;317.0
-31.0;888.0;-507.0;23;878.0;956.0;1001.0;402.0;325.0
-24.0;896.0;-511.0;23;909.0;961.0;997.0;370.0;330.0
-29.0;899.0;-520.0;23;924.0;962.0;980.0;310.0;330.0
-54.0;911.0;-534.0;23;952.0;956.0;970.0;215.0;326.0
-79.0;924.0;-542.0;23;974.0;957.0;960.0;125.0;323.0
-98.0;927.0;-553.0;23;987.0;952.0;942.0;51.0;322.0
-92.0;935.0;-560.0;23;990.0;967.0;927.0;17.0;323.0
-88.0;924.0;-558.0;24;977.0;960.0;891.0;-13.0;330.0
-87.0;926.0;-561.0;25;982.0;973.0;870.0;-46.0;341.0
-89.0;914.0;-565.0;26;969.0;969.0;835.0;-82.0;350.0
-85.0;919.0;-571.0;27;966.0;974.0;810.0;-111.0;347.0
-86.0;925.0;-576.0;28;951.0;968.0;785.0;-149.0;330.0
-90.0;932.0;-582.0;27;935.0;965.0;766.0;-183.0;307.0
-94.0;948.0;-581.0;25;920.0;966.0;755.0;-217.0;276.0
-101.0;953.0;-568.0;20;901.0;958.0;748.0;-247.0;245.0
-101.0;970.0;-558.0;12;886.0;956.0;754.0;-272.0;214.0
-103.0;962.0;-541.0;4;865.0;945.0;754.0;-284.0;208.0
-100.0;972.0;-525.0;2;872.0;951.0;775.0;-290.0;208.0
-105.0;964.0;-512.0;-1;866.0;947.0;788.0;-284.0;222.0
-100.0;968.0;-499.0;-7;880.0;951.0;815.0;-258.0;235.0
-85.0;963.0;-489.0;-9;885.0;949.0;830.0;-217.0;248.0
-60.0;966.0;-486.0;-11;901.0;953.0;845.0;-160.0;247.0
-30.0;973.0;-486.0;-13;930.0;959.0;870.0;-95.0;243.0
5.0;964.0;-486.0;-16;936.0;955.0;878.0;-13.0;248.0
47.0;972.0;-492.0;-24;946.0;964.0;893.0;81.0;251.0
86.0;963.0;-498.0;-43;919.0;954.0;883.0;177.0;255.0
133.0;970.0;-504.0;-85;908.0;961.0;892.0;270.0;255.0
166.0;962.0;-504.0;-128;884.0;955.0;880.0;338.0;257.0
197.0;967.0;-511.0;-148;859.0;958.0;875.0;404.0;256.0
215.0;965.0;-517.0;-154;837.0;?;867.0;449.0;264.0
223.0;961.0;-519.0;-161;822.0;?;863.0;469.0;273.0
224.0;965.0;-519.0;-157;823.0;966.0;863.0;481.0;284.0
217.0;956.0;-519.0;-140;816.0;961.0;853.0;471.0;301.0
208.0;960.0;-522.0;-133;835.0;967.0;855.0;450.0;319.0
185.0;944.0;-519.0;-131;849.0;958.0;845.0;396.0;340.0
161.0;946.0;-517.0;-128;897.0;962.0;856.0;325.0;355.0
131.0;934.0;-509.0;-129;913.0;953.0;850.0;234.0;365.0
120.0;938.0;-499.0;-130;913.0;955.0;846.0;154.0;373.0
107.0;938.0;-495.0;-130;905.0;950.0;835.0;51.0;366.0
94.0;940.0;-488.0;-132;883.0;945.0;815.0;-33.0;343.0
80.0;953.0;-487.0;-133;863.0;949.0;796.0;-102.0;309.0
68.0;959.0;-472.0;-134;830.0;935.0;760.0;-145.0;273.0
75.0;975.0;-462.0;-136;823.0;927.0;739.0;-157.0;228.0
89.0;976.0;-440.0;-137;803.0;906.0;700.0;-155.0;177.0
116.0;990.0;-425.0;-139;805.0;901.0;682.0;-130.0;116.0
142.0;995.0;-409.0;-145;792.0;882.0;656.0;-97.0;61.0
167.0;1001.0;-402.0;-148;790.0;870.0;647.0;-68.0;4.0
177.0;995.0;-402.0;-147;784.0;855.0;641.0;-53.0;-40.0
179.0;993.0;-396.0;-149;774.0;835.0;644.0;-55.0;-75.0
173.0;996.0;-392.0;-150;778.0;823.0;659.0;-66.0;-104.0
