InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
26.0;-1;10.0;943.0;1;74.0;-4;-1;258;62.0;-4
49.0;-2;18.0;949.0;0;68.0;-9;0;258;54.0;-9
30.0;-5;15.0;923.0;-10;43.0;-25;10;253;13.0;-25
24.0;-6;8.0;919.0;-9;51.0;-26;9;252;23.0;-26
2.0;-3;12.0;948.0;-17;42.0;-18;17;254;15.0;-18
57.0;5;20.0;946.0;28;66.0;0;-28;312;54.0;0
24.0;-1;-7.0;957.0;-23;48.0;-12;23;255;25.0;-12
-4.0;4;6.0;943.0;26;32.0;22;-26;308;2.0;22
7.0;3;21.0;976.0;5;-5.0;2;-5;308;26.0;2
-52.0;-9;32.0;927.0;26;184.0;7;-26;213;-49.0;7
0.0;-1;44.0;949.0;22;17.0;-24;-22;302;50.0;-24
-2.0;-4;63.0;909.0;11;12.0;-31;-11;299;28.0;-31
-18.0;5;133.0;944.0;-7;76.0;-9;7;312;61.0;-9
-306.0;896;635.0;1159.0;2120;-364.0;2;-2120;936;723.0;2
-38.0;-26;42.0;941.0;33;18.0;-16;-33;261;64.0;-16
-198.0;-712;231.0;817.0;72;93.0;-53;-72;100;127.0;-53
-1.0;-2;41.0;955.0;-1;-27.0;10;1;281;91.0;10
5.0;4;54.0;945.0;2;57.0;20;-2;306;81.0;20
-16.0;-1;0.0;930.0;-19;24.0;5;19;303;36.0;5
-30.0;-1;-24.0;950.0;4;-1.0;-18;-4;304;42.0;-18
-27.0;-1;32.0;945.0;2;-31.0;-34;-2;281;74.0;-34
34.0;-4;14.0;949.0;-19;46.0;-19;19;254;21.0;-19
23.0;-9;5.0;937.0;-21;7.0;-26;21;251;33.0;-26
-4.0;-8;-1.0;946.0;-21;13.0;-25;21;252;31.0;-25
71.0;21;-196.0;976.0;-5;-99.0;12;5;299;73.0;12
47.0;8;-10.0;942.0;-9;39.0;-15;9;291;26.0;-15
41.0;3;-9.0;955.0;-6;48.0;1;6;286;48.0;1
68.0;4;23.0;947.0;12;151.0;17;-12;285;-37.0;17
9.0;-5;3.0;927.0;-20;4.0;-25;20;253;39.0;-25
-17.0;-5;3.0;920.0;-21;-17.0;-25;21;253;37.0;-25
-30.0;-4;9.0;948.0;-20;-22.0;-24;20;253;35.0;-24
-35.0;-5;20.0;931.0;-21;-21.0;-26;21;252;13.0;-26
-18.0;-4;23.0;920.0;-20;-33.0;-24;20;253;15.0;-24
-1.0;-5;5.0;942.0;-21;-12.0;-25;21;253;47.0;-25
9.0;0;24.0;918.0;25;55.0;-13;-25;299;96.0;-13
-9.0;1;17.0;914.0;-22;19.0;1;22;219;23.0;1
45.0;6;47.0;935.0;18;78.0;-9;-18;305;83.0;-9
-62.0;2;-7.0;924.0;-20;48.0;7;20;239;40.0;7
41.0;2;12.0;937.0;-6;77.0;-3;6;302;91.0;-3
16.0;2;18.0;947.0;-5;59.0;-5;5;285;42.0;-5
10.0;1;13.0;946.0;27;54.0;4;-27;284;58.0;4
-1.0;1;27.0;938.0;27;65.0;13;-27;285;34.0;13
10.0;-4;43.0;928.0;-3;57.0;26;3;288;14.0;26
10.0;-7;23.0;946.0;-5;53.0;-9;5;285;79.0;-9
-10.0;0;36.0;923.0;-4;32.0;-9;4;219;11.0;-9
4.0;-4;34.0;925.0;-40;44.0;-13;40;288;91.0;-13
31.0;1;25.0;789.0;-20;-1.0;-22;20;216;54.0;-22
-8.0;0;-3.0;936.0;-3;52.0;-13;3;220;27.0;-13
13.0;3;-17.0;928.0;-28;23.0;-8;28;223;27.0;-8
60.0;6;-26.0;921.0;-19;38.0;19;19;230;7.0;19
23.0;-7;41.0;909.0;2;14.0;0;-2;216;32.0;0
-104.0;2;66.0;930.0;-8;-51.0;18;8;221;58.0;18
33.0;0;22.0;919.0;0;19.0;-8;0;302;10.0;-8
12.0;-2;-29.0;916.0;20;3.0;4;-20;301;5.0;4
50.0;2;-18.0;932.0;5;155.0;4;-5;279;-72.0;4
24.0;-1;56.0;897.0;2;55.0;-21;-2;305;51.0;-21
509.0;99;57.0;985.0;1681;465.0;1139;-1681;341;-117.0;1139
-5.0;-1;29.0;922.0;28;24.0;32;-28;303;36.0;32
-18.0;0;39.0;959.0;-2;47.0;9;2;304;32.0;9
-332.0;-2;231.0;953.0;-428;62.0;-391;428;257;-590.0;-391
-13.0;3;76.0;914.0;7;22.0;-7;-7;308;99.0;-7
-42.0;2;47.0;904.0;-30;19.0;10;30;307;117.0;10
-62.0;3;57.0;921.0;1;6.0;-24;-1;307;131.0;-24
-66.0;9;16.0;917.0;-18;-20.0;-21;18;242;43.0;-21
8.0;-1;0.0;854.0;-9;17.0;-22;9;216;42.0;-22
18.0;1;53.0;840.0;15;53.0;24;-15;219;88.0;24
16.0;2;-5.0;842.0;1;12.0;-3;-1;217;42.0;-3
-55.0;5;-14.0;951.0;-6;42.0;-6;6;253;27.0;-6
6.0;-1;14.0;930.0;-1;58.0;3;1;280;23.0;3
-59.0;-3;13.0;936.0;0;-14.0;-7;0;278;95.0;-7
-159.0;4;113.0;898.0;-11;-167.0;2;11;297;122.0;2
-42.0;4;66.0;956.0;-21;-102.0;15;21;294;164.0;15
-110.0;0;0.0;950.0;-34;-58.0;-23;34;241;113.0;-23
-15.0;2;115.0;976.0;7;-88.0;-1;-7;263;0.0;-1
18.0;3;-6.0;822.0;-10;5.0;-17;10;220;40.0;-17
2.0;0;6.0;847.0;-9;27.0;-22;9;216;84.0;-22
0.0;-5;18.0;846.0;-18;33.0;16;18;214;38.0;16
-2.0;-5;20.0;841.0;-24;33.0;6;24;214;48.0;6
-41.0;-52;386.0;894.0;3;-336.0;-14;-3;246;90.0;-14
-15.0;-2;29.0;840.0;-11;28.0;-18;11;210;52.0;-18
-10.0;0;20.0;861.0;13;13.0;-15;-13;211;10.0;-15
-7.0;-9;19.0;942.0;-30;41.0;-15;30;286;64.0;-15
14.0;0;41.0;869.0;-22;30.0;-3;22;211;54.0;-3
150.0;-170;-1000.0;1271.0;3316;687.0;-643;-3316;31;-1811.0;-643
-1.0;0;48.0;968.0;12;5.0;-2;-12;307;56.0;-2
-9.0;0;80.0;961.0;19;30.0;-21;-19;306;113.0;-21
-80.0;4;3.0;847.0;11;-52.0;2;-11;221;65.0;2
-12.0;-3;8.0;849.0;-18;-4.0;1;18;217;60.0;1
-32.0;0;-13.0;985.0;2;-30.0;-15;-2;280;-29.0;-15
-6.0;4;18.0;960.0;4;-48.0;-22;-4;290;37.0;-22
16.0;3;30.0;855.0;-18;68.0;-2;18;213;57.0;-2
-392.0;1004;461.0;1108.0;4985;-369.0;-821;-4985;1510;759.0;-821
9.0;-2;52.0;947.0;22;59.0;-19;-22;306;-8.0;-19
-7.0;0;-10.0;939.0;-13;3.0;-20;13;306;26.0;-20
-31.0;2;21.0;946.0;1;-40.0;-19;-1;289;78.0;-19
-5.0;-1;19.0;941.0;32;21.0;18;-32;307;-5.0;18
46.0;-1;1.0;949.0;24;9.0;-10;-24;307;2.0;-10
-18.0;-225;-670.0;1238.0;5223;86.0;24;-5223;89;-524.0;24
72.0;-1;8.0;968.0;15;82.0;8;-15;279;-6.0;8
24.0;-2;24.0;909.0;-18;17.0;5;18;304;10.0;5
34.0;-1;28.0;949.0;-3;39.0;-1;3;305;44.0;-1
17.0;2;60.0;960.0;4;50.0;14;-4;309;40.0;14
28.0;3;60.0;930.0;13;65.0;20;-13;309;81.0;20
21.0;1;85.0;934.0;15;44.0;26;-15;309;80.0;26
53.0;0;121.0;942.0;25;38.0;-21;-25;298;136.0;-21
-38.0;-2;54.0;952.0;1;-64.0;13;-1;267;114.0;13
11.0;1;19.0;949.0;14;22.0;16;-14;308;112.0;16
-376.0;-160;638.0;783.0;583;-1332.0;2033;-583;255;256.0;2033
265.0;-96;231.0;730.0;-3198;112.0;2543;3198;248;-710.0;2543
34.0;-3;12.0;862.0;24;63.0;10;-24;214;-43.0;10
-16.0;2;25.0;856.0;27;-13.0;-17;-27;222;21.0;-17
-26.0;-7;53.0;943.0;-1;-34.0;-19;1;282;82.0;-19
-22.0;-4;52.0;956.0;-18;-10.0;-21;18;284;54.0;-21
-35.0;-6;83.0;954.0;23;111.0;9;-23;284;-24.0;9
-30.0;-1;59.0;955.0;27;22.0;1;-27;287;42.0;1
-19.0;-3;66.0;974.0;-23;-25.0;1;23;284;76.0;1
24.0;3;-45.0;937.0;21;28.0;19;-21;308;38.0;19
19.0;4;-48.0;947.0;13;32.0;-11;-13;308;-17.0;-11
9.0;-1;-3.0;933.0;2;47.0;-2;-2;306;44.0;-2
13.0;1;-3.0;919.0;26;64.0;-7;-26;308;54.0;-7
-42.0;0;71.0;928.0;189;234.0;39;-189;299;-68.0;39
-3.0;0;32.0;926.0;15;1.0;-10;-15;307;3.0;-10
-11.0;2;8.0;941.0;31;-28.0;9;-31;308;69.0;9
-32.0;-1;20.0;932.0;8;-3.0;29;-8;306;38.0;29
-51.0;-2;19.0;941.0;-22;-16.0;3;22;306;64.0;3
16.0;-2;82.0;1004.0;24;82.0;-16;-24;260;14.0;-16
-82.0;5;25.0;925.0;-3;-76.0;10;3;311;90.0;10
-9.0;-1;9.0;912.0;-27;-50.0;-19;27;307;46.0;-19
-5.0;-4;33.0;923.0;32;8.0;-4;-32;303;91.0;-4
-46.0;-3;42.0;913.0;13;31.0;-23;-13;213;94.0;-23
8.0;5;70.0;908.0;-4;-39.0;-3;4;226;148.0;-3
1.0;0;62.0;928.0;8;23.0;-24;-8;311;75.0;-24
-78.0;-11;89.0;863.0;-457;-25.0;-1481;457;261;225.0;-1481
26.0;-3;54.0;928.0;6;59.0;11;-6;306;67.0;11
-4.0;6;60.0;933.0;-7;37.0;32;7;315;91.0;32
26.0;-6;43.0;947.0;-2;37.0;5;2;272;6.0;5
15.0;-3;62.0;927.0;7;20.0;-9;-7;306;28.0;-9
1.0;-3;21.0;936.0;11;15.0;-2;-11;309;99.0;-2
-39.0;1;40.0;909.0;-7;16.0;12;7;216;48.0;12
0.0;0;-24.0;937.0;-9;-25.0;8;9;310;52.0;8
0.0;-3;-30.0;917.0;2;-6.0;-19;-2;308;31.0;-19
-11.0;6;-22.0;910.0;1;34.0;-28;-1;316;2.0;-28
34.0;4;10.0;949.0;18;62.0;15;-18;280;14.0;15
1.0;-3;-38.0;941.0;3;31.0;9;-3;306;14.0;9
-16.0;-4;-85.0;946.0;-12;23.0;8;12;294;-37.0;8
26.0;7;16.0;967.0;34;46.0;15;-34;283;34.0;15
11.0;4;-10.0;977.0;6;80.0;11;-6;278;40.0;11
16.0;3;-14.0;940.0;2;42.0;-2;-2;309;-46.0;-2
8.0;-1;2.0;921.0;9;60.0;27;-9;308;28.0;27
17.0;5;36.0;934.0;-17;71.0;12;17;314;15.0;12
-5.0;0;44.0;929.0;-44;57.0;8;44;311;52.0;8
-28.0;-3;12.0;975.0;6;15.0;-10;-6;273;76.0;-10
-32.0;0;2.0;975.0;10;-21.0;16;-10;276;64.0;16
-3.0;-3;68.0;977.0;12;19.0;-4;-12;259;69.0;-4
-45.0;2;-27.0;958.0;26;-22.0;-15;-26;275;62.0;-15
-32.0;3;-35.0;964.0;24;-32.0;4;-24;277;47.0;4
-5.0;-5;69.0;949.0;-2;-49.0;-12;2;281;163.0;-12
2.0;3;51.0;955.0;18;1.0;-20;-18;291;119.0;-20
-23.0;3;28.0;956.0;-37;-29.0;3;37;224;62.0;3
-15.0;2;17.0;939.0;3;-76.0;-23;-3;221;25.0;-23
-12.0;-5;17.0;932.0;-18;-18.0;-20;18;218;-5.0;-20
-64.0;-7;47.0;919.0;27;31.0;7;-27;298;139.0;7
-36.0;-1;9.0;934.0;33;-23.0;10;-33;308;67.0;10
-44.0;-1;-96.0;984.0;37;-49.0;-31;-37;276;-33.0;-31
-17.0;-1;45.0;966.0;-2;13.0;-8;2;284;92.0;-8
17.0;9;16.0;951.0;17;5.0;-11;-17;295;4.0;-11
18.0;1;0.0;947.0;14;-5.0;-2;-14;220;55.0;-2
18.0;0;52.0;1002.0;-3;-6.0;0;3;264;57.0;0
10.0;1;22.0;947.0;13;19.0;-2;-13;221;28.0;-2
-162.0;-312;96.0;648.0;682;-307.0;-65;-682;170;705.0;-65
10.0;-4;4.0;941.0;24;-40.0;-11;-24;217;27.0;-11
4.0;0;31.0;936.0;2;-74.0;-13;-2;220;-11.0;-13
8.0;-3;5.0;932.0;-1;-73.0;-12;1;217;36.0;-12
0.0;1;5.0;923.0;0;-178.0;-3;0;222;-132.0;-3
8.0;1;0.0;955.0;-8;42.0;-15;8;287;21.0;-15
37.0;1;36.0;919.0;37;107.0;-2;-37;309;69.0;-2
5.0;3;21.0;940.0;20;53.0;2;-20;312;65.0;2
2.0;1;-7.0;943.0;-15;4.0;-16;15;310;59.0;-16
7.0;1;-14.0;923.0;-15;-15.0;-15;15;308;18.0;-15
42.0;3;-24.0;967.0;-8;-29.0;-12;8;336;-31.0;-12
-9.0;-6;-21.0;929.0;-21;-40.0;19;21;306;7.0;19
-5.0;-1;-26.0;922.0;-9;0.0;10;9;310;52.0;10
7.0;7;-30.0;923.0;10;-1.0;1;-10;317;34.0;1
13.0;-4;13.0;949.0;16;-2.0;3;-16;308;16.0;3
-67.0;0;75.0;910.0;1;6.0;16;-1;216;94.0;16
13.0;0;44.0;943.0;-28;30.0;0;28;310;40.0;0
1.0;0;25.0;946.0;-15;54.0;-7;15;308;101.0;-7
71.0;-9;13.0;938.0;19;73.0;-33;-19;293;48.0;-33
53.0;-3;57.0;954.0;-2;101.0;16;2;305;43.0;16
32.0;2;22.0;916.0;-11;65.0;-18;11;311;23.0;-18
24.0;-2;22.0;934.0;9;39.0;-33;-9;309;52.0;-33
-5.0;-5;3.0;944.0;23;58.0;-19;-23;306;34.0;-19
26.0;-5;4.0;937.0;5;69.0;-1;-5;305;38.0;-1
17.0;6;9.0;922.0;-11;97.0;-11;11;310;72.0;-11
18.0;1;23.0;912.0;9;116.0;7;-9;323;36.0;7
20.0;3;1.0;930.0;10;53.0;-12;-10;312;35.0;-12
4.0;-3;22.0;939.0;16;59.0;-16;-16;308;2.0;-16
36.0;-1;0.0;970.0;3;29.0;-29;-3;285;29.0;-29
-13.0;2;38.0;945.0;-9;66.0;-14;9;310;20.0;-14
68.0;-1;-36.0;950.0;26;77.0;-23;-26;287;-14.0;-23
-42.0;0;40.0;858.0;-33;-1.0;10;33;216;69.0;10
-10.0;4;18.0;852.0;-9;18.0;-20;9;223;102.0;-20
2.0;2;26.0;858.0;3;1.0;-24;-3;218;115.0;-24
4.0;3;26.0;939.0;2;-23.0;-12;-2;223;63.0;-12
-59.0;-1;53.0;930.0;-15;26.0;2;15;299;70.0;2
-11.0;0;9.0;932.0;-2;-46.0;21;2;298;64.0;21
-17.0;1;18.0;856.0;-1;-59.0;-7;1;216;61.0;-7
45.0;3;-81.0;915.0;2;113.0;5;-2;216;101.0;5
15.0;-2;10.0;847.0;-25;35.0;24;25;215;10.0;24
3.0;3;8.0;938.0;28;-43.0;-27;-28;221;47.0;-27
-167.0;434;685.0;1094.0;684;-169.0;39;-684;-507;886.0;39
26.0;-1;9.0;932.0;-16;61.0;-31;16;305;73.0;-31
85.0;1;108.0;693.0;-27;-81.0;-89;27;266;119.0;-89
-113.0;-12;-316.0;1056.0;146;1386.0;42;-146;243;740.0;42
-41.0;-4;9.0;831.0;-19;-21.0;1;19;217;21.0;1
10.0;1;23.0;951.0;-8;37.0;-25;8;221;107.0;-25
10.0;2;-12.0;923.0;15;15.0;22;-15;220;15.0;22
29.0;3;-3.0;944.0;4;14.0;1;-4;223;25.0;1
31.0;0;-29.0;931.0;-9;52.0;-13;9;225;102.0;-13
-8.0;2;41.0;870.0;1;-145.0;10;-1;218;10.0;10
-15.0;-11;99.0;937.0;10;-26.0;-11;-10;228;56.0;-11
200.0;-9;290.0;953.0;345;368.0;-554;-345;271;43.0;-554
-15.0;2;67.0;954.0;-25;-7.0;0;25;251;46.0;0
-59.0;-1;113.0;938.0;-9;-46.0;-13;9;225;13.0;-13
-19.0;-8;-360.0;840.0;11;192.0;-19;-11;266;-104.0;-19
-6.0;3;74.0;966.0;16;-26.0;-25;-16;250;45.0;-25
500.0;-77;-662.0;733.0;1;399.0;-2377;-1;263;-360.0;-2377
-27.0;-5;15.0;953.0;32;-1.0;-24;-32;244;90.0;-24
20.0;1;0.0;977.0;37;27.0;-26;-37;250;76.0;-26
-63.0;-1;-7.0;928.0;20;-86.0;-8;-20;306;64.0;-8
-3.0;-2;3.0;962.0;-12;4.0;-14;12;249;80.0;-14
-9.0;-7;13.0;965.0;-42;-10.0;-14;42;245;60.0;-14
-12.0;1;-17.0;956.0;-41;-277.0;-36;41;309;248.0;-36
-16.0;-2;0.0;945.0;7;-46.0;26;-7;303;79.0;26
-395.0;-55;604.0;795.0;2;382.0;-16;-2;253;715.0;-16
-32.0;1;21.0;918.0;-21;-1.0;-12;21;304;23.0;-12
26.0;2;30.0;929.0;-3;64.0;5;3;306;38.0;5
26.0;0;74.0;956.0;-4;61.0;12;4;304;6.0;12
158.0;16;38.0;973.0;-8;276.0;-14;8;273;-80.0;-14
-3.0;-165;266.0;790.0;-14;561.0;33;14;281;81.0;33
5.0;-16;174.0;949.0;5;167.0;-13;-5;427;-25.0;-13
50.0;-2;-4.0;963.0;-31;74.0;12;31;286;-3.0;12
8.0;0;13.0;937.0;16;2.0;-6;-16;219;74.0;-6
12.0;-1;105.0;898.0;17;56.0;8;-17;301;104.0;8
-12.0;5;-7.0;927.0;25;6.0;9;-25;224;49.0;9
27.0;-4;0.0;975.0;-20;7.0;-16;20;249;48.0;-16
-2.0;4;30.0;927.0;25;-23.0;9;-25;224;13.0;9
-33.0;-7;-3.0;860.0;15;22.0;-5;-15;212;41.0;-5
4.0;9;25.0;850.0;4;10.0;14;-4;226;17.0;14
-4.0;0;22.0;860.0;-5;10.0;-8;5;219;17.0;-8
37.0;3;16.0;947.0;-4;100.0;-16;4;264;-2.0;-16
7.0;3;18.0;858.0;-1;65.0;-24;1;223;12.0;-24
19.0;3;11.0;846.0;4;27.0;2;-4;219;22.0;2
0.0;4;4.0;860.0;11;12.0;-3;-11;223;32.0;-3
17.0;3;-25.0;959.0;22;64.0;3;-22;290;38.0;3
10.0;-8;-21.0;946.0;-13;55.0;-6;13;284;-39.0;-6
10.0;3;25.0;950.0;1;36.0;-14;-1;223;62.0;-14
12.0;1;18.0;941.0;2;20.0;-24;-2;223;54.0;-24
-2.0;3;33.0;860.0;8;22.0;5;-8;223;22.0;5
-2.0;5;10.0;860.0;-11;58.0;-13;11;224;52.0;-13
19.0;-3;12.0;955.0;-10;23.0;-23;10;286;30.0;-23
15.0;2;12.0;860.0;-25;12.0;1;25;221;37.0;1
-6.0;-9;5.0;942.0;3;26.0;-22;-3;216;66.0;-22
2.0;-7;22.0;955.0;1;21.0;-22;-1;218;19.0;-22
-35.0;-4;1.0;935.0;-30;-30.0;18;30;233;104.0;18
-56.0;-5;16.0;929.0;46;-40.0;16;-46;246;133.0;16
14.0;-1;31.0;939.0;-18;16.0;-14;18;223;40.0;-14
-37.0;5;8.0;966.0;6;-34.0;-12;-6;240;92.0;-12
8.0;0;28.0;857.0;-5;21.0;-18;5;211;-47.0;-18
15.0;-1;16.0;861.0;-17;0.0;0;17;220;32.0;0
13.0;1;46.0;850.0;-6;24.0;1;6;267;75.0;1
-12.0;4;13.0;850.0;6;23.0;-19;-6;265;42.0;-19
-52.0;-2;23.0;865.0;-29;-5.0;2;29;270;44.0;2
-11.0;0;74.0;919.0;-2;39.0;14;2;305;85.0;14
-30.0;-2;42.0;918.0;-23;36.0;-3;23;305;51.0;-3
16.0;-4;-11.0;914.0;-2;53.0;-6;2;306;-8.0;-6
-63.0;1;16.0;893.0;-19;28.0;-7;19;268;50.0;-7
-31.0;-5;54.0;947.0;-8;12.0;18;8;301;30.0;18
-51.0;3;33.0;917.0;22;11.0;-4;-22;306;42.0;-4
-425.0;38;427.0;879.0;165;-320.0;-4;-165;237;9.0;-4
-49.0;2;5.0;878.0;-11;36.0;-24;11;265;81.0;-24
-56.0;-4;-2.0;860.0;-15;24.0;-19;15;268;63.0;-19
16.0;-7;41.0;937.0;4;25.0;-33;-4;248;64.0;-33
-80.0;10;65.0;911.0;-18;73.0;0;18;249;98.0;0
17.0;-3;18.0;854.0;-22;37.0;23;22;216;48.0;23
-38.0;0;49.0;937.0;2;54.0;-1;-2;255;95.0;-1
-7.0;-2;67.0;966.0;-18;19.0;-11;18;253;85.0;-11
95.0;-13;-773.0;735.0;-15;93.0;-11;15;263;80.0;-11
4.0;6;26.0;854.0;-18;15.0;-19;18;223;48.0;-19
-29.0;-3;100.0;976.0;1;-45.0;-26;-1;277;72.0;-26
-2.0;3;74.0;976.0;1;11.0;-12;-1;279;33.0;-12
-11.0;-1;57.0;877.0;2;14.0;20;-2;217;48.0;20
-29.0;-1;75.0;860.0;-4;20.0;18;4;217;52.0;18
-41.0;-13;72.0;1004.0;-139;3.0;-154;139;324;0.0;-154
-73.0;55;-335.0;1002.0;-2;10.0;-36;2;314;7.0;-36
-28.0;1;-23.0;976.0;-7;76.0;11;7;282;103.0;11
14.0;-4;26.0;967.0;-23;46.0;9;23;278;102.0;9
-1.0;2;32.0;846.0;15;-7.0;2;-15;219;32.0;2
-1.0;2;43.0;928.0;-10;65.0;2;10;222;29.0;2
-11.0;5;35.0;975.0;-20;13.0;0;20;279;95.0;0
-53.0;-30;-43.0;946.0;-10;13.0;-5;10;174;1.0;-5
13.0;-12;51.0;936.0;-20;-30.0;33;20;161;20.0;33
-1.0;-2;50.0;993.0;2;-20.0;15;-2;281;92.0;15
-75.0;1;2.0;965.0;-34;4.0;-8;34;235;155.0;-8
-44.0;0;-97.0;955.0;25;-30.0;-2;-25;224;145.0;-2
-18.0;1;52.0;1001.0;-9;-1.0;-38;9;278;92.0;-38
-2.0;-1;26.0;858.0;0;13.0;6;0;220;28.0;6
6.0;-3;12.0;836.0;5;17.0;-3;-5;220;33.0;-3
2.0;0;17.0;850.0;13;12.0;-1;-13;215;32.0;-1
17.0;3;-37.0;860.0;11;-8.0;4;-11;217;50.0;4
19.0;-1;-10.0;845.0;11;14.0;4;-11;214;33.0;4
-100.0;13;266.0;934.0;2350;-146.0;-838;-2350;302;129.0;-838
0.0;-4;24.0;847.0;21;22.0;-8;-21;213;46.0;-8
-10.0;-1;14.0;842.0;19;29.0;-14;-19;217;16.0;-14
23.0;3;33.0;857.0;1;75.0;6;-1;222;34.0;6
23.0;-2;18.0;862.0;-18;16.0;-6;18;216;52.0;-6
6.0;1;26.0;872.0;2;25.0;-23;-2;222;18.0;-23
-17.0;-1;6.0;854.0;11;9.0;-11;-11;218;10.0;-11
15.0;1;4.0;862.0;3;22.0;1;-3;218;34.0;1
4.0;2;4.0;858.0;13;17.0;-2;-13;221;48.0;-2
-8.0;0;18.0;845.0;13;24.0;-1;-13;220;24.0;-1
2.0;-5;51.0;879.0;6;8.0;-22;-6;213;28.0;-22
16.0;2;6.0;866.0;19;36.0;0;-19;221;14.0;0
222.0;0;-60.0;922.0;-5;-2.0;-14;5;242;88.0;-14
21.0;6;19.0;861.0;-24;16.0;-25;24;223;66.0;-25
45.0;-11;31.0;936.0;14;-38.0;12;-14;243;73.0;12
-28.0;5;-21.0;977.0;2;-16.0;15;-2;278;75.0;15
-36.0;-7;42.0;937.0;-10;-13.0;-14;10;247;98.0;-14
-91.0;15;93.0;920.0;2;-18.0;-14;-2;253;117.0;-14
-80.0;-6;-415.0;909.0;-31;280.0;-23;31;208;178.0;-23
-99.0;2;46.0;926.0;1;-35.0;30;-1;221;181.0;30
398.0;-153;-490.0;910.0;-106;-100.0;-23;106;482;13.0;-23
15.0;12;44.0;878.0;2;4.0;-33;-2;227;25.0;-33
-4.0;-5;24.0;881.0;5;23.0;20;-5;216;32.0;20
15.0;3;1.0;958.0;-17;-8.0;-10;17;225;74.0;-10
-44.0;0;-7.0;944.0;-19;-43.0;-8;19;237;48.0;-8
-10.0;-2;32.0;951.0;8;15.0;36;-8;216;56.0;36
16.0;-2;6.0;957.0;3;38.0;-5;-3;218;15.0;-5
34.0;1;21.0;947.0;13;30.0;-22;-13;220;65.0;-22
11.0;-7;33.0;954.0;-17;27.0;-25;17;249;102.0;-25
4.0;-2;68.0;951.0;-17;-22.0;-20;17;252;45.0;-20
3.0;1;17.0;946.0;-2;16.0;-15;2;217;70.0;-15
12.0;-1;14.0;928.0;-14;8.0;-8;14;218;43.0;-8
19.0;0;10.0;960.0;-4;22.0;10;4;218;62.0;10
24.0;14;52.0;932.0;5;43.0;25;-5;233;113.0;25
-6.0;6;5.0;939.0;-17;-3.0;-5;17;226;61.0;-5
8.0;10;-14.0;914.0;12;48.0;18;-12;228;54.0;18
72.0;-20;3.0;979.0;5;17.0;-9;-5;195;47.0;-9
28.0;1;8.0;949.0;4;19.0;-17;-4;220;12.0;-17
16.0;-13;-86.0;920.0;-18;-25.0;-20;18;246;10.0;-20
11.0;-4;25.0;940.0;27;28.0;17;-27;215;9.0;17
-4.0;-1;8.0;919.0;7;26.0;8;-7;220;15.0;8
-8.0;5;0.0;942.0;-1;21.0;-27;1;223;44.0;-27
-5.0;0;1.0;927.0;-9;-4.0;-32;9;218;15.0;-32
-2.0;-4;2.0;917.0;21;18.0;-10;-21;216;-3.0;-10
-7.0;-4;86.0;967.0;-5;2.0;-31;5;251;66.0;-31
23.0;-2;20.0;862.0;11;-6.0;19;-11;217;57.0;19
-22.0;4;55.0;855.0;1;-26.0;-5;-1;221;86.0;-5
-2.0;0;28.0;948.0;-24;36.0;-21;24;286;64.0;-21
-11.0;-4;33.0;955.0;2;3.0;-7;-2;250;101.0;-7
3.0;3;4.0;940.0;-1;14.0;19;1;223;29.0;19
16.0;-1;0.0;933.0;8;24.0;-14;-8;300;125.0;-14
-2.0;-1;-11.0;965.0;-24;28.0;0;24;219;64.0;0
19.0;-2;21.0;951.0;-3;20.0;-27;3;216;53.0;-27
10.0;1;14.0;916.0;-10;-3.0;-21;10;219;40.0;-21
15.0;-1;18.0;948.0;-7;-7.0;-22;7;219;33.0;-22
-7.0;-2;62.0;967.0;-7;15.0;-13;7;251;66.0;-13
-2.0;-1;13.0;946.0;-21;29.0;-16;21;219;28.0;-16
-80.0;3;125.0;925.0;-18;72.0;0;18;283;-88.0;0
-10.0;-3;24.0;961.0;21;42.0;13;-21;251;73.0;13
0.0;-3;24.0;943.0;28;38.0;21;-28;251;68.0;21
7.0;2;-4.0;947.0;-35;45.0;18;35;223;42.0;18
0.0;7;-6.0;947.0;15;46.0;4;-15;227;53.0;4
-17.0;-2;5.0;937.0;6;47.0;5;-6;219;62.0;5
-50.0;-8;-35.0;909.0;-9;54.0;14;9;158;98.0;14
12.0;3;42.0;949.0;-5;59.0;17;5;296;30.0;17
-8.0;7;12.0;956.0;20;25.0;23;-20;291;57.0;23
15.0;0;40.0;952.0;11;22.0;31;-11;294;12.0;31
-52.0;6;11.0;939.0;7;30.0;5;-7;225;54.0;5
-24.0;-3;40.0;948.0;-11;29.0;-20;11;293;15.0;-20
-56.0;2;56.0;948.0;-1;8.0;10;1;220;15.0;10
-6.0;5;28.0;957.0;13;-28.0;28;-13;291;37.0;28
-10.0;2;26.0;964.0;-6;-5.0;-15;6;288;-13.0;-15
