InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-8.0;0.0;29.0;28.0;28.0;-178;70.0;-2.0
714.0;634.0;680.0;167.0;554.0;-172;309.0;-296.0
-249.0;294.0;-634.0;-228.0;-248.0;160;367.0;-34.0
1.0;6.0;7.0;25.0;-94.0;-177;87.0;-48.0
-1039.0;0.0;24.0;8.0;-124.0;-176;44.0;-25.0
232.0;147.0;-547.0;-463.0;0.0;-170;224.0;93.0
60.0;-47.0;-226.0;70.0;90.0;-177;190.0;-52.0
-32.0;17.0;6.0;17.0;-41.0;-174;14.0;-27.0
-252.0;-252.0;123.0;-54.0;-253.0;-177;462.0;57.0
-275.0;-58.0;7.0;-91.0;65.0;-176;10.0;32.0
-40.0;-561.0;166.0;62.0;13.0;-177;251.0;51.0
137.0;-42.0;239.0;48.0;-59.0;157;-34.0;108.0
-274.0;-123.0;323.0;-244.0;-222.0;179;-315.0;141.0
-130.0;189.0;-21.0;52.0;-216.0;-176;217.0;11.0
-1014.0;-133.0;-187.0;28.0;-77.0;-176;312.0;11.0
-521.0;504.0;31.0;-118.0;-439.0;49;-257.0;295.0
-1720.0;718.0;1255.0;-1081.0;-1614.0;-134;-1327.0;331.0
-35.0;-93.0;527.0;14.0;-12.0;-176;5.0;-2.0
-32.0;14.0;65.0;20.0;-34.0;-171;14.0;-22.0
3.0;-373.0;-548.0;-55.0;-98.0;-169;274.0;-248.0
-52.0;19.0;-46.0;-7.0;-8.0;-172;16.0;-19.0
-132.0;-54.0;32.0;33.0;-209.0;-176;5.0;-2.0
-284.0;89.0;-331.0;61.0;536.0;-179;426.0;15.0
-103.0;-304.0;-250.0;-24.0;-71.0;-171;-412.0;-78.0
-226.0;-81.0;47.0;-86.0;-15.0;-176;187.0;-45.0
-28.0;-6.0;-36.0;34.0;15.0;-178;26.0;13.0
-77.0;210.0;-8.0;-43.0;-17.0;174;107.0;-5.0
-32.0;-14.0;38.0;14.0;-60.0;-177;25.0;-1.0
221.0;-38.0;196.0;39.0;362.0;-174;-16.0;-164.0
-691.0;-8.0;499.0;-48.0;-315.0;-176;-466.0;49.0
-25.0;-82.0;18.0;-26.0;-26.0;-179;18.0;-33.0
29.0;-70.0;48.0;-89.0;-5.0;-176;6.0;24.0
-46.0;27.0;-10.0;3.0;-8.0;-176;50.0;12.0
27.0;-9.0;51.0;-21.0;75.0;-176;-39.0;13.0
-71.0;13.0;26.0;-10.0;-10.0;-179;16.0;43.0
-27.0;51.0;217.0;-7.0;-15.0;-178;-201.0;2.0
84.0;182.0;0.0;-10.0;-19.0;-178;83.0;-14.0
118.0;-42.0;10.0;-45.0;-146.0;-176;47.0;3.0
-14.0;43.0;61.0;158.0;57.0;-176;0.0;-50.0
-139.0;254.0;434.0;17.0;-188.0;29;-237.0;210.0
-124.0;-28.0;25.0;51.0;-16.0;-176;14.0;-49.0
-47.0;-29.0;47.0;-20.0;-40.0;-179;42.0;-7.0
-37.0;0.0;3.0;11.0;21.0;-180;-2.0;-9.0
-76.0;20.0;59.0;19.0;-28.0;-176;21.0;-34.0
-30.0;-300.0;-87.0;175.0;19.0;-177;385.0;55.0
-148.0;4.0;170.0;-49.0;-85.0;-178;-194.0;14.0
-28.0;1.0;90.0;-12.0;-24.0;-177;154.0;-14.0
-73.0;-187.0;-396.0;-23.0;-90.0;-176;547.0;-22.0
-491.0;-659.0;-295.0;-171.0;-515.0;134;26.0;244.0
-549.0;-525.0;-348.0;91.0;784.0;86;-510.0;494.0
-117.0;13.0;40.0;-43.0;-39.0;-177;12.0;42.0
-604.0;64.0;-380.0;-597.0;-750.0;-176;-96.0;139.0
2475.0;-287.0;-346.0;552.0;2483.0;91;488.0;-63.0
237.0;298.0;281.0;110.0;-17.0;-179;43.0;-64.0
-130.0;542.0;1094.0;-770.0;-372.0;-176;-1096.0;239.0
572.0;240.0;-500.0;167.0;502.0;155;-740.0;-143.0
-2383.0;-146.0;-179.0;159.0;-624.0;-169;41.0;225.0
-67.0;-69.0;1574.0;133.0;-41.0;-176;541.0;-81.0
-28.0;-19.0;9.0;-89.0;-147.0;-178;-163.0;47.0
94.0;159.0;200.0;41.0;161.0;-178;-86.0;-121.0
131.0;-138.0;439.0;-65.0;109.0;-165;-5.0;72.0
121.0;109.0;437.0;217.0;138.0;-173;97.0;-47.0
1588.0;-51.0;204.0;-42.0;-30.0;-179;-41.0;8.0
771.0;-30.0;157.0;538.0;727.0;-177;-247.0;-62.0
469.0;33.0;-16.0;14.0;38.0;-174;-8.0;-11.0
433.0;-1005.0;-1623.0;581.0;492.0;174;1042.0;-127.0
1762.0;-199.0;-397.0;160.0;1449.0;130;626.0;-149.0
-541.0;-214.0;-383.0;238.0;196.0;-177;331.0;-342.0
-363.0;-45.0;828.0;-22.0;-366.0;-175;89.0;87.0
-98.0;4.0;5.0;3.0;86.0;-176;14.0;-2.0
-40.0;118.0;72.0;160.0;-13.0;-177;144.0;-17.0
512.0;-182.0;-353.0;284.0;560.0;79;674.0;-84.0
42.0;-114.0;-538.0;14.0;3.0;-178;63.0;9.0
383.0;-402.0;-303.0;308.0;354.0;-172;225.0;-343.0
-9.0;198.0;101.0;71.0;-53.0;-176;53.0;86.0
-498.0;-85.0;-565.0;292.0;-477.0;-67;255.0;-75.0
-193.0;-22.0;758.0;155.0;11.0;-174;-243.0;92.0
-113.0;-293.0;575.0;50.0;2.0;-171;283.0;-51.0
-179.0;-105.0;15.0;-327.0;-347.0;-175;174.0;1.0
-987.0;544.0;1016.0;-508.0;-1079.0;-157;-796.0;301.0
282.0;-282.0;-734.0;316.0;308.0;-164;693.0;-306.0
187.0;-85.0;-11.0;-25.0;-16.0;-176;241.0;-48.0
485.0;69.0;145.0;7.0;24.0;-176;-19.0;-43.0
478.0;83.0;93.0;-154.0;403.0;-177;-347.0;57.0
-62.0;-160.0;-165.0;-63.0;-14.0;-171;-157.0;-45.0
-3.0;100.0;23.0;22.0;58.0;-179;256.0;-9.0
-182.0;5.0;-682.0;-195.0;-159.0;-177;-354.0;60.0
378.0;160.0;855.0;154.0;261.0;179;-62.0;61.0
270.0;80.0;-184.0;443.0;352.0;-175;382.0;-226.0
-97.0;-469.0;272.0;714.0;140.0;-176;-142.0;29.0
124.0;-12.0;-216.0;271.0;132.0;171;259.0;17.0
194.0;-33.0;175.0;326.0;394.0;175;264.0;-122.0
-984.0;324.0;190.0;-450.0;-943.0;-178;-291.0;127.0
-49.0;-1029.0;-2094.0;38.0;-59.0;-171;-196.0;47.0
190.0;4.0;-51.0;140.0;259.0;-173;-160.0;-188.0
180.0;3.0;47.0;17.0;130.0;-177;322.0;-56.0
-436.0;168.0;309.0;-345.0;-469.0;-179;-190.0;-16.0
-199.0;70.0;63.0;173.0;35.0;-179;-18.0;-8.0
-168.0;672.0;0.0;-148.0;-124.0;177;-15.0;-58.0
1280.0;-112.0;-80.0;898.0;1086.0;-135;751.0;-295.0
305.0;-412.0;-681.0;783.0;508.0;-179;1304.0;-410.0
22.0;-26.0;182.0;-147.0;27.0;57;-331.0;9.0
101.0;202.0;-18.0;121.0;11.0;-177;-107.0;148.0
-154.0;275.0;319.0;-155.0;-172.0;-179;31.0;55.0
356.0;23.0;-60.0;-20.0;-76.0;-177;-227.0;53.0
155.0;-161.0;-39.0;146.0;112.0;-177;647.0;-206.0
469.0;488.0;239.0;-452.0;-940.0;-215;-412.0;189.0
209.0;-339.0;180.0;232.0;429.0;-146;232.0;-148.0
240.0;-306.0;-47.0;-404.0;271.0;-7;-71.0;301.0
-504.0;7.0;487.0;-669.0;-652.0;-157;-834.0;77.0
-299.0;843.0;1467.0;231.0;-228.0;178;-8.0;265.0
