InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
718.0;?;-640.0;599.0;-4722;646.0;?;4722;226;-877.0;1357
660.0;?;-712.0;680.0;-4340;764.0;?;4340;276;-1127.0;1322
524.0;?;-910.0;821.0;-4268;843.0;?;4268;248;-1336.0;1104
328.0;?;-1047.0;879.0;-4715;917.0;?;4715;218;-1622.0;2294
173.0;-166;-1037.0;806.0;-4766;880.0;?;4766;253;-1719.0;2997
139.0;-240;-1004.0;752.0;-3581;828.0;?;3581;248;-1729.0;9
127.0;-169;-973.0;952.0;-82;753.0;?;82;308;-1579.0;-885
208.0;-358;-941.0;1164.0;2352;664.0;?;-2352;332;-1447.0;-954
266.0;-367;-898.0;1108.0;3163;575.0;-1084;-3163;60;-1247.0;-1084
207.0;-331;-802.0;1149.0;4157;491.0;413;-4157;-212;-1031.0;413
234.0;-350;-674.0;1586.0;3027;377.0;-249;-3027;75;-672.0;-249
169.0;-1032;-371.0;1237.0;858;277.0;-530;-858;258;-275.0;-530
-32.0;-3442;-14.0;659.0;212;312.0;-2;-212;-422;49.0;-2
-70.0;-2614;188.0;1027.0;250;219.0;-91;-250;-501;409.0;-91
135.0;-212;461.0;1228.0;170;-156.0;130;-170;-9;966.0;130
-242.0;-764;872.0;998.0;108;-172.0;85;-108;-96;1062.0;85
-12.0;-724;622.0;789.0;61;-111.0;23;-61;-127;1118.0;23
-176.0;-498;271.0;692.0;36;-386.0;25;-36;-35;1276.0;25
-264.0;-678;532.0;815.0;51;-761.0;-3;-51;24;1090.0;-3
-511.0;-101;670.0;935.0;50;-786.0;-61;-50;96;953.0;-61
-631.0;-162;649.0;937.0;121;-740.0;-153;-121;-31;952.0;-153
-669.0;674;631.0;921.0;167;-821.0;-113;-167;131;996.0;-113
-655.0;2053;590.0;828.0;265;-852.0;-117;-265;671;1075.0;-117
-570.0;2394;511.0;824.0;535;-907.0;-226;-535;874;1133.0;-226
-431.0;3374;446.0;926.0;971;-907.0;-42;-971;330;1213.0;-42
-337.0;-63;365.0;1044.0;2067;-858.0;-31;-2067;-849;1163.0;-31
-327.0;-3342;?;1174.0;3426;-682.0;-258;-3426;124;996.0;-258
-327.0;-254;?;1251.0;5354;-409.0;-1281;-5354;623;704.0;-1281
-212.0;723;?;1350.0;8000;-178.0;-2776;-8000;-2025;452.0;-2776
-42.0;334;?;1366.0;8418;-34.0;-2204;-8418;-1399;305.0;-2204
132.0;446;?;743.0;5404;151.0;-1079;-5404;505;138.0;-1079
398.0;-168;?;644.0;454;384.0;-1203;-454;260;87.0;-1203
650.0;-32;?;1092.0;-2408;628.0;-1061;2408;373;212.0;-1061
811.0;-121;?;1272.0;-2574;679.0;-257;2574;248;106.0;-257
851.0;-157;?;1040.0;-3640;777.0;689;3640;169;-241.0;689
859.0;-90;?;811.0;-4413;967.0;1417;4413;271;-566.0;1417
887.0;-141;?;627.0;-4546;978.0;1968;4546;206;-897.0;1968
913.0;-105;?;606.0;-4786;995.0;1943;4786;240;-1384.0;1943
748.0;-126;?;794.0;-4527;1165.0;1438;4527;221;-1837.0;1438
544.0;-119;?;926.0;-4403;1429.0;1479;4403;201;-2197.0;1479
217.0;-46;-834.0;781.0;-5178;1599.0;2141;5178;239;-2443.0;2141
-32.0;-116;-765.0;756.0;-5846;1576.0;2877;5846;231;-2509.0;2877
-45.0;-85;-767.0;797.0;-3499;1391.0;2443;3499;273;-2326.0;2443
56.0;-312;-749.0;968.0;-751;1055.0;-817;751;373;-1954.0;-817
129.0;-281;-741.0;1259.0;1826;630.0;-2508;-1826;270;-1507.0;-2508
?;-323;-685.0;1287.0;5112;289.0;-460;-5112;87;-1037.0;-460
?;-681;-502.0;1287.0;4162;-60.0;142;-4162;-139;-559.0;142
?;-25;-261.0;1793.0;1376;-445.0;-339;-1376;-123;125.0;-339
?;-1500;64.0;1033.0;426;-818.0;-124;-426;647;859.0;-124
?;-3395;401.0;558.0;153;-957.0;-93;-153;864;1502.0;-93
?;-1812;641.0;1093.0;218;-1250.0;73;-218;193;2174.0;73
?;-626;904.0;1170.0;155;-1480.0;66;-155;18;2824.0;66
?;-783;1163.0;959.0;97;-1181.0;4;-97;-25;2592.0;4
-336.0;-679;693.0;805.0;116;-950.0;?;-116;-114;2079.0;40
-754.0;-536;511.0;743.0;119;-994.0;?;-119;29;1665.0;23
-847.0;-344;843.0;860.0;130;-933.0;?;-130;164;1189.0;31
-878.0;-250;963.0;839.0;116;-708.0;?;-116;208;826.0;46
-912.0;258;949.0;887.0;226;-578.0;?;-226;174;706.0;29
-872.0;1418;986.0;932.0;336;-593.0;?;-336;564;619.0;4
-750.0;2225;931.0;859.0;406;-615.0;?;-406;982;620.0;13
-614.0;3093;814.0;847.0;845;-597.0;?;-845;305;717.0;23
-506.0;2437;707.0;943.0;1929;-602.0;?;-1929;442;826.0;98
-421.0;852;620.0;1144.0;2792;-563.0;?;-2792;1018;898.0;-21
-440.0;972;550.0;1288.0;4661;-427.0;-621;-4661;1098;820.0;-621
-398.0;334;510.0;1306.0;8128;-305.0;-1603;-8128;3338;723.0;-1603
-265.0;-268;395.0;1302.0;8737;-226.0;-2112;-8737;4156;718.0;-2112
-53.0;59;314.0;1029.0;6562;-213.0;-1091;-6562;1366;677.0;-1091
178.0;-124;368.0;605.0;3119;-124.0;-974;-3119;-111;515.0;-974
399.0;-107;310.0;1124.0;-859;77.0;-1910;859;322;490.0;-1910
731.0;-73;112.0;1434.0;-2890;185.0;-673;2890;325;478.0;-673
941.0;-105;-277.0;1127.0;-4403;282.0;635;4403;211;15.0;635
1034.0;-72;-898.0;800.0;-4945;471.0;846;4945;285;-467.0;846
1138.0;-100;-1109.0;671.0;-5062;647.0;1334;5062;254;-1042.0;1334
1140.0;-77;-1117.0;654.0;-5308;847.0;1767;5308;258;-1715.0;1767
1031.0;-87;-1088.0;715.0;-5034;1186.0;1432;5034;245;-2370.0;1432
660.0;-106;-1094.0;836.0;-5157;1514.0;1693;5157;265;-2762.0;1693
337.0;-77;-1146.0;868.0;-4964;1826.0;2663;4964;248;-2969.0;2663
168.0;-95;-1087.0;806.0;-5442;1828.0;1526;5442;216;-3028.0;1526
218.0;-238;-1097.0;871.0;-3113;1698.0;1931;3113;314;-2883.0;1931
379.0;-194;-991.0;1128.0;1;1439.0;-32;-1;353;-2471.0;-32
387.0;-258;-889.0;1308.0;718;1163.0;-3555;-718;187;-1974.0;-3555
365.0;-306;-718.0;1141.0;3701;813.0;464;-3701;-36;-1378.0;464
329.0;-407;-564.0;1286.0;4533;420.0;1524;-4533;81;-671.0;1524
296.0;-1613;-275.0;1797.0;2107;-55.0;-786;-2107;443;189.0;-786
99.0;-1062;109.0;915.0;789;-382.0;-219;-789;13;1038.0;-219
-66.0;-1650;509.0;755.0;171;-533.0;-293;-171;-610;1663.0;-293
-136.0;-3841;819.0;1050.0;127;-746.0;-19;-127;-287;2372.0;-19
-316.0;-1540;1054.0;1141.0;156;-877.0;167;-156;52;3051.0;167
-395.0;-530;1279.0;1010.0;93;-571.0;?;-93;39;2743.0;18
-522.0;-1074;831.0;779.0;125;-639.0;?;-125;250;2223.0;81
-772.0;-421;793.0;642.0;83;-994.0;?;-83;443;1850.0;13
-747.0;-436;1127.0;807.0;86;-1104.0;?;-86;434;1580.0;31
-852.0;-92;1314.0;941.0;102;-936.0;?;-102;269;1418.0;56
-942.0;464;1237.0;950.0;132;-881.0;?;-132;375;1229.0;16
-934.0;?;1143.0;880.0;330;-906.0;?;-330;867;1104.0;-43
-862.0;?;1006.0;848.0;323;-826.0;?;-323;277;1025.0;-38
-797.0;?;931.0;935.0;1170;-720.0;?;-1170;1954;987.0;13
-729.0;?;818.0;1075.0;2180;-620.0;?;-2180;770;953.0;33
-668.0;?;729.0;1226.0;3303;-571.0;?;-3303;-554;885.0;-155
-618.0;498;686.0;1320.0;6253;-407.0;?;-6253;4958;780.0;-1361
-501.0;1719;594.0;1423.0;8129;-250.0;?;-8129;791;725.0;-2878
-323.0;-1099;366.0;1327.0;7980;-203.0;-1881;-7980;-2465;674.0;-1881
-177.0;196;362.0;700.0;3210;-128.0;-830;-3210;1890;405.0;-830
51.0;-92;404.0;599.0;-2351;100.0;-1765;2351;291;201.0;-1765
259.0;-142;230.0;1304.0;-2180;267.0;-1523;2180;145;362.0;-1523
459.0;37;-95.0;1347.0;-2942;281.0;-401;2942;617;219.0;-401
727.0;-207;-590.0;995.0;-4415;330.0;795;4415;-26;-87.0;795
1062.0;-20;-1226.0;791.0;-4313;320.0;1978;4313;437;-440.0;1978
1282.0;-119;-1432.0;615.0;-5033;175.0;2008;5033;189;-865.0;2008
1268.0;-107;-1478.0;619.0;-4921;179.0;1655;4921;233;-1421.0;1655
1184.0;-96;-1496.0;707.0;-4604;370.0;1682;4604;235;-2073.0;1682
1029.0;-80;-1586.0;826.0;-4991;705.0;2244;4991;202;-2544.0;2244
718.0;-135;-1532.0;839.0;-5071;990.0;3225;5071;277;-2929.0;3225
431.0;-111;-1396.0;784.0;-4216;1181.0;1699;4216;308;-3218.0;1699
447.0;-264;-1241.0;893.0;-2081;1167.0;-566;2081;340;-3185.0;-566
443.0;-251;-1175.0;1235.0;669;1069.0;-1441;-669;341;-2896.0;-1441
469.0;-278;-1126.0;1244.0;2597;950.0;-1975;-2597;177;-2568.0;-1975
434.0;-660;-1074.0;1101.0;3609;732.0;-496;-3609;-91;-2118.0;-496
333.0;-96;-880.0;1460.0;3301;475.0;-188;-3301;-120;-1499.0;-188
178.0;-1143;-531.0;1520.0;1424;309.0;-943;-1424;726;-726.0;-943
-112.0;-3811;-85.0;735.0;88;284.0;-167;-88;1339;-3.0;-167
-321.0;-3222;248.0;826.0;122;184.0;-47;-122;716;600.0;-47
-300.0;-1028;656.0;1254.0;182;-232.0;11;-182;127;1252.0;11
-563.0;-813;1267.0;1135.0;62;-251.0;103;-62;40;1596.0;103
-253.0;-877;1285.0;871.0;58;-185.0;-12;-58;118;1646.0;-12
-158.0;-529;948.0;623.0;59;-522.0;30;-59;?;2014.0;30
-354.0;-417;1158.0;?;68;-979.0;-20;-68;?;2154.0;-20
-477.0;-301;1445.0;?;56;-1193.0;-35;-56;?;1974.0;-35
-632.0;104;1323.0;?;109;-1260.0;-118;-109;?;2025.0;-118
-719.0;1465;1116.0;?;210;-1456.0;-139;-210;?;2025.0;-139
-760.0;2518;938.0;906.0;349;-1595.0;-223;-349;921;1969.0;-223
-780.0;3162;785.0;840.0;997;-1596.0;-6;-997;785;1930.0;-6
-704.0;2497;705.0;1016.0;1900;-1493.0;-8;-1900;530;1876.0;-8
-706.0;580;650.0;1200.0;2989;-1295.0;-167;-2989;1074;1647.0;-167
-705.0;190;563.0;1256.0;4773;-1010.0;-680;-4773;1166;1271.0;-680
-670.0;-129;409.0;1290.0;7322;-644.0;-2967;-7322;-1264;928.0;-2967
-462.0;230;310.0;1376.0;9207;-369.0;-3485;-9207;18;660.0;-3485
-210.0;733;299.0;970.0;4935;-91.0;-1817;-4935;1834;395.0;-1817
114.0;-115;267.0;556.0;-1235;246.0;-1428;1235;-40;126.0;-1428
492.0;-82;167.0;1133.0;-2131;571.0;-856;2131;250;61.0;-856
772.0;19;39.0;1435.0;-2961;841.0;230;2961;480;-140.0;230
848.0;-127;-210.0;1099.0;-4207;1022.0;671;4207;69;-696.0;671
1000.0;-28;-751.0;805.0;-4092;1167.0;1493;4092;350;-931.0;1493
1117.0;-78;-1019.0;682.0;-5012;1168.0;2190;5012;191;-1389.0;2190
1136.0;-54;-1068.0;528.0;-5125;1173.0;2310;5125;264;?;2310
1035.0;-63;-1056.0;597.0;-4559;1349.0;2272;4559;240;?;2272
840.0;-63;-1042.0;771.0;-4943;1660.0;2447;4943;213;?;2447
522.0;-76;-1097.0;853.0;-4774;1880.0;3257;4774;226;?;3257
242.0;-47;-1097.0;807.0;-5348;1864.0;1933;5348;240;?;1933
127.0;-60;-1171.0;808.0;-3633;1629.0;2274;3633;277;?;2274
79.0;-157;-1143.0;1009.0;-400;1278.0;1830;400;314;?;1830
169.0;-263;-1039.0;1255.0;849;875.0;-3142;-849;277;-1706.0;-3142
123.0;-306;-847.0;1164.0;4509;440.0;-2270;-4509;74;-1121.0;-2270
-18.0;-225;-670.0;1238.0;5223;86.0;24;-5223;89;-524.0;24
-84.0;-914;-421.0;1524.0;2906;-323.0;-1189;-2906;232;145.0;-1189
-206.0;-1235;20.0;1404.0;1882;-633.0;-613;-1882;531;856.0;-613
-405.0;-2093;539.0;740.0;230;-767.0;-39;-230;614;1419.0;-39
-555.0;-3405;840.0;945.0;151;-911.0;-56;-151;125;2010.0;-56
-573.0;-1473;1152.0;?;349;-1171.0;82;-349;41;2657.0;82
-752.0;-319;1667.0;?;52;-1112.0;85;-52;78;2835.0;85
-379.0;-920;1244.0;?;196;-624.0;23;-196;-127;2705.0;23
-521.0;-539;769.0;?;77;-632.0;-1;-77;-86;2449.0;-1
-766.0;-471;1037.0;?;80;-703.0;4;-80;64;1898.0;4
-859.0;-320;1273.0;?;101;-662.0;-24;-101;123;1436.0;-24
-877.0;-60;1254.0;?;115;-492.0;-30;-115;-16;1386.0;-30
-811.0;1328;1275.0;?;307;-465.0;-58;-307;95;1267.0;-58
-750.0;2055;1244.0;?;312;-552.0;-45;-312;649;1166.0;?
?;3233;1113.0;823.0;758;-574.0;-104;-758;24;1126.0;?
?;2054;987.0;949.0;1629;-559.0;64;-1629;-539;1127.0;64
?;-2390;925.0;1094.0;2501;-479.0;148;-2501;835;1092.0;148
?;286;814.0;1236.0;4634;-318.0;-916;-4634;1430;937.0;-916
?;2048;663.0;1268.0;7493;-100.0;-1875;-7493;1328;722.0;-1875
?;373;458.0;1315.0;9545;51.0;-1434;-9545;1367;571.0;-1434
?;1256;276.0;1074.0;7491;96.0;-1122;-7491;558;304.0;-1122
257.0;82;231.0;686.0;1101;155.0;-1624;-1101;75;-52.0;-1624
526.0;?;199.0;1028.0;-2680;351.0;-1866;2680;242;-163.0;-1866
700.0;?;?;1397.0;-2876;496.0;-1478;2876;266;-226.0;-1478
831.0;?;?;1133.0;-4025;531.0;-761;4025;195;-498.0;-761
1068.0;36;?;876.0;-5125;486.0;728;5125;239;-628.0;728
1247.0;-66;?;658.0;-5170;396.0;1717;5170;272;-794.0;1717
1303.0;-57;?;539.0;-5526;225.0;1978;5526;239;-1123.0;1978
1225.0;-33;?;599.0;-5341;249.0;2297;5341;237;-1565.0;2297
945.0;-64;?;742.0;-4766;401.0;1926;4766;272;-2072.0;1926
572.0;-86;?;898.0;-4417;579.0;2920;4417;357;-2462.0;2920
246.0;-63;?;805.0;-4675;674.0;1372;4675;274;-2576.0;1372
84.0;-142;?;783.0;-3892;645.0;370;3892;297;-2509.0;370
79.0;-160;-1249.0;1002.0;-615;518.0;1516;615;355;-2358.0;1516
114.0;-33;-1094.0;1334.0;2470;402.0;-2195;-2470;128;-2005.0;-2195
147.0;-412;-954.0;1156.0;4253;258.0;-780;-4253;252;-1548.0;-780
157.0;-677;-767.0;1263.0;4315;73.0;1522;-4315;?;-955.0;1522
98.0;-1018;-504.0;1580.0;2472;-77.0;-1044;-2472;?;-225.0;-1044
-132.0;-1372;3.0;1129.0;856;-111.0;-467;-856;?;395.0;-467
-317.0;-925;429.0;655.0;293;24.0;-177;-293;?;861.0;-177
-378.0;-805;748.0;935.0;167;-10.0;-224;-167;?;1345.0;-224
-431.0;-869;1304.0;1225.0;94;-23.0;193;-94;?;1895.0;193
-570.0;-699;1561.0;1017.0;80;395.0;-39;-80;?;1893.0;-39
-345.0;-755;1157.0;769.0;89;346.0;34;-89;?;1682.0;34
-740.0;-559;1094.0;627.0;103;-254.0;-10;-103;?;1522.0;-10
-618.0;-325;1400.0;793.0;125;-695.0;-11;-125;450;1424.0;-11
-661.0;-182;1511.0;908.0;126;-690.0;-39;-126;631;1437.0;-39
-688.0;388;1473.0;911.0;234;-779.0;-168;-234;461;1405.0;-168
-723.0;1373;1370.0;926.0;272;-933.0;-149;-272;786;1276.0;-149
-725.0;2353;1203.0;842.0;511;-901.0;-154;-511;415;1257.0;-154
-729.0;3263;1045.0;929.0;1150;-907.0;-97;-1150;61;1256.0;-97
-673.0;1212;1027.0;1048.0;2236;-890.0;52;-2236;-682;1078.0;52
-683.0;-2326;936.0;1181.0;4150;-727.0;-558;-4150;-2446;882.0;-558
-727.0;13;777.0;1202.0;6367;-516.0;-1968;-6367;1617;764.0;-1968
-520.0;2318;536.0;1423.0;8117;-368.0;-3657;-8117;4559;799.0;-3657
-164.0;437;243.0;1272.0;7574;-442.0;-3063;-7574;1606;812.0;-3063
202.0;134;136.0;623.0;3012;-508.0;-1191;-3012;801;663.0;-1191
553.0;56;90.0;858.0;-1654;-388.0;-1376;1654;493;583.0;-1376
1075.0;-140;-101.0;1395.0;-2720;-226.0;-858;2720;136;606.0;-858
1188.0;35;-190.0;1260.0;-3262;-46.0;447;3262;405;-33.0;447
1205.0;-137;-732.0;912.0;-4094;371.0;1196;4094;180;-837.0;1196
1082.0;-25;-1196.0;702.0;-4149;816.0;2131;4149;284;-1434.0;2131
1045.0;-57;-1340.0;581.0;-4554;1074.0;2043;4554;263;-2066.0;2043
915.0;-64;-1329.0;648.0;-4785;1267.0;1604;4785;223;-2632.0;1604
708.0;-45;-1286.0;718.0;-4688;1543.0;1923;4688;246;-3059.0;1923
494.0;-42;-1209.0;864.0;-4547;1732.0;2174;4547;207;-3265.0;2174
175.0;-65;-1217.0;768.0;-5514;1821.0;2980;5514;239;-3247.0;2980
120.0;-102;-1303.0;805.0;-4860;1653.0;2459;4860;306;-3036.0;2459
288.0;-118;-1158.0;930.0;-2287;1418.0;-668;2287;324;-2623.0;-668
353.0;-279;-1066.0;1234.0;-981;1022.0;-2946;981;323;-2102.0;-2946
307.0;-362;-863.0;1258.0;2581;636.0;-3178;-2581;85;-1425.0;-3178
218.0;-224;-635.0;1137.0;5113;267.0;-1345;?;-114;-753.0;-1345
155.0;-491;-388.0;1663.0;3158;-111.0;-130;?;147;?;-130
57.0;-1273;-106.0;1271.0;1281;-530.0;-570;?;616;990.0;-570
-126.0;-1734;365.0;742.0;408;-757.0;-39;?;584;1845.0;-39
-196.0;-1322;667.0;823.0;162;-951.0;113;?;46;2401.0;113
-360.0;-600;986.0;1178.0;?;-1145.0;-69;?;-93;3016.0;-69
-584.0;-735;1485.0;1149.0;?;-1036.0;101;?;-104;3186.0;101
-495.0;-864;1443.0;917.0;?;-574.0;39;-101;-134;2650.0;39
-707.0;-619;872.0;744.0;?;-511.0;45;-92;10;2132.0;45
-983.0;-575;949.0;771.0;?;-647.0;0;-101;131;1562.0;0
-1017.0;-292;1141.0;834.0;?;-557.0;2;-107;288;1143.0;2
-988.0;-363;1268.0;839.0;?;-415.0;-2;-230;126;1037.0;-2
-921.0;640;1227.0;962.0;?;-516.0;?;-172;640;964.0;26
-891.0;1741;1093.0;890.0;?;-676.0;?;-483;804;825.0;-59
-735.0;3132;923.0;826.0;?;?;?;-673;713;731.0;-85
-543.0;3997;768.0;923.0;?;?;?;-1081;1056;802.0;-9
-393.0;1161;602.0;1040.0;?;?;?;-2629;1150;811.0;-107
-331.0;548;486.0;1169.0;?;?;?;-3559;2206;705.0;-250
-343.0;555;420.0;1306.0;?;?;?;-6379;-401;502.0;-1621
-253.0;-274;256.0;1399.0;?;-5.0;?;-8371;-989;363.0;-2799
-68.0;1006;138.0;1216.0;?;44.0;?;-6953;3098;227.0;-1720
173.0;298;103.0;698.0;?;117.0;?;-4627;1624;133.0;-873
551.0;-255;42.0;767.0;?;194.0;-1094;499;49;89.0;-1094
831.0;106;-81.0;1226.0;?;275.0;-922;2813;552;201.0;-922
1082.0;-169;-266.0;1335.0;?;373.0;-406;2588;62;-4.0;-406
1367.0;-29;-837.0;1011.0;?;482.0;454;4212;310;-409.0;454
1336.0;-69;-1514.0;762.0;-4411;560.0;1394;4411;229;-868.0;1394
1315.0;-78;-1683.0;615.0;-4473;573.0;1678;4473;209;-1525.0;1678
1164.0;-46;-1632.0;591.0;-5079;663.0;1748;5079;272;-2197.0;1748
?;-71;-1522.0;711.0;-5005;910.0;1547;5005;193;-2689.0;1547
?;-82;-1416.0;838.0;-5094;1230.0;2403;5094;236;-2999.0;2403
?;-110;-1395.0;754.0;?;1498.0;2693;5441;192;-3108.0;2693
?;-122;-1299.0;782.0;?;1515.0;3288;5495;243;-3077.0;3288
?;-130;-1228.0;892.0;-2825;1358.0;2885;2825;363;-2820.0;2885
?;-249;-1003.0;1317.0;2642;1144.0;-2470;-2642;236;-2390.0;-2470
?;-641;-831.0;1295.0;5275;868.0;-1894;-5275;183;-1844.0;-1894
?;-596;-532.0;1178.0;5170;576.0;609;-5170;42;-1113.0;609
?;-1013;-233.0;1402.0;3881;273.0;-1421;-3881;-38;-275.0;-1421
?;-1223;175.0;1348.0;907;-102.0;-160;-907;222;617.0;-160
-308.0;-464;728.0;860.0;43;-309.0;90;-43;179;1474.0;90
-380.0;-1391;1134.0;860.0;183;-513.0;-378;-183;117;2214.0;-378
-368.0;-1494;1409.0;1182.0;-42;-817.0;227;42;66;2947.0;227
-426.0;-572;1913.0;1144.0;132;-851.0;-51;-132;-86;?;-51
-173.0;-868;1691.0;840.0;38;-512.0;85;-38;8;3146.0;85
-367.0;-645;1187.0;689.0;71;-567.0;45;-71;159;2824.0;45
-607.0;-423;1259.0;697.0;130;-817.0;-2;-130;289;?;-2
-628.0;-132;1314.0;883.0;116;-886.0;-4;-116;443;?;-4
-785.0;-239;1153.0;847.0;112;-733.0;-94;-112;281;?;-94
-735.0;838;1149.0;909.0;284;-783.0;-73;-284;410;?;-73
-770.0;2467;1067.0;858.0;513;-804.0;-107;-513;576;?;-107
-699.0;3321;880.0;?;842;-787.0;-80;-842;457;?;-80
-542.0;2856;722.0;?;1777;-663.0;163;-1777;-421;?;163
-402.0;-1347;621.0;1106.0;3266;-540.0;-70;-3266;-1148;?;-70
-313.0;160;510.0;1234.0;5645;-322.0;-1136;-5645;2680;?;-1136
-233.0;?;430.0;1410.0;7389;-59.0;-2679;-7389;3501;298.0;-2679
-105.0;?;278.0;1457.0;8497;195.0;-2444;-8497;158;192.0;-2444
114.0;?;155.0;937.0;6445;300.0;-1053;-6445;1286;34.0;-1053
363.0;441;74.0;561.0;-626;412.0;-1495;626;948;-156.0;-1495
632.0;-429;-9.0;1089.0;-3345;480.0;-1537;3345;-54;-164.0;-1537
800.0;210;-186.0;1386.0;-2586;564.0;-511;2586;570;-229.0;-511
882.0;-186;-504.0;1112.0;-3984;693.0;486;3984;117;-640.0;486
1020.0;-48;-1155.0;856.0;-4502;840.0;1903;?;264;-860.0;1903
1112.0;-33;-1514.0;651.0;-4657;700.0;2345;?;285;-1207.0;2345
1042.0;-86;-1463.0;585.0;-5160;530.0;1945;?;257;-1750.0;1945
798.0;-38;-1378.0;620.0;-5134;664.0;1846;?;314;-2163.0;1846
553.0;-68;-1286.0;762.0;-4908;907.0;2280;4908;241;-2467.0;2280
308.0;-76;-1331.0;791.0;-5231;1083.0;2765;5231;250;-2639.0;2765
71.0;-94;-1363.0;753.0;-5033;1159.0;3436;5033;282;-2724.0;3436
-14.0;-132;-1304.0;834.0;-3028;1083.0;2866;3028;360;-2579.0;2866
75.0;-327;-1216.0;1180.0;65;850.0;-1036;-65;198;-2257.0;-1036
83.0;-304;-1169.0;1270.0;4060;602.0;-3840;-4060;74;-1832.0;-3840
43.0;-358;-977.0;1200.0;5809;367.0;-1987;-5809;-62;-1330.0;-1987
-80.0;-370;-707.0;1365.0;3509;86.0;-327;-3509;16;-710.0;-327
-130.0;-1040;-284.0;1412.0;1001;-177.0;-609;-1001;543;19.0;-609
-138.0;?;247.0;949.0;367;-379.0;-227;-367;636;830.0;-227
-132.0;?;495.0;840.0;241;-392.0;-32;-241;289;1604.0;-32
-100.0;?;708.0;1132.0;109;-579.0;-148;-109;56;2317.0;-148
-222.0;?;1164.0;1062.0;104;-657.0;51;-104;42;2670.0;51
13.0;?;1154.0;928.0;81;-339.0;-5;-81;149;2257.0;-5
55.0;?;833.0;804.0;67;-321.0;14;-67;271;1873.0;14
-422.0;?;993.0;761.0;113;-550.0;13;-113;365;1546.0;13
-538.0;?;1353.0;840.0;141;-607.0;-42;-141;370;1256.0;-42
-619.0;?;1406.0;825.0;162;-639.0;-31;-162;371;1160.0;-31
-688.0;?;1322.0;895.0;251;-747.0;-69;-251;160;1078.0;-69
-742.0;?;1121.0;876.0;423;-810.0;-71;-423;450;956.0;-71
-718.0;?;956.0;809.0;774;-784.0;-8;-774;382;961.0;-8
-687.0;?;825.0;917.0;1360;-720.0;82;?;40;1089.0;82
-585.0;?;822.0;1120.0;1940;-751.0;180;?;2102;1151.0;180
-533.0;?;?;1247.0;3354;-701.0;-355;?;2642;1117.0;-355
-431.0;310;?;1375.0;6862;-558.0;-2110;-6862;-73;1053.0;-2110
-312.0;403;?;1415.0;8823;-246.0;-2269;-8823;-24;1082.0;-2269
-111.0;1027;?;1038.0;6339;-168.0;-883;-6339;1446;955.0;-883
128.0;39;?;621.0;2264;-158.0;-1228;-2264;457;705.0;-1228
463.0;-321;?;951.0;-1176;45.0;-1126;1176;-7;462.0;-1126
539.0;110;?;1418.0;-2562;299.0;-40;2562;407;287.0;-40
532.0;?;?;1155.0;-3429;537.0;448;3429;194;-186.0;448
765.0;?;?;913.0;-4396;707.0;1104;4396;258;-504.0;1104
994.0;?;?;739.0;-4489;668.0;1495;4489;258;-769.0;1495
1114.0;?;?;599.0;-5361;536.0;1448;5361;217;-1131.0;1448
1065.0;-43;?;646.0;-4963;521.0;1363;4963;253;-1584.0;1363
945.0;-78;?;?;-4460;673.0;1363;4460;206;-1986.0;1363
657.0;-41;?;?;-4854;864.0;2200;4854;218;-2292.0;2200
386.0;-71;?;?;-5218;967.0;2482;5218;230;?;2482
192.0;-121;-1293.0;?;-4657;983.0;2489;4657;215;?;2489
152.0;-171;-1189.0;878.0;-1915;834.0;2813;1915;237;?;2813
104.0;-166;-1057.0;1227.0;-784;626.0;-614;784;382;-2137.0;-614
111.0;-230;-950.0;1255.0;2176;521.0;-3582;-2176;30;-1771.0;-3582
32.0;-482;-797.0;1129.0;5207;388.0;-1766;-5207;226;-1269.0;-1766
16.0;-810;-604.0;1390.0;3299;155.0;-502;-3299;-19;-576.0;-502
32.0;-862;-251.0;1334.0;2146;-139.0;-912;-2146;-277;168.0;-912
-57.0;-1923;165.0;839.0;1209;-349.0;-629;-1209;1218;882.0;-629
-277.0;-4344;461.0;761.0;138;-376.0;-205;-138;-341;1431.0;-205
-400.0;-3483;807.0;1125.0;283;-601.0;-168;-283;-1708;1865.0;-168
-258.0;-889;1441.0;1205.0;147;-789.0;-54;-147;-80;1990.0;-54
-405.0;-810;1529.0;1004.0;136;-507.0;77;-136;-57;1884.0;77
-260.0;-741;926.0;814.0;143;-477.0;82;-143;-79;1799.0;82
-555.0;-444;912.0;660.0;109;-816.0;14;-109;186;1507.0;14
-599.0;-398;1049.0;780.0;126;-961.0;-42;-126;266;1198.0;-42
-697.0;-162;1007.0;804.0;197;-838.0;-66;-197;174;1104.0;-66
-658.0;236;957.0;915.0;341;-791.0;-53;-341;112;1011.0;-53
-700.0;1378;854.0;861.0;496;-752.0;-15;-496;420;850.0;-15
