InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-16;7;803;211.0;118.0;69;-4;360;4;-16
12;4;805;207.0;116.0;63;2;371;-2;12
-32;-4;799;221.0;122.0;66;-22;369;22;-32
-27;1;799;208.0;142.0;70;-9;363;9;-27
26;0;802;200.0;133.0;65;5;366;-5;26
14;-2;808;201.0;119.0;60;14;372;-14;14
-15;6;807;208.0;119.0;64;-22;370;22;-15
-2;5;801;210.0;129.0;68;15;368;-15;-2
0;-7;802;195.0;116.0;63;-17;373;17;0
9;-3;806;198.0;119.0;62;0;371;0;9
9;7;803;191.0;129.0;67;-13;366;13;9
7;0;800;218.0;148.0;70;-16;363;16;7
35;2;805;202.0;134.0;65;-4;364;4;35
11;3;800;221.0;138.0;69;12;360;-12;11
21;0;798;193.0;127.0;68;-20;371;20;21
7;3;801;212.0;124.0;69;-4;360;4;7
0;2;802;210.0;139.0;66;13;362;-13;0
8;0;803;210.0;139.0;64;25;364;-25;8
-21;0;796;187.0;129.0;72;-44;368;44;-21
7;-4;803;220.0;114.0;65;-2;370;2;7
3;2;803;210.0;136.0;67;0;361;0;3
21;1;802;190.0;113.0;68;8;371;-8;21
-28;4;800;211.0;150.0;69;-33;365;33;-28
7;2;803;210.0;117.0;65;-42;362;42;7
-4;-3;801;218.0;132.0;66;-12;368;12;-4
1;-3;801;208.0;122.0;66;21;367;-21;1
25;-2;801;213.0;109.0;67;-20;366;20;25
-13;5;808;259.0;159.0;62;6;367;-6;-13
42;-1;803;233.0;144.0;64;-41;370;41;42
3;-4;799;221.0;129.0;67;0;369;0;3
28;-4;797;224.0;122.0;69;-14;370;14;28
24;0;798;202.0;101.0;70;-8;367;8;24
13;-3;800;210.0;136.0;68;1;370;-1;13
15;-2;801;220.0;148.0;67;-4;370;4;15
18;2;800;241.0;148.0;66;-49;364;49;18
4;1;797;231.0;108.0;68;-38;365;38;4
18;-1;801;228.0;101.0;65;-13;370;13;18
37;2;801;201.0;120.0;67;-15;367;15;37
9;4;799;228.0;133.0;71;-12;363;12;9
4;4;803;225.0;137.0;67;16;366;-16;4
2;1;801;308.0;176.0;74;-110;392;110;2
19;-4;795;192.0;112.0;71;-21;370;21;19
-16;-1;799;209.0;121.0;69;-19;370;19;-16
-17;150;795;241.0;297.0;83;63;399;-63;-17
-9;5;802;196.0;116.0;68;-4;365;4;-9
21;6;805;330.0;214.0;75;2;381;-2;21
-2;5;805;201.0;97.0;70;14;373;-14;-2
21;7;808;142.0;227.0;70;20;379;-20;21
-31;0;800;199.0;125.0;70;-27;368;27;-31
-46;11;803;184.0;139.0;70;-38;400;38;-46
11;5;805;207.0;128.0;65;35;365;-35;11
54;0;807;189.0;79.0;67;-23;378;23;54
-28;198;789;344.0;59.0;100;-10;406;10;-28
25;2;807;103.0;124.0;66;-8;397;8;25
-34;3;805;210.0;129.0;64;-26;364;26;-34
-9;1;802;202.0;126.0;67;-64;364;64;-9
-37;3;800;249.0;159.0;71;11;365;-11;-37
-12;0;802;192.0;102.0;65;-7;363;7;-12
-15;-2;801;202.0;133.0;66;26;365;-26;-15
-61;6;781;29.0;60.0;69;-40;397;40;-61
-7;3;794;243.0;-2.0;73;-22;384;22;-7
-25;6;789;160.0;131.0;60;-16;384;16;-25
5;2;799;180.0;108.0;69;18;367;-18;5
-3;4;805;196.0;115.0;65;21;367;-21;-3
1;-4;802;199.0;120.0;65;23;369;-23;1
20;-25;800;163.0;156.0;73;-73;367;73;20
39;4;803;170.0;139.0;64;-9;368;9;39
17;0;795;171.0;119.0;72;23;367;-23;17
35;-2;801;201.0;99.0;67;-5;365;5;35
21;-2;800;229.0;115.0;68;22;365;-22;21
10;-1;802;202.0;103.0;64;20;366;-20;10
13;-1;799;203.0;127.0;68;30;374;-30;13
-26;3;809;200.0;132.0;60;7;366;-7;-26
-25;2;803;212.0;110.0;65;-30;364;30;-25
-5;6;787;124.0;107.0;62;-4;386;4;-5
16;6;801;201.0;131.0;69;22;361;-22;16
-28;-5;798;217.0;112.0;67;38;373;-38;-28
-5;6;805;220.0;148.0;66;31;363;-31;-5
-26;4;803;202.0;40.0;67;-45;382;45;-26
29;4;797;181.0;100.0;71;13;368;-13;29
38;-2;783;125.0;107.0;65;-45;378;45;38
10;-1;801;92.0;117.0;67;26;399;-26;10
35;7;800;191.0;136.0;70;25;369;-25;35
14;-1;804;210.0;150.0;62;41;370;-41;14
9;-3;803;210.0;123.0;62;28;373;-28;9
-40;4;802;213.0;148.0;67;-41;365;41;-40
27;370;804;-107.0;-334.0;165;-9;391;9;27
23;7;802;199.0;111.0;69;3;360;-3;23
29;67;804;232.0;136.0;103;-10;378;10;29
-11;-7;812;194.0;125.0;68;-61;378;61;-11
4;-3;799;190.0;104.0;68;10;375;-10;4
25;-2;797;205.0;123.0;69;49;364;-49;25
-13;0;802;211.0;109.0;67;13;365;-13;-13
2;-1;797;168.0;108.0;70;-8;370;8;2
5;0;800;187.0;123.0;66;36;370;-36;5
-29;-22;807;191.0;139.0;71;-39;370;39;-29
17;2;800;210.0;96.0;69;-26;362;26;17
16;2;804;196.0;103.0;64;2;369;-2;16
40;-144;809;242.0;10.0;84;-26;389;26;40
-23;0;796;182.0;99.0;71;-27;369;27;-23
22;-5;802;209.0;86.0;64;10;372;-10;22
15;-8;806;182.0;268.0;75;-57;370;57;15
-31;0;797;211.0;109.0;71;-20;371;20;-31
-37;-1;800;182.0;89.0;66;-10;368;10;-37
-32;-5;799;211.0;129.0;68;6;369;-6;-32
113;-89;794;240.0;109.0;82;-1;379;1;113
1;-9;800;164.0;61.0;79;-21;379;21;1
-39;-60;806;263.0;164.0;75;56;381;-56;-39
1;2;801;225.0;128.0;67;57;367;-57;1
-48;1;798;172.0;101.0;70;60;371;-60;-48
22;15;806;196.0;143.0;75;37;382;-37;22
50;2;799;216.0;141.0;70;17;362;-17;50
-2;1;806;212.0;142.0;63;41;368;-41;-2
5;-1;801;194.0;136.0;67;27;370;-27;5
-20;-2;799;188.0;120.0;69;9;369;-9;-20
9;-1;802;209.0;89.0;66;-26;371;26;9
-48;-4;808;225.0;279.0;72;-58;374;58;-48
18;3;802;206.0;108.0;68;23;363;-23;18
-9;1;803;213.0;110.0;67;9;366;-9;-9
23;-1;800;191.0;109.0;68;5;366;-5;23
5;7;807;221.0;120.0;64;23;360;-23;5
-8;-68;805;310.0;102.0;72;9;380;-9;-8
-11;-1;797;233.0;33.0;69;4;383;-4;-11
1759;-57;532;335.0;84.0;213;420;525;-420;1759
18;0;802;201.0;85.0;66;-13;370;13;18
7;5;799;201.0;112.0;72;24;362;-24;7
33;24;803;166.0;106.0;75;-42;392;42;33
33;50;792;205.0;90.0;75;53;402;-53;33
-19;0;799;236.0;134.0;69;25;366;-25;-19
23;-1;799;175.0;114.0;68;19;376;-19;23
15;0;796;175.0;96.0;71;-5;373;5;15
-17;-4;807;164.0;105.0;69;17;375;-17;-17
24;0;803;183.0;86.0;67;-5;368;5;24
65;6;645;249.0;-18.0;69;-323;507;323;65
-25;28;812;229.0;101.0;75;-14;388;14;-25
-23;-1;804;233.0;142.0;64;-71;379;71;-23
19;-1;801;169.0;120.0;65;-51;374;51;19
159;-187;824;251.0;102.0;81;-31;392;31;159
2;-5;799;-165.0;645.0;71;-17;394;17;2
-26;5;805;206.0;112.0;66;-14;364;14;-26
-137;25;576;234.0;84.0;94;-78;597;78;-137
-21;-308;795;286.0;370.0;152;-36;419;36;-21
-37;1;799;224.0;132.0;69;-35;363;35;-37
1508;-705;1298;-52.0;-425.0;-839;6371;1480;-6371;1508
-9;3;795;168.0;167.0;71;35;361;-35;-9
1904;-1059;-2995;608.0;582.0;4079;552;3244;-552;1904
-25;4;794;204.0;151.0;72;22;358;-22;-25
198;37;800;242.0;-34.0;74;19;396;-19;198
-28;-2;792;206.0;144.0;73;19;366;-19;-28
9;0;803;180.0;98.0;64;11;376;-11;9
242;-295;772;382.0;522.0;157;74;326;-74;242
13;61;807;282.0;61.0;87;9;388;-9;13
39;141;805;247.0;2.0;99;-13;375;13;39
1;3;798;184.0;99.0;70;12;371;-12;1
-6;113;783;238.0;190.0;94;-57;406;57;-6
-29;-6;797;83.0;99.0;71;6;389;-6;-29
-16;-125;795;301.0;146.0;92;100;386;-100;-16
-16;-4;802;338.0;209.0;75;42;379;-42;-16
-31;28;806;244.0;116.0;77;-3;381;3;-31
-34;-17;806;242.0;140.0;74;15;380;-15;-34
25;4;800;211.0;138.0;68;34;374;-34;25
-2675;209;784;221.0;127.0;74;-214;541;214;-2675
45;-3;795;182.0;-21.0;67;-50;375;50;45
1;2;803;333.0;327.0;72;18;389;-18;1
-9;4;802;168.0;131.0;64;28;376;-28;-9
-42;34;809;171.0;185.0;64;-10;402;10;-42
-82;59;804;154.0;248.0;74;14;379;-14;-82
49;7;805;220.0;179.0;65;27;360;-27;49
-2;16;803;171.0;112.0;77;-27;369;27;-2
33;2;826;190.0;108.0;53;-53;387;53;33
21;-7;806;224.0;82.0;73;-10;384;10;21
-13;-2;807;159.0;145.0;62;25;396;-25;-13
55;-1;808;178.0;129.0;66;-22;391;22;55
5;0;816;158.0;127.0;74;-39;389;39;5
-50;-14;808;261.0;147.0;70;-6;381;6;-50
39;1;811;360.0;132.0;67;-15;392;15;39
-83;12;806;209.0;138.0;77;37;390;-37;-83
-32;-82;799;67.0;326.0;77;7;386;-7;-32
-53;1;800;211.0;187.0;69;5;365;-5;-53
-57;-4;782;129.0;79.0;64;11;387;-11;-57
22;-43;800;396.0;806.0;73;5;390;-5;22
-28;-8;797;200.0;194.0;69;33;368;-33;-28
310;42;682;731.0;345.0;93;-77;529;77;310
-311;142;813;335.0;344.0;93;118;340;-118;-311
-41;142;808;325.0;359.0;79;-15;388;15;-41
10;2;804;186.0;119.0;68;28;364;-28;10
12;0;801;191.0;141.0;69;30;362;-30;12
12;4;806;208.0;138.0;66;28;360;-28;12
-39;12;813;262.0;128.0;77;8;389;-8;-39
-40;12;813;270.0;163.0;77;11;388;-11;-40
-40;-1;809;212.0;157.0;60;-15;367;15;-40
-3;9;806;308.0;121.0;79;-18;385;18;-3
-51;49;787;227.0;331.0;78;-31;383;31;-51
-33;1;807;201.0;148.0;63;3;365;-3;-33
-16;5;807;202.0;149.0;67;37;362;-37;-16
-27;6;803;248.0;91.0;74;-2;379;2;-27
-3;8;806;321.0;150.0;74;21;386;-21;-3
-25;-3;799;362.0;54.0;70;33;384;-33;-25
77;-19;777;83.0;1618.0;68;-119;453;119;77
6;21;724;246.0;106.0;175;585;460;-585;6
-56;21;801;255.0;15.0;73;-11;384;11;-56
-19;-4;810;172.0;153.0;70;-64;378;64;-19
44;45;824;1360.0;-27.0;93;45;365;-45;44
-26;3;804;186.0;143.0;66;1;365;-1;-26
-2;-5;806;177.0;286.0;68;44;390;-44;-2
-12;-61;774;210.0;182.0;81;-506;390;506;-12
31;1;805;171.0;110.0;67;-36;369;36;31
47;2;804;173.0;132.0;68;-12;368;12;47
35;144;564;-144.0;395.0;218;144;397;-144;35
6;-2;804;139.0;201.0;70;6;386;-6;6
-8;-3;798;241.0;58.0;66;48;384;-48;-8
-29;2;808;229.0;279.0;69;9;384;-9;-29
-18;0;802;170.0;126.0;67;10;370;-10;-18
-36;-2;799;185.0;120.0;68;-13;371;13;-36
-27;-3;801;177.0;112.0;66;-11;373;11;-27
6;0;798;192.0;115.0;70;24;367;-24;6
-3;-1;804;164.0;107.0;71;-5;372;5;-3
-113;6;776;318.0;147.0;61;-67;474;67;-113
-38;-4;763;373.0;204.0;85;45;436;-45;-38
1;1;800;340.0;107.0;72;26;393;-26;1
116;12;827;333.0;235.0;59;-102;396;102;116
-14;-3;772;229.0;-39.0;74;-7;415;7;-14
-14;61;790;307.0;56.0;90;-53;386;53;-14
-29;-1;798;213.0;326.0;73;20;402;-20;-29
-30;-2;806;162.0;168.0;69;17;385;-17;-30
-129;-55;787;353.0;276.0;70;-10;424;10;-129
119;-24;828;305.0;109.0;66;47;380;-47;119
-15;7;814;176.0;172.0;65;21;381;-21;-15
110;69;813;22.0;87.0;67;-14;377;14;110
-26;19;793;241.0;310.0;72;-4;372;4;-26
-41;-1;799;77.0;227.0;78;39;384;-39;-41
-49;26;806;260.0;239.0;70;8;378;-8;-49
12;-2;809;151.0;206.0;66;15;388;-15;12
-151;72;799;360.0;246.0;86;22;395;-22;-151
-22;-2;803;173.0;107.0;74;-4;371;4;-22
3;-58;794;385.0;40.0;81;-190;398;190;3
13;10;794;140.0;207.0;81;-16;357;16;13
934;-270;725;250.0;221.0;41;-1044;575;1044;934
6;-2;814;262.0;410.0;67;13;380;-13;6
-30;-1;799;117.0;203.0;76;-4;382;4;-30
14;3;799;174.0;186.0;75;42;370;-42;14
-38;5;807;170.0;208.0;73;7;380;-7;-38
24;10;805;204.0;145.0;72;28;366;-28;24
5;4;796;238.0;267.0;76;35;367;-35;5
-58;-8;802;70.0;204.0;67;69;402;-69;-58
-852;-109;746;62.0;297.0;76;-1044;532;1044;-852
40;8;790;226.0;300.0;83;-2;360;2;40
-153;349;1047;476.0;127.0;-775;-7324;1449;7324;-153
-24;-54;786;395.0;-78.0;73;-367;409;367;-24
43;1;799;238.0;58.0;69;-26;381;26;43
8;3;810;72.0;427.0;68;-22;374;22;8
148;266;800;217.0;279.0;101;-7;398;7;148
-22;3;808;154.0;185.0;71;-41;378;41;-22
43;-1;802;241.0;40.0;64;-1;381;1;43
57;7;798;221.0;218.0;70;50;364;-50;57
47;3;801;208.0;111.0;62;-36;366;36;47
15;3;801;157.0;131.0;61;-6;364;6;15
16;2;801;314.0;125.0;65;-17;364;17;16
-22;22;792;114.0;312.0;73;-1;369;1;-22
6;-6;800;171.0;208.0;59;27;372;-27;6
15;-1;810;371.0;248.0;66;-17;391;17;15
-31;-2;805;216.0;346.0;73;-9;365;9;-31
1;13;808;144.0;173.0;71;7;378;-7;1
15;3;807;201.0;91.0;66;-13;370;13;15
-32;1;802;151.0;205.0;77;-31;376;31;-32
-27;-5;807;152.0;197.0;69;-43;385;43;-27
-43;-1;801;185.0;137.0;72;9;372;-9;-43
0;0;807;155.0;184.0;69;16;380;-16;0
11;-5;805;154.0;196.0;71;20;383;-20;11
2;2;805;168.0;191.0;75;37;376;-37;2
-6;-3;804;-4.0;309.0;71;32;387;-32;-6
42;7;804;250.0;340.0;69;46;397;-46;42
-9;9;803;163.0;238.0;64;22;362;-22;-9
17;-8;796;201.0;210.0;70;55;389;-55;17
-1;-4;812;165.0;198.0;63;39;387;-39;-1
-13;-1;805;182.0;107.0;69;-27;372;27;-13
42;119;795;207.0;111.0;74;85;404;-85;42
-14;2;799;199.0;115.0;69;28;366;-28;-14
-1079;296;604;422.0;269.0;305;1950;145;-1950;-1079
-15;1;804;147.0;191.0;70;8;382;-8;-15
-6;4;807;209.0;122.0;68;37;384;-37;-6
-22;-3;811;152.0;206.0;65;-18;385;18;-22
-21;160;785;280.0;60.0;81;68;398;-68;-21
-12;0;807;116.0;171.0;69;-9;385;9;-12
41;5;810;248.0;399.0;69;-14;391;14;41
44;-4;801;178.0;125.0;72;23;375;-23;44
11;11;806;211.0;106.0;72;16;378;-16;11
510;-110;703;372.0;383.0;267;860;295;-860;510
-26;6;812;249.0;126.0;58;-35;364;35;-26
-24;-1;801;232.0;93.0;73;-21;375;21;-24
16;3;811;158.0;201.0;68;25;379;-25;16
-32;7;803;205.0;108.0;76;17;386;-17;-32
-39;3;803;238.0;61.0;69;15;384;-15;-39
-58;-1;795;322.0;200.0;71;-2;370;2;-58
19;-6;804;180.0;206.0;57;38;375;-38;19
-51;0;803;236.0;115.0;64;16;367;-16;-51
87;89;782;357.0;263.0;77;98;412;-98;87
288;44;659;361.0;287.0;53;-4171;518;4171;288
-103;-4;799;407.0;241.0;67;18;374;-18;-103
7;6;806;202.0;96.0;70;14;369;-14;7
10;2;799;205.0;274.0;78;31;386;-31;10
-26;-7;801;197.0;90.0;65;-24;378;24;-26
-8;-8;794;289.0;162.0;80;42;394;-42;-8
22;2;804;205.0;91.0;70;20;373;-20;22
-55;4;798;173.0;310.0;65;-25;379;25;-55
-15;5;806;190.0;106.0;70;0;368;0;-15
18;7;803;252.0;294.0;68;12;364;-12;18
-66;-130;799;267.0;47.0;93;-91;389;91;-66
42;4;796;64.0;132.0;75;-95;395;95;42
-11;-11;795;92.0;216.0;74;-24;391;24;-11
-39;70;796;324.0;172.0;94;58;397;-58;-39
3;-2;804;147.0;125.0;73;-7;364;7;3
-79;59;805;81.0;247.0;74;17;378;-17;-79
13;0;803;193.0;96.0;71;-11;372;11;13
3;-5;800;128.0;183.0;61;-10;375;10;3
-19;-2;805;188.0;103.0;68;-40;376;40;-19
218;260;622;219.0;-160.0;157;5156;568;-5156;218
-8;-1;800;194.0;92.0;73;-13;375;13;-8
964;-64;611;211.0;127.0;65;90;466;-90;964
-12;1;798;233.0;272.0;71;24;364;-24;-12
66;-45;798;187.0;163.0;67;12;402;-12;66
89;-130;812;273.0;-63.0;76;21;359;-21;89
-2;-6;794;181.0;81.0;69;-23;374;23;-2
63;-1;786;332.0;291.0;73;23;415;-23;63
-16;-1;802;305.0;293.0;67;-15;397;15;-16
-86;-2;806;259.0;367.0;70;10;386;-10;-86
15;4;810;171.0;109.0;64;-54;374;54;15
44;6;800;152.0;310.0;68;43;371;-43;44
10;-10;806;266.0;55.0;72;14;383;-14;10
-9;2;807;201.0;99.0;67;5;375;-5;-9
12;-1;769;280.0;397.0;74;-79;444;79;12
-27;1;807;195.0;97.0;67;6;376;-6;-27
-6;-3;797;265.0;311.0;71;-65;397;65;-6
-1229;1686;2995;178.0;927.0;-2254;-1360;1601;1360;-1229
-30;6;806;192.0;109.0;70;-34;370;34;-30
-48;6;803;284.0;345.0;69;-35;390;35;-48
-25;-5;796;181.0;117.0;60;-23;375;23;-25
10;55;805;434.0;140.0;71;33;394;-33;10
-18;3;803;201.0;94.0;71;-15;374;15;-18
32;1;808;179.0;101.0;66;-1;379;1;32
7;71;798;304.0;-20.0;84;37;380;-37;7
5;-108;801;133.0;8.0;76;15;387;-15;5
64;0;799;191.0;89.0;69;7;366;-7;64
3;6;678;377.0;232.0;105;-82;563;82;3
8;-1;803;188.0;95.0;69;-14;375;14;8
35;6;793;151.0;140.0;69;-23;363;23;35
16;-2;802;245.0;33.0;62;0;387;0;16
28;0;801;91.0;91.0;69;20;390;-20;28
-18;-4;805;174.0;95.0;66;-21;381;21;-18
0;12;809;201.0;90.0;71;-23;368;23;0
10;0;803;178.0;88.0;72;5;378;-5;10
-4;2;810;150.0;462.0;68;36;383;-36;-4
12;3;808;192.0;93.0;68;9;378;-9;12
-7;6;812;189.0;89.0;64;1;377;-1;-7
12;4;795;230.0;68.0;79;-146;419;146;12
-7;-4;801;199.0;92.0;71;4;381;-4;-7
-6;-42;799;490.0;122.0;75;-15;397;15;-6
-263;-60;780;-120.0;-163.0;81;63;452;-63;-263
-51;10;805;171.0;139.0;74;-30;396;30;-51
-10;5;805;80.0;68.0;65;-15;397;15;-10
114;-75;791;126.0;25.0;73;5;394;-5;114
251;116;873;66.0;-152.0;18;39;352;-39;251
-5;0;801;177.0;91.0;67;4;370;-4;-5
-49;4;808;211.0;49.0;65;18;391;-18;-49
-359;-1212;-958;273.0;301.0;655;-489;2408;489;-359
3;5;799;173.0;17.0;67;-34;370;34;3
-16;-240;814;35.0;95.0;97;-65;397;65;-16
-27;-133;771;84.0;361.0;94;-32;401;32;-27
-27;4;803;191.0;93.0;65;-28;373;28;-27
-37;-1;802;183.0;136.0;74;33;369;-33;-37
-31;5;800;191.0;78.0;70;-15;366;15;-31
-47;0;808;75.0;433.0;69;14;379;-14;-47
-21;2;810;244.0;405.0;71;-4;385;4;-21
-7;-160;815;374.0;144.0;90;18;355;-18;-7
53;10;805;175.0;29.0;64;-48;359;48;53
4;-107;809;270.0;-56.0;79;-81;408;81;4
50;34;822;238.0;124.0;50;24;416;-24;50
-18;7;791;317.0;609.0;74;-202;416;202;-18
-56;0;778;142.0;109.0;68;40;385;-40;-56
-2;0;805;329.0;493.0;69;-8;378;8;-2
-30;-2;807;269.0;393.0;68;38;392;-38;-30
-22;1;798;344.0;146.0;74;-26;371;26;-22
0;-1;805;182.0;88.0;67;14;378;-14;0
125;-165;806;-90.0;176.0;86;21;389;-21;125
-1060;-6;794;327.0;292.0;54;180;437;-180;-1060
27;-5;791;309.0;102.0;75;41;410;-41;27
86;8;788;139.0;111.0;70;-8;378;8;86
115;-37;820;471.0;15.0;93;-22;383;22;115
438;-119;720;358.0;-27.0;36;-444;414;444;438
-108;-8;808;238.0;64.0;56;-48;395;48;-108
25;7;790;192.0;50.0;77;20;399;-20;25
109;4;823;241.0;-39.0;73;-77;429;77;109
-43;0;804;117.0;234.0;71;-28;377;28;-43
-32;4;801;176.0;45.0;74;-28;375;28;-32
90;-4;794;435.0;197.0;73;44;391;-44;90
0;2;802;181.0;99.0;71;22;373;-22;0
27;-7;806;141.0;206.0;68;28;387;-28;27
28;6;807;182.0;109.0;68;25;371;-25;28
-46;-85;602;-64.0;50.0;112;-121;620;121;-46
-15;-4;795;271.0;20.0;72;19;395;-19;-15
12;-7;808;450.0;395.0;73;16;378;-16;12
595;183;853;-182.0;-60.0;921;2762;103;-2762;595
-125;-15;788;240.0;-32.0;65;-66;407;66;-125
23;5;806;181.0;89.0;69;13;372;-13;23
23;-3;790;192.0;68.0;71;67;396;-67;23
-178;24;803;83.0;386.0;69;-25;382;25;-178
-60;14;807;193.0;108.0;75;-44;364;44;-60
-26;8;801;379.0;178.0;69;-40;402;40;-26
3;3;800;-70.0;257.0;66;-17;401;17;3
-52;11;796;418.0;414.0;73;-61;396;61;-52
-5;-3;49;442.0;891.0;129;3;841;-3;-5
-49;-4;763;218.0;547.0;75;-449;459;449;-49
-13;12;785;-75.0;-13.0;67;3;393;-3;-13
5;3;811;191.0;100.0;62;25;372;-25;5
9;-2;793;74.0;214.0;75;59;400;-59;9
407;-114;780;-55.0;516.0;64;336;439;-336;407
3;-253;816;339.0;81.0;102;-36;386;36;3
-43;2;809;193.0;198.0;67;51;396;-51;-43
13;-91;809;-368.0;-162.0;79;-19;396;19;13
-85;246;799;456.0;150.0;107;1;386;-1;-85
174;0;798;299.0;-73.0;60;24;376;-24;174
-3;-6;800;211.0;312.0;73;15;385;-15;-3
-33;14;812;419.0;245.0;70;14;386;-14;-33
-40;2;801;363.0;91.0;68;3;388;-3;-40
-41;5;792;72.0;242.0;81;-84;387;84;-41
185;-21;807;-49.0;106.0;74;-86;381;86;185
-2708;-70;905;92.0;395.0;32;-3002;518;3002;-2708
-211;-83;652;255.0;14.0;108;111;474;-111;-211
173;38;806;239.0;148.0;102;1568;366;-1568;173
-2;1;805;204.0;121.0;64;45;367;-45;-2
-36;55;801;205.0;185.0;81;71;382;-71;-36
10;-5;797;200.0;109.0;68;40;368;-40;10
241;52;835;302.0;151.0;77;174;352;-174;241
-6;3;803;172.0;4.0;69;-2;377;2;-6
-21;18;810;168.0;19.0;72;23;373;-23;-21
-85;-6;806;205.0;391.0;68;-66;392;66;-85
2477;109;495;192.0;-70.0;197;-1434;590;1434;2477
-42;-31;802;320.0;130.0;72;61;397;-61;-42
45;-2;818;285.0;-24.0;58;-29;392;29;45
-7;2;811;306.0;436.0;69;-39;368;39;-7
-16;1;805;184.0;119.0;63;29;369;-29;-16
-4;-1;807;-650.0;247.0;72;-12;375;12;-4
23;-138;819;683.0;-743.0;111;-91;396;91;23
47;61;800;329.0;-30.0;78;-8;380;8;47
328;89;748;328.0;129.0;153;-2200;343;2200;328
71;1;805;275.0;395.0;65;48;386;-48;71
552;105;666;-179.0;-134.0;141;-300;471;300;552
-408;9;765;242.0;84.0;67;-168;335;168;-408
89;-49;826;-163.0;-544.0;98;-216;416;216;89
269;48;127;365.0;215.0;105;382;747;-382;269
-29;8;810;161.0;109.0;73;1;380;-1;-29
-50;66;816;371.0;63.0;59;-1071;371;1071;-50
9;55;804;223.0;72.0;68;81;402;-81;9
-3;2;807;330.0;-58.0;70;-2;390;2;-3
35;5;793;306.0;-77.0;69;-74;386;74;35
-94;-6;799;184.0;3.0;90;-252;401;252;-94
-641;127;690;213.0;122.0;68;87;464;-87;-641
-14;285;846;143.0;-15.0;21;194;292;-194;-14
-4;-1;803;156.0;58.0;71;-9;376;9;-4
12;-74;801;-79.0;-222.0;102;-18;398;18;12
11;0;802;181.0;89.0;70;22;373;-22;11
247;-86;1181;31.0;910.0;-399;47;734;-47;247
-7;-1;802;144.0;439.0;73;1;376;-1;-7
-42;33;798;464.0;70.0;106;-60;399;60;-42
-256;42;796;273.0;127.0;68;-63;366;63;-256
-2;2;807;192.0;91.0;67;26;375;-26;-2
19;2;803;196.0;-6.0;75;46;381;-46;19
-2028;-144;612;321.0;190.0;188;1441;528;-1441;-2028
9;55;807;462.0;-157.0;69;13;403;-13;9
-20;7;796;220.0;-29.0;73;54;382;-54;-20
-456;-102;642;217.0;105.0;110;902;457;-902;-456
103;-54;788;1211.0;713.0;79;0;400;0;103
-78;0;813;176.0;447.0;65;40;374;-40;-78
-6;1;807;183.0;133.0;68;47;373;-47;-6
-45;5;806;171.0;208.0;64;14;364;-14;-45
2011;-326;339;689.0;620.0;45;4044;1205;-4044;2011
-31;3;805;169.0;59.0;70;46;385;-46;-31
-1;7;801;127.0;79.0;73;19;383;-19;-1
6;4;793;240.0;-41.0;69;2;388;-2;6
-36;-1;798;231.0;-23.0;68;43;388;-43;-36
86;294;809;232.0;98.0;125;23;375;-23;86
-12;-4;798;59.0;144.0;71;-6;392;6;-12
-35;-5;795;245.0;-44.0;69;-14;387;14;-35
3;2;798;188.0;76.0;68;-41;371;41;3
23;-6;796;247.0;-42.0;67;-25;384;25;23
-22;5;805;200.0;112.0;64;28;364;-28;-22
-69;32;802;146.0;153.0;74;-32;370;32;-69
