InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
162.0;304.0;289.0;16;365.0;14.0;546.0;506.0;-559.0
161.0;302.0;291.0;16;363.0;12.0;546.0;508.0;-560.0
159.0;302.0;295.0;16;363.0;12.0;545.0;505.0;-563.0
160.0;300.0;296.0;16;362.0;12.0;545.0;505.0;-565.0
163.0;297.0;301.0;16;362.0;7.0;544.0;508.0;-568.0
164.0;294.0;302.0;16;359.0;3.0;542.0;510.0;-568.0
169.0;294.0;302.0;16;358.0;2.0;539.0;513.0;-571.0
174.0;292.0;301.0;16;356.0;2.0;540.0;515.0;-571.0
180.0;293.0;303.0;16;354.0;1.0;539.0;521.0;-569.0
180.0;290.0;304.0;16;351.0;0.0;537.0;522.0;-569.0
181.0;292.0;303.0;16;351.0;0.0;539.0;520.0;-570.0
181.0;291.0;302.0;16;351.0;-1.0;535.0;522.0;-570.0
179.0;293.0;304.0;16;349.0;-1.0;536.0;523.0;-570.0
181.0;291.0;306.0;16;349.0;0.0;535.0;523.0;-569.0
179.0;291.0;306.0;16;353.0;2.0;536.0;522.0;-570.0
177.0;293.0;306.0;16;354.0;3.0;535.0;519.0;-567.0
173.0;291.0;305.0;16;359.0;7.0;536.0;518.0;-566.0
171.0;291.0;303.0;16;362.0;10.0;533.0;517.0;-563.0
167.0;290.0;300.0;16;364.0;11.0;535.0;518.0;-560.0
166.0;293.0;299.0;16;367.0;14.0;538.0;517.0;-559.0
168.0;294.0;301.0;16;368.0;15.0;536.0;516.0;-556.0
170.0;293.0;300.0;16;367.0;14.0;537.0;516.0;-555.0
170.0;292.0;299.0;16;366.0;14.0;536.0;516.0;-556.0
171.0;295.0;300.0;16;367.0;14.0;536.0;515.0;-554.0
172.0;294.0;301.0;16;365.0;12.0;534.0;514.0;-554.0
170.0;292.0;303.0;16;364.0;12.0;535.0;512.0;-552.0
169.0;291.0;303.0;16;361.0;12.0;534.0;510.0;-555.0
167.0;289.0;305.0;16;360.0;9.0;533.0;508.0;-557.0
168.0;289.0;308.0;16;360.0;8.0;533.0;511.0;-560.0
169.0;288.0;312.0;16;359.0;6.0;533.0;509.0;-562.0
171.0;285.0;314.0;16;358.0;3.0;531.0;508.0;-564.0
171.0;283.0;320.0;16;357.0;-2.0;530.0;514.0;-569.0
172.0;282.0;323.0;16;356.0;-5.0;530.0;516.0;-571.0
273.0;355.0;248.0;17;131.0;182.0;495.0;561.0;-418.0
388.0;316.0;228.0;17;9.0;107.0;417.0;680.0;-428.0
594.0;609.0;329.0;-163;-126.0;-195.0;351.0;568.0;-470.0
322.0;296.0;199.0;20;157.0;100.0;494.0;666.0;-405.0
241.0;300.0;179.0;19;286.0;124.0;542.0;598.0;-386.0
185.0;304.0;168.0;27;366.0;144.0;564.0;535.0;-372.0
110.0;305.0;155.0;36;452.0;163.0;598.0;445.0;-350.0
34.0;306.0;140.0;38;504.0;182.0;620.0;342.0;-329.0
-41.0;310.0;130.0;39;543.0;202.0;640.0;239.0;-303.0
-110.0;323.0;120.0;37;551.0;220.0;640.0;148.0;-274.0
-254.0;333.0;87.0;21;636.0;198.0;663.0;-76.0;-285.0
-82.0;295.0;84.0;15;652.0;213.0;643.0;121.0;-282.0
-43.0;306.0;75.0;15;586.0;225.0;623.0;210.0;-271.0
-2.0;318.0;66.0;14;441.0;241.0;603.0;349.0;-262.0
41.0;325.0;58.0;13;268.0;255.0;593.0;465.0;-251.0
302.0;206.0;4.0;10;-684.0;266.0;244.0;-161.0;-180.0
-176.0;169.0;-134.0;31;349.0;184.0;564.0;98.0;-65.0
176.0;297.0;328.0;16;352.0;5.0;529.0;516.0;-573.0
173.0;298.0;325.0;16;354.0;5.0;530.0;512.0;-572.0
169.0;299.0;321.0;16;358.0;6.0;533.0;509.0;-569.0
167.0;300.0;322.0;16;364.0;7.0;535.0;506.0;-569.0
163.0;298.0;321.0;16;366.0;5.0;536.0;505.0;-567.0
164.0;299.0;319.0;16;370.0;5.0;537.0;504.0;-567.0
164.0;299.0;320.0;16;367.0;6.0;537.0;503.0;-569.0
165.0;301.0;319.0;16;368.0;5.0;539.0;501.0;-567.0
166.0;300.0;318.0;16;368.0;7.0;539.0;503.0;-568.0
167.0;302.0;321.0;16;368.0;5.0;539.0;505.0;-567.0
171.0;302.0;321.0;16;368.0;7.0;539.0;509.0;-568.0
172.0;305.0;321.0;16;368.0;7.0;537.0;509.0;-568.0
176.0;308.0;321.0;16;365.0;11.0;538.0;511.0;-568.0
178.0;307.0;321.0;16;363.0;11.0;537.0;515.0;-568.0
178.0;309.0;320.0;16;362.0;13.0;537.0;517.0;-567.0
178.0;306.0;319.0;16;358.0;16.0;534.0;518.0;-565.0
181.0;304.0;320.0;16;357.0;14.0;533.0;520.0;-565.0
183.0;303.0;321.0;16;356.0;16.0;533.0;521.0;-569.0
180.0;304.0;321.0;16;355.0;14.0;534.0;519.0;-568.0
182.0;304.0;322.0;16;354.0;11.0;532.0;520.0;-569.0
183.0;303.0;322.0;16;354.0;11.0;532.0;521.0;-572.0
181.0;302.0;321.0;16;353.0;9.0;533.0;519.0;-571.0
181.0;299.0;324.0;16;354.0;8.0;532.0;517.0;-572.0
183.0;307.0;328.0;16;355.0;9.0;532.0;522.0;-574.0
183.0;305.0;327.0;16;354.0;8.0;532.0;522.0;-573.0
185.0;305.0;326.0;16;354.0;7.0;532.0;523.0;-574.0
185.0;305.0;325.0;16;354.0;7.0;532.0;525.0;-574.0
183.0;303.0;324.0;16;353.0;7.0;532.0;523.0;-573.0
181.0;301.0;324.0;16;355.0;7.0;531.0;520.0;-571.0
179.0;301.0;324.0;16;356.0;7.0;531.0;519.0;-569.0
177.0;301.0;322.0;16;354.0;5.0;535.0;519.0;-571.0
179.0;300.0;323.0;16;354.0;6.0;532.0;519.0;-571.0
176.0;301.0;320.0;16;357.0;8.0;533.0;520.0;-571.0
177.0;301.0;320.0;16;358.0;5.0;535.0;519.0;-570.0
175.0;301.0;319.0;16;361.0;7.0;537.0;517.0;-569.0
171.0;302.0;316.0;16;360.0;9.0;534.0;516.0;-567.0
169.0;301.0;314.0;16;360.0;9.0;535.0;514.0;-564.0
166.0;299.0;313.0;16;360.0;9.0;536.0;512.0;-562.0
167.0;300.0;313.0;16;362.0;6.0;537.0;512.0;-562.0
167.0;298.0;310.0;16;362.0;9.0;537.0;512.0;-561.0
166.0;297.0;313.0;16;361.0;7.0;537.0;511.0;-563.0
167.0;298.0;312.0;16;362.0;8.0;538.0;511.0;-563.0
172.0;304.0;310.0;16;362.0;16.0;541.0;516.0;-563.0
172.0;303.0;311.0;16;365.0;16.0;543.0;515.0;-564.0
174.0;304.0;313.0;16;366.0;14.0;542.0;515.0;-564.0
-149.0;170.0;-127.0;31;298.0;175.0;561.0;119.0;-75.0
-122.0;173.0;-119.0;31;257.0;168.0;558.0;139.0;-85.0
-21.0;187.0;-79.0;31;120.0;129.0;522.0;136.0;-124.0
-103.0;97.0;-1.0;30;-172.0;305.0;460.0;-8.0;-100.0
-158.0;43.0;-138.0;44;31.0;-127.0;535.0;104.0;-339.0
183.0;205.0;-96.0;34;-135.0;243.0;373.0;220.0;-130.0
115.0;77.0;122.0;31;-327.0;129.0;405.0;145.0;-232.0
158.0;195.0;36.0;32;73.0;-10.0;397.0;149.0;-253.0
162.0;199.0;45.0;32;79.0;-44.0;393.0;176.0;-274.0
151.0;210.0;65.0;33;47.0;-84.0;405.0;167.0;-320.0
439.0;394.0;-26.0;104;-494.0;-279.0;359.0;364.0;-472.0
119.0;217.0;84.0;40;36.0;-123.0;436.0;191.0;-370.0
151.0;215.0;157.0;80;17.0;-209.0;450.0;236.0;-455.0
134.0;290.0;56.0;82;-216.0;-96.0;542.0;180.0;-458.0
376.0;-465.0;487.0;101;48.0;-52.0;316.0;600.0;-445.0
119.0;46.0;282.0;113;212.0;8.0;428.0;356.0;-391.0
112.0;47.0;279.0;113;213.0;21.0;428.0;350.0;-382.0
107.0;44.0;275.0;113;213.0;34.0;430.0;345.0;-375.0
102.0;42.0;272.0;113;214.0;37.0;429.0;340.0;-374.0
99.0;39.0;269.0;113;215.0;36.0;429.0;337.0;-374.0
96.0;42.0;266.0;113;215.0;45.0;428.0;335.0;-368.0
94.0;43.0;266.0;113;215.0;49.0;429.0;332.0;-364.0
91.0;42.0;264.0;113;215.0;52.0;427.0;331.0;-362.0
90.0;41.0;263.0;113;213.0;55.0;426.0;329.0;-359.0
88.0;40.0;261.0;113;212.0;64.0;427.0;327.0;-354.0
88.0;35.0;262.0;113;213.0;62.0;427.0;328.0;-356.0
89.0;36.0;263.0;113;213.0;54.0;428.0;327.0;-364.0
87.0;39.0;261.0;113;213.0;51.0;427.0;327.0;-362.0
87.0;37.0;260.0;113;213.0;57.0;426.0;329.0;-359.0
89.0;39.0;260.0;113;214.0;61.0;426.0;330.0;-357.0
89.0;37.0;259.0;113;216.0;62.0;430.0;329.0;-354.0
91.0;36.0;260.0;113;215.0;64.0;429.0;332.0;-355.0
92.0;34.0;261.0;113;218.0;57.0;428.0;331.0;-361.0
90.0;35.0;258.0;113;219.0;55.0;429.0;330.0;-362.0
91.0;36.0;261.0;113;217.0;56.0;429.0;334.0;-360.0
91.0;36.0;259.0;113;218.0;65.0;430.0;334.0;-353.0
93.0;33.0;258.0;113;216.0;59.0;430.0;332.0;-360.0
91.0;34.0;260.0;113;215.0;48.0;430.0;331.0;-365.0
91.0;35.0;259.0;113;212.0;49.0;428.0;332.0;-363.0
91.0;36.0;259.0;113;214.0;51.0;429.0;332.0;-363.0
90.0;37.0;259.0;113;213.0;51.0;428.0;331.0;-361.0
90.0;39.0;259.0;113;212.0;49.0;427.0;331.0;-362.0
89.0;37.0;258.0;113;216.0;49.0;428.0;330.0;-359.0
89.0;37.0;257.0;113;215.0;46.0;428.0;329.0;-363.0
89.0;37.0;257.0;113;217.0;41.0;429.0;331.0;-366.0
88.0;36.0;256.0;113;217.0;45.0;430.0;330.0;-365.0
87.0;37.0;255.0;113;219.0;51.0;429.0;327.0;-360.0
86.0;34.0;254.0;113;219.0;57.0;431.0;329.0;-360.0
87.0;35.0;254.0;113;221.0;57.0;432.0;328.0;-358.0
86.0;33.0;252.0;113;223.0;63.0;432.0;328.0;-357.0
87.0;35.0;253.0;113;222.0;66.0;432.0;329.0;-358.0
86.0;36.0;252.0;113;224.0;72.0;433.0;329.0;-351.0
86.0;35.0;252.0;113;223.0;70.0;432.0;328.0;-354.0
85.0;33.0;253.0;113;225.0;69.0;433.0;330.0;-355.0
86.0;37.0;252.0;113;224.0;72.0;432.0;329.0;-355.0
86.0;37.0;252.0;113;224.0;76.0;432.0;327.0;-351.0
86.0;35.0;254.0;113;223.0;78.0;430.0;329.0;-351.0
101.0;37.0;255.0;113;210.0;80.0;429.0;343.0;-353.0
299.0;-278.0;447.0;139;-369.0;240.0;344.0;425.0;-260.0
108.0;37.0;257.0;113;213.0;85.0;430.0;348.0;-351.0
107.0;34.0;256.0;113;215.0;81.0;430.0;347.0;-355.0
227.0;-51.0;244.0;7;96.0;-13.0;486.0;506.0;-370.0
106.0;36.0;256.0;113;219.0;85.0;430.0;348.0;-351.0
104.0;35.0;259.0;113;220.0;89.0;429.0;345.0;-349.0
100.0;37.0;256.0;113;219.0;92.0;430.0;342.0;-345.0
97.0;37.0;255.0;113;221.0;94.0;429.0;336.0;-344.0
90.0;33.0;254.0;113;224.0;89.0;430.0;331.0;-348.0
87.0;35.0;254.0;113;221.0;82.0;431.0;329.0;-354.0
81.0;39.0;250.0;113;221.0;83.0;431.0;325.0;-353.0
75.0;37.0;248.0;113;220.0;86.0;429.0;319.0;-350.0
68.0;38.0;245.0;113;220.0;91.0;431.0;315.0;-345.0
65.0;41.0;240.0;113;221.0;96.0;433.0;304.0;-338.0
61.0;43.0;235.0;113;225.0;105.0;435.0;304.0;-333.0
56.0;41.0;232.0;113;227.0;111.0;435.0;302.0;-330.0
41.0;54.0;208.0;113;264.0;188.0;447.0;281.0;-265.0
40.0;51.0;206.0;113;261.0;194.0;446.0;279.0;-256.0
38.0;48.0;206.0;113;257.0;199.0;445.0;276.0;-253.0
62.0;47.0;215.0;113;243.0;173.0;441.0;298.0;-272.0
65.0;47.0;217.0;113;248.0;172.0;441.0;301.0;-279.0
67.0;45.0;220.0;113;251.0;173.0;443.0;299.0;-278.0
70.0;46.0;222.0;113;252.0;173.0;445.0;302.0;-275.0
71.0;43.0;225.0;113;257.0;173.0;446.0;303.0;-278.0
72.0;40.0;226.0;113;254.0;169.0;447.0;303.0;-283.0
70.0;37.0;228.0;113;254.0;164.0;450.0;301.0;-290.0
72.0;39.0;232.0;113;256.0;161.0;452.0;300.0;-292.0
73.0;41.0;236.0;113;253.0;159.0;455.0;302.0;-293.0
75.0;44.0;237.0;113;251.0;160.0;455.0;304.0;-293.0
76.0;45.0;238.0;113;252.0;162.0;456.0;304.0;-290.0
76.0;46.0;240.0;113;251.0;166.0;456.0;303.0;-290.0
75.0;49.0;241.0;113;251.0;171.0;457.0;305.0;-287.0
73.0;47.0;243.0;113;252.0;177.0;458.0;303.0;-288.0
74.0;44.0;241.0;113;252.0;179.0;457.0;302.0;-283.0
74.0;46.0;239.0;113;256.0;180.0;460.0;301.0;-280.0
72.0;44.0;240.0;113;256.0;181.0;458.0;299.0;-276.0
73.0;43.0;240.0;113;258.0;176.0;461.0;299.0;-276.0
73.0;40.0;238.0;113;257.0;174.0;460.0;299.0;-279.0
74.0;40.0;240.0;113;256.0;170.0;462.0;302.0;-284.0
73.0;40.0;239.0;113;253.0;169.0;462.0;300.0;-288.0
74.0;41.0;238.0;113;252.0;170.0;462.0;302.0;-289.0
75.0;41.0;239.0;113;256.0;174.0;462.0;300.0;-289.0
75.0;41.0;240.0;113;254.0;181.0;460.0;301.0;-287.0
76.0;41.0;241.0;113;253.0;183.0;460.0;303.0;-287.0
75.0;43.0;241.0;113;254.0;186.0;460.0;302.0;-282.0
79.0;38.0;243.0;113;253.0;175.0;461.0;307.0;-289.0
81.0;38.0;242.0;113;252.0;169.0;461.0;308.0;-292.0
81.0;41.0;243.0;113;253.0;167.0;461.0;308.0;-295.0
79.0;41.0;245.0;113;253.0;165.0;461.0;306.0;-296.0
79.0;43.0;248.0;113;256.0;168.0;462.0;307.0;-299.0
78.0;41.0;249.0;113;256.0;170.0;462.0;304.0;-300.0
79.0;41.0;249.0;113;257.0;170.0;461.0;306.0;-301.0
78.0;40.0;253.0;113;258.0;169.0;461.0;307.0;-299.0
78.0;37.0;252.0;113;258.0;164.0;464.0;302.0;-298.0
77.0;36.0;250.0;113;258.0;159.0;464.0;306.0;-302.0
80.0;35.0;251.0;113;257.0;157.0;463.0;307.0;-303.0
81.0;35.0;252.0;113;258.0;152.0;463.0;305.0;-306.0
83.0;39.0;253.0;113;256.0;150.0;462.0;312.0;-307.0
84.0;39.0;255.0;113;255.0;151.0;463.0;313.0;-306.0
263.0;-486.0;397.0;57;123.0;81.0;380.0;479.0;-367.0
124.0;32.0;288.0;113;243.0;80.0;454.0;341.0;-367.0
267.0;-294.0;394.0;57;144.0;-237.0;391.0;479.0;-543.0
123.0;37.0;288.0;113;236.0;48.0;453.0;342.0;-386.0
123.0;41.0;287.0;113;236.0;31.0;453.0;345.0;-393.0
126.0;45.0;289.0;113;230.0;22.0;451.0;346.0;-399.0
126.0;49.0;288.0;113;229.0;12.0;452.0;345.0;-404.0
126.0;50.0;289.0;113;225.0;7.0;451.0;347.0;-405.0
128.0;52.0;291.0;113;226.0;7.0;453.0;350.0;-409.0
131.0;52.0;291.0;113;225.0;5.0;452.0;351.0;-409.0
131.0;52.0;292.0;113;226.0;4.0;451.0;352.0;-412.0
132.0;55.0;294.0;113;229.0;-1.0;451.0;353.0;-414.0
131.0;54.0;294.0;113;232.0;0.0;451.0;352.0;-414.0
128.0;58.0;296.0;113;240.0;-3.0;454.0;348.0;-419.0
129.0;61.0;294.0;113;247.0;-34.0;458.0;347.0;-431.0
141.0;47.0;347.0;108;226.0;-361.0;415.0;362.0;-415.0
151.0;32.0;266.0;113;257.0;-184.0;486.0;384.0;-489.0
145.0;-79.0;243.0;80;315.0;-130.0;529.0;456.0;-512.0
232.0;-59.0;363.0;115;175.0;-323.0;440.0;445.0;-575.0
-143.0;252.0;149.0;53;425.0;229.0;610.0;162.0;-340.0
-87.0;280.0;167.0;56;391.0;247.0;599.0;237.0;-355.0
79.0;38.0;251.0;113;259.0;170.0;463.0;302.0;-300.0
71.0;-1.0;308.0;106;301.0;73.0;454.0;295.0;-334.0
91.0;-1.0;319.0;108;253.0;-125.0;432.0;312.0;-367.0
109.0;-461.0;293.0;81;278.0;233.0;506.0;423.0;-288.0
188.0;375.0;250.0;142;220.0;47.0;543.0;318.0;-456.0
185.0;376.0;257.0;146;255.0;57.0;549.0;312.0;-458.0
-60.0;220.0;-157.0;6;161.0;234.0;579.0;327.0;-70.0
-26.0;303.0;185.0;63;357.0;258.0;582.0;311.0;-375.0
131.0;370.0;226.0;72;204.0;280.0;496.0;431.0;-452.0
166.0;377.0;226.0;70;148.0;291.0;474.0;456.0;-453.0
193.0;377.0;222.0;68;100.0;295.0;464.0;475.0;-451.0
215.0;375.0;216.0;68;35.0;295.0;447.0;493.0;-437.0
250.0;347.0;178.0;67;-50.0;285.0;414.0;512.0;-404.0
189.0;323.0;165.0;67;80.0;262.0;441.0;482.0;-388.0
563.0;464.0;238.0;173;452.0;174.0;270.0;367.0;-424.0
520.0;498.0;256.0;147;346.0;-394.0;71.0;452.0;-429.0
501.0;489.0;143.0;-48;492.0;203.0;318.0;242.0;-347.0
354.0;844.0;-150.0;-185;472.0;-5.0;361.0;92.0;-346.0
411.0;512.0;-42.0;-143;479.0;369.0;343.0;27.0;-170.0
333.0;557.0;-201.0;-123;468.0;519.0;304.0;-89.0;8.0
130.0;587.0;-366.0;-140;478.0;605.0;236.0;-242.0;210.0
-31.0;573.0;-583.0;-133;387.0;660.0;170.0;-311.0;426.0
354.0;726.0;-179.0;-169;370.0;641.0;168.0;204.0;-64.0
223.0;259.0;240.0;16;-688.0;58.0;259.0;-233.0;-517.0
535.0;531.0;326.0;-78;403.0;402.0;471.0;526.0;-409.0
459.0;578.0;308.0;-76;529.0;477.0;580.0;389.0;-435.0
377.0;596.0;278.0;-75;588.0;485.0;654.0;304.0;-462.0
177.0;731.0;201.0;-142;687.0;564.0;801.0;89.0;-491.0
49.0;1023.0;-89.0;-5;1059.0;909.0;1088.0;149.0;-289.0
-12.0;515.0;51.0;-102;513.0;458.0;588.0;54.0;-185.0
-191.0;938.0;-237.0;-17;1084.0;889.0;1072.0;-146.0;-274.0
357.0;1190.0;-132.0;-5;1100.0;1039.0;1182.0;569.0;-250.0
461.0;790.0;194.0;-175;862.0;-409.0;879.0;475.0;-524.0
193.0;484.0;3.0;124;658.0;238.0;820.0;528.0;-363.0
390.0;635.0;114.0;130;638.0;-36.0;909.0;747.0;-892.0
218.0;569.0;42.0;131;411.0;175.0;759.0;573.0;-434.0
276.0;522.0;115.0;124;432.0;346.0;709.0;574.0;-387.0
303.0;532.0;146.0;148;302.0;204.0;639.0;544.0;-468.0
173.0;233.0;117.0;21;-133.0;106.0;410.0;465.0;-429.0
39.0;282.0;55.0;31;16.0;-25.0;535.0;407.0;-348.0
-27.0;267.0;31.0;33;181.0;-43.0;557.0;357.0;-350.0
-56.0;259.0;23.0;32;276.0;-56.0;567.0;314.0;-352.0
-82.0;247.0;18.0;32;353.0;-70.0;577.0;262.0;-350.0
-75.0;308.0;-9.0;24;342.0;-386.0;591.0;260.0;-715.0
13.0;224.0;-25.0;39;441.0;-301.0;606.0;306.0;-510.0
43.0;51.0;174.0;73;318.0;-262.0;519.0;299.0;-397.0
67.0;-53.0;133.0;33;484.0;-68.0;582.0;285.0;-433.0
-70.0;72.0;116.0;19;220.0;-368.0;517.0;227.0;-405.0
-1.0;161.0;89.0;35;359.0;-125.0;473.0;204.0;-338.0
333.0;429.0;13.0;170;351.0;-468.0;-75.0;-37.0;-426.0
2.0;553.0;-195.0;170;671.0;-318.0;-74.0;-19.0;-260.0
-130.0;293.0;111.0;40;589.0;245.0;594.0;13.0;-278.0
-53.0;286.0;139.0;49;586.0;247.0;602.0;118.0;-288.0
38.0;277.0;167.0;55;568.0;239.0;595.0;231.0;-309.0
114.0;271.0;192.0;56;545.0;222.0;576.0;330.0;-341.0
179.0;265.0;219.0;69;504.0;208.0;541.0;424.0;-375.0
237.0;267.0;242.0;89;462.0;187.0;513.0;507.0;-403.0
295.0;272.0;265.0;97;416.0;169.0;481.0;584.0;-432.0
-247.0;849.0;-603.0;33;845.0;969.0;527.0;-361.0;367.0
-240.0;498.0;-669.0;-68;592.0;739.0;323.0;-419.0;609.0
-231.0;667.0;-454.0;-11;804.0;765.0;689.0;-261.0;250.0
-183.0;542.0;-339.0;-51;697.0;644.0;542.0;-260.0;212.0
-137.0;481.0;-242.0;-41;496.0;500.0;466.0;-313.0;124.0
-42.0;466.0;-185.0;-33;445.0;451.0;453.0;-179.0;43.0
62.0;459.0;-108.0;-34;452.0;397.0;456.0;-54.0;2.0
88.0;475.0;-92.0;-35;452.0;357.0;481.0;-3.0;-33.0
95.0;470.0;-83.0;-36;440.0;344.0;482.0;2.0;-37.0
104.0;478.0;-80.0;-38;435.0;340.0;494.0;10.0;-50.0
113.0;479.0;-69.0;-39;421.0;327.0;494.0;17.0;-65.0
127.0;482.0;-63.0;-34;411.0;326.0;499.0;25.0;-81.0
138.0;482.0;-53.0;-27;402.0;314.0;499.0;31.0;-96.0
146.0;479.0;-46.0;-23;392.0;293.0;494.0;37.0;-111.0
153.0;481.0;-38.0;-17;389.0;285.0;499.0;46.0;-131.0
156.0;477.0;-30.0;-23;378.0;270.0;500.0;63.0;-145.0
157.0;490.0;-18.0;-19;383.0;273.0;515.0;86.0;-160.0
159.0;494.0;-14.0;-26;377.0;261.0;523.0;106.0;-166.0
164.0;507.0;-17.0;-19;388.0;269.0;545.0;136.0;-169.0
174.0;513.0;-22.0;71;388.0;270.0;553.0;162.0;-173.0
184.0;525.0;-24.0;119;396.0;274.0;566.0;188.0;-178.0
195.0;532.0;-29.0;106;402.0;277.0;576.0;211.0;-183.0
209.0;536.0;-36.0;114;405.0;275.0;580.0;229.0;-196.0
226.0;542.0;-45.0;111;416.0;271.0;586.0;242.0;-220.0
234.0;540.0;-43.0;110;417.0;260.0;589.0;247.0;-239.0
250.0;550.0;-39.0;109;428.0;265.0;602.0;265.0;-258.0
270.0;547.0;-26.0;106;426.0;254.0;604.0;293.0;-268.0
296.0;568.0;-15.0;106;435.0;255.0;615.0;333.0;-263.0
310.0;586.0;-5.0;104;440.0;261.0;625.0;367.0;-251.0
190.0;294.0;316.0;16;372.0;2.0;538.0;513.0;-577.0
183.0;294.0;313.0;16;376.0;3.0;540.0;507.0;-573.0
179.0;294.0;311.0;16;378.0;4.0;541.0;503.0;-571.0
176.0;296.0;308.0;16;382.0;5.0;543.0;499.0;-571.0
175.0;298.0;308.0;16;381.0;8.0;544.0;499.0;-568.0
173.0;299.0;305.0;16;380.0;10.0;544.0;499.0;-565.0
173.0;302.0;301.0;16;379.0;15.0;545.0;497.0;-562.0
172.0;302.0;301.0;16;377.0;15.0;543.0;500.0;-561.0
173.0;304.0;300.0;16;371.0;17.0;542.0;500.0;-560.0
175.0;304.0;301.0;16;372.0;21.0;543.0;504.0;-559.0
176.0;305.0;302.0;16;370.0;21.0;541.0;507.0;-560.0
178.0;303.0;305.0;16;370.0;19.0;540.0;511.0;-561.0
185.0;301.0;305.0;16;366.0;18.0;537.0;515.0;-564.0
188.0;299.0;306.0;16;363.0;17.0;537.0;516.0;-565.0
190.0;298.0;308.0;16;361.0;15.0;535.0;519.0;-566.0
193.0;300.0;308.0;16;361.0;16.0;535.0;522.0;-568.0
195.0;296.0;309.0;16;359.0;12.0;534.0;524.0;-571.0
195.0;295.0;311.0;16;357.0;12.0;533.0;525.0;-570.0
199.0;296.0;310.0;16;355.0;12.0;530.0;528.0;-570.0
197.0;296.0;310.0;16;355.0;15.0;531.0;529.0;-570.0
198.0;298.0;310.0;16;356.0;16.0;532.0;530.0;-570.0
126.0;334.0;210.0;16;398.0;76.0;567.0;464.0;-483.0
104.0;336.0;191.0;16;406.0;84.0;572.0;444.0;-467.0
80.0;340.0;169.0;16;416.0;92.0;577.0;420.0;-450.0
54.0;344.0;146.0;16;426.0;101.0;582.0;396.0;-431.0
28.0;344.0;120.0;16;440.0;109.0;583.0;370.0;-408.0
-1.0;344.0;94.0;16;449.0;115.0;586.0;340.0;-384.0
-33.0;341.0;62.0;16;455.0;122.0;590.0;308.0;-358.0
-63.0;337.0;34.0;16;464.0;126.0;592.0;280.0;-334.0
-163.0;313.0;-77.0;16;500.0;137.0;605.0;174.0;-244.0
-243.0;301.0;-154.0;16;527.0;152.0;607.0;70.0;-178.0
-410.0;302.0;-236.0;16;589.0;189.0;577.0;-229.0;-103.0
314.0;610.0;-2.0;104;462.0;271.0;641.0;390.0;-246.0
321.0;653.0;-24.0;98;520.0;311.0;682.0;423.0;-247.0
479.0;811.0;-62.0;138;710.0;503.0;616.0;403.0;-305.0
345.0;529.0;-115.0;23;858.0;389.0;778.0;726.0;-305.0
443.0;993.0;-69.0;163;703.0;837.0;878.0;679.0;-317.0
95.0;830.0;-275.0;175;480.0;655.0;554.0;-41.0;7.0
168.0;616.0;-176.0;187;385.0;390.0;468.0;12.0;-25.0
267.0;640.0;-163.0;150;490.0;371.0;500.0;165.0;-159.0
284.0;758.0;-192.0;150;564.0;562.0;597.0;207.0;-91.0
-77.0;981.0;-443.0;-174;543.0;476.0;-166.0;-200.0;237.0
384.0;955.0;-236.0;159;601.0;785.0;653.0;362.0;-76.0
152.0;832.0;-247.0;-62;754.0;-12.0;475.0;-155.0;-384.0
225.0;851.0;-213.0;-48;624.0;163.0;389.0;-67.0;-544.0
5.0;920.0;-363.0;-125;1145.0;237.0;640.0;-40.0;-192.0
328.0;860.0;-189.0;138;589.0;924.0;388.0;53.0;116.0
-53.0;1074.0;-401.0;-177;828.0;248.0;243.0;233.0;-355.0
99.0;914.0;-277.0;-146;1011.0;101.0;567.0;603.0;-281.0
302.0;1094.0;-340.0;170;873.0;988.0;784.0;220.0;26.0
305.0;915.0;-345.0;-146;777.0;516.0;407.0;679.0;208.0
-27.0;495.0;41.0;-59;529.0;439.0;585.0;36.0;-180.0
-37.0;487.0;32.0;-51;524.0;425.0;585.0;37.0;-176.0
-48.0;480.0;23.0;-43;516.0;412.0;579.0;38.0;-170.0
-65.0;475.0;17.0;-42;505.0;403.0;578.0;37.0;-170.0
-79.0;472.0;13.0;-22;489.0;397.0;575.0;46.0;-164.0
-89.0;470.0;10.0;-11;462.0;389.0;573.0;64.0;-164.0
-96.0;468.0;4.0;-6;430.0;381.0;568.0;77.0;-160.0
-104.0;470.0;0.0;0;389.0;377.0;558.0;86.0;-159.0
-106.0;466.0;-2.0;-1;347.0;372.0;549.0;93.0;-158.0
-105.0;463.0;-2.0;-1;308.0;362.0;540.0;94.0;-148.0
-106.0;457.0;-7.0;-1;289.0;359.0;527.0;101.0;-137.0
-99.0;451.0;-8.0;1;279.0;358.0;512.0;93.0;-120.0
-94.0;450.0;-13.0;2;283.0;360.0;501.0;77.0;-111.0
-93.0;442.0;-18.0;2;291.0;354.0;486.0;74.0;-103.0
-71.0;427.0;-26.0;2;290.0;341.0;474.0;98.0;-100.0
-46.0;415.0;-29.0;2;284.0;333.0;470.0;120.0;-102.0
