InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ
-246.0;-58.0;27.0;?;-897.0;-370.0;147.0
-259.0;-38.0;20.0;?;-896.0;-351.0;160.0
-264.0;-21.0;9.0;?;-892.0;-333.0;163.0
-273.0;-4.0;-1.0;?;-889.0;-317.0;151.0
-286.0;8.0;-3.0;?;-883.0;-300.0;122.0
-292.0;22.0;-6.0;?;-872.0;-285.0;92.0
-284.0;44.0;-8.0;?;-861.0;-271.0;63.0
-262.0;66.0;-14.0;45;-849.0;-258.0;38.0
-241.0;88.0;-19.0;25;-838.0;-235.0;27.0
-217.0;106.0;-18.0;40;-821.0;-210.0;32.0
-190.0;130.0;-12.0;53;-811.0;-196.0;43.0
-167.0;138.0;-6.0;76;-811.0;-192.0;60.0
-156.0;134.0;-15.0;99;-816.0;-204.0;58.0
-170.0;127.0;-22.0;120;-825.0;-218.0;40.0
-200.0;117.0;-29.0;131;-838.0;-230.0;41.0
-249.0;109.0;-39.0;133;-856.0;-244.0;47.0
-297.0;90.0;-56.0;141;-871.0;-261.0;50.0
-358.0;78.0;-74.0;151;-888.0;-281.0;52.0
-387.0;62.0;-83.0;150;-901.0;-299.0;47.0
-404.0;52.0;-88.0;147;-914.0;-315.0;31.0
-407.0;38.0;-84.0;145;-923.0;-326.0;22.0
-397.0;27.0;-81.0;146;-935.0;-336.0;22.0
-386.0;24.0;-79.0;148;-942.0;-340.0;29.0
-377.0;17.0;-84.0;147;-945.0;-342.0;45.0
-375.0;11.0;-87.0;145;-942.0;-338.0;48.0
-383.0;-6.0;-64.0;144;-927.0;-331.0;55.0
-392.0;-17.0;-33.0;144;-915.0;-319.0;70.0
-384.0;-23.0;3.0;144;-900.0;-307.0;90.0
-385.0;-29.0;23.0;145;-893.0;-292.0;95.0
-375.0;-31.0;32.0;145;-883.0;-284.0;87.0
-355.0;-23.0;41.0;145;-882.0;-280.0;60.0
-351.0;-13.0;51.0;145;-879.0;-266.0;40.0
-377.0;0.0;60.0;144;-870.0;-247.0;32.0
-412.0;18.0;64.0;145;-854.0;-223.0;40.0
-436.0;33.0;70.0;144;-834.0;-206.0;59.0
-450.0;49.0;65.0;145;-819.0;-191.0;74.0
-450.0;55.0;64.0;145;-802.0;-175.0;79.0
-442.0;60.0;60.0;143;-789.0;-164.0;79.0
-428.0;67.0;52.0;147;-776.0;-158.0;65.0
-420.0;73.0;42.0;140;-766.0;-155.0;47.0
-412.0;78.0;31.0;150;-752.0;-153.0;19.0
-389.0;87.0;24.0;133;-736.0;-153.0;-3.0
-355.0;97.0;6.0;47;-724.0;-147.0;-18.0
-319.0;109.0;-12.0;7;-711.0;-135.0;-21.0
-293.0;120.0;-17.0;20;-696.0;-121.0;-25.0
-255.0;128.0;-19.0;39;-676.0;-115.0;-12.0
-214.0;135.0;-16.0;76;-668.0;-118.0;16.0
-174.0;127.0;-19.0;101;-663.0;-131.0;36.0
-147.0;115.0;-29.0;114;-665.0;-153.0;36.0
-145.0;100.0;-35.0;125;-668.0;-170.0;32.0
-162.0;81.0;-39.0;132;-670.0;-189.0;42.0
-192.0;68.0;-52.0;138;-675.0;-208.0;47.0
-234.0;48.0;-69.0;?;-677.0;-235.0;50.0
-264.0;41.0;-89.0;?;-684.0;-257.0;48.0
-272.0;31.0;-102.0;?;-689.0;-282.0;46.0
-283.0;19.0;-124.0;?;-698.0;-299.0;29.0
-276.0;11.0;-141.0;?;-704.0;-311.0;16.0
-271.0;0.0;-160.0;?;-712.0;-316.0;-5.0
-260.0;-10.0;-165.0;?;-715.0;-315.0;-15.0
-244.0;-21.0;-163.0;?;-715.0;-321.0;-19.0
-241.0;-32.0;-155.0;141;-713.0;-325.0;-24.0
-233.0;-43.0;-142.0;140;-704.0;-326.0;-13.0
-227.0;-43.0;-128.0;140;-698.0;-318.0;-2.0
-219.0;-46.0;-109.0;140;-694.0;-310.0;20.0
-220.0;-42.0;-99.0;140;-696.0;-303.0;38.0
-216.0;-29.0;-83.0;140;-702.0;-297.0;51.0
-227.0;-23.0;-66.0;139;-701.0;-281.0;?
-259.0;-13.0;-53.0;139;-697.0;-258.0;?
-275.0;-4.0;-43.0;138;-691.0;-245.0;?
-285.0;9.0;-40.0;139;-680.0;-231.0;?
-275.0;16.0;-37.0;138;-670.0;-227.0;?
-264.0;27.0;-40.0;138;-661.0;-218.0;?
-240.0;39.0;-41.0;139;-648.0;-214.0;?
-218.0;49.0;?;135;-640.0;-209.0;?
-202.0;59.0;?;138;-626.0;-200.0;?
-175.0;71.0;?;111;-613.0;-196.0;121.0
-146.0;83.0;?;52;-600.0;-184.0;113.0
-118.0;101.0;?;30;-594.0;-177.0;111.0
-107.0;113.0;?;39;-588.0;-164.0;113.0
-95.0;?;?;53;-584.0;-159.0;109.0
-93.0;?;?;71;-586.0;-162.0;93.0
-85.0;125.0;?;83;-591.0;-171.0;69.0
-90.0;117.0;?;94;-595.0;-184.0;40.0
-101.0;110.0;?;114;-600.0;-197.0;36.0
-113.0;99.0;-186.0;126;-611.0;-210.0;35.0
-137.0;88.0;-206.0;126;-625.0;-231.0;21.0
-154.0;73.0;-227.0;132;-640.0;-259.0;5.0
-177.0;66.0;-241.0;139;-663.0;-289.0;-9.0
-186.0;?;-262.0;140;-682.0;-316.0;-24.0
-187.0;?;-293.0;140;-706.0;-337.0;-42.0
-182.0;?;-304.0;138;-727.0;-353.0;-49.0
-181.0;?;-314.0;139;-753.0;-363.0;-50.0
-183.0;?;-305.0;140;-775.0;-367.0;-40.0
-189.0;?;-292.0;138;-794.0;-372.0;-29.0
-204.0;-22.0;-277.0;138;-803.0;-375.0;-20.0
-209.0;-38.0;-240.0;138;-810.0;-382.0;6.0
-198.0;-45.0;-195.0;137;-813.0;-381.0;36.0
-190.0;-54.0;-147.0;138;-811.0;-379.0;70.0
-183.0;-48.0;-108.0;137;-814.0;-368.0;88.0
-171.0;-48.0;-61.0;137;-820.0;-359.0;99.0
-189.0;-43.0;-26.0;137;-829.0;-351.0;100.0
-224.0;-38.0;-1.0;137;-831.0;-334.0;108.0
-263.0;-30.0;11.0;137;-831.0;-320.0;116.0
-282.0;-20.0;13.0;137;-826.0;-307.0;140.0
-287.0;-11.0;11.0;137;-822.0;-299.0;165.0
-286.0;0.0;7.0;136;-818.0;-289.0;175.0
-277.0;5.0;7.0;137;-813.0;-278.0;182.0
-270.0;20.0;-5.0;138;-809.0;-271.0;181.0
-261.0;29.0;-2.0;136;-801.0;-267.0;174.0
-257.0;41.0;3.0;144;-790.0;-260.0;158.0
-233.0;58.0;6.0;118;-782.0;?;140.0
-203.0;79.0;1.0;54;-778.0;-242.0;129.0
-184.0;98.0;-14.0;18;-774.0;-225.0;117.0
-172.0;117.0;-33.0;25;-765.0;-206.0;104.0
?;136.0;-63.0;59;-760.0;-186.0;71.0
?;144.0;-90.0;69;-771.0;-188.0;49.0
?;141.0;-126.0;82;-793.0;-189.0;29.0
?;129.0;-156.0;116;-814.0;-201.0;9.0
?;110.0;-169.0;121;-837.0;-209.0;12.0
?;91.0;-168.0;126;-858.0;-215.0;32.0
?;71.0;-163.0;136;-879.0;-236.0;43.0
?;56.0;-159.0;139;-902.0;-263.0;45.0
?;37.0;-148.0;143;-927.0;-290.0;44.0
?;27.0;-140.0;142;-947.0;-310.0;45.0
?;12.0;-133.0;140;-963.0;-333.0;51.0
?;1.0;-130.0;140;-976.0;-346.0;61.0
?;-16.0;-122.0;140;-979.0;-350.0;86.0
-395.0;-22.0;-114.0;140;-974.0;-348.0;115.0
-396.0;-32.0;-93.0;139;-965.0;-349.0;139.0
-403.0;-45.0;-62.0;136;-960.0;-352.0;160.0
-404.0;-51.0;-23.0;136;-943.0;-349.0;182.0
-399.0;-57.0;24.0;136;-931.0;-340.0;200.0
-408.0;-59.0;67.0;136;-913.0;-322.0;185.0
-415.0;-49.0;96.0;136;-900.0;-309.0;141.0
-417.0;-40.0;103.0;136;-890.0;-287.0;75.0
-430.0;-31.0;108.0;136;-871.0;-264.0;0.0
-456.0;-21.0;105.0;136;-847.0;-236.0;-26.0
-474.0;-4.0;99.0;135;-822.0;-207.0;-29.0
-484.0;11.0;95.0;134;-803.0;-185.0;12.0
-492.0;22.0;95.0;135;-781.0;-164.0;51.0
-493.0;35.0;95.0;134;-759.0;-143.0;71.0
-488.0;45.0;91.0;135;-738.0;-123.0;67.0
-473.0;54.0;86.0;136;-716.0;-110.0;56.0
-449.0;62.0;84.0;131;-697.0;-99.0;47.0
-413.0;71.0;84.0;131;-679.0;-86.0;45.0
-372.0;81.0;74.0;83;-661.0;-74.0;42.0
-348.0;94.0;57.0;21;-642.0;-59.0;43.0
-330.0;101.0;44.0;18;-619.0;-42.0;38.0
-329.0;104.0;33.0;34;-594.0;-33.0;36.0
97.0;6.0;-112.0;114;-501.0;-265.0;157.0
40.0;0.0;-135.0;123;-536.0;-271.0;145.0
-17.0;-7.0;-154.0;128;-575.0;-285.0;128.0
-73.0;-16.0;-179.0;130;-620.0;-308.0;104.0
-117.0;-25.0;-205.0;133;-666.0;-331.0;80.0
-154.0;-36.0;-229.0;131;-715.0;-359.0;58.0
-173.0;-41.0;-248.0;132;-757.0;-377.0;31.0
-180.0;-51.0;-263.0;130;-789.0;-395.0;11.0
-187.0;-61.0;-277.0;132;-822.0;-410.0;-8.0
-186.0;-71.0;-280.0;131;-845.0;-424.0;-14.0
-190.0;-79.0;-268.0;129;-863.0;-438.0;-16.0
-200.0;-91.0;-248.0;129;-867.0;-448.0;-13.0
-203.0;-99.0;-229.0;128;-869.0;-450.0;-3.0
-192.0;-104.0;-197.0;129;-864.0;-441.0;28.0
-182.0;-109.0;-156.0;129;-859.0;-429.0;67.0
-175.0;-109.0;-111.0;128;-851.0;-412.0;110.0
-160.0;-107.0;-65.0;128;-853.0;-400.0;137.0
-171.0;-98.0;-26.0;128;-854.0;-386.0;150.0
-193.0;-93.0;7.0;128;-849.0;-370.0;160.0
-218.0;-84.0;23.0;128;-843.0;-353.0;180.0
-230.0;-75.0;28.0;127;-836.0;-344.0;196.0
-230.0;-67.0;31.0;128;-829.0;-339.0;216.0
-224.0;-56.0;29.0;126;-821.0;-330.0;230.0
-211.0;-51.0;32.0;129;-815.0;-325.0;231.0
-200.0;-39.0;34.0;127;-807.0;-318.0;221.0
-185.0;-30.0;39.0;127;-799.0;-312.0;206.0
-177.0;-17.0;38.0;126;-791.0;-307.0;192.0
-166.0;-9.0;41.0;76;-781.0;-301.0;182.0
-150.0;9.0;26.0;38;-773.0;-289.0;171.0
-144.0;22.0;15.0;41;-765.0;-274.0;166.0
-137.0;35.0;-3.0;44;-756.0;-264.0;160.0
-130.0;41.0;-8.0;62;-750.0;-261.0;157.0
-119.0;36.0;-10.0;79;-753.0;-266.0;169.0
-106.0;27.0;-19.0;93;-749.0;-273.0;162.0
-103.0;11.0;-20.0;109;-747.0;-285.0;159.0
-110.0;-7.0;-24.0;115;-748.0;-298.0;166.0
-125.0;-24.0;-28.0;122;-749.0;-312.0;179.0
-146.0;-30.0;-39.0;127;-753.0;-329.0;179.0
-156.0;-42.0;-49.0;130;-754.0;-352.0;182.0
-160.0;-56.0;-61.0;127;-762.0;-372.0;183.0
-160.0;-68.0;-69.0;123;-769.0;-393.0;177.0
-155.0;-78.0;-77.0;122;-775.0;-410.0;172.0
-149.0;-85.0;-88.0;124;-778.0;-415.0;166.0
-138.0;-98.0;-91.0;125;-781.0;-422.0;165.0
-126.0;-109.0;-91.0;124;-781.0;-427.0;160.0
-116.0;-119.0;-83.0;123;-780.0;-431.0;163.0
-119.0;-132.0;-68.0;123;?;-431.0;163.0
-110.0;-141.0;-48.0;123;-771.0;-426.0;174.0
-105.0;-148.0;-30.0;123;-770.0;-415.0;188.0
-109.0;-148.0;-7.0;123;-769.0;-399.0;201.0
-101.0;-144.0;19.0;123;-771.0;-394.0;211.0
-93.0;-138.0;38.0;122;-777.0;-389.0;208.0
-99.0;-134.0;60.0;122;-782.0;-383.0;209.0
-120.0;-123.0;72.0;122;-784.0;-369.0;218.0
-132.0;-113.0;79.0;122;-787.0;-357.0;242.0
-142.0;-101.0;75.0;121;-789.0;-348.0;261.0
-135.0;-94.0;73.0;122;-788.0;-341.0;276.0
-123.0;-85.0;70.0;120;?;-336.0;287.0
-114.0;-79.0;66.0;123;?;-331.0;285.0
-102.0;-70.0;67.0;121;?;-329.0;277.0
-91.0;-59.0;66.0;122;?;-324.0;259.0
-85.0;-54.0;69.0;122;?;-321.0;249.0
-74.0;-39.0;69.0;86;?;-313.0;237.0
-66.0;-30.0;62.0;75;?;-306.0;226.0
-74.0;-15.0;58.0;67;-767.0;-288.0;215.0
-87.0;-6.0;57.0;42;-766.0;-272.0;193.0
-98.0;7.0;56.0;52;-774.0;-270.0;167.0
-104.0;5.0;56.0;58;-779.0;-276.0;147.0
-92.0;-6.0;48.0;81;-784.0;-293.0;133.0
-91.0;-16.0;33.0;110;-788.0;-309.0;131.0
-93.0;-31.0;17.0;111;-796.0;-329.0;147.0
-111.0;-45.0;-5.0;117;-803.0;-346.0;160.0
-127.0;-57.0;-24.0;122;-807.0;-367.0;172.0
-143.0;-71.0;-46.0;124;-817.0;-390.0;178.0
-150.0;-84.0;-58.0;126;-826.0;-413.0;181.0
-151.0;-102.0;-68.0;125;-840.0;-435.0;181.0
-149.0;-115.0;-72.0;122;-846.0;-445.0;177.0
-138.0;-127.0;-70.0;120;-854.0;-450.0;183.0
-127.0;-139.0;-70.0;122;-857.0;-453.0;190.0
-105.0;-156.0;-58.0;122;-856.0;-456.0;204.0
-83.0;-169.0;-39.0;121;-853.0;-459.0;211.0
-60.0;-186.0;-15.0;121;-848.0;-464.0;233.0
72.0;-154.0;180.0;92;-754.0;-395.0;382.0
94.0;-166.0;158.0;93;-740.0;-413.0;366.0
109.0;-171.0;132.0;105;-726.0;-431.0;363.0
110.0;-189.0;117.0;106;-712.0;-447.0;370.0
104.0;-198.0;97.0;111;-703.0;-464.0;376.0
?;-214.0;74.0;114;-701.0;-487.0;381.0
?;-230.0;49.0;115;-709.0;-508.0;374.0
?;-249.0;17.0;114;-720.0;-534.0;377.0
?;-265.0;-26.0;110;-729.0;-556.0;418.0
-48.0;-276.0;-69.0;108;-734.0;-572.0;481.0
-59.0;-298.0;-89.0;110;-743.0;-590.0;600.0
-51.0;-312.0;-89.0;109;-750.0;-603.0;731.0
122.0;-105.0;79.0;67;-730.0;-437.0;328.0
126.0;-103.0;79.0;70;-714.0;-446.0;324.0
134.0;-107.0;67.0;80;-696.0;-455.0;313.0
137.0;-112.0;51.0;89;-678.0;-464.0;299.0
125.0;-126.0;26.0;92;-672.0;-469.0;302.0
100.0;-131.0;-3.0;98;-675.0;-475.0;297.0
69.0;-144.0;-33.0;102;-689.0;-493.0;287.0
34.0;-153.0;-66.0;105;-709.0;-509.0;274.0
-7.0;-166.0;-95.0;104;-736.0;-526.0;257.0
-37.0;-177.0;-126.0;101;-757.0;-543.0;240.0
-51.0;-184.0;-151.0;100;-767.0;-563.0;224.0
-37.0;-193.0;-181.0;100;-772.0;-598.0;211.0
1.0;-199.0;-216.0;103;-769.0;-621.0;197.0
56.0;-210.0;-243.0;103;-765.0;-650.0;181.0
115.0;-216.0;-267.0;101;-751.0;-663.0;163.0
168.0;-226.0;-282.0;101;-739.0;-670.0;145.0
217.0;-236.0;-283.0;100;-736.0;-666.0;124.0
251.0;-242.0;-265.0;100;-734.0;-655.0;112.0
246.0;-246.0;-229.0;100;-748.0;-646.0;105.0
237.0;-246.0;-182.0;100;-760.0;-636.0;110.0
232.0;-243.0;-132.0;100;-768.0;-643.0;127.0
225.0;-236.0;-80.0;100;-771.0;-650.0;157.0
213.0;-232.0;-26.0;100;-775.0;-655.0;198.0
190.0;-222.0;16.0;100;-780.0;-652.0;256.0
170.0;-215.0;45.0;100;-787.0;-645.0;327.0
155.0;-212.0;59.0;100;-793.0;-636.0;394.0
154.0;-213.0;79.0;100;-796.0;-623.0;457.0
157.0;-214.0;94.0;100;-798.0;-613.0;508.0
165.0;-218.0;105.0;100;-795.0;-606.0;548.0
177.0;-217.0;125.0;102;-792.0;-600.0;566.0
191.0;-213.0;146.0;104;-786.0;-592.0;571.0
218.0;-211.0;163.0;99;-785.0;-588.0;565.0
235.0;-194.0;166.0;93;-788.0;-579.0;556.0
247.0;-175.0;164.0;79;-797.0;-573.0;537.0
248.0;-156.0;158.0;65;-800.0;-565.0;504.0
259.0;-131.0;148.0;67;-805.0;-559.0;478.0
282.0;-122.0;131.0;71;-803.0;-562.0;456.0
303.0;-124.0;99.0;75;-789.0;-565.0;418.0
307.0;-125.0;61.0;74;?;-569.0;382.0
276.0;-128.0;16.0;78;-783.0;-571.0;358.0
229.0;-141.0;-23.0;86;-799.0;-578.0;337.0
170.0;-150.0;-74.0;86;-829.0;-595.0;294.0
114.0;-165.0;-120.0;92;-864.0;-623.0;243.0
49.0;-177.0;-163.0;96;-910.0;-652.0;181.0
12.0;-194.0;-192.0;94;-947.0;-675.0;124.0
-8.0;-205.0;-222.0;93;-981.0;-690.0;72.0
-21.0;-221.0;-245.0;92;-1009.0;-700.0;36.0
-17.0;-232.0;-262.0;94;-1036.0;-702.0;21.0
-2.0;-247.0;-267.0;93;-1052.0;-699.0;25.0
20.0;-259.0;-251.0;91;-1064.0;-701.0;46.0
25.0;-265.0;-238.0;91;-1067.0;-701.0;78.0
21.0;-283.0;-211.0;91;-1072.0;-700.0;135.0
6.0;-290.0;-173.0;91;-1076.0;-714.0;203.0
-13.0;-296.0;-108.0;91;-1085.0;-725.0;277.0
-21.0;-296.0;-36.0;91;?;-742.0;321.0
-14.0;-292.0;26.0;91;?;-749.0;342.0
-16.0;-290.0;81.0;91;?;-741.0;352.0
-28.0;-283.0;112.0;90;?;-720.0;367.0
-17.0;-269.0;136.0;90;?;?;399.0
1.0;-253.0;141.0;91;?;-694.0;445.0
20.0;-244.0;140.0;89;?;-682.0;491.0
-173.0;-194.0;124.0;91;?;-609.0;326.0
-221.0;-185.0;154.0;91;?;-593.0;342.0
-275.0;-163.0;176.0;91;?;-576.0;379.0
-309.0;-154.0;189.0;91;?;-561.0;442.0
-323.0;-145.0;192.0;91;?;-545.0;500.0
-306.0;-140.0;199.0;91;?;-535.0;535.0
-282.0;-130.0;208.0;92;?;-530.0;547.0
-249.0;-127.0;218.0;92;-1273.0;-526.0;537.0
-234.0;-116.0;235.0;95;-1263.0;-527.0;519.0
-220.0;-103.0;250.0;93;-1252.0;-521.0;497.0
-195.0;-85.0;261.0;56;-1245.0;-506.0;478.0
-192.0;-62.0;253.0;-6;-1240.0;-484.0;458.0
-199.0;-45.0;252.0;-21;-1234.0;-461.0;419.0
-193.0;-24.0;247.0;13;-1225.0;-445.0;378.0
-173.0;-18.0;249.0;41;-1223.0;-454.0;353.0
-131.0;-32.0;221.0;55;-1231.0;-488.0;333.0
-93.0;-55.0;201.0;67;-1236.0;-520.0;311.0
-78.0;-79.0;195.0;72;-1251.0;-560.0;335.0
-104.0;-105.0;191.0;75;-1266.0;-590.0;388.0
-139.0;-134.0;192.0;80;-1284.0;-618.0;439.0
-167.0;-150.0;182.0;84;-1301.0;-655.0;464.0
-175.0;-177.0;176.0;86;-1319.0;-692.0;467.0
-177.0;-195.0;167.0;86;-1340.0;-720.0;455.0
-163.0;-214.0;165.0;85;-1353.0;-741.0;437.0
-153.0;-231.0;162.0;86;-1361.0;-752.0;405.0
-146.0;-248.0;167.0;87;-1369.0;-747.0;388.0
-154.0;-262.0;176.0;89;-1368.0;-738.0;381.0
-177.0;-277.0;191.0;88;-1365.0;-729.0;383.0
-201.0;-298.0;211.0;87;-1357.0;-731.0;410.0
-211.0;-304.0;234.0;87;-1346.0;-729.0;447.0
-184.0;-307.0;258.0;87;-1336.0;-723.0;503.0
-170.0;-310.0;273.0;?;-1328.0;-697.0;540.0
-168.0;-305.0;293.0;?;-1315.0;-674.0;558.0
-158.0;-285.0;304.0;?;-1304.0;-649.0;515.0
-160.0;-269.0;307.0;?;-1298.0;-620.0;453.0
-196.0;-253.0;304.0;?;-1290.0;-588.0;406.0
-246.0;-228.0;293.0;?;-1279.0;-555.0;391.0
-287.0;-203.0;274.0;?;-1265.0;-526.0;384.0
-323.0;-177.0;248.0;?;-1251.0;-496.0;387.0
-345.0;-154.0;228.0;?;-1236.0;-476.0;392.0
-352.0;-129.0;209.0;?;-1222.0;-457.0;364.0
-352.0;-109.0;198.0;?;-1207.0;-443.0;318.0
-347.0;-88.0;192.0;?;-1191.0;-428.0;254.0
-330.0;-67.0;191.0;?;-1171.0;-410.0;205.0
-311.0;-38.0;188.0;80;-1153.0;-384.0;173.0
-286.0;-4.0;164.0;5;-1138.0;-349.0;158.0
-284.0;22.0;140.0;-4;-1118.0;-313.0;157.0
-277.0;51.0;103.0;38;-1097.0;-284.0;164.0
-271.0;56.0;95.0;43;-1089.0;-279.0;182.0
-258.0;57.0;93.0;62;-1088.0;-287.0;201.0
-235.0;41.0;110.0;71;-1088.0;-310.0;218.0
-231.0;21.0;128.0;75;-1090.0;-332.0;234.0
-232.0;-6.0;139.0;84;-1100.0;-361.0;258.0
-260.0;-29.0;141.0;85;-1105.0;-382.0;279.0
-295.0;-44.0;136.0;90;-1104.0;-397.0;294.0
-311.0;-62.0;138.0;91;-1111.0;-425.0;318.0
-320.0;-73.0;135.0;88;-1119.0;-449.0;330.0
-311.0;-92.0;140.0;87;-1131.0;-482.0;337.0
-302.0;-102.0;135.0;84;-1140.0;-494.0;334.0
-297.0;-114.0;135.0;85;-1142.0;-493.0;337.0
-295.0;-126.0;138.0;89;-1144.0;-490.0;344.0
-286.0;-138.0;150.0;87;-1141.0;-490.0;350.0
-285.0;-154.0;167.0;86;-1140.0;-491.0;353.0
-286.0;-168.0;192.0;86;-1139.0;-491.0;354.0
-279.0;-173.0;215.0;85;-1136.0;-492.0;366.0
-292.0;-172.0;227.0;86;-1133.0;-477.0;362.0
-306.0;-168.0;236.0;85;-1132.0;-463.0;338.0
-309.0;-151.0;235.0;85;-1133.0;-451.0;277.0
-311.0;-138.0;236.0;85;-1133.0;-439.0;201.0
-337.0;-126.0;238.0;85;-1131.0;-421.0;156.0
-371.0;-108.0;258.0;85;-1119.0;-396.0;177.0
-398.0;-90.0;277.0;85;-1112.0;-373.0;233.0
-419.0;-69.0;282.0;85;-1099.0;-351.0;285.0
-422.0;-55.0;275.0;84;-1090.0;-338.0;312.0
-423.0;-34.0;262.0;85;-1078.0;-321.0;336.0
-419.0;-23.0;262.0;86;-1068.0;-302.0;359.0
-418.0;-12.0;261.0;87;-1055.0;-279.0;367.0
-414.0;-2.0;264.0;86;-1037.0;-259.0;359.0
-408.0;11.0;254.0;90;-1022.0;-243.0;331.0
-397.0;31.0;242.0;79;-1011.0;-221.0;296.0
-393.0;53.0;224.0;36;-1002.0;-194.0;257.0
-403.0;68.0;214.0;28;-988.0;-167.0;214.0
-4.0;-115.0;202.0;64;-255.0;-155.0;245.0
19.0;-129.0;193.0;65;-227.0;-171.0;250.0
37.0;-139.0;176.0;72;-201.0;-183.0;256.0
51.0;-146.0;163.0;84;-181.0;-199.0;254.0
62.0;-149.0;141.0;83;-171.0;-210.0;245.0
74.0;-153.0;123.0;83;-165.0;-219.0;236.0
81.0;-158.0;106.0;82;-161.0;-228.0;224.0
90.0;?;87.0;85;-159.0;-234.0;210.0
104.0;?;67.0;87;-164.0;-242.0;201.0
114.0;?;49.0;84;-163.0;-246.0;187.0
127.0;?;36.0;83;-165.0;?;181.0
137.0;?;18.0;81;-176.0;?;168.0
149.0;?;5.0;81;-187.0;?;163.0
158.0;?;2.0;81;-202.0;?;170.0
167.0;?;7.0;81;-216.0;?;190.0
180.0;?;25.0;81;-237.0;?;227.0
189.0;?;43.0;81;-260.0;?;259.0
197.0;?;64.0;81;-296.0;?;287.0
195.0;?;67.0;81;-323.0;?;299.0
207.0;-195.0;67.0;79;-343.0;?;312.0
217.0;-190.0;65.0;82;-355.0;?;330.0
232.0;-189.0;64.0;77;-366.0;?;347.0
254.0;-188.0;53.0;83;-372.0;-366.0;359.0
280.0;-189.0;47.0;79;-375.0;-376.0;364.0
303.0;-187.0;51.0;79;-379.0;-385.0;367.0
328.0;-183.0;46.0;99;-378.0;-394.0;358.0
361.0;-176.0;42.0;7;-379.0;-401.0;345.0
387.0;-167.0;29.0;-80;-377.0;-401.0;333.0
407.0;-160.0;22.0;-65;-387.0;-403.0;334.0
419.0;-151.0;15.0;-62;-407.0;-403.0;335.0
420.0;-137.0;8.0;-46;-428.0;-403.0;336.0
417.0;-133.0;8.0;-26;-447.0;-405.0;342.0
399.0;-135.0;6.0;2;-461.0;-405.0;341.0
371.0;-134.0;-6.0;42;-464.0;-402.0;334.0
337.0;-135.0;-26.0;59;-469.0;-403.0;324.0
293.0;-141.0;-45.0;71;-492.0;-404.0;315.0
241.0;-145.0;-71.0;76;-522.0;-416.0;299.0
188.0;-150.0;-96.0;81;-562.0;-440.0;287.0
151.0;-150.0;-124.0;82;-603.0;-460.0;269.0
132.0;-161.0;-143.0;79;-640.0;-478.0;256.0
117.0;-168.0;-164.0;78;-679.0;-498.0;239.0
112.0;-174.0;-180.0;78;-715.0;-510.0;225.0
102.0;-184.0;-196.0;85;-748.0;-523.0;211.0
102.0;-190.0;-203.0;89;-773.0;-535.0;202.0
101.0;-197.0;-200.0;87;-788.0;-548.0;199.0
94.0;-202.0;-193.0;87;-796.0;-560.0;199.0
105.0;-217.0;-174.0;86;-791.0;-562.0;204.0
127.0;-220.0;-148.0;87;-778.0;-556.0;217.0
140.0;-224.0;-115.0;87;-769.0;-549.0;246.0
151.0;-222.0;-83.0;87;-765.0;-539.0;280.0
176.0;-215.0;-37.0;88;-759.0;-536.0;308.0
185.0;-212.0;0.0;87;-764.0;-539.0;318.0
169.0;-204.0;33.0;89;-781.0;-535.0;330.0
152.0;-203.0;50.0;89;-794.0;-531.0;348.0
143.0;-195.0;58.0;86;-803.0;-530.0;366.0
146.0;-191.0;59.0;94;-807.0;-532.0;383.0
154.0;-186.0;57.0;83;-810.0;-534.0;390.0
172.0;-181.0;50.0;97;-812.0;-534.0;393.0
183.0;-178.0;52.0;92;-812.0;-533.0;378.0
196.0;-172.0;58.0;99;-807.0;-533.0;360.0
213.0;-164.0;61.0;154;-801.0;-537.0;343.0
231.0;-147.0;63.0;-28;-790.0;-529.0;323.0
256.0;-137.0;50.0;-211;-783.0;-525.0;309.0
262.0;-115.0;41.0;-130;-778.0;-510.0;296.0
270.0;-101.0;33.0;-133;-773.0;-498.0;284.0
272.0;-89.0;24.0;-142;-766.0;-493.0;270.0
274.0;-88.0;14.0;42;-756.0;-491.0;268.0
264.0;-85.0;-7.0;112;-738.0;-488.0;258.0
242.0;-87.0;-24.0;72;-721.0;-484.0;246.0
213.0;-93.0;-41.0;90;-713.0;-483.0;249.0
172.0;?;-62.0;84;-710.0;-486.0;245.0
135.0;?;-84.0;82;-715.0;-500.0;238.0
84.0;?;-111.0;86;-729.0;-516.0;231.0
56.0;?;-130.0;78;-745.0;-533.0;222.0
38.0;?;-145.0;80;-760.0;-547.0;206.0
19.0;?;-159.0;79;-780.0;-560.0;192.0
2.0;?;-173.0;81;-802.0;-564.0;182.0
-11.0;-151.0;-182.0;83;-821.0;-562.0;184.0
-20.0;-160.0;-184.0;84;-831.0;-564.0;182.0
-29.0;-166.0;-181.0;82;-834.0;-566.0;179.0
-35.0;-176.0;-167.0;81;-830.0;-563.0;182.0
-33.0;-176.0;-148.0;82;-819.0;-548.0;188.0
