InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
1307;-616;1357;-191.0;-346.0;-971;6482;1605;-6482;1307
1824;-1343;1571;-189.0;-368.0;-1354;6652;2737;-6652;1824
731;-1847;1576;-260.0;-560.0;-1003;6815;2819;-6815;731
5193;-1659;-3964;-387.0;-692.0;5175;3515;3215;-3515;5193
1785;-1963;-714;-132.0;-77.0;2133;-823;2886;823;1785
-5735;-43;5210;673.0;1905.0;-4203;-3366;563;3366;-5735
-2009;447;658;-495.0;2063.0;104;-4560;315;4560;-2009
-868;-3188;879;1622.0;1404.0;311;-2687;1658;2687;-868
-684;-1785;1343;350.0;-706.0;14;-251;444;251;-684
964;402;39;24.0;791.0;961;112;-69;-112;964
125;-416;1137;-110.0;841.0;-303;-126;676;126;125
165;66;675;829.0;-927.0;225;-161;310;161;165
47;-46;806;-483.0;-184.0;111;-216;336;216;47
-86;-112;852;-172.0;-365.0;42;-225;411;225;-86
-98;28;711;529.0;-228.0;185;-244;333;244;-98
-125;-103;839;162.0;-180.0;52;-326;410;326;-125
-4;-16;741;304.0;-40.0;138;-370;384;370;-4
-13;-69;720;311.0;-34.0;136;-314;437;314;-13
-34;-62;806;368.0;124.0;67;-276;431;276;-34
-7;-11;812;389.0;158.0;69;-363;407;363;-7
-104;9;754;448.0;178.0;94;-670;394;670;-104
59;145;840;414.0;131.0;137;-1164;245;1164;59
-67;74;723;502.0;21.0;73;-2309;431;2309;-67
-160;94;660;533.0;82.0;243;-3510;370;3510;-160
-1043;257;991;493.0;457.0;115;-7128;314;7128;-1043
-2618;83;1155;365.0;462.0;-691;-10473;1259;10473;-2618
-1131;384;1270;608.0;1836.0;-1113;-8076;1956;8076;-1131
211;638;1411;856.0;1391.0;-1770;-8413;2603;?;211
-229;587;1266;850.0;-154.0;-727;-5275;1647;?;-229
301;679;905;68.0;-199.0;1269;3353;-256;?;301
345;538;673;-19.0;-90.0;1113;3085;-154;?;345
222;556;735;-36.0;-280.0;974;2172;-34;?;222
733;380;661;55.0;-348.0;448;5111;399;?;733
1772;240;588;-86.0;?;-256;6005;866;-6005;1772
1763;-198;850;-156.0;?;-322;5894;1079;-5894;1763
1306;-329;1233;-150.0;?;-873;6002;1377;-6002;1306
1428;-968;1717;-244.0;?;-1547;6274;2172;-6274;1428
2385;-2473;994;-359.0;?;-733;6338;3403;-6338;2385
5248;-1580;-2385;-372.0;-727.0;3436;4683;2588;-4683;5248
1958;-2502;-4108;-111.0;102.0;5152;-1185;3828;1185;1958
-4877;-1089;593;683.0;1433.0;557;-3047;397;3047;-4877
-2765;3474;4014;-220.0;1977.0;-2679;-977;-4208;977;-2765
442;1769;1283;1707.0;1651.0;-1226;-3060;928;3060;442
-1836;68;429;320.0;-998.0;-135;-2427;1728;2427;-1836
-1346;-6;1248;774.0;1007.0;-201;-176;-92;176;-1346
589;-534;797;-586.0;545.0;32;-276;948;276;589
301;360;705;93.0;-375.0;221;5494;526;-5494;301
933;360;672;59.0;-377.0;181;5823;606;-5823;933
1420;-18;1046;-75.0;-427.0;-594;6465;1052;-6465;1420
1604;-407;1188;10.0;-392.0;-775;6558;1408;-6558;1604
665;-1341;1667;-188.0;-447.0;-1432;6827;2294;-6827;665
971;-2447;1834;-283.0;-402.0;-1522;6959;3133;-6959;971
3463;-2098;-1714;-345.0;-829.0;2700;5037;3174;-5037;3463
?;-2114;-2626;-371.0;113.0;3856;-9;3086;9;1247
?;-2079;-38;215.0;469.0;1241;-3793;1744;3793;-5986
?;192;200;-650.0;2373.0;858;-3749;-359;3749;-4487
?;1298;376;1494.0;1394.0;76;-3323;-235;3323;983
-1739;-44;763;1722.0;-71.0;-369;-2381;919;2381;-1739
250;637;890;-100.0;46.0;401;3319;270;-3319;250
59;552;689;80.0;-409.0;598;3702;148;-3702;59
691;194;865;77.0;-323.0;7;5111;605;-5111;691
1242;2;559;-110.0;-310.0;117;5816;598;-5816;1242
1220;-337;888;-47.0;-320.0;-200;5837;829;-5837;1220
1556;-974;1354;-91.0;-318.0;-764;6072;1441;-6072;1556
1837;-1798;1605;-123.0;-323.0;-935;6486;2114;-6486;1837
2296;-2798;1361;-438.0;-394.0;-148;6718;2793;-6718;2296
5113;-1595;-2145;-322.0;-652.0;3804;4373;2799;-4373;5113
2067;-2037;-2176;-134.0;1.0;4285;164;3283;-164;2067
-6231;-1378;1639;870.0;1745.0;-261;-2941;910;2941;-6231
-4848;1955;1478;-309.0;3124.0;-1078;-4074;-2612;4074;-4848
1214;9;942;1694.0;683.0;-23;-3564;-117;3564;1214
65;-1399;1503;551.0;-185.0;-1022;-2672;1878;2672;65
-694;-306;1200;-277.0;1631.0;-811;-852;721;852;-694
634;-514;929;-494.0;893.0;181;209;460;-209;634
-59;-334;796;-182.0;-885.0;95;-235;411;235;-59
179;-345;798;1225.0;-346.0;139;-212;400;212;179
99;-403;791;-687.0;-130.0;190;-272;439;272;99
-173;-308;789;734.0;11.0;112;-334;396;334;-173
162;-361;778;169.0;-187.0;167;-442;433;442;162
89;-356;763;388.0;-67.0;147;-546;468;546;89
110;-343;739;266.0;-28.0;180;-405;451;405;110
56;-308;763;395.0;39.0;163;-429;426;429;56
35;-294;783;352.0;163.0;136;-444;469;444;35
45;-414;704;408.0;105.0;162;-650;518;650;45
41;-179;843;386.0;81.0;113;-290;427;?;41
155;-330;657;396.0;41.0;194;-1464;420;?;155
379;-33;751;557.0;10.0;187;-3730;367;?;379
-290;258;970;473.0;436.0;41;-6167;289;?;-290
-926;-553;862;435.0;512.0;-801;-9284;1515;?;-926
928;502;1820;495.0;1547.0;-2256;-8307;2901;?;928
2409;348;802;908.0;2003.0;-764;-6286;1531;?;2409
1150;-372;-314;954.0;-594.0;1332;-2426;-210;?;1150
140;988;1055;437.0;-98.0;754;3016;34;?;140
307;747;878;-24.0;-186.0;595;3402;153;?;307
358;369;550;55.0;-301.0;530;4298;294;?;358
237;330;890;63.0;-401.0;75;5708;519;?;237
431;312;323;-32.0;-410.0;647;4978;261;?;431
353;79;920;-22.0;-472.0;-57;5712;593;?;353
1508;-705;1298;-52.0;-425.0;-839;6371;1480;-6371;1508
1542;-788;1379;-136.0;-433.0;-934;6382;1600;-6382;1542
221;-2289;922;-337.0;-536.0;0;6570;2368;-6570;221
3540;-3489;-3331;-452.0;-732.0;4835;4153;4045;-4153;3540
1216;-919;-1535;-86.0;-238.0;2643;510;1544;-510;1216
-5604;669;1051;206.0;974.0;-268;-2410;-1000;2410;-5604
-3178;-638;-1765;-209.0;2256.0;2617;-4864;763;4864;-3178
845;-786;1018;2453.0;808.0;-645;-3888;1178;3888;845
1100;-544;1869;439.0;-492.0;-1055;-968;707;968;1100
451;-406;374;-42.0;-340.0;764;-187;582;187;451
-119;-101;1174;45.0;1391.0;-361;-330;257;330;-119
28;-240;?;298.0;-1335.0;217;-64;413;64;28
77;-170;?;127.0;-362.0;68;-213;340;213;77
-101;-208;?;-277.0;-422.0;-2;-400;389;400;-101
-96;-233;?;515.0;-90.0;165;-532;422;532;-96
8;-164;?;134.0;-247.0;40;-708;363;708;8
7;-230;?;224.0;-88.0;126;-675;440;675;7
42;-231;?;166.0;24.0;111;-573;482;573;42
21;-240;?;348.0;24.0;74;-488;508;488;21
13;-258;?;432.0;176.0;62;-498;515;498;13
-8;-122;?;371.0;234.0;125;-637;431;637;-8
-33;-199;?;329.0;4.0;110;-130;405;130;-33
6;-207;?;343.0;50.0;87;-215;412;215;6
?;-177;784;473.0;175.0;116;-284;393;284;-63
?;-153;808;433.0;236.0;93;-448;389;448;-49
?;-147;770;420.0;292.0;63;-1128;418;1128;-132
?;76;822;509.0;111.0;167;-1653;209;1653;206
?;-37;716;392.0;16.0;121;-3269;402;3269;451
?;-77;651;477.0;73.0;248;-4860;456;4860;21
?;-14;775;411.0;415.0;-69;-7290;737;7290;-917
?;72;908;437.0;299.0;-1160;-9668;1913;9668;-660
?;2180;2351;619.0;1679.0;-1509;-6103;2284;6103;1950
?;4169;4092;1078.0;1507.0;-1493;-2791;2591;2791;2662
896;2413;2518;993.0;-36.0;-250;-461;1513;461;896
728;511;500;282.0;-264.0;995;3684;-34;-3684;728
1265;713;816;130.0;-74.0;427;4818;464;-4818;1265
1065;508;676;99.0;-365.0;366;5462;457;-5462;1065
1274;137;576;56.0;-336.0;127;6255;591;-6255;1274
1949;88;1179;90.0;-354.0;-716;6095;1062;-6095;1949
1994;-404;969;-20.0;-420.0;-538;6898;1256;-6898;1994
1158;-1477;1705;-105.0;-468.0;-1350;6557;2112;-6557;1158
314;-3209;1297;-179.0;-413.0;-671;6549;3333;-6549;314
-149;-3687;-1625;-333.0;-725.0;2901;6140;3842;-6140;-149
-114;-1966;-2259;-479.0;-501.0;3615;92;2387;-92;-114
798;-860;-2669;252.0;-396.0;4011;-2932;1481;2932;798
-240;-1489;-1281;64.0;2121.0;2486;-2430;1809;2430;-240
-3;-1783;2319;334.0;2302.0;-1455;-4410;1649;4410;-3
2036;-1006;1813;2585.0;267.0;-775;-3320;1192;3320;2036
-150;-72;766;-792.0;-1320.0;287;-918;291;918;-150
-712;153;1075;985.0;1321.0;-134;5;-17;-5;-712
456;-121;870;-572.0;686.0;91;137;338;-137;456
-228;-263;857;913.0;-930.0;44;-249;404;249;-228
81;-255;808;-867.0;-238.0;101;-102;414;102;81
68;-257;810;368.0;-323.0;98;-106;413;106;68
-141;-221;821;?;-152.0;88;-226;382;226;-141
5;-192;750;?;-238.0;171;-171;355;171;5
-53;-239;753;?;-37.0;140;-319;418;319;-53
141;-199;836;?;-3.0;77;-264;391;264;141
-68;-152;820;?;161.0;91;-415;370;415;-68
-114;-121;777;?;228.0;122;-990;358;990;-114
348;-33;786;?;219.0;132;-1375;245;1375;348
-97;-90;765;?;5.0;74;-3052;518;3052;-97
342;-214;462;?;119.0;380;-5317;406;5317;342
-623;-80;833;?;343.0;-275;-8466;978;8466;-623
-1486;98;1318;?;359.0;-1648;-10450;2272;10450;-1486
1567;1511;1979;?;872.0;-2079;-7823;2771;7823;1567
1558;3351;3365;?;2125.0;-1870;-3714;2935;3714;1558
199;1869;1908;?;734.0;80;941;1065;-941;199
708;347;347;?;287.0;1248;3312;-369;-3312;708
421;799;845;?;137.0;587;3474;372;-3474;421
215;459;643;?;-283.0;420;5170;403;-5170;215
288;294;706;?;-329.0;110;5867;546;?;288
922;98;658;?;-344.0;-12;6087;931;?;922
1142;-432;1302;?;-388.0;-843;6971;1061;?;1142
1608;-1384;1473;-127.0;-382.0;-1101;6504;2301;?;1608
774;-2269;1803;-180.0;-378.0;-1288;7165;2492;?;774
1852;-2800;?;-268.0;-492.0;1914;6150;2864;?;1852
4670;-2611;?;-294.0;-870.0;6147;1153;3632;?;4670
-2239;137;?;18.0;149.0;775;-394;-141;394;-2239
-7886;1670;?;771.0;1482.0;-994;-1799;-2061;1799;-7886
-1713;595;?;-548.0;2012.0;1632;-4162;-229;4162;-1713
1828;-563;?;1808.0;1358.0;-1107;-2548;726;2548;1828
-36;-1226;?;555.0;-1140.0;-1024;-796;1602;796;-36
-113;-462;?;-16.0;1360.0;135;-267;691;267;-113
173;-96;?;-993.0;641.0;30;-149;157;149;173
-37;-337;?;1197.0;-1122.0;201;-139;546;139;-37
143;-192;?;-426.0;-456.0;37;-57;320;57;143
-62;-240;?;113.0;-375.0;132;-112;407;112;-62
7;-243;?;97.0;-64.0;103;-129;410;129;7
10;-241;?;331.0;-179.0;116;-233;405;233;10
-68;-219;756;252.0;36.0;169;-38;384;38;-68
-142;-224;784;331.0;1.0;100;-417;421;417;-142
-111;-239;834;372.0;48.0;85;-270;429;270;-111
-188;-240;817;321.0;163.0;64;-573;455;573;-188
-128;-121;835;406.0;304.0;54;-1405;389;1405;-128
358;74;839;466.0;179.0;159;-1648;182;1648;358
-17;-120;576;526.0;38.0;180;-4004;478;4004;-17
355;-147;362;443.0;152.0;675;-3931;231;3931;355
-359;-226;523;446.0;488.0;-52;-5681;847;5681;-359
-44;361;1278;516.0;487.0;-1591;-9418;2304;9418;-44
2558;2686;2940;544.0;2401.0;-1486;-4740;2176;4740;2558
697;3579;3595;810.0;813.0;-742;107;1594;-107;697
-367;1649;1669;685.0;-386.0;601;1583;351;-1583;-367
1314;242;984;-97.0;-409.0;-416;6373;1088;-6373;1314
1197;347;905;-8.0;-401.0;-291;6530;?;-6530;1197
1710;-874;1327;-95.0;-394.0;-1434;6440;?;-6440;1710
1268;-2355;1208;-310.0;-417.0;?;7392;?;-7392;1268
3256;-4129;-2417;-324.0;-702.0;?;4091;?;-4091;3256
2640;-2470;-3621;-306.0;-394.0;?;-454;?;454;2640
-3107;1518;1517;601.0;1049.0;?;-1660;?;1660;-3107
-2615;-1113;2608;28.0;2624.0;?;-4299;?;4299;-2615
-1847;-1439;620;1682.0;1309.0;?;?;?;3628;-1847
-2038;835;1148;994.0;31.0;?;?;?;776;-2038
629;-91;1320;-861.0;698.0;?;?;?;326;629
661;19;787;420.0;1637.0;?;?;?;-170;661
103;109;757;-355.0;-1362.0;109;?;?;127;103
98;69;837;1707.0;-131.0;16;?;?;269;98
-43;207;806;-1261.0;-343.0;126;?;306;140;-43
-69;91;816;723.0;19.0;39;-301;459;301;-69
-103;158;776;130.0;-250.0;114;-332;374;332;-103
2;126;779;487.0;-102.0;96;-330;411;330;2
8;121;767;107.0;11.0;112;-303;410;303;8
-21;110;721;484.0;35.0;112;-444;454;444;-21
-101;110;731;258.0;190.0;173;-448;356;448;-101
95;198;775;452.0;230.0;47;-1170;496;1170;95
85;212;785;552.0;113.0;150;-1559;288;1559;85
230;292;728;425.0;56.0;220;-2165;318;2165;230
-118;282;608;579.0;180.0;212;-5716;566;5716;-118
-1924;506;906;391.0;425.0;305;-8936;310;8936;-1924
-1372;1586;1482;471.0;486.0;-867;-8974;1854;8974;-1372
890;1042;830;611.0;998.0;-206;-6616;1388;6616;890
975;275;?;556.0;606.0;1607;-1585;-546;1585;975
477;1089;?;541.0;682.0;1137;2702;262;-2702;477
621;811;?;136.0;315.0;1008;3262;221;-3262;621
571;641;?;-3.0;-47.0;983;3971;134;-3971;571
292;800;?;-74.0;-285.0;330;5419;671;-5419;292
609;516;?;114.0;-355.0;249;5833;603;-5833;609
1198;361;?;5.0;-341.0;-356;6472;990;-6472;1198
1673;55;?;-194.0;-371.0;-933;6702;1440;-6702;1673
1537;-347;?;-56.0;-364.0;-1390;6862;1928;-6862;1537
1340;-1886;?;-207.0;-475.0;-1573;7284;2737;-7284;1340
3752;-3813;?;-340.0;-620.0;1853;4494;3485;-4494;3752
5876;-4009;?;-329.0;-548.0;4463;1055;3315;-1055;5876
5638;-4079;?;323.0;545.0;4938;1125;3468;-1125;5638
4800;-3717;?;541.0;843.0;4839;76;3268;-76;4800
1341;-1502;?;147.0;2699.0;1068;-3001;1303;3001;1341
-1842;-626;?;1827.0;-21.0;-269;-3027;677;3027;-1842
-503;-514;?;344.0;-961.0;465;-1074;826;1074;-503
778;110;?;-794.0;1830.0;-120;-203;310;203;778
2;22;?;-284.0;-1033.0;212;-58;336;58;2
60;19;?;528.0;-1005.0;163;-196;364;196;60
31;4;?;-224.0;-512.0;85;-271;395;271;31
-138;-41;?;78.0;-169.0;188;-243;433;243;-138
71;19;?;116.0;-106.0;118;-405;391;405;71
55;-26;?;300.0;-174.0;192;-395;424;395;55
93;-16;?;253.0;-36.0;183;-381;423;381;93
45;5;?;326.0;-15.0;182;-318;417;318;45
37;11;?;394.0;106.0;150;-302;438;302;37
61;-13;?;220.0;213.0;95;-935;495;935;61
46;171;788;584.0;292.0;297;-451;254;451;46
94;-45;697;527.0;114.0;76;-1469;542;1469;94
322;-53;606;529.0;44.0;180;-3743;612;3743;322
-382;298;766;457.0;325.0;206;-6136;491;6136;-382
-1419;297;1052;400.0;303.0;-1177;-9764;1882;9764;-1419
245;1612;1838;393.0;999.0;-1374;-8374;2531;8374;245
1936;2445;2085;865.0;1812.0;-1434;-7949;2662;7949;1936
1141;2298;2151;867.0;56.0;-859;-6157;2231;6157;1141
556;2222;2125;318.0;-253.0;999;1574;589;-1574;556
764;964;937;-85.0;14.0;792;3752;314;-3752;764
696;474;433;79.0;-106.0;590;4316;408;-4316;696
395;696;972;-31.0;-339.0;275;5921;454;-5921;395
1262;335;589;176.0;-346.0;22;5744;892;-5744;1262
1469;214;1151;21.0;-359.0;-510;6630;964;-6630;1469
1679;-303;1362;-127.0;-399.0;-1037;6705;1586;-6705;1679
1565;-1600;1597;-128.0;-459.0;-1492;6776;2591;-6776;1565
410;-2909;1321;-160.0;-518.0;-955;7215;3073;-7215;410
4136;-3485;-4860;-358.0;-725.0;5407;2888;3359;-2888;4136
2299;-2448;-895;-403.0;-254.0;1796;-1007;2697;1007;2299
-3999;-1188;6752;771.0;1497.0;-5497;-3180;1295;3180;-3999
-1682;-796;2189;-100.0;2412.0;-1318;-5254;1138;5254;-1682
-830;-159;1091;1711.0;1361.0;-638;-2761;1294;2761;-830
-2721;92;1153;841.0;-465.0;-405;-1757;519;1757;-2721
-1063;-56;37;113.0;-555.0;918;-1264;244;1264;-1063
203;17;1187;223.0;1743.0;-293;317;439;-317;203
-17;-7;675;-341.0;-1190.0;256;-317;350;317;-17
57;-22;807;166.0;-426.0;91;-342;426;342;57
111;-44;815;-606.0;-461.0;70;-366;438;366;111
36;-16;703;765.0;-187.0;205;-676;393;676;36
148;14;822;-45.0;-262.0;79;-575;416;575;148
90;-43;712;372.0;-164.0;154;-598;462;598;90
80;-16;761;201.0;-86.0;106;-334;480;334;80
-37;4;745;343.0;147.0;131;-258;453;258;-37
-42;-10;727;307.0;224.0;137;-502;450;502;-42
123;118;791;642.0;376.0;152;-760;384;760;123
1520;-2706;928;-271.0;-389.0;-568;7166;2866;-7166;1520
2639;-3187;-2118;-432.0;-466.0;3126;3832;3035;-3832;2639
3837;-3161;-4508;-456.0;-630.0;5545;-572;3493;572;3837
-1471;1376;1192;-17.0;50.0;-136;-1251;-996;1251;-1471
-3375;1858;4155;630.0;2422.0;-3148;-3032;-1828;3032;-3375
-1519;-1473;1039;341.0;2172.0;-319;-4161;1543;4161;-1519
-2290;-611;839;2094.0;930.0;-158;-1233;922;1233;-2290
-29;-525;774;-615.0;-531.0;-138;-98;783;98;-29
649;-368;595;304.0;1274.0;214;-57;604;57;649
-121;103;909;-493.0;261.0;7;80;189;-80;-121
362;-215;748;1094.0;-996.0;119;-192;509;192;362
9;-6;835;-243.0;-73.0;73;-30;301;30;9
104;-90;797;-372.0;-379.0;90;-55;382;55;104
96;-89;810;514.0;-61.0;79;-130;391;130;96
-83;-61;812;404.0;-257.0;77;-231;370;231;-83
-127;-70;806;208.0;38.0;88;-297;382;297;-127
-90;-20;807;324.0;72.0;79;-246;341;246;-90
-234;24;843;437.0;167.0;71;-654;316;654;-234
-141;29;822;422.0;272.0;60;-1001;331;1001;-141
-71;-38;745;495.0;258.0;73;-1545;394;1545;-71
-159;90;762;506.0;68.0;183;-2716;321;2716;-159
456;363;737;466.0;54.0;266;-3392;117;3392;456
-1304;474;979;476.0;555.0;149;-6912;282;6912;-1304
-2498;554;1187;391.0;370.0;-758;-9779;1429;9779;-2497
272;1475;1626;663.0;1476.0;-1192;-7705;2082;7705;272
1053;2270;2196;1065.0;1553.0;236;-4068;875;4068;1053
223;1359;1366;898.0;4.0;1250;1231;-82;-1231;223
512;776;786;157.0;-306.0;938;3691;32;-3691;512
853;876;898;-19.0;-48.0;672;3589;321;-3589;853
583;660;770;49.0;-382.0;373;5044;380;-5044;583
990;465;692;191.0;-432.0;203;5494;503;-5494;990
1812;165;744;-122.0;-363.0;-87;5852;812;-5852;1812
1614;11;1389;-104.0;-395.0;-956;6245;1049;-6245;1614
2453;-1339;1297;-83.0;-347.0;-1097;6435;2305;-6435;2453
1032;-2387;1860;-324.0;-337.0;-1708;7302;2692;-7302;1032
2399;-3061;-512;-245.0;-489.0;1298;5958;3076;-5958;2399
5482;-3535;-4203;-443.0;-715.0;5511;1079;3718;-1079;5482
-2561;-2510;-1651;-110.0;200.0;2815;-2546;2656;2546;-2561
-7200;-2695;-525;687.0;1787.0;1586;-2763;2867;2763;-7200
-734;-1231;-532;-30.0;1595.0;1638;-3234;1276;3234;-734
1668;-288;1528;1780.0;1602.0;-743;-2982;515;2982;1668
-26;-1530;1302;-194.0;-931.0;-683;-908;2086;908;-26
235;-305;902;-13.0;1319.0;-44;-71;505;71;235
148;-4;896;-613.0;366.0;9;-139;121;139;148
54;-409;790;1020.0;-1234.0;76;-87;618;87;54
257;-80;844;-132.0;-329.0;62;-125;232;125;257
-67;-255;777;-97.0;-265.0;118;-116;454;116;-67
76;-173;806;325.0;-2.0;88;-188;353;188;76
-39;-185;786;278.0;-215.0;102;-218;386;218;-39
-168;-191;764;275.0;-27.0;128;-244;399;244;-168
-67;-136;816;388.0;5.0;47;-320;414;320;-67
-43;-152;800;383.0;125.0;92;-287;380;287;-43
-103;-85;784;279.0;147.0;50;-797;436;797;-103
-79;-58;739;502.0;254.0;141;-1459;319;1459;-79
197;148;754;408.0;110.0;235;-2519;184;2519;197
-13;205;831;395.0;64.0;1;-5245;565;5245;-13
-1346;-242;701;447.0;454.0;-86;-8070;836;8070;-1346
-2512;442;1312;505.0;375.0;-1485;-10160;2207;10160;-2512
-751;773;1162;583.0;1011.0;-837;-8458;1589;8458;-751
1236;567;610;651.0;753.0;1467;-2423;-413;2423;1236
358;1469;1375;716.0;530.0;558;1569;654;-1569;358
213;?;907;285.0;-115.0;512;2754;570;-2754;213
853;?;444;-16.0;-95.0;1065;3541;-20;-3541;853
307;?;874;-84.0;-218.0;318;4481;610;-4481;307
576;?;645;50.0;-356.0;203;6002;569;-6002;576
966;?;683;-34.0;-339.0;-121;6619;?;-6619;966
1354;?;884;-63.0;-376.0;-428;6452;?;-6452;1354
1591;?;1372;-78.0;-362.0;-1016;6922;?;-6922;1591
352;?;1852;-136.0;-373.0;-1826;6663;?;-6663;352
4125;?;163;-298.0;-389.0;591;6785;?;-6785;4125
4072;?;-3047;-257.0;-836.0;4273;1979;3685;-1979;4072
-4468;-1683;-1991;-230.0;102.0;3144;-3295;2123;3295;-4468
-4510;1561;2038;564.0;483.0;-886;-668;-1520;668;-4510
-1428;-2181;1619;-185.0;1710.0;-2024;-2479;933;2479;-1428
-2601;-2875;529;1528.0;2226.0;-529;-4203;2712;4203;-2601
-1655;240;1142;943.0;-1752.0;77;-1000;609;1000;-1655
221;-523;758;-320.0;1480.0;-199;-445;554;445;221
479;-127;846;-1063.0;323.0;-25;23;347;-23;479
187;47;887;314.0;-1590.0;54;12;291;-12;187
141;-239;754;-172.0;-718.0;51;-242;456;242;141
78;16;848;104.0;-453.0;91;-8;328;8;78
3;141;560;648.0;126.0;302;-2842;231;2842;3
-329;359;656;516.0;210.0;339;-5767;491;5767;-329
-2467;1128;1427;459.0;477.0;-307;-9526;965;9526;-2467
-2892;1062;1382;506.0;505.0;-414;-9914;980;9914;-2892
724;2320;2329;682.0;1116.0;480;-5670;1110;5670;724
877;3013;2734;560.0;618.0;844;35;1402;-35;877
-625;1262;1172;470.0;326.0;1055;2979;475;-2979;-625
746;400;508;210.0;-250.0;1311;3399;-176;-3399;746
731;850;796;-134.0;-38.0;814;4177;357;-4177;731
531;711;660;-69.0;-444.0;521;5255;465;-5255;531
1210;410;649;-17.0;-361.0;225;5936;658;-5936;1210
1597;647;991;-145.0;-356.0;-436;6220;979;-6220;1597
1995;-125;1137;2.0;-417.0;-845;6763;1533;-6763;1995
1367;-428;1720;-158.0;-401.0;-1836;6669;2173;-6669;1367
1485;-476;1624;-328.0;-408.0;-1689;6728;2132;-6728;1485
3043;-3054;-1579;-297.0;-650.0;1805;5496;2749;-5496;3043
656;-2880;-3584;-614.0;-476.0;3832;-249;2493;249;656
-3630;943;12;283.0;1201.0;1323;-2474;-147;2474;-3630
-2403;-225;2046;-177.0;2440.0;-1548;-1646;-404;1646;-2403
-519;-2144;743;483.0;1418.0;-1332;-3839;1878;3839;-519
-1874;160;1297;1865.0;770.0;-210;-3386;1902;3386;-1874
-969;90;1198;267.0;-1017.0;-377;-638;878;638;-969
817;-310;725;-856.0;1012.0;-232;237;481;-237;817
510;418;968;6.0;-131.0;151;13;287;-13;510
163;26;773;506.0;-793.0;30;-125;366;125;163
116;151;821;111.0;-516.0;96;-73;374;73;116
11;129;796;-72.0;-177.0;108;-73;372;73;11
30;62;794;345.0;-44.0;44;-92;404;92;30
111;160;813;333.0;-161.0;112;-143;360;143;111
-98;110;782;418.0;3.0;87;-154;380;154;-98
-93;164;832;215.0;139.0;91;-297;357;297;-93
-83;158;823;416.0;89.0;77;-531;359;531;-83
-127;164;808;192.0;183.0;88;-927;351;927;-127
237;238;825;489.0;227.0;147;-1767;237;1767;237
116;311;853;448.0;68.0;47;-2881;375;2881;116
302;475;782;511.0;149.0;473;-4821;14;4821;302
-1155;542;864;461.0;369.0;-48;-8090;742;8090;-1155
-1553;709;1010;563.0;?;-1723;-10419;2605;10419;-1553
1439;2510;2054;432.0;?;-1544;-7966;2944;7966;1439
577;4148;3487;784.0;?;-49;-1734;2370;1734;577
-740;2165;2112;569.0;?;1100;2218;757;-2218;-740
467;533;578;645.0;?;1328;2923;-282;-2923;467
521;858;856;-123.0;?;799;3936;390;-3936;521
390;613;619;98.0;?;588;5251;372;-5251;390
863;542;645;-91.0;?;291;5706;474;-5706;863
1811;290;925;-197.0;?;-356;6112;1163;-6112;1811
1464;420;1187;-77.0;-400.0;-708;6774;930;-6774;1464
2372;-678;1486;-106.0;-364.0;-1436;6669;2217;-6669;2372
1649;-1846;1638;-133.0;-431.0;-1878;7226;2770;-7226;1649
2161;-3323;-1271;-394.0;-403.0;1605;5861;3105;-5861;2161
5638;-4758;-4204;-244.0;-702.0;4798;1401;4297;-1401;5638
-471;-575;-28;-118.0;-19.0;1223;-760;-23;760;-471
-4403;926;2841;854.0;711.0;-1882;-3646;-1594;3646;-4403
-1578;-464;1575;-346.0;3153.0;-775;-5224;1469;5224;-1578
-1628;718;1618;2144.0;933.0;-345;-2142;1010;2142;-1628
-107;-61;917;647.0;-331.0;-181;-355;485;355;-107
444;-191;660;-392.0;1782.0;85;-70;491;70;444
-76;239;911;-628.0;718.0;48;-64;325;64;-76
226;-46;761;-195.0;-871.0;69;-272;444;272;226
63;125;843;1555.0;-544.0;61;-144;375;144;63
38;64;795;-902.0;-193.0;83;-218;381;218;38
8;70;779;617.0;-116.0;102;-248;383;248;8
62;60;776;181.0;-265.0;93;-233;409;233;62
8;74;777;445.0;-136.0;100;-304;384;304;8
-62;78;781;154.0;95.0;95;-305;412;305;-62
-84;81;781;518.0;77.0;91;-519;418;519;-84
-31;110;760;374.0;226.0;127;-710;349;710;-31
-37;107;778;516.0;264.0;90;-1303;379;1303;-37
92;260;787;575.0;114.0;179;-2564;319;2564;92
114;474;748;435.0;29.0;415;-4093;80;4093;114
-1352;565;859;512.0;216.0;274;-8018;340;8018;-1352
-2028;681;946;430.0;518.0;-290;-9765;1095;9765;-2028
933;2034;1792;443.0;868.0;-1240;-8022;2427;8022;933
2779;3209;2637;892.0;1868.0;-1281;-5263;2933;5263;2779
985;1797;1559;1146.0;237.0;473;873;1086;-873;985
281;633;704;376.0;-268.0;1368;3290;-177;-3290;281
920;792;768;-248.0;-174.0;1055;3114;167;-3114;920
