InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
340.0;-940.0;-686.0;289.0;-29.0;704.0
118.0;-943.0;-571.0;281.0;-68.0;839.0
207.0;-1038.0;-790.0;501.0;-251.0;575.0
215.0;-965.0;-598.0;399.0;41.0;803.0
183.0;-971.0;-539.0;405.0;-6.0;842.0
168.0;-935.0;-813.0;495.0;223.0;1144.0
216.0;-997.0;-636.0;393.0;-4.0;809.0
162.0;-988.0;-512.0;347.0;-55.0;876.0
238.0;-945.0;-661.0;366.0;-148.0;744.0
274.0;-977.0;-597.0;422.0;-197.0;836.0
147.0;-951.0;-508.0;93.0;52.0;722.0
123.0;-978.0;-764.0;277.0;-88.0;672.0
218.0;-954.0;-520.0;415.0;6.0;838.0
165.0;-820.0;-656.0;142.0;-155.0;733.0
225.0;-924.0;-518.0;405.0;30.0;837.0
213.0;-979.0;-679.0;292.0;-42.0;719.0
278.0;-871.0;-763.0;308.0;-121.0;693.0
365.0;-970.0;-398.0;310.0;-52.0;825.0
317.0;-916.0;-649.0;334.0;-148.0;745.0
280.0;-882.0;-630.0;322.0;-71.0;688.0
202.0;-965.0;-642.0;190.0;69.0;686.0
663.0;-734.0;-945.0;124.0;-383.0;384.0
184.0;-976.0;-532.0;417.0;-20.0;840.0
314.0;-857.0;-637.0;345.0;-42.0;696.0
453.0;-835.0;-560.0;469.0;-96.0;822.0
973.0;-152.0;-812.0;-50.0;-345.0;459.0
178.0;-864.0;-613.0;448.0;56.0;856.0
86.0;-860.0;-640.0;250.0;-241.0;799.0
182.0;-962.0;-629.0;363.0;23.0;789.0
105.0;-922.0;-645.0;202.0;-89.0;704.0
180.0;-989.0;-616.0;384.0;0.0;781.0
149.0;-951.0;-641.0;415.0;-69.0;719.0
87.0;-970.0;-662.0;351.0;2.0;739.0
208.0;-949.0;-527.0;419.0;16.0;838.0
245.0;-1039.0;-713.0;361.0;60.0;792.0
222.0;-874.0;-490.0;552.0;-47.0;873.0
235.0;-918.0;-370.0;295.0;-94.0;746.0
245.0;-949.0;-541.0;459.0;107.0;841.0
241.0;-967.0;-576.0;418.0;-130.0;810.0
220.0;-958.0;-469.0;182.0;49.0;831.0
361.0;-1086.0;-381.0;205.0;-81.0;704.0
190.0;-977.0;-488.0;386.0;-49.0;857.0
189.0;-976.0;-489.0;384.0;-56.0;880.0
322.0;-891.0;-631.0;314.0;-63.0;718.0
50.0;-976.0;-584.0;375.0;-37.0;883.0
235.0;-983.0;-556.0;276.0;144.0;796.0
223.0;-933.0;-636.0;366.0;-28.0;660.0
258.0;-836.0;-464.0;214.0;-56.0;802.0
325.0;-892.0;-620.0;320.0;-56.0;708.0
286.0;-948.0;-693.0;202.0;-62.0;486.0
196.0;-978.0;-509.0;393.0;-67.0;876.0
199.0;-948.0;-553.0;489.0;-62.0;840.0
203.0;-947.0;-500.0;441.0;-1.0;827.0
202.0;-948.0;-499.0;434.0;-9.0;834.0
183.0;-957.0;-526.0;384.0;-147.0;868.0
167.0;-974.0;-559.0;413.0;-92.0;819.0
259.0;-885.0;-446.0;169.0;-4.0;789.0
125.0;-969.0;-594.0;448.0;-27.0;802.0
128.0;-825.0;-672.0;289.0;145.0;909.0
399.0;-855.0;-369.0;298.0;2.0;827.0
175.0;-980.0;-514.0;401.0;-108.0;828.0
256.0;-1013.0;-576.0;404.0;-36.0;841.0
379.0;-783.0;-477.0;401.0;30.0;855.0
335.0;-849.0;-611.0;387.0;-109.0;801.0
164.0;-994.0;-481.0;391.0;-122.0;855.0
440.0;-845.0;-613.0;534.0;-275.0;775.0
196.0;-949.0;-498.0;419.0;-8.0;823.0
280.0;-1127.0;-568.0;437.0;38.0;812.0
131.0;-861.0;-597.0;380.0;96.0;903.0
193.0;-952.0;-509.0;436.0;-9.0;823.0
186.0;-978.0;-540.0;185.0;40.0;837.0
169.0;-1096.0;-381.0;281.0;50.0;849.0
187.0;-969.0;-562.0;434.0;-40.0;836.0
327.0;-1276.0;-482.0;179.0;133.0;719.0
250.0;-954.0;-533.0;299.0;-27.0;854.0
191.0;-954.0;-507.0;425.0;-11.0;823.0
309.0;-934.0;-640.0;408.0;-103.0;777.0
178.0;-951.0;-527.0;480.0;101.0;891.0
250.0;-951.0;-701.0;332.0;12.0;701.0
203.0;-975.0;-514.0;405.0;-59.0;878.0
174.0;-1206.0;-395.0;255.0;-29.0;800.0
138.0;-994.0;-641.0;487.0;-19.0;772.0
187.0;-952.0;-527.0;437.0;-9.0;831.0
186.0;-955.0;-531.0;431.0;1.0;819.0
394.0;-1194.0;-551.0;404.0;-242.0;873.0
182.0;-954.0;-510.0;429.0;-6.0;819.0
191.0;-934.0;-808.0;620.0;109.0;1134.0
221.0;-965.0;-499.0;385.0;-70.0;847.0
209.0;-984.0;-628.0;450.0;-33.0;782.0
159.0;-981.0;-634.0;365.0;-3.0;771.0
61.0;-941.0;-549.0;392.0;-160.0;673.0
312.0;-1016.0;-893.0;507.0;158.0;985.0
321.0;-943.0;-480.0;476.0;-44.0;922.0
228.0;-963.0;-494.0;404.0;-38.0;856.0
202.0;-968.0;-653.0;364.0;108.0;770.0
182.0;-955.0;-517.0;414.0;5.0;781.0
329.0;-941.0;-687.0;691.0;-21.0;743.0
211.0;-987.0;-528.0;382.0;-1.0;861.0
210.0;-867.0;-528.0;431.0;-178.0;837.0
441.0;-1144.0;-549.0;324.0;-149.0;849.0
284.0;-980.0;-624.0;456.0;-98.0;900.0
188.0;-954.0;-538.0;421.0;20.0;784.0
241.0;-1174.0;-450.0;373.0;-244.0;762.0
174.0;-968.0;-512.0;392.0;54.0;870.0
204.0;-989.0;-533.0;387.0;-30.0;858.0
191.0;-953.0;-530.0;415.0;32.0;810.0
290.0;-981.0;-580.0;483.0;-117.0;782.0
235.0;-934.0;-568.0;547.0;-135.0;855.0
125.0;-982.0;-518.0;333.0;7.0;808.0
195.0;-967.0;-502.0;395.0;29.0;833.0
107.0;-986.0;-463.0;430.0;-51.0;885.0
194.0;-947.0;-526.0;415.0;18.0;816.0
238.0;-954.0;-534.0;545.0;0.0;854.0
261.0;-951.0;-546.0;451.0;-49.0;847.0
185.0;-948.0;-734.0;341.0;-29.0;448.0
202.0;-885.0;-593.0;372.0;-73.0;505.0
144.0;-1003.0;-553.0;328.0;-128.0;865.0
141.0;-943.0;-939.0;473.0;42.0;734.0
282.0;-993.0;-797.0;476.0;-48.0;592.0
206.0;-974.0;-504.0;377.0;-58.0;882.0
240.0;-964.0;-610.0;489.0;-52.0;858.0
262.0;-929.0;-531.0;324.0;-131.0;856.0
169.0;-921.0;-547.0;339.0;-40.0;1061.0
237.0;-940.0;-531.0;363.0;-114.0;859.0
259.0;-955.0;-574.0;400.0;-170.0;828.0
306.0;-883.0;-501.0;328.0;-145.0;895.0
208.0;-811.0;-724.0;408.0;-402.0;964.0
163.0;-935.0;-742.0;367.0;-63.0;769.0
235.0;-871.0;-625.0;463.0;-104.0;798.0
88.0;-881.0;-482.0;638.0;-188.0;744.0
122.0;-817.0;-554.0;470.0;61.0;1090.0
261.0;-951.0;-530.0;327.0;-124.0;838.0
334.0;-851.0;-582.0;237.0;-13.0;767.0
294.0;-986.0;-545.0;284.0;-21.0;852.0
287.0;-945.0;-574.0;264.0;-100.0;813.0
281.0;-917.0;-566.0;249.0;-11.0;800.0
227.0;-956.0;-540.0;384.0;-136.0;847.0
355.0;-885.0;-620.0;221.0;-101.0;798.0
342.0;-924.0;-685.0;404.0;-225.0;698.0
404.0;-905.0;-820.0;456.0;-29.0;610.0
208.0;-975.0;-514.0;401.0;-57.0;869.0
208.0;-975.0;-497.0;403.0;-67.0;850.0
164.0;-983.0;-631.0;405.0;-8.0;768.0
213.0;-979.0;-508.0;379.0;-65.0;850.0
169.0;-978.0;-624.0;431.0;-19.0;809.0
151.0;-971.0;-657.0;445.0;0.0;809.0
104.0;-977.0;-583.0;343.0;74.0;759.0
208.0;-964.0;-548.0;390.0;-171.0;839.0
210.0;-956.0;-533.0;342.0;55.0;837.0
205.0;-951.0;-462.0;334.0;101.0;808.0
155.0;-985.0;-534.0;322.0;89.0;842.0
299.0;-930.0;-631.0;392.0;75.0;707.0
223.0;-973.0;-541.0;307.0;57.0;827.0
214.0;-976.0;-511.0;429.0;-71.0;861.0
215.0;-968.0;-509.0;402.0;-60.0;873.0
187.0;-980.0;-689.0;501.0;-10.0;752.0
151.0;-1023.0;-426.0;299.0;-32.0;835.0
187.0;-967.0;-637.0;485.0;29.0;771.0
130.0;-820.0;-818.0;322.0;7.0;1133.0
166.0;-978.0;-623.0;448.0;21.0;806.0
161.0;-978.0;-522.0;349.0;-70.0;845.0
165.0;-937.0;-784.0;468.0;-13.0;938.0
342.0;-946.0;-575.0;154.0;-118.0;800.0
172.0;-966.0;-664.0;435.0;-5.0;771.0
164.0;-921.0;-535.0;332.0;-102.0;912.0
176.0;-974.0;-495.0;375.0;-29.0;878.0
180.0;-976.0;-683.0;425.0;-37.0;769.0
103.0;-818.0;-692.0;366.0;-138.0;1101.0
154.0;-1016.0;-580.0;284.0;3.0;788.0
216.0;-969.0;-501.0;396.0;-69.0;869.0
215.0;-973.0;-500.0;405.0;-59.0;876.0
247.0;-1009.0;-824.0;365.0;-109.0;361.0
139.0;-824.0;-608.0;330.0;-25.0;1052.0
289.0;-989.0;-660.0;227.0;-87.0;670.0
166.0;-944.0;-573.0;479.0;12.0;865.0
227.0;-951.0;-660.0;294.0;-137.0;744.0
256.0;-942.0;-656.0;395.0;147.0;704.0
210.0;-966.0;-665.0;426.0;-28.0;768.0
201.0;-972.0;-637.0;456.0;-29.0;778.0
204.0;-993.0;-549.0;381.0;17.0;849.0
120.0;-1028.0;-530.0;97.0;-68.0;767.0
122.0;-1084.0;-422.0;399.0;-213.0;774.0
391.0;-1254.0;-622.0;338.0;-253.0;723.0
303.0;-1028.0;-488.0;452.0;-18.0;849.0
201.0;-969.0;-641.0;394.0;-146.0;923.0
184.0;-984.0;-640.0;442.0;100.0;766.0
171.0;-963.0;-433.0;160.0;32.0;902.0
381.0;-805.0;-640.0;124.0;-44.0;546.0
189.0;-975.0;-657.0;406.0;-28.0;770.0
167.0;-1205.0;-645.0;301.0;-77.0;654.0
204.0;-951.0;-573.0;343.0;34.0;697.0
283.0;-1010.0;-483.0;583.0;-123.0;904.0
89.0;-904.0;-441.0;332.0;-23.0;842.0
74.0;-899.0;-638.0;393.0;-187.0;836.0
311.0;-917.0;-669.0;372.0;-85.0;729.0
343.0;-926.0;-658.0;329.0;-47.0;751.0
216.0;-983.0;-515.0;342.0;-68.0;848.0
441.0;-872.0;-619.0;371.0;-197.0;801.0
290.0;-929.0;-490.0;335.0;-176.0;701.0
134.0;-1002.0;-547.0;524.0;-52.0;793.0
246.0;-998.0;-459.0;317.0;-61.0;823.0
217.0;-979.0;-469.0;343.0;-67.0;890.0
158.0;-1158.0;-629.0;330.0;-315.0;749.0
275.0;-1041.0;-526.0;236.0;162.0;741.0
196.0;-976.0;-689.0;469.0;-48.0;748.0
148.0;-968.0;-406.0;385.0;59.0;833.0
181.0;-942.0;-521.0;396.0;40.0;802.0
254.0;-873.0;-505.0;389.0;-118.0;730.0
301.0;-890.0;-641.0;365.0;-39.0;696.0
155.0;-951.0;-439.0;351.0;58.0;866.0
265.0;-929.0;-587.0;304.0;58.0;779.0
113.0;-848.0;-675.0;409.0;61.0;825.0
207.0;-912.0;-573.0;326.0;43.0;802.0
115.0;-938.0;-523.0;386.0;-152.0;868.0
172.0;-973.0;-504.0;442.0;-40.0;847.0
163.0;-980.0;-644.0;416.0;52.0;778.0
158.0;-1097.0;-790.0;290.0;-242.0;882.0
483.0;-846.0;-805.0;351.0;-304.0;570.0
236.0;-768.0;-420.0;204.0;45.0;747.0
166.0;-891.0;-562.0;325.0;60.0;793.0
213.0;-974.0;-512.0;396.0;-62.0;876.0
224.0;-953.0;-513.0;334.0;-99.0;899.0
213.0;-973.0;-508.0;405.0;-66.0;872.0
324.0;-1046.0;-593.0;324.0;-191.0;830.0
209.0;-763.0;-514.0;248.0;2.0;778.0
200.0;-912.0;-680.0;310.0;-28.0;919.0
210.0;-975.0;-512.0;410.0;-45.0;870.0
246.0;-962.0;-509.0;326.0;-76.0;860.0
197.0;-1041.0;-791.0;152.0;-296.0;935.0
210.0;-732.0;-502.0;259.0;80.0;757.0
145.0;-938.0;-596.0;210.0;-55.0;809.0
157.0;-947.0;-636.0;281.0;-54.0;905.0
322.0;-820.0;-601.0;188.0;-108.0;780.0
149.0;-955.0;-523.0;430.0;12.0;825.0
212.0;-979.0;-516.0;411.0;-66.0;873.0
97.0;-922.0;-851.0;305.0;138.0;960.0
185.0;-982.0;-607.0;459.0;-18.0;732.0
282.0;-969.0;-673.0;110.0;-186.0;850.0
302.0;-923.0;-648.0;423.0;97.0;724.0
86.0;-990.0;-465.0;405.0;-35.0;891.0
188.0;-878.0;-575.0;293.0;6.0;941.0
413.0;-905.0;-733.0;416.0;-38.0;685.0
210.0;-949.0;-536.0;319.0;38.0;833.0
171.0;-840.0;-478.0;263.0;99.0;952.0
209.0;-925.0;-518.0;295.0;67.0;858.0
212.0;-944.0;-549.0;311.0;48.0;834.0
236.0;-963.0;-509.0;315.0;-103.0;831.0
197.0;-966.0;-651.0;425.0;-46.0;774.0
276.0;-937.0;-679.0;375.0;127.0;696.0
340.0;-909.0;-353.0;421.0;-87.0;853.0
195.0;-961.0;-549.0;324.0;60.0;810.0
304.0;-911.0;-603.0;283.0;-134.0;896.0
201.0;-964.0;-542.0;314.0;29.0;818.0
163.0;-979.0;-505.0;378.0;14.0;866.0
128.0;-824.0;-486.0;361.0;86.0;998.0
217.0;-943.0;-570.0;311.0;57.0;785.0
105.0;-941.0;-514.0;369.0;-94.0;848.0
178.0;-977.0;-500.0;328.0;-108.0;858.0
188.0;-975.0;-640.0;429.0;-23.0;769.0
304.0;-908.0;-399.0;448.0;43.0;837.0
196.0;-966.0;-545.0;320.0;36.0;830.0
160.0;-1001.0;-490.0;269.0;-3.0;884.0
211.0;-954.0;-557.0;433.0;-120.0;830.0
242.0;-941.0;-558.0;408.0;-104.0;863.0
193.0;-909.0;-639.0;570.0;-111.0;844.0
231.0;-874.0;-497.0;255.0;88.0;936.0
195.0;-988.0;-614.0;444.0;4.0;800.0
122.0;-999.0;-473.0;382.0;-72.0;875.0
157.0;-1005.0;-495.0;374.0;-85.0;824.0
158.0;-977.0;-521.0;401.0;-62.0;820.0
228.0;-964.0;-590.0;404.0;51.0;783.0
120.0;-978.0;-487.0;405.0;-20.0;798.0
211.0;-981.0;-552.0;441.0;-78.0;829.0
171.0;-956.0;-542.0;378.0;60.0;746.0
51.0;-963.0;-401.0;282.0;118.0;884.0
218.0;-926.0;-530.0;280.0;-124.0;834.0
260.0;-868.0;-495.0;307.0;74.0;1079.0
180.0;-984.0;-619.0;366.0;14.0;789.0
210.0;-968.0;-510.0;391.0;-138.0;858.0
213.0;-979.0;-511.0;409.0;-62.0;872.0
164.0;-984.0;-620.0;524.0;-29.0;790.0
185.0;-976.0;-630.0;456.0;-38.0;790.0
113.0;-939.0;-515.0;455.0;-155.0;841.0
418.0;-845.0;-592.0;515.0;-16.0;873.0
303.0;-792.0;-477.0;321.0;-85.0;871.0
204.0;-971.0;-668.0;428.0;-40.0;785.0
207.0;-982.0;-491.0;354.0;29.0;857.0
249.0;-1295.0;-548.0;122.0;-48.0;644.0
190.0;-978.0;-635.0;431.0;-33.0;764.0
165.0;-957.0;-426.0;427.0;82.0;886.0
134.0;-857.0;-647.0;179.0;-4.0;973.0
178.0;-809.0;-401.0;327.0;-59.0;786.0
202.0;-972.0;-566.0;386.0;39.0;822.0
168.0;-830.0;-541.0;294.0;-248.0;854.0
232.0;-944.0;-496.0;310.0;-79.0;830.0
366.0;-895.0;-676.0;384.0;10.0;694.0
475.0;-810.0;-572.0;308.0;-97.0;770.0
401.0;-782.0;-564.0;221.0;-27.0;809.0
523.0;-728.0;-603.0;251.0;-184.0;816.0
290.0;-931.0;-632.0;408.0;131.0;766.0
258.0;-882.0;-608.0;382.0;45.0;765.0
177.0;-985.0;-653.0;460.0;-2.0;783.0
87.0;-1083.0;-479.0;362.0;-164.0;797.0
77.0;-859.0;-545.0;275.0;-535.0;678.0
161.0;-983.0;-650.0;445.0;-50.0;791.0
87.0;-1059.0;-404.0;248.0;-4.0;695.0
142.0;-950.0;-510.0;407.0;19.0;817.0
251.0;-929.0;-443.0;410.0;-21.0;876.0
167.0;-965.0;-571.0;393.0;39.0;748.0
187.0;-981.0;-630.0;426.0;-10.0;799.0
382.0;-1086.0;-390.0;298.0;-62.0;780.0
232.0;-979.0;-539.0;458.0;-20.0;812.0
180.0;-964.0;-658.0;357.0;30.0;758.0
172.0;-972.0;-612.0;358.0;53.0;779.0
135.0;-931.0;-542.0;411.0;-327.0;719.0
305.0;-1126.0;-539.0;348.0;-32.0;827.0
137.0;-933.0;-385.0;415.0;-125.0;836.0
147.0;-952.0;-513.0;413.0;9.0;829.0
400.0;-910.0;-590.0;230.0;49.0;774.0
220.0;-978.0;-521.0;416.0;-54.0;876.0
188.0;-972.0;-572.0;478.0;-34.0;832.0
45.0;-1001.0;-562.0;506.0;40.0;796.0
202.0;-972.0;-620.0;417.0;90.0;791.0
82.0;-940.0;-530.0;230.0;30.0;688.0
865.0;-482.0;-991.0;-31.0;-344.0;-2.0
164.0;-966.0;-610.0;351.0;92.0;791.0
161.0;-1062.0;-448.0;441.0;114.0;888.0
149.0;-984.0;-762.0;67.0;-131.0;558.0
328.0;-949.0;-709.0;596.0;-49.0;716.0
247.0;-971.0;-658.0;610.0;-30.0;766.0
298.0;-956.0;-692.0;481.0;-61.0;741.0
145.0;-939.0;-511.0;210.0;52.0;712.0
133.0;-999.0;-500.0;201.0;147.0;690.0
281.0;-867.0;-406.0;348.0;55.0;819.0
252.0;-828.0;-459.0;292.0;-138.0;803.0
98.0;-935.0;-509.0;177.0;-317.0;765.0
287.0;-936.0;-703.0;356.0;112.0;702.0
342.0;-1060.0;-612.0;435.0;-111.0;830.0
73.0;-946.0;-484.0;440.0;-35.0;909.0
237.0;-963.0;-568.0;411.0;-148.0;842.0
141.0;-989.0;-619.0;481.0;14.0;796.0
201.0;-1030.0;-363.0;256.0;-137.0;858.0
314.0;-897.0;-555.0;102.0;46.0;754.0
188.0;-972.0;-666.0;468.0;-19.0;745.0
153.0;-977.0;-456.0;333.0;-14.0;902.0
248.0;-963.0;-545.0;395.0;-193.0;819.0
198.0;-967.0;-554.0;369.0;-205.0;832.0
70.0;-974.0;-468.0;380.0;-26.0;1035.0
583.0;-750.0;-454.0;105.0;-160.0;618.0
227.0;-876.0;-585.0;140.0;127.0;858.0
173.0;-836.0;-500.0;200.0;-139.0;933.0
169.0;-968.0;-569.0;511.0;31.0;848.0
203.0;-1019.0;-567.0;521.0;-110.0;874.0
273.0;-901.0;-444.0;311.0;-53.0;894.0
467.0;-1060.0;-707.0;0.0;-133.0;460.0
194.0;-869.0;-425.0;392.0;102.0;923.0
99.0;-809.0;-826.0;469.0;-58.0;1187.0
133.0;-977.0;-536.0;380.0;123.0;811.0
218.0;-976.0;-501.0;407.0;-80.0;873.0
214.0;-975.0;-492.0;395.0;-58.0;883.0
358.0;-938.0;-472.0;334.0;-121.0;866.0
176.0;-978.0;-672.0;437.0;8.0;735.0
124.0;-1008.0;-630.0;463.0;-78.0;835.0
232.0;-973.0;-454.0;380.0;-51.0;890.0
121.0;-835.0;-536.0;419.0;126.0;743.0
187.0;-1002.0;-503.0;380.0;-211.0;826.0
202.0;-939.0;-570.0;273.0;53.0;634.0
135.0;-987.0;-408.0;426.0;-6.0;918.0
614.0;-596.0;-750.0;-63.0;-128.0;386.0
91.0;-985.0;-448.0;461.0;11.0;879.0
373.0;-869.0;-660.0;253.0;-42.0;650.0
400.0;-872.0;-737.0;272.0;-62.0;583.0
166.0;-992.0;-549.0;416.0;-140.0;937.0
165.0;-938.0;-396.0;334.0;9.0;933.0
192.0;-962.0;-441.0;414.0;-108.0;922.0
106.0;-945.0;-822.0;330.0;119.0;727.0
237.0;-950.0;-522.0;382.0;90.0;857.0
96.0;-797.0;-685.0;543.0;-191.0;821.0
186.0;-1082.0;-538.0;305.0;30.0;711.0
216.0;-964.0;-364.0;405.0;-78.0;895.0
191.0;-982.0;-504.0;374.0;-63.0;898.0
452.0;-1051.0;-648.0;332.0;-259.0;668.0
143.0;-951.0;-521.0;395.0;28.0;832.0
152.0;-749.0;-563.0;256.0;94.0;1062.0
391.0;-921.0;-759.0;349.0;-118.0;696.0
275.0;-781.0;-580.0;185.0;88.0;753.0
312.0;-1023.0;-380.0;384.0;-60.0;829.0
143.0;-756.0;-535.0;430.0;47.0;977.0
135.0;-905.0;-699.0;682.0;459.0;753.0
128.0;-983.0;-440.0;415.0;-11.0;940.0
160.0;-1013.0;-413.0;470.0;-75.0;888.0
54.0;-974.0;-454.0;423.0;82.0;870.0
453.0;-827.0;-717.0;435.0;-236.0;709.0
129.0;-968.0;-530.0;442.0;15.0;839.0
437.0;-954.0;-400.0;228.0;-124.0;705.0
104.0;-1001.0;-493.0;508.0;-8.0;883.0
123.0;-978.0;-575.0;465.0;-166.0;814.0
404.0;-905.0;-760.0;388.0;-46.0;677.0
269.0;-932.0;-586.0;471.0;5.0;1028.0
274.0;-1022.0;-469.0;458.0;-99.0;875.0
141.0;-956.0;-510.0;439.0;11.0;839.0
350.0;-947.0;-660.0;587.0;-24.0;755.0
378.0;-931.0;-629.0;446.0;-235.0;819.0
184.0;-975.0;-664.0;422.0;97.0;746.0
186.0;-973.0;-630.0;366.0;83.0;746.0
160.0;-910.0;-502.0;375.0;118.0;990.0
122.0;-1017.0;-626.0;332.0;-117.0;760.0
42.0;-943.0;-508.0;379.0;10.0;831.0
202.0;-963.0;-450.0;363.0;127.0;914.0
59.0;-966.0;-749.0;446.0;-5.0;1104.0
226.0;-980.0;-671.0;662.0;-32.0;753.0
202.0;-1178.0;-839.0;132.0;-491.0;683.0
185.0;-775.0;-541.0;231.0;101.0;893.0
185.0;-945.0;-443.0;321.0;-68.0;913.0
177.0;-928.0;-387.0;285.0;119.0;829.0
142.0;-937.0;-420.0;455.0;57.0;1048.0
144.0;-988.0;-637.0;493.0;12.0;770.0
224.0;-929.0;-588.0;329.0;106.0;905.0
918.0;-86.0;-848.0;-399.0;-454.0;-381.0
457.0;-843.0;-748.0;285.0;-79.0;681.0
368.0;-1250.0;-715.0;219.0;-64.0;624.0
166.0;-978.0;-652.0;486.0;19.0;764.0
406.0;-807.0;-701.0;57.0;-73.0;723.0
172.0;-970.0;-511.0;468.0;-68.0;876.0
890.0;-178.0;-525.0;425.0;-243.0;814.0
118.0;-1057.0;-450.0;436.0;-25.0;859.0
84.0;-809.0;-791.0;576.0;40.0;845.0
382.0;-922.0;-793.0;567.0;-39.0;639.0
367.0;-1060.0;-478.0;246.0;-52.0;824.0
381.0;-793.0;-614.0;168.0;-26.0;775.0
73.0;-988.0;-425.0;421.0;-25.0;905.0
100.0;-959.0;-705.0;427.0;-143.0;965.0
310.0;-986.0;-720.0;405.0;-305.0;706.0
222.0;-969.0;-488.0;411.0;-41.0;894.0
293.0;-953.0;-512.0;379.0;-183.0;815.0
119.0;-921.0;-604.0;614.0;38.0;633.0
170.0;-981.0;-383.0;246.0;-51.0;464.0
242.0;-938.0;-462.0;457.0;115.0;752.0
97.0;-911.0;-710.0;371.0;-231.0;667.0
230.0;-970.0;-588.0;426.0;-182.0;839.0
389.0;-910.0;-789.0;370.0;-53.0;602.0
388.0;-1127.0;-621.0;-72.0;28.0;623.0
218.0;-1038.0;-430.0;429.0;-24.0;895.0
195.0;-965.0;-549.0;252.0;-22.0;910.0
166.0;-1051.0;-777.0;82.0;-303.0;622.0
91.0;-929.0;-649.0;402.0;-94.0;623.0
208.0;-973.0;-493.0;418.0;-62.0;868.0
263.0;-1362.0;-405.0;290.0;-62.0;762.0
226.0;-1215.0;-481.0;280.0;-137.0;831.0
137.0;-995.0;-580.0;496.0;-29.0;847.0
221.0;-970.0;-510.0;389.0;-88.0;901.0
68.0;-837.0;-758.0;319.0;-20.0;856.0
84.0;-986.0;-440.0;384.0;22.0;906.0
140.0;-991.0;-664.0;445.0;-9.0;766.0
182.0;-977.0;-618.0;444.0;57.0;803.0
137.0;-982.0;-446.0;443.0;-51.0;918.0
79.0;-893.0;-679.0;635.0;206.0;657.0
567.0;-619.0;-480.0;492.0;-55.0;932.0
240.0;-951.0;-411.0;499.0;14.0;903.0
179.0;-969.0;-488.0;436.0;-70.0;880.0
218.0;-953.0;-508.0;287.0;154.0;778.0
230.0;-916.0;-806.0;45.0;-187.0;248.0
38.0;-1003.0;-280.0;432.0;17.0;981.0
85.0;-1048.0;-526.0;402.0;42.0;767.0
210.0;-989.0;-509.0;390.0;-40.0;1016.0
60.0;-1016.0;-488.0;507.0;-248.0;818.0
276.0;-851.0;-386.0;191.0;41.0;768.0
295.0;-919.0;-394.0;315.0;38.0;864.0
227.0;-1015.0;-431.0;346.0;122.0;848.0
144.0;-957.0;-502.0;424.0;15.0;819.0
188.0;-1033.0;-514.0;298.0;95.0;859.0
164.0;-978.0;-634.0;507.0;19.0;793.0
368.0;-899.0;-442.0;239.0;-23.0;848.0
205.0;-1002.0;-647.0;434.0;-200.0;877.0
136.0;-1003.0;-557.0;586.0;-26.0;846.0
90.0;-956.0;-566.0;464.0;148.0;678.0
91.0;-977.0;-400.0;354.0;57.0;914.0
113.0;-967.0;-517.0;264.0;13.0;848.0
218.0;-904.0;-571.0;348.0;111.0;805.0
113.0;-984.0;-451.0;471.0;-35.0;904.0
21.0;-992.0;-409.0;445.0;48.0;923.0
145.0;-947.0;-506.0;421.0;23.0;824.0
190.0;-1028.0;-505.0;448.0;-99.0;898.0
184.0;-963.0;-472.0;346.0;-130.0;881.0
395.0;-916.0;-773.0;586.0;-47.0;639.0
298.0;-936.0;-573.0;435.0;-118.0;855.0
