InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RUA_ accX;Accelerometer RWR accZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-159;-11;308.0;573.0;84.0;-11
-156;12;289.0;581.0;244.0;12
-150;205;201.0;632.0;390.0;205
-159;-15;261.0;579.0;0.0;-15
-160;-30;348.0;659.0;146.0;-30
-143;-98;218.0;681.0;155.0;-98
-159;-9;287.0;610.0;85.0;-9
-135;-17;434.0;771.0;-225.0;-17
-160;-11;356.0;579.0;130.0;-11
-160;-8;275.0;547.0;-53.0;-8
-163;-31;664.0;855.0;49.0;-31
-134;-2;822.0;790.0;-12.0;-2
-161;-463;224.0;448.0;-407.0;-463
-159;44;275.0;557.0;12.0;44
-158;-65;307.0;669.0;-103.0;-65
-160;-388;235.0;698.0;207.0;-388
-159;-71;308.0;593.0;97.0;-71
-159;9;265.0;601.0;61.0;9
-158;-32;287.0;728.0;-29.0;-32
-163;-316;862.0;874.0;499.0;-316
-159;21;271.0;581.0;-111.0;21
-159;-139;843.0;964.0;246.0;-139
-159;19;268.0;612.0;-110.0;19
-162;26;300.0;528.0;-24.0;26
-156;-4;293.0;634.0;-251.0;-4
-159;49;270.0;579.0;-76.0;49
-156;-2;264.0;527.0;60.0;-2
-159;-31;275.0;584.0;6.0;-31
-135;3;425.0;806.0;-176.0;3
-159;8;291.0;573.0;68.0;8
-159;-18;266.0;597.0;-34.0;-18
-156;-2;614.0;886.0;-91.0;-2
-159;-20;281.0;574.0;29.0;-20
-175;12;388.0;703.0;170.0;12
-176;-416;165.0;528.0;-1010.0;-416
-159;-14;271.0;586.0;-88.0;-14
-162;-2;287.0;583.0;72.0;-2
-179;-55;345.0;561.0;52.0;-55
-156;-43;571.0;874.0;-102.0;-43
-159;-10;277.0;602.0;-111.0;-10
-162;25;261.0;690.0;-8.0;25
-141;-753;710.0;849.0;-942.0;-753
-164;94;816.0;654.0;-32.0;94
-159;-7;257.0;645.0;13.0;-7
-175;-50;330.0;694.0;90.0;-50
-152;21;705.0;783.0;-69.0;21
-159;-24;359.0;545.0;92.0;-24
-156;-25;877.0;1020.0;-48.0;-25
-159;9;267.0;627.0;43.0;9
-159;-39;280.0;580.0;-9.0;-39
-162;-9;552.0;569.0;-305.0;-9
-159;25;254.0;602.0;31.0;25
-162;-42;703.0;861.0;-91.0;-42
-159;-20;269.0;575.0;-15.0;-20
-171;-74;432.0;621.0;187.0;-74
-159;-33;294.0;575.0;93.0;-33
-159;-8;260.0;608.0;-48.0;-8
-159;-29;282.0;579.0;51.0;-29
-172;-36;273.0;563.0;98.0;-36
-159;-30;292.0;556.0;-101.0;-30
-159;25;263.0;561.0;-44.0;25
-159;18;281.0;556.0;-100.0;18
-159;-11;264.0;569.0;-52.0;-11
176;23;640.0;833.0;227.0;23
-159;-3;265.0;576.0;30.0;-3
-156;-46;449.0;784.0;109.0;-46
-163;13;546.0;511.0;254.0;13
-159;8;271.0;586.0;42.0;8
-159;4;275.0;592.0;61.0;4
-159;-47;297.0;591.0;50.0;-47
-159;2;300.0;607.0;219.0;2
-166;10;382.0;823.0;-151.0;10
-156;23;256.0;508.0;113.0;23
-132;12;780.0;961.0;-485.0;12
-161;16;597.0;836.0;165.0;16
-159;32;291.0;611.0;97.0;32
-159;-6;300.0;615.0;97.0;-6
-87;1438;165.0;580.0;-1345.0;1438
165;42;547.0;544.0;-181.0;42
-162;-13;562.0;381.0;-3.0;-13
-159;54;289.0;566.0;-82.0;54
-159;21;260.0;564.0;-41.0;21
-159;-5;279.0;557.0;-34.0;-5
-159;2;683.0;654.0;44.0;2
-156;-10;261.0;569.0;-18.0;-10
-159;-20;281.0;570.0;-84.0;-20
-156;-12;252.0;595.0;-41.0;-12
-159;25;263.0;580.0;12.0;25
-135;-8;444.0;995.0;-60.0;-8
-159;2;291.0;610.0;100.0;2
-175;-43;392.0;710.0;140.0;-43
-159;-31;280.0;589.0;42.0;-31
-177;-13;298.0;612.0;106.0;-13
-134;-17;534.0;866.0;-16.0;-17
-160;10;270.0;581.0;39.0;10
-156;-48;300.0;601.0;74.0;-48
-160;-18;278.0;577.0;40.0;-18
-159;8;271.0;563.0;-54.0;8
-156;-9;254.0;589.0;-21.0;-9
-160;-32;281.0;580.0;27.0;-32
-159;-19;272.0;582.0;9.0;-19
-159;2;267.0;569.0;-63.0;2
-162;-17;552.0;370.0;-50.0;-17
-160;-20;274.0;587.0;15.0;-20
-134;-2;629.0;540.0;561.0;-2
-158;7;705.0;836.0;559.0;7
-159;-30;292.0;559.0;25.0;-30
-159;-12;290.0;584.0;70.0;-12
-159;53;265.0;592.0;-68.0;53
-151;-45;310.0;722.0;56.0;-45
-159;-18;296.0;584.0;88.0;-18
-159;-16;271.0;581.0;11.0;-16
-160;11;291.0;568.0;76.0;11
-160;16;288.0;591.0;-127.0;16
-160;71;242.0;549.0;-166.0;71
-159;-17;315.0;647.0;174.0;-17
-159;2;272.0;574.0;5.0;2
-159;46;280.0;598.0;48.0;46
-159;5;281.0;611.0;95.0;5
-156;-3;266.0;620.0;-100.0;-3
-159;22;287.0;565.0;-130.0;22
-159;-33;285.0;601.0;44.0;-33
-159;-23;260.0;600.0;-11.0;-23
-159;-11;267.0;603.0;-68.0;-11
-159;-12;285.0;550.0;-30.0;-12
-159;33;272.0;583.0;41.0;33
-159;30;290.0;616.0;96.0;30
-159;48;299.0;568.0;57.0;48
-159;0;271.0;610.0;51.0;0
-159;31;281.0;591.0;64.0;31
-159;-30;315.0;628.0;115.0;-30
-159;-9;292.0;610.0;82.0;-9
-159;-18;307.0;630.0;113.0;-18
-159;20;269.0;559.0;29.0;20
-165;25;289.0;649.0;852.0;25
-168;-5;677.0;821.0;-1514.0;-5
-159;30;276.0;563.0;-110.0;30
-158;-19;310.0;723.0;126.0;-19
-159;20;201.0;548.0;173.0;20
-157;-361;851.0;832.0;-634.0;-361
-157;-21;316.0;678.0;-207.0;-21
-165;-105;681.0;873.0;414.0;-105
-165;-62;249.0;580.0;215.0;-62
-159;-24;258.0;534.0;51.0;-24
-170;-50;166.0;469.0;-115.0;-50
-163;-51;276.0;773.0;214.0;-51
-156;-25;263.0;562.0;-37.0;-25
-159;21;274.0;573.0;132.0;21
-135;-17;716.0;946.0;-77.0;-17
-155;-53;641.0;935.0;-4.0;-53
-77;925;229.0;496.0;243.0;925
182;-49;111.0;486.0;-67.0;-49
-150;55;150.0;621.0;98.0;55
-156;31;273.0;597.0;75.0;31
-166;3479;606.0;715.0;-401.0;3479
-168;-42;253.0;524.0;1271.0;-42
-166;1246;336.0;589.0;-445.0;1246
-134;-5;903.0;765.0;-229.0;-5
-157;-16;464.0;287.0;-20.0;-16
-159;11;262.0;604.0;83.0;11
-164;-22;312.0;924.0;-288.0;-22
-158;-25;540.0;859.0;33.0;-25
-145;614;81.0;487.0;-1223.0;614
-159;-3;268.0;600.0;90.0;-3
-159;-4;299.0;587.0;157.0;-4
-159;-16;290.0;608.0;103.0;-16
-163;-17;333.0;743.0;-178.0;-17
-159;13;233.0;579.0;-24.0;13
-151;641;342.0;639.0;1228.0;641
-156;-12;184.0;538.0;-72.0;-12
-156;3;247.0;561.0;-43.0;3
-156;23;237.0;537.0;-5.0;23
-156;-20;297.0;781.0;-258.0;-20
-169;-23;248.0;563.0;598.0;-23
-159;-35;311.0;499.0;-101.0;-35
-155;-12;46.0;409.0;647.0;-12
-178;-773;457.0;679.0;1215.0;-773
-156;-14;244.0;583.0;87.0;-14
-159;-17;252.0;570.0;51.0;-17
-166;-696;271.0;711.0;430.0;-696
-159;21;227.0;530.0;38.0;21
-159;18;252.0;575.0;7.0;18
-156;-26;270.0;586.0;401.0;-26
-162;15;257.0;511.0;-33.0;15
-135;-8;414.0;921.0;-77.0;-8
-159;2;241.0;581.0;-96.0;2
-156;-5;247.0;552.0;-2.0;-5
-129;148;114.0;376.0;-447.0;148
-156;-117;178.0;534.0;384.0;-117
-168;110;183.0;520.0;119.0;110
-164;-49;292.0;537.0;70.0;-49
-162;-1218;273.0;655.0;438.0;-1218
-159;11;270.0;575.0;-140.0;11
-175;-4;173.0;664.0;105.0;-4
-159;-13;320.0;582.0;-547.0;-13
-133;6;181.0;44.0;-450.0;6
-156;-18;243.0;527.0;-40.0;-18
-185;-205;2.0;481.0;-470.0;-205
-159;0;263.0;562.0;-75.0;0
-159;11;270.0;529.0;-63.0;11
-163;286;154.0;493.0;-760.0;286
-165;1;124.0;508.0;-844.0;1
-155;-216;156.0;652.0;-352.0;-216
-142;234;-42.0;422.0;-31.0;234
-157;7;-43.0;529.0;108.0;7
-155;110;145.0;476.0;198.0;110
-156;-4;213.0;517.0;-119.0;-4
-166;-68;275.0;1121.0;292.0;-68
-156;-19;234.0;546.0;-157.0;-19
-155;-2;485.0;764.0;-2918.0;-2
-159;-19;258.0;617.0;162.0;-19
-159;-45;233.0;562.0;109.0;-45
-156;5;242.0;557.0;28.0;5
-115;62;156.0;765.0;-32.0;62
-155;2;652.0;939.0;-10.0;2
-157;-3870;99.0;525.0;183.0;-3870
-163;-61;309.0;566.0;-255.0;-61
-133;-15;811.0;650.0;-602.0;-15
-149;67;95.0;546.0;-54.0;67
-175;39;316.0;734.0;-339.0;39
-162;-26;624.0;917.0;-326.0;-26
-159;-84;223.0;607.0;-27.0;-84
-156;-15;262.0;619.0;-161.0;-15
-168;-955;179.0;600.0;-396.0;-955
-135;-12;803.0;808.0;-960.0;-12
-134;3;263.0;233.0;84.0;3
-156;15;171.0;463.0;-211.0;15
-162;-42;458.0;793.0;-207.0;-42
-169;-6;632.0;842.0;-723.0;-6
-155;-40;157.0;519.0;-19.0;-40
-159;36;269.0;556.0;-93.0;36
-175;44;208.0;887.0;248.0;44
-156;-32;242.0;585.0;-126.0;-32
-134;-24;454.0;825.0;-380.0;-24
-159;9;250.0;588.0;38.0;9
-163;19;149.0;494.0;296.0;19
-154;425;924.0;886.0;209.0;425
-159;-15;183.0;526.0;-416.0;-15
-155;1;112.0;519.0;-555.0;1
-127;204;81.0;455.0;-134.0;204
-156;-27;348.0;830.0;-631.0;-27
-148;-483;938.0;972.0;-11.0;-483
-159;-4;233.0;497.0;69.0;-4
-153;-1;534.0;369.0;-104.0;-1
-156;-19;855.0;970.0;-263.0;-19
-153;-15;540.0;381.0;-191.0;-15
-134;-62;449.0;351.0;-160.0;-62
-159;0;262.0;593.0;-106.0;0
-161;412;190.0;506.0;601.0;412
-171;-75;695.0;613.0;-197.0;-75
-141;-11;952.0;983.0;381.0;-11
-159;48;283.0;589.0;-131.0;48
-153;1086;837.0;981.0;401.0;1086
-168;-124;224.0;492.0;-4.0;-124
-155;4;143.0;464.0;-74.0;4
-135;-2;951.0;817.0;136.0;-2
-166;-12;866.0;581.0;-70.0;-12
-163;9;605.0;839.0;318.0;9
-166;129;179.0;620.0;155.0;129
-156;26;196.0;537.0;-286.0;26
-162;-711;300.0;632.0;96.0;-711
-165;-23;225.0;606.0;261.0;-23
-159;12;269.0;552.0;27.0;12
-133;-6;926.0;835.0;6.0;-6
-154;442;159.0;470.0;-248.0;442
-163;-242;195.0;425.0;-216.0;-242
-158;-33;362.0;885.0;24.0;-33
-159;-28;260.0;577.0;14.0;-28
-171;-1648;293.0;631.0;84.0;-1648
-163;-123;432.0;755.0;-294.0;-123
-159;41;270.0;615.0;81.0;41
-156;-286;229.0;636.0;721.0;-286
-159;-10;272.0;585.0;76.0;-10
-151;23;519.0;466.0;-571.0;23
-160;-13;425.0;317.0;-109.0;-13
-161;-72;351.0;804.0;-273.0;-72
-148;-2080;272.0;725.0;1105.0;-2080
-166;-233;453.0;926.0;-254.0;-233
-173;35;671.0;428.0;-22.0;35
-162;19;398.0;874.0;-196.0;19
-134;-4;237.0;105.0;-99.0;-4
-159;-9;253.0;563.0;108.0;-9
-134;27;780.0;886.0;1283.0;27
-174;9;423.0;212.0;-248.0;9
-164;-49;368.0;776.0;375.0;-49
-159;20;262.0;551.0;-77.0;20
-160;-22;346.0;681.0;1967.0;-22
-160;51;216.0;557.0;-38.0;51
-135;-14;929.0;777.0;329.0;-14
-159;-49;272.0;563.0;20.0;-49
-159;27;273.0;548.0;-104.0;27
-154;-43;688.0;548.0;120.0;-43
-156;31;630.0;1039.0;-216.0;31
-162;-34;262.0;480.0;131.0;-34
-160;66;181.0;443.0;-158.0;66
-166;-50;173.0;743.0;-234.0;-50
-159;3;254.0;557.0;-60.0;3
-163;-38;658.0;794.0;3113.0;-38
-160;41;711.0;1242.0;-28.0;41
-158;1;140.0;488.0;61.0;1
-143;16;-30.0;367.0;151.0;16
-163;-13;920.0;681.0;64.0;-13
-157;34;648.0;437.0;-180.0;34
-154;25;257.0;862.0;-61.0;25
-157;-134;59.0;392.0;-93.0;-134
-158;-12;127.0;514.0;-232.0;-12
-155;-237;85.0;410.0;121.0;-237
-161;10;115.0;540.0;-22.0;10
-175;-32;125.0;624.0;60.0;-32
-162;-8;154.0;488.0;129.0;-8
-132;-12;920.0;788.0;-474.0;-12
-169;-73;109.0;480.0;94.0;-73
-137;151;146.0;610.0;54.0;151
-155;-26;977.0;826.0;590.0;-26
-140;-33;-41.0;421.0;-13.0;-33
-156;-1;683.0;954.0;66.0;-1
-152;-41;-10.0;747.0;30.0;-41
-158;-43;125.0;506.0;-135.0;-43
-162;-2;745.0;919.0;213.0;-2
-169;-12;628.0;1088.0;276.0;-12
-155;54;135.0;460.0;61.0;54
-164;23;100.0;460.0;-26.0;23
-156;-1;833.0;993.0;147.0;-1
-155;-5;797.0;903.0;796.0;-5
-164;-245;764.0;967.0;-239.0;-245
-157;-85;-33.0;458.0;209.0;-85
-166;-44;188.0;542.0;-1670.0;-44
-150;-36;92.0;532.0;36.0;-36
-165;-112;62.0;437.0;361.0;-112
-170;-49;255.0;579.0;-1104.0;-49
-163;19;7.0;633.0;-313.0;19
-162;-49;22.0;457.0;-268.0;-49
-170;17;8.0;432.0;-136.0;17
-135;-1;941.0;792.0;-29.0;-1
