InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
141.0;-906.0;-465.0;367.0;53.0;967.0
162.0;-950.0;-523.0;340.0;-93.0;1092.0
176.0;-958.0;-629.0;420.0;-139.0;993.0
168.0;-950.0;-592.0;445.0;-118.0;812.0
202.0;-936.0;-560.0;409.0;-161.0;792.0
154.0;-963.0;-557.0;277.0;18.0;703.0
107.0;-1033.0;-589.0;202.0;10.0;660.0
147.0;-1068.0;-619.0;225.0;-171.0;740.0
172.0;-1101.0;-611.0;160.0;-212.0;749.0
257.0;-1164.0;-610.0;74.0;-228.0;698.0
214.0;-1056.0;-609.0;121.0;-162.0;716.0
247.0;-992.0;-593.0;157.0;-50.0;716.0
?;-906.0;-632.0;143.0;-87.0;717.0
?;-864.0;-632.0;113.0;-120.0;758.0
?;-879.0;-652.0;136.0;-61.0;784.0
?;-936.0;-632.0;164.0;-80.0;747.0
?;-936.0;-631.0;152.0;-112.0;771.0
?;-894.0;-628.0;183.0;-90.0;769.0
?;-907.0;-631.0;223.0;-80.0;774.0
?;-908.0;-619.0;202.0;-69.0;768.0
?;-944.0;-594.0;222.0;-48.0;785.0
?;-987.0;-588.0;194.0;-40.0;797.0
?;-979.0;-599.0;236.0;-65.0;822.0
?;-972.0;-584.0;218.0;-89.0;838.0
?;-960.0;-569.0;229.0;-86.0;846.0
?;-960.0;-600.0;232.0;-75.0;857.0
?;-954.0;-600.0;233.0;-85.0;808.0
147.0;-961.0;-624.0;238.0;-63.0;803.0
140.0;-970.0;-637.0;273.0;-78.0;794.0
130.0;-981.0;-618.0;274.0;-67.0;775.0
130.0;-996.0;-617.0;252.0;-42.0;790.0
148.0;-999.0;-589.0;266.0;-12.0;783.0
154.0;-1016.0;-580.0;284.0;3.0;788.0
181.0;-1019.0;?;258.0;7.0;784.0
181.0;-978.0;?;243.0;11.0;795.0
194.0;-953.0;?;271.0;10.0;814.0
210.0;-940.0;-573.0;293.0;10.0;810.0
210.0;-943.0;-551.0;239.0;23.0;836.0
216.0;-945.0;-568.0;225.0;64.0;851.0
231.0;-941.0;-528.0;230.0;78.0;837.0
236.0;-943.0;-509.0;207.0;67.0;848.0
243.0;-954.0;-510.0;186.0;55.0;829.0
220.0;-958.0;-469.0;182.0;49.0;831.0
219.0;-959.0;-459.0;152.0;48.0;855.0
196.0;-964.0;-447.0;125.0;49.0;842.0
183.0;-968.0;-455.0;120.0;16.0;910.0
171.0;-963.0;-433.0;160.0;32.0;902.0
141.0;-951.0;-404.0;120.0;75.0;964.0
148.0;-945.0;-417.0;100.0;94.0;998.0
120.0;-943.0;-239.0;160.0;-28.0;920.0
106.0;-944.0;-264.0;220.0;-71.0;1027.0
108.0;-932.0;-482.0;166.0;-40.0;1092.0
251.0;-897.0;-572.0;323.0;-59.0;743.0
238.0;-884.0;-524.0;354.0;-59.0;751.0
240.0;-875.0;-558.0;332.0;-49.0;800.0
238.0;-891.0;-588.0;325.0;-46.0;790.0
248.0;-911.0;-561.0;352.0;-30.0;805.0
243.0;-926.0;-566.0;390.0;-40.0;814.0
241.0;-929.0;-552.0;375.0;-41.0;788.0
231.0;-918.0;-572.0;346.0;-47.0;776.0
212.0;-921.0;-571.0;348.0;-38.0;779.0
204.0;?;-557.0;354.0;-68.0;807.0
208.0;?;-545.0;?;-98.0;813.0
208.0;-947.0;-557.0;?;-46.0;818.0
205.0;-956.0;-523.0;?;1.0;828.0
220.0;-952.0;-551.0;?;-9.0;851.0
215.0;-942.0;-513.0;?;-17.0;871.0
211.0;-923.0;-489.0;416.0;-38.0;883.0
198.0;-936.0;-490.0;386.0;-30.0;886.0
183.0;-952.0;-490.0;395.0;-29.0;876.0
179.0;-970.0;-490.0;417.0;3.0;867.0
168.0;-963.0;-511.0;432.0;15.0;838.0
171.0;-961.0;-520.0;402.0;-33.0;836.0
160.0;-978.0;-519.0;407.0;-28.0;816.0
158.0;-977.0;-521.0;401.0;-62.0;820.0
153.0;-984.0;-514.0;373.0;-62.0;818.0
151.0;-994.0;-517.0;374.0;-70.0;836.0
159.0;?;-531.0;404.0;-69.0;830.0
166.0;?;-529.0;401.0;-67.0;840.0
174.0;?;-502.0;385.0;-73.0;837.0
175.0;?;-517.0;389.0;-40.0;827.0
165.0;?;-506.0;366.0;-40.0;827.0
167.0;?;-551.0;374.0;-37.0;833.0
229.0;-940.0;-573.0;326.0;-93.0;833.0
193.0;-891.0;-716.0;360.0;-170.0;986.0
188.0;-882.0;-582.0;338.0;-205.0;783.0
184.0;-907.0;-545.0;285.0;-215.0;625.0
200.0;-900.0;-634.0;318.0;-170.0;632.0
228.0;-918.0;-633.0;134.0;-173.0;550.0
254.0;-940.0;-627.0;191.0;-87.0;464.0
252.0;-924.0;-637.0;30.0;-117.0;393.0
307.0;-996.0;-690.0;-5.0;-90.0;382.0
322.0;-1033.0;-706.0;-83.0;-136.0;391.0
300.0;-998.0;-632.0;-29.0;-108.0;397.0
373.0;-879.0;-690.0;-13.0;-95.0;396.0
394.0;-825.0;-679.0;-31.0;-48.0;434.0
406.0;-764.0;-680.0;-52.0;-68.0;420.0
437.0;-686.0;-668.0;-19.0;-93.0;405.0
463.0;-652.0;-673.0;13.0;-106.0;402.0
462.0;-653.0;-717.0;29.0;-102.0;413.0
444.0;-668.0;-713.0;39.0;-80.0;419.0
469.0;-645.0;-699.0;31.0;-87.0;425.0
482.0;-659.0;-712.0;40.0;-108.0;445.0
489.0;-677.0;-673.0;29.0;-117.0;450.0
483.0;-685.0;-668.0;48.0;-96.0;475.0
482.0;-669.0;-673.0;103.0;-116.0;492.0
500.0;-669.0;-657.0;105.0;-119.0;525.0
494.0;-684.0;-694.0;139.0;-86.0;585.0
497.0;-685.0;-708.0;142.0;-82.0;603.0
22.0;-913.0;-449.0;425.0;-64.0;913.0
53.0;-925.0;-457.0;419.0;1.0;889.0
80.0;-955.0;-506.0;443.0;-16.0;954.0
71.0;-993.0;-559.0;549.0;-30.0;972.0
53.0;-989.0;-637.0;606.0;-52.0;1098.0
42.0;-993.0;-667.0;616.0;-69.0;1048.0
51.0;-987.0;-633.0;619.0;-61.0;878.0
91.0;-991.0;-573.0;520.0;-77.0;668.0
136.0;-996.0;-529.0;440.0;-311.0;551.0
118.0;-1011.0;-648.0;539.0;-361.0;551.0
132.0;-1073.0;-504.0;322.0;-200.0;671.0
327.0;-908.0;-647.0;94.0;-128.0;489.0
322.0;-985.0;-717.0;57.0;-190.0;475.0
326.0;-993.0;-680.0;20.0;-168.0;463.0
349.0;-1008.0;-644.0;104.0;-36.0;407.0
335.0;-930.0;-685.0;162.0;20.0;511.0
184.0;-982.0;-520.0;538.0;29.0;857.0
178.0;-955.0;-512.0;475.0;59.0;849.0
166.0;-944.0;-573.0;479.0;12.0;865.0
148.0;-953.0;-567.0;481.0;-67.0;821.0
135.0;-969.0;-590.0;472.0;-102.0;816.0
132.0;-987.0;-626.0;491.0;-104.0;859.0
124.0;-1008.0;-630.0;463.0;-78.0;835.0
129.0;-1007.0;-648.0;470.0;-48.0;768.0
126.0;-983.0;-642.0;402.0;-49.0;715.0
123.0;-968.0;-651.0;399.0;-75.0;675.0
150.0;-988.0;-663.0;447.0;-34.0;685.0
166.0;-981.0;-698.0;407.0;-91.0;678.0
201.0;-1000.0;-700.0;364.0;-127.0;650.0
293.0;-871.0;-640.0;346.0;-58.0;651.0
295.0;-875.0;-639.0;333.0;-59.0;642.0
300.0;-887.0;-630.0;354.0;-49.0;690.0
301.0;-890.0;-641.0;365.0;-39.0;696.0
297.0;-894.0;-638.0;383.0;-50.0;696.0
290.0;?;-642.0;351.0;-59.0;701.0
293.0;?;-635.0;354.0;-58.0;717.0
275.0;?;-654.0;337.0;-42.0;692.0
276.0;?;-660.0;322.0;-12.0;?
273.0;?;-632.0;345.0;-24.0;?
267.0;?;-655.0;326.0;-80.0;?
271.0;?;-648.0;332.0;-48.0;?
317.0;?;-480.0;314.0;-230.0;?
415.0;?;-458.0;371.0;-158.0;?
337.0;?;-400.0;333.0;-123.0;?
256.0;?;-419.0;320.0;-67.0;?
244.0;?;-382.0;349.0;-58.0;?
357.0;?;-381.0;297.0;-26.0;?
340.0;-1014.0;-348.0;322.0;19.0;?
252.0;-953.0;-424.0;304.0;40.0;?
203.0;-915.0;-465.0;320.0;79.0;846.0
145.0;-877.0;-605.0;375.0;67.0;1019.0
134.0;-888.0;-530.0;364.0;21.0;981.0
104.0;-870.0;-531.0;340.0;-74.0;960.0
91.0;-851.0;-885.0;336.0;-66.0;1092.0
86.0;-833.0;-674.0;524.0;-30.0;838.0
96.0;-797.0;-685.0;543.0;-191.0;821.0
86.0;-860.0;-736.0;390.0;-153.0;728.0
135.0;-972.0;-670.0;78.0;-146.0;855.0
205.0;-1110.0;-707.0;185.0;-334.0;740.0
107.0;-1047.0;-595.0;415.0;-272.0;760.0
102.0;-1150.0;-477.0;447.0;-162.0;769.0
299.0;-1271.0;-469.0;388.0;-119.0;788.0
367.0;-1060.0;-478.0;246.0;-52.0;824.0
420.0;-972.0;-414.0;292.0;-130.0;842.0
391.0;-973.0;-424.0;283.0;-128.0;854.0
395.0;-985.0;-394.0;378.0;-109.0;843.0
309.0;-963.0;-417.0;384.0;-100.0;821.0
251.0;-901.0;-372.0;411.0;-5.0;783.0
200.0;-872.0;-400.0;429.0;43.0;812.0
185.0;-874.0;-387.0;467.0;34.0;891.0
165.0;-899.0;-437.0;483.0;52.0;974.0
137.0;-931.0;-557.0;379.0;41.0;1110.0
102.0;-943.0;-1012.0;339.0;-50.0;1316.0
119.0;-921.0;-650.0;471.0;-145.0;782.0
95.0;-892.0;-854.0;524.0;-31.0;754.0
81.0;-872.0;-730.0;286.0;-323.0;644.0
79.0;-871.0;-782.0;353.0;-230.0;603.0
87.0;-939.0;-703.0;394.0;-160.0;516.0
88.0;-1035.0;-767.0;67.0;-82.0;555.0
210.0;-1189.0;-684.0;-112.0;-217.0;503.0
?;-1514.0;-651.0;244.0;-182.0;465.0
?;-1048.0;-671.0;177.0;-100.0;451.0
?;-1017.0;-675.0;112.0;-163.0;435.0
?;-899.0;-662.0;111.0;-231.0;430.0
?;-876.0;-671.0;136.0;-167.0;459.0
?;-794.0;-669.0;147.0;-87.0;479.0
?;-801.0;-699.0;157.0;-147.0;517.0
?;-761.0;-700.0;130.0;-157.0;500.0
?;-674.0;-700.0;169.0;-176.0;525.0
?;-689.0;-710.0;163.0;-164.0;565.0
?;-682.0;-710.0;174.0;-122.0;573.0
?;-673.0;-694.0;177.0;-103.0;558.0
?;-681.0;-684.0;175.0;-118.0;591.0
458.0;-709.0;-661.0;193.0;-110.0;602.0
463.0;-744.0;-641.0;169.0;-107.0;606.0
468.0;-756.0;-688.0;116.0;-108.0;668.0
476.0;-762.0;-751.0;109.0;-81.0;780.0
471.0;-799.0;-784.0;162.0;-50.0;679.0
483.0;-805.0;-823.0;164.0;-169.0;566.0
457.0;-799.0;-867.0;236.0;-315.0;612.0
436.0;-817.0;-865.0;312.0;-335.0;666.0
424.0;-820.0;-855.0;334.0;-278.0;684.0
399.0;-801.0;-851.0;322.0;-350.0;616.0
416.0;-899.0;-787.0;414.0;-424.0;541.0
429.0;-935.0;-750.0;492.0;-441.0;555.0
477.0;-893.0;-750.0;412.0;-401.0;593.0
463.0;-860.0;-749.0;384.0;-265.0;593.0
532.0;-879.0;-740.0;406.0;-226.0;606.0
545.0;-942.0;-736.0;399.0;-235.0;639.0
552.0;-961.0;-717.0;438.0;-265.0;661.0
522.0;-903.0;-722.0;417.0;-241.0;679.0
472.0;-820.0;-736.0;391.0;-227.0;696.0
460.0;-809.0;-731.0;442.0;-207.0;687.0
453.0;-827.0;-717.0;435.0;-236.0;709.0
449.0;-848.0;-716.0;405.0;-243.0;721.0
394.0;-902.0;-742.0;339.0;-140.0;611.0
407.0;-893.0;-758.0;324.0;-171.0;600.0
407.0;-889.0;-737.0;343.0;-178.0;571.0
418.0;-884.0;-759.0;349.0;-170.0;?
434.0;-878.0;-764.0;344.0;-162.0;?
440.0;-862.0;-743.0;341.0;-128.0;?
443.0;-863.0;-714.0;356.0;-114.0;?
448.0;-858.0;-694.0;309.0;-136.0;?
466.0;-843.0;-684.0;313.0;-137.0;?
461.0;-832.0;-726.0;304.0;-137.0;?
467.0;-825.0;-749.0;314.0;-173.0;855.0
460.0;-838.0;-676.0;249.0;-167.0;869.0
464.0;-862.0;-664.0;263.0;-91.0;860.0
456.0;-852.0;-622.0;426.0;-163.0;807.0
441.0;-819.0;-611.0;359.0;-87.0;755.0
401.0;-807.0;-613.0;289.0;-147.0;677.0
398.0;-874.0;-697.0;265.0;-149.0;614.0
398.0;-989.0;-653.0;271.0;-171.0;512.0
366.0;-1018.0;-688.0;289.0;-132.0;365.0
348.0;-1054.0;-701.0;258.0;-107.0;225.0
341.0;-1020.0;-809.0;228.0;-137.0;110.0
315.0;-983.0;-779.0;204.0;-191.0;-76.0
335.0;-934.0;-810.0;90.0;-208.0;-112.0
376.0;-892.0;-871.0;-171.0;-322.0;-212.0
404.0;-838.0;-848.0;-274.0;-483.0;-242.0
429.0;-812.0;-859.0;-173.0;-520.0;-308.0
518.0;-666.0;-895.0;-191.0;-414.0;-350.0
512.0;-577.0;-802.0;-380.0;-313.0;-281.0
594.0;-496.0;-860.0;-476.0;-337.0;-349.0
645.0;-360.0;-862.0;-515.0;-350.0;-333.0
741.0;-300.0;-869.0;-441.0;-410.0;-347.0
?;-250.0;-880.0;-484.0;-434.0;-289.0
?;-230.0;-850.0;-547.0;-424.0;-269.0
?;-159.0;-766.0;-536.0;-380.0;-299.0
?;-154.0;-783.0;-605.0;-359.0;-283.0
?;-115.0;-779.0;-555.0;-360.0;-312.0
?;-92.0;-767.0;-539.0;-346.0;-337.0
?;-87.0;-718.0;-544.0;-372.0;-374.0
?;-68.0;-749.0;-532.0;-355.0;-374.0
?;-85.0;-751.0;-557.0;-362.0;-324.0
?;-86.0;-729.0;-528.0;-345.0;-329.0
?;-84.0;-736.0;-526.0;-353.0;-321.0
835.0;-82.0;-740.0;-506.0;-324.0;-323.0
836.0;-61.0;-739.0;-505.0;-336.0;-289.0
848.0;-47.0;-740.0;-483.0;-342.0;-297.0
841.0;-35.0;-749.0;-474.0;-348.0;-311.0
833.0;-16.0;-750.0;-482.0;-349.0;-320.0
837.0;-29.0;-720.0;-495.0;-349.0;-299.0
829.0;-41.0;-741.0;-500.0;-362.0;-285.0
821.0;-34.0;-739.0;-475.0;-350.0;-288.0
820.0;-43.0;-738.0;-459.0;-354.0;-258.0
815.0;-51.0;-729.0;-462.0;-357.0;-259.0
821.0;-64.0;-745.0;-490.0;-366.0;-299.0
823.0;-57.0;-752.0;-469.0;-354.0;-301.0
821.0;-57.0;-767.0;-459.0;-354.0;-282.0
823.0;-64.0;-761.0;-483.0;-351.0;-294.0
812.0;-70.0;-733.0;-497.0;-388.0;-258.0
814.0;-74.0;-729.0;-448.0;-394.0;-272.0
796.0;-75.0;-735.0;-467.0;-363.0;-293.0
781.0;-88.0;-751.0;-484.0;-363.0;-290.0
805.0;-85.0;-730.0;-468.0;-377.0;-309.0
825.0;-88.0;-758.0;-472.0;-403.0;-320.0
823.0;-92.0;-770.0;-439.0;-371.0;-330.0
824.0;-94.0;-779.0;-434.0;-354.0;-338.0
804.0;-98.0;-772.0;-439.0;-368.0;-332.0
796.0;-99.0;-788.0;-446.0;-395.0;-362.0
810.0;-79.0;-783.0;-474.0;-396.0;-365.0
822.0;-75.0;-799.0;-480.0;-407.0;-355.0
820.0;-61.0;-792.0;-475.0;-431.0;-363.0
824.0;-60.0;-817.0;-436.0;-432.0;-365.0
840.0;-49.0;-822.0;-457.0;-430.0;-371.0
855.0;-50.0;-837.0;-412.0;-448.0;-351.0
864.0;-51.0;-840.0;-431.0;-436.0;-367.0
869.0;-50.0;-832.0;-398.0;-413.0;-373.0
879.0;-46.0;-835.0;-395.0;?;-359.0
883.0;-51.0;-850.0;-375.0;?;-349.0
895.0;-51.0;-849.0;-382.0;-393.0;-357.0
893.0;-55.0;-860.0;-339.0;-402.0;-358.0
902.0;-66.0;-850.0;-314.0;-390.0;-338.0
905.0;-71.0;-871.0;-281.0;-413.0;-286.0
909.0;-79.0;-868.0;-268.0;-429.0;?
910.0;-83.0;-872.0;-203.0;-399.0;?
319.0;-891.0;-524.0;605.0;-51.0;?
316.0;-937.0;-487.0;572.0;-78.0;918.0
317.0;-945.0;-494.0;561.0;-106.0;909.0
293.0;-974.0;-473.0;545.0;-99.0;882.0
283.0;-1010.0;-483.0;583.0;-123.0;904.0
251.0;-998.0;-477.0;578.0;-138.0;926.0
236.0;-998.0;-481.0;619.0;-79.0;917.0
211.0;-999.0;-533.0;635.0;-59.0;1038.0
215.0;-1001.0;-610.0;594.0;-43.0;998.0
204.0;-992.0;-509.0;583.0;-22.0;861.0
194.0;-993.0;-559.0;495.0;-24.0;774.0
185.0;-982.0;-607.0;459.0;-18.0;732.0
170.0;-989.0;-660.0;526.0;-77.0;757.0
162.0;-1002.0;-669.0;458.0;-73.0;788.0
161.0;-1003.0;-668.0;388.0;-94.0;729.0
178.0;-1090.0;-653.0;368.0;-71.0;700.0
250.0;-1146.0;-652.0;316.0;0.0;694.0
250.0;-1001.0;-669.0;327.0;-8.0;710.0
250.0;-934.0;-652.0;338.0;-79.0;733.0
?;-900.0;-638.0;286.0;-68.0;688.0
?;-925.0;-678.0;292.0;-48.0;682.0
?;-944.0;-647.0;294.0;-68.0;690.0
?;-921.0;-663.0;314.0;-88.0;670.0
?;-890.0;-719.0;323.0;-98.0;695.0
363.0;-876.0;-710.0;327.0;-111.0;744.0
367.0;-902.0;-686.0;343.0;-114.0;745.0
368.0;-903.0;-665.0;335.0;-98.0;751.0
360.0;-896.0;-714.0;342.0;-93.0;733.0
355.0;-897.0;-672.0;316.0;-97.0;734.0
345.0;-878.0;-655.0;315.0;-121.0;720.0
353.0;-859.0;-688.0;312.0;-122.0;714.0
364.0;-890.0;-699.0;322.0;-131.0;719.0
376.0;-919.0;-789.0;345.0;-158.0;732.0
374.0;-927.0;-743.0;338.0;-152.0;749.0
371.0;-921.0;-685.0;370.0;-125.0;685.0
386.0;-932.0;-724.0;352.0;-130.0;678.0
391.0;-921.0;-759.0;349.0;-118.0;696.0
370.0;-901.0;-774.0;374.0;-118.0;713.0
358.0;-907.0;-741.0;394.0;-89.0;700.0
387.0;-911.0;-750.0;394.0;-69.0;688.0
403.0;-947.0;-750.0;376.0;-79.0;677.0
385.0;-934.0;-772.0;384.0;-67.0;658.0
431.0;-910.0;-804.0;356.0;-56.0;647.0
418.0;-893.0;-803.0;311.0;-52.0;623.0
420.0;-928.0;-795.0;279.0;-99.0;584.0
444.0;-928.0;-804.0;284.0;-150.0;606.0
434.0;-930.0;-792.0;282.0;-125.0;596.0
437.0;-912.0;-783.0;283.0;-87.0;605.0
437.0;-888.0;-728.0;283.0;-87.0;658.0
427.0;-907.0;-732.0;277.0;-59.0;695.0
441.0;-906.0;-682.0;266.0;-25.0;722.0
471.0;-890.0;-656.0;261.0;25.0;?
?;-856.0;-616.0;273.0;5.0;?
?;-851.0;-609.0;239.0;15.0;?
?;-847.0;-565.0;193.0;67.0;?
470.0;-859.0;-520.0;171.0;79.0;?
437.0;-880.0;-464.0;118.0;48.0;?
410.0;-900.0;-365.0;89.0;23.0;?
377.0;-906.0;-302.0;94.0;-10.0;?
352.0;-913.0;-248.0;80.0;-15.0;?
310.0;-923.0;-357.0;67.0;-7.0;?
277.0;-936.0;-306.0;83.0;34.0;?
242.0;-939.0;-326.0;162.0;35.0;?
225.0;-935.0;-389.0;196.0;45.0;942.0
183.0;-940.0;-345.0;130.0;15.0;890.0
172.0;-946.0;-354.0;191.0;3.0;929.0
160.0;-963.0;-401.0;308.0;2.0;925.0
149.0;-945.0;-411.0;309.0;-54.0;922.0
124.0;-945.0;-403.0;347.0;-185.0;937.0
131.0;-949.0;-365.0;427.0;-142.0;890.0
173.0;-1061.0;-350.0;457.0;-62.0;876.0
210.0;-1031.0;-340.0;386.0;-59.0;885.0
132.0;-984.0;-331.0;407.0;-58.0;885.0
115.0;-972.0;-354.0;408.0;-38.0;884.0
156.0;-999.0;-368.0;347.0;-40.0;873.0
?;-996.0;-362.0;337.0;-9.0;866.0
?;-1017.0;-366.0;361.0;-14.0;869.0
?;-976.0;-347.0;381.0;-28.0;898.0
?;-952.0;-378.0;405.0;28.0;915.0
?;-937.0;-413.0;415.0;79.0;917.0
130.0;-943.0;-428.0;421.0;100.0;922.0
130.0;-958.0;-451.0;408.0;24.0;941.0
126.0;-958.0;-490.0;370.0;-45.0;1076.0
111.0;-947.0;-682.0;500.0;-77.0;1156.0
95.0;-933.0;-612.0;558.0;24.0;881.0
103.0;-948.0;-584.0;439.0;-39.0;709.0
124.0;-964.0;-647.0;352.0;-243.0;595.0
141.0;-980.0;-687.0;473.0;-229.0;699.0
128.0;-1002.0;-506.0;293.0;-74.0;?
128.0;-1006.0;-455.0;27.0;35.0;?
170.0;-1106.0;-448.0;173.0;-74.0;?
278.0;-1289.0;-405.0;397.0;-58.0;?
376.0;-1134.0;-394.0;348.0;17.0;?
423.0;-905.0;-393.0;206.0;-13.0;?
303.0;-871.0;-380.0;197.0;-9.0;?
276.0;-912.0;-421.0;275.0;45.0;?
253.0;-915.0;-398.0;290.0;73.0;?
269.0;-920.0;-431.0;277.0;30.0;?
212.0;-875.0;-435.0;279.0;53.0;?
135.0;-824.0;-476.0;318.0;143.0;?
110.0;-834.0;-467.0;284.0;102.0;?
125.0;-848.0;-570.0;297.0;-26.0;?
121.0;-855.0;-749.0;253.0;-52.0;1052.0
115.0;-859.0;-626.0;396.0;95.0;989.0
91.0;-848.0;-606.0;445.0;-20.0;805.0
95.0;-822.0;-670.0;423.0;49.0;799.0
89.0;-899.0;-728.0;254.0;55.0;813.0
163.0;-1015.0;-702.0;91.0;-223.0;819.0
152.0;-1074.0;-642.0;439.0;-388.0;743.0
147.0;-1111.0;-584.0;527.0;-282.0;784.0
209.0;-1233.0;-533.0;426.0;-164.0;787.0
305.0;-1126.0;-539.0;348.0;-32.0;827.0
284.0;-1003.0;-555.0;330.0;-88.0;832.0
316.0;-979.0;-526.0;423.0;-160.0;872.0
341.0;-995.0;-537.0;451.0;-138.0;817.0
336.0;-1021.0;-577.0;429.0;-110.0;777.0
276.0;-954.0;-572.0;447.0;-53.0;760.0
246.0;-924.0;-542.0;528.0;-43.0;825.0
227.0;-911.0;-540.0;481.0;-13.0;838.0
205.0;-938.0;-613.0;431.0;-53.0;918.0
201.0;-969.0;-641.0;394.0;-146.0;923.0
207.0;-984.0;-647.0;515.0;-103.0;834.0
217.0;-959.0;-608.0;440.0;-14.0;781.0
248.0;-920.0;-572.0;413.0;24.0;720.0
234.0;-925.0;-556.0;305.0;5.0;650.0
199.0;-948.0;-579.0;276.0;-94.0;650.0
214.0;-956.0;-649.0;227.0;-93.0;730.0
229.0;-1050.0;-621.0;173.0;-42.0;736.0
278.0;-1066.0;-624.0;124.0;-1.0;702.0
297.0;-1011.0;-615.0;173.0;2.0;666.0
307.0;-953.0;-600.0;243.0;-14.0;641.0
289.0;-891.0;-535.0;259.0;-12.0;690.0
282.0;-828.0;-582.0;215.0;-20.0;706.0
312.0;-817.0;-573.0;221.0;20.0;705.0
331.0;-879.0;-560.0;229.0;-7.0;735.0
322.0;-919.0;-570.0;270.0;17.0;787.0
316.0;-896.0;-607.0;273.0;1.0;865.0
303.0;-880.0;-608.0;252.0;-30.0;875.0
288.0;-838.0;-554.0;223.0;-73.0;784.0
259.0;-825.0;-539.0;249.0;-113.0;746.0
260.0;-848.0;-503.0;308.0;-109.0;789.0
263.0;-863.0;-514.0;360.0;-60.0;843.0
258.0;-887.0;-531.0;345.0;-22.0;868.0
254.0;-928.0;-535.0;310.0;39.0;841.0
262.0;-991.0;-525.0;319.0;74.0;838.0
265.0;-1029.0;-502.0;351.0;87.0;831.0
250.0;-956.0;-508.0;341.0;73.0;828.0
198.0;-912.0;-500.0;386.0;53.0;836.0
178.0;-905.0;-518.0;383.0;15.0;847.0
186.0;-935.0;-510.0;371.0;21.0;848.0
197.0;-971.0;-520.0;377.0;48.0;857.0
195.0;-981.0;-509.0;364.0;40.0;866.0
195.0;-969.0;-508.0;355.0;39.0;856.0
186.0;-958.0;-489.0;344.0;20.0;827.0
181.0;-942.0;-521.0;396.0;40.0;802.0
185.0;-949.0;?;382.0;26.0;804.0
179.0;-959.0;-482.0;390.0;23.0;796.0
175.0;-974.0;?;389.0;27.0;828.0
180.0;-983.0;?;392.0;19.0;829.0
177.0;-981.0;?;399.0;21.0;850.0
182.0;-966.0;?;388.0;39.0;858.0
186.0;-953.0;?;412.0;50.0;860.0
186.0;-934.0;?;394.0;50.0;891.0
188.0;-934.0;?;405.0;46.0;887.0
171.0;-924.0;?;379.0;64.0;877.0
161.0;-938.0;-441.0;345.0;63.0;867.0
155.0;-951.0;-439.0;351.0;58.0;866.0
152.0;-954.0;-409.0;372.0;52.0;848.0
149.0;-958.0;-421.0;385.0;39.0;856.0
148.0;-968.0;-406.0;385.0;59.0;833.0
146.0;-977.0;-433.0;394.0;80.0;845.0
138.0;-986.0;-442.0;374.0;88.0;855.0
140.0;-983.0;-416.0;359.0;75.0;843.0
132.0;-965.0;-444.0;346.0;59.0;831.0
129.0;-959.0;-447.0;350.0;74.0;832.0
114.0;-945.0;-463.0;331.0;79.0;855.0
119.0;-945.0;-472.0;331.0;91.0;917.0
105.0;-940.0;-547.0;317.0;157.0;965.0
113.0;-936.0;-625.0;281.0;120.0;971.0
117.0;-940.0;-587.0;297.0;31.0;791.0
119.0;-947.0;-702.0;351.0;-175.0;795.0
125.0;-924.0;-700.0;354.0;-96.0;829.0
126.0;-912.0;-681.0;352.0;-73.0;810.0
126.0;-931.0;-662.0;417.0;-246.0;797.0
161.0;-976.0;-604.0;505.0;-347.0;737.0
208.0;-1084.0;-589.0;457.0;-317.0;689.0
?;-1136.0;-628.0;476.0;-112.0;738.0
?;-977.0;-620.0;441.0;-16.0;737.0
?;-950.0;-602.0;453.0;-107.0;744.0
?;-1016.0;-652.0;473.0;-130.0;807.0
?;-1000.0;-623.0;484.0;-117.0;844.0
314.0;-995.0;-607.0;449.0;-71.0;796.0
278.0;-907.0;-555.0;405.0;-86.0;800.0
268.0;-858.0;-558.0;379.0;-81.0;785.0
282.0;-880.0;-544.0;381.0;-58.0;809.0
277.0;-922.0;-538.0;439.0;-77.0;862.0
270.0;-917.0;-559.0;415.0;-88.0;929.0
270.0;-958.0;-601.0;439.0;-101.0;921.0
271.0;-998.0;-608.0;404.0;-117.0;834.0
253.0;-952.0;-577.0;377.0;-105.0;797.0
238.0;-953.0;-555.0;382.0;-36.0;783.0
212.0;-928.0;-538.0;414.0;-10.0;805.0
196.0;-932.0;-541.0;425.0;-10.0;813.0
187.0;-969.0;-562.0;434.0;-40.0;836.0
225.0;-1031.0;-580.0;397.0;-22.0;835.0
260.0;-1065.0;-564.0;327.0;6.0;844.0
256.0;-1013.0;-576.0;404.0;-36.0;841.0
230.0;-955.0;-545.0;318.0;-22.0;837.0
209.0;-932.0;-553.0;305.0;-42.0;837.0
203.0;-948.0;-555.0;454.0;-39.0;846.0
200.0;?;-547.0;376.0;-35.0;840.0
210.0;?;-560.0;398.0;-20.0;829.0
219.0;?;-550.0;386.0;7.0;819.0
220.0;?;-550.0;383.0;-16.0;819.0
216.0;?;-539.0;393.0;-22.0;829.0
210.0;?;-544.0;402.0;-11.0;828.0
206.0;?;-560.0;399.0;-19.0;830.0
212.0;?;-561.0;426.0;-11.0;839.0
214.0;?;-553.0;395.0;-10.0;835.0
