Accelerometer LUA^ accZ;Accelerometer LUA^ accY;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LUA accX
23.0;980.0;281.0;933.0;18.0;962.0;1016.0;990.0;-1059.0;-258.0;-1001.0
28.0;881.0;303.0;872.0;55.0;913.0;903.0;837.0;-995.0;-245.0;-908.0
97.0;826.0;340.0;802.0;10.0;805.0;794.0;1034.0;-951.0;-183.0;-873.0
?;835.0;315.0;747.0;-27.0;730.0;804.0;1021.0;-943.0;-141.0;-877.0
153.0;845.0;331.0;759.0;-91.0;737.0;845.0;957.0;-977.0;-150.0;-909.0
187.0;913.0;402.0;807.0;-132.0;746.0;966.0;951.0;-997.0;-172.0;-942.0
235.0;907.0;476.0;922.0;-181.0;826.0;1163.0;1016.0;-1005.0;-186.0;-961.0
234.0;872.0;503.0;1041.0;-170.0;920.0;1224.0;1022.0;-955.0;-197.0;-935.0
234.0;772.0;553.0;1141.0;-190.0;1043.0;1345.0;1243.0;-850.0;-184.0;-857.0
275.0;763.0;592.0;1259.0;-208.0;1130.0;1583.0;1168.0;-789.0;-168.0;-814.0
304.0;788.0;533.0;1391.0;-196.0;1350.0;1542.0;1291.0;-821.0;-185.0;-861.0
358.0;880.0;379.0;1115.0;-230.0;1299.0;1104.0;1135.0;-870.0;-221.0;-921.0
432.0;1030.0;262.0;861.0;-328.0;892.0;1084.0;679.0;-989.0;-247.0;-1075.0
425.0;1081.0;217.0;951.0;-349.0;825.0;1304.0;1361.0;-1108.0;-302.0;-1181.0
420.0;1200.0;180.0;1009.0;-303.0;983.0;1270.0;1615.0;-1196.0;-399.0;-1223.0
406.0;1307.0;224.0;924.0;-257.0;942.0;1077.0;1364.0;-1361.0;-481.0;-1348.0
191.0;1124.0;137.0;791.0;-273.0;818.0;894.0;1220.0;-1447.0;-468.0;-1388.0
-72.0;872.0;230.0;812.0;-254.0;756.0;801.0;1168.0;-1203.0;-453.0;-1081.0
-86.0;828.0;314.0;849.0;-213.0;780.0;741.0;1118.0;-843.0;-419.0;-754.0
-53.0;918.0;342.0;842.0;-31.0;760.0;779.0;977.0;-900.0;-295.0;-790.0
-10.0;864.0;320.0;804.0;303.0;764.0;821.0;911.0;-1037.0;-104.0;-928.0
56.0;784.0;284.0;820.0;181.0;784.0;838.0;846.0;-933.0;-25.0;-849.0
154.0;751.0;286.0;855.0;-129.0;803.0;879.0;906.0;-794.0;-79.0;-779.0
205.0;769.0;311.0;828.0;-262.0;811.0;892.0;876.0;-768.0;-177.0;-771.0
207.0;776.0;355.0;811.0;-215.0;772.0;988.0;637.0;-819.0;-302.0;-797.0
230.0;825.0;434.0;875.0;-209.0;787.0;1113.0;940.0;-834.0;-316.0;-830.0
248.0;799.0;501.0;1051.0;-283.0;915.0;1268.0;408.0;-835.0;-237.0;-829.0
207.0;772.0;441.0;1104.0;-297.0;1008.0;1222.0;700.0;-832.0;-200.0;-822.0
186.0;778.0;509.0;1132.0;-244.0;1020.0;1337.0;554.0;-856.0;-267.0;-819.0
193.0;723.0;522.0;1169.0;-189.0;1089.0;1268.0;247.0;-850.0;-309.0;-808.0
264.0;784.0;540.0;1230.0;-192.0;1138.0;1174.0;690.0;-816.0;-265.0;-791.0
334.0;926.0;364.0;1072.0;-321.0;1027.0;1043.0;1937.0;-903.0;-264.0;-895.0
286.0;1027.0;281.0;1037.0;-345.0;829.0;1193.0;2241.0;-1056.0;-391.0;-1010.0
291.0;991.0;201.0;1195.0;-307.0;951.0;1372.0;418.0;-1133.0;-494.0;-1058.0
390.0;1131.0;184.0;1228.0;-330.0;1167.0;1335.0;1033.0;-1092.0;-427.0;-1067.0
342.0;1177.0;174.0;1064.0;-410.0;1102.0;1178.0;1090.0;-1235.0;-437.0;-1181.0
203.0;1129.0;186.0;966.0;-412.0;1001.0;1145.0;1151.0;-1226.0;-609.0;-1148.0
24.0;939.0;203.0;952.0;-307.0;980.0;1196.0;742.0;-1038.0;-758.0;-954.0
19.0;1044.0;248.0;937.0;-251.0;1009.0;1187.0;1058.0;-867.0;-627.0;-852.0
29.0;1137.0;300.0;?;-117.0;1013.0;1103.0;1005.0;-1058.0;-462.0;-1019.0
-24.0;1083.0;287.0;?;28.0;965.0;1002.0;934.0;-1172.0;-303.0;-1117.0
-2.0;891.0;352.0;?;118.0;882.0;937.0;1000.0;-1079.0;-193.0;-982.0
42.0;832.0;315.0;792.0;53.0;826.0;862.0;1034.0;-971.0;-156.0;-874.0
98.0;816.0;301.0;735.0;-23.0;761.0;800.0;960.0;-984.0;-166.0;-870.0
165.0;852.0;358.0;693.0;-85.0;698.0;820.0;957.0;-1019.0;-188.0;-903.0
243.0;876.0;393.0;780.0;-130.0;698.0;943.0;989.0;-1041.0;-215.0;-926.0
243.0;902.0;445.0;917.0;-178.0;808.0;1163.0;956.0;-1010.0;-234.0;-941.0
277.0;854.0;446.0;1073.0;-202.0;994.0;1304.0;998.0;-951.0;-233.0;-928.0
243.0;828.0;475.0;1217.0;-205.0;1155.0;1555.0;1024.0;-869.0;-184.0;-911.0
255.0;769.0;511.0;1386.0;-168.0;1305.0;1616.0;1214.0;-811.0;-129.0;-867.0
302.0;850.0;340.0;1283.0;-184.0;1443.0;1127.0;1284.0;-786.0;-114.0;-867.0
334.0;953.0;174.0;921.0;-201.0;1025.0;988.0;1331.0;-848.0;-155.0;-957.0
366.0;1054.0;200.0;999.0;-208.0;855.0;1269.0;683.0;-994.0;-197.0;-1106.0
348.0;1084.0;133.0;1058.0;-246.0;1056.0;1319.0;732.0;-1160.0;-216.0;-1216.0
388.0;1312.0;194.0;997.0;-308.0;1011.0;1061.0;1588.0;-1311.0;-244.0;-1343.0
267.0;1231.0;211.0;858.0;-326.0;829.0;870.0;1651.0;-1477.0;-345.0;-1393.0
-70.0;829.0;253.0;734.0;-164.0;693.0;775.0;1385.0;-1395.0;-499.0;-1149.0
-184.0;745.0;291.0;780.0;-57.0;703.0;788.0;1192.0;?;-466.0;-740.0
-82.0;933.0;328.0;792.0;-37.0;727.0;797.0;1078.0;?;-314.0;-755.0
-48.0;903.0;315.0;830.0;197.0;739.0;819.0;1078.0;?;-121.0;-953.0
15.0;792.0;267.0;864.0;175.0;783.0;877.0;941.0;?;-19.0;-875.0
91.0;751.0;284.0;887.0;-20.0;823.0;911.0;887.0;?;-140.0;-749.0
119.0;731.0;284.0;861.0;-153.0;837.0;905.0;926.0;?;-207.0;-721.0
151.0;734.0;347.0;880.0;-161.0;799.0;1018.0;921.0;?;-299.0;-729.0
211.0;781.0;359.0;1027.0;-193.0;877.0;1178.0;762.0;?;-297.0;-763.0
197.0;795.0;374.0;1156.0;-261.0;1011.0;1259.0;781.0;?;-316.0;-791.0
184.0;813.0;309.0;1145.0;-265.0;1100.0;1193.0;1041.0;-852.0;-293.0;-833.0
164.0;800.0;430.0;1049.0;-206.0;998.0;1181.0;53.0;?;-258.0;-842.0
174.0;751.0;466.0;1190.0;-162.0;1145.0;1086.0;365.0;-853.0;-230.0;-815.0
225.0;863.0;479.0;1080.0;-219.0;998.0;1052.0;272.0;-859.0;-222.0;-831.0
208.0;1019.0;369.0;1019.0;-253.0;872.0;1148.0;1217.0;-993.0;-300.0;-948.0
156.0;1059.0;324.0;1153.0;-205.0;915.0;1393.0;1900.0;-1147.0;-385.0;-1070.0
220.0;973.0;236.0;1305.0;-164.0;1154.0;1349.0;650.0;-1131.0;-356.0;-1063.0
363.0;1064.0;170.0;1152.0;-304.0;1148.0;1125.0;1042.0;-1045.0;-224.0;-1037.0
302.0;1094.0;154.0;990.0;-369.0;981.0;966.0;973.0;-1182.0;-428.0;-1127.0
147.0;?;145.0;924.0;-424.0;920.0;1073.0;1184.0;-1105.0;-625.0;-1055.0
57.0;?;232.0;963.0;-382.0;957.0;1121.0;964.0;-934.0;-656.0;-888.0
70.0;?;227.0;904.0;-290.0;947.0;1064.0;839.0;-1089.0;-571.0;-1049.0
26.0;?;309.0;914.0;-52.0;899.0;944.0;1066.0;-1253.0;-423.0;-1215.0
-5.0;?;?;549.0;117.0;804.0;881.0;1058.0;-1136.0;-282.0;-1097.0
-16.0;?;?;805.0;90.0;778.0;869.0;852.0;-954.0;-163.0;-916.0
77.0;?;?;778.0;43.0;779.0;861.0;1003.0;-931.0;-112.0;-889.0
171.0;860.0;?;893.0;-14.0;776.0;1023.0;931.0;-979.0;-93.0;-935.0
143.0;864.0;?;1077.0;-35.0;945.0;1155.0;893.0;-975.0;-187.0;-924.0
163.0;854.0;?;1148.0;-71.0;1101.0;1165.0;931.0;-927.0;-244.0;-880.0
206.0;832.0;250.0;1096.0;-121.0;1078.0;1240.0;1004.0;-874.0;-266.0;-854.0
223.0;805.0;363.0;1320.0;-135.0;1265.0;1421.0;998.0;-860.0;-208.0;-861.0
229.0;830.0;300.0;1201.0;-153.0;1271.0;997.0;1012.0;-828.0;-148.0;-859.0
254.0;985.0;121.0;797.0;-160.0;908.0;879.0;1409.0;-883.0;-131.0;-935.0
206.0;1024.0;191.0;937.0;-142.0;858.0;1284.0;?;-1097.0;-172.0;-1127.0
201.0;1012.0;191.0;1135.0;-107.0;1127.0;1390.0;?;-1171.0;-138.0;-1164.0
259.0;1193.0;200.0;1048.0;-198.0;1088.0;1220.0;?;-1154.0;-66.0;-1153.0
308.0;1248.0;251.0;863.0;-302.0;869.0;1005.0;?;-1335.0;-53.0;-1319.0
-43.0;804.0;221.0;789.0;-62.0;804.0;968.0;?;-1343.0;-180.0;-1145.0
-128.0;690.0;369.0;808.0;?;760.0;986.0;?;-827.0;-170.0;-644.0
-47.0;963.0;373.0;809.0;?;750.0;932.0;1173.0;-942.0;-111.0;-793.0
-165.0;890.0;369.0;847.0;?;801.0;915.0;1160.0;-1195.0;-198.0;-959.0
-11.0;799.0;339.0;855.0;?;822.0;929.0;1046.0;-1035.0;-135.0;-888.0
106.0;745.0;328.0;840.0;?;812.0;951.0;937.0;-882.0;-72.0;-803.0
104.0;731.0;300.0;828.0;-170.0;812.0;928.0;857.0;-842.0;-179.0;-755.0
114.0;731.0;312.0;810.0;-191.0;793.0;981.0;732.0;-826.0;-353.0;-747.0
239.0;746.0;317.0;922.0;-205.0;845.0;1109.0;605.0;-832.0;-306.0;-764.0
237.0;807.0;355.0;1067.0;?;937.0;1173.0;600.0;-864.0;-272.0;-802.0
202.0;756.0;308.0;1075.0;?;1020.0;1040.0;1054.0;-866.0;-284.0;-805.0
206.0;743.0;387.0;1054.0;?;959.0;1176.0;1319.0;-859.0;-319.0;-781.0
179.0;701.0;521.0;1257.0;?;1028.0;1364.0;445.0;-841.0;-275.0;-783.0
194.0;745.0;427.0;1306.0;?;1249.0;1017.0;188.0;-807.0;-242.0;-753.0
214.0;893.0;332.0;1045.0;?;989.0;1048.0;1080.0;-900.0;-252.0;-853.0
173.0;1001.0;275.0;1113.0;?;862.0;1371.0;2927.0;-1025.0;-346.0;-975.0
251.0;934.0;193.0;1386.0;?;1197.0;1404.0;731.0;-1076.0;-372.0;-1025.0
394.0;1068.0;153.0;1263.0;?;1294.0;1203.0;262.0;-974.0;-286.0;-951.0
369.0;1364.0;133.0;1015.0;?;1116.0;1042.0;1349.0;-1270.0;-315.0;-1241.0
96.0;1127.0;193.0;869.0;-360.0;982.0;1096.0;997.0;-1333.0;-572.0;-1248.0
65.0;994.0;178.0;871.0;-261.0;958.0;1180.0;980.0;-948.0;-652.0;-890.0
37.0;1229.0;281.0;931.0;-321.0;971.0;1075.0;946.0;-995.0;-492.0;-929.0
11.0;1250.0;311.0;883.0;-89.0;917.0;1058.0;1040.0;-1282.0;-410.0;-1204.0
-31.0;983.0;368.0;782.0;128.0;848.0;908.0;1035.0;-1259.0;-277.0;-1193.0
49.0;784.0;393.0;745.0;139.0;761.0;860.0;881.0;-1024.0;-70.0;-943.0
117.0;769.0;420.0;791.0;-19.0;734.0;869.0;982.0;-914.0;-34.0;-841.0
143.0;801.0;460.0;801.0;-121.0;720.0;957.0;898.0;-937.0;-105.0;-853.0
148.0;859.0;487.0;884.0;-85.0;772.0;1061.0;954.0;-1009.0;-239.0;-866.0
223.0;854.0;500.0;995.0;-104.0;877.0;1375.0;897.0;-995.0;-329.0;-890.0
315.0;900.0;478.0;1358.0;-216.0;1190.0;1666.0;972.0;-934.0;-264.0;-918.0
354.0;903.0;327.0;1460.0;-324.0;1461.0;1746.0;977.0;-858.0;-266.0;-921.0
346.0;876.0;335.0;1554.0;-302.0;1561.0;1742.0;996.0;-870.0;-309.0;-951.0
319.0;877.0;159.0;1357.0;-253.0;1560.0;1059.0;1208.0;-875.0;-317.0;-955.0
408.0;1025.0;-90.0;1052.0;-266.0;1066.0;1057.0;1437.0;-921.0;-273.0;-1014.0
386.0;1196.0;-52.0;1081.0;-311.0;1112.0;1288.0;991.0;-1090.0;-267.0;-1201.0
336.0;1322.0;-49.0;1077.0;-224.0;1245.0;1336.0;621.0;-1399.0;-284.0;-1454.0
219.0;1315.0;53.0;1037.0;-73.0;1081.0;1161.0;1396.0;-1593.0;-164.0;-1541.0
210.0;1485.0;113.0;980.0;-159.0;987.0;1024.0;2077.0;-1652.0;91.0;-1616.0
-429.0;865.0;214.0;910.0;-20.0;952.0;957.0;1742.0;-1500.0;-149.0;-1178.0
-452.0;802.0;299.0;897.0;401.0;903.0;913.0;1542.0;-980.0;-276.0;-724.0
-199.0;965.0;292.0;816.0;397.0;821.0;749.0;1582.0;-1122.0;149.0;-907.0
-159.0;925.0;272.0;672.0;182.0;674.0;663.0;1488.0;-1150.0;220.0;-963.0
-104.0;870.0;309.0;624.0;83.0;561.0;736.0;1330.0;-1047.0;47.0;-902.0
18.0;827.0;341.0;728.0;12.0;574.0;1028.0;1055.0;-986.0;-148.0;-842.0
66.0;814.0;359.0;948.0;-170.0;817.0;1063.0;1060.0;-943.0;-200.0;-825.0
96.0;781.0;380.0;937.0;-168.0;911.0;925.0;764.0;-921.0;-251.0;-807.0
132.0;650.0;416.0;871.0;-165.0;750.0;1025.0;696.0;-836.0;-264.0;-749.0
125.0;574.0;456.0;1028.0;-177.0;882.0;1112.0;354.0;-669.0;-303.0;-605.0
137.0;575.0;409.0;1008.0;-219.0;951.0;1097.0;196.0;-583.0;-331.0;-547.0
218.0;791.0;452.0;1179.0;-265.0;999.0;1260.0;198.0;-674.0;-368.0;-634.0
206.0;855.0;353.0;1277.0;-281.0;1200.0;1000.0;453.0;-924.0;-362.0;-883.0
176.0;814.0;?;1078.0;-259.0;963.0;1115.0;33.0;-892.0;-407.0;-826.0
276.0;871.0;?;1264.0;-321.0;1035.0;1384.0;1589.0;-831.0;-345.0;-756.0
250.0;960.0;?;1331.0;-314.0;1243.0;1473.0;1068.0;-973.0;-337.0;-892.0
281.0;980.0;?;1302.0;-325.0;1286.0;1423.0;563.0;-1026.0;-376.0;-940.0
302.0;1262.0;?;1176.0;-409.0;1266.0;1314.0;1174.0;-1128.0;-344.0;-1080.0
73.0;1039.0;?;979.0;-373.0;1150.0;1065.0;1629.0;-1253.0;-489.0;-1167.0
-46.0;1059.0;?;?;-173.0;945.0;861.0;911.0;-963.0;-581.0;-897.0
-17.0;1182.0;259.0;?;-152.0;751.0;806.0;1006.0;-1129.0;-462.0;-1044.0
-75.0;1185.0;344.0;?;-22.0;639.0;780.0;1153.0;-1269.0;-378.0;-1191.0
39.0;999.0;325.0;?;158.0;593.0;816.0;1059.0;-1278.0;-198.0;-1143.0
113.0;888.0;410.0;?;195.0;535.0;806.0;1176.0;-1226.0;-47.0;-1089.0
128.0;731.0;500.0;?;29.0;582.0;995.0;1067.0;-1076.0;-18.0;-961.0
105.0;574.0;476.0;866.0;-123.0;770.0;1100.0;889.0;-865.0;-160.0;-738.0
184.0;525.0;432.0;1029.0;-209.0;941.0;1230.0;886.0;-743.0;-288.0;-577.0
344.0;627.0;419.0;1167.0;-271.0;1096.0;?;962.0;-678.0;-333.0;-596.0
409.0;802.0;448.0;1336.0;-324.0;1303.0;?;853.0;-679.0;-282.0;-720.0
374.0;902.0;380.0;1475.0;-334.0;1471.0;?;773.0;-711.0;-278.0;-874.0
367.0;999.0;308.0;1433.0;-261.0;1590.0;?;1177.0;-794.0;-230.0;-1026.0
296.0;1030.0;221.0;1285.0;-236.0;1489.0;?;1254.0;-964.0;-210.0;-1143.0
225.0;1003.0;100.0;1103.0;-142.0;1218.0;?;1374.0;-1089.0;-237.0;-1156.0
244.0;1228.0;60.0;1090.0;-134.0;1059.0;?;1379.0;-1236.0;-214.0;-1240.0
196.0;1301.0;86.0;1055.0;-103.0;1158.0;?;1324.0;-1447.0;-198.0;-1409.0
119.0;1310.0;119.0;893.0;37.0;966.0;?;337.0;-1598.0;-205.0;-1459.0
124.0;1256.0;146.0;872.0;54.0;908.0;?;1169.0;-1621.0;-51.0;-1401.0
-131.0;963.0;223.0;828.0;-157.0;859.0;?;1782.0;-1449.0;-63.0;-1154.0
-333.0;761.0;329.0;701.0;-42.0;732.0;?;1682.0;-1122.0;-320.0;-744.0
-221.0;846.0;383.0;591.0;181.0;544.0;?;1259.0;-1087.0;-370.0;-776.0
-176.0;728.0;384.0;562.0;205.0;526.0;709.0;1350.0;-1079.0;-134.0;-840.0
-77.0;699.0;395.0;549.0;123.0;566.0;880.0;1169.0;-874.0;35.0;-744.0
25.0;751.0;332.0;653.0;-23.0;606.0;982.0;1037.0;-856.0;20.0;-775.0
135.0;721.0;296.0;834.0;-174.0;696.0;1053.0;?;-876.0;-204.0;-780.0
155.0;613.0;228.0;980.0;-250.0;804.0;1024.0;?;-737.0;-412.0;-656.0
225.0;600.0;223.0;1066.0;-282.0;980.0;1108.0;?;-604.0;-439.0;-546.0
279.0;620.0;266.0;1138.0;-293.0;1119.0;1318.0;?;-631.0;-290.0;-545.0
366.0;558.0;365.0;1192.0;-353.0;1195.0;1342.0;?;-637.0;-102.0;-577.0
192.0;585.0;404.0;1159.0;-316.0;1102.0;1314.0;?;-679.0;-304.0;-602.0
81.0;772.0;416.0;1281.0;-205.0;1178.0;1139.0;?;-744.0;-533.0;-687.0
84.0;900.0;271.0;1081.0;-286.0;1102.0;937.0;372.0;-834.0;-451.0;-872.0
170.0;975.0;205.0;924.0;-241.0;895.0;1109.0;1075.0;-981.0;-278.0;-1014.0
285.0;1068.0;246.0;1048.0;-235.0;946.0;1423.0;2126.0;-1103.0;-104.0;-1094.0
321.0;1097.0;242.0;1229.0;-307.0;1183.0;1403.0;?;-1208.0;-173.0;-1138.0
266.0;1131.0;222.0;1190.0;-300.0;1216.0;1281.0;?;-1167.0;-370.0;-1068.0
183.0;1148.0;307.0;1195.0;-348.0;1137.0;1207.0;?;-1268.0;-438.0;-1129.0
46.0;880.0;238.0;1091.0;-278.0;1121.0;1134.0;?;-1094.0;-480.0;-966.0
26.0;875.0;203.0;1043.0;-184.0;1112.0;1026.0;?;-872.0;-395.0;-773.0
126.0;1072.0;189.0;917.0;-91.0;984.0;1016.0;1203.0;-1018.0;-270.0;-922.0
136.0;1183.0;174.0;792.0;-92.0;899.0;991.0;1051.0;-1259.0;-207.0;-1170.0
171.0;1086.0;274.0;742.0;-60.0;834.0;897.0;938.0;-1248.0;-213.0;-1188.0
134.0;1092.0;339.0;612.0;-39.0;687.0;838.0;870.0;-1192.0;-212.0;-1126.0
106.0;1048.0;412.0;559.0;-34.0;552.0;963.0;876.0;-1160.0;-237.0;-1091.0
63.0;836.0;504.0;542.0;-9.0;547.0;1021.0;844.0;-1121.0;-255.0;-1039.0
91.0;705.0;569.0;681.0;18.0;606.0;1081.0;771.0;-962.0;-213.0;-878.0
134.0;732.0;602.0;859.0;-12.0;722.0;1253.0;914.0;-896.0;-168.0;-791.0
213.0;692.0;686.0;1135.0;-114.0;989.0;1519.0;952.0;-840.0;-220.0;-758.0
200.0;585.0;680.0;1402.0;-89.0;1306.0;1732.0;991.0;-737.0;-344.0;-681.0
323.0;622.0;462.0;1586.0;-120.0;1571.0;1828.0;1245.0;-672.0;-375.0;-611.0
417.0;732.0;248.0;1440.0;-292.0;1666.0;1555.0;1412.0;-665.0;-277.0;-733.0
480.0;930.0;143.0;1011.0;-491.0;1351.0;1160.0;1483.0;-760.0;-267.0;-916.0
477.0;1146.0;134.0;931.0;-471.0;1081.0;1265.0;1436.0;-957.0;-362.0;-1122.0
484.0;1331.0;212.0;1128.0;-407.0;1140.0;1356.0;1064.0;-1281.0;-410.0;-1431.0
347.0;1436.0;292.0;1001.0;-333.0;1089.0;1102.0;294.0;-1535.0;-389.0;-1613.0
124.0;1316.0;308.0;825.0;-13.0;903.0;982.0;922.0;-1753.0;-249.0;-1633.0
-127.0;941.0;342.0;785.0;182.0;819.0;934.0;1431.0;-1655.0;19.0;-1379.0
-162.0;787.0;377.0;753.0;-37.0;803.0;946.0;1624.0;-1228.0;137.0;-890.0
-188.0;828.0;388.0;752.0;-72.0;749.0;830.0;1688.0;-1066.0;-173.0;-711.0
-65.0;863.0;368.0;694.0;28.0;645.0;?;1262.0;-1176.0;-435.0;-775.0
-10.0;693.0;350.0;693.0;-38.0;580.0;?;1412.0;-1075.0;-431.0;-763.0
76.0;626.0;373.0;694.0;-84.0;579.0;?;1124.0;-876.0;-311.0;-676.0
154.0;693.0;388.0;778.0;-170.0;667.0;?;1028.0;-821.0;-237.0;-690.0
174.0;662.0;392.0;830.0;-214.0;724.0;930.0;836.0;-806.0;-291.0;-677.0
187.0;630.0;456.0;827.0;-259.0;755.0;967.0;708.0;-757.0;-396.0;-645.0
202.0;593.0;523.0;859.0;-291.0;767.0;1069.0;510.0;-661.0;-516.0;-593.0
200.0;605.0;536.0;910.0;-291.0;841.0;1137.0;520.0;-618.0;-517.0;-571.0
246.0;655.0;524.0;964.0;-311.0;894.0;1291.0;571.0;-620.0;-463.0;-633.0
260.0;707.0;509.0;1074.0;-310.0;1021.0;1339.0;446.0;-707.0;-431.0;-704.0
293.0;732.0;537.0;1099.0;-350.0;1057.0;1501.0;594.0;-777.0;-450.0;-788.0
331.0;769.0;592.0;1299.0;-412.0;1248.0;1442.0;379.0;-817.0;-497.0;-788.0
297.0;803.0;567.0;1270.0;-452.0;1252.0;1118.0;1274.0;-839.0;-537.0;-785.0
302.0;812.0;432.0;1015.0;-435.0;1029.0;836.0;1946.0;-929.0;-573.0;-813.0
320.0;868.0;347.0;926.0;-441.0;779.0;1151.0;896.0;-958.0;-521.0;-845.0
334.0;926.0;235.0;1148.0;-403.0;941.0;1333.0;625.0;-1081.0;-429.0;-932.0
384.0;1127.0;232.0;1270.0;-372.0;1121.0;1376.0;1261.0;-1156.0;-354.0;-1038.0
327.0;1298.0;154.0;1263.0;-459.0;1174.0;1348.0;1246.0;-1359.0;-311.0;-1258.0
168.0;1102.0;72.0;1175.0;-431.0;1187.0;1319.0;857.0;-1335.0;-457.0;-1196.0
17.0;895.0;105.0;1205.0;-243.0;1255.0;1254.0;978.0;-1049.0;-589.0;-935.0
517.0;840.0;254.0;1310.0;-423.0;1685.0;1589.0;1090.0;-610.0;-167.0;-813.0
591.0;1093.0;236.0;1292.0;-429.0;1460.0;1509.0;1369.0;-754.0;-102.0;-1076.0
570.0;1334.0;232.0;1256.0;-424.0;1427.0;1425.0;1495.0;-1007.0;?;-1353.0
436.0;1368.0;231.0;1134.0;-326.0;1258.0;1172.0;1319.0;-1393.0;?;-1541.0
299.0;1347.0;316.0;941.0;-151.0;960.0;1020.0;1181.0;-1638.0;?;-1508.0
134.0;1065.0;400.0;836.0;-65.0;890.0;994.0;597.0;-1798.0;?;-1404.0
-172.0;860.0;426.0;731.0;-136.0;743.0;922.0;1251.0;-1618.0;?;-1078.0
-188.0;839.0;486.0;608.0;-12.0;572.0;812.0;2065.0;-1350.0;?;-801.0
-25.0;858.0;442.0;?;-63.0;465.0;778.0;1268.0;-1349.0;-450.0;-921.0
27.0;738.0;412.0;?;-44.0;461.0;791.0;1475.0;-1123.0;-411.0;-904.0
178.0;775.0;463.0;?;-135.0;527.0;885.0;1245.0;-934.0;-300.0;-806.0
237.0;751.0;494.0;780.0;-320.0;652.0;988.0;1106.0;-871.0;-373.0;-794.0
264.0;629.0;495.0;923.0;-315.0;801.0;1041.0;1000.0;-785.0;-490.0;-704.0
302.0;543.0;513.0;1026.0;-340.0;899.0;1172.0;918.0;-614.0;-522.0;-562.0
297.0;502.0;501.0;1081.0;-367.0;1022.0;1093.0;772.0;-526.0;-517.0;-495.0
303.0;571.0;477.0;1012.0;-369.0;980.0;1148.0;510.0;-531.0;-491.0;-508.0
326.0;634.0;537.0;1176.0;-420.0;1078.0;1073.0;433.0;-613.0;-499.0;-592.0
336.0;745.0;368.0;1011.0;-463.0;970.0;976.0;518.0;-730.0;-535.0;-694.0
327.0;857.0;267.0;1061.0;-441.0;852.0;1311.0;472.0;-863.0;-529.0;-796.0
376.0;977.0;157.0;1261.0;-451.0;1142.0;1424.0;421.0;-972.0;-455.0;-886.0
379.0;932.0;158.0;1292.0;-458.0;1269.0;1436.0;413.0;-1083.0;-371.0;-993.0
407.0;1052.0;145.0;1291.0;-473.0;1342.0;1301.0;2022.0;-1006.0;-374.0;-921.0
305.0;1054.0;222.0;1148.0;-476.0;1262.0;1141.0;1043.0;-1198.0;-398.0;-1081.0
25.0;902.0;269.0;995.0;-314.0;1117.0;1010.0;514.0;-1012.0;-545.0;-908.0
36.0;1082.0;319.0;841.0;-178.0;929.0;1053.0;1322.0;-947.0;-461.0;-826.0
43.0;1138.0;352.0;778.0;-61.0;900.0;1092.0;1713.0;-1185.0;-305.0;-1079.0
22.0;1119.0;342.0;745.0;41.0;810.0;1063.0;699.0;-1268.0;-190.0;-1176.0
82.0;1009.0;314.0;528.0;54.0;701.0;964.0;1311.0;-1266.0;-119.0;-1143.0
142.0;860.0;402.0;574.0;-69.0;609.0;911.0;867.0;-1194.0;-120.0;-1069.0
125.0;771.0;436.0;599.0;-140.0;600.0;953.0;819.0;-1063.0;-204.0;-917.0
128.0;686.0;526.0;799.0;-142.0;684.0;1178.0;829.0;-943.0;-361.0;-790.0
160.0;654.0;565.0;1104.0;-108.0;965.0;1544.0;772.0;-926.0;-408.0;-718.0
203.0;655.0;564.0;1409.0;-174.0;1319.0;1675.0;839.0;-853.0;-367.0;-715.0
255.0;675.0;474.0;1470.0;-217.0;1467.0;1806.0;847.0;-751.0;-269.0;-703.0
292.0;743.0;356.0;1545.0;-194.0;1617.0;1666.0;1071.0;-709.0;-196.0;-723.0
365.0;916.0;181.0;1205.0;-189.0;1483.0;1267.0;1184.0;-730.0;-159.0;-855.0
401.0;1199.0;106.0;1178.0;-232.0;1240.0;1291.0;1395.0;-898.0;-182.0;-1133.0
363.0;1398.0;62.0;1236.0;-235.0;1213.0;1283.0;1394.0;-1200.0;-244.0;-1443.0
247.0;1431.0;106.0;1091.0;-143.0;1164.0;1142.0;1358.0;-1550.0;-291.0;-1601.0
109.0;1387.0;197.0;997.0;-5.0;1001.0;1094.0;967.0;-1607.0;-283.0;-1554.0
-97.0;1122.0;291.0;946.0;61.0;961.0;940.0;556.0;-1703.0;-177.0;-1454.0
-296.0;940.0;337.0;807.0;113.0;849.0;761.0;1593.0;-1407.0;-171.0;-1121.0
-317.0;893.0;391.0;630.0;140.0;634.0;670.0;1608.0;-1143.0;-192.0;-833.0
-229.0;854.0;382.0;586.0;292.0;566.0;722.0;1487.0;-1223.0;-216.0;-889.0
-78.0;810.0;395.0;659.0;272.0;605.0;801.0;1554.0;-1091.0;-98.0;-870.0
72.0;879.0;398.0;731.0;37.0;668.0;781.0;1123.0;-985.0;-25.0;-866.0
