InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ
422.0;-323.0;153.0;75;-595.0;-591.0;594.0
460.0;-203.0;396.0;81;-336.0;-287.0;120.0
307.0;29.0;18.0;64;-1015.0;-597.0;67.0
-82.0;89.0;-11.0;117;-919.0;-315.0;-10.0
339.0;-9.0;-384.0;9;-92.0;-303.0;458.0
-858.0;343.0;-532.0;-59;-538.0;-12.0;202.0
-198.0;-45.0;-195.0;137;-813.0;-381.0;36.0
-34.0;-292.0;14.0;54;-430.0;-384.0;231.0
-297.0;-114.0;135.0;85;-1142.0;-493.0;337.0
284.0;-50.0;-289.0;74;-72.0;-284.0;-74.0
345.0;40.0;-349.0;73;2.0;-239.0;75.0
472.0;-397.0;496.0;62;-335.0;-490.0;583.0
580.0;46.0;-195.0;21;12.0;23.0;291.0
251.0;76.0;-256.0;61;-122.0;-167.0;66.0
-633.0;157.0;119.0;170;-426.0;7.0;-40.0
-120.0;9.0;-119.0;-187;-293.0;-210.0;309.0
113.0;-364.0;341.0;29;-409.0;-367.0;443.0
-375.0;11.0;-87.0;145;-942.0;-338.0;48.0
282.0;-339.0;417.0;63;-509.0;-385.0;497.0
-505.0;38.0;52.0;158;-389.0;-69.0;-197.0
156.0;-169.0;306.0;120;-773.0;-313.0;187.0
504.0;-54.0;224.0;82;-228.0;-89.0;-598.0
-182.0;402.0;-553.0;30;-475.0;-13.0;-140.0
-584.0;439.0;-624.0;28;-75.0;152.0;-158.0
233.0;-495.0;457.0;18;-818.0;-646.0;590.0
-133.0;161.0;-500.0;-87;-546.0;-490.0;-133.0
-227.0;169.0;6.0;64;-641.0;-63.0;-398.0
157.0;-117.0;304.0;171;-419.0;-271.0;-197.0
-610.0;165.0;140.0;163;-146.0;212.0;165.0
-477.0;-78.0;338.0;37;-781.0;-163.0;91.0
-486.0;27.0;136.0;136;-308.0;-37.0;99.0
-426.0;69.0;-12.0;-120;-786.0;-231.0;131.0
-494.0;473.0;-808.0;161;-402.0;66.0;-497.0
-492.0;22.0;95.0;135;-781.0;-164.0;51.0
51.0;-146.0;163.0;84;-181.0;-199.0;254.0
311.0;-296.0;468.0;137;-516.0;-189.0;422.0
-318.0;131.0;-434.0;-4;203.0;16.0;189.0
-150.0;-84.0;-58.0;126;-826.0;-413.0;181.0
-663.0;124.0;-333.0;1;111.0;26.0;344.0
-102.0;-211.0;399.0;71;-568.0;-364.0;299.0
-476.0;-32.0;295.0;45;-1.0;85.0;295.0
-716.0;134.0;152.0;-163;-150.0;17.0;151.0
