InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit R-SHOE EuY
18;213.0;254.0;-19;941.0;-20
-9;215.0;258.0;-19;940.0;-21
-28;219.0;260.0;-19;949.0;-21
-42;221.0;260.0;-19;945.0;-21
-50;221.0;261.0;-19;948.0;-21
-49;221.0;263.0;-18;946.0;-22
-54;219.0;263.0;-18;945.0;-22
-62;216.0;261.0;-18;948.0;-22
-64;215.0;260.0;-18;945.0;-22
-63;216.0;260.0;-18;948.0;-24
-61;217.0;261.0;-16;940.0;-27
-59;216.0;265.0;-13;944.0;-33
-59;213.0;268.0;-10;941.0;-40
-61;206.0;272.0;-6;941.0;?
-60;199.0;277.0;0;940.0;?
-59;195.0;281.0;6;937.0;?
-58;195.0;287.0;8;939.0;?
-58;204.0;301.0;8;930.0;?
-59;197.0;305.0;7;925.0;?
-59;213.0;312.0;6;905.0;?
-59;235.0;320.0;3;902.0;?
-59;257.0;332.0;-4;894.0;?
-60;275.0;343.0;-10;893.0;?
-60;295.0;355.0;-15;892.0;?
-59;311.0;364.0;-20;892.0;?
-59;324.0;370.0;-20;896.0;?
-59;336.0;374.0;-20;893.0;?
-59;349.0;377.0;-20;897.0;?
-59;350.0;376.0;-18;896.0;-31
-60;338.0;367.0;-16;910.0;-32
-59;324.0;359.0;-14;918.0;-34
-59;315.0;353.0;-12;933.0;-36
-59;309.0;350.0;-10;941.0;-40
-52;304.0;348.0;-11;952.0;-41
-51;305.0;348.0;-14;967.0;-34
-17;306.0;350.0;-18;974.0;-26
28;294.0;344.0;-19;991.0;-24
13;290.0;345.0;-20;995.0;-24
-7;303.0;353.0;-20;1010.0;-24
-16;315.0;358.0;-20;1013.0;-24
-18;478.0;456.0;-3;959.0;-25
20;487.0;465.0;-4;960.0;-22
32;499.0;477.0;-5;962.0;-21
8;508.0;489.0;-5;968.0;-21
-8;522.0;495.0;-5;962.0;-21
-21;536.0;498.0;-5;971.0;-21
-33;547.0;500.0;-5;964.0;-21
-37;555.0;507.0;-5;968.0;-21
-38;555.0;514.0;-4;961.0;-21
-46;555.0;517.0;-4;961.0;-21
-58;557.0;519.0;-4;955.0;-21
-67;561.0;519.0;-4;949.0;-22
-75;567.0;518.0;-4;950.0;-22
-79;571.0;517.0;-3;939.0;-25
-80;572.0;520.0;-1;939.0;-30
-76;575.0;525.0;1;932.0;-35
-69;580.0;531.0;7;932.0;-46
-67;584.0;538.0;20;924.0;-62
-65;587.0;546.0;29;919.0;-63
-63;583.0;548.0;25;913.0;-59
-62;587.0;553.0;22;908.0;-60
-62;589.0;548.0;19;904.0;-57
-62;593.0;547.0;15;892.0;-53
-62;597.0;544.0;14;893.0;-51
-62;599.0;536.0;8;882.0;-45
-59;608.0;534.0;4;882.0;-42
-60;616.0;538.0;4;872.0;-43
-55;627.0;543.0;5;869.0;-46
-52;639.0;547.0;7;862.0;-47
-43;644.0;554.0;3;856.0;-36
1;644.0;563.0;-1;856.0;-25
20;644.0;571.0;-1;846.0;-23
4;647.0;575.0;-1;847.0;-23
-10;650.0;574.0;-1;840.0;-23
-28;655.0;568.0;-1;839.0;-23
-37;662.0;567.0;-1;829.0;-23
-44;664.0;569.0;0;825.0;-25
-58;674.0;568.0;0;820.0;-25
-69;676.0;579.0;1;811.0;-29
-77;678.0;585.0;3;805.0;-33
-81;681.0;582.0;4;789.0;-38
-76;687.0;578.0;10;784.0;-49
-70;687.0;579.0;17;768.0;-60
-67;689.0;581.0;19;762.0;-62
-66;688.0;586.0;16;748.0;-60
-66;688.0;591.0;8;739.0;-55
-66;690.0;592.0;-2;727.0;-48
-65;695.0;585.0;-9;712.0;-43
-66;704.0;575.0;-16;701.0;-41
-64;708.0;570.0;-23;688.0;-40
-64;712.0;568.0;-27;688.0;-40
-62;718.0;571.0;-28;672.0;-43
-59;723.0;578.0;-26;670.0;-46
-57;723.0;587.0;-28;656.0;-38
-26;722.0;596.0;-31;648.0;-28
1;722.0;602.0;-33;639.0;-25
-9;723.0;606.0;-33;626.0;-24
-29;721.0;610.0;-33;623.0;-25
-42;720.0;609.0;-33;608.0;-25
-47;725.0;608.0;-33;605.0;-25
-51;726.0;606.0;-33;589.0;-25
-60;727.0;606.0;-32;589.0;-26
-71;722.0;608.0;-32;581.0;-27
-81;719.0;610.0;-30;576.0;-30
-86;717.0;612.0;-29;566.0;-34
-84;717.0;611.0;-27;557.0;-37
-78;717.0;609.0;-20;555.0;-50
-73;714.0;610.0;-8;538.0;-61
-70;707.0;612.0;-9;538.0;-58
-69;698.0;616.0;-17;522.0;-56
-68;704.0;619.0;-22;518.0;-54
-68;704.0;620.0;-36;503.0;-47
-68;705.0;616.0;-41;495.0;-46
-66;707.0;604.0;-41;486.0;-45
-66;711.0;595.0;-47;476.0;-41
-63;710.0;590.0;-43;476.0;-44
-59;710.0;588.0;-41;466.0;-50
-59;709.0;591.0;-46;471.0;-40
-30;704.0;599.0;-53;465.0;-29
5;700.0;607.0;-58;470.0;-25
-5;696.0;611.0;-60;466.0;-21
-28;693.0;608.0;-61;469.0;-21
-37;689.0;602.0;-61;468.0;-21
-46;687.0;596.0;-61;466.0;-21
-54;686.0;593.0;-61;470.0;-22
-61;680.0;590.0;-62;463.0;-21
-72;676.0;586.0;-61;474.0;-24
-80;670.0;584.0;-60;472.0;-27
-82;666.0;581.0;-61;478.0;-26
-82;663.0;575.0;-53;475.0;-39
-76;660.0;569.0;-35;479.0;-57
-70;654.0;565.0;-23;481.0;-62
-68;647.0;563.0;-22;480.0;-61
-67;639.0;563.0;-25;486.0;-60
-66;637.0;562.0;-25;485.0;-57
-67;627.0;558.0;-29;493.0;-50
-66;622.0;548.0;-32;488.0;-44
-66;619.0;536.0;-28;493.0;-43
-65;616.0;527.0;-25;490.0;-43
-63;613.0;521.0;-24;493.0;-41
-61;608.0;519.0;-23;495.0;-44
-61;601.0;520.0;-24;498.0;-42
-53;592.0;524.0;-27;513.0;-35
-25;581.0;526.0;-32;520.0;-27
-11;572.0;527.0;-36;541.0;-22
-31;562.0;526.0;-37;545.0;-21
-40;555.0;522.0;-37;560.0;-21
-45;551.0;513.0;-38;567.0;-21
-53;548.0;505.0;-38;571.0;-22
-57;544.0;497.0;-39;569.0;-22
-66;537.0;491.0;-38;570.0;-24
-75;527.0;486.0;-37;578.0;-29
-81;516.0;484.0;-36;580.0;-33
-78;506.0;478.0;-31;591.0;-42
-71;499.0;473.0;-21;591.0;-54
-68;491.0;468.0;?;602.0;-59
-66;480.0;462.0;?;605.0;-59
-65;465.0;461.0;?;616.0;-56
-65;454.0;458.0;?;625.0;-49
-64;437.0;446.0;?;628.0;-42
-64;425.0;429.0;-34;635.0;-37
-63;416.0;415.0;-30;626.0;-37
-61;411.0;402.0;-24;630.0;-37
-60;408.0;393.0;-23;624.0;-37
-58;403.0;390.0;-19;631.0;-47
-49;394.0;390.0;-18;631.0;-44
-23;382.0;391.0;-23;641.0;-31
5;368.0;390.0;-26;656.0;-26
-3;356.0;389.0;-28;665.0;-23
-34;345.0;387.0;-28;682.0;-23
-46;339.0;376.0;-28;683.0;-24
-48;330.0;366.0;-28;697.0;-23
-52;318.0;344.0;-28;689.0;-24
-58;318.0;331.0;-28;690.0;-26
-69;305.0;318.0;-27;686.0;-30
-77;293.0;310.0;-26;692.0;-35
-75;286.0;302.0;-22;696.0;-44
-70;282.0;297.0;-14;695.0;-55
-68;278.0;293.0;-8;702.0;-59
-65;270.0;288.0;-11;702.0;-57
-63;259.0;285.0;-14;720.0;-54
-63;248.0;280.0;-15;720.0;-50
-62;236.0;268.0;-17;724.0;-45
-63;215.0;250.0;-15;723.0;-42
-61;201.0;236.0;-12;718.0;-41
-60;196.0;227.0;-11;712.0;-41
-57;188.0;217.0;-10;708.0;-43
-53;181.0;212.0;-8;?;-45
-56;174.0;210.0;-8;?;-45
-32;159.0;207.0;-12;?;-32
1;145.0;204.0;-16;?;-22
4;136.0;201.0;-16;?;-23
-1;133.0;201.0;-16;?;-22
-17;141.0;203.0;-16;796.0;-22
-37;146.0;207.0;-16;806.0;-23
-40;137.0;208.0;-16;813.0;-22
-43;133.0;208.0;-16;821.0;-23
-53;125.0;205.0;-15;821.0;-25
-55;120.0;202.0;-15;833.0;-26
-58;113.0;199.0;-15;827.0;-28
-66;104.0;196.0;-14;836.0;-30
-70;97.0;194.0;-14;834.0;-30
-72;91.0;192.0;-14;836.0;-33
-67;84.0;189.0;-13;839.0;-36
-57;74.0;183.0;-12;838.0;-40
-49;66.0;177.0;-8;848.0;-51
-44;61.0;172.0;-2;843.0;-60
-43;53.0;167.0;-1;853.0;-59
?;44.0;163.0;-3;851.0;-58
?;23.0;150.0;-6;854.0;-58
?;-1.0;142.0;-9;843.0;-56
?;-26.0;128.0;-6;828.0;-51
?;-20.0;124.0;-4;822.0;-46
?;-20.0;120.0;-11;807.0;-41
-41;-19.0;119.0;-21;803.0;-28
-41;-16.0;119.0;-26;789.0;-18
-41;-16.0;119.0;-28;790.0;-11
-41;-24.0;117.0;-30;776.0;-2
-39;-34.0;111.0;-31;773.0;3
-41;-45.0;101.0;-32;763.0;1
-37;-58.0;89.0;-34;761.0;-5
-29;-69.0;76.0;-30;767.0;-15
-17;-74.0;63.0;-27;774.0;-22
18;-76.0;53.0;-26;790.0;-24
43;-79.0;44.0;-25;795.0;-25
46;-74.0;35.0;-25;814.0;-25
44;-58.0;38.0;-25;814.0;-25
34;-48.0;39.0;-25;825.0;-25
24;-43.0;40.0;-24;829.0;-25
9;-37.0;42.0;-24;828.0;-25
-9;-33.0;44.0;-24;832.0;-25
-21;-32.0;43.0;-24;827.0;-25
-32;-32.0;40.0;-24;830.0;-25
-39;-33.0;39.0;-24;817.0;-25
-42;-33.0;39.0;-24;822.0;-25
-46;-33.0;40.0;-24;812.0;-25
-48;-30.0;43.0;-24;811.0;-26
-50;-25.0;48.0;-24;807.0;-26
-52;-20.0;56.0;-23;800.0;-27
-50;-13.0;66.0;-23;800.0;-28
-45;?;78.0;-22;791.0;-32
-44;?;91.0;-17;792.0;-42
-45;?;106.0;-13;776.0;-53
-44;24.0;121.0;-7;774.0;-65
-44;35.0;139.0;0;761.0;-74
-45;46.0;155.0;4;760.0;?
-45;43.0;165.0;4;751.0;?
-45;51.0;178.0;3;744.0;?
-45;64.0;191.0;1;743.0;?
-45;76.0;202.0;-1;737.0;-65
-45;84.0;211.0;-7;746.0;-62
-45;91.0;218.0;-13;746.0;-58
-45;97.0;224.0;-19;763.0;-51
-45;100.0;226.0;-29;766.0;-39
-45;106.0;229.0;-33;774.0;-34
-45;113.0;231.0;-34;770.0;-31
-46;118.0;233.0;-39;771.0;-15
-46;120.0;234.0;-38;780.0;-3
-46;121.0;232.0;-36;778.0;-4
-47;120.0;229.0;-38;788.0;-5
-49;116.0;225.0;-41;778.0;-10
-50;114.0;220.0;-42;789.0;-18
-49;118.0;217.0;-40;787.0;-22
-17;119.0;214.0;-39;795.0;-23
51;118.0;208.0;-39;799.0;-24
71;121.0;203.0;-39;806.0;-23
53;127.0;202.0;-39;821.0;-23
48;132.0;201.0;-39;816.0;-23
34;132.0;199.0;-39;825.0;-24
20;130.0;199.0;-38;818.0;-24
1;130.0;199.0;-38;829.0;-24
-23;131.0;199.0;-38;825.0;-24
-34;129.0;199.0;-38;828.0;-24
-41;126.0;197.0;?;822.0;-25
-41;178.0;297.0;?;763.0;-45
-41;186.0;299.0;?;762.0;-35
-42;189.0;298.0;?;776.0;-26
-41;191.0;298.0;?;775.0;-18
-42;192.0;297.0;?;784.0;-12
-42;194.0;293.0;?;778.0;-9
-40;194.0;290.0;?;778.0;-6
-47;194.0;288.0;?;776.0;-9
-41;?;285.0;?;768.0;-10
-51;?;282.0;?;775.0;-13
-48;?;279.0;?;765.0;-23
-42;?;273.0;?;770.0;-26
-82;?;?;?;765.0;-26
43;?;?;-38;776.0;-26
163;?;?;-38;777.0;-26
95;?;?;-38;786.0;-26
60;?;?;-38;789.0;-26
42;?;?;-37;787.0;-26
12;?;?;-37;801.0;-26
-6;?;?;-37;794.0;-26
-28;?;?;-37;799.0;-27
-39;?;?;-37;791.0;-27
-48;?;?;-37;801.0;-27
-51;105.0;?;-37;795.0;-28
-51;101.0;?;-37;796.0;-28
-52;99.0;?;-36;793.0;-28
-52;99.0;180.0;-36;784.0;-29
-53;99.0;180.0;-36;790.0;-29
-55;101.0;181.0;-35;777.0;-31
-54;104.0;184.0;-33;782.0;-34
-52;107.0;188.0;-30;774.0;-38
-50;110.0;193.0;-23;776.0;-50
-50;110.0;200.0;-17;767.0;-62
-50;111.0;209.0;-12;762.0;-70
-50;114.0;220.0;-6;761.0;-80
-50;116.0;231.0;-5;749.0;-81
-50;115.0;241.0;-9;753.0;-74
-50;122.0;247.0;-9;738.0;-73
-50;133.0;252.0;-12;744.0;-70
-50;144.0;258.0;-22;734.0;-61
-50;154.0;266.0;-30;747.0;-55
-50;159.0;270.0;-36;750.0;-49
-50;162.0;273.0;-42;757.0;-40
-50;166.0;275.0;-46;768.0;-32
-50;167.0;273.0;-47;767.0;-26
-50;166.0;271.0;-47;779.0;-17
-50;164.0;267.0;-48;773.0;-9
-50;162.0;262.0;-46;785.0;-4
-50;159.0;256.0;-47;777.0;-5
-50;153.0;251.0;-52;784.0;-8
-50;147.0;245.0;-54;781.0;-10
-51;143.0;239.0;-52;783.0;-17
-52;142.0;234.0;-47;790.0;-24
-53;140.0;231.0;-46;784.0;-25
-49;137.0;227.0;-46;797.0;-25
-44;132.0;222.0;-45;796.0;-25
-33;129.0;218.0;-45;815.0;-25
-10;130.0;213.0;-45;812.0;-25
4;128.0;206.0;-45;822.0;-25
9;123.0;200.0;-45;824.0;-25
6;118.0;191.0;-45;825.0;?
0;112.0;180.0;-45;836.0;?
-5;104.0;168.0;-45;827.0;-25
-14;98.0;157.0;-45;838.0;-25
-21;94.0;149.0;-44;830.0;-25
-23;87.0;142.0;-45;836.0;-25
-25;78.0;133.0;-45;832.0;-25
-24;67.0;124.0;-45;842.0;-25
-25;61.0;117.0;-45;838.0;-25
-30;58.0;111.0;-45;835.0;-25
-30;56.0;107.0;-45;834.0;-25
-28;53.0;105.0;-45;822.0;-25
-27;52.0;?;-45;832.0;-25
-26;52.0;?;-45;822.0;-25
-26;53.0;?;-45;829.0;-25
-26;56.0;?;-45;818.0;-26
-23;62.0;?;-44;818.0;-27
-20;71.0;130.0;-43;811.0;-29
-20;82.0;144.0;-40;804.0;-34
-20;93.0;161.0;-34;809.0;-43
-20;102.0;180.0;-26;800.0;-56
-20;109.0;199.0;-21;807.0;-64
-20;107.0;213.0;-21;795.0;-64
-20;110.0;225.0;-18;801.0;-69
-20;115.0;232.0;-15;795.0;-74
-20;120.0;239.0;-21;797.0;-67
-20;124.0;246.0;-25;798.0;-64
-20;131.0;254.0;-26;801.0;-63
-20;132.0;258.0;-35;810.0;-54
-20;130.0;258.0;-41;807.0;-45
-20;126.0;256.0;-42;820.0;-39
-20;123.0;255.0;-44;810.0;-36
-20;118.0;252.0;-45;817.0;-32
-20;111.0;248.0;-48;810.0;-23
-20;103.0;244.0;-49;809.0;-17
-20;95.0;237.0;-49;806.0;-13
-20;88.0;231.0;-47;801.0;-9
-20;82.0;223.0;-45;806.0;-8
-20;76.0;215.0;-46;792.0;-7
-20;71.0;207.0;-48;799.0;-9
-20;66.0;198.0;-50;790.0;-12
-20;62.0;190.0;-52;795.0;-12
-20;59.0;182.0;-52;786.0;-15
-20;55.0;175.0;-48;790.0;-21
-18;48.0;166.0;-45;799.0;-26
-14;38.0;155.0;-45;805.0;-27
-12;27.0;142.0;-46;826.0;-27
-3;20.0;129.0;-46;824.0;-27
9;15.0;118.0;-46;842.0;-27
20;17.0;110.0;-45;834.0;-27
33;17.0;105.0;-45;844.0;-27
?;14.0;102.0;-45;841.0;-27
?;16.0;101.0;-45;848.0;-27
?;19.0;99.0;-46;850.0;-27
?;21.0;94.0;-45;844.0;-27
?;22.0;88.0;-45;847.0;-27
?;26.0;86.0;-46;832.0;-27
?;34.0;86.0;-46;843.0;-27
?;42.0;86.0;-46;830.0;-27
?;50.0;87.0;-46;832.0;-27
?;59.0;89.0;-46;828.0;-27
-12;68.0;93.0;-46;826.0;-27
-17;77.0;98.0;-47;827.0;-27
-20;87.0;104.0;-47;819.0;-27
-23;97.0;111.0;-47;828.0;-27
-25;107.0;118.0;-47;814.0;-27
-27;116.0;125.0;-46;825.0;-27
-30;125.0;132.0;-46;809.0;-27
-27;134.0;140.0;-46;813.0;-27
-24;143.0;149.0;-46;810.0;-27
-24;151.0;161.0;-46;810.0;-27
-24;157.0;173.0;-46;815.0;-27
-24;162.0;186.0;-46;810.0;-27
-24;165.0;199.0;-46;823.0;-27
-24;164.0;210.0;-46;816.0;-28
-24;163.0;222.0;-47;826.0;-28
-24;165.0;234.0;-45;817.0;-30
-24;167.0;244.0;-43;819.0;-32
-24;171.0;254.0;-39;812.0;-38
-24;174.0;262.0;-35;806.0;-44
-24;176.0;269.0;-34;802.0;-46
-24;179.0;274.0;-31;792.0;-48
-24;181.0;279.0;-34;802.0;-46
-24;182.0;283.0;-41;783.0;-41
-24;181.0;285.0;-50;791.0;-37
-24;178.0;286.0;-60;783.0;-30
-24;174.0;285.0;-63;789.0;-26
-24;172.0;284.0;-61;788.0;-25
-24;170.0;283.0;-60;787.0;-23
-24;166.0;281.0;-60;796.0;-22
-24;161.0;280.0;-61;791.0;-23
-24;155.0;279.0;-61;805.0;-23
-24;151.0;277.0;-61;793.0;-23
-24;149.0;275.0;-61;805.0;-24
-24;148.0;273.0;-61;799.0;-24
-24;145.0;271.0;-61;805.0;-24
-24;141.0;267.0;-60;808.0;-24
-24;139.0;265.0;-60;809.0;-24
-24;138.0;264.0;-60;819.0;-23
-24;137.0;262.0;-59;811.0;-23
-24;135.0;260.0;-59;822.0;-23
-24;134.0;258.0;-59;812.0;-23
-24;131.0;256.0;-59;828.0;-23
-24;129.0;254.0;-59;820.0;-23
-24;127.0;252.0;-59;823.0;-23
-24;126.0;251.0;-59;823.0;-23
-24;127.0;250.0;-59;820.0;-23
-24;128.0;249.0;-58;827.0;-23
-24;128.0;248.0;-58;818.0;-23
-24;127.0;246.0;-58;830.0;-23
-24;128.0;245.0;-58;820.0;-23
-24;128.0;243.0;-58;830.0;-23
-24;129.0;241.0;-58;822.0;-23
-24;129.0;240.0;-58;823.0;-23
-24;132.0;239.0;-58;826.0;-23
-24;134.0;238.0;-58;825.0;-23
-24;137.0;238.0;-58;836.0;-23
-24;138.0;237.0;-58;824.0;-23
-24;139.0;236.0;-58;837.0;-23
-24;139.0;235.0;-59;827.0;-23
-24;139.0;234.0;-59;838.0;-23
-24;139.0;234.0;-58;832.0;-23
-24;139.0;234.0;-58;834.0;-23
-24;140.0;234.0;-58;837.0;-23
-24;141.0;234.0;-59;832.0;-23
-24;141.0;235.0;-59;838.0;-23
-24;142.0;235.0;-59;827.0;-23
-24;142.0;236.0;-59;844.0;-23
-24;142.0;236.0;-59;831.0;-23
-24;144.0;237.0;-59;840.0;-23
-24;144.0;238.0;-59;836.0;-23
-24;146.0;238.0;-59;837.0;-23
-24;147.0;239.0;-59;841.0;-23
-24;148.0;240.0;-59;833.0;-23
-24;149.0;241.0;?;846.0;-23
-24;150.0;242.0;?;835.0;-23
-24;152.0;243.0;?;848.0;-23
-24;153.0;243.0;?;835.0;-23
-24;156.0;245.0;?;844.0;-23
-24;158.0;247.0;?;839.0;-23
-24;160.0;249.0;?;840.0;-23
-24;163.0;251.0;?;844.0;-23
-24;164.0;252.0;?;836.0;-23
-24;167.0;254.0;?;846.0;-23
-24;169.0;256.0;?;834.0;-23
-24;170.0;258.0;-59;844.0;-23
-24;172.0;261.0;-59;831.0;-23
-24;172.0;263.0;-59;840.0;-23
-24;173.0;265.0;-59;835.0;-23
-24;174.0;266.0;-59;831.0;-23
-24;175.0;268.0;-59;835.0;-23
-24;176.0;270.0;-59;824.0;-23
-24;176.0;271.0;-59;837.0;-23
-24;176.0;273.0;-59;824.0;-23
-24;177.0;274.0;-58;832.0;-23
-24;177.0;276.0;-58;823.0;-23
-24;177.0;276.0;-58;826.0;-23
-25;178.0;278.0;-58;821.0;-23
-25;179.0;279.0;-57;816.0;-23
-28;180.0;280.0;-57;822.0;-23
-33;182.0;280.0;-57;812.0;-23
-35;184.0;280.0;-57;823.0;-23
-38;188.0;279.0;-56;807.0;-23
-43;194.0;279.0;-56;813.0;-23
-53;202.0;279.0;-56;802.0;-23
-66;212.0;280.0;-56;805.0;-24
-79;224.0;?;-56;801.0;-24
-89;235.0;?;-56;794.0;-24
-93;245.0;?;-56;800.0;-24
-107;254.0;?;-56;783.0;-24
-122;264.0;?;-55;788.0;-24
-125;274.0;?;-55;772.0;-24
-123;285.0;?;-55;780.0;-24
-122;299.0;308.0;-55;767.0;-24
-122;314.0;316.0;-56;768.0;-24
-122;329.0;326.0;-56;756.0;-24
-122;342.0;338.0;-56;741.0;-24
-122;357.0;352.0;-59;740.0;-23
-123;373.0;368.0;-62;716.0;-21
-123;388.0;384.0;-61;717.0;-20
-111;716.0;661.0;-7;929.0;-33
-105;722.0;663.0;-6;941.0;-33
-117;730.0;663.0;-6;956.0;-33
-129;732.0;667.0;-6;954.0;-33
-131;734.0;670.0;-6;969.0;-33
-164;737.0;670.0;?;957.0;-33
-139;741.0;667.0;?;974.0;-33
-192;744.0;665.0;?;967.0;-33
-156;747.0;663.0;-6;979.0;-33
142;749.0;660.0;-6;976.0;-33
197;751.0;657.0;-6;982.0;-33
133;754.0;654.0;-6;989.0;-33
162;756.0;650.0;-6;985.0;-33
140;759.0;646.0;-6;998.0;-34
147;761.0;641.0;-6;989.0;-34
150;764.0;636.0;-6;1001.0;-34
146;767.0;631.0;-5;994.0;-36
152;770.0;625.0;-5;1007.0;-36
147;773.0;620.0;-4;1005.0;-37
145;775.0;615.0;-4;1007.0;-39
143;777.0;611.0;-2;1011.0;-42
142;779.0;606.0;0;1004.0;-47
142;780.0;603.0;2;1018.0;-53
142;780.0;602.0;6;1007.0;-61
142;779.0;602.0;13;1019.0;-72
142;778.0;601.0;18;1005.0;-73
142;781.0;594.0;19;1011.0;-69
141;784.0;588.0;19;1008.0;-70
141;787.0;582.0;19;1006.0;-72
141;790.0;578.0;18;1009.0;-78
141;790.0;577.0;16;1000.0;-84
141;789.0;578.0;14;1010.0;-84
140;788.0;579.0;11;995.0;-76
140;787.0;581.0;6;1005.0;-62
140;787.0;581.0;2;995.0;-54
141;787.0;581.0;-3;1000.0;-44
139;786.0;582.0;-7;1000.0;-34
141;785.0;584.0;-9;997.0;-27
141;783.0;586.0;-12;1001.0;-15
138;782.0;588.0;-13;992.0;-9
146;780.0;590.0;-12;1004.0;-11
134;779.0;591.0;-11;991.0;-15
151;777.0;592.0;-10;1003.0;-21
137;775.0;594.0;-9;994.0;-25
137;775.0;594.0;-8;1000.0;-29
188;772.0;595.0;-6;996.0;-33
-5;767.0;599.0;-6;994.0;-34
-121;762.0;604.0;-6;1002.0;-34
-53;762.0;607.0;-6;988.0;-34
-78;766.0;605.0;-6;999.0;-34
-92;771.0;602.0;-6;989.0;-34
-126;774.0;601.0;-6;998.0;-34
-124;777.0;602.0;-6;989.0;-34
-197;780.0;601.0;-6;993.0;-34
-119;782.0;601.0;-6;992.0;-34
170;784.0;601.0;-7;989.0;-34
169;785.0;602.0;-7;995.0;-34
132;786.0;603.0;-7;986.0;-34
163;788.0;603.0;-7;999.0;-34
140;790.0;603.0;-8;987.0;-34
152;792.0;602.0;-8;995.0;-34
147;794.0;601.0;-8;989.0;-34
145;794.0;601.0;-7;992.0;-35
149;793.0;603.0;-5;992.0;-40
146;793.0;603.0;-3;989.0;-45
149;794.0;602.0;1;992.0;-54
150;794.0;602.0;7;978.0;-70
151;790.0;607.0;11;992.0;-82
151;786.0;612.0;16;981.0;-83
151;786.0;610.0;18;986.0;-80
150;791.0;602.0;18;977.0;-78
150;799.0;591.0;17;980.0;-81
150;801.0;586.0;15;982.0;-79
150;799.0;587.0;13;976.0;-77
150;?;588.0;?;985.0;-73
151;?;588.0;?;978.0;-59
149;?;588.0;?;989.0;-56
152;?;588.0;?;976.0;-49
149;?;587.0;?;986.0;-29
150;?;585.0;?;981.0;-19
155;785.0;583.0;?;?;-10
142;782.0;583.0;?;?;-7
167;779.0;583.0;?;?;-11
134;775.0;583.0;?;?;-14
166;770.0;585.0;?;?;-19
168;767.0;587.0;?;?;-25
-113;764.0;586.0;?;?;-28
-140;761.0;586.0;?;?;-29
-33;758.0;588.0;-9;?;-29
-73;758.0;589.0;-9;?;-29
-77;760.0;589.0;-9;?;-29
-93;764.0;588.0;-9;?;-29
-101;767.0;586.0;-9;976.0;-29
-190;770.0;584.0;-9;966.0;-29
-34;772.0;583.0;-9;979.0;-29
214;773.0;584.0;-9;968.0;-29
155;775.0;585.0;-9;975.0;-29
146;777.0;584.0;-9;971.0;-30
159;779.0;585.0;-9;972.0;-30
136;781.0;585.0;-9;974.0;-31
150;783.0;584.0;-8;?;-31
145;785.0;583.0;-8;?;-33
151;786.0;582.0;-7;?;-36
154;?;581.0;-5;?;-40
152;?;580.0;-2;?;-50
153;?;578.0;3;?;-62
154;?;575.0;9;?;-80
156;?;576.0;13;?;-88
156;?;574.0;15;?;-80
156;?;567.0;15;?;-77
156;?;559.0;13;?;-80
156;?;555.0;11;?;-79
156;?;554.0;8;?;-75
156;?;555.0;4;961.0;-67
156;794.0;556.0;0;968.0;-60
155;791.0;557.0;-5;965.0;-48
157;788.0;557.0;-11;967.0;-36
153;785.0;556.0;-15;967.0;-22
160;783.0;555.0;-18;960.0;-14
153;778.0;555.0;-19;968.0;-8
156;772.0;555.0;-18;963.0;-1
166;767.0;555.0;-18;975.0;-7
138;763.0;554.0;-18;963.0;-12
198;759.0;555.0;-18;969.0;-16
89;756.0;555.0;-16;963.0;-24
-122;749.0;552.0;-16;962.0;-26
-61;744.0;552.0;-16;966.0;-26
-30;740.0;557.0;-16;958.0;-26
-81;740.0;564.0;-16;969.0;-26
-65;745.0;567.0;-16;956.0;-26
-114;751.0;568.0;-16;968.0;-27
-121;755.0;568.0;-16;958.0;-27
-148;758.0;573.0;-15;970.0;-27
-212;762.0;577.0;-15;969.0;-27
37;766.0;579.0;-15;969.0;-28
220;771.0;582.0;-15;971.0;-28
147;775.0;585.0;-15;962.0;-28
165;780.0;588.0;-15;976.0;-29
166;784.0;590.0;-14;965.0;-31
158;788.0;592.0;-14;976.0;-32
175;791.0;592.0;-10;966.0;-39
167;794.0;593.0;-8;972.0;?
170;794.0;593.0;-3;968.0;?
170;793.0;593.0;5;965.0;?
170;792.0;597.0;10;?;?
171;791.0;599.0;14;?;?
171;793.0;595.0;16;?;?
171;799.0;586.0;14;?;?
171;803.0;581.0;12;?;?
171;802.0;582.0;9;?;?
171;801.0;584.0;0;?;?
170;799.0;586.0;-8;?;?
174;797.0;588.0;-13;973.0;?
168;795.0;589.0;-19;983.0;?
174;793.0;589.0;-25;977.0;-26
171;792.0;588.0;-30;988.0;-14
167;790.0;587.0;-30;979.0;-5
187;787.0;587.0;-28;995.0;-3
147;783.0;586.0;-28;988.0;-7
212;779.0;585.0;-32;996.0;-10
125;774.0;586.0;-32;1001.0;-15
-165;772.0;585.0;-32;1001.0;-23
-106;767.0;582.0;-33;1009.0;-26
-20;762.0;582.0;-33;1004.0;-25
-60;758.0;588.0;-33;1021.0;-26
-53;758.0;593.0;-33;1014.0;-26
-68;764.0;591.0;-33;1029.0;-26
-87;767.0;590.0;-33;1022.0;-26
-120;770.0;590.0;-33;1032.0;-26
