InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-80.0;33.0;47.0;64.0;-15.0;-176;30.0;10.0
27.0;-9.0;51.0;-21.0;75.0;-176;-39.0;13.0
-21.0;0.0;19.0;8.0;-16.0;-176;35.0;-13.0
-93.0;-4.0;-23.0;31.0;-8.0;-176;29.0;-10.0
-90.0;41.0;76.0;-16.0;-83.0;-177;-25.0;-23.0
-37.0;-11.0;12.0;-35.0;27.0;-176;34.0;-6.0
-5.0;-26.0;48.0;22.0;-26.0;-176;47.0;-13.0
-142.0;-19.0;1.0;21.0;-26.0;-174;5.0;-53.0
-14.0;10.0;50.0;16.0;-20.0;-176;34.0;2.0
-25.0;-2.0;-33.0;22.0;5.0;-177;12.0;-30.0
-29.0;2.0;92.0;-16.0;-22.0;-176;9.0;6.0
-80.0;-23.0;83.0;-17.0;-17.0;-176;10.0;-33.0
-92.0;68.0;51.0;-46.0;-49.0;-179;30.0;23.0
-16.0;9.0;66.0;-7.0;-35.0;-171;-1.0;-13.0
-113.0;10.0;29.0;-45.0;-85.0;-174;-40.0;42.0
-66.0;42.0;-8.0;-10.0;-57.0;-177;48.0;-12.0
-150.0;40.0;-13.0;-66.0;-82.0;-177;18.0;2.0
-97.0;35.0;24.0;-43.0;-95.0;-174;-38.0;39.0
-34.0;-3.0;46.0;26.0;15.0;-178;25.0;-11.0
-26.0;-14.0;54.0;6.0;23.0;-178;6.0;0.0
-47.0;5.0;55.0;17.0;-36.0;-176;-3.0;-24.0
-67.0;27.0;74.0;-69.0;-43.0;-174;-50.0;-8.0
-154.0;30.0;33.0;-14.0;-44.0;-174;7.0;-10.0
-111.0;25.0;74.0;-6.0;-17.0;-179;39.0;-25.0
-58.0;-24.0;86.0;-12.0;-90.0;-175;44.0;-52.0
-64.0;-24.0;10.0;-23.0;15.0;-179;60.0;-26.0
-39.0;17.0;-15.0;26.0;-13.0;-176;38.0;19.0
-44.0;0.0;-2.0;24.0;-16.0;-177;24.0;25.0
-42.0;-8.0;31.0;-11.0;26.0;-179;68.0;-1.0
-32.0;-14.0;38.0;14.0;-60.0;-177;25.0;-1.0
-31.0;-17.0;76.0;23.0;26.0;-178;7.0;15.0
-139.0;-6.0;56.0;-26.0;-29.0;-174;-36.0;-10.0
-25.0;15.0;40.0;-28.0;28.0;-179;69.0;-24.0
-34.0;-42.0;58.0;10.0;-10.0;-174;26.0;-7.0
-54.0;19.0;-11.0;6.0;-11.0;-174;27.0;32.0
-80.0;3.0;-15.0;28.0;11.0;-176;-48.0;15.0
-164.0;7.0;25.0;-75.0;-127.0;-177;-136.0;34.0
-21.0;38.0;-15.0;26.0;-24.0;-174;-21.0;4.0
-143.0;-12.0;74.0;-45.0;-12.0;-174;-1.0;5.0
-49.0;34.0;-12.0;45.0;-36.0;-171;-18.0;15.0
-39.0;25.0;24.0;20.0;-22.0;-174;18.0;-14.0
-81.0;-19.0;-79.0;-13.0;-69.0;-176;16.0;-11.0
26.0;-4.0;-40.0;56.0;69.0;-176;124.0;16.0
-75.0;-8.0;-31.0;28.0;-49.0;-177;58.0;-11.0
-54.0;-17.0;63.0;22.0;-38.0;-176;64.0;0.0
-82.0;-7.0;21.0;20.0;-20.0;-177;71.0;-3.0
19.0;-7.0;38.0;-42.0;-2.0;-177;48.0;-28.0
-126.0;-49.0;79.0;-55.0;-70.0;-178;-76.0;19.0
-39.0;-12.0;79.0;19.0;-18.0;-177;45.0;21.0
-84.0;-46.0;-29.0;-31.0;-56.0;-176;86.0;0.0
-63.0;26.0;103.0;5.0;64.0;-176;-50.0;-15.0
-30.0;42.0;64.0;-36.0;2.0;-177;33.0;2.0
-147.0;6.0;53.0;-28.0;-134.0;-177;19.0;23.0
-105.0;-15.0;-30.0;-86.0;-85.0;-177;-18.0;13.0
-108.0;-17.0;-182.0;-33.0;-64.0;-176;116.0;8.0
-45.0;-6.0;61.0;-40.0;-19.0;-174;29.0;-18.0
-45.0;-30.0;-49.0;-7.0;-37.0;-176;57.0;-9.0
-117.0;13.0;40.0;-43.0;-39.0;-177;12.0;42.0
-93.0;-10.0;36.0;-92.0;-111.0;-177;-71.0;48.0
-13.0;-5.0;40.0;17.0;-72.0;-177;-29.0;-20.0
-161.0;-5.0;72.0;-39.0;-90.0;-177;19.0;25.0
-59.0;-8.0;14.0;-37.0;-33.0;-177;92.0;16.0
-103.0;-18.0;-1.0;-60.0;-37.0;-177;-46.0;44.0
-95.0;-30.0;3.0;-30.0;-83.0;-177;-49.0;43.0
-130.0;-18.0;18.0;-68.0;-139.0;-177;-43.0;31.0
-179.0;-16.0;54.0;-114.0;-103.0;-176;-108.0;14.0
-35.0;-1.0;34.0;-27.0;-15.0;-179;68.0;-9.0
-37.0;-20.0;-35.0;-7.0;-17.0;-179;48.0;-5.0
-92.0;73.0;-3.0;-61.0;-50.0;-177;7.0;25.0
-4.0;-33.0;-14.0;-11.0;-51.0;-179;-30.0;0.0
-27.0;10.0;49.0;-11.0;25.0;-177;22.0;-25.0
-53.0;-27.0;59.0;-7.0;-3.0;-177;78.0;-36.0
-33.0;-46.0;-132.0;-35.0;-7.0;-177;37.0;44.0
-4.0;-17.0;14.0;6.0;-23.0;-177;65.0;-11.0
-153.0;-15.0;-65.0;39.0;-92.0;-177;-13.0;42.0
14.0;30.0;25.0;-7.0;-73.0;-176;8.0;-15.0
-71.0;0.0;-53.0;33.0;-10.0;-177;17.0;-12.0
-114.0;24.0;-4.0;34.0;-25.0;-177;-5.0;29.0
-58.0;-9.0;60.0;-1.0;-47.0;-176;48.0;11.0
-103.0;12.0;49.0;-17.0;-113.0;-177;-49.0;-13.0
-158.0;35.0;74.0;-52.0;-127.0;-176;-47.0;29.0
-47.0;-1.0;55.0;-26.0;-84.0;-177;-47.0;-4.0
-47.0;17.0;-17.0;1.0;-49.0;-176;66.0;-11.0
-151.0;-26.0;10.0;-64.0;-17.0;-177;10.0;28.0
-194.0;-56.0;-14.0;19.0;-56.0;-176;179.0;-11.0
-30.0;1.0;48.0;-6.0;43.0;-178;3.0;-17.0
-60.0;-23.0;7.0;9.0;-36.0;-176;64.0;6.0
-77.0;-3.0;54.0;6.0;-22.0;-176;34.0;-24.0
-71.0;37.0;56.0;-15.0;-19.0;-179;64.0;5.0
-32.0;43.0;57.0;-4.0;-72.0;-180;26.0;4.0
-37.0;-2.0;-6.0;2.0;13.0;-178;-2.0;-9.0
-68.0;11.0;64.0;-60.0;-21.0;-179;50.0;35.0
-64.0;-64.0;77.0;-41.0;-25.0;-177;70.0;-1.0
-47.0;-29.0;47.0;-20.0;-40.0;-179;42.0;-7.0
-463.0;-374.0;-225.0;54.0;-62.0;179;100.0;-247.0
-98.0;-165.0;-35.0;-47.0;-36.0;-177;23.0;-14.0
-49.0;5.0;-30.0;-14.0;25.0;-177;15.0;-29.0
-120.0;-24.0;139.0;-73.0;-116.0;-177;-95.0;-9.0
-98.0;-11.0;3.0;27.0;-13.0;-174;27.0;-19.0
-28.0;18.0;74.0;-10.0;-17.0;-176;-21.0;2.0
-64.0;23.0;71.0;3.0;-63.0;-176;-32.0;29.0
-7.0;0.0;18.0;12.0;-13.0;-176;33.0;7.0
-25.0;-29.0;-25.0;-36.0;-17.0;-176;65.0;19.0
-12.0;-12.0;64.0;-3.0;-24.0;-179;41.0;-7.0
-60.0;35.0;-6.0;-8.0;-21.0;-176;62.0;12.0
-50.0;-57.0;-18.0;-57.0;-47.0;-176;-39.0;-35.0
-8.0;36.0;58.0;-14.0;-12.0;-179;17.0;32.0
-39.0;59.0;40.0;-21.0;-29.0;-179;30.0;40.0
-39.0;-40.0;-65.0;9.0;58.0;-176;43.0;-9.0
-38.0;-4.0;50.0;-54.0;-111.0;-177;-23.0;-14.0
-28.0;-12.0;27.0;-16.0;-100.0;-177;7.0;-24.0
-48.0;-4.0;-5.0;-7.0;-123.0;-177;-14.0;-43.0
-34.0;44.0;56.0;-56.0;10.0;-179;11.0;-17.0
-63.0;-77.0;-86.0;-29.0;-21.0;-179;-70.0;-10.0
-120.0;-22.0;5.0;41.0;-31.0;-176;2.0;-43.0
-25.0;31.0;11.0;4.0;-32.0;-176;-2.0;-15.0
-124.0;-28.0;25.0;51.0;-16.0;-176;14.0;-49.0
-75.0;42.0;39.0;-26.0;-21.0;-179;-31.0;-20.0
-78.0;41.0;-127.0;-52.0;-112.0;-180;-5.0;173.0
-188.0;20.0;52.0;-42.0;-82.0;-176;-10.0;-8.0
-71.0;13.0;26.0;-10.0;-10.0;-179;16.0;43.0
-32.0;-24.0;26.0;13.0;-3.0;-176;-56.0;-32.0
-107.0;-13.0;34.0;65.0;-10.0;-176;27.0;-1.0
-41.0;13.0;51.0;-34.0;1.0;-179;-16.0;11.0
-54.0;-17.0;27.0;12.0;-3.0;-177;-76.0;-25.0
-77.0;56.0;97.0;-4.0;-22.0;-176;-74.0;6.0
-71.0;-21.0;-35.0;20.0;-47.0;-171;36.0;17.0
-123.0;34.0;71.0;-25.0;-62.0;-171;-53.0;-47.0
-86.0;-7.0;90.0;-20.0;-57.0;-176;-39.0;21.0
-202.0;26.0;19.0;-94.0;-172.0;-176;-16.0;25.0
-63.0;-55.0;30.0;-21.0;-54.0;-176;4.0;-37.0
-156.0;56.0;25.0;-11.0;-136.0;-176;63.0;-19.0
-59.0;40.0;1.0;-15.0;-41.0;-176;99.0;-2.0
-40.0;28.0;5.0;-11.0;-31.0;-176;101.0;13.0
-28.0;-10.0;41.0;15.0;-2.0;-176;88.0;15.0
-37.0;-28.0;38.0;-10.0;-7.0;-176;-4.0;-43.0
-134.0;44.0;-22.0;-53.0;-117.0;-176;51.0;-19.0
-77.0;59.0;40.0;-80.0;-73.0;-176;31.0;-13.0
-60.0;58.0;-4.0;-12.0;-58.0;-176;29.0;8.0
-132.0;25.0;23.0;-33.0;-134.0;-176;28.0;-47.0
-128.0;-7.0;4.0;-27.0;-92.0;-177;-101.0;22.0
-83.0;-14.0;48.0;8.0;6.0;-178;36.0;4.0
-83.0;-36.0;10.0;-131.0;-158.0;-176;9.0;32.0
-126.0;-7.0;60.0;-51.0;-45.0;-179;24.0;-18.0
-63.0;5.0;-45.0;6.0;-19.0;-177;68.0;32.0
-79.0;-38.0;-33.0;-17.0;-60.0;-179;-53.0;25.0
-40.0;-13.0;25.0;16.0;-5.0;-176;40.0;-58.0
-89.0;29.0;43.0;21.0;-47.0;-176;81.0;-5.0
-80.0;-48.0;-58.0;-10.0;-37.0;-176;50.0;-30.0
-61.0;0.0;-27.0;-8.0;6.0;-176;29.0;17.0
-130.0;-57.0;-41.0;-28.0;-57.0;-179;-52.0;7.0
-90.0;-58.0;-8.0;-41.0;-40.0;-179;-72.0;20.0
2.0;0.0;27.0;-53.0;-24.0;-176;-7.0;6.0
-37.0;25.0;6.0;0.0;10.0;-177;53.0;26.0
-85.0;-75.0;26.0;-44.0;-34.0;-179;-72.0;29.0
-108.0;7.0;40.0;-16.0;-101.0;-176;-20.0;2.0
-64.0;13.0;82.0;21.0;-46.0;-176;-47.0;-20.0
15.0;1.0;49.0;-20.0;19.0;-177;-33.0;-5.0
-128.0;-46.0;-68.0;-91.0;-83.0;-175;130.0;2.0
-78.0;-66.0;-22.0;-104.0;-45.0;-179;-23.0;-5.0
-48.0;4.0;-26.0;-13.0;-20.0;-177;20.0;-38.0
-150.0;-9.0;40.0;-68.0;-80.0;-176;10.0;25.0
-135.0;13.0;43.0;-117.0;-128.0;-177;-113.0;8.0
-169.0;-10.0;22.0;-7.0;-73.0;-171;33.0;-13.0
-81.0;-41.0;-51.0;-2.0;-64.0;-178;14.0;-17.0
28.0;1.0;10.0;9.0;-30.0;-176;-12.0;8.0
-60.0;-22.0;82.0;-15.0;-35.0;-176;12.0;11.0
-128.0;16.0;44.0;-31.0;-84.0;-176;-45.0;30.0
-47.0;72.0;55.0;-10.0;-82.0;-176;0.0;-1.0
-87.0;8.0;-17.0;-11.0;18.0;-176;-119.0;73.0
-148.0;10.0;15.0;-7.0;-34.0;-176;16.0;15.0
-39.0;-15.0;51.0;20.0;-24.0;-176;66.0;-25.0
-68.0;-72.0;42.0;-10.0;-56.0;-174;0.0;8.0
-74.0;56.0;94.0;-60.0;-22.0;-171;-36.0;-11.0
-90.0;-76.0;4.0;-27.0;2.0;-176;-116.0;49.0
-67.0;17.0;11.0;31.0;27.0;-173;-23.0;-28.0
-143.0;0.0;10.0;-33.0;-28.0;-176;7.0;-2.0
-109.0;-37.0;-75.0;-32.0;-81.0;-178;21.0;10.0
-135.0;247.0;-156.0;-163.0;-229.0;-174;-345.0;155.0
-150.0;-92.0;-30.0;-134.0;-86.0;-177;-93.0;26.0
-16.0;10.0;35.0;15.0;29.0;-176;-4.0;17.0
-316.0;-75.0;141.0;-97.0;-259.0;-176;18.0;-14.0
-9.0;12.0;2.0;4.0;-90.0;-176;30.0;-24.0
-99.0;-8.0;13.0;-32.0;-81.0;-173;53.0;-26.0
-51.0;-24.0;71.0;-13.0;10.0;-176;-5.0;6.0
-32.0;17.0;6.0;17.0;-41.0;-174;14.0;-27.0
20.0;-20.0;34.0;-20.0;-4.0;-171;1.0;2.0
-9.0;10.0;14.0;3.0;-68.0;-173;78.0;-19.0
-24.0;-13.0;-14.0;-10.0;-57.0;-173;49.0;6.0
-25.0;-7.0;-26.0;-54.0;-32.0;-176;30.0;6.0
-1.0;35.0;12.0;-25.0;-26.0;-176;8.0;8.0
-51.0;6.0;53.0;16.0;-13.0;-177;50.0;-61.0
-14.0;76.0;12.0;-7.0;-31.0;-178;-1.0;-8.0
-107.0;-76.0;8.0;0.0;-41.0;-176;37.0;-22.0
-47.0;17.0;38.0;5.0;-18.0;-176;81.0;-8.0
-153.0;-5.0;33.0;-38.0;-36.0;-172;-16.0;17.0
-44.0;19.0;-7.0;-12.0;-61.0;-176;52.0;-21.0
-79.0;23.0;-26.0;-25.0;-62.0;-176;48.0;11.0
-110.0;-22.0;-42.0;-40.0;-110.0;-178;21.0;23.0
-181.0;-6.0;48.0;20.0;-53.0;-175;20.0;3.0
-71.0;6.0;58.0;22.0;-49.0;-176;96.0;3.0
-35.0;23.0;52.0;-10.0;-10.0;-176;12.0;-26.0
-163.0;2.0;48.0;-43.0;-58.0;-175;31.0;-24.0
-104.0;25.0;21.0;-67.0;-91.0;-176;-3.0;-17.0
-117.0;4.0;70.0;-31.0;-14.0;-176;-11.0;-11.0
-78.0;-11.0;69.0;-26.0;-45.0;-176;-27.0;-41.0
-126.0;-8.0;79.0;-18.0;-78.0;-176;7.0;-2.0
-111.0;33.0;62.0;-59.0;-56.0;-171;-68.0;-39.0
0.0;0.0;70.0;-8.0;-10.0;-176;24.0;-51.0
-54.0;-61.0;65.0;-1.0;-42.0;-176;41.0;-28.0
-40.0;-28.0;2.0;-17.0;-3.0;-176;62.0;21.0
-21.0;-36.0;-28.0;3.0;-35.0;-176;9.0;-37.0
-142.0;8.0;-15.0;-30.0;-24.0;-171;3.0;-22.0
-8.0;-26.0;33.0;-17.0;-5.0;-172;10.0;21.0
-82.0;29.0;40.0;-42.0;-58.0;-171;-98.0;-34.0
-2.0;0.0;10.0;18.0;-47.0;-176;70.0;-4.0
-22.0;-13.0;-12.0;14.0;-4.0;-176;25.0;4.0
-60.0;-36.0;-17.0;17.0;-41.0;-176;50.0;13.0
-100.0;-8.0;-11.0;17.0;-43.0;-176;72.0;-11.0
-37.0;0.0;-15.0;14.0;3.0;-176;14.0;27.0
-156.0;-14.0;-42.0;-41.0;-83.0;-178;-8.0;33.0
-91.0;-4.0;93.0;-37.0;-46.0;-176;36.0;13.0
-45.0;-11.0;40.0;-10.0;-30.0;-176;86.0;8.0
-62.0;55.0;24.0;3.0;-48.0;-176;7.0;4.0
-47.0;0.0;55.0;-9.0;-22.0;-176;18.0;-37.0
-132.0;-10.0;1.0;-69.0;-81.0;-178;-40.0;25.0
-29.0;4.0;21.0;9.0;-22.0;-176;31.0;-3.0
-30.0;8.0;35.0;10.0;-27.0;-176;27.0;-7.0
-124.0;18.0;14.0;-7.0;-20.0;-171;37.0;-22.0
55.0;92.0;-94.0;39.0;19.0;-173;43.0;-19.0
-104.0;7.0;61.0;-58.0;-34.0;-178;-39.0;29.0
-86.0;-10.0;76.0;-19.0;-30.0;-171;14.0;-28.0
-52.0;19.0;-46.0;-7.0;-8.0;-172;16.0;-19.0
57.0;-80.0;16.0;-140.0;-52.0;-176;14.0;23.0
-114.0;20.0;-29.0;31.0;-64.0;-171;5.0;-13.0
-111.0;-17.0;67.0;6.0;-9.0;-176;12.0;-15.0
-54.0;4.0;9.0;-94.0;-47.0;-176;44.0;-2.0
-76.0;20.0;59.0;19.0;-28.0;-176;21.0;-34.0
-45.0;23.0;20.0;31.0;-56.0;-171;-6.0;10.0
-68.0;-5.0;55.0;21.0;12.0;-176;19.0;-8.0
57.0;-15.0;-13.0;-24.0;-5.0;-173;-42.0;2.0
-57.0;-70.0;37.0;-9.0;12.0;-177;-16.0;2.0
-37.0;11.0;68.0;-1.0;-22.0;-171;94.0;-19.0
-128.0;-11.0;146.0;-59.0;-117.0;-177;-33.0;35.0
-95.0;18.0;73.0;-81.0;-53.0;-176;-57.0;25.0
-150.0;-39.0;-39.0;-13.0;-27.0;-176;6.0;21.0
-3.0;-9.0;25.0;-21.0;-40.0;-176;36.0;-34.0
-124.0;-18.0;-33.0;-45.0;-15.0;-176;-5.0;-7.0
-26.0;122.0;33.0;142.0;-135.0;-181;-126.0;120.0
-101.0;29.0;3.0;-50.0;-71.0;-177;-36.0;77.0
-58.0;-80.0;-16.0;-45.0;-30.0;-176;-59.0;-30.0
-74.0;-72.0;-57.0;-42.0;-56.0;-176;-42.0;-34.0
-98.0;34.0;70.0;-29.0;-66.0;-179;18.0;7.0
-45.0;83.0;57.0;-11.0;-59.0;-179;18.0;-5.0
-45.0;46.0;50.0;-16.0;-6.0;-171;70.0;6.0
-14.0;-7.0;2.0;6.0;-25.0;-176;-22.0;-17.0
3.0;-16.0;48.0;-73.0;-42.0;-174;-39.0;37.0
-77.0;5.0;-23.0;-42.0;-73.0;-177;-89.0;41.0
-79.0;18.0;68.0;-27.0;-25.0;-180;67.0;-14.0
-12.0;8.0;22.0;-51.0;-3.0;-174;-19.0;-29.0
-40.0;21.0;34.0;-58.0;-42.0;-174;7.0;-40.0
-56.0;25.0;64.0;-23.0;-39.0;-171;55.0;6.0
-72.0;-15.0;-27.0;-13.0;-23.0;-177;-39.0;45.0
-37.0;49.0;39.0;-12.0;-10.0;-179;11.0;14.0
-109.0;-37.0;-19.0;15.0;-36.0;-176;17.0;17.0
-47.0;-7.0;-10.0;-27.0;-11.0;-176;-53.0;2.0
-275.0;-89.0;-120.0;4.0;3.0;-176;200.0;-77.0
-53.0;57.0;71.0;-46.0;-66.0;-171;78.0;8.0
-134.0;-117.0;-169.0;149.0;-93.0;-177;181.0;-79.0
-15.0;-3.0;8.0;30.0;3.0;-176;-20.0;13.0
6.0;53.0;58.0;20.0;27.0;-176;-113.0;-15.0
-68.0;-29.0;35.0;-69.0;-5.0;-176;-64.0;8.0
-91.0;-4.0;49.0;-47.0;-88.0;-174;7.0;-38.0
-112.0;19.0;48.0;-4.0;-86.0;-174;33.0;-40.0
-130.0;11.0;-63.0;-59.0;-127.0;-175;15.0;13.0
-42.0;19.0;-1.0;37.0;-16.0;-175;20.0;-28.0
-91.0;-32.0;-3.0;12.0;-120.0;-176;25.0;3.0
-142.0;27.0;21.0;-88.0;-64.0;-176;-12.0;0.0
-150.0;-7.0;41.0;-1.0;-1.0;-176;-18.0;36.0
-27.0;36.0;46.0;7.0;-41.0;-176;37.0;4.0
-123.0;136.0;211.0;-110.0;-315.0;-176;126.0;-208.0
-65.0;-27.0;30.0;-77.0;-38.0;-171;40.0;-14.0
-112.0;-30.0;132.0;-6.0;-65.0;-175;23.0;-39.0
-80.0;-8.0;14.0;25.0;3.0;-176;33.0;-49.0
-55.0;-11.0;41.0;-4.0;-26.0;-171;77.0;-26.0
-7.0;-4.0;53.0;11.0;26.0;-176;12.0;34.0
-148.0;13.0;64.0;-16.0;-93.0;-176;-12.0;21.0
-25.0;-28.0;-36.0;-33.0;-22.0;-175;-1.0;15.0
-340.0;-112.0;-58.0;-20.0;-376.0;-182;-2.0;11.0
3.0;24.0;-37.0;30.0;-35.0;-171;12.0;26.0
-30.0;4.0;0.0;29.0;-14.0;-177;-25.0;-32.0
-47.0;-5.0;-40.0;-4.0;-56.0;-176;-42.0;32.0
-58.0;-17.0;62.0;8.0;-34.0;-176;40.0;-26.0
-68.0;-58.0;-72.0;-36.0;-1.0;-179;-23.0;7.0
-1.0;23.0;38.0;-37.0;-48.0;-174;-2.0;-1.0
-48.0;-5.0;75.0;-33.0;-38.0;-179;37.0;17.0
-60.0;22.0;49.0;-21.0;-17.0;-180;41.0;3.0
-50.0;10.0;-88.0;-22.0;-47.0;-176;-100.0;6.0
84.0;-96.0;-35.0;-185.0;-143.0;-176;-29.0;51.0
8.0;-18.0;1.0;-50.0;-62.0;-176;-47.0;32.0
-57.0;-55.0;-5.0;24.0;52.0;-177;15.0;-13.0
-102.0;-50.0;-51.0;-54.0;-50.0;-176;-64.0;13.0
43.0;-3.0;-103.0;7.0;36.0;-177;80.0;-15.0
-130.0;35.0;9.0;-10.0;-85.0;-176;50.0;-11.0
-23.0;-406.0;-44.0;1.0;-71.0;-177;358.0;7.0
-36.0;-9.0;-29.0;7.0;-13.0;-176;-27.0;4.0
-39.0;24.0;68.0;-21.0;-34.0;-179;52.0;30.0
-53.0;13.0;92.0;-23.0;13.0;-179;35.0;0.0
-23.0;20.0;94.0;-49.0;-8.0;-174;15.0;-18.0
-21.0;22.0;76.0;-25.0;23.0;-179;26.0;0.0
-85.0;-53.0;-67.0;-28.0;-13.0;-176;6.0;-4.0
-64.0;17.0;18.0;-50.0;-3.0;-176;33.0;23.0
-23.0;14.0;46.0;-28.0;-17.0;-175;37.0;20.0
-30.0;14.0;57.0;-45.0;-54.0;-175;29.0;-16.0
-37.0;-15.0;70.0;-43.0;-4.0;-171;27.0;-13.0
-43.0;7.0;12.0;21.0;0.0;-179;-4.0;14.0
-16.0;-4.0;0.0;-17.0;-3.0;-179;33.0;5.0
-37.0;0.0;3.0;11.0;21.0;-180;-2.0;-9.0
-72.0;17.0;-24.0;11.0;-14.0;-179;-43.0;11.0
-116.0;19.0;-44.0;-6.0;-89.0;-176;59.0;28.0
-4.0;21.0;55.0;-3.0;25.0;-171;14.0;-51.0
-43.0;8.0;-68.0;-21.0;-3.0;-177;107.0;11.0
-32.0;14.0;65.0;20.0;-34.0;-171;14.0;-22.0
-123.0;-14.0;41.0;-14.0;-65.0;-176;79.0;19.0
-42.0;48.0;-37.0;0.0;-36.0;-171;-11.0;19.0
-45.0;50.0;13.0;-26.0;-22.0;-171;-34.0;-21.0
-65.0;28.0;31.0;-9.0;-35.0;-176;99.0;-24.0
31.0;-25.0;-112.0;-2.0;28.0;-176;104.0;-8.0
-107.0;27.0;44.0;-28.0;-1.0;-176;30.0;-9.0
-93.0;-43.0;-72.0;-19.0;-51.0;-171;-11.0;24.0
-45.0;2.0;-20.0;3.0;-5.0;-179;-51.0;-10.0
2.0;-70.0;19.0;8.0;37.0;-176;5.0;13.0
-8.0;-55.0;-347.0;68.0;49.0;-177;163.0;-30.0
-262.0;-43.0;14.0;-122.0;-108.0;-176;-25.0;51.0
-320.0;-74.0;-237.0;-110.0;219.0;-178;-112.0;-348.0
27.0;-36.0;-12.0;-7.0;-17.0;-176;-14.0;45.0
-239.0;34.0;20.0;-69.0;-99.0;-176;-105.0;17.0
-133.0;-6.0;74.0;-31.0;-54.0;-176;85.0;-5.0
-24.0;-47.0;161.0;-38.0;-58.0;-177;197.0;-36.0
-66.0;126.0;116.0;-4.0;-47.0;-171;164.0;24.0
-40.0;-89.0;-43.0;8.0;-176.0;-157;73.0;111.0
-8.0;-74.0;-157.0;16.0;-3.0;-177;14.0;-19.0
-63.0;-155.0;-126.0;-20.0;-12.0;-176;-101.0;-57.0
-21.0;-17.0;-48.0;69.0;-9.0;-177;108.0;-13.0
-96.0;-29.0;29.0;89.0;7.0;-176;8.0;-24.0
-11.0;14.0;10.0;40.0;49.0;-178;84.0;-5.0
-95.0;-11.0;-143.0;-58.0;-245.0;-174;-188.0;158.0
-74.0;78.0;115.0;-16.0;-44.0;-179;18.0;-15.0
31.0;-226.0;-311.0;-121.0;-354.0;-178;-269.0;386.0
-13.0;23.0;113.0;27.0;35.0;-176;-29.0;-2.0
-2.0;24.0;36.0;13.0;27.0;-179;42.0;-9.0
56.0;-11.0;3.0;-10.0;-33.0;-176;8.0;3.0
-152.0;60.0;21.0;-26.0;-3.0;-177;16.0;75.0
-145.0;57.0;-26.0;-16.0;-30.0;-177;-47.0;72.0
-46.0;73.0;87.0;-28.0;2.0;-176;-89.0;8.0
-5.0;7.0;50.0;-12.0;24.0;-179;77.0;-28.0
-272.0;46.0;33.0;69.0;-102.0;-176;190.0;6.0
121.0;46.0;191.0;-10.0;89.0;-176;-134.0;17.0
-13.0;11.0;38.0;12.0;-4.0;-179;80.0;-39.0
-93.0;232.0;-129.0;120.0;84.0;-179;-366.0;-30.0
-25.0;59.0;213.0;56.0;16.0;-171;173.0;-1.0
-6.0;25.0;38.0;5.0;9.0;-179;69.0;-17.0
-161.0;-58.0;38.0;-81.0;-74.0;-178;-67.0;37.0
-44.0;16.0;64.0;-34.0;65.0;-177;-18.0;21.0
48.0;-32.0;212.0;-42.0;26.0;-180;48.0;71.0
-13.0;-25.0;-23.0;49.0;24.0;-177;4.0;-28.0
-149.0;50.0;25.0;22.0;-7.0;-176;19.0;-49.0
-76.0;30.0;102.0;-8.0;-42.0;-179;70.0;-5.0
-3.0;27.0;-18.0;5.0;-35.0;-176;76.0;-64.0
-66.0;31.0;65.0;10.0;-31.0;-176;96.0;0.0
-91.0;23.0;73.0;-12.0;-39.0;-176;109.0;-4.0
-81.0;51.0;79.0;0.0;-54.0;-176;84.0;-28.0
-82.0;39.0;65.0;-10.0;-52.0;-176;132.0;-19.0
-99.0;-73.0;-124.0;218.0;183.0;-176;86.0;37.0
-102.0;-37.0;-3.0;62.0;22.0;-174;70.0;-53.0
-175.0;88.0;124.0;-129.0;-177.0;178;-14.0;19.0
100.0;-240.0;-6.0;136.0;98.0;-176;166.0;-32.0
-29.0;-18.0;82.0;2.0;37.0;-178;21.0;-14.0
-103.0;34.0;98.0;-21.0;-46.0;-176;-69.0;55.0
-81.0;35.0;-65.0;34.0;-109.0;-176;80.0;-13.0
-27.0;119.0;-86.0;-177.0;-50.0;-178;68.0;-44.0
-25.0;14.0;90.0;8.0;6.0;-176;55.0;-13.0
-63.0;56.0;76.0;22.0;-59.0;-176;46.0;-42.0
-81.0;24.0;168.0;-42.0;-40.0;-176;-157.0;4.0
-44.0;61.0;110.0;21.0;-19.0;-176;7.0;25.0
-48.0;-18.0;8.0;8.0;-10.0;-177;-94.0;-61.0
58.0;-36.0;-80.0;48.0;97.0;-177;101.0;-108.0
-56.0;-193.0;-165.0;-17.0;-48.0;-171;12.0;-34.0
5.0;22.0;89.0;-11.0;20.0;-176;34.0;-1.0
-43.0;79.0;283.0;662.0;295.0;-172;552.0;-280.0
74.0;-32.0;-73.0;147.0;209.0;-176;72.0;20.0
-190.0;-20.0;-6.0;-79.0;-86.0;-209;-118.0;25.0
-71.0;-71.0;-75.0;32.0;-57.0;-178;143.0;-107.0
-230.0;-28.0;-16.0;-60.0;-102.0;-176;-16.0;44.0
