InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ
-274.0;205.0;-292.0;141;-182.0;-37.0;-147.0
-269.0;213.0;-313.0;153;-184.0;-38.0;-162.0
-256.0;214.0;-331.0;142;-188.0;-38.0;-172.0
-251.0;218.0;-353.0;179;-194.0;-37.0;-190.0
-240.0;215.0;-368.0;148;-193.0;-36.0;-199.0
-234.0;220.0;-394.0;187;-195.0;-37.0;-208.0
-238.0;216.0;-403.0;182;-197.0;-38.0;-216.0
-514.0;540.0;-588.0;-96;-509.0;-178.0;-636.0
-264.0;184.0;-449.0;-175;-217.0;-89.0;-249.0
-193.0;110.0;-373.0;-177;-241.0;-144.0;-164.0
-176.0;94.0;-337.0;-179;-251.0;-151.0;-131.0
-159.0;80.0;-295.0;-178;-270.0;-161.0;-89.0
-144.0;67.0;-260.0;-178;-282.0;-167.0;-46.0
-146.0;-44.0;195.0;93;-499.0;-182.0;184.0
-165.0;-44.0;199.0;95;-468.0;-168.0;194.0
-133.0;57.0;-226.0;-178;-293.0;-169.0;3.0
-133.0;48.0;-201.0;-176;-306.0;-177.0;56.0
-132.0;40.0;-174.0;-179;-312.0;-181.0;117.0
-169.0;-43.0;208.0;96;-440.0;-154.0;210.0
-160.0;-83.0;337.0;156;-363.0;-148.0;405.0
-135.0;30.0;-159.0;-177;-317.0;-184.0;178.0
-135.0;24.0;-144.0;-177;-312.0;-185.0;224.0
-134.0;19.0;-135.0;-183;-310.0;-193.0;265.0
-129.0;13.0;-125.0;-167;-301.0;-199.0;293.0
-120.0;9.0;-119.0;-187;-293.0;-210.0;309.0
-150.0;95.0;-249.0;21;-40.0;30.0;664.0
-80.0;1.0;-135.0;-174;-275.0;-223.0;296.0
-55.0;6.0;-145.0;-189;-266.0;-215.0;273.0
113.0;-8.0;-174.0;21;-151.0;-115.0;691.0
-9.0;36.0;-199.0;189;-239.0;-194.0;182.0
-123.0;-300.0;419.0;-27;-491.0;-284.0;199.0
-149.0;-39.0;225.0;118;-397.0;-148.0;226.0
-213.0;-76.0;308.0;68;-541.0;-267.0;59.0
-262.0;-44.0;285.0;73;-525.0;-233.0;20.0
-315.0;-11.0;273.0;86;-506.0;-195.0;-2.0
10.0;59.0;-234.0;84;-225.0;-178.0;131.0
16.0;78.0;-270.0;107;-217.0;-174.0;80.0
-328.0;12.0;204.0;94;-269.0;-86.0;353.0
-254.0;65.0;196.0;160;-336.0;18.0;216.0
-78.0;40.0;208.0;153;-385.0;-63.0;220.0
14.0;25.0;216.0;154;-415.0;-104.0;230.0
85.0;10.0;230.0;152;-439.0;-142.0;248.0
140.0;-10.0;249.0;150;-454.0;-180.0;263.0
14.0;94.0;-307.0;105;-213.0;-175.0;41.0
15.0;110.0;-348.0;118;-216.0;-178.0;-3.0
15.0;121.0;-394.0;140;-228.0;-181.0;-50.0
15.0;127.0;-434.0;142;-245.0;-188.0;-98.0
1.0;142.0;-515.0;162;-305.0;-212.0;-219.0
-148.0;-107.0;202.0;100;-495.0;-233.0;289.0
-149.0;-103.0;184.0;97;-498.0;-233.0;281.0
-146.0;-97.0;173.0;93;-503.0;-231.0;282.0
81.0;5.0;275.0;160;-494.0;-261.0;287.0
-18.0;31.0;257.0;160;-515.0;-218.0;262.0
-109.0;48.0;241.0;161;-526.0;-167.0;237.0
-204.0;67.0;228.0;161;-524.0;-114.0;215.0
-358.0;100.0;205.0;163;-505.0;-24.0;188.0
-143.0;-92.0;163.0;91;-506.0;-233.0;283.0
130.0;-13.0;-260.0;154;-408.0;-354.0;154.0
126.0;-2.0;-271.0;141;-391.0;-330.0;89.0
-258.0;-140.0;363.0;156;-294.0;-126.0;431.0
107.0;11.0;-275.0;125;-385.0;-315.0;37.0
74.0;29.0;-287.0;111;-384.0;-308.0;0.0
43.0;45.0;-314.0;112;-392.0;-299.0;-18.0
80.0;-93.0;-172.0;138;-600.0;-426.0;124.0
25.0;-265.0;-238.0;91;-1067.0;-701.0;78.0
-567.0;69.0;48.0;-168;-737.0;-34.0;-210.0
-319.0;109.0;-12.0;7;-711.0;-135.0;-21.0
-255.0;128.0;-19.0;39;-676.0;-115.0;-12.0
-214.0;135.0;-16.0;76;-668.0;-118.0;16.0
-174.0;127.0;-19.0;101;-663.0;-131.0;36.0
-147.0;115.0;-29.0;114;-665.0;-153.0;36.0
-145.0;100.0;-35.0;125;-668.0;-170.0;32.0
-162.0;81.0;-39.0;132;-670.0;-189.0;42.0
-192.0;68.0;-52.0;138;-675.0;-208.0;47.0
-227.0;-43.0;-128.0;140;-698.0;-318.0;-2.0
-219.0;-46.0;-109.0;140;-694.0;-310.0;20.0
-220.0;-42.0;-99.0;140;-696.0;-303.0;38.0
-216.0;-29.0;-83.0;140;-702.0;-297.0;51.0
-113.0;99.0;-186.0;126;-611.0;-210.0;35.0
-137.0;88.0;-206.0;126;-625.0;-231.0;21.0
-154.0;73.0;-227.0;132;-640.0;-259.0;5.0
-302.0;105.0;-432.0;45;-564.0;-418.0;-111.0
-91.0;137.0;340.0;66;-415.0;-99.0;-77.0
-128.0;148.0;269.0;63;-433.0;-115.0;-104.0
-164.0;166.0;200.0;62;-453.0;-129.0;-126.0
-192.0;-106.0;326.0;154;-336.0;-133.0;250.0
-187.0;179.0;127.0;63;-474.0;-138.0;-176.0
32.0;39.0;-136.0;38;-621.0;-387.0;0.0
24.0;31.0;-106.0;37;-631.0;-393.0;3.0
19.0;23.0;-81.0;37;-641.0;-393.0;14.0
9.0;16.0;-57.0;38;-654.0;-392.0;31.0
2.0;15.0;-34.0;38;-668.0;-386.0;40.0
-8.0;13.0;-23.0;36;-684.0;-379.0;43.0
-10.0;10.0;-15.0;32;-697.0;-371.0;34.0
-14.0;11.0;-12.0;30;-715.0;-363.0;21.0
263.0;52.0;53.0;107;-987.0;-489.0;4.0
-66.0;22.0;-2.0;10;-770.0;-324.0;0.0
-82.0;89.0;-11.0;117;-919.0;-315.0;-10.0
-216.0;198.0;40.0;64;-489.0;-137.0;-241.0
-346.0;321.0;-243.0;71;-501.0;-68.0;-389.0
-498.0;251.0;-152.0;76;-571.0;-266.0;-366.0
-184.0;98.0;-14.0;18;-774.0;-225.0;117.0
-680.0;501.0;-216.0;-126;-169.0;365.0;-494.0
-245.0;111.0;11.0;102;-334.0;1.0;-389.0
-752.0;643.0;-389.0;150;-154.0;589.0;-573.0
-279.0;108.0;35.0;100;-293.0;16.0;-290.0
-272.0;16.0;449.0;84;24.0;138.0;-429.0
-311.0;104.0;58.0;97;-261.0;26.0;-172.0
-327.0;103.0;63.0;95;-249.0;29.0;-125.0
-338.0;98.0;66.0;92;-238.0;29.0;-79.0
-353.0;98.0;70.0;91;-228.0;30.0;-43.0
-362.0;94.0;67.0;90;-222.0;33.0;-12.0
-369.0;92.0;69.0;89;-217.0;34.0;15.0
-375.0;89.0;67.0;89;-212.0;38.0;33.0
-383.0;92.0;71.0;88;-209.0;42.0;50.0
-391.0;90.0;69.0;88;-206.0;44.0;64.0
-759.0;271.0;-64.0;-100;25.0;149.0;21.0
-402.0;85.0;69.0;89;-215.0;58.0;76.0
-403.0;83.0;73.0;90;-209.0;65.0;86.0
-561.0;184.0;78.0;-134;-93.0;228.0;168.0
-610.0;165.0;140.0;163;-146.0;212.0;165.0
-172.0;117.0;-33.0;25;-765.0;-206.0;104.0
-402.0;76.0;82.0;95;-226.0;60.0;99.0
-493.0;35.0;95.0;134;-759.0;-143.0;71.0
-538.0;88.0;172.0;-152;-597.0;-25.0;133.0
-404.0;74.0;89.0;96;-231.0;56.0;95.0
-405.0;72.0;95.0;97;-237.0;56.0;97.0
-404.0;68.0;100.0;101;-239.0;51.0;98.0
-411.0;67.0;106.0;104;-240.0;47.0;96.0
-411.0;63.0;109.0;106;-240.0;49.0;90.0
-413.0;57.0;117.0;108;-240.0;47.0;91.0
-348.0;94.0;57.0;21;-642.0;-59.0;43.0
-329.0;104.0;33.0;34;-594.0;-33.0;36.0
97.0;6.0;-112.0;114;-501.0;-265.0;157.0
40.0;0.0;-135.0;123;-536.0;-271.0;145.0
-17.0;-7.0;-154.0;128;-575.0;-285.0;128.0
-73.0;-16.0;-179.0;130;-620.0;-308.0;104.0
17.0;-318.0;-277.0;133;-909.0;-567.0;-51.0
-318.0;200.0;26.0;106;-531.0;66.0;-80.0
-326.0;198.0;27.0;98;-537.0;59.0;-91.0
-337.0;186.0;24.0;82;-538.0;45.0;-110.0
-369.0;169.0;17.0;65;-542.0;36.0;-133.0
-712.0;292.0;-40.0;100;-416.0;285.0;-278.0
-150.0;9.0;26.0;38;-773.0;-289.0;171.0
-137.0;35.0;-3.0;44;-756.0;-264.0;160.0
-130.0;41.0;-8.0;62;-750.0;-261.0;157.0
-119.0;36.0;-10.0;79;-753.0;-266.0;169.0
-59.0;76.0;-25.0;64;-888.0;-381.0;131.0
-110.0;-7.0;-24.0;115;-748.0;-298.0;166.0
-160.0;-56.0;-61.0;127;-762.0;-372.0;183.0
-132.0;-113.0;79.0;122;-787.0;-357.0;242.0
180.0;-458.0;-58.0;52;-474.0;-557.0;284.0
54.0;-283.0;194.0;58;-418.0;-341.0;416.0
-40.0;-290.0;60.0;54;-422.0;-374.0;298.0
-34.0;-291.0;0.0;54;-430.0;-386.0;209.0
-37.0;-286.0;12.0;54;-440.0;-383.0;185.0
-43.0;-280.0;32.0;54;-452.0;-375.0;190.0
-44.0;-278.0;59.0;53;-465.0;-367.0;201.0
-63.0;-256.0;150.0;51;-517.0;-354.0;228.0
113.0;-364.0;341.0;29;-409.0;-367.0;443.0
-92.0;-237.0;235.0;71;-569.0;-392.0;442.0
176.0;-469.0;392.0;33;-782.0;-616.0;585.0
-121.0;-572.0;390.0;30;-779.0;-545.0;623.0
-388.0;-278.0;366.0;-178;-540.0;-396.0;604.0
495.0;-326.0;85.0;52;-314.0;-537.0;432.0
226.0;-441.0;87.0;74;266.0;283.0;392.0
168.0;-223.0;73.0;21;-172.0;-329.0;742.0
468.0;-505.0;306.0;83;-55.0;-378.0;930.0
62.0;-149.0;141.0;83;-171.0;-210.0;245.0
19.0;-129.0;193.0;65;-227.0;-171.0;250.0
-4.0;-115.0;202.0;64;-255.0;-155.0;245.0
-195.0;-254.0;457.0;-173;-655.0;-464.0;352.0
-134.0;-214.0;195.0;-46;-553.0;-337.0;193.0
-156.0;-174.0;163.0;-38;-556.0;-324.0;157.0
-159.0;-153.0;143.0;-26;-556.0;-315.0;134.0
-154.0;-136.0;126.0;-1;-557.0;-303.0;112.0
-155.0;-118.0;106.0;19;-555.0;-291.0;88.0
-148.0;-102.0;86.0;39;-548.0;-277.0;68.0
-139.0;-86.0;67.0;56;-542.0;-261.0;50.0
-121.0;-66.0;53.0;62;-538.0;-247.0;42.0
-100.0;-43.0;43.0;67;-537.0;-230.0;46.0
-92.0;-28.0;34.0;67;-543.0;-210.0;54.0
-92.0;-9.0;27.0;63;-552.0;-193.0;62.0
-235.0;-1.0;-17.0;52;-692.0;-263.0;29.0
-242.0;-13.0;-34.0;52;-745.0;-315.0;18.0
-294.0;-25.0;-35.0;52;-802.0;-329.0;27.0
-74.0;-15.0;58.0;67;-767.0;-288.0;215.0
-59.0;99.0;4.0;17;-894.0;-301.0;221.0
-188.0;175.0;-617.0;1;-40.0;-119.0;-413.0
-256.0;226.0;-173.0;66;-617.0;-72.0;218.0
-319.0;-229.0;429.0;158;-573.0;-359.0;388.0
-220.0;-33.0;96.0;-145;-796.0;-298.0;194.0
22.0;94.0;-519.0;-15;-199.0;-161.0;-145.0
-171.0;18.0;-82.0;-148;-709.0;-306.0;109.0
19.0;92.0;-517.0;-15;-198.0;-165.0;-138.0
-208.0;73.0;-151.0;-158;-701.0;-247.0;35.0
214.0;-27.0;246.0;81;137.0;393.0;-534.0
-105.0;119.0;308.0;54;-301.0;188.0;10.0
230.0;221.0;168.0;56;-341.0;80.0;-155.0
235.0;209.0;174.0;57;-346.0;74.0;-152.0
240.0;197.0;184.0;57;-353.0;69.0;-142.0
-269.0;372.0;-572.0;-82;34.0;107.0;36.0
252.0;165.0;216.0;57;-364.0;48.0;-99.0
-227.0;169.0;6.0;64;-641.0;-63.0;-398.0
-550.0;135.0;166.0;136;-343.0;129.0;265.0
-408.0;124.0;-21.0;99;-685.0;-176.0;-18.0
-535.0;276.0;-284.0;-177;-534.0;-28.0;-228.0
-76.0;475.0;-734.0;-10;172.0;332.0;-40.0
189.0;126.0;-418.0;-3;38.0;-121.0;-66.0
-214.0;285.0;-513.0;23;-146.0;-38.0;-76.0
-176.0;189.0;-600.0;-8;-209.0;-22.0;-109.0
-613.0;-172.0;-39.0;11;-1134.0;-469.0;168.0
163.0;-61.0;320.0;170;-457.0;-224.0;-72.0
143.0;-83.0;328.0;171;-461.0;-246.0;-90.0
345.0;-144.0;69.0;91;-476.0;-56.0;-331.0
-91.0;-16.0;33.0;110;-788.0;-309.0;131.0
-519.0;118.0;-259.0;85;-268.0;-67.0;127.0
461.0;148.0;-526.0;-36;-115.0;-324.0;-149.0
261.0;6.0;169.0;82;-120.0;-13.0;-622.0
146.0;33.0;148.0;83;-167.0;-16.0;-590.0
167.0;-62.0;301.0;89;-574.0;-264.0;122.0
158.0;-60.0;300.0;89;-581.0;-268.0;127.0
148.0;-60.0;301.0;89;-589.0;-268.0;138.0
155.0;-169.0;304.0;120;-675.0;-310.0;196.0
-499.0;-21.0;289.0;178;-629.0;-33.0;82.0
116.0;-169.0;309.0;120;-773.0;-316.0;182.0
-435.0;-267.0;531.0;45;-193.0;206.0;374.0
-4.0;-255.0;412.0;91;-561.0;-328.0;425.0
73.0;-33.0;-187.0;168;-447.0;-382.0;340.0
259.0;-614.0;492.0;29;-815.0;-725.0;668.0
107.0;-479.0;551.0;29;-809.0;-532.0;441.0
172.0;-510.0;633.0;37;-766.0;-623.0;-8.0
386.0;-346.0;417.0;63;-425.0;-323.0;490.0
271.0;26.0;-301.0;58;-262.0;-280.0;137.0
258.0;28.0;-312.0;59;-199.0;-225.0;117.0
215.0;370.0;-603.0;79;287.0;44.0;-219.0
-233.0;-43.0;-142.0;140;-704.0;-326.0;-13.0
90.0;-140.0;305.0;120;-200.0;-279.0;88.0
-426.0;-29.0;9.0;51;-906.0;-323.0;89.0
-67.0;158.0;-144.0;-1;-879.0;-306.0;71.0
-223.0;120.0;2.0;104;-369.0;-10.0;-440.0
-457.0;43.0;146.0;110;-227.0;64.0;85.0
-298.0;37.0;-470.0;17;175.0;-108.0;-8.0
-106.0;36.0;-462.0;19;29.0;-167.0;-156.0
-224.0;-56.0;29.0;126;-821.0;-330.0;230.0
-279.0;212.0;-199.0;72;-580.0;-60.0;240.0
282.0;161.0;208.0;150;-425.0;-73.0;-77.0
-490.0;-36.0;536.0;82;-91.0;79.0;-442.0
290.0;-280.0;55.0;30;-352.0;-452.0;355.0
-478.0;6.0;280.0;84;-444.0;-24.0;139.0
-190.0;-441.0;521.0;74;-876.0;-429.0;516.0
-787.0;86.0;-166.0;48;-890.0;-313.0;63.0
416.0;-46.0;-406.0;49;-313.0;-409.0;149.0
-324.0;-368.0;510.0;74;-829.0;-325.0;438.0
-186.0;-79.0;346.0;118;-757.0;-237.0;269.0
-487.0;29.0;142.0;139;-311.0;-38.0;124.0
-133.0;161.0;-500.0;-87;-546.0;-490.0;-133.0
-219.0;71.0;-651.0;1;25.0;-284.0;-365.0
-9.0;-374.0;488.0;85;-878.0;-468.0;328.0
-6.0;-187.0;297.0;120;-771.0;-314.0;244.0
-12.0;193.0;-609.0;-15;-208.0;-54.0;-273.0
28.0;97.0;-531.0;-15;-199.0;-147.0;-179.0
26.0;92.0;-521.0;-15;-201.0;-158.0;-156.0
-550.0;123.0;184.0;169;-487.0;111.0;148.0
53.0;176.0;-515.0;-26;-193.0;-176.0;-174.0
-276.0;220.0;-196.0;73;-592.0;-60.0;241.0
-143.0;19.0;-200.0;78;-782.0;-388.0;130.0
379.0;119.0;228.0;118;-436.0;-113.0;-60.0
298.0;-481.0;135.0;29;-584.0;-623.0;448.0
335.0;-360.0;168.0;105;-478.0;-542.0;559.0
307.0;147.0;217.0;150;-434.0;-94.0;-58.0
-826.0;153.0;-66.0;118;-406.0;-138.0;-35.0
190.0;129.0;-618.0;45;167.0;-66.0;-518.0
-247.0;42.0;259.0;88;-576.0;14.0;232.0
-242.0;46.0;258.0;88;-576.0;12.0;234.0
-235.0;45.0;259.0;88;-578.0;9.0;232.0
-232.0;41.0;258.0;88;-580.0;10.0;230.0
-229.0;42.0;258.0;88;-580.0;7.0;229.0
-188.0;-5.0;-82.0;-139;-722.0;-334.0;109.0
-126.0;-109.0;-91.0;124;-781.0;-427.0;160.0
-225.0;42.0;260.0;88;-580.0;7.0;228.0
-225.0;40.0;259.0;88;-579.0;7.0;231.0
-254.0;-36.0;-8.0;-140;-825.0;-338.0;171.0
233.0;-29.0;-312.0;74;-67.0;-257.0;-83.0
184.0;-13.0;-303.0;74;-41.0;-230.0;-97.0
159.0;-1.0;-326.0;75;-34.0;-220.0;-155.0
132.0;38.0;-390.0;74;-26.0;-206.0;-218.0
123.0;126.0;-491.0;33;30.0;-141.0;-274.0
-350.0;-90.0;298.0;153;-689.0;-153.0;165.0
-285.0;-154.0;167.0;86;-1140.0;-491.0;353.0
-224.0;41.0;259.0;88;-579.0;5.0;232.0
-221.0;39.0;261.0;88;-577.0;4.0;231.0
-429.0;44.0;-396.0;0;-114.0;-195.0;200.0
396.0;-139.0;-476.0;36;-168.0;-377.0;-22.0
20.0;91.0;-520.0;-15;-195.0;-169.0;-132.0
-303.0;149.0;-351.0;2;205.0;-4.0;256.0
-484.0;-51.0;316.0;37;-761.0;-160.0;91.0
-356.0;-110.0;270.0;130;-887.0;-245.0;224.0
-203.0;-49.0;-266.0;31;160.0;-121.0;309.0
-223.0;39.0;263.0;88;-575.0;4.0;231.0
21.0;90.0;-521.0;-15;-192.0;-171.0;-131.0
21.0;88.0;-519.0;-15;-190.0;-171.0;-137.0
-150.0;-59.0;-73.0;-145;-695.0;-352.0;174.0
-222.0;39.0;262.0;88;-576.0;6.0;230.0
-218.0;40.0;263.0;88;-575.0;6.0;231.0
-219.0;38.0;263.0;88;-575.0;6.0;229.0
-476.0;-32.0;295.0;45;-1.0;85.0;295.0
-250.0;-120.0;278.0;176;-763.0;-235.0;350.0
-218.0;36.0;261.0;88;-576.0;6.0;229.0
-218.0;37.0;262.0;88;-574.0;6.0;226.0
-140.0;-59.0;-65.0;-145;-689.0;-335.0;181.0
-218.0;37.0;263.0;88;-572.0;7.0;226.0
-220.0;37.0;266.0;88;-566.0;12.0;230.0
-219.0;37.0;267.0;88;-564.0;11.0;227.0
-147.0;-60.0;-67.0;-145;-693.0;-320.0;178.0
-265.0;1.0;309.0;178;-754.0;-120.0;56.0
-221.0;35.0;266.0;88;-565.0;10.0;227.0
-238.0;-169.0;384.0;78;-916.0;-312.0;199.0
-231.0;82.0;-29.0;21;-803.0;-337.0;163.0
-221.0;38.0;267.0;88;-563.0;9.0;228.0
-215.0;35.0;269.0;88;-563.0;11.0;225.0
-215.0;37.0;270.0;88;-562.0;11.0;228.0
-215.0;37.0;270.0;88;-562.0;9.0;228.0
-212.0;37.0;270.0;88;-562.0;8.0;229.0
-212.0;37.0;271.0;88;-562.0;10.0;229.0
-217.0;37.0;269.0;88;-564.0;9.0;230.0
-215.0;34.0;269.0;88;-561.0;8.0;227.0
-216.0;38.0;271.0;88;-562.0;10.0;230.0
-215.0;36.0;271.0;88;-560.0;10.0;231.0
-206.0;33.0;275.0;88;-561.0;6.0;236.0
80.0;-136.0;291.0;120;-151.0;-261.0;50.0
55.0;-131.0;293.0;120;-106.0;-256.0;37.0
-207.0;32.0;277.0;88;-562.0;4.0;238.0
-237.0;-187.0;-272.0;23;-187.0;-446.0;93.0
101.0;-138.0;298.0;120;-167.0;-257.0;53.0
23.0;91.0;-520.0;-15;-193.0;-171.0;-146.0
18.0;89.0;-522.0;-15;-193.0;-173.0;-161.0
-55.0;-139.0;368.0;156;-376.0;-223.0;480.0
85.0;-332.0;460.0;72;-559.0;-415.0;560.0
311.0;-296.0;468.0;137;-516.0;-189.0;422.0
-216.0;125.0;3.0;104;-385.0;-12.0;-450.0
-202.0;144.0;0.0;109;-417.0;-10.0;-478.0
-251.0;42.0;260.0;88;-575.0;15.0;232.0
54.0;-134.0;303.0;120;-125.0;-271.0;63.0
19.0;92.0;-527.0;-15;-191.0;-172.0;-190.0
24.0;94.0;-545.0;-15;-180.0;-162.0;-228.0
575.0;-489.0;459.0;19;-588.0;-634.0;608.0
-2.0;63.0;520.0;68;-372.0;-78.0;-7.0
-375.0;11.0;-87.0;145;-942.0;-338.0;48.0
3.0;109.0;-542.0;-15;-122.0;-128.0;-210.0
-224.0;60.0;2.0;-125;-787.0;-257.0;110.0
433.0;-112.0;281.0;83;-180.0;-271.0;68.0
-182.0;105.0;-8.0;-181;-748.0;-205.0;29.0
106.0;158.0;-506.0;-26;-250.0;-205.0;-175.0
504.0;-380.0;471.0;62;-269.0;-515.0;593.0
106.0;165.0;-502.0;-26;-258.0;-199.0;-161.0
-436.0;33.0;70.0;144;-834.0;-206.0;59.0
777.0;-655.0;560.0;-7;-478.0;-846.0;665.0
193.0;-68.0;309.0;154;-470.0;-279.0;246.0
-309.0;-179.0;262.0;76;-243.0;-218.0;399.0
-56.0;-38.0;-383.0;-1;-227.0;-365.0;154.0
-204.0;32.0;276.0;88;-562.0;5.0;241.0
-203.0;30.0;280.0;88;-563.0;3.0;240.0
-469.0;187.0;-531.0;-15;-542.0;-450.0;-181.0
-203.0;-99.0;-229.0;128;-869.0;-450.0;-3.0
-200.0;29.0;280.0;88;-562.0;3.0;244.0
-199.0;27.0;279.0;88;-562.0;0.0;244.0
-194.0;25.0;282.0;88;-563.0;-2.0;245.0
-192.0;25.0;285.0;88;-561.0;-3.0;247.0
-188.0;24.0;286.0;88;-561.0;-3.0;249.0
-183.0;18.0;290.0;88;-562.0;-7.0;251.0
-177.0;20.0;292.0;88;-564.0;-9.0;255.0
-172.0;17.0;294.0;88;-565.0;-10.0;256.0
-164.0;15.0;296.0;88;-565.0;-14.0;260.0
-491.0;23.0;83.0;-156;-760.0;-159.0;122.0
-154.0;13.0;301.0;88;-565.0;-17.0;263.0
-141.0;12.0;305.0;88;-568.0;-21.0;269.0
-121.0;6.0;308.0;88;-561.0;-24.0;273.0
-100.0;5.0;313.0;88;-558.0;-32.0;280.0
-82.0;3.0;316.0;88;-554.0;-39.0;280.0
-55.0;-2.0;319.0;88;-547.0;-45.0;285.0
-30.0;-3.0;322.0;88;-539.0;-55.0;289.0
-218.0;69.0;-294.0;-155;-653.0;-251.0;-123.0
-170.0;127.0;-22.0;120;-825.0;-218.0;40.0
-296.0;67.0;1.0;118;-900.0;-345.0;20.0
-3.0;-2.0;325.0;88;-525.0;-68.0;290.0
94.0;-13.0;329.0;88;-487.0;-102.0;289.0
206.0;-20.0;327.0;88;-480.0;-155.0;271.0
-201.0;62.0;-182.0;-156;-694.0;-243.0;-62.0
101.0;-19.0;370.0;71;-219.0;105.0;248.0
310.0;-131.0;422.0;92;-469.0;-99.0;323.0
416.0;-227.0;-166.0;55;-160.0;-451.0;201.0
-211.0;77.0;-145.0;-156;-698.0;-249.0;88.0
172.0;-181.0;50.0;97;-812.0;-534.0;393.0
125.0;-126.0;26.0;92;-672.0;-469.0;302.0
-234.0;95.0;-129.0;-170;-696.0;-255.0;161.0
370.0;51.0;30.0;14;-1044.0;-586.0;147.0
65.0;17.0;-42.0;80;-737.0;-349.0;195.0
28.0;-81.0;44.0;-8;-969.0;-461.0;281.0
115.0;-83.0;-33.0;50;-1128.0;-614.0;167.0
73.0;-47.0;-380.0;-1;-239.0;-384.0;165.0
271.0;-75.0;-393.0;-2;-298.0;-443.0;199.0
-97.0;388.0;-528.0;-17;-444.0;-15.0;-69.0
-139.0;336.0;-475.0;47;-461.0;-51.0;-39.0
260.0;78.0;-347.0;41;-277.0;-319.0;420.0
474.0;-67.0;-148.0;68;-93.0;-342.0;323.0
256.0;7.0;31.0;64;-1012.0;-600.0;78.0
-253.0;43.0;259.0;88;-576.0;18.0;229.0
105.0;-217.0;-174.0;86;-791.0;-562.0;204.0
-446.0;100.0;-25.0;-115;-800.0;-229.0;128.0
287.0;13.0;-372.0;54;-312.0;-295.0;73.0
-242.0;113.0;-125.0;-157;-677.0;-248.0;116.0
-239.0;126.0;-132.0;-211;-668.0;-242.0;78.0
105.0;167.0;-502.0;-26;-261.0;-194.0;-158.0
-252.0;38.0;260.0;88;-576.0;15.0;231.0
-92.0;-326.0;428.0;123;-761.0;-487.0;465.0
-247.0;40.0;262.0;88;-579.0;15.0;230.0
-244.0;36.0;267.0;88;-576.0;9.0;231.0
589.0;33.0;-395.0;-91;170.0;-253.0;149.0
-154.0;305.0;-476.0;61;-475.0;-69.0;-8.0
-285.0;318.0;-608.0;-14;17.0;50.0;-242.0
-162.0;299.0;-483.0;61;-472.0;-69.0;-23.0
313.0;-122.0;-289.0;35;-402.0;-482.0;361.0
37.0;187.0;-521.0;-26;-181.0;-161.0;-158.0
-410.0;331.0;-512.0;63;-579.0;-70.0;-38.0
112.0;438.0;-762.0;137;-7.0;31.0;-236.0
-483.0;44.0;248.0;165;-589.0;-28.0;228.0
64.0;159.0;-543.0;-128;58.0;-109.0;-117.0
-12.0;207.0;-528.0;-26;-143.0;-144.0;-157.0
305.0;56.0;-388.0;73;-22.0;-237.0;14.0
340.0;136.0;-554.0;37;-79.0;-204.0;-133.0
207.0;262.0;-602.0;-15;-29.0;-42.0;-204.0
405.0;-256.0;-199.0;79;-455.0;-534.0;690.0
-42.0;160.0;-592.0;10;-559.0;-536.0;-340.0
-107.0;254.0;-573.0;-26;-90.0;-99.0;-225.0
8.0;175.0;-495.0;-15;-366.0;-410.0;-77.0
104.0;165.0;-503.0;-26;-262.0;-198.0;-153.0
-248.0;45.0;259.0;88;-576.0;14.0;232.0
-820.0;665.0;-751.0;-28;654.0;818.0;-574.0
-84.0;109.0;-560.0;169;-454.0;-301.0;-301.0
-250.0;22.0;292.0;155;-669.0;-126.0;122.0
96.0;155.0;-515.0;-26;-238.0;-200.0;-195.0
-457.0;244.0;-486.0;-26;94.0;115.0;-131.0
180.0;-57.0;318.0;89;-578.0;-261.0;150.0
165.0;-57.0;315.0;89;-584.0;-264.0;147.0
-158.0;298.0;-477.0;62;-465.0;-64.0;-124.0
160.0;-55.0;312.0;89;-587.0;-268.0;139.0
223.0;-168.0;288.0;120;-813.0;-298.0;203.0
-507.0;411.0;-503.0;142;-498.0;69.0;-306.0
-224.0;487.0;-638.0;99;-374.0;52.0;-332.0
-457.0;519.0;-990.0;114;-441.0;30.0;-645.0
-207.0;334.0;-506.0;64;-359.0;-25.0;-240.0
-315.0;431.0;-575.0;152;-397.0;-5.0;-138.0
-393.0;320.0;-32.0;150;-72.0;236.0;-319.0
-186.0;-256.0;471.0;155;-654.0;-448.0;332.0
-284.0;185.0;-24.0;177;-52.0;232.0;-211.0
183.0;295.0;-503.0;7;-6.0;138.0;-127.0
530.0;-226.0;-177.0;20;-402.0;-568.0;68.0
242.0;104.0;230.0;81;149.0;412.0;-556.0
13.0;-26.0;189.0;83;-195.0;-123.0;-617.0
61.0;12.0;159.0;83;-204.0;-57.0;-592.0
-39.0;-240.0;137.0;150;-986.0;-468.0;433.0
-242.0;31.0;268.0;88;-577.0;7.0;234.0
456.0;107.0;201.0;78;-278.0;15.0;-630.0
522.0;-48.0;230.0;82;-199.0;-82.0;-586.0
-200.0;154.0;250.0;99;-48.0;291.0;-63.0
